年	tahun
分析	analytical
分析	analisis
分析	analisis
榮	rong
偉	wai
旗	flag
旗	bendera
旗	bendera
旗	sepanduk
旗	banner
旗	panji
行星	planet
行星	planet
作者	penulis
作者	pengarang
作者	penulis
作者	penulis
作者	pengarang
作者	penulis
作者	author
北海道	hokkaido
北海道	hokkaidō
皇家	royal
皇家	diraja
皇家	royals
電子	elektron
電子	elektronik
電子	electronic
電子	electronics
電子	elektronik
倫敦	london
範圍	julat
黨	parti
缺乏	kurang
微	micro
微	mikro
教堂	gereja
教堂	gereja
教堂	church
警察	polis
絲	sutera
絲	sutra
趙	zhao
趙	cho
帝國	empire
帝國	kerajaan
帝國	empayar
娛樂	rekreasi
娛樂	menghiburkan
娛樂	menghiburkan
娛樂	melayan
娛樂	hiburan
娛樂	entertainment
坡	cerun
坡	poe
方案	program
方案	program
方案	program
屋	rumah
部隊	pasukan
詞	perkataan
詞	perkataan
洞	lubang
洞	hole
洞	gua
洞	dong
宮	istana
宮	palace
影	bayang
影	bayangan
影	bayang
影	shadow
影	bebayang
速	speed
速	kelajuan
黎	lai
會議	persidangan
會議	mesyuarat
會議	perjumpaan
會議	rapat
會議	mesyuarat
會議	meeting
資訊	maklumat
豐	yutaka
戰鬥	pertempuran
戰鬥	peperangan
戰鬥	fighting
戰鬥	bergaduh
戰鬥	berlawan
戰鬥	lawan
戰鬥	berlawan
戰鬥	bergaduh
戰鬥	fight
項目	projek
項目	barangan
項目	item
項目	projek
項目	item
玩家	player
玩家	pemain
玩家	gamer
玩家	pemain
限制	pengehadan
限制	sekatan
限制	pengehadan
限制	hadkan
限制	had
限制	limit
電腦	komputer
電腦	komputer
如何	caranya
創作	ciptaan
創作	penciptaan
創作	kreatif
引擎	engine
引擎	enjin
引擎	enjin
執行	pelakuan
執行	pelaksanaan
英雄	heroes
英雄	pahlawan
英雄	wira
英雄	hero
英雄	wira
下午	sore
下午	petang
下午	tengahari
透過	menerusi
透過	melalui
反對	pertentangan
興	xing
興	hing
小時	jam
小時	jam
昂	ang
昂	aung
不足	memadai
體育	sport
體育	sukan
體育	sukan
洲	chau
投入	input
投入	input
有些	sesetengahnya
有些	sesetengah
元素	unsur
元素	bahan
元素	unsur
宇	woo
任命	temujanji
任命	pelantikan
任命	temujanji
解	solve
跨	trans
王朝	dinasti
區域	zon
區域	keluasan
區域	kawasan
區域	area
區域	rantau
區域	wilayah
區域	kawasan
區域	kawasan
以前	sebelum
報	akhbar
分子	molekul
分子	molekul
分子	molekul
隧道	terowong
隧道	terowong
孫	ahd
孫	sun
孫	matahari
孫	mentari
崔	choi
崔	cui
禮	rite
申	shin
湖南	hunan
雜誌	magazine
雜誌	majalah
雜誌	majalah
有效	sah
有效	berkesan
有效	efektif
平台	platform
平台	pelantar
平台	platform
概念	konsep
概念	konsep
議會	parlimen
議會	parliaments
傳統	traditional
傳統	tradisional
傳統	tradisi
傳統	tradisi
夏季	summer
照片	fotograf
照片	picture
照片	gambar
照片	fotograf
照片	pictures
照片	gambar
照片	gambar
照片	foto
照片	photo
照片	foto
核	nuklear
核	nukleus
停止	perhentian
停止	stop
公開	awam
仙	fairy
仙	xian
劍	pedang
劍	pedang
機構	agensi
機構	institusi
機構	lembaga
機構	institusi
機構	lembaga
帶	bawa
帶	bawak
帶	belt
操作	operasi
取消	batal
取消	pembatalan
人類	insan
人類	manusia
人類	manusia
人類	human
市場	pasar
市場	pasaran
市場	pasar
市場	pasaran
市場	pasar
市場	market
市場	pasaran
接近	menghampiri
飛	terbang
飛	lalat
飛	fly
飛	terbang
飛	flying
軍事	ketenteraan
軍事	tentera
協助	bantuan
協助	assist
協助	dibantu
橋	jambatan
橋	jambatan
調查	kajian
調查	siasatan
調查	penyiasatan
調查	penyelidikan
調查	selidik
調查	survey
調查	menyiasat
調查	siasatan
投	cast
投	pic
忠	chung
澳洲	australian
澳洲	australia
主教	biskop
主教	bishop
孟	meng
紀念	memorial
紀念	cenderamata
紀念	souvenir
紀念	cenderahati
紀念	commemorative
地點	place
地點	tempat
地點	lokasi
地點	location
地點	tempat
地點	lokasi
颱風	taufan
決賽	muktamad
決賽	final
決賽	final
決賽	finals
大臣	menteri
柳	yoo
柳	ryu
沈	shen
沈	shim
人工	buatan
守	mamoru
移動	gerak
陸軍	tentera
陸軍	army
法院	court
法院	mahkamah
法院	mahkamah
留	stay
電	eletrik
電	elektrik
電	eletrik
電	elektrik
電	electric
運動員	atlet
運動員	atlit
運動員	atlet
運動員	olahragawan
效力	kesaktian
夢	mimpi
夢	dream
夢	mimpi
夢	impian
夢	dreams
祥	xiang
羅馬	rom
羅馬	roma
科學	ilmu
科學	sains
科學	saintifik
東北	northeastern
烏克蘭	ukraine
啟用	benarkan
啟用	membolehkan
啟用	membolehkan
啟用	dibenarkan
啟用	aktifkan
皇后	maharani
皇后	ratu
皇后	queen
皇后	permaisuri
肯	ken
九龍	kowloon
柱	kolum
柱	pillar
動物	haiwan
動物	haiwan
佛教	budha
佛教	buddha
精神	rohani
精神	roh
精神	semangat
精神	spirit
精神	mental
企業	enterprises
企業	perniagaan
企業	perniagaan
企業	bisnes
企業	enterprise
核心	core
核心	inti
核心	nukleus
核心	kernel
環境	persekitaran
環境	persekitaran
河南	henan
冰	ais
第七	ketujuh
甘	gan
飛機	pesawat
飛機	aircraft
飛機	satah
飛機	pesawat
詹	zhan
應該	patut
應該	sepatutnya
太陽	ahd
太陽	sun
太陽	matahari
太陽	mentari
太陽	suria
太陽	solar
深圳	shenzhen
瑞典	sweden
關	guan
關	off
關	dimatikan
竹	bamboo
竹	buluh
竹	rebung
福建	fujian
選擇	pilih
選擇	pilih
選擇	pilihan
選擇	choice
陶	tao
珠	manik
珠	beads
比較	perbandingan
比較	bandingkan
比較	perbandingan
比較	perbandingan
類似	serupa
類似	seiras
眼	mata
眼	eye
眼	mata
澤	chak
妻子	isteri
妻子	wife
秋	autumn
秋	luruh
雨	hujan
編號	penomboran
編號	nombor
亭	kiosk
溫	wen
思想	fikir
思想	sangka
思想	pemikiran
思想	fikiran
思想	pemikiran
破壞	sabotaj
破壞	kemusnahan
第六	keenam
基督教	christian
基督教	kristian
基督教	kristian
南方	selatan
南方	selatan
洋	hiroshi
洋	samudera
洋	lautan
洋	ocean
公民	civic
公民	sivik
公民	warganegara
公民	warganegara
公民	citizen
燕	telan
燕	yan
改善	meningkatkan
改善	pembaikian
改善	penambahbaikan
改善	dipertingkatkan
改善	meningkatkan
改善	improve
改善	pembaikan
改善	peningkatan
鐵道	railways
蘇聯	soviet
烈	yeol
製造	manufactured
製造	pengilangan
製造	perkilangan
敏	min
網路	web
網路	sesawang
網路	internet
網路	networking
網路	rangkaian
網路	rangkaian
網路	network
網路	rangkaian
炮	meriam
炮	senapang
炮	pistol
炮	gun
岩	batuan
岩	rocks
岩	batu
岩	rock
排	platun
排	kayuh
朋友	rakan
朋友	rakan
朋友	sahabat
離開	tinggalkan
十六	xvi
十六	sixteen
有人	seseorang
有人	someone
生命	life
生命	hidup
生命	kehidupan
生命	hidupan
找到	nemu
找到	terjumpa
找到	dijumpai
找到	find
十五	fifteen
油	minyak
油	oils
狀態	status
調	tune
賢	hyun
更新	dikemaskini
更新	kemaskini
更新	update
更新	mengemaskini
更新	kemaskini
更新	update
降	menurun
彈	play
彈	main
艦	kapal
艦	ship
層	lapisan
層	lapisan
主題	tema
主題	topic
主題	tema
主題	topik
主題	subjek
球場	stadium
返回	mengembalikan
宇宙	universe
宇宙	semesta
宇宙	kosmos
宇宙	kosmik
醫院	hospital
醫院	hospital
平方	persegi
平方	square
平方	segiempat
批准	kelulusan
批准	approval
批准	kelulusan
批准	persetujuan
批准	approve
批准	diluluskan
批准	approved
瑞士	switzerland
大道	boulevard
大道	avenue
旅客	penumpang
旅客	penumpang
旅客	pelancong
酒店	hotel
酒店	hotel
酒店	hotels
順	shun
西方	west
西方	barat
西方	barat
西方	western
現代	moden
未來	mirai
營	batalion
營	kem
營	perkhemahan
營	kemah
芳	taring
芳	fang
金融	kewangan
任務	assignment
任務	tugasan
任務	tugas
任務	tugasan
任務	misi
商業	dagang
商業	perdagangan
商業	komersial
商業	komersil
商業	perniagaan
商業	bisnes
雄	woong
基金	dana
基金	fund
基金	dana
空間	ruang
空間	space
空間	angkasa
亮	ryo
零	zero
零	sifar
詩	syair
詩	puisi
詩	puisi
慶	kyung
慶	khánh
巨	gergasi
巨	giant
過去	past
過去	melepasi
董	tung
董	dong
存	deposit
提高	meningkat
提高	tingkatkan
嚴重	serious
論	teori
俊	jun
俊	joon
背景	latarbelakang
母親	ibu
母親	bonda
訓練	latihan
訓練	training
熙	hee
葡萄牙	portugis
葡萄牙	portugal
行為	kelakuan
行為	perangai
行為	kelakuan
喬	joe
朝鮮	joseon
朝鮮	korea
工業	industries
工業	industri
工業	industri
工業	industri
工業	industrial
工業	perindustrian
蓋	gai
慧	hye
舒	shu
舒	syu
坦克	tangki
坦克	tank
坦克	tank
劇場	teater
劇場	teater
授予	penghargaan
授予	anugerah
授予	dihadiahkan
水域	perairan
水域	air
茂	mau
茂	shigeru
茂	moo
參考	rujukan
參考	reference
健	jian
韓	han
台北市	taipei
收入	pendapatan
收入	pendapatan
收入	perolehan
收入	pendapatan
珍	jane
成績	pencapaian
成績	gred
成績	pencapaian
成績	achievement
盛	sheng
菜	hidangan
菜	dish
菜	hidangan
菜	masakan
菜	piring
菜	pinggan
古代	purba
古代	kuno
灰	kelabu
灰	ash
灰	abu
灰	kelabu
灰	grey
灰	abu
工具	radas
工具	tool
工具	alat
工具	alatan
工具	tools
寬	lebar
寬	luas
寬	lebar
寬	luas
提升	naiktaraf
提升	tatar
提升	lif
提升	angkat
楚	chu
新疆	xinjiang
退	berundur
持續	sustained
持續	berterusan
品牌	brands
品牌	jenama
品牌	penjenamaan
品牌	brand
品牌	jenama
卓	cheuk
卓	zhuo
翻譯	terjemahan
翻譯	penterjemahan
翻譯	menterjemah
翻譯	penterjemah
翻譯	penterjemahan
翻譯	diterjemah
翻譯	terjemahan
翻譯	penterjemahan
翻譯	menterjemahkan
翻譯	terjemah
翻譯	menterjemah
目標	gol
目標	matlamat
目標	goal
目標	objektif
目標	matlamat
目標	objektif
目標	sasaran
目標	target
基礎	base
基礎	pengkalan
基礎	asas
自動	auto
自動	automatik
自動	automatic
自動	automatik
自動	automatik
群島	kepulauan
群島	kepulauan
理論	teori
理論	doktrin
理論	teori
軍隊	tentera
軍隊	army
宣	xuan
鏡	cermin
鏡	mirror
注意	perhatian
大樓	bangunan
大樓	membina
出口	keluar
出口	eksport
出口	eksport
平方米	sqm
關於	tentang
關於	perihal
海外	overseas
海外	offshore
高速公路	lebuhraya
高速公路	expressways
高速公路	autoroute
高速公路	lebuhraya
高速公路	highway
產品	product
產品	produk
產品	produk
條約	perjanjian
助理	pembantu
助理	assistant
畫	cat
畫	draw
畫	cabutan
畫	lukis
畫	melukis
畫	lukisan
畫	mengecat
舞	dance
舞	tarian
舞	menari
舞	gelek
舞	menari
舞	dancing
荷蘭	belanda
獸	beast
獸	binatang
獸	buas
汽車	car
汽車	kereta
汽車	cars
汽車	kereta
宏	makro
避免	menghindari
避免	elakkan
命令	arahan
命令	arahan
命令	perintah
命令	tempahan
命令	pesanan
命令	susunan
命令	tempah
命令	order
命令	pesanan
遠	far
遠	jauh
結構	struktur
結構	arkitek
結構	rekabentuk
結構	senibina
結構	struktur
結構	struktur
埃及	mesir
字母	abjad
字母	huruf
字母	huruf
字母	letter
大陸	continental
大陸	benua
大陸	mainland
大陸	benua
大陸	benua
可可	coco
可可	cocoa
海岸	coast
水平	mengufuk
水平	mengufuk
輝	fai
輝	huy
墨西哥	mexico
都市	metropolis
學習	berlajar
學習	belajar
學習	study
學習	kajian
學習	pembelajaran
學習	learning
學習	pelajari
學習	belajarlah
學習	belajar
賴	lai
阮	nguyen
阮	nguyen
阮	ruan
動	gerak
樂團	band
樂團	kugiran
樂團	orkestra
那些	those
材料	materiel
材料	bahan
材料	material
材料	bahan
以後	later
以後	kemudiannya
以後	nanti
士兵	soldier
士兵	perajurit
士兵	askar
士兵	perajurit
士兵	tentera
士兵	askar
容易	mudah
容易	mudahnya
魔法	ajaibnya
魔法	magic
魔法	sihir
魔法	magik
彼得	peter
大阪	osaka
茶	teh
孩子	kanak
孩子	anak
孩子	child
代理	agen
代理	ejen
代理	agent
代理	berlakon
代理	lakonan
代理	proksi
組合	kombinasi
組合	mix
組合	campuran
組合	campur
組合	campurkan
正常	normal
北京市	beijing
王子	putera
模型	model
模型	model
夜	nights
夜	malam
乘客	penumpang
乘客	penumpang
錦標賽	kejohanan
錦標賽	kejohanan
錦標賽	tournament
錦標賽	championship
錦標賽	kejohanan
錦標賽	kejuaraan
禁止	ban
禁止	larangan
禁止	terlarang
禁止	dilarang
禁止	terlarang
禁止	dilarang
重播	replay
重播	ulangan
宣傳	publisiti
宣傳	propaganda
同樣	samalah
蛇	snake
蛇	ular
蛇	ular
紫	purple
紫	violet
週	minggu
完整	full
完整	kenyang
完整	penuh
完整	complete
完整	lengkap
爆	sebaran
爆	letupan
翁	weng
上市	penyenaraian
上市	disenaraikan
上市	disenarai
上市	tersenarai
上市	penyenaraian
上市	menyenaraikan
德里	delhi
森林	hutan
森林	hutan
介紹	introducing
介紹	memperkenalkan
介紹	intro
介紹	pengenalan
介紹	presentation
介紹	persembahan
白色	white
白色	putih
晚上	petang
晚上	malam
國王	raja
國王	king
袁	yuan
欣	xin
耳	telinga
耳	telinga
改變	menukar
改變	perubahan
改變	ubah
廣場	persegi
廣場	square
廣場	segiempat
廣場	piazza
廣場	plaza
市民	warganegara
市民	warganegara
市民	citizen
樹	pokok
樹	pokok
樹	pohon
樹	trees
大西洋	atlantic
大西洋	atlantik
聯邦	persekutuan
聯邦	persekutuan
聯邦	konfederasi
麻	hemp
麻	rami
土耳其	turkey
土耳其	turki
酸	sour
酸	masam
酸	asam
酸	asid
酸	acids
董事	pengarah
外交	diplomatik
外交	diplomasi
夫人	puan
夫人	madam
公斤	kilogram
公斤	kilo
公斤	kilogram
公斤	kilo
效果	effect
效果	kesan
效果	kesan
說明	description
連續	berturut
連續	berterusan
晚	terlewat
晚	mendiang
晚	late
晚	lambat
晚	larut
輪	roda
輪	wheel
輪	roda
輪	pusingan
輪	bulat
記錄	merekod
記錄	rakaman
記錄	merakam
記錄	rakam
記錄	rekod
記錄	rekod
作戰	pertempuran
作戰	combat
作戰	memerangi
作戰	tempur
寫	tulis
寫	tulisan
寫	menulis
寫	penulisan
鹿	rusa
地理	geografi
地理	geografi
孝	berbakti
孝	hyo
姜	kang
姜	jiang
姜	halia
最近	kebelakangan
最近	lately
最近	terkini
最近	terbaharu
咸	asin
網頁	website
秘密	rahsia
變	perubahan
變	ubah
人大	npc
開放	keterbukaan
開放	open
主持人	moderator
主持人	penyederhana
主持人	penganjur
主持人	host
主持人	hos
主持人	fasilitator
移民	pendatang
移民	emigration
移民	migran
移民	imigresen
移民	penghijrahan
運輸	pengangkutan
運輸	pengangkutan
運輸	transport
背	belakang
背	punggung
第八	kelapan
姚	yao
大小	saiz
大小	saiz
大小	ukuran
大小	size
演唱會	konsert
演唱會	konsert
錫	timah
錫	tin
頂	top
柏林	berlin
三個	tiga
今天	harini
符	azimat
符	jimat
親	kiss
兒子	nak
兒子	putra
兒子	son
骨	bones
骨	tulang
骨	bone
骨	tulang
加州	california
戰役	pertempuran
戰役	peperangan
戰役	pertempuran
電台	radio
墓	pusara
墓	makam
墓	kubur
北方	utara
北方	north
北方	utara
北方	northern
活躍	active
活躍	aktif
星期一	isnin
星期一	isnin
首播	premiered
業務	perniagaan
業務	bisnes
射	shoot
射	tunas
射	tembak
前身	awalan
前身	forerunner
啟	kai
極	kutub
極	polar
極	hilo
極	amat
極	teramat
野	liar
投資	melabur
投資	melabur
投資	pelaburan
投資	investment
投資	pelaburan
海洋	lautan
海洋	samudera
海洋	lautan
海洋	ocean
類型	genre
類型	jenis
類型	taipkan
類型	type
類型	taip
類型	jenis
機會	peluang
機會	chance
機會	peluang
機會	kesempatan
機會	peluang
錯誤	kesilapan
錯誤	silap
錯誤	salah
錯誤	kesilapan
錯誤	ralat
儀	yee
總部	markas
健康	sihat
健康	kesihatan
股	unit
身高	ketinggian
身高	tinggi
身高	height
熱	hot
熱	panas
熱	panas
熱	haba
空中	aerial
空中	udaranya
空中	udara
空中	air
工人	pekerja
工人	pekerja
輕	ringan
輕	cahaya
輕	light
輕	ringan
經常	kerap
經常	biasa
經常	regular
經常	teratur
經常	sering
經常	kerap
經常	kerap
臺	teres
臺	terrace
滿	mitsuru
滿	full
滿	kenyang
滿	penuh
負	negative
負	negatif
粵語	yue
粵語	kantonis
亨利	henry
交易	transaksi
交易	trading
交易	deal
交易	perjanjian
交易	transaksi
黑色	black
黑色	hitam
爆炸	sebaran
爆炸	letupan
爆炸	letupan
喜歡	like
喜歡	ibarat
各種	kepelbagaian
各種	assorted
警方	polis
十七	seventeen
尹	yoon
能量	tenaga
酒	alkohol
酒	anggur
酒	wain
地面	permukaan
地面	surface
地面	tanah
地面	ground
太平	taiping
普遍	universal
十年	dekad
然後	barulah
然後	then
然後	kemudiannya
然後	kemudian
十四	fourteen
鬼	ghost
鬼	hantu
昆	kun
中山	zhongshan
鼠	rat
鼠	tikus
鼠	mouse
鼠	tetikus
鼠	tikus
必要	diperlukan
俄	rusia
俄	russia
彩	chae
山西	shanxi
南極洲	antartika
南極洲	antartika
小型	kecik
小型	kecil
退出	tamatkan
退出	quit
退出	keluar
以色列	israel
兒童	kanak
兒童	anak
兒童	child
一切	semuanya
一切	segalanya
東部	timur
東部	timur
逐漸	bertahap
博物館	muzium
博物館	muzium
固定	dibaiki
固定	pegun
對話	perbualan
對話	dialog
對話	dialog
對話	dialog
對話	perbualan
琴	biola
階段	fasa
階段	pentas
階段	panggung
階段	tahap
江西	jiangxi
游	swim
游	berenang
游	lawatan
游	tour
游	swimming
游	berenang
游	renang
薛	xue
病	ili
病	penyakit
病	penyakit
病	sakit
病	penyakit
病	sickness
問	mintak
問	minta
問	tanyalah
問	tanya
問	bertanya
問	ask
翡翠	jade
翡翠	jed
維持	mengekalkan
維持	maintain
維持	mempertahankan
維持	maintenance
維持	penyelenggaraan
格式	pemformatan
格式	memformat
格式	format
格式	format
事故	kemalangan
臺北	taipei
互	bersama
刺	tikam
藝人	penghibur
藝人	artis
藝人	artist
藝人	artis
藝人	seniman
藝人	penghibur
天使	malaikat
天使	bidadari
天使	malaikat
天使	angel
表面	permukaan
表面	surface
池	kolam
池	kolam
池	pool
圖片	picture
圖片	gambar
圖片	pictures
圖片	gambar
圖片	imej
圖片	imej
建設	construction
建設	pembinaan
建設	binaan
風暴	badai
風暴	ribut
風暴	storm
定義	takrifan
定義	definisi
定義	takrif
定義	mentakrifkan
定義	mentakrif
定義	takrifan
步兵	infantri
指定	nyatakan
解決	lerai
解決	solve
熊	beruang
熊	xiong
熊	beruang
熊	bear
休	hugh
國語	mandarin
火箭	roket
火箭	rocket
火箭	roket
騎士	knight
騎士	satria
騎士	wira
騎士	kesatria
指揮	arahan
指揮	perintah
指揮	konduktor
安排	susun
安排	susunan
實	minoru
象	gajah
象	gajah
明星	star
明星	bintang
明星	bintang
爆發	wabak
爆發	letusan
現任	semasa
現任	hadirkan
現任	hadir
你的	your
匈牙利	hungary
匈牙利	hungary
羊	biri
羊	kambing
河流	sungai
河流	river
河流	sungai
出席	menghadiri
出席	dihadiri
出席	menghadiri
改造	makeover
車輛	lasak
車輛	kenderaan
車輛	kenderaan
京都	kyoto
五月	may
五月	mei
上午	morning
河北	hebei
馮	feng
使用者	penguna
使用者	user
使用者	pengguna
使用者	penguna
使用者	pemakai
使用者	users
使用者	pengguna
鄧	deng
機械	machine
機械	mesin
機械	mesingan
機械	mesin
機械	jentera
機械	mekanikal
機械	mekanik
機械	mechanical
爭議	dipertikaikan
爭議	kontroversi
爭議	pertikaian
爭議	pertelingkahan
爭議	perselisihan
爭議	controversies
爭議	kontroversi
爭議	pertikaian
爭議	pertikaikan
發射	pelancaran
發射	launch
首先	pertama
首先	first
首先	dulu
首先	dahulu
入侵	pencerobohan
同盟	liga
同盟	persekutuan
同盟	perikatan
同盟	perikatan
同盟	persekutuan
同盟	pakatan
同盟	sekutu
轉換	convert
轉換	tukar
轉換	penukaran
轉換	transformasi
轉換	perubahannya
疑似	disyaki
唱	sing
唱	nyanyi
蕭	shaw
血	blood
血	darah
事情	perkara
監督	pengawasan
軌道	trek
軌道	runut
軌道	orbital
軌道	runut
軌道	trek
軌道	orbit
軌道	mengorbit
今日	harini
狼	wolf
狼	serigala
尼斯	nice
部門	jabatan
部門	sektor
汗	berpeluh
汗	khan
汗	peluh
汗	berpeluh
汗	keringat
汗	sweat
汗	berpeluh
沿	along
南極	antartika
南極	antartika
綜合	sintesis
廣播	siaran
廣播	penyiaran
廣播	broadcasting
廣播	penyiaran
廣播	radio
河畔	nad
比例	nisbah
比例	perkadaran
比例	nisbah
偶像	berhala
偶像	idola
偶像	idol
側	sisi
側	sampingan
側	samping
怡	jardine
父母	ibubapa
父母	induk
父母	parent
父母	ibubapa
它們	mereka
鍾	jam
選區	constituencies
廖	liao
渡	wataru
飛行	terbang
飛行	flying
飛行	flight
飛行	penerbangan
統一	bersatu
統一	unity
統一	kesatuan
統一	perpaduan
統一	penyatuan
冬	winter
大獎	jackpot
恢復	pulih
恢復	pemulihan
恢復	restoration
恢復	pemulihan
恢復	recovery
恢復	resume
綠	midori
綠	green
綠	hijau
設施	kemudahan
設施	fasiliti
設施	kemudahan
設施	kemudahan
設施	fasiliti
退役	bersara
退役	pencen
退役	dimansuhkan
框	box
框	kotak
框	bingkai
框	frame
框	bingkai
框	frame
住宅	kediaman
住宅	perumahan
住宅	kediaman
住宅	residences
住宅	residence
住宅	kediamannya
住宅	kediaman
伊朗	iran
伊朗	iran
圍	wai
莊	banker
莊	za
混合	hibrid
混合	hybrid
混合	mix
混合	campuran
混合	campur
混合	campurkan
混合	pengadunan
混合	bercampur
混合	campuran
混合	mixed
混合	dicampur
混合	adun
混合	blend
混合	campurkan
殺	membunuh
殺	kill
殺	bunuh
殺	membunuh
山脈	ganang
山脈	banjaran
山脈	pergunungan
山脈	julat
上海市	shanghai
莫斯科	moscow
食品	makanan
食品	makanan
食品	foods
食品	foodstuffs
王國	kingdom
王國	kerajaan
王國	kerajaan
希臘	greek
希臘	yunani
希臘	yunani
希臘	greece
深度	kedalaman
深度	kedalaman
高雄	kaohsiung
法案	bil
法案	bill
法案	bil
有限	limited
有限	terhad
有限	terhingga
學者	sarjana
學者	ulama
戰士	soldier
戰士	perajurit
戰士	askar
戰士	warrior
戰士	satria
被迫	dipaksa
被迫	terpaksa
湖北	hubei
合成	synthetic
合成	sintetik
合成	gubahan
合成	komposit
合成	sintesis
基因	gen
基因	gen
罪	yaasin
罪	dosa
罪	dosa
鳥	burung
鳥	burung
教練	pelatih
教練	coach
教練	jurulatih
展示	mempamerkan
展示	showcase
展示	tunjuk
展示	papar
展示	display
湘	xiang
槍	senapang
槍	pistol
槍	gun
錦	kam
只要	hany
只要	cuma
只要	hanya
義大利	itali
義大利	itali
讀	baca
讀	bacaan
讀	reading
讀	pembacaan
讀	membaca
很快	segera
很快	soon
成都	chengdu
追	kejar
追	chase
厚	tebal
拍	shoot
拍	tunas
拍	tembak
藩	domain
部落	suku
部落	suku
部落	suku
圓	bulatan
圓	pusingan
圓	bulat
幫助	pertolongan
幫助	bantu
幫助	bantuan
幫助	help
幫助	membantu
教會	gereja
教會	gereja
教會	church
連結	menyambung
連結	pautan
連結	link
連結	sambung
設定	set
設定	tetapan
設定	tetapan
記者	wartawan
記者	wartawan
記者	wartawan
數量	kuantiti
數量	ikhtiar
星系	galaksi
星系	galaxy
星系	galaksi
鳳	phoenix
假	palsu
假	false
假	fake
感	deria
感	akal
留下	stay
方便	memudahkan
領	kerah
領	collar
領	kolar
程式	program
程式	program
校長	pengetua
校長	pengetua
合理	saguhati
合理	munasabah
挪威	norway
挪威	norway
步	step
步	langkah
勇	yong
所在地	lokasi
所在地	location
解釋	penjelasan
解釋	penjelasan
解釋	explain
解釋	terangkan
十九	nineteen
刀	pedang
刀	pisau
批評	kritikan
批評	pengkritik
批評	kritik
批評	criticisms
批評	mengkritik
太子	putera
檔案	fail
檔案	arkib
檔案	fail
檔案	arkib
爵士	jazz
爵士	jaz
狗	anjing
狗	dog
狗	anjing
國會	parlimen
國會	kongres
病毒	virus
病毒	virus
富士	fuji
阿根廷	argentina
當選	terpilih
創	tron
計算	kira
計算	mengira
計算	pengkomputeran
計算	pengiraan
計算	pengiraan
對手	saingan
對手	menyaingi
對手	lawan
對手	saingan
對手	lawan
碧	bea
湯	sup
一天	hari
艦隊	armada
廣州	guangzhou
錢	wang
錢	duit
碑	stele
碑	tugu
碑	monumen
食用	edible
晉	jin
晉	jin
廣東	guangdong
廣東	yue
廣東	kantonis
棒球	besbol
中立	neutral
中立	berkecuali
質量	jisim
質量	kualiti
質量	quality
質量	berkualiti
化石	fosil
化石	fosil
化石	fossil
持有	pemilikan
持有	holdings
持有	memegang
持有	holding
理解	difahami
理解	understanding
理解	pengertian
理解	memahami
理解	pemahaman
其實	sebenarnya
波蘭	poland
美洲	amerika
美洲	america
美洲	amerika
恆星	najam
恆星	star
恆星	bintang
恆星	bintang
淑	sook
部長	menteri
挑戰	cabaran
挑戰	cabaran
挑戰	mencabar
挑戰	mencabar
東方	timur
東方	oriental
東方	orient
東方	timur
賈	jia
羽毛球	badminton
幾乎	almost
幾乎	hampir
阿拉	allah
玲	ling
消失	menghilang
例子	contoh
司令	komander
月球	lunar
月球	bulan
月球	moon
地圖	peta
地圖	maps
地圖	peta
杭州	hangzhou
女兒	puteriku
女兒	daughter
結婚	nikah
結婚	jodoh
結婚	perkahwinan
結婚	berkhawin
岳	yue
引用	petikan
引用	dipetik
引用	petikan
引用	kutip
引用	petikan
官員	pejabat
請求	permintaan
請求	pemintaan
請求	request
請求	pinta
請求	permintaan
殖民地	koloni
殖民地	jajahan
殖民地	colony
殖民地	jajahan
原子	atom
原子	atom
菲律賓	filipina
觀眾	khalayak
觀眾	penonton
觀眾	khalayak
觀眾	penonton
進攻	attack
進攻	serangan
進攻	serang
珊	ahd
珊	sun
珊	matahari
珊	mentari
貓	kucing
貓	cat
貓	kucing
吸引	tarikan
測試	test
測試	ujian
測試	cubaan
測試	percubaan
測試	testing
專業	profesional
專業	professional
專業	kerjaya
專業	profesion
專業	kepakaran
旅遊	lawatan
旅遊	tour
旅遊	melancong
旅遊	travel
旅遊	pelancongan
旅遊	kembara
旅遊	pelancongan
旅遊	pelancong
旅遊	tourist
旅遊	melancong
石油	minyak
石油	petroleum
浪	gelombang
浪	ombak
浪	ombak
浪	lambai
浪	wave
浪	gelombang
需求	memerlukan
需求	perlukan
需求	perlu
需求	need
需求	keperluan
需求	permintaan
需求	demand
內部	interior
內部	dalaman
內部	inside
內部	didalam
內部	dalaman
失	lost
失	kehilangan
失	hilang
集合	himpun
集合	berkumpul
方言	loghat
方言	dialek
日文	jepun
特里	terry
犯罪	jenayah
犯罪	jenayah
君主	monarch
君主	berdaulat
君主	kedaulatan
公爵	duke
降低	mengurangkan
降低	kurangkan
私人	swasta
私人	peribadi
私人	persendirian
私人	prebet
軟體	perisian
軟體	software
每日	everyday
每日	harian
每日	daily
拒絕	tolak
拒絕	penafian
拒絕	penolakan
原始	mentah
原始	raw
原始	primitif
原始	original
尖	runcing
潭	tam
警告	amaran
警告	warning
警告	amaran
俱樂部	club
俱樂部	kelab
俱樂部	kelab
敗	tewaskan
敗	kekalahan
貿易	trading
貿易	niaga
貿易	perdagangan
貿易	trade
減少	tolak
減少	mengurangkan
減少	kurangkan
