категорија	kategorya
рекорд	rekord
павле	paul
павле	pablo
американска	amerikano
дизајн	disenyo
добар	mabait
добар	mabuti
барселона	barcelona
домаќин	host
комисија	commission
комисија	komisyon
комисија	komite
комисија	committee
комисија	panel
процеси	proseso
лекови	gamot
граници	limitasyon
граници	borders
изгледа	anyong
изгледа	mukhang
кореја	korea
последен	huling
последен	huli
последен	last
знаење	kaalaman
знаење	knowledge
ефекти	effects
ефекти	epekto
објави	post
објави	poste
објави	ilathala
објави	publish
цена	presyo
ретко	bihira
ретко	madalang
ретко	bihira
ретко	bihirang
ретко	bihira
женски	kababaihan
женски	babae
женски	female
женски	pambabae
записи	records
записи	talaan
записи	writings
подобро	better
текстови	teksto
намалува	binabawasan
споменик	monumento
туристички	turista
птица	ibon
продажба	ibenta
продажба	magbenta
продажба	nagbebenta
продажба	nagtitinda
продажба	selling
продажба	pagbebenta
продажба	nagbebenta
продажба	sale
продажба	ibinibenta
продажба	pagbenta
продажба	benta
слободно	malayang
слободно	libreng
слободно	free
слободно	libre
слободно	malaya
ресурси	mapagkukunan
ресурси	resource
ресурси	mapagkukunan
ресурси	yaman
ресурси	kayamanan
движења	paggalaw
христос	cristo
христос	christ
христос	kristo
појас	sinturon
појас	belt
средновековна	medyebal
бродови	bangka
бродови	ships
бродови	vessels
компании	kumpanya
компании	kompanya
први	unang
први	muna
центри	centers
струја	elektrisidad
струја	kuryente
економска	ekonomiya
економска	economic
модели	models
модели	modelo
даме	dame
корисник	gumagamit
корисник	user
попис	census
попис	imbentaryo
попис	inventory
коска	buto
ликови	character
ликови	characters
независна	malayang
независна	independent
претставник	kinatawan
задача	assignment
задача	pagtatalaga
задача	gawain
профил	profile
нации	nations
акција	aksiyon
акција	pagkilos
акција	aksyon
насока	direction
насока	direksiyon
насока	direksyon
парламентот	parlyamento
искуство	maranasan
искуство	karanasan
рака	kamay
турците	turks
сина	blue
сина	bughaw
сина	asul
наспроти	versus
покажуваат	imungkahi
покажуваат	suggest
покажуваат	iminumungkahi
покажуваат	magmungkahi
живеел	nanirahan
живеел	tumira
мехмед	mehmed
органи	organo
органи	organs
органи	organo
органи	organ
дата	date
дата	petsa
девет	siyam
ѕид	dingding
ѕид	pader
порта	gate
порта	daungan
порта	gateway
млад	bata
вида	vida
кредити	credits
кредити	kredito
прикажува	ipinapakita
прикажува	nagpapakita
прикажува	nagpapakita
водство	guidance
водство	pamumuno
водство	lead
водство	humantong
водство	tingga
водство	pamunuan
јохан	johann
јохан	johan
пишување	pagsusulat
стои	standing
стои	nakatayo
стои	stands
пријатели	kaibigan
пријатели	magkaibigan
режисер	direktor
режисер	director
комуникација	komunikasyon
комуникација	kinakausap
корисникот	gumagamit
корисникот	user
тврдината	citadel
династијата	awan
слој	patong
иран	iran
убиени	napatay
убиени	pinatay
враќање	ibalik
враќање	bumalik
враќање	pagbabalik
враќање	comeback
изданија	edisyon
народен	katutubong
народен	folk
акции	sapi
акции	stock
акции	namamahagi
акции	pagbabahagi
акции	stocks
краток	maiksi
краток	maikli
краток	short
краток	pandak
краток	maikling
ученици	estudyante
рацете	kamay
рацете	hands
бранови	alon
бранови	alon
марк	marc
марк	mark
провинција	probinsya
провинција	province
провинција	probinsiya
провинција	lalawigan
комбинација	pinagsama
комбинација	kumbinasyon
комбинација	kombinasyon
комбинација	combo
решение	solusyon
зголеми	pagtaas
зголеми	dagdagan
зголеми	taasan
одбор	lupon
одбор	board
населби	settlements
португалија	portugal
слободен	libreng
слободен	free
слободен	libre
слободен	malaya
племиња	tribes
значаен	makabuluhan
значаен	makabuluhang
велс	wales
велс	wells
георги	georgi
учесник	kalahok
учесник	kasali
изведба	pagtatanghal
изведба	pagganap
падот	crash
падот	taglagas
падот	mahulog
долината	lambak
долината	valley
труд	paggawa
труд	paggawa
труд	pinaghirapan
труд	labor
собранието	assembly
собранието	pagpupulong
собранието	pagtitipon
настап	pagtatanghal
настап	pagganap
политичари	pulitiko
говор	speech
говор	pananalita
говор	talumpati
говор	pagsasalita
дијалекти	dialects
венеција	venice
венеција	venezia
венеција	venezia
преглед	suriin
преглед	review
преглед	preview
преглед	silipin
вселенски	aerospace
долно	kato
поставени	inilagay
поставени	nilagay
поставени	nakalagay
пренос	transmission
пренос	paghahatid
пренос	paglilipat
пренос	ilipat
пренос	transfer
поминува	pumasa
студенти	estudyante
зрачење	radiation
методиј	methodius
почнувајќи	sinisimulan
почнувајќи	nagsisimula
почнувајќи	simula
влијанието	epekto
поминал	nagastos
поминал	ginastos
императорот	emperador
објавени	inilathala
објавени	publish
учител	guro
учител	teacher
германските	hermaniko
велосипедизам	pagbibisikleta
велосипедизам	biking
велосипедизам	pagbibisikleta
велосипедизам	cycling
помал	lesser
публика	audience
публика	tagapanood
публика	madla
публика	makakakita
пораз	pagkatalo
техники	pamamaraan
сообраќај	traffic
сообраќај	trapiko
крв	blood
крв	dugo
теории	theories
милијарди	billion
милијарди	bilyon
милијарди	bilyon
парламент	parlyamento
периоди	regla
табела	lamesa
табела	mesa
табела	talahanayan
табела	table
табела	sheet
банките	pampang
банките	bangko
климент	kliment
климент	clemente
квалитет	kalidad
квалитет	quality
капитал	capital
капитал	kabisera
капитал	kapital
сликар	pintor
присуство	attendance
присуство	pagdalo
присуство	presensya
присуство	iral
присуство	presence
присуство	presensiya
мисли	isipin
мисли	palagay
мисли	tingin
мисли	thoughts
мисли	saloobin
техника	pamamaraan
арсенал	arsenal
претпоставува	presumed
математика	matematika
математика	math
внатрешни	panloob
внатрешни	internal
тежина	timbang
тежина	bigat
милано	milan
милано	milano
битки	battles
општо	kadalasan
општо	pangkalahatan
општо	karaniwan
општо	karaniwang
општо	pangkalahatan
општо	heneral
општо	pangkalahatang
општо	general
рамки	frame
конфликт	pagsalungat
конфликт	salungat
софтвер	software
мислење	opinyon
раст	paglago
раст	paglaki
раст	kalawang
распоред	iskedyul
распоред	schedule
гробишта	cemetery
гробишта	libingan
гробишта	sementeryo
влегува	pumapasok
оскар	oscar
оскар	oskar
православни	ortodoksong
сместена	matatagpuan
кинески	intsik
кинески	tsino
кинески	chinese
развива	develops
артур	arthur
кола	kotse
кола	sasakyan
чие	kaninong
сметка	account
сметка	resibo
циклус	siklo
циклус	cycle
циклус	ikot
отворена	buksan
отворена	bukas
отворена	open
зграда	gusali
фотографии	photos
фотографии	larawan
придонес	kontribusyon
рид	reid
рид	reed
рид	burol
претстави	palabas
претстави	kasalukuyan
претстави	ipinapakita
претстави	iharap
претстави	iniharap
нуди	offers
нуди	inaalok
постоење	existence
постоење	pagkakaroon
титули	pamagat
сала	sala
сала	gym
сала	hall
златни	golden
златни	ginintuang
златни	ginto
златни	gold
народни	katutubong
народни	folk
управа	pamamahala
управа	awtoridad
управа	otoridad
управа	authority
управа	kapangyarihan
машки	kalalakihan
машки	boys
машки	panlalaki
машки	male
машки	lalaki
патријарх	patriarka
храмот	templo
слична	kapareho
слична	magkatulad
слична	katulad
слична	kamukhang
слична	kamukha
можноста	posibilidad
единствена	single
единствена	solong
перу	peru
браќа	brothers
браќа	bros
тече	tumatakbo
тече	nagpapatakbo
тече	daloy
тече	umaagos
тече	lumilitaw
тече	agos
тече	umaagos
добитник	nagwagi
добитник	winner
добитник	pagandahan
населено	pinamumugaran
широко	malapad
граѓани	mamamayan
формирана	itinatag
формирана	nabuo
јавно	publiko
јавно	pampubliko
својства	katangian
именуван	pinangalanang
именуван	pinangalanan
именуван	nagngangalang
имено	namely
казахстан	kazakhstan
дефинира	tukuyin
дефинира	tumutukoy
лежи	kasinungalingan
шуми	kagubatan
шуми	woods
шуми	kakahuyan
шуми	kagubatan
сакаат	gustong
сакаат	gusto
сакаат	want
сакаат	nais
загреб	zagreb
змеј	dragon
умрел	namatay
црн	itim
судија	hukom
судија	husgahan
судија	referee
децении	dekada
критики	kritika
критики	review
средба	matugunan
средба	kilalanin
средба	magkita
средба	miting
средба	pulong
средба	pagkakakilala
средба	pagpupulong
средба	makatagpo
средба	nararanasan
капацитет	kapasidad
капацитет	makayanan
капацитет	kakayahan
странство	abroad
природен	likas
природен	natural
музичка	musikal
музичка	musical
минута	minuto
сајт	site
предност	bentahe
предност	samantalahin
предност	advantage
предност	kalamangan
направен	ginawa
синот	anak
синот	son
останале	nanatili
останале	nanatiling
останале	naiiwan
никој	wala
формирање	pagbabalangkas
формирање	formation
формирање	gusali
формирање	pagtatatag
степени	degrees
потекнуваат	buhat
потекнуваат	nagmula
серии	serye
серии	series
злато	ginto
злато	gold
нивно	kanila
нивно	kanilang
идеја	idea
идеја	ideya
медицина	medisina
медицина	gamot
дејство	aksiyon
дејство	pagkilos
дејство	aksyon
анџелес	angeles
албански	albanian
вики	vicky
вики	wiki
вики	vicki
јато	kumpol
јато	cluster
јато	kawan
јавни	publiko
јавни	pampubliko
колумбија	columbia
колумбија	colombia
палата	palasyo
збирка	koleksiyon
збирка	koleksyon
учење	learning
дивизија	division
дивизија	dibisyon
пејач	singer
уредник	editor
котлина	lambak
котлина	valley
вашингтон	washington
важно	kahalaga
важно	mahalaga
јане	jane
договори	trato
договори	deal
договори	kasunduan
стандарди	pamantayan
европска	europeo
европска	european
намера	intention
дискусија	talakayan
слободна	libreng
слободна	free
слободна	libre
слободна	malaya
наскоро	nagtagal
наскоро	soon
жител	resident
жител	residente
римска	roman
римска	romano
патишта	daan
крива	curve
крива	liko
домот	tahanan
домот	bahay
домот	makauwi
слава	purihin
слава	papuri
слава	glory
слава	luwalhati
слава	kaluwalhatian
слава	fame
грешка	pagkakamali
грешка	pagkakamali
грешка	error
последна	huling
последна	huli
последна	last
целосна	busog
целосна	full
целосна	buo
целосна	buong
пропаганда	propaganda
избрани	pinili
избрани	napili
избрани	pinili
избрани	piling
воздух	hangin
воздух	himpapawid
патување	bumiyahe
патување	travel
патување	paglalakbay
патување	journey
патување	paglalakbay
патување	trip
патување	biyahe
патување	byahe
патување	naglalakbay
конференција	conference
конференција	pagpupulong
старо	matanda
старо	luma
доказ	katibayan
доказ	patunay
поточно	partikular
создадени	ginawa
создадени	nilikha
гас	gus
гас	gas
предлог	proposal
предлог	mungkahi
кажува	sabi
кажува	nagsasabi
соло	solo
далеку	malayo
далеку	kalayo
далеку	malayong
мажите	kalalakihan
контакт	ugnayan
контакт	contact
шума	kagubatan
шума	woods
шума	kakahuyan
шума	kagubatan
шума	gubat
соодветно	maayos
соодветно	naaangkop
соодветно	angkop
сер	sir
сер	ser
посветена	nakatutok
посветена	dedikado
подобрување	pagpapabuti
подобрување	pagpapahusay
подобрување	mapabuti
подобрување	pagbutihin
подобрување	pagandahin
подобрување	enhancement
подобрување	pagpapabuti
значајна	makabuluhang
значајна	makabuluhan
припаѓаат	belong
припаѓаат	nabibilang
помага	pagtulong
помага	assist
помага	tinutulungan
помага	tumutulong
спротивно	taliwas
спротивно	kabaliktaran
активно	active
активно	aktibong
активно	aktibo
ноќ	gabi
градина	hardin
фонд	fund
фонд	pondong
учествувале	lumahok
црно	itim
намали	bawasan
намали	bumaba
намали	bawasan
воден	tubig
воден	guided
воден	ginagabayan
сен	sen
сам	alone
сам	magisa
работници	manggagawa
волф	lobo
волф	wolf
волф	wolff
буква	sulat
буква	liham
буква	letter
имот	property
имот	estate
забележал	mapansin
забележал	napansin
борби	fights
борби	battles
финска	finland
фактор	factor
фактор	kadahilanan
рајна	rhein
способност	kapabilidad
способност	kakayahang
способност	kakayahan
термин	term
термин	termino
термин	kataga
напушти	lumabas
напушти	umalis
напушти	iwan
напушти	iwanan
разлики	diff
разлики	pagkakaiba
хит	tumama
хит	hit
хит	tinamaan
музичар	musikero
кратки	maiksi
кратки	maikli
кратки	short
кратки	pandak
кратки	maikling
донесе	nagdala
донесе	dinala
донесе	magdala
донесе	magdadala
донесе	dalhin
родот	genus
силите	pwersa
силите	sandatahan
комплекс	complex
комплекс	kumplikadong
комплекс	komplikadong
комплекс	masalimuot
ослободување	bitawan
ослободување	ilabas
ослободување	pakawalan
традиционално	tradisyunal
традиционално	tradisyonal
медицински	medikal
медицински	medical
продуцент	producer
добитници	winners
локални	lokal
руска	russian
руска	ruso
влијае	nakakaapekto
пад	tanggihan
пад	taglagas
пад	mahulog
создаден	ginawa
создаден	nilikha
верски	relihiyoso
жената	babae
пегаз	pegasus
ситуација	situation
ситуација	sitwasyon
генерал	gen
генерал	pangkalahatan
генерал	heneral
генерал	pangkalahatang
генерал	general
романи	nobelang
конгресот	kongreso
овозможи	paganahin
можности	pagkakataon
можности	oportunidad
криза	sakuna
криза	krisis
вера	vera
вера	pananampalataya
вилхелм	wilhelm
густина	density
рани	sugat
принцип	prinsipyo
хрватски	croat
мисијата	misyon
датум	date
датум	petsa
арена	arena
звук	tunog
специјални	espesyal
специјални	special
галерија	gallery
силен	malakas
силен	strong
актерка	aktres
актерка	artista
актерка	actress
размена	palitan
размена	palit
претпријатија	kumpanya
претпријатија	kompanya
операции	operations
операции	operasyon
обработка	pinoproseso
обработка	pagpoproseso
обработка	processing
обработка	pagproseso
рекол	sabi
рекол	sinabi
баба	baba
баба	lola
баба	lola
кулата	tore
кулата	tower
кулата	toreng
градоначалник	alkalde
градоначалник	mayor
женска	chica
женска	babae
женска	female
женска	sisiw
асоцијација	association
популација	populasyong
популација	populasyon
израз	pagpapahayag
израз	expression
граѓанска	civil
граѓанска	sibil
граѓанска	civic
поим	idea
поим	ideya
двор	bakuran
двор	bakuran
бенд	banda
шампиони	champions
објавено	inilathala
објавено	publish
објавено	nagpaskil
дух	ghost
дух	multo
дух	diwa
загуби	pagkalugi
сектор	sektor
сектор	sector
пораст	tumaas
пораст	paglago
пораст	paglaki
хајнрих	heinrich
антонио	antonio
држи	humawak
држи	hold
држи	hawakan
околните	nakapaligid
гвинеја	guinea
лично	personal
лично	personal
возачи	driver
фердинанд	ferdinand
стр	str
јордан	jordan
архитект	arkitekto
победник	nagwagi
победник	winner
победник	pagandahan
дополнително	karagdagang
основното	elementary
основното	elementarya
медиуми	media
медиуми	midya
произведува	gumawa
произведува	makagawa
произведува	magkaanak
произведува	produces
реакции	reaksyon
почна	nagsimula
почна	inumpisahan
почна	sinimulan
али	ali
елена	helena
елена	elena
елена	helen
остануваат	mananatili
остануваат	mananatiling
посветен	nakatutok
посветен	dedikado
интервју	interview
интервју	panayam
интервју	pakikipanayam
основач	tagapagtatag
основач	founder
независни	malayang
независни	independent
независни	independents
набрзо	nagtagal
набрзо	soon
архитектонски	arkitektura
пронајдени	natagpuan
пронајдени	nahanap
пронајдени	nakita
пронајдени	nakahanap
напишани	isinulat
напишани	nakasulat
напишани	sinulat
напишани	naisulat
турци	turks
љубовта	nagmahal
љубовта	love
љубовта	nagmamahal
став	ugali
став	attitude
став	saloobin
став	tindig
централен	central
централен	gitnang
ерик	erik
ерик	eric
киселина	acid
киселина	asido
казна	kaparusahan
казна	parusa
казна	pangungusap
давид	david
постигне	makakamit
постигне	makamit
постигне	achieve
јорк	york
верзии	bersyon
дадена	binigay
дадена	given
дадена	ibinigay
тракија	thrace
влезот	pasukan
џексон	jackson
водач	lider
црни	itim
рамка	frame
боливија	bolivia
бугарска	bulgaro
критика	kritika
критика	kritika
иднина	kinabukasan
иднина	hinaharap
шампионите	champions
генерално	kadalasan
апостол	alagad
апостол	apostol
исхрана	nutrisyon
целина	whole
целина	buo
целина	buong
седиштето	headquarters
потреби	pangangailangan
одржа	hinawakan
одржа	gaganapin
улица	kalye
командант	commander
важи	valid
важи	bisang
широк	malapad
рече	sabi
рече	sinabi
векови	siglo
векови	daantaon
проширување	pagpapalawak
проширување	expansion
проширување	palawakin
проширување	palawakin
дефиниција	definition
дефиниција	katuturan
дефиниција	kahulugan
домашни	domestic
најдобри	finest
најдобри	makakaya
најдобри	pinakamagandang
најдобри	pinakamaganda
најдобри	best
изврши	maipatupad
изврши	takbo
изврши	run
изврши	tumakbo
спречи	pinigilan
спречи	pigilan
спречи	iniiwasan
спречи	maiwasan
спречи	iwasan
продукција	produksyon
продукција	production
пејачка	singer
богатство	kayamanan
богатство	fortune
богатство	yaman
вест	balita
вест	news
вест	west
вест	kanluran
финансии	pananalapi
грешки	pagkakamali
електронски	elektron
електронски	elektronikong
електронски	electronic
лидер	lider
морал	moral
морал	moralidad
питер	pedro
питер	peter
занимање	bokasyon
часови	oras
часови	pasok
одговорен	responsableng
одговорен	responsable
одговорен	pananagutan
различна	ibang
виктор	victor
виктор	viktor
освојување	conquest
освојување	conquer
освојување	lupigin
освојување	masakop
чин	rank
чин	ranggo
чин	act
чин	kikilos
чин	kumilos
корист	makinabang
корист	benepisyo
богови	gods
пост	post
пост	poste
девојка	girlfriend
девојка	gf
девојка	kasintahan
девојка	girl
робови	alipin
тата	tata
граѓаните	mamamayan
присутни	kasalukuyan
демократска	democratic
демократска	demokratikong
месечината	buwan
месечината	moon
слободни	libreng
слободни	free
слободни	libre
слободни	malaya
подобри	better
подобри	mapabuti
подобри	pagbutihin
влез	entry
влез	pagpasok
влез	pasukan
нивна	kanilang
нивна	kanila
баварија	bavaria
бран	alon
жртви	biktima
жртви	casualties
гласови	votes
гласови	boto
гласови	tinig
крило	wing
крило	pakpak
устав	constitution
одржуваат	pinananatili
хан	hahn
хан	khan
хан	han
општа	pangkalahatan
општа	heneral
општа	pangkalahatang
општа	general
хемија	kimika
хемија	kimikang
шах	shah
шах	ahedres
шах	chess
џез	jazz
различен	ibang
илјади	libong
илјади	libo
правило	tuntunin
правило	alituntunin
правило	alintuntunin
животно	animal
животно	hayop
кале	kale
кале	calais
мајката	nanay
мајката	ina
достапни	available
достапни	magagamit
достапни	makukuha
колеџ	college
колеџ	kolehiyo
открива	naglalabas
полицијата	pulisya
полицијата	pulis
формула	formula
поштенски	postal
реките	ilog
нивоа	levels
задачи	gawain
бас	bass
бас	bas
обединување	unification
обединување	reunion
српска	srpska
српска	pranses
желба	pagnanais
желба	desire
желба	nais
желба	naisin
желба	wish
желба	batiin
желба	nais
рио	rio
рио	río
заменик	bisyo
заменик	vice
заменик	deputy
час	oras
зашто	bakit
позадина	background
шампион	champ
шампион	champion
локација	kinalalagyan
локација	lokasyon
реформи	reporma
генерација	henerasyon
генерација	generation
викторија	victoria
прикажани	ipinapakita
прикажани	ipapakita
драмски	drama
извршен	executive
личен	personal
празник	pista
празник	holiday
поети	poets
железничка	railway
железничка	riles
железничка	riles
писма	letra
писма	letters
писма	titik
сет	set
сет	itakda
сет	seth
силна	malakas
силна	strong
тројца	tatlong
тројца	tatlo
природно	likas
природно	natural
природно	natural
природно	naturally
студентите	estudyante
луксембург	luxembourg
џек	jack
месо	karne
месо	laman
чекор	hakbang
чекор	step
плоча	tablet
реон	distrito
наведува	cites
продолжение	sequel
продолжение	extension
нба	nba
принцот	prinsipe
принцот	prince
површини	surface
површини	ibabaw
соединенија	compounds
слободата	kalayaan
приказ	ipakita
приказ	ipapakita
приказ	display
физичка	pisikal
варијанта	variant
расте	lumalaki
расте	lumalaking
расте	lumalaki
расте	lumago
расте	paglaki
расте	paramihin
културен	pangkultura
културен	cultural
културен	magalang
говори	speeches
говори	nagsasalita
домашен	domestic
врховниот	supreme
врховниот	kataas
индустриски	industrial
индустриски	industriyal
супер	pambihira
супер	galing
супер	super
супер	sarap
супер	magaling
коњ	kabayo
гранки	sanga
гранки	sangay
тешки	mabigat
тешки	matigas
тешки	mahirap
раце	kamay
раце	hands
значајно	makabuluhan
значајно	makabuluhang
постапка	proceedings
постапка	pamamaraan
човечки	pantao
човечки	tao
човечки	makatao
човечки	human
британскиот	british
круна	korona
трошоци	paggastos
трошоци	ginagastos
трошоци	gastos
трошоци	paggasta
трошоци	gastusin
трошоци	gastos
трошоци	dag
затворен	nakasara
затворен	sarado
затворен	saradong
наредба	command
наредба	utos
наредба	order
санта	santa
смит	smith
мари	marie
мраз	yelo
мраз	ice
плоштад	parisukat
четвртата	ikaapat
четвртата	fourth
приватни	pribado
приватни	pribadong
важност	kahalagahan
раководство	pamumuno
сирија	syria
сирија	suwesya
снимка	footage
снимка	snapshot
дваесет	bente
дваесет	dalawampu
работнички	paggawa
работнички	pinaghirapan
работнички	labor
наредил	oorder
дозволено	pinahihintulutang
дозволено	pinahintulutan
дозволено	pinayagan
дозволено	pinapayagang
дозволено	pinapayagan
трето	ikatlong
трето	pangatlo
одговара	akma
принципи	prinsipyo
поврзано	kaugnayan
поврзано	kaugnay
поврзано	nakakonekta
поврзано	konektado
независноста	independence
независноста	kalayaan
меч	tabak
меч	espada
меч	sword
клептон	clapton
мозокот	brain
мозокот	utak
вештини	skills
вештини	skill
вештини	kasanayan
вештини	kakayahan
снимањето	film
вилијамс	williams
апликации	aplikasyon
апликации	apps
револуционерен	revolutionary
посета	puntahan
посета	pagbisita
пјер	pierre
структури	istruktura
нашите	ating
нашите	aming
операција	operation
операција	operasyong
операција	operasyon
операција	surgery
операција	operasyon
тест	pagsubok
тест	subukan
тест	pagsusulit
холандски	olandes
холандски	dutch
инаку	otherwise
земјиште	lupain
земјиште	lupa
огромен	matinding
огромен	napakalaki
редовно	regular
универзитети	unibersidad
исклучиво	eksklusibo
искачување	umakyat
искачување	akyatin
искачување	ascent
фрагменти	fragments
милион	milyon
реал	real
чикаго	chicago
одделение	grade
василиј	basil
василиј	vasily
војводство	voivodeship
блиску	close
блиску	malapit
блиску	isara
блиску	malapit
основна	basic
постојан	permanente
постојан	permanent
режим	mode
хаџи	hadji
судир	clash
автомобили	kotse
потребна	kailangan
потребна	kinakailangan
потребна	kailangan
величина	kadakilaan
просек	karaniwan
можни	maaari
можни	posible
можни	possible
можни	maari
можни	posibleng
кампања	kampanya
барања	hiling
барања	kinakailangan
барања	requirements
барања	demands
канали	channels
канали	channel
ирак	iraq
леон	león
леон	leon
југословенски	yugoslav
души	kaluluwa
петка	dap
словенски	slavonic
полски	polish
кожа	leather
кожа	balat
концепт	konsepto
кипар	cyprus
фази	phases
фази	yugto
аспекти	aspeto
хуан	juan
симптоми	sintomas
даниел	daniel
спрема	hinahanda
диск	disk
диск	disc
количество	halaga
количество	dami
споменици	monuments
мерење	pagsukat
користени	ginamit
користени	nagamit
користени	ginagamit
менаџер	namamahala
менаџер	manager
менаџер	tagapamahala
нил	neal
нил	neil
доктор	doktor
доктор	doctor
исламот	islam
германска	aleman
словачка	eslobako
словачка	slovakia
исти	parehong
исти	same
балканска	balkan
комитетот	komite
комитетот	committee
кралеви	kings
кралеви	hari
табелата	tsart
табелата	chart
користен	ginamit
користен	nagamit
користен	ginagamit
честопати	madalas
честопати	madalas
честопати	kadalasan
недостаток	kakulangan
едната	isa
едната	one
идентитет	pagkakakilanlan
идентитет	pagkakilanlan
идентитет	katauhan
претходник	predecessor
претходник	precursor
силни	malakas
силни	strong
исланд	iceland
франкфурт	frankfurt
орган	organo
орган	organ
отвори	buksan
отвори	bukas
отвори	open
минува	pumasa
широка	malapad
широка	malawak
грчко	greco
мерка	sukatin
мерка	masukat
вила	fairy
вила	villa
контекст	konteksto
контекст	context
дин	dean
епархија	diocese
вози	magmaneho
вози	drive
вози	nagmamaneho
вози	pagmamaneho
вози	itaboy
бело	maputi
бело	puti
лазар	lazar
кристофер	christopher
кнез	duke
фигури	personalidad
здравје	kalusugan
замок	mangarap
замок	kastilyo
околина	kapaligiran
околина	paligid
пристаниште	pantalan
пристаниште	daungan
гости	panauhin
активен	active
активен	aktibong
активен	aktibo
одреди	matukoy
активни	active
активни	aktibong
активни	aktibo
претставен	ipinapakita
претставен	iharap
претставен	iniharap
спомен	memorya
спомен	alaala
отпор	pigilan
отпор	paglaban
отпор	pagtutol
формат	format
стандард	pamantayan
стандард	karaniwang
стандард	standard
дозвола	pahintulutan
дозвола	permit
дозвола	lisensiya
дозвола	lisensya
дозвола	pahintulot
дозвола	permiso
прусија	prussia
браун	brown
браун	kayumanggi
југоисточна	southeast
југоисточна	southeastern
истоимениот	eponymous
болница	hospital
болница	ospital
пар	pares
равенка	equation
домен	domain
планови	plano
популарност	kasikatan
популарност	katanyagan
рунда	round
рунда	bilog
јадрото	ubod
јадрото	core
здружение	association
долина	lambak
долина	valley
даден	binigay
даден	given
даден	ibinigay
трудови	papeles
трудови	papers
објаснува	nagpapaliwanag
обезбедување	security
обезбедување	seguridad
днк	dna
служат	magsilbi
служат	paglingkuran
служат	serve
служат	maglingkod
темели	pundasyong
темели	foundation
темели	pundasyon
темели	pundasyon
елба	elbe
елба	elba
соседните	karatig
вино	alak
биографија	talambuhay
откривање	detection
откривање	pagtuklas
откривање	pagtuklas
откривање	pagkatuklas
европско	europeo
европско	european
елизабета	elizabeth
механика	mechanics
хартии	papeles
хартии	papers
отворени	buksan
отворени	bukas
отворени	open
повреда	injury
повреда	pinsala
формиран	itinatag
формиран	nabuo
натпреварување	paligsahan
натпреварување	kompetisyon
патека	track
патека	subaybayan
патека	landas
патека	path
патека	trail
мустафа	mustafa
џонс	jones
џонс	johns
франциско	francisco
водени	guided
водени	ginagabayan
карактеристика	katangian
карактеристика	tampok
карактеристика	itampok
влијанија	epekto
влијанија	nakakaimpluwensiya
влијанија	impluwensya
празници	pasko
празници	holidays
празници	bakasyon
празници	kapaskuhan
курс	kurso
курс	course
кратка	maiksi
кратка	maikli
кратка	short
кратка	pandak
кратка	maikling
веруваат	magtiwala
веруваат	pinagkakatiwalaan
веруваат	tiwala
веруваат	trust
веруваат	naniniwala
веруваат	maniwala
автоматски	awtomatiko
автоматски	auto
автоматски	awtomatiko
автоматски	awtomatikong
автоматски	awtomatiko
соба	silid
соба	kuwarto
соба	kwarto
бајконур	baikonur
настапува	gumaganap
промоција	promotion
промоција	promosyon
поход	krusada
вработени	employed
вработени	nagtatrabaho
вработени	pinagkakakitaan
силата	lakas
силата	tibay
највисок	pinakamataas
ранг	rank
ранг	ranggo
шеф	chief
шеф	hepe
шеф	bossing
шеф	amo
шеф	boss
долж	along
гранка	sangay
јајца	itlog
британска	british
наполеон	napoleon
логика	lohika
логика	logic
социјална	panlipunan
социјална	social
социјална	sosyal
азербејџан	azerbaijan
азербејџан	aserbayan
пијано	piano
престолнина	capital
престолнина	kabisera
престолнина	kapital
епизода	episode
жанр	genre
физичар	pisiko
украински	ukranyano
сонце	sun
сонце	araw
сонце	sunshine
револуционерно	revolutionary
лансирање	ilunsad
лансирање	paglulunsad
крис	chris
крис	kris
порака	mensahe
порака	message
триаголник	tatsulok
дворец	palasyo
финансиска	pinansyal
финансиска	financial
математички	matematikal
подршка	suportahan
подршка	support
подршка	sumusuporta
подршка	suporta
подршка	sumuporta
подршка	sinusuportahan
подршка	backup
пекинг	beijing
академијата	academia
новинар	mamamahayag
новинар	reporter
четвртиот	ikaapat
четвртиот	fourth
протокол	protocol
транспорт	transportasyon
транспорт	sasakyan
транспорт	transportasyon
транспорт	sasakyan
туризам	tourism
туризам	turismo
очекува	inaasahang
очекува	inaasahan
очекува	inasahan
одделни	hiwalay
атракции	attractions
еврејски	jewish
еврејски	griyego
еврејски	ebreo
еврејски	hebreo
наводно	kuno
наводно	daw
наводно	reportedly
проток	kipot
проток	daloy
проток	batis
проток	daloy
неодамна	kamakailan
истакнува	highlight
истакнува	highlights
издавање	issuing
победници	winners
дозволува	nagpapahintulot
годишен	taunang
спектар	spectrum
живеење	buhay
живеење	tinitirahan
живеење	pamumuhay
маж	asawa
маж	lakay
маж	lalaking
маж	lalaki
маж	man
независно	malayang
независно	independent
независно	malaya
уметности	sining
добивање	pagkuha
катедрала	katedral
количина	dami
флорида	florida
ница	ganda
ница	sarap
ница	nice
лекување	healing
лекување	paggamot
лудвиг	ludwig
домаќинства	kabahayan
интереси	interes
интереси	turing
интереси	interes
интереси	patubo
дадени	binigay
дадени	given
дадени	ibinigay
куче	aso
куче	dog
херкул	hercules
печат	pindutin
печат	stamp
печат	seal
содржини	nilalaman
содржини	nilalaman
теренот	itayo
