சுந்தரி	sundari
செலுத்தப்பட்டது	betald
செலுத்தப்பட்டது	betalt
செலுத்தப்பட்டது	betalat
செலுத்தப்பட்டது	betalda
செலுத்தப்பட்டது	betalade
அந்தோனியார்	anthony
ஸ்டாக்ஹோம்	stockholm
புரூணை	brunei
பள்ளிக்கூடம்	skola
பள்ளிக்கூடம்	skolan
ஸ்கோடா	skoda
ஸ்கோடா	škoda
வர்ணம்	målade
வர்ணம்	målad
வர்ணம்	målas
வர்ணம்	målat
வர்ணம்	pigment
ரோஜாக்கள்	roses
ரோஜாக்கள்	rosor
மாட்	matt
சொத்துகள்	tillgångar
சக்	chuck
பூரி	puri
டொனால்ட்	kalle
டொனால்ட்	donald
டிரைவ்	köra
டிரைவ்	kör
டிரைவ்	drive
ஒதுக்கப்பட்டது	kvävdes
ஒதுக்கப்பட்டது	strypt
ஒதுக்கப்பட்டது	reserverad
ஒதுக்கப்பட்டது	reserverat
ஒதுக்கப்பட்டது	reserverade
பேட்ரிக்	patrik
பேட்ரிக்	patrick
பாடுகிறார்	sjunger
பாடுகிறார்	sjungande
பாடுகிறார்	sjunga
பாடுகிறார்	sång
பாடுகிறார்	sjungit
பாடுகிறார்	sjunger
போயர்	boer
ஒப்பனை	makeup
ஒப்பனை	smink
ஒப்பனை	kosmetika
தாமிரம்	koppar
கவனத்திற்கு	uppmärksamhet
ஆந்தை	owl
ஆந்தை	ugglan
ஆந்தை	uggla
அணிந்துரை	förord
பிரபலங்கள்	kändisar
ஜூலியா	julia
நீளமாக	klibbiga
குச்சி	pinne
இனக்குழு	etnicitet
பக்கவாட்டில்	sidled
டாமன்	damon
கொன்றார்	dödade
கொன்றார்	dödat
கொன்றார்	dödad
கொன்றார்	mördad
இருத்தலியல்	existentiella
கிரியோல்	creole
காளான்	svampar
காளான்	svamp
போதைப்பொருள்	drog
துணிகள்	tyger
துணிகள்	vävnader
இடித்து	störtade
இடித்து	kraschade
இடித்து	kraschat
மதங்கள்	religioner
ஓடுகள்	brickor
ஓடுகள்	plattor
டெர்	der
ஃபோர்ப்ஸ்	forbes
இயக்கிகள்	chaufförer
இயக்கிகள்	förare
இயக்கிகள்	drivrutiner
பிலடெல்பியா	philadelphia
இரங்கல்	beklagar
செம்பிலான்	sembilan
கடிகாரங்கள்	klockor
ராஸ்	ross
எலுமிச்சை	lemon
எலுமிச்சை	citron
எலுமிச்சை	kalk
எலுமிச்சை	lime
கோத்திரம்	gotra
மனிதனும்	soul
மனிதனும்	själ
பதக்கங்களை	medaljer
ரீட்	reed
ஆனந்தம்	glädje
ஆனந்தம்	joy
மார்க்கம்	religion
மார்க்கம்	markham
காய்கறி	grönsaker
காய்கறி	vegetabiliskt
காய்கறி	grönsak
காய்கறி	vegetabiliska
முதிர்ச்சி	mognad
முதிர்ச்சி	löptid
முதிர்ச்சி	förfaller
வழங்கவும்	tillhandahålla
வழங்கவும்	tillhandahåller
ஷேன்	shane
குறும்படம்	miniatyr
குறும்படம்	ikonen
குறும்படம்	ikon
சோனியா	sonia
நீரியல்	hydrologi
இலைகளை	löv
இலைகளை	löven
இலைகளை	blad
அசுரன்	monstret
அசுரன்	monster
கிளாரா	clara
தேவாலயத்தில்	piazza
நிழலில்	skugga
நிழலில்	skuggan
நிழலில்	nyans
லேமன்	tassa
அரி	ari
செயல்படுத்துகிறது	beredning
செயல்படுத்துகிறது	förädling
செயல்படுத்துகிறது	bearbetning
செயல்படுத்துகிறது	bearbetar
சளி	kallt
சளி	förkylning
சளி	kall
சளி	cold
சளி	kyla
சளி	förkylning
சளி	förkylningar
கொடூரமான	grym
கொடூரமான	grymma
கொடூரமான	brutalt
கொடூரமான	brutala
கொடூரமான	brutal
முசோலினி	mussolini
தூதுவர்	ambassadören
தூதுவர்	ambassadör
செக்ஸ்	kön
செக்ஸ்	sex
பாலினம்	kön
குணப்படுத்தும்	helande
குணப்படுத்தும்	läkande
குணப்படுத்தும்	läker
குணப்படுத்தும்	läkning
கைபேசி	cell
கைபேசி	cellen
கைபேசி	rörlig
கைபேசி	mobil
கைபேசி	mobila
முரணாக	ironiska
முரணாக	ironisk
முரணாக	ironiskt
காலாண்டு	kvartal
காலாண்டு	kvartalet
காலாண்டு	kvartal
காலாண்டு	kvart
காலாண்டு	fjärdedel
பபெட்	buffett
புலங்கள்	fields
புலங்கள்	fält
புலங்கள்	fälten
அன்னிய	utrikes
அன்னிய	utländska
அன்னிய	utländsk
அன்னிய	utländskt
அன்னிய	främmande
பரவுகிறது	sprids
பண்டிட்	pandit
ஏறு	klättrar
ஏறு	klättra
மரபை	arv
மரபை	efterlevande
புகலிடம்	skyddad
புகலிடம்	skyddat
புகலிடம்	tillflykt
புகலிடம்	tillflyktsort
புகலிடம்	fristad
சவாலாக	utmanade
எண்ணங்களை	funderingar
எண்ணங்களை	tankar
மடிப்பு	vira
அளவுகோல்	fjäll
அளவுகோல்	skalan
அளவுகோல்	skala
அடல்	atal
புதுப்பிக்கத்தக்க	förnybara
புதுப்பிக்கத்தக்க	förnybar
நகர்வுகள்	drag
நகர்வுகள்	flyttar
ஹெக்டர்	hector
மாயன்	mayan
வெண்கல	brons
குணப்படுத்த	bota
குணப்படுத்த	botar
குணப்படுத்த	botemedel
குணப்படுத்த	kur
குணப்படுத்த	botas
குணப்படுத்த	botade
குணப்படுத்த	botad
மஸ்ஜித்	masjid
ரோல்	rulla
ரோல்	rulle
ஆல்பங்கள்	album
கெல்லி	kelly
முதுகெலும்பு	ryggrad
முதுகெலும்பு	ryggraden
பாக்கியம்	välsignat
பாக்கியம்	välsignade
பாக்கியம்	välsignad
சிறகு	vingen
சிறகு	flygeln
சிறகு	wing
சிறகு	vinge
சிறகு	flygel
சிறகு	vingar
சிறகு	wings
பட்டாணி	ärtor
பட்டாணி	ärter
சர்ச்சில்	churchill
அங்கீகரிக்கப்பட்டது	godkända
அங்கீகரிக்கப்பட்டது	godkänt
அங்கீகரிக்கப்பட்டது	godkänd
ஆற்றலும்	energi
ஆற்றலும்	energy
கூட்டுக்	kombinerade
கூட்டுக்	kombinerad
கூட்டுக்	kombinerat
ஆக்கி	processorer
ஆக்கி	processor
கடற்படையினர்	marinsoldater
கடற்படையினர்	marinkåren
நிபுணத்துவம்	expertis
நிபுணத்துவம்	sakkunskap
கற்பு	kyskhet
கவர்ந்தது	inspirerar
ஈடன்	eden
கொன்றது	dödade
கொன்றது	dödat
கொன்றது	dödad
கொன்றது	mördad
அதிகபட்சம்	max
அதிகபட்சம்	maximalt
அதிகபட்சம்	maximal
அதிகபட்சம்	maximalt
அதிகபட்சம்	maximum
அதிகபட்சம்	högsta
அம்பாலா	ambala
சுருங்கி	psykolog
சுருங்கி	krympa
சுருங்கி	förminska
கிட்	git
கிட்	kit
செய்தியாளர்	tryck
செய்தியாளர்	press
செய்தியாளர்	pressen
செய்தியாளர்	reportern
செய்தியாளர்	journalist
செய்தியாளர்	reporter
வகுத்தது	asfalterade
வகுத்தது	belagd
சிப்	marker
சிப்	chipset
சிப்	chip
சிப்	chips
புக்கர்	booker
கேளிக்கை	rekreation
கேளிக்கை	fritid
கேளிக்கை	underhållning
கேளிக்கை	nöjen
கேளிக்கை	entertainment
சமோவா	samoa
பந்துகள்	bollar
பந்துகள்	kulor
பருவங்கள்	seasons
பருவங்கள்	årstider
பருவங்கள்	säsonger
குடியேற்றவாத	kolonisation
வாத	terror
வாத	skräck
நிலுவையில்	inväntar
நிலுவையில்	väntande
யுனிக்ஸ்	unix
தொட்டில்	vaggan
தொட்டில்	vagga
விஸ்டா	vista
வாசம்	andedräkt
வாசம்	andetag
வாசம்	överseende
துன்பங்கள்	sorger
கோளம்	sfären
கோளம்	klot
கோளம்	sfär
திரையரங்கு	teatern
திரையரங்கு	teater
திரையரங்கு	theatre
பின்புலம்	bakgrund
பின்புலம்	bakgrunden
பின்னோக்கி	bakåt
பின்னோக்கி	bakåt
பின்னோக்கி	baklänges
தத்து	fliken
தத்து	tab
தத்து	flik
லம்போர்கினி	lamborghini
ஆலோசனைக்	konsultation
ஆலோசனைக்	samråd
தனிமையில்	ensamt
தனிமையில்	ensam
தனிமையில்	ensamma
தனிமையில்	ensamt
தனிமையில்	ensam
தனிமையில்	ensamma
தனிமையில்	ensamheten
தனிமையில்	ensamhet
வழிகாட்டல்	vägledning
வழிகாட்டல்	vägledningen
தன்னைத்தானே	själv
பார்வைகள்	studiebesök
பார்வைகள்	besök
பார்வைகள்	visningar
பார்வைகள்	utsikt
பார்வைகள்	vyer
பார்வைகள்	åsikter
நோக்கங்களை	avsikter
நோக்கங்களை	intentioner
பளிங்கு	marmor
பளிங்கு	marble
மனிதர்களும்	människor
வாக்கியம்	fras
வாக்கியம்	domen
வாக்கியம்	meningen
வாக்கியம்	mening
சொற்பொருள்	semantiska
எதிரானது	emot
எதிரானது	mot
அனுப்புகிறது	sändande
அனுப்புகிறது	sänder
அனுப்புகிறது	skickar
அனுப்புகிறது	skicka
சுமேரிய	sumeriska
கலந்துகொண்டார்	närvarade
கலந்துகொண்டார்	deltog
கலந்துகொண்டார்	åkte
கலந்துகொண்டார்	gick
பூனைகள்	cats
பூனைகள்	katterna
பூனைகள்	katter
பூனைகள்	katt
வார்சா	warszawa
புள்ளிவிவரம்	statistiken
புள்ளிவிவரம்	statistik
புள்ளிவிவரம்	insikter
புள்ளிவிவரம்	statistik
பாஸ்கல்	pascal
மார்க்கெட்	marknaden
மார்க்கெட்	market
மார்க்கெட்	marknad
கணங்கள்	moments
கணங்கள்	stunder
கணங்கள்	ögonblick
கணங்கள்	ögonblicken
சோமாலியா	somalia
படத்தொகுப்பு	collage
மீனவர்	fiskare
மீனவர்	yrkesfiskare
மீனவர்	fiskare
குண்டூர்	guntur
பென்சீன்	bensen
நானக்	nanak
இருக்கவும்	vistelse
இருக்கவும்	stanna
இருக்கவும்	stay
துல்லியம்	noggrannhet
துல்லியம்	precision
குவளை	mugg
தொழிற்சாலையில்	fabriken
தொழிற்சாலையில்	fabrik
தொழிற்சாலையில்	factory
ராக்கெட்	raket
ராக்கெட்	rocket
ஆல்ப்ஸ்	alperna
இயல்பை	natur
இயல்பை	naturen
இயல்பை	nature
வித்து	seed
வித்து	frö
வித்து	utsäde
பானங்கள்	dryck
பானங்கள்	drycker
பானங்கள்	dryck
பானங்கள்	drycker
பானங்கள்	drinkar
நினைக்கும்	tror
நினைக்கும்	tycker
நினைக்கும்	tänk
நினைக்கும்	tänka
பெயர்ச்சி	ersätta
பெயர்ச்சி	ersätt
தற்செயலாக	råkade
தற்செயலாக	oavsiktligt
தற்செயலாக	ofrivilligt
தற்செயலாக	oavsiktligt
சந்த்	chand
நாட்டினர்	landsmän
சமத்துவம்	neutralitet
சமத்துவம்	jämlikhet
சமத்துவம்	jämställdhet
நடப்பில்	pågår
நடப்பில்	pågående
நடனங்கள்	danser
நடனங்கள்	dansar
நிபந்தனைகள்	förutsättningar
நிபந்தனைகள்	villkor
நிபந்தனைகள்	förhållanden
விடு	ledighet
விடு	lämna
விடு	drop
விடு	droppe
விடு	släpp
துர்கா	durga
அலபாமா	alabama
தொழுகை	salah
அன்ட்ரூ	andreas
அன்ட்ரூ	andrew
நெருங்கி	närmar
ரேகை	longitud
பாலைவனத்தில்	öken
பாலைவனத்தில்	öknen
பாலைவனத்தில்	desert
லூசியானா	louisiana
கரைப்பான்	lösningsmedel
கரைப்பான்	vätska
எறிந்து	gips
எறிந்து	gjutna
எறிந்து	kasta
எறிந்து	kastad
கலீபா	kalif
தந்திரம்	trick
தந்திரம்	bus
தந்திரம்	tricket
அறிவார்ந்த	intelligenta
அறிவார்ந்த	intelligent
மதிப்பாய்வு	översyn
மதிப்பாய்வு	granskning
மதிப்பாய்வு	granska
மதிப்பாய்வு	omprövning
மதிப்பாய்வு	recension
மதிப்பாய்வு	måtta
மதிப்பாய்வு	återhållsamhet
குவான்	guan
குவான்	quan
ஆர்எஸ்எஸ்	rss
நேர்மை	ärlighet
பொறாமை	svartsjuk
பொறாமை	avundsjuk
பொறாமை	avund
பொறாமை	avundsjuka
பொறாமை	svartsjuka
பொறாமை	avundsjuka
கச்சா	rå
கச்சா	råa
கச்சா	grov
கச்சா	råolja
கோட்டா	kota
வரவிருக்கும்	förestående
வரவிருக்கும்	kommande
அவுட்லுக்	outlook
அவுட்லுக்	framtidsutsikter
அவுட்லுக்	utsikter
சூசன்	susan
காமெடி	komedi
நையாண்டி	satir
கமிட்டி	kommittén
கமிட்டி	kommitté
கமிட்டி	utskottet
கமிட்டி	utskott
ஜீலம்	jhelum
தீராத	kronisk
தீராத	kroniskt
தீராத	kroniska
வைக்கோல்	halm
வைக்கோல்	strån
வைக்கோல்	strå
இப்ராஹிம்	ibrahim
முத்துக்கள்	pärlor
அலோர்	alor
ஆமைகள்	sköldpaddor
அலெக்சாந்திரியா	alexandria
சாதாரணமான	medelmåttig
சாதாரணமான	medioker
சேவா	seva
புள்ளிவிவர	statistiska
புள்ளிவிவர	statistisk
புள்ளிவிவர	statistiskt
பங்களா	bangla
ஜூலியஸ்	julius
ஈஸ்ட்	jäst
பரிணாமம்	evolutionen
பரிணாமம்	evolution
பரிணாமம்	utveckling
பரிணாமம்	utvecklingen
பங்கேற்பு	medverkan
பங்கேற்பு	delaktighet
பங்கேற்பு	deltagande
பங்கேற்பு	medbestämmande
பங்கேற்பு	närvara
சோலார்	sol
சோலார்	solar
சோலார்	solenergi
மேகங்கள்	molnen
மேகங்கள்	moln
கேம்ஸ்	games
கேம்ஸ்	spel
கேம்ஸ்	lekar
கேம்ஸ்	matcher
கருட	garuda
நீரோ	nero
பூத	fysiskt
பூத	fysikalisk
பூத	fysiska
பூத	fysisk
நெரிசல்	trafikstockningar
நெரிசல்	trängsel
நெரிசல்	överbelastning
வாய்க்கால்	canal
வாய்க்கால்	kanal
வாய்க்கால்	kanalen
கடலியல்	oceanografi
இறைவனிடம்	lord
இறைவனிடம்	herre
ரொனால்ட்	ronald
கொலராடோ	colorado
மிதவை	flytande
மிதவை	svävande
முதலீட்டாளர்	investerare
உணரிகள்	sensorer
உணரிகள்	sensorerna
உணரிகள்	givare
நசீர்	nasir
சோர்வு	utmattning
சோர்வு	trötthet
சோர்வு	trött
சோர்வு	trötta
எவரெஸ்ட்	everest
திறக்க	öppna
திறக்க	open
திறக்க	öppet
திறக்க	öppen
வானியற்பியல்	astrofysik
குழப்பத்தை	uppvigling
செபமாலை	cepa
சையது	syed
இடைவெளிகள்	mellanslag
இடைவெளிகள்	blanksteg
இடைவெளிகள்	utrymmen
இரவும்	natten
இரவும்	night
இரவும்	kväll
இரவும்	natt
அத்தியாவசிய	väsentliga
அத்தியாவசிய	väsentligt
அத்தியாவசிய	essentiell
ஏதுமில்லை	ingen
ஏதுமில்லை	inga
முன்னோக்கி	vidarebefordra
முன்னோக்கி	framåt
உணவாகும்	röja
ராஜு	raju
பயன்முறை	läge
பெர்க்சையர்	berkshire
ஜிமெயில்	gmail
ஆர்வமும்	tendenser
கவர்ச்சியான	sexy
கவர்ச்சியான	sexig
கவர்ச்சியான	sexiga
சுலைமான்	suleiman
பேழை	kassett
தெருக்கள்	gator
தெருக்கள்	streets
தெருக்கள்	gatorna
ஆர்ச்சர்	archer
கீரை	spenat
ஜெப்ரி	geoffrey
சன்னி	soligt
சன்னி	solig
சன்னி	soliga
பாதுகாக்கவும்	skydda
பாதுகாக்கவும்	beskydda
படையணி	bataljonen
படையணி	bataljon
மோட்சம்	hängivenhet
மோட்சம்	tillgivenhet
சொரெஸ்	soros
பயிற்சியாளர்கள்	tränare
பேசுகிறது	talar
பேசுகிறது	talande
பேசுகிறது	talar
ஈடுபட்டுள்ள	engagerade
ஈடுபட்டுள்ள	förlovade
ஈடுபட்டுள்ள	engagerat
ஈடுபட்டுள்ள	förlovad
ஈடுபட்டுள்ள	engagerad
ஏழ்மை	fattigdom
ஏழ்மை	fattigdomen
உடற்கூறு	anatomi
புவிவெப்ப	geotermisk
பயங்கர	fruktansvärd
பயங்கர	fruktansvärt
பயங்கர	förskräckligt
பயங்கர	hemskt
பயங்கர	hemsk
மேலாளர்கள்	chefer
மீதம்	balansera
மீதம்	jämvikt
மீதம்	balans
மீதம்	behållning
மீதம்	kvarvarande
மீதம்	återstår
மீதம்	återstående
மீதம்	resterande
மீதம்	kvar
மீதம்	left
மீதம்	vänstra
மீதம்	vänstern
மீதம்	vänster
பீச்	beech
பீச்	persika
பீச்	peach
குதுப்	qutb
லுட்விக்	ludwig
நெற்றியில்	pannan
நெற்றியில்	panna
அமிர்தசரஸ்	amritsar
பொறுப்பான	ansvarsfullt
பொறுப்பான	ansvariga
பொறுப்பான	ansvarsfull
பொறுப்பான	ansvarig
பொறுப்பான	ansvarigt
கன்று	kalv
கன்று	kalven
தீவிரவாதம்	terrorismen
தீவிரவாதம்	terrorism
பரதன்	bharata
குறுக்கீடு	avbryta
குறுக்கீடு	störningar
குறுக்கீடு	störning
குறுக்கீடு	interferens
குறுக்கீடு	inblandning
எள்	sesam
வடிவமைக்க	konfigurera
வடிவமைக்க	anpassa
மனப்பான்மை	inställning
மனப்பான்மை	attityd
எட்ஜ்	kant
எட்ஜ்	edge
எட்ஜ்	kanten
செய்கிறான்	orsakar
செய்கிறான்	orsaker
பிளந்து	kluven
மாவீரன்	krigare
டொமினிக்கன்	dominikanska
வாருங்கள்	come
வாருங்கள்	kommer
வாருங்கள்	kom
ஆன்மீகம்	andliga
ஆன்மீகம்	själslig
ஆன்மீகம்	andlig
ஆன்மீகம்	andligt
மெகாடெத்	megadeth
அனைவருமே	allihopa
உள்நாட்டில்	lokalt
வியூகம்	strategin
வியூகம்	strategi
மாம்பழம்	mango
சத்யஜித்	satyajit
கழுதை	åsna
கழுதை	åsnan
வயிற்றுப்போக்கு	diarré
முஸ்தபா	mostafa
முஸ்தபா	mustafa
நம்பிக்கையுடன்	hoppas
நம்பிக்கையுடன்	hoppades
நம்பிக்கையுடன்	förhoppningsvis
கிரகம்	planet
கிரகம்	planeten
தலைக்கு	head
தலைக்கு	huvud
தலைக்கு	huvudet
மாறிவிட்டது	förändrad
மாறிவிட்டது	ändrat
மாறிவிட்டது	bytt
மாறிவிட்டது	byttes
மாறிவிட்டது	förändrats
மாறிவிட்டது	ändrats
மியாமி	miami
பொறித்த	friterad
பொறித்த	stekta
பொறித்த	stekt
பொறித்த	friterade
நிக்கோலஸ்	nicolas
நிக்கோலஸ்	nikolaj
நிக்கோலஸ்	nicholas
கொரில்லா	gorilla
கொரில்லா	gorillor
கொரில்லா	gorillan
நானா	nana
மோகம்	passion
தெரிவித்துக்	besökta
தெரிவித்துக்	besökt
தெரிவித்துக்	besökte
கால்நடைகள்	nötboskap
கால்நடைகள்	nötkreatur
கால்நடைகள்	boskap
தொலைகாட்சி	oled
ஓட்டோ	otto
நாளைய	morgondagen
நாளைய	imorgon
சிர்க்கோனியம்	zirkonium
சந்தர்ப்பம்	sammanhang
சந்தர்ப்பம்	kontext
ஆண்டர்சன்	anderson
சிக்னல்	signal
சிக்னல்	signalera
மோடம்	modem
கிளென்	glen
கிளென்	glenn
காபூல்	kabul
அரிவாள்	skäran
பேச்சாளர்கள்	högtalarna
பேச்சாளர்கள்	högtalare
பேச்சாளர்கள்	talare
எலிகள்	möss
வைன்	vin
வைன்	viner
வாடிக்கையாளரின்	klienten
வாடிக்கையாளரின்	kunden
வாடிக்கையாளரின்	klient
வாடிக்கையாளரின்	kund
பட்டினி	svält
விரிவாக்கி	djärvhet
பழமொழிகள்	ordspråk
பழமொழிகள்	ordspråksboken
திறக்கும்	öppnande
திறக்கும்	öppning
திறக்கும்	öppnar
ராபர்ட்ஸ்	roberts
ஜேக்மேன்	jackman
கிரி	kiri
பிரைவேட்	pvt
மருமகன்	systerson
மருமகன்	brorson
மருமகன்	syskonbarn
பக்தர்களின்	upa
கிரகங்கள்	planeterna
கிரகங்கள்	planeter
காவி	saffran
தோழன்	mate
தோழன்	styrman
தோழன்	kompis
நாட்டியம்	dance
நாட்டியம்	dansa
நாட்டியம்	dans
நாட்டியம்	dansar
நிறைவுற்ற	mättad
நிறைவுற்ற	mättade
கடனை	skulder
கடனை	skuldsättning
கடனை	skuld
சாஹிப்	sahib
உபரி	statister
உபரி	överskottet
உபரி	överskott
அனுபவ	exp
குட்டிகள்	ungar
குட்டிகள்	valpar
ஓவியத்தை	tavla
ஓவியத்தை	målar
ஓவியத்தை	målning
மணமகள்	bruden
மணமகள்	brud
சின்னப்பர்	thebe
நிரூபிக்க	bevisa
ஜூலி	juli
ஜூலி	julie
சொல்லாட்சி	retorik
சொல்லாட்சி	retoriken
அலங்கரிக்கப்பட்ட	inredda
அலங்கரிக்கப்பட்ட	dekorerade
அலங்கரிக்கப்பட்ட	dekorerad
ஒலிகள்	ljud
ஒலிகள்	låter
ஜோர்டான்	jordan
ஜோர்டான்	jordanien
பிரபஞ்சம்	universum
பிரபஞ்சம்	galaxy
பிரபஞ்சம்	galax
பிரபஞ்சம்	galaxen
சிறுநீரகம்	njurar
சிறுநீரகம்	njure
மறக்க	glömmer
மறக்க	glömma
மறக்க	glöm
பிளாங்க்	planck
சுயசரிதை	biografi
ரூபி	ruby
அத்தை	moster
அத்தை	tant
அத்தை	faster
அத்தை	moster
அத்தை	moster
அத்தை	tant
அத்தை	faster
துரோகம்	förräderi
துரோகம்	svek
துரோகம்	förräderi
சீரோ	ciro
சரியா	höger
சரியா	rätt
பிட்டு	bet
கார்லோ	carlo
நடக்கின்றன	händer
பக்கத்து	grannland
பக்கத்து	granne
பக்கத்து	grannen
கருச்சிதைவு	missfall
ஆரியர்	ariska
பண்பேற்றம்	modulering
திரி	tri
டேம்	dame
படுக்கையில்	säng
படுக்கையில்	sängen
படுக்கையில்	bädd
விவசாயி	jordbrukare
விவசாயி	lantbrukare
விவசாயி	bonde
வழங்குநர்	värd
வழங்குநர்	host
வழங்குநர்	leverantör
பதினொன்று	elva
பதினொன்று	eleven
வெளிநாட்டில்	utlandet
வெளிநாட்டில்	utomlands
திறமைகளை	talanger
திறமைகளை	förmågor
நிற்பது	står
நிற்பது	stående
முன்னேற்றத்தை	progress
முன்னேற்றத்தை	förlopp
முன்னேற்றத்தை	framsteg
முகமூடி	maskera
முகமூடி	mask
கோல்ட்மேன்	goldman
எலியட்	eliot
வியாபாரிகள்	försäljare
வியாபாரிகள்	säljare
மொழிபெயர்க்கப்பட்டது	översatt
மொழிபெயர்க்கப்பட்டது	översatta
பட்லர்	butler
பட்லர்	betjänt
காட்டப்பட்டது	kasta
காட்டப்பட்டது	kasseras
காட்டப்பட்டது	släng
காட்டப்பட்டது	visas
காட்டப்பட்டது	visat
தந்தையர்	pappor
தந்தையர்	fäder
முபாரக்	mubarak
வயர்லெஸ்	trådlöst
வயர்லெஸ்	trådlös
வயர்லெஸ்	trådlösa
ஜின்னா	jinnah
குளூனி	clooney
பென்னி	penny
பென்னி	öre
பென்னி	benny
லூக்	luke
லூக்	lukas
ஹன்னிபால்	hannibal
வில்லி	willy
பொய்யான	falsk
பொய்யான	false
பொய்யான	falska
பொய்யான	falskt
பொய்யான	falska
பொய்யான	falskt
பொய்யான	fake
படத்தைப்	photo
படத்தைப்	foto
முற்றத்தில்	yard
தேவாலயங்கள்	kyrkor
மல்யுத்தம்	brottning
மல்யுத்தம்	brottas
டோ	tå
டோ	tån
பெட்ரோ	pedro
பிம்பம்	avbild
பிம்பம்	bilden
பிம்பம்	image
பிம்பம்	bild
இறுக்கம்	komprimering
இழப்பீடு	ersättning
இழப்பீடு	kompensation
இழப்பீடு	ersättningar
பொட்டு	bindi
கோலங்கள்	ritningar
கோலங்கள்	teckningar
நீட்டிப்பு	förlänga
நீட்டிப்பு	utvidga
நீட்டிப்பு	utöka
நீட்டிப்பு	förlänger
வினைச்சொல்	verb
பிசுமத்	vismut
ஜாகுவார்	jaguar
கிராமத்திற்கு	byn
கிராமத்திற்கு	by
கிராமத்திற்கு	village
பாணிகள்	styles
பாணிகள்	stilar
அல்ஜீரியா	algeriet
குளிர்காலம்	vintern
குளிர்காலம்	winter
குளிர்காலம்	vinter
குறிப்பான	specifik
குறிப்பான	specifika
குறிப்பான	särskilda
குறிப்பான	specifikt
காத்துக்	väntande
காத்துக்	väntan
காத்துக்	väntar
ஜெனிபர்	jennifer
பிரபா	irja
மஹா	maha
டோம்	kupol
டோம்	kupolen
ஆராய்ச்சியாளர்	forskaren
ஆராய்ச்சியாளர்	forskare
நதியா	nadia
பத்திரிக்கையாளர்	journalisten
பத்திரிக்கையாளர்	journalist
இர்வின்	irwin
இர்வின்	irvine
பங்குதாரர்கள்	intressenter
பங்குதாரர்கள்	intressenterna
கட்ச்	kutch
புரூக்	brooke
புரூக்	bäck
புரூக்	brook
உற்பத்தியாளர்	tillverkare
உற்பத்தியாளர்	tillverkaren
புதன்கிழமை	onsdag
கொரியன்	koreanska
முன்னொட்டு	prefix
படக்	batak
சாமா	chama
விவகாரம்	skandal
விவகாரம்	skandalen
விவகாரம்	skandaler
விவகாரம்	utfärdande
விவகாரம்	emission
முதலாளித்துவ	kapitalistiska
அடித்தளமாக	utegångsförbud
பயோடீசல்	biodiesel
பாடு	sjunga
பாடு	sing
பாடு	sjung
கொதிக்க	koka
சையத்	syed
ஆளில்லா	obemannade
பண்டார	pandoras
பண்டார	pandora
தமன்	daman
சியாம்	siam
பாகா	baja
கிடங்கு	lager
கிடங்கு	lagerlokal
கிடங்கு	magasin
கிடங்கு	arkiv
கிடங்கு	arkivering
சொட்டு	dropp
சொட்டு	droppa
சோடா	läsk
சோடா	soda
நாஷ்	nash
பொருந்தாத	oöverträffad
பயங்கரமான	skrämmande
பயங்கரமான	fruktansvärd
பயங்கரமான	fruktansvärt
பயங்கரமான	förskräckligt
பயங்கரமான	hemskt
பயங்கரமான	hemsk
மலரின்	krossar
பொறுத்தே	beror
சிறப்பானது	visade
சிறப்பானது	utvalda
சிறப்பானது	utvalt
குங்குமப்பூ	saffran
வெனிலா	vanilj
உரையாற்றினார்	ställd
உரையாற்றினார்	adresserat
வழித்தடங்கள்	rutter
துறவறம்	sankt
துறவறம்	saint
துறவறம்	helgon
குடிக்கும்	dricka
குடிக்கும்	supa
குடிக்கும்	dricker
குடிக்கும்	drickande
பார்க்கப்பட்டது	sett
பார்க்கப்பட்டது	sedd
பார்க்கப்பட்டது	sedda
பார்க்கப்பட்டது	tittat
பார்க்கப்பட்டது	tittade
பார்க்கப்பட்டது	bevakade
பார்க்கப்பட்டது	såg
பார்க்கப்பட்டது	visade
பார்க்கப்பட்டது	visad
பார்க்கப்பட்டது	visat
காப்பாளர்	ansvariga
காப்பாளர்	utvecklare
காப்பாளர்	ansvarig
காப்பாளர்	ansvarige
காப்பாளர்	underhåll
மேனி	manny
கையாளுதல்	hantering
கையாளுதல்	manipulering
கையாளுதல்	manipulation
வழங்குவதில்	tillhandahålla
வழங்குவதில்	tillhandahåller
டாப்ளர்	doppler
அடித்தள	källaren
அடித்தள	källare
கார்டர்	carter
ரைடர்ஸ்	ryttare
குடிமகன்	medborgaren
குடிமகன்	medborgare
பேராசிரியர்கள்	professorer
உருகிய	smälte
உருகிய	smält
பால்டிக்	baltic
பால்டிக்	baltiska
பால்டிக்	östersjön
ஏற்கப்பட்டது	accepterade
ஏற்கப்பட்டது	godkänt
ஏற்கப்பட்டது	accepteras
ஏற்கப்பட்டது	accepterat
ஏற்கப்பட்டது	accepterad
ஏற்கப்பட்டது	godkänd
நாடெங்கும்	rikstäckande
நாடெங்கும்	landsomfattande
அரசுகளும்	regeringarna
அரசுகளும்	regeringar
மொசாம்பிக்	moçambique
ஹரியானா	haryana
ஒட்டுண்ணி	parasiter
சுடும்	skytt
ஃபெராரி	ferrari
ஜாதி	kast
நிறுத்தங்கள்	slutar
