frankfurtes	φρανκφούρτη
oriģinālā	αρχική
oriģinālā	πρωτότυπο
oriģinālā	αρχικό
oriģinālā	αρχικός
peldēšanas	κολύμβηση
peldēšanas	κολύμπι
pētnieku	ερευνητή
pētnieku	ερευνήτρια
pētnieku	ερευνητής
sacenšas	ανταγωνίζονται
sacenšas	ανταγωνιστικά
sacenšas	ανταγωνιστικών
kristāliska	κρυσταλλική
rasu	φυλετικές
rasu	φυλετική
kritēriji	κριτήρια
mareks	μάρεκ
svītras	λωρίδες
svītras	γαλόνια
svītras	ρίγες
siltāks	θερμότερο
zēns	αγοράκι
zēns	αγόρι
palestīniešu	παλαιστινιακό
palestīniešu	παλαιστινιακή
palestīniešu	παλαιστίνιοι
paskaidrojumi	εξηγήσεις
paskaidrojumi	επεξηγήσεις
paskaidrojumi	διευκρινίσεις
brīvs	κενή
brīvs	δωρεάν
brīvs	free
brīvs	ελεύθερος
brīvs	ελεύθερη
bagātīgi	άφθονα
bagātīgi	άφθονα
bagātīgi	άφθονο
bagātīgi	άφθονη
pazuda	εξαφανίστηκαν
pazuda	εξαφανίστηκε
iegādāts	αγοράστηκαν
iegādāts	αγοράζονται
iegādāts	αγοράστηκε
peldēšana	κολύμβηση
peldēšana	κολύμπι
golden	χρυσός
golden	χρυσό
golden	χρυσή
golden	golden
golden	χρυσά
alejas	γκαλερί
līdakas	πάικ
izstrādāti	αναπτύχθηκαν
izstrādāti	αναπτύχθηκε
izstrādāti	αναπτυχθεί
katastrofas	καταστροφές
pavēlnieks	άρχοντα
pavēlnieks	άρχοντας
vienādojumu	εξίσωση
plānota	προγραμματισμένες
plānota	προγραμματισμένος
plānota	προγραμματισμένη
plānota	προγραμματισμένο
plānota	προγραμματισμένες
plānota	σχεδιασμένο
plānota	προγραμματισμένο
plānota	σχεδιάσει
plānota	προγραμματισμένη
slēgt	κλείδωμα
slēgt	λοκ
slēgt	κλειδαριά
hēlija	ήλιο
#ff	#ff
bayer	bayer
strēlnieki	τοξότες
sadalīšanas	ανατομή
snak	snak
piesaistīt	προσέλκυση
piesaistīt	προσελκύσει
kopija	αντιγραφή
kopija	αντίγραφο
balasta	έρμα
pievienotas	επισυνάπτεται
pievienotas	συνημμένο
vīrusu	ιογενής
vīrusu	ιού
vīrusu	ιός
vīrusu	ιό
būtiskas	απαραίτητος
būtiskas	ουσιώδης
būtiskas	απαραίτητο
būtiskas	ουσιώδες
laikapstākļi	καιρός
izpratni	κατανόηση
laima	λάιμ
laima	lyme
laima	λάιμ
sulu	χυμοί
sulu	χυμό
sulu	χυμός
starptautisks	διακρατική
asamblejas	συναρμολόγηση
asamblejas	συνέλευση
sēdes	καθισμένος
sēdes	καθιστός
sēdes	συσκέψεις
sēdes	συναντήσεις
sēdes	συνεδριάσεις
sēdes	σύνοδοι
sēdes	ακροάσεις
vienādojums	εξίσωση
pateikt	πω
pateikt	πείτε
pateikt	πες
mākslīgā	τεχνητή
mākslīgā	τεχνητά
mākslīgā	τεχνητό
mākslīgā	τεχνητές
akli	τυφλοί
akli	τυφλά
akli	τυφλός
akli	τυφλό
akli	τυφλή
akli	τυφλά
pierre	πιέρ
pierre	pierre
pierre	πιερ
regulāra	τακτικά
regulāra	τακτική
regulāra	κανονική
regulāra	κανονικός
regulāra	κανονικό
uzlabo	βελτίωση
uzlabo	ενισχύει
uzlabo	βελτιώνει
uzlabo	βελτιώνεται
uzlabo	βελτίωση
plāksnes	πλάκες
plāksnes	πινακίδες
plāksnes	πιάτα
plāksnes	πιάτο
reikenens	ράικονεν
garīgais	πνευματικά
garīgais	πνευματική
garīgais	πνευματικός
garīgais	πνευματικό
džonijs	τζόνυ
džonijs	τζόνι
džonijs	johnny
aptieka	φαρμακείο
ronis	φώκια
ronis	σφραγίδα
ronis	seal
cēzara	καίσαρας
cēzara	σίζαρ
cēzara	καίσαρ
cēzara	καίσαρα
oksīdu	οξείδιο
juridiski	νομίμως
juridiski	νομικά
juridiski	νομικώς
juridiski	νόμιμα
cvk	cec
absolūti	απολύτως
tēvam	πατερα
tēvam	πατέρας
tēvam	πατέρα
tēvam	πάτερ
civilā	πολίτης
misisipi	μισισιπή
atrisināt	λυθεί
atrisināt	λύθηκε
atrisināt	αποφασιστικότητα
atrisināt	επίλυση
atrisināt	λύσει
atrisināt	επίλυση
nvs	cis
nvs	kak
datori	κομπιούτερ
datori	υπολογιστές
reģistrētas	εγγεγραμμένος
reģistrētas	καταχωρημένο
ieiet	εισέρχεται
ieiet	εισάγετε
drošība	ασφάλεια
drošība	ασφαλείας
drošība	ασφάλεια
atkarību	εξάρτησης
atkarību	εξάρτηση
procesora	επεξεργαστής
procesora	cpu
procesora	επεξεργαστής
procesora	επεξεργαστή
atcelt	ακύρωση
talantu	ταλέντο
talantu	ταλέντα
zīmēšanas	ζωγραφιά
zīmēšanas	κλήρωση
piens	γάλα
vidzeme	λιβονίας
avīzē	εφημερίδα
avīzē	εφημερίδες
avīzē	εφημεριδα
īsāks	μικρότερη
īsāks	συντομότερη
civilās	πολίτης
precīzs	ακριβείς
precīzs	ακριβής
precīzs	ακριβή
precīzs	ακριβές
precīzs	ακριβής
precīzs	ακριβές
precīzs	ακριβή
precīzs	ακριβείς
precīzs	ακριβής
precīzs	ακριβές
diplomātiskās	διπλωματική
diplomātiskās	διπλωματικά
diplomātiskās	διπλωματικό
reperis	ράπερ
trauku	πιάτο
luna	λούνα
lerijs	λάρρυ
lerijs	larry
lerijs	λάρυ
lerijs	λάρι
parakstīšanas	υπογραφή
rīki	εργαλεία
rīki	ταχύτητες
rīki	γρανάζια
zonās	ζώνες
zonās	ζωνών
intervijā	συνέντευξη
rīkles	λαιμό
rīkles	λαιμός
garāka	ψηλότερο
garāka	ψηλότερος
garāka	ψηλότερη
gazols	γκασόλ
yesno	yesno
toyota	toyota
apturēta	παύση
apturēta	διακόπηκε
apturēta	αναστέλλεται
apturēta	ανασταλεί
apturēta	αναστολή
atzīmē	νότες
atzīmē	σημειώσεις
aicina	καλώ
aicina	κλήση
aicina	καλεί
aicina	καλώντας
aicina	κάλεσμα
aicina	προσκλήσεις
aicina	καλεί
aizliegums	απαγόρευση
aizliegums	αποκλεισμός
aizliegums	μπαν
aizliegums	απαγόρευση
klārks	κλαρκ
klārks	κλαρκ
klārks	κλάρκ
koncepciju	έννοια
vienmērīgi	ομοιόμορφα
vienmērīgi	ομοιόμορφα
ieroci	όπλο
ieroci	πιστόλι
slepkavību	δολοφονία
slepkavību	φόνος
slepkavību	φόνο
las	λας
las	las
gaga	gaga
samazinājies	πεσμένο
samazinājies	αρνήθηκε
samazinājies	απορρίφθηκε
šūmahers	σουμάχερ
grenlandes	γροιλανδίας
grenlandes	γροιλανδία
normandijas	νορμανδία
garšu	γεύση
garšu	γούστο
step	βημα
step	βήμα
step	σκαλοπάτι
veikalā	shop
veikalā	κατάστημα
veikalā	μαγαζί
pašreizējie	νυν
pašreizējie	τρέχουσα
pašreizējie	ρεύμα
pašreizējie	τρέχουσες
pašreizējie	τρέχον
procedūras	διαδικασίες
atlikušās	παραμένοντας
atlikušās	απομένουν
atlikušās	απομένει
tuberkulozes	φυματίωση
skeleta	σκελετός
skeleta	σκελετό
jostas	ιμάντες
jostas	ζώνες
porsche	πόρσε
bazilika	βασιλικός
bazilika	βασιλικό
bazilika	μπάζιλ
bazilika	βασιλική
dala	διαιρεμένη
dala	διχασμένη
dala	διαιρείται
izšķilšanās	επώασης
orientalis	orientalis
izcili	λαμπρό
izcili	λαμπρά
izcili	λαμπρή
izcili	εκκρεμή
izcili	εξαιρετικά
izcili	εξαιρετικό
izcili	εξαιρετική
līknes	καμπύλες
joahims	joachim
zebiekste	νυφίτσα
konfederāciju	συνομοσπονδίες
konfederāciju	συνομοσπονδία
konfederāciju	συνομοσπονδίας
salīdzināt	συγκρίνετε
salīdzināt	συγκρίνουμε
tiesneši	δικαστές
tiesneši	κριτές
rex	rex
rex	ρεξ
aģents	πράκτορας
aģents	πράκτορα
žurnāliste	δημοσιογράφος
romans	ρωμαϊκό
romans	ρωμαϊκή
romans	ρωμαίος
romans	ρόμαν
pārklājas	επικαλύψεις
pārklājas	επικάλυψη
elektriskais	ηλεκτρικά
elektriskais	ηλεκτρικό
elektriskais	ηλεκτρική
elektriskais	ηλεκτρικός
ieee	ieee
palīdzot	βοηθώντας
atpazīt	αναγνωρίσει
atpazīt	αναγνωρίσιμο
mergedtoprow	mergedtoprow
made	φτιαγμένο
made	φτιαγμένα
made	φτιαγμένη
made	έκανε
uzrakstīts	γραπτές
uzrakstīts	γραπτή
uzrakstīts	γράφτηκε
uzrakstīts	γραμμένα
uzrakstīts	γράψει
uzrakstīts	γραμμένο
taisnstūra	ορθογώνιο
taisnstūra	ορθογώνιο
ita}}	ita}}
deklarācijas	δηλώσεις
ūdenskritums	καταρράκτη
personība	ταυτότητα
personība	προσωπικότητα
intensīva	εντατικά
intensīva	έντονη
intensīva	έντονες
intensīva	έντονος
intensīva	έντονο
maņu	αισθητήρια
pēcnācējiem	απόγονοι
pēcnācējiem	απόγονος
pēcnācējiem	απογόνους
ieslodzījuma	φυλάκιση
ērti	βολικό
ērti	βολική
ērti	βολικά
ērti	άνετο
ērti	άνετα
amsterdamas	άμστερνταμ
amsterdamas	αμστερνταμ
amsterdamas	amsterdam
modifikācija	τροποποίηση
gudrības	σοφία
mute	στόμα
ziemeļi	βορρά
ziemeļi	βορεια
ziemeļi	βόρεια
ziemeļi	βορράς
sarkani	κόκκινη
sarkani	κόκκινα
sarkani	κόκκινος
sarkani	κόκκινο
sarkani	κοκκινο
optisko	οπτικές
optisko	οπτικά
sauss	ξηρή
sauss	στεγνά
sauss	ξηρά
sauss	στεγνό
sauss	ξηρό
noliktava	αποθήκη
sazināties	επικοινωνήστε
sazināties	επαφη
sazināties	επαφή
sazināties	επικοινωνία
sazināties	επικοινωνούν
praksi	πρακτική
praksi	ιατρείο
praksi	εξάσκηση
praksi	προπόνηση
nodoklis	δασμός
nodoklis	καθήκον
nodoklis	φόρου
nodoklis	φόρος
dobumu	κοιλότητες
kandidatūru	υποψηφιότητα
hop	χοπ
hop	hop
dāma	βασιλισσα
dāma	queen
dāma	βασίλισσα
dāma	ντάμα
dāma	κυρά
dāma	κυρία
ražotāji	παραγωγών
ražotāji	παραγωγοί
ražotāji	κατασκευαστές
solis	βημα
solis	βήμα
solis	σκαλοπάτι
iedzīvotājs	ειδικευόμενος
iedzīvotājs	κάτοικος
iedzīvotājs	κάτοικο
vērts	γουόρθ
vērts	αξίζει
vērts	άξια
vērts	άξιος
vērts	άξιοι
kuģniecības	ναυτιλία
vakuuma	κενού
vakuuma	κενό
apvienojas	συγχωνεύει
apvienojas	συγχώνευση
apvienojas	συγχώνευση
palikusi	αριστερά
palikusi	αριστερό
palikusi	αριστερή
palikusi	αριστερα
apsūdzēja	κατηγορούμενοι
apsūdzēja	κατηγορούμενος
florida	φλόριδα
florida	florida
florida	φλόριντα
matricas	μήτρα
matricas	μάτριξ
kopenhāgenā	κοπεγχάγης
kopenhāgenā	κοπεγχάγη
luhanskas	λουγκάνσκ
izīrēts	νοίκιασε
izīrēts	νοικιασμένο
kaķiem	γάτες
arheologs	αρχαιολόγος
laulība	γάμο
laulība	γάμος
ieviešana	εφαρμογή
ieviešana	υλοποίηση
sasniegumu	επίτευξη
sasniegumu	επίτευγμα
atšķirties	διαφέρουν
gaz	γκαζ
nigērijas	νιγηρίας
profesore	καθηγητή
profesore	καθηγητά
profesore	καθηγητής
iecirknis	κουπέ
tcp	tcp
muti	στόμα
gmbh	gmbh
agrākā	νωρίτερο
fails	φάκελος
fails	file
fails	αρχείο
redakcijas	εκδοχές
gulbji	κύκνοι
slovēnija	σλοβενία
copa	κόπα
peldēt	κολύμπι
solaris	σολάρις
obama	ομπάμα
obama	obama
apdares	τελείωμα
apdares	φινίρισμα
organizētas	οργανωμένο
organizētas	οργανωμένη
organizētas	οργανωμένου
organizētas	οργανωμένα
spuras	πτερύγια
marie	μαρί
marie	marie
lībekas	lübeck
īzaks	άιζακ
īzaks	ισαάκ
dārzos	κήποι
dārzos	κήπους
veicinātu	φόστερ
veicinātu	προωθήστε
veicinātu	προώθηση
pelēkas	γκρίζο
pelēkas	γκρέι
pelēkas	γκρι
pelēkas	γκρίζα
pelēkas	grey
pērkons	κεραυνός
pērkons	κεραυνό
sabruka	κατέρρευσε
inspektors	επιθεωρητής
inspektors	επιθεωρητή
ķirzakas	σαύρες
dejotāja	χορευτή
dejotāja	χορεύτρια
dejotāja	χορευτής
olimpiskajā	ολυμπιακή
olimpiskajā	ολυμπιακός
olimpiskajā	ολυμπιακό
luters	λούθερ
vāgners	βάγκνερ
kursos	μαθήματα
tuksnesis	έρημο
tuksnesis	έρημος
atzīti	αναγνωρίζεται
atzīti	αναγνωρισμένο
atzīti	αναγνωρισμένος
atzīti	αναγνωρισμένη
atzīti	αναγνωρισμένα
atzīti	αναγνωρισμένο
atzīti	αναγνωρίζεται
atzīti	αναγνωρίστηκε
atzīti	αναγνωρισμένη
teritoriālais	εδαφική
dziļš	βαθύς
dziļš	βαθιά
dziļš	βαθύ
dziļš	βαθειά
piesaista	προσελκύει
piesaista	ελκύει
piesaista	προσέλκυση
piesaista	προσελκύσει
dana	ντέινα
dana	ντάνα
dana	dana
dārziņš	κήπος
dārziņš	κήπο
dārziņš	garden
silvija	σίλβια
silvija	σύλβια
silvija	σίλβια
silvija	σύλβια
izpildītāji	καλλιτέχνες
izpildītāji	καλλιτέχνες
pavlovs	pavlov
sausā	ξηρή
sausā	στεγνά
sausā	ξηρά
sausā	στεγνό
sausā	ξηρό
pacientiem	ασθενείς
asp	asp
vienādu	στολή
vienādu	ομοιόμορφη
izzūd	εξαφανίζεται
vadims	βαντίμ
mini	μίνι
mini	mini
sekcija	ενότητα
sekcija	τμήμα
sekcija	τμημα
sekcija	κόλπος
sekcija	μπέι
sekcija	bay
adams	ανταμς
adams	άνταμς
adams	adams
izpaudās	εκδηλώνεται
izpaudās	εκδηλώθηκε
ethernet	ethernet
digitālā	ψηφιακό
digitālā	ψηφιακά
digitālā	ψηφιακή
digitālā	ψηφιακές
digitālā	digital
bioloģija	βιολογία
eļļa	πετρέλαιο
eļļa	λάδι
eļļa	έλαιο
eļļa	πετρελαίου
frakcija	κλάσμα
saturēt	περιέχουν
bahs	μπαχ
atbalstītāji	υποστηρικτές
definīcija	ορισμός
labāks	καλύτερα
labāks	καλυτερα
labāks	καλύτερο
labāks	καλύτερη
palīgā	βοηθεια
palīgā	βοήθεια
dzīvsudraba	υδράργυρο
dzīvsudraba	υδραργύρου
dzīvsudraba	υδράργυρος
dzīvsudraba	ερμής
fiksēts	σταθερό
fiksēts	σταθερή
fiksēts	σταθερά
mākslīgais	τεχνητή
mākslīgais	τεχνητά
mākslīgais	τεχνητό
mākslīgais	τεχνητές
lādiņu	βλήμα
cieņu	αξιοπρέπεια
paplašināta	επεκταθεί
paplašināta	εκτεταμένη
paplašināta	εκτεταμένο
paplašināta	διευρυμένη
paplašināta	επεκταθεί
paplašināta	επεκτάθηκε
paplašināta	διευρυμένη
veselas	ολόκληρα
veselas	ολόκληρη
veselas	ολόκληρο
apvalks	χιτώνα
falco	φάλκο
frakciju	φατρία
biļetes	εισητήρια
biļetes	εισιτήρια
dimantu	διαμάντι
izplatīšanās	διανομής
izplatīšanās	κατανομή
izplatīšanās	διανομή
izplatīšanās	εξάπλωση
atveres	ανοίγματα
nikolass	νίκολας
gadījuma	τυχαίος
gadījuma	τυχαίο
gadījuma	τυχαία
gadījuma	περιστασιακή
gadījuma	περιστασιακό
utype	utype
amerikāņi	αμερικάνοι
amerikāņi	αμερικανοί
tīra	καθαρή
tīra	αγνή
tīra	αγνό
tīra	καθαρίζει
tīra	καθαρή
tīra	καθαρό
tīra	καθαρά
tīra	καθαρός
tīra	καθαροί
baumas	φήμες
baumas	φήμη
izabella	ιζαμπέλ
izabella	ίζαμπελ
izabella	ιζαμπέλα
izabella	ιζαμπέλ
izabella	ίζαμπελ
prāga	πράγας
prāga	πράγα
nogulumu	ιζηματογενές
nieres	νεφρά
nieres	νεφρό
nieres	νεφρών
nieres	νεφρά
pasākuma	μέτρο
patērē	καταναλώνουν
patērē	καταναλώνει
zālamana	σόλομον
zālamana	σολομώντα
apsūdzēts	κατηγορούμενοι
apsūdzēts	κατηγορούμενος
reklāma	δημοσιότητα
reklāma	διαφήμιση
vikingi	βίκινγκ
vikingi	βίκινγκς
sidnejas	σίντνεϊ
sidnejas	σίδνεϊ
munīcijas	πυρομαχικά
munīcijas	πολεμοφόδια
plānā	πλάνο
plānā	σχέδιο
muguru	πλάτη
muguru	πισω
muguru	πίσω
mūris	wall
mūris	τοίχος
mūris	τοίχο
mūris	τείχος
mūris	γουόλ
apzīmējumi	όρους
apzīmējumi	όροι
apzīmējumi	θρύλος
apzīmējumi	θρύλο
apzīmējumi	μύθος
porto	porto
porto	πόρτο
turēt	κρατήστε
turēt	κράτα
turēt	κρατήστε
turēt	κράτα
polo	πόλο
laivas	καράβια
laivas	σκάφη
laivas	πλοία
laivas	βάρκες
ģenētiski	γενετικά
ģenētiski	γενετικώς
interscope	interscope
svētdienas	κυριακές
mainsnak	mainsnak
vasalis	υποτελής
eksperimenti	πειραματίζεται
eksperimenti	πειράματα
ievada	εισαγωγική
ievada	εισαγωγικό
ievada	εισαγωγικές
clippers	clippers
leonards	λέοναρντ
leonards	leonard
atpūta	ψυχαγωγία
atpūta	αναψυχή
atpūta	αναψυχής
atpūta	αναψυχή
atpūta	ψυχαγωγία
atpūta	ξεκούραση
atpūta	υπόλοιπα
atpūta	ανάπαυση
nirnbergas	νυρεμβέργη
dzemdes	μήτρα
dzemdes	μήτρας
dzemdes	μήτρα
saimnieki	μάστερς
saimnieki	αφέντες
saimnieki	φιλοξενεί
tarkovskis	ταρκόφσκι
skaļi	δυνατά
algu	μισθός
algu	μισθό
pretojās	αντιστάθηκε
uzplaukums	μπουμ
piramīdas	πυραμίδα
piramīdas	πυραμίδες
augstākas	υψηλότερη
augstākas	υψηλότερο
augstākas	ψηλότερα
augstākas	υψηλότερα
publikācija	δημοσίευση
gps	gps
elo	elo
risinājumi	λύσεις
risinājumi	διαλύματα
teju	σχεδόν
teju	σχεδον
uzraudzības	παρακολούθηση
uzraudzības	επιτήρηση
tīrs	καθαρή
tīrs	αγνή
tīrs	αγνό
tīrs	καθαρή
tīrs	καθαρό
tīrs	καθαρά
tīrs	καθαρός
tīrs	καθαροί
konflikti	συγκρούσεις
konflikti	συγκρούσεις
konflikti	σύγκρουση
konflikti	σύρραξη
sārmu	αλκαλίων
sārmu	αλκαλική
mijiedarbība	αλληλεπίδραση
mijiedarbība	αλληλεπιδράσεις
kritiski	κρίσιμη
kritiski	κρίσιμα
kritiski	κρίσιμο
kritiski	κρίσιμες
markss	μαρξ
tulkots	μεταφραστεί
nintendo	nintendo
jfk	jfk
sertificēts	πιστοποιημένο
sertificēts	πιστοποιημένη
internazionale	internazionale
piecpadsmit	δεκαπέντε
piecpadsmit	fifteen
mācīja	δίδασκε
mācīja	δίδαξε
tipiski	τυπικά
tipiski	τυπικές
tipiski	τυπικά
tipiski	τυπικός
tipiski	τυπικό
tipiski	τυπική
spartaks	σπάρτακο
spartaks	σπάρτακος
laukiem	χωράφια
laukiem	πεδία
mir	μιρ
sems	sam
sems	σαμ
viltus	ψευδής
viltus	ψευδή
viltus	ψεύτικα
viltus	ψεύτικος
viltus	ψεύτικο
viltus	ψεύτικη
maisījums	μίγμα
maisījums	μείγμα
maisījums	μίξη
maisījums	μίγμα
maisījums	μείγμα
maisījums	μείγμα
automašīna	αυτοκίνητο
automašīna	αμάξι
automašīna	car
extra	έξτρα
extra	extra
lēna	λίνα
lēna	λένα
lēna	αργά
lēna	αργή
lēna	αργός
lēna	αργό
plānus	σχέδια
aizstāvji	υπερασπιστές
amsterdamā	άμστερνταμ
amsterdamā	αμστερνταμ
amsterdamā	amsterdam
sīrija	συρία
sīrija	συρίας
jaunieši	νέων
jaunieši	νέοι
jaunieši	νιότη
jaunieši	νεολαία
jaunieši	νιάτα
jaunieši	νεότητα
milzīgs	τεράστια
milzīgs	τεράστιες
milzīgs	τεράστιος
milzīgs	τεράστιο
adatas	βελόνας
adatas	βελόνα
adatas	βελόνες
tūre	ξενάγηση
tūre	περιήγηση
tūre	tour
tūre	περιοδεία
novērtēt	αξιολογήσει
novērtēt	αξιολόγησε
intensitāte	έντασης
intensitāte	ένταση
intensitāte	εντάσεις
ovis	ovis
jūdžu	μίλι
riteņbraukšana	ποδηλασία
kļūmes	αποτυχίες
kļūmes	δυσλειτουργίες
tulkojumi	μεταφράσεις
allmusic	allmusic
sajūta	συναίσθημα
sajūta	αίσθηση
sajūta	αίσθημα
aizdomas	ύποπτος
aizdomas	ύποπτο
aizdomas	ύποπτη
aizdomas	υποψία
aizdomas	υποψίες
aizdomas	υπόνοια
aizdomas	υποψίες
unikāls	μοναδική
unikāls	μοναδικό
unikāls	μοναδικός
unikāls	μοναδικοί
tic	τικ
domāja	σκέψη
pretinieki	αντιπάλους
pretinieki	αντίπαλοι
pretinieki	εχθροί
pretinieki	εχθρούς
alba	alba
garsija	garcia
garsija	γκαρσία
indes	δηλητήρια
pieaugušiem	ενηλίκων
pieaugušiem	ενήλικοι
pieaugušiem	ενήλικες
keita	κέιτ
keita	kate
vienkāršā	απλός
vienkāršā	απλή
vienkāršā	απλό
vienkāršā	στοιχειώδη
vienkāršā	στοιχειώδες
vienkāršā	δημοτικό
drēzdenes	δρέσδη
cieš	βάσανο
cieš	ταλαιπωρία
cieš	βάσανα
cieš	υποφέρουν
cieš	υποφέρω
sitiens	βολή
sitiens	πυροβόλησε
sitiens	σουτ
sitiens	πυροβολήθηκε
sitiens	πυροβολισμός
pasliktinājās	χειροτέρεψε
pasliktinājās	επιδεινώθηκε
adrijas	αδριατικής
adrijas	αδριατική
zemāks	χαμηλότερο
zemāks	κάτω
zemāks	κατώτερη
zemāks	χαμηλότερα
stratēģiski	στρατηγικά
stratēģiski	στρατηγικό
haizivs	καρχαρίας
haizivs	καρχαρία
haizivs	σκυλόψαρο
kabeļu	καλώδιο
kabeļu	καλώδια
kabeļu	καλωδιακή
interjera	εσωτερικό
interjera	εσωτερικών
apmatojums	τρίχα
apmatojums	τρίχες
apmatojums	μαλλιά
sadalīšanās	κατάτμηση
sadalīšanās	αποσύνθεση
hornets	σφήκες
itunes	itunes
lūdz	ρωτά
lūdz	ρωτάει
lūdz	προσεύχεται
cola	κόλα
cola	cola
stadija	στάδιο
apsūdzības	κατηγορητήριο
mantu	πρέζα
rīks	εργαλείο
lexikon	lexikon
lokomotīvju	ατμομηχανή
komunisti	κομμουνιστές
ģeogrāfisko	γεωγραφικό
ģeogrāfisko	γεωγραφικά
imperatori	αυτοκράτορες
xml	xml
gruzija	τζώρτζια
gruzija	georgia
gruzija	τζόρτζια
veģetācijas	βλάστηση
imdb	imdb
vakaros	βράδια
vakaros	απογεύματα
panda	panda
zīmols	μαρκάρισμα
zīmols	μάρκα
būtnes	όντα
degviela	καυσίμων
degviela	καύσιμα
degviela	καύσιμο
piedāvājums	τρυφερό
piedāvājums	τρυφερή
piedāvājums	τρυφερός
piedāvājums	προσφορά
piedāvājums	προσφέρει
piedāvājums	προσφορές
piedāvājums	εφοδιασμού
piedāvājums	εφοδιασμός
piedāvājums	προσφορά
duets	ντουέτα
rīkoties	πράξη
rīkoties	act
timberwolves	τίμπεργουλβς
aprakstītas	περιγράφεται
aprakstītas	περιγράφηκε
aizmugurējā	οπίσθια
stāvus	όρθια
kritizēja	επέκρινε
zieds	άνθος
zieds	λουλούδι
akcija	share
akcija	κοινοποίηση
akcija	μετοχή
akcija	μερίδιο
novērš	αποφεύγει
novērš	αποτρέπει
novērš	εμποδίζει
novērš	αποτρέψει
raidījums	μετάδοση
raidījums	εκπομπή
gāza	ανέτρεψε
caurules	πίπα
caurules	σωλήνας
caurules	σωλήνα
caurules	σωληνώσεις
caurules	σωλήνες
caurules	αγωγοί
caurules	λυχνίες
caurules	σωλήνες
caurules	σωληνάριο
caurules	σωλήνας
caurules	σωλήνα
kimi	κίμι
kimi	κύμη
zobiem	δόντια
uzpildes	πλήρωσης
uzpildes	πλήρωση
uzpildes	γέμιση
uzpildes	γέμισμα
ģeogrāfiski	γεωγραφικά
agnese	agnese
agnese	άγκνες
agnese	αγνή
timbaland	timbaland
cēloņi	προκαλεί
cēloņi	αιτίες
cēloņi	αίτια
āpsis	ασβός
dziļa	βαθύς
dziļa	βαθιά
dziļa	βαθύ
dziļa	βαθειά
nelaimes	ατυχήματα
filipīnas	φιλιππίνες
garšas	γεύση
garšas	γούστο
garšas	γεύσεις
garšas	γεύση
afgāņu	αφγανοί
bioloģisko	βιολογικό
bioloģisko	βιολογική
bioloģisko	βιολογικά
bioloģisko	βιολογικός
bioloģisko	βιολογικές
lašu	σολομός
lašu	σολομού
prakses	πρακτικές
dzirdēt	ακούσω
rīts	πρωί
rīts	καλημέρα
magazine	περιοδικό
mākonis	σύννεφο
mākonis	νέφος
denijs	ντάνι
pulkstenis	δείτε
pulkstenis	ρολόι
pulkstenis	ρολόι
lēcas	φακός
lēcas	φακό
lēcas	φακές
lēcas	φακοί
lēcas	φακούς
anastasija	αναστασία
pārvadājumi	άμαξα
pārvadājumi	μεταφορές
pārvadājumi	μεταφορών
pārvadājumi	μεταφορά
gviānas	γουιάνα
apspiešanas	καταστολή
saņemts	ελήφθη
saņemts	έλαβε
albānija	αλβανία
grafika	γραφικά
flora	φλόρα
flora	χλωρίδας
flora	χλωρίδα
flora	φλώρα
stabili	σταθερό
stabili	σταθερή
stabili	σταθερά
stabili	σταθερός
svarīgas	σημαντική
svarīgas	σημαντικο
svarīgas	σημαντικό
svarīgas	σημαντικός
pārdod	πούλα
pārdod	πωλείται
pārdod	πούλησε
pārdod	πουλήθηκε
pārdod	πωλήθηκε
pārdod	πωλούνται
līgumi	συμβόλαια
līgumi	συμβάσεις
līgumi	συνθήκες
līgumi	συμφωνίες
grūtniecības	κύηση
grūtniecības	εγκυμοσύνη
pārbaude	εξακρίβωση
pārbaude	επαλήθευση
pārbaude	τεστ
pārbaude	δοκιμασία
pārbaude	δοκιμή
pārbaude	επιθεώρηση
pārbaude	επιθεώρησης
pārbaude	ελέγξτε
pārbaude	επιταγή
pārbaude	έλεγχος
pārbaude	check
pārbaude	τσεκ
vērtējums	αποτίμησης
vērtējums	αποτίμηση
vērtējums	βαθμολογία
vērtējums	εκτίμηση
vērtējums	αξιολόγηση
ārpusē	έξω
ārpusē	εξω
astotā	όγδοη
astotā	όγδοο
kurss	πορεια
kurss	πορεία
siltums	ζέστη
siltums	θερμότητα
siltums	θέρμανση
siltums	θερμότητας
siltums	ζεστασιά
siltums	θέρμη
kursā	πορεια
kursā	πορεία
iemācījies	έμαθε
iemācījies	μάθει
veselība	υγεία
minardi	minardi
bengālijas	βεγγάλης
apmeklētājiem	επισκέπτες
vēzis	καρκίνος
vēzis	καρκίνο
fia	fia
golfa	γκολφ
telekomunikāciju	τηλεπικοινωνιών
telekomunikāciju	τηλεπικοινωνίες
telekomunikāciju	τηλεπικοινωνία
sniegums	επίδοση
sniegums	επιδόσεων
sniegums	επιδόσεις
sniegums	απόδοση
sniegums	παράσταση
infrastruktūra	υποδομές
infrastruktūra	υποδομής
infrastruktūra	υποδομή
dzēriens	ποτό
navbox	navbox
tīkli	δίχτυα
tīkli	δίκτυα
relatīvais	συγγενής
relatīvais	σχετικός
relatīvais	σχετική
relatīvais	σχετικό
sagatavot	προετοιμασία
ger}}	ger}}
līdzības	ομοιότητες
džimijs	τζίμι
džimijs	jimmy
džimijs	τζίμυ
definēts	ορίζεται
definēts	καθορισμένα
