кратеров	kraattereita
монтаж	kiinnitys
монтаж	muokkaaminen
монтаж	muokkaus
программирование	ohjelmointi
защищал	puolusti
защищал	puolustanut
торжественно	juhlallinen
торжественно	juhlallisesti
священников	papit
священников	pappeja
вселенная	maailmankaikkeus
вселенная	universumi
панели	paneelit
панели	paneeli
панели	paneeli
панели	paneelin
бизнесмен	liikemies
резерва	varaus
резерва	varata
резерва	varaa
зимние	talven
зимние	talvi
зимние	winter
зимние	talvella
бич	beech
бич	rannan
бич	ranta
бич	beach
бич	rantaa
бич	beachin
оливер	oliver
слышал	kuultu
слышал	kuullut
слышал	kuulin
слышал	kuuli
макаров	makarov
сун	aurinkoa
сун	sun
сун	auringon
сун	aurinko
горький	katkera
удобно	kätevä
удобно	kätevää
удобно	mukavasti
удобно	mukavat
удобно	kätevä
удобно	kätevää
лёгкие	keuhkot
лёгкие	keuhko
лёгкие	keuhkot
послание	viesti
послание	viestiä
послание	viestin
препарат	huumeet
препарат	huume
препарат	huumeiden
препарат	lääke
произведено	tuotetut
произведено	tuotettu
произведено	tuottanut
океании	oseania
скрипка	viulu
скрипка	viulua
избежание	välttää
избежание	välttäminen
избежание	välttäminen
молекулы	molekyyli
молекулы	molekyylit
скрипач	viulisti
скрипач	viulunsoittaja
допускается	sallitaan
допускается	sallittua
допускается	sallitut
допускается	sallittu
допускается	sallitaan
допускается	sallitut
допускается	sallittu
формах	muodot
собраний	kokoonpanot
терминологии	terminologia
терминологии	termit
терминологии	käsitteet
терминологии	terminologiaa
монреаль	montrealin
вены	suonet
вены	wien
вены	wienin
вены	wienissä
бонус	bonus
бонус	bonuksen
бонус	korotus
ирак	irak
ирак	irakin
ирак	irakista
стамбул	istanbulin
кнессета	knessetin
изобретения	keksintöjä
изобретения	keksintöjen
гнездо	pesää
гнездо	pesä
индию	intian
индию	intia
индию	intiaan
стратегия	strategian
стратегия	strategia
специальность	erikoisuus
специальность	erikoisuus
парламентские	parlamentaarinen
важная	tärkeä
важная	tärkeää
важная	tärkeät
важная	tärkeitä
никарагуа	nicaraguan
массе	massaa
массе	massa
представительство	edustuksen
представительство	edustusto
представительство	edustus
местная	paikallinen
местная	paikalliset
местная	paikallisia
местная	paikallisesti
местная	paikallisten
местная	paikallista
порты	satamia
порты	satamien
порты	satamat
сообщили	ilmoitettu
сообщили	raportoitu
сообщили	ilmoitetut
перес	peresin
перес	perez
перес	pérez
маркус	marcus
маркус	markus
адъютант	adjutantti
энрике	enrique
энрике	henrique
уничтожен	tuhottu
уничтожен	hävitetty
уничтожен	tuhosi
уничтожен	tuhoutunut
розы	ruusuja
розы	ruusut
национальностей	kansallisuuksien
батарей	patterit
батарей	paristot
батарей	akut
визит	vierailun
визит	vierailu
визит	käymään
визит	käy
визит	käynti
празднования	juhlinta
празднования	vietto
готова	valmis
готова	valmiina
виконт	varakreivi
индиана	indiana
зайцев	zaitsev
пабло	pablo
канзас	kansasissa
канзас	kansas
цветной	värillinen
цветной	värillinen
самолета	lentokone
конференций	kokoukset
конференций	konferensseja
конференций	konferenssit
разрушение	purku
разрушение	hävittäminen
разрушение	tuho
разрушение	tuhoa
разрушение	tuhoaminen
дина	deena
дина	dinah
дина	dina
обновления	päivityksiä
обновления	päivitykset
обновления	päivittää
обновления	päivitä
обновления	päivitys
колонна	sarake
колонна	sarakkeessa
колонна	saattue
ахмад	ahmad
объявления	ilmoituksia
объявления	ilmoitukset
объявления	mainoksista
объявления	mainosten
объявления	mainokset
объявления	mainoksia
персидского	persialainen
предположения	oletus
предположения	olettamus
предположения	oletukset
предположения	oletuksia
предположения	oletukset
рики	risto
рики	ricky
живет	elämät
живет	asuu
спасает	pelastaa
спасает	säästää
монголия	mongolian
перемещения	siirtymä
гамма	gamma
профсоюзов	ammattiliittojen
профсоюзов	liitot
гроссмейстер	suurmestari
посвященный	omistautunut
посвященный	omistettu
забыл	unohdettu
забыл	unohtanut
забыл	unohtunut
забыл	unohdin
забыл	unohti
полос	kaistaa
последовало	seurasi
последовало	seurannut
последовало	seurattu
последовало	seurasin
тропических	trooppinen
тропических	trooppisten
изменилась	muutettu
изменилась	muuttunut
изменилась	muutti
изменилась	vaihdettu
долг	velvollisuus
долг	tulli
долг	velka
долг	velan
долг	velat
ален	allen
колебаний	epäröi
бернар	bernard
беременности	raskauden
беременности	raskaus
полезные	hyödyllinen
полезные	hyödyllisiä
полезные	hyödyllistä
полезные	hyödyllinen
полезные	hyödyllisiä
полезные	hyödyllistä
совместное	yhteinen
совместное	yhteisen
лонг	pitkät
лонг	kauan
лонг	pitkä
лонг	pitkään
лонг	long
полезно	hyödyllinen
полезно	hyödyllisiä
полезно	hyödyllistä
полезно	hyödyllinen
полезно	hyödyllisiä
полезно	hyödyllistä
санчес	sanchez
санчес	sánchez
санчес	sánchez
гэри	gary
инфраструктура	infrastruktuurin
инфраструктура	infrastruktuuri
инфраструктура	infrastruktuuria
металл	metalli
металл	metal
металл	metallia
металл	metallinen
уход	huolehtiva
уход	välittämistä
уход	välittäminen
уход	välitä
ребята	äijät
ребята	jätkät
ребята	kaverit
шире	laajempaa
шире	laajempi
шире	laajemmat
шире	laajempaa
шире	laajempi
шире	laajempia
шире	laajemmat
шире	laajemmin
неизвестен	tuntematon
скалы	kalliot
скалы	kiviä
скалы	kivet
домашний	kotiin
домашний	kodin
домашний	kotona
домашний	koti
лунный	kuun
комиссара	komissaari
оскорбление	loukkaava
оскорбление	loukkaavaa
оскорбление	loukkaa
оскорбление	loukata
оскорбление	loukkaus
марс	mars
перечислены	lueteltu
перечислены	lueteltujen
перечислены	luetellut
расти	rusty
расти	kasva
расти	kasvaa
расти	kasvata
расти	kasvattaa
моды	muoti
моды	muotia
моды	muodin
моды	modeja
применить	sovelletaan
применить	soveltaa
преподавания	opettaa
преподавания	opettaminen
преподавания	opetus
преподавания	opetusta
сервера	palvelimet
сервера	palvelimen
сервера	palvelin
зарегистрировано	rekisteröity
зарегистрировано	kirjattu
зарегистрировано	rekisteröityä
зарегистрировано	rekisteröidyt
единое	yhtenäinen
рекомендую	suositella
рекомендую	suosittele
рекомендую	suosittelee
рекомендую	suosittelen
комбинации	yhdistelmiä
комбинации	yhdistelmät
комбинации	yhdistelmän
комбинации	yhdistelmä
указатель	indeksi
указатель	hakemisto
указатель	osoitin
рог	torvi
рог	horn
поместье	kartano
различие	ero
различие	erottelu
различие	ero
различие	erotus
различие	eroa
зла	pahaa
зла	ilkeä
зла	paha
зла	pahuus
окружение	ympäristön
окружение	ympäristö
окружение	ympäristössä
адриан	adrien
адриан	adrian
порода	rotua
порода	rotu
альманах	almanakka
хранение	hallussapidosta
хранение	hallussa
хранение	hallussapito
хранение	säilytys
хранение	varastointi
хранение	varasto
возможен	mahdollisia
возможен	mahdolliset
возможен	mahdollinen
возможен	mahdollista
жертву	uhraa
жертву	uhraus
жертву	uhrata
коалиция	koalitio
спорить	riidellä
документальных	dokumenttia
документальных	dokumentin
документальных	dokumentti
правильное	korjaa
правильное	oikein
правильное	oikea
исследовал	tutkittu
исследовал	tutkinut
пропаганда	propagandaa
зубы	hampaiden
зубы	hampaita
зубы	hampaat
треки	jälkiä
треки	jäljet
треки	kappaleet
треки	rataa
треки	kappaleita
опасаясь	peläten
специализированных	erikoistunut
специализированных	erikoistuneet
специализированных	erikoistunut
специализированных	erikoistuneet
кучу	kasa
кучу	pino
кучу	nukka
ущелье	rotko
ущелье	rotko
доминик	dominick
доминик	dominic
доминик	dominique
доминик	dominik
шахматы	shakkia
шахматы	shakki
будапешт	budapestin
будапешт	budapest
фактором	tekijä
фактором	tekijää
казимир	casimir
животное	eläin
животное	eläintä
животное	eläimet
животное	eläinten
тюрингия	thüringen
дракона	lohikäärme
дракона	lohikäärmeen
дракона	dragon
углерода	hiilen
углерода	hiili
углерода	hiiltä
свидетелей	todistajien
свидетелей	todistajia
свидетелей	todistajat
усиление	vahvistetaan
усиление	vahvistaminen
усиление	vahvistaminen
атаковали	hyökkäsi
атаковали	hyökätty
легион	legioona
дискография	diskografia
взвод	joukkue
взвод	ryhmä
взвод	joukkue
точная	tarkka
точная	täsmällinen
точная	tarkat
точная	tarkkaa
точная	tarkka
точная	tarkka
точная	tarkat
гоголя	gogol
богатства	rikkauksia
богатства	rikkaudet
богатства	vauraus
богатства	rikkautta
богатства	rikkaudet
богатства	vaurautta
богатства	rikkaus
рейна	rayna
рейна	reinin
рейна	reina
рейна	raina
примечательно	huomattavan
примечательно	huomionarvoista
организм	organismin
организм	organismi
обряд	riitti
личинки	toukkia
личинки	toukkia
личинки	hyökkääjä
личинки	striker
сообщается	ilmoitettu
сообщается	raportoitu
сообщается	ilmoitetut
панорама	panorama
исключить	poistaa
исключить	poista
опер	oopperat
монахи	munkkeja
монахи	munkit
монахи	munkkien
белок	proteiini
белок	proteiinia
белок	proteiineja
белок	proteiinin
свердловская	sverdlovskin
временный	tilapäinen
временный	väliaikaisesti
временный	väliaikainen
временный	väliaikaiset
временный	tilapäiset
завершена	suoritettu
завершена	päätökseen
завершена	päättynyt
завершена	valmis
завершена	valmiit
завершена	päättynyt
консульство	konsulaatti
кастро	castron
кастро	castro
матрицы	matriisien
матрицы	matriisi
упадок	hylkää
упадок	kieltäytyä
упадок	lasku
взрослые	aikuisia
взрослые	aikuiset
взрослые	aikuisille
взрослые	aikuiset
взрослые	aikuinen
взрослые	aikuista
взрослые	aikuisten
арестованы	pidätetty
арестованы	pidätettynä
арестованы	pidätettiin
документальные	dokumentteja
документальные	dokumentit
медичи	medici
медичи	medicien
ранний	aikaisin
ранний	varhainen
ранний	aikainen
исчезновения	katoamisesta
исчезновения	katoaminen
знакомство	tuntemus
знакомство	tuttavuus
иисус	jeesus
итальянские	italialaiset
итальянские	italiaksi
итальянские	italialainen
итальянские	italia
итальянские	italian
компонент	komponentti
компонент	komponentin
объяснил	selitetty
объяснил	selitti
объяснил	selittänyt
искренне	vilpittömästi
искренне	terveisin
искренне	aidosti
вэй	wei
хорхе	jorge
спутники	satelliitit
спутники	satelliitti
опытом	kokemusten
опытом	kokemuksia
опытом	kokemukset
рон	ronin
рон	ron
наблюдение	seuranta
наблюдение	valvonta
наблюдение	havainto
наблюдение	tarkkailu
наблюдение	tarkkailu
наблюдение	valvonta
наблюдение	tarkkailla
деда	ukki
деда	vaari
деда	pappa
деда	isoisä
деда	isoisä
черепа	kalloja
черепа	kallo
черепа	kallon
герберт	herbert
якоб	jacob
якоб	jacobin
якоб	jakob
словакия	slovakiassa
словакия	slovakian
словакия	slovakia
интеграции	integraatio
интеграции	integrointi
интеграции	yhdentymistä
интеграции	yhdentyminen
женщину	nainen
актер	näyttelijä
мальчиков	poikia
мальчиков	pojat
агломерации	taajaman
успешного	menestys
успешного	onnistui
успешного	menestynyt
успешного	onnistunut
костей	bones
костей	luut
костей	luita
парков	puisto
сделки	tapahtumat
сделки	liiketoimet
сделки	kauppoja
сделки	tarjoukset
сделки	tarjouksia
попробуйте	kokeile
попробуйте	yritä
избирательного	valikoiva
избирательного	valikoivaa
девиз	motto
девиз	iskulause
сек	sek
сек	sec
салон	salon
греческая	helleenien
греческая	kreikka
греческая	kreikkalainen
греческая	kreikkaa
греческая	kreikan
греческая	kreikkalaiset
тысячелетия	vuosituhannen
серийный	sarja
серийный	sarjanumero
земледелия	maatalouden
частное	yksityisiä
частное	yksityiset
частное	sotamies
частное	yksityisen
частное	yksityinen
риска	riskiä
риска	vaara
риска	riskit
риска	riski
зеркало	peiliä
зеркало	peili
беседы	keskustelut
беседы	keskusteluja
беседы	haastattelut
беседы	haastatteluja
регулярный	säännöllisesti
регулярный	tavallinen
регулярный	säännöllinen
регулярный	säännölliset
рассказать	kerro
грей	harmaita
грей	harmaata
грей	harmaa
грей	grey
райт	wright
вертолёт	helikopterit
вертолёт	helikopteri
вертолёт	helikopteria
вертолёт	kopteri
мали	malin
реакций	reaktioita
реакций	reaktiot
независимая	itsenäiset
независимая	riippumaton
независимая	itsenäinen
грузовых	rahdin
грузовых	tavaraliikenteen
грузовых	rahti
грузовых	rahtia
украшения	koruja
украшения	koru
украшения	jalokivet
украшения	korut
украшения	koruja
украшения	koru
украшения	jalokivet
украшения	korut
украшения	koristeet
правду	totuuden
правду	totuutta
правду	totuus
уровни	tasot
уровни	tasot
уровни	tasoja
организатором	järjestäjä
священники	papit
священники	pappeja
влиятельных	vaikutusvaltainen
разнообразие	erilaisuus
разнообразие	monimuotoisuus
разнообразие	moninaisuus
разнообразие	monimuotoisuutta
разнообразие	lajikkeen
хирург	kirurgi
хирург	kirurgin
брони	haarniska
признано	tunnustettu
признано	tunnustetaan
признано	myönsi
признано	tunnustettiin
признано	tunnustettu
признано	tunnustettu
признано	tunnistin
признано	tunnisti
патрон	säiliö
патрон	suojelija
зомби	zombie
зомби	zombi
зомби	zombit
зомби	zombeja
поворот	twist
поворот	kierre
поворот	vääntää
поворот	käänny
поворот	käännä
поворот	kierrä
поворот	pivot
гражданства	kansalaisuus
гражданства	kansallisuus
молитвы	rukoukset
ботанический	kasvitieteellinen
босния	bosnia
конечной	äärimmäinen
дэйв	daven
дэйв	dave
алжир	algerin
алжир	algeriassa
алжир	algerian
алжир	algeria
коричневые	ruskea
коричневые	ruskeat
коричневые	brownin
коричневые	brown
саймон	simon
саймон	simo
нила	neilin
нила	neil
нила	niilin
бтр	btr
саид	sayid
саид	syed
саид	sanoi
саид	saeed
декан	dean
декан	dekaani
низким	matala
низким	matalalla
низким	vähä
низким	alhainen
повсеместно	kaikkialla
повсеместно	kaikkialle
феномен	ilmiötä
феномен	ilmiöiden
феномен	ilmiöt
феномен	ilmiöitä
феномен	ilmiö
феномен	ilmiötä
феномен	ilmiön
руды	malmin
руды	malmien
исправления	korjauksia
исправления	korjaukset
электрических	sähkö
электрических	sähköinen
электрических	sähköiset
истины	totuuksia
джеффри	geoffrey
джеффри	jeffrey
блюз	blues
ценные	arvokkaita
ценные	arvokas
ценные	arvokasta
эмблемы	tunnus
нефть	öljyn
нефть	öljyä
нефть	öljy
нефть	öljyt
нефть	maaöljy
существенное	huomattava
существенное	merkittävä
существенное	merkittävät
существенное	merkittäviä
существенное	merkittävää
снег	lunta
снег	lumisade
снег	lunta
снег	lumi
виа	kautta
виа	via
детройт	detroitin
детройт	detroitissa
показывать	näytä
показывать	show
целые	kokonainen
целые	koko
целые	kokonaisena
целые	kokonainen
целые	kokonaiset
преступников	lainsuojattomia
преступников	rikolliset
преступников	rikollisia
воля	will
воля	tahto
теннесси	tennessee
дженнифер	jennifer
форд	fordin
форд	ford
шар	char
шар	ilmapallo
шар	pallo
шар	pallon
шар	kuula
шар	tanssiaiset
подарок	lahja
подарок	paikalla
подарок	läsnä
подарок	nykyinen
подарок	lahja
подарок	lahjaa
подарок	lahjan
очко	pisteet
очко	pisteen
очко	kohta
очко	pistettä
очко	piste
очко	point
группировка	ryhmittymä
группировка	ryhmittymä
стрелка	ampujan
стрелка	ampuja
стрелка	nuoli
жидкость	nestettä
жидкость	neste
жидкость	nesteen
жидкость	nesteen
жидкость	nestettä
жидкость	neste
жидкость	nestemäinen
свойство	omaisuutta
свойство	kiinteistö
свойство	ominaisuus
свойство	omaisuus
свойство	kiinteistöt
свойство	tontti
этаж	kerros
этаж	lattia
выполнено	täyttänyt
выполнено	suoritettu
выполнено	saavutettu
сербов	serbien
тяжести	vakavuus
луга	niityt
луга	meadows
люксембурга	luxemburgin
люксембурга	luxemburgissa
люксембурга	luxemburg
курорт	resort
вектор	vektori
фантастический	fantastinen
леона	leona
закончить	loppuun
мирное	rauhanomainen
мирное	rauhallinen
мирное	rauhallista
присоединение	liittymistä
присоединение	liittyminen
присоединение	liittymässä
присоединение	liittyminen
барабанщик	rumpali
нож	veistä
нож	puukko
нож	veitsi
трудах	kirjoitukset
трудах	kirjoituksia
тянет	vetäminen
тянет	vetää
акция	toimintaa
акция	kanne
акция	toiminta
акция	toimi
акция	toimia
акция	toiminto
изобретение	keksintö
навыки	taitoja
навыки	osaaminen
навыки	taidot
навыки	ammattitaito
навыки	taito
навыки	taitoa
навыки	taidot
грубо	tyly
грубо	epäkohteliasta
грубо	töykeä
бранденбург	brandenburgin
уменьшение	vähennys
уменьшение	vähentäminen
уменьшение	pienentäminen
уменьшение	väheneminen
уменьшение	vähentää
уменьшение	vähentäminen
уменьшение	lasku
уменьшение	väheneminen
уменьшение	vähentynyt
санкции	seuraamukset
санкции	seuraamuksia
санкции	rangaistukset
санкции	seuraamukset
санкции	seuraamuksia
санкции	pakotteet
физическая	fyysiset
физическая	fyysinen
физическая	fyysistä
ботаника	botany
рей	rey
рей	rae
рей	rei
рей	ray
викимедиа	wikimedia
индивидуальные	yksittäiset
индивидуальные	yksilö
индивидуальные	yksittäisten
индивидуальные	yksilöllinen
индивидуальные	yksittäinen
спасение	pelastaminen
спасение	säästöt
спасение	pelastaa
спасение	säästää
спасение	tallennetaan
спасение	pelastaa
спасение	pelastus
спасение	pelastaminen
спасение	pelastusta
спасение	pelastus
спасение	pelastuksen
мичиган	michigan
кросс	ylitä
кросс	ristiin
кросс	risti
кросс	cross
нельсон	nelson
западное	western
западное	läntinen
западное	länsi
фильтр	suodattimen
фильтр	suodatin
герцогиня	herttuatar
закончилось	loppui
закончилось	päättyi
закончилось	päättynyt
электроники	elektroniikka
квебек	quebec
колеса	pyörän
колеса	pyörä
колеса	pyöriä
колеса	pyörät
колеса	pyörien
аудио	ääntä
аудио	ääni
лукас	lucas
лукас	lukas
пал	pal
пал	kaatunut
пал	langennut
пал	putosi
пал	pudonnut
пал	kaatui
мужские	mies
мужские	uros
компакт	compact
компакт	tiivis
вычисления	laskenta
вычисления	laskeminen
продал	myi
продал	myyty
продал	myydään
акул	haita
акул	hait
реализм	realismia
химическая	kemikaali
химическая	kemiallinen
химическая	kemialliset
правильный	korjaa
правильный	oikein
правильный	oikea
операторов	toimijoiden
операторов	operaattorit
операторов	toimijat
поляки	puolalaiset
поляки	puolalaisia
тереза	therese
тереза	teresa
тереза	theresa
четверть	neljännes
четверть	neljäsosa
приобрести	osto
приобрести	hankinta
приобрести	ostaminen
приобрести	ostaa
приобрести	osta
приобрести	hankkia
приобрести	hankittava
повысить	mainosta
повысить	mainostaa
повысить	edistä
повысить	mainostaminen
защищает	suojelee
защищает	suojellaan
особая	erityiset
особая	erityinen
особая	erityistä
особая	special
особая	erikoinen
буддизм	buddhalaisuus
ген	gene
ген	geeni
ген	gen
смешанные	sekoitettuna
смешанные	sekoitettu
призы	palkintoja
призы	palkinnot
призы	palkintoja
адамс	adams
мятеж	kapina
мятеж	kapina
мятеж	kapinaa
мятеж	kapina
мятеж	kapinan
мятеж	kapinaa
социальное	sosiaaliset
социальное	sosiaalisen
социальное	sosiaalinen
социальное	yhteiskunnallinen
просмотр	selaa
просмотр	katsominen
просмотр	katselu
просмотр	selaaminen
просмотр	näkymä
просмотр	view
просмотр	näytä
просмотр	mieltä
подъёма	vokaali
максимальное	enintään
максимальное	maksimi
максимальное	suurin
максимальное	enimmäismäärä
рика	rick
рика	rica
телефоны	puhelimet
телефоны	puhelimia
телефоны	puhelimet
неизвестный	tuntematon
социалистов	sosialistien
социалистов	sosialistit
шарлотта	charlotte
шарлотта	lotta
буш	bushin
буш	bush
тайвань	taiwanin
тайвань	taiwan
тайвань	taiwanissa
миф	myytti
убежище	suojaa
убежище	turvapaikka
убежище	turvapaikan
убежище	turvapaikka
убежище	turvapaikka
мышь	hiiri
мышь	hiirtä
мышь	hiiren
тенденция	suuntaus
тенденция	taipumus
тенденция	taipumusta
биг	iso
биг	isot
биг	suuri
богини	jumalattaret
потребности	tarvitsee
потребности	tarpeet
потребности	kaipaa
потребности	vaatimuksia
потребности	vaatimukset
катера	veneet
катера	veneitä
катера	laivat
кен	ken
дольше	kauemmin
дольше	pidempään
дольше	pidempi
дольше	pitempi
дольше	pitempään
подтверждена	varmistettu
подтверждена	vahvistetut
подтверждена	vahvistanut
подтверждена	vahvistettu
координации	koordinoida
координации	koordinoi
рождество	joulu
рождество	joulua
рождество	joulun
рождество	jouluna
ральф	ralf
ральф	ralph
стандартный	standardin
стандартный	normi
стандартный	standard
стандартный	standardi
стандартный	vakio
отделений	toimistot
отделений	toimistoja
отделений	oksat
сул	sul
поло	polo
чистый	puhdistettu
чистый	net
чистый	verkon
чистый	verkko
чистый	netto
чистый	puhdasta
чистый	puhdas
чистый	puhtaat
чистый	puhdasta
чистый	puhtaana
чистый	puhdas
чистый	puhtaat
тепло	lämpöä
тепло	kuumuus
тепло	lämpö
тепло	helle
тепло	lämpimät
тепло	lämmintä
тепло	lämmin
тепло	lämpöä
мартинес	martinez
мартинес	martínez
таджикистан	tadžikistanin
погода	sää
погода	keli
удаляется	poistetut
удаляется	poistettiin
удаляется	poistettu
суды	tuomioistuinten
суды	tuomioistuimet
герцогства	herttuakunta
приобрел	saavutetut
приобрел	hankittu
приобрел	hankkinut
джейми	jamie
предпочитает	suosii
банкноты	setelit
банкноты	seteleitä
раннее	aikaisin
раннее	varhainen
раннее	aikainen
днепропетровск	dnepropetrovsk
орды	laumat
болота	suo
избегать	välttää
избегать	välttäminen
избегать	välttää
избегать	vältä
избегать	vältetään
избегать	vältettävä
окружности	ympyrää
окружности	piireissä
окружности	ympärysmitta
окружности	kehä
пригороде	lähiöissä
празднование	juhli
празднование	juhlii
празднование	juhlia
празднование	juhlimassa
празднование	juhlinta
празднование	vietto
празднование	juhla
празднование	juhlaa
празднование	juhlinta
спорных	kiistanalainen
спорных	kiistanalainen
спорных	kiistanalainen
спорных	ristiriitainen
спорных	kiistanalaista
римлян	roomalaisia
римлян	roomalaiset
длинная	pitkät
длинная	kauan
длинная	pitkä
длинная	pitkään
длинная	long
дождь	sataa
дождь	sateen
дождь	sataa
дождь	sade
дождь	rain
дождь	sadetta
рено	renaud
рено	reno
рено	renault
уменьшается	pienenee
уменьшается	vähenee
уменьшается	laskeva
продать	myy
продать	myydä
продать	myydään
колесо	pyörän
колесо	pyörä
коренные	kotimainen
федеральное	liittovaltion
федеральное	liittovaltio
заготовки	sadonkorjuu
клиент	asiakkaalle
клиент	asiakkaan
клиент	asiakas
клиент	asiakkaalle
клиент	asiakkaan
клиент	asiakas
таллин	tallinnassa
таллин	tallinnan
прибыла	saapuivat
прибыла	saapuneet
прибыла	saapui
прибыла	saapunut
быков	bulls
сохранять	säilyttää
сохранять	säilytä
сохранять	tallenna
сохранять	säästä
ударных	lyömäsoittimet
лингвист	kielitieteilijä
шум	meteli
шум	melua
шум	melu
сталь	steel
сталь	terästä
сталь	teräs
сталь	teräksen
говард	howardin
говард	howard
скот	scott
скот	scottin
скот	karjaa
скот	karja
скот	karjan
скот	karjaa
скот	karja
скот	nauta
выделил	korostettu
выделил	korosti
кусок	pala
органических	orgaaninen
органических	orgaanista
органических	orgaaniset
органических	luonnonmukainen
серп	sirppi
кальция	kalsium
кальция	kalsiumin
робот	robotti
робот	robotin
ева	eva
ева	aatto
ева	eeva
ева	eve
паркер	parker
филиппины	filippiineillä
филиппины	filippiinien
филиппины	filippiinit
восстановлено	palautettiin
восстановлено	palautettua
восстановлено	palautettu
заболевание	sairaudesta
заболевание	sairaus
заболевание	tauti
заболевание	taudista
заболевание	sairaus
заболевание	taudit
ствол	piippu
ствол	tynnyri
ствол	tykki
ствол	pyssy
ствол	ase
шер	cher
справедливо	melko
справедливо	reilua
справедливо	oikeudenmukainen
справедливо	reilu
справедливо	fair
тренеров	valmentajat
мирза	mirza
запрещены	estetty
запрещены	kielletty
братства	veljeskunta
разрушена	tuhottu
разрушена	pilalla
цифра	numeroinen
цифра	hahmo
отражения	heijastuksia
неясно	epäselvä
неясно	epäselvää
кэти	kathy
кэти	cathy
кэти	katy
кэти	katie
водителя	ajaja
водителя	kuljettajan
водителя	kuljettaja
водителя	kuski
лиссабон	lissabon
лиссабон	lissabonin
лиссабон	lissabonissa
металлургии	metallurgia
серого	gray
серого	harmaata
серого	harmaa
осуществление	toteuttaminen
осуществление	täytäntöönpanon
осуществление	täytäntöönpanoa
осуществление	täytäntöönpano
осуществление	toteutus
творческих	luova
творческих	luovaa
джорджия	georgiassa
джорджия	georgian
джорджия	georgia
джорджия	georgiaa
спектра	taajuuksien
спектра	kirjo
норт	pohjoinen
норт	pohjoiseen
норт	pohjois
домохозяйства	kotitaloudet
домохозяйства	kotitalouksien
домохозяйства	kotitaloudet
домохозяйства	kotitalouden
домохозяйства	kotitalouksien
нести	kanna
нести	kantaa
побег	pakeneminen
побег	paeta
побег	pakene
побег	pako
побег	paeta
визита	vierailun
визита	vierailu
визита	käymään
визита	käy
визита	käynti
ввод	syöte
ввод	syöttö
ввод	panos
ввод	kirjoittaa
ввод	kirjoitus
ввод	kirjoita
атомов	atomit
измерений	mittauksia
измерений	mittaukset
документация	asiakirjat
документация	dokumentit
документация	dokumentaatio
бордо	bordeaux
спора	riitaa
спора	riidan
спора	riita
спора	kiista
производительность	suorituskyvyn
производительность	tehokkuus
производительность	esitys
производительность	suoritus
производительность	suorituskykyä
производительность	suorituskyky
производительность	tuottavuuden
производительность	tuottavuus
верди	verdi
заняты	kiire
заняты	kiireinen
существенные	huomattavat
существенные	huomattava
существенные	huomattavia
существенные	huomattava
существенные	merkittävä
существенные	merkittävät
существенные	merkittäviä
существенные	merkittävää
регент	regent
двигаться	siirrä
двигаться	siirry
двигаться	muutto
двигаться	liikkeellä
двигаться	liikkuvat
двигаться	liikkuu
лена	lena
уважение	kunnioittaa
уважение	kunnioita
уважение	kunnioitus
уважение	kunnioitusta
эскадрилья	laivue
подтверждаю	varmistettu
подтверждаю	vahvistetut
подтверждаю	vahvistanut
подтверждаю	vahvistettu
капитаны	kapteenit
воздушная	aerial
воздушная	antenni
самоубийство	itsemurha
томпсон	thompson
томпсон	thompsonin
определены	määritellyt
определены	määritetty
определены	määritelty
определены	määritetty
определены	määrätietoinen
определены	määritetyt
определены	päättäväinen
определены	määritetään
голландский	hollannin
голландский	hollantilainen
голландский	alankomaiden
голландский	hollanti
снаряда	ammus
мемуары	muistelmat
блокады	saarto
подземный	maanalainen
живые	asuminen
живые	elävä
живые	elää
живые	eläminen
живые	elävät
живые	vilkasta
живые	vilkas
живые	eloisa
живые	hengissä
живые	elävä
живые	elävänä
живые	elossa
винсент	vincent
винсент	vincentin
мар	mar
обитатели	asukkaita
обитатели	asukkaat
обитатели	asukasta
рикардо	ricardo
противостоять	vastusta
ходил	käveli
ходил	kävellyt
змей	snake
змей	käärme
змей	käärme
змей	käärmeitä
змей	käärmeet
авария	vahinko
авария	tapaturma
авария	onnettomuus
авария	kolari
вождь	päällikkö
присоединяется	liittyy
миграции	muutto
миграции	maahanmuuton
миграции	siirtymä
миграции	maahanmuutto
миграции	siirtyminen
миграции	muuttoliike
предприниматели	yrittäjiä
предприниматели	yrittäjien
предприниматели	yrittäjät
квартале	neljännes
квартале	neljäsosa
включено	sisällytetty
включено	sisältyy
костюмы	pukuja
костюмы	puvut
костюмы	asuja
костюмы	puvut
костюмы	pukuja
бан	kieltää
бан	kiellä
бан	kielto
бан	kieltäminen
бан	pulla
повстанцы	kapinallisia
повстанцы	kapinalliset
повстанцы	kapinallisia
повстанцы	kapinalliset
ромео	romeo
доводы	perustelut
доводы	väitteet
бронза	pronssia
редактировать	edit
редактировать	muokkaa
шаги	vaiheita
шаги	vaiheet
шаги	askelia
шаги	portaat
шаги	askeleet
шаги	askeleita
шаги	askeleet
шаги	jalanjälkiä
шаги	askelia
вставить	liittää
вставить	liitä
квартет	kvartetin
вину	syyllisyys
вину	syyllisyyttä
алжира	algerian
алжира	algeria
алжира	algeriassa
алжира	algerian
алжира	algeria
филип	philip
филип	filip
николя	nicolas
николя	nicola
квалификация	tutkintojen
квалификация	pätevyys
квалификация	kelpoisuus
квалификация	pätevyys
сантос	santos
