teologiju	teológia
proteina	bielkovín
proteina	bielkovina
proteina	proteíny
proteina	bielkoviny
proteina	proteín
odbacio	zamietol
odbacio	odvolaný
odbacio	zamietnuté
lyon	lyon
osvajača	votrelci
danilo	danilo
barcelone	barcelona
augustin	augustin
miles	míľ
miles	kilometre
miles	miles
miles	míle
zrcala	zrkadlá
zrcala	zrkadiel
zaštitnika	patrón
esej	esej
similis	similis
izbijanja	ohnisko
postizanje	dosahovanie
postizanje	dosiahnutie
postizanje	dosiahnutí
postizanje	dosiahnutia
postizanje	dosahovanie
postizanje	dosiahnutie
konvencije	dohovory
konvencije	dohovorov
konvencije	konventu
konvencije	dohovor
konvencije	dohovoru
konvencije	konvent
odražava	odzrkadľuje
odražava	odráža
iznutra	dovnútra
iznutra	vnútri
grijeha	hriechu
grijeha	sin
grijeha	hriech
karakterističan	rozlišovacie
karakterističan	výrazné
bratstvo	bratstva
bratstvo	bratstvo
bratstvo	bratstva
bratstvo	bratstvo
dinara	dinár
dinara	dinárov
pgp	pgp
vlakana	vlákno
vlakana	vlákniny
krzno	kožušiny
krzno	kožušín
krzno	kožuch
krzno	srsť
satima	hodín
satima	hodiny
vuka	vlk
vuka	wolf
pokrenuta	spustený
pokrenuta	spustené
pokrenuta	spustená
deutsche	deutsche
glasine	klebety
glasine	chýry
glasine	povesti
glasine	reci
glasine	zvesti
glasine	fámy
glasine	chýry
glasine	reci
glasine	zvesti
radionica	workshopy
radionica	workshop
radionica	seminár
vjenčanja	svadby
camp	tábora
camp	camp
camp	tábor
britaniju	británia
britaniju	británie
britaniju	britániu
revoluciju	revolúcie
revoluciju	revolúciu
revoluciju	revolúcia
hampshire	hampshire
leptir	motýľ
leptir	motýľa
prikazano	zobrazené
prikazano	zobrazený
prikazano	zobrazená
prikazano	zobrazené
prikazano	najlepšie
prikazano	vybrané
ubojice	vrahov
ubojice	zabijakov
ubojice	vrahovia
ubojice	zabijaci
ubojice	vrahov
ubojice	vrahovia
ubojice	zabijakov
ubojice	vrahovia
ubojice	zabijaci
tvrdeći	hádky
tvrdeći	hádka
glasom	hlas
glasom	hlasové
suha	suchá
suha	suché
suha	suchý
komercijalno	komerčne
komercijalno	obchodne
bora	bora
hunt	lovia
hunt	loviť
hunt	hunt
hunt	lov
hunt	lovu
uši	uši
uši	ušami
uši	uší
bitaka	boje
bitaka	bitky
graf	graf
potpora	support
potpora	podporu
potpora	podporiť
potpora	podpora
potpora	podporovať
baterija	batéria
baterija	batérie
baterija	baterka
mita	úplatky
fritz	fritz
acer	acer
poznavanje	znalosti
poznavanje	poznatky
poznavanje	poznanie
poznavanje	vedomosti
poznavanje	znalosť
poznavanje	vedomostí
atlanta	atlanty
atlanta	atlante
petru	petra
vjenčanje	svadobná
vjenčanje	svadba
vjenčanje	sobáš
vjenčanje	svadobné
vjenčanje	svadbu
vjenčanje	svadby
kuge	mor
kurt	kurt
pomogli	pomohlo
pomogli	pomohol
pomogli	pomohli
pomogli	pomohla
sul	sul
zahvalnosti	poďakovanie
zahvalnosti	vďačnosť
gene	gén
gene	gene
bojan	bojan
ekološki	ekologického
ekološki	ekologické
ekološki	ekologický
ekološki	ekologická
vice	vice
parovi	dvojice
parovi	páry
parovi	párov
uništavanje	ničia
uništavanje	ničí
uništavanje	ničenie
uništavanje	ničenia
uništavanje	zničenie
horor	hrôza
horor	horor
linux	linux
faraon	faraón
zenit	zenit
liječnici	doktorov
liječnici	lekári
liječnici	doktori
liječnici	lekárov
zamjene	náhradníci
susjeda	sused
susjeda	suseda
susjeda	susedka
susjeda	sused
susjeda	susedka
susjeda	suseda
ahmed	ahmed
tekuće	prebiehajúce
tekuće	prebiehajúci
tekuće	prebiehajú
tekuće	prebieha
tekuće	priebežné
tekuće	kvapalný
tekuće	kvapalina
tekuće	tekutina
tekuće	kvapalné
tekuće	tekuté
molio	modlili
molio	modlila
molio	prosil
molio	prosila
molio	prosili
preuzimanja	sťahovania
preuzimanja	stiahnutie
preuzimanja	sťahovanie
malus	malus
ograničeno	limited
ograničeno	obmedzený
ograničeno	limitované
ograničeno	obmedzené
ograničeno	limitovaná
ograničeno	obmedzená
ograničeno	obmedzený
ograničeno	obmedzená
ograničeno	obmedzené
testiranje	skúšky
testiranje	testovanie
testiranje	skúška
testiranje	skúšanie
dog	psíka
dog	psa
dog	psík
dog	psie
dog	pes
definicije	vymedzenia
definicije	definície
definicije	definícia
definicije	definovanie
definicije	vymedzenie
definicije	definície
audi	audi
čitanja	čítania
tokyo	tokio
pronađe	nájde
stavove	prístupy
stavove	postoje
stavove	postojov
besplatno	voľné
besplatno	slobodný
besplatno	volne
besplatno	free
besplatno	voľný
forest	lesný
forest	les
forest	forest
forest	lesná
forest	lesné
promatranje	pozorovať
promatranje	pozorovanie
promatranje	postreh
promatranje	pozorovanie
promatranje	pozorovania
karen	karen
karen	keren
kukuruz	kukurica
posthumno	posmrtnú
posthumno	posmrtne
chamberlain	kancelár
chamberlain	chamberlain
trening	školenia
trening	výcvik
trening	tréning
trening	školenie
trening	prax
trening	praxi
trening	cvičenie
trening	tréning
poduzetnik	podnikateľ
poljoprivredne	poľnohospodárska
poljoprivredne	poľnohospodárske
poljoprivredne	poľnohospodársky
grebena	útesy
catherine	katarína
catherine	catherine
studentima	študenti
studentima	žiaci
studentima	študentky
studentima	študentov
pretpostavke	domnienky
pretpostavke	predpoklady
anđeli	anjeli
anđeli	anjelov
anđeli	angels
anđeli	anjelom
pita	koláč
pita	koláča
pita	žiada
pita	pýta
prijetnje	vyhrážky
prijetnje	ohrozenia
prijetnje	hrozby
prijetnje	ohrozenie
odobrio	schválil
odobrio	schválený
odobrio	schválili
odobrio	schválená
odobrio	schválené
odobrio	povolené
odobrio	povolená
snyder	snyder
dale	dale
pacijent	pacientka
pacijent	pacienta
pacijent	pacientovi
pacijent	trpezlivý
pacijent	pacientky
pacijent	pacient
snova	snoch
snova	snami
snova	snov
snova	sny
malta	malta
justin	justin
justin	justina
dostignuća	úspechy
dostignuća	úspechy
hoffman	hoffman
edgar	edgar
mučenika	mučeníkov
koraka	krokov
koraka	schody
koraka	kroky
japanci	japonské
japanci	japonská
japanci	japonci
japanci	japonsky
japanci	japonský
ozbiljne	ťažká
ozbiljne	závažné
ozbiljne	závažná
ozbiljne	vážna
austin	austin
iznimka	výnimka
iznimka	výnimky
iznimka	výnimku
okrenuo	otočil
pogreška	chyba
pogreška	omyl
pogreška	chybu
pogreška	chyba
kriterij	kritérium
kriterij	kritéria
kriterij	kritéria
kriterij	kritériá
membrane	membrány
marijana	marianne
opseg	obvod
opseg	pôsobnosť
opseg	rozsah
opseg	pôsobnosti
pobjedio	vyhrali
pobjedio	vyhrala
pobjedio	zvíťazil
pobjedio	won
pobjedio	vyhral
povezivanje	spojenie
povezivanje	pripojenie
povezivanje	pripojiť
povezivanje	spojiť
povezivanje	pripojenie
povezivanje	pripojenie
povezivanje	pripájam
povezivanje	pripája
povezivanje	spájanie
ugljik	uhlíka
ugljik	uhlík
powell	powell
kontrolira	ovládanie
kontrolira	ovládače
kontrolira	kontroly
kontrolira	kontroluje
slaba	slabý
slaba	slabá
slaba	slabé
slaba	slabí
konji	koňom
konji	kone
konji	koní
pristaje	zmestí
pristaje	sedí
pristaje	pasuje
odobrenje	oprávnenie
odobrenje	povolenie
odobrenje	oprávnenia
odobrenje	schvaľovanie
odobrenje	schválenie
odobrenje	schválenia
odobrenje	súhlas
odobrenje	oprávnenie
mostova	mostov
mostova	mosty
novinarka	novinárka
novinarka	novinára
novinarka	novinár
novinarka	reportér
novinarka	reportérka
flora	flora
propast	doom
propast	skazu
propast	záhuby
promatrati	pozorovať
promatrati	pozorujú
stilova	štýly
hbo	hbo
opremljena	vybavené
opremljena	vybavená
opremljena	namontované
opremljena	vybavené
opremljena	vybavená
opremljena	vybavený
izvanredno	výnimočná
izvanredno	výnimočné
izvanredno	mimoriadne
izvanredno	mimoriadna
izvanredno	mimoriadny
izvanredno	vynikajúce
tvoj	tvoje
tvoj	váš
tvoj	vaša
tvoj	vaše
tvoj	tvoja
tvoj	tvoj
tvoj	váš
tvoj	tvoje
tvoj	tvoj
tvoj	vaše
tvoj	tvoja
tvoj	vaša
velimir	velimir
seattle	seattle
seattle	seattli
planeti	planéty
planeti	planét
protokol	protokolu
protokol	protokol
terra	terra
umjetna	umelých
umjetna	umelé
umjetna	umelá
umjetna	umelý
svinja	sviňa
svinja	prasa
tesla	tesla
luigi	luigi
metro	metro
kamenje	kamene
kamenje	kamene
kamenje	skaly
operativne	prevádzkové
operativne	prevádzková
operativne	operačný
operativne	operatívne
reinhold	reinhold
pumpe	čerpadiel
pumpe	pumpy
pumpe	čerpadlá
vodoravno	horizontálne
vodoravno	horizontálny
vodoravno	horizontálne
vodoravno	horizontálna
vela	závoj
vela	vela
golf	golf
golf	golfové
sklonost	sklon
sugerira	navrhuje
sugerira	naznačuje
palazzo	palazzo
većinski	väčšina
većinski	väčšinu
optički	optické
optički	optická
optički	optický
optički	optické
optički	optický
napoleona	napoleon
ovaca	ovčie
ovaca	oviec
ovaca	ovca
ovaca	ovce
beck	beck
helen	helena
helen	helen
manga	mango
manga	mango
manga	manga
sigurnošću	istota
sigurnošću	istoty
sigurnošću	istotu
organi	orgánov
organi	orgány
kantona	kantónov
okupljanja	zhromaždenia
okupljanja	zrazy
branitelji	obhajcov
teritoriji	územie
teritoriji	teritórium
teritoriji	územia
sutra	zajtrajšok
sutra	zajtra
kariba	karibiku
maroko	maroko
unutarnja	vnútorné
unutarnja	interné
unutarnja	vnútorná
unutarnja	interný
unutarnja	vnútorný
zapovjednici	veliteľov
moguć	možná
moguć	možné
moguć	možný
moguć	mozne
građanima	občanov
građanima	občania
jačanje	posilnenie
jačanje	posilnenia
jačanje	posilňovanie
jačanje	povzbudenie
jačanje	propagovať
jačanje	propagácia
trinidad	trinidad
alpe	alpy
alpe	alpách
slučajevi	prípady
slučajevi	prípadoch
slučajevi	prípadov
slučajevi	puzdrá
springer	springer
jupitera	jupiter
gif	gif
namjerava	plánuje
namjerava	zamýšľa
namjerava	mieni
sebastian	sebastian
novinari	stlačiť
novinari	tlač
novinari	stlačte
novinari	tlače
novinari	tlači
novinari	novinárom
novinari	novinári
novinari	novinárov
novinari	reportéri
plaže	pláže
plaže	pláž
plaže	pláži
plaže	beach
plaže	pláže
masters	majstri
masters	kapitánov
masters	majstrov
dekan	dekan
dekan	deana
dekan	dean
sony	sony
privukao	pritiahli
zec	zajac
zec	zajaca
zec	hare
zec	králiky
zec	králik
zec	zajac
šećer	cukor
šećer	cukru
šećer	cukrová
šećer	sugar
punta	punta
sfera	guľa
profesionalna	profesionálne
profesionalna	profesionál
profesionalna	odborná
profesionalna	profesionálny
profesionalna	profesionálna
sex	pohlavia
sex	pohlavie
sex	sex
invazija	invázia
invazija	inváziu
govornici	reproduktory
govornici	rečníci
govornici	rečníkov
genocid	genocídu
genocid	genocídy
genocid	genocída
blackmore	blackmore
bare	pond
bare	rybníky
potaknuti	podnietiť
potaknuti	čelné
plodovi	plodov
plodovi	ovocia
plodovi	plody
plodovi	ovocie
loša	zlý
loša	zlá
loša	bad
loša	zlé
loša	blbo
promjeru	priemer
laboratorij	laboratórium
laboratorij	laboratória
laboratorij	laboratórne
laboratorij	laboratóriá
laboratorij	laboratórium
rezidencija	bydlisko
rezidencija	pobyt
lange	lange
boca	boca
boca	fľašu
boca	fľaše
boca	fľaša
minas	minas
košarka	basketbal
tragedija	tragédia
tragedija	tragédie
bavarske	bavorský
nominaciju	nominácia
nominaciju	vymenovanie
nominaciju	nomináciu
specifična	špecifické
specifična	konkrétne
specifična	špecifická
specifična	osobitné
specifična	konkrétnych
specifična	špecifický
dokazano	dokázaná
dokazano	preukázané
dokazano	preukázaná
dokazano	dokázané
divlja	wild
divlja	divé
divlja	divá
divlja	divoký
divlja	voľne
iznenađenje	prekvapenie
iznenađenje	prekvapiť
prikupljanje	zbieranie
prikupljanje	zhromažďovanie
prikupljanje	zbierka
prikupljanje	kolekcia
prikupljanje	odber
prikupljanje	zber
greda	lúča
greda	lúč
greda	lúče
ličnost	osobnosť
ličnost	osobnosti
božanstva	božstvo
božanstva	božstiev
kukuruza	kukurica
izričito	explicitne
izričito	výslovne
izričito	vyslovene
drukčije	iný
drukčije	rozdielne
drukčije	rôzne
drukčije	iná
tribina	tribúny
panorama	panorama
incident	incident
veleposlanik	veľvyslankyňa
veleposlanik	veľvyslanec
slovaci	slováci
slovaci	slovákov
pijanist	klavirista
okupio	zostavené
christie	christie
bodovi	body
bodovi	bodov
gume	pneumatiky
gume	pneumatiky
gume	pneumatík
turističko	turistický
turističko	turista
turističko	turistická
turističko	turistické
gps	gps
mjuzikl	hudobný
mjuzikl	muzikál
mjuzikl	hudobná
mjuzikl	hudobné
mjuzikl	musical
daj	dať
daj	daj
daj	dajte
tjedno	týždenné
tjedno	týždenne
tjedno	týždenný
delaware	delaware
baca	hádže
peck	peck
mauzolej	mauzóleum
torpedo	torpédo
zavjet	zákone
dante	dante
poljaci	stĺpy
poljaci	poliaci
poljaci	poliakov
englezi	angličanov
englezi	anglický
englezi	slovensky
englezi	angličtina
englezi	angličtine
englezi	slovenčina
englezi	slovak
tragove	stopy
tragove	stôp
tragove	skladby
tragove	trate
tragove	stopy
tragove	indície
vedran	vedran
salona	salóne
salona	salónu
salona	salón
hat	klobúk
hat	čiapku
hat	čiapka
klan	klan
klan	klanu
križevci	križevci
stvori	vytvárať
stvori	vytvorte
stvori	vytvoriť
venera	venuša
gggg	rrrr
kopno	land
kopno	pozemok
kopno	pôdy
kopno	pozemky
kopno	pôda
kopno	pevniny
kopno	kontinent
kopno	pevninu
palma	palma
prelazak	prekračovaní
prelazak	križovatka
publikacija	uverejňovanie
publikacija	publikácie
provedena	realizované
provedena	implementované
provedena	vykonávané
provedena	zavedené
postignuća	úspechy
postignuća	úspechy
voldemort	voldemort
posuda	plavidlo
posuda	plavidla
posuda	nádoba
planirao	plánované
planirao	plánuje
planirao	plánovaný
planirao	naplánovaná
planirao	plánovaná
otrov	jedom
otrov	jed
otrov	jedu
otrov	jedom
otrov	otráviť
otrov	jedu
otrov	jed
eksplozija	výbuchu
eksplozija	výbuch
eksplozija	výbuchu
eksplozija	explózie
eksplozija	explóziu
eksplozija	explózia
eksplozija	výbuch
berry	berry
poplave	záplavy
poplave	povodne
poplave	záplavy
poplave	povodne
poplave	povodňovej
ordo	ordo
alt	alt
urtica	urtica
pružiti	poskytnúť
pružiti	poskytovať
dipl	dipl
irena	irena
irena	irene
poljoprivredu	poľnohospodárstva
poljoprivredu	poľnohospodárstvo
susjedi	susedov
susjedi	susedia
susjedi	susedov
susjedi	susedia
susjedi	susedné
buna	buna
alkohol	lieh
alkohol	alkoholu
alkohol	alkohol
alkohol	alkoholom
dora	dora
obiteljima	rodiny
obiteljima	rodín
obiteljima	rodinám
peto	piaty
peto	piata
peto	piate
mustafa	mustafa
kamp	tábora
kamp	camp
kamp	tábor
dojke	prsníkov
dojke	prsníka
dojke	prsia
komentara	komentár
komentara	pripomienky
komentara	komentáre
komentara	komentárov
organizirano	organizovanému
organizirano	organizovaný
organizirano	organizovaná
organizirano	organizované
organizirano	organizovaná
organizirano	organizovaný
organizirano	organizované
naglasiti	zdôrazniť
naglasiti	zdôraznenie
naglasiti	zdôrazniť
kum	krstný
uvale	polí
svjedok	svedka
svjedok	svedok
živo	živá
živo	živo
aranžman	usporiadanie
izlaže	vystavuje
izlaže	odhalí
brojke	počty
brojke	čísla
brojke	údaje
batman	batman
bacio	hodili
bacio	hodil
dijalog	dialóg
dijalog	dialógy
dijalog	dialógu
dijalog	dialóg
usvojen	prijatý
usvojen	prijaté
usvojen	prijatá
rasti	rásť
rasti	rastú
rasti	pestovať
koloniju	kolónie
koloniju	kolóniu
koloniju	kolónia
koloniju	kolónii
pozitivan	pozitívnych
pozitivan	pozitívne
pozitivan	pozitívna
pozitivan	kladná
pozitivan	pozitívny
odluci	rozhodnutie
odluci	rozhodnutia
apache	apache
prihvaćanje	akceptovanie
prihvaćanje	prijíma
prihvaćanje	akceptovanie
prihvaćanje	prijatie
dob	age
dob	veku
dob	vek
podne	poludnie
podne	napoludnie
kritizirao	kritizovali
kritizirao	kritizoval
kritizirao	kritizovali
kritizirao	kritizoval
tina	tina
debljina	hrúbky
debljina	hrúbka
dolar	dolár
paulie	paulie
paulie	paula
sjene	tiene
sjene	tieň
sjene	tieňom
sjene	tieňa
staljin	stalin
lopez	lopez
jimi	jimi
rtl	rtl
poteškoća	ťažkosti
poteškoća	ťažkostiach
poteškoća	náročnosť
disanje	dýchať
disanje	dýcha
disanje	dýchacie
disanje	dýchanie
disanje	dýchanie
ogroman	obrovský
ogroman	obrovská
ogroman	obrovské
software	softvér
software	software
arabije	arábia
predsjedništvo	predsedníctva
predsjedništvo	predsedníctvo
olga	olga
jede	jedenie
jede	jem
jede	stravovanie
jede	jesť
jede	zje
odgoja	výchova
gusto	hrubý
gusto	hustá
gusto	husté
gusto	hrubé
gusto	hrubá
konga	konga
rekonstrukcija	rekonštrukcia
rekonstrukcija	rekonštrukcie
erupcija	erupcia
erupcija	výbuch
šesnaest	sixteen
šesnaest	šestnásť
nicolas	nicolas
podići	zdvihnúť
podići	zvýšiť
podići	zvyšovať
kan	khan
kan	kan
sumnja	podozriví
sumnja	podozrivých
sumnja	podozrenie
sumnja	podozrenia
sumnja	pochybovať
sumnja	pochybnosť
sumnja	pochybujem
sumnja	pochybnosti
sumnja	pochybností
sumnja	pochybnosti
sumnja	podozrenie
sumnja	podozrivý
nastanjuje	obýva
sbc	sbc
uživa	užíva
igranje	hrať
igranje	hrajú
igranje	hranie
igranje	prehrávanie
jaki	silná
jaki	silní
jaki	silné
jaki	silný
horn	roh
horn	trúba
pobunjenika	rebel
pristupio	sprístupnené
pažljivo	opatrne
pažljivo	starostlivo
pažljivo	pozorne
pažljivo	dôkladne
biblija	biblia
biblija	bibliu
biblija	biblie
četrnaest	fourteen
četrnaest	štrnásť
koordinate	súradnice
walesa	wales
walesa	walesu
sao	sao
stockholm	štokholmský
stockholm	štokholmského
magnetsko	magnetický
magnetsko	magnetické
zbunjen	zmätené
zbunjen	zmätení
zbunjen	zmätený
standardima	štandardov
standardima	normy
standardima	štandardy
kontroverze	spor
abdul	abdul
margaret	margaret
price	price
price	cena
price	cene
price	príbehy
price	príspevky
price	príbehov
stana	stan
stana	stana
židove	židom
židove	židov
židove	židia
židove	žid
cactaceae	cactaceae
vojislav	vojislav
atlantic	atlantiku
atlantic	atlantic
atlantic	atlantický
atlantic	atlantik
očuvanju	zachovanie
očuvanju	zachovávanie
očuvanju	uchovávanie
očuvanju	konzervovanie
blokiran	zablokovaný
blokiran	blokované
blokiran	zablokované
svinje	prasatá
svinje	ošípané
svinje	svine
svinje	prasce
svinje	ošípaných
platforme	plošiny
platforme	platformy
platforme	platforiem
arterije	tepny
arterije	artérie
kabine	chatky
kabine	kajuty
kabine	kabíny
aves	aves
plamen	plameňa
plamen	plameň
plamen	plamene
uspostavlja	stanovuje
beat	beat
beat	rytmus
beat	biť
beat	poraziť
čuvar	strážca
čuvar	strážny
čuvar	ochranca
čuvar	strážca
čuvar	stráž
čuvar	strážiť
čuvar	strážnik
ratko	ratko
hrast	dub
melodije	melódie
kiss	pusa
kiss	bozk
kiss	kiss
kiss	pobozkať
optužio	obvinená
optužio	obvinený
optužio	obvinili
optužio	obvinených
odgovorna	zodpovedný
odgovorna	zodpovedné
odgovorna	zodpovedných
odgovorna	zodpovedná
icao	icao
doseg	rozsah
doseg	rozpätie
doseg	rozsahu
doseg	dosah
doseg	reach
doseg	dosiahnuť
premijeru	premiéra
premijeru	premiéru
infrastrukture	infraštruktúra
infrastrukture	infraštruktúru
okusa	chute
okusa	príchute
okusa	chut
okusa	chuť
okusa	chuti
okusa	chutí
okusa	chuť
okusa	príchuť
prekinuta	prerušená
prekinuta	prerušené
prekinuta	prerušený
osjećaje	pocity
osjećaje	city
osjećaje	citov
organiziran	organizovanému
organiziran	organizovaný
organiziran	organizovaná
organiziran	organizované
organiziran	organizovaná
organiziran	organizovaný
organiziran	organizované
lamarck	lamarck
hipoteza	hypotézy
hipoteza	hypotéza
hipoteza	predpoklad
organiziranje	zorganizovanie
organiziranje	organizovanie
organiziranje	organizovať
organiziranje	organizovanie
obrt	plavidlo
obrt	plavidlá
obrt	remeslá
kylie	kylie
pravno	zákonne
pravno	právne
pravno	legálne
pravno	zákonné
pravno	právna
pravno	právny
pravno	právne
pravno	legálne
zbroj	súčet
zbroj	suma
bačka	bačka
diamond	diamond
diamond	diamant
neil	neil
preživjeti	prežije
preživjeti	prežijú
preživjeti	prežiť
izdvojiti	prideliť
poglavar	náčelník
predlošci	šablóny
duncan	duncan
pumpa	čerpadlo
pumpa	pumpa
fern	fern
airbus	airbus
clara	clara
clara	klára
slijedio	nasledovala
slijedio	sledovaní
slijedio	nasledovalo
slijedio	sledované
slijedio	nasledovali
slijedio	sledoval
pera	pierko
pera	perie
pera	peria
pera	perie
pera	peria
norme	normy
norme	normou
norme	norma
nosa	nosa
nosa	nose
nosa	nos
bomba	bomby
bomba	bomba
metalni	kovov
metalni	kovy
metalni	metal
metalni	kovová
metalni	kovové
metalni	kov
metalni	kovových
metalni	kovová
metalni	kovového
metalni	kovové
metalni	kovový
tower	tower
tower	veža
bush	bush
bush	busha
ujak	ujo
ujak	strýko
dokumenta	dokumenty
dokumenta	doklady
dokumenta	dokumentov
dokumenta	písomnosti
dokumenta	doklad
dokumenta	dokument
dokumenta	písomnosť
dokumenta	dokumentu
bauer	bauer
izvorna	originálny
izvorna	pôvodný
izvorna	original
izvorna	originálne
izvorna	originál
izvorna	pôvodné
dominiraju	dominovať
dominiraju	ovládnuť
dominiraju	prevládajú
sara	sarah
sara	sára
sara	sara
sara	sára
sara	saru
lokomotive	lokomotíva
lokomotive	lokomotívy
rené	rené
rené	rené
rené	rene
česi	česi
radoslav	radoslav
neriješeno	kravatu
neriješeno	nevyriešené
sullivan	sullivan
firenca	florence
slabi	slabý
slabi	slabá
slabi	slabé
slabi	slabí
svijetlo	ľahký
svijetlo	svetlo
svijetlo	svetla
svijetlo	jasná
svijetlo	svetlý
svijetlo	svetlé
braun	braun
preporučuje	odporúča
preporučuje	odporúčame
preporučuje	odporúčané
preporučuje	odporúča
preporučuje	odporúčaný
preporučuje	odporúčaná
predsjednici	predsedovia
predsjednici	predsedov
predsjednici	prezidentov
dodavanja	pridávanie
dodavanja	pridanie
robovi	otroci
robovi	otrokom
robovi	otrokov
zadatke	pridelenia
zadatke	úlohy
zadatke	úlohy
zadatke	úloh
posjeti	navštívte
posjeti	návšteva
posjeti	návštevy
posjeti	navštíviť
posjeti	návštevu
posjeti	návštevy
posjeti	návštev
posjeti	návšteva
posjeti	navštíviť
ekonomist	ekonóm
emitiranje	vysielanie
emitiranje	vysielať
emitiranje	vysielania
emitiranje	vysielanie
emitiranje	vysielať
emitiranje	vysielania
kapelan	kaplán
iata	iata
parkova	parky
parkova	parkov
pločice	dlaždice
pločice	dlaždice
izrazi	výrazy
vladislav	vladislav
vulkan	sopka
vulkan	vulcan
jacob	jacob
jacob	jakub
odvodi	kanalizácie
purcell	purcell
katoličanstvo	katolicizmus
vegetacije	vegetácie
naizgled	zdanlivo
rasbora	klinovitá
okružuju	okolité
okružuju	okolitých
okružuju	obklopujú
inspektor	inšpektor
inspektor	inšpektora
intervencije	intervencie
intervencije	zásahy
intervencije	intervencií
intervencije	intervencie
intervencije	zásah
intervencije	intervencia
tucker	tucker
porez	dane
porez	daň
porez	daňové
porez	dane
porez	daní
jame	jamy
jame	pit
jame	jama
portland	portlande
rovinj	rovinj
diana	diana
pretpostavka	dohady
pretpostavka	domnienka
pretpostavka	predpoklad
pretpostavka	domnienka
pretpostavka	predpokladu
pretpostavka	prevzatie
predgrađu	predmestie
predgrađu	prímestskej
predgrađu	predmestí
isaac	isaac
gljive	huby
gljive	húb
gljive	huba
gljive	huby
pojačanje	posily
pojačanje	posily
pojačanje	zálohy
pojačanje	záloha
pojačanje	zálohu
logore	táboroch
logore	tábory
logore	táborov
tumora	tumor
tumora	nádoru
tumora	nádor
sjeme	osiva
sjeme	semeno
sjeme	osivo
sjeme	semienka
sjeme	semená
sjeme	semien
lucija	lucius
lucija	lucia
rožnice	rohovky
rožnice	rohovky
rožnice	rohovky
branitelj	ochranca
branitelj	obranca
branitelj	obhajca
poljoprivredi	poľnohospodárstva
poljoprivredi	poľnohospodárstvo
preostalo	zostávajúca
preostalo	zostávajúci
preostalo	zostáva
preostalo	zostávajúce
silvio	silvio
majica	košeľa
majica	trička
majica	tričko
zur	zur
izgubiti	stratiť
izgubiti	prehrať
smjernice	usmernenia
smjernice	usmernenie
smjernice	návod
smjernice	usmernenia
smjernice	smernice
srebrni	strieborný
srebrni	striebro
srebrni	strieborná
srebrni	silver
estonija	estónska
estonija	estónsko
ibrahim	ibrahim
hladno	studená
hladno	studené
hladno	chladná
hladno	zima
hladno	chlad
duhovno	duchovný
duhovno	duchovného
duhovno	duchovné
duhovno	duchovne
eduardo	eduardo
ehrenberg	ehrenberg
armenija	arménska
armenija	arménsko
grace	pôvab
grace	grace
grace	milosti
grace	milosť
radar	radar
radar	radarové
komentare	komentár
komentare	pripomienky
komentare	komentáre
komentare	komentárov
pérez	pérez
prebivalište	bydlisko
prebivalište	pobyt
eagle	orol
droga	lieky
droga	drogy
droga	liek
droga	droga
droga	drogu
droga	drog
mlađa	mladšie
mlađa	mladšia
mlađa	mladší
mlađa	mladšieho
pogubljen	vykonaný
pogubljen	popravený
pogubljen	vykonané
pogubljen	vykonávané
pogubljen	vykonaná
julia	julia
julia	júlia
tin	tin
tin	cínu
baba	baba
moto	motto
moto	moto
bombardiranje	bombardovanie
bombardiranje	bombardovanie
goli	nahý
goli	nahá
goli	nahé
goli	nahá
goli	nahý
goli	nahé
moral	morálku
moral	morálka
moral	morálky
moral	morálka
moral	morálku
moral	morálky
moral	morálka
jamie	jamie
camus	camus
podržavao	podporovaný
podržavao	podporovaných
podržavao	podporované
podržavao	podporil
podržavao	podporovaná
punjenje	nabíjanie
punjenje	nabíjania
andromeda	andromeda
najjači	najsilnejší
najjači	najsilnejšie
najjači	najsilnejšia
rase	preteky
rase	závody
rase	rasy
označena	označené
označena	označená
označena	označený
označena	označení
označena	označené
označena	označená
wattenwyl	wattenwyl
valove	vlny
valove	vĺn
con	con
rey	rey
hunter	hunter
hunter	lovec
tajno	tajne
tajno	tajný
tajno	secret
tajno	tajná
tajno	tajomstvo
tajno	tajné
akt	čin
akt	akt
akt	act
akt	konať
poglavice	šéfov
etimologija	etymológia
seks	pohlavia
seks	pohlavie
seks	sex
locke	locke
uha	ucha
uha	uchu
uha	ucho
ponuda	ponúka
ponuda	ponuky
ponuda	ponúk
ponuda	ponúknuť
ponuda	ponuka
ponuda	ponuku
holm	holm
unutra	dovnútra
unutra	vnútri
meč	zhodovať
meč	zápas
meč	zhoda
meč	zhody
jutra	rána
jutra	dopoludnia
aplikacije	prihlášky
aplikacije	aplikácií
aplikacije	aplikácie
aplikacije	žiadosti
aplikacije	aplikácií
aplikacije	aplikácie
čaj	caj
čaj	čaj
čaj	čaju
čaj	tea
ine	ine
ames	ames
ames	ame
pokretač	spúšťač
forma	formulár
forma	formulára
forma	forma
forma	forme
inspiracija	inšpirácie
inspiracija	inšpiráciu
inspiracija	inšpirácia
neuspješno	neúspešne
neuspješno	neúspešné
neuspješno	neúspešný
puk	pluku
transfer	presun
transfer	prenos
transfer	prevod
sateliti	satelity
sateliti	satelitov
lgbt	lgbt
memorije	pamäte
memorije	pamäť
memorije	spomienka
memorije	spomienku
pride	pýcha
pride	hrdosť
pride	hrdosti
pride	pride
italia	italia
