par	關於
provinces	省份
provinces	各省
klubi	俱樂部
klubi	梅花
vara	銅礦
vara	銅
vara	電力
vara	電源
vara	動力
vara	權力
nacionālais	national
nacionālais	國家
profesors	教授
organizācija	組織
organizācija	組織
wiki	wiki
nākamais	下一步
naktī	夜晚
naktī	晚上
naktī	夜
pārāk	太
kauja	戰
kauja	戰役
kauja	戰鬥
orbītā	軌道
pārstāvji	代表
atbilst	匹配
atbilst	火柴
atbilst	匹配
atbilst	比對
atbilst	match
satiksme	交通
līguma	合同
līguma	合約
reti	極少
reti	稀有
reti	難得
reti	罕見
atpakaļ	落後
atpakaļ	倒退
atpakaļ	背
atpakaļ	回
darbā	招聘
darbā	招募
aug	生長
aug	成長
aug	上升
piešķirts	指派
piešķirts	准予
dinastija	朝代
dinastija	王朝
sniega	下雪
sniega	雪
sniega	snow
piekrastes	沿海
vladimirs	vladimir
punktus	點
punktus	點數
punktus	積分
rūpniecības	工業
skaņas	聲音
skaņas	音效
kalns	山
kalns	山區
kalns	山地
dzīve	生命
dzīve	人生
dzīve	生活
spēja	能力
spēja	容量
spēja	能力
spēja	能力
deju	舞蹈
deju	跳舞
deju	舞
māja	屋
māja	房屋
māja	房子
marijas	marie
dānijas	丹麥
balss	語音
balss	嗓子
balss	聲音
varbūt	或許
varbūt	或許
varbūt	也許
maija	maya
romāns	roman
romāns	小說
sacelšanās	起義
sacelšanās	叛亂
sacelšanās	反抗
sacelšanās	起義
sacelšanās	叛亂
sacelšanās	叛逆
sacelšanās	反叛
atbalsta	支援
sia	sia
sia	ltd
reformas	改革
numuru	數字
numuru	數
numuru	號碼
numuru	編號
maz	小
salīdzinoši	相對
karaliste	王國
karaliste	國度
direktors	主任
direktors	導演
direktors	司長
svētki	節
svētki	節慶
svētki	節日
svētki	節日
svētki	慶典
svētki	慶祝
sirds	心
sirds	心臟
otrs	第二
otrs	秒
krievija	俄
krievija	俄國
krievija	俄羅斯
logo	標誌
logo	標識
saraksta	名單
saraksta	清單
saraksta	列表
van	貨車
van	梵
van	範
mūra	moore
mūra	穆爾
mūra	摩爾
dziedātāja	singer
dziedātāja	歌手
deputāts	會員
deputāts	成員
attīstību	演化
attīstību	演變
attīstību	進化
attīstību	演進
problēmas	問題
ātrumu	速度
ātrumu	速
piederēja	屬於
ātrums	速度
ātrums	速度
ātrums	速
sasniegt	實現
romiešu	roman
nekad	從未
nekad	從不
nekad	從來沒有
čempioni	冠軍
parīzē	巴黎
sacīkstes	種族
sacīkstes	賽車
sacīkstes	比賽
sacīkstes	賽跑
sacīkstes	種族
sacīkstes	競賽
arhitekts	建築師
autoceļš	公路
autoceļš	道路
autoceļš	路
stacijā	站
stacijā	車站
tek	tek
nodaļas	師團
maršruts	路線
maršruts	行程
janvāra	一月
ģimene	家人
ģimene	家屬
ģimene	家庭
deva	用量
deva	劑量
deva	劑量
karte	地圖
ūdeni	飲水
ūdeni	水
katrs	每個
vecākais	前輩
vecākais	長輩
vecākais	長老
vecākais	資深
vecākais	最年長
ārsts	內科醫生
ārsts	醫師
ārsts	醫生
ārsts	博士
dati	資料
labāk	更好
lietot	利用
lietot	使用
aizņem	佔據
aizņem	佔用
aizņem	佔領
līča	海灣
atlantijas	大西洋
norvēģijas	挪威
lielāks	較大
lielāks	更大
lielāks	較大
nosaukumi	人名
nosaukumi	名稱
nosaukumi	姓名
tēva	父親
tēva	神父
tēva	父
ziemā	winter
ziemā	冬
ziemā	冬季
ziemā	冬天
dažkārt	有時候
france	法國
brazīlijas	巴西
rekords	唱片
rekords	記錄
rekords	紀錄
vēja	風
sievietes	女
sievietes	女性
sievietes	婦女
sievietes	女性
mērķi	目標
mērķi	目的
mērķi	宗旨
mērķi	目標
mērķi	目標
tīkla	網路
tīkla	網
krāsa	色
krāsa	彩色
krāsa	顏色
krāsa	色彩
krāsa	彩色
krāsa	顏色
krāsa	色彩
novembra	十一月
skolotāju	老師
skolotāju	教師
pauls	保羅
pauls	paul
pauls	pauls
attēla	影象
attēla	影像
attēla	圖片
mantojuma	繼承權
mantojuma	繼承
mantojuma	遺產
mantojuma	遺產
nationalcaps	nationalcaps
zvaigzne	星星
zvaigzne	恆星
zvaigzne	star
zvaigzne	星
zvaigzne	明星
vārtus	門
vārtus	大門
iespēja	機會
iespēja	機遇
iespēja	機會
iespēja	選項
iespēja	可能性
nationalgoals	nationalgoals
spēlētāji	球員
spēlētāji	玩家
tiesas	法庭
tiesas	法院
mātes	產婦
mātes	母性
mātes	母后
mātes	母親
rudenī	秋季
rudenī	秋天
rudenī	秋
veselības	健康
mēnešus	月
mēnešus	月份
piecas	五
piecas	五個
gleznotājs	畫師
gleznotājs	畫家
karaspēku	部隊
francija	法國
viljams	威廉
tirgus	市場
tirgus	市場
puse	黨
puse	政黨
puse	宴會
puse	派對
puse	聚會
laikam	猜猜
laikam	猜
mācītājs	祭司
londonā	倫敦
slimības	疾病
slimības	病
slimības	疾病
slimības	病
slimības	疾病
cilts	部族
cilts	部落
viktors	viktor
viktors	victor
likums	法律
džordžs	喬治
džordžs	george
spēlēt	玩
spēlēt	彈
spēlēt	播放
vīriešiem	男性
vīriešiem	男人
vīriešiem	男子
kājas	英尺
kājas	腳
kājas	腿
lietuvā	立陶宛
berlīnes	柏林
berlīnes	berlin
centrālās	中央
šķērso	跨越
šķērso	穿越
kategorijā	類別
bibliotēka	圖書館
vajadzībām	需求
vajadzībām	需要
astes	尾巴
astes	尾
astes	尾
astes	背面
astes	反面
divīzija	組織
izmērs	大小
izmērs	體積
izmērs	尺寸
nasa	nasa
iepriekšējais	先前
tornis	tower
tornis	塔
tornis	塔台
neliela	輕微
ilgums	期限
programma	方案
programma	程式
programma	方案
institūts	研究所
grūti	難
grūti	硬
grūti	辛苦
grūti	困難
grūti	難
grūti	艱難
naftas	石油
vidējais	平均
vidējais	平均值
vidējais	中位數
veidot	創建
veidot	建
veidot	建立
saimniecības	持有
saimniecības	控股
saimniecības	農場
saimniecības	農場
saimniecības	農莊
saimniecības	持有
saimniecības	控股
muzeja	博物館
kuģi	船隻
kuģi	船舶
kuģi	船隻
hercogs	公爵
objekti	物體
objekti	天體
objekti	物件
strādā	工作
posms	階段
posms	台階
posms	步驟
posms	步
posms	舞台
posms	階段
stipri	強大
stipri	強壯
stipri	強烈
stipri	強
stipri	堅強
komisijas	傭金
komisijas	委員會
statuss	狀況
statuss	狀態
statuss	現況
regulāri	定期
regulāri	經常
klase	階級
klase	類
klase	類別
klase	課堂
klase	班級
val	val
val	瓦爾
plānots	排定
iekļautas	包括
savieno	連結
savieno	連線
savieno	連結
politiskā	政治
cīņu	打架
cīņu	打
cīņu	戰鬥
dažreiz	有時候
metāla	金屬
metāla	金屬
bataljona	營
windows	windows
windows	窗
windows	視窗
putniem	鳥類
putniem	鳥
putniem	鳥兒
edgars	edgar
krustojumā	交集
krustojumā	路口
krustojumā	十字路口
meita	女兒
inženieris	工程師
šūnas	細胞
kijevas	基輔
ffffff	ffffff
ekspedīcijas	探險
stundas	小時
stundas	每小時
klimats	氣候
pusi	一半
pusi	半
pusi	半數
atsevišķi	個別
atsevišķi	分離
atrast	定位
atrast	找到
atrast	尋找
galva	頭
galva	頭部
lidojuma	班機
lidojuma	飛行
čehijas	捷克
mazā	嬰兒
mazā	baby
mazā	寶貝
mazā	寶寶
galerija	畫廊
beidzas	末端
beidzas	到期
beidzas	過期
beidzas	結局
beidzas	結尾
ziņas	新聞
reliģija	宗教信仰
reliģija	宗教
ietver	包括
ietver	包括
operācijas	手術
operācijas	外科手術
telpas	房舍
telpas	房地
telpas	空格
telpas	空間
telpas	客房
telpas	房間
lieli	大型
lieli	big
lieli	大
veidi	類型
loma	作用
loma	角色
laukums	面積
laukums	地區
laukums	區域
laukums	區
pārstāvis	代表
kopējo	常見
kopējo	通用
kopējo	共同
joslas	樂團
joslas	樂隊
joslas	樂隊
filozofs	哲學家
robeža	邊界
robeža	邊框
robeža	邊境
robeža	邊界
robeža	限制
robeža	上限
robeža	極限
robeža	限
robeža	限額
lielāka	較大
lielāka	更大
lielāka	較大
mājās	首頁
mājās	家
mājās	home
mājās	住家
grieķijas	希臘文
grieķijas	希臘
vadītāja	駕駛
vadītāja	司機
vadītāja	駕駛員
zirgu	馬
zirgu	馬匹
tiesa	法庭
tiesa	法院
bankas	銀行
sieva	妻子
purva	沼澤
purva	沼澤地
bērniem	兒童
lomas	作用
lomas	角色
vietne	網站
vietne	工地
diennakts	通宵
četri	四個
četri	四
četri	四名
savvaļas	狂野
savvaļas	野
savvaļas	野性
savvaļas	野生
savvaļas	野生動物
lielākoties	大多
projekts	項目
pētījumi	研究
pētījumi	研究
institūtā	研究所
komandieri	指揮官
komandieri	司令
mārtiņš	martin
mārtiņš	馬丁
brāļi	兄妹
izskatās	看起來
tehnoloģiju	技術
tehnoloģiju	科技
beidzot	終於
lietots	使用
malas	邊緣
malas	邊緣
virsnieks	官
virsnieks	軍官
saistīts	相關
tumši	黑
tumši	暗
tumši	黑暗
struktūra	結構
centrālā	中央
jūnija	六月份
jūnija	六月
ziemeļrietumu	西北
ziemeļrietumu	西北
kļūt	成為
zinātnieki	學者
zinātnieki	科學家
celta	建
celta	內建
min	閔
min	敏
iestādes	當局
iestādes	機構
kreisais	左側
kreisais	左
kreisais	左翼
kreisais	左邊
lietus	雨
lietus	下雨
lietus	雨水
heinrihs	heinrich
senās	古代
senās	古老
mazuļi	小熊
ādas	皮革
ādas	皮
ādas	肌膚
ķermenis	屍體
ķermenis	體
ķermenis	身體
kods	密碼
kods	編碼
kods	碼
enerģija	能量
enerģija	能源
pēdējās	上次
pēdējās	最後
panākumus	成功
metodes	方法
ļāva	啟用
eduards	eduard
atkārtoti	反復
atkārtoti	反復
līmenis	層次
līmenis	級別
līmenis	等級
līmenis	三級
līmenis	關卡
jurists	律師
dzimšanas	出生
modelis	模範
modelis	示範
modelis	模型
modelis	型號
modelis	模特兒
uzstādīts	安裝
parīzes	巴黎
augstāko	最高
simbols	象徵
simbols	符號
cieta	固體
cieta	固態
cieta	實心
cieta	扎實
cieta	堅固
cieta	僵化
salām	群島
salām	島嶼
kompānijas	公司
nezināms	未知
nezināms	不明
ekspedīcija	探險
īpašnieks	所有者
īpašnieks	業主
kustība	動議
kustība	運動
kustība	運動
kapos	墳墓
kapos	墓穴
satversmes	憲政
brīvi	流利
brīvi	流暢
gāzes	氣
gāzes	天然氣
gāzes	汽油
gāzes	氣體
gāzes	氣體
saruna	對話
noteikumi	規則
noteikumi	細則
pašas	相同
pašvaldības	市政府
pašvaldības	市鎮
dažiem	一些
dažiem	有些
eiro	歐元
eiro	歐元
baznīcā	教會
baznīcā	教堂
dziedātājs	singer
dziedātājs	歌手
dievs	神
satiksmes	交通
literatūrā	文獻
literatūrā	文學
pamata	基本
dzīvniekiem	動物
karavīru	士兵
attīstība	發展
attīstība	演化
attīstība	演變
attīstība	進化
attīstība	演進
sts	sts
vispirms	首先
vispirms	第一
iepriekšējā	先前
parka	樸
parka	公園
līderis	領導人
līderis	領導者
līderis	領袖
klases	類別
klases	班級
veidnes	樣板
veidnes	模板
veidnes	模具
veidnes	模具
ford	福特
ford	ford
matemātiķis	數學家
spārnu	永
spārnu	翼
pašvaldība	市
profesionāls	專業
platums	緯度
platums	寬度
platums	寬
arena	舞台
arena	競技場
arena	體育館
vairums	最多
vairums	大部分
vairums	多數
vairums	大多
vairums	大多數
prēmijas	獎金
prēmijas	紅利
prēmijas	保費
prēmijas	保險費
statistika	統計數字
programmu	方案
programmu	程式
programmu	方案
skaņu	聲音
skaņu	音效
zāle	草
zāle	草地
zāle	草叢
amats	功能
amats	職能
amats	函數
amats	職位
amats	位置
amats	立場
amats	張貼
amats	郵政
amats	post
februāra	二月
februāra	二月
sergejs	sergei
japāna	日本
krastu	岸上
krastu	岸
krastu	岸邊
krastu	海岸
paralēli	並行
paralēli	平行
balta	white
balta	白
balta	白色
izskats	外觀
izskats	外表
izskats	外貌
pašreizējais	電流
pašreizējais	現任
pašreizējais	目前
pašreizējais	現任
biedru	交配
biedru	隊友
žurnālists	記者
tīmekļa	web
tīmekļa	網
tīmekļa	網路
masas	質量
masas	彌撒
standarta	標準
piemērs	範例
praktiski	實用
neliels	輕微
marks	標記
marks	標示
marks	馬克
marks	mark
marks	marc
vajadzētu	應該
augstu	高
uzmanību	注意
uzmanību	注意力
teksts	文字
teksts	案文
iekārtas	裝備
iekārtas	機械
iekārtas	設施
iekārtas	裝置
mākslinieku	藝術家
mākslinieku	藝人
ēriks	eric
ēriks	erik
somijā	芬蘭
ģitāra	吉他
pols	保羅
pols	paul
music	音樂
dienām	日子
dienām	天數
veiksmīgi	成功
veiksmīgi	成功
mājaslapā	網站
mājaslapā	網頁
mājaslapā	首頁
fakultātes	院系
priekšā	前面
priekšā	陣線
augstākais	最高
lācis	熊
operas	opera
operas	歌劇
papildu	附加
papildu	額外
papildu	多餘
papildu	補充
tilta	橋
tilta	艦橋
tilta	大橋
tilta	橋梁
tilta	橋牌
apstiprināja	確認
rezerves	準備金
rezerves	儲備
rezerves	準備金
rezerves	儲備
runā	講話
runā	演講
runā	語音
runā	演說
dolāru	元
dolāru	美元
kvalifikācijas	資歷
kvalifikācijas	資格
versijas	版本
apraksts	說明
apraksts	描述
biedrība	結社
biedrība	協會
uzdevums	任務
esošo	現存
esošo	現有
žurnāla	日誌
skatuves	呼
skatuves	唷
skatuves	場景
skatuves	現場
skatuves	一幕
deivids	大衛
deivids	david
nespēja	無能力
skaitlis	數字
skaitlis	數
skaitlis	號碼
skaitlis	編號
paraksts	簽名
paraksts	簽字
paraksts	簽署
kustību	運動
portugāles	葡萄牙語
portugāles	葡萄牙
sērija	系列
sērija	批次
sērija	分批
slavas	名望
slavas	名氣
kristus	基督
atsevišķu	分離
platības	地區
ietekme	撞擊
ietekme	影響力
ietekme	影響
ietekme	衝擊
ietekme	影響力
ietekme	影響
ietekme	特效
ietekme	效應
ietekme	影響
ietekme	效果
ietekme	特效
ietekme	效果
ietekme	效應
vēsturi	歷史
veidots	建
veidots	內建
notikumi	事件
notikumi	活動
tomass	托馬斯
tomass	thomas
uzņēmumi	企業
uzņēmumi	公司
uzņēmumi	企業
acis	眼神
acis	雙眼
acis	眼睛
acis	眼
atmosfēras	氣氛
atmosfēras	大氣
atmosfēras	大氣層
atmosfēras	氛圍
atmosfēras	大氣
maikls	麥可
maikls	michael
līdzīga	類似
līdzīga	相似
literatūra	文獻
literatūra	文學
literatūra	書目
pakāpeniski	漸進
pakāpeniski	逐漸
pakāpeniski	逐步
pakāpeniski	逐漸
flotes	艦隊
flotes	船隊
flotes	車隊
flotes	船隊
četriem	四個
četriem	四
četriem	四名
redzams	可見
augi	植物
augi	藥草
augi	草藥
apvienības	社團
apvienības	聯盟
apvienības	同盟
raksturīgs	典型
daudziem	許多
pakāpes	等級
pakāpes	年級
pakāpes	等級
pakāpes	成績
uzvārds	姓
uzvārds	姓氏
baltā	white
baltā	白
baltā	白色
rūpnīca	廠
rūpnīca	植物
rūpnīca	工廠
rūpnīca	廠
rūpnīca	工廠
mazais	小
mācības	培訓
mācības	訓練
politikas	政策
politikas	政策
ernests	ernest
mežu	林地
piemīt	展覽
piemīt	展品
putns	伯德
putns	鳥
skolotājs	老師
skolotājs	教師
purvs	芬
purvs	沼澤
purvs	沼澤地
purvs	沼澤
pietekas	支流
islāma	伊斯蘭
islāma	伊斯蘭
islāma	伊斯蘭教
augsta	高
aprīļa	四月
aprīļa	四月份
laukumā	正方形
laukumā	平方
laukumā	方塊
laukumā	方形
laukumā	廣場
ražošana	製造業
ražošana	製造
ražošana	生產
ražošana	製作
ražošana	產量
ražošana	生產
ražošana	製造業
ražošana	製造
love	戀愛
love	愛
love	love
love	愛情
pussalas	半島
īpašumā	擁有
melnā	黑
melnā	black
melnā	黑色
melnā	黑人
idejas	想法
īrijas	愛爾蘭
priekšsēdētāja	總統
priekšsēdētāja	主席
priekšsēdētāja	主席
tūkstošiem	數千
profesija	職業
profesija	專業
profesija	職業
profesija	佔領
barību	動態
barību	飼料
international	國際
tramvaju	電車
tramvaju	電車
spēkā	有效
spēkā	武力
priekšnieks	首席
priekšnieks	科長
priekšnieks	boss
priekšnieks	老大
priekšnieks	老闆
pozīcijas	職位
pozīcijas	標題
grupām	群組
grupām	團體
savienojumi	人脈
savienojumi	化合物
instrumenti	儀器
instrumenti	樂器
instrumenti	文書
instrumenti	工具
instrumenti	儀器
instrumenti	儀表
sievas	妻子
federācija	聯邦
augsts	高
pareizticīgo	東正教
pareizticīgo	正統
pareizticīgo	正教
militāro	軍方
militāro	軍事
spēka	力氣
spēka	強度
spēka	實力
spēka	力量
spēka	體力
spēka	武力
cenšas	嘗試
zvaigznes	星星
zvaigznes	明星
zvaigznes	星空
zvaigznes	星
zvaigznes	恆星
vēsturnieks	歷史學家
live	活
live	直播
live	live
meistars	主人
meistars	大師
meistars	師父
meistars	師傅
deputāti	成員
termins	任期
termins	術語
termins	學期
nesējs	航空母艦
nesējs	載體
objekts	天體
objekts	物件
objekts	主題
dibinātājs	創辦人
dibinātājs	創始人
lika	lika
lika	訂購
uzņēmējs	經營者
uzņēmējs	商人
tuvu	關閉
tuvu	近
tuvu	靠近
tuvu	附近
atbrīvošanas	解放
spēks	力氣
spēks	強度
spēks	實力
spēks	力量
spēks	體力
spēks	武力
normas	規範
tma	tma
aparāts	儀器
aparāts	器械
ierindojās	排名
saraksti	名單
lidojums	班機
lidojums	飛行
laikraksta	報紙
laikraksta	報
laikraksta	報章
uzvara	勝利
kreisā	左側
kreisā	左
kreisā	左翼
kreisā	左邊
ieroču	軍火
atjaunošanas	重建
atjaunošanas	整修
atjaunošanas	翻修
atjaunošanas	翻新
atjaunošanas	裝修
atjaunošanas	修繕
soda	罰
soda	懲罰
soda	處罰
soda	刑罰
soda	汽水
soda	蘇打
tag	標記
tag	標籤
tag	標記
tag	標籤
virzieni	方向
lietas	事情
lietas	案例
berlīnē	柏林
berlīnē	berlin
teorija	理論
teorija	論
harijs	哈利
harijs	harry
čikāgas	芝加哥
ostas	埠
ostas	港口
ostas	港
ostas	港口
banka	銀行
plašu	廣義
plašu	廣
plašu	寬
iekļauti	包括
valdnieks	尺子
valdnieks	統治者
misijas	任務
vadība	管理
vadība	命令
vadība	指揮
vadība	領導
artilērijas	大炮
artilērijas	火炮
artilērijas	炮兵
ministra	大臣
ministra	部長
tūrisma	遊客
tūrisma	旅遊
nepieciešama	必要
nepieciešama	必需
augšējā	頂
augšējā	top
augšējā	頂端
augšējā	熱門
augšējā	最高
parkā	樸
parkā	公園
kanāls	運河
kanāls	canal
kanāls	頻道
kanāls	海峽
kanāls	通道
progress	進步
progress	進度
tev	你
seko	跟著
seko	跟隨
ilgi	久
ilgi	長
bibliotēkas	圖書館
bibliotēkas	圖書館
šosejas	高速公路
šosejas	公路
iekšlietu	內政
iekšlietu	內部
iekšlietu	內地
zināma	已知
dāņu	丹麥
oglekļa	碳
oglekļa	炭
māksla	藝術
māksla	美術
māksla	art
māksla	藝術品
māksla	藝術
pārējie	其他
pārējie	其他
teorijas	理論
youthclubs	youthclubs
decembra	十二月
dzejas	經文
dzejas	詩句
dzejas	詩
dzejas	詩歌
noteikt	修復
noteikt	修
galvu	頭
galvu	頭部
savvaļā	狂野
savvaļā	野
savvaļā	野性
savvaļā	野生
apkopoti	編譯
akadēmijā	學院
līcis	海灣
līcis	灣
līcis	海灣
locekļi	成員
okeānā	大洋
okeānā	洋
okeānā	海洋
okeānā	海
aste	尾巴
aste	尾
zemēm	土地
skats	檢視
skats	瀏覽
kalifornijas	加利福尼亞
kalifornijas	加州
dibināšanas	創始
dibināšanas	建國
dibināšanas	編隊
dibināšanas	形成
gaiši	光線
gaiši	光
gaiši	燈光
gaiši	輕
gaiši	光明
gaiši	淡
gaiši	蒼白
lauka	欄位
attīstās	演化
zaļā	綠色
zaļā	綠
zaļā	綠地
zaļā	格林
vecā	老
vecā	舊的
vecā	舊
vecā	老了
sasniegumi	成就
sasniegumi	成績
žans	讓
žans	jean
pilots	試點
pilots	飛行員
pilots	駕駛員
dienvidaustrumu	東南
zivis	魚類
zivis	魚
zivis	魚兒
novērot	觀察
novērot	觀測
tostarp	包括
šķirnes	品種
šķirnes	品種
faktiski	實際上
faktiski	其實
līdzīgs	類似
līdzīgs	相似
uzbrukumu	攻擊
uzbrukumu	襲擊
uzbrukumu	進攻
stāsts	動態
stāsts	故事
aleksejs	alexey
bāze	基地
bāze	基礎
bāze	基數
bāze	基礎
bāze	依據
palīdz	助攻
vietējo	原生
žurnāls	雜誌
mazāks	較小
indijā	印度
pakalpojumu	服務
pabeigta	完成
pabeigta	完整
pabeigta	完成
plāna	計劃
plāna	計畫
cīņa	戰
cīņa	戰役
cīņa	戰鬥
cīņa	鬥爭
cīņa	奮鬥
cīņa	掙扎
cīņa	格鬥
cīņa	打架
cīņa	戰鬥
cīņa	打架
cīņa	打
cīņa	戰鬥
apvienība	結社
apvienība	協會
conf	conf
kapi	墳墓
kapi	墓穴
kapi	墓園
kapi	墓地
kapi	公墓
izmantošana	用法
izmantošana	用量
izmantošana	使用
izmantošana	利用
izmantošana	使用
sports	體育
sports	運動
sports	體育
sports	運動
life	生命
life	人生
life	生活
ziemeļaustrumu	東北
bēgļu	難民
konference	會議
spānija	西班牙
zālē	廳
zālē	霍爾
zālē	大廳
zālē	hall
filozofijas	哲學
filozofijas	理念
karaliene	女王
karaliene	皇后
karaliene	queen
karaliene	王后
sekretārs	秘書
sešas	六
sešas	六個
itālija	義大利
rakstīšanas	打字
apzīmējums	任期
apzīmējums	術語
apzīmējums	學期
apzīmējums	稱謂
apzīmējums	指定
kalna	山
nākamo	下一步
dienās	日子
dienās	天數
olimpbase	olimpbase
ķīniešu	中文
ķīniešu	漢語
ķīniešu	華人
vietnieks	候補
saņem	接收
arēna	舞台
arēna	競技場
arēna	體育館
henrijs	亨利
henrijs	henry
elseif	elseif
stenlija	stanley
filips	philip
kari	戰爭
attīstījās	進化
militārā	軍方
militārā	軍事
tehnoloģijas	技術
tehnoloģijas	技術
tehnoloģijas	科技
problēmu	問題
viņai	她的
dienvidslāvijas	南斯拉夫
attēli	影像
attēli	圖片
attēli	圖片
attēli	像片
attēli	圖畫
attēli	照片
attēli	像片
attēli	照片
treneri	教練
elements	元素
elements	元件
elements	要件
pieci	五
pieci	五個
sienas	壁
sienas	牆壁
sienas	圍牆
sienas	牆
sienas	牆壁
sienas	城牆
sienas	牆
stāvoklī	懷孕
stāvoklī	孕婦
gadsimts	世紀
teodors	theodor
kultūra	文化
kultūra	莊稼
kultūra	農作物
kultūra	作物
tituls	標題
celtniecība	施工
celtniecība	建設
celtniecība	建築
kalnos	山
kalnos	山脈
kalnos	山區
artūrs	阿瑟
artūrs	arthur
glezna	畫畫
glezna	畫
glezna	油畫
glezna	繪畫
nelielas	未成年
nelielas	輕微
koris	合唱團
koris	唱詩班
radīt	創建
birojs	主席團
birojs	辦公
birojs	辦公室
birojs	辦事處
oskars	oscar
vērtības	價值
vērtības	價值觀
vērtības	數值
vērtības	值
pdf	pdf
augstumā	海拔
augstumā	高度
rakstīt	撰寫
rakstīt	寫
rakstīt	寫信
rakstīt	寫入
rakstīt	寫作
atgriešanās	返回
atgriešanās	回歸
karavīri	士兵
smilšu	沙
smilšu	沙子
smilšu	砂
garas	久
garas	長
lidmašīnas	飛機
prēmija	premium
prēmija	溢價
prēmija	保費
prēmija	保險費
roka	手臂
roka	臂
roka	胳膊
roka	手
rinda	佇列
rinda	排隊
rinda	划
rinda	排
zīme	簽名
zīme	簽字
zīme	簽
zīme	標記
zīme	標示
zīme	馬克
zīme	mark
divreiz	兩次
alus	啤酒
zinātnieks	科學家
gaisā	空中
gaisā	空降
ezeri	湖泊
nogalināja	被殺
krājums	股票
krājums	存貨
krājums	庫存
redaktors	編輯
matemātikas	數學
metode	法
metode	方法
metode	辦法
metode	方式
nodrošināt	確保
izdevums	版
federālā	聯邦
autori	作者
iesaistījās	訂婚
lielāki	較大
lielāki	更大
lielāki	較大
runāt	聊
google	google
popularitāti	人氣
palīgs	助手
palīgs	助理
roku	手
populārs	熱門
populārs	流行
populārs	受歡迎
populārs	人氣
sarunas	談判
sarunas	對話
sarunas	會談
sarunas	談判
sarunas	對話
gala	決賽
līderi	領導者
līderi	領導人
līderi	領導人
līderi	領導者
līderi	領袖
kājām	英尺
kājām	腳
orbītas	軌道
youthyears	youthyears
uzdevumu	任務
diriģents	指揮
akadēmija	學院
vidusjūras	地中海
pieejama	可用
suns	竇
suns	犬
suns	狗
sabiedrība	社會
sabiedrība	公司
fonda	基金
dienvidrietumu	西南
doma	思想
jaunākais	初級
jaunākais	junior
jaunākais	少年
jaunākais	最新
dzimuši	生於
dzimuši	誕生
dzimuši	出生
dzimuši	天生
vietējā	當地
vietējā	局部
vietējā	本地
bostonas	波士頓
pieejams	可用
ričards	理查
ričards	richard
lietotāja	使用者
dome	穹
dome	圓頂
vecākā	最年長
lielākas	較大
lielākas	更大
lielākas	較大
šveicē	瑞士
zāles	藥品
zāles	藥物
zāles	醫學
zāles	藥
zāles	醫藥
zāles	藥品
zāles	醫藥
jans	jan
jans	楊
jans	揚
youtube	youtube
osta	埠
osta	港口
osta	港
čehu	捷克
romā	羅馬
kāpēc	為何
kāpēc	為甚麼
kāpēc	為什麼
stāvoklis	情況
stāvoklis	條件
stāvoklis	狀況
elizabete	elizabeth
atgriežas	返回
torņa	tower
torņa	塔
torņa	塔台
meži	林子
meži	樹林
meži	森林
meži	森林
datoru	計算機
datoru	電腦
fotogrāfijas	照片
fotogrāfijas	像片
fotogrāfijas	像片
fotogrāfijas	照片
uzskaitījums	名單
uzskaitījums	清單
uzskaitījums	列表
noteikta	固定
vērtība	價值
vērtība	數值
vērtība	值
uguns	消防
uguns	火
uguns	火焰
uguns	火災
ieejas	投入
ieejas	輸入
tradicionāli	傳統
īsi	簡短
īsi	短期
īsi	短
īsi	矮
īsi	簡短
telpās	室內
telpās	室內
uzbrukums	攻擊
uzbrukums	襲擊
uzbrukums	進攻
uzbrukums	攻擊
uzbrukums	毆打
uzbrukums	突擊
uzbrukums	侵
svētais	聖人
svētais	聖
svētais	神聖
atpūtas	休息
rangs	排名
cieši	緊
zīmes	跡象
zīmes	標誌
zīmes	字元
zīmes	角色
zīmes	標記
katedrāle	大教堂
planētas	行星
planētas	星球
planētas	行星
planētas	行星
saule	太陽
saule	孫
saule	珊
saule	陽光
saule	陽光
css	css
opera	opera
opera	歌劇
asociācijas	社團
dzīvnieks	動物
skaitīšanas	數
skaitīšanas	計數
fizikas	物理學
fizikas	物理
karoga	旗幟
karoga	國旗
karoga	旗
karoga	旗子
edvards	edward
vilcienu	火車
vilcienu	列車
daudzus	許多
sportisti	運動員
ungāru	匈牙利
ungāru	匈牙利語
bar	酒吧
bar	bar
pētniecības	研究
relatīvi	親戚
relatīvi	相對
relatīvi	相對
microsoft	microsoft
microsoft	微軟
pagaidām	與此同時
braucienā	旅途
braucienā	旅程
valign	valign
viela	實質
viela	物質
sarkano	紅
sarkano	red
sarkano	紅色
konstantīns	konstantin
konstantīns	君士坦丁
zonde	探測
zonde	探測器
portāls	門戶
līdzīgas	類似
līdzīgas	相似
parlaments	國會
parlaments	議會
kilometru	公里
skotijas	蘇格蘭
muzejā	博物館
asociācija	結社
asociācija	協會
gari	maxi
gari	魂靈
uzvarētājs	勝者
uzvarētājs	贏家
kartes	卡
kartes	紙牌
kartes	卡片
kartes	牌
kartes	地圖
kartes	圖表
novērojumu	觀察
novērojumu	觀測
celtnes	建築
celtnes	建築物
kongo	剛果
rokas	軍火
rokas	手
rokas	雙手
parastā	平時
ass	尖銳
ass	鋒利
ass	銳利
ass	軸
ass	軸線
ass	軸
ass	軸心
ciltis	部族
