터치스크린	pekskärm
프리덤	frihet
프리덤	freedom
서킷	kretsar
서킷	krets
요시키	yoshiki
동지	kamrat
동지	kamrater
메이슨	mason
결정하기	besluta
결정하기	bestämma
침묵	tysta
침묵	tyst
침묵	tiga
침묵	tystnad
침묵	tystnaden
중성	neutral
중성	neutralt
중성	neutrala
헌트	jaga
헌트	jakt
헌트	hunt
헌트	jagar
괴산	bortförd
괴산	bortförda
괴산	kidnappad
부등식	olikhet
부등식	ojämlikhet
벵골	bengaliska
벵골	bengal
여자들	kvinnor
융합	fusion
융합	smält
비틀즈	beatles
니코	niko
니코	nico
장화	stövlar
장화	boots
장화	kängor
스나이퍼	prickskytt
버팔로	buffalo
버팔로	buffel
버팔로	bufflar
커리어	karriären
커리어	karriär
커리어	karriär
커리어	karriärer
공구	verktyget
공구	verktyg
일자리	arbetstillfällen
일자리	arbeten
일자리	jobb
프로스트	frost
셰인	shane
크릭	crick
둥지	näste
아바타	avatar
일시적	temporärt
일시적	tillfälligt
일시적	tillfällig
일시적	temporär
일시적	tillfälliga
일시적	temporärt
일시적	tillfälligt
맥도널드	mcdonald
맥도널드	mcdonalds
맥도널드	macdonald
마늘	vitlök
절벽	klippor
절벽	klippan
절벽	klippa
절벽	cliff
유머	humor
유머	humor
박쥐	fladdermus
박쥐	bat
박쥐	fladdermöss
올림푸스	olympus
빙하	glaciärer
푸앵카레	poincaré
듀엣	duett
스타킹	strumpor
스타킹	strumpa
발광	självlysande
콤플렉스	komplext
콤플렉스	komplicerad
콤플렉스	komplex
콤플렉스	komplexa
콤플렉스	komplicerat
빈곤	fattigdom
빈곤	fattigdomen
럭셔리	lyx
어쨌거나	iallafall
어쨌거나	hursomhelst
보츠와나	botswana
물결	våg
물결	vinka
물결	wave
스트레이트	straight
스트레이트	rakt
스트레이트	rak
스트레이트	raka
이탈리아인	italienare
이탈리아인	italienarna
이탈리아인	italienare
이탈리아인	italienska
이탈리아인	italienskt
이탈리아인	italiensk
생태계	ekosystem
생태계	ekosystem
듀티	plikt
듀티	tull
홀리	holly
로체스터	rochester
무작위	slumpmässiga
무작위	random
무작위	slumpmässigt
무작위	slumpvis
무작위	slumpmässig
발렌타인	hjärtans
발렌타인	valentin
발렌타인	valentine
처칠	churchill
랜스	lance
랜스	lans
엑셀	excel
서스펜션	avstängning
서스펜션	suspension
서스펜션	upphävande
투자가	investerare
스킨	hud
스킨	skinn
스킨	skin
지배자	dominanta
지배자	dominant
지배자	dominerande
헬레나	helena
이사벨라	isabella
각도	vinkeln
각도	vinkel
파이트	slagsmål
토네이도	tornado
토네이도	tornadon
습지	marsh
습지	våtmarker
습지	våtmark
열쇠	keys
열쇠	nycklarna
열쇠	nycklar
열쇠	tangenter
봄바디어	bombardier
아들들	sons
아들들	söner
아들들	söners
구두	sko
시리얼	serie
시리얼	spannmål
시리얼	spannmål
시리얼	flingor
예언	förutsägelser
예언	profetior
예언	profeter
예언	profeterna
예언	profetian
예언	profetia
예언	profetior
점화	tändning
프레스	tryck
프레스	press
프레스	pressen
마스터스	masters
마스터스	herrar
마스터스	husse
마스터스	master
마스터스	mäster
마스터스	mästare
토양	jord
레이첼	rachel
레이첼	rachael
아론	aaron
아론	aron
아론	aron
신념	faith
신념	tron
신념	tro
신념	övertygelser
신념	tron
신념	tro
신념	övertygelse
얼티밋	ultimata
변조	modulering
플라즈마	plasma
복음	evangelium
복음	vägledning
복음	vägledningen
우표	stämpel
우표	porto
우표	stämplar
우표	frimärken
조앤	joan
일본항공	jal
오리온자리	orion
소수점	decimal
소수점	decimaler
타악기	slagverk
썬더	åska
썬더	dunder
썬더	thunder
마샬	marshall
라이징	stiger
라이징	stigande
라이징	ökande
셰이크	sheikh
셰이크	shejk
셰이크	shejk
창문	fönstret
창문	fönster
댄싱	dansande
댄싱	dansa
댄싱	dancing
댄싱	dans
댄싱	dansar
저수지	reservoarer
저수지	dammar
저수지	reservoar
슈가	socker
관리하기	hantera
불쾌한	otrevligt
불쾌한	obehagligt
불쾌한	otrevlig
불쾌한	obehaglig
불쾌한	obehagliga
버뮤다	bermuda
피사	pisa
체스터	chester
리오넬	lionel
판도라	pandoras
판도라	pandora
인터럽트	avbryta
인터럽트	avbrott
인터럽트	avbryter
매스	massa
매스	mässan
매스	mässa
매스	mass
인디애나폴리스	indianapolis
주님	lord
주님	herre
마돈나	madonna
반영	återspeglar
반영	återspegla
반영	reflektera
반영	spegla
반영	eftertanke
반영	reflektion
반영	spegelbild
미화	usd
인플루엔자	influensa
인플루엔자	influensa
인플루엔자	influensan
자바스크립트	javascript
마르티네스	martinez
전시관	utställning
전시관	utställningen
콜롬보	colombo
공습	luftangrepp
암살자	lönnmördare
암살자	lönnmördare
암살자	yrkesmördare
알랭	alain
코스모스	kosmos
더럼	durham
세타	theta
세타	seta
시아파	shia
궁궐	palatset
궁궐	palats
궁궐	palace
궁궐	slott
미묘한	diskret
퓨전	fusion
캄차카	kamtjatka
랭커스터	lancaster
일하기	jobbar
일하기	arbeta
일하기	fungerar
일하기	fungerande
일하기	arbetar
프레이저	fraser
마커스	marcus
슈테판	stefan
슈테판	stephan
아나키즘	anarkism
사보이	savoy
애비뉴	avenyn
애비뉴	avenue
다운타운	downtown
다운타운	centrum
알칼리	alkaliska
알칼리	alkalisk
바라며	hoppas
바라며	hoppades
기쁨	glädje
기쁨	joy
기쁨	njutning
기쁨	nöje
뉴펀들랜드	newfoundland
헌장	stadga
헌장	charter
헌장	stadgan
클러스터	kluster
클러스터	kluster
핼리팩스	halifax
첸나이	chennai
프록시	ombud
프록시	proxy
바스	bad
바스	bath
바스	badkar
핵분열	fission
인피니트	oändlig
인피니트	oändligt
인피니트	oändliga
아무나	någon
스텔라	stella
릴리즈	frigörande
릴리즈	frisläppande
릴리즈	utgåva
릴리즈	släpp
릴리즈	release
릴리즈	släppa
릴리즈	utsläpp
릴리즈	utgåvor
제라드	gerrard
제라드	gérard
제라드	gerard
모금	insamlingen
모금	insamlingar
모금	insamling
모금	insamlingar
아바스	abbas
궁수자리	skytten
궁수자리	skytt
클레오파트라	kleopatra
시편	psalm
시편	psaltaren
잉카	inca
카라카스	caracas
도도	grader
도도	examina
서식	formatera
서식	formatering
산토스	santos
크라쿠프	kraków
산책	promenad
산책	promenera
산책	walk
플라잉	flyger
플라잉	flygning
플라잉	flyga
플라잉	flygande
추첨	dra
추첨	draw
추첨	dragning
추첨	rita
제롬	jerome
패트리어트	patriot
패트리어트	patrioter
미학	estetik
미학	estetiska
물품	gods
물품	varor
물품	handelsvara
물품	råvara
그리기	dra
그리기	draw
그리기	dragning
그리기	rita
그리기	dragning
그리기	teckning
그리기	ritning
그리기	rita
그리기	ritar
헤라클레스	hercules
헤라클레스	herkules
쥐라기	jurassic
용품	förråd
용품	förnödenheter
용품	leveranser
콘스탄티노스	konstantin
콘스탄티노스	constantine
서포터	anhängare
하코네	hakone
마술	trolldom
마술	magi
마술	magiskt
마술	magic
마술	magisk
마술	magiska
부담	börda
각색	anpassningar
폭력적인	våldsamt
폭력적인	våldsam
폭력적인	våldsamma
그리니치	greenwich
매운	kryddig
바리톤	baryton
허락	tillåtelse
허락	behörighet
허락	tillstånd
네덜란드인	nederländerna
네덜란드인	holländare
네덜란드인	holländaren
네덜란드인	holländsk
네덜란드인	holländare
네덜란드인	holländska
네덜란드인	nederländska
본드	bond
섹터	sektor
섹터	sektorn
섹터	branscher
섹터	sektorer
우주인	astronaut
장벽	hinder
장벽	spärrar
장벽	barriärer
장벽	barriär
장벽	barriären
강조	höjdpunkt
강조	markera
강조	belysa
강조	framhäva
강조	betoning
강조	tonvikt
강조	tyngdpunkt
강조	framhäva
강조	intensitet
리브	liv
리브	reeve
탐구	undersökningar
탐구	utredningar
탈선	urspårning
트라이스타	tristar
포춘	fortune
포춘	förmögenhet
수염	skäggiga
수염	skägg
수염	skägget
수염	skägg
미쳐	galen
미쳐	galet
미쳐	tokig
트리오	trio
카네코	kaneko
본질	väsen
리젠시	regency
돼지고기	griskött
돼지고기	fläsk
돼지고기	fläskkött
까다로운	knepig
까다로운	knepigt
욕망	lust
욕망	önskan
욕망	åtrå
욕망	längtan
욕망	lust
욕망	lusta
욕망	lusten
매뉴얼	manuell
매뉴얼	manual
매뉴얼	handbok
매뉴얼	manuellt
챌린저	challenger
챌린저	utmanaren
챌린저	utmanare
킹덤	kingdom
킹덤	kungarike
킹덤	rike
킹덤	kungariket
카노	kano
안전성	säkerhet
안전성	säkerheten
안전성	trygghet
우산	umbrella
우산	paraply
예매	bokar
예매	bokning
삼각	triangelformad
보두앵	baldwin
남방	sydlig
남방	södra
서커스	cirkusen
서커스	cirkus
서커스	circus
서커스	cirkusar
서커스	skådespel
컴파일	sammanställa
컴파일	kompilera
컴파일	sammanställde
컴파일	sammanställda
컴파일	sammanställt
컴파일	sammanställd
컴파일	sammanställningen
컴파일	sammanställning
컴파일	sammanställa
컴파일	kompilera
컴파일	sammanställer
이브라힘	ibrahim
볼링	bowling
초과	överskrider
초과	överträffar
초과	överstiger
초과	överflödigt
초과	överskott
초과	överskridit
초과	överskred
초과	översteg
초과	överskridas
향수	nostalgisk
향수	doftämnen
향수	parfymer
향수	dofter
향수	nostalgi
향수	parfymer
향수	doft
향수	parfym
국민투표	folkomröstningen
국민투표	folkomröstning
페가수스자리	pegasus
서스펜스	spänning
셀틱	keltiska
실무	praktiskt
실무	praktisk
실무	praktiska
수니파	sunni
케이타	keita
술집	pubar
술집	puben
술집	pub
이더넷	ethernet
포브스	forbes
돌고래	delfin
돌고래	dolphin
돌고래	delfinerna
돌고래	delfiner
고소	anklagelser
고소	anklagelse
고소	stäm
고소	sue
고소	stämma
퍼시	percy
실비아	sylvia
실비아	silvia
에볼루션	evolutionen
에볼루션	evolution
에볼루션	utveckling
에볼루션	utvecklingen
올림피아	olympia
비문	inskription
지니	ande
지니	ginny
귄터	günter
권장	rekommenderas
권장	rekommenderade
권장	rekommenderat
권장	rekommenderad
부관	ställföreträdare
부관	biträdande
부관	ställföreträdande
부관	vice
부관	postum
조슈아	joshua
조슈아	josua
우즈	skog
우즈	woods
우즈	skogen
우즈	skogar
가이아	gaia
사카타	sakata
신탁	tillit
신탁	trust
신탁	förtroende
엉덩이	ass
엉덩이	häck
엉덩이	höft
엉덩이	hipp
엉덩이	höften
엉덩이	stjärt
엉덩이	bakdel
엉덩이	höfterna
엉덩이	höfter
엉덩이	rumpa
엉덩이	häck
엉덩이	stjärt
엉덩이	rumpan
빌뉴스	vilnius
가르침	undervisa
가르침	undervisning
가르침	läror
웍스	funkar
웍스	arbetar
웍스	fungerar
가쓰라	katsura
마쓰우라	matsuura
셀프	cell
셀프	cellen
가봉	gabon
칙령	påbud
셔먼	sherman
인테리어	invändigt
인테리어	inre
인테리어	interiör
인테리어	interiörer
상어	hajar
상어	haj
상어	shark
블룸	blomma
블룸	bloom
블룸	blom
알타이	altai
근로자	arbetare
근로자	arbetstagare
근로자	arbetare
근로자	arbetstagare
응답	svara
응답	svar
응답	svaren
응답	svar
응답	svarar
응답	svar
응답	besvara
응답	svara
응답	svar
응답	svara
응답	svar
응답	gensvar
응답	respons
대략적인	ungefärligt
대략적인	ungefärliga
대략적인	ungefärlig
저널리즘	journalistik
조립	montera
조립	samlas
조립	monterade
조립	sammansatta
텅스텐	volfram
카불	kabul
앵글로	anglo
로사리오	rosario
장점	meriter
장점	förtjänster
장점	fördelar
장점	övertag
장점	fördelar
장점	fördel
오렌지색	orange
오렌지색	apelsin
내시	nash
검사관	kommissarien
검사관	kommissarie
검사관	inspektör
검사관	inspektören
등대	fyr
등대	fyren
제이콥	jakob
제이콥	jacob
차이콥스키	tjajkovskij
우디	woody
던지기	kasta
던지기	kastar
던지기	kast
던지기	kasta
던지기	kastar
던지기	slänga
디럭스	deluxe
브롱크스	bronx
상상	fantasi
상상	fantasin
상상	inbillade
밀스	mills
밀스	fabriker
카르타고	kartago
통계학	statistiken
통계학	statistik
통계학	statistiska
통계학	statistisk
통계학	statistiskt
커넥션	anslutningar
커넥션	förbindelser
커넥션	kopplingar
커넥션	anslutningen
커넥션	anknytning
커넥션	koppling
커넥션	anslutning
커넥션	samband
서프라이즈	överraskad
서프라이즈	överraskning
서프라이즈	överraska
픽션	påhitt
픽션	fiction
픽션	fiktion
학업	skolarbete
학업	akademisk
학업	akademiker
학업	akademiska
학업	akademiskt
호화	lyxig
호화	lyxiga
포츠담	potsdam
혐오	avsky
혐오	hat
혐오	hata
혐오	hatar
혐오	hat
블라인드	blind
블라인드	blinda
등산	klättrar
등산	klättring
등산	klättra
등산	bergsklättring
혼슈	honshu
착용	slitage
착용	bära
착용	bär
레베카	rebecca
천장	tak
천장	taken
천장	tak
페라리	ferrari
다면체	polyeder
슈트라우스	strauss
아우크스부르크	augsburg
옴니아	omnia
모리셔스	mauritius
신용카드	kredit
신용카드	credit
달팽이	snäckor
달팽이	sniglar
달팽이	kula
소중히	vårda
러닝	körs
대리석	marmor
대리석	marble
노르만	norman
계란	ägg
계란	egg
계란	ägg
렉스	rex
자비	barmhärtighet
자비	mercy
자비	nåd
핸드	handen
핸드	hand
외모	skenet
외모	framträdanden
외모	framträdande
외모	utseende
외모	utseendet
보행자	fotgängare
보행자	fotgängare
실외	utomhus
이르쿠츠크	irkutsk
미네르바	minerva
당구	biljard
당구	biljard
노블	ädla
노블	ädel
노블	ståtlig
노블	noble
형제들	bröderna
형제들	bröder
형제들	brothers
행진곡	marsch
행진곡	marschera
행진곡	march
행진곡	demonstrationståg
행진곡	mars
사치코	sachiko
외로운	ensamt
외로운	ensam
외로운	ensamma
라벨	etiketter
라벨	etikett
라벨	beteckning
트레이시	tracy
팔이	arm
팔이	armen
프레스턴	preston
벽돌	tegelstenar
벽돌	tegel
벽돌	tegelsten
벽돌	tegel
벽돌	tegelsten
벽돌	brick
라이	lai
파라나	parana
폴란드인	polacker
폴란드인	stolpar
폴란드인	polackerna
폴란드인	pålar
백금	platina
하인	tjänare
하인	betjänt
미완성	oavslutade
미완성	ofärdiga
캘린더	almanacka
캘린더	kalendern
캘린더	kalender
캘린더	kalendrar
사이공	saigon
재규어	jaguarer
재규어	jaguar
걷기	walking
걷기	gående
걷기	vandrande
걷기	promenerar
걷기	promenad
걷기	promenader
걷기	promenerade
걷기	gick
걷기	vandrat
걷기	promenad
걷기	promenera
걷기	walk
카를스루에	karlsruhe
사바나	savannah
바지	långbyxor
바지	byxor
바지	byxor
라플라스	laplace
설득	övertalade
설득	övertalat
설득	övertalning
설득	övertala
설득	övertyga
설득	övertala
설득	övertyga
설득	övertygar
광업	brytning
광업	gruvdrift
광업	gruv
페가수스	pegasus
부트	boot
부트	stövel
부트	uppstart
애슬론	athlon
써니	soligt
써니	solig
써니	soliga
니카라과의	nicaraguanska
니카라과의	nicaragua
아크라	accra
어려움	svårighet
어려움	svårigheter
어려움	svårighetsgrad
어려움	svårigheter
어려움	svår
어려움	svårt
껍질	shell
껍질	skal
껍질	skal
오르기	klättrar
오르기	klättra
네트워킹	nätverk
완화	lindring
완화	förmildrande
완화	lättnader
완화	lättar
그리드	raster
그리드	rutnät
그리드	rutnät
부록	tillägg
부록	bilaga
부록	tilläggen
클랜시	clancy
파이어니어	pioneer
파이어니어	pionjär
탱고	tango
윌리스	willis
회귀	tillbakagång
회귀	regression
텐서	tensor
떠나기	ledighet
떠나기	lämna
떠나기	lämnar
푸리에	fourier
농도	koncentrationer
농도	koncentrationen
농도	koncentration
농도	djup
농도	djupet
코코	näsan
코코	näsa
코코	nos
코스타	costa
슬롯	slot
슬롯	slots
폴라	paula
다이오드	diod
다이오드	dioder
엘레나	elena
엘레나	jelena
샘플링	prov
샘플링	stickprov
샘플링	urval
샘플링	stickprov
샘플링	provtagning
지평선	horisont
지평선	horizon
지평선	horisonten
팬더	panda
팬더	panter
팬더	pantern
튜브	slangar
튜브	rör
튜브	tub
튜브	rör
튜브	tuber
튜브	slangar
홍대	hong
원더	undrar
원더	undra
원더	wonder
카트	vagn
카트	kärra
레저	fritids
레저	fritid
마르코프	markov
직위	ställning
직위	position
직위	ståndpunkt
직위	befattning
직위	ståndpunkter
직위	positioner
직위	befattningar
직위	ställningar
비아	via
진흙	gyttja
진흙	lera
브리타니아	britannien
브리타니아	britannia
쿼터	kvartalet
쿼터	kvartal
쿼터	kvart
쿼터	fjärdedel
추론	slutledning
추론	resonerar
추론	resonera
추론	resonemang
헐리우드	hollywood
케리	kerry
모모	momo
적응	anpassar
적응	adaptiv
적응	anpassning
적응	anpassa
레니	lenny
체이스	jaga
체이스	chase
코뮌	kommuner
인디아	indiska
인디아	india
인디아	indiskt
인디아	indien
입원	inlagd
흡연	röker
흡연	röka
흡연	rökare
흡연	rökning
흡연	rökare
복권	lotto
복권	lotto
복권	lotteri
복권	lotterier
양키	yankee
로마노프	romanov
자율	autonoma
자율	autonom
가이아나	guyana
섀도우	skugga
섀도우	shadow
섀도우	skuggan
피아트	fiat
블레이크	blake
이방인	främling
이방인	konstigare
아드리안	adrian
프로포즈	friar
프로포즈	föreslår
포르쉐	porsche
벤처	venture
부스	monter
부스	booth
부스	bås
대머리	skallig
마티아스	mattias
마티아스	matthias
호스팅	värd
호스팅	värd
스탬프	stämpel
스탬프	stämplar
스탬프	frimärken
베트남어	vietnamesiska
드러낸다	avslöjar
에메랄드	emerald
아프로	afro
색인	förteckning
색인	index
색인	index
색인	förteckningar
파우스트	faust
테두리	gräns
테두리	kant
테두리	border
테두리	inramning
테두리	gränsen
하퍼	harper
카우보이	cowboy
카우보이	cowboys
부탄	bhutan
포화	mättad
포화	mättade
로이스	reuss
로이스	royce
로이스	lois
목차	innehållet
목차	innehåll
목차	innehållsförteckning
오카	oka
서류	tidningar
서류	papper
국수	nudlar
국수	nudlar
결핵	tuberkulos
불평등	olikhet
불평등	ojämlikhet
불평등	ojämlika
비정규	okonventionella
남용	missbruk
남용	missbruk
남용	missbruka
남용	övergrepp
화해	försoning
화해	förlikning
화해	förlikningen
편집기	redigerare
편집기	redaktör
편집기	editor
편집기	redigerare
편집기	redaktörer
줄무늬	randig
줄무늬	ränder
벅스	buck
벅스	insekter
벅스	buggar
벅스	spänn
니컬러스	nikolaj
니컬러스	nicholas
모듈러	modulär
베일	bale
베일	slöjan
베일	slöja
베일	vale
무의미한	meningslös
무의미한	meningslösa
무의미한	meningslöst
사드	saad
퇴직	pensionering
퇴직	pension
퇴직	pensionär
퇴직	pensionerade
퇴직	pensionerad
포인터	visare
포인터	pekare
녹아	smälter
녹아	smält
녹아	smälta
무지	okunskap
무지	okunnighet
박격포	murbruk
박격포	granatkastare
포괄적	uttömmande
포괄적	omfattande
포괄적	heltäckande
재활	rehab
재활	rehabilitering
재활	återställande
재활	återuppbyggnad
통증	smärta
통증	pain
통증	smärtor
통증	värk
통증	smärtor
마당	yard
플랫	platt
플랫	platta
플랫	lägenhet
플랫	flat
크로스오버	crossover
복합체	komplext
복합체	komplicerad
복합체	komplex
복합체	komplexa
복합체	komplicerat
복합체	förening
복합체	sammansatt
카누	kanoter
카누	kanotsport
카누	kanot
만찬	kvällsmat
시그널	signal
시그널	signalera
볼셰비키	bolsjevikerna
더그	doug
앵커리지	förankring
숨겨져	gömt
숨겨져	dold
숨겨져	gömd
숨겨져	dolda
숨겨져	dolt
깔끔하게	snyggt
깔끔하게	prydligt
찾아보기	bläddra
찾아보기	upptäck
찾아보기	upptäcker
찾아보기	upptäcka
어디서나	överallt
생년월일	födelsedatum
블레어	blair
니콜라우스	nikolaj
니콜라우스	nicholas
댓글	kommentera
댓글	kommentar
댓글	kommenterar
댓글	kommentera
댓글	kommenterade
댓글	kommenterat
댓글	anmärkningar
댓글	kommentarer
댓글	synpunkter
카렐리야	karelen
반짝반짝	blinka
아래쪽	nedre
아래쪽	lägre
아래쪽	undre
아래쪽	nedåt
아래쪽	nedan
아래쪽	nedanför
아래쪽	botten
아래쪽	nedre
아래쪽	nerifrån
플로피	diskett
플로피	disketter
수족관	akvarium
수족관	akvarier
편리하다	bekvämt
편리하다	bekväm
콜라	coke
콜라	kola
콜라	koks
콜라	cola
콜라	cola
조달	anskaffning
조달	tillvaratagande
조달	upphandling
미드	meade
미드	mjöd
미드	mid
리바운드	rebound
검출	upptäckt
손상된	skadade
손상된	skadat
손상된	skadad
걷고	walking
걷고	gående
걷고	vandrande
걷고	promenerar
걷고	promenad
범죄자	kriminella
범죄자	brottslingar
범죄자	kriminella
범죄자	kriminell
범죄자	brottslig
범죄자	brottsling
범죄자	brottmål
범죄자	gärningsmannen
범죄자	gärningsman
명성	berömmelse
명성	fame
명성	rykte
명성	anseende
쏟아져	hälla
쏟아져	häller
입술	läpparna
입술	läppar
입술	lip
입술	läppen
입술	läpp
마티	marty
섀넌	shannon
농부	jordbrukare
농부	bönder
농부	lantbrukare
농부	jordbrukare
농부	lantbrukare
농부	bonde
호위	eskort
호위	eskortera
베니	benny
응급	nödsituationer
응급	nödfall
응급	nödfall
응급	nödsituation
응급	akut
카즈오	kazuo
스무	twenty
스무	tjugo
실린더	cylinder
우분투	ubuntu
리타	rita
샤이니	shah
손해	förlust
손해	förluster
손해	skador
손해	skada
버추얼	virtuella
버추얼	virtuell
버추얼	virtuellt
어시스트	bistår
브람스	brahms
아이비	ivy
스플리트	dela
스플리트	delning
스플리트	split
스플리트	delad
베이컨	bacon
코니	connie
혈관	fartyg
혈관	blodkärl
혈관	kärl
치프	chef
치프	chief
치프	chefen
치프	hövding
노스웨스턴	northwestern
노스웨스턴	nordvästra
에베레스트	everest
타원형	elliptisk
마일스	miles
마일스	mil
디나르	dinar
리처드슨	richardson
마인드	sinnen
노래방	karaoke
피드백	gensvar
피드백	återkoppling
피드백	feedback
피드백	synpunkter
피드백	respons
공지	kungörelse
공지	tillkännagivandet
공지	tillkännagivande
공지	meddelande
공지	märka
잠금	lock
잠금	lås
잠금	låser
잠금	låsning
바하마	bahamas
설리번	sullivan
훌리오	julio
루니	rooney
무례한	otrevlig
무례한	oförskämt
무례한	oförskämd
매트	matt
매트	matte
매트	mattan
매트	matta
매트	mattor
매트	mats
항아리	jar
항아리	burk
항아리	burkar
엘런	ellen
고마쓰	komatsu
온실	växthuset
온실	växthus
온실	växthus
지불	betalar
지불	betalande
지불	betalar
지불	betala
지불	betalar
지불	avbetalning
지불	betalning
지불	utbetalning
감지	upptäckt
감지	påvisat
감지	upptäckt
감지	upptäckta
감지	upptäcktes
감지	upptäcka
감지	detektera
네이션	nations
네이션	nationen
네이션	nation
언제부터	sedan
통역	tolk
연습생	övning
연습생	praktik
연습생	öva
연습생	praxis
민병대	milisen
민병대	milis
워프	warp
갈라	galan
갈라	gala
아브라함	ibrahim
아브라함	abraham
전갈자리	scorpio
전갈자리	skorpion
전갈자리	scorpius
아리스토텔레스	aristoteles
체계적	systematiska
체계적	systematisk
체계적	systematiskt
크로니클	chronicle
크로니클	krönika
물고기자리	fiskarna
가까워	närmare
가까워	närmre
자격증	intyg
자격증	certifiering
자격증	kvalifikationer
자격증	certifierad
자격증	certifierat
자격증	certifierade
가정교사	handledare
가정교사	handledning
가정교사	guvernant
루미	rumi
매리너	mariner
남서	sydvästra
남서	sydväst
벤치	bänkar
벤치	bänk
스완	svanen
스완	swan
스완	svan
흔적	spår
흔적	traces
흔적	spår
흔적	spår
흔적	spåra
흔적	stigar
에드먼턴	edmonton
말라위	malawi
캐치	catch
캐치	fångst
캐치	fånga
비자	visum
세르비아인	serbiska
세르비아인	serberna
세르비아인	serber
세르비아인	serbiska
플루트	flöjt
넷스케이프	netscape
오늘도	idag
파서	tolk
부모님	föräldrar
부모님	föräldrars
부모님	föräldrarna
부모님	överliggande
부모님	förälder
스위프트	swift
수류탄	granat
수류탄	granater
콜렉션	samling
콜렉션	samlingen
콜렉션	collection
콜렉션	insamling
단점	baksida
단점	nackdelar
몬테레이	monterrey
펀자브	punjab
펀자브	punjabi
단락	punkt
단락	stycke
단락	stycket
단락	styckena
단락	stycken
단락	punkterna
하버	hamn
하버	hamnen
하버	harbour
무제한	obegränsad
무제한	oinskränkt
무제한	obegränsat
무제한	obegränsade
무제한	obegränsad
숨김	gömt
숨김	dold
숨김	gömd
숨김	dolda
숨김	dolt
메사	mesa
메사	mej
매기	maggie
카세트	kassett
카세트	kassetter
행복하게	gladeligen
행복하게	glatt
행복하게	lyckligt
귀도	guido
거품	bubblor
거품	skum
거품	bubbla
거품	bubblan
랠리	rally
닫습니다	stänga
닫습니다	nära
닫습니다	stäng
닫습니다	stänger
독립기념일	självständighet
독립기념일	oberoende
독립기념일	självständigt
독립기념일	oavhängighet
독립기념일	independence
스캇	scott
배너	fanor
배너	banderoller
배너	fana
배너	banderoll
배너	banner
의사당	huvudstaden
의사당	capitol
억제	hämning
억제	hämmande
억제	förtryck
억제	hämmare
방학	semester
사우샘프턴	southampton
베네딕트	benedict
도달	uppnådda
도달	nått
도달	nås
도달	nådd
도달	nåtts
도달	räckvidden
도달	reach
도달	nå
도달	räckvidd
도달	når
가정부	hemhjälp
가정부	piga
가정부	mö
가정부	jungfru
가정부	hembiträde
가정부	hemhjälp
가정부	hushållerska
라그나로크	ragnarök
인덱스	förteckning
인덱스	index
인덱스	index
인덱스	förteckningar
플라워	blomma
플라워	blomman
아메드	ahmed
피어	peer
피어	inbördes
리비우	lviv
배운다	läs
배운다	lär
배운다	lära
멤버들	medlemmars
멤버들	medlemmarna
멤버들	medlemmar
멤버들	ledamöter
애정	ömhet
애정	tillgivenhet
위트레흐트	utrecht
비스마르크	bismarck
볼륨	volym
볼륨	volymer
파도	vågor
파도	våg
파도	vinka
파도	wave
엘프	älva
엘프	elf
엘프	nisse
엘프	älvor
웬디	wendy
백조	svanar
백조	svanen
백조	swan
백조	svan
심어	planterat
심어	planterats
심어	planterade
심어	planteras
스노우	vinterdäck
스노우	snö
스노우	snöfall
라디에이터	kylare
외출	utflykt
거스	gus
출판물	offentliggörande
출판물	publikation
출판물	publicering
출판물	publikationer
타라	tara
마르코스	marcos
바빌론	babylon
발목	vrist
반체제	oliktänkande
중성미자	neutrino
베일리	bailey
새우	räkor
새우	räkor
새우	räkan
새우	räka
새우	räkor
다코타	dakota
에식스	essex
페니	penny
페니	öre
혼돈	förvirring
혼돈	kaos
혼돈	kaoset
레딩	redding
워렌	warren
브라보	bravo
볼프	varg
볼프	wolf
볼프	vargen
하이라이트	belyst
하이라이트	betonade
하이라이트	markerade
하이라이트	markerad
하이라이트	markerat
하이라이트	slingor
하이라이트	höjdpunkter
하이라이트	belyser
하이라이트	höjdpunkt
하이라이트	markera
하이라이트	belysa
하이라이트	framhäva
바닐라	vanilj
두뇌	hjärna
두뇌	hjärnan
두뇌	brain
일관성	samstämmighet
일관성	enhetlighet
일관성	sammanhållning
일관성	enhetlighet
일관성	samstämmighet
일관성	konsekvens
일관성	konsekvent
일관성	konsistens
손오공	goku
알란	alan
망치	hammare
망치	hamra
망치	hammaren
망치	hammer
주디	judy
대각선	diagonal
피타고라스	pythagoras
지리학	geografi
멜로	melo
카레	curry
지브롤터	gibraltar
전자제품	electronics
전자제품	elektronik
재산권	fastighet
재산권	egenskap
재산권	fastigheter
재산권	egendom
헤럴드	herald
헤럴드	herold
유스티니아누스	justinianus
글래스	glas
뱅크스	banks
뱅크스	bankerna
뱅크스	banker
뱅크스	bankers
부착	bifoga
컴팩트	kompakt
컴팩트	komprimera
장애물	hinder
장애물	hindrande
장애물	hoppar
장애물	hoppande
장애물	hoppning
장애물	hinder
장애물	hindret
장애물	hinder
복숭아	persika
복숭아	peach
닝보	ningbo
사용법	användning
콘월	cornwall
자정	midnatt
자정	midnight
분사	injektion
싸이	psy
프로토타입	prototypen
프로토타입	prototyp
프로토타입	prototyper
프로토타입	prototyper
템플	templet
템플	tempel
템플	temple
웰스	welles
웰스	brunnar
