romero	ρομέρο
piscina	πισίνα
atles	atlas
imdb	imdb
allegro	αλέγκρο
clars	σαφής
clars	σαφές
clars	καθαρά
acusats	κατηγορούμενοι
nuevo	nuevo
artesans	τεχνίτες
suplent	εναλλακτικό
suplent	εναλλακτική
gehrels	γκέρελς
participacions	μερίδια
participacions	μετοχές
marató	μαραθώνιο
marató	μαραθώνιος
ànimes	ψυχές
cec	τυφλοί
cec	τυφλά
cec	τυφλός
cec	τυφλό
cec	τυφλή
secretària	γραμματέας
secretària	γραμματέα
feliç	ευτυχής
feliç	ευτυχισμένη
feliç	χαρούμενος
feliç	χαρούμενη
feliç	ευτυχισμένος
exiliats	εξόριστοι
distribuïts	διανεμηθεί
distribuïts	διανέμεται
distribuïts	διανέμονται
localitzar	εντοπίσουμε
marino	μαρίνο
madame	μαντάμ
emigració	μετανάστευση
multimèdia	πολυμέσα
multimèdia	πολυμέσων
creades	δημιουργήθηκε
creades	δημιούργησε
creades	δημιουργήθηκαν
creades	δημιουργείται
fosfat	φωσφορικό
fosfat	φωσφορικά
ferrara	φεράρα
mag	μάγος
mag	mag
act	πράξη
act	act
autobusos	λεωφορεία
ovelles	πρόβατο
ovelles	πρόβατα
confirma	επιβεβαιώνω
confirma	επιβεβαιώσει
confirma	επιβεβαίωση
mariner	ναύτης
mariner	ναύτη
mariner	ναυτικός
adjacent	δίπλα
matilde	matilde
matilde	ματίλντα
gloria	γκλόρια
gloria	gloria
logotip	λογότυπο
infinit	άπειρο
infinit	άπειρα
infinit	άπειρος
infinit	άπειρη
infinit	άπειρες
infinit	άπειρο
jason	τζέισον
jason	jason
guerrer	πολεμιστής
guerrer	πολεμιστή
guerrer	πολεμίστρια
purament	καθαρά
purament	αμιγώς
römer	römer
revestiment	επικάλυψη
revestiment	επίστρωση
hist	hist
comandants	διοικητές
perfecta	τέλειος
perfecta	τέλειο
perfecta	τέλεια
charlotte	charlotte
charlotte	σαρλότ
charlotte	σάρλοτ
actualització	ενημέρωση
actualització	επικαιροποίηση
rectes	ευθεία
rectes	ίσια
rectes	στρέιτ
rectes	κατευθείαν
cromosoma	χρωμόσωμα
diccionaris	λεξικά
coca	κόκα
coca	κοκ
coca	κόκα
coca	coca
inundacions	πλημμύρες
inundacions	πλημμύρα
sanz	σανζ
salts	καταδύσεις
salts	βουτιές
salts	βουτιά
salts	κατάδυση
salts	άλματα
groeneveld	γκρένεβελντ
gregorio	γκρεγκόριο
zur	zur
milícia	πολιτοφυλακή
milícia	εθνοφρουρά
helen	ελένη
helen	ελενη
helen	έλεν
helen	helen
sergent	λοχία
sergent	λοχίας
ambulància	ασθενοφόρο
peña	πένια
excavació	ανασκαφές
excavació	ανασκαφή
barons	βαρόνοι
legions	λεγεώνες
kosovo	κοσσυφοπέδιο
kosovo	κόσοβο
emès	εκδόθηκε
emès	εκδοθέν
emès	εξέδωσε
emès	εκδίδεται
vaca	αγελάδα
sebastián	σεμπάστιαν
sebastián	σεμπαστιάν
ciment	τσιμέντο
cadira	πολυθρόνα
cadira	καρέκλα
transbordador	φέρι
làser	λέιζερ
claudio	κλαούντιο
apòstol	απόστολος
coloració	χρωματισμό
progressiva	προοδευτικά
progressiva	προοδευτική
progressiva	προοδευτικό
quaderns	σημειωματάρια
libro	libro
evita	εβίτα
fum	καπνός
fum	καπνό
niu	φωλιά
niu	niu
equivalents	ισοδύναμα
equivalents	ισοδύναμες
consolat	προξενείο
neoclàssic	νεοκλασικό
masters	μάστερς
masters	αφέντες
wallace	wallace
wallace	γουάλας
amos	έιμος
amos	μάστερς
amos	αφέντες
pretendent	μνηστήρας
pretendent	μνηστήρα
peó	πιόνι
comissionat	επίτροπος
dotzena	δωδέκατη
significatius	σημαντική
mon	mon
mon	μον
erosió	διάβρωση
verona	βερόνα
sabor	γεύση
sabor	γεύση
civilitzacions	πολιτισμοί
hugh	χιου
hugh	χιού
hugh	hugh
lara	λάρα
butaca	πολυθρόνα
simpson	σίμπσον
simpson	simpson
simpson	σίμσον
implementació	εφαρμογή
implementació	υλοποίηση
guido	γκουίντο
robinson	robinson
robinson	ρόμπινσον
cabells	τρίχα
cabells	τρίχες
cabells	μαλλιά
bemoll	επίπεδη
bemoll	διαμέρισμα
arturo	αρτούρο
divuit	δεκαοκτώ
divuit	eighteen
divuit	δεκαοχτώ
bobby	μπόμπι
bobby	μπόμπυ
consonant	σύμφωνο
revelació	αποκάλυψη
estrasburg	στρασβούργο
hort	περιβόλι
inventar	εφεύρει
raúl	ραούλ
horda	ορδές
horda	ορδή
ajuntaments	δήμους
ajuntaments	δήμοι
adolfo	αντόλφο
gneu	γναίος
occitània	οξιτανία
budisme	βουδισμό
cretaci	κρητιδική
volant	πετώντας
volant	πέταγμα
volant	ιπτάμενο
sostingut	κοφτερό
sostingut	αιχμηρό
sostingut	σαρπ
sostingut	δεκτή
sostingut	υπέστη
bakr	μπακρ
oceans	ωκεανοί
oceans	ωκεανούς
consorci	κοινοπραξία
otan	νατο
otan	nato
denominacions	ονομασιών
denominacions	ονομασίες
denominacions	ονομασίες
honda	honda
empat	ισοπαλία
empat	γραβάτα
desena	δέκατο
desena	δέκατη
aguda	οξεία
compatible	συμβατό
compatible	συμβατά
compatible	συμβατή
compatible	συμβατός
pastors	βοσκοί
telecomunicacions	τηλεπικοινωνιών
telecomunicacions	τηλεπικοινωνίες
precursor	πρόδρομος
morris	μόρις
morris	morris
morris	μόρρις
side	πλευρα
side	πλευρά
side	side
consentiment	συγκατάθεση
consentiment	συναίνεση
pàdua	πάδουα
paradís	παράδεισος
paradís	paradise
paradís	παράδεισο
caserna	στρατώνα
caserna	στρατώνες
presentant	παρουσιάζοντας
múltiple	πολλαπλές
múltiple	πολλαπλή
múltiple	πολλαπλά
laos	λάος
kara	κάρα
llegendari	θρυλικός
llegendari	μυθικό
llegendari	θρυλική
llegendari	θρυλικό
fires	πανηγύρια
adaptada	προσαρμοσμένες
adaptada	προσαρμοστεί
adaptada	προσαρμοσμένα
adaptada	προσαρμοσμένη
adaptada	προσαρμοσμένο
cristall	κρύσταλ
cristall	κρίσταλ
cristall	κρύσταλλος
cristall	κρύσταλλο
cristall	κρυσταλλική
duo	ντουέτο
duo	δίδυμο
musa	μούσα
musa	μούσα
transparent	διαφανείς
transparent	διαφανής
transparent	διαφανές
transparent	διαφανή
olimpíada	ολυμπιάδα
martiri	μαρτύριο
auguste	ογκίστ
potassi	κάλιο
espiral	σπείρα
feminista	φεμινίστρια
einstein	αϊνστάιν
bitllets	εισητήρια
bitllets	εισιτήρια
companya	συντροφιά
companya	σύντροφος
warren	γουόρεν
warren	γουώρεν
warren	warren
forçat	ανάγκασε
forçat	αναγκαστική
quars	χαλαζία
quentin	κουέντιν
garantia	εγγύηση
garantia	εγγύηση
garantia	εγγυήσεις
eficient	αποτελεσματική
eficient	αποτελεσματικό
eficient	αποδοτικό
eficient	αποδοτική
trilogia	τριλογία
tonalitat	απόχρωση
destacable	αξιοσημείωτα
destacable	αξιοσημείωτο
destacable	αξιοσημείωτη
electrodomèstics	συσκευές
consecutives	συνεχόμενες
consecutives	διαδοχικά
forjat	πλαστά
forjat	σφυρηλάτηση
palerm	παλέρμο
mòduls	συστοιχίες
mòduls	ενότητες
combatents	μαχητές
pedrera	λατομείο
remodelació	ανάπλαση
nenes	κορίτσια
xbox	xbox
gaudeix	απόλαυσε
correus	email
llenç	καμβά
operatius	επιχειρησιακό
operatius	λειτουργική
operatius	επιχειρησιακή
operatius	λειτουργικό
operatius	λειτουργικά
atòmica	ατομική
exiliat	εξόριστος
compliment	συμμόρφωσης
compliment	συμμόρφωση
vladimir	βλαντιμίρ
vladimir	βλάντιμιρ
adolescent	έφηβη
adolescent	έφηβος
mònaco	μονακό
estalvis	αποταμιεύσεις
estalvis	οικονομίες
estalvis	εξοικονόμηση
estalvis	αποταμίευση
erik	erik
erik	έρικ
firma	υπογραφή
balcans	βαλκανίων
balcans	βαλκάνια
conversa	συζήτηση
conversa	συνομιλία
somnis	ονειρα
somnis	όνειρα
palmas	πάλμας
castilla	castilla
yusuf	γιουσούφ
bari	βαρίου
bari	μπάρι
estratègies	στρατηγικές
heidelberg	χαϊδελβέργη
adaptacions	προσαρμογές
homo	χόμο
margarita	μαργαρίτα
minories	μειονοτήτων
minories	μειονότητες
esprint	sprint
conducció	οδήγησης
conducció	οδήγηση
xocolata	σοκολάτα
disposicions	διατάξεις
rèptils	ερπετά
acompanya	συνοδεύει
edita	επεξεργασία
decoratius	διακοσμητικά
decoratius	διακοσμητικό
torreta	πυργίσκο
vacant	κενή
quintet	κουιντέτο
descripcions	περιγραφές
disminueix	μειώσεις
disminueix	μειώνεται
bossa	σακούλα
bossa	σάκο
bossa	τσάντα
bossa	σάκος
stark	σταρκ
processador	επεξεργαστής
processador	επεξεργαστή
nan	ναν
württemberg	württemberg
capitalisme	καπιταλισμός
capitalisme	καπιταλισμό
capitalisme	καπιταλισμού
delegats	εκπρόσωποι
delegats	αντιπρόσωποι
ambientals	περιβαλλοντικά
ambientals	περιβαλλοντικές
ambientals	περιβαλλοντικών
ambientals	περιβαλλοντική
springs	ελατήρια
springs	σπρινγκς
yuan	γουάν
yuan	γιουάν
begudes	ποτά
begudes	ποτών
begudes	ποτά
challenge	πρόκληση
cilindres	κύλινδροι
cilindres	κυλίνδρους
amants	εραστές
amants	ερωμένες
hàbit	συνήθεια
hàbit	συνήθειο
afer	δεσμός
derrotes	ήττες
argila	κλέι
tunis	τύνιδα
gremi	συντεχνία
dallas	ντάλλας
dallas	ντάλας
criminals	εγκληματίες
criminals	κακοποιοί
immediat	άμεσο
immediat	αμεσα
immediat	άμεση
viatgers	ταξιδιώτες
patinatge	πατινάζ
patinatge	σκέιτ
dennis	ντένις
dennis	dennis
reims	reims
etimologia	ετυμολογία
rotterdam	ρότερνταμ
panteó	πάνθεον
bàltic	βαλτική
bàltic	βαλτικής
ronald	ρόναλντ
fórmules	φόρμουλες
antàrtida	ανταρκτική
intèrprets	διερμηνείς
intèrprets	καλλιτέχνες
pioners	πρωτοπόροι
eddie	eddie
eddie	έντι
eddie	έντυ
sentits	αισθήσεις
calent	ζέστη
calent	ζεστό
calent	καυτός
calent	καυτό
calent	καυτή
bateries	μπαταρίες
bateries	συσσωρευτές
montgomery	μοντγκόμερι
trencat	σπασμένη
trencat	σπασμένα
trencat	σπασμένο
trencat	σπασμένος
aleix	αλέξιος
coronada	στεφθεί
comunisme	κομμουνισμός
comunisme	κομμουνισμό
comunisme	κομμουνισμού
irene	αϊρίν
satisfer	πληρούν
positius	θετικές
positius	θετικά
positius	θετικός
positius	θετικό
positius	θετική
strauss	στράους
cerro	cerro
fabricat	κατασκευάζεται
fabricat	κατασκευασμένα
fabricat	κατασκευασμένο
fabricat	παρασκευάζεται
fabricat	κατασκευάστηκαν
fabricat	κατασκευάζονται
jacint	υακίνθη
rècords	αρχεία
rècords	δίσκοι
ecologia	οικολογία
baltimore	βαλτιμόρη
nantes	νάντη
plomes	πούπουλα
plomes	φτερά
sistemàtica	συστηματικές
sistemàtica	συστηματικά
sistemàtica	συστηματικό
sistemàtica	συστηματική
tit	τάιτους
brabant	brabant
combinacions	συνδυασμοί
combinacions	συνδυασμούς
colin	κόλιν
colin	colin
llemosí	limousin
estructurals	διαρθρωτικά
lliura	ζυγό
lliura	ζυγός
lliura	λίρα
rita	ρίτα
cries	απόγονοι
cries	απόγονος
cries	απογόνους
finalitats	στόχοι
finalitats	σκοποί
finalitats	αποσκοπεί
romanen	παραμείνετε
romanen	παραμείνει
romanen	παραμένουν
transformada	μετατρέψει
transformada	μεταμόρφωση
simètrica	συμμετρικός
simètrica	συμμετρικό
wellington	γουέλινγκτον
frescos	φρέσκα
frescos	φρέσκος
frescos	φρέσκο
frescos	φρέσκια
frescos	νωπά
admetre	παραδεχτώ
significatives	σημαντική
bush	bush
bush	μπους
bush	θάμνος
bush	θάμνο
defensiu	αμυντική
defensiu	αμυντικός
defensiu	αμυντικά
recompensa	επιβράβευση
recompensa	ανταμοιβή
recompensa	αμοιβή
romàntica	ρομαντικά
romàntica	ρομαντικό
romàntica	ρομαντική
romàntica	ρομαντικός
cavitat	κοιλότητα
exactes	ακριβής
exactes	ακριβές
pardo	πάρντο
fontaine	fontaine
balduí	μπάλντουιν
ardenes	εξόγκωμα
salsa	σάλτσα
nielsen	νίλσεν
mostrava	έδειξε
granit	γρανίτη
corredors	δρομείς
reorganització	αναδιοργάνωση
negro	νέγρο
negro	νέγρος
vinci	βίντσι
vinci	vinci
franca	franca
franca	φράνκα
invertebrats	ασπόνδυλα
iris	iris
iris	ίριδα
iris	άιρις
harrison	χάρισον
harrison	harrison
nicholas	νίκολας
sastre	ράφτης
sastre	ράφτη
retard	καθυστέρηση
pascal	πασκάλ
salzburg	σάλτσμπουργκ
brooklyn	μπρούκλιν
brooklyn	μπρούκλυν
superioritat	υπεροχή
superioritat	ανωτερότητα
repeteix	επανέλαβε
repeteix	επανάληψη
repeteix	επαναλάβετε
repeteix	επαναλαμβάνω
repeteix	θηλιά
repeteix	βρόχο
eusebi	ευσέβιος
valeri	valery
acceleració	επιτάχυνση
antíoc	αντίοχος
continents	ηπείρους
cohen	κόεν
cohen	κοέν
federals	ομοσπονδιακοί
embarcacions	καράβια
embarcacions	σκάφη
embarcacions	πλοία
embarcacions	βάρκες
enciclopedia	enciclopedia
ravenna	ραβέννα
degà	ντιν
degà	ντην
glasgow	γλασκώβη
vancouver	βανκούβερ
clube	κλούμπε
conquerit	κατέκτησε
mixt	μεικτή
mixt	μεικτό
mixt	μικτή
mixt	μεικτά
mixt	μεικτές
abel	έιμπελ
mod	mod
copiar	αντιγραφή
formals	επίσημο
formals	επίσημη
formals	πανηγυρική
caracas	καράκας
pelegrinatge	προσκύνημα
convocatòria	καλέστε
convocatòria	κλήση
convocatòria	κάλεσε
bombai	βομβάη
bombai	βομβάη
anglo	anglo
direccions	κατευθύνσεις
escàndol	σκάνδαλα
escàndol	σκάνδαλο
proveir	παρέχει
léon	λεόν
làmines	σεντόνια
làmines	φύλλα
protagonitzar	πρωταγωνίστησε
bucarest	βουκουρεστίου
bucarest	βουκουρέστι
concursos	διαγωνισμούς
concursos	διαγωνισμοί
concursos	διαγωνισμοί
ling	λινγκ
blaus	μπλουζ
polinomi	πολυώνυμο
espases	ξίφη
espases	σπαθιά
reg	άρδευση
serbis	σέρβων
serbis	σέρβους
serbis	σέρβοι
regal	χάρισμα
regal	δώρο
regal	δωράκι
seleccionat	επιλεγμένη
seleccionat	επιλεγμένα
seleccionat	επιλεγμένο
seleccionat	επιλεγμένες
seleccionat	επιλέχθηκε
croat	κροατικό
croat	κροατική
croat	κροάτης
diploma	πτυχίο
diploma	δίπλωμα
metz	μετς
ntupdate	ntupdate
wikidata	wikidata
matt	ματ
matt	matt
tomé	τομέ
batejat	βαφτιστεί
batejat	βαπτίσθηκε
abi	abi
sortides	εκροές
sortides	έξοδοι
sortides	εξόδους
supervisió	επίβλεψη
supervisió	επιτήρηση
supervisió	εποπτεία
progressiu	προοδευτικά
progressiu	προοδευτική
progressiu	προοδευτικό
poderosos	ισχυρός
poderosos	ισχυρό
poderosos	ισχυρή
deep	βαθύς
deep	βαθιά
deep	βαθύ
deep	βαθειά
reflex	αντανακλαστικό
reflex	αντανακλαστικά
botó	κουμπί
plens	full
plens	πλήρη
plens	πλήρες
plens	πλήρης
ulster	ulster
calvo	φαλακρός
calvo	φαλακρό
calvo	calvo
armand	αρμάντ
hampshire	χάμσαϊρ
màntua	μάντοβα
seques	αποξηραμένα
facultats	σχολές
veterans	βετεράνους
veterans	βετεράνοι
julián	τζούλιαν
julián	julian
julián	χουλιάν
agut	πρίμα
guàrdies	φρουροί
guàrdies	φύλακες
bridge	μπριτζ
bridge	γέφυρα
vuitena	όγδοη
vuitena	όγδοο
dijous	πέμπτη
baby	μωρό
reyes	ρέγιες
assignar	εκχώρηση
mercader	έμπορος
invasions	εισβολές
vestíbul	λόμπι
nomenats	διορίζεται
nomenats	διορίστηκε
nomenats	διόρισε
nomenats	διορίζονται
gala	γκαλά
cabana	καλύβα
cabana	καμπίνα
johns	τζονς
extensions	επεκτάσεις
darmstadt	darmstadt
integrats	ολοκληρωμένη
integrats	ολοκληρωμένα
integrats	ολοκληρωμένο
integrats	ολοκληρωμένες
cilindre	κύλινδρο
pesos	βάρη
montaner	μοντανέρ
ref	διαιτητή
ref	διαιτητής
celler	κελάρι
celler	οινοποιείο
constança	κόνστανς
ploma	πεν
ploma	pen
ploma	πένα
ploma	στυλό
ploma	φτερό
angular	γωνιακή
oman	ομάν
innovacions	καινοτομίες
continuat	συνεχίζεται
continuat	συνέχεια
delle	delle
nits	βράδια
nits	νύχτες
nits	βραδιές
pendents	σκουλαρίκια
donades	δεδομένο
donades	δεδομένου
orador	ρήτορας
mani	μάνη
express	εξπρές
express	express
express	εκφράσω
convencionals	συμβατικό
convencionals	συμβατική
convencionals	συμβατικά
convencionals	συμβατικών
convencionals	συμβατικές
carnaval	καρναβάλι
yang	yang
yang	γιάνγκ
yang	γιανγκ
desfer	αναίρεση
cartells	αφίσες
cartells	πόστερ
dominada	κυριάρχησε
ametlla	αμυγδάλου
ornamental	διακοσμητικό
ornamental	διακοσμητικά
resurrecció	ανάσταση
obaga	umbria
ucd	ucd
procedència	προέλευση
denunciar	καταγγείλει
domèstic	εγχώρια
domèstic	εγχώριο
domèstic	εγχώριες
domèstic	οικιακή
teclats	πλήκτρα
mill	μύλο
mill	μιλ
llavor	σπόροι
llavor	σπόρων
llavor	σπόρο
llavor	σπόρος
armstrong	άρμστρονγκ
sky	ουρανού
sky	ουρανός
sky	ουρανό
sky	sky
sky	σκάι
reconstruït	ξαναχτίστηκε
esborrany	προσχέδιο
esborrany	σχέδιο
esborrany	γόμα
tesis	διατριβή
evitant	αποφυγή
evitant	αποφεύγοντας
evitant	αποφεύγω
notari	συμβολαιογράφος
grams	γραμμάρια
schneider	σνάιντερ
montfort	μονφόρ
responsabilitats	αρμοδιότητες
responsabilitats	ευθύνες
plantacions	φυτείες
subdivisió	υποδιαίρεση
subdivisió	κλαδί
subdivisió	μπραντς
subdivisió	υποκατάστημα
meyer	μάγιερ
facilita	διευκολύνει
exercit	ασκείται
exercit	ασκήθηκε
localment	τοπικά
tracció	έλξης
tracció	έλξη
incidents	περιστατικά
incidents	συμβάντα
segells	γραμματόσημα
segells	σφραγίδες
lents	φακοί
lents	φακούς
acad	acad
valent	γενναίο
valent	γενναία
valent	γενναίος
valent	γενναίοι
convençut	έπεισε
convençut	πεπεισμένος
feixista	φασιστική
nòmades	νομάδες
escalada	ανάβαση
escalada	αναρρίχηση
studios	στούντιο
atributs	χαρακτηριστικά
atributs	ιδιότητες
farmàcies	φαρμακεία
eugène	eugène
berg	μπεργκ
resistents	ανθεκτικά
resistents	ανθεκτικό
resistents	ανθεκτική
banks	μπανκς
banks	τράπεζες
pensant	σκέψης
pensant	σκέψη
entorns	περιβάλλοντα
mauritània	μαυριτανία
superant	ξεπερνώντας
discografia	δισκογραφία
òptic	οπτικές
òptic	οπτικά
embaràs	κύηση
embaràs	εγκυμοσύνη
alegria	χαρα
alegria	χαρά
mineria	εξόρυξης
mineria	ορυχεία
mineria	εξόρυξη
siena	σιένα
cromosomes	χρωμοσώματα
horts	περιβόλια
guerrero	γκερέρο
hegemonia	ηγεμονία
demandes	απαιτήσεις
demandes	αιτήματα
cadascú	έκαστος
cadascú	κάθε
divinitat	θεότητα
judicis	δίκες
judicis	δοκιμασίες
judicis	δοκιμές
closca	ξύσμα
alcaldes	δήμαρχοι
grove	γκρόουβ
apollo	απόλλωνα
apollo	απόλλο
apollo	απόλλων
plànol	αεροπλάνο
patates	πατάτες
metabolisme	μεταβολισμός
metabolisme	μεταβολισμό
caos	χάος
hunter	χάντερ
hunter	κυνηγός
hunter	hunter
jefferson	τζέφερσον
obligacions	υποχρεώσεις
cecília	σεσίλια
polo	πόλο
yes	ναι
trento	trento
français	français
floyd	φλόιντ
seients	έδρες
seients	καθίσματα
seients	θέσεις
frau	απάτες
frau	απάτη
cantonades	γωνιές
cantonades	γωνίες
llimona	λεμονιού
llimona	λεμόνι
llimona	λέμον
sentia	ένιωσα
sentia	αισθάνθηκε
sentia	ένιωσε
nervis	νεύρα
tolerància	ανεκτικότητα
tolerància	ανοχή
phoenix	φοίνικας
phoenix	φοίνιξ
phoenix	phoenix
phoenix	φοίνικα
diables	διάβολοι
abandonament	εγκατάλειψη
suecs	σουηδοί
born	γεννήθηκα
born	γεννημένος
born	γεννήθηκε
born	γεννηθείς
amenaçat	απειλείται
amenaçat	απείλησε
amenaçat	απειλούνται
definicions	ορισμοί
directori	κατάλογος
directori	κατάλογο
directori	ευρετήριο
directori	καταλόγου
neutrons	νετρόνια
funeral	κηδεία
felicitat	ευτυχία
rares	σπάνιος
rares	σπάνιο
rares	σπάνια
rares	σπάνιες
jura	ορκίζομαι
jura	jura
subgrup	υποομάδα
bonn	βόννη
plegat	πάσο
tallat	κόψτε
tallat	κομμένα
tallat	κόψιμο
tallat	κόψω
pronunciació	προφορά
intencions	προθέσεις
porxo	βεράντα
conill	λαγός
conill	κουνέλι
navegador	browser
tia	τσικ
tia	θεία
tia	θεια
tia	τία
tia	tia
banco	banco
sedis	sedis
textura	υφή
ismail	ισμαήλ
belgues	βέλγοι
fortificada	οχυρωμένο
successius	διαδοχικές
successius	διαδοχικά
trobant	εύρεση
trobant	εύρημα
trobant	εξεύρεση
júlia	τζούλια
júlia	χούλια
júlia	julia
yves	υβ
violació	βιασμός
violació	βιασμό
violació	βιασμοί
administratius	διοικητική
administratius	διοικητικές
administratius	διοικητικός
administratius	διοικητικά
administratius	διοικητικό
heavy	βαρύς
heavy	βαρύ
heavy	βαριά
fantasma	φάντασμα
impedeix	αποτρέπει
impedeix	εμποδίζει
adquireix	αποκτά
after	μετα
after	μετά
judaisme	ιουδαϊσμό
cuir	δερμάτινα
cuir	δέρμα
cuir	δερμα
cuir	δέρματα
cuir	δερμάτινο
vegas	vegas
vegas	βέγκας
peticions	αιτήματα
peticions	αιτήσεις
exacte	ακριβής
exacte	ακριβές
maximilià	μαξιμίλιαν
senadors	γερουσιαστές
àlies	ψευδώνυμο
àlies	aka
àlies	ψευδώνυμα
valois	βαλουά
huelva	huelva
mites	μύθους
mites	μύθοι
dotat	προικισμένη
dotat	προικισμένος
localitza	εντοπίσουμε
cometa	κομήτης
cometa	κομήτη
nervi	νεύρο
nervi	θράσος
conservats	διατηρημένο
conservats	διατηρημένα
conservats	διατηρήθηκαν
detroit	ντιτρόιτ
detroit	ντητρόιτ
legítim	νόμιμος
legítim	νόμιμη
santi	σάντι
perdó	συγχώρεση
cruïlla	διασταύρωση
serguei	σεργκέι
determinant	ορίζουσα
harvey	harvey
harvey	χάρβεϊ
julian	τζούλιαν
julian	julian
batallons	στρατοί
batallons	στρατούς
batallons	στρατιές
théâtre	théâtre
icona	εικονίδιο
icona	είδωλο
electró	ηλεκτρονίων
disputada	αμφισβήτησε
disputada	αμφισβητήθηκε
combinada	συνδυασμένα
combinada	συνδυασμένες
combinada	συνδυασμένη
combinada	συνδυασμένης
combinada	συνδυασμένο
arkansas	αρκάνσας
horitzó	ορίζοντας
horitzó	horizon
horitzó	ορίζοντα
assetjada	πολιορκημένη
racional	ορθολογική
obligatori	υποχρεωτικά
obligatori	υποχρεωτικό
obligatori	υποχρεωτική
obligatori	υποχρεωτικές
obligatori	υποχρεωτικός
autobús	λεωφορείο
transmet	μεταδίδει
congost	φαράγγι
fàrmacs	ναρκωτικά
dimoni	διάβολος
dimoni	δαίμονα
dimoni	δαίμονας
brava	μπράβα
philadelphia	φιλαδέλφεια
predomini	επικράτηση
creadors	δημιουργοί
creadors	δημιουργούς
fòssil	απολίθωμα
lucre	κέρδος
lucre	κέρδη
sintaxi	σύνταξη
mandíbula	σαγόνι
soto	σότο
autèntica	αυθεντικές
autèntica	αυθεντική
autèntica	αυθεντικά
autèntica	αυθεντικό
autèntica	αυθεντικός
leningrad	λένινγκραντ
ombres	σκιές
constitucions	συντάγματα
entusiasme	ενθουσιασμός
entusiasme	ενθουσιασμό
assumeix	υποθέτει
físicament	σωματικά
terrible	απαίσιο
terrible	απαίσια
terrible	φρικτό
terrible	τρομερό
atletes	αθλητές
emocions	αισθήματα
emocions	συναισθήματα
pobladors	άποικοι
pib	αεπ
hubert	χιούμπερτ
veterinari	κτηνίατρος
veterinari	κτηνίατρος
finalitza	λήγει
finalitza	τελειώνει
finalitza	τελείωμα
finalitza	τελειώσω
gabon	γκαμπόν
orella	αυτί
orella	αφτί
chan	τσαν
mason	μέισον
mason	mason
benín	μπενίν
championship	πρωτάθλημα
amagat	κρυμμένος
amagat	κρυμμένο
amagat	κρύφτηκε
amagat	κρυμμένα
amagat	κρυμμένη
suaus	απαλά
suaus	μαλακός
suaus	μαλακά
suaus	μαλακό
subtropicals	υποτροπικά
rex	rex
rex	ρεξ
vita	vita
teràpia	θεραπεία
nòrdic	σκανδιναβικές
yale	γέιλ
yale	yale
boris	μπόρις
bahadur	μπαχαντούρ
bey	μπέι
boles	μπάλες
boles	μπαλάκια
decisiu	αποφασιστική
decisiu	αποφασιστικός
decisiu	αποφασιστικό
decisiu	καθοριστική
decisiu	καθοριστικό
hotels	ξενοδοχεία
príncipe	πρίνσιπε
custòdia	κηδεμονία
custòdia	επιμέλεια
calàbria	καλαβρία
société	société
ensenyaments	μαθήματα
ensenyaments	διδασκαλίες
jordània	ιορδανία
jordània	τζόρνταν
jordània	jordan
introduïda	εισήχθη
introduïda	εισήγαγε
introduïda	καθιερώθηκε
bravo	μπράβο
bravo	bravo
dante	δάντη
dante	ντάντε
creien	πίστευε
creien	πιστεύεται
prohibida	απαγορευτεί
prohibida	απαγορευμένο
prohibida	απαγορεύτηκε
ballarina	μπαλαρίνα
ballarina	χορευτή
ballarina	χορεύτρια
ballarina	χορευτής
dedicació	αφοσίωση
dedicació	αφιέρωση
automàtic	αυτόματο
automàtic	αυτόματη
automàtic	αυτόματος
automàtic	αυτόματες
automàtic	αυτόματα
loire	loire
suggerit	προτεινόμενη
suggerit	προτεινόμενα
suggerit	προτεινόμενο
suggerit	πρότεινε
genoma	γονιδίωμα
evidentment	προφανώς
condemnar	καταδικάσει
hàbits	συνήθειες
carcassona	καρκασόν
volts	βολτ
neil	νηλ
neil	νιλ
tradueix	μεταφράσω
obstacles	εμπόδια
platí	πλατίνα
resideix	κατοικεί
ven	πουλάει
ven	πωλεί
sonates	σονάτες
trípoli	τρίπολη
lliçons	μαθήματα
corral	μαντρί
vincenzo	vincenzo
pells	γούνες
pells	δέρματα
olimpíades	ολυμπιακοί
olimpíades	ολυμπιακούς
viatja	ταξιδεύει
viatja	ταξίδια
domèstics	εγχώρια
domèstics	εγχώριο
domèstics	εγχώριες
domèstics	οικιακή
transformat	μεταμορφωθεί
transformat	μεταμορφώθηκε
xeic	σεΐχη
terminals	τερματικά
dames	ντάμα
constituent	συστατικό
hard	δύσκολο
hard	σκληρά
hard	σκληρός
hard	σκληρό
hard	σκληρή
mayer	μάγιερ
mayer	mayer
danny	ντάνι
reformar	αναμόρφωση
gimnàstica	γυμναστική
granges	φάρμες
granges	εκμεταλλεύσεις
granges	αγροκτήματα
rumors	φήμες
clorur	χλωριούχο
node	κόμβος
elegant	κομψά
elegant	κομψή
elegant	κομψός
elegant	κομψό
aïllats	απομονωμένος
aïllats	απομονωμένο
aïllats	απομονωμένα
aïllats	απομονωμένη
inversions	επενδύσεις
madonna	παναγια
madonna	παναγία
madonna	μαντόνα
heli	ήλιο
caçador	χάντερ
caçador	κυνηγός
caçador	hunter
educat	μορφωμένος
educat	μορφωμένη
educat	ευγενική
educat	ευγενικό
educat	ευγενικός
educat	ευγενικοί
