kategória	categorie
postihnutých	gehandicapte
postihnutých	gehandicapt
zastavenie	stoppen
zastavenie	stilstand
ústavný	constitutionele
ústavný	grondwettelijke
ústavný	constitutioneel
ústavný	grondwettelijk
kopy	stapelen
kopy	opstapelen
kopy	stapel
kopy	schopt
pivovar	brouwerij
radoslav	radoslav
elektronická	elektronisch
zobrazený	getoond
zobrazený	getoonde
zobrazený	weergegeven
tvrdé	hard
špecializované	specialist
špecializované	gespecialiseerd
špecializované	gespecialiseerd
špecializované	gespecialiseerd
make	maken
make	maak
eseje	essays
bombardér	bomber
bombardér	bommenwerper
autonómne	autonoom
autonómne	autonome
hercegovine	herzegovina
innsbruck	innsbruck
fbi	fbi
podrobne	gedetailleerd
podrobne	gedetailleerde
odmenu	beloning
odmenu	belonen
plod	foetus
plod	foetus
divadlá	theaters
insee	insee
lineárne	lineaire
lineárne	lineair
teoretické	theoretische
teoretické	theoretisch
tendenciu	neiging
tendenciu	tendens
westminster	westminster
sergejevič	sergejevitsj
tajomstvo	geheimen
tajomstvo	mysterie
tajomstvo	mystery
tajomstvo	geheim
tajomstvo	secret
upravuje	reguleert
upravuje	regelt
dusíka	stikstof
lekárov	artsen
lekárov	dokters
lekárov	artsen
stratégia	strategie
marcos	marcos
vdova	weduwe
čítaj	lezen
čítaj	gelezen
čítaj	lees
námorných	nautische
airways	luchtwegen
airways	airways
ľudstvo	menselijkheid
ľudstvo	mensheid
ľudstvo	mensheid
vyrobiť	vervaardigde
vyrobiť	gefabriceerd
vyrobiť	geproduceerd
vyrobiť	vervaardigd
vyrobiť	maken
vyrobiť	maak
vyrobiť	produceren
spoznal	herkende
spoznal	erkende
spoznal	herkend
spoznal	erkend
spoznal	herken
spoznal	herkennen
mozog	hersenen
mozog	brain
mozog	hersens
mozog	brein
mozog	hersenen
mozog	hersens
mozog	brein
babylon	babylon
jin	jin
schválil	goedgekeurde
schválil	goedgekeurd
duet	duet
hnedé	brown
hnedé	bruine
hnedé	bruin
jános	jános
kláštorov	kloosters
psp	psp
počítačom	computer
dizajnér	ontwerper
dizajnér	designer
železný	ferro
železný	strijkijzer
železný	ijzer
príbuzný	relatief
príbuzný	relatieve
dawn	dawn
dawn	ochtendgloren
dawn	dageraad
generáli	generaals
prod	prod
forum	forum
mhc	mhc
logické	logisch
logické	logische
logické	logisch
logické	logica
logické	logische
obvinený	beschuldigde
obvinený	beschuldigd
obvinený	geheven
obvinený	opgeladen
obvinený	geladen
obvinený	aangeklaagd
portréty	portretten
hymny	psalmen
chan	chan
uhla	hoek
podstata	essentie
nacistické	nazi
dobrovoľníkov	vrijwilliger
dobrovoľníkov	vrijwilligers
plavby	cruises
plavby	cruise
ľadová	glaciale
ľadová	ice
ľadová	ijzige
povrchová	oppervlakkige
povrchová	oppervlakkig
používatelia	gebruikers
lockheed	lockheed
svaly	spieren
svaly	spieren
svaly	spier
modlitby	gebed
modlitby	gebeden
thajsko	thailand
objavy	ontdekkingen
vlastimil	vlastimil
vykonávanie	uitvoering
vykonávanie	tenuitvoerlegging
vykonávanie	implementatie
vykonávanie	uitvoering
vykonávanie	terechtstelling
vykonávanie	executie
spomenuté	vermeld
spomenuté	genoemd
spomenuté	vermeldde
zvýšený	opgegroeid
zvýšený	getogen
zvýšený	opgevoed
zvýšený	toegenomen
zvýšený	verhoogd
zvýšený	verhoogde
zvýšený	verheven
zvýšený	verhoogd
zvýšený	verhoogde
vyhľadávanie	zoektocht
vyhľadávanie	zoeken
vyhľadávanie	doorzoeken
vyhľadávanie	zoek
vyhľadávanie	zoekopdracht
vyhľadávanie	opzoeken
vyhľadávanie	zoekende
pracovná	werkend
pracovná	werken
pracovná	werkende
nashville	nashville
kórea	korea
pridelený	toegewezen
pridelený	toegewezen
hamburgu	hamburg
hostia	gasten
warren	warren
fenomén	fenomeen
fenomén	fenomenen
fenomén	verschijnselen
fenomén	fenomeen
fenomén	verschijnsel
fenomén	wonderkind
posádok	bemanningen
posádok	ploegen
posádok	crews
hroby	graven
hroby	graves
horizont	horizon
flotila	vloot
flotila	wagenpark
flotila	starfleet
obecné	gemeentelijk
obecné	gemeentelijke
študijné	studeer
študijné	studeren
študijné	studie
študijné	bestuderen
pozná	weet
problem	probleem
štěpánek	štěpánek
šimon	simon
slávne	beroemde
slávne	beroemd
viktória	victoria
súvislosť	link
súvislosť	koppeling
taxón	taxon
napadli	binnengedrongen
napadli	binnengevallen
závislá	afhankelijke
závislá	afhankelijk
závislá	verslaafde
závislá	verslaafd
žily	aders
žily	aderen
žily	bloedvat
žily	ader
jednoduchšie	eenvoudiger
jednoduchšie	gemakkelijker
jednoduchšie	makkelijker
jednoduchšie	eenvoudiger
jednoduchšie	simpeler
král	konings
král	king
král	koning
kritické	kritiek
kritické	kritische
kritické	kritisch
obrovská	reusachtig
obrovská	enorm
obrovská	enorme
obrovská	gigantisch
iowa	iowa
prechodne	tijdelijk
ponúkajú	bieden
ponúkajú	aanbieden
súčiastky	onderdelen
súčiastky	delen
súčiastky	onderdelen
súčiastky	componenten
sobotu	zaterdag
odstránené	verwijderde
odstránené	geschrapt
odstránené	verwijderd
odstránené	gewist
odstránené	verwijderde
odstránené	verwijderd
dost	genoeg
dost	dost
čistá	schoon
čistá	proper
čistá	schoonmaken
čistá	clean
čistá	puur
čistá	zuiver
čistá	pure
čistá	zuivere
rasy	rassen
rasy	races
rasy	race
rasy	ras
opatrení	maatregelen
lokomotíva	locomotief
villers	villers
gate	gate
gate	poort
gate	hek
gate	broeken
gate	broek
klíma	klimaat
tesla	tesla
poškodenia	waardeverminderingen
pancier	pantser
pancier	harnas
pancier	pantser
pancier	harnas
pary	stoom
pary	stomen
pary	damp
amy	amy
dec	dec
chudobných	arme
chudobných	arm
aleš	aleš
robotníci	werkers
robotníci	werkenden
robotníci	arbeiders
robotníci	werknemers
madame	madame
eds	eds
bratmi	brothers
bratmi	broeders
bratmi	broertjes
bratmi	gebroeders
bratmi	broers
sant	sant
niva	niva
kontextu	context
odchodu	vertrek
macedónsko	macedonië
varu	kokend
otrokov	slaven
dlhšiu	langere
dlhšiu	langer
letísk	vliegvelden
letísk	luchthavens
otcov	vaders
otcov	vaders
otcov	dads
mov	ioc
biologické	biologische
biologické	biologisch
zásobovanie	benodigdheden
zásobovanie	bevoorrading
zásobovanie	voorraden
zásobovanie	voorraad
zásobovanie	leveringen
detská	kids
detská	kinderen
detská	kinderen
ramena	schouder
ramena	arm
ukázať	toon
ukázať	tonen
ukázať	weergeven
ukázať	show
arab	arabier
arab	arabisch
otvorila	geopend
marshall	marshall
halle	halle
hypotéza	hypothese
belgické	belgisch
belgické	belg
belgické	belgische
realizuje	uitvoert
realizuje	werktuigen
požiadať	aanvraag
požiadať	aanvragen
požiadať	verzoek
požiadať	verzoeken
trutnov	trutnov
uvádzané	vermeende
uvádzané	beweerde
uvádzané	vermeend
uvádzané	beweerd
viazané	geknoopt
viazané	gebonden
minerálne	mineraal
minerálne	minerale
karosérie	carrosserie
karosérie	lijken
karosérie	carrosserieën
karosérie	lichamen
klanu	clan
zlyhanie	falen
zlyhanie	mislukkingen
zlyhanie	mislukking
zlyhanie	mislukken
zlyhanie	mislukkeling
zlyhanie	gezakt
zlyhanie	mislukt
zlyhanie	mislukte
zlyhanie	gefaald
pozvanie	uitnodiging
peace	vrede
peace	peace
ženského	vrouwelijke
ženského	vrouwelijk
kurzy	cursussen
vedúce	leidende
vedúce	leidend
tuhé	stevig
tuhé	massief
tuhé	solide
tuhé	vaste
domácností	huishoudens
domácností	gezinnen
cohen	cohen
opozície	tegenstand
opozície	oppositie
poroty	jury
five	vijf
five	five
balady	ballades
marian	marian
gran	gran
povedala	zei
povedala	gezegd
povedala	said
porazený	geslagen
porazený	verslagen
porazený	verslagen
porazený	mislukkeling
porazený	loser
porazený	verliezer
dekan	dean
dekan	decaan
monarchia	monarchie
virginia	virginia
pridané	toegevoegd
pridané	toegevoegde
gruzínska	georgisch
gruzínska	georgische
gruzínska	georgië
gruzínska	georgia
koncepciu	concept
výnos	verordening
výnos	rendement
výnos	opbrengst
radikálne	radicaal
radikálne	radicale
adama	adama
prevod	overplaatsing
prevod	transfer
prevod	overdracht
prevod	overdragen
prevod	conversie
prevod	bekering
prevod	omschakeling
olympia	olympia
samce	reuen
samce	mannetjes
fraser	fraser
sviatky	feestdag
sviatky	vakantie
sviatky	feestdagen
sviatky	vakanties
sviatky	vakantie
evans	evans
sumu	bedrag
cale	cale
posmrtne	postuum
pochybnosti	twijfelen
pochybnosti	twijfel
pochybnosti	twijfels
pochybnosti	twijfelen
pochybnosti	twijfel
turner	turner
orion	orion
jedla	levensmiddelen
jedla	voedsel
jedla	eten
kolektívne	collectief
kolektívne	collectief
kolektívne	collectieve
ťažká	heavy
ťažká	zwaar
ťažká	zware
ťažká	heftig
ťažká	streng
ťažká	ernstige
ťažká	ernstig
nezávislá	zelfstandig
nezávislá	onafhankelijke
nezávislá	onafhankelijk
narodenie	bevalling
narodenie	geboorten
narodenie	geboorte
conrad	conrad
conrad	koenraad
femme	femme
low	laag
low	low
low	lage
cisárovná	keizerin
pokrytý	bestreken
pokrytý	gedekt
pokrytý	bedekt
pokrytý	overdekt
pokrytý	gedekte
pokrytý	bekleed
originál	oorspronkelijke
originál	origineel
originál	originele
hrubá	gross
hrubá	bruto
hrubá	dikke
hrubá	dik
zamestnanec	werknemer
zamestnanec	medewerker
aliancie	alliance
aliancie	verbond
aliancie	bondgenootschap
aliancie	alliantie
aliancie	allianties
aliancie	bondgenootschappen
veliteľstvo	commando
veliteľstvo	opdracht
veliteľstvo	hoofdkantoor
veliteľstvo	hoofdkwartier
weber	weber
nedostatky	gebreken
nedostatky	tekortkomingen
nedostatky	tekortkomingen
nedostatky	zwaktes
nedostatky	zwakheden
nedostatky	tekortkomingen
nedostatky	gebreken
nedostatky	defecten
nedostatky	mankementen
fínske	fins
fínske	finse
srbi	serviërs
srbi	serven
poschodie	boven
poschodie	vloer
poschodie	verdieping
poschodie	floor
spojenectvo	alliance
spojenectvo	verbond
spojenectvo	bondgenootschap
spojenectvo	alliantie
nicole	nicole
cisársky	keizerlijk
cisársky	keizerlijke
cisársky	imperial
komponenty	bestanddelen
komponenty	onderdelen
komponenty	componenten
santo	santo
alena	alena
rakovinu	kanker
croix	croix
orientácie	oriëntatie
orientácie	oriëntering
orientácie	oriëntaties
nikola	nikola
konkrétnych	specifiek
konkrétnych	specifieke
obranné	defensief
obranné	defensieve
iránu	iraanse
iránu	iran
domažlice	domažlice
holandské	nederlandse
holandské	nederlands
holandské	nederlanders
entropia	entropie
roth	roth
sídliská	bkv
riga	riga
nápisy	opschriften
nápisy	inscripties
personál	personeel
personál	personeelszaken
personál	personeel
krivky	kromme
krivky	curve
krivky	bochten
krivky	rondingen
pilotom	piloot
pilotom	pilot
hlinka	hlinka
ohrozenia	dreigingen
ohrozenia	bedreiging
ohrozenia	dreigementen
ohrozenia	bedreigingen
mohamed	muhammad
mohamed	mohammed
mohamed	mohammed
mohamed	mohamed
obsadené	bezet
obsadené	bezette
hmotu	materie
predpokladať	anticiperen
koncepty	concepten
koncepty	concepten
koncepty	begrippen
angelo	angelo
spotreby	verbruik
spotreby	consumptie
náhodne	willekeurig
náhodne	random
náhodne	willekeurige
náhodne	willekeurig
náhodne	nonchalant
náhodne	terloops
uznal	erkende
uznal	erkend
lietať	fly
lietať	vliegen
lietať	vlieg
forest	woud
forest	bos
forest	bossen
spevákov	zangers
prímerie	wapenstilstand
prímerie	wapenstilstand
poškodená	beschadigd
poškodená	beschadigde
poškodená	corrupt
poškodená	bedorven
poškodená	beschadigd
pobočka	bijkantoor
pobočka	filiaal
pobočka	branch
pobočka	tak
hudson	hudson
estónska	estse
estónska	estlandse
estónska	ests
estónska	estland
estónska	litouwen
kontinentu	continent
zemetrasení	aardbevingen
dokončenie	voltooiing
rozlišujú	onderscheidt
amos	amos
brit	brit
uliciach	straatjes
uliciach	straat
uliciach	straten
lang	lang
arabi	arabieren
ľavý	linkse
ľavý	linker
ľavý	links
akýchkoľvek	elke
admirál	admiraal
spore	geschillen
spore	geschil
spore	betwisten
kolumbie	colombia
menšina	minderheid
dominujú	domineren
dominujú	dominant
viola	viola
tajné	geheim
tajné	secret
vkladá	ingevoegd
vkladá	ingelast
vkladá	ingebracht
frankfurte	frankfurt
andersson	andersson
elektromagnetické	elektromagnetisch
elektromagnetické	elektromagnetische
piotr	piotr
áut	aut
dee	dee
pripojiť	bijvoegen
pripojiť	mount
pripojiť	aankoppelen
pripojiť	join
pripojiť	meedoen
pripojiť	verbind
pripojiť	verbinden
vietnamu	vietnam
zlo	kwaad
zlo	slechtheid
zlo	evil
dylan	dylan
pokúša	probeert
muhammad	muhammad
muhammad	mohammed
minimálna	minimaal
minimálna	minimum
minimálna	minimaal
minimálna	minimale
uhlík	carbon
uhlík	koolstof
itunes	itunes
egyptský	egyptisch
egyptský	egyptische
rozvod	scheiding
rozvod	echtscheiding
rozvod	scheiden
viedenský	weense
archíve	archief
archíve	archiveren
yves	yves
jefferson	jefferson
antény	antennes
antény	antennes
antény	antennes
antény	antenne
antény	antennes
playstation	playstation
zdrojový	bron
popredia	voorgrond
istván	istván
úzke	smalle
úzke	smal
león	león
knowles	knowles
rekonštrukciu	naspelen
lada	lada
face	gelaat
face	aangezicht
face	gezicht
face	face
javier	javier
dodávky	bestelwagens
dodávky	busjes
dodávky	leveranties
dodávky	leveringen
dodávky	benodigdheden
dodávky	bevoorrading
dodávky	voorraden
dodávky	voorraad
dodávky	leveringen
digitálny	digitaal
gay	homoseksueel
gay	homo
gay	gay
kazachstane	kazachstan
trpel	leed
monitor	monitor
monitor	monitoren
vizuálne	visueel
vizuálne	visueel
vizuálne	visuele
panely	panelen
panely	panels
rytier	ridder
liečby	behandelingen
krížnik	kruiser
krížnik	cruiser
kliment	kliment
vystavený	belicht
vystavený	bloot
vystavený	blootgesteld
pásy	strippen
pásy	uitkleden
pásy	strip
pásy	stroken
pásy	gordels
pásy	riemen
túžba	begeerte
túžba	wens
túžba	verlangen
túžba	verlang
túžba	verlangen
túžba	verlangen
zábery	beeldmateriaal
zábery	schoten
zábery	shots
gitare	guitar
gitare	gitaar
prijímať	ontvang
prijímať	ontvangen
board	bestuur
board	bord
dopyt	eisen
dopyt	eis
guatemala	guatemala
pluto	pluto
odvetvie	sector
prejavila	tentoongesteld
izby	slaapkamers
izby	kamers
izby	kamer
manželov	echtgenoten
manželov	echtgenoten
manželov	echtgenotes
nápravy	assen
nápravy	as
nápravy	correcties
ubytovanie	huisvesting
ubytovanie	accommodatie
rozprávka	tale
rozprávka	verhaal
rozprávka	sprookje
eugène	eugène
vraždu	moord
spojka	koppeling
crazy	gek
crazy	crazy
crazy	zot
digitálna	digitaal
fragmenty	fragmenten
amor	amor
amor	cupido
komunisti	communisten
dramatický	dramatische
dramatický	dramatisch
mŕtve	dood
mŕtve	doods
mŕtve	dead
rozmnožovanie	voortplanting
rozmnožovanie	vermeerdering
rozmnožovanie	reproduceren
rozmnožovanie	voortplanting
rozmnožovanie	reproductie
lucius	lucian
lucius	lucius
spolupracovali	meewerken
spolupracovali	samenwerken
bmg	bmg
sánchez	sánchez
naznačujú	suggereren
utrpeli	leed
jose	jose
jose	josé
biskupstvo	bisdom
nôh	beentjes
nôh	poten
nôh	benen
pokémon	pokémon
bros	bros
jensen	jensen
jensen	jenson
centimetrov	centimeters
centimetrov	centimeters
strategické	strategisch
iónov	ionen
iónov	ion
kôl	rondjes
kôl	baantjes
kôl	ronden
kôl	rondes
kôl	staak
kôl	rondes
kôl	ronden
interval	interval
bielkoviny	eiwitten
bielkoviny	proteïnen
bielkoviny	eiwit
bielkoviny	proteïne
bielkoviny	proteïnen
bielkoviny	eiwitten
odvodená	afgeleid
odvodená	afgeleide
zbytočné	nutteloos
zbytočné	zinloos
zbytočné	zinloze
zbytočné	nutteloos
zbytočné	zinloos
zbytočné	onbruikbaar
zbytočné	waardeloos
zbytočné	overbodig
zbytočné	onnodige
zbytočné	onnodig
kostry	skeletten
kostry	geraamte
kostry	skelet
radek	radek
počty	telt
počty	figuren
počty	cijfers
počty	getallen
počty	nummers
počty	aantallen
líška	vossen
líška	fox
líška	vos
valec	cilinder
valec	roller
pomohla	geholpen
pomohla	hielp
walesu	wales
kvet	bloesem
kvet	bloem
kvet	bloempje
kvet	bloemetje
zvyky	gewoonten
zvyky	gewoontes
eos	eos
výsledný	resulterend
výsledný	resulterende
výsledný	resulterende
pohreb	begrafenis
pohreb	begrafenis
pohreb	uitvaart
polohách	houdingen
iucn	iucn
hliny	klei
hliny	clay
marketing	marketing
knižnicu	bibliotheek
zachytiť	vangen
zachytiť	vastleggen
zachytiť	vangst
zachytiť	gevangenneming
zachytiť	onderschepping
zachytiť	onderscheppen
nevhodné	ongeschikte
nevhodné	ongeschikt
nevhodné	ongepast
liečivá	farmaceutica
starostu	burgemeester
gpl	gpl
pohonu	voortstuwing
pohonu	aandrijving
baden	baden
horúce	warm
horúce	heet
vražda	moordzaken
vražda	doodslag
vražda	moord
vražda	moord
vražda	moordaanslag
vražda	moord
nov	nov
nevyhnutne	onvermijdelijk
nevyhnutne	noodzakelijkerwijs
ellen	ellen
jap	jap
inžinierstva	engineering
inžinierstva	machinebouw
inžinierstva	techniek
egypťania	egyptenaren
chrbte	meeliften
oslavy	huldiging
oslavy	viering
tvorcov	scheppers
tvorcov	makers
incident	voorval
incident	incident
dosah	impact
dosah	inslag
dosah	effect
dosah	botsing
dosah	bereik
dosah	reach
africká	afrikaanse
africká	afrikaans
admin	admin
admin	beheerder
predmestí	buitenwijk
predmestí	voorsteden
predmestí	buitenwijken
poraziť	beat
poraziť	nederlaag
poraziť	verslaan
diskov	schijven
diskov	schijven
zrkadlo	spiegeltje
zrkadlo	spiegelen
zrkadlo	spiegel
zrkadlo	mirror
roztok	oplossing
letá	zomers
letá	summers
mare	mare
mare	merrie
powell	powell
nemožné	onmogelijke
nemožné	onmogelijk
vydatá	gehuwd
vydatá	getrouwd
rakovník	rakovník
devín	devin
disco	disco
stenu	prikbord
stenu	wand
stenu	muur
dinamo	dinamo
tragédia	tragedie
hniezdo	nest
hniezdo	nestje
berg	berg
vitamín	vitamine
vitamín	vitaminen
styk	geslachtsgemeenschap
špecificky	specifiek
diana	diana
regionálnej	regionale
regionálnej	regionaal
tepelné	thermische
tepelné	thermisch
skrátený	verkort
skrátený	ingekort
skrátený	verkorte
skrátený	ingekort
skrátený	afgekort
isonzo	isonzo
mýtus	mythes
mýtus	mythe
canucks	canucks
waterloo	waterloo
jazdcov	ruiters
jazdcov	rijders
jazdcov	renners
jazdcov	ruiters
intenzita	intensiteit
superstar	superster
official	ambtenaar
official	officiële
official	officieel
iste	zeker
subjektu	entiteit
subjektu	onderwerp
subjektu	proefpersoon
subjektu	subject
mitsubishi	mitsubishi
lekárska	medische
lekárska	medisch
ondřej	ondřej
zväčšenie	uitgebreid
zväčšenie	vergrote
zväčšenie	vergroot
zväčšenie	uitbreiding
zväčšenie	vergroting
zväčšenie	vergroten
zväčšenie	vergroot
zväčšenie	uitbreiden
brigáda	brigade
anders	anders
welt	welt
funk	funk
prehliadač	viewer
prehliadač	kijker
prehliadač	browser
nepochybne	ongetwijfeld
oznámené	aangemelde
oznámené	aangemeld
oznámené	gecommuniceerd
oznámené	medegedeeld
oznámené	meegedeeld
oznámené	aangekondigde
oznámené	aangekondigd
oznámené	kondigde
priemerné	gemiddelde
priemerné	gemiddeld
priemerné	avg
vojaka	soldaat
spodný	bodem
spodný	onderkant
spodný	bottom
športovec	sporter
športovec	atlete
športovec	atleet
športovec	sportman
christophe	christophe
jürgen	jürgen
jedinečný	unique
jedinečný	unieke
jedinečný	uniek
ukladanie	opslag
ukladanie	besparingen
ukladanie	besparing
ukladanie	opslaan
ukladanie	sparen
ukladanie	redden
hold	eerbetoon
hold	hulde
hold	hulde
alif	alif
umrel	gestorven
umrel	overleden
umrel	stierf
nepokoje	oproer
nepokoje	rellen
nepokoje	oproer
nepokoje	rellen
nepokoje	rel
zranený	gewond
zranený	gewonden
zranený	geblesseerd
zranený	gewond
zranený	gewonden
zranený	gewonde
zranený	gekwetst
povinné	verplicht
povinné	verplichte
povinné	verplicht
povinné	verplichte
povinné	verplicht
iff	iff
bon	bon
eurovision	eurovision
orientovaná	georiënteerd
orientovaná	georiënteerde
pozorované	geobserveerd
pozorované	waargenomen
litve	litouwen
bains	bains
vertikálne	verticaal
vertikálne	verticaal
vertikálne	verticale
kvapalina	vloeistof
kvapalina	vloeistof
kvapalina	vloeibaar
kvapalina	vloeibare
skutočná	real
skutočná	echte
skutočná	echt
skutočná	reëel
skutočná	eigenlijke
skutočná	werkelijke
oprava	herstelling
oprava	reparatie
oprava	repareren
oprava	correctie
oprava	rectificatie
ligue	ligue
váš	je
váš	uw
váš	jouw
váš	uwe
dramatické	dramatische
dramatické	dramatisch
inštrukcie	instructies
inštrukcie	instructie
inštrukcie	instructies
inštrukcie	instructie
gottfried	gottfried
minimálny	minimaal
minimálny	minimum
minimálny	minimaal
minimálny	minimale
oleja	olieverf
oleja	aardolie
oleja	olie
limited	limited
limited	beperkt
limited	gelimiteerd
limited	beperkte
rám	frame
rám	kader
tyler	tyler
vladimirovič	vladimirovitsj
duchovného	geestelijke
duchovného	spirituele
duchovného	spiritueel
duchovného	geestelijk
jur	jur
dobra	lekker
dobra	goed
organizované	georganiseerd
organizované	georganiseerde
organizované	georganiseerd
organizované	georganiseerde
mach	mos
mach	moss
mach	mach
dôveru	zelfvertrouwen
dôveru	vertrouwen
dôveru	trust
dôveru	vertrouw
dôveru	vertrouwen
vinci	vinci
hampshire	hampshire
zajac	haas
zajac	hare
zajac	konijntje
zajac	konijnen
zajac	konijn
generáciu	opwekking
generáciu	generation
generáciu	generatie
dialóg	dialoog
dialóg	dialoog
pozemkov	percelen
pozemkov	percelen
našlo	gevonden
vyvolať	induceren
vyvolať	opwekken
vyvolať	provoceren
alain	alain
brooklyn	brooklyn
fat	vet
fat	dikke
fat	dik
cm³	cm³
morálne	morele
morálne	moreel
morálne	moraal
diplom	diploma
svätyne	altaar
svätyne	heiligdom
odporúčania	aanbeveling
odporúčania	aanbevelingen
berie	neemt
výhodu	voordeel
napíš	schrijven
napíš	schrijf
guadeloupe	guadeloupe
manga	manga
súboj	battle
súboj	slag
súboj	strijd
súboj	gevecht
súboj	veldslag
súboj	duel
ohraničená	begrensd
mladšia	younger
mladšia	jonger
mladšia	jongere
reformácie	hervormer
vodcovia	leiders
magdaléna	magdalena
magdaléna	magdalena
zaviedla	introduceerde
zaviedla	ingevoerd
zaviedla	geïntroduceerd
vládnuť	regel
vládnuť	rule
vládnuť	regeren
ôsmy	achtste
postoje	attitude
postoje	houding
postoje	houdingen
miluje	houdt
miluje	liefdes
rozhodujúci	cruciale
rozhodujúci	cruciaal
rozhodujúci	beslissend
rozhodujúci	beslissende
rozhodujúci	doorslaggevend
večný	eeuwige
večný	eeuwigdurende
večný	eeuwige
večný	eeuwig
odrody	rassen
odrody	variëteiten
odrody	variëteit
odrody	variatie
síry	zwavel
síry	zwavel
veľvyslanec	ambassadeur
etnické	etnisch
pakistan	pakistan
profile	profiel
zemetrasenia	aardbevingen
zemetrasenia	aardbeving
poznať	weten
poznať	weet
vyzval	aangevochten
vyzval	uitgedaagd
rámec	raamwerk
rámec	framework
rámec	kader
rámec	frame
rámec	kader
alessandro	alessandro
deklarácie	verklaringen
deklarácie	aangiften
strediská	hubs
strediská	resorts
strediská	centra
marx	marx
nadvládu	dominantie
nadvládu	overheersing
moderátori	moderators
trans	trans
trans	travestiet
holandská	nederlandse
holandská	nederlands
holandská	nederlanders
britney	britney
mor	mor
mor	plaag
mor	pest
mor	pest
cannes	cannes
negatívny	negatieve
negatívny	negatief
tkanivo	tissue
tkanivo	weefsel
tkanivo	weefsels
tibetu	tibetaanse
tibetu	tibet
autonómiu	autonomie
autonómiu	zelfstandigheid
cestujúci	passagiers
cestujúci	reizigers
cestujúci	reizigers
cestujúci	passagier
cestujúci	reiziger
komét	kometen
pôsobnosti	draagwijdte
pôsobnosti	toepassingsgebied
pôsobnosti	reikwijdte
sedí	zittend
sedí	zittende
sedí	past
sedí	zit
lebka	schedel
lebka	skull
priznal	bekende
priznal	toegelaten
priznal	toegegeven
tvorcovia	scheppers
tvorcovia	makers
tvorcovia	makers
secret	geheim
secret	secret
nosič	drager
nosič	vervoerder
nosič	carrier
zločin	misdrijf
zločin	misdrijf
zločin	misdaad
zločin	crime
zločin	criminaliteit
publikácia	publicatie
publikácia	publikatie
publikácia	bekendmaking
prejavov	speeches
prejavov	redevoeringen
prejavov	toespraken
forever	forever
právnici	juristen
právnici	advocaten
liečivé	geneeskrachtige
aero	aero
aug	aug
icao	icao
rotácia	rotatie
letom	vlucht
letom	vluchten
letom	vlucht
bull	stier
bull	bull
byte	byte
spojencom	bondgenoot
spojencom	ally
manželia	echtgenoten
manželia	echtgenoten
manželia	echtgenotes
manželia	gehuwd
manželia	getrouwd
fisher	fisher
piate	vijfde
geforce	geforce
denné	overdag
denné	dagelijkse
denné	dagelijks
hrany	randen
hrany	rand
hrany	edge
nočné	nachtelijke
nočné	avond
nočné	nacht
nočné	avondje
samoa	samoa
rogers	rogers
organista	organist
operátor	operator
operátor	exploitant
operátor	telefoniste
operátor	drager
operátor	vervoerder
operátor	carrier
signály	seinen
signály	signalen
madison	madison
lincoln	lincoln
dagmar	dagmar
úradný	ambtenaar
úradný	officiële
úradný	officieel
strelcov	schutters
strelcov	schutters
mexico	mexicaanse
mexico	mexico
singapur	singapore
oilers	oilers
falls	vallen
falls	waterval
falls	valt
falls	watervallen
falls	falls
technológiu	technologie
modlitba	gebed
modlitba	bidden
odev	kledingstuk
odev	kleding
odev	kledij
guvernéra	gouverneur
ted	ted
julie	julie
puška	geweer
carla	carla
žijúce	living
žijúce	levende
zimbabwe	zimbabwe
zimbabwe	zimbabwaanse
znenie	formulering
uránu	uranium
oznámili	aangekondigde
oznámili	aangekondigd
oznámili	kondigde
potreboval	nodig
potreboval	benodigd
draselný	kalium
dohovor	conventie
dohovor	verdrag
farra	farra
matematický	wiskundige
matematický	wiskundig
matematický	mathematische
dávať	geven
cat	poes
cat	kat
filter	filter
filter	filteren
pozemku	plot
pozemku	perceel
pozemku	complot
ľadovej	glaciale
kopci	heuvel
kopci	hill
munície	ammunitie
munície	munitie
ward	ward
diaľnicu	snelweg
gilles	gilles
trvalý	duurzaam
trvalý	duurzame
trvalý	permanente
trvalý	blijvend
trvalý	permanent
trvalý	blijvende
trvalý	hardnekkige
trvalý	aanhoudende
trvalý	aanhoudend
trvalý	hardnekkig
trvalý	volhardend
trvalý	blijvend
opakuje	herhaalt
opakuje	herhalingen
opakuje	herhaalt
strop	plafond
piesku	zand
inžinierstvo	engineering
inžinierstvo	machinebouw
inžinierstvo	techniek
požiadavka	vereiste
požiadavka	eis
požiadavka	voorschrift
požiadavka	aanvraag
požiadavka	aanvragen
požiadavka	verzoek
požiadavka	verzoeken
stabilitu	stabiliteit
drog	drug
kópia	kopiëren
kópia	kopieer
kópia	kopie
jemne	zachtjes
jemne	voorzichtig
jemne	zachtaardig
jemne	zacht
jemne	zachtjes
súpravy	kits
súpravy	verzamelingen
súpravy	sets
phillips	philips
phillips	phillips
rumunská	roemeens
rumunská	roemeense
spin	draaien
spin	spin
riasy	algen
belehrade	belgrado
mariner	mariner
impérium	keizerrijk
impérium	rijk
impérium	imperium
impérium	empire
edwin	edwin
uzatvára	sluit
uzatvára	concludeert
slávnosť	plechtigheid
slávnosť	ceremonie
slávnosť	feestdagen
slávnosť	festiviteiten
slávnosť	feestmaal
obklopuje	omringt
radar	radar
získavanie	aankoop
získavanie	acquisitie
získavanie	verwerving
získavanie	overname
