borneo	borneo
emès	emisă
emès	emise
vaca	vacă
vaca	vaca
sebastián	sebastian
ciment	ciment
ciment	cimentul
cadira	fotoliu
cadira	scaun
transbordador	feribotul
transbordador	feribot
transbordador	bac
làser	laserul
làser	laser
claudio	claudio
apòstol	apostol
coloració	colorant
coloració	coloranți
progressiva	progresive
progressiva	progresivă
progressiva	progresiv
quaderns	caietele
libro	libro
fum	fum
niu	cuib
niu	cuibul
niu	niu
equivalents	echivalente
consolat	consulatul
consolat	consulat
neoclàssic	neoclasic
masters	masterat
masters	masters
masters	stăpâni
masters	stăpânii
wallace	wallace
amos	amos
amos	masterat
amos	masters
amos	stăpâni
amos	stăpânii
pretendent	pretendent
peó	pionul
peó	pion
comissionat	comisarul
comissionat	comisar
infraphylum	infraphylum
dotzena	twelfth
significatius	semnificative
significatius	semnificativă
significatius	semnificativ
mon	mon
vendrell	vendrell
erosió	eroziune
verona	verona
sabor	savoare
sabor	aromă
sabor	aroma
sabor	savoare
sabor	aromă
sabor	aroma
civilitzacions	civilizatii
hugh	hugh
lara	lara
butaca	fotoliu
simpson	simpson
implementació	implementarea
implementació	implementare
guido	guido
robinson	robinson
cabells	păr
cabells	par
cabells	parul
cabells	părul
bemoll	plate
bemoll	plat
arturo	arturo
divuit	optsprezece
divuit	eighteen
bobby	bobby
consonant	consoană
revelació	apocalipsa
estrasburg	strasbourg
hort	livada
hort	livadă
inventar	inventează
inventar	inventa
raúl	raúl
horda	hoarda
horda	hoardă
ibáñez	ibáñez
complutense	complutense
adolfo	adolfo
gneu	gnaeus
occitània	occitania
budisme	budismul
cretaci	cretacic
volant	zburând
volant	zbor
sostingut	sharp
sostingut	susținut
sostingut	susţinut
sostingut	susținută
bakr	bakr
oceans	oceanele
oceans	oceanelor
oceans	oceane
otan	nato
strunz	strunz
honda	honda
empat	leaga
empat	cravată
empat	cravata
desena	zecime
desena	tenth
aguda	acute
aguda	acut
aguda	acută
compatible	compatibile
compatible	compatibilă
compatible	compatibil
pastors	păstori
telecomunicacions	telecomunicații
precursor	precursor
morris	morris
side	lateral
side	side
consentiment	consimțământul
pàdua	padova
charente	charente
paradís	paradisul
paradís	paradis
paradís	paradise
caserna	barăci
caserna	cazarmă
caserna	cazarma
múltiple	multiplu
múltiple	multiplă
múltiple	multiple
laos	laos
kara	kara
llegendari	legendar
llegendari	legendară
llegendari	legendara
llegendari	legendarul
fires	târguri
adaptada	adaptat
adaptada	adaptate
adaptada	adaptată
cristall	cristalul
cristall	cristal
cristall	cristale
cristall	crystal
duo	duo
musa	musa
musa	muza
musa	muză
transparent	transparente
transparent	transparent
transparent	transparentă
olimpíada	olimpiadă
olimpíada	olimpiada
martiri	martiriu
acusacions	acuzatii
acusacions	acuzații
auguste	auguste
potassi	potasiu
espiral	spirală
espiral	spirala
feminista	feministe
feminista	feministă
einstein	einstein
bitllets	bilete
bitllets	biletele
companya	companion
escolta	ascultă
escolta	asculta
warren	warren
forçat	fortat
forçat	forțat
forçat	forțată
quars	cuarţ
quentin	quentin
garantia	garanție
garantia	garanția
garantia	garanție
garantia	garanta
eficient	eficiente
eficient	eficienta
eficient	eficient
eficient	eficientă
trilogia	trilogia
tonalitat	hue
destacable	remarcabila
destacable	remarcabile
destacable	remarcabilă
destacable	remarcabil
consecutives	consecutive
consecutives	consecutiv
forjat	făurit
forjat	falsificate
forjat	falsificat
forjat	falsificarea
palerm	palermo
mòduls	modulele
mòduls	module
sorprenent	surprinzătoare
sorprenent	surprinzator
sorprenent	surprinzător
formentera	formentera
pedrera	carieră
remodelació	remodelare
nenes	fetele
nenes	fete
nenes	girls
nenes	fetelor
xbox	xbox
correus	emailuri
llenç	pânză
llenç	panza
operatius	operațională
operatius	operaționale
operatius	operațional
atòmica	atomice
atòmica	atomic
atòmica	atomică
atòmica	atomica
exiliat	exilat
compliment	conformitatea
compliment	conformitate
compliment	respectarea
vladimir	vladimir
adolescent	adolescentă
adolescent	adolescenta
adolescent	adolescent
mònaco	monaco
estalvis	economii
estalvis	economiile
vie	vie
erik	erik
firma	semnătură
firma	semnatura
firma	semnătura
diversa	divers
balcans	balcani
balcans	balcanii
conversa	conversatie
conversa	conversație
somnis	visele
somnis	dreams
somnis	visuri
somnis	vise
müller	müller
palmas	palmas
castilla	castilla
yusuf	yusuf
bari	bariu
bari	bari
estratègies	strategii
estratègies	strategiile
heidelberg	heidelberg
concedida	acordate
concedida	acordată
concedida	acordat
adaptacions	adaptări
adaptacions	adaptările
homo	homo
margarita	margarita
minories	minorităților
esprint	sprint
visigots	vizigoților
conducció	conducând
conducció	conducere
xocolata	ciocolata
xocolata	ciocolată
disposicions	dispoziții
disposicions	prevederi
disposicions	provizioane
rèptils	reptile
rèptils	reptilele
acompanya	însoțește
edita	editare
edita	editează
decoratius	decorative
torreta	turela
noció	noțiunea
vacant	vacant
vacant	vacant
quintet	cvintet
descripcions	descrierile
descripcions	descrieri
bossa	sac
bossa	punga
bossa	pungă
bossa	geanta
stark	stark
processador	procesorul
processador	procesor
nan	nan
württemberg	württemberg
capitalisme	capitalismului
capitalisme	capitalismul
capitalisme	capitalism
springs	arcuri
springs	izvoare
springs	springs
yuan	yuan
prešov	prešov
barbus	barbus
begudes	bauturi
begudes	băuturi
begudes	băuturile
begudes	bauturi
begudes	băuturi
challenge	provocare
challenge	provocarea
cilindres	butelii
cilindres	cilindri
amants	iubitori
amants	iubiți
hàbit	obiceiul
hàbit	obicei
derrotes	înfrângeri
argila	argilă
argila	lut
argila	clay
tunis	tunis
grossa	grossa
gremi	guild
prades	prades
oblidar	uitând
oblidar	uitare
dallas	dallas
criminals	criminali
criminals	infractorii
criminals	criminalii
criminals	infractori
criminals	criminalilor
immediat	imediată
immediat	imediate
patinatge	patinaj
dennis	dennis
reims	reims
etimologia	etimologie
rotterdam	rotterdam
panteó	pantheon
bàltic	baltică
bàltic	baltice
ronald	ronald
fórmules	formulele
fórmules	formule
fórmules	formulele
fórmules	formule
antàrtida	antarctica
pioners	pionieri
fossa	fossa
eddie	eddie
platnick	platnick
calent	cald
calent	fierbinte
bateries	bateriile
bateries	baterii
montgomery	montgomery
trencat	stricat
trencat	rupt
trencat	spart
trencat	rupte
aleix	alexios
coronada	încoronat
comunisme	comunismul
comunisme	comunism
comunisme	comunismului
irene	irene
vilar	vilar
satisfer	satisface
mnac	mnac
positius	pozitiv
positius	pozitivă
positius	pozitive
núñez	nunez
strauss	strauss
cerro	cerro
fabricat	fabricate
fabricat	fabricat
fabricat	fabricată
jacint	hyacinth
rècords	discuri
rècords	records
rècords	înregistrări
rècords	recorduri
ecologia	ecologie
baltimore	baltimore
nantes	nantes
plomes	penele
plomes	pene
bisbal	bisbal
sistemàtica	sistematice
sistemàtica	sistematică
sistemàtica	sistematic
tit	titus
brabant	brabant
combinacions	combinații
colin	colin
estructurals	structurale
estructurals	structural
lliura	balanta
lliura	liră
lliura	lira
rita	rita
finalitats	scopuri
transformada	transformă
transformada	transforma
simètrica	simetrice
simètrica	simetrice
wellington	wellington
frescos	proaspete
frescos	proaspătă
frescos	proaspat
frescos	proaspăt
frescos	fresh
admetre	admite
significatives	semnificative
significatives	semnificativă
significatives	semnificativ
bush	bush
defensiu	defensivă
defensiu	defensiv
recompensa	recompensa
recompensa	recompensă
recompensa	răsplată
romàntica	romantica
romàntica	romantice
romàntica	romantic
romàntica	romantică
cavitat	cavitatea
exactes	exacte
exactes	exacta
exactes	exact
exactes	exactă
pardo	pardo
fontaine	fontaine
balduí	baldwin
salsa	sos
salsa	sosul
nielsen	nielsen
granit	granit
corredors	alergători
reorganització	reorganizarea
reorganització	reorganizare
vinci	vinci
franca	franca
invertebrats	nevertebrate
iris	iris
harrison	harrison
nicholas	nicholas
nicholas	nicolae
sastre	croitor
retard	întârziere
pascal	pascal
salzburg	salzburg
brooklyn	brooklyn
superioritat	superioritate
superioritat	superioritatea
pipí	pepin
repeteix	repet
repeteix	repeta
repeteix	repetă
repeteix	buclă
repeteix	bucla
valeri	valery
valeri	valeri
acceleració	accelerarea
acceleració	accelerare
continents	continente
continents	continentele
cohen	cohen
federals	federali
embarcacions	bărci
embarcacions	barci
ravenna	ravenna
degà	decan
degà	dean
glasgow	glasgow
disposades	aranjată
disposades	aranjate
disposades	aranjat
vancouver	vancouver
clube	clube
conquerit	cucerită
conquerit	cucerit
mixt	amestecate
mixt	amestecat
mixt	mixt
mixt	mixtă
abel	abel
mod	mod
copiar	copierea
copiar	copiere
formals	formale
formals	formală
formals	formal
caracas	caracas
pelegrinatge	pelerinaj
convocatòria	sună
convocatòria	suna
convocatòria	apel
convocatòria	call
bombai	bombay
bombai	mumbai
gual	vado
anglo	anglo
direccions	directii
cher	cher
escàndol	scandalul
escàndol	scandal
proveir	furnizați
proveir	furnizează
léon	léon
làmines	foi
bucarest	bucurești
bucarest	bucuresti
bucarest	bucureşti
concursos	concursuri
concursos	concursuri
ling	ling
blaus	blues
américa	américa
polinomi	polinom
espases	săbiile
espases	sabii
espases	săbii
reg	irigare
serbis	sârbilor
serbis	sârbi
serbis	sârbii
regal	cadou
regal	cadoul
seleccionat	selectate
seleccionat	selectată
seleccionat	selectat
num	num
croat	croat
croat	croată
yahya	yahya
diploma	diploma
diploma	diplomă
metz	metz
ntupdate	ntupdate
wikidata	wikidata
matt	matt
tomé	tomé
batejat	botezată
batejat	botezat
batejat	botezată
batejat	botezat
abi	abi
sortides	ieșiri
sortides	ieșiri
supervisió	supervizare
supervisió	supraveghere
supervisió	supravegherea
progressiu	progresive
progressiu	progresivă
progressiu	progresiv
poderosos	puternica
poderosos	puternic
deep	adanc
deep	profund
deep	adâncă
deep	adânc
reflex	reflexe
reflex	reflex
botó	nasture
botó	buton
botó	button
botó	butonul
extret	extrasă
extret	extras
extret	extrase
plens	plina
plens	full
plens	plin
plens	plină
ulster	ulster
calvo	chel
calvo	chelie
calvo	cheală
calvo	calvo
armand	armand
hampshire	hampshire
màntua	mantua
seques	uscate
seques	uscat
seques	uscată
veterans	veteranii
veterans	veteranilor
veterans	veterani
julián	julian
julián	julián
agut	treble
guàrdies	gărzi
guàrdies	paznici
bridge	bridge
bridge	pod
bridge	podul
bridge	punte
bridge	puntea
dijous	joi
dijous	joia
baby	iubire
baby	baby
baby	copil
baby	iubito
baby	bebe
reyes	reyes
assignar	atribuie
mercader	negustor
mercader	comerciant
invasions	invazii
vestíbul	hol
vestíbul	lobby
nomenats	numiți
gala	gala
gala	gală
cabana	cabană
cabana	cabină
cabana	cabina
cabana	cabana
castellet	castellet
johns	johns
extensions	extensii
darmstadt	darmstadt
integrats	integrate
integrats	integrat
integrats	integrată
cilindre	cilindru
cilindre	butelie
pesos	greutati
montaner	montaner
ref	arbitru
celler	beci
celler	cramă
constança	constance
ploma	pen
ploma	stilou
ploma	pană
angular	unghiulară
oman	oman
continuat	continuat
delle	delle
nits	nopți
nits	nopti
pendents	cercei
pendents	cerceii
donades	dat
joão	joão
mani	mani
express	exprim
express	expres
express	express
express	exprimă
express	exprima
gov	gov
convencionals	convenționale
convencionals	convențional
carnaval	carnavalul
carnaval	carnaval
yang	yang
desfer	anula
desfer	desface
desfer	anulează
cartells	posterele
cartells	postere
dominada	dominat
dominada	dominată
ametlla	migdale
ornamental	ornamentale
resurrecció	învierea
resurrecció	înviere
obaga	umbria
consultat	consultate
consultat	consultat
domèstic	domestice
domèstic	domestic
domèstic	intern
teclats	clape
mill	mill
mill	moară
mill	moara
llavor	semințe
llavor	sămânță
armstrong	armstrong
sky	cerul
sky	sky
sky	cer
reconstruït	reconstruit
esborrany	schiţa
esborrany	schiţă
tesis	teză
tesis	teza
tor	tor
evitant	evitarea
evitant	evitând
ordena	sorta
ordena	sortare
notari	notar
politècnica	politehnica
grams	grame
schneider	schneider
montfort	montfort
responsabilitats	responsabilități
responsabilitats	responsabilitățile
subdivisió	subdiviziune
subdivisió	creangă
subdivisió	ramură
subdivisió	filială
subdivisió	sucursala
subdivisió	branch
meyer	meyer
desde	desde
facilita	facilitează
exercit	exercitate
exercit	exercitat
exercit	exercitată
localment	local
tracció	tracțiune
tracció	tractiune
incidents	incidentele
incidents	incidente
segells	timbre
segells	timbrele
lents	lentilele
lents	lentile
valent	curajoasă
valent	curajoasa
valent	curajos
convençut	convins
convençut	convinsă
feixista	fascist
nòmades	nomazi
escalada	alpinism
studios	studiouri
studios	studiourile
studios	studios
atributs	atribute
farmàcies	farmacii
eugène	eugène
berg	berg
resistents	rezistente
resistents	rezistent
resistents	rezistentă
banks	banks
banks	bancile
banks	banci
banks	bănci
banks	băncile
pensant	gândire
pensant	gândirea
pensant	gândind
entorns	mediile
mauritània	mauritania
convocat	convocat
convocat	chemat
convocat	invocat
discografia	discografia
òptic	optice
òptic	optică
òptic	optic
òptic	optician
embaràs	sarcină
embaràs	sarcina
alegria	joy
alegria	bucurie
alegria	veselie
alegria	bucuria
mineria	minerit
mineria	miniere
siena	siena
cromosomes	cromozomi
ain	ain
horts	livezi
cristóbal	cristóbal
guerrero	guerrero
hegemonia	hegemonia
cadascú	fiecare
divinitat	divinitatea
divinitat	divinitate
judicis	încercări
judicis	procese
alcaldes	primari
grove	grove
apollo	apollo
plànol	avionul
plànol	avion
patates	cartofi
patates	cartofii
metabolisme	metabolismul
metabolisme	metabolizarea
metabolisme	metabolizare
metabolisme	metabolism
caos	haosul
caos	haos
hunter	vanator
hunter	vânător
hunter	hunter
hunter	vânătorul
jefferson	jefferson
obligacions	obligațiile
obligacions	obligații
cecília	cecilia
polo	polo
yes	da
trento	trento
français	français
floyd	floyd
seients	scaune
seients	locuri
frau	fraude
frau	frauda
frau	fraudă
cantonades	colturi
viquipedista	wikipedian
llimona	lemon
llimona	lămâie
sentia	simtit
sentia	simțit
nervis	nervi
nervis	nervii
tolerància	toleranță
tolerància	toleranta
phoenix	phoenix
diables	diavoli
diables	draci
mollet	mollet
abandonament	abandon
abandonament	abandonarea
suecs	suedezi
born	nascut
born	născută
born	născut
amenaçat	amenințat
amenaçat	amenintat
definicions	definiții
directori	director
directori	directorul
neutrons	neutroni
funeral	înmormântare
funeral	funeralii
funeral	înmormântarea
funeral	funeraliile
felicitat	fericirea
felicitat	fericire
rares	rari
rares	rar
rares	rară
rares	rare
rares	rara
jura	jura
jura	jură
jura	jura
subgrup	subgrup
bonn	bonn
plegat	pliante
tallat	taie
tallat	tăiat
pronunciació	pronunție
intencions	intentii
porxo	veranda
porxo	verandă
estrets	straits
conill	iepure
conill	iepurele
conill	rabbit
navegador	navigator
navegador	browserul
navegador	browser
tia	tipa
tia	chick
tia	matusa
tia	mătușa
tia	tia
banco	banco
sedis	sedis
textura	textură
textura	textura
ismail	ismail
émile	émile
belgues	belgieni
fortificada	fortificat
successius	succesive
trobant	constatare
trobant	gasirea
trobant	găsirea
júlia	iulia
júlia	julia
yves	yves
violació	viol
violació	violuri
violació	rapiță
violació	violul
administratius	administrativ
administratius	administrativă
administratius	administrative
heavy	heavy
heavy	greu
heavy	grele
heavy	grea
heavy	grei
fantasma	ghost
fantasma	stafie
fantasma	fantoma
fantasma	fantomă
impedeix	previne
adquireix	dobândește
after	dupa
after	după
judaisme	iudaism
cuir	piele
thorell	thorell
posseir	poseda
posseir	posedă
vegas	vegas
peticions	cereri
peticions	solicitări
peticions	cererile
sulayman	sulayman
exacte	exacte
exacte	exacta
exacte	exact
exacte	exactă
maximilià	maximilian
senadors	senatorii
senadors	senatori
àlies	alias
àlies	aka
àlies	pseudonime
valois	valois
huelva	huelva
mites	mituri
mites	miturile
dotat	dotat
dotat	înzestrat
influents	influente
influents	influent
influents	influentă
localitza	localizează
localitza	localiza
cometa	cometă
cometa	cometa
iss	iss
nervi	nerv
nervi	tupeu
conservats	conservată
conservats	conservate
conservats	păstrate
conservats	păstrată
conservats	conservat
detroit	detroit
legítim	legitima
legítim	legitim
legítim	legitimă
legítim	legitime
santi	santi
perdó	iertare
perdó	iertarea
cruïlla	junction
serguei	serghei
harvey	harvey
julian	julian
batallons	armatele
batallons	armate
théâtre	théâtre
icona	pictograma
icona	pictogramă
icona	icoana
electró	electron
disputada	contestată
disputada	contestat
combinada	combinat
combinada	combinată
combinada	combinate
arkansas	arkansas
mirador	mirador
horitzó	orizont
horitzó	orizontul
horitzó	horizon
assetjada	asediat
racional	rational
obligatori	obligatoriu
obligatori	obligatorie
obligatori	obligatorii
autobús	bus
autobús	autocar
autobús	autobuz
autobús	autobuzul
congost	defileu
fàrmacs	droguri
fàrmacs	drogurile
fàrmacs	medicamente
dimoni	devil
dimoni	diavolul
dimoni	diavol
dimoni	drac
dimoni	demonul
dimoni	demon
brava	brava
philadelphia	philadelphia
predomini	predominanța
creadors	creatorii
fòssil	fosile
fòssil	fosilă
fòssil	fosili
lucre	profit
lucre	profitul
sintaxi	sintaxa
mandíbula	falca
mandíbula	maxilarului
mandíbula	maxilar
mandíbula	maxilarul
soto	soto
autèntica	autentic
autèntica	autentice
autèntica	autentică
terços	treimi
leningrad	leningrad
ombres	umbrele
ombres	umbre
entusiasme	entuziasmul
entusiasme	entuziasm
assumeix	presupune
físicament	fizic
terrible	groaznic
terrible	teribil
atletes	sportivii
atletes	sportivi
emocions	emotii
emocions	emoții
pib	pib
hubert	hubert
veterinari	veterinar
veterinari	veterinar
finalitza	termină
finalitza	finalizează
gabon	gabon
orella	urechea
orella	ureche
chan	chan
mason	mason
benín	benin
championship	campionatul
championship	campionat
amagat	ascunsa
amagat	ascuns
amagat	ascunsă
amagat	ascunse
suaus	moi
suaus	moale
subtropicals	subtropicale
rex	rex
vita	vita
teràpia	terapie
teràpia	terapia
compilació	compilarea
nòrdic	norse
nòrdic	nordice
nòrdic	nordic
nòrdic	nordică
stade	stade
yale	yale
boris	boris
bahadur	bahadur
bey	bey
boles	bile
boles	mingi
decisiu	decisiv
decisiu	decisivă
decisiu	decisive
hotels	hoteluri
príncipe	príncipe
custòdia	custodia
custòdia	custodie
calàbria	calabria
société	société
ensenyaments	lectii
ensenyaments	lecții
jordània	jordan
jordània	iordania
puebla	puebla
introduïda	introdusă
introduïda	introduse
introduïda	introdus
organitzen	organizeaza
organitzen	organizează
bravo	bravo
dante	dante
creien	crezut
prohibida	interzis
ballarina	balerină
ballarina	balerina
ballarina	dansatoare
ballarina	dansator
dedicació	dăruire
automàtic	automată
automàtic	automatic
automàtic	automate
automàtic	automat
loire	loire
suggerit	sugerat
suggerit	sugerate
genoma	genomului
evidentment	evident
condemnar	condamna
condemnar	condamnă
hàbits	obiceiuri
hàbits	obiceiurile
carcassona	carcassonne
neil	neil
tradueix	traduce
magnífic	magnific
magnífic	magnifica
magnífic	magnifică
obstacles	obstacole
obstacles	obstacolele
platí	platină
sonates	sonate
trípoli	tripoli
