emancipação	emancipation
mágica	ajaibnya
macmillan	macmillan
seul	seoul
dever	duti
dever	kewajipan
repressão	repression
trek	trek
folk	rakyat
einstein	einstein
stade	stade
pimenta	pepper
pimenta	lada
adicionado	ditambah
comandou	diperintahkan
discovery	menerokai
discovery	terokai
discovery	teroka
discovery	penerokaan
discovery	penemuan
discovery	discovery
lutando	berjuang
lutando	bergelut
lutando	fighting
lutando	bergaduh
lutando	berlawan
model	model
alpha	alpha
alpha	alfa
chelsea	chelsea
hero	hero
hero	wira
uniformes	uniform
uniformes	seragam
uniformes	sekata
uniformes	uniform
junção	gabung
junção	cantuman
junção	cantum
junção	junction
junção	simpang
norueguês	norway
teen	teen
teen	remaja
compacto	compact
compacto	padat
hermann	hermann
sérvio	serbia
reich	reich
dilma	dilma
dilma	rousseff
lacerda	lacerda
vendida	jual
vendida	sold
vendida	terjual
aquitânia	aquitaine
porquê	mengapa
porquê	sebabnya
claudia	claudia
tendências	trend
tendências	tren
tendências	trend
tendências	tren
bang	bang
tomadas	direbut
tomadas	diambil
tomadas	taken
relativo	relatif
julie	julie
planície	dataran
pilares	pillar
caracterizada	characterised
dialeto	loghat
designer	pereka
chuck	chuck
investigar	menyiasat
senadores	senator
canhões	meriam
praças	petak
voar	terbang
voar	lalat
voar	fly
voar	terbang
voar	flying
empire	empire
empire	kerajaan
empire	empayar
doação	derma
dieta	diet
mercury	mercury
ninja	ninja
gabriela	gabriella
gabriela	gabriela
match	mancis
match	padan
governou	diperintah
governou	dikuasai
logística	logistik
logística	logistic
bósnia	bosnia
bósnia	bosnia
garantiu	terjamin
atrair	lure
diplomata	diplomat
ataca	serangan
subir	panjat
subir	daki
operacionais	beroperasi
juventus	juventus
túnel	terowong
salomão	solomon
salomão	sulaiman
piedade	kasihan
piedade	mercy
piedade	rahmat
piedade	taqwa
mármore	marble
mármore	marmar
mortais	fana
lituânia	lithuania
lituânia	lithuania
romântica	romantik
romântica	romantic
fazendas	ladang
terço	ketiga
substituto	pengganti
substituto	pengganti
substituto	penggantian
advogados	solicitors
advogados	peguam
palatinado	palatinate
holland	holland
holland	belanda
escura	gelap
simone	simone
elena	elena
talentos	bakat
talentos	bakat
talentos	talent
júlia	julia
traduzir	menterjemah
traduzir	menterjemahkan
traduzir	terjemah
traduzir	menterjemah
grey	kelabu
grey	grey
igor	igor
noel	noel
boêmia	bohemia
boêmia	bohemian
retornando	mengembalikan
bizantina	byzantine
cúpula	kubah
cúpula	dome
acordos	perjanjian
cruzamento	menyeberang
cruzamento	melintas
cruzamento	persimpangan
cruzamento	persilangan
camilo	camilo
sorocaba	sorocaba
futebolistas	footballers
sono	mengantuk
sono	tidur
spears	spears
projectos	projek
revelar	reveal
revelar	dedahkan
hughes	hughes
sts	sts
algodão	kapas
algodão	cotton
obtida	diperoleh
obtida	diperolehi
narrador	pencerita
sets	set
duro	susah
duro	hard
duro	keras
duro	tough
subtropical	subtropika
alabama	alabama
desenvolvidas	dikembangkan
desenvolvidas	dibangunkan
parlamentares	parlimen
lucro	profit
cama	katil
nona	kesembilan
beat	beat
beat	rentak
criatura	makhluk
criatura	mahluk
criatura	makluk
terapia	therapy
terapia	terapi
betty	betty
desafios	cabaran
neerlandês	belanda
neerlandês	dutch
estrangeira	foreigner
estrangeira	asing
estrangeira	foreign
sri	sri
abel	abel
percebeu	menyedari
percebeu	sedar
benefício	benefit
benefício	manfaat
diesel	diesel
condes	kiraan
condes	earls
derrotados	ditewaskan
derrotados	dikalahkan
derrotados	defeated
cameron	cameron
treinar	keretapi
treinar	kereta
treinar	latih
benedito	benedito
determina	menentukan
cartoon	kartun
cartoon	cartoon
aurélio	aurelio
aurélio	aurelius
aurélio	aurélio
inscrições	penyertaan
inscrições	pendaftaran
inscrições	pendaftaran
most	most
most	paling
most	kebanyakan
most	terbanyak
filmografia	filmography
alejandro	alejandro
cerveja	beer
cerveja	bir
cerveja	ale
bravo	bravo
bravo	brave
bravo	berani
italia	italia
pes	esp
pes	pes
efetivo	berkesan
efetivo	efektif
aposentadoria	persaraan
aposentadoria	pencen
wisconsin	wisconsin
padroeiro	pelindung
guadalajara	guadalajara
ref	ruj
ref	ref
campina	campina
cleveland	cleveland
inventor	pereka
manifesto	manifesto
lapa	lapa
originou	berasal
adotada	adopted
dadas	diberikan
dadas	diberi
manuscritos	manuskrip
manuscritos	naskah
aquecimento	pemanas
aquecimento	pemanasan
operário	pekerja
friends	rakan
demônio	devil
demônio	syaitan
demônio	syaitan
demônio	demon
traição	khianat
traição	pengkhianatan
traição	pengkhianatan
traição	khianat
traição	derhaka
apagado	terpadam
apagado	terhapus
automática	automatik
automática	automatic
vigário	vicar
treino	latihan
treino	training
treino	senaman
adquirida	didapat
adquirida	diperoleh
adquirida	diperolehi
poderosos	kuat
fictício	fiksyen
exposto	terdedah
combinado	digabungkan
combinado	gabungan
holstein	holstein
secundários	secondary
secundários	sekunder
nomeados	dicalonkan
diploma	ijazah
diploma	diploma
livraria	bookstore
projeção	unjuran
catherine	catherine
excelência	berhormat
excelência	kecemerlangan
excelência	keunggulan
imperadores	maharaja
imperadores	kaiser
gazeta	warta
gazeta	gazette
ltda	ltda
andares	lantai
derivada	terbitan
derivada	berasal
ódio	kebencian
ódio	benci
ódio	benci
foguetes	roket
foguetes	rocket
foguetes	roket
paramount	paramount
ensinamentos	pelajaran
ensinamentos	pengajaran
ensinamentos	ajaran
deslocamento	sesaran
deslocamento	ofset
deslocamento	offset
imóvel	property
imóvel	hartanah
léo	léo
léo	leo
turim	torino
turim	turin
nancy	nancy
incrível	amazing
incrível	mengkagumkan
incrível	awesome
incrível	hebat
incrível	mantap
porcentagem	peratus
porcentagem	peratusan
porcentagem	peratus
aquático	aquatic
aquático	akuatik
almada	almada
chocolate	coklat
chocolate	chocolate
edson	edson
edson	edison
ródano	rhône
acompanhou	didampingi
acompanhou	ditemani
acompanhou	disertai
balada	balada
medir	mengukur
medir	sukatan
medir	ukur
medir	mengukur
falada	dituturkan
terminais	terminal
terminais	terminal
schmidt	schmidt
libras	pon
minho	minho
fechar	dekat
fechar	tutup
comerciantes	peniaga
body	body
body	bodi
body	badan
arqueológico	arkeologi
etnia	etnik
etnia	etnik
sobreviver	survive
sindicato	sindiket
jurista	jurist
jurista	peguam
jurista	lawyer
apollo	apollo
referindo	merujuk
listados	disenaraikan
listados	disenarai
listados	tersenarai
fev	feb
morris	morris
genes	gen
genes	gen
lunar	lunar
estreita	sempit
estreita	merapatkan
rito	rite
allmusic	allmusic
oferecido	ditawarkan
afiliada	affiliate
urso	beruang
urso	bear
chá	teh
reynolds	reynolds
curiosidade	curious
curiosidade	penasaran
curiosidade	curiosity
errada	silap
errada	salah
consecutivas	berturut
turca	halwa
turca	turki
turca	turkish
piscina	kolam
piscina	pool
andreas	andreas
chapéu	hat
chapéu	topi
apontado	menunjuk
discutido	dibincangkan
discutido	bahas
singular	tunggal
mares	mares
desculpas	kemaafan
rara	rare
rara	jarang
moto	motosikal
moto	basikal
moto	motosikal
moto	motor
moto	motorsikal
moto	moto
doctor	doctor
doctor	doktor
procurador	pendakwa
pega	ambil
pega	ambik
definidas	ditakrifkan
definidas	ditakrif
flauta	seruling
circuitos	litar
circuitos	circuit
circuitos	litar
disposto	rela
aeronáutica	aeronautikal
aeronáutica	aeronautics
consecutivos	berturut
esqui	ski
esqui	ski
criadores	pencipta
criadores	pembiak
criadores	breeders
punição	hukuman
punição	azab
editada	edited
editada	disunting
editada	diedit
divulgado	dilepaskan
divulgado	released
divulgado	dikeluarkan
adulta	dewasa
nomenclatura	binomial
concorda	bersetuju
concorda	setuju
concorda	bersetuju
trilogia	trilogi
jenkins	jenkins
acompanhada	didampingi
acompanhada	ditemani
acompanhada	disertai
confirmada	confirmed
confirmada	disahkan
gibson	gibson
enrique	enrique
tende	cenderung
parciais	separa
parciais	sebahagian
parciais	partial
bater	beat
bater	rentak
bater	berdegup
bater	berdebar
bater	berdenyut
bater	hit
bater	hentam
caos	kekacauan
caos	kekusutan
coreana	korea
lins	lins
influente	berpengaruh
colo	lap
partindo	berlepas
extração	pengekstrakan
varsóvia	warsaw
through	menerusi
through	melalui
lance	lance
lance	bid
lance	bidaan
script	penskripan
script	skrip
cairo	kaherah
aproveitando	memanfaatkan
aproveitando	menikmati
aproveitando	enjoying
antoine	antoine
luftwaffe	luftwaffe
terminado	selesai
terminado	tamat
traça	moth
traça	anai
proteína	protein
dominicana	dominican
bin	bin
swift	swift
leslie	leslie
parente	relatif
nuvens	awan
nuvens	awan
nuvens	cloud
fêmea	betina
distâncias	jarak
correção	pembetulan
processador	pemproses
semanal	mingguan
semanal	weekly
macedônia	macedonia
macedônia	macedon
macedônia	macedonia
ávila	ávila
essenciais	essential
essenciais	penting
essenciais	hakiki
petrópolis	petrópolis
ensinar	pengajaran
ensinar	ajar
bach	bach
economista	economist
sega	sega
cola	gam
cola	cola
proibição	ban
proibição	larangan
sobreviveu	terselamat
ângelo	angelo
key	kekunci
residente	resident
residente	penghuni
garotas	girls
emily	emily
carla	carla
coordenador	coordinator
periódico	berkala
periódico	periodical
obrigatório	wajib
obrigatório	dikehendaki
obrigatório	diperlukan
obrigatório	wajib
preservar	mengekalkan
cook	masak
cook	cook
henriques	henriques
entregar	deliver
equipado	dilengkapi
sódio	natrium
caixas	kotak
concordou	bersetuju
concordou	setuju
concordou	agreed
contínuo	berterusan
early	early
early	dini
early	awal
abrigo	berteduh
acompanhamento	tracking
acompanhamento	menjejaki
acompanhamento	penjejakan
acompanhamento	pengesanan
acompanhamento	pemantauan
acompanhamento	memantau
acompanhamento	mendampingi
explicou	dijelaskan
explicou	menjelaskan
impulso	tujahan
impulso	denyutan
impulso	nadi
impulso	denyut
randy	randy
bebida	minum
bebida	minuman
bebida	minum
máscara	mask
máscara	topeng
máscara	topeng
dublin	dublin
unir	bersatu
unir	unite
unir	menyatukan
gostava	disukai
mineração	perlombongan
random	rawak
shadow	bayangan
shadow	bayang
shadow	shadow
shadow	bebayang
robôs	robot
reflexão	pantulan
pseudônimo	pseudonym
fatal	fatal
marcel	marcel
abandonada	terbiar
abandonada	ditinggalkan
abandonada	terbengkalai
dividir	bahagikan
dividir	cerai
dividir	split
dividir	bahagikan
agr	agr
vilões	penjahat
vilões	penjahat
obrigada	terimakasih
obrigada	thanks
obrigada	syukur
essência	pati
essência	essence
essência	intipati
tropa	pasukan
tropa	pasukan
tropa	tentera
tropa	army
indicados	diperincikan
revolution	revolusi
índias	hindia
maryland	maryland
lealdade	kesetiaan
exemplar	teladan
deixe	tinggalkan
maciço	massif
maciço	besaran
concorrência	saingan
concorrência	persaingan
concorrência	pertandingan
lava	mencuci
lava	cuci
lava	lava
islâmica	islam
exclusão	pengecualian
exclusão	pemadaman
observou	diperhatikan
observou	diperhati
observou	noted
leiria	leiria
hardcore	hardcore
quântica	kuantum
five	lima
armado	bersenjatakan
armado	bersenjata
valle	valle
alba	alba
chances	peluang
feijão	bean
feijão	kacang
feijão	kacang
vendendo	jual
vendendo	selling
vendendo	menjual
eletricidade	eletrik
eletricidade	elektrik
pelotas	pelotas
val	exp
val	val
mason	mason
alonso	alonso
alonso	alonzo
ira	kemarahan
ira	amarah
ira	ira
ira	murka
ira	dimurkai
ira	kemurkaan
banho	mandian
banho	mandi
banho	bath
obrigação	kewajipan
reconheceu	diakui
contratos	mengecut
contratos	kontrak
vira	turn
kane	kane
provocar	perli
destaques	sorotan
destaques	diperincikan
abandono	peninggalan
express	express
express	luahkan
rosas	roses
rosas	mawar
polar	kutub
polar	polar
polar	hilo
fenton	fenton
bateu	hit
bateu	hentam
mista	bercampur
mista	campuran
mista	mixed
mista	dicampur
convencer	meyakinkan
convencer	meyakinkan
convencer	pujuk
antropologia	antropologi
nicole	nicole
rodoviário	jalan
rodoviário	road
arnaldo	arnaldo
kiev	kiev
vancouver	vancouver
meneses	meneses
plural	majmuk
plural	jamak
planet	planet
powell	powell
teólogo	theologian
painéis	panel
engenho	kecerdikan
apropriado	bersesuaian
bueno	bueno
estuda	study
estuda	kajian
miles	km
miles	miles
miles	mil
lst	lst
cresce	membesar
cresce	membesar
cláudia	claudia
cláudia	claude
correspondência	persuratan
correspondência	pemadanan
correspondência	sepadan
exames	peperiksaan
exames	ujian
exames	peperiksaan
exames	ujian
istambul	istanbul
orientado	diorientasikan
need	memerlukan
need	perlukan
need	perlu
need	need
filadélfia	philadelphia
sessenta	sixty
folclore	folklore
francisca	francesca
francisca	francisca
patricia	patricia
negrito	bold
negrito	tebal
seriados	serials
colombo	columbus
colombo	colombo
tracy	tracy
rituais	ritual
rituais	ritual
manhattan	manhattan
chan	chan
louise	louise
datada	bertarikh
datada	tertanggal
cachorro	pup
cachorro	anjing
cachorro	dog
vôlei	volleyball
estátuas	patung
estátuas	arca
amanda	amanda
guardas	penjaga
guardas	pengawal
significativas	bermakna
significativas	ketara
beijo	kiss
tubo	paip
tubo	tiub
tubo	tabung
tubo	tube
finlandês	finland
vulcão	berapi
aparecimento	penampilan
aparecimento	kemunculan
aparecimento	rupa
abrindo	pembukaan
abrindo	opening
pólo	polo
pólo	kutub
pólo	pole
pólo	galah
pólo	tiang
álvares	álvares
hemisfério	hemisfera
dramaturgo	playwright
gravidez	kehamilan
bayer	bayer
contacto	contact
usualmente	kebiasaannya
usualmente	biasanya
boletim	buletin
philippe	philippe
beisebol	besbol
eclesiástica	ecclesiastical
mandado	waran
naves	kapal
naves	ships
pastoral	pastoral
neutro	neutral
neutro	berkecuali
promove	menggalakkan
promove	mempromosi
maceió	maceió
acústica	akustik
acústica	akustik
nathan	nathan
paiva	paiva
stand	stand
stand	berdiri
sinfonia	simfoni
sinfonia	symphony
desportos	sukan
paolo	paolo
sentidos	deria
sentidos	indera
sentidos	pancaindera
christina	christina
barroso	barroso
radicais	radikal
radicais	radikal
estimativa	dianggarkan
avaliações	semakan
avaliações	assessments
liberação	lepaskan
liberação	pelepasan
liberação	dedahkan
liberação	release
liberação	pembebasan
intenções	niat
intenções	niat
intenções	niat
faces	pipi
faces	pipinya
faces	muka
speed	speed
speed	kelajuan
bowl	mangkuk
príncipes	putera
príncipes	princes
generais	jeneral
dog	anjing
dog	dog
valência	valencia
valência	valence
influentes	berpengaruh
declara	isytihar
declara	declare
restaurar	pulih
restaurar	memulihkan
restaurar	memulih
marfim	ivory
marfim	gading
palmas	palmas
palmas	kurma
acontecimento	peristiwa
acontecimento	event
acontecimento	acara
estratégica	strategik
protótipo	prototaip
garante	penjamin
garante	memastikan
label	label
singapura	singapura
singapura	singapore
reconhecidos	diiktiraf
reconhecidos	dikenalpasti
reconhecidos	diakui
reconhecidos	dikenali
reconhecidos	diakui
reconhecidos	diiktiraf
continentes	benua
carregar	muatkan
carregar	upload
anton	anton
rain	hujan
ultra	ultra
ghost	ghost
ghost	hantu
organizados	terurus
organizados	disusun
organizados	tersusun
organizados	terurus
organizados	terancang
visitante	pelawat
superar	mengatasi
jin	jin
severo	severus
rondônia	rondônia
lento	slow
missionários	missionaries
salvação	keselamatan
adriana	adriana
alumínio	aluminium
alumínio	aluminium
alentejo	alentejo
quebrar	break
quebrar	hentian
quebrar	rehat
ligas	alloy
ligas	league
ligas	liga
primitiva	primitif
primitiva	primeval
karen	karen
rex	rex
respondida	dibalas
respondida	terjawab
respondida	dijawab
proposição	dalil
pontas	petua
pontas	tips
pontas	hujung
inspirou	inspired
inspirou	diinspirasikan
inspirou	diilhamkan
governantes	pembaris
soyuz	soyuz
havaí	hawaii
visitada	melawat
visitada	dilawati
visitada	dilawat
exigências	keperluan
exigências	tuntutan
hope	harapan
hope	harap
hope	hope
gota	gout
gota	gugurkan
gota	drop
gota	drip
ilustrações	ilustrasi
consumidor	consumer
fibras	gentian
fibras	serat
fibras	gentian
fibras	fiber
fibras	fibre
fibras	gentian
retiro	berundur
transmissões	transmisi
transmissões	siaran
dissolução	pembubaran
dissolução	dibubarkan
duelo	berlawan
informa	inform
demissão	pemecatan
nativo	tabii
coleções	collections
coleções	koleksi
pontifícia	pontifical
condecorado	dihiasi
goa	goa
nina	nina
lang	lang
blanco	blanco
descritas	dihuraikan
descritas	digambarkan
descritas	diterangkan
irlandesa	irish
irlandesa	ireland
escravidão	perhambaan
escravidão	perhambaan
movimentação	pengendalian
movimentação	mengendali
movimentação	gerakan
movimentação	pergerakan
madison	madison
mutantes	mutasi
mutantes	mutan
azerbaijão	azerbaijan
azerbaijão	azerbaijan
clero	ulama
clero	pendita
felix	felix
orgulho	kebanggaan
orgulho	pride
orgulho	maruah
orgulho	bangga
orgulho	proud
houten	houten
fantástico	fantastic
fantástico	awesome
fantástico	hebat
fantástico	mantap
fantástico	amazing
fantástico	mengkagumkan
membrana	membran
membrana	selaput
jato	jet
zeus	zeus
dominar	kuasai
dominar	mendominasi
dominar	menguasai
todd	todd
poluição	pencemaran
nazaré	nazaret
citações	petikan
citações	petikan
nassau	nassau
ditador	diktator
romero	romero
estranha	pelik
estranha	pelik
estranha	asing
nacionalista	nasionalis
camp	kem
camp	perkhemahan
camp	kemah
cadeiras	kerusi
juliana	juliana
rogers	rogers
desenvolvendo	membangunkan
cuiabá	cuiabá
olga	olga
marrom	brown
isolamento	penebat
isolamento	pengasingan
amostras	sample
amostras	sampel
amostras	contoh
amostras	sample
amostras	sampel
harvey	harvey
passeio	sidewalk
passeio	ride
passeio	tunggangan
passeio	walk
passeio	berjalanlah
lentamente	perlahan
adventures	adventures
adventures	pengembaraan
controlada	dikawal
búlgaro	bulgaria
emerson	emerson
palestra	ceramah
palestra	lecture
palestra	syarahan
desastre	bencana
velocidades	velocities
velocidades	kelajuan
pintores	pelukis
panorama	panorama
ligando	menelefon
ligando	memanggil
ligando	calling
emílio	templeton
emílio	emil
emílio	emilio
omar	umar
omar	omar
