氣壓	tekanan
星期天	ahad
星期天	sunday
工房	koubou
塵埃	dust
塵埃	debu
塵埃	kejatuhan
平滑	licin
平滑	melicinkan
平滑	kelicinan
加速器	pemecut
弩	crossbow
側面	apit
穆爾	moore
薄弱	kelemahan
薄弱	lemah
指明	nyatakan
諸葛	zhuge
謊言	lie
謊言	bohong
謊言	lies
謊言	terletak
謊言	bohong
宙斯	zeus
越共	vietcong
野獸	beast
野獸	binatang
野獸	buas
填充	pembungkusan
填充	pelapik
填充	filling
填充	isi
填充	penuhkan
填充	isian
起因	punca
起因	menyebabkan
水分	kelembapan
縫	sew
縫	jahit
縫	menjahit
高分子	polimer
反省	pantulan
敲	tok
頂端	top
角落	corner
角落	selekoh
角落	sudut
角落	bucu
角落	bucu
淋巴	lymphatic
狂熱	taklid
郵輪	cruises
郵輪	pelayaran
郵輪	cruise
燈光	lampu
燈光	ringan
燈光	cahaya
燈光	light
瑪利亞	maria
抗衡	mengimbangi
太陽能	suria
太陽能	solar
儲備	rizab
反對派	pertentangan
藤本	fujimoto
舵	kemudi
池塘	kolam
講話	pidato
講話	speech
講話	pertuturan
激發	inspire
激發	merangsang
禁忌	taboos
禁忌	terlarang
禁忌	dilarang
禁忌	tabu
假說	hipotesis
邪教	cult
醚	eter
孢子	spora
孢子	spore
噴	spray
噴	sembur
榮耀	kemegahan
榮耀	glory
榮耀	kemuliaan
榮耀	keagungan
偽裝	menyamar
偽裝	penyamaran
偽裝	penyamaran
鳩	merbok
鳩	tekukur
叛軍	pemberontak
波動	menentu
層次	lapisan
層次	aras
矽	silikon
矽	silicon
繡	sulaman
繡	embroidery
匹茲堡	pittsburgh
笨	bodoh
笨	stupid
少了	kurang
少了	kurangkan
少了	less
康復	penyembuhan
康復	pemulihan
康復	recovery
大院	compound
大院	kompaun
大院	sebatian
布希	semak
布希	bush
莊園	manor
欺騙	curang
欺騙	penipuan
磁性	magnet
磁性	magnetik
磁性	magnetic
磁性	kemagnetan
內政	interior
內政	dalaman
花朵	bunga
花朵	flowers
花朵	bunga
花朵	flower
造訪	melawati
造訪	melawat
炸藥	dinamit
炸藥	letupan
皮革	leather
皮革	kulit
徒弟	murid
徒弟	magang
下限	lantai
下限	floor
牛仔	koboi
牛仔	koboi
牛仔	cowboy
親戚	relatif
親戚	kerabat
勘探	penjelajahan
勘探	penerokaan
橢圓形	oval
追查	penyurihan
疑慮	syak
疑慮	kemusykilan
疑慮	ragu
疑慮	keraguan
疑慮	musykil
公孫	gongsun
上學	sekolah
窯	kemesraan
窯	ware
窯	kiln
紅十字會	icrc
乳房	payudara
乳房	payudara
乳房	dada
正宗	sahih
流血	pendarahan
流血	berdarah
凍	pembekuan
諾亞	noah
諾亞	nuh
歸屬	pengiktirafan
感興趣	berminat
鹽水	saltwater
館長	kurator
毫克	mg
骨折	patah
骨折	fracture
史學	historiografi
泳池	kolam
泳池	pool
舉例	contoh
切除	excision
黏	likat
黏	melekit
灰姑娘	cinderella
牙買加	jamaica
主宰	kuasai
主宰	mendominasi
迦太基	carthage
渡假	percutian
偏差	sisihan
偏差	bias
陰影	bayang
陰影	bayangan
陰影	bayang
陰影	shadow
陰影	bebayang
陰影	naungan
驚訝	terkejut
驚訝	hairan
鱷魚	buaya
殘骸	runtuhan
殘骸	puing
幾內亞	guinea
籽	biji
籽	benih
付款	bayar
付款	pembayaran
付款	payment
付款	bayaran
付款	pembayaran
白銀	perak
水牛	kerbau
水牛	buffalo
水牛	buffaloes
面部	facial
護航	escort
各部	ministries
共生	symbiotic
共生	simbiosis
厭惡	jijik
厭惡	meluat
厭惡	meluat
孫子	cucu
孫子	cucu
孫子	cucu
孫子	cucunya
黑幫	gangster
黑幫	gengster
黑幫	samseng
黑幫	geng
師父	sifu
師父	master
瑞穗	mizuho
寶寶	baby
寶寶	sayang
線索	klu
車庫	garage
車庫	garaj
綠黨	hijau
無畏	fearless
損傷	kecederaan
損傷	kerosakan
缺口	sela
缺口	gap
精華	pati
精華	essence
精華	intipati
分流	lencongan
刮	calar
刮	scratch
刮	cakaran
蟒	python
口語	dituturkan
力學	mekanik
工匠	artisans
工匠	craftsman
處罰	penalti
處罰	denda
處罰	hukuman
處罰	azab
名聲	reputasi
序幕	prelude
序幕	prolog
醋	cuka
岬	promontory
代理商	agensi
代理商	agen
代理商	ejen
代理商	agen
代理商	ejen
代理商	agent
舒適	keselesaan
舒適	selesa
舒適	selesa
舒適	selesa
嘲笑	ejek
嘲笑	mengejek
充電	cas
充電	caj
充電	charge
充電	libas
充電	mengecas
充電	pengisian
鎳	nikel
哲也	tetsu
飛翔	terbang
飛翔	lalat
飛翔	fly
飛翔	terbang
飛翔	flying
礦業	perlombongan
人馬座	sagittarius
谷地	valley
谷地	lembah
桃子	peaches
桃子	momoko
桃子	peach
電纜	kabel
電纜	kabel
電纜	cable
蝨	kutu
蝨	kutu
田野	bidang
田野	medan
腐敗	rosak
腐敗	rasuah
腐敗	korupsi
少數民族	minoriti
少數民族	minoriti
無聊	boring
無聊	membosankan
無聊	bosan
無聊	boring
女朋友	girlfriend
顎	rahang
顎	lelangit
酒館	warung
酒館	pub
政治學	politik
飛碟	ufo
飛碟	ufo
供給	bekalan
請願	petisyen
請願	petisyen
荒漠	gurun
潟湖	laguna
潟湖	lagoon
鹿角	antlers
偽造	pemalsuan
偽造	ditempa
鹿特丹	rotterdam
好奇	curious
好奇	penasaran
好奇	curiosity
盎司	auns
盎司	ons
盎司	auns
放逐	pengasingan
放逐	buangan
利息	minat
利息	interest
利息	faedah
物料	bahan
物料	material
物料	bahan
打壓	repression
蟻	semut
蟻	semut
耦合	coupling
鏢	damak
鏢	dart
石英	kuarza
辯護	pertahanan
波浪	gelombang
波浪	ombak
波浪	ombak
波浪	lambai
波浪	wave
波浪	gelombang
成龍	jackie
猶太教	yahudi
血清	serum
小澤	ozawa
凜	rin
愛人	lovers
愛人	pencinta
愛人	kekasih
愛人	lover
瓶子	botol
瓶子	bottle
瓶子	botol
前列腺	prostat
無奈	berdaya
小米	millet
化妝	solekan
化妝	makeup
化妝	mekap
演示	demo
演示	demonstrasi
游擊隊	gerila
定罪	disabitkan
定罪	convictions
倡議	inisiatif
倡議	inisiatif
聘用	hiring
盒子	box
盒子	kotak
勉強	nyaris
孟子	mencius
液態	cecair
法郎	franc
法郎	francs
棄權	pengabaian
博弈	game
博弈	permainan
博弈	permain
百分比	peratus
百分比	peratusan
百分比	peratus
製造業	pengilangan
製造業	perkilangan
妥協	kompromi
妥協	berkompromi
動議	gerakan
動議	pergerakan
動議	gerak
路障	roadblock
解雇	pemecatan
狙擊手	sniper
鍋爐	boiler
鍋爐	dandang
經文	ayatnya
經文	ayat
經文	kitab
沙丘	gumuk
會津	aizu
奉獻	dedikasi
奉獻	berdedikasi
奉獻	pengabdian
川上	kawakami
禮堂	auditorium
藥品	ubat
藥品	perubatan
藥品	dadah
盔	helmet
清新	fresh
清新	segar
清新	kesegaran
太極	taiji
雇主	majikan
雇主	majikan
升起	rise
升起	bangkit
憂鬱	muram
吃了	makan
創始	mengasaskan
詐騙	penipuan
詐騙	pemalsuan
詐騙	penipuan
詐騙	scam
偷渡	penyeludupan
任用	temujanji
任用	pelantikan
任用	temujanji
地下水	groundwater
階梯	tangga
階梯	tangga
黃蜂	penyengat
黃蜂	wasp
黃蜂	tebuan
煙火	kembang
煙火	firework
反彈	backlash
反彈	melantun
反彈	memantul
屏障	halangan
屏障	penghalang
節點	nod
節點	nod
姿勢	pose
姿勢	postur
孤兒	yatim
離散	diskret
週四	thu
週四	khamis
船塢	labuh
希伯來	hebrew
希伯來	ibrani
碉堡	bunker
魔術師	magician
最深	terdalam
葬禮	pengebumian
葬禮	funeral
儒學	konfusianisme
寶座	singgahsana
寶座	takhta
電子郵件	emel
電子郵件	email
高能	bertenaga
高能	cergas
招聘	pengambilan
招聘	merekrut
招聘	hiring
加速度	pecutan
喇叭	horn
貝勒	belle
貝勒	baylor
不平等	unequal
晶體	crystal
晶體	hablur
晶體	kristal
晶體	kristal
開花	berbunga
開花	mekar
熵	entropi
廉價	murah
空心	berlubang
空心	hollow
收養	adopt
音訊	audio
桂林市	guilin
叛逆	derhaka
叛逆	pemberontakan
外甥	nephew
密封	mohor
密封	meterai
密封	seal
快車	express
快車	luahkan
警衛	guard
警衛	pengawal
重現	pengulangan
信賴	dipercayai
彌撒	jisim
兩棲	amfibia
神道	shinto
撞球	billiards
撞球	kolam
撞球	pool
後援	backup
鼓舞	inspiring
鼓舞	mengilhamkan
鼓舞	galakan
鼓舞	dorongan
關稅	tarif
關稅	kastam
上頜	maxillary
定性	kualitatif
讀取	baca
讀取	bacaan
讀取	reading
讀取	pembacaan
讀取	membaca
紙幣	banknotes
紙幣	banknote
調動	mobilisasi
調動	menggembleng
調動	mobiliti
獨唱	soloist
獨唱	solo
光電	photovoltaic
十字軍	crusade
十字軍	crusader
體力	kekuatan
平均值	purata
興奮	keghairahan
興奮	keterujaan
興奮	kegembiraan
興奮	teruja
神龍	dragon
神龍	naga
希臘文	greek
希臘文	yunani
紫外線	ultraviolet
大介	daisuke
申報	isytihar
申報	declare
投注	pertaruhan
投注	betting
鯊魚	shark
鯊魚	jerung
大腦	otak
大腦	brain
大腦	otak
孤獨	kesepian
孤獨	sepi
孤獨	sunyi
單字	perkataan
套房	deretan
套房	suite
套房	suit
套房	suites
老兵	veteran
老兵	veteran
更低	turunkan
更低	lower
變速箱	gearbox
心態	mentality
心態	mentaliti
心態	mindset
天秤座	libra
過濾	penapis
過濾	tapisan
過濾	ditapis
過濾	penapisan
過濾	menapis
過濾	penapisan
過濾	penapis
過濾	tapisan
黃道	ekliptik
黃道	zodiak
駕駛艙	kokpit
甘地	gandhi
救護	ambulans
救護	ambulan
蒸氣	wap
蒸氣	stim
蒸氣	kukus
天命	destiny
天命	takdirnya
天命	takdir
提問	persoalan
提問	soalan
斜坡	cerun
斜坡	cerun
袋鼠	kangaroo
袋鼠	kangaroos
弱勢	terdedah
開羅	kaherah
不適	ketidakselesaan
服從	mentaati
服從	patuhi
服從	ketaatan
水力	hydro
水力	hidraulik
水力	hidraulik
水力	hydropower
向日葵	sunflowers
向日葵	sunflower
轉讓	pemindahan
轉讓	assignment
轉讓	tugasan
轉讓	pemindahan
駐軍	garrison
反對黨	pertentangan
博愛	persaudaraan
冒犯	menyinggung
冒犯	kesat
冒犯	menjelikkan
早餐	breakfast
早餐	sarapan
肉體	daging
動力學	dinamik
緯度	latitud
緯度	lat
緯度	latitud
靈活	anjal
靈活	fleksibel
靈活	fleksibiliti
薩姆	sam
凍結	frozen
凍結	beku
凍結	pembekuan
凍結	membekukan
凍結	bekukan
凍結	pembekuan
凍結	freeze
副本	menyalin
副本	copy
副本	salin
副本	salinan
副本	salinan
粥	bubur
橫向	mengufuk
辻	tsuji
水壩	dam
水壩	empangan
水壩	empangan
隆起	bulge
典範	teladan
雄心	ambition
幼蟲	larva
幼蟲	larva
癱瘓	kelumpuhan
癱瘓	lumpuh
癱瘓	lumpuh
航運	penghantaran
開關	suis
開關	switch
開關	suis
開關	switch
邦聯	konfederasi
邦聯	konfederasi
主婦	housewives
主婦	housewife
填寫	isi
填寫	penuhkan
填寫	isian
疣	ketuat
陸戰隊	marin
陸戰隊	marines
錄取	kemasukkan
錄取	kemasukan
肯亞	kenya
扔	baling
扔	balingan
硫化	sulfida
影射	sindiran
母音	vokal
巧合	kebetulan
代謝	metabolisme
大聲	bising
大聲	keras
堪薩斯	kansas
進食	makan
居留	residensi
新兵	rekrut
上線	online
涅槃	nirvana
涅槃	nirwana
老年人	senior
幸存者	terselamat
水災	banjir
水災	banjir
水災	banjir
貂	sabel
煎	menggoreng
煎	goreng
煎	fry
割讓	cession
遙控	remote
輝煌	cemerlang
石榴	delima
多餘	tambahan
多餘	extra
多餘	lewah
多餘	kelebihan
受害人	mangsa
受害人	korban
受害人	korban
美學	estetik
美學	aesthetic
堅強	strong
堅強	kukuh
堅強	kuat
政客	pkr
電阻	perlawanan
電阻	resistance
上級	superior
震動	getaran
震動	gegaran
震動	getaran
病理	patologi
古琴	guqin
煞車	brek
煞車	rem
煞車	brek
煞車	rem
必要性	keperluan
嫌犯	suspek
嫌犯	suspek
嫌犯	disyaki
平房	banglo
元氣	genki
薪水	gaji
發聲	audible
妨礙	halangan
後果	akibatnya
薪資	gaji
埋伏	hendap
抵押	cagaran
抵押	gadaian
抵押	gadai
大方	pemurah
大方	dermawan
扣押	kejang
扣押	disita
元老院	senat
天真	naif
美化	landscaping
美化	mencantikkan
配方	formula
備忘錄	memo
備忘錄	memorandum
許可證	lesen
許可證	permit
許可證	lesen
許可證	permit
許可證	lesen
硬度	hardness
硬度	kekerasan
考官	pemeriksa
巴塞隆納	barcelona
墜	loket
極少	jarang
流體	cecair
流體	bendalir
流體	bendalir
強硬	tough
素質	kualiti
素質	quality
素質	berkualiti
伯父	pakcik
突變	bermutasi
突變	mutasi
突變	mutations
高射炮	flak
塞內加爾	senegal
模具	acuan
椅子	kerusi
椅子	kerusi
琥珀	amber
琥珀	ambar
慾望	keinginan
慾望	kemahuan
慾望	nafsu
慾望	kemahuan
插座	soket
插座	soket
聖徒	saints
愛好	hobi
愛好	hobi
肥胖	obesiti
象牙	ivory
象牙	gading
墜落	terjatuh
墜落	falling
墜落	jatuh
菊花	kekwa
菊花	daisy
氙	xenon
駭客	hacker
駭客	penggodam
駭客	hacker
駭客	penggodam
漂	floating
漂	terapung
漂	hanyut
失明	kebutaan
白雪	snowy
神田	kanda
病房	ward
病房	wad
病房	wad
突尼西亞	tunisia
突尼西亞	tunis
平野	hirano
劇作家	playwright
熊貓	panda
熊貓	panda
縱火	pembakaran
零星	sporadic
族裔	etnik
族裔	etnik
正直	integriti
寫信	tulis
彈珠	guli
彈珠	marble
彈珠	marmar
乙烯	etena
乙烯	vinyl
鈉	natrium
硒	selenium
傷心	sedih
傷心	sad
衣物	pakaian
衣物	pakaian
衣物	baju
甘露	manna
甘露	nectar
敦促	desakan
固態	pepejal
固態	pejal
固態	padu
染料	pewarna
染料	pewarna
避難	perlindungan
唐人街	chinatown
從來沒有	never
鴉片	candu
延誤	lengahan
延誤	lengah
延誤	delay
延誤	tunda
延誤	kelewatan
延誤	tertangguh
延誤	dilengahkan
延誤	tertunda
螺旋槳	baling
獲利	profit
領事	konsul
領事	consular
圍城	pengepungan
圍城	sieges
愛滋病	aids
托管	hos
國度	kingdom
國度	kerajaan
無窮	infinite
無窮	infiniti
無窮	infinity
頻寬	bandwidth
取締	proskripsi
加固	pengukuhan
新生代	cenozoic
藻類	alga
打字	menaip
巫師	bestari
巫師	wizard
美咲	misaki
玩偶	dolls
玩偶	boneka
玩偶	doll
釉	glaze
寫入	tulis
寫入	tulisan
寫入	menulis
寫入	penulisan
有色	berwarna
鈔	banknotes
貧困	kemiskinan
黑社會	triad
黑社會	gangster
黑社會	gengster
黑社會	samseng
競爭力	kompetitif
競爭力	saing
粉末	serbuk
粉末	bedak
粉末	serbuk
親密	intim
義工	sukarelawan
過境	transit
矩形	segiempat
貪	tamak
貪	rakus
貪	ketamakan
貪	tamak
野蠻	liar
野蠻	biadab
野蠻	barbaric
野蠻	brutal
火腿	ham
脆	rangup
脆	renyah
謬誤	fallacies
謬誤	mantik
毆打	serangan
毆打	berdegup
毆打	berdebar
毆打	berdenyut
毆打	pemukulan
暴徒	samseng
暴徒	mob
暴徒	samseng
壁畫	fresco
壁畫	mural
士氣	morale
士氣	moral
大社	taisha
職能	function
職能	fungsi
爵士樂	jazz
爵士樂	jaz
慈善家	dermawan
女童	girls
暴行	kekejaman
蘑菇	kulat
蘑菇	cendawan
蘑菇	cendawan
俯瞰	menghadap
牲畜	ternakan
葡萄牙語	portugis
氧氣	oksigen
傑克遜	jackson
獲釋	dilepaskan
獲釋	released
獲釋	dikeluarkan
石墨	grafit
頰	pipi
頰	pipinya
原告	plaintif
橫掃	menyapu
橫掃	menyapu
橫掃	sapu
梵蒂岡	vatican
寮國	lao
寮國	laos
寮國	laos
騷亂	kekecohan
騷亂	rusuhan
騷亂	keresahan
騷亂	rusuhan
蠟筆	crayon
蠟筆	krayon
弱點	kelemahan
弱點	kelemahan
弱點	kelemahan
淺野	asano
午餐	lunch
午餐	tengahari
增益	dapatan
增益	gandaan
增益	gain
增益	keuntungan
亞當斯	adams
立國	statehood
匙	sudu
夜行	nokturnal
可樂	coke
摺疊	melipat
摺疊	lipat
摺疊	lipatan
摺疊	lipat
蝸牛	siput
不一致	konsisten
奮鬥	perjuangan
軍閥	warlords
軍閥	panglima
蜂蜜	honey
蜂蜜	madu
油畫	melukis
油畫	lukisan
油畫	mengecat
油畫	lukisan
玄武	xuanwu
瑕疵	kecacatan
瑕疵	cela
瑕疵	kekurangan
瑕疵	kecacatan
瑕疵	ketidaksempurnaan
燈籠	tanglung
燈籠	lantern
受益	benefit
受益	manfaat
樂觀	optimis
異性	heterosexual
親近	closeness
俯衝	dive
俯衝	menyelam
扶梯	eskalator
活著	alive
遺留	legasi
遺留	warisan
烹飪	masakan
烹飪	memasak
烹飪	cooking
檸檬	lemon
摩登	moden
前所未有	unprecedented
裝修	renovated
裝修	renovasi
裝修	renovation
況且	disamping
救濟	kelegaan
救濟	lega
救濟	melegakan
配給	catuan
配給	juadah
叛徒	pembelot
叛徒	pengkhianat
群組	berkumpulan
群組	group
群組	kumpulan
群組	berkumpulan
群組	kumpulan
群組	groups
跟蹤	tracking
跟蹤	menjejaki
跟蹤	penjejakan
跟蹤	pengesanan
跟蹤	mengintai
天國	heaven
天國	syurga
梵語	sanskrit
手續	formaliti
喝酒	minuman
喝酒	minum
多樣性	kepelbagaian
檀香山	honolulu
處置	pembuangan
處置	pelupusan
警探	detektif
玲奈	rena
草稿	draf
草稿	merangka
草稿	draf
量度	mengukur
量度	sukatan
量度	ukur
量度	mengukur
按摩	massage
按摩	urut
寶馬	bmw
獵戶座	orion
林地	woodland
寓言	perumpamaan
寓言	bandingan
寓言	fable
竿	kutub
竿	pole
竿	galah
竿	tiang
變異	bermutasi
變異	variasi
變異	mutasi
變異	variasi
欄位	bidang
欄位	medan
欄位	bidang
欄位	medan
領事館	konsulat
領事館	perunding
曆法	kalendar
曆法	takwim
饒舌	mengetuk
饒舌	rap
忽視	abaikan
忽視	abai
忽視	terabai
忽視	pengabaian
忽視	mengabaikan
特使	utusan
為甚麼	mengapa
為甚麼	sebabnya
煽動	hasutan
煽動	menghasut
煽動	hasutan
誓言	sumpah
顆粒	zarah
顆粒	zarahan
顆粒	zarah
效用	utiliti
瀝青	asfalt
清單	senarai
夜總會	nightclub
保養	maintenance
保養	penyelenggaraan
奶油	butter
奶油	mentega
奶油	creamy
奶油	berkrim
奶油	krim
奶油	cream
騷動	keresahan
騷動	kecoh
萃取	pengekstrakan
萃取	ekstrak
壓迫	repression
壓迫	penindasan
跨度	span
填補	filling
填補	isi
填補	penuhkan
填補	isian
木偶	boneka
木偶	boneka
木偶	wayang
每當	bilamana
丁香	kesturi
丁香	cengkih
政令	dekri
政令	dekrit
政令	dekri
政令	ketetapan
政令	dekrit
政令	ordinan
困惑	kekeliruan
困惑	kekalutan
困惑	keliru
困惑	bingung
困惑	confused
困惑	celaru
聖地亞哥	santiago
營地	kem
營地	perkhemahan
營地	kemah
營地	kem
營地	perkhemahan
石橋	ishibashi
大綱	merangka
中繼	geganti
透鏡	lens
樂天	lotte
素描	lakaran
素描	sketsa
素描	sket
素描	sketsa
素描	melakar
舅舅	pakcik
大同市	datong
石首魚	kingfish
堵塞	tersumbat
融化	melting
融化	meleleh
融化	leleh
融化	mencair
融化	meleleh
融化	dicairkan
融化	meleleh
融化	melt
融化	luluh
嫉妒	jealous
嫉妒	cemburu
嫉妒	cemburu
嫉妒	kecemburuan
舉重	weightlifting
赤字	defisit
共存	coexistence
放大器	amp
放大器	penguat
放大器	amp
離心	centrifuge
離心	emparan
現況	status
鬍子	misai
鬍子	misai
鬍子	jambang
鬍子	janggut
油脂	loyang
跨國	transnasional
擠	perahan
擠	mengasak
貝多芬	beethoven
強姦	rogol
棕櫚	kurma
棕櫚	kurma
流星雨	meteor
秘書處	sekretariat
點心	kudapan
點心	snek
梯度	kecerunan
梯度	kecerunan
批發	borong
勒索	ugut
勒索	ugut
和睦	keharmonian
和睦	harmony
和睦	harmoni
突顯	highlight
突顯	menyerlahkan
突顯	menonjolkan
突顯	penonjolan
突顯	sorotan
浴室	wc
僱員	pekerja
僱員	pekerja
牛角	tanduk
牛角	horns
牛角	horn
抹黑	comot
鎂	magnesium
附帶	cagaran
行進	berarak
獨奏	soloist
獨奏	solo
山陽	sanyo
敏捷	tangkas
敏捷	ketangkasan
自豪	kebanggaan
自豪	pride
自豪	maruah
自豪	bangga
自豪	proud
天花板	siling
天花板	ceiling
致電	call
報仇	dendam
可變	pembolehubah
丙酮	aseton
零售商	peruncit
零售商	peruncit
刑罰	penalti
刑罰	denda
刑罰	hukuman
刑罰	azab
漫遊	merantau
漫遊	perantauan
蜿蜒	berliku
債券	ikatan
債券	bond
債券	ikatan
山洞	gua
山洞	gua
山洞	caves
中介	broker
中介	perantara
折射	pembiasan
課室	kelasnya
課室	classrooms
藝術品	seni
藝術品	kesenian
藝術品	artwork
亞裔	asians
頭盔	helmet
頭盔	helmet
華夏	huaxia
飽和	kepekatan
飽和	ketepuan
飽和	tepu
飽和	jenuh
異形	alien
異形	alien
同學會	reunion
畫廊	galeri
畫廊	galeri
畫廊	gallery
耕作	perladangan
耕作	bertani
耕作	pertanian
英特爾	intel
籃	keranjang
籃	bakul
稅務	taxation
稅務	cukai
稅務	cukai
