ajettu	駕駛
liput	旗
liput	旗子
pelkoa	恐懼
jalkaväki	步兵
puolustusta	國防
puolustusta	防衛
gamma	gamma
gamma	伽瑪
vaatimaton	謙虛
vaatimaton	適度
vaatimaton	謙卑
vaatimaton	謙虛
vaatimaton	謙遜
vaatimaton	卑微
balladi	民謠
casino	賭場
tehon	功效
katon	屋頂
pakistanissa	巴基斯坦
hiukkasten	顆粒
hiukkasten	粒子
hiukkasten	微粒
hiukkasten	顆粒
hiukkasten	粒子
hiukkasten	微粒
hiukkasten	顆粒
kyvyn	能力
ihoa	肌膚
rohkea	勇者
rohkea	勇敢
rohkea	大膽
asenne	態度
asenne	態度
evoluution	演化
evoluution	演變
evoluution	進化
evoluution	演進
analyysin	分析
kambodžan	柬埔寨
lentoyhtiöt	航空公司
lentoyhtiöt	航空
näkyvyyttä	能見度
näkyvyyttä	知名度
clarkin	clark
raf	raf
virheet	錯誤
virheet	失誤
ulkopuolisia	外人
ulkopuolisia	局外人
ulkopuolisia	外界
kuparia	銅礦
kuparia	銅
mytologia	神話
nikki	nikki
poliitikkoja	政界人士
poliitikkoja	政客
poliitikkoja	政治家
käytös	行為
käytös	行為
rikoksia	罪行
rikoksia	犯罪
tuumaa	寸
tuumaa	英吋
tuumaa	寸寸
tuumaa	吋
tuumaa	英吋
järjestelmien	系統
kuljetus	運輸
kuljetus	交通
kuljetus	運輸
kuljetus	交通
pet	寵物
crown	冠
crown	王冠
crown	皇冠
muistia	記憶力
muistia	記憶
muistia	記憶體
muistia	回憶
indeksi	索引
indeksi	指數
jäljet	曲目
jäljet	軌道
lukijat	讀者
brand	品牌
twitter	twitter
vakituinen	永久
niska	脖子
niska	頸
niska	頸部
leviäminen	散播
leviäminen	蔓延
leviäminen	傳播
leviäminen	傳播
leviäminen	散播
leviäminen	蔓延
kutsu	致電
kutsu	電話
kutsu	打電話
kutsu	通話
kutsu	呼叫
kutsu	邀請
kutsu	邀請
samanlaiset	類似
samanlaiset	相似
samanlaiset	配對
samanlaiset	比對
samanlaiset	匹配
sisämaan	內地
sisämaan	內陸
rami	rami
hiiren	滑鼠
hiiren	鼠
hämärän	曙光
hämärän	黃昏
optinen	光學
huumoria	幽默
huumoria	幽默
vikaa	錯誤
vikaa	錯
tekniikoita	技術
ohjuksia	導彈
parantaminen	升級
parantaminen	提升
parantaminen	改進
parantaminen	改善
parantaminen	改良
parantaminen	改進
parantaminen	改善
evoluutio	演化
evoluutio	演變
evoluutio	進化
evoluutio	演進
premier	總理
suden	狼
neal	neal
vicente	vicente
natalia	natalia
entsyymin	酶
palm	棕櫚
kela	捲軸
kulkuri	遊民
café	咖啡廳
café	咖啡館
kerätty	收集
johtaminen	推導
poikkeuksellinen	非凡
legioona	軍團
seinät	牆壁
seinät	城牆
seinät	牆
muna	蛋
muna	雞蛋
korjaa	修復
korjaa	維修
korjaa	修理
korjaa	修繕
korjaa	修復
korjaa	修
clay	黏土
clay	泥
clay	粘土
sisäänkäynti	入場
sisäänkäynti	入口
jordanin	約旦
puolalaiset	極地
howe	豪
howe	howe
pluto	冥王星
ars	ars
muistelmat	回憶錄
pont	蓬
kiertoradalle	軌道
pätevä	合格
pätevä	有效
laukaisi	引發
laukaisi	觸發
peterson	peterson
heikkoa	弱
heikkoa	虛弱
heikkoa	弱者
heikkoa	軟弱
heikkoa	薄弱
varkaus	盜竊
varkaus	失竊
varkaus	盜竊
varkaus	偷竊
satunnainen	隨機
tuhannet	數千
markkinoinnin	行銷
marokossa	摩洛哥
kirjoita	撰寫
kirjoita	寫
kirjoita	寫信
kirjoita	寫入
kirjoita	寫作
kirjoita	型態
kirjoita	類型
kirjoita	輸入
jaroslav	jaroslav
vesistöjen	水道
ingrid	ingrid
vierailun	參觀
vierailun	訪問
amnesty	大赦
amnesty	特赦
korvauksia	補償
korvauksia	賠償
sääntöä	細則
verkoston	網路
verkoston	網
leigh	leigh
näyttelemistä	演戲
näyttelemistä	演技
näyttelemistä	代理
asteikko	比例尺
asteikko	規模
doc	doc
hevosella	馬
hevosella	馬匹
tuotetta	商品
tuotetta	產品
tuotetta	產物
kysyntä	需求
kysyntä	需求量
kysyntä	要求
webber	webber
liam	liam
midi	midi
pitempi	更高
tuottava	有利可圖
tuottava	盈利
eine	eine
ylimääräistä	額外
ylimääräistä	多餘
motto	座右銘
motto	箴言
motto	格言
vienti	出口
vienti	出口
marjoja	漿果
unix	unix
jun	淳
jun	俊
kilpailla	競爭
huumori	幽默
huumori	幽默
wärtsilä	wärtsilä
työkalut	工具
marvin	marvin
kopioita	副本
kopioita	拷貝
denver	丹佛
apulainen	助手
apulainen	助理
teetä	茶葉
teetä	茶
korin	籃
korin	籃子
ist	ist
kuunnella	聆聽
ehdokkaita	候選人
päästy	已達到
latinaa	拉丁
latinaa	拉丁文
ilmaisua	表達
ilmaisua	表情
ystävällinen	友軍
ystävällinen	友好
ystävällinen	友善
vastusta	抵制
vastusta	抗拒
yksityisiä	隱私
yksityisiä	私人
yksityisiä	私營
destiny	天命
destiny	命運
siemens	siemens
tavaroiden	商品
tavaroiden	貨物
tarvikkeita	供應
tarvikkeita	用品
ritarit	騎士
sosiologian	社會學
vankeutta	監禁
vankeutta	囚禁
uhreja	傷亡
uhreja	傷亡人數
uhreja	受害人
uhreja	受害者
elektroniikka	電子
doyle	doyle
avustaja	助手
avustaja	助理
ote	節錄
ote	摘錄
ote	提取
ote	萃取
ote	摘錄
cooperin	cooper
tutkijan	研究者
tutkijan	研究員
carson	carson
bakteerit	細菌
pamela	pamela
veneitä	船隻
veneitä	艇
tunnustus	懺悔
tunnustus	告白
tunnustus	表白
tunnustus	告解
tunnustus	承認
tunnustus	表彰
viikkoja	星期
viikkoja	周
viikkoja	週數
kissat	貓
välimeri	地中海
keksitty	發明
tarpeellista	必要
tarpeellista	必需
ympyrä	圓形
ympyrä	圓
ympyrä	圓圈
ympyrä	迴圈
ympyrä	圈
keltaisia	黃色
keltaisia	黃
macdonald	macdonald
ruskeat	棕
ruskeat	褐
ruskeat	布朗
ruskeat	brown
ruskeat	棕色
philadelphian	費城
luita	bones
luita	骨
luita	骨骼
luita	骨頭
maanalainen	地下
maanalainen	地底
muotokuvia	肖像畫
muotokuvia	畫像
muotokuvia	肖像
miina	礦山
sillat	橋梁
sillat	橋
valittaa	抱怨
valittaa	抱怨
aavikon	沙漠
aavikon	荒漠
paksuus	厚度
käyttöönotto	委託
kysynnän	需求
kysynnän	需求量
kysynnän	要求
puhu	聊
lehtimies	記者
lehtimies	記者
epäonnistuu	失敗
lipunmyynti	售票
dub	dub
digitaalisen	數碼
digitaalisen	數位
bussi	公車
bussi	巴士
kleopatra	cleopatra
arvokkaita	寶貴
oppikirja	課本
oppikirja	教科書
ahmad	ahmad
janet	janet
solomon	所羅門
erottaminen	驅逐出境
erottaminen	驅逐
erottaminen	分離
erottaminen	離職
erottaminen	分居
erottaminen	分居
ikkuna	窗戶
ikkuna	窗
ikkuna	視窗
suositella	推薦
sigurd	sigurd
sosiaaliset	社會
sosiaaliset	社交
aallot	浪
aallot	海浪
aallot	波浪
tulevaisuutta	今後
tulevaisuutta	將來
tulevaisuutta	未來
ariel	ariel
sähköisen	電子
vartijat	守衛
vartijat	衛兵
vartijat	守護者
vartijat	監護人
näytön	螢幕
näytön	顯示
näytön	顯示器
näytön	展示
laaksoon	河谷
laaksoon	谷
laaksoon	山谷
laaksoon	谷地
esikuva	基準
sarjakuvahahmo	漫畫
olio	實體
olio	生物
sovitettu	改編
valuutta	貨幣
valuutta	幣值
fields	田間
fields	田地
fields	欄位
fields	田野
eden	伊甸園
eden	eden
walesissa	威爾斯
optimus	optimus
ricky	ricky
vallankumouksellinen	革命性
virkamiesten	官員
holly	holly
holly	冬青
luc	luc
haastatteluja	面談
haastatteluja	訪談
haastatteluja	面試
haastatteluja	採訪
haastatteluja	約談
hauskaa	好玩
hauskaa	樂趣
hauskaa	搞笑
hauskaa	好笑
groove	槽
luottamusta	信心
luottamusta	自信
luottamusta	信任
luottamusta	信託
blair	blair
kiistanalainen	爭議
kiistanalainen	爭議
muokkaaminen	剪輯
muokkaaminen	編輯
tapaukset	案例
jonnekin	某處
edu	edu
nauttia	享受
unohtaa	遺忘
unohtaa	忘記
sanasto	詞彙
sanasto	詞彙
sanasto	字彙
lily	百合
lily	lily
davidson	davidson
vahingoittaa	危害
vahingoittaa	傷害
ansa	圈套
ansa	陷阱
satunnaisia	隨機
torjua	作戰
identiteetti	身分
identiteetti	身份
veljenpoika	外甥
veljenpoika	侄子
käsittelyssä	閱讀
käsittelyssä	讀書
käsittelyssä	讀取
käsittelyssä	讀
shell	貝殼
shell	shell
shell	殼
tiedostoja	文件
tiedostoja	檔案
ikkunasta	窗戶
ikkunasta	窗
ikkunasta	視窗
leeds	利茲
samsung	三星
echo	回聲
echo	回音
laboratorio	實驗室
laboratorio	化驗室
laboratorio	實驗室
huomenna	明天
huomenna	明日
heikompi	弱
piilottaa	隱藏
philadelphiassa	費城
buck	降壓
nisäkkäiden	哺乳動物
kiri	kiri
varat	資產
varat	基金
varat	資金
varat	資源
zen	禪
berry	漿果
berry	berry
asu	服裝
asu	戲服
asu	裝備
glover	glover
imperial	帝王
mans	芒
yhdistysten	社團
kaupankäynti	商務
kaupankäynti	商業
kaupankäynti	貿易
kaupankäynti	買賣
kaupankäynti	貿易
kaupankäynti	交易
toimitusjohtajan	ceo
toimitusjohtajan	總裁
harvard	哈佛
yhteensopiva	相容
mafia	暴徒
mafia	暴民
mafia	黑手黨
hävittää	根除
laitonta	非法
gandhi	甘地
raskauden	懷孕
raskauden	妊娠
raskauden	孕期
vaikutusvaltaa	影響力
vaikutusvaltaa	影響
vaikutusvaltaa	籌碼
vaikutusvaltaa	槓桿
seisoo	站立
seisoo	常備
seisoo	常設
seisoo	看台
nordisk	nordisk
aikuisille	成人
aikuisille	成年人
sato	收成
sato	收割
sato	收穫
sato	豐收
sato	莊稼
sato	農作物
sato	作物
sato	佐藤
näkymätön	隱身
näkymätön	無形
näkymätön	隱形
juhlia	慶祝
juhlia	慶祝
peru	取消
peru	撤銷
peru	秘魯
käärme	蛇
richie	richie
myrkyllistä	有毒
myrkyllistä	毒性
myrkyllistä	有毒
seminaarin	討論會
seminaarin	研討會
tuoreet	新鮮
tuoreet	清新
brennan	brennan
arthurin	阿瑟
arthurin	arthur
työntää	推
työntää	推推
työntää	推動
puolustukseen	國防
puolustukseen	防衛
vastarinta	阻力
vastarinta	電阻
vastarinta	抵抗
vastarinta	抵制
korjauksia	更正
korjauksia	維修
korjauksia	修繕
korjauksia	修理
suola	食鹽
suola	鹽
rekisteröi	註冊
rekisteröi	登記
joulua	聖誕
joulua	聖誕節
kalju	禿頭
kalju	禿
ravintolassa	飯店
ravintolassa	餐廳
ravintolassa	餐館
tervetuloa	歡迎
booth	攤位
booth	booth
yves	yves
ässä	ace
ässä	王牌
hermes	hermes
puistoon	樸
puistoon	公園
jälkeläiset	後裔
jälkeläiset	後代
reaktioita	反應
reaktioita	心情
automaatti	自動
teologiaa	神學
neuvonantaja	顧問
neuvonantaja	參贊
neuvonantaja	參贊
neuvonantaja	輔導員
hubert	hubert
erimielisyydet	差異
erimielisyydet	差額
erimielisyydet	分歧
erimielisyydet	分歧
erimielisyydet	分歧
viha	怒
viha	憤怒
viha	怒火
viha	仇視
viha	仇恨
viha	憎恨
viha	恨
viha	討厭
viha	仇恨
viha	怒
tekijänoikeudet	版權
tekijänoikeudet	版權
tekijänoikeudet	著作權
tanja	tanya
matkat	旅行
matkat	旅費
matkat	旅遊
matkat	trips
windsor	溫莎
richter	richter
maraton	馬拉松
makedonia	馬其頓
makedonia	馬其頓
gallagher	gallagher
genesis	創世紀
genesis	創世
genesis	起源
toiminto	功能
toiminto	職能
toiminto	函數
toiminto	功能
toiminto	動態
toiminto	活動
toiminto	動作
toiminto	行動
toiminto	手術
toiminto	行動
toiminto	運算
toiminto	操作
luut	bones
luut	骨
luut	骨骼
luut	骨頭
luut	骨
luut	骨骼
luut	骨頭
identtinen	相同
ulkomaalaisten	外國人
ulkomaalaisten	外籍人士
musa	musa
pallas	pallas
omistus	所有權
omistus	擁有權
vierailu	參觀
vierailu	訪問
vierailu	造訪
vierailu	來訪
vierailu	拜訪
olutta	啤酒
judy	judy
samin	山姆
samin	sam
samin	薩姆
maxi	maxi
syyttäjä	檢察官
siviilejä	平民
coca	古柯
sandy	sandy
kasvojen	面部
kuluttaa	花費
maya	maya
kaupankäynnin	商務
kaupankäynnin	商業
kaupankäynnin	買賣
kaupankäynnin	貿易
kaupankäynnin	交易
louisin	louis
louisin	路易
louisin	路易斯
kentät	田間
kentät	田地
kentät	欄位
kentät	田野
litteä	平面
litteä	平
litteä	公寓
shannon	shannon
ufo	不明飛行物
ufo	飛碟
ufo	ufo
murretta	話
murretta	方言
kuubassa	古巴
ruby	紅寶石
ruby	ruby
toimituksia	送貨
toimituksia	交付
toimituksia	交貨
vapaaehtoista	自願
vapaaehtoista	自願性
vapaaehtoista	志願者
vapaaehtoista	義工
parannettu	升級
parannettu	強化
parannettu	加強
parannettu	增強
parannettu	改進
parannettu	改善
parannettu	改良
toistuvat	經常性
toistuvat	反復
pula	短缺
pula	短缺
sokeria	食糖
sokeria	糖業
sokeria	糖
hajoaminen	衰敗
hajoaminen	衰減
hajoaminen	衰變
hajoaminen	分解
hajoaminen	退化
hajoaminen	降解
fender	fender
miehitys	職業
miehitys	佔領
abbey	修道院
nimetään	命名
parodia	嘲諷
parodia	模仿
ilmiöiden	現象
flyers	傳單
seurauksia	後果
kuuta	月球
kuuta	月亮
kuuta	月
käsky	命令
käsky	訂單
amin	amin
stein	stein
ärsyttää	煩人
ärsyttää	煩惱
yhteiset	相互
yhteiset	互
spike	spike
edistäminen	推廣
edistäminen	促銷
edistäminen	晉升
edistäminen	促進
penny	penny
penny	便士
sopimuksia	合約
sopimuksia	合同
tunti	每小時
tunti	時辰
tunti	小時
henkistä	靈性
henkistä	精神
henkistä	心智
henkistä	心理
henkistä	精神
äänestä	表決
äänestä	投票
pierce	pierce
seos	合金
seos	混合物
historioitsijat	歷史學家
valmistuu	畢業生
lambert	lambert
väistämättä	無可避免
väistämättä	不可避免
greta	greta
xml	xml
ratsuväki	騎兵
vuosikymmen	幾十年
vuosikymmen	十年
asiakkaat	客戶
asiakkaat	顧客
asiakkaat	客戶
katsaus	概要
sulaa	熔化
sulaa	融化
sulaa	熔化
sulaa	融化
sulaa	熔
sulaa	溶化
ajoneuvoa	車輛
henkilöstön	人員
henkilöstön	人事
vähemmistö	少數人
vähemmistö	少數民族
syntymä	出生
tarkkuus	精度
tarkkuus	精准
tarkkuus	精確
tarkkuus	精確度
tarkkuus	精密
tarkkuus	準確性
tarkkuus	精確度
tarkkuus	精度
tarkkuus	準確度
voimakkain	最強
vtt	vtt
ruokavalio	飲食
ruokavalio	節食
ruokavalio	減肥
kahvia	咖啡
lausunto	意見
peto	野獸
peto	獸
peto	怪獸
argumentti	論證
argumentti	論據
argumentti	爭論
argumentti	論點
palvelujen	服務業
palvelujen	服務
lentoa	班機
lentoa	飛行
garrett	garrett
juoksee	奔跑
juoksee	跑步
juoksee	運行
kaulan	脖子
kaulan	頸
kaulan	頸部
mailia	mile
kurkku	喉
kurkku	喉嚨
kurkku	嗓子
kurkku	咽喉
kurkku	黃瓜
bernie	bernie
meksikoon	墨西哥
tech	科技
taiwan	台灣
taiwan	臺灣
menneet	過往
menneet	過去
kauppoja	行業
kauppoja	店鋪
kauppoja	商店
nimitykset	任用
nimitykset	任命
nimitykset	提名
vaihtelu	波動
vaihtelu	變異
vaihtelu	變更
vaihtelu	變異
avustaa	協助
avustaa	協助
avustaa	助攻
yllätti	驚訝
yllätti	驚
yllätti	驚奇
mod	mod
larsen	larsen
harrastus	嗜好
harrastus	愛好
palvelija	傭人
jyrkkä	陡
jyrkkä	陡峭
liberaalit	自由主義
ivy	常春藤
ivy	ivy
yrittäjät	創業者
add	加上
add	加
neljätoista	fourteen
neljätoista	十四
vasara	錘
vasara	錘子
vasara	槌
penn	penn
kirous	詛咒
kirous	咒
helle	熱
helle	熱火
helle	加熱
helle	熱力
helle	熱量
helle	helle
westin	westin
manfred	manfred
järki	理由
järki	理性
järki	原因
elementti	部件
elementti	元素
elementti	元件
elementti	要件
tunteja	小時
jalostettu	精煉
lara	lara
looginen	邏輯
looginen	邏輯
jalostuksen	煉油
jalostuksen	提煉
jalostuksen	精煉
giants	巨人
moreno	moreno
moreeni	磧
tärkeät	重要
korkeakoulut	大學
lääketiede	藥品
lääketiede	藥物
lääketiede	醫學
lääketiede	藥
lääketiede	醫藥
sanders	sanders
käsien	手
käsien	雙手
iltaa	晚間
iltaa	晚上
iltaa	傍晚
syvyyteen	深
syvyyteen	深度
gamecube	gamecube
käännetään	翻譯
pääoman	資本
pääoman	首都
kohtaaminen	面對
kohtaaminen	邂逅
kohtaaminen	偶遇
suolaa	食鹽
suolaa	鹽
laiton	非法
laiton	非法
laiton	非法
michele	michele
kannustaa	鼓勵
kannustaa	鼓勵
veteraani	老兵
madeleine	madeleine
hyväksyntää	核准
hyväksyntää	核可
hyväksyntää	批准
kirjalliset	書寫
kirjalliset	撰寫
lisääntyvät	倍增
happo	酸
happo	酸性
ehdoton	絕對
ehdoton	絕對值
unta	夢
unta	夢幻
unta	夢境
unta	做夢
unta	夢想
unta	做夢
dietrich	dietrich
pilvi	雲
pilvi	雲端
tavannut	遇見
kirjakauppa	書店
mielenosoituksia	示威
fletcher	fletcher
kyseenalaistaa	訊問
kyseenalaistaa	審問
materiaalien	物料
materiaalien	材料
bones	bones
bones	骨
bones	骨骼
bones	骨頭
näyttelijätär	女主角
näyttelijätär	女演員
näyttelijätär	演員
psykiatri	收縮
psykiatri	縮小
parannuksia	強化
parannuksia	加強
parannuksia	增強
parannuksia	改進
parannuksia	改善
parannuksia	改良
parannuksia	改進
parannuksia	改善
parannuksia	改良
alttari	神社
siirrot	裝運
siirrot	轉讓
siirrot	轉帳
siirrot	轉讓
siirrot	轉移
kamerunin	喀麥隆
räjäyttää	吹
räjäyttää	炸
valokuvaus	攝影
syyria	敘利亞
syyria	敘利亞
haju	味道
haju	聞
guido	guido
gould	gould
watin	瓦特
kotimaa	家用
kotimaa	國內
kotimaa	故鄉
kotimaa	家園
kotimaa	祖國
kotimaa	國土
haitallisia	有害
kirjoitusta	書寫
kirjoitusta	寫入
kirjoitusta	寫
kirjoitusta	撰寫
kirjoitusta	寫作
mlk	mlk
väittivät	認領
väittivät	聲稱
ghz	ghz
verrattavissa	可比
moss	moss
vaihteleva	變數
vaihteleva	可變
alaisia	下屬
selaimen	瀏覽器
avajaiset	開局
avajaiset	開幕
uinti	游泳
uinti	游
uinti	沐浴
uinti	洗浴
uinti	浴
uinti	游泳
uinti	游
fitzgerald	fitzgerald
sukulainen	親戚
sukulainen	相對
sarvet	鹿角
sarvet	牛角
wan	萬
hylkää	丟棄
hylkää	放棄
hylkää	捨棄
hylkää	駁回
hylkää	拒絕
hylkää	減少
hylkää	下降
hylkää	衰落
explorer	探險家
explorer	explorer
syöpää	癌症
syöpää	癌
ylioppilas	學生
ylioppilas	畢業
ylioppilas	研究生
ylioppilas	畢業生
sovellus	申請
sovellus	申請書
sovellus	app
kaavan	公式
kaavan	方程式
kaavan	配方
geologi	地質學家
selityksiä	藉口
selityksiä	解釋
vieraat	陌生人
vieraat	遊客
vieraat	訪客
vieraat	賓客
vieraat	來賓
vieraat	客人
carrie	carrie
zhou	周
maisemaa	風景
maisemaa	景觀
pahimmillaan	最糟糕
pahimmillaan	最壞
pahimmillaan	最糟
claudio	claudio
taikuri	魔法師
taikuri	魔術師
sisätiloissa	室內
sisätiloissa	室內
rukous	祈禱
rukous	禱告
ominaisuutta	功能
ominaisuutta	特色
ominaisuutta	特徵
purkaus	火山爆發
purkaus	爆發
purkaus	噴發
varojen	基金
varojen	資金
varojen	資產
kokki	做飯
kokki	煮
kokki	廚師
kokki	主廚
kokki	大廚
kokki	廚師
maisemia	風景
maisemia	景觀
ios	ios
ministerin	大臣
ministerin	部長
huhuja	流言
huhuja	謠言
huhuja	謠言
ilo	快樂
ilo	喜悅
ilo	歡樂
ilo	joy
koneisto	機械
piazza	廣場
kunnostettu	翻新
kunnostettu	裝修
kunnostettu	翻新
kunnostettu	翻修
tarvittu	需要
aids	愛滋病
aids	aids
albania	阿爾巴尼亞
vastustajaa	對手
diane	黛安娜
syötti	魚餌
syötti	餌
syötti	誘餌
titus	titus
huutaa	喊
huutaa	呼喊
huutaa	尖叫
huutaa	尖叫
mainoksia	廣告
paperia	紙
paperia	紙張
paperia	論文
bishop	主教
bishop	bishop
kunnioittaa	尊敬
kunnioittaa	尊重
armand	armand
korvausta	補償
korvausta	賠償
boyd	boyd
sirkus	馬戲團
sirkus	馬戲
mut	mut
houkuttelee	吸引
vuorovaikutus	互動
vuorovaikutus	相互作用
vuorovaikutus	互動
vuorovaikutus	互動
vuorovaikutus	相互作用
kirby	kirby
raa	raw
raa	原始
raa	生
crosby	crosby
testin	測試
testin	試驗
testin	測驗
jengi	幫
jengi	幫派
kertomukset	報告
piirit	各區
piirit	各地區
piirit	電路
tutut	熟悉
tutut	相識
tutut	熟人
barnes	barnes
virasto	代理商
virasto	機構
virasto	辦公
virasto	辦公室
virasto	辦事處
jill	吉爾
freddy	freddy
työpaikkoja	工作
def	def
kummitus	鬼魂
kummitus	鬼
kummitus	幽靈
edwardin	edward
mielipiteen	意見
myöhässä	晚
myöhässä	遲到
myöhässä	遲
muodostuminen	編隊
muodostuminen	形成
toivoo	願望
toivoo	祝願
toivoo	許願
sunny	晴
cowboy	牛仔
sairas	病
sairas	生病
sairas	病
sairas	生病
uhrit	受害人
uhrit	受害者
lähemmäksi	更近
nautti	享受
sudan	蘇丹
miley	miley
tulivuoren	火山
sateen	雨
sateen	下雨
sateen	雨水
päällekkäin	重疊
haitin	海地
painetta	壓力
painetta	氣壓
painetta	壓
parani	改進
parani	改善
parani	改良
päivisin	日間
surmaa	殺戮
surmaa	殺死
surmaa	殺
elliot	elliot
tiimi	團隊
tiimi	球隊
tiimi	隊伍
kestävyys	耐用
kestävyys	阻力
kestävyys	電阻
kestävyys	抵抗
kestävyys	抵制
kestävyys	耐力
etsitään	搜尋
signaali	訊號
claudia	claudia
numeroita	數字
paraguayn	巴拉圭
keskuksia	中心
konservatiivien	保守派
konservatiivien	保守派
konservatiivien	保守
kannabiksen	大麻
twist	扭
twist	扭曲
desert	沙漠
desert	荒漠
satelliitit	衛星
slash	斜線
cage	籠
cage	籠子
amiraliteetin	金鐘
merkinnät	標記
merkinnät	標示
merkinnät	標識
merkinnät	標記
merkinnät	標籤
merkinnät	條目
pioneer	先鋒
pioneer	先驅
häiriöitä	擾亂
häiriöitä	擾動
häiriöitä	干擾
häiriöitä	干預
häiriöitä	干涉
häiriöitä	擾動
soitto	重播
soitto	播放
olut	啤酒
venettä	船
venettä	船隻
venettä	艇
cary	cary
modernia	摩登
modernia	現代
modernia	近代
modernia	現代化
koskea	touch
koskea	摸
koskea	觸碰
koskea	觸控
koskea	觸動
ammattilainen	專業
ammattilainen	pro
perä	船尾
perä	stern
hylky	殘骸
typen	氮
johda	鉛
johda	領先
johda	帶頭
frost	frost
frost	霜
frost	冰霜
yksityiskohdat	細節
yksityiskohdat	詳情
yksityiskohdat	細節
yksityiskohdat	詳細
yksityiskohdat	詳情
rubens	rubens
tarkat	精確
tarkat	精確
maalari	畫師
maalari	畫家
sallia	允許
sallia	容許
sallia	許可
sallia	許可證
itsenäisyys	自主
itsenäisyys	自治
itsenäisyys	獨立
tilata	訂購
tilata	訂單
tilata	命令
tilata	秩序
tilata	訂購
tilata	順序
kokemukset	經驗
kokemukset	體驗
kokemukset	體驗
kokemukset	經驗
sujuvasti	流利
sujuvasti	流暢
sujuvasti	流利
sujuvasti	光滑
sujuvasti	順利
sujuvasti	平滑
sujuvasti	平穩
akira	akira
vapauteen	自由
mahdollisuuksien	可能性
mahdollisuuksien	機遇
mahdollisuuksien	機會
radikaali	激進
vittorio	vittorio
amazon	亞馬孫
amazon	亞馬遜
vakuuttunut	深信
lääkettä	藥品
lääkettä	藥物
lääkettä	醫學
lääkettä	藥
lääkettä	醫藥
kanavia	頻道
kanavia	渠道
leander	leander
napa	極
napa	極地
canal	運河
canal	canal
matkustajien	乘客
matkustajien	旅客
jäätä	冰塊
jäätä	冰
jäätä	ice
vilja	穀物
vilja	穀類
vilja	糧食
vilja	穀物
vilja	糧
vilja	麥片
vilja	穀物
vilja	穀類
fysiikkaa	物理學
fysiikkaa	物理
kirjastojen	圖書館
tauko	中斷
tauko	休息
tauko	打破
tauko	停頓
tauko	暫停
seksuaalista	性
hankinta	購買
hankinta	購置
hankinta	採購
jazzia	爵士樂
jazzia	爵士
julkaiseminen	出版物
julkaiseminen	出版
julkaiseminen	張貼
julkaiseminen	發文
julkaiseminen	出版
julkaiseminen	發表
johtokunta	董事會
lissabon	里斯本
lissabon	lisbon
käsikirjoituksia	手稿
maantieteellinen	地理
katujen	街道
silmiä	眼神
silmiä	雙眼
silmiä	眼睛
silmiä	眼
emilio	emilio
merimies	海員
merimies	水兵
merimies	水手
merimies	海員
suojelu	養護
suojelu	保育
suojelu	保護
suojelu	保護
orava	松鼠
alajuoksulla	下游
angolan	安哥拉
asuin	住宅
asuin	寄宿
holger	holger
osallistumista	參與
osallistumista	參與
tilastotiedot	統計數字
tulostaa	印刷
tulostaa	列印
tulostaa	印刷
tulostaa	列印
kannella	甲板
äskettäin	最近
äskettäin	近日
äskettäin	近期
äskettäin	最近
äskettäin	近期
jakaminen	共用
jakaminen	共享
jakaminen	分享
bulls	公牛
drama	電視劇
drama	劇情
drama	戲劇
drama	劇
panama	巴拿馬
rajoitukset	限制
rajoitukset	限制
rajoitukset	極限
rajoitukset	限額
rajoitukset	限制
britney	britney
odotuksia	期望
odotuksia	預期
odotuksia	期望值
odotuksia	期望
odotuksia	預期
albrecht	albrecht
aamun	早晨
aamun	早上
aamun	上午
monipuolista	多樣化
heikentynyt	削弱
heikentynyt	弱化
konservatiivinen	保守派
konservatiivinen	保守
blom	blom
lava	舞台
lava	階段
artemis	artemis
katie	katie
kiistaa	爭論
kiistaa	爭議
elävänä	活著
pyhät	神聖
pohjimmiltaan	基本上
raskaat	重
raskaat	重型
raskaat	沈重
katsojat	觀眾
katsojat	旁觀者
katsojat	觀眾
hallitusten	政府
ion	離子
juliet	朱麗葉
kallo	骷髏
kallo	頭顱
kallo	頭骨
dogg	dogg
käytävä	走道
käytävä	走廊
käytävä	走廊
ammuksia	彈藥
asunnot	住宅
asunnot	官邸
asunnot	公寓
parsons	parsons
kallista	昂貴
kallista	貴
potilaiden	病患
potilaiden	患者
potilaiden	病人
viestit	訊息
viestit	信件
yhdistykset	社團
esimies	工頭
esimies	管理者
esimies	經理人
esimies	經理
esimies	主管
esimies	督導
neuvotteluja	談判
neuvotteluja	談判
neuvotteluja	談判
alli	alli
jättiläinen	巨人
jättiläinen	巨
jättiläinen	巨型
neljännes	季度
duck	鴨
duck	鴨子
köyhä	窮
robson	robson
luottamuksen	信心
luottamuksen	自信
velvet	天鵝絨
epäilee	嫌犯
epäilee	嫌疑犯
epäilee	疑犯
epäilee	嫌犯
epäilee	嫌疑犯
epäilee	疑犯
laskun	發票
poista	刪除
poista	移除
poista	刪除
poista	刪去
terroristit	恐怖主義
terroristit	恐怖份子
kanavien	頻道
kanavien	渠道
konstantinos	konstantinos
lohi	鮭魚
shi	石
shi	史
shi	施
käyrä	曲線
molekyylien	分子
julkisivu	外觀
jätä	休假
jätä	離開
tyttöjä	girls
tyttöjä	女孩
tyttöjä	女生
tyttöjä	女童
moi	moi
hävittäjiä	戰鬥機
