மற்றும்	és
தத்துவம்	közmondás
தத்துவம்	filozófia
தத்துவம்	elv
தத்துவம்	alapelv
அதிகாரிகள்	tisztek
அதிகாரிகள்	hivatalnokok
அதிகாரிகள்	tisztviselők
அதிகாரிகள்	tisztviselői
அனைவருக்கும்	mindenki
அனைவருக்கும்	mindenkinek
மருந்துகள்	kábítószerek
மருந்துகள்	gyógyszerek
மருந்துகள்	drogot
மருந்துகள்	kábítószer
மருந்துகள்	drogok
மருந்துகள்	drog
சென்	chen
சென்	sen
சிக்கலான	kritikus
சாதனை	rekord
சாதனை	lemez
அடுக்கு	slot
அடுக்கு	réteg
பின்னாளில்	később
இசுலாம்	iszlám
மேரி	mary
மேரி	mária
சோடியம்	nátrium
பல்	fogorvos
பல்	fogászati
பல்	fogorvosi
பல்	fogat
பல்	fog
பல்	foga
ஓவியங்கள்	festmények
விரைவாக	gyorsan
விரைவாக	gyors
விரைவாக	gyorsan
விரைவாக	gyors
விரைவாக	gyorsan
பண்புகள்	attribútumok
பண்புகள்	tulajdonság
பண்புகள்	tulajdonságai
பண்புகள்	ingatlanok
பண்புகள்	tulajdonságok
கலந்த	kevert
கலந்த	vegyes
கலந்த	keverve
பருவம்	szezont
பருவம்	idény
பருவம்	évszak
பருவம்	évad
பருவம்	szezon
பொருள்கள்	dolgok
பொருள்கள்	dolgokat
பொருள்கள்	témák
பொருள்கள்	tárgyak
பொருள்கள்	objektumok
பொருள்கள்	tárgyak
பொருள்கள்	tételek
பொருள்கள்	elemek
அடைந்து	elérte
அடைந்து	elért
நெருங்கிய	legközelebbi
பரப்பு	felszín
பரப்பு	felület
பரப்பு	felszíni
பரப்பு	terület
பரப்பு	környék
ஆய்வாளர்கள்	elemzők
ஏதாவது	bármelyik
ஏதாவது	bármely
ஏதாவது	bármilyen
ஏதாவது	valami
ஏதாவது	valamit
ஏற்று	terhelés
ஏற்று	mount
ஏற்று	hegy
ஏற்று	exportálni
ஏற்று	export
ஏற்று	kivitel
ஏற்று	kiviteli
ஹென்றி	henrik
ஹென்றி	henry
சுதந்திரம்	szabadság
தலைமையகம்	főhadiszállás
தலைமையகம்	székhely
முனிவர்	sage
கட்டிடம்	épület
அணை	gátat
அணை	gát
அணை	le
அணை	kikapcsolva
அணை	off
நல்லது	pozitívak
நல்லது	pozitív
நல்லது	jó
சுற்று	forgás
சுற்று	forgatás
கருத்தை	hozzászólás
கருத்தை	megjegyzés
வேறுபாடுகள்	különbségek
வேறுபாடுகள்	eltérések
அழற்சி	gyulladás
அழற்சி	gyulladásos
அழற்சி	gyulladás
அழற்சி	colitis
சேர	csatlakozz
சேர	csatlakozás
தொன்மவியல்	mitológia
மையமாக	közepes
முன்னதாக	korábban
முன்னதாக	korábbi
ஆஸ்திரேலிய	ausztrál
ஆஸ்திரேலிய	ausztrália
வடிவங்கள்	formák
வடிவங்கள்	minták
வடிவங்கள்	mintákat
வடிவங்கள்	formátumok
குருதி	vér
குருதி	véres
குருதி	blood
படைப்புகள்	írások
படைப்புகள்	alkotások
குதிரை	lovag
குதிரை	lovas
குதிரை	ló
குதிரை	póni
குறைந்து	lefelé
குறைந்து	le
மத	vallásos
மத	vallás
மத	vallási
வெளிநாட்டு	külföldi
வெளிநாட்டு	kül
வெளிநாட்டு	külföldiek
சந்திர	chandra
வண்டி	autóipari
வண்டி	autóipar
வண்டி	gépjármű
வண்டி	teherautó
வண்டி	kamion
வண்டி	szekér
வண்டி	kosár
வண்டி	kocsit
வண்டி	járművel
வண்டி	jármű
வண்டி	gépjármű
வண்டி	járművek
ஊர்கள்	városok
பங்களிப்பு	hozzájárulások
பங்களிப்பு	járulékok
பங்களிப்பு	hozzájárulás
பங்களிப்பு	járulék
அணிகள்	csapatok
கூகிள்	google
விதிகள்	szabályok
விதிகள்	szabály
விதிகள்	szabályzat
விதிகள்	fogalmak
விதிகள்	feltételek
விதிகள்	kifejezések
சுல்தான்	szultán
இயல்பு	szokásos
இயல்பு	normális
இயல்பு	normál
உப்பு	só
உப்பு	sót
உப்பு	sós
கட்சிகள்	bulik
கட்சிகள்	pártok
கட்சிகள்	felek
கட்சிகள்	partik
கொள்கைகள்	alapelvei
கொள்கைகள்	elvek
கொள்கைகள்	alapelvek
கொள்கைகள்	politikák
கொள்கைகள்	elv
கொள்கைகள்	alapelv
விழுக்காடு	százalék
விழுக்காடு	százalékban
வலி	fáj
வலி	fájdalmat
வலி	fájdalom
வலி	fájdalmas
குறைவு	alacsonyan
குறைவு	alacsony
குறைவு	kevesebbet
குறைவு	kevesebb
குறைவு	kevésbé
நடைமுறையில்	gyakorlatilag
நிரல்	program
பிரேசில்	brazília
வருகை	részvétel
வருகை	jelenlét
வருகை	látogató
வருகை	látogatás
வருகை	látogatóban
வருகை	látogatás
வருகை	megérkezik
வருகை	érkezik
மின்னஞ்சல்	email
அரிய	ritka
லாஸ்	los
லாஸ்	las
பிரிந்து	külön
தீவிர	komoly
தீவிர	súlyos
கொழுப்பு	zsír
கொழுப்பு	zsírok
கொழுப்பு	fat
கொழுப்பு	kövér
குழாய்	cső
குழாய்	pipa
குழாய்	tubus
குழாய்	cső
கொடுக்கும்	ad
தனியாக	egyedül
யாரும்	senki
தடுப்பு	őrizet
தடுப்பு	büntetés
தற்பொழுது	most
வீச்சு	tartomány
வீச்சு	távolság
உயிரினங்கள்	szervezetek
உயிரினங்கள்	organizmus
உயிரினங்கள்	élőlények
உயிரினங்கள்	teremtmények
உயிரினங்கள்	lények
இறந்தார்	meghalt
கூடுதலான	kiegészítő
கூடுதலான	további
நீல	kék
நீல	blue
நாடகங்கள்	drámák
கப்பல்கள்	hajók
வெளிப்புற	szabadtéri
வெளிப்புற	kültéri
வெளிப்புற	szabadban
வெளிப்புற	külső
அரை	fele
ஏக்கர்	hektáros
தெரியும்	látható
தெரியும்	tudtam
தெரியும்	tudta
நடை	stílus
நடை	séta
நடை	gyalog
நடை	járni
திருமண	esküvő
திருமண	esküvőn
திருமண	esküvőre
பஞ்சாபி	pandzsábi
நெல்	nell
நெல்	rizs
நெல்	paddy
டச்சு	holland
டச்சு	dutch
காட்டு	mutasd
காட்டு	show
காட்டு	kijelző
காட்டு	megjelenítés
காட்டு	megjelenítési
காட்டு	megtekintés
காட்டு	kilátás
காட்டு	nézet
ஏறக்குறைய	majdnem
முறையான	megfelelő
முறையான	érvényes
முறையான	érvényessége
முறையான	érvényességi
மார்க்	mark
பேரரசர்	uralkodó
பேரரசர்	császár
வை	vai
மைக்ரோசாப்ட்	microsoft
வளர்ந்த	felnőtt
கோல்	cole
கோல்	gól
கோல்	cél
தோன்றியது	megjelent
போதுமான	elég
நேரு	nehru
கருத்துக்கள்	megjegyzések
கருத்துக்கள்	hozzászólás
கருத்துக்கள்	megjegyzés
கருத்துக்கள்	hozzászólások
கருத்துக்கள்	észrevételek
அருள்	szívességet
அருள்	szívesség
வெறும்	sima
வெறும்	csak
முயற்சிகள்	erőfeszítéseket
முயற்சிகள்	erőfeszítés
முயற்சிகள்	erőfeszítések
முயற்சிகள்	kísérletek
கொல்கத்தா	kolkata
கோபுரம்	tower
கோபுரம்	torony
அரண்மனை	palota
அரண்மனை	palace
வெற்றிகரமாக	sikeresen
ஆகஸ்டு	augusztusban
ஆகஸ்டு	august
ஆகஸ்டு	augusztus
பெரு	perui
பெரு	peru
அறை	cella
அறை	sejt
அறை	terem
அறை	szoba
மணம்	illatos
மணம்	szag
மணம்	illat
நிறை	tömeges
நிறை	tömege
நிறை	mise
நிறை	tömeg
மோசமான	bad
மோசமான	rosz
மோசமான	rossz
மோசமான	legrosszabb
மோசமான	csúnya
மை	tinta
மை	tintát
மை	tintával
எரிபொருள்	tüzelőanyag
எரிபொருள்	üzemanyag
இறந்து	meghalt
இறந்து	halott
இறந்து	halottak
வலை	web
வலை	háló
வலை	webes
நுரையீரல்	tüdő
நுரையீரல்	tüdő
பிறந்து	született
பிறந்து	megszületett
கொரியா	korea
கொரியா	koreai
கொரியா	koreából
காடு	erdei
காடு	erdő
காடு	erdők
காடு	dzsungel
காடு	dzsungelben
சான்றுகள்	hitelesítő
சீக்கிய	szikh
மண்டல	regionális
ஆகையால்	ezért
கங்கை	gangesz
லீ	lee
கணிதம்	matek
கணிதம்	matematika
கணிதம்	matematikai
கணிதம்	matematika
கணிதம்	matek
கணிதம்	matematikai
கணிதம்	matematika
பூமி	föld
கணக்கு	fiók
கணக்கு	figyelembe
கணக்கு	számla
ஒழுங்கு	összehangolása
ஏர்	levegő
ஏர்	air
அறிகுறிகள்	tünetei
அறிகுறிகள்	tünetek
அறிகுறிகள்	jelek
அறிகுறிகள்	jelzések
அறிகுறிகள்	táblák
அனுப்பி	elküldött
அனுப்பி	elküldve
அனுப்பி	küldött
அதிகரிக்கும்	növekedés
அதிகரிக்கும்	növelése
அதிகரிக்கும்	emelkedés
அதிகரிக்கும்	növelje
நீதிபதி	judge
நீதிபதி	bíró
உணர்வு	érzés
உணர்வு	érzem
உணர்வு	érezni
உணர்வு	érzéssel
சூப்பர்	super
சூப்பர்	szuper
பொன்	golden
பொன்	arany
பல்கலைக்கழகங்கள்	egyetemek
ஆக்சைடு	oxid
அறிவியலாளர்கள்	értelmiségiek
எழுதும்	égető
எழுதும்	égő
பாப்	pap
பாப்	bob
பாப்	fater
பாப்	pop
ஆயர்	ayer
மாநிலங்கள்	államok
மாநிலங்கள்	államokat
உருவாகிறது	képező
மனிதர்	ember
மனிதர்	emberi
தளபதி	parancsnok
எடுத்த	vette
எடுத்த	elvitte
ராணி	királynő
ராணி	queen
ராணி	dáma
ராணி	királyné
நெதர்லாந்து	hollandia
நெதர்லாந்து	holland
உரையாடல்	párbeszédre
உரையாடல்	párbeszéd
உரையாடல்	kölcsönhatás
உரையாடல்	társalgás
உரையாடல்	beszélgetés
உரையாடல்	beszélgetést
திரும்ப	visszatérés
திரும்ப	vissza
திரும்ப	visszatér
வீடுகள்	házak
வீடுகள்	házakat
வீடுகள்	villák
திரை	képernyőn
திரை	képernyő
சுற்றியுள்ள	körülvevő
சுற்றியுள்ள	környező
நடனம்	dance
நடனம்	tánc
நடனம்	táncolj
நடனம்	táncolni
கிளை	fán
கிளை	fa
கிளை	fája
கிளை	fák
கிளை	branch
கிளை	ág
அகராதி	lexikon
அகராதி	szótár
முன்னால்	front
முன்னால்	eleje
கண்ணாடி	glass
கண்ணாடி	üveg
கண்ணாடி	pohár
கண்ணாடி	tükör
கண்ணாடி	szemüvege
கண்ணாடி	szemüveget
கண்ணாடி	szemüveg
கண்ணாடி	szemüveges
கண்ணாடி	poharak
பட்டியல்கள்	listák
பட்டியல்கள்	listákat
குறியீடுகள்	kódok
குறியீடுகள்	címkéket
குறியீடுகள்	címkék
துறைகள்	osztályok
அம்சங்கள்	funkciók
அம்சங்கள்	jellemzők
அம்சங்கள்	jellemzői
செயல்திறன்	előadás
செயல்திறன்	teljesítmény
மேற்கோள்	idézet
மேற்கோள்	hivatkozás
மேற்கோள்	referencia
மேற்கோள்	utalás
ஓரளவு	valamennyire
ஓரளவு	némileg
பூக்கும்	virágzó
பூக்கும்	nyíló
தொகுத்து	hosting
பூமியின்	föld
வாயில்	kapu
வாயில்	kaput
குறை	veleszületett
குறை	csökkentése
குறை	csökkentik
குறை	csökkenteni
குறை	csökkentse
குறை	csökken
குறை	csökkenés
தொடர்ச்சியான	folyamatos
தொடர்ச்சியான	folytonos
மரணம்	halál
பெருங்கடல்	óceán
பெருங்கடல்	ocean
மொழியியல்	nyelvészet
மாநிலங்களில்	államok
மாநிலங்களில்	államokat
சம	egyenlők
சம	egyenlőek
சம	egyenlő
செயல்பாடு	függvény
செயல்பாடு	funkció
செயல்பாடு	operáció
செயல்பாடு	művelet
செயல்பாடு	működés
செயல்பாடு	üzemeltetés
செயல்பாடு	tevékenységek
செயல்பாடு	tevékenység
செயல்பாடு	aktivitás
செயல்பாடுகள்	műveletek
செயல்பாடுகள்	üzemeltetés
கார்	autóval
கார்	kocsi
கார்	autó
கார்	kocsival
தாய்லாந்து	thaiföld
தாய்லாந்து	thaiföldi
விளக்கும்	lámpák
விளக்கும்	fények
விளக்கும்	világítás
விளக்கும்	elmagyarázni
பக்தி	odaadás
உலோக	metál
உலோக	metal
உலோக	fémek
உலோக	fém
உலோக	fémes
உலோக	fém
பெறுகிறது	átvevő
ஊடாக	keresztül
ஊடாக	át
இப்பொழுது	most
சீ	chi
சீ	cee
கோப்பு	akták
கோப்பு	fájlok
கோப்பு	fájl
கோப்பு	file
கோப்பு	akta
கண்டுபிடிக்கப்பட்டது	felfedezte
கண்டுபிடிக்கப்பட்டது	felfedezett
அண்மைய	legújabb
அண்மைய	legutóbbi
அண்மைய	legfrissebb
அண்மைய	nemrég
அண்மைய	legutóbbi
சட்டங்கள்	keret
சட்டங்கள்	keretek
சட்டங்கள்	kereteket
சட்டங்கள்	jogszabályok
சட்டங்கள்	törvényeket
சட்டங்கள்	törvények
குண்டு	bomba
கோவிலில்	templom
கோவிலில்	szentély
கோவிலில்	temploma
கோவிலில்	temple
வால்	farka
வால்	farok
வால்	val
மின்சார	elektromos
மின்சார	villamos
மின்சார	villany
மின்சார	elektromos
மலைகள்	hegység
மலைகள்	hegyek
தேர்தல்கள்	választások
நிற்கும்	áll
நிற்கும்	állva
நிற்கும்	állj
புத்தர்	buddha
காரணங்கள்	okok
காரணங்கள்	okok
காரணங்கள்	okozza
காரணங்கள்	okoz
நரம்பு	ideges
நரம்பு	véna
நரம்பு	ideg
நரம்பு	idegek
பாதிக்கப்பட்ட	fertőzöttek
பாதிக்கப்பட்ட	fertőzött
பாதிக்கப்பட்ட	megfertőződött
பாதிக்கப்பட்ட	érintett
பாதிக்கப்பட்ட	érintettek
பாதிக்கப்பட்ட	áldozat
தென்கிழக்கு	délkelet
பை	táska
பை	zacskó
பை	táskát
பை	zsák
பை	szia
பை	pite
காட்டி	megjelenítő
காட்டி	néző
அடிகள்	lépcső
அடிகள்	lépcsők
அடிகள்	lépések
அடிகள்	lépés
அடிகள்	lépéseket
பாறை	zátony
பாறை	szikla
பாறை	kő
பாறை	rock
அடைந்தது	elérte
அடைந்தது	elért
விவரம்	megnevezés
விவரம்	leírása
விவரம்	leírás
விவரம்	részlet
விவரம்	részletes
உள்ளடக்கியது	tartalmazza
உள்ளடக்கியது	tartalmaz
வட்டங்கள்	körök
முதல்வர்	igazgató
தாமஸ்	thomas
தாமஸ்	tamás
பிட்	bites
பிட்	kicsit
தலைப்பு	cím
தலைப்பு	címe
தலைப்பு	beosztás
தலைப்பு	felirat
புலி	tigris
புலி	tiger
முதலீடு	befektetni
முதலீடு	beruházás
முதலீடு	beruházások
முதலீடு	befektetések
முதலீடு	befektetés
முதலீடு	befektetési
வசித்து	élt
வசித்து	lakott
வசித்து	éltem
ஏழாம்	hetedik
சிறை	börtön
சிறை	börtönbe
சிறை	börtön
சிறை	börtönben
கிங்	kinga
டாலர்	dollár
வரிகள்	sorok
வரிகள்	vonalak
வரிகள்	sorok
வரிகள்	adók
வரிகள்	adó
வளம்	erőforrás
வளம்	forrás
வளம்	gazdagság
வளம்	jólét
வளம்	vagyon
வளம்	rugalmasság
வளம்	termékenységi
வளம்	erőforrások
வளம்	erőforrás
வளம்	források
ஒருங்கிணைந்த	integrált
எருசலேம்	jeruzsálem
பார்	lásd
பார்	bar
பார்	bár
பார்	nézd
கடற்படை	flotta
கடற்படை	haditengerészet
கடற்படை	tengerészet
பெங்களூர்	bangalore
துறைமுகம்	harbor
துறைமுகம்	kikötők
துறைமுகம்	kikötő
துறைமுகம்	port
அடையும்	eléri
வணக்கம்	helló
வணக்கம்	hello
தினம்	nap
தினம்	napon
தினம்	nappal
தினம்	napot
தனிநபர்	egyén
தனிநபர்	egyéni
தவிர்க்க	kerülni
இடைவெளி	szünet
இடைவெளி	törés
இடைவெளி	űr
இடைவெளி	tér
மருத்துவமனை	kórházi
மருத்துவமனை	kórház
மருத்துவமனை	klinikán
மருத்துவமனை	klinika
தருகிறது	wada
அடக்கம்	temetés
பௌத்தம்	buddhizmus
தலைமுறை	nemzedék
தலைமுறை	generáció
வசிக்கும்	élni
வசிக்கும்	élő
நிலைகள்	államok
நிலைகள்	államokat
நிலைகள்	szakaszok
நிலைகள்	szintek
நிலைகள்	szint
இயங்குகிறது	futás
இயங்குகிறது	fut
இயங்குகிறது	futó
இயங்குகிறது	futok
காடுகள்	erdészeti
காடுகள்	erdők
காடுகள்	erdei
காடுகள்	erdő
காடுகள்	erdők
கோவில்கள்	templomok
ஸ்டார்	csillagos
ஸ்டார்	csillag
ஸ்டார்	sztár
இரயில்வே	vasútvonal
இரயில்வே	vasút
இரயில்வே	vasúti
இரயில்வே	vasút
இரயில்வே	vasutak
இராணுவம்	katonaság
இராணுவம்	katonai
இராணுவம்	hadsereg
இராணுவம்	sereg
இராணுவம்	hadsereg
வாழ்நாள்	élettartam
இரவில்	éj
இரவில்	este
இரவில்	éjjel
இரவில்	éjszaka
உருவம்	kép
உருவம்	képet
பட்டு	selyem
வங்கிகள்	banks
வங்கிகள்	bankokkal
வங்கிகள்	bankok
பாணி	stílus
கொண்டாடப்படுகிறது	ünnepelt
எகிப்து	egyiptom
பறக்கும்	repül
பறக்கும்	repülés
பறக்கும்	repülő
தெளிவான	világos
தெளிவான	tiszta
திறந்து	megnyitott
திறந்து	megnyílt
ஆல்பம்	album
அன்பு	szeretettel
அன்பு	love
அன்பு	szeretet
அன்பு	szerelem
வலையமைப்பு	hálózat
வலையமைப்பு	hálózati
வலையமைப்பு	network
ஆதாரங்கள்	bizonyíték
ஆதாரங்கள்	bizonyítékok
ஆதாரங்கள்	erőforrások
ஆதாரங்கள்	erőforrás
ஆதாரங்கள்	források
முகம்	arcát
முகம்	arc
முகம்	arca
மின்சாரம்	elektromosság
மின்சாரம்	villamosenergia
திங்கள்	hétfőn
திங்கள்	hétfő
பருவத்தில்	szezont
பருவத்தில்	idény
பருவத்தில்	évszak
பருவத்தில்	évad
பருவத்தில்	szezon
குளம்	tó
குளம்	medence
குளம்	biliárd
அமெரிக்கன்	amerikai
கனிம	szervetlen
பத்திரிகை	magazin
பத்திரிகை	tár
பத்திரிகை	újság
பரிசுகள்	ajándék
பரிசுகள்	ajándékok
பரிசுகள்	ajándékot
காப்புரிமை	szabadalmi
காப்புரிமை	szabadalom
காப்புரிமை	copyright
கேள்வி	lekérdezés
கேள்வி	kérdés
குடும்பங்கள்	családok
கொரிய	koreai
இன்றி	este
சிந்து	indus
அறக்கட்டளை	alap
அறக்கட்டளை	alapítvány
திரைக்கதை	forgatókönyv
திரைக்கதை	forgatókönyvet
விளக்கு	fény
விளக்கு	light
விளக்கு	fényt
விளக்கு	lámpa
விளக்கு	lámpák
விளக்கு	fények
விளக்கு	világítás
ஜோன்	joan
ஜோன்	jeanne
ஜோன்	csun
ஜோன்	jon
விரும்பும்	akarsz
விரும்பும்	akar
விரும்பும்	akarod
விரும்பும்	akarom
கிராம்	gramm
கிராம்	gram
காவல்துறை	rendőrség
காவல்துறை	rendőr
கேட்டு	figyelsz
காஷ்மீர்	kashmir
காஷ்மீர்	kasmír
ரிச்சர்ட்	richárd
ரிச்சர்ட்	richard
பனி	haze
பனி	köd
பனி	hó
பனி	hófehérke
பனி	havazás
பனி	jég
பனி	ice
ஆறாவது	hatodik
சிக்கல்கள்	problémák
சிக்கல்கள்	kérdések
ஜப்பானிய	japán
ஜப்பானிய	japánok
தானியங்கி	auto
தானியங்கி	automata
தானியங்கி	automatikus
தானியங்கி	robot
தானியங்கி	autóipari
தானியங்கி	autóipar
தானியங்கி	gépjármű
தானியங்கி	automata
தானியங்கி	automatikus
ஆடி	audi
ஆட்டத்தில்	játék
ஆட்டத்தில்	game
ஆட்டத்தில்	meccs
கோடு	line
கோடு	sor
கோடு	vonal
தோராயமாக	megközelítőleg
தோராயமாக	hozzávetőleg
தோராயமாக	körülbelül
தன்னாட்சி	autonóm
தன்னாட்சி	önálló
இலக்கு	rendeltetési
இலக்கு	cél
இலக்கு	célzás
இலக்கு	gól
இலக்கு	cél
இலக்கு	célpont
இலக்கு	cél
ஆளுநர்	kormányzó
சமுதாய	közösség
சமுதாய	közösségi
சொத்து	ingatlan
சொத்து	tulajdon
சொத்து	ingatlanok
சொத்து	tulajdonság
சகோதரர்	testvér
காரணிகள்	tényezők
எக்ஸ்பிரஸ்	express
எக்ஸ்பிரஸ்	expressz
இருவர்	kettő
கோவா	goa
ஒன்றிய	union
ஒன்றிய	unió
ஒன்றிய	szakszervezet
ஒன்றிய	unión
ஒன்றிய	uniós
ஆப்பிரிக்கா	afrikai
ஆப்பிரிக்கா	afrika
விசாரணை	szonda
விசாரணை	vizsgálat
விசாரணை	nyomozás
விசாரணை	kivizsgálás
மேற்கொண்டு	tovább
மேற்கொண்டு	további
இயந்திரம்	gépezet
இயந்திரம்	gép
இயந்திரம்	hajtómű
இயந்திரம்	motor
பிற்பகுதியில்	később
மெல்லிய	vékony
மெல்லிய	sovány
கன்னடம்	kannada
வடகிழக்கு	északkelet
வடகிழக்கு	északnyugat
விவசாய	mezőgazdasági
விவசாய	mezőgazdaság
விவசாய	mezőgazdasági
விவசாய	mezőgazdaság
கொடுத்தார்	adta
கொடுத்தார்	adott
இளைய	legfiatalabb
இளைய	fiatalabbnak
இளைய	fiatalabb
இளைய	fiatalabbak
செல்வம்	gazdagság
செல்வம்	jólét
செல்வம்	vagyon
எலும்பு	csontos
எலும்பு	csont
நற்செய்தி	evangélium
கடிதம்	levélben
கடிதம்	betű
கடிதம்	levél
கடிதம்	levelet
கடிதம்	levele
ஓவியர்	festő
ஓவியர்	művész
ஓவியர்	előadó
வங்காளம்	bengáli
வங்காளம்	bengáli
குடிமக்கள்	állampolgárok
குடிமக்கள்	polgárok
கிலோமீட்டர்கள்	kilométer
ஏற்றுமதி	exportálni
ஏற்றுமதி	export
ஏற்றுமதி	kivitel
ஏற்றுமதி	kiviteli
குடியிருப்பு	tartózkodási
குடியிருப்பு	lakóhely
வருமானம்	jövedelem
வருமானம்	bevétel
வருமானம்	jövedelmek
வருமானம்	bevételek
வருமானம்	jövedelme
பின்னால்	mögötte
பின்னால்	mögött
விவசாயம்	mezőgazdasági
விவசாயம்	mezőgazdaság
குறிப்பிட்டுள்ளார்	említett
கிரிக்கெட்	krikett
கிரிக்கெட்	tücsök
கிரிக்கெட்	tücskök
அலகுகள்	egységek
அலகுகள்	egység
சேமிப்பு	megtakarítás
சேமிப்பு	mentés
சேமிப்பு	megmenteni
சேமிப்பு	megtakarítás
சேமிப்பு	megtakarítások
சேமிப்பு	tároló
சேமிப்பு	tárolás
சேமிப்பு	raktár
இந்தியர்	indiánok
இந்தியர்	indiaiak
இந்தியர்	indián
இந்தியர்	indiai
மீன்கள்	halak
மீன்கள்	hal
மீன்கள்	halat
அலைகள்	hullám
அலைகள்	hullámok
என்கிறார்	mondja
வட்ட	kör
வட்ட	kerek
வட்ட	forduló
வட்ட	körbe
புனே	pune
மலர்கள்	virágok
மலர்கள்	virág
மலர்கள்	virágot
தொடர்வண்டி	szerelvény
தொடர்வண்டி	vonattal
தொடர்வண்டி	vonaton
தொடர்வண்டி	vonat
பயிர்	termés
பயிர்	növények
பயிர்	termés
பயிர்	növény
பழம்	gyümölcs
பழம்	gyümölcsök
பழம்	gyümölcsöt
சொல்லி	mondd
செயல்முறை	eljárás
செயல்முறை	folyamat
செயல்முறை	eljárás
கம்யூனிஸ்ட்	kommunisták
கம்யூனிஸ்ட்	kommunista
வலிமை	erőt
வலிமை	erő
வலிமை	erős
வலிமை	erősek
அத்தகைய	ilyen
கூட்டுறவு	szövetkezeti
கூட்டுறவு	együttműködő
தேர்ந்தெடுக்கப்பட்ட	kijelölt
தேர்ந்தெடுக்கப்பட்ட	kiválasztva
தேர்ந்தெடுக்கப்பட்ட	kiválasztott
பார்க்	park
தங்கம்	arany
கலாச்சார	kulturális
ராம்	kos
ராம்	ram
கோள்	planet
கோள்	bolygónak
கோள்	bolygónk
கோள்	bolygó
இதற்காக	for
அதிகப்படியான	többlet
தொகுப்புகள்	csomagok
தொகுப்புகள்	gyűjtemények
முனை	edge
இவர்களுக்கு	ők
இவர்களுக்கு	őket
முறைப்படி	féltek
முறைப்படி	félt
வீதி	utca
தேவாலயம்	templom
தேவாலயம்	egyház
வரையறுக்கப்பட்ட	titkosított
வரையறுக்கப்பட்ட	titkos
பயன்படுத்திய	használt
பயன்படுத்திய	felhasznált
புத்தகங்கள்	könyveket
புத்தகங்கள்	könyvek
புத்தகங்கள்	könyv
மார்ட்டின்	márton
மார்ட்டின்	martin
மருத்துவர்கள்	orvosok
மருத்துவர்கள்	doktorok
கவிஞர்கள்	költők
கொல்லப்பட்டார்	megölt
கொல்லப்பட்டார்	megölte
பொருத்தமான	alkalmas
பொருத்தமான	megfelelő
பாராளுமன்ற	parlamenti
பிரதி	másolat
பிரதி	ismétlődő
முன்னேற்றம்	előrehaladás
முன்னேற்றம்	előrelépés
முன்னேற்றம்	fejlődés
முன்னேற்றம்	haladás
அயர்லாந்து	írország
நடைமுறை	eljárás
தெய்வம்	istennő
வழங்கப்பட்ட	megadott
வழங்கப்பட்ட	feltéve
அளித்து	megadott
அளித்து	feltéve
புறம்	oldalra
புறம்	oldalam
புறம்	side
பாரிஸ்	párizs
பாரிஸ்	párizsi
பாரிஸ்	párizsban
இயல்பான	organikus
இயல்பான	szerves
இயல்பான	szokásos
இயல்பான	normális
இயல்பான	normál
உருது	urdu
படிப்படியாக	fokozatosan
படிப்படியாக	fokozatos
படிப்படியாக	fokozatosan
அவனை	őt
அவனை	neki
அப்பொழுது	akkor
அப்பொழுது	aztán
அளவுகள்	méretek
அளவுகள்	méretei
அளவுகள்	méretek
அளவுகள்	méret
கருத்துகள்	megjegyzések
கருத்துகள்	hozzászólás
கருத்துகள்	megjegyzés
கருத்துகள்	hozzászólások
கருத்துகள்	észrevételek
ஆடை	ruházat
ஆடை	ruha
ஆடை	ruházata
ஆடை	ruhák
ஆடை	ruházat
ஆடை	ruha
ஆடை	viselet
டீ	tea
டீ	teát
டீ	dee
ஆயிரக்கணக்கான	ezrek
ஆயிரக்கணக்கான	ezer
பீ	méh
பீ	méhecske
குறி	mark
மேடை	színpad
மேடை	színpadon
சாம்பல்	ősz
சாம்பல்	gray
சாம்பல்	szürke
சாம்பல்	ősz
சாம்பல்	grey
சாம்பல்	szürke
மலாய்	alku
கன்னட	kannada
கலப்பு	kevert
கலப்பு	vegyes
கலப்பு	keverve
கலப்பு	mix
கலப்பு	keverék
ரா	nyersen
ரா	nyers
வடமேற்கு	északnyugat
வருடங்கள்	évek
வருடங்கள்	év
உலகளவில்	globálisan
விக்டோரியா	viktória
விக்டோரியா	victoria
பொட்டாசியம்	kálium
காலநிலை	éghajlat
காலநிலை	klíma
காலநிலை	időjárás
பரிந்துரை	javaslom
பரிந்துரை	ajánlani
பரிந்துரை	ajánlom
பரிந்துரை	ajánlja
பரிந்துரை	ajánljuk
பரிந்துரை	javaslat
பரிந்துரை	ajánlás
ஏனென்றால்	mert
மொத்தமாக	teljesen
தோட்டம்	kert
தோட்டம்	kertje
தோட்டம்	garden
தோட்டம்	kertben
இலவச	ingyenes
இலவச	ingyen
இலவச	free
இலவச	szabad
ஞானம்	bölcsesség
நெறிமுறை	protokoll
நெறிமுறை	jegyzőkönyv
சினிமா	mozi
நுகர்வோர்	fogyasztó
நுகர்வோர்	fogyasztói
நுகர்வோர்	fogyasztók
தோழி	barát
தோழி	barátom
வாய்	szád
வாய்	száj
வாய்	wai
பாதிப்பு	kár
பாதிப்பு	károsodás
பாதிப்பு	kárt
பாதிப்பு	sérülés
அழகு	gyönyörű
அழகு	cuki
அழகு	aranyos
அழகு	szépség
அழகு	gyönyörűség
அழகு	csinos
ஆப்பிள்	almás
