বাঁক	kurwes
কর্মক্ষমতা	werkverrigting
কর্মক্ষমতা	prestasie
কর্মক্ষমতা	opvoering
ক্যাথিড্রাল	katedraal
রোম্যান্টিক	romantiese
রোম্যান্টিক	romanties
মামার	mama
স্যুট	suite
স্যুট	kleed
কোহেন	cohen
মৎস	vissery
ছুরি	messe
ছুরি	knife
ছুরি	mes
বিদ্রোহীরা	rebels
বিদ্রোহীরা	rebelle
ইঙ্ক	inc
ধমনী	arteries
পলিসি	beleid
বরিস	boris
হেসে	hesse
মমি	mummy
মমি	mummie
মমি	mummies
দিমিত্রি	dmitri
মরা	dooie
মরা	dood
গোড়ায়	beginspan
পরিচর্যা	omgee
ঝাঁপ	spring
জামাই	groom
ভোপাল	bhopal
থিসিস	thesis
প্রত্যাখ্যাত	opgeskort
প্রত্যাখ্যাত	teruggetrek
প্রত্যাখ্যাত	opgehef
প্রত্যাখ্যাত	geweier
প্রত্যাখ্যাত	verwerp
প্রত্যাখ্যাত	afgewys
ইকো	eco
ইকো	ego
ইকো	echo
কংক্রিট	beton
কাঞ্জি	kanji
বপন	saai
শখের	amateur
ক্লদ	claude
সুইট	lieflike
সুইট	soet
সন্মান	honour
সন্মান	gestand
সন্মান	eer
আবেগের	passie
আবেগের	passion
গোলাগুলি	skiet
গোলাগুলি	verskietende
গ্রাহকদের	klante
গ্রাহকদের	intekenaars
দোস্ত	dude
ইনজুরি	skade
ইনজুরি	besering
রাখাল	cowboys
বেরি	bessie
বেরি	berry
আজকে	vandag
লুপ	lus
চট্রগ্রাম	chittagong
গাউস	gauss
ওমেগা	omega
সাউন্ডট্র্যাক	klankbaan
শেফার্ড	herdershonde
শেফার্ড	shepherd
শেফার্ড	herdershond
শহিদ	shahid
জানত	knew
জানত	geweet
গ্যাব্রিয়েল	gabriel
ধোঁয়া	smoke
পুষ্প	blossom
পুষ্প	bloeisel
আইনত	legally
দারিদ্র্য	armoede
সংশয়	twyfel
সেকশন	seksie
সেকশন	afdeling
ট্রেভর	trevor
অংশগ্রহনের	deelname
নরওয়েজিয়ান	no
বিলম্ব	vertraging
ক্লেয়ার	claire
নার্স	verpleegsters
নার্স	nurse
নার্স	verpleegster
ডেভেলপার	ontwikkelaar
লিটন	lytton
পড়ছে	falling
পড়ছে	vallende
মোনাকো	monaco
সোনিয়া	sonia
সস	sous
হ্যাট	hoed
আবদেল	abdel
ওনার	haar
মাখন	botter
সোডা	soda
মুসলমানের	muslim
মুসলমানের	moslem
মুসলমানের	moslems
পেঁচা	uile
পেঁচা	uil
ময়দা	meel
শুয়ে	lay
হিলারি	hillary
হিলারি	hilary
আটলান্টা	atlanta
আইসল্যান্ডীয়	yslands
কিউব	cube
কিউব	kubus
পুকুরে	dammetjie
বন্ধুত্বের	vriendskap
শিশ্ন	penis
নির্গমন	emissie
সামুরাই	samurai
মগ	mog
মগ	mug
ভদ্র	ordentlike
ভদ্র	gentle
ইভ	eva
ইভ	eve
অনির্দিষ্ট	enige
জেসি	jessie
জেসি	jesse
লুডভিগ	ludwig
সহকর্মীদের	kollegas
টিমোথি	timothy
জোসে	jose
দুল	pendant
আশি	eighty
কর্নেলিয়াস	cornelius
বিশেষজ্ঞরা	deskundiges
বিশেষজ্ঞরা	kundiges
বিশেষজ্ঞরা	kenners
বিশেষজ্ঞরা	experts
দায়িত্বের	verantwoordelikhede
দায়িত্বের	verantwoordelikheid
উমা	uma
ডেভি	davey
নিশ্চিতভাবে	beslis
জারা	zara
ইতালিয়	italiaanse
ইতালিয়	italiaans
হাওয়াইয়ান	hawaise
যোদ্ধারা	vegters
রেন	ren
পিচ	toon
কেও	ook
কেও	te
ব্যাগ	sak
ব্যাগ	tasse
ব্যাগ	sakke
মরে	sterf
মুরগি	hoender
জরীপ	opnames
অবশিষ্টাংশ	oorblyfsel
পরিসমাপ্তি	eindig
সুপারনোভা	supernova
কোয়ালিশন	koalisie
হিচকক	hitchcock
হস্তশিল্প	handwerk
অ্যালিস	alice
চিনা	sjinese
চিনা	chinees
চিনা	sjinees
চিনা	chinese
সন্নিহিত	aangrensende
কাশ্মীরে	kashmir
যন্ত্রণা	pyn
হন্ডুরাস	honduras
স্লোভাক	slowaaks
ভূতের	gruwel
ভূতের	riller
ভূতের	horror
যাচাইকরণ	verifikasie
সোফি	sophie
প্রিমেরা	primera
তালিবান	taliban
শকুন	aasvoëls
শকুন	aasvoël
কীটপতঙ্গ	pest
কাক	crow
কাক	kraaie
ধর্মযাজক	pastor
যক্ষ্মা	tuberkulose
অ্যানালগ	analoog
অয়েল	olie
কলিন্স	collins
বোটানিক্যাল	botaniese
ফ্রেজার	fraser
খুলি	skedel
খুলি	skull
বর্ণালী	spektrum
পাঙ্ক	punk
স্পর্শকাতর	sensitief
সোয়াহিলি	swahili
বারমুডা	bermuda
ক্রোধ	woede
ক্রোধ	wrath
চেস্টার	chester
জার্মানদের	duitsers
বেল্ট	gordel
বেল্ট	belt
চুম্বক	magnete
লস্কর	lasker
রুজভেল্ট	roosevelt
মুবারক	mubarak
সুত্ত	sutta
আসবাবপত্র	meubels
আসবাবপত্র	meubelstuk
ফেরেশতা	angels
কোয়া	koa
ডার	der
সেশন	seisoen
সেশন	sessie
সেশন	sessies
কাশি	hoes
শখ	hobby
শখ	stokperdjie
শখ	stokperdjies
তাইপে	taipei
কই	koi
প্রতিবেদক	verslaggewer
তাং	taung
মেকানিক্যাল	mechanical
মেকানিক্যাল	meganiese
গার্সিয়া	garcia
গার্সিয়া	garcía
ক্রেতাদের	kopers
কারাগারের	tronk
কারাগারের	gevangenis
হ্যালো	hallo
হ্যালো	hello
হাইতি	haiti
হাইতি	haïti
ফার্নান্দো	fernando
লিবার্টি	vryheid
লিবার্টি	liberty
নিশান	vlaggie
নিশান	vlag
নিশান	rapporteer
অপ্রত্যাশিত	onverwags
অপ্রত্যাশিত	onverwagte
অপ্রত্যাশিত	onverwagse
ঐকমত্য	consensus
ক্লোরিন	chloor
আসিয়ান	asean
হং	hong
হীরক	diamond
হীরক	diamant
হার্ডি	hardy
পুনর্বাসন	rehabilitasie
টলেমি	ptolemeus
নীরব	stil
নীরব	verdoof
নীরব	demp
নীরব	mute
ট্রাঙ্ক	trommel
প্যারেড	parade
গার্হস্থ্য	domestic
গার্হস্থ্য	huishoudelike
কর্মশালা	werkswinkels
কর্মশালা	werkswinkel
ফ্রিকোয়েন্সি	frekwensie
স্ট্যাম্প	stamp
স্ট্যাম্প	stempel
ডার্বি	derby
বার্টন	burton
জাম্বিয়া	gambië
জাম্বিয়া	zambië
জাম্বিয়া	zambia
চৌ	choi
চৌ	chou
বেলে	belle
মন্টি	monte
মন্টি	monty
ফেজ	phase
ফেজ	fase
আর্মস্ট্রং	armstrong
অট্টালিকা	mansion
পাপড়ি	kroonblaar
প্রত্ন	proto
হ্যান্ডবল	handbal
হজম	vertering
হজম	samevatting
হজম	opsomming
হজম	digest
নারীবাদ	feminisme
বিঘ্ন	insert
বিঘ্ন	onderbreek
হরতাল	staking
হরতাল	strike
হ্যামিলটন	hamilton
নিকিতা	nikita
ব্যঙ্গ	vlymskerp
জেনি	jenny
শিকারি	hunter
শিকারি	jagter
লোপ	verlies
ঝগড়া	veg
রুমি	rumi
স্থিতিশীলতা	stabilisering
মেধার	merit
মিনা	mina
মার্কোস	marcos
রিয়ার	agterste
সালভাদোর	salvador
ন্যাটো	navo
কমিক্স	comics
কমিক্স	strokiesverhaal
লিন্ডসে	lindsey
লিন্ডসে	lindsay
শর্তাবলী	bepalings
শর্তাবলী	voorwaardes
কবুতর	pigeon
তাজা	vars
টিলা	vergelyking
ঝি	niggie
ভক্তরা	fans
ভক্তরা	bewonderaars
ভক্তরা	aanhangers
মাছি	fly
মাছি	vlieg
স্ট্রিপ	strook
স্ট্রিপ	strip
পেরি	perry
চাকার	wheeler
তলিয়ে	uitgeput
ভিজে	nat
ম্যাকডোনাল্ড	mcdonald
দৃঢ়ভাবে	steady
জাং	jang
জাং	jung
জুতো	skoene
জুতো	skoene
জুতো	skoen
অচেনা	vreemdelinge
অচেনা	vreemdeling
শুমচা	pitta
পেন্সিল	potlood
আন্তঃ	inter
চ্যাট	klets
চ্যাট	gesels
গার্ডিয়ান	guardian
গার্ডিয়ান	voog
গার্ডিয়ান	voogde
ব্যানার	banier
হাজারো	duisende
এমএসসি	msc
ওয়্যারলেস	wireless
ওয়্যারলেস	draadloos
ওয়্যারলেস	draadlose
নির্বাণ	nirvana
স্টোকস	stokes
সার্জারি	chirurgie
প্রতিবন্ধকতা	hindernisse
কার্টিস	curtis
ডিএসসি	dsc
প্রেমিকা	vriendin
প্রেমিকা	lover
ফাইটার	fighter
গুজ	goose
গুজ	gans
রেডিয়াম	radium
রসুন	knoffel
বেলিজ	belize
ক্যালকুলেটর	sakrekenaar
গ্রিড	rooster
বিজেপির	bjp
মনোবিজ্ঞানী	psigiater
সহস্রাব্দ	millennium
ব্যবসায়ীরা	traders
মাইক্রোওয়েভ	mikrogolf
ওসাকা	osaka
ইথানল	etanol
অবয়ব	voorkoms
কামড়ে	byt
উল্কা	meteor
লিংকন	lincoln
ক্লান্ত	moeg
পট	pot
ভয়েজার	voyager
গেলো	wanneer
কিউবান	kubaanse
সিঙ্গেল	enkel
গুস্তাভ	gustav
ডজন	dosyne
দেশগুলি	lande
বঙ্গে	bengaalse
ব্রুক	brooke
বাসে	bus
অস্ট্রিয়ান	oostenrykse
পরীক্ষিত	tested
পরীক্ষিত	gemerk
লিডস	leeds
চিন্তিত	besorg
চিন্তিত	bekommerde
চিন্তিত	bekommerd
মথ	moth
বাজি	bie
বাজি	bet
প্রতিকার	vermeende
এয়ারক্রাফট	vliegtuie
এয়ারক্রাফট	vliegtuig
সিম্পসন	simpsons
সিম্পসন	simpson
বুদ্ধির	intelligensie
শর্টস	kortbroek
রেনে	rene
স্টুডেন্ট	student
গিলক্রিস্ট	gilchrist
কার্বি	kirby
জোসেপ	josep
মোম	wax
যথেষ্ঠ	soo
স্কেটিং	skating
ইচ্ছাকৃতভাবে	opsetlik
জোশ	josh
মানবতাবাদ	humanisme
ভগ্নাংশ	breuke
ভগ্নাংশ	rigting
ভগ্নাংশ	float
ভগ্নাংশ	dryf
ভগ্নাংশ	fraksie
ভগ্নাংশ	breuk
মরকেল	morkel
সেক্রেটারী	sekretaris
সেক্রেটারী	sekretaresse
নিরক্ষীয়	ekwatoriaal
আদা	gemmer
হিউ	hugh
সিগমা	sigma
লাও	uitleg
তুষারপাত	sneeu
আতঙ্ক	paniek
আতঙ্ক	panic
মোরগ	cock
ওয়েলশ	welsh
ওয়েলশ	wallies
ওয়েলশ	walliese
বালু	sand
নৈপুণ্য	craft
মাইলস	myle
মাইলস	myl
জীবনকাল	leeftyd
জীবনকাল	lewensduur
জাবাল	jabal
ক্রমিক	serie
ফিতর	fitr
কার্পেট	carpet
ব্রিস্টল	bristol
এগার	elf
সার্কুলার	sirkelvormige
আরউইন	irwin
রেস্তোরাঁ	restaurante
রেস্তোরাঁ	restourant
রেস্তোরাঁ	restaurant
দেউলিয়া	bankrot
আকর্ষনীয়	aantreklike
অচল	gebreekte
অচল	stukkend
অচল	gebroke
অচল	gebreek
ঘাড়ে	nek
টোগো	togo
দাঁড়ানো	staande
দাঁড়ানো	staan
ম্যাসিডনের	makedonië
ব্যাজ	kenteken
ব্যাজ	wapens
ব্যাজ	kentekens
পর্যায়ক্রমিক	periodieke
রুনি	rooney
থেরাপি	therapy
সৌন্দর্য্য	skoonheid
আইটেম	item
আইটেম	items
পাইপ	pyp
পিক	pickup
পিক	toppunt
পিক	rylaan
পিক	peak
ক্ষমতাশালী	powerful
ক্ষমতাশালী	kragtige
পরিমার্জন	hersiening
থর	thor
উইলার্ড	willard
বোতল	bottel
বিষয়গুলি	onderwerpe
বিষয়গুলি	kwessies
ডুব	duik
ডেনভার	denver
হ্যাক	gekraak
হ্যাক	hack
কেইন	kane
বেলজিয়ান	belgiese
কার্ডিফ	cardiff
বন্দে	vande
প্রুশিয়া	pruise
স্ক্যান	skandeerders
স্ক্যান	skandeer
ফেসবুকের	facebook
মির	mir
পালনকর্তা	here
ব্লেড	blade
মতাদর্শের	ideologies
ব্রুনো	bruno
ম্যাগনেসিয়াম	wolfram
ম্যাগনেসিয়াম	magnesium
থ্রাশ	spreek
কসাই	slagter
কসাই	butcher
মোহামেদ	mohamed
বেতনের	loon
বেতনের	salaris
লোভ	gierigheid
নাইজার	niger
নেভিগেশন	navigasie
ত্রুটিপূর্ণ	korrupte
ত্রুটিপূর্ণ	korrup
স্পন্সর	borg
নিযুক্তি	betrokkenheid
নিযুক্তি	interaksie
সকালের	môre
সকালের	oggend
সকালের	more
খামারে	plase
নাকের	neus
হিথ	heath
খালা	auntie
খালা	tannie
জাগরণের	awakening
কর্মচারীরা	werknemers
অনুকূলে	verkies
ওয়ার্কশপ	werkswinkel
লাক্স	lux
হপ	hop
সর্পিল	spiral
সুসান	susan
স্টার্স	sterre
স্বরাজ	swaraj
হ্যামলেট	hamlet
তাকিয়ে	staar
ইনিয়েস্তা	iniesta
তালেবান	taliban
স্কোয়াশ	verbrysel
অহংকার	pride
অহংকার	trots
স্যামি	sammy
বাট	baht
বাট	boude
কাই	chi
কাই	kai
কাই	cai
সক্রেটিস	sokrates
সুনিশ্চিত	absolute
কোলন	komme
আইসিসির	icc
নেশন	nasie
বর্ষণ	stort
বর্ষণ	buie
বর্ষণ	storte
বর্ষণ	reënbuie
ইন্দোচীন	indosjina
জাগরণ	awakening
গনোম	gnome
আকিরা	akira
উলম্ব	vertikaal
উইন্ডো	windows
উইন্ডো	vensters
উইন্ডো	venster
উইন্ডো	kykers
ফ্রন্টিয়ার	frontier
মশার	mosquito
মেনন	menon
রুমে	kamer
নিও	neo
লিচু	lietsjie
কাঠঠোকরা	spegte
সহিংস	geweldadig
সহিংস	geweldadige
সহিংস	violent
সহিংস	gewelddadig
দুগ্ধ	dairy
বার্মিজ	birmaanse
পলাতক	voortvlugtige
পলাতক	runaway
বংশধরদের	afstammelinge
অস্ত্রোপচার	chirurgie
অস্ত্রোপচার	chirurgiese
স্কলারশিপ	beurs
মর্টার	sement
চাদ	chad
গ্রানাডা	grenada
গ্রানাডা	granada
তিক্ত	bitter
ডায়েরি	dagboek
সোনি	sonny
পিক্সেল	pixels
পিক্সেল	pixel
ব্যবহারযোগ্য	toeganklike
ব্যবহারযোগ্য	toeganklik
সুপ্ত	dormant
ভিয়েতনামী	viëtnamese
গর্ভধারণ	swangerskap
কক্স	cox
তরবারি	swaard
কার্ট	mandjie
রিকা	rica
উদ্বৃত্ত	surplus
বাচ্চারা	kinders
পপি	poppy
সঙ্কট	krisis
ফুজি	fuji
ললিতা	lolita
গুয়াংজু	gwangju
ট্রাফোর্ড	trafford
প্রফেশনাল	professioneel
প্রফেশনাল	professionele
সেমিস্টার	semester
ব্যক্তিগণ	mense
লুথার	luther
লাই	lai
ইটালি	italië
ডালাস	dallas
কথাগুলো	woorde
নোড	node
শেরিফ	balju
জিওফ্রে	geoffrey
ট্রান্সমিশন	ratkas
জমায়েত	byeenkoms
গুঁড়ো	powder
মোহর	seal
মোহর	seël
ভালবেসে	geliefde
ভালবেসে	geliefd
ভালবেসে	geliefkoosde
ভালবেসে	liefdevolle
গ্রেঞ্জার	granger
স্টেজ	verhoog
স্টেজ	stadium
স্টেজ	etage
রিস	reece
এডউইন	edwin
বেনেট	bennett
বেনেট	bennet
অসি	aussie
এসিএম	acm
লরা	laura
উত্থিত	opkoms
মালাক্কা	malakka
পরিত্যাক্ত	verlate
পরিত্যাক্ত	gestaak
পরিত্যাক্ত	gekanselleer
বীর্যপাত	ejakulasie
মিলা	mila
সিলিন্ডার	silinders
অ্যাপলিকেশন	toepassings
অ্যাপলিকেশন	programme
অ্যাপলিকেশন	aanwendings
অ্যাপলিকেশন	aansoeke
অ্যাপলিকেশন	aansoek
অ্যাপলিকেশন	toepassings
অ্যাপলিকেশন	toepassing
শ্রেষ্ঠত্ব	uitnemendheid
শ্রেষ্ঠত্ব	excellence
শ্রেষ্ঠত্ব	superioriteit
আর্কিমিডিস	archimedes
নোংরা	stoute
নোংরা	vuil
গহনা	juweliersware
রুয়ান্ডা	rwanda
গণভোটের	referendum
সলিড	soliede
সলিড	solied
আখ্যান	narratief
ফ্রাঙ্কো	franco
জেমি	jamie
টিকটিকি	lizard
টিকটিকি	akkedis
হিউলেট	hewlett
অবৈতনিক	onbetaalde
ভল্ট	vault
অনুপস্থিতি	afwesigheid
ঘটনাক্রমে	eventually
ইন্দোর	indore
পৌঁছান	bereik
পৌঁছান	reikwydte
হজ	pilgrimage
হজ	hajj
ঘুমন্ত	vaak
ঘুমন্ত	slaap
ঘুমন্ত	slapende
প্রতিচ্ছবি	refleksie
মাতৃভূমি	moederland
মাতৃভূমি	bantoestan
আইএএএফ	iaaf
ক্যারোলিন	caroline
সজ্জা	rangskik
সজ্জা	sorteer
সজ্জা	drag
হিংসা	jaloers
হিংসা	geweld
বাসের	bus
দিদি	didi
গর্জন	roar
গর্জন	grom
চেরি	cherry
চেরি	kersies
মলি	molly
উটের	kameel
উটের	camel
অ্যাঙ্গোলা	angola
সমর্থকরা	ondersteuners
ডেভিল	duiwel
খাঁজ	slot
খাঁজ	gleuf
খাঁজ	groove
গথিক	gotiese
বর্ণবাদ	rassisme
বেটি	beti
বেটি	betty
আজারবাইজানি	azerbeidjans
নেভিস	nevis
বোল্টন	bolton
কিয়া	kia
দংশন	sting
বৈরুত	beiroet
শ্রোতা	luisteraar
অদ্বিতীয়	voortreflik
বর্বর	barbaars
বর্বর	barbarian
হানি	heuning
লোপেজ	lopez
লোপেজ	lopez
ফিগার	figuur
সেথ	seth
দৃঢ়তা	bepaling
দৃঢ়তা	vasberadenheid
সীল	seal
সীল	seël
রুক্ষ	rof
সাইক্লোন	sikloon
লিথিয়াম	lithium
রাইড	rit
রাইড	ride
হারকিউলিস	hercules
চ্যাপলিন	chaplin
বোর্নিও	borneo
আর্চবিশপ	archbishop
ব্রুনেই	broenei
ক্রীতদাস	slaaf
ক্রীতদাস	den
প্লাংকের	planck
বিধিনিষেধ	beperkinge
বিধিনিষেধ	beperkings
এসএসআর	ssr
যৌবন	jeug
ক্লাস্টার	cluster
ডেসমন্ড	desmond
বেকন	beacon
বেকন	bacon
উপসর্গের	simptome
রাউটার	router
কাস্ত্রো	castro
আরাবিয়া	arabia
আরাবিয়া	arabië
মোয়া	moya
প্রতিযোগীদের	mededingers
বাড়ছে	vergroting
বাড়ছে	groeiende
বাড়ছে	vermeerder
জেসিকা	jessica
আইইইই	ieee
রজার্স	rodgers
লিঙ্কন	lincoln
পাঠ্যবই	handboeke
চাইল্ড	kind
নেকড়ে	wolwe
নেকড়ে	wolf
ট্রানজিট	transit
লেটার	brief
লেটার	letter
অটোমোবাইল	motors
বলশেভিক	bolsjewis
অগ্রাধিকার	prioriteite
অগ্রাধিকার	prioriteit
দেই	gee
কারেন	karen
ঢালাই	welding
অভিভূত	beïndruk
লাথি	skop
লাথি	skop
ইউনিফর্ম	uniforms
ইউনিফর্ম	eenvormige
ইউনিফর্ম	uniform
নিয়ামক	moderator
ফিল্টার	filter
ফিল্টার	filtreer
সাহসিকতা	moed
সাহসিকতা	dapperheid
শিক্ষণ	leer
আসক্ত	verslaaf
অভ্যন্তর	interior
অভ্যন্তর	binneste
ক্রিস্টিন	christine
এভারটন	everton
সুনামি	tsunami
নান	nan
নেপচুন	neptune
হাঙ্গেরী	hongarye
ক্ষিপ্ত	mad
ডেক্সটার	dexter
মুহূর্ত	oomblikke
মুহূর্ত	oomblik
রোচেস্টার	rochester
শব্দগুচ্ছ	uitdrukking
ফার্মি	fermi
অন্বেষণ	verken
লুকানো	versteek
লুকানো	weggesteek
লুকানো	verberg
মাস্ক	masker
রুই	rui
পাপের	sonde
ভিভ	viv
প্যাকার্ড	packard
কামড়	byt
কামড়	bites
ব্রাভো	bravo
লক্ষ্যণীয়	att
নিকেল	nikkel
বরুসিয়া	borussia
পাতাগুলি	bladsye
পাতাগুলি	blaaie
পাতাগুলি	bladsy
দুর্দান্ত	fantasties
দুর্দান্ত	ongelooflike
দুর্দান্ত	wonderlik
দুর্দান্ত	groot
দুর্দান্ত	wonderlik
সংক্রমিত	besmette
সংক্রমিত	besmet
সংক্রমিত	aangetaste
সারণি	veranderlike
সারণি	tafel
সারণি	tabel
দৌড়বিদ	naaswenner
দৌড়বিদ	runner
উত্পন্ন	gegenereerde
উত্পন্ন	gegenereer
নিষেধাজ্ঞার	verbod
রঙ্গিন	gekleurde
রোমানীয়	roemeense
নেব্রাস্কা	nebraska
চিরতরে	verewig
দোহা	doha
এলইডি	gelei
আমোদ	rave
কাঙ্খিত	gewenste
দুর্যোগের	ramp
দুর্যোগের	disaster
নিউমোনিয়া	longontsteking
রোডস	rhodes
বেঁকে	bent
লেই	leigh
প্লাটিনাম	platinum
নাগা	naga
গর্ব	pride
গর্ব	trots
আগাম	vorder
শিয়াদের	shia
দাড়ি	baard
লেসলি	les
লেসলি	leslie
কর্পস	korps
সূর্যাস্ত	sonsondergang
তালু	palm
অসাধারন	amazing
অসাধারন	ongelooflik
অসাধারন	fantasties
অসাধারন	ongelooflike
অসাধারন	wonderlik
কুচকাওয়াজ	parade
গণভোট	referendum
বুদাপেস্ট	budapest
নিষ্ঠুর	cruel
নিষ্ঠুর	wreed
নিষ্ঠুর	ongeskik
নিষ্ঠুর	brutal
বাইট	greep
বাইট	grepe
কোক	coke
আটকা	vasgevang
আটকা	vasgekeer
সতর্কবার্তা	waarskuwing
সতর্কবার্তা	waarskuwing
সতর্কবার্তা	waarskuwings
প্লেন	vliegtuig
