категорія	category
тиждень	week
вулиць	streets
договір	contract
договір	treaty
старий	old
медалі	medals
відрізняється	differs
заснував	founded
курс	course
курс	bearing
географічне	geographic
географічне	geographical
засновано	founded
засновано	based
двигун	engine
остаточно	permanently
чорний	black
захоплення	capture
захоплення	capturing
турнір	tournament
виникнення	arise
зміг	could
зміг	able
інженер	engineer
виключно	exceptionally
виключно	exclusively
шкіл	schools
порядок	ordering
порядок	order
матеріал	footage
матеріал	material
миру	peace
канада	canada
поза	outside
поза	beyond
поза	posture
костянтин	konstantin
костянтин	constantine
тов	tov
досвід	experience
фірми	firm
операцій	operations
операцій	transactions
дорога	road
театрі	theater
бароко	baroque
творчість	creativity
творчість	narrative
користь	benefit
користь	hardship
цар	king
цар	tsar
захисник	defender
захисник	protector
єпископ	bishop
важко	difficult
марка	stamp
руки	arms
руки	hands
місяця	month
місяця	moon
документи	docs
документи	documents
усе	everything
заявив	insisted
заявив	testified
проблема	problem
температури	temperatures
захворювання	disorder
захворювання	disease
захворювання	diseases
визнання	acceptance
визнання	confession
визнання	recognition
вільям	william
сучасні	modern
переможець	winner
літаків	aircraft
змагань	competitions
керував	coordinate
фортеці	walled
фортеці	fortresses
фортеці	citadel
піренеї	pyrenees
піренеї	pyrénées
матеріалу	reverence
закладів	institutions
одразу	immediately
кольори	colours
кольори	colors
спорт	sport
спорт	sports
брата	brother
порівняно	comparatively
порівняно	compared
порт	port
участю	involving
ель	ale
петербург	petersburg
кораблів	ships
застосовується	applies
канал	canal
канал	channel
бельгії	belgium
звільнення	release
звільнення	liberation
звільнення	resignation
звільнення	rapture
економіка	economics
економіка	economy
східна	eastern
прийняття	adoption
білі	white
чоловіка	husband
запропонував	offered
математики	mathematicians
математики	math
молодший	younger
молодший	minor
значну	substantial
нижня	lower
визначається	defined
неодноразово	continuously
обслуговування	maintenance
проектів	projects
віталій	vitaliy
віталій	vitali
віталій	vitalis
віталій	vitaly
групу	group
біла	biała
біла	white
біла	belaya
біла	bila
власні	own
православної	orthodox
кордон	cordon
кордон	border
місцеві	local
місцеві	locals
ідея	idea
клубів	clubs
вимоги	requirements
типи	types
веде	leads
князівства	principalities
почесний	honorary
казахстан	kazakhstan
тисячі	thousands
червона	red
вважає	thinks
вважає	considers
короткий	short
провулок	alley
причини	reasons
причини	causes
проводиться	being
переїхав	moved
степан	stjepan
степан	stepan
степан	stephen
працівників	workers
працівників	employees
євреїв	jews
конструкції	structures
метро	metro
примітки	note
примітки	notes
примітки	annotations
сад	garden
сад	sade
ніч	night
німецька	german
окупації	occupation
заходи	measures
заходи	procedures
марк	marc
вища	higher
лікар	physician
лікар	doctor
пар	pairs
пар	pari
лев	lion
лев	lev
лев	leo
валерій	valery
валерій	valeri
довгий	long
драми	drama
польоту	flying
польоту	flight
змі	media
богородиці	virgin
богородиці	theotokos
споруд	relocation
слави	fame
перетворення	transformations
перетворення	conversion
перетворення	transform
перетворення	converting
перетворення	transformation
реалізації	implementation
реалізації	implementing
реалізації	realization
боротьбі	fighting
газ	gas
газ	gaz
аеропорт	airport
здатність	ability
костел	church
героїв	heroes
жили	lived
залізнична	railway
альпи	alps
альпи	alpes
жінка	woman
жінка	female
дійсно	really
португалії	portugal
дочка	daughter
назад	back
органи	organs
хвороби	illness
хвороби	disease
процеси	processes
наступних	upcoming
угоди	bargain
принцип	mediocrity
принцип	principle
анна	anne
анна	anna
сценарист	screenwriter
англійська	english
увійшов	entered
намагався	tried
надзвичайно	unusually
надзвичайно	extremely
надзвичайно	remarkable
надзвичайно	ruthlessly
течії	currents
мужність	manhood
мужність	courage
молдови	moldovan
молдови	moldova
спроби	attempts
спроби	trying
причиною	cause
солдат	soldier
відкрита	open
повний	full
повний	complete
кошти	accumulated
кошти	costs
випуску	release
написання	writing
ситуації	situation
основою	base
загін	squad
особисто	personally
родин	households
родин	families
жодного	none
надалі	still
факт	fact
народ	people
рідко	seldom
рідко	rarely
герої	heroes
збірка	collection
прі	prix
долина	dolina
долина	valley
леонід	leonidas
леонід	leonid
спостереження	monitoring
спостереження	monitor
спостереження	observations
спостереження	observing
спостереження	observation
введення	entering
введення	typing
сторінок	pages
санта	santa
остання	last
остання	latest
гравців	players
морі	mori
зміст	content
зміст	toc
зміст	contents
нам	nam
зберігання	possession
зберігання	storage
високий	high
високий	tall
обробки	processing
використовували	deployed
силами	powers
польські	polish
вірменії	armenia
архів	archived
архів	archive
банк	bank
стіни	walls
образ	imagery
образ	visage
виникає	occurs
світло	light
світло	lights
популярність	popularity
попередній	prev
попередній	previous
естонії	estonia
природно	naturally
літаки	planes
грузії	georgia
виграв	won
дорівнює	equal
дорівнює	equals
будучи	being
авторів	authors
пише	writes
авіації	aviation
федір	fedor
федір	fyodor
телебачення	television
мабуть	apparently
найкращі	best
японія	japan
зміна	changing
зміна	modify
зміна	change
хтось	anyone
хтось	someone
хтось	somebody
залишки	remains
залишки	leftovers
залишки	remnant
збірник	compilation
бригада	brigade
риб	fish
підписав	signed
насамперед	feds
випадків	cases
щорічний	budgetary
автори	authors
тетяна	tatiana
тетяна	tatyana
технічні	technical
характеру	commitment
метал	metal
ситуація	situation
будівель	buildings
музичний	musical
стоїть	stands
середнього	average
зустрічі	meeting
зустрічі	meetings
зустрічі	appointments
башкортостан	bashkortostan
залишився	stayed
надає	provides
могила	tomb
могила	grave
малий	small
малий	maly
малий	mali
румуни	romanians
маси	masses
птахи	birds
птахи	bird
перехід	jump
перехід	transition
китаї	china
міжнародна	international
функція	function
гармати	cannon
тур	dist
тур	tour
військо	army
кордону	rim
селяни	peasant
селяни	villagers
селяни	farmers
селяни	peasants
китай	china
тернопіль	ternopil
богдана	bohdan
воєводство	voivodeship
пер	pers
пер	per
розміри	dimensions
розміри	sizes
реформи	reforms
реформи	reform
залежно	depending
дивізіон	division
зовнішні	external
тривала	lasted
тривала	lasting
дороги	roads
дороги	roadblocks
срібний	silver
стор	stor
скульптор	sculptor
дель	del
ринок	market
столиця	capital
каталог	directory
каталог	catalog
каталог	catalogue
виконує	executes
виконує	performs
нарешті	finally
власний	custom
власний	self
власний	own
оператор	operator
джордж	george
фінляндії	finland
династія	dynasty
хімічний	chemical
півзахисник	midfielder
хорватії	croatia
трав	herbs
списки	listings
списки	lists
значний	significant
безліч	numerous
дисертацію	thesis
технічного	technological
договору	treaty
програмування	coding
програмування	programming
етап	milestone
глядачів	viewers
сказав	said
командуванням	commanders
чоловіки	men
падіння	downs
падіння	fall
охорона	guards
охорона	guard
єгипту	egypt
база	base
ярослав	jarek
ярослав	yaroslav
ярослав	jarosław
ярослав	jaroslav
викладав	taught
міжнародні	international
дія	action
дія	operation
дія	activity
девід	david
відношення	relation
мер	mayor
мер	mer
взаємодії	interaction
взаємодії	interact
взаємодії	interactions
видно	visible
обидві	both
взяти	taking
взяти	take
години	hours
години	hour
знань	knowledge
простору	space
дякую	thanks
бажання	desire
бажання	wish
фортепіано	piano
інтер	inter
цикл	cycle
вирішення	solution
вирішення	solutions
олімпійський	olympic
здійснює	maintains
огляд	recap
огляд	overview
огляд	review
огляд	explore
загальне	generic
загальне	general
єпархії	diocese
національну	ethnic
бізнес	business
юрія	yuriy
французька	french
аніме	anime
рим	rome
каналу	channel
футбол	soccer
футбол	football
джона	jonah
околиці	suburbs
околиці	outskirts
спб	spb
здається	seems
наталія	natalya
наталія	natalia
почалося	started
почалося	begun
західний	western
тонн	tons
співачка	singer
успіх	success
довгота	longitude
проекти	projects
навпаки	contrary
навпаки	opposite
широта	latitude
запоріжжя	zaporizhia
українець	ukrainian
дерево	tree
померла	died
померла	dead
мешканці	inhabitants
мешканці	residents
намагається	tries
намагається	gagging
збірки	collections
яні	jani
грати	play
нім	nîmes
спеціально	specially
спеціально	specifically
подільський	podolsky
подільський	podilskyi
очок	points
подібні	similar
актриса	actress
покриття	coverage
реакції	reactions
заслуги	merit
покровитель	patron
нідерландів	netherlands
підрозділи	subdivisions
підрозділи	subsections
мета	objective
мета	meta
мета	purpose
мета	goal
існували	existed
матір	mother
статі	gender
місцевість	surroundings
місцевість	terrain
місцевість	area
обмеження	limitations
обмеження	restrictions
обмеження	limits
обмеження	limit
обмеження	constraints
кола	circles
кола	coke
кола	kola
кола	cola
чернівці	chernivtsi
очевидно	apparently
очевидно	obvious
очевидно	obviously
знищення	destroying
знищення	annihilation
знищення	extermination
знищення	destruction
співак	singer
мир	peace
низку	climax
італійський	italian
ват	watt
ват	wat
представлена	presented
породи	breed
данії	denmark
наступ	attack
наступ	offensive
композиції	tracks
оцінки	ratings
оцінки	rankings
оцінки	estimate
запису	writing
святий	charbel
святий	saint
святий	holy
сторін	sides
міністерство	ministry
національні	national
щорічно	yearly
могла	could
конфлікт	conflict
дніпропетровська	dnepropetrovsk
металів	hardening
визначає	determines
визначає	defines
зроблено	taken
зроблено	done
зброя	weapons
зброя	weapon
зброя	guns
розробка	development
розробка	develop
розробка	design
розробка	designing
вважав	astute
крила	wings
андрія	andrija
музику	music
техніка	engineering
техніка	technique
техніка	appliance
техніка	machinery
дохід	revenue
дохід	income
музиканти	musicians
одружений	married
спеціальні	specials
спеціальні	special
іноземних	foreign
координати	coordinates
майкл	michael
блок	bloc
блок	frame
блок	blok
блок	block
генрі	henry
подальшому	established
томас	tomas
томас	thomas
вод	waters
рослина	plant
станіслав	stanislav
станіслав	stanisław
луганської	lugansk
норвегії	norway
перш	perche
являються	popping
лондон	london
територій	territories
інколи	sometimes
серіалу	hbo
часі	deteriorate
клімат	climate
командира	commander
напрямок	direction
групі	bend
вибір	selection
вибір	select
вибір	choice
певних	certain
найкраща	best
запис	writing
запис	recording
запис	record
запис	entry
відмовився	refused
публікації	story
публікації	stories
бар	bar
гір	gere
мережа	network
мережа	skynet
виявлено	detected
очі	eyes
доступ	access
доступ	accessed
зниження	lowering
катерина	katherine
катерина	catherine
катерина	ekaterina
катерина	kat
виробів	textiles
редагування	editing
перевагу	prefer
перевагу	advantage
мар	mar
мар	maher
зберігається	stored
зберігається	saving
картина	painting
фауна	fauna
бойові	martial
звідки	where
австрія	austria
молодий	young
квітень	april
перекладач	translator
батьки	fathers
батьки	parents
батьки	parent
донька	daughter
якість	quality
листя	leaves
медичних	medical
східного	northeastern
павлович	pavlovich
ірина	iryna
ірина	irina
батальйон	battalion
колектив	collective
канаді	canada
створює	creates
створює	generates
проводить	spends
грає	plays
грає	playing
цілі	goals
швеція	sweden
пропонує	offers
пропонує	trades
точка	point
басейн	basin
басейн	pool
зменшення	reducing
зменшення	shrink
зменшення	decreasing
володіє	possesses
володіє	owns
точно	definitely
доля	destiny
доля	fate
окремо	individually
окремо	independently
окремо	separately
рівняння	equation
рівняння	equations
пір	feathers
георгій	georgi
георгій	georgy
георгій	giorgi
георгій	george
класі	grade
класі	classroom
стосується	concerns
стосується	applies
зрештою	eventually
пари	couples
пари	pair
пари	pairs
одиниці	units
одиниці	unit
камінь	stone
камінь	kamen
зробили	did
бої	boi
бої	fights
стара	stara
стара	old
клуж	cluj
необхідність	necessity
говорить	talks
говорить	speaks
ворота	gate
ворота	gates
англія	england
хвилі	waves
певні	certain
переміг	won
угорщина	hungary
культур	cultures
кабінету	cabinet
прошу	asking
прошу	please
торонто	toronto
чикаго	chicago
варіанти	alternatives
варіанти	variants
варіанти	variations
варіанти	options
мій	mine
оформлення	creatives
оформлення	creative
лист	leaf
лист	letter
історики	historians
довжини	lengths
довжини	length
вилучити	remove
вилучити	delete
закони	laws
соціальна	social
нхл	nhl
ефект	copycat
ефект	effect
ефект	negativity
тарас	taras
бог	god
схема	scheme
схема	schematic
схема	schema
експедиції	explorations
зовнішній	external
продовження	continuation
продовження	continuous
продовження	prolonged
продовження	resuming
націй	nations
кампанії	campaigns
кампанії	campaign
колонії	colonies
вивчав	studied
скорочення	shortcuts
скорочення	abbreviations
скорочення	shortcut
скорочення	shortening
скорочення	abbreviation
скорочення	accelerators
викладач	teacher
ерік	eric
ерік	erik
чернігівська	chernigov
поширені	common
правда	true
хотів	wanted
справі	affair
власник	owner
власник	ownership
побудовано	built
побудовано	constructed
організацію	organizing
вторгнення	invasion
неможливо	impossible
неможливо	unable
поети	poets
підтримка	support
дослідники	explorers
проходять	sweeps
проходять	pumped
оголосив	declared
вогонь	fire
максимальна	maximum
механізм	linkage
механізм	mechanism
опір	resist
опір	resisting
опір	resistance
прийшов	came
сторінку	page
компаній	corporations
компаній	companies
законів	laws
продовжив	continued
стадії	stages
головне	main
захопили	captured
захопили	hijacked
знайшов	found
флот	navy
флот	fleet
елемент	item
елемент	element
відкрив	discovered
відкрив	revealed
вів	viv
людмила	ludmilla
людмила	ludmila
людмила	lyudmila
тема	topic
тема	theme
тема	subject
морський	battleship
морський	maritime
всім	everyone
мак	papaver
мак	mac
мак	mak
розповідає	talks
міністри	ministers
пошук	search
пошук	searching
пошук	find
графство	county
спостерігається	emerged
терміни	terms
запаси	supplies
дівчина	girlfriend
дівчина	girl
дніпропетровськ	dnipropetrovsk
поховання	burial
рейтинг	rating
рейтинг	ranking
відрізняються	differ
кафедра	cathedral
туди	there
третє	third
ініціативи	initiatives
сфери	sphere
лідер	leader
берег	shore
берег	coast
робітників	workers
знайдено	found
належав	belonged
наказ	memo
наказ	order
зона	zone
ссавців	mammals
незалежно	regardless
палива	fuel
палива	fuels
леон	léon
леон	leon
швидше	hurry
травень	may
повна	full
дитячий	petting
дитячий	junior
полон	captured
полон	captivity
курси	courses
курси	rates
темно	dark
цілей	targets
рішень	decisions
коштів	funds
американської	american
невідомо	unknown
невідомо	undefined
вимірювання	measuring
вимірювання	measure
вимірювання	metering
вимірювання	measurement
насіння	seed
насіння	seeds
вказує	specifies
замовлення	reservations
замовлення	orders
паралельно	parallel
думаю	think
руд	ruud
посол	ambassador
спортивні	sporting
спортивні	sports
посада	vocation
танків	tanks
вересень	september
повертається	returns
десять	ten
похід	campaign
луганська	luhan
христа	christ
економічний	economic
далеко	far
комісія	commission
конкурс	song
конкурс	contest
поп	pop
вірність	fidelity
вірність	loyalty
каліфорнія	california
показує	displays
показує	shows
зелений	green
працівник	worker
установ	institutions
знаки	plates
знаки	signs
стосунки	relationship
інтерес	interest
тиск	pressure
потреби	need
потреби	needed
потреби	needs
релігії	religion
релігії	religions
партій	parties
вчені	researchers
вчені	scientists
юнеско	unesco
юнеско	sites
відставку	depositions
відставку	resign
оригінальна	original
мозку	brain
розміщення	placement
розміщення	posting
розміщення	placing
розміщення	location
інструмент	tool
регулювання	regulation
франко	franco
ліва	left
випадок	case
інакше	differently
співпраці	cooperation
яків	jacob
яків	yakov
додаткові	additional
додаткові	supplemental
додаткові	advanced
додаткові	extra
потреб	liking
потреб	needs
судна	vessel
ставлення	attitude
народи	peoples
апарат	apparatus
апарат	vehicle
набір	set
набір	dialing
набір	preset
луї	louis
луї	louie
автомобіля	astray
відпочинку	leisure
виборців	voters
посібник	guide
сумська	sumy
сила	strength
сила	force
сила	power
миколаївської	nikolaev
сімей	families
глибина	depth
вимагає	needs
вимагає	requires
вимагає	demands
виставки	exhibition
роди	clans
палати	chamber
лісах	forests
тренера	coach
монет	coins
німці	germans
виконав	obeyed
британські	british
рук	hands
провести	spend
помилки	errors
помилки	mistakes
помилки	failures
стають	become
телефон	phone
телефон	telephone
чітко	clearly
чилі	chile
гаррі	garry
гаррі	harry
дозволяють	permit
навантаження	load
навантаження	traffic
сестра	sister
генріх	henryk
генріх	heinrich
генріх	henry
марна	marne
жовтень	october
місії	missions
вершини	vertices
вершини	peaks
праця	labour
роз	roz
літературна	literary
випромінювання	radiation
ракети	missiles
ракети	rocket
кот	côte
кот	côtes
кот	kot
червень	june
кале	kale
випробування	trials
випробування	ordeal
випробування	testing
ведення	logging
третя	third
вісім	eight
принципи	principles
принципи	concepts
фотографії	photos
фотографії	photograph
глава	chapter
ліс	forest
вчених	scholars
вчених	scientists
гурти	bands
приклади	examples
зал	halls
зал	hall
розташовано	placed
розташовано	located
плей	playoffs
присвячена	tutors
пройшли	traveled
героїзм	heroism
героїзм	heroics
належали	belonged
виявлення	detection
виявлення	detect
одяг	clothing
одяг	clothes
зверху	top
співробітник	colleague
музикант	musician
акції	shares
харчування	food
харчування	meals
займають	occupy
персонажі	characters
якийсь	some
присутні	present
чорна	beluga
чорна	nigra
чорна	black
розроблений	developed
знайдені	found
написано	written
тривалий	progressive
додати	add
осі	axes
сфера	sphere
под	pod
знаю	know
сергійович	gorbachev
кров	blood
діяли	acted
відсутності	absence
герцог	duke
січень	january
хоче	wants
хоче	prefers
ссавці	mammal
американські	american
американські	roller
послуги	services
інструментів	instruments
клітини	cell
тексти	texts
кандидатів	candidates
двір	household
середовище	environment
проф	prof
двоє	two
технологія	technology
планування	planning
планування	scheduling
формат	format
папа	papa
папа	pope
вмс	navy
вмс	marines
захищав	defended
захищав	defending
річард	richard
софія	sophie
софія	sofia
софія	sophia
фрідріх	friedrich
селищі	villagers
майстрів	meister
визначити	determine
визначити	define
опору	resistance
ілля	ilya
ілля	illya
ілля	ilia
польська	polish
польська	polska
півострова	balkans
зростає	increases
зростає	grows
шлюб	marriage
грудень	december
моделей	models
частка	particle
частка	fraction
частка	shrinking
частка	quotient
царства	benin
напис	inscription
напис	label
автоматично	auto
автоматично	automatically
колекції	collections
колекції	collection
прийнятий	accepted
проводяться	carried
підтримує	supports
досьє	dossier
березень	march
обличчя	faces
обличчя	face
складаються	consist
річний	annual
сторіччя	centuries
зразок	sample
зразок	specimen
зразок	like
концерт	concerto
концерт	concert
вирішили	solved
вирішили	decided
зазнав	suffered
технічний	technical
різко	dramatically
різко	sharply
золото	gold
встановлений	installed
характеристика	characteristic
шляхи	routes
шляхи	paths
шляхи	ways
липень	july
вночі	nite
берега	shore
козаки	cossacks
співробітників	employees
росте	growing
росте	grows
сербії	serbia
пан	pang
пан	pan
аргентини	argentina
аргентини	argentine
користувачі	users
прямо	straight
храми	churches
храми	temples
написати	write
написати	compose
марки	stamps
литви	lithuania
зустріч	appointment
зустріч	meeting
зустріч	encounter
жити	live
коледж	college
діаметр	diameter
валентина	valentina
валентина	valentine
покарання	punishment
занадто	too
становище	situation
звичайний	generic
звичайний	plain
звичайний	regular
звичайний	normal
бачу	see
фірма	firm
попередник	predecessor
продукти	groceries
продукти	products
боїв	tights
існувало	existed
ріки	rivers
племен	tribes
дослідник	explorer
дослідник	investigator
офіцерів	officers
ганна	hannah
ганна	hanna
волосся	hair
східних	oriental
існував	existed
гармат	cannons
наша	our
клітин	differentiation
особистий	personal
шкіри	skin
інтересів	interests
лабораторії	labs
лабораторії	laboratories
лабораторії	lab
різноманітні	various
перу	peru
фронті	scoundrel
суверенітету	sovereignty
фортеця	fortress
філософ	philosopher
суспільство	society
рис	rice
мартін	martin
допомогти	help
громадського	public
нехай	let
церков	churches
виставка	exposition
виставка	exhibition
рейн	rhine
рейн	rhein
виявляється	apparently
районної	regional
критерії	criteria
ставши	becoming
загрози	menace
загрози	threats
перейменування	rename
перейменування	renaming
видалення	removing
видалення	removal
видалення	deleting
провідних	leading
антон	anton
європейський	european
пристрій	device
пристрій	drive
зірка	star
угоду	agreement
половина	half
князівство	principality
пітер	peter
обсяг	scope
прес	press
ділянка	area
кого	whom
галина	galina
галина	halina
інструменти	tools
інструменти	utilities
гаврило	gavrilo
вищу	higher
виникають	experiencing
вироби	products
високі	high
викликає	causing
викликає	invokes
викликає	calling
суми	sumy
суми	amounts
суми	sums
підрозділ	subsection
серпень	august
обертання	rotation
обертання	rotate
греція	greece
мексики	mexico
засновників	founders
зборів	assembly
посилань	links
рідше	sparse
рона	rona
рона	rhone
підготовку	preparations
жертв	victims
екіпаж	crew
живлення	power
старі	old
короткі	short
короткі	jot
кореї	korea
традиційно	traditionally
федерація	federation
нквс	troika
нквс	nkvd
порту	porto
сказати	say
свідчать	obtuse
руйнування	destruction
підготовка	preparing
фракції	oligarchy
каталонії	catalonia
епізод	episode
старих	elderly
даного	given
областях	regions
опадів	precipitation
формула	formula
останнє	last
арбітр	referee
змінюється	varies
раунд	round
ізраїлю	israel
надія	hope
серця	hearts
кислоти	acid
кислоти	acids
розуміння	understanding
перевищує	exceeds
перевищує	exceed
прикладом	precedent
вищі	higher
пройшла	hosted
таксі	taxi
таксі	cab
золоті	golden
золоті	gold
витрати	spending
витрати	expense
витрати	expenses
російську	russian
днк	specimens
днк	dna
критики	criticism
ярослава	yaroslav
ярослава	jarosław
блокування	lock
блокування	locking
блокування	blocking
класи	grades
класи	classes
культурний	cultural
встановити	set
встановити	install
листопад	november
переходить	goes
виданий	issued
центрів	centers
надто	too
мінська	minsk
тижнів	weeks
австралія	australia
припинення	kill
припинення	killing
повість	novella
французькою	french
явища	phenomena
забезпечити	ensuring
доріг	highways
доріг	roads
двигуни	engines
диригент	conductor
вежі	towers
підсумок	summary
вирішує	decides
вирішує	tackles
прізвисько	nickname
враження	impressions
враження	experiences
враження	impression
охоплює	covers
пропозиції	suggestions
пропозиції	proposals
пропозиції	offers
нідерланди	netherlands
сцени	scene
адреси	addresses
адреси	locations
носії	media
носії	storage
полювання	hunt
полювання	hunting
помічник	assistant
помічник	helper
мовлення	speech
вільгельм	wilhelm
вести	chores
вести	vesta
дизайн	design
знає	knows
знає	adhd
законодавства	legislation
додому	home
лук	bow
картин	paintings
скульптури	sculptures
пасажирів	passengers
змінити	edit
змінити	modify
змінити	change
стенлі	stanley
переліку	listing
священик	priest
змогли	could
поведінки	behavioral
дослідників	researcher
шосе	freeway
шосе	rodovia
шосе	highway
відображення	mapping
відображення	rendering
відображення	mapped
відображення	display
губернія	governorate
циклу	loop
вежа	tower
деталі	details
частинок	particles
єпископа	bishop
асоціація	association
приймає	accepts
приймає	takes
характерні	distinctive
розробив	designed
видобуток	spoils
сена	sena
сюжет	story
майстерні	studio
драма	drama
католицька	catholic
зауваження	note
зауваження	notice
погляд	peek
погляд	gaze
погляд	look
мас	mas
віра	vera
віра	faith
віра	belief
повернути	turn
повернути	rotate
повернути	revert
стрічки	feeds
стрічки	tape
стрічки	strip
визволення	liberation
цікаво	curious
цікаво	interesting
цікаво	interested
цікаво	wonder
користування	usage
користування	using
користування	use
татар	tatar
мінерали	minerals
хід	turn
хід	move
семінарії	seminary
інтереси	interests
змісту	toc
представляє	represents
заміж	married
плани	plans
прибуток	profit
прибуток	income
прибуток	yield
прибуток	revenue
сержант	sarge
сержант	sergeant
сержант	sgt
акцій	equity
розвивається	evolves
кут	kut
кут	angle
вибрані	selected
вибрані	favorites
митрополит	archbishop
надано	provided
надано	given
надано	supplied
лютий	february
явище	phenomena
явище	phenomenon
спеціальний	special
азербайджану	azerbaijan
медичні	medical
подорож	voyage
подорож	travel
подорож	journey
подорож	trip
подорож	traveling
філіп	phillip
філіп	philippe
філіп	philip
філіп	filip
оцінка	rating
оцінка	estimation
оцінка	score
оцінка	estimate
оцінка	assessment
низки	antiquity
поверхню	spline
долини	valleys
долини	vale
погляди	beliefs
погляди	views
учні	students
учні	disciples
учні	pupils
повне	full
пік	piz
пік	pik
пік	peak
необхідні	required
необхідні	necessary
дали	gave
літературний	literary
комах	insects
юлія	yulia
юлія	julia
ріо	rio
їзду	depart
полтава	poltava
текстів	texts
зброю	weapons
зброю	guns
вінниця	vinnytsia
посольство	embassy
ідею	idea
франц	franz
ядра	kernel
активний	active
раду	radu
співвідношення	proportion
співвідношення	ratio
співвідношення	aspect
зберігаються	stored
відень	vienna
суддя	judge
суддя	ref
спроба	attempt
швейцарія	switzerland
латвії	latvia
платформа	platform
ударні	drums
кореспондент	correspondent
журі	jury
спеціального	reptile
сер	sir
навчального	academic
відповіді	responses
відповіді	answers
відповіді	replies
хосе	jose
хосе	josé
концепції	concepts
романи	novels
потребує	needs
потребує	requires
описує	describes
описує	describing
філософія	philosophy
передач	transfers
джованні	giovanni
порівняння	comparison
порівняння	compare
порівняння	comparator
порівняння	comparing
порівняння	diff
порівняння	comparisons
диплом	diploma
встановлені	installed
почався	started
почався	began
висока	high
релігійні	religious
літературні	literary
акторка	actress
історичної	historic
фізика	physics
атаки	attacks
атаки	attack
наші	our
наші	ours
тече	flows
відоме	known
звільнений	fired
спогади	memories
югославії	yugoslavia
регулярно	regularly
баварія	bavaria
баварія	bayern
залізничний	rail
бізнесу	businesses
дорослому	grown
шампань	champagne
засіб	tool
тимчасово	temporarily
тимчасово	temporary
ніби	allegedly
обмін	sharing
обмін	exchange
платформи	platforms
платформи	platform
проектування	design
скасування	cancelling
скасування	undoing
скасування	canceling
скасування	cancellation
довгі	long
антоніо	antonio
чорні	black
пристроїв	devices
ані	ani
ані	nor
фізичні	physical
артилерії	artillery
публіцист	publicist
медіа	media
повернутися	return
природні	natural
мозель	moselle
горі	gori
підхід	approach
хвіст	tail
хвіст	ponytail
гілки	branches
гілки	threads
луар	loir
луар	loire
економічні	economic
журналісти	journalism
журналісти	journalists
щит	shield
берлін	berlin
лікарня	hospital
позбавлення	deprivation
тій	thil
папи	pope
приморська	littoral
японський	japanese
вільний	free
німецькою	german
живопис	painting
виділяють	secrete
заліза	iron
вільно	freely
вільно	free
впровадження	implementation
впровадження	deployment
нагоди	occasion
вальтер	walther
вальтер	walter
справді	really
європа	europe
приєднання	join
приєднання	attaching
приєднання	joining
адміністрація	administration
дорослих	adult
знятий	lifted
фігури	figures
магазин	shop
магазин	store
армій	armies
розроблена	designed
відповідальність	liability
відповідальність	responsibility
розповсюдження	spread
потік	flux
потік	potok
потік	flow
потік	stream
дана	dana
гай	gaius
гай	guy
поточний	current
лідерів	leaders
розумію	understand
колекція	foundry
колекція	collection
гетьман	hetman
давніх	ancient
ліквідації	eliminating
румунія	romania
підтвердження	confirmation
підтвердження	confirming
підтвердження	approval
культурі	fiction
танк	tank
зрозуміло	understood
педагогічний	pedagogical
медичний	medical
друзів	friends
коней	horses
виступ	performance
щороку	annually
щороку	annual
будинках	houses
білих	whites
нор	nort
ібн	ibn
вищий	higher
структур	structures
повітряно	airborne
виконавців	performers
виконавців	resources
виконавців	artists
четвертий	fourth
зліва	left
уникнути	avoid
літ	lit
маршрут	route
маршрут	itinerary
царство	kingdom
едвард	edvard
едвард	edward
перемог	wins
перемог	victories
пояснення	explaining
пояснення	explanation
пояснення	explanations
пояснення	explain
сприяє	contributes
сприяє	promotes
громадянство	nationality
громадянство	citizenship
журналістів	journalists
засуджений	convicted
засуджений	convict
засуджений	condemned
засуджений	sentenced
вхід	login
вхід	logging
вхід	entrance
хан	khan
хан	han
художньої	rhythmic
росіяни	russians
чарльз	charles
випадки	instances
випадки	cases
випадки	incidents
випадки	occurrences
персонаж	character
утримання	detention
вирішено	resolved
вирішено	solved
розпаду	decay
призначено	intended
чорно	monochrome
проводять	spend
читання	read
читання	reading
пара	pair
пара	fumes
пара	couple
пара	vapor
виступали	performed
союзників	allies
табір	camp
смуги	stripes
перейшла	descended
офіцер	officer
сталося	happened
десятки	tens
десятки	dozens
десятки	dozen
житловий	residential
сирії	syria
колективу	collaborative
схожі	similar
схожі	related
нагорода	reward
нагорода	award
майбутнє	future
почуття	feeling
почуття	sense
почуття	feelings
символів	character
символів	symbols
символів	characters
активність	activity
надати	provide
надати	supply
надати	give
надати	grant
рейтингу	ranking
наслідки	aftermath
наслідки	consequences
соціальні	social
затвердження	approval
затвердження	approving
дворі	courtyard
дворі	yard
обліку	counting
обліку	billing
знаходить	finds
маю	have
стефан	stéphane
стефан	stefan
стефан	stephan
плавання	swimming
світлана	svetlana
середні	medium
виглядає	looks
рідини	liquid
рідини	fluids
формально	technically
підручник	handbook
підручник	manual
підручник	tutorial
самих	themselves
танки	tanks
вперед	forward
вперед	forwards
студенти	students
владислав	vladislav
владислав	władysław
перевезення	transportation
перевезення	freight
широкий	wide
широкий	expanded
червоні	reds
червоні	scarlet
червоні	red
майна	property
релігія	religion
класифікація	classification
миколаїв	mykolaiv
