valtiomies	statesman
markkinointi	pamimili
markkinointi	marketing
markkinointi	promotion
markkinointi	promosyon
freud	freud
kaasua	gas
batmanin	batman
valeri	valery
zeus	zeus
syyn	dahilan
sarjakuvia	komiks
hank	hank
osoittautunut	pinatunayan
lennot	flight
liikkeiden	paggalaw
keittiö	ulam
keittiö	pagkain
keittiö	lutong
keittiö	kusina
konsuli	consul
ilmailu	panghimpapawid
ilmailu	aviation
ilmailu	aeronautics
noel	noel
useimmilla	pinaka
useimmilla	karamihan
todisti	pinatunayan
solo	solo
keksittiin	imbento
ohjeen	instruksiyon
ohjeen	instruksyon
ohjeen	pagtuturo
ohjeen	tagubilin
amadeus	amadeus
kaupallista	pangkalakal
kaupallista	commercial
kaupallista	komersyal
kaupallista	komersiyal
työntekijän	manggagawa
vaarallista	mapanganib
logiikan	lohika
logiikan	logic
eteneminen	pagpapatuloy
eteneminen	pauna
eteneminen	advance
viholliset	kaaway
innokas	sabik
innokas	masigasig
innokas	avid
innokas	matalim
innokas	keen
madame	madame
kap	cape
kap	tangos
kap	kabo
sähköinen	electrical
sähköinen	elektronikong
sähköinen	electronic
sähköinen	electric
mona	mona
melbourne	melbourne
fabian	fabian
tilaisuus	okasyon
tilaisuus	pagkakataon
tilaisuus	opportunity
simone	simone
orion	orion
romaniassa	romania
olemassaoloa	existence
olemassaoloa	pagkakaroon
vallankumousta	himagsikang
vallankumousta	rebolusyon
vihan	galit
vihan	poot
vihan	hate
vuosikirja	yearbook
lex	lex
maxwell	maxwell
vähenee	tinatanggihan
kati	kate
iskee	hits
selitti	ipinaliwanag
käsittelyä	paghawak
käsittelyä	pinoproseso
käsittelyä	pagpoproseso
käsittelyä	processing
käsittelyä	pagproseso
lange	lange
teräsmies	superman
juhlat	partido
juhlat	party
juhlat	pagdiriwang
juhlat	pagtitipon
veroja	buwis
veroja	buwis
arkiston	arkibo
arkiston	archive
kopioi	kinopya
kopioi	ginaya
kopioi	kopya
kopioi	copy
kopioi	kopyahin
tuttuja	familiar
tuttuja	pamilyar
tuttuja	kakilala
conrad	conrad
yksinäinen	malungkot
yksinäinen	lonely
yksinäinen	lonesome
nostettu	binuhay
nostettu	itataas
nostettu	itinaas
nostettu	nakataas
nostettu	nakuha
koch	koch
neuvoja	advice
neuvoja	payo
extra	dagdag
extra	extra
kantava	bitbit
kantava	tindig
kantava	nadadala
kivestä	bato
agnes	agnes
doo	doo
seksiä	pakikipagtalik
seksiä	sex
esseitä	sanaysay
fanny	fanny
matkoilla	byahe
matkoilla	naglalakbay
kirjattu	nakarehistro
kirjattu	recorded
kirjattu	naitala
raketti	rocket
sheffield	sheffield
ajettu	nagmamaneho
ajettu	pagmamaneho
lena	lena
murhaa	murder
freddie	freddie
bayer	bayer
vuosisata	siglo
vuosisata	century
periaatteita	prinsipyo
sisarukset	sis
sisarukset	sisters
sisarukset	magkakapatid
sisarukset	magkapatid
sisarukset	kapatid
sally	sally
konkurssin	bangkarota
sisäiset	panloob
sisäiset	internal
todellisuutta	katotohanan
piirrokset	sketches
piirrokset	drawings
ellis	ellis
loistava	brilliant
loistava	shining
loistava	napakahusay
lahjakas	talentadong
pyrkimys	quest
andersen	andersen
riita	alitan
riita	pagtutol
tavalliset	ordinaryo
tavalliset	ordinaryong
suoritin	cpu
vastakohta	kabaliktaran
flanderin	flandes
flanderin	flemish
arvokas	mahalaga
arvokas	precious
matkustajia	pasahero
tulkintaa	interpretation
welcome	welcome
kemia	kimika
kemia	kimikang
tiukka	masikip
tiukka	mahigpit
laurent	laurent
alppien	alpine
arttu	kulugo
loki	lok
loki	loki
loki	log
javier	javier
rms	rms
kgb	kgb
jarrut	preno
ozzy	ozzy
omar	omar
viiniä	alak
weimarin	weimar
trevor	trevor
lupaava	promising
suurmestari	grandmaster
joão	joão
yksikköä	units
yksikköä	yunit
yksikköä	yunit
yksikköä	unit
kristitty	christian
kristitty	kristiyano
patriarkka	patriarka
turkkilaiset	turks
minerva	minerva
vakuutti	panatag
evan	evan
valencian	valencia
tarkoituksella	kusa
ming	ming
riskiä	panganib
räjähdys	sabog
räjähdys	pagsabog
välttämätön	kinakailangan
kreivitär	countess
swift	swift
pysyvää	permanente
pysyvää	permanent
gif	gif
ihastunut	crush
kampanja	kampanya
sos	sos
korjaus	repair
korjaus	pagsasaayos
lumen	lumen
ign	ign
julma	malupit
julma	brutal
tarjotaan	inaalok
tarjotaan	inalok
tarjotaan	inaalay
kommunismin	komunismo
gaius	gaius
kolmetoista	labintatlong
tavoitteita	goals
kansalaiset	mamamayan
konferenssi	conference
konferenssi	pagpupulong
liikkuva	cellphone
viljaa	butil
hidasta	mabagal
odotetaan	inaasahang
odotetaan	inaasahan
odotetaan	inasahan
odotetaan	naghihintay
odotetaan	waiting
bonnie	bonnie
malakan	malaka
kerätään	pangongolekta
kerätään	tinipon
malesiassa	malaysia
epäonnistunut	sawi
epäonnistunut	nabigo
epäonnistunut	palpak
lohikäärmeen	dragon
tuore	fresh
tuore	sariwa
gil	gil
tekoa	ginagawang
analyysi	pagsusuri
analyysi	pagtatasa
voimistelu	gymnastics
uusittu	nabago
uusittu	renew
ashley	ashley
bailey	bailey
lionel	lionel
klein	klein
viljan	butil
polku	landas
polku	path
etenemistä	pagpapatuloy
soita	dula
soita	play
soita	makipaglaro
soita	maglaro
soita	tumawag
soita	tawagan
soita	tawag
renkaan	gulong
renkaan	tiro
tunteet	emotion
tunteet	damdamin
tunteet	emosyonal
tunteet	emosyon
tunteet	emotions
tunteet	nadarama
tunteet	damdamin
tunteet	feelings
ohjelmointi	programming
laadittu	drafted
laadittu	naisulat
jäsenyys	membership
valtteri	walter
vanhentunut	outdated
vanhentunut	katandaan
vanhentunut	aged
vanhentunut	natapos
vanhentunut	laos
valmistetut	manufactured
valmistetut	panindang
valmistetut	naghanda
valmistetut	handa
valmistetut	inihanda
stella	stella
aloitteen	inisyatiba
katarina	katarina
käsitteet	terminolohiya
käsitteet	konsepto
ajattelua	iniisip
saralla	sara
kenttää	patlang
kenttää	field
kenttää	larangan
terra	terra
katsonut	nanood
katsonut	napanood
katsonut	pinanood
todistajat	jehova
todistajat	testigo
todistajat	witness
laukausta	shots
turvallisuutta	kaligtasan
kurssi	kurso
kurssi	course
alapuolelle	ibaba
arvostusta	pagpapahalaga
arvostusta	prestige
keskinäinen	kapwa
pohjaan	ibaba
pohjaan	ilalim
arc	arc
alkoholi	alak
alkoholi	alkohol
reagoivat	react
auttanut	natulungan
auttanut	tinulungan
taidot	skills
taidot	skill
taidot	kasanayan
taidot	kakayahan
lääkkeet	drugs
lääkkeet	droga
lääkkeet	gamot
lääkkeet	medisina
lääkkeet	gamot
hinnat	presyo
abdul	abdul
kolmio	tatsulok
arkeologi	archaeologist
rosen	rosen
vihreää	berdeng
vihreää	green
vihreää	berde
puutteita	pagkukulang
helmikuu	february
helmikuu	pebrero
salaperäinen	misteryosong
salaperäinen	mahiwaga
tiiviisti	closely
sovelletaan	naaangkop
sovelletaan	apply
sovelletaan	ilapat
hulk	hulk
sekoitetaan	mix
sekoitetaan	halo
sekoitetaan	ihalo
sekoitetaan	gumalaw
torres	torres
lääkärit	doctors
laituri	quay
laituri	pantalan
laituri	pantalan
laituri	pier
laituri	daungan
laituri	platform
laituri	plataporma
lähdössä	aalis
lähdössä	umaalis
voitolla	panalong
vastarinnan	paglaban
vastarinnan	pagtutol
astrid	astrid
auf	auf
kokemuksen	maranasan
kokemuksen	karanasan
terve	healthy
terve	malulusog
terve	malusog
lapsuuden	pagkabata
käynnistää	ilulunsad
käynnistää	binubuksan
käynnistää	ilunsad
käynnistää	paglulunsad
aloittamista	pagsisimula
sims	sims
percy	percy
harper	harper
arvostelua	kritika
markkinoiden	merkado
markkinoiden	merkado
markkinoiden	palengke
markkinoiden	pamilihan
markkinoiden	market
klaani	angkan
klaani	clan
klaani	kapisanan
barack	barack
liv	liv
porter	porter
nouseva	pagsikat
nouseva	sumisikat
nouseva	rising
nouseva	ascending
nya	nya
urban	urbano
maidon	gatas
maidon	milk
keksiä	cookie
keksiä	kumatha
verkosto	network
hiippakunta	diocese
matkustajat	pasahero
matkustajat	pasahero
pato	dam
raudan	bakal
raudan	iron
olivia	olivia
kansanäänestys	reperendum
lordin	lord
lordin	panginoon
syvästi	malalim
myrkyllinen	toxic
myrkyllinen	poisonous
agricola	agricola
todistus	sertipiko
todistus	certificate
todistus	katibayan
todistus	katibayan
todistus	patunay
ajoneuvo	sasakyan
tea	tsaa
tea	tsa
huoneen	silid
huoneen	kuwarto
huoneen	kwarto
willis	willis
vapaaehtoinen	opsiyonal
vapaaehtoinen	opsyonal
vapaaehtoinen	kusang
vapaaehtoinen	volunteers
vapaaehtoinen	boluntaryo
vapaaehtoinen	volunteer
puolison	asawa
kiitosta	purihin
kiitosta	papuri
hiljattain	kamakailan
rakenteet	istruktura
liiketoiminta	negosyong
liiketoiminta	negosyo
uhrin	biktima
elinikä	habambuhay
elinikä	lifetime
tutkijoita	nananaliksik
tutkijoita	mananaliksik
tutkijoita	scientist
tutkijoita	siyentipiko
kasvuun	paglago
kasvuun	paglaki
win	manalo
georgi	georgi
georgi	georgy
tarjouksen	tawad
tarjouksen	bid
tarjouksen	alok
tarjouksen	offer
teknologia	teknolohiya
kazan	kazan
viikoittain	lingguhan
viikoittain	lingguhang
milanossa	milan
milanossa	milano
springfield	springfield
tekijänoikeuden	copyright
stark	stark
chaplin	chaplin
ilmaisu	pagpapahayag
ilmaisu	expression
asiantuntijoiden	eksperto
levi	levi
rossin	ross
julistuksen	proclamation
julistuksen	pagpapahayag
lainsäädäntö	distritong
lainsäädäntö	batas
lainsäädäntö	legislation
päivittää	upgrade
päivittää	update
shop	shop
shop	tindahan
shop	mamili
suosikki	favourite
suosikki	paborito
suosikki	favorite
kaivaa	digging
url	url
milwaukee	milwaukee
murmanskin	murmansk
dio	dio
koske	touch
koske	hipo
dorothy	dorothy
kykyjä	talents
hopkins	hopkins
rikkoo	paglabag
rikkoo	nabasag
rikkoo	break
rikkoo	breaks
rikkoo	paglabag
rikkoo	breaking
rikkoo	paglabag
rikkoo	lumalabag
rikkoo	nilalabag
pakistan	pakistan
pareittain	pares
guild	guild
guild	kapisanan
vuosikymmenellä	dekada
avaus	pagbubukas
avaus	binubuksan
avaus	opening
laila	laila
näyttö	screen
näyttö	ipakita
näyttö	ipapakita
näyttö	display
näyttö	ebidensya
näyttö	katibayan
dame	dame
mitta	sukatin
mitta	masukat
ansaitsee	nararapat
seksuaalinen	sekswal
seksuaalinen	sexually
pallonpuoliskolla	hemispero
ruusun	rose
robbie	robbie
connor	connor
miranda	miranda
egyptiläinen	egyptian
fakta	katunayan
fakta	fact
fakta	katotohanan
kriittisesti	critically
pettymys	pagkabigo
tilapäisesti	pansamantala
kävely	naglalakad
kävely	lumalakad
kävely	paglalakad
kävely	maglakad
kävely	lumakad
kävely	lakad
kävely	walk
raúl	raúl
matthias	matias
manu	manny
manu	manu
fury	fury
barrett	barrett
ulkomaalaisia	dayuhan
arno	arno
lokit	log
eno	tito
eno	tiyuhin
eno	uncle
eno	tiyo
suzuki	suzuki
tulivuori	bulkan
kaula	leeg
kissan	pusa
kissan	cat
valentine	valentine
christie	christie
mills	mills
kaduilla	kalye
facebookissa	facebook
diktaattori	diktador
plaza	plaza
uusinta	replay
juutalaista	jewish
intiaaneja	indians
kansalliset	national
kansalliset	pambansa
kansalliset	pambansang
kansalliset	nasyonal
valmistumisen	pagtatapos
valmistumisen	graduation
rinnakkain	kahilera
saksi	sahonya
darren	darren
hyönteiset	insekto
hyönteiset	barang
tuomarit	judges
grafiikka	graphics
connecticut	connecticut
suosii	pabor
akateemisen	akademikong
wisconsin	wisconsin
daimler	daimler
vihaa	galit
vihaa	poot
vihaa	hate
käynnistettiin	inilunsad
muslimit	muslim
pia	pia
perinteet	kaugalian
perinteet	tradisyon
perinteet	tradisyon
woods	kagubatan
woods	woods
woods	kakahuyan
casey	casey
seppä	panday
seppä	smith
vanessa	vanessa
roosevelt	roosevelt
hiiltä	uling
hiiltä	charcoal
hiiltä	karbon
hiiltä	carbon
kolminkertainen	triple
animaatio	animation
bowie	bowie
haetaan	sundo
haetaan	kinukuha
mel	mel
solut	cells
montrealin	montreal
android	android
työpaikan	pinagtatrabahuhan
opettajia	teachers
baptiste	baptiste
oppositio	pagsalungat
konfederaation	confederacy
täti	auntie
täti	tita
täti	tiyahin
täti	tita
täti	tiya
pianon	piano
väkivalta	karahasan
kay	kay
ikävä	tamaan
ikävä	mis
ikävä	miss
ikävä	binibining
painon	timbang
painon	bigat
persianlahden	golpo
persianlahden	gulf
valmistajat	producers
valmistajat	producer
valmistajat	tagagawa
capitol	capitol
yllättävän	nakakagulat
siipi	wing
siipi	pakpak
karma	karma
aires	aires
sonny	sonny
joyce	joyce
amd	amd
asukkaille	residente
kathy	kathy
jumalia	gods
hilda	hilda
tanssii	dances
tanssii	sayawan
tanssii	sumayaw
tanssii	nagsasayaw
tanssii	sumasayaw
tanssii	pagsasayaw
amor	amor
amor	kupido
amor	cupid
histoire	histoire
singh	singh
resursseja	mapagkukunan
resursseja	yaman
resursseja	kayamanan
onnea	ligaya
onnea	saya
onnea	kaligayahan
onnea	swerte
onnea	luck
jerseyn	jersey
hiv	hiv
kertyy	maipon
vedettiin	hinugot
afrikkalainen	aprikano
afrikkalainen	african
flavius	flavius
moses	moises
tiedustelu	katalinuhan
viestintä	komunikasyon
viestintä	komunikasyon
auttoivat	natulungan
auttoivat	tinulungan
levitä	spread
levitä	kumalat
levitä	pagkalat
sallitaan	pinahintulutan
sallitaan	pinayagan
sallitaan	pinapayagang
sallitaan	pinapayagan
sallitaan	pinahihintulutang
pyhimys	santo
pyhimys	santa
maalausta	painting
maalausta	pinta
lumi	niyebe
lumi	snow
tyttöystävä	girlfriend
tyttöystävä	gf
tyttöystävä	kasintahan
kirk	kirk
travis	travis
uskottu	ipinagkatiwala
hannover	hannover
stuttgartin	stuttgart
maitoa	gatas
maitoa	milk
linnaa	mangarap
linnaa	kastilyo
murhaaja	killer
murhaaja	mamamatay
etuna	bentahe
etuna	samantalahin
etuna	advantage
etuna	kalamangan
tarzan	tarzan
andre	andre
suojeltu	pinoprotektahan
suojeltu	protektado
oleg	oleg
sini	blue
sini	bughaw
sini	asul
sini	sini
rebecca	rebecca
laser	laser
griffin	griffin
suorat	straight
suorat	tuwid
suorat	diretso
suorat	direktang
suorat	direct
suorat	direkta
zeuksen	zeus
cobra	cobra
arvostelun	kritika
häiriö	glitch
häiriö	panghihimasok
häiriö	disorder
häiriö	pagkaputol
alaskassa	alaska
tobias	tobias
saadut	natanggap
moninpeli	multiplayer
tunnelin	tunnel
hankkinut	nakuha
kapinaa	paghihimagsik
vita	vita
jatkuvat	tuloy
jatkuvat	pagpapatuloy
henkilökunta	tauhan
henkilökunta	kawani
henkilökunta	staff
ignatius	ignacio
bryssel	brussels
aron	aron
dracula	dracula
kupari	tanso
vala	vala
vala	panunumpa
ara	ara
adler	adler
drake	drake
becker	becker
lanka	wire
lanka	kawad
lanka	sinulid
lanka	thread
thomson	thomson
java	java
rivin	hilera
rivin	row
kokeita	eksperimento
toimenpide	operation
toimenpide	operasyong
toimenpide	operasyon
toimenpide	pamamaraan
toimenpide	sukatin
toimenpide	masukat
marokko	morocco
saga	saga
kartat	maps
kartat	mapa
kartat	tsart
kartat	charts
todisteet	katibayan
todisteet	patunay
todisteet	ebidensya
todisteet	katibayan
harrisin	harris
mont	mont
runoutta	tula
runoutta	poetry
sade	ulan
sade	umulan
karkasi	tumatakas
ham	magpatawa
ham	ham
gardner	gardner
aukon	aperture
garcia	garcia
titanic	titanic
rotua	lahi
syöpä	kanser
cha	cha
cha	chaka
bolivian	bolivian
bolivian	bolivia
livenä	mabuhay
livenä	mamuhay
livenä	live
syytettynä	inakusahan
forbes	forbes
tarpeellinen	kinakailangan
floyd	floyd
allekirjoitus	pirmahan
allekirjoitus	signing
allekirjoitus	senyas
allekirjoitus	tanda
allekirjoitus	pinirmahan
allekirjoitus	lagda
allekirjoitus	pirma
alpit	alpes
vuosikymmenien	dekada
näytös	act
näytös	kikilos
näytös	kumilos
aineisto	materyal
aineisto	materyales
entsyymi	enzyme
otus	nilalang
otus	creature
karjaa	livestock
karjaa	baka
kotimainen	resident
kotimainen	residente
kotimainen	domestic
kotimainen	katutubo
kotimainen	indigenous
bruins	bruins
kommenttia	comment
täydellistä	perfect
täydellistä	perpekto
lähetys	broadcast
lähetys	pagsasahimpapawid
lähetys	transmission
lähetys	paghahatid
lähetys	kargamento
lähetys	padala
futsal	futsal
ratkaiseva	decisive
rautatiet	riles
rautatiet	railway
rautatiet	riles
elektroninen	elektronikong
elektroninen	electronic
emmanuel	emmanuel
oppimisen	learning
asiakkaiden	kliyente
hiekkaa	buhangin
hiekkaa	sand
latinalainen	latin
shah	shah
iltapäivällä	tanghali
iltapäivällä	hapon
kalastaja	mangingisda
myyntiä	pagbenta
myyntiä	benta
huolellisesti	maingat
kanavat	channels
kanavat	channel
kanavat	canals
sinistä	blue
sinistä	bughaw
sinistä	asul
vanhempaa	magulang
vanhempaa	older
oleellinen	mahalaga
oleellinen	mahahalagang
teddy	teddy
bibliografia	bibliography
lauren	lauren
ilmaistaan	nagpapahayag
tulva	baha
tulva	flood
tulva	baha
tulva	pagbaha
julistus	pagpapahayag
muinaiset	ancient
muinaiset	sinaunang
goldwyn	goldwyn
mieluiten	preferably
katsojan	tumitingin
katsojan	tagapanood
katsojan	manonood
tiedostojen	files
tiedostojen	file
keskimmäinen	gitnang
keskimmäinen	gitna
maaperä	lupa
hayes	hayes
iowa	iowa
puhunut	sinasalita
jännite	tension
jännite	igting
jännite	boltahe
claudius	claudius
rakenteiden	istruktura
norma	norma
osbourne	osbourne
intercontinental	intercontinental
sopimukset	treaties
sopimukset	kasunduan
sopimukset	conventions
novak	novak
ilmaisi	ipinahayag
ilmaisi	nagpahayag
ilmaisi	nakiramay
lainattu	hiram
lainattu	oto
terävä	matalim
terävä	pagkagising
hbo	hbo
esiintymistä	gumaganap
junien	tren
vartalon	punungkatawan
menetelmät	pamamaraan
menetelmät	pamamaraan
menetelmät	pamamaraan
kallis	mahal
kallis	magastos
kallis	mamahaling
hassan	hassan
reagan	reagan
teoreettinen	kimikang
lunta	niyebe
lunta	snow
garmisch	garmisch
clara	clara
falls	talon
falls	falls
mosambikin	mozambique
turva	security
turva	seguridad
smash	smash
noir	noir
kylmää	malamig
kylmää	sipon
kylmää	lamig
pyörii	rolling
pyörii	spinning
terminaali	terminal
rakas	dear
riley	riley
teatteria	tanghalan
aero	aero
tekemisissä	pagharap
tekemisissä	pakikitungo
tekemisissä	pagtrato
käsitellyt	ginagamot
käsitellyt	itinuring
käsitellyt	tratuhin
käsitellyt	proseso
käsitellyt	maselan
hussein	hussein
astronautti	astronaut
enrique	enrique
gnu	gnu
singer	singer
joutsen	swan
kirjeet	letra
kirjeet	letters
kirjeet	titik
toivoa	umaasa
toivoa	umasa
toivoa	sana
ulkoinen	panlabas
ulkoinen	panlabas
järjestelmät	systems
järjestelmät	sistema
materiaaleja	materyales
syksy	taglagas
syksy	autumn
syksy	taglagas
syksy	mahulog
bulgariassa	biyetnam
bulgariassa	bulgaria
andien	andes
metallista	metallic
christoph	christoph
pehmeä	malambot
yhteisöt	entidad
luuli	inakala
luuli	akala
luuli	naisip
luuli	kala
montenegro	montenegro
ratkaisee	lutasin
tracy	tracy
lahja	kasalukuyan
lahja	gift
lahja	regalo
manitoba	manitoba
par	par
schneider	schneider
berkeley	berkeley
ovi	pinto
ovi	pintuan
piha	bakuran
frances	frances
kuolan	kola
huhti	abr
huhti	april
huhti	abril
kirkas	burahin
kirkas	malinaw
kirkas	bright
kirkas	maliwanag
ainutlaatuinen	natatanging
ainutlaatuinen	kakaibang
ainutlaatuinen	unique
ainutlaatuinen	natatangi
usb	usb
giacomo	giacomo
jäännökset	nananatiling
merkityt	tinang
merkityt	tinag
merkityt	minarkahan
muistin	memorya
muistin	alaala
lentoja	flight
rice	palay
rice	rice
rice	kanin
rice	bigas
kuuba	cuba
mil	mil
periaatteet	prinsipyo
visa	visa
malta	malta
malta	mehiko
cecil	cecil
viihde	libangan
viihde	entertainment
twin	kambal
twin	twin
hylätä	tanggihan
katsomassa	pinapanood
katsomassa	nanonood
katsomassa	pinanonood
sali	gym
sali	hall
lasi	baso
lasi	salamin
lasi	pampalaki
rue	rue
enkelit	angels
enkelit	anghel
wing	wing
wing	pakpak
casa	casa
hyöty	makinabang
hyöty	benepisyo
hyöty	benepisyo
hyöty	utilidad
hyöty	utility
nes	nes
eugène	eugène
keikka	gig
ola	ola
kaksoset	kambal
kamppailu	pakikibaka
kamppailu	struggle
chase	chase
putinin	putin
