dhe	и
investime	капиталовложения
investime	инвестиции
investime	инвестирование
sofje	софия
sofje	софии
zall	песок
sferat	сфер
sferat	сферы
maliq	малик
rifat	рифат
alberta	альберты
alberta	альберта
virus	вирус
virus	вирусы
kuptuarit	понимание
kuptuarit	взаимопонимание
kuptuarit	понимания
asim	асим
çek	чешская
çek	чешской
çek	чешский
fond	фонд
organizmat	организмы
organizmat	организмов
territorial	территориальное
territorial	территориальная
portokalli	оранжевое
portokalli	оранжевый
portokalli	апельсин
sarthe	сарта
antigua	антигуа
utype	utype
margarita	маргариты
margarita	ромашки
margarita	маргарита
rrotullimi	вращения
rrotullimi	ротации
rrotullimi	вращение
luc	люк
bisedë	переписку
bisedë	переписка
bisedë	разговор
bisedë	беседа
bisedë	чата
bisedë	чат
dekorata	декорации
dekorata	декор
dekorata	украшение
dekorata	оформление
dekorata	awards
dekorata	награды
xhon	джон
xhon	иоанн
detajet	детали
detajet	подробности
djathë	сыр
mëkatet	грехи
angazhimin	обязательства
angazhimin	обязательство
angazhimin	приверженность
përgatitet	готовится
balkan	балканского
nderime	награды
nderime	отличием
protesta	протеста
protesta	протесты
protesta	протест
protesta	протесты
qeramikës	керамика
dobishëm	полезная
dobishëm	полезное
dobishëm	полезный
dobishëm	полезно
dobishëm	полезные
oferta	ставка
oferta	предложения
oferta	предложение
konfirmoi	подтверждена
konfirmoi	подтверждено
konfirmoi	подтверждаю
level	уровень
level	уровня
level	level
hekurudha	железнодорожные
hekurudha	железнодорожных
hekurudha	железнодорожный
hekurudha	железнодорожных
hekurudha	железнодорожный
hekurudha	railroad
host	принимающих
host	принимающая
operacion	эксплуатация
operacion	операция
operacion	хирургия
operacion	операция
shkretëtira	пустыня
shkretëtira	пустыне
shkretëtira	пустыни
shkretëtira	пустынь
shkretëtira	пустыни
faisal	фейсал
salihu	салих
salihu	салиха
salihu	салех
salihu	салих
sinonim	синонимами
mubarak	мубарак
kujtesa	память
kujtesa	воспоминание
kujtesa	памяти
biografinë	биография
biografinë	биографию
biografinë	биографии
vuante	страдал
vuante	страдала
vuante	пострадала
argjend	серебро
argjend	серебряный
argjend	сильвер
giulio	джулио
robinson	робинсон
transformimi	трансформация
transformimi	преобразования
transformimi	преобразование
transformimi	трансформации
përmbi	выше
krim	преступность
krim	преступления
krim	преступление
psikologjia	психология
psikologjia	психологии
plotësojnë	дополнить
plotësojnë	дополнять
rrobat	прачечная
rrobat	белье
rrobat	одежда
rrobat	одежду
gëzimi	радости
gëzimi	джой
gëzimi	радость
shkurtimisht	кратко
shkurtimisht	вкратце
shkurtimisht	коротко
katolikët	католики
katolikët	католиков
bibliotekë	библиотеки
bibliotekë	библиотека
idea	идея
portet	портов
portet	порты
analizuar	проанализировал
analizuar	проанализированы
analizuar	анализировать
analizuar	проанализировать
kalorësit	рыцари
kalorësit	всадников
kalorësit	всадников
miti	миф
zbulime	открытия
ice	лед
ice	льда
ice	ice
ice	лёд
tvsh	ндс
identiteti	идентичность
identiteti	идентификация
identiteti	самобытность
identiteti	личность
padukshme	невидимый
kurorën	короны
kurorën	корону
kurorën	корона
tragjedi	трагедии
tragjedi	трагедия
botticelli	боттичелли
donatello	донателло
udhëtime	поездки
udhëtime	проезд
udhëtime	путешествия
udhëtime	путешествие
udhëtime	поездки
udhëtime	путешествует
udhëtime	путешествия
udhëtime	путешествие
antarë	членов
antarë	члены
antarë	участники
minnesota	миннесота
minnesota	миннесоты
zbulim	разведка
zbulim	разведывательный
zbulim	открытие
zbulim	обнаружение
simboleve	символов
simboleve	символы
uria	голод
uria	голод
uria	голода
nëntëmbëdhjetë	девятнадцать
primar	начального
primar	первичные
primar	начальное
saud	сауда
gard	гард
gjueti	охота
gjueti	хант
gjueti	охота
gjueti	охоты
vartësi	зависимости
vartësi	зависимость
nokia	nokia
carrara	каррара
mallra	товары
mallra	товаров
mallra	грузы
dëshmorë	мучеников
përshtatet	подходит
luna	луна
shpërthim	взрыв
shpërthim	взрыв
shpërthim	взрыва
dele	овец
dele	овца
dele	овцы
pyetja	вопрос
efikase	эффективное
efikase	эффективный
efikase	эффективная
efikase	эффективного
efikase	эффективно
shpërthimi	взрыв
shpërthimi	взрыва
shpërthimi	взрыв
angelo	анджело
angelo	анжело
hebrenj	евреев
hebrenj	иудеи
hebrenj	евреи
ngjeshur	сжатые
ngjeshur	сжатый
ftohet	холодная
ftohet	холодное
ftohet	холодный
ftohet	холодно
ftohet	холод
ndershëm	честным
ndershëm	честно
ndershëm	честное
ndershëm	честный
ndershëm	честная
ming	мин
ming	минг
armene	армении
alejandro	алехандро
ekzistues	существующие
ekzistues	существующая
ekzistues	существующее
ekzistues	существующий
lidhi	связанный
lidhi	связанные
ekologjike	экологическое
ekologjike	экологический
ekologjike	экологическая
ekologjike	экологических
ekologjike	экологические
rërë	песок
lutjet	призывы
lutjet	молитвы
lutjet	молитва
bello	белло
hamit	хамит
mençur	умная
mençur	смарт
mençur	умный
mençur	smart
mençur	умные
vullnet	воля
vullnet	будет
vullnet	уилл
funksional	функциональные
funksional	функциональная
funksional	функциональных
benito	бенито
sinqertë	искренние
sinqertë	искреннюю
sinqertë	честным
sinqertë	честно
sinqertë	честное
sinqertë	честный
sinqertë	честная
matje	измерение
matje	измерения
trans	trans
trans	транс
demografike	демографические
demografike	демографических
gjalle	живой
gjalle	живым
gjalle	живая
gjalle	живые
gjalle	жив
mposht	поражение
mposht	поражения
mposht	победить
peshkimi	рыболовство
peshkimi	рыболовства
peshkimi	рыбалка
kushton	затраты
kushton	расходы
kushton	издержки
kompetencat	компетентность
kompetencat	компетентность
kompetencat	компетенция
kompetencat	компетенция
ala	аля
sarah	сара
tokyo	токио
utah	юта
duhan	табак
mouse	мышка
mouse	мыши
mouse	мышь
dëshmitar	свидетель
mbajtja	держится
mbajtja	поддержание
opinion	мнение
burgjet	тюрьмы
burgjet	тюрьмах
burgjet	тюрьмы
murgjit	монахов
murgjit	монахи
vrasës	убийца
vrasës	киллер
vrasës	убийц
vrasës	убийцы
vrasës	убийца
mari	мари
mari	мари
kinematografi	кинооператор
priftërinjtë	священники
priftërinjtë	священников
tupou	тупоу
episodi	серия
episodi	эпизод
presidencial	президентских
presidencial	президентский
ekspert	эксперта
ekspert	эксперт
yndyrë	толстый
yndyrë	толстая
yndyrë	жир
yndyrë	жирный
kosto	цена
kosto	стоимость
kosto	затраты
sha	ша
dëshironi	хотеть
dëshironi	хочу
dëshironi	хочешь
frymëmarrjes	респираторных
letonia	латвия
letonia	латвии
mahmut	махмуд
mahmut	махмут
zërat	слухи
zërat	голоса
zërat	voices
normë	ставка
normë	оцените
rurouni	rurouni
trashëgimtar	наследник
trashëgimtar	наследника
kufizimet	ограниченность
kufizimet	ограничения
kufizimet	ограничения
kufizimet	трудности
kufizimet	ограничения
gjykim	суждение
gjykim	суждение
procedurat	процедуры
wie	wie
qiej	небеса
dhuna	насилие
furrë	печи
furrë	печь
furrë	духовке
furrë	печь
gana	гане
gana	ганы
gana	гана
kopshte	сады
kopshte	сады
rrjete	сетей
rrjete	сети
rrjete	сетях
dhëmbët	зубов
dhëmbët	зубы
pokémon	pokémon
ëndrrat	сны
ëndrrat	мечты
muslim	мусульманских
muslim	мусульманские
muslim	мусульманин
muslim	мусульмане
vizatime	рисунки
vizatime	чертежи
dushku	дуба
dushku	дуб
dushku	оукс
dizajn	design
dizajn	конструкция
dizajn	проектирование
dizajn	дизайн
rfc	rfc
nisen	посадка
luftëtari	воин
luftëtari	боец
charlotte	шарлотта
wall	стена
wall	стене
wall	уолл
krahasohet	сравнить
krahasohet	сравнивать
protestat	протесты
mora	мора
detyre	долг
detyre	обязанность
ndalimin	остановка
rreshta	строк
rreshta	строки
rreshta	ряды
rreshta	строк
rreshta	линии
rreshta	линий
rreshta	строки
thyerjes	разрыв
domenico	доменико
gërmadha	обломков
hua	хуа
hardware	оборудование
kolegët	коллеги
kolegët	коллегами
kolegët	коллег
kolegët	коллегам
kolegët	коллеги
kolegët	коллегами
kolegët	коллег
alto	альто
mosmarrëveshje	несогласие
mosmarrëveshje	разногласия
mosmarrëveshje	разногласия
nazistët	нацистской
nazistët	нацисты
gushti	августа
gushti	август
beaumont	бомон
trungu	сундук
trungu	багажник
trungu	багажнике
nick	ника
nick	ник
hoq	удален
hoq	удаляется
hoq	удалена
hoq	удалены
hoq	удалено
qetësi	спокойствие
qetësi	тишина
qetësi	тихий
qetësi	тихо
qetësi	молчание
qetësi	тишину
qetësi	тишина
qetësi	молчать
identifikohet	выявленные
sherif	шериф
psikologji	психология
psikologji	психологии
virtual	виртуальная
virtual	виртуальные
virtual	виртуальный
furnizuar	поставляется
furnizuar	поставлено
dempsey	демпси
akademi	академии
akademi	академия
butani	бутан
butani	бутане
nancy	нэнси
emiratet	эмиратах
emiratet	эмиратов
emiratet	эмираты
houston	хьюстон
kalim	проход
kalim	пересечения
kalim	пересечение
kalim	прохождение
kalim	пройдя
fjali	приговор
fjali	предложение
tren	поезд
kanadeze	канадский
kanadeze	канадская
kanadeze	канадские
kanadeze	канады
marksiste	марксистская
evoluar	эволюционировали
lëshohet	выпущено
lëshohet	издан
lëshohet	выдано
lëshohet	изданы
tragjedia	трагедии
tragjedia	трагедия
kokat	орёл
kokat	головы
bilbao	бильбао
gdp	ввп
metalet	металла
metalet	метал
metalet	metal
metalet	металлические
metalet	металл
metalet	металлы
ndërron	заместителей
ndërron	заместители
far	маяк
ciudad	ciudad
violeta	виолета
violeta	вайолет
gojës	рот
peloponezit	пелопоннес
feat	подвиг
vuajtjet	страдания
vuajtjet	страдание
krimi	мафия
krimi	моб
krimi	мафии
krimi	толпа
krimi	преступность
krimi	преступления
krimi	преступление
transmetues	передатчик
medina	медина
medina	медины
medina	медину
medina	медине
fëmijëri	детство
fëmijëri	детства
bashkangjitur	придает
bashkangjitur	прилагается
bashkangjitur	вложение
bashkangjitur	привязанность
astronomike	астрономических
përkthehet	переводит
përkthehet	переводится
gram	грамм
gram	грамм
strategji	стратегии
strategji	стратегия
humor	настроение
humor	настроения
rrethon	окружает
rrethon	окружающие
amazon	амазонки
mime	mime
shpenzuar	потратил
shpenzuar	провел
ndarjet	отделы
ndarjet	дивизии
ndarjet	отделов
ndarjet	разделяет
ndarjet	доли
ndarjet	акции
delta	дельта
fshehurazi	втайне
fshehurazi	тайно
fshehurazi	тайком
operatori	оператор
nesër	завтра
vrimat	сопла
vrimat	дыры
vrimat	отверстия
vrimat	дырки
shpatet	склонах
ekonomikisht	экономически
shprehu	выразили
shprehu	выражено
shprehu	выразил
shprehu	выраженное
shprehu	выраженные
shprehu	выраженную
menaxheri	manager
menaxheri	менеджер
menaxheri	управляющий
bjellorusia	беларусь
lavdi	славу
lavdi	слава
dashuruar	раздавить
antar	участник
antar	член
kinetike	кинетической
monetar	денежная
bild	bild
agjenci	учреждение
agjenci	агентства
agjenci	агенство
agjenci	агентство
agjenci	учреждения
agjenci	агентства
agjenci	агенства
rauf	рауф
shfaqi	выделенные
shfaqi	актуальное
shfaqi	рекомендуемые
shfaqi	избранные
kohëzgjatja	длительность
kohëzgjatja	продолжительность
civilë	гражданская
civilë	гражданские
civilë	гражданский
civilë	гражданские
detyrueshme	обязательных
detyrueshme	обязательное
detyrueshme	обязательна
detyrueshme	обязательные
detyrueshme	обязательная
detyrueshme	обязательный
autonomi	автономии
autonomi	самостоятельность
autonomi	автономию
autonomi	автономия
synimi	направленность
sende	пункты
sende	предметы
angola	ангола
angola	анголы
angola	анголе
angola	анголу
pushimi	отдых
pushimi	каникулы
pushimi	отпуск
pushimi	перерыве
vullneti	воля
vullneti	будет
vullneti	уилл
patriotët	патриотов
edukim	просвещение
edukim	образование
statujat	статуи
qarkullimi	тираж
dekadat	десятилетий
dekadat	десятилетиями
dekadat	десятилетия
përforcuar	усилить
përforcuar	усилены
racionale	рациональное
racionale	рационально
racionale	рационального
delikate	тонко
konvertuar	преобразованы
dick	член
dick	дик
mara	мара
skajet	края
dëshmorët	мучеников
kopshtet	сады
kopshtet	сады
largësia	расстояние
largësia	дальность
largësia	диапазон
ángel	анхель
mbledhjet	собрания
mbledhjet	встречи
mbledhjet	заседания
mbledhjet	совещания
mbledhjet	подборки
mbledhjet	коллекции
parime	принципы
parime	принцип
puse	скважины
puse	уэллс
amator	любитель
gjej	найдите
gjej	найди
gjej	найти
asi	эйс
asi	туз
asi	ас
thellësisht	глубоко
nuse	невеста
mirëmbajtjen	поддержание
mirëmbajtjen	ведение
vuajtje	страдания
vuajtje	страдание
wisconsin	висконсин
protektorat	протектората
jote	твоя
jote	ваши
jote	ваш
jote	ваша
jote	твой
jote	ваше
roll	ролл
modeste	скромная
modeste	скромный
modeste	скромные
modeste	скромная
modeste	скромный
modeste	скромно
dërrmuese	оползней
dërrmuese	подавляющего
jemen	йемен
jemen	йемена
thikë	нож
kërcënuar	угрожал
fisnore	племен
petrucci	петруччи
detajuar	подробные
detajuar	подробно
detajuar	подробный
detajuar	подробное
uljen	понижение
mancha	манча
shkëmbim	биржа
shkëmbim	обмен
shkëmbim	exchange
dede	диди
low	низко
low	низкий
low	низкая
low	низким
low	низкое
shirit	кассета
shirit	лента
shirit	ленту
shirit	полоса
shirit	стрип
shirit	полоса
kontribuoi	способствовало
moderuar	умеренных
moderuar	умеренные
achillea	тысячелистник
kos	йогурт
kos	кос
luiz	луис
përzgjedhur	выбранный
përzgjedhur	выбран
përzgjedhur	выбранные
përzgjedhur	выбрано
përzgjedhur	подборка
kilometër	километр
kilometër	километр
bros	bros
bursë	стипендия
bursë	стипендию
bursë	стипендии
teolog	богослов
shin	шин
shin	син
raporte	отчеты
raporte	доклады
revolucion	революция
revolucion	революции
ushqyese	питательной
ushqyese	питательный
kujtuar	вспомнил
kujtuar	вспомнила
komandat	команды
komandat	команд
gurra	гуш
përparimi	прогресс
turistët	туристов
turistët	туристы
rrëzua	свергнут
tetëmbëdhjetë	восемнадцать
ada	ада
rooney	руни
oficerë	офицеры
mbizotëron	преобладает
mbizotëron	доминирует
molla	яблоко
molla	яблочный
molla	apple
molla	яблоки
aplikacionet	приложения
aplikacionet	заявки
aplikacionet	приложения
gjuajtje	выстрел
gjuajtje	кадр
gjuajtje	застрелил
gjuajtje	застрелен
gjuajtje	выстрелы
tërmeti	землетрясение
tërmeti	землетрясения
përkrahës	сторонник
përkrahës	поддерживающие
përkrahës	сторонники
përkrahës	сторонников
telekomunikacionit	телекоммуникации
telekomunikacionit	электросвязи
jozef	джозеф
jozef	иосиф
jozef	жозеф
fenomeni	явление
fenomeni	феномен
shqetësim	неудобство
shqetësim	неудобства
shqetësim	озабоченность
shqetësim	беспокойство
shqetësim	забота
shqetësim	обеспокоенность
trainer	тренер
terroriste	террорист
terroriste	террористических
kryengritës	мятежники
kryengritës	повстанцы
kryengritës	повстанцев
kryengritës	повстанцев
thoni	скажи
thoni	скажем
thoni	скажите
thoni	сказать
stoli	украшения
stoli	украшение
stoli	украшения
stoli	украшение
stoli	драгоценности
stoli	скамейке
ideologjike	идеологических
denim	возмездие
denim	наказание
denim	убеждение
denim	осуждение
denim	убежденность
romania	румыния
romania	румынии
jose	жозе
jose	хосе
protestant	протестантской
rusët	русские
kurre	никогда
kurre	never
filxhan	чашка
filxhan	чаша
filxhan	кубок
filxhan	cup
pellgu	бассейн
pellgu	бассейна
statujë	статуя
bashkësitë	сообщества
bashkësitë	общины
jefferson	джефферсон
kamp	кэмп
kamp	лагерь
naftë	нефти
naftë	нефть
naftë	масло
tërheqje	вывод
tërheqje	снятие
tërheqje	отступить
tërheqje	отступать
tërheqje	отступление
murray	мюррей
ringjallja	воскрешение
ringjallja	воскрешения
ringjallja	воскресение
sektor	сектор
dordogne	дордонь
mozilla	mozilla
dyer	двери
dhëmbë	зубов
dhëmbë	зубы
instrumenti	инструмент
topa	пушки
topa	шарики
topa	яйца
topa	мячи
topa	шары
minutat	минуты
minutat	минут
godina	строительство
godina	здание
godina	зданий
godina	здания
grimcat	частиц
grimcat	частицы
kati	кати
kati	кэт
kati	пол
kati	этаж
diploma	градусов
diploma	степени
diploma	дипломы
diploma	диплом
diploma	аттестат
hiri	прах
hiri	пепел
ndotja	загрязнение
ndotja	заражение
ndotja	загрязнение
cromwell	кромвель
eagle	игл
eagle	орёл
eagle	орел
alternativ	альтернатива
alternativ	альтернативных
alternativ	альтернативный
dege	сектор
dege	ветвь
dege	филиал
esh	аш
esh	эш
esh	пепел
mbylljes	закрытие
mbylljes	закрытия
substancave	вещества
ditet	дни
ditet	days
ditet	дней
sigurohet	обеспечено
sigurohet	обеспеченные
arturo	артуро
digjet	горит
digjet	сжигание
indet	салфетки
indet	тканей
indet	ткань
indet	ткани
intensiv	интенсивных
intensiv	интенсивный
intensiv	напряженно
intensiv	интенсивно
kiss	поцелуй
kiss	kiss
kiss	целуй
interpreton	толкование
interpreton	интерпретация
interpreton	исполняет
interpreton	выполняет
interpreton	толкует
libani	ливан
libani	ливана
libani	ливане
krem	сливки
krem	крем
kleopatra	клеопатра
nintendo	nintendo
#fff	#fff
standarte	нормы
standarte	стандарты
standarte	стандартные
standarte	стандарт
standarte	стандартная
standarte	стандартный
standarte	standard
stop	остановить
stop	стоп
stop	прекратить
tetova	тетово
julia	юлия
julia	джулия
julia	юля
tjeret	другие
tjeret	прочие
kohet	времена
kohet	таймс
kohet	times
prish	руины
prish	разрушить
prish	испортить
ekskluzivisht	исключительно
paketa	пакеты
paketa	пакеты
paketa	упаковки
paketa	пакет
paketa	упаковка
paketa	посылка
identifikimin	выявление
identifikimin	идентификация
identifikimin	идентификации
identifikimin	выявление
gjykuar	судили
ndërpreu	перебил
ndërpreu	прервал
krizë	кризис
krizë	кризиса
perandorët	императоров
formacionet	формирований
klient	заказчик
klient	покупатель
klient	клиент
klient	посетитель
klient	клиентов
klient	клиента
klient	клиент
wayne	уэйн
skllevër	раб
skllevër	раба
skllevër	рабов
skllevër	рабы
haptazi	открыто
dashi	даши
kontakte	контакты
shpatë	лезвие
shpatë	клинок
shpatë	меч
vizioni	зрение
vizioni	видение
arkiva	архив
magji	волшебство
magji	волшебная
magji	magic
magji	магия
bind	убедить
pedagogjisë	педагогика
shpjegimin	пояснения
shpjegimin	объяснение
shpjegimin	пояснение
shpjegimin	разъяснение
shpjegimin	разъяснения
tomas	томас
tomas	томаш
tomas	томас
tomas	тома
tomas	томаса
tragjik	трагический
tragjik	трагические
tragjik	трагических
tragjik	трагедия
tragjik	трагическая
mandate	мандаты
lexoni	читайте
lexoni	читай
lexoni	прочитать
lexoni	прочесть
lexoni	читать
foljet	глаголы
rrotulluese	момент
fame	известность
fame	славы
fame	слава
fame	славу
frekuencë	частотность
frekuencë	периодичность
frekuencë	частота
debat	прений
debat	прения
debat	дебаты
çifte	пары
çifte	пар
çifte	парам
çifte	пары
intelektualë	интеллектуалов
sovranitetin	суверенитет
kult	культ
amon	амон
egje	эгейское
këmbim	биржа
këmbim	обмен
këmbim	exchange
ajet	стих
pastruar	почистил
analizat	тесты
analizat	испытания
dispozitat	положения
ekskluzive	эксклюзивный
ekskluzive	эксклюзивные
ekskluzive	исключительной
uri	голод
uri	голода
uri	голодные
uri	голодная
uri	голодный
uri	ури
bibliotekat	библиотеки
bibliotekat	библиотек
kol	коул
pasqyrohet	отражены
qumështi	молочный
qumështi	молоко
qumështi	молока
simpson	симпсон
drive	водить
drive	драйв
drive	привод
drive	drive
nat	нэт
tinguj	звучит
tinguj	звуки
metro	метро
metro	метро
metro	метрополитен
filmash	режиссер
filmash	режиссёр
rand	рэнд
irlandë	ирландию
irlandë	ирландия
irlandë	ирландии
kritikuar	критике
zhvendosja	смещение
zhvendosja	перемещение
zhvendosja	перемещения
pëllumb	голуби
pëllumb	голубь
këshillat	советы
këshillat	подсказки
rubla	рублей
intelektualët	интеллектуалов
terra	терра
ofrohet	предложил
eksperienca	опыт
dorëshkrime	рукописи
gjykatë	корт
gjykatë	суд
lane	переулок
lane	лейн
lane	лэйн
biznese	предприятия
biznese	предприятий
teresa	тереза
zhduken	исчезновение
zhduken	исчезнет
zhduken	исчезнуть
zhduken	исчезают
armen	армении
manual	вручную
manual	руководство
teknologjik	технологических
teknologjik	технологические
teknologjik	технологический
gazete	газету
gazete	газета
gazete	газеты
shpirtrat	души
pakënaqur	недоволен
pakënaqur	неудовлетворительными
pakënaqur	неудовлетворительным
pakënaqur	несчастная
pakënaqur	несчастный
fluturimi	полёт
fluturimi	бегство
fluturimi	перелет
fluturimi	полет
fluturimi	рейс
princeton	принстон
vrasësi	убийца
vrasësi	киллер
harvard	гарвард
gjykimin	суждение
gjykimin	суждение
evolution	эволюция
evolution	эволюции
miami	майами
hamid	хамид
int	int
minutë	минута
minutë	минуту
vullnetar	вызвался
vullnetar	добровольно
vullnetar	добровольный
vullnetar	добровольное
vullnetar	добровольные
vullnetar	добровольная
vullnetar	добровольцы
vullnetar	добровольцев
vullnetar	доброволец
bakër	меди
bakër	коп
bakër	медь
zoja	лурдес
zoja	лурд
zoja	зоя
neutrale	нейтральный
neutrale	нейтралитет
neutrale	нейтральной
neutrale	нейтральным
oficerët	офицеры
persiane	персидского
ten	десять
ten	десятка
ten	ten
mitchell	митчел
mitchell	митчелл
vetëvrasje	самоубийство
vetëvrasje	самоубийства
toulouse	тулузе
mije	тысячи
mije	тысяча
mije	тысяч
mije	гран
mije	штук
mije	гранд
mije	grand
mbush	наполняет
mbush	заполнить
mbush	заполнения
mind	разум
mind	ум
akulli	лед
akulli	льда
akulli	ice
akulli	лёд
gjithësisë	миров
gjithësisë	миры
profil	профиль
profil	profil
nxënësi	ученик
nxënësi	ученик
faltorja	часовне
reza	реза
gjykatat	трибуналы
gjykatat	суды
zbukurime	подставки
kings	королей
kings	короли
festivalet	фестивалей
treni	поезд
arkeologjisë	археологии
belg	бельгии
lem	лем
twitter	твиттер
twitter	twitter
toskana	тоскане
lima	лима
lima	лиме
rruges	улица
rruges	street
etike	этических
etike	этика
etike	этики
fëmijërinë	детство
fëmijërinë	детства
indeve	салфетки
indeve	тканей
konstant	постоянная
konstant	постоянно
konstant	постоянные
konstant	постоянное
konstant	постоянный
vegas	вегасе
vegas	вегас
kore	корея
kore	корее
rumun	румынии
kurriz	позвоночника
kurriz	позвоночник
konrad	конрад
konrad	конрад
teologjinë	теологии
bizneset	предприятия
bizneset	предприятий
varshavës	варшава
varshavës	варшаве
apollo	аполлон
statutin	статут
statutin	устав
mbështetja	поддержки
mbështetja	поддержка
mbështetja	поддержку
mbështetja	поддерживаю
sylejmani	сулейман
pamjet	картинки
pamjet	изображения
pamjet	образы
pamjet	кадры
kor	хор
kor	хором
kor	хор
kor	кор
dyshuar	подозревается
dyshuar	подозревали
dyshuar	предполагаемая
dyshuar	предполагаемых
dyshuar	предполагаемый
dyshuar	предполагаемые
tepruar	чрезмерно
tepruar	чрезмерное
tepruar	чрезмерные
tepruar	чрезмерного
tepruar	чрезмерная
atlantikut	атлантик
atlantikut	атлантике
vatikan	ватикан
vatikan	ватикана
udhëheq	свинца
udhëheq	свинец
udhëheq	ведущая
udhëheq	ведущие
faze	этапе
faze	стадия
faze	фаза
faze	этап
misterioze	загадочная
misterioze	загадочный
misterioze	таинственный
vërteton	доказывает
vërteton	докажет
britanikët	британцы
referencë	ссылка
shifrat	фигуры
shifrat	цифры
tendenca	тенденция
tendenca	тенденция
paaftë	некомпетентен
sydney	сидни
sydney	сидней
ditar	дневник
ditar	журнал
ditar	journal
pyetjet	вопросы
pyetjet	допроса
pyetjet	допрос
ndërmarrjet	компаниям
ndërmarrjet	компании
ndërmarrjet	компаний
ndërmarrjet	предприятия
ndërmarrjet	предприятий
pushtimet	вторжений
beogradi	белграде
beogradi	белград
arsyeshme	разумная
arsyeshme	разумно
arsyeshme	разумный
arsyeshme	разумное
arsyeshme	разумные
zotërim	хранение
zotërim	владение
zotërim	обладание
perfekt	идеальная
perfekt	идеальный
perfekt	идеально
perfekt	идеально
popullaritet	популярность
popullaritet	популярности
leximin	читаем
leximin	чтения
leximin	читаю
leximin	чтение
kretës	крит
mandir	мандир
ritmi	ритм
udhëton	путешествует
udhëton	путешествия
udhëton	путешествует
udhëton	путешествия
udhëton	путешествие
aksione	разделяет
aksione	доли
aksione	акции
gran	гран
thelle	глубокую
thelle	глубокое
thelle	глубокая
thelle	глубокие
thelle	глубоко
thelle	глубокий
kem	kem
kem	иметь
nepal	непала
nepal	непале
nepal	непал
theksoi	подчеркнуто
theksoi	подчеркнули
theksoi	подчеркнул
theksoi	выделены
theksoi	выделил
theksoi	подчеркнул
theksoi	подчеркнуто
keith	кит
keith	кита
kundërshtarëve	противники
kundërshtarëve	оппонентов
kundërshtarëve	противников
nderin	честь
klientët	посетители
klientët	покупатели
klientët	клиенты
klientët	клиентов
klientët	клиентов
klientët	клиенты
ramon	рамон
muslimanë	мусульман
muslimanë	мусульманам
muslimanë	мусульмане
reagimi	реакция
reagimi	реакции
reagimi	отклики
reagimi	отзывы
reagimi	отзыв
nacionalist	националистических
urani	уран
heronjtë	герои
heronjtë	героев
sëmundjen	болезнь
sëmundjen	заболевание
sëmundjen	заболевания
sëmundjen	болезни
sëmundjen	болезнь
sëmundjen	болезни
joaquín	хоакин
objektivi	цель
objektivi	мишень
objektivi	цель
objektivi	цель
objektivi	гол
fiziologjike	физиологические
terror	террор
britanez	брит
shpërblimi	вознаграждение
shpërblimi	награда
epoke	эпоха
epoke	эпоху
epoke	эра
dhurohet	пожертвовали
dhurohet	пожертвовал
dhurohet	безвозмездно
algoritmi	алгоритм
stacione	станций
stacione	станции
personelit	персонал
sokrati	сократ
ecën	ходит
ecën	прогулки
mallrat	товары
mallrat	товаров
mallrat	грузы
propozon	предлагает
kitara	гитару
kitara	гитара
kitara	гитары
avion	самолет
avion	самолёт
avion	плоскость
avion	самолет
avion	плоскости
avion	самолёт
avion	авиация
avion	самолет
avion	самолеты
avion	самолёт
avion	самолета
solothurn	золотурн
félix	феликс
félix	феликса
cigare	сигарета
cigare	сигарету
cigare	сигареты
cigare	сигары
cigare	дым
cigare	сигареты
cigare	сигарет
cent	центов
cent	пенни
cent	цент
turneu	tour
turneu	тур
turneu	гастроли
turneu	турнир
turneu	кумитэ
dëshirat	пожелания
dëshirat	желания
dëshirat	желания
dëshirat	желаний
motiv	мотив
motiv	мотив
vizitorë	посетители
vizitorë	посетителей
vizitorë	гости
rreshti	линии
rreshti	строка
rreshti	линия
rreshti	line
rreshti	ряд
rreshti	строка
vetura	машину
vetura	автомобиль
vetura	car
vetura	вагон
vetura	машина
vetura	автомобили
vetura	машины
bavaria	баварии
vullnetarët	добровольцы
vullnetarët	добровольцев
shtyllat	поляки
plumb	пуля
plumb	пулю
emil	эмиль
emil	эмиль
nderimi	честь
near	вблизи
near	рядом
near	близко
stefano	стефано
visualeditor	visualeditor
blog	blog
blog	блог
administratë	администрация
lucas	лукас
lucas	люка
parisi	paris
parisi	париже
parisi	париж
parisi	парижский
mix	mix
mix	смешать
mix	микс
origjinali	оригинальная
origjinali	оригинально
origjinali	оригинальные
origjinali	первоначального
origjinali	оригинальный
origjinali	оригинал
engjëlli	анхель
engjëlli	ангел
engjëlli	ангела
gómez	гомес
hello	привет
hello	здравствуйте
konventa	конвенция
konventa	конвенции
hyundai	hyundai
persian	персидского
infrastruktura	инфраструктура
shpresuar	надеялся
shpresuar	надеялись
bale	бэйл
independent	независимый
independent	независимая
independent	независимое
independent	независимые
lutemi	помолиться
lutemi	молиться
lutemi	молись
zotat	боги
zotat	богов
armando	армандо
fali	простил
fali	простить
fali	простил
event	мероприятие
event	событие
karboni	углерода
karboni	углерод
behen	стать
behen	стань
fabula	fable
besime	убеждения
besime	убеждений
klan	клан
dialektet	диалектов
fatale	смертельно
kombinimi	комбинации
kombinimi	комбинация
kombinimi	сочетание
