και	and
καλλιτέχνες	performers
καλλιτέχνες	artists
ισχύει	valid
ισχύει	applies
οδηγεί	leads
οδηγεί	leading
οδηγεί	drives
συμβαίνει	happens
ρώμης	rome
πλήθος	crowds
πλήθος	crowd
ιερά	holy
ιερά	sacred
πόλεων	cities
ηγεσία	leadership
συνδυασμό	combination
συνάρτηση	function
αξία	value
μάζα	mass
φράση	phrase
φυσικής	physics
ειρήνη	peace
προσπάθησε	try
φωνή	voice
οικογένειες	families
παοκ	paok
εντολή	command
εντολή	mandate
γάλλοι	french
γάμο	marriage
γάμο	wedding
θρησκεία	religion
επιτρέπει	allows
παρέχει	provide
παρέχει	provides
αδελφός	brother
ζήτησε	requested
ζήτησε	asked
επιρροή	influence
κατάκτηση	conquest
κατάκτηση	conquer
υπέγραψε	signed
σοβιετική	soviet
αντιδράσεις	reactions
συγγραφέα	writer
συγγραφέα	author
κερδίσει	win
παγκοσμίως	worldwide
μακριά	away
βασικό	basic
προσπάθειες	attempts
προσπάθειες	efforts
κρίση	judgment
κρίση	crisis
περ	approx
περ	per
περιγραφή	description
πύλη	gate
πύλη	portal
πύλη	gateway
ανακοίνωσε	announce
ανακοίνωσε	announced
ελ	elle
μήνυμα	message
βαθμολογία	rating
βαθμολογία	score
βαθμολογία	scores
προκάλεσε	provoked
προκάλεσε	caused
προκάλεσε	challenged
μεγαλύτερος	older
γεννημένος	born
μοναστήρι	monastery
μοναστήρι	convent
δραστηριότητες	activities
χίτλερ	hitler
γραμματέας	secretary
περιέχουν	contain
ελευθερία	freedom
ελευθερία	liberty
ταξίδι	voyage
ταξίδι	travel
ταξίδι	journey
ταξίδι	trip
μοναδική	unique
ακτή	shore
ακτή	coast
αρχαιότητα	seniority
αρχαιότητα	antiquity
ομοσπονδίας	federation
ιδιότητα	property
πλήρως	fully
μελέτες	studies
ήθελε	wanted
ντεμπούτο	debut
χέρι	arm
χέρι	hand
μέθοδος	method
στρατεύματα	troops
στούντιο	studios
στούντιο	studio
κάρολος	charles
πέτρος	peter
πέτρος	petros
επιστημονική	scientific
άνοδο	anode
μέτωπο	front
μέτωπο	forehead
ουσία	substance
δούκα	duke
ρεύμα	current
τίποτα	nothing
παναθηναϊκός	panathinaikos
δίκαιο	law
δίκαιο	fair
εταιρία	company
ναυτικό	navy
ανεξαρτησία	independence
επιστήμη	science
θεραπεία	cure
θεραπεία	therapy
θεραπεία	treatment
θεραπεία	treat
μόνος	alone
στάση	attitude
στάση	posture
πάπα	pope
χάρτης	map
μοντέλα	models
σχόλιο	comment
νομό	county
μόνη	alone
οθωμανική	ottoman
απελευθέρωση	release
απελευθέρωση	liberation
απελευθέρωση	liberalisation
σύγκρουση	impact
σύγκρουση	collision
σύγκρουση	conflict
μαθητές	students
μαθητές	pupils
ασφαλείας	security
σούπερ	super
τραγουδιστής	singer
τραγουδιστής	vocalist
πρόσβαση	access
ηπείρου	epirus
ηπείρου	continent
παίζει	plays
παίζει	playing
θεός	god
ελέγχου	control
ευκαιρία	chance
ευκαιρία	opportunity
ινστιτούτο	institute
τάση	trend
τάση	voltage
τάση	tendency
περιοδεία	tour
περιοδεία	touring
ειδική	special
βασίλης	vasilis
βασίλης	claus
βασίλης	vassilis
εκτέλεση	execute
εκτέλεση	execution
παίρνει	gets
παίρνει	takes
ανατολή	east
ανατολή	orient
ανατολή	sunrise
σταθερά	constant
σταθερά	fixed
σταθερά	steady
σταθερά	stable
κεφάλι	head
πλάτος	latitude
πλάτος	width
πλάτος	breadth
εγκαταστάθηκε	installed
ιστορικός	historic
ιστορικός	historian
ιστορικός	historical
νύχτα	night
μάικλ	michael
συνέδριο	conference
μπάσο	bass
απόδοση	efficiency
απόδοση	yield
απόδοση	performance
επεισόδιο	episode
κτίρια	buildings
ελεύθερη	free
εντελώς	completely
εντελώς	totally
παπανδρέου	papandreou
άλλαξε	changed
ποταμός	river
υπόλοιπο	balance
χρυσή	golden
μαθήματα	lessons
μαθήματα	courses
μαθήματα	classes
ιταλική	italian
παραδείγματα	examples
ηγέτης	leader
ιταλός	italian
πολίτες	citizens
ιερό	holy
ιερό	sacred
πόδια	feet
πόδια	legs
πολιορκία	siege
τίτλους	titles
αρχικό	initial
αρχικό	original
επίπεδα	levels
τηλεόραση	television
χρήστος	christos
λευκό	white
μικρός	small
περιόδους	periods
μισό	half
λέξεις	words
δούκας	duke
μουσικά	musically
γωνία	corner
γωνία	angle
δεκαετίες	decades
κανάλι	canal
κανάλι	channel
νίκησε	defeated
γράψει	written
γεωγραφία	geography
έστειλε	sent
ολοκληρώθηκε	completed
ολοκληρώθηκε	complete
γεωργία	agriculture
αγάπη	love
βουλγαρία	bulgaria
φτάσει	arrive
φτάσει	reach
άμεση	direct
άμεση	immediate
θεόδωρος	theodoros
διοικητικά	administrative
ελένη	eleni
ελένη	helen
παναγιώτης	panagiotis
δράσης	action
τοποθεσία	location
σύνδεσμος	link
ανανέωση	refresh
ανανέωση	renewal
πλήρες	full
πλήρες	complete
θάνατος	death
τοπικό	local
γενικό	general
τζάκσον	jackson
πατρίδα	motherland
πατρίδα	home
πατρίδα	homeland
φωτογραφία	photo
φωτογραφία	photography
φωτογραφία	photograph
φωτογραφία	picture
κατεύθυνση	direction
κατεύθυνση	heading
ηρακλής	hercules
κόσμος	world
κόσμος	people
καλύπτει	covers
καλύπτει	covering
αναπτύχθηκε	developed
δυναστεία	dynasty
μεταφέρθηκε	moved
μεταφέρθηκε	transferred
περιγράφει	describes
νικητής	winner
μουσικό	musician
προσφέρει	offers
όργανο	instrument
όργανο	organ
γένος	gender
γένος	genus
μόνον	only
παράγει	generates
παράγει	produces
ανδρέα	andreas
προκαλεί	causes
μείωση	reduction
μείωση	decrease
κατασκευάστηκε	built
κατασκευάστηκε	constructed
ιατρική	medicine
ιατρική	medical
κύπελλα	cups
προσέγγιση	approximation
προσέγγιση	approach
πλανήτη	planet
δημοσιογράφος	journalist
δημοσιογράφος	reporter
εξέγερση	uprising
εξέγερση	insurrection
εξέγερση	revolt
εξέγερση	riot
εξέγερση	rebellion
λήξη	end
λήξη	expire
λήξη	expiration
λήξη	termination
λήξη	expiry
ινδία	india
ακτές	coasts
ακτές	coastlines
ακτές	coast
εμπορική	commercial
επεισόδια	episodes
αντίσταση	resistance
διακρίσεις	discrimination
διακρίσεις	discriminatory
φωτογραφίες	photographs
φωτογραφίες	photos
φωτογραφίες	pictures
καρλ	karl
καρλ	carl
διάδοχος	heir
διάδοχος	successor
γιάννη	yannis
έντονη	intense
παλαιά	old
παίκτες	players
παίκτες	gamers
κύκλο	circle
κύκλο	cycle
αρνήθηκε	denied
αρνήθηκε	declined
αρνήθηκε	refused
υλικά	material
υλικά	materials
γνώση	knowledge
βρήκε	found
βασική	basic
πρόσφατα	recently
πρόσφατα	recent
λογοτεχνία	literature
ρωσική	russian
χημεία	chemistry
συμμαχία	alliance
ιδέες	ideas
πίνακες	tables
πίνακες	paintings
λογαριασμό	account
παραγωγός	producer
παραγωγός	manufacturer
γενικές	general
ολλανδία	netherlands
προφίλ	profile
προφίλ	profiles
κλίμα	climate
σπίτια	homes
σπίτια	houses
ικανότητα	skill
ικανότητα	capacity
ικανότητα	ability
κκε	jrc
αποκτήσει	acquired
αποκτήσει	acquire
μνημεία	monuments
λαμβάνει	receives
σπάνια	rarely
σπάνια	rare
διαγωνισμό	contest
μαθηματικά	maths
μαθηματικά	mathematics
μαθηματικά	math
γέφυρα	bridge
προσοχή	attention
είσοδο	entrance
πυκνότητα	density
πιθανότατα	probably
υπουργοί	ministers
μαύρο	black
φύλλα	cards
φύλλα	leaves
φύλλα	sheets
κίνδυνο	risk
κίνδυνο	danger
ζει	lives
πραγματικά	truly
πραγματικά	really
σφαίρα	sphere
σφαίρα	bullet
βάθος	depth
βήμα	step
έλλειψη	deficiency
έλλειψη	lack
έλλειψη	shortage
εγκαταστάσεις	installations
εγκαταστάσεις	installs
εγκαταστάσεις	facilities
υψηλή	high
κοινότητες	communities
βρέθηκαν	found
κατάλογο	directory
κατάλογο	catalogue
κατάλογο	catalog
κυριαρχία	sovereignty
κυριαρχία	domination
κυριαρχία	dominance
κυριαρχία	dominion
βασικά	basically
βασικά	actually
διαχειριστές	administrators
διαχειριστές	admins
διαχειριστές	managers
ευρώ	euros
ευρώ	eur
ευρώ	euro
αντίστοιχο	corresponding
κυβερνήτης	governor
προγράμματα	programmes
προγράμματα	programs
προσωπικά	personal
προσωπικά	personally
εισβολή	invasion
εισβολή	intrusion
γραφή	writing
στρατιωτικός	military
οργανισμός	organization
οργανισμός	organisation
οργανισμός	agency
τούρκους	turks
ρόλος	role
απόλλων	apollo
ιστότοπος	website
νοσοκομείο	hospital
κριτικές	reviews
συμμετέχουν	participate
πασοκ	pasok
πολιτικοί	politicians
δει	seen
εκδόθηκε	issued
όριο	limit
βουλγαρίας	bulgaria
προφανώς	apparently
προφανώς	obviously
εμπόριο	commerce
εμπόριο	trade
ανάγκες	needs
τίτλοι	securities
τίτλοι	titles
χάρτη	map
χάρτη	charter
ελληνίδα	greek
προηγούμενη	previous
ποιήματα	poems
έντονα	strongly
έντονα	intensely
στόχος	objective
στόχος	target
δημιουργεί	creates
αυστρία	austria
κέντρα	centres
άνοιξη	spring
ιωαννίνων	ioannina
ηλικίας	age
ηλικίας	aged
φέρεται	treats
συγκροτήματα	bands
συγκροτήματα	assemblies
σκοπός	purpose
φαν	fan
διαμερίσματα	apartments
λόγια	words
παραλία	beach
υποστηρίζει	supports
πράγματι	indeed
παραιτήθηκε	resigned
δυτικό	western
συνεχώς	continuously
συνεχώς	constantly
συνεχώς	continually
μικρότερο	lesser
σώματα	bodies
εξαίρεση	exception
εξαίρεση	exclusion
εξαίρεση	exceptions
εξαίρεση	exemption
αιτία	reason
αιτία	cause
ξεκινά	begins
ξεκινά	starts
αθλητική	athletic
πολιτισμός	culture
πολιτισμός	civilization
τράπεζα	bank
διατηρεί	maintains
καπ	cap
καπ	cfp
διαφορετική	different
εκκλησίες	churches
σκόρερ	scorer
υποψήφιος	candidate
πύργος	tower
πύργος	rook
σχολεία	schools
ντέιβιντ	david
προπονητή	coach
συζητήσεις	discussions
συζητήσεις	debates
αρχαίο	ancient
προώθηση	promotion
προώθηση	promote
επίσκοπος	bishop
πλούσια	rich
παράσταση	performance
παράσταση	show
περάσει	pass
πολωνία	poland
απόλλωνα	apollo
σοφία	sofia
σοφία	sophia
σοφία	wisdom
παρουσίαση	presentation
δυνατόν	possible
κατάληψη	occupy
κατάληψη	takeover
αναγνώριση	identification
αναγνώριση	recognition
τάγμα	battalion
άκρο	limb
σήμα	signal
σήμα	badge
ευχαριστώ	thanks
ευρήματα	findings
αεροσκάφος	aircraft
χρόνος	time
πράξεις	operations
πράξεις	acts
πράξεις	actions
φίλιππος	philip
δυνατό	strong
βασιλείς	kings
βασιλείς	royals
τουρκική	turkish
επάνω	upstairs
δήμοι	municipalities
τέταρτη	fourth
αιγαίου	aegean
ύφος	style
χώρους	spaces
τούρκοι	turks
ορθόδοξη	orthodox
παραστάσεις	performances
παραστάσεις	shows
περιοδικά	magazines
περιοδικά	periodicals
παρακαλώ	please
παράγοντες	agents
παράγοντες	factors
τεχνικές	techniques
αστέρας	star
φυτά	plants
αγίων	saints
προτάσεις	suggestions
προτάσεις	proposals
προτάσεις	recommendations
σύμβουλος	adviser
σύμβουλος	consultant
οικισμό	agglomeration
τεχνολογία	technology
όπλα	arms
όπλα	weapons
όπλα	guns
έκρηξη	eruption
έκρηξη	blast
έκρηξη	explosion
συνέλευση	assembly
συνέλευση	convention
επιτυχίες	successes
βασιλικό	basil
βασιλικό	royal
πάρκο	park
ποίηση	poetry
εθνών	nations
ανατολικό	east
ανατολικό	eastern
διαστάσεις	dimensions
διαστάσεις	dimension
ερείπια	ruins
ασφάλεια	security
ασφάλεια	safety
ασφάλεια	insurance
γραφείο	office
γραφείο	desk
καθημερινή	daily
εσωτερική	internal
απλή	simple
αρχεία	files
αρχεία	records
αρχεία	archives
διάκριση	discrimination
διάκριση	distinction
εβδομάδες	weeks
επιστολή	letter
συνεισφορά	contribution
ιταλικά	italian
πιθανότητα	probability
πιθανότητα	possibility
μόσχα	moscow
εξέδωσε	issued
ηρακλή	hercules
καλιφόρνια	california
πέρασμα	passage
πέρασμα	pass
έμβλημα	insignia
έμβλημα	emblem
γύρος	round
παύλος	paul
παύλος	pavlos
γερμανικό	german
βρετανική	british
συγκρούσεις	conflicts
συγκρούσεις	conflict
προ	pre
χειμώνα	winter
πράσινο	green
δία	zeus
δία	jupiter
εταιρείες	corporations
εταιρείες	firms
εταιρείες	companies
εφημερίδες	newspaper
εφημερίδες	newspapers
εφημερίδες	papers
αρχαιολογικό	archaeological
μουσικός	musician
χρήματα	money
τραγουδίστρια	singer
βερολίνο	berlin
κλίμακα	scale
ανέβηκε	uploaded
μέλλον	future
κύκλος	circle
κύκλος	cycle
νωρίτερα	earlier
βιέννη	vienna
σκοτώθηκε	killed
δεδομένου	given
πρότεινε	suggested
βασιλείας	basel
εφαρμογές	applications
εφαρμογές	apps
αλλάξει	changed
αιώνες	centuries
αιώνες	eons
χτίστηκε	built
ιστορίες	tales
ιστορίες	stories
ισπανικά	spanish
βρετανικό	british
έρευνες	surveys
έρευνες	investigations
έρευνες	research
έρευνες	enquiries
έρευνες	inquiries
εκλογή	election
κάνοντας	doing
κάνοντας	making
πρακτική	practical
πρακτική	practice
ρίζες	roots
μερικοί	some
ποιητές	poets
σύνδεση	login
σύνδεση	connection
σύνδεση	connecting
σύνδεση	link
σύνδεση	connect
αυτοκίνητα	cars
αυτοκίνητα	automobiles
πλευρές	sides
τεράστια	huge
τεράστια	enormous
διαδίκτυο	internet
νούμερο	number
δίνοντας	giving
καφέ	brown
καφέ	coffee
πατριάρχης	patriarch
οδός	route
οδός	street
οδός	road
συμπεριλαμβανομένων	including
γνωστές	known
άμυνας	defence
μάτια	eyes
επιγραφή	inscription
εκδηλώσεις	events
σερβία	serbia
βαν	van
εσσδ	ussr
ποικιλία	diversity
ποικιλία	variety
κώστα	costas
κώστα	costa
χρονικά	chronicles
δολοφονία	assassination
δολοφονία	murder
αθλητής	athlete
φιλόσοφος	philosopher
παρασκευή	friday
καθήκοντα	tasks
καθήκοντα	duties
απώλειες	loss
απώλειες	losses
απώλειες	casualties
συνεχίζει	continues
αποφοίτησε	graduated
εκπομπή	broadcast
εκπομπή	emission
κινητήρα	engine
κινητήρα	motor
αντικαταστάθηκε	replaced
τόμας	thomas
απλό	simple
απλό	plain
εβδομάδα	week
έρχεται	coming
επιστήμες	science
επιστήμες	sciences
αυλή	courtyard
αυλή	yard
αυλή	backyard
επαγγελματική	professional
γαλλικό	french
φήμη	reputation
φήμη	fame
φήμη	rumor
αντιστοιχεί	corresponds
δημοσίευσε	posted
ευρέως	widely
κόλπο	trick
τύμπανα	drum
τύμπανα	drums
ανακάλυψη	discover
ανακάλυψη	discovery
ιδρυτής	founder
διαφορές	differences
διαφορές	disputes
κινήσεις	moves
κινήσεις	movements
πυρήνα	core
πυρήνα	kernel
ποιος	who
νόμπελ	nobel
κανονική	regular
κανονική	normal
αδελφή	sister
έπεσε	fell
άγαλμα	statue
βραζιλία	brazil
βορρά	north
δύσκολο	hard
δύσκολο	difficult
προσπαθεί	tries
προσπαθεί	trying
αριθμούς	numbers
συνεργάστηκε	collaborated
συνεργάστηκε	cooperated
ιερουσαλήμ	jerusalem
στρατόπεδο	camp
εννέα	nine
διαφορετικό	different
αλήθεια	true
αλήθεια	truth
αλήθεια	really
ποσότητα	quantity
δισκογραφία	discography
διαδρομή	route
διαδρομή	path
νερά	waters
σουηδία	sweden
λατινική	latin
ολόκληρο	whole
έκφραση	expression
υπολογιστή	computer
γνωστοί	known
γνωστοί	acquaintances
προσφορά	bid
προσφορά	offer
φρούριο	fortress
φρούριο	fort
ανεξάρτητα	independently
παρατηρήσεις	remarks
παρατηρήσεις	observations
παρατηρήσεις	comments
δίκη	trial
αρκετοί	several
σχόλια	comments
άξονα	axle
άξονα	axis
νομική	legal
γράμμα	letter
υποψηφιότητα	candidacy
υποψηφιότητα	nomination
πνεύμα	spirit
βουνά	mountains
παλιό	old
τομείς	sectors
συμφωνώ	agree
συρία	syria
γενιά	generation
κατανομή	breakdown
κατανομή	allocation
κατανομή	distribution
στίχους	verses
στίχους	lyrics
κλειστό	closed
αυτοκίνητο	car
αυτοκίνητο	automobile
εξαρτάται	depends
κατάταξη	ranking
κατάταξη	classification
κατάταξη	rankings
δικαιοσύνης	justice
μεξικό	mexico
φυσικός	natural
φυσικός	physicist
τουρνουά	tournament
τουρνουά	tournaments
σωματεία	unions
αντίτυπα	copies
ημερολόγιο	calendar
ημερολόγιο	diary
ημερολόγιο	journal
στατιστικά	statistics
συμβολή	contributing
συμβολή	contribution
βασικές	basic
στυλ	styles
στυλ	style
ήλιο	helium
τοπικές	local
ρεάλ	real
βοήθησε	helped
κρατών	states
γράφτηκε	written
θεωρεί	considers
βοηθός	assistant
βοηθός	helper
βοηθός	deputy
ελβετία	switzerland
αναζήτηση	search
αναζήτηση	quest
βιομηχανία	industry
υποστήριξε	supported
καλλιτεχνικό	artistic
τεύχος	issue
εσύ	you
μπάσκετ	basketball
επιστρέφει	returns
μουσικοί	musicians
κοιλάδα	valley
προϊόν	product
παλάτι	palace
πασά	pasha
συγχώνευση	merger
συγχώνευση	merge
συγχώνευση	merging
εμπειρία	experience
σκηνές	scenes
σκηνές	tents
καθ	kath
αθλητικά	sneakers
αθλητικά	sports
χρυσός	golden
χρυσός	gold
φίλος	friend
τρίτος	third
σύγκριση	comparison
ανακοινώθηκε	announced
επιστήμονες	scientists
περιφέρειες	regions
ηττήθηκε	defeated
δώδεκα	twelve
δικηγόρος	attorney
δικηγόρος	lawyer
διεξαγωγή	conduct
πρίγκιπας	prince
έφυγε	gone
οδηγός	driver
οδηγός	guide
δρόμος	street
δρόμος	road
τελικός	final
δήμους	municipalities
πιστεύεται	believed
συνέβη	happened
τοπικά	locally
τοπικά	local
πίστη	faith
πίστη	loyalty
παραδοσιακά	traditional
παραδοσιακά	traditionally
προέλευση	origin
προέλευση	provenance
προέλευση	origins
ισχυρή	powerful
διαχείριση	manage
διαχείριση	managing
διαχείριση	management
σταδιοδρομία	career
σταδιοδρομία	careers
ιράν	iran
πιθανό	likely
πιθανό	possible
τζορτζ	george
παρουσίασε	presented
συναυλίες	concerts
συναυλίες	gigs
αίμα	blood
ιστορικές	historical
αντίστοιχη	corresponding
ζωγραφική	painting
βελτίωση	improving
βελτίωση	improvements
βελτίωση	improve
βελτίωση	improvement
βέλγιο	belgium
διάμετρος	diameter
εξωτερική	external
υπολογίζεται	calculated
κτήριο	building
αστυνομία	police
επιμέλεια	custody
πτήση	flight
καρκίνο	cancer
αλεξάνδρεια	alexandria
στίχοι	verses
στίχοι	lyrics
απευθείας	direct
απευθείας	directly
σύμβολα	symbols
ρωσικά	russian
πρίγκιπα	prince
ηλίας	ilias
ηλίας	elijah
ηλίας	elias
φυλή	clan
φυλή	tribe
φυλή	race
βενετία	venice
χαρακτήρας	character
δέχεται	accepts
κόστος	cost
κόστος	costs
τύποι	types
προηγουμένως	previously
σύζυγο	spouse
σύζυγο	husband
σύζυγο	wife
δημοκρατικό	democratic
σκωτίας	scotland
σκωτίας	scottish
λατινικά	latin
εγκαταστάθηκαν	settled
σημείωσε	noted
δυνατή	strong
μέτρο	measure
κλασική	classical
κλασική	classic
πιάνο	piano
διπλό	double
προεδρικές	presidential
μηχανική	mechanics
μηχανική	engineering
απώλεια	loss
υπέστη	sustained
υπέστη	suffered
καν	khan
ψήφους	votes
αναλαμβάνει	undertakes
αποστολές	shipments
αποστολές	missions
κυριακή	sunday
βουνό	mountain
ανθρώπινη	human
πωλήσεις	sales
παραμείνει	remain
ηλείας	elis
γεωμετρία	geometry
ολυμπιονίκης	olympian
ερρίκος	henry
αιγάλεω	egaleo
φιναλίστ	finalist
φιναλίστ	finalists
σωστά	right
σωστά	correct
άνοιξε	open
τρόπους	ways
τρόπους	manners
εμπορικό	mall
νικήτρια	winner
περιελάμβανε	comprised
γιουγκοσλαβίας	yugoslavia
σοβαρά	seriously
αφαίρεση	removing
αφαίρεση	remove
αφαίρεση	removal
συμπτώματα	symptoms
προσωρινά	temporarily
προσωρινά	temporary
προσωρινά	provisional
κερδίζει	wins
υδρογόνου	hydrogen
άγνωστο	unknown
κύτταρα	cells
συνέντευξη	interview
ρουμανία	romania
συνάντηση	meet
συνάντηση	meeting
μετακόμισε	moved
οικισμούς	settlements
οικισμούς	agglomerations
λουδοβίκος	louis
λουδοβίκος	ludovico
μιχάλης	michalis
αντ	ant
αντ	ade
ανακάλυψε	discovered
λογισμικό	software
ενέργειες	actions
πολωνίας	poland
αεροπορία	aviation
μαδρίτης	madrid
δηλώνει	declares
καποδίστριας	kapodistrias
σωματείο	union
σωματείο	unión
παρόν	present
ιησού	jesus
νομίσματα	coins
νομίσματα	currencies
πρακτικά	practical
πρακτικά	practically
σημαντικός	important
ενεργό	active
προβολή	projection
προβολή	display
προβολή	view
ρυθμό	pace
ρυθμό	tempo
ρυθμό	rhythm
συνελήφθη	arrested
βορειοδυτικά	northwest
καλλιτέχνης	artist
άντζελες	angeles
μαύρη	black
στήλη	column
νόμισμα	currency
νόμισμα	coin
αξιωματικός	officer
συλλογές	collections
δημιουργώντας	creating
στόλου	fleet
καταστράφηκε	destroyed
καταστράφηκε	ruined
βιογραφία	biography
καθηγητή	professor
καρδιά	heart
στάδια	stadiums
στάδια	phases
στάδια	stages
στάδια	steps
γιου	yoo
καθαρά	clear
καθαρά	purely
καθαρά	clean
καθαρά	net
αντίπαλο	rival
αντίπαλο	opponent
ολοκλήρωση	completion
ολοκλήρωση	integration
ολοκλήρωση	complete
τέταρτο	fourth
έδειξε	showed
παρουσιάστηκε	presented
θεωρίες	theories
ιταλοί	italians
ανεξάρτητη	independent
εργαστήριο	laboratory
εργαστήριο	workshop
εργαστήριο	lab
αντικατέστησε	replaced
αντικατέστησε	replace
δείγμα	sample
δείγμα	specimen
δημιουργήθηκαν	created
πληροφορία	information
πορτογαλία	portugal
ιστορικοί	historians
πού	where
ονομασίες	designations
ονομασίες	names
ονομασίες	denominations
παραμονή	eve
παραμονή	stay
εμμανουήλ	emmanuel
βάσεις	foundations
βάσεις	bases
ελάχιστα	minima
ελάχιστα	minimum
ελάχιστα	minimal
απαιτείται	required
μεγάλωσε	raised
νομικά	legally
νομικά	legal
χωρητικότητας	tonnage
διαχειριστής	admin
διαχειριστής	manager
διαχειριστής	administrator
στενά	closely
ακρίβεια	precision
ακρίβεια	accuracy
υγεία	health
ιαπωνίας	japan
άρτας	arta
δημήτρη	dimitri
δημήτρη	dimitris
πολέμους	wars
υπογραφή	signing
υπογραφή	signed
υπογραφή	signature
σταθμοί	stations
θεώρημα	theorem
αναγέννηση	renaissance
αναγέννηση	regeneration
αναγέννηση	rebirth
σταμάτησε	stopped
προηγούμενο	precedent
προηγούμενο	previous
μέσος	average
επάγγελμα	profession
επάγγελμα	occupation
αγωνιστής	fighter
αγωνιστής	agonist
ιράκ	iraq
διάλυση	dissolution
διάλυση	dismantling
μέγα	mega
πρωτοβουλία	initiative
μηχανικός	mechanic
μηχανικός	engineer
αριθμοί	figures
αριθμοί	numbers
εμπορίου	commerce
εμπορίου	trade
οπτικά	visually
οπτικά	visual
οπτικά	optical
απαιτεί	requires
απαιτεί	demanding
έληξε	ended
έληξε	expired
γάμος	marriage
γάμος	wedding
μηχανή	machine
μηχανή	engine
βραζιλίας	brazilian
ειδικές	specific
πότε	when
εγχώρια	domestic
ισπανική	spanish
βασιλεία	basel
βασιλεία	reign
όπερα	opera
λεπτομέρειες	details
λεπτομέρειες	detail
νήσοι	islands
συγκέντρωσε	assemble
όψη	view
εργαλεία	tools
ευθύνη	liability
ευθύνη	responsibility
εργάζεται	works
δίδαξε	teach
δίδαξε	taught
κανονικά	normally
νικητές	winners
μα	but
φοιτητές	students
οδηγήσει	lead
αποφάσεις	decisions
αποφάσεις	judgments
κύκλου	cycle
εγκατάσταση	installation
εγκατάσταση	install
αναφοράς	reference
νόημα	meaning
ψηφοφορία	vote
ψηφοφορία	voting
βρετανός	british
ατμόσφαιρα	atmosphere
τύπους	types
άμυνα	defence
άμυνα	defense
απεικόνιση	display
απεικόνιση	illustration
απεικόνιση	imaging
κέρκυρα	corfu
εκτίμηση	assessment
εκτίμηση	estimate
σχετικό	relative
σχετικό	relevant
σχετικό	related
βράδυ	evening
ποσό	amount
κατέχει	holds
τέχνες	arts
παντρεμένος	married
μεθόδους	methods
τελετή	ceremony
κόμης	count
αθανάσιος	athanasios
παρουσιάζεται	presented
καθιερώθηκε	introduced
συγκέντρωση	concentration
συγκέντρωση	gathering
ήττες	losses
ήττες	defeats
αφήνοντας	leaving
ασθενείς	patients
δυστυχώς	sadly
δυστυχώς	unfortunately
τάξεις	classrooms
τάξεις	classes
ρόλους	roles
νέοι	youth
ζωγράφοι	painters
πολ	paul
κοινά	audiences
απόπειρα	attempted
απόπειρα	attempt
λεπτό	thin
λεπτό	minute
παράγοντας	factor
βρίσκει	finds
ηχογραφήσεις	recordings
εκατοστά	centimeters
εκατοστά	inches
αθηναίοι	athenians
ορχήστρα	band
ορχήστρα	orchestra
άνοιγμα	open
άνοιγμα	opening
χαρακτηριστική	characteristic
ιρλανδία	ireland
δεκάδες	dozens
υγρό	moist
υγρό	fluid
υγρό	liquid
υγρό	wet
ηγέτες	leaders
ζευγάρι	pair
ζευγάρι	couple
βόλου	volos
ιωσήφ	joseph
ιωσήφ	josef
αργεντινή	argentina
διαθήκη	testament
καλλιτέχνη	artist
αλβανία	albania
πριγκίπισσα	princess
λι	lee
ήχου	audio
γένους	genus
σχεδιασμό	design
παρόμοιο	similar
αθλητικός	athletic
δημοψήφισμα	referendum
πουλιά	birds
ποιότητα	quality
σύντομη	short
σύντομη	brief
διδασκαλία	teaching
απόδειξη	receipt
απόδειξη	proof
καταστροφές	disasters
διάθεση	mood
διοικητικές	administrative
ρώσος	russian
είκοσι	twenty
κατοικία	dwelling
κατοικία	residence
κατοικία	domicile
διοικητικό	administrative
άντρες	men
κινηματογράφο	cinema
ποιητή	poet
ποιότητας	quality
συνδέονται	connected
παλαιό	old
διέταξε	ordered
φαινόμενα	phenomena
κοινοβουλίου	parliament
διάταγμα	ordinance
διάταγμα	edict
διάταγμα	decree
ινδίας	india
τείχη	walls
σύγχρονο	modern
σύγχρονο	contemporary
στόλο	fleet
υπεύθυνος	responsible
νοτιοανατολικά	southeast
δάσος	woods
δάσος	forest
οδηγίες	directives
οδηγίες	instructions
ρίτσαρντ	richard
φθινόπωρο	autumn
φθινόπωρο	fall
διαδικασίες	proceedings
διαδικασίες	procedures
ερευνητές	researchers
θράκη	thrace
δύση	west
καταργήθηκε	repealed
καταργήθηκε	abolished
διάταξη	ordinance
διάταξη	provision
διάταξη	layout
νοτιοδυτικά	southwest
ρώσοι	russians
μεταγραφή	transcription
πρόσφυγες	refugees
επικράτησε	prevailed
βασικός	basic
σκ	weekend
άνοδος	rise
άνοδος	anode
κόμη	count
οριστικά	definitive
δράμα	drama
έλεγχος	control
έλεγχος	check
αλλάζει	changing
έμφαση	emphasis
υπηκοότητα	nationality
υπηκοότητα	citizenship
βορειοανατολικά	northeast
μηδέν	zero
φωτιά	fire
εκατοντάδες	hundreds
ήπειρο	continent
χάλκινο	bronze
αντίληψη	perception
πανιώνιος	panionios
δρόμους	roads
δρόμους	streets
πλατφόρμα	platform
σπύρος	spyros
σπύρος	spiro
διοικητή	commandant
διοικητή	commander
ρωμαίοι	romans
δάσκαλος	teacher
χάρι	harry
ανασκαφές	excavation
ανασκαφές	excavations
ανασκαφές	digs
ένδειξη	indication
ουγγαρίας	hungary
