par	apie
tīmekļa	žiniatinklio
masas	masė
masas	masės
praktiski	praktiškai
neliels	nedideli
marks	marc
vajadzētu	turėtų
bērziņš	bērziņš
uzmanību	dėmesį
uzmanību	dėmesio
teksts	tekstas
iekārtas	įrangos
iekārtas	įranga
iekārtas	mašinos
iekārtas	įrenginiai
iekārtas	įrengimai
mākslinieku	atlikėjai
mākslinieku	menininkai
ēriks	erikas
ēriks	eric
ēriks	erikas
ģitāra	gitara
pols	paulius
veiksmīgi	sėkmingai
veiksmīgi	sėkmingai
veiksmīgi	sėkmė
veiksmīgi	sėkmės
mājaslapā	svetainė
fakultātes	fakultetų
fakultātes	fakulteto
lācis	matas
operas	opera
tilta	tilto
tilta	tiltas
rezerves	atsargų
rezerves	rezervai
runā	kalbėk
runā	kalbėti
dolāru	doleris
dolāru	dolerių
kvalifikācijas	kvalifikacijų
kvalifikācijas	kvalifikacijos
kvalifikācijas	kvalifikacija
versijas	versijos
versijas	versijų
apraksts	apibūdinimas
biedrība	asociacijos
biedrība	asociacija
uzdevums	uždavinys
uzdevums	užduotis
deivids	david
deivids	deividas
deivids	dovydas
polockas	polocko
kustību	judėjimas
sērija	serija
sērija	serijos
slavas	fame
ietekme	poveikio
ietekme	įtaka
vēsturi	istorijos
vēsturi	istorija
veidots	statybų
notikumi	renginiai
notikumi	įvykiai
notikumi	įvykių
uzņēmumi	įmonės
uzņēmumi	bendrovės
uzņēmumi	įmonėse
uzņēmumi	bendrovių
acis	akimis
acis	akys
acis	akis
ieguvēji	laimėtojus
ieguvēji	laimėtojai
ieguvēji	nugalėtojai
atmosfēras	atmosferos
izraisīja	išprovokavo
flotes	laivyno
flotes	laivynas
flotes	laivynų
piedalījusies	dalyvavo
augi	žolelių
apvienības	asociacijos
apvienības	asociacijoms
apvienības	sąjungas
daudziem	daug
pakāpes	reitingus
rūpnīca	gamykla
rūpnīca	augaliniai
rūpnīca	augalas
rūpnīca	augalų
rūpnīca	fabrikas
rūpnīca	gamykloje
rūpnīca	gamykla
mācības	mokymai
mācības	mokymas
mācības	mokymo
ernests	ernests
skolotājs	mokytoja
ēģiptes	egiptas
ēģiptes	egipto
skonto	skonto
purvs	fen
purvs	pelkę
islāma	islamo
islāma	islamas
aprīļa	balandis
dobeles	duobelės
ražošana	gamyba
ražošana	gamyba
ražošana	gamybos
ražošana	gamyba
love	myliu
love	meile
love	meilės
love	meilė
melnā	juodai
melnā	juodas
melnā	juodi
melnā	juoda
idejas	idėjų
idejas	idėjos
īrijas	airių
īrijas	airijos
īrijas	airiai
tūkstošiem	tūkstančiai
alfrēds	alfredas
profesija	profesija
profesija	užsiėmimas
barību	pašarų
barību	pašaras
barību	pašarai
tramvaju	tramvajų
tramvaju	tramvajaus
spēkā	force
priekšnieks	bose
priekšnieks	bosas
pozīcijas	pozicijas
pozīcijas	pozicijose
savienojumi	movos
savienojumi	sankabos
savienojumi	junginiai
instrumenti	instrumentai
sievas	žmona
federācija	federacija
federācija	federacijos
pleskavas	pskovo
pārvalde	administratoriai
pareizticīgo	ortodoksų
militāro	karinė
militāro	karinis
militāro	karinės
spēka	force
kosmonauts	kosmonautas
cenšas	stengiasi
zvaigznes	žvaigždžių
vēsturnieks	istorikas
ādolfs	adolfas
live	gyva
live	live
live	gyvi
live	gyventi
live	gyvos
meistars	kapitonas
nesējs	vežėjas
dibinātājs	įkūrėjas
lika	lika
uzņēmējs	verslininkas
uzņēmējs	prekiautojas
uzņēmējs	prekybininkas
uzņēmējs	verslininkas
uzņēmējs	pardavėjas
tuvu	uždaryti
tuvu	glaudžiai
tuvu	užverti
tuvu	arti
tuvu	netoli
atbrīvošanas	išlaisvinimo
spēks	force
tma	tma
aparāts	prietaisas
aparāts	aparatas
aparāts	prietaisai
aparāts	aparatūra
aparāts	aparatai
pasugas	porūšiai
chessgames	chessgames
slovākijas	slovakijos
lidojums	skrydžio
lidojums	skrydis
gulbenes	gulbene
uzvara	laimėti
kreisā	paliko
ieroču	ginklų
ieroču	rankos
ieroču	ginklai
atjaunošanas	renovacijos
soda	sankcija
soda	bausmę
soda	bauda
soda	bausmė
soda	nuobauda
lietas	daiktai
lietas	dalykai
berlīnē	berlynas
teorija	teorijos
teorija	teorija
harijs	haris
harijs	hari
harijs	harry
čikāgas	čikagos
ostas	uostai
banka	bankas
plašu	platus
plašu	plati
ivans	ivanas
rūdolfs	rudolf
misijas	komandiruotės
misijas	misijų
misijas	misijos
artilērijas	artilerijos
iekaroja	užkariavo
tūrisma	turistai
tūrisma	turizmo
nepieciešama	būtinas
parkā	park
parkā	parkas
kanāls	kanalas
hermanis	hermann
tev	tu
ilgi	ilgai
ilgi	ilga
ilgi	ilgas
bibliotēkas	bibliotekų
bibliotēkas	bibliotekos
bibliotēkas	bibliotekų
bibliotēkas	bibliotekos
bibliotēkas	biblioteka
šosejas	greitkelis
iekšlietu	interjero
krimas	krymo
krimas	kryme
krimas	krymo
oglekļa	anglis
oglekļa	anglies
māksla	meno
māksla	menas
māksla	menų
youthclubs	youthclubs
uzbruka	užpuolė
uzbruka	užpuolė
galvu	galvos
savvaļā	laukiniai
savvaļā	laukinių
akadēmijā	akademija
līcis	įlanka
okeānā	vandenynas
turpina	tęsti
kalifornijas	kalifornija
kalifornijas	kalifornijoje
kalifornijas	kalifornijos
dibināšanas	formavimas
kuršu	kuršių
valdis	valdis
lauka	laukas
attīstās	vystosi
zaļā	žalia
vecā	senas
sasniegumi	pasiekimai
sasniegumi	pasiekimų
sasniegumi	pasiekimus
sasniegumi	laimėjimai
preses	spaudos
tallinas	talino
zivis	žuvis
zivis	žuvys
zivis	žuvų
novērot	stebėti
šķirnes	veislės
šķirnes	veislių
šķirnes	veislės
šķirnes	veislė
šķirnes	veislių
šķirnes	veislė
atgādina	primena
šūnu	ląstelių
uzbrukumu	ataka
stāsts	istorijos
stāsts	pasakojimas
stāsts	istorija
aleksejs	alexei
žurnāls	lapą
žurnāls	žurnalas
indijā	indija
indijā	indijos
pabeigta	atliktas
pabeigta	baigtos
cīņa	kova
cīņa	kovoti
apvienība	asociacijos
apvienība	asociacija
igors	igors
igors	igor
kapi	duobes
kapi	kapinės
savstarpēji	abipusiai
sports	sportui
sports	sporto
sports	sportas
life	gyvenimo
life	gyvybės
life	gyvybė
life	gyvenimas
bēgļu	pabėgėliai
bēgļu	pabėgėlių
konference	konferencija
spānija	ispanija
spānija	ispanijos
zālē	salėje
zālē	salė
filozofijas	filosofijos
filozofijas	filosofija
rakstīja	parašiau
rakstīja	parašė
rakstīja	rašė
karaliene	karaliene
karaliene	karalienė
karaliene	queen
sekretārs	kancleris
sekretārs	sekretorius
novgorodas	naugardo
apzīmējums	paskyrimas
ķīniešu	kinų
ķīniešu	kinijos
ķīniešu	kinas
saņem	gavimo
saņem	gauna
arēna	arena
elseif	elseif
filips	philip
kari	kari
kari	karai
militārā	karinė
militārā	karinis
militārā	karinės
tehnoloģijas	technologijos
tehnoloģijas	technologijų
tehnoloģijas	technologijos
tehnoloģijas	technologija
tehnoloģijas	technologijų
dienvidslāvijas	jugoslavijos
nāciju	tautos
vii	vii
treneri	treneris
treneri	trenerio
elements	elementas
sienas	sienos
sienas	siena
stāvoklī	nėščia
teodors	teodoras
kādreiz	kadanors
kultūra	kultūra
kultūra	kultūros
kultūra	pasėlių
celtniecība	statyba
kalnos	kalnai
kalnos	kalnuose
atjaunota	atkurtas
atjaunota	atkuriama
atjaunota	atkurta
artūrs	arturas
artūrs	artūras
izstājās	atsiėmė
glezna	dažymas
nelielas	nedideli
nelielas	nedideli
koris	choro
koris	choras
birojs	tarnyba
birojs	biuro
birojs	biuras
oskars	oskaras
oskars	oskars
oskars	oskar
sibīrijas	sibiro
rakstīt	rašyti
atgriešanās	grįžimas
atgriešanās	grįžti
atgriešanās	grąžos
karavīri	kareiviai
karavīri	kariai
smilšu	smėlio
smilšu	smėlis
garas	ilgai
garas	ilga
garas	ilgas
atzīta	pripažintos
lidmašīnas	orlaivis
lidmašīnas	orlaiviai
lidmašīnas	lėktuvas
lidmašīnas	lėktuvai
saksijas	saksonijos
prēmija	priemoka
prēmija	priemokos
roka	rankos
roka	ranka
gregora	grigaliaus
alus	alaus
alus	alus
alus	alaus
alus	alus
zinātnieks	mokslininkas
gaisā	ore
ezeri	ežerai
ezeri	ežerų
krājums	atsargų
metode	metodas
runāt	kalbėti
runāt	kalbėk
runāt	kalbėti
google	google
popularitāti	populiarumas
palīgs	ass
palīgs	asistentas
palīgs	padėjėjas
palīgs	padėjėjas
palīgs	pagalbininkas
roku	ranka
populārs	dažniausi
sarunas	derybos
sarunas	pokalbis
sarunas	pokalbio
sarunas	derybos
sarunas	pokalbiai
gala	galutiniai
gala	galutinis
gala	galutinė
gala	finalas
youthyears	youthyears
uzdevumu	uždavinys
uzdevumu	užduotis
akadēmija	akademija
suns	suo
suns	šuo
gaita	eisena
sabiedrība	visuomenė
sabiedrība	bendrovė
sabiedrība	įmonė
sabiedrība	bendrovės
sabiedrība	kompanija
fonda	fondas
fonda	fondo
doma	idėja
doma	mintis
jaunākais	junior
jaunākais	jaunesnysis
bostonas	boston
uzvarētāji	laimėtojus
uzvarētāji	laimėtojai
uzvarētāji	nugalėtojai
ričards	ričardas
dome	kupolu
galvaspilsētas	sostinės
vecākā	seniausias
zāles	vaistas
youtube	youtube
elizabete	elizabet
elizabete	elisabeth
atgriežas	grįžimas
apmeklēja	lankėsi
torņa	bokštas
torņa	bokšte
meži	miškas
meži	miško
meži	miškais
meži	miškai
meži	miškas
datoru	kompiuteris
fotogrāfijas	nuotraukos
fotogrāfijas	fotografijos
fotogrāfijas	nuotraukų
vērtība	vertė
uguns	ugnies
uguns	gaisro
uguns	gaisras
uguns	ugnis
ieejas	įvesties
tradicionāli	tradicinės
tradicionāli	tradiciniai
tradicionāli	tradicinė
īsi	trumpai
īsi	trumpa
īsi	trumpi
īsi	trumpai
īsi	trumpas
īsi	trumpalaikis
īsi	trumpas
kora	kora
uzbrukums	ataka
uzbrukums	puolimą
uzbrukums	užpuolimas
atpūtas	poilsio
cieši	įdėmiai
zīmes	ženklai
katedrāle	katedra
katedrāle	katedros
opera	opera
asociācijas	asociacijos
asociācijas	asociacijoms
liepāja	liepojos
dzīvnieks	gyvūnai
dzīvnieks	gyvuliai
dzīvnieks	gyvūnas
dzīvnieks	gyvūno
dzīvnieks	gyvūnų
skaitīšanas	skaičiavimo
fizikas	fizikos
fizikas	fizika
pussargs	saugas
ķīmiķis	chemikas
edvards	edvard
domē	dūmos
daudzus	daug
sportisti	sportininkai
populācijas	populiacijos
populācijas	populiacijoms
populācijas	populiacijų
ungāru	vengrijos
braucienā	kelione
braucienā	kelionė
valign	valign
viela	medžiaga
sarkano	raudona
konstantīns	konstantinas
kilometru	kilometre
skotijas	škotijos
būtiski	esminius
būtiski	esminis
muzejā	muziejus
muzejā	muziejų
asociācija	asociacijos
asociācija	asociacija
gari	maxi
gari	spiritas
uzvarētājs	laimėtojas
kartes	korteles
kartes	kortos
kartes	žemėlapiai
kartes	žemėlapiai
novērojumu	pastebėjimas
novērojumu	stebėjimai
novērojumu	stebėjimas
novērojumu	stebėjimo
wikimedia	wikimedia
rokas	ginklų
rokas	rankos
rokas	ginklai
ass	staigus
ass	ašis
ass	ašies
ass	ašis
ass	ašies
ciltis	kilę
dzīvot	gyva
dzīvot	live
dzīvot	gyvi
dzīvot	gyventi
dzīvot	gyvos
profesionālā	profesinės
profesionālā	profesionalus
tropu	atogrąžų
vislabāk	geriausi
vislabāk	geriausia
vislabāk	aukščiausia
vislabāk	geriausios
vislabāk	geriausias
dārzs	sode
dārzs	sodas
spēkus	pajėgos
vēlējās	norėjo
izglītība	švietimas
izglītība	išsilavinimas
vajag	reikia
elementi	elementai
degvielas	kuras
degvielas	kuro
degvielas	kuras
jelgava	jelgava
kalpo	tarnauja
čehoslovākijas	čekoslovakijoje
stadionā	stadionas
materiāli	medžiaga
materiāli	medžiagų
materiāli	medžiagos
riteņbraukšanas	dviračiu
sacīkšu	lenktynių
kalni	kalnai
kalni	kalnuose
apvienotā	jungtinės
apvienotā	jungtinė
jurijs	jurijus
nāk	ateina
nāk	ateinu
nāk	ateis
labs	gerai
labs	geras
labs	puikiai
labs	gera
mēra	išmatuotas
mēra	matuojamas
ideja	idėja
ideja	mintis
komplekss	kompleksas
komplekss	sudėtingas
kalpoja	tarnavo
kalpoja	vykdė
stils	stilius
kontrolē	kontroliuojamų
kontrolē	kontroliuojami
kontrolē	kontroliuojama
atmiņas	primena
atmiņas	prisiminimai
atmiņas	pasirodo
vakarā	vakaras
vakarā	vakaro
vakarā	vakare
vef	vef
currentclub	currentclub
stikla	stiklas
stikla	stiklinė
stikla	stiklo
trolejbusi	troleibusai
baterijas	baterija
baterijas	akumuliatorius
baterijas	baterijos
baterijas	baterijų
baterijas	akumuliatoriai
baterijas	baterijos
bumbas	bombos
bumbas	bombų
vēdera	pilvą
vēdera	pilvo
vēdera	pilvas
biedri	drauge
biedri	draugas
biedri	draugai
absolūtais	absoliutas
absolūtais	absoliutus
struktūras	konstrukcijos
struktūras	struktūras
struktūras	įstaigų
struktūras	organai
struktūras	kūnai
konkurss	konkursas
ārzemju	užsienio
lietuva	lietuva
tradīcijas	tradicijos
tradīcijas	tradicijų
tradīcijas	tradicijas
tradīcijas	tradicijos
tradīcijas	tradicijomis
tradīcijas	tradicija
tradīcijas	tradicijų
smagi	sunkus
smagi	galinga
smagi	sunkus
šaurums	sąsiauris
paaudzes	karta
ludvigs	ludwig
spiediena	slėgis
spiediena	slėgio
smadzeņu	smegenys
smadzeņu	smegenų
sadarbības	bendradarbiavimas
sadarbības	bendradarbiavimo
pavadoņi	mėnuliai
dzīvības	gyvena
garais	ilgai
garais	ilga
garais	ilgas
toronto	toronto
šķira	klasės
šķira	klasė
spēcīgi	stiprūs
spēcīgi	tvirtas
spēcīgi	stipri
spēcīgi	stiprus
spēcīgi	galingas
spēcīgi	galinga
spēcīgi	galingi
spārni	sparnai
spārni	sparnus
ligzdas	lizdas
ligzdas	lizdai
bāka	švyturio
bāka	švyturys
bāka	švyturys
labākie	geriausi
labākie	geriausia
labākie	aukščiausia
labākie	geriausios
labākie	geriausias
american	amerikos
ciemats	kaimo
ciemats	kaime
ciemats	jonava
ciemats	kaimas
muižā	sodyba
kontinentālās	continental
sastāvdaļa	komponento
sastāvdaļa	ingredientas
noslēgts	uždarytos
krasts	kranto
krasts	krantas
melns	juodai
melns	juodas
melns	juodi
melns	juoda
departaments	departamentas
cilmes	gemalų
cilmes	kamieninių
kādam	kažkas
oļegs	oleg
dns	dnr
francis	franz
francis	pranciškus
plūst	teka
stiepjas	lipa
stiepjas	siekiu
sīrijas	sirijos
sadalījums	sunaikinimo
sadalījums	paskirstymas
sadalījums	paskirstymas
sadalījums	platinimas
sadalījums	paskirstymo
sadalījums	paskirstymas
sadalījums	pasiskirstymas
uzbūve	statyba
balodis	karvelis
minskas	minsko
uci	uci
kāpuri	vikšrai
kāpuri	lervų
kāpuri	lervos
iekšējā	vidaus
tanku	tankus
tanku	tankai
neko	nieko
ukraiņu	ukrainiečių
ukraiņu	ukrainos
ukraiņu	ukraina
ukraiņu	ukrainiečių
bizantijas	bizantijos
spēju	gebėjimas
spēju	gebėjimą
junioru	junior
junioru	jaunesnysis
metro	metro
laukā	laukas
josla	juostele
josla	juostelė
komandām	komandos
komandām	komandas
nopirka	nusipirko
uzstājās	kalbėjo
ārējā	išorinis
ārējā	išorės
spēlējot	žaidžia
administratīvā	administracinis
administratīvā	administracinės
vitebskas	vitebsko
ozols	ozols
ozols	quercus
ķīmijas	chemija
trimdā	tremtyje
karavīrs	kareivis
karavīrs	karys
vienošanās	susitarti
vienošanās	susitarimai
vienošanās	susitarimas
vienošanās	susitarimo
vienošanās	išdėstymas
latvieši	latviai
musulmaņu	musulmonų
den	den
nodeva	mokestis
lielie	didelių
lielie	dideli
lielie	didelis
reformu	reformos
sieviete	moteris
sieviete	moteris
sieviete	patelės
sieviete	moterys
sieviete	moterų
sieviete	patelė
slimība	ligos
slimība	ligos
slimība	liga
gruzijas	gruzijos
mainīt	pakeisti
veidošanās	formavimas
elektronu	elektronų
viii	viii
saukt	vadina
astronoms	astronomas
pilsonība	pilietiškumas
zona	zona
mēnešiem	mėnesiai
medaļa	medaliu
pēdas	traces
pievienots	pridėtinės
grieķijā	graikija
tirgū	rinka
vēlas	norinčios
vēlas	norintiems
vēlas	norai
ātrāk	greitesnis
toms	tomas
toms	tom
kolonijas	kolonijos
kolonijas	kolonijų
kolonijas	kolonija
koks	medienos
koks	mediena
koks	medžio
operācija	eksploatavimas
operācija	veikimas
operācija	operacija
partizānu	partizanų
partizānu	partizanas
slāvu	slavų
pavada	lydėti
pavada	lydi
pavada	praleidžia
laba	gerai
laba	geras
laba	puikiai
laba	gera
plaša	platus
plaša	plati
plaša	platus
nozīmīgu	prasmingas
neilgi	netrukus
latgalē	latgale
asins	kraujas
guberņa	muchafaza
okeānu	vandenynų
okeānu	vandenynai
notikumiem	renginiai
notikumiem	įvykiai
notikumiem	įvykių
izcelsme	kilmė
izcelsme	kilme
apvienoto	jungtinės
apvienoto	jungtinė
riteņbraucējs	dviratininkas
nekas	nieko
kontroles	kontrolė
vārtiem	vartų
vārtiem	vartai
pedagogs	pedagogė
zirgs	žirgas
zirgs	arklys
zirgs	arkliai
zirgs	arklio
jura	juros
jura	jura
turcijā	turkiją
turcijā	turkija
turcijā	turkijos
šodien	šiandienos
šodien	šiandien
ierīces	įrenginiai
ierīces	prietaisai
ierīces	prietaisai
tiešām	išties
tiešām	tikrai
akcijas	dalys
iestāde	įstaiga
iestāde	institucija
iestāde	institucija
apkalpes	įgula
apkalpes	įgulos
martins	martins
funkcija	funkcija
gaiss	oro
gaiss	oras
irākas	irako
stundu	valanda
atvērta	atverti
daba	pobūdžio
daba	gamta
daba	prigimtis
koncentrācijas	koncentracija
transports	transportas
vācieši	vokiečiai
star	žvaigždės
star	žvaigždė
star	star
svēto	šventieji
apvērsuma	perversmo
mutes	burna
mutes	burnos
ceļi	keliai
ceļi	kelius
ceļi	maršrutai
ceļi	maršrutų
sānu	šoninis
boriss	borisas
alu	alaus
alu	alus
alu	alu
rindas	eilutės
rindas	eilutės
rindas	linijos
kongresa	kongresas
hronikas	kronikos
rudens	rudenį
rudens	ruduo
pasažieri	keleivis
pasažieri	keleivinis
īsais	trumpa
īsais	trumpi
īsais	trumpai
īsais	trumpas
īsais	meek
meitu	dukra
meitu	dukrą
meitu	duktė
slimnīcas	nebuvimą
slimnīcas	ligoninės
like	lyg
like	kaip
brīvprātīgo	savanorišką
saeima	saeima
ķieģeļu	plytų
ulmanis	ulmanis
arturs	arturas
arturs	artūras
adrese	adresas
saglabāt	išsaugoti
dziļums	gylis
karalienes	karaliene
karalienes	karalienė
karalienes	queen
karalienes	karalienes
spēcīgs	stiprūs
spēcīgs	tvirtas
spēcīgs	stipri
spēcīgs	stiprus
spēcīgs	galingas
spēcīgs	galinga
spēcīgs	galingi
vīrieši	patinai
vīrieši	vyrai
vīrieši	patinas
vīrieši	patinų
vīrieši	vyrai
vīrieši	vyras
rūpnīcas	gamyklos
rūpnīcas	gamyklų
veikals	parduotuvėje
veikals	parduotuvė
veikals	apsipirkti
veikals	laikyti
veikals	parduotuvė
blīvums	tankio
blīvums	tankis
augstskolas	universitetų
augstskolas	universitetai
fonds	fondas
fonds	fondo
draugs	mate
draugs	draugė
draugs	draugo
draugs	drauge
draugs	draugas
kakla	kaklo
kakla	kaklas
māsas	sesės
māsas	seserys
jūs	tu
arnolds	arnoldas
aizsardzība	apsauga
aizsardzība	apsaugos
aizsardzība	gynyba
aizsardzība	gynybos
aizsardzība	gynyba
aizsardzība	gynybos
likumi	įstatymai
pastāvēt	egzistuoti
rihards	ričardas
vārdnīca	žodynėlis
vārdnīca	žodynas
vārdnīca	žodyno
vārdnīca	žodynas
vārdnīca	žodynas
atlas	atlas
vdr	vdr
augsnes	dirvožemio
augsnes	dirvožemį
augsnes	dirvožemis
augsnes	dirvos
precīzi	tikslios
precīzi	tikslūs
lietuvu	lietuva
diskusijas	diskusijos
diskusijas	diskusijas
diskusijas	diskusijos
diskusijas	aptarimas
diskusijas	diskusija
zaudējumi	traumos
zaudējumi	žala
zaudējumi	trauma
zaudējumi	žalos
zaudējumi	sužalojimas
zaudējumi	nuostoliai
cenu	kaina
cenu	kainos
ekonomika	ekonomika
ekonomika	ekonomika
vētra	audros
vētra	audra
dāvids	david
dāvids	deividas
dāvids	dovydas
acs	akies
acs	akių
acs	akis
acs	eye
jēdziens	sąvoka
īpaša	specialių
saknes	root
saknes	šaknis
saknes	šaknys
saknes	šaknų
saknes	šakniavaisiai
baseins	baseinas
milzu	giant
bruno	bruno
saldūdens	gėlavandenės
mvp	mvp
ferrari	ferrari
dēli	sūnūs
kolumbijas	kolumbija
kolumbijas	kolumbijos
pazīmes	ypatumai
pazīmes	savybės
vējš	akių
vējš	vėjas
reliģijas	religijų
reliģijas	religijos
pārdots	parduota
pārdots	parduodami
pārdots	parduotas
pārdots	parduodama
don	don
skotu	škotų
skotu	viskio
ievērojams	nepaprastas
škoda	skoda
bērns	baby
bērns	mažyte
bērns	mažylis
bērns	kūdikis
bērns	vaikas
bērns	vaikas
bērns	vaikui
auga	žolių
auga	herbas
atjaunot	atstatyti
cilšu	genčių
raimonds	raimonds
boeing	boeing
medību	medžioti
medību	medžioklė
medību	medžioklės
ventspilī	maratonas
čīles	čilės
viļņu	bangos
viļņu	bangų
viļņu	banga
monētas	monetos
monētas	monetos
monētas	moneta
monētas	monetų
dmitrijs	dmitrijus
dmitrijs	dmitri
htm	htm
apple	apple
izdošanas	ekstradicijos
cfg	cfg
rota	rota
ražotājs	gamintojas
ražotājs	gamintojas
atjaunots	atnaujintas
atjaunots	atkurtas
atjaunots	atkuriama
atjaunots	atkurta
sultāns	sultonas
sver	sveria
ielejas	slėniai
tonumber	tonumber
viļņa	vilniaus
viļņa	vilnius
viļņa	bangos
viļņa	bangų
viļņa	banga
svara	svoris
aptver	apima
izmaksas	išlaidos
izmaksas	savikaina
ziemassvētku	kalėdų
spējas	gebėjimai
zirgi	arklių
zirgi	arkliai
zirgi	arklius
pievienota	pridėtinės
turcija	turkiją
turcija	turkija
turcija	turkijos
vienāds	lygu
labais	gerai
labais	geras
labais	puikiai
labais	gera
ebreji	žydai
bungas	būgno
bungas	būgnas
bungas	būgnai
autobuss	autobusas
autobuss	autobuso
autobuss	autobusų
modeļi	modelių
modeļi	modeliai
animācijas	animacija
intereses	interesus
serbijas	serbija
serbijas	serbų
asi	ašis
asi	ašies
nometnē	stovyklos
nometnē	stovykla
prāta	protas
rēzekne	rėzeknės
krūšu	krūtinės
krūšu	krūtų
apdzīvo	apgyvendintas
maltas	maltos
maltas	maltiečių
aktīvs	aktyviai
aktīvs	aktyvi
aktīvs	aktyvus
aktīvs	turtas
aktīvs	turto
mergedrow	mergedrow
kristaps	kristaps
mac	mac
rock	akmuo
rock	rokas
rock	rock
ustring	ustring
ērgļu	eagles
eksistē	egzistuoti
sasniegums	proveržio
māsa	sesuo
māsa	sese
māsa	sesė
ieraksts	rekordas
prasībām	akinius
koncerts	koncerto
koncerts	koncertas
set	setas
telpa	kambarys
telpa	kosmosas
hans	hans
ivars	ivar
ivars	ivars
pussalā	pusiasalio
maksimums	didžiausias
maksimums	didžiausia
mazuļiem	šuniukai
mazuļiem	kūdikiai
mazuļiem	vaikučių
sega	danga
celtics	celtics
precējies	vedęs
precējies	ištekėjusi
interesanti	įdomu
interesanti	įdomus
prūšu	prūsijos
vilnis	bangos
vilnis	bangų
vilnis	banga
kārtu	sluoksnis
cietumā	kalėjimas
cietumā	kalėjimą
ferdinands	ferdinandas
sejas	veidai
sejas	veidų
sejas	veido
grāvis	griovį
lang	lang
vitālijs	vitalijus
bel	bel
kaspars	kaspars
kaspars	kasparas
slimnīcā	ligoninė
slimnīcā	ligoninės
bišu	bitės
bišu	bičių
bišu	bi
pieminekļa	paminklas
diplomāts	diplomat
senā	senovės
liesma	liepsna
liesma	liepsnos
sportists	sportininkas
pēta	nagrinėti
pēta	tyrinėti
fakti	faktai
tuvāk	arčiau
tuvāk	išsamiai
dvd	dvd
dvd	dvd
virkne	griežtas
skolotāja	mokytoja
tauta	tauta
izveidi	įsteigimas
krustojuma	sandūra
pārbaudes	testai
pārbaudes	bandymai
pārbaudes	patikrinimus
pārbaudes	patikrinimai
filadelfijas	filadelfijos
krastiem	krantus
serbu	serbai
serbu	serbų
gleznas	piešiniai
gleznas	paveikslai
enciklopēdija	enciklopedija
dzīvojis	gyveno
dzīvojis	gyvenau
korpuss	gaubtas
korpuss	gaubto
korpuss	korpusas
leģiona	legionas
grēda	ridge
acīm	akimis
acīm	akys
acīm	akis
vilks	vilkas
spiediens	slėgis
spiediens	slėgio
spiediens	spaudimu
spiediens	slėgis
david	david
david	deividas
david	dovydas
melna	juodai
melna	juodas
melna	juodi
melna	juoda
ekonomists	ekonomistas
draugiem	draugus
draugiem	draugų
draugiem	draugės
draugiem	draugai
īss	trumpa
īss	trumpi
īss	trumpai
īss	trumpas
sēklas	sėklos
sēklas	sėkla
sēklas	sėklos
lauks	laukas
daniels	daniels
daniels	daniel
wikitext	wikitext
barība	pašarų
barība	pašaras
barība	pašarai
barība	maitina
pieaug	energijai
acu	akies
acu	akių
acu	akis
acu	eye
kukaiņu	vabzdžiai
kukaiņu	vabzdžių
kukaiņu	vabzdžių
kukaiņu	vabzdžiai
fantastikas	fantastika
minerālu	mineralinių
minerālu	mineralinis
pazīstami	pažįstamas
pazīstami	matytas
cska	cska
vīrs	vyru
vīrs	vyro
vīrs	vyras
laiki	kartus
ligzda	lizdas
ligzda	lizdas
iespējama	įmanoma
rowclass	rowclass
gif	gif
net	grynasis
net	grynoji
net	grynosios
net	grynieji
slēgta	uždaryta
slēgta	uždara
augs	gamykla
augs	augaliniai
augs	augalas
augs	augalų
nāve	mirtis
nāve	mirties
noslēguma	uždarymo
apvidus	vietovės
apvidus	vietovė
apvidus	vietovėje
dzelzceļš	geležinkeliai
dzelzceļš	geležinkelis
dzelzceļš	geležinkelis
dzelzceļš	geležinkelių
dzelzceļš	geležinkeliai
dzelzceļš	geležinkelis
dokumentu	dokumentas
pārvalda	tvarkyti
pārvalda	valdo
domāju	manau
kālija	kalis
kālija	kalio
tvaika	garo
tvaika	garai
tvaika	garai
tvaika	garų
drupas	griuvėsiai
dārza	sode
dārza	sodas
luiss	louis
luiss	lewis
depo	depo
jāni	jaani
aizvada	šalinamas
aizvada	šalinami
aizvada	pašalina
silēzijas	silezijos
ainavu	kraštovaizdžio
ainavu	kraštovaizdis
preces	prekės
mēģinājums	repeticija
tirgotājs	prekiautojas
tirgotājs	prekybininkas
tirgotājs	verslininkas
tirgotājs	pardavėjas
tirgotājs	prekiautojas
tirgotājs	prekybininkas
turpināt	tęsti
ievēlēta	išrinkti
ievēlēta	išrinktas
ievēlēta	išrinkta
ieguvējs	laimėtojas
raķetes	raketos
raķetes	raketas
patīk	lyg
patīk	kaip
patīk	patinka
patīk	mėgsta
augstienes	aukštumos
apollo	apollo
izplatība	platinimas
izplatība	paskirstymo
izplatība	paskirstymas
izplatība	pasiskirstymas
izstāde	parodos
izstāde	paroda
ārkārtas	išskirtinės
ārkārtas	išimtiniais
ārkārtas	išimtinės
ārkārtas	nepaprasto
skatītāji	žiūrovų
mobilo	mobilusis
mobilo	saugojimo
mobilo	mobilus
spalvas	plunksnos
mazuļus	šuniukai
detroitas	detroito
mašīnas	mašinos
mašīnas	mašinos
ziedi	gėlės
iezīmes	ypatumai
iezīmes	savybės
ķīmija	chemija
ahl	ahl
izmēri	matmenys
senators	fantastika
senators	senatorius
hugo	hugo
