gloria	gloria
unikaalne	unici
unikaalne	unică
švaabimaa	suabia
arkadi	arkady
kasvatatud	cultivate
kasvatatud	crescut
kasvatatud	crescută
kasvatatud	ridicată
kasvatatud	crescut
bluetooth	bluetooth
järsk	abrupte
järsk	abruptă
järsk	abrupt
pomm	bomba
pomm	bombă
automaatne	auto
automaatne	automată
automaatne	automatic
automaatne	automate
automaatne	automat
vaene	săracul
vaene	săraci
vaene	saraca
pseudonüüm	pseudonim
loomaarst	veterinar
loomaarst	veterinar
pidamine	păstrarea
parandamine	îmbunătățirea
parandamine	reparatii
parandamine	reparare
parandamine	repara
parandamine	repararea
parandamine	reparații
parandamine	corecție
parandamine	corectarea
parandamine	corectare
parandamine	rectificare
parandamine	îmbunătățiri
parandamine	ameliorare
parandamine	îmbunătățire
eile	ieri
popper	popper
hella	hella
volta	volta
polüneesia	polinezian
polüneesia	polinezia
tagumine	spate
rikkumine	încălcare
rikkumine	încălcare
rikkumine	încălcarea
rikkumine	violare
enrique	enrique
tamara	tamara
rob	rob
tln	tln
basel	basel
lamp	lampă
lamp	lampa
seisu	clasament
seisu	clasamentul
võistleja	concurent
võistleja	concurentă
võistleja	concurentul
betty	betty
kullast	auriu
kullast	aur
kullast	gold
kullast	aurul
ellis	ellis
institutsioon	institutie
institutsioon	instituție
lint	bandă
lint	banda
lint	casetă
sissepääs	intrarea
sissepääs	intrare
sõrmuse	ring
sõrmuse	inelul
sõrmuse	inel
pilvede	nori
pilvede	norilor
pilvede	norii
hurda	greyhound
vilistlased	alumni
philips	philips
preestrid	preoti
preestrid	popii
preestrid	preotii
jälgimine	urmarire
jälgimine	urmărire
jälgimine	urmărirea
jälgimine	monitorizarea
jälgimine	monitorizare
väärtuslik	valoroase
väärtuslik	valoroasa
väärtuslik	valoroasă
väärtuslik	valoros
ebaselge	neclare
ebaselge	neclar
ebaselge	neclară
teaduslikud	științifică
teaduslikud	științific
teaduslikud	stiintific
aruba	aruba
argumendi	argumentul
argumendi	argument
konkurents	competitie
konkurents	concurs
konkurents	concurență
konkurents	concurența
kurjategija	infractor
kurjategija	infractor
kurjategija	criminală
kurjategija	criminal
kurjategija	penal
kurjategija	infractor
teemant	diamond
teemant	diamantul
teemant	diamant
laava	lavă
laava	lava
kaitsjad	apărători
kaitsjad	apărătorii
kaitsjad	apărătorilor
kaitsjad	protectorii
kaitsjad	gardienii
kaitsjad	gardieni
argumendid	argumentele
argumendid	certuri
argumendid	argumente
asjaolud	împrejurări
asjaolud	circumstanțele
asjaolud	circumstanțe
regioonide	cor
nordisk	nordisk
türklased	turcii
türklased	turci
türklased	turcilor
vask	cupru
theodore	theodore
theodore	teodor
theodore	theodor
alpes	alpes
unistus	visul
unistus	vis
unistus	visează
unistus	viseaza
järeldus	concluzii
järeldus	concluzia
järeldus	concluzie
kvartalis	trimestriale
kvartalis	trimestrial
konsultant	consultant
konsultant	consultantul
konstruktsioon	construcții
konstruktsioon	constructie
konstruktsioon	construcție
konstruktsioon	constructii
ilona	ilona
kattub	suprapuneri
kattub	suprapunere
soovitab	recomandă
soovitab	sugerează
platoo	platou
platoo	platoul
córdoba	córdoba
malmö	malmö
chuck	chuck
lambert	lambert
silvio	silvio
dialoogi	dialogul
dialoogi	dialog
dialoogi	dialoguri
dialoogi	dialog
süüdistuse	acuzare
süüdistuse	acuzarea
vaz	vaz
kristian	kristian
ramón	ramon
seinad	pereți
seinad	pereti
seinad	ziduri
uss	viermele
uss	vierme
ümmargune	rotund
ümmargune	rotunde
ümmargune	rundă
ümmargune	rotundă
ümmargune	runda
next	urmatorul
next	următorul
next	următor
next	următoarea
ravida	vindeca
ravida	vindecă
katki	stricat
katki	rupt
katki	spart
katki	rupte
taktika	tactică
taktika	tactica
taktika	tactici
taktika	tactică
taktika	tactica
takistuse	obstacole
takistuse	obstacol
skandaali	scandalul
skandaali	scandal
amadeus	amadeus
teenus	serviciu
teenus	serviciul
teenus	service
teenus	servicii
vedel	lichide
vedel	lichid
vedel	lichidă
partner	partenere
partner	parteneră
partner	partenerul
partner	partener
partner	asociat
partner	asociază
partner	asociată
alalise	permanente
alalise	permanent
alalise	permanenta
alalise	permanentă
namiibia	namibia
lõhn	miros
lõhn	miroase
lõhn	parfum
zeit	zeit
seadusandlik	legislativ
seadusandlik	legislative
seadusandlik	legislativă
seadusandlik	legislatură
pruunid	căprui
pruunid	brown
pruunid	maro
pruunid	browns
etnoloog	etnolog
allutatud	subordonat
allutatud	subordonate
allutatud	subordonată
allutatud	subordonat
allutatud	subordonată
allutatud	subordonate
cia	cia
cia	cia
cia	cla
saarlased	insulari
algebra	algebră
algebra	algebra
vastastikune	mutual
vastastikune	reciproc
vastastikune	reciprocă
vastastikune	reciproce
vastastikune	reciproce
armand	armand
bakuu	baku
läbiviidud	efectuat
tag	eticheta
tag	etichetă
tag	etichetează
tag	tag
tag	marcaj
ostsid	cumparat
ostsid	cumpărată
ostsid	cumpărat
ostsid	cumpărate
vabanenud	lansat
vabanenud	eliberat
vabanenud	eliberată
nupp	nasture
nupp	buton
nupp	button
nupp	butonul
annie	annie
kotzebue	kotzebue
reich	reich
sisend	intrare
tadžikistani	tadjikistan
hillary	hillary
harvard	harvard
jyväskylä	jyväskylä
dong	dong
luige	lebădă
luige	swan
luige	lebăda
neljakordne	cvadruplu
areneda	evolueze
areneda	evoluează
istanbuli	istanbul
kalevala	kalevala
kübar	pălărie
kübar	hat
kübar	palarie
kübar	pălăria
peatub	oprește
lao	lao
plaane	planurile
plaane	planuri
libeeria	liberia
libeeria	liberian
lõigu	segmentul
lõigu	segment
monarh	monarh
palka	angajeaza
palka	angajează
palka	angaja
palka	angajez
palka	închiriere
puutumata	neatins
puutumata	neatinsă
luna	luna
ehitaja	constructorul
ehitaja	constructor
heidelbergi	heidelberg
hollywoodi	hollywood
lilla	purpuriu
lilla	mov
lilla	violet
publik	audiență
publik	audiența
publik	mulțimea
publik	multime
publik	mulțime
kaovad	dispar
laupäeval	sâmbătă
laupäeval	sâmbăta
laupäeval	sambata
laupäeval	sâmbata
lahendamine	rezoluția
lahendamine	rezoluție
fin	fin
kaevatud	săpat
acer	acer
lööb	hituri
lööb	lovește
lööb	bate
vastavusse	aliniază
vastavusse	alinia
vastavusse	aliniere
rubens	rubens
tugevdada	consolida
tugevdada	consolidează
algoritm	algoritmul
algoritm	algoritm
populatsioon	populaţia
populatsioon	populație
populatsioon	populația
alias	alias
identne	identice
identne	identic
identne	identică
hero	erou
hero	hero
hero	eroul
grupis	grupa
grupis	grup
grupis	grupul
grupis	grupă
indutseeritud	indusă
indutseeritud	indus
indutseeritud	induse
baikali	baikal
kepler	kepler
mõrv	omucideri
mõrv	omucidere
mõrv	crimă
mõrv	crima
ahvenamaa	åland
filtri	filtru
filtri	filtrare
filtri	filtrează
filtri	filtrul
esivanemad	stramosii
vahendatud	intermediat
veenis	convins
pass	pașaport
õuna	mar
õuna	mere
õuna	măr
õuna	apple
château	château
jenny	jenny
umberto	umberto
henryk	henryk
kentucky	kentucky
pilved	nori
pilved	norilor
pilved	norii
pilved	cloud
pilved	nor
mer	mer
lipnik	sublocotenent
lipnik	ensign
padova	padova
franki	frank
tähendusi	sensuri
osaleja	participantul
osaleja	participant
õlu	bere
õlu	berea
paratamatu	inevitabile
paratamatu	inevitabilă
paratamatu	inevitabilul
paratamatu	inevitabil
reklaam	comerciale
reklaam	comercial
reklaam	reclamă
reklaam	comercială
reklaam	publicitatea
reklaam	reclamă
reklaam	publicitate
selma	selma
adelaide	adelaide
romana	romana
kogemused	experiente
kogemused	experiențe
kogemused	experiență
kogemused	experiența
kogemused	experienta
tagurpidi	invers
tagurpidi	inversă
tagurpidi	inversa
tagurpidi	invers
tagurpidi	inversează
tagurpidi	reverse
ümar	rotunjite
ümar	rotunjit
ümar	rotund
ümar	rotunde
ümar	rundă
ümar	rotundă
ümar	runda
genfis	geneva
kuulas	ascultat
vaatluse	observare
vaatluse	observație
aspekti	aspect
sünagoog	sinagogă
kolmnurk	triunghi
kolmnurk	triunghiul
lõksu	capcana
lõksu	trap
lõksu	capcană
regulaarne	regulată
regulaarne	regulate
regulaarne	regulat
regulaarne	obișnuit
sümmeetria	simetrie
paleontoloog	paleontolog
teadust	ştiinţe
teadust	știință
teadust	stiinta
stig	stig
edith	edith
aspektid	aspecte
hahn	hahn
organisatsioone	organizații
organisatsioone	organizatii
organisatsioone	organizațiile
organisatsioone	organizații
positiivsed	pozitiv
positiivsed	pozitivă
positiivsed	pozitive
dostojevski	dostoievski
valgevenelased	belaruși
tsitaat	cita
tsitaat	citez
tsitaat	citat
tsitaat	citatul
liepāja	liepāja
valdkonnad	arii
valdkonnad	domenii
valdkonnad	zonele
valdkonnad	zone
pearl	pearl
pearl	perla
pearl	perlă
viasat	viasat
joonas	iona
joonas	jonah
silmapaistev	restante
silmapaistev	remarcabil
liitumine	fuziune
liitumine	fuziunea
ohutu	inofensivă
ohutu	inofensiv
ohutu	inofensive
iraak	irak
iraak	iraq
iraak	irakul
györgy	györgy
bissau	bissau
janet	janet
viktoria	viktoria
legendaarne	legendar
legendaarne	legendară
legendaarne	legendara
legendaarne	legendarul
rudolph	rudolph
rudolph	rudolf
petra	petra
motors	motors
motors	motoare
brad	brad
kubrick	kubrick
ühendused	legături
ühendused	conexiuni
ühendused	asociații
ühendused	asocieri
ühendused	asociatii
ühendused	interconexiuni
kaksikud	gemini
kaksikud	gemene
kaksikud	gemenele
kaksikud	gemenii
kaksikud	gemeni
mängitud	jucate
mängitud	jucat
seisnes	constat
monroe	monroe
tuuled	vânturi
tuuled	vânturile
kitsad	înguste
kitsad	îngustă
kitsad	restrânge
kitsad	îngust
eeliseid	avantajele
eeliseid	avantaje
selgitab	explică
omanduses	deținută
häiritud	perturbat
häiritud	deranjat
nathan	nathan
liiklus	trafic
liiklus	traficul
nicola	nicola
müüt	mituri
müüt	mitul
müüt	mit
leben	leben
rääkinud	vorbit
rääkinud	vorbite
rääkinud	vorbită
mosambiigi	mozambic
mõõdukas	moderate
mõõdukas	moderată
mõõdukas	moderat
renate	renate
sforza	sforza
konteksti	context
konteksti	contextul
kihid	straturi
pühakute	sfinţi
pühakute	sfinti
pühakute	sfinţii
kama	kama
toledo	toledo
plii	plumbul
plii	plumb
tais	tailanda
tais	thailanda
liivakivi	gresie
laused	frazele
laused	fraze
laused	expresii
sarnasus	asemănare
sarnasus	asemănare
sarnasus	similitudine
palavik	febra
palavik	febră
sanders	sanders
vallandati	concediată
vallandati	concediat
hääldatakse	pronuntat
hääldatakse	pronunțat
patareid	bateriile
patareid	baterii
ohver	victimă
ohver	victima
tycho	tycho
kiirabi	ambulanță
raúl	raúl
hääletus	vot
hääletus	votez
hääletus	votează
hääletus	votati
hääletus	votez
hääletus	votare
hääletus	votul
hääletus	votarea
marcello	marcello
vastupidav	durabile
vastupidav	durabilă
vastupidav	durabil
vastupidav	rezistent
tähevärav	stargate
pereira	pereira
säde	scânteia
säde	scânteie
toni	toni
varade	active
varade	activele
reuters	reuters
aianduse	horticultură
tantsud	dansuri
cannes	cannes
dieter	dieter
larissa	larisa
larissa	larissa
pane	pune
pane	pus
isiksus	personalitate
isiksus	personalitatea
olendid	ființe
olendid	fiinte
olendid	creaturile
olendid	creaturi
kanalid	canalele
kanalid	canale
kanalid	canal
kanalid	canalul
kanalid	channel
põletatud	arse
põletatud	ars
põletatud	arsă
põletatud	arse
põletatud	ars
põletatud	arsă
smirnov	smirnov
kontaktid	contacte
kontaktid	contactele
korteris	apartamentul
korteris	apartament
suremus	mortalitate
suremus	mortalitatea
juhend	ghid
juhend	ghidul
juhend	instrucțiunile
juhend	instrucțiuni
juhend	instructiuni
moe	moe
usbekistani	uzbekistan
osce	osce
pankur	bancher
pankur	bancherul
claire	claire
stefano	stefano
kana	găină
kana	pui
kana	gaina
kana	găină
kana	gaina
täitmine	executarea
täitmine	executare
täitmine	umplutură
täitmine	umplere
täitmine	execuție
täitmine	executare
täitmine	executie
täitmine	executarea
koopad	pesteri
nebraska	nebraska
keeld	ban
keeld	interzicere
keeld	interdicție
keeld	interdicția
keeld	interzicerea
keeld	interdicție
täiendavad	suplimentare
täiendavad	suplimentar
hart	hart
komplekt	setată
komplekt	stabilește
komplekt	set
komplekt	setează
komplekt	setat
komplekt	kit
alfons	alfons
qui	qui
kolju	craniu
kolju	skull
kolju	craniul
pms	pms
kadusid	dispărut
abdul	abdul
winston	winston
alabama	alabama
arendaja	dezvoltator
mõneti	oarecum
löök	suflă
löök	sufla
löök	percuție
löök	strike
löök	grevă
löök	greva
tundsid	simtit
tundsid	simțit
fbi	fbi
pzkpfw	panzer
bismarck	bismarck
uks	uşă
uks	ușa
uks	ușă
uks	usa
wells	fântâni
wells	wells
athena	athena
leiutatud	inventate
leiutatud	inventat
kõrva	urechea
kõrva	ureche
pippin	pippin
liikumised	mișcări
liikumised	miscari
vietnam	vietnam
vietnam	vietnamul
veronica	veronica
rahaühik	valută
rahaühik	moneda
rahaühik	monedă
greg	greg
auru	aburi
auru	abur
auru	vapori
alto	alto
que	que
houston	houston
kukub	cade
kukub	falls
pannoonia	panonică
ibrahim	ibrahim
küpros	ciprul
küpros	cipru
galaktikate	galaxiile
galaktikate	galaxii
pealkirjad	titluri
pealkirjad	titluri
pealkirjad	titlurile
illüüria	ilire
kõrvad	urechi
kõrvad	urechile
luisa	luisa
atlantis	atlantida
atlantis	atlantis
louisiana	louisiana
fauna	fauna
göteborgis	göteborg
laos	laos
vabrik	fabrică
vabrik	fabrica
kloostrid	mănăstiri
mathias	mathias
sõiduki	vehiculul
sõiduki	vehicul
mehhanismid	mecanismele
mehhanismid	mecanisme
kehti	aplica
kehti	aplică
paaris	perechi
ash	ash
ash	cenușă
mauritiuse	mauritius
raport	raport
raport	raportul
raport	raportează
süüdistatud	acuzat
süüdistatud	acuzată
pavia	pavia
vie	vie
nõudlus	cererea
nõudlus	cerere
erapooletu	neutru
erapooletu	neutre
erapooletu	neutră
balthasar	balthasar
gotha	gotha
duke	duce
duke	ducele
duke	duke
juut	evreică
juut	evreu
juut	evreiesc
juut	evreu
lahendused	solutii
lahendused	soluții
laulda	cântă
laulda	canta
laulda	cânta
planeerimine	planificare
planeerimine	planificarea
cesare	cesare
ameeriklased	americanilor
ameeriklased	americanii
ameeriklased	americani
tehnoloogiad	tehnologiile
tehnoloogiad	tehnologii
diktatuuri	dictatură
diktatuuri	dictatura
mercia	mercia
okt	oct
louvre	luvru
kuude	lunile
kuude	luni
ministrid	miniștri
ministrid	miniștrii
kümned	zeci
kümned	zeci
kümned	duzini
racing	curse
solanum	solanum
kent	kent
tudengid	studenti
tudengid	elevi
tudengid	studenți
tudengid	elevii
quintus	quintus
karvane	păroasă
karvane	păros
ülevõtmine	transpunere
ülevõtmine	transpunerea
ülevõtmine	preluare
ülevõtmine	preluarea
piirkondlikud	regional
piirkondlikud	regională
piirkondlikud	regionale
kristo	kristo
windsor	windsor
ari	ari
hondurase	honduras
sõnastik	glosar
sõnastik	dictionar
teravilja	cereale
hädavajalik	indispensabil
hädavajalik	indispensabilă
hädavajalik	indispensabile
hädavajalik	esențială
hädavajalik	esențiale
hädavajalik	esențial
hädavajalik	esential
kristin	kristin
martino	martino
keerukas	complexe
keerukas	complex
keerukas	complexul
keerukas	complexă
põrgu	iadul
põrgu	iad
lucca	lucca
laboratooriumi	laboratorul
laboratooriumi	laborator
eranditult	exclusiv
hms	hms
kollektsioon	colectie
kollektsioon	colecţie
kollektsioon	colecţia
kollektsioon	colecție
kollektsioon	colectare
kollektsioon	colecția
spordiala	sport
spordiala	sportul
toetaja	contribuitor
toetaja	colaborator
toetaja	suporter
moto	motto
moto	moto
bradley	bradley
dünamo	dinamo
porta	porta
hamiltoni	hamilton
lõpetamine	completarea
lõpetamine	finalizarea
lõpetamine	finalizare
lõpetamine	completare
lõpetamine	închidere
lõpetamine	încheiere
lõpetamine	închiderea
lõpetamine	absolvirea
lõpetamine	absolvire
lõpetamine	încetarea
como	como
potentsiaal	potențial
potentsiaal	potențialul
potentsiaal	potential
faso	faso
klient	clientul
klient	client
klient	clientul
klient	client
edastamine	transmitere
edastamine	transmisie
edastamine	transmiterea
edastamine	transmisiune
skt	pib
gibson	gibson
fanny	fanny
webber	webber
sajad	sute
pakistan	pakistan
pakistan	pakistanul
dis	dis
clement	clement
amor	amor
ühtlane	uniforma
ühtlane	uniformă
ühtlane	uniforme
ühtlane	uniform
poodi	shop
poodi	magazin
poodi	cumpărături
poodi	shopping
poodi	cumpărăturile
poodi	magazin
poodi	magazinul
poodi	store
poodi	stochează
lazio	lazio
lazio	lazlo
birger	birger
seks	sexul
seks	sex
renoveeritud	renovat
renoveeritud	renovat
lausanne	lausanne
stabiilsus	stabilitate
stabiilsus	stabilitatea
tausta	fundal
tausta	fundalul
reaalsus	realitate
reaalsus	realitatea
evolutsioon	evolutia
evolutsioon	evoluție
evolutsioon	evoluția
evolutsioon	evoluţia
metaani	metan
tõmbas	tras
konfliktid	conflictele
konfliktid	conflicte
konfliktid	conflictul
konfliktid	conflicte
konfliktid	conflict
signaalid	semnale
signaalid	semnalele
julien	julien
phelps	phelps
junior	junior
junior	juniori
phd	doctorat
sõjalised	militari
sõjalised	armată
sõjalised	militară
sõjalised	militar
salvatore	salvatore
süüdistus	acuzare
airbus	airbus
setted	sedimente
uraan	uraniu
uraan	uranus
bussi	bus
bussi	autocar
bussi	autobuz
bussi	autobuzul
süstemaatiliselt	sistematic
maadlus	wrestling
maadlus	lupte
karol	karol
piibel	biblia
piibel	biblie
bryan	bryan
borussia	borussia
dee	dee
palk	salariu
palk	salariul
palk	salar
palk	salariile
palk	salarii
kosmonaut	cosmonaut
graf	graf
riba	benzi
sojuz	soyuz
õlut	bere
õlut	berea
hüljatud	abandonat
hüljatud	abandonata
hüljatud	abandonate
hüljatud	abandonată
kavatsusest	intentie
kavatsusest	intenția
kavatsusest	intenție
beyond	dincolo
levin	levin
pingeid	tensiuni
pingeid	tensiune
pingeid	tensiunea
pingeid	tensiuni
pingeid	tensiunile
nacional	nacional
vahekord	coitus
tolly	tolly
warner	warner
failid	fișiere
failid	fisiere
failid	dosare
tõlgendus	interpretarea
tõlgendus	interpretare
proosa	proza
mõistmine	înțelegerea
mõistmine	intelegere
mõistmine	înțelegere
gustave	gustave
kuraator	curator
viiulit	vioară
viiulit	vioara
metsik	wild
metsik	salbatic
metsik	sălbatică
metsik	sălbatic
metsik	sălbatice
aacheni	aachen
streik	strike
streik	grevă
streik	greva
karistada	pedepsi
kalli	îmbrățișare
vangid	prizonierii
vangid	prizonieri
sami	sami
määratleb	definește
vaatlused	anchete
vaatlused	observații
tunnustus	recunoașterea
tunnustus	recunoastere
tunnustus	recunoaștere
martha	martha
kara	kara
diagnostika	diagnosticare
diagnostika	diagnostic
diagnostika	diagnosticare
diagnostika	diagnostice
cpu	procesor
cpu	cpu
füüsilised	fizice
füüsilised	fizică
füüsilised	fizic
efektiivselt	efectiv
peer	peer
meeleavaldajate	protestatarii
meeleavaldajate	protestatari
crystal	cristalul
crystal	cristal
crystal	cristale
crystal	crystal
ustav	loială
ustav	loial
ustav	loiali
ustav	loiale
madalmaad	olanda
münsteri	münster
kubernerkond	guvernoratul
lahutatud	deconectat
lahutatud	divorțat
lahutatud	divortat
vanuatu	vanuatu
hollywood	hollywood
sobilik	adecvată
sobilik	corespunzătoare
sobilik	corespunzător
sobilik	adecvat
sobilik	adecvată
sobilik	adecvate
sobilik	adecvat
neeru	renale
neeru	renală
neeru	renal
neeru	rinichiul
neeru	rinichi
lilian	lillian
lilian	lilian
mendelssohn	mendelssohn
falcon	falcon
kremli	kremlin
ühinevad	aderente
gmbh	gmbh
alkohol	alcool
alkohol	alcoolul
kristen	kristen
holokausti	holocaustului
holokausti	holocaust
hinged	balamale
hinged	sufletele
hinged	suflete
hinged	spirite
hinged	spiritele
hinged	spiritelor
paigutus	plasare
paigutus	plasarea
paigutus	layout
paigutus	aranjament
paigutus	aranjamentul
paigutus	aranjament
kinnitamine	confirmând
kinnitamine	validarea
kinnitamine	validare
veinid	vinuri
veinid	vinurile
veinid	vinul
veinid	vin
botswana	botswana
temperatuurid	temperaturi
temperatuurid	temperaturile
günter	günter
jumalik	divine
jumalik	divina
jumalik	divin
jumalik	divină
relvastuse	armamentul
relvastuse	armament
relvastuse	armamentul
relvastuse	armament
aneemia	anemie
aneemia	anemia
aneemia	anemie
arch	arch
suurendamine	crește
suurendamine	creștere
suurendamine	augmentare
freeman	freeman
jõude	inactiv
uni	dormi
uni	somn
uni	uni
alfredo	alfredo
vältimatu	inevitabile
vältimatu	inevitabil
vältimatu	inevitabile
vältimatu	inevitabilă
vältimatu	inevitabilul
vältimatu	inevitabil
kehad	organisme
kehad	corpuri
kehad	trupuri
kehad	cadavre
sol	sol
monica	monica
str	str
armastan	iubire
armastan	iubesc
armastan	iubirea
armastan	dragoste
armastan	dragostea
kartaago	cartagina
alta	alta
epideemia	epidemii
epideemia	epidemie
epideemia	epidemia
epideemia	epidemii
telekommunikatsiooni	telecomunicații
telekommunikatsiooni	telecomunicații
kink	cadou
kink	cadoul
tooli	fotoliu
tooli	scaun
pood	shop
pood	magazin
pood	magazin
pood	magazinul
pood	store
pood	stochează
subjektiivne	subiectiv
sonja	sonja
kahjustused	leziuni
kahjustused	daune
kahjustused	pagube
kahjustused	avarii
kahjustused	stricăciuni
soojus	caldura
soojus	heat
soojus	căldură
soojus	căldura
soojus	caldura
soojus	căldură
soojus	căldura
grove	grove
hara	hara
marche	marche
sark	sark
trumm	toba
trumm	tobă
trumm	tambur
juhatab	piste
sõdu	războaiele
sõdu	razboaie
sõdu	războaie
puudega	dezactivate
puudega	dezactivată
puudega	dezactivat
puudega	handicapat
tamili	tamil
ruttu	repede
ruttu	rapid
ruttu	repede
registreerida	registru
registreerida	înregistrează
registreerida	inregistrare
sõrme	deget
sõrme	degetul
gertrude	gertrude
tagasihoidlik	modestă
tagasihoidlik	modest
tagasihoidlik	modesta
tagasihoidlik	modeste
tagasihoidlik	modest
tagasihoidlik	umila
tagasihoidlik	umil
tagasihoidlik	umilă
lena	lena
lena	lenei
järjekindlalt	consistent
järjekindlalt	consecvent
nano	nano
mitteametlikult	neoficial
mitteametlikult	informal
nhl	nhl
toetamine	sprijinirea
toetamine	suport
toetamine	sprijin
toetamine	sprijinul
intensiivne	intensive
intensiivne	intensiv
intensiivne	intensa
intensiivne	intens
intensiivne	intense
intensiivne	intensă
lahustub	solubil
pankrotti	falimentat
pankrotti	faliment
avignon	avignon
ergo	ergo
helid	sunetele
helid	sunete
šiauliai	šiauliai
täiskogu	plen
täiskogu	plenară
teadaolevad	cunoscut
teadaolevad	cunoscută
teadaolevad	cunoscute
ettepoole	inainte
ettepoole	înainte
cash	cash
cash	numerar
jose	jose
peavalu	cefalee
jerome	jerome
beatrice	beatrice
bogdan	bogdan
sülearvuti	laptop
sülearvuti	laptopul
teatanud	raportat
teatanud	raportată
teatanud	raportate
vastuseid	răspunsuri
vastuseid	raspunsuri
vastuseid	răspunsurile
renessanss	renascentist
saag	văzut
saag	fierăstrău
saag	ferăstrău
kael	gât
kael	gat
kael	gâtul
progress	progresul
progress	progres
progress	progresele
progress	progress
progress	progrese
richter	richter
sooritatud	efectuat
uskuma	crede
mitmuses	plural
tolmu	praful
tolmu	praf
ettevalmistamine	pregătiri
ettevalmistamine	preparat
ettevalmistamine	pregatire
ettevalmistamine	pregătire
ettevalmistamine	pregătirea
ettevalmistamine	pregătirea
spetsiifilised	specific
spetsiifilised	specifică
spetsiifilised	specifice
steiner	steiner
marius	marius
eksperimentaalne	experimentală
eksperimentaalne	experimentale
eksperimentaalne	experimental
fsb	fsb
sokid	ciorapi
jupiter	jupiter
earl	earl
tööandja	angajator
tööandja	angajatorului
tööandja	angajatorul
kahjulik	nocive
kahjulik	nociv
kahjulik	dăunătoare
kahjulik	dăunător
kahjulik	dăunătoare
hjalmar	hjalmar
allikat	sursă
allikat	sursa
hiline	tarziu
hiline	întârziat
hiline	târziu
vaidluse	dispută
vaidluse	contestă
vaidluse	disputa
vaidluse	litigiu
lou	lou
foster	foster
hiroshima	hiroshima
dokumenteeritud	documentate
dokumenteeritud	documentată
dokumenteeritud	documentat
beiträge	beiträge
toro	toro
üritused	evenimentele
üritused	evenimente
gemini	gemini
kohtunikud	judecătorilor
kohtunikud	judecătorii
kohtunikud	judecători
paralleelne	paralel
paralleelne	paralelă
paralleelne	paralele
paralleelne	paralela
pauline	pauline
alpha	alpha
alpha	alfa
teraapia	terapie
teraapia	terapia
tiberius	tiberius
fraas	frază
fraas	fraza
jamie	jamie
autobiograafia	autobiografia
lauter	lauter
antropoloogia	antropologie
bailey	bailey
tadžiki	tadjic
siluri	depanator
sébastien	sébastien
katherine	katherine
machiavelli	machiavelli
sylvia	sylvia
sylvia	silvia
vologda	vologda
kirjeldused	descrierile
kirjeldused	descrieri
kits	capră
kits	capra
tuberkuloos	tuberculoză
tuberkuloos	tuberculoza
prunus	prunus
staadium	etapa
staadium	etapă
staadium	stadiul
jeltsin	elțin
juliana	juliana
proov	eșantionul
proov	mostră
proov	proba
proov	eșantion
proov	probă
roosevelt	roosevelt
lionel	lionel
terminal	terminal
terminal	terminalul
terminal	terminale
väljakutse	provocare
väljakutse	provocarea
väljakutse	provocator
väljakutse	provocatoare
eisen	eisen
palace	palatul
palace	palat
palace	palace
bernd	bernd
vall	vall
üleandmine	transfer
üleandmine	transferul
üleandmine	transferă
mia	mia
hindu	hindus
ace	ace
ace	asul
eritrea	eritreea
kirjalik	scrisa
kirjalik	scris
kirjalik	scrise
kirjalik	scrisă
gertrud	gertrud
tuhk	cenusa
tuhk	cenușă
tuhk	ash
tuhk	cenușă
pühapäev	duminica
pühapäev	duminică
täpsust	precizie
täpsust	precizia
täpsust	precizie
täpsust	precizia
fidži	fiji
lääs	west
lääs	vest
lääs	occident
lääs	vestul
cola	cola
lämmastik	azot
lämmastik	nitrogen
strateegiline	strategică
strateegiline	strategice
strateegiline	strategic
detektiiv	detective
detektiiv	detectiv
vastuvõtt	primire
vastuvõtt	recepție
vastuvõtt	receptie
märkused	remarci
märkused	observații
märkused	note
märkused	comentarii
märkused	comentariile
märkused	observații
liitlane	aliat
liitlane	ally
liitlane	aliatul
gaz	gaz
magus	sweet
magus	dulce
magus	dulci
rongid	trenurile
rongid	trenuri
irving	irving
rebecca	rebeca
rebecca	rebecca
aruanne	raport
aruanne	raportul
aruanne	raportează
borgia	borgia
liinid	liniile
liinid	linii
liinid	replici
manustamine	administrația
manustamine	administrarea
manustamine	administrare
manustamine	administrație
eksperiment	experimentul
eksperiment	experiment
eksperiment	experimentează
akustiline	acustică
akustiline	acustice
akustiline	acustic
dagmar	dagmar
elekter	electricitatea
elekter	electricitate
elekter	electrice
elekter	electric
elekter	electrică
varastatud	furate
varastatud	furat
varastatud	furată
karlsson	karlsson
gibraltari	gibraltar
pat	pat
amplituud	amplitudine
dominique	dominique
üksikult	individual
territoriaalse	teritorială
territoriaalse	teritoriale
territoriaalse	teritorial
ultra	ultra
ward	ward
positsioonid	poziții
positsioonid	pozitii
positsioonid	pozițiile
bennett	bennett
petit	petit
primaarne	primare
primaarne	primară
primaarne	primar
testid	încercări
testid	teste
testid	testele
tsoon	zonă
tsoon	zona
täiuslik	perfect
täiuslik	perfecte
täiuslik	perfecta
täiuslik	perfectă
aserbaidžaan	azerbaidjan
maxwell	maxwell
tööline	lucrător
tööline	muncitor
nähtused	fenomen
nähtused	fenomenele
nähtused	fenomene
kasahstan	kazahstan
churchill	churchill
diplom	diploma
diplom	diplomă
mikael	mikael
dag	dag
kopsu	pulmonară
kopsu	pulmonare
kopsu	pulmonar
kopsu	lung
kopsu	plămân
puruks	zdrobit
puruks	smash
