অ্যানি	annie
যত্ন	care
তাজিকিস্তান	tadzjikistan
অনশন	fasta
সুগার	socker
মোদী	modi
মাননীয়	majestät
ফান্ড	medel
ফান্ড	fonder
ফান্ড	fonden
ফান্ড	fond
নির্মম	skoningslös
নির্মম	skoningslösa
নির্মম	hänsynslösa
নির্মম	hänsynslös
নির্মম	brutalt
নির্মম	brutalt
নির্মম	brutala
নির্মম	brutal
নির্মম	hårda
নির্মম	hård
তন্তু	fibrer
তন্তু	fiber
তন্তু	fibrer
তন্তু	fiber
তন্তু	fibrerna
মনি	mani
প্রবাদ	ordspråk
বাটলার	butler
বাটলার	betjänt
কৈশোর	tonåring
কৈশোর	tonåren
চিনতে	erkänna
সাবান	tvål
সাবান	såpa
স্বরধ্বনি	vokal
জেনিফার	jennifer
ক্ষেত্রগুলি	fields
ক্ষেত্রগুলি	fält
ক্ষেত্রগুলি	fälten
মরক্কো	marocko
মরক্কো	marockos
সিরীয়	syriska
এভিনিউ	avenyn
এভিনিউ	avenue
হকিং	hawking
অর্থহীন	meningslös
অর্থহীন	meningslösa
অর্থহীন	meningslöst
অর্থহীন	värdelös
অর্থহীন	värdelöst
অর্থহীন	värdelösa
অর্থহীন	oanvändbar
পাখনা	vingar
পাখনা	wings
ক্রিশ্চিয়ান	kristet
ক্রিশ্চিয়ান	christian
ক্রিশ্চিয়ান	kristna
ক্রিশ্চিয়ান	kristen
মাচু	machu
অভ্যর্থনা	mottagande
অভ্যর্থনা	mottagning
অভ্যর্থনা	receptionen
অভ্যর্থনা	reception
ট্রিপল	tredubbla
ট্রিপল	triple
ট্রিপল	trippel
ইউরেশীয়	eurasiska
মস্তিষ্কে	hjärna
মস্তিষ্কে	hjärnan
মস্তিষ্কে	brain
পলায়ন	fly
চরণ	charan
নিঃসন্দেহে	otvivelaktigt
নিঃসন্দেহে	tveklöst
ক্রুসেড	korståg
নিবিড়	intensivt
নিবিড়	intensiv
নিবিড়	intensiva
প্রোডাকশন	produktionen
প্রোডাকশন	produktion
প্রোডাকশন	tillverkning
সিন্ধি	sindhi
খলিল	khalil
একনিষ্ঠ	tillägnad
একনিষ্ঠ	hängiven
অ্যাঞ্জেলো	angelo
এলেন	ellen
সিকিম	sikkim
ব্যাঙের	groda
সম্ভাবনার	möjligheter
সম্ভাবনার	möjligheterna
জিউস	zeus
জুরিখ	zürich
জুরিখ	zürich
বাহুর	vapen
বাহুর	armarna
বাহুর	famn
বাহুর	armar
মাইক্রো	micro
মাইক্রো	mikro
বিভাজিত	insvept
বিভাজিত	inslagen
বিভাজিত	inslagna
ফ্লাওয়ার	blomma
ফ্লাওয়ার	blomman
অভিযোজন	anpassning
স্থানাংক	samordna
স্থানাংক	koordinera
স্থানাংক	koordinaterna
স্থানাংক	koordinater
ইব্রাহীম	ibrahim
ইব্রাহীম	abraham
কোমর	midjan
কোমর	midja
উদ্বাস্তু	flyktingar
বিপর্যয়ের	katastrof
বিপর্যয়ের	katastrofen
বিপর্যয়ের	katastrofer
মোড	läge
কাঁকড়া	krabbor
কাঁকড়া	krabba
কাঁকড়া	krabbor
কাঁকড়া	crab
নিয়মাবলী	regler
নিয়মাবলী	bestämmelser
মায়ার	maya
গন্য	räknar
গন্য	räknas
নেভিল	neville
হিন্দুস্তানি	hindustani
শত্রুদের	ovänner
শত্রুদের	fiender
ভিড়	folkmassor
ভিড়	publiken
ভিড়	publik
ভিড়	folkmassa
ভিলা	villan
ভিলা	villa
গোসল	dusch
গোসল	bad
গোসল	bath
গোসল	badkar
কোটা	kvoter
কোটা	kvot
কোটা	kota
টার্গেট	måltavlor
বাজেয়াপ্ত	konfiskerade
বাজেয়াপ্ত	beslagtog
ফসফরাস	fosfor
গোপনীয়তা	sekretess
গোপনীয়তা	privatliv
গোপনীয়তা	integritet
গোপনীয়তা	avskildhet
ইস্তানবুল	istanbul
পিতামাতা	föräldrar
পিতামাতা	föräldrars
পিতামাতা	föräldrarna
পিতামাতা	överliggande
পিতামাতা	förälder
অবিচ্ছিন্ন	kontinuerlig
অবিচ্ছিন্ন	kontinuerliga
অবিচ্ছিন্ন	fortlöpande
অবিচ্ছিন্ন	kontinuerligt
নামগুলো	namn
গ্রীষ্মকাল	sommaren
গ্রীষ্মকাল	sommar
জাকার্তা	jakarta
হেল	hel
সিনেট	senaten
সিনেট	senat
টুইটার	twitter
বাঁক	kurvor
বরখাস্ত	sparken
বরখাস্ত	avskedad
বরখাস্ত	avskedad
বরখাস্ত	uppsägning
বীরত্ব	hjältedåd
বীরত্ব	hjältemod
যুগল	par
যুগল	paret
জার	tsar
জার	jar
জার	burk
জার	burkar
লায়ন	lejonet
লায়ন	lion
লায়ন	lejon
অভিযোগের	laddningar
অভিযোগের	avgifter
ভাঙন	erosion
বাহামা	bahamas
ফিলিপস	philips
ফিলিপস	philips
ফিলিপস	phillips
টুকরা	skivor
টুকরা	bit
টুকরা	stycke
টুকরা	bitar
টুকরা	styck
বরাক	barak
অসুস্থতা	sjukdom
অসুস্থতা	sjukdom
লাগানোর	plantering
লাগানোর	planterar
রহমত	barmhärtighet
রহমত	mercy
রহমত	nåd
কিথ	keith
দেওয়াল	logg
দেওয়াল	väggen
দেওয়াল	vägg
দেওয়াল	mur
দেওয়াল	murar
দেওয়াল	väggarna
দেওয়াল	väggar
নোভা	nova
অ্যাক্ট	act
অ্যাক্ট	akt
অ্যাক্ট	agera
টহল	patrullerar
টহল	patrullen
টহল	patrullera
টহল	patrull
কোস্টা	costa
লাইক	gilla
লাইক	gillar
লাইক	som
লাইক	like
লাইক	gillar
লাইক	likes
জুরি	jure
জুরি	juryn
জুরি	jury
পিঠা	tårta
পিঠা	kaka
ডাটাবেস	databaser
স্থানসমূহ	platser
স্থানসমূহ	ställen
শার্লক	sherlock
জিনি	ginny
ডেঙ্গু	denguefeber
সি++	c++
স্পষ্টভাবে	definitivt
নিহিত	finansierade
নিহিত	finansierat
নিহিত	finansierad
পিটার্সবার্গ	petersburg
শ্রোতাদের	lyssnare
শ্রোতাদের	åhörare
গোয়ার	goa
ঢোল	trumma
মন্ত্রনালয়	departement
মন্ত্রনালয়	ministeriet
মন্ত্রনালয়	ministerium
জারী	jari
অভিনব	flott
ভেজা	blöt
ভেজা	blöta
ভেজা	våt
ভেজা	vått
ভেজা	blött
কুমির	krokodilen
কুমির	krokodil
মাওবাদী	maoistiska
খুনের	mördar
খুনের	mord
খুনের	mörda
খুনের	mord
মিছিলে	procession
আর্কিটেকচার	arkitektur
করন	karan
তেহরান	teheran
তাপস	tapas
নিরস্ত্র	obeväpnade
নিরস্ত্র	obeväpnad
নিরস্ত্র	avväpna
নিরস্ত্র	desarmera
প্রার্থীদের	kandidaterna
প্রার্থীদের	kandidater
ম্যাজিক	magi
ম্যাজিক	magiskt
ম্যাজিক	magic
ম্যাজিক	magisk
ম্যাজিক	magiska
আগ্রাসন	aggressivitet
আগ্রাসন	aggression
আগ্রাসন	aggressioner
পেনিসিলিন	penicillin
শাহীন	shahin
শাহীন	shaheen
রোমানদের	romans
রোমানদের	romare
রোমানদের	romarna
একশ	hundra
একশ	hundred
হোল	hål
হোল	hole
ট্রানজিস্টর	transistor
স্প্রিং	våren
স্প্রিং	vårens
ক্রেইগ	craig
অর্থনৈতিকভাবে	ekonomiskt
কীট	insekt
আদর্শে	idealen
আদর্শে	ideal
সারসংক্ষেপ	översikt
সারসংক্ষেপ	överblick
সারসংক্ষেপ	sammanfattning
সারসংক্ষেপ	summering
সারসংক্ষেপ	sammandrag
শিক্ষাগত	pedagogiskt
শিক্ষাগত	pedagogisk
উদ্ভিদবিজ্ঞান	botanik
তাক	rack
তাক	hylla
তাক	hyllor
সুড়ঙ্গ	tunnel
সুড়ঙ্গ	tunneln
সুড়ঙ্গ	tunnlar
সুড়ঙ্গ	tunnlarna
জুল	jules
যখনই	närhelst
ফ্যাক্টর	faktorn
ফ্যাক্টর	faktor
তুই	ni
তুই	dig
তুই	du
ডেল্টা	delta
লুসিয়া	lucia
চিত্রগ্রহণ	filmar
চিত্রগ্রহণ	filma
নৈতিকতা	etiska
নৈতিকতা	etisk
নৈতিকতা	etik
নৈতিকতা	moraliskt
নৈতিকতা	moral
নৈতিকতা	moralisk
নৈতিকতা	moraliska
নৈতিকতা	moral
নৈতিকতা	moral
রাজহাঁস	gås
রাজহাঁস	goose
রাজহাঁস	gåsen
রাজহাঁস	gäss
গ্যালিলিও	galileo
মুলক	mulk
উষ্ণতা	värme
শিল্পপতি	industriman
স্টকহোম	stockholm
ভাবতে	tror
ভাবতে	tycker
ভাবতে	tänk
ভাবতে	tänka
সংকোচন	komprimera
প্রসারণ	utvidga
প্রসারণ	utöka
প্রসারণ	expandera
প্রসারণ	förlängning
প্রসারণ	utökning
প্রসারণ	utbyggnad
প্রসারণ	utvidgning
আংটি	ring
আংটি	ringarna
আংটি	rings
আংটি	ringar
পশ্চিমী	västra
পশ্চিমী	västlig
নন্দ	nanda
কিড	kid
কিড	grabb
কিড	grabben
দিচ্ছে	ger
উট	kameler
উট	kamel
জামা	skjortor
জামা	tröjor
জামা	skjorta
জামা	shirt
জামা	tröja
গ্রীষ্মের	sommaren
গ্রীষ্মের	sommar
ফরিদ	farid
দিবালোক	dagsljuset
দিবালোক	dagsljus
ইউয়ান	yuan
গল	galler
গল	gallien
বাঁচতে	leva
বাঁচতে	live
বাঁচতে	levande
কলম্বাস	columbus
ট্যাঙ্ক	stridsvagn
ট্যাঙ্ক	tank
ট্যাঙ্ক	stridsvagnar
ট্যাঙ্ক	tanks
ট্যাঙ্ক	tankar
সুত্র	ledtråd
ঋগ্বেদ	rigveda
স্বাভাবিকভাবেই	naturligt
ব্রিটানিকা	britannica
আরোগ্য	läka
আরোগ্য	läker
আরোগ্য	hela
আরোগ্য	bota
আরোগ্য	botar
আরোগ্য	botemedel
আরোগ্য	kur
আরোগ্য	helande
আরোগ্য	läkande
আরোগ্য	läker
আরোগ্য	läkning
কোকিল	gök
ক্রোয়েশীয়	kroatiska
হতাশ	frustrerade
হতাশ	frustrerad
হতাশ	besviken
হতাশ	besvikna
উত্পাদন	tillverkning
উত্পাদন	produktionen
উত্পাদন	produktion
উত্পাদন	tillverkning
উত্পাদন	tillverkning
উত্পাদন	tillverkningsindustrin
উত্পাদন	tillverkningsindustri
অযোগ্য	olämplig
অযোগ্য	olämpliga
তেরেসা	teresa
ফাতিমা	fatima
ক্রিসেন্ট	crescent
ভিক্ষুদের	munkarna
ভিক্ষুদের	munkar
নেচার	natur
নেচার	naturen
নেচার	nature
প্লাটুন	pluton
লিখুন	skriva
লিখুন	skriv
লিখুন	ange
লিখুন	enter
তিতির	frankolin
মরিশাস	mauritius
ফাঁদ	sudda
ফাঁদ	radera
ফাঁদ	fällan
ফাঁদ	fälla
ফাঁদ	fällor
গ্যালারী	gallerier
ব্যঞ্জনধ্বনি	konsonant
গুণাবলী	kvaliteter
বোস্টন	boston
সুইফট	swift
অপশন	väljare
অপশন	möjligheter
অপশন	valmöjligheter
অপশন	alternativ
অপশন	optioner
মার্কস	märken
মার্কস	marks
পকেট	pocket
পকেট	fickan
পকেট	ficka
পকেট	fickor
বোর	bohr
আনুষঙ্গিক	accessoarer
আনুষঙ্গিক	tillbehör
কাঁধ	axeln
কাঁধ	skuldra
কাঁধ	axel
কাঁধ	bog
কাঁধ	axlarna
কাঁধ	axlar
কাঁধ	bog
স্পিরিট	sprit
স্পিরিট	andarna
স্পিরিট	spritdrycker
স্পিরিট	andar
স্পিরিট	ande
স্পিরিট	anda
স্পিরিট	spirit
টিকেট	biljett
ডিজেল	diesel
মোস্ট	most
মোস্ট	mest
স্নেহ	ömhet
স্নেহ	tillgivenhet
শান	shan
মার্ক্স	marx
ছোঁয়া	touch
ছোঁয়া	beröring
ছোঁয়া	vidrör
ছোঁয়া	vidröra
ছোঁয়া	rör
অঙ্গীকার	lova
অঙ্গীকার	lovar
অঙ্গীকার	löfte
অঙ্গীকার	förpliktelse
অঙ্গীকার	åtagande
অঙ্গীকার	engagemang
অঙ্গীকার	löfte
অঙ্গীকার	pant
সুশীল	sushil
হোস্ট	värd
হোস্ট	host
হোস্ট	värdar
ইভা	eva
ইভা	eva
ইভা	eve
বিস্ফোরিত	exploderar
বিস্ফোরিত	explodera
বিস্ফোরিত	exploderat
বিস্ফোরিত	exploderade
সরানো	flyttade
সরানো	flyttat
সরানো	rörd
সরানো	flyttad
ড্রাম	trumma
দড়ি	rep
টিউটোরিয়াল	handledning
টিউটোরিয়াল	handledning
পাসপোর্ট	passet
পাসপোর্ট	pass
ফেরি	färja
উল্লম্ব	vertikala
উল্লম্ব	lodrätt
উল্লম্ব	vertikal
উল্লম্ব	vertikalt
সমাবর্তন	sammankallande
অগ্রগামী	pioneer
অগ্রগামী	pionjär
ফিকে	tråkig
ফিকে	slö
ফিকে	trist
প্রিন্টার	skrivare
প্রিন্টার	skrivaren
প্রিন্টার	skrivare
জাস্টিস	justice
জাস্টিস	rättvisa
জাস্টিস	rättskipning
মার্টিনেজ	martinez
ফুসফুসের	lungorna
ফুসফুসের	lungor
ফুসফুসের	lungan
ফুসফুসের	lunga
ফুসফুসের	lung
গোলন্দাজ	skytt
গোলন্দাজ	gunner
গেজেট	gazette
বাউডেন	bowden
রেসিং	racing
রেসিং	kapplöpning
যাদু	magi
যাদু	magiskt
যাদু	magic
যাদু	magisk
যাদু	magiska
এয়ারওয়েজ	luftvägarna
এয়ারওয়েজ	airways
শার	shar
আইভি	ivy
সাম	summan
সাম	sum
সাম	summa
পিস্তল	pistol
রাবণের	ravana
কেরি	kerry
দুধের	mjölk
মুন্না	munna
পরজীবী	parasitiska
পরজীবী	parasit
পরজীবী	parasiten
জ্যাজ	jazz
পাজ	paz
আর্সেনিক	arsenik
আর্সেনিক	fransk
আর্সেনিক	franska
আর্সেনিক	franskt
আর্সেনিক	fransmän
বিস্মিত	överraskad
বিস্মিত	förvånad
বিস্মিত	överraskade
বিস্মিত	förvånad
বিস্মিত	chockad
বিস্মিত	chockade
আয়না	speglar
আয়না	spegel
আয়না	spegla
অঞ্চলগুলি	regioner
অঞ্চলগুলি	regionerna
অঞ্চলগুলি	områden
পয়সা	mynt
পয়সা	slant
পার্কিং	parkeringsplatser
পার্কিং	parkering
পার্কিং	parkeringsplats
পার্কিং	parkeringen
ক্ষুব্ধ	upprörd
ক্ষুব্ধ	upprörda
ক্ষুব্ধ	angered
মাম্বা	mamba
কম্পটন	compton
সর্বোত্তম	högst
সর্বোত্তম	högsta
সর্বোত্তম	bästa
সর্বোত্তম	bäst
সর্বোত্তম	förträffligt
সর্বোত্তম	utmärkt
বাক্যে	domen
বাক্যে	meningen
বাক্যে	mening
পরিকাঠামো	infrastruktur
পরিকাঠামো	infrastrukturen
ভিজুয়াল	visuellt
ভিজুয়াল	visuell
ভিজুয়াল	visuella
অপর্যাপ্ত	otillräckliga
অপর্যাপ্ত	otillräcklig
অপর্যাপ্ত	otillräckligt
অপর্যাপ্ত	otillräckliga
অপর্যাপ্ত	otillräcklig
অপর্যাপ্ত	otillräckligt
হি	hee
অবজেক্ট	objektet
অবজেক্ট	objekt
অবজেক্ট	föremål
অবজেক্ট	objekt
অবজেক্ট	föremål
মিজোরাম	mizoram
পোলার	polar
মনস্তাত্ত্বিক	psykologisk
মনস্তাত্ত্বিক	psykologiskt
মনস্তাত্ত্বিক	psykiskt
মনস্তাত্ত্বিক	psykologiska
মনস্তাত্ত্বিক	psykiska
সিল্ক	siden
সিল্ক	silk
সিল্ক	silke
অনুকরণ	simulering
অনুকরণ	simulerar
অনুকরণ	simulerade
অনুকরণ	simulerad
রুডলফ	rudolph
কেলি	kelly
তীক্ষ্ণ	keen
তীক্ষ্ণ	skarp
তীক্ষ্ণ	sharp
তীক্ষ্ণ	vassa
তীক্ষ্ণ	skarpa
তীক্ষ্ণ	skarpt
ধর	dhar
থিওডোর	theodore
থিওডোর	theodor
ব্র্যাড	brad
রনি	rony
রোভার	rover
টার্নার	turners
টার্নার	turner
খরা	torka
জোরে	högljutt
জোরে	högljudda
জোরে	högljudd
জোরে	högt
বক	avvikelse
বক	heron
বেলারুশ	vitryssland
পুলিৎজার	pulitzer
কঙ্কাল	skelettet
কঙ্কাল	skelett
পাত্রের	grytor
পাত্রের	krukor
ফিদে	fide
ডেরেক	derek
নুর	nour
নুর	noor
শোষিত	utnyttjade
শোষিত	utnyttjad
শোষিত	utnyttjas
শোষিত	utnyttjat
শোষিত	exploateras
শোষিত	absorberas
শোষিত	absorberade
টিয়া	tia
টিয়া	papegoja
টিয়া	parakit
রূপালী	silver
ঘুড়ি	drake
ক্যাবিনেট	kabinettet
ক্যাবিনেট	skåpet
ক্যাবিনেট	kabinett
ক্যাবিনেট	skåp
ক্যাবিনেট	regeringen
উইন্ডসর	windsor
ডকুমেন্ট	dokumentera
ডকুমেন্ট	dokumentet
ডকুমেন্ট	dokument
ডকুমেন্ট	handling
ডকুমেন্ট	handlingar
ডকুমেন্ট	dokument
কর্মসংস্থান	sysselsättning
কর্মসংস্থান	anställning
কর্মসংস্থান	sysselsättningen
ঘাসের	gräs
বলছে	säger
লাফ	jump
লাফ	hoppa
লাফ	hopp
লাফ	hoppar
লাফ	hoppade
লাফ	hoppat
তৃণভূমি	gräsmark
তৃণভূমি	vall
তৃণভূমি	mjöd
গানগুলি	låtar
গানগুলি	sånger
আইওএস	ios
উজ্জ্বলতা	framhäva
উজ্জ্বলতা	storleksordning
উজ্জ্বলতা	ljusstyrka
ডেবিয়ান	debian
রিম	rim
যাজক	pastor
যাজক	präster
অনুভূতির	känslor
যোগফল	summan
যোগফল	sum
যোগফল	summa
পাখা	fläkt
পাখা	beundrare
পাখা	fan
মাংসের	kött
ফাটল	sprickor
ফাটল	spricka
ফাটল	knäcka
ফাটল	crack
কুরি	kuri
জলবিদ্যুৎ	vattenkraft
সন্ত্রাসবাদী	terrorister
সন্ত্রাসবাদী	terrorist
সন্ত্রাসবাদী	terroristen
সন্ত্রাসবাদী	terrorister
মতবিরোধ	meningsskiljaktigheter
মতবিরোধ	oenighet
গ্লাসগো	glasgow
নির্ভুল	perfekt
নির্ভুল	perfect
নির্ভুল	perfekta
ম্যানগ্রোভ	mangrove
লক্ষণীয়	påfallande
লক্ষণীয়	märkbar
লক্ষণীয়	märkbara
ইসিবি	ecb
গিল	gill
গিল	gil
সজীব	livlig
সজীব	färskt
সজীব	färsk
সজীব	fräsch
সজীব	färska
প্রাইম	prime
রোপণ	plantering
রোপণ	planterar
রোপণ	planterat
রোপণ	planterats
রোপণ	planterade
রোপণ	planteras
উত্তরপশ্চিম	nordvästra
উত্তরপশ্চিম	nordväst
শহরতলি	suburban
কেনেথ	kenneth
অ্যালগোরিদম	algoritmen
অ্যালগোরিদম	algoritm
হোমো	homo
সন্নিবেশিত	inbäddade
সন্নিবেশিত	inbäddat
সন্নিবেশিত	inbäddad
মহীশূর	mysore
প্যাকেট	paket
কাছিম	sköldpadda
জিৎ	jeet
আল্প	alpes
আল্প	alp
বর্গাকার	torg
বর্গাকার	square
বর্গাকার	fyrkantig
বর্গাকার	kvadrat
বর্গাকার	fyrkant
বর্গাকার	torget
কাঁচা	rå
কাঁচা	råa
কাঁচা	rått
কাঁচা	obehandlad
কাঁচা	raw
জিব্রাল্টার	gibraltar
নিরো	niro
নিরো	nero
রাসূল	budbärare
রাসূল	messenger
রাসূল	sändebud
অস্থির	rastlös
উড়োজাহাজ	flygplan
কালেক্টর	samlare
সালমা	salma
সংক্রামক	smittsam
সংক্রামক	smittsamma
গণ্ডার	noshörning
বর্ম	rustning
বর্ম	pansar
ফ্লোরেন্স	florence
ফ্লোরেন্স	florens
ফরহাদ	farhad
সরিষা	senap
ভোরের	gryning
ভোরের	dawn
ভোরের	gryningen
স্লোভেনিয়া	slovenien
চিতা	cheetah
চিতা	leopard
সমৃদ্ধির	välgång
সমৃদ্ধির	välståndet
সমৃদ্ধির	välfärd
সমৃদ্ধির	välstånd
যাচ্ছেন	going
প্লেটো	platon
বরো	borough
বরো	stadsdel
খোসা	skalar
খোসা	skal
মালি	mali
ডাকাত	rånare
ডাকাত	banditerna
ডাকাত	banditer
নেইমার	neymar
গ্রামার	grammatik
ফ্রান্সিস্কো	francisco
অন্যান্যরা	andra
অন্যান্যরা	övriga
বিচ	stranden
বিচ	beach
বিচ	strand
ওয়ার্ন	warne
ফেলিক্স	felix
ভ্রমন	resa
ওবামা	obamas
ওবামা	obama
জাগ্রত	väcka
জাগ্রত	vaken
জাগ্রত	vakna
বান্ধবী	flickvän
বান্ধবী	flickvännen
ক্রেওল	creole
ইসলামাবাদ	islamabad
ছোটখাটো	miniatyr
ধারালো	skarp
ধারালো	sharp
ধারালো	vassa
ধারালো	skarpa
ধারালো	skarpt
ভিটা	vita
পেঁয়াজ	lökar
পেঁয়াজ	lök
পেঁয়াজ	lök
অসহায়	stackars
অসহায়	fattig
অসহায়	fattiga
অসহায়	hjälplösa
অসহায়	hjälplös
হসপিটাল	sjukhus
হসপিটাল	sjukhuset
হিরোশিমা	hiroshima
হর	nämnare
হর	nämnaren
ট্রি	träd
ট্রি	trädet
কানের	öra
কানের	öron
রোদ	sunshine
রোদ	solsken
রোদ	solljus
রোদ	solljuset
দেখলাম	såg
প্রামাণ্যচিত্র	dokumentär
ফরওয়ার্ড	vidarebefordra
ফরওয়ার্ড	framåt
স্টেফি	steffi
রেবেকা	rebecca
হিপ	höft
হিপ	hipp
হিপ	höften
চাও	chao
চাও	want
চাও	vill
ম্যাথিউ	matthew
ম্যাথিউ	matteus
ম্যাথিউ	mathieu
পাম্প	pump
পাম্প	pumpa
পাম্প	pumpar
এভিয়েশন	aviation
এভিয়েশন	luftfart
কাস্পিয়ান	kaspiska
নিকোলা	nicolas
নিকোলা	nicola
নিকোলা	nikola
নিন	take
নিন	tagning
নিন	ta
মিং	ming
দৈত্য	jätte
পোর্টল্যান্ড	portland
এক্সপ্লোরার	upptäcktsresande
এক্সপ্লোরার	explorer
ঝর্ণা	våren
ঝর্ণা	vårens
ঝর্ণা	vattenfallet
ঝর্ণা	vattenfall
ঝর্ণা	fontänen
ঝর্ণা	fontän
ঝর্ণা	vattenfall
প্রদাহ	inflammation
অনুভূমিক	horisontell
অনুভূমিক	horisontellt
অনুভূমিক	övergripande
অনুভূমিক	horisontella
অনুভূমিক	vågrätt
স্বশাসিত	självständig
স্বশাসিত	autonoma
স্বশাসিত	självstyrande
স্বশাসিত	autonom
ব্যাধি	oordning
ব্যাধি	störning
দামি	dyra
দামি	dyr
দামি	dyrt
টেকসই	hållbara
টেকসই	hållbart
টেকসই	hållbar
টেকসই	varaktigt
টেকসই	hållbart
টেকসই	varaktig
টেকসই	varaktiga
ইন্টেলিজেন্স	intelligens
ইন্টেলিজেন্স	underrättelser
ইন্টেলিজেন্স	underrättelse
ইন্টেলিজেন্স	underrättelsetjänst
নিশ্চয়	sannerligen
নিশ্চয়	verkligen
নিশ্চয়	säkerligen
নিশ্চয়	säkert
খাস	khas
মিনেসোটা	minnesota
হাডসন	hudson
স্পট	spot
স্পট	fläck
গোলাবর্ষণ	beskjutningen
গোলাবর্ষণ	bombardemang
ব্যর্থতা	misslyckad
ব্যর্থতা	underlåtenhet
ব্যর্থতা	misslyckande
রিকো	rico
নাক্ষত্রিক	klockrent
রহঃ	rah
জোরালো	högljutt
জোরালো	högljudda
জোরালো	högljudd
জোরালো	högt
আবশ্যক	obligatoriskt
আবশ্যক	krävs
হোবার্ট	hobart
আপেল	äpple
আপেল	apple
আপেল	äpplen
বারান্দা	veranda
বারান্দা	verandan
বারান্দা	balkong
বারান্দা	balkongen
বন্ধুরা	kompisar
বন্ধুরা	vänner
নিরীহ	dumma
নিরীহ	löjligt
নিরীহ	fånigt
নিরীহ	oskyldig
নিরীহ	oskyldigt
নিরীহ	oskyldiga
দুনিয়া	world
দুনিয়া	värld
দুনিয়া	världen
স্বেচ্ছাসেবী	frivilliga
স্বেচ্ছাসেবী	volontärer
স্বেচ্ছাসেবী	volontär
স্বেচ্ছাসেবী	volontär
স্বেচ্ছাসেবী	frivillig
ভেড়ার	lamm
সুস্বাদু	välsmakande
সুস্বাদু	gott
সুস্বাদু	utsökt
সুস্বাদু	läcker
ইনডোর	inomhus
ইনডোর	inomhus
ইরাকী	irakier
ইরাকী	irakiska
ইরাকী	irakisk
ইরাকী	irakier
মোবারক	mubarak
বর্মণ	burman
তুর্কমেনিস্তান	turkmenistan
ভারোত্তোলন	tyngdlyftning
ফিকহ	fiqh
শিকল	bojor
শিকল	koppel
শিকল	kedjor
শারীরিকভাবে	fysiskt
রিপন	ripon
বোল	bowl
বোল	bol
বিভ্রান্তি	förvirring
বিশ্লেষন	analytisk
বিশ্লেষন	analytiska
বিশ্লেষন	analytiskt
এক্সিকিউটিভ	executive
এক্সিকিউটিভ	verkställande
ভিউ	utsikt
ভিউ	vy
ভিউ	visa
বানু	banu
আর্ক	ark
আর্ক	arken
আর্ক	båge
আর্ক	arc
পোকার	poker
হুইল	hjul
হুইল	hjul
হুইল	kärra
হুইল	hjulen
লাগবে	behov
লাগবে	behöver
দেখেছেন	sett
দেখেছেন	sedd
দেখেছেন	sedda
দেখেছেন	tittat
দেখেছেন	tittade
দেখেছেন	bevakade
দেখেছেন	såg
বাড়ে	växer
ঈমান	tror
ঈমান	tro
খুচরা	detaljhandeln
খুচরা	detaljhandel
উইলি	willy
উইলি	wille
উইলি	willie
নানাভাবে	diversifierad
গণি	gani
ব্রীজ	bridge
ব্রীজ	bro
ব্রীজ	bron
ব্রীজ	brygga
ব্রীজ	bryggan
প্রিজম	prisma
ডালে	dale
মেগা	mega
প্রান্তবিন্দু	vertex
জুয়েল	juvel
জুয়েল	jewel
উদ্বেগ	oroar
উদ্বেগ	bekymmer
উদ্বেগ	betänkligheter
উদ্বেগ	farhågor
উদ্বেগ	ångest
উদ্বেগ	oro
উদ্বেগ	omtanke
সমাজকে	sällskapet
সমাজকে	samhälle
সমাজকে	samhället
নিঃশ্বাস	andedräkt
নিঃশ্বাস	andetag
গালে	kind
গালে	kinden
মানমন্দির	observatoriet
মানমন্দির	observatorium
সন্ধ্যার	afton
সন্ধ্যার	kvällen
সন্ধ্যার	kväll
সন্ধ্যার	kvälls
হেনরিক	henrik
প্যারাগুয়ে	paraguay
আইল	isle
রামোন	ramón
রামোন	ramon
নারদ	narada
বৈধতা	giltighet
কার্টুনিস্ট	serietecknare
দক্ষিণাঞ্চলীয়	sydlig
দক্ষিণাঞ্চলীয়	södra
রাজকন্যা	princess
রাজকন্যা	prinsessan
রাজকন্যা	prinsessa
ক্রুশ্চেভ	chrusjtjov
হান্টার	hunter
হান্টার	jägare
হ্যাকার	hacker
হ্যাকার	hackare
চক্ষু	eye
চক্ষু	ögon
চক্ষু	ögat
চক্ষু	öga
লজিক	logiken
লজিক	logiska
লজিক	logisk
লজিক	logiskt
লজিক	logik
হার্ভে	harvey
বহুবচন	plural
লক	lock
লক	lås
পাসওয়ার্ড	lösenord
পাসওয়ার্ড	lösenordet
পাসওয়ার্ড	lösenord
চুন	chun
নার্সিং	omvårdnad
নার্সিং	ammande
হাইব্রিড	hybrid
বার্ন	bern
নটর	notre
তাইপেই	taipei
নাগাল্যান্ড	nagaland
নর্তকী	dansare
নর্তকী	dansös
নর্তকী	dansare
নর্তকী	dansarna
ছোপ	nyans
তিব্বতীদের	tibetanerna
আলোকচিত্রী	fotograf
মাল্টা	malta
শপিং	shopping
মিথেন	metan
সংযুক্তি	bilagor
সংযুক্তি	bilaga
সংযুক্তি	bilagan
সংযুক্তি	fästen
সংযুক্তি	bilagor
টিস্যু	vävnad
অরোরা	aurora
পাওলো	paulo
গুং	gung
আলেপ্পো	aleppo
সন্ন্যাসীদের	munkarna
সন্ন্যাসীদের	munkar
