тунел	tunel
иновации	inovacija
иновации	inovacije
иновации	inovacija
топла	vruće
топла	vrelo
топла	zgodna
топла	topla
топла	topao
топла	tople
топла	toplo
заинтересиран	zainteresovani
заинтересиран	zainteresirani
заинтересиран	zainteresiran
заинтересиран	zainteresirana
спроведени	provedeno
спроведени	provedena
спроведени	proveden
корпорации	korporacija
корпорации	korporacije
соработувал	surađivao
спротивна	nasuprot
спротивна	suprotno
забави	zabave
забави	stranke
грло	grlo
бизниси	poduzeća
бизниси	tvrtke
теоретичар	teoretičar
жорж	georges
моќен	moćni
моќен	moćna
моќен	moćno
моќен	moćna
моќен	moćan
воспоставена	utvrđeno
воспоставена	uspostavljen
воспоставена	uspostavljena
воспоставена	osnovan
зими	zime
зими	winters
пилот	pilot
линколн	lincoln
линколн	lincolna
вируси	virusne
вируси	virusi
вируси	viruse
свесен	svjesni
свесен	svjestan
свесен	svjestan
свесен	svjesno
витез	vitez
витез	skakač
печатени	tiskana
осигура	osigurati
искористување	iskorištavanje
рајх	reich
додадена	dodao
додадена	dodali
семиња	sjemenke
семиња	sjeme
интервјуа	intervjue
интервјуа	intervjua
браната	brani
браната	brane
браната	brana
вагнер	wagnera
вагнер	wagner
рејчел	rachael
рејчел	rachel
рамна	stan
рамна	ravna
рамна	ravan
рамна	ravni
предвидено	predvidio
санчез	sanchez
санчез	sánchez
извршувањето	pogubljenje
извршувањето	izvršenje
извршувањето	smaknuće
декади	desetljeća
декади	desetljećima
забранети	zabranjena
забранети	zabranjeno
забранети	zabranjeni
забранети	zabranjen
забранети	zabranjena
забранети	zabranjeno
забранети	zabranjena
забранети	zabranjen
чудно	neugodno
чудно	čudno
чудно	čudno
чудно	čudno
писменост	pismenosti
џефри	geoffrey
џефри	jeffrey
пијалоци	pića
пијалоци	pije
пијалоци	piće
тактика	taktike
тактика	taktika
тактика	taktika
кастро	castro
одри	audrey
одри	odri
поплави	poplave
поплави	poplava
поплави	poplave
поплави	poplava
поплави	poplave
поплави	potop
поплави	poplava
поплави	poplavi
тринидад	trinidad
архиепископот	nadbiskupa
архиепископот	nadbiskup
извоз	izvoz
извоз	izvoz
благоевград	blagoevgrad
единбург	edinburghu
тесна	čvrsto
багдад	bagdadu
багдад	bagdad
доминираат	dominiraju
доминираат	dominirati
ката	kata
ката	podovi
ката	podove
аризона	arizona
масла	ulja
организирано	organiziran
организирано	organizirani
организирано	organizirano
организирано	organizirana
организирано	organizirane
класифицирани	povjerljivo
ривали	rivala
ривали	suparnici
советници	savjetnici
советници	savjetnici
советници	vijećnici
лажни	lažni
лажни	lažno
опозицијата	opozicija
опозицијата	oporbene
опозицијата	oporba
опозицијата	protivljenje
евентуално	eventualno
кук	kuhar
кук	cook
кук	kuhati
полк	pukovnije
полк	pukovnija
полк	puk
полк	polk
лоара	loire
просторија	soba
просторија	prostorija
моделите	uzorci
моделите	uzorke
соседи	susjedi
соседи	susjedi
струма	struma
неделно	tjedni
неделно	tjedno
дамаск	damasku
бруно	bruno
повторува	ponavlja
хал	hala
хал	hal
черепот	lubanja
черепот	lubanje
черепот	lubanju
паѓаат	pada
паѓаат	padaju
паѓаат	padam
паѓаат	padanje
плажи	plaze
плажи	plaže
таблички	tablice
таблички	tanjuri
делфин	delfin
делфин	dupin
делфин	dupina
делфин	delphine
одиграно	igrao
инструкции	instrukcije
инструкции	upute
инструкции	instrukcije
придонесуваат	doprinijeti
придонесуваат	doprinose
чувар	čuvaru
чувар	čuvar
чувар	skrbnik
чувар	čuvar
чувар	čuvar
подобрува	poboljšava
потешкотии	teškoća
потешкотии	teškoće
потешкотии	poteškoće
потешкотии	poteškoća
потешкотии	poteškoće
потешкотии	teškoće
нотација	notacija
сончева	solarni
судиите	suci
судиите	sudije
судиите	žiri
судиите	suce
пречка	zapreka
пречка	zapreka
пречка	prepreka
поинаков	drukčije
поинаков	drugačiji
поинаков	drugačija
поинаков	drugačije
клинички	klinički
клинички	klinički
именка	imenica
вообичаени	uobičajeno
купува	kupuje
измислени	izmišljeni
измислени	izmišljen
измислени	izmislio
измислени	izumio
измислени	izmišljeni
континентот	kontinentu
континентот	kontinent
континентот	kontinenta
ерп	earp
фан	ventilator
фан	obožavatelj
фан	navijač
фан	fan
синовите	sinove
синовите	sinovima
синовите	sinovi
алесандро	alessandro
еквивалент	ekvivalent
трчање	trčanje
комуницираат	komunicirati
означен	označena
означен	označeni
означен	označen
означен	označeno
роџерс	rogers
духовен	duhovna
духовен	duhovni
духовен	duhovne
духовен	duhovno
бенџамин	benjamin
арт	art
арт	umjetnost
рудник	moj
рудник	moja
рудник	moje
кажа	kaja
минимална	minimalno
минимална	minimum
минимална	minimalna
минимална	minimalno
минимална	minimalne
минимална	minimalni
минимална	minimalna
минимална	min
чаир	čair
реален	realni
реален	realno
реален	realna
реален	realan
чистење	čišćenje
самоил	samuel
елстер	elster
прованса	provansi
купувачот	kupac
купувачот	kupca
монарх	monarh
омилен	omiljena
омилен	najdraži
омилен	omiljeni
омилен	omiljeno
омилен	najdraže
омилен	omiljena
омилен	najdraži
омилен	omiljeni
омилен	omiljeno
одразува	odražava
пресврт	twist
хармонија	sklad
хармонија	harmonija
хармонија	harmony
хармонија	sloga
жил	jules
жил	gilles
портали	portali
едгар	edgare
едгар	edgar
обновено	oživio
обновено	obnovljena
обновено	obnovljen
обновено	vraćena
обновено	obnovljen
обновено	obnovljena
обновено	vraćeno
минг	ming
грејс	grace
грејс	milost
постол	peli
стрипови	stripove
стрипови	stripovi
заслуга	kreditna
заслуга	kredit
сајмон	simone
сајмон	simon
сајмон	simona
крие	skrivanje
сантјаго	santiago
губат	gubljenje
губат	gubi
губат	izgubi
губат	izgubiti
дијалог	dijalog
филипс	phillips
картер	carter
елементот	element
колумбо	columbus
колумбо	kolumbo
колумбо	columbo
тигри	tigrovi
тигри	tigrove
тигри	tigrova
самостоен	solo
добиен	dobivena
економии	gospodarstva
комедии	komedije
терористи	teroriste
терористи	teroristima
терористи	teroristi
парламентарни	parlamentarne
рој	roy
рој	roj
рој	roj
снабдување	opskrba
снабдување	zaliha
стебло	stablo
стебло	drvo
обвинети	optužen
обвинети	optužena
обвинети	optuženi
обвинети	optužio
обвинети	optuženici
обвинети	optužen
бот	bot
војводите	dukes
војводите	vojvode
цска	cska
сакајќи	želeći
феномени	fenomen
затвори	zatvori
затвори	zatvoreno
затвори	zatvorena
затвори	zatvoren
вакуум	vakuum
студентски	učenik
студентски	studentica
студентски	student
братучед	bratić
братучед	rodica
братучед	rođak
фасада	fasade
фасада	fasada
земјоделско	poljoprivredne
лазаров	lazarov
присуствуваат	prisustvuju
присуствуваат	prisustvovati
присуствуваат	prisustvuju
одигран	igrao
спротивност	nasuprot
спротивност	suprotno
продуценти	producenti
орлеанс	orleans
орлеанс	orleansa
орлеанс	orleansu
заминување	polazak
заминување	odlazak
мансфелд	mansfeld
миле	mile
миле	milja
фасо	faso
образовен	poučno
образовен	obrazovne
образовен	obrazovni
одделенија	odjelima
клас	razred
клас	klase
клас	klasa
сена	sena
сена	senna
сена	seine
полови	spol
непријателот	neprijatelj
непријателот	neprijatelja
повторување	ponavljanje
повторување	ponavljanje
повторување	ponovi
повторување	ponavljam
вотсон	watson
научи	naučiti
научи	naučite
научи	učite
научи	uči
научи	nauči
тропска	tropske
серверот	poslužitelj
серверот	server
релативна	rođak
релативна	relativno
томи	tomi
томи	tommy
развивањето	razvija
развивањето	razvoju
развивањето	razvijanje
карпите	olupine
процедури	procedura
процедури	procedure
духовни	duhovna
духовни	duhovni
духовни	duhovne
духовни	duhovno
безбедно	sigurno
безбедно	sef
безбедно	sigurna
постигнато	ostvaren
постигнато	postigao
постигнато	ostvaren
постигнато	postigao
намерата	namjera
намерата	namjera
намерата	namjere
преостанатите	preostali
преостанатите	preostala
преостанатите	preostalo
велосипеди	bicikli
велосипеди	bicikle
велосипеди	biciklima
велосипеди	bicikli
велосипеди	bicikle
уставна	ustavne
уставна	ustavno
уставна	ustavni
ископувања	iskapanje
ископувања	iskapanja
ископувања	iskapanja
ископувања	kopa
монастир	monastir
олга	olga
стандардно	uobičajeno
стандардно	zadani
стандардно	standardni
стандардно	standardno
стандардно	standardna
стандардно	standard
американец	američki
американец	american
американец	amerikanac
американец	američka
домаќини	domaćin
домаќини	domaćini
одлучено	odlučio
одлучено	odlučila
одлучено	odlučili
одлучено	odlučeno
контраст	kontrast
поен	rezultat
поен	ocjena
задачата	zadatak
дијагноза	dijagnoza
дијагноза	dijagnoze
данлоп	dunlop
лоренцо	lorenzo
топки	kuglice
топки	muda
топки	lopte
топки	loptice
тргување	trgovanje
мој	moj
мој	moja
мој	moje
испратена	poslana
испратена	poslano
туркменистан	turkmenistana
гледачите	gledatelji
гледачите	gledatelje
гледачите	gledatelja
гледачите	gledateljima
бизмарк	bismarck
регулира	regulira
регулира	regulirati
регистрација	registracija
регистрација	registraciju
регистрација	registracije
фатен	uhvaćen
фатен	uhvaćena
фатен	uhvaćeni
фатен	uhvaćena
фатен	uhvaćeni
фатен	zarobljen
фатен	zarobljeni
голдман	goldman
пожарот	blaze
хемичар	kemičar
хрватскиот	hrvatica
хрватскиот	hrvatski
хрватскиот	hrvatsko
горица	gorica
хелиум	helij
транзиција	prijelaz
најмал	najmanja
најмал	najmanji
несреќи	nesreće
несреќи	nezgode
несреќи	ruši
апарати	pomagalo
апарати	aparati
винчи	vinci
потешко	jače
потешко	teže
верниците	vjernici
верниците	vjerna
верниците	vjeran
верниците	vjerni
развојни	razvojni
царица	carice
царица	carica
издавачки	objavljivanje
духовна	duhovna
духовна	duhovni
духовна	duhovne
духовна	duhovno
организаторите	organizatori
организаторите	organizatori
балкан	balkan
балкан	balkanu
балкан	balkana
балкан	balkan
балкан	balkanski
балкан	balkanska
слог	slog
придавки	pridjeva
тенки	tanak
тенки	tanko
тенки	tanka
тенки	mršav
тенки	mršava
претворање	pretvaranje
топење	topi
топење	otopiti
странска	strani
странска	strano
глобална	globalno
другар	druže
другар	drug
другар	mate
другар	pal
другар	druze
непријателски	neprijateljsko
спорови	sporova
подароци	poklone
подароци	darova
подароци	darovi
подароци	pokloni
подароци	poklone
подароци	pokloni
подароци	darovi
подароци	darova
кривично	kriminalac
кривично	kazneno
трендови	trendove
комерцијална	komercijalne
комерцијална	komercijalni
комерцијална	reklama
јоханес	johannes
билки	bilje
билки	biljke
билки	bilje
билки	bilja
консензус	konsenzus
лизинг	leasing
семитски	semitski
буркина	burkine
соломон	solomon
тимор	timor
сликање	slikarstvo
сликање	slikanje
миграција	migracije
откуп	otkupnina
откуп	otkup
откуп	otkupninu
освојувања	osvajanja
освојувања	osvajanje
освојувања	osvajanja
металика	metallica
вулкански	vulkanske
вулкански	vulkanski
вулкански	vulkanska
вулкански	vulkan
вулкански	vulkanski
ферер	ferrer
пристаништа	dokovima
пристаништа	lukama
дебелината	pretilosti
дик	dick
дик	kurac
олимпик	olimpijski
олимпик	olympic
камерун	kamerun
нелсон	nelson
лозја	vinograda
карев	karev
кандидатите	kandidati
кандидатите	kandidatima
кандидатите	kandidate
одвоени	odvoji
одвоени	odvojeno
одвоени	odvojeni
одвоени	razdvoji
камата	kamate
камата	kamata
камата	zanimanje
камата	interes
ѓаволот	vrag
ѓаволот	đavo
поморска	pomorski
дипломатија	diplomacija
дипломатија	diplomacije
пабло	pablo
свирел	igrao
лесни	lagano
лесни	lako
склад	zalihu
единствени	jedinstvena
единствени	jedinstveni
единствени	jedinstveno
единствени	jedinstven
синатра	sinatra
вебер	weber
вебер	webber
деривати	derivata
бранител	branitelj
инспирирани	inspiriran
инспирирани	inspirirala
ураниум	uran
ураниум	urana
приврзаниците	poklonici
потешки	teži
потешки	teža
потешки	teže
фебруари	veljače
аматерски	amater
аматерски	amaterski
функционална	funkcioniranje
функционална	funkcionalan
ракети	rakete
ракети	projektili
ракети	rakete
штити	zaštiti
штити	štiti
штити	štiti
штити	štiti
емерсон	emerson
претходници	prethodnika
пустина	pustinja
хромозоми	kromosomi
основачи	osnivači
тесен	čvrsto
тесен	uski
тесен	uska
тесен	uske
тесен	usko
приватно	privatno
приватно	privatno
приватно	private
приватно	privatni
интересен	interesantno
интересен	zanimljivo
рагби	ragbi
коен	cohen
коен	cohn
показател	indikator
показател	pokazatelj
долгогодишен	dugogodišnji
кадри	okvire
кадри	kadri
систематски	sistematski
систематски	sustavno
систематски	sistematski
систематски	sustavno
цвеќиња	cvjetovi
цвеќиња	cvijeće
скарлет	scarlet
скарлет	scarlett
дефинитивно	definitivno
размер	skala
размер	obimu
размер	vaga
кратенка	prečac
марин	marin
стапките	stope
појаси	pojaseve
колинс	collins
мочуришта	močvare
ајдахо	idaho
земјоделска	poljoprivredne
земјоделска	poljoprivreda
земјоделска	uzgoj
централа	biljke
централа	biljka
централа	središnje
централа	centralno
централа	central
централа	središnja
централа	središnji
петровски	petrovski
советување	savjetovanje
советување	savjetovanje
трага	trag
трага	trag
трага	vodi
трага	olova
трага	olovo
дрес	uniforma
дрес	uniforme
дрес	odora
дрес	uniformu
сериски	serijski
албанска	albansko
албанска	albanski
албанска	albanska
зло	zlo
зло	zla
зло	pošast
микроскоп	mikroskopom
микроскоп	mikroskop
оператори	operateri
ракописот	rukopisa
ракописот	rukopis
датуми	datume
датуми	datumi
исчезнат	nedostaje
исчезнат	nestala
исчезнат	fali
исчезнат	nestao
исчезнат	nestati
сенегал	senegala
пинк	pink
пинк	ružičasta
пинк	roze
пинк	roza
запише	upisati
приоритет	prioritet
науру	nauru
заклетва	zakletvu
заклетва	zakletvom
заклетва	zakletva
хирургија	kirurgija
хирургија	operacija
бонд	obveznica
бонд	bond
ретка	rijetka
ретка	rijetki
ретка	rijetko
ретка	retko
ретка	rijetke
засолниште	sklonište
засолниште	zaklon
засолниште	utočište
засолниште	svetište
засолниште	utočište
определување	utvrđivanje
влашка	vlaške
реализам	realizam
арамејски	aramejski
бургенланд	burgenland
алфонсо	alfonso
преведување	prevođenje
преведување	prijevod
преведување	prevodi
уво	uho
уво	uhu
уво	uha
тесалија	tesaliju
седи	sadie
седи	sjedeći
седи	sjedenje
флеминг	flemming
флеминг	fleming
изложување	izlaganja
изложување	izloženosti
изложување	izloženost
изложување	izlaganje
калциум	kalcij
калциум	kalcija
тонови	tonova
римјани	rimljanima
римјани	rimljani
фреска	fresco
фреска	mural
проценки	procjene
марина	marina
марина	marini
марина	marine
марина	marinu
интелектуална	intelektualno
катастрофа	katastrofe
катастрофа	katastrofa
катастрофа	katastrofa
напаѓаат	napadaju
напаѓаат	napada
овозможувајќи	omogućavanje
наведените	iznad
тед	ted
индустрии	industries
индустрии	industrije
пери	peri
пери	perry
убави	predivno
убави	prelijepo
убави	lijepa
убави	prekrasna
убави	predivna
константинов	konstantinova
козјак	kozjak
терористите	teroriste
терористите	teroristima
терористите	teroristi
призна	priznao
заработка	profit
заработка	zarade
заработка	zarada
заработка	zarađivati
заработка	zarade
заработка	zarade
заработка	zarada
хем	hamm
хем	šunka
хем	ham
пиј	piće
версај	versailles
прост	prost
прост	prosta
оценување	procjenu
оценување	procjena
долини	doline
сузан	suzana
сузан	suzanne
сузан	susanne
сузан	suzan
сузан	susan
сели	sali
сели	sally
третини	trećine
монетарен	monetarne
мед	med
мед	dušo
јунак	junak
јунак	heroju
јунак	heroj
автобуси	autobuse
автобуси	autobusa
автобуси	autobusi
мексикански	meksička
мексикански	meksički
мексикански	meksikanac
изненадување	iznenađenje
миранда	miranda
патка	patak
патка	patka
патка	duck
ема	ema
ема	emma
застапеност	zastupljenost
хомер	homer
маја	majo
маја	maia
маја	maje
маја	majo
маја	maya
маја	maja
маја	maja
окленд	auckland
стипендија	stipendije
стипендија	stipendiju
стипендија	stipendija
маски	maske
екстремитети	udovi
екстремитети	udove
екстремитети	ekstremitetima
екстремитети	udovi
седми	sedmi
седми	sedmo
седми	sedma
формална	formalno
формална	formalni
часовници	satovi
часовници	satova
часовници	satovi
часовници	satova
часовници	satove
тркала	kotači
тркала	kotačima
бохемија	bohemiji
оптика	optika
магнетни	magnetska
магнетни	magnetski
магнетни	magnetsko
кантон	kantona
раководење	uprava
раководење	upravljanje
раководење	menadžment
случајна	slučajni
случајна	random
случајна	slučajna
случајна	nasumično
опиша	opisano
опиша	opisan
опиша	opisana
опиша	opisao
апсолутно	apsolutno
студена	hladna
студена	hladno
забранета	zabranjena
забранета	zabranjeno
забранета	zabranjeni
забранета	zabranjen
забранета	zabranjena
забранета	zabranjeno
забранета	zabranjena
забранета	zabranjen
афро	afro
доброволци	dobrovoljaca
доброволци	dobrovoljci
доброволци	volonteri
активист	aktivista
активист	aktivist
погубен	pogubljen
погубен	pogubljeni
погубен	izvršeno
терминологија	terminologiju
нуклеарно	nuklearni
нуклеарно	nuklearno
нуклеарно	nuklearna
вулкани	vulkana
данте	dante
управител	guverneru
управител	guverner
едвардс	edwards
братислава	bratislavi
кристоф	kristoff
кристоф	christophe
кристоф	christoph
практични	praktično
практични	praktičan
практични	praktične
практични	praktični
практични	praktična
глазгов	glasgow
истакнато	istaknuo
истакнато	prikazano
истакнато	izdvojene
референци	preporuke
референци	reference
кент	kenta
кент	kent
отпорност	izdržljivosti
отпорност	izdržljivost
отпорност	otpor
отпорност	otpornost
мајорка	mallorce
мајорка	mallorci
хејс	hays
хејс	hayes
невработеноста	nezaposlenosti
невработеноста	nezaposlenost
квалификува	kvalificirati
квалификува	kvalificira
илустрација	ilustracija
аферата	afera
аферата	afere
аферата	aferu
тесни	uski
тесни	uska
тесни	uske
тесни	usko
вртење	vrti
вртење	spin
вртење	okret
карактери	znakova
карактери	likovi
карактери	znakovi
љубомир	ljubomir
прстите	prste
прстите	prsti
моќна	moćno
моќна	moćna
моќна	moćan
белешка	napomena
белешка	bilješka
ниче	nietzsche
неуспешни	neuspješno
неуспешни	neuspješni
ганди	gandhi
предизвикан	izazvan
предизвикан	izazvao
бастон	bastogne
литературна	književni
долар	dolar
секстант	sekstant
тувалу	tuvalu
седница	sjednici
седница	sesija
седница	sjednica
пронаоѓање	pronalaženje
пронаоѓање	nalaženje
пронаоѓање	nalaz
пронаоѓање	pronalazak
задачите	zadaci
задачите	zadaće
задачите	zadatke
полицајци	policajci
полицајци	policajci
полицајци	časnici
полицајци	službenici
земање	uzimanje
земање	uzimajući
земање	uzimam
водеше	ran
водеше	trčao
водеше	vodio
комунист	komunističke
комунист	komunist
комунист	komunistički
комунист	komunisti
комунист	komunista
повика	nagoni
грубо	grubi
грубо	grubo
грубо	gruba
грубо	grub
анкара	ankara
анкара	ankari
анкара	ankare
мареј	murray
кривични	kriminalac
кривични	kazneno
хелен	helen
скендербег	skenderbeg
електро	elektro
повелба	povelje
крум	krum
добивањето	primanje
добивањето	primamo
генетика	genetika
достигнувајќи	postizanje
претходен	prethodni
претходен	prethodna
анимиран	animirani
инчи	inča
сребрена	srebro
сребрена	srebrni
сребрена	silver
таџикистан	tadžikistan
покровителство	okriljem
социјалистички	socijalista
социјалистички	socijalistička
социјалистички	socijalisti
рамо	rame
рекламирање	oglašavanje
рекламирање	oglašavanja
алјаска	aljaske
алјаска	aljaska
жлезда	žlijezda
жлезда	žlijezde
скорпија	škorpion
бактериите	bakterija
бактериите	bakterije
цвет	cvet
цвет	cvijeta
цвет	cvijet
селтик	keltski
премини	prijelaza
семјуел	samuel
демонстрации	demonstracija
демонстрации	demonstracije
демонстрации	demonstracije
демонстрации	prosvjedi
ахил	ahil
монаси	redovnici
сојузник	saveznika
сојузник	saveznik
сојузник	ally
дождови	kiše
дождови	pljusak
хардвер	hardver
несогласувања	nesuglasice
несогласувања	nesuglasica
несогласувања	neslaganja
факто	facto
штетни	štetne
штетни	štetno
штетни	štetno
ладење	hlađenja
ладење	hlađenje
остар	oštar
остар	oštri
остар	oštro
остар	oštra
остар	sharp
федерални	federalna
руралните	ruralnim
погребот	sprovod
погребот	pokop
погребот	sahrana
погребот	pogreb
пронајдоци	izumi
пронајдоци	izume
натприродни	natprirodno
натприродни	nadnaravno
моли	moli
моли	molly
мтв	mtv
покрив	šiber
покрив	krov
чудо	čudo
отсуството	izostanak
отсуството	odsutnost
отсуството	odsustvo
отсуството	odsutnosti
рајт	wright
матка	maternica
матка	maternicu
матка	maternica
матка	utrobe
матка	utroba
матка	matka
хрвати	hrvati
хрвати	hrvata
хрвати	hrvati
бунтовниците	pobunjenicima
бунтовниците	pobunjenici
топологија	topologija
сличност	sličnost
сличност	sličnosti
сличност	sličnost
влажни	vlažno
влажни	vlažna
влажни	vlaga
влажни	vlažno
влажни	vlažno
влажни	mokar
влажни	mokro
влажни	mokra
влажни	mokri
прецизност	preciznost
прецизност	precizno
прецизност	točnost
прецизност	preciznost
лама	lama
лама	ljama
автобиографија	autobiografija
муслиманско	muslimanski
муслиманско	muslimani
муслиманско	muslimana
муслиманско	musliman
лувр	louvre
шведскиот	švedski
страст	strast
страст	strasti
страст	žudnja
словачки	slovački
споредено	usporedio
величини	veličina
величини	veličine
муниција	municija
муниција	streljivo
муниција	municiju
муниција	municija
муниција	streljivo
муниција	municiju
надминат	premašiti
надминат	prevladati
надминат	nadvladati
зраците	zrake
професионалци	profesionalci
професионалци	profesionalci
функционални	funkcioniranje
функционални	funkcionalan
размножуваат	rađati
конфигурација	konfiguracija
дует	duet
првичните	inicijali
првичните	početni
територијални	teritorijalni
кораб	korab
бремена	trudna
бремена	trudnica
тирана	tirana
тирана	tirani
тирана	tirane
сериозен	ozbiljna
сериозен	ozbiljan
сериозен	ozbiljni
сериозен	ozbiljno
точките	tačke
точките	točke
точките	točkice
испит	ispit
хорор	užas
хорор	horor
зрелост	zrelosti
зрелост	zrelost
тенка	tanak
тенка	tanko
тенка	tanka
тенка	mršav
тенка	mršava
древни	drevni
древни	drevno
древни	drevna
рајнска	rajnski
хемијата	kemija
романтична	romantično
лео	lea
лео	leo
мулти	multi
мирно	mirno
мирно	mirno
мирно	mirna
цивили	civili
цивили	civile
планинарски	planinarskog
желби	želje
желби	željama
желби	zelje
желби	žudnje
желби	želje
утврден	utvrđeno
утврден	uspostavljen
утврден	uspostavljena
утврден	osnovan
мат	met
мат	matt
мат	mat
мат	mat
алтернативна	alternativni
алтернативна	alternativne
насилно	prisilno
насилно	nasilno
насилно	nasilna
насилно	nasilni
насилно	nasilan
насилно	nasilno
свињи	svinje
анимирани	animirani
корелација	korelacija
формација	formacija
формација	formiranje
опус	opus
ловец	lovac
ловец	hunter
екрани	ekranima
потсдам	potsdamu
длабок	duboka
длабок	duboko
земјотреси	potresi
земјотреси	potresi
земјотреси	potresa
покривот	krov
интересна	interesantno
интересна	zanimljivo
сочувани	očuvana
виолина	violina
виолина	violinu
пресуда	uvjerenje
пресуда	osuda
пресуда	kaznu
пресуда	presuda
пресуда	rečenica
пресуда	kazna
пресуда	presuda
пресуда	presudu
пресуда	vladajuća
пресуда	vladanje
пресуда	presuda
даб	dub
даб	hrast
даб	oak
даб	hrasta
дизајнирана	dizajnirana
дизајнирана	dizajnirani
дизајнирана	osmišljen
дизајнирана	dizajniran
дизајнирана	dizajnirao
мајер	meier
мајер	mayer
мајер	meyer
пишан	napisano
пишан	zapisano
пишан	napisao
пишан	napisana
пишан	pisani
пишан	pisano
чума	kuge
чума	kuga
вокер	walker
регистар	registar
регистар	registrirati
регистар	registar
проширен	proširio
готфрид	gottfried
универзална	univerzalni
присуствува	pohađa
присуствува	prisustvovati
присуствува	prisustvuju
фраза	fraza
обезбедени	osigurano
обезбедени	osiguran
обезбедени	osigurani
делегат	delegat
фото	fotografiju
фото	foto
фото	fotografija
фото	slika
грим	grimm
грим	grim
емилија	emilia
емилија	emilie
машко	muško
машко	mužjak
машко	muškarac
машко	muški
куполи	kupole
перси	percy
противниците	protivnici
трон	prijestolje
трон	tron
трон	tron
трон	trona
никарагва	nikaragvi
ликвидност	likvidnost
покажувајќи	pokazivanje
покажувајќи	prikazivanje
руанда	ruandi
благодарност	zahvalnosti
благодарност	zahvalnost
благодарност	zahvalnost
гласини	glasine
гласини	glasine
гласини	glasina
гласини	glasine
терени	tečajeve
терени	teren
даноците	porezi
даноците	poreze
даноците	porez
мапа	karta
мапа	mapa
мапа	kartu
мапа	mapu
масакр	masakr
масакр	pokolj
санто	santo
голи	goli
голи	gol
голи	gola
голи	golu
голи	golo
васко	vasco
васко	vasko
поединец	pojedinac
формални	formalno
формални	formalni
бизнисмен	biznismen
старт	pocetak
старт	početak
плутон	pluton
персијците	perzijanci
духовно	duhovna
духовно	duhovni
духовно	duhovne
духовно	duhovno
духовно	duhovno
плочки	pločica
плочки	pločice
плочки	pločice
оро	oro
укинување	ukidanje
укинување	dizanje
укинување	ukinuti
маите	maje
творец	tvorac
творец	stvoritelj
творец	stvoritelja
дука	doukas
реге	reggae
одбиен	odbijeno
одбиен	odbačeno
одбиен	odbijen
одбиен	odbačen
одбиен	odbijena
одбиен	odbijeno
одбиен	odbijen
фотограф	fotografa
фотограф	fotograf
полноќ	ponoć
полноќ	ponoći
асен	asen
сомалија	somaliji
примарен	primarno
примарен	primarna
примарен	primarni
покривање	pokrivenost
алгоритам	algoritam
вдовица	udovica
иселеници	iseljenici
иселеници	useljenicima
преведува	prevođenje
преведува	prevodi
преведува	prevodi
ефективно	učinkovito
навики	navike
галерии	galerije
контроверзии	kontroverze
филипини	filipini
китови	kitovi
китови	kitove
тренери	treneri
бошњаци	bosanci
бошњаци	bošnjaka
месје	messier
напредни	napredne
напредни	napredno
напредни	napredni
напредни	napredna
фергусон	ferguson
партиски	tulum
партиски	zabava
партиски	stranka
партиски	party
партиски	partizan
новак	novak
новак	novaka
јудаизмот	judaizam
магдебург	magdeburgu
потпишување	potpisujem
потпишување	potpisivanje
галаксијата	galaksije
галаксијата	galaksiji
галаксијата	galaksija
галаксијата	galaxy
галаксијата	galaksiju
дива	divlja
дива	divlji
дива	divlje
дива	dive
дива	diva
реклама	komercijalne
реклама	komercijalni
реклама	reklama
маркус	marcus
маркус	marko
маркус	markus
пензиски	mirovina
пензиски	mirovinu
пензиски	mirovine
логор	logor
логор	kamp
логор	camp
описи	opise
описи	opisi
фрајбург	freiburgu
еднорог	jednorog
еднорог	jednoroga
ерменски	armenski
риболов	pecanje
риболов	ribolov
риболов	peca
лестер	lester
лестер	leicester
раствор	otapalo
раствор	rješenje
андреас	andreas
примаат	primi
примаат	primite
разгледување	pregledavanja
разгледување	razgledavanje
ментално	mentalni
ментално	mentalno
ментално	mentalna
ментално	mentalno
ментално	psihički
претставуваше	predstavljali
претставуваше	predstavljao
прифаќањето	prihvaćanje
атлас	atlas
кандидатот	kandidatkinja
кандидатот	kandidat
мадона	madonna
мон	mont
мон	mon
летаат	leti
летаат	fly
летаат	poleti
летаат	muha
роналд	ronald
роналд	ronalda
унгарците	mađari
шерлок	sherlock
кувајт	kuvajt
работилници	radionice
грег	greg
грег	gregg
вујко	tetak
вујко	ujak
додаден	dodao
додаден	dodali
затворање	zatvaranje
затворање	zatvaranje
отпуштен	otpušten
отпуштен	otpušten
дерби	derby
дерби	derbi
болтон	bolton
мешаат	mix
мешаат	miks
пелопонез	peloponezu
прекината	prekinuta
прекината	prekinut
прекината	prekinuo
прекината	prekinuto
синан	sinan
мирен	mirno
мирен	mirna
баталјон	bojna
баталјон	bataljun
баталјон	bataljon
рик	rick
рик	ric
индијанец	indijanac
индијанец	indijski
индијанец	indijanci
индијанец	indijska
ридовите	brda
ридовите	hills
одземање	napadaj
карневал	karneval
карневал	karnevala
танцување	plesanje
танцување	ples
пан	pana
пан	pan
интелектуалци	intelektualci
литри	galon
литри	litara
литри	litre
литри	litara
литри	litara
литри	galona
мислата	misao
мислата	mislio
полувреме	poluvremena
полувреме	poluvrijeme
протерани	izbačen
протерани	protjeran
протерани	prognan
кемпбел	campbell
кемпбел	kimble
толеранција	tolerancije
