rob	rob
prevención	megelőzése
descubierta	felfedezte
descubierta	felfedezett
descubierta	foltos
solares	telkek
solares	napenergia
progresivo	fokozatos
progresivo	haladó
progresivo	progresszív
estudia	vizsgálat
estudia	tanulmányok
estudia	tanulás
estudia	tanulmány
paloma	galamb
paloma	galamb
paloma	paloma
ira	harag
ira	düh
ira	harag
ira	dühöt
ira	haragot
atractivo	vonzerejét
atractivo	vonzalom
atractivo	vonzó
atractivo	fellebbezési
atractivo	fellebbezés
atractivo	ellenvetés
volar	repülni
volar	repülés
volar	repül
volar	repülj
volar	repül
volar	repülés
volar	repülő
recta	egyenesen
recta	egyenes
entregado	szállított
entregado	leszállított
entregado	leadott
etiopía	etiópia
etiopía	etióp
dick	fasz
dick	dick
dick	farok
jefferson	jefferson
celeste	celeste
celeste	mennyei
palermo	palermo
asientos	ülések
asientos	ülés
dominios	tartományok
dominios	domain
dominios	tartomány
falsa	hamis
falsa	hamisítvány
falsa	mű
falsa	kamu
falsa	hamis
tribunales	törvényszékek
tribunales	bíróság
tribunales	udvar
tribunales	court
tribunales	számvevőszék
tribunales	bíróságok
bond	kötés
bond	kötvény
bond	kötelék
bond	bond
cerdo	sertéshús
cerdo	sertés
cerdo	disznó
cerdo	sertés
cerdo	disznó
cerdo	sertés
cerdo	malac
dorsal	háti
blood	vér
blood	véres
blood	blood
danés	dán
danés	dane
danés	dán
cajas	dobozok
cajas	dobozokat
cajas	ládák
ring	gyűrűt
ring	gyűrűvel
ring	ring
ring	gyűrű
ring	gyűrűs
fiebre	lázas
fiebre	láz
geometría	geometria
geometría	geometria
geometría	geometriai
pink	pink
pink	rózsaszín
pink	rózsaszínű
doblaje	szinkronizálás
hoteles	szálloda
hoteles	hotel
hoteles	hotelek
hoteles	szállások
hoteles	szállodák
hoteles	szállás
blas	bert
blas	blas
bull	bull
bull	bika
ayala	ayala
derrotas	vereség
derrotas	legyőzni
macizo	tömör
macizo	szilárd
sacramento	sacramento
sacramento	szentség
neil	neil
documentales	dokumentumfilm
documentales	dokumentumfilmeket
libia	líbiai
libia	líbia
libia	líbia
canciller	kancellár
collins	collins
aldeas	falvak
silvia	sylvia
silvia	sylvie
inmaculada	hibátlan
inmaculada	makulátlan
conjuntamente	közösen
potente	erőteljes
potente	erős
desafío	kihívás
determinados	bizonyos
soberano	szuverén
emi	emi
normandía	normandie
normandía	normandia
temporalmente	ideiglenesen
temporalmente	átmenetileg
temporalmente	ideiglenesen
temporalmente	ideiglenes
temporalmente	átmeneti
ánimo	hangulatban
ánimo	hangulat
divina	isteni
ilustres	jeles
acusaciones	díjak
acusaciones	vádemelés
acusaciones	vádak
acusaciones	vád
acusaciones	vádemelés
acusaciones	állítások
acusaciones	állításokat
acusaciones	vádak
sudoeste	délnyugat
sudoeste	délnyugat
prieto	prieto
oso	medve
oso	bear
oso	mackó
oso	maci
cruzada	keresztes
cruzada	hadjárat
teruel	teruel
nat	nat
mostrado	megjelenített
via	via
camp	camp
camp	tábor
levante	levant
levante	levante
reunir	gyülekező
reunir	gyülekező
aproximación	megközelítése
aproximación	megközelítés
mirada	pillantás
mirada	tekintet
mirada	tekintete
mirada	nézd
sri	srí
poblados	falvak
plumas	tollak
plumas	toll
plumas	tollak
plumas	toll
consideración	megfontolás
consideración	figyelembe
cerrar	szoros
cerrar	közel
cerrar	bezárása
cerrar	közeli
cerrar	záró
cerrar	zárás
cerrar	zárom
molino	szélmalom
molino	mill
molino	malom
tronco	napló
tronco	log
cuarteto	kvartett
nativo	bennszülött
nativo	őslakos
nativo	őshonos
nativo	bennszülöttek
cook	cook
cook	főzni
cook	főz
cook	szakács
cook	főzés
eeuu	usa
marquesa	márkiné
reducida	csökkent
reducida	csökkentett
anatomía	anatómia
monstruo	szörnyeteg
monstruo	szörny
escribiendo	gépelni
escribiendo	írással
escribiendo	írás
escribiendo	írása
dedos	ujjak
dedos	ujj
dedos	uj
pasaje	jegyet
pasaje	jegy
pasaje	átjáró
denis	denis
anunciado	bejelentette
anunciado	bejelentett
anunciado	meghirdetett
anunciado	hirdetett
anunciado	meghirdetett
mató	megölt
mató	megölte
futbol	foci
futbol	futball
futbol	foci
futbol	football
futbol	futball
vitoria	vitoria
estonia	észt
estonia	észtország
estonia	észtországban
bacterias	baktériumok
bacterias	baktérium
ortodoxa	ortodox
extendido	széleskörű
extendido	meghosszabbított
extendido	kiterjesztett
extendido	kibővített
ilegal	jogellenes
ilegal	illegális
ilegal	jogellenes
ilegal	törvénytelen
apóstol	apostol
ejecutado	kivégezték
intentando	próbálom
escocés	skót
escocés	skótok
escocés	scotch
escocés	whisky
escocés	skót
crecer	növekszik
crecer	növekvő
sismo	földrengés
sismo	földrengés
luchas	harcok
luchas	harcol
luchas	küzd
helena	helena
helena	helen
trasera	hátsó
apreciar	értékelni
recuperó	visszanyerte
conducido	hajtott
conducido	vezérelt
gabriela	gabriella
gabriela	gabriela
radios	rádió
radios	rádiós
radios	radio
radios	rádiók
coordinador	koordinátor
miércoles	szerdán
miércoles	szerda
poseer	birtokolni
terrorismo	terror
terrorismo	rettegés
terrorismo	rémület
terrorismo	terrorizmus
terrorismo	terrorista
terrorismo	terroristák
linares	linares
side	oldalra
side	oldalam
side	side
poderosa	erőteljes
poderosa	erős
precipitaciones	csapadék
precipitaciones	csapadék
capturar	elfogni
niega	tagadja
defecto	alapértelmezés
defecto	alapértelmezett
marcada	jelölt
marcada	megjelöltek
marcada	megjelölt
marcada	megjelölve
sud	sud
viajeros	utazók
viajeros	utazók
viajeros	utasok
sobrevivir	túlélni
sobrevivir	túlélés
sobrevivir	túlélő
sobrevivir	túlélni
sobrevivir	túlélés
ferrari	ferrari
experimento	kísérlet
escasos	gyér
adolescentes	tinédzser
adolescentes	tini
adolescentes	tinédzser
adolescentes	tizenéves
adolescentes	tini
adolescentes	kamasz
adolescentes	serdülő
adolescentes	kamasz
adolescentes	tinik
adolescentes	tinédzserek
adolescentes	tinik
adolescentes	tinédzserek
adolescentes	tizenéves
adolescentes	serdülők
confirmado	megerősített
confirmado	megerősítve
confirmado	megerősítette
confirmado	igazolt
habituales	megrögzött
habituales	szokásos
brooklyn	brooklyn
brooklyn	brooklynban
brooklyn	brooklyni
comunica	kommunikál
impedir	megelőzni
impedir	megelőzése
impedir	akadályozzák
lienzo	vászon
ascendió	felemelkedett
taekwondo	taekwondo
solidaridad	szolidaritás
gard	gard
evans	evans
accesible	elérhető
accesible	hozzáférhető
accesible	megközelíthető
accesible	érhető
accesible	megfizethető
aporte	beviteli
aporte	bevitel
aporte	bemeneti
aporte	járulék
aporte	hozzájárulás
georg	georg
aproximada	megközelítőleg
aproximada	hozzávetőleges
aproximada	hozzávetőlegesen
certificados	tanúsítványok
certificados	igazolások
certificados	bizonyítványok
certificados	hitelesített
certificados	minősített
certificados	tanúsított
certificados	igazolt
castigo	büntetés
complejidad	összetettsége
renacentista	reneszánsz
adrián	adrian
head	fejet
head	fej
head	fejét
nordeste	északkelet
gallo	fasz
gallo	farok
gallo	kakas
gallo	gallo
gallo	kakas
ivan	ivan
ivan	iván
matthew	matthew
matthew	máté
parlamentarias	parlamenti
salomón	salomon
salomón	salamon
salomón	solomon
nbc	nbc
exportación	export
exportación	kivitel
exportación	exportálni
exportación	export
exportación	kivitel
exportación	kiviteli
colectiva	kollektív
susana	susannah
susana	susana
susana	suzanne
susana	susanna
susana	susant
susana	susan
hambre	éhínség
hambre	éhezés
hambre	éhes
hambre	éhínség
hambre	éhezés
hambre	éhség
residuos	pazarlás
residuos	hulladék
residuos	hulladékok
residuos	maradékok
residuos	hulladékok
residuos	hulladék
socialismo	szocializmus
directorio	könyvtár
directorio	könyvtárban
square	square
square	szögletes
square	négyzetes
square	tér
square	négyzet
leones	oroszlán
leones	oroszlánok
amy	amy
prohibición	tilalom
prohibición	tilalom
prohibición	tilalmak
autovía	főút
autovía	országút
autovía	autópálya
notablemente	nevezetesen
notablemente	észrevehetően
dean	dean
dean	dékán
leonor	eleanor
leonor	leonor
irregular	egyenetlen
irregular	egyenlőtlen
irregular	szabálytalan
irregular	rendhagyó
escudos	pajzsok
escudos	pajzsokat
escudos	pajzs
operar	működési
films	filmek
films	filmeket
terapia	kezelés
terapia	terápia
instalado	telepítve
instalado	beépített
instalado	telepített
famosas	híres
famosas	híresség
fallo	meghibásodás
fallo	bukás
fallo	kudarc
barro	iszap
barro	sár
barro	agyag
barro	clay
banca	pad
banca	padon
banca	bankár
banca	bank
únicas	egyedülálló
únicas	páratlan
únicas	egyedi
acompañada	kísérte
luchadores	birkózók
luchadores	harcosok
luchadores	vadászok
stuttgart	stuttgart
edificación	épület
riesgos	veszélyeket
riesgos	veszélyek
riesgos	kockázatok
riesgos	kockázat
riesgos	kockázat
riesgos	kockázatos
eco	visszhang
eco	echo
acosta	acosta
never	sosem
never	soha
apellidos	vezetéknév
polaca	lengyel
class	óra
class	osztály
presentadora	műsorvezető
comisario	seriff
comisario	komisszár
comisario	felügyelő
comisario	ellenőr
comisario	marsall
decenas	tízes
decenas	tucatnyi
campana	csengő
campana	bell
campana	harang
pib	gdp
rivalidad	rivalizálás
húmedo	nedves
húmedo	nyirkos
húmedo	párás
húmedo	vizes
húmedo	nedves
embajadores	nagykövetek
hospitales	kórházi
hospitales	kórház
hospitales	kórházak
hospitales	kórházakban
astronomía	csillagászat
astronomía	csillagászati
leal	hű
leal	lojális
leal	hűségesek
leal	hűséges
terroristas	terrorista
terroristas	terroristák
terroristas	terroristák
visuales	vizuális
establecimientos	létesítmények
recopilación	válogatás
recopilación	összeállítás
guido	guido
comisiones	bizottságok
comisiones	jutalék
comisiones	bizottságok
detención	letartóztatás
detención	őrizet
detención	büntetés
algoritmo	algoritmust
algoritmo	algoritmus
inversiones	beruházás
inversiones	befektetés
inversiones	befektetések
inversiones	beruházások
inversiones	beruházás
inversiones	beruházások
inversiones	befektetések
inversiones	befektetés
inversiones	befektetési
criaturas	teremtmények
criaturas	lények
lloyd	lloyd
mercancías	árucikkek
mercancías	áruk
mercancías	javak
mercancías	áru
mercancías	árucikkek
mercancías	árucikk
mercancías	áruk
mercancías	rakomány
mercancías	árut
mercancías	áru
construye	építi
construye	épít
construye	építsünk
construye	építeni
ten	tíz
jennifer	jennifer
agregar	hozzáadás
agregar	hozzáadása
marinas	tengerész
marinas	tengeri
marinas	tengerészgyalogos
tela	szövetek
tela	szövet
ataca	támadások
ataca	támad
ataca	támadásokat
ataca	támadás
lorca	lorca
serra	serra
refugiados	menekült
refugiados	menekültek
marcel	marcel
dylan	dylan
harold	harold
énfasis	hangsúly
énfasis	hangsúlyt
combinado	együttesen
combinado	együttes
combinado	kombinált
revisar	felülvizsgálat
revisar	kritika
brothers	testvérek
potter	potter
circo	cirque
circo	cirkusz
circo	cirkuszban
robo	lopás
robo	robo
robo	rablás
robo	betörést
robo	betörés
robo	lop
robo	lopni
robo	ellopni
vecina	szomszédom
vecina	szomszéd
vecina	szomszédom
vecina	szomszédok
vecina	szomszéd
modificado	módosult
modificado	átalakított
modificado	módosított
modificado	módosítva
radial	radiális
angola	angola
contactos	kapcsolatfelvétel
contactos	kapcsolattartó
contactos	kontakt
contactos	érintkezés
contactos	kapcsolat
contactos	kapcsolatba
contactos	kapcsolattartás
contactos	kapcsolatok
conservado	megtartott
conservado	tartósított
conservado	megőrizte
exploradores	felderítők
exploradores	cserkészek
hudson	hudson
pampa	pampák
flauta	fuvola
hormigón	beton
hormigón	konkrét
pinto	pinto
jugaron	játszott
jugaron	játszottam
odio	gyűlölet
odio	utálom
odio	gyűlölet
cauca	cauca
nocturno	éjszakai
nocturno	éjjeli
nocturno	éj
nocturno	este
nocturno	éjjel
nocturno	éjszaka
celta	kelta
celta	kelták
consultas	konzultációk
consultas	konzultáció
consultas	konzultációk
consultas	konzultáció
consultas	egyeztetés
consultas	lekérdezések
consultas	vizsgálatok
consultas	érdeklődni
comprobar	csekk
comprobar	csekket
comprobar	ellenőrzés
prosa	próza
radicales	radikálisok
radicales	radikális
condena	elítélése
condena	elítéli
connecticut	connecticut
discípulo	tanítvány
saboya	savoy
juzgado	bíróság
juzgado	udvar
juzgado	court
juzgado	számvevőszék
religiones	vallások
religiones	vallás
lealtad	hűség
compañera	szobatársa
compañera	lakótársa
compañera	társ
compañera	társa
morris	morris
paolo	paolo
start	start
start	kezdés
start	kezdeni
funcional	funkcionális
funcional	működőképes
guevara	guevara
compostela	compostela
disparos	lövések
disparos	lövéseket
disparos	lövések
disparos	feles
disparos	lövés
disparos	lövöldözés
disparos	lő
disparos	lövés
disparos	forgatás
disparos	lövések
cayo	gaius
cayo	cay
melbourne	melbourne
máscara	maszk
máscara	maszkot
activista	aktivista
michelle	michelle
galardonado	megítélt
galardonado	odaítélt
avanzar	előleg
avanzar	előre
puro	puszta
puro	szivart
puro	szivar
puro	tisztán
puro	tiszta
tomas	tomas
tomas	thomas
tomas	tamás
tomas	lövések
tomas	feles
tomas	lövés
separada	külön
separada	különálló
separada	elkülönített
separada	külön
comprensión	megértés
comprensión	egyetértés
comprensión	megértő
comprensión	megértést
blake	blake
mónaco	monaco
medicinales	gyógyászati
distinguir	megkülönböztető
distinguir	különbséget
compleja	összetett
compleja	komplex
ontario	ontario
trilogía	trilógia
concejal	tanácsos
concejal	tanácsnok
concejal	tanácsos
concejal	tanácsos
chocolate	csoki
chocolate	csokoládé
terminada	elkészült
terminada	befejezett
terminada	kész
tumbas	graves
conservar	megőrzése
conservar	megőrizni
berkeley	berkeley
inmediata	azonnali
riego	öntözés
jacobo	jacob
jacobo	james
jacobo	jakab
piernas	lábát
piernas	lábak
piernas	lábai
piernas	láb
piernas	lábakat
típicamente	általában
típicamente	jellemzően
típicamente	tipikusan
dramático	dráma
dramático	drama
dramático	drámai
músculo	izmok
músculo	izom
músculo	izmok
músculo	izom
sul	sul
atleta	atléta
atleta	sportoló
val	val
bonus	prémium
bonus	bónusz
croata	horvát
perdón	sajnálom
paquete	csomag
paquete	csomagolás
paquete	csomagot
paquete	csomagban
paquete	köteg
paquete	falka
paquete	csomagolás
paquete	csomag
paquete	pack
públicamente	nyilvánosan
busto	rajtaütés
desconocida	ismeretlenek
desconocida	ismeretlen
especialistas	szakértők
especialistas	szakemberek
especialistas	szakember
especialistas	specialista
opuesto	szemben
opuesto	ellentétes
mono	mono
mono	majom
trastornos	rendellenességek
afectados	érintett
afectados	érintettek
rehabilitación	rehab
rehabilitación	rehabilitáció
rehabilitación	rehabilitáció
rehabilitación	rehabilitációs
revelación	jelenések
revelación	közzététel
aluminio	alumínium
aluminio	alumínium
satélites	műholdak
satélites	műholdas
satélites	műhold
zero	nulla
zero	zéró
zero	zero
infección	fertőzések
infección	fertőzés
infección	fertőzések
infección	fertőzés
navales	haditengerészeti
navales	tengerészeti
largometraje	funkció
noveno	kilencedik
mezquita	mecset
kurt	kurt
contratos	szerződések
guardias	őrök
definida	meghatározott
definida	meghatározva
regente	régens
terrorista	terrorista
terrorista	terroristák
terrorista	terroristák
desarrollando	fejlődő
desarrollando	fejlesztése
superficial	felszínes
superficial	felületes
superficial	sekélyes
superficial	felszínes
superficial	sekély
superficial	felszín
superficial	felület
superficial	felszíni
hardware	hardver
abundancia	bőséges
abundancia	bőség
abundancia	rengeteg
procesamiento	feldolgozás
resultando	eredő
resultando	létrejövő
marfil	elefántcsont
test	vizsgálati
test	vizsgálat
test	próba
test	teszt
redactor	szerkesztője
redactor	szerkesztő
gaspar	kaspar
gaspar	caspar
conspiración	összeesküvés
institut	institut
estratégica	stratégiai
secundarias	középfokú
secundarias	másodlagos
verbo	ige
verbo	igét
excelencia	kiválóság
funcionario	hivatalos
funcionario	tisztviselő
explorador	cserkész
explorador	felderítő
explorador	felfedező
explorador	böngésző
cumpleaños	születésnap
cumpleaños	szülinapi
cumpleaños	szülinapot
cumpleaños	születésnapi
kate	kate
útiles	hasznos
útiles	segítőkész
útiles	hasznos
mixto	koedukált
mixto	kevert
mixto	vegyes
mixto	keverve
interino	időközi
melodía	dallam
melodía	melody
melodía	dallam
melodía	dallamot
estimación	becsült
estimación	becslés
estimación	becslési
estimación	becslés
estimación	becsült
luigi	luigi
albania	albánia
area	terület
area	környék
estrechamente	szorosan
comunicado	nyilatkozat
comunicado	nyilatkozata
comunicado	kimutatás
comunicado	állítás
comunicado	kijelentés
dieciséis	tizenhat
ucraniano	ukrán
ucraniano	ukrajnai
detenidos	fogvatartottak
detenidos	letartóztatott
detenidos	letartóztatták
detenidos	őrizetbe
seúl	szöul
seúl	szöulban
conversaciones	beszélgetések
conversaciones	beszél
percepción	felfogás
percepción	érzékelés
percepción	felfogás
fijo	rögzített
fijo	fix
fijo	rögzítve
subespecies	alfaj
descripciones	leírások
fundar	alapító
cuadrada	square
cuadrada	szögletes
cuadrada	négyzetes
cuadrada	tér
cuadrada	négyzet
full	full
full	teljes
excavaciones	ásatás
excavaciones	ásatások
wii	wii
pila	akkumulátor
pila	elem
pila	elemmel
pila	kupac
pila	halom
pila	stack
regularmente	rendszeresen
caos	káosz
módulo	modul
eslovenia	szlovénia
eslovenia	szlovén
turcos	törökök
turcos	török
sedes	főhadiszállás
sedes	székhely
sedes	helyszínek
garganta	torka
garganta	torok
garganta	torkát
garganta	szurdok
eficiencia	hatékonyság
prohibido	tilos
prohibido	tiltott
prohibido	tilos
prohibido	tiltott
prohibido	tiltott
noruego	norvégia
noruego	norvég
consistente	következetesen
consistente	következetes
rítmica	ritmikus
rítmica	ritmus
dulces	cukorkát
dulces	édesség
dulces	cukor
dulces	cukorka
dulces	édesség
dulces	candy
dulces	édesek
dulces	édes
permanencia	állandóság
watson	watson
cantó	sang
cantó	énekelt
cantó	énekeltem
euskera	baszk
anglo	anglo
historietas	képregények
historietas	képregény
historietas	képregényeket
philadelphia	philadelphiában
philadelphia	philadelphia
philadelphia	philadelphiai
grueso	ömlesztett
grueso	sűrű
grueso	vastag
exceso	többlet
obtención	megszerzése
triángulo	háromszög
bart	bart
clero	papság
habsburgo	habsburg
relativo	relatív
relativo	viszonylagos
relativo	rokon
cama	ágynemű
cama	ágyban
cama	ágyat
cama	ágy
eficaz	hatékony
eficaz	hatékonyan
eficaz	eredményes
eficaz	hatékony
eficaz	hatásos
eficaz	effektív
eficaz	eredményes
comenta	hozzászólás
comenta	megjegyzés
comenta	megjegyzések
comenta	hozzászólás
comenta	megjegyzés
comenta	hozzászólások
comenta	észrevételek
terminando	befejezés
terminando	befejezése
terminando	befejezés
piedad	szánalom
piedad	irgalom
piedad	kegyelem
piedad	mercy
camilo	camilo
ram	kos
ram	ram
realismo	realizmus
espinosa	tüskés
espinosa	espinosa
subespecie	alfaj
conversación	társalgás
conversación	beszélgetés
conversación	beszélgetést
dante	dante
pionero	úttörő
clasificar	kategorizálni
clasificar	osztályozza
emisoras	műsorszolgáltatók
emisoras	állomások
espinas	tövisek
espinas	tüske
espinas	thorn
espinas	tüske
cretácico	kréta
ted	ted
habitaciones	helyiségek
habitaciones	szoba
habitaciones	szobákban
habitaciones	szobák
myspace	myspace
ambientales	környezetvédelmi
ambientales	környezet
ambientales	környezeti
arbustos	bokor
arbustos	bokrok
arbustos	bokrok
arbustos	bokor
aeropuertos	reptér
aeropuertos	repülőtér
aeropuertos	repülőterek
urbanización	urbanizáció
mencionados	említett
adjunto	helyettes
adjunto	megbízott
adjunto	csatolt
adjunto	csatolva
adjunto	függelék
supervivencia	túlélés
cómics	képregények
cómics	képregény
cómics	képregényeket
pistola	pisztoly
pistola	fegyver
pistola	pisztoly
ascensión	felemelkedés
ascensión	emelkedést
cover	fedezze
cover	címlap
cover	fedezni
cover	fedő
cover	borító
constancia	állhatatosság
constancia	constance
constancia	kitartás
dennis	dennis
migración	vándorló
migración	áttérés
migración	átállás
migración	bevándorlás
migración	migráció
editora	szerkesztője
editora	szerkesztő
hunter	hunter
hunter	vadász
box	box
box	rovat
box	láda
box	doboz
noventa	kilencven
conveniente	kényelmes
ola	ola
ola	hullám
ilustre	jeles
martha	martha
adición	hozzáadás
adición	kiegészítés
adición	függelék
dialecto	dialektus
gramática	nyelvtan
limpieza	tisztaság
limpieza	tisztítás
limpieza	takarítás
limpieza	tiszta
limpieza	clean
limpieza	takarítás
explorer	felfedező
marcar	mark
oceanía	óceánia
cáucaso	kaukázusi
cáucaso	kaukázusi
solicitar	megkeresés
solicitar	kérésére
solicitar	kérésre
solicitar	kérés
solicitar	kérelem
after	után
after	after
after	miután
after	utána
wang	wang
revolucionaria	forradalmi
enamorado	szerető
policías	zsaruk
policías	rendőrök
policías	rendőrök
policías	rendőrség
policías	rendőr
arcade	játékterem
arcade	arcade
púrpura	lila
púrpura	bíbor
tecnológica	technológia
tecnológica	technika
tecnológica	technológiai
expresar	express
expresar	expressz
qui	qui
minoría	kisebbségi
minoría	kisebbség
minoría	kisebbségek
medicamentos	kábítószerek
medicamentos	gyógyszerek
medicamentos	drogot
medicamentos	kábítószer
medicamentos	drogok
medicamentos	drog
medicamentos	gyógyszerek
crean	létrehozása
bebida	iszik
bebida	ivás
bebida	inni
bebida	iszom
bebida	igyál
bebida	ital
bebida	igy
bebida	italok
bebida	italt
bebida	iszik
bebida	ital
bebida	ital
mitchell	mitchell
rascacielos	felhőkarcoló
aceptada	elfogadva
aceptada	elfogadott
aceptada	elfogadta
favorito	kedvenc
favorito	kedvencem
favorito	kedvencem
favorito	kedvenc
favorito	kedvencem
conjunta	ízületi
conjunta	joint
conjunta	együttes
conjunta	közös
apoya	támogatja
transforma	átalakítás
transforma	átalakul
élite	elit
futuros	határidős
pagina	oldalt
pagina	oldal
contreras	contreras
ncaa	ncaa
negativo	negatív
cordero	lamb
cordero	bárány
cordero	birka
cordero	cordero
amparo	amparo
provocar	provokálni
provocar	provokálni
leonard	leonard
ibm	ibm
coma	kóma
coma	kómás
coma	vessző
coma	egyél
oscuridad	sötét
oscuridad	sötétség
caracol	csiga
estatuas	szobrok
days	napok
days	napokban
days	napokat
days	napokon
malos	bad
malos	rosz
malos	rossz
cazadores	vadászok
cazadores	hunter
cazadores	vadász
temple	templom
temple	szentély
temple	temploma
temple	temple
tokyo	tokió
tokyo	tokiói
tokyo	tokyo
vendidos	eladva
vendidos	eladott
vendidos	elkelt
doctores	orvosok
doctores	doktorok
hércules	herkules
trastorno	rendellenesség
trastorno	zavar
restricciones	korlátozások
restricciones	korlátozás
restricciones	megszorítások
restricciones	korlátozás
restricciones	korlátok
traición	árulás
traición	árulás
traición	árulás
amenazas	fenyegetés
amenazas	fenyegetések
amenazas	veszélyek
suministro	ellátási
suministro	utánpótlás
suministro	ellátás
suministro	kínálat
rumores	szóbeszéd
rumores	pletykák
rumores	szóbeszéd
rumores	pletykák
heredia	heredia
sandra	sandra
sombrero	sombrero
sombrero	kalap
sombrero	sapka
sombrero	kalapot
sentir	érezd
sentir	érzem
residencial	bentlakásos
residencial	lakossági
territoriales	területi
herzegovina	hercegovina
abel	abel
armonía	harmónia
armonía	harmony
amo	mester
cadáver	test
cadáver	testem
cadáver	holttest
cadáver	tetem
cadáver	hulla
cadáver	holttest
cadáver	tetem
cadáver	hulla
distingue	megkülönbözteti
obligación	kötelezettség
soccer	foci
soccer	futball
sweet	édesek
sweet	édes
distancias	távolságok
distancias	távolság
pensó	hittem
pensó	gondoltam
pensó	gondolat
bordes	határok
bordes	határokon
bordes	szélek
fracción	frakció
cintas	szalagok
cintas	kazetták
cintas	kazettákat
cintas	felvételeket
cintas	szalagok
kenia	kenya
kenia	kenyai
homosexualidad	lmbt
homosexualidad	homoszexualitás
homosexualidad	homoszexuális
joão	joão
picos	tüskék
picos	csúcsok
picos	csőr
aníbal	hannibal
aníbal	aníbal
defensas	védelem
defensas	védekezés
defensas	védelmi
orquídeas	orchidea
orquídeas	orchideák
orquídeas	orchidea
agrega	hozzáadás
agrega	hozzáadása
agrega	növeli
invitación	meghívni
invitación	meghívó
invitación	meghívás
invitación	meghívást
invitación	meghívó
invitación	meghívás
invitación	meghívást
patagonia	patagonia
cívica	polgári
terra	terra
presentando	bemutatjuk
presentando	bevezetése
mágico	varázs
mágico	magic
mágico	varázslat
mágico	mágia
mágico	varázslatos
mágico	mágikus
transmitir	továbbítás
transmitir	továbbítására
transmitir	továbbítja
richter	richter
ritual	rituálé
ritual	szertartás
ritual	rituális
corpus	corpus
exclusivo	zártkörű
exclusivo	exkluzív
exclusivo	kizárólagos
príncipes	hercegek
round	kör
round	kerek
round	forduló
round	körbe
pete	pete
muerta	halott
muerta	halottak
ritmos	veri
ritmos	ritmus
adicionalmente	ezenfelül
adicionalmente	továbbá
bebidas	italok
bebidas	ital
bebidas	italok
bebidas	italt
bebidas	iszik
bebidas	ital
llanos	síkság
stanford	stanford
tallo	szár
tallo	szár
newton	newton
dell	dell
cartago	carthage
expuesto	kitett
ion	ion
incapaz	képtelen
aparatos	berendezés
aparatos	készülék
aparatos	készülékek
aparatos	műszer
aparatos	eszközök
aparatos	berendezések
aparatos	készülékek
aparatos	berendezések
aparatos	készülék
aparatos	készülékek
leon	leon
greg	greg
arañas	pókok
arañas	pók
arañas	spider
bush	bush
bush	bokor
automática	automata
automática	automatikus
consciente	tudatában
consciente	tisztában
consciente	tudatos
lola	lola
honores	kitüntetés
monje	monk
monje	szerzetes
monje	szerzetesek
esencialmente	lényegében
esencialmente	alapvetően
fragmento	töredék
fragmento	részlet
fragmento	szilánk
químicas	kémiai
anales	anális
choque	sokk
choque	ütközés
choque	baleset
choque	crash
choque	összecsapás
choque	clash
azerbaiyán	azerbajdzsán
comprender	értem
comprender	megértés
comprender	egyetértés
comprender	megértő
comprender	megértést
exacta	pontos
exacta	pontos
legislativa	jogalkotási
romeo	romeo
romeo	rómeó
auditorio	célközönség
auditorio	közönség
auditorio	előadóterem
transmitido	továbbított
transmitido	közvetített
eslovaquia	szlovákia
afectado	érintett
afectado	érintettek
hablado	beszélt
hablado	beszélt
hablado	beszéltem
círculos	körök
entierro	temetés
entierro	temetésen
entierro	temetés
entierro	temetése
entierro	eltemetni
trayecto	utazás
interesado	érdeklődő
interesado	érdekel
interesado	érdekelt
interesado	érdekelne
interesado	érdeklődni
claves	kulcs
claves	kulcsokat
claves	kulcsok
claves	kulcsfontosságú
claves	key
claves	kulcs
fragata	fregatt
narrador	mesemondó
unir	csatlakozz
unir	csatlakozás
unir	egyesíteni
intermedio	szünet
intermedio	közbenső
intermedio	köztes
luke	luke
luke	lukács
hermann	hermann
hermann	herrmann
mayormente	leginkább
mayormente	főleg
mayormente	főként
mayormente	többnyire
colocado	helyezett
colocado	elhelyezett
colocado	elhelyezett
colocado	elhelyezve
remo	evezés
remo	remo
computadoras	számítógép
computadoras	számítógépek
computadoras	számítógép
computadoras	komputer
computadoras	computer
sacrificio	áldozat
sacrificio	áldozatot
intenciones	szándékai
intenciones	szándék
intenciones	szándék
intenciones	szándéka
promesa	ígéret
promesa	fogadalom
promesa	jelölt
ejecutados	kivégezték
todd	todd
consultar	konzultálni
consultar	konzultáció
consultar	lekérdezés
cilindros	hengeres
cilindros	henger
cilindros	palackok
cilindros	henger
walt	walt
belgrado	belgrád
raro	ritka
raro	dilis
raro	fura
raro	furcsa
baterías	akkumulátor
baterías	elem
baterías	elemmel
baterías	telepek
baterías	elem
baterías	akkumulátorok
baterías	elemek
abuso	bántalmazás
abuso	visszaélés
abuso	visszaélések
receptores	vevőkészülékek
estrategias	stratégiák
intersección	kereszteződés
aumentando	növekszik
aumentando	növekvő
conquistar	uralkodj
conquistar	hódító
almas	lelkek
almas	lelkünk
almas	lelkeket
almas	lelkük
stuart	stuart
superficies	felületek
fila	sort
fila	sor
natalia	natasha
natalia	natalie
natalia	natalja
natalia	natalia
toque	érintés
deseos	kívánság
deseos	kívánja
deseos	vágyak
deseos	vágy
brujas	boszorkányok
brujas	bruges
continentales	kontinentális
