और	and
आवृत्ति	frequency
आवृत्ति	recurring
आवृत्ति	occurrences
स्रोतों	springs
स्रोतों	fountains
कोण	angle
कोण	angles
ईस्ट	east
अफ्रीकी	afrikaans
अफ्रीकी	african
रंगों	colors
संज्ञा	noun
खतरा	danger
टूर्नामेंट	tournament
चिंता	anxiety
चिंता	worry
चिंता	concern
सहमत	agreed
सहमत	agree
मोटे	obese
मोटे	fat
घरों	homes
घरों	houses
मार्शल	marshall
मार्शल	marshal
हिसाब	accounting
उदय	rise
उदय	uday
पहुंचा	reached
फ़ारसी	persian
प्रयोगशाला	laboratory
मेक्सिको	mexico
बिग	big
संस्थानों	institutions
प्रार्थना	praying
प्रार्थना	prayers
प्रार्थना	prayer
लाहौर	lahore
रुपये	quid
गद्य	prose
समानता	parity
समानता	resemblance
समानता	equality
समानता	similarity
बम	bam
बम	bomb
बम	bombs
आदिवासी	tribal
हैरी	harry
कैथोलिक	catholic
देहरादून	dehradun
लम्बाई	length
दुर्घटना	accident
उपनाम	nick
उपनाम	surname
उपनाम	nickname
बंगाली	bengali
घायल	injured
सहारा	sahara
चेतना	consciousness
सारा	sarah
सारा	sara
इलेक्ट्रॉनिक	electronic
तंत्रिका	nerve
पट्टी	bar
पट्टी	patti
गोवा	goa
रास्ता	way
रास्ता	rasta
सोच	thinking
टाटा	tata
पृष्ठभूमि	backgrounds
पृष्ठभूमि	background
टन	tonne
टन	tons
टन	tonnes
दर्शनीय	scenic
ऋतु	season
शाम	evening
मेडिकल	medical
मार्टिन	martin
नामकरण	naming
नामकरण	nomenclature
नामकरण	christening
हस्तक्षेप	interference
हस्तक्षेप	intervention
किसान	farmer
पतन	relapse
पतन	degeneration
पतन	collapse
पतन	fall
स्वाभाविक	natural
स्वाभाविक	innate
जोधपुर	jodhpur
स्नान	bathing
स्नान	bath
वेग	velocity
कुशल	efficient
कुशल	nimble
गिरावट	declines
सफ़ेद	white
हरे	hare
सोलहवीं	sixteenth
फ़ाइल	files
फ़ाइल	file
स्वागत	welcome
पक्षियों	birds
विरासत	heritage
विरासत	legacy
विरासत	inherit
गोली	shot
गोली	pill
गोली	bullet
आयुर्वेद	ayurveda
विलोपन	elimination
एकता	unity
मतदान	voting
नेपाली	nepali
नेपाली	nepalese
नील	indigo
पृष्ठों	pages
दुर्लभ	rare
उपनिषदों	upanishads
चावल	rice
मूलतः	basically
गहरा	dark
गहरा	deep
बारह	twelve
यादव	yadav
पूर्ति	fulfillment
संकलन	compilation
लड़की	chick
लड़की	girl
अपनाया	adopted
हुसैन	hussain
भट्ट	furnace
भट्ट	bhatt
सुख	pleasures
सुख	happiness
निहित	implicit
अहमद	ahmed
अहमद	ahmad
वर्गीकृत	classified
वर्गीकृत	assorted
आकर्षक	charming
आकर्षक	attractive
सवाल	question
सवाल	questions
संतुलन	balance
संतुलन	equilibrium
यमुना	yamuna
राष्ट्रों	nations
स्क्रीन	screen
पकड़	grip
पथ	path
पथ	paths
शिक्षक	instructor
शिक्षक	educators
शिक्षक	teacher
शिक्षक	teachers
खाता	account
खाता	accounts
सहयोगी	colleague
सहयोगी	contributor
सहयोगी	associate
नोट	note
नोट	notes
नीतियों	policies
पेज	page
पेज	pages
सजा	sentence
सजा	punish
सजा	whipping
सजा	decorated
सजा	punishment
परम	bast
परम	ultimate
गिर	gir
गिर	fall
अर्जित	raised
अर्जित	earned
अमर	immortal
अमर	amar
खुला	open
खुला	unlocked
चालक	drivers
वास्तुकला	architect
वास्तुकला	architecture
बनती	banti
नकारात्मक	negative
अंकित	recorded
वक्त	time
समृद्ध	enriched
समृद्ध	rich
समृद्ध	exuberant
इतालवी	italian
निगरानी	monitoring
निगरानी	surveillance
प्रताप	pratap
राजस्व	revenue
बांग्ला	bengali
बांग्ला	bangla
पटकथा	screenplay
बहादुर	bahadur
बहादुर	brave
व्यवस्थित	organize
व्यवस्थित	organized
व्यवस्थित	systematic
नेताओं	leaders
गौरव	pride
गौरव	honored
गौरव	glorious
स्लैम	slam
डॉक्टर	doctors
डॉक्टर	doctor
ऑक्सीजन	oxygen
टैग	tag
टैग	tags
गणितीय	mathematician
गणितीय	mathematical
प्रदूषण	pollution
रखकर	placing
जोड़ी	pair
जोड़ी	couple
सबूत	evidence
सबूत	proof
सटीक	accurate
सटीक	exact
समाप्ति	completion
समाप्ति	finish
समाप्ति	end
समाप्ति	expiration
समाप्ति	ending
उल्लंघन	violation
उल्लंघन	breach
व्यापारी	merchant
व्यापारी	businessman
व्यापारी	trader
पूंजी	capital
मद्रास	madras
एजेंसी	agency
एजेंसी	agencies
समग्र	aggregate
समग्र	aggregated
पड़े	doubtful
इतिहासकार	historian
संगम	confluence
संगम	sangam
चार्ट	chart
चार्ट	charts
गरीब	poor
औषधि	medicine
औषधि	herb
मांस	meat
प्रतिस्पर्धा	competition
दत्त	datta
दत्त	dutt
बिन्दु	dot
बिन्दु	point
पराजित	defeated
बहु	multiple
बहु	poly
कप्तान	captain
कायम	maintained
जिब्राल्टर	gibraltar
खूबसूरत	beautiful
संयंत्र	plant
शक्तियों	powers
अकेले	alone
किशोर	juvenile
किशोर	teens
अणु	particles
अणु	molecular
अणु	atoms
अणु	molecule
अणु	atom
भीड़	crowd
भीड़	crowded
ब्लू	blue
ब्लू	blues
रिकॉर्डिंग	recording
क्रेडिट	credit
क्रेडिट	credits
द्वीपसमूह	archipelago
द्वीपसमूह	islands
स्कोर	score
स्कोर	scores
अवशेष	residue
अवशेष	residual
गुजराती	gujarati
चेतावनी	warnings
चेतावनी	warning
चेतावनी	alerts
चेतावनी	alert
परामर्श	consulting
परामर्श	consultation
गोत्र	clan
दंड	penalty
दंड	penalties
दंड	punishment
हिट	hits
हिट	hit
प्रतिबंध	restrictions
प्रतिबंध	restriction
पढ़ाई	study
पढ़ाई	studied
जैक	jack
संदर्भित	referenced
पहाड़	mountain
बांध	dam
बांध	pier
क्रांतिकारी	revolutionary
मठ	monastery
आउट	stumps
आउट	out
संशोधित	revised
संशोधित	corrected
संशोधित	modified
नौसेना	navy
गिटार	guitar
सहमति	consent
सहमति	agreed
जोशी	joshi
लोहे	iron
सूचित	informed
सूचित	notify
कवर	cover
कवर	covers
भय	fear
अस्थायी	transient
अस्थायी	temporary
अस्थायी	provisional
अस्थायी	temp
कमल	lotus
कमल	kamal
नागरिकों	citizens
नागरिकों	nationals
नागरिकों	civilians
प्रमाणित	certified
एसिड	acid
बुक	booked
बुक	book
तीव्रता	intensity
अंगों	organs
हथियार	weapons
हथियार	weapon
माप	measure
माप	measurements
माप	measurement
थॉमस	thomas
कानपुर	kanpur
एडवर्ड	edward
कागज	paper
चुनौती	challenge
ओलम्पिक	olympic
गणेश	ganesh
गणेश	ganesha
वसा	fats
वसा	fat
पाता	finds
कमजोर	weak
नजर	eye
असर	effect
रीति	rite
सीधा	straight
सीधा	direct
भाषण	speech
सृष्टि	creation
ग्रीन	green
नामित	named
स्वस्थ	healthy
भागीदारी	partnership
भागीदारी	involvement
भागीदारी	participation
उद्योगों	industries
उद्योगों	entrepreneur
स्टॉक	stock
मर	dead
यात्रियों	passengers
बच्चन	bachchan
गहरी	deep
लिंक्स	links
लिंक्स	lynx
विस्फोट	explosion
विस्फोट	explosions
जावा	java
नक्शा	map
हॉकी	hockey
सोडियम	sodium
बिल्कुल	absolutely
घास	lawn
घास	grass
भक्त	devotee
पाये	found
नामांकित	nominees
नामांकित	enrolled
कथन	statements
कथन	statement
भरे	filled
ज्वालामुखी	volcano
ज्वालामुखी	volcanoes
बैंकों	banks
सुल्तान	sultan
कारकों	factors
सिविल	civil
शेर	lions
शेर	lion
शेर	sher
हनुमान	hanuman
प्रतिदिन	daily
बैंकिंग	banking
असामान्य	unusual
असामान्य	abnormal
कमरे	rooms
कमरे	room
मंत्र	mantra
स्वाद	taste
स्वाद	flavor
चित्रकार	painters
चित्रकार	painter
विद्यार्थी	students
विद्यार्थी	student
पेय	beverage
पेय	drink
पेय	beverages
पेय	drinks
अनुक्रम	order
अनुक्रम	sequence
चक	chak
चक	chuck
पत्रकारिता	journalism
सूचीबद्ध	listed
माध्यमिक	secondary
खगोलीय	astronomical
गौतम	gautama
लक्ष्मी	lakshmi
तार	wire
तार	wired
तार	strings
पृथक	isolated
पृथक	separate
ओम	ohm
जाट	jat
अचानक	suddenly
अचानक	sudden
संसदीय	parliamentary
डर	fear
डर	afraid
करियर	career
करियर	careers
शुक्र	fri
शुक्र	venus
जानवर	beast
जानवर	animals
जानवर	animal
आना	ana
चेहरे	faces
चेहरे	facial
चेहरे	face
अंग्रेज	english
चिन्ह	symbols
चरम	extreme
केन्द्रित	centered
केन्द्रित	focused
कर्ण	karna
सरदार	sardar
निर्यात	exports
निर्यात	export
भूकंप	earthquake
भूकंप	quake
भूकंप	earthquakes
स्मिथ	smith
दायित्व	obligation
गाड़ी	car
उड़ीसा	orissa
हिंसा	violence
भर्ती	recruitment
भर्ती	recruiting
भर्ती	recruit
भर्ती	hiring
स्तंभ	column
स्तंभ	columns
कार्यकाल	hours
कार्यकाल	tenure
नहर	canal
ताल	beat
ताल	taal
आजादी	freedom
बोध	perception
मलेशिया	malaysia
अंडे	eggs
बनाम	versus
जीवनी	biography
मजबूर	forced
अधिग्रहण	acquisition
गुफा	cave
साहब	sir
महाकाव्य	epic
परिणामों	results
प्लास्टिक	plastics
प्लास्टिक	plastic
प्रकरण	episode
मानकों	standards
मुनि	muni
ब्रह्मा	brahman
ब्रह्मा	brahma
वयस्क	adult
वयस्क	mature
ब्लॉक	blocks
ब्लॉक	block
समुदायों	communities
प्लेट	plate
मुसलमान	muslim
मुसलमान	muslims
सम्पादन	editing
संगठित	organised
संगठित	organized
भव्य	magnificent
प्रचलन	vogue
समन्वय	ordination
समन्वय	coordination
स्वीकृति	acknowledgement
स्वीकृति	acceptance
स्वीकृति	swat
स्वीकृति	approval
स्वीकृति	approve
पटेल	patel
पीने	drinking
असली	real
असली	original
पैसे	money
उद्यम	entrepreneurship
उद्यम	enterprise
शुष्क	dry
शुष्क	husky
शुरुआती	beginner
मेट्रो	metro
नव	nav
गर्मियों	summer
प्रकाशक	publisher
प्रकाशक	publishers
स्वीडन	sweden
गाय	cow
प्रशांत	pacific
खाली	empty
खाली	blank
वर्तनी	spelling
वर्तनी	spell
किसानों	farmers
प्रतिष्ठा	prestige
प्रतिष्ठा	reputation
हार्ट	hart
मुद्दे	issues
चाय	tea
छत	rooftop
छत	terrace
छत	roof
अनुमानित	estimated
होली	holly
साधना	sadhana
गिरफ्तार	arrest
गिरफ्तार	arrested
मारा	mara
प्रवासी	expatriate
माइक्रोसॉफ्ट	microsoft
आवाज़	vol
आवाज़	volume
आवाज़	voice
चाल	trick
चाल	move
चाल	moves
गीता	gita
गीता	geeta
कोलंबिया	columbia
कोलंबिया	colombia
देशी	vernacular
देशी	native
प्रायद्वीप	peninsula
दुर्गा	durga
नक्षत्र	constellation
नक्षत्र	constellations
मौखिक	oral
मौखिक	verbal
रथ	chariot
रथ	ratha
चलाया	executed
गर्भ	womb
रहें	stay
ध्रुव	pole
ध्रुव	dhruv
विनिमय	exchange
भोपाल	bhopal
बहस	debate
कथित	alleged
ड्राइव	drive
ड्राइव	drives
कोर	choir
कोर	core
कोर	curb
नियुक्ति	appointment
नियुक्ति	appointments
नियुक्ति	employment
बहती	flows
बहती	flowing
विटामिन	vitamins
विटामिन	vitamin
खून	blood
उपयोगकर्ताओं	users
एड्स	aids
बाग	bagh
बाग	garden
बर्मा	burma
डच	dutch
चौथी	fourth
वंशज	descendant
गठबंधन	pact
गठबंधन	alliance
उम्मीदवार	candidates
उम्मीदवार	candidate
प्रभावों	impressionism
बिलकुल	absolutely
रत्न	ratna
ग्रहों	planet
ग्रहों	planets
रूपांतरण	conversions
रूपांतरण	conversion
रूपांतरण	transformations
रूपांतरण	transform
खन्ना	khanna
भ्रष्टाचार	corruption
मैसूर	mysore
सलाहकार	advisory
सलाहकार	consultant
सलाहकार	advisor
जनजाति	tribe
पठार	threshold
पठार	plateau
कन्नड़	kannada
सीता	sita
चलचित्र	movie
नोकिया	nokia
बहुमत	majority
चमक	shine
चमक	glowing
हिल	hill
नैदानिक	clinical
नैदानिक	diagnostics
अद्भुत	amazing
अद्भुत	wonderful
एकत्रित	collected
एकत्रित	gather
इकाइयों	units
तोड़	smash
शाखाओं	branches
दशकों	decades
खतरे	threats
खतरे	danger
टूर	tour
हमारा	our
पाल	paul
पाल	sail
पाल	pal
निर्दिष्ट	specified
जोड़े	couples
निर्माताओं	manufacturers
बजट	budget
मौका	chance
चौहान	chauhan
समर्थक	protagonist
समर्थक	supporters
समर्थक	supporter
पॉप	pop
खबर	news
स्कूलों	schools
मासिक	monthly
कणों	particles
प्रबल	prevail
प्रबल	dominant
आलोचकों	critics
तकनीकों	techniques
विभक्त	divided
उत्तराधिकारी	heir
उत्तराधिकारी	descendant
एयरलाइंस	airlines
श्रीमती	mrs
अवैध	illicit
अवैध	outlaw
अवैध	invalid
जीवाणु	bacteria
हाँ	yes
हाँ	yeah
राहुल	rahul
प्राण	prana
प्राण	pran
राजीव	rajiv
शिकागो	chicago
विकी	wiki
इंग्लैण्ड	england
गुरू	guru
दौड़	runs
दौड़	race
दौड़	races
दौड़	racing
जातीय	ethnic
छाया	shadows
छाया	shading
छाया	shadow
छाया	shade
मैरी	merry
मैरी	mary
तैयारी	preparation
तैयारी	preparing
तैयारी	prepare
तैयारी	prep
शासनकाल	reign
फाउंडेशन	foundation
विक्टोरिया	victoria
कार्यकर्ता	worker
सिंचाई	irrigation
पहलू	sides
पहलू	aspect
रोजगार	employment
निबंध	essay
पब्लिक	public
बोल	bol
कान	ear
कान	kan
कान	ears
बनवाया	built
महर्षि	maharishi
परिवारों	families
फैल	spread
मेले	fair
शांत	sober
शांत	calm
शांत	quiet
उद्घाटन	openings
उद्घाटन	inauguration
सौंदर्य	beauty
चीज़	cheese
प्रोग्रामिंग	programming
प्रिय	dear
रेड	raid
रेड	red
स्व	self
सृजन	creation
सृजन	creativity
वकील	lawyers
वकील	lawyer
करो	karo
अनाज	grain
विलियम्स	williams
परिपथ	calculator
यूनियन	union
भावनाओं	emotions
बच	survived
बच	bach
उर्जा	energy
सोसायटी	society
छोड़ने	dropping
यौगिकों	compounds
सेनानी	fighters
सेनानी	fighter
रणनीति	strategies
रणनीति	strategy
लेन	lane
बुलाया	called
वध	slaughter
बाढ़	flood
बाढ़	flooding
शत्रु	enemy
शत्रु	hostile
शत्रु	enemies
एक्शन	action
अनुच्छेद	paragraph
अनुच्छेद	paragraphs
आयात	import
आधा	half
धन्यवाद	thanks
बेल	belle
बेल	vine
बेल	bell
सेंट्रल	central
घातक	deadly
घातक	pernicious
मास्टर	master
तस्वीर	picture
पहल	initiative
परे	beyond
वाहनों	vehicles
राजपूत	rajput
सच	true
सच	truth
पाउंड	lbs
पाउंड	pound
पाउंड	pounds
इण्डिया	india
प्राधिकरण	authorities
प्राधिकरण	authority
प्राधिकरण	authorization
कीट	insects
कीट	insect
गाना	singing
गाना	song
धातुओं	metals
अतीत	past
समाजवादी	socialist
समाजवादी	socialism
वेतन	salary
वाणिज्य	commerce
उन्नति	advancement
आखिरी	last
धूम्रपान	smoking
शिवाजी	shivaji
ब्याज	interest
घोड़े	horses
घोड़े	horse
माला	maldives
माला	garland
माला	mala
लेखा	accounting
तेलुगु	telugu
दीवारों	walls
दीवारों	graffiti
ऊतक	tissue
रात्रि	night
बेस	bess
बेस	base
बेस	bass
फलन	function
चोटी	pinnacle
मानता	believes
सफलतापूर्वक	successfully
चंद्र	lunar
सतत	consistent
सतत	continuous
ऊष्मा	heat
ऊष्मा	warmth
कारों	cars
रेस	race
तालाब	pond
बृहस्पति	jupiter
प्रोत्साहन	incentives
प्रोत्साहन	incentive
प्रोत्साहन	encouragement
टीमों	teams
मामला	case
इंदिरा	indira
निष्क्रिय	inert
निष्क्रिय	disable
निष्क्रिय	disabled
निष्क्रिय	idle
निष्क्रिय	inactive
लौह	iron
सोनी	sony
रॉय	roy
बनावट	textures
बनावट	texture
गायन	singing
गायन	vocal
आवेदन	application
आवेदन	applications
सकल	gross
कमाई	earning
कमाई	earnings
विश्वविद्यालयों	universities
विश्वविद्यालयों	university
साहिब	sahib
उठाने	lifting
साउथ	south
गहन	deep
बाघ	tiger
टिकट	tickets
टिकट	ticket
राजशाही	monarchy
पैरों	feet
पैरों	legs
ब्लॉग	blog
ब्लॉग	blogs
सड़कों	roads
उद्देश्यों	entrepreneur
कांडा	canda
जाल	net
जाल	mesh
मिलान	matches
मिलान	milan
मिलान	match
प्रावधान	provision
प्रावधान	provisions
सदस्यता	membership
सदस्यता	subscription
रिकार्ड	record
साझा	shared
साझा	shares
स्वतन्त्रता	independence
अधिकृत	authorized
सापेक्ष	relative
पड़ी	padi
विफल	failed
संदेह	doubt
संदेह	doubts
आग्रह	request
किरण	kiran
कारोबार	business
ऋग्वेद	rigveda
रिंग	ring
ऑपरेशन	operation
आपसी	mutual
पवन	wind
पुराणों	puranas
छूट	discount
छूट	discounts
बाधा	obstacle
अमीर	emirate
अमीर	emir
अमीर	rich
समतल	flat
समतल	plane
बस्ती	town
बस्ती	basti
कठिनाई	difficulty
पुर्तगाली	portuguese
जड़	root
जड़	roots
बौद्धिक	intellectual
उदयपुर	udaipur
गठित	constituted
बोस	bose
निकलता	ribs
स्वर्ग	heaven
स्वर्ग	paradise
शासित	ruled
चोपड़ा	chopra
अहमदाबाद	ahmedabad
प्रोटोकॉल	protocol
प्रोटोकॉल	protocols
व्यय	spends
व्यय	expenditure
व्यय	expense
गणतंत्र	republic
माया	maya
तिब्बती	tibetan
तिब्बती	tibet
आत्महत्या	suicide
संजय	sanjay
मतभेद	differences
अयोध्या	ayodhya
अतिथि	guests
अतिथि	guest
लें	take
शानदार	brilliant
शानदार	fabulous
शानदार	superb
डाक	mail
डाक	postal
प्रतिद्वंद्वी	rival
प्रतिद्वंद्वी	opponent
प्रतिद्वंद्वी	opponents
मनु	manu
संयोग	coincidence
कविताओं	poems
वेदों	vedas
तरंग	ripple
तरंग	wave
उठाया	raised
अंतराल	interval
अंतराल	hiatus
पेटेंट	patent
क्रिस	chris
क्रिस	kris
क्रिस	cris
परिचित	familiar
परिचित	acquaintances
परिचित	acquaintance
इंडोनेशिया	indonesia
विश्वसनीय	trustworthy
विश्वसनीय	reliable
विश्वसनीय	trusted
अब्दुल	abdul
तत्काल	immediately
तत्काल	urgently
तत्काल	instant
तत्काल	immediate
तत्काल	urgent
चित्रकला	painting
पहलुओं	aspects
गेट	gate
चैंपियनशिप	championship
बाबू	daddy
पैदल	pedestrian
पैदल	sidewalk
पैदल	pedal
रहकर	staying
राधा	radha
संतान	offspring
जर्नल	journal
गुप्ता	gupta
लाखों	millions
मुखर्जी	mukherjee
शैक्षणिक	educational
भाप	steam
बेस्ट	best
गलती	error
गलती	mistake
भ्रूण	embryo
भ्रूण	fetus
गोपाल	gopal
भंग	dissolve
चेक	czech
चेक	cheque
ब्राजील	brazil
ब्राजील	brics
राग	melody
राग	raga
तटीय	coastal
सम्प्रदाय	sect
ख्याति	fame
कोष	repositories
सिन्हा	sinha
पंजीकृत	registered
सिंध	sindh
वैध	valid
वैध	validity
टॉम	tom
संकल्प	resolutions
जूनियर	junior
चुम्बकीय	magnetic
बादशाह	king
रचनात्मक	creative
मुखपृष्ठ	home
ट्रस्ट	trust
प्रस्तुति	presentation
उपर	top
धरोहर	heritage
भूल	oblivion
अद्वितीय	unique
सरकारों	governments
खतरनाक	dangerous
त्यौहार	festival
त्यौहार	festivals
त्यौहार	festive
परिमाण	magnitude
परिमाण	parameters
संक्रमित	infected
देखना	viewing
देखना	watch
ख़ास	special
गोस्वामी	goswami
अवसरों	occasions
माँग	demand
स्पेनिश	spanish
महारानी	queen
निरीक्षण	inspection
जिम्मेदारी	responsibility
रंगमंच	theatre
भारतीयों	indians
त्रुटि	errors
त्रुटि	error
ऊँची	high
ज्यामिति	geometry
आराम	relaxed
आराम	comfort
आराम	relax
आराम	rest
रवि	sudan
रवि	sun
रवि	ravi
रवि	reunion
भाजपा	bjp
पिछली	prev
बेटा	beta
बेटा	son
उपमहाद्वीप	subcontinent
टुकड़े	pieces
क्रिस्टल	crystal
चौथा	fourth
प्रसन्न	delighted
प्रसन्न	jolly
प्रसन्न	propitious
प्रसन्न	pleased
प्रसन्न	glad
प्रसन्न	happy
सार	abstract
पड़ोसी	neighbour
पड़ोसी	neighbors
पड़ोसी	neighbours
पड़ोसी	neighbor
गाया	sang
भ्रम	confusion
भ्रम	illusion
राजनेता	politicians
राजनेता	politician
गोल्ड	gold
भिन्नता	difference
रविवार	sunday
सारणी	table
ग्वालियर	gwalior
नाभिकीय	nuclear
बीकानेर	bikaner
अपवाद	exceptions
अपवाद	exception
लिखना	writing
लिखना	typing
पाप	sin
गले	hugs
सिद्धार्थ	siddhartha
जनक	parent
स्वचालित	auto
स्वचालित	automated
स्वचालित	automatic
खेत	farm
नागपुर	nagpur
सेमी	semi
असाधारण	extraordinary
असाधारण	exceptional
अपील	appeal
दर्शक	viewer
दर्शक	audience
दर्शक	spectator
दर्शक	viewers
इनपुट	input
सैकड़ों	hundreds
पार्वती	parvati
क्लास	class
लीला	leila
लीला	leela
कलात्मक	artistic
मंगोल	mongols
मंगोल	mongolia
उपनिषद	upanishads
शुभ	good
शुभ	propitious
स्वीकृत	accepted
स्वीकृत	accepts
स्वीकृत	approved
बैटरी	battery
बैटरी	batteries
कहानियाँ	stories
असमर्थ	unable
पुष्प	flowers
पुष्प	flower
सुविधाएं	facilities
अक्षांश	latitude
मियामी	miami
सम्पर्क	contact
सम्पर्क	contacts
दृश्यों	scenes
कार्यवाही	proceedings
श्वसन	respiration
संक्षेप	brevity
आतंकवाद	terrorism
परिस्थिति	situation
परिस्थिति	circumstance
लोकतंत्र	democracy
उपलब्धि	achievement
कुश्ती	wrestling
क्लिक	clicks
क्लिक	click
लेबल	labels
लेबल	label
अकाल	famine
अकाल	famines
फैशन	fashion
पैलेस	palace
नीला	blue
पोर्ट	port
पोर्ट	ports
विधेयक	bill
बलों	forces
स्टील	steel
स्टील	steele
रोशन	roshan
यूनान	greece
थोड़े	slightly
ऑस्टिन	austin
एकड़	acres
एकड़	acre
सेकंड	seconds
सेकंड	second
अवयव	component
अवयव	element
आलेख	article
आलेख	articles
आलेख	graph
दिव्य	divine
फ्लोरिडा	florida
नली	hose
पूर्वोत्तर	northeast
साक्ष्य	evidence
कहाँ	where
आवरण	envelope
आवरण	cover
निकला	derived
मौर्य	maurya
आंकड़े	stats
आंकड़े	statistics
आंकड़े	figures
उपदेश	advices
उपदेश	preaching
उपदेश	sermon
उपदेश	preach
एकीकरण	integration
एकीकरण	integrations
फोटो	photo
फोटो	photos
चोरी	stolen
चोरी	theft
चोरी	stealing
चोरी	steal
सिंहासन	throne
जगदीश	jagdish
आचरण	behaviour
क्लोराइड	chlorine
हरी	green
हरी	hari
शरण	refuge
परिकल्पना	hypothesis
बयान	statement
मुंह	mouth
विनाश	destruction
पाक	pak
एजेंट	agent
बेल्जियम	belgium
वितरित	delivered
वितरित	distribute
वितरित	distributed
श्रेणियाँ	guild
श्रेणियाँ	categories
शाब्दिक	literal
खूब	well
आतंकवादी	terrorist
आतंकवादी	terrorists
प्रतिबंधित	restrict
प्रतिबंधित	restricted
प्रतिबंधित	banned
साथियों	colleagues
न्यूटन	newton
पारस्परिक	mutual
अद्यतन	update
अद्यतन	updates
बैठे	sitting
पारम्परिक	traditional
विलुप्त	extinct
नवाब	nawab
सिक्किम	sikkim
प्रशिक्षित	trained
पारिस्थितिकी	ecology
सैद्धांतिक	theoretical
स्पेनी	spanish
पौधा	plant
माई	mai
संलग्न	attach
संलग्न	contiguous
संलग्न	attached
होम	home
होम	homes
सिक्के	coins
काउंसिल	council
ट्यूब	tube
अवलोकन	overview
अवलोकन	observation
नमूने	specimens
नमूने	samples
बन्द	off
बन्द	closed
बन्द	close
कब	when
तारीख	date
एकदम	absolutely
समावेश	inclusions
समावेश	inclusion
खुदाई	excavation
खुदाई	dig
खुदाई	drilling
भरत	bharat
भरत	bharata
फलों	fruits
वस्तुएँ	items
वस्तुएँ	objects
हमलों	attacks
हमलों	strikes
बीस	twenty
शिकायत	complaints
शिकायत	complaint
शिकायत	complain
सफाई	cleanliness
सफाई	cleaning
टेलीविज़न	televisions
टेलीविज़न	television
अन्ना	anna
विन्यास	configuration
विन्यास	settings
ध्रुवीय	polar
तिहाई	thirds
पार्श्व	flank
पार्श्व	side
घड़ी	clock
रोशनी	lights
रोशनी	light
आलोचक	critic
रखरखाव	maintenance
डीएनए	dna
नाना	nana
स्पर्श	touch
गणितज्ञ	mathematician
वनों	deforestation
वनों	forest
वनों	forests
कृतियाँ	writings
जीते	won
कबीर	kabir
हानिकारक	harmful
हानिकारक	detrimental
आमंत्रित	invited
शिल्प	shillong
शिल्प	craft
हिन्दुस्तान	hindustan
पीला	yellow
सीधी	straight
श्लोक	verse
किलो	kilo
बादल	clouds
बादल	cloud
बादल	badal
चंद्रमा	moon
कोयला	coal
कोयला	charcoal
संवैधानिक	constitutional
पादप	plant
चौड़ाई	width
उपयोगिता	utility
उपयोगिता	usefulness
उपयोगिता	usability
प्रमेय	theorem
संवेदनशील	sensitive
मान्य	valid
अनुसूचित	scheduled
सम्पन्न	finished
सम्पन्न	done
हॉलीवुड	hollywood
शहीद	martyred
शहीद	martyr
शहीद	shaheed
तेज़	fast
पीछा	chase
अर्ध	quasi
अर्ध	semi
विकासशील	developing
अल्प	alp
अल्प	slight
तिवारी	tiwari
पारी	innings
न्यायिक	judicial
फंड	fund
नाक	nose
बाई	bai
राणा	rana
निवेदन	requests
निवेदन	request
इंदौर	indore
ब्रायन	brian
ब्रायन	bryan
अनुभाग	section
अनुभाग	sections
बीसवीं	twentieth
रंगीन	colourful
रंगीन	colored
रंगीन	colorful
अपेक्षित	expected
मूलभूत	fundamental
मूलभूत	default
मूलभूत	defaults
मूलभूत	basic
मूलभूत	intrinsic
विभागों	departments
अदा	pay
जिम	gym
जिम	jim
एटा	eta
अनिल	anil
नरेन्द्र	narendra
पूछा	asked
कहानियां	narratives
कहानियां	stories
उत्पादित	produced
पहुँचा	accessed
दोषी	guilty
ज्वर	fever
क्रिसमस	christmas
राहत	relief
रखें	keep
भंडार	storage
गार्डन	garden
गीतकार	lyricist
कार्टून	cartoon
फ़्रांस	france
व्यंग्य	satire
व्यंग्य	parody
छंद	rhyme
ठंडा	cold
नाडु	nadu
पत्थरों	stones
अक्ष	axes
अक्ष	axis
इमारतें	buildings
प्रतिपादन	render
पन्ने	pages
मोदी	modi
एपिसोड	episodes
एपिसोड	episode
डोमेन	domains
डोमेन	domain
मैक	mac
वचन	covenant
आकलन	assessments
आकलन	conjecture
मध्यकालीन	medieval
पर्यावरणीय	environmental
पसंदीदा	favourite
पसंदीदा	bookmarks
पसंदीदा	favorite
पसंदीदा	favorites
अनुयायी	followers
मुकदमा	trial
मुकदमा	sue
मुकदमा	lawsuit
कार्ल	carl
वियतनाम	vietnam
तलवार	lance
तलवार	sword
तुलनात्मक	comparative
उत्पादक	productive
उत्पादक	producer
उत्पादक	manufacturer
प्राकृत	prakrit
आयरिश	irish
अभिलेख	archive
अभिलेख	archives
राजकुमारी	princess
अनुचित	disrespectful
अनुचित	unfair
अनुचित	unfairly
अनुचित	inappropriate
कल	tomorrow
कल	yesterday
इनकार	blasphemy
इनकार	deny
प्रतिकूल	unfavorable
प्रतिकूल	adverse
प्रतिकूल	hostile
नींद	sleep
कार्यान्वयन	implementation
नाइट	nite
बाँध	dam
विवादास्पद	controversial
कथानक	scenario
प्रभुत्व	dominance
बेहतरीन	best
बेहतरीन	excellent
तालिका	table
तालिका	catalog
वायुमंडल	atmosphere
