poprawnie	正しく
taśmy	テープ
taśmy	テープ
kluczowe	キーワード
kluczowe	キー
kluczowe	key
stwierdzenia	ステートメント
głodu	飢餓
głodu	飢え
głodu	空腹
pianino	ピアノ
poprawa	改善
poprawa	改良
poprawa	向上
poprawa	改善
poprawa	改善
hull	船体
hull	ハル
szary	灰色
szary	グレイ
szary	グレー
szary	灰色
szary	グレイ
szary	グレー
przedmieściach	郊外
przedmieściach	郊外
suárez	スアレス
sława	セレブリティ
sława	有名人
sława	名声
rogers	ロジャース
lou	ルー
zatrzymany	拘留
kabiny	キャビン
kabiny	船室
oleg	オレグ
forda	フォード
indeks	索引
indeks	インデックス
trek	トレック
trek	トレッキング
sonic	ソニック
tkaniny	生地
tkaniny	布地
tkaniny	生地
tkaniny	織物
pokarm	食べ物
pokarm	料理
pokarm	食品
czuje	感じ
wystąpienie	出演
wystąpienie	外観
wystąpienie	出現
wystąpienie	音声
wystąpienie	スピーチ
wystąpienie	発生
marin	マリン
marin	マラン
kupiec	バイヤー
kupiec	買い手
kupiec	マーチャント
kupiec	商人
szkielet	スケルトン
szkielet	骨格
eksplozji	爆発
oleju	石油
oleju	オイル
przeciwnik	相手
przeciwnik	相手方
mieszkaniowe	住宅
mieszkaniowe	住宅地
mocne	強い
mocne	濃い
mocne	パワフル
ceramiki	陶芸
ceramiki	陶器
ceramiki	陶磁器
zabieg	手術
baterie	電池
baterie	バッテリー
baterie	バッテリ
baterie	電池
identyfikacji	同定
identyfikacji	識別
identyfikacji	識別
swietłana	スヴェトラーナ
swietłana	スベトラーナ
chase	チェイス
weteranów	退役軍人
nigel	ナイジェル
gospodarz	ホスト
gospodarz	主催
gospodarz	地主
gospodarz	家主
noty	注記
noty	メモ
noty	備考
noty	ノート
przechodząc	合格
anita	アニタ
dub	dub
dub	ダブ
belle	ベル
obliczeń	計算
synonim	同義語
synonim	類義語
osadzone	組み込み
sprawiedliwość	正義
ach	ach
code	コード
code	符号
krąg	サークル
wykładów	レクチャー
wykładów	講義
wykładów	講演
szansa	チャンス
normalnie	通常
normalnie	普通
normalnie	ノーマル
wątki	スレッド
zwłok	死体
policjantów	警察官
wykonawca	デベロッパー
wykonawca	パフォーマー
wykonawca	演奏者
wykonawca	芸術家
wykonawca	アーティスト
wykonawca	請負人
korzeni	ルーツ
nevada	ネバダ
nadawanie	放送
nadawanie	配信
nadawanie	ブロードキャスト
nadawanie	放送
nadawanie	ブロードキャスト
etnicznych	民族
pax	pax
boki	両側
przejazd	乗る
przejazd	配車
przejazd	通路
przejazd	航路
dodawać	追加
dodawać	加算
zmarły	故人
tkanek	ティッシュ
diamond	ダイヤモンド
diamond	ダイアモンド
azotu	窒素
plymouth	プリマス
jeffrey	ジェフリー
konsekwencją	帰結
vicente	ビセンテ
budownictwo	建設
base	塩基
base	base
base	ベース
pokojowych	平和
gay	ゲイ
formatu	フォーマット
formatu	書式
mechanika	力学
mechanika	メカニック
hokeja	ホッケー
hokeja	アイスホッケー
isaac	アイザック
isaac	イサク
kopuły	ドーム
dortmund	ドルトムント
carol	キャロル
reforma	改革
reforma	革新
reforma	リフォーム
boba	ボブ
boba	bob
przywrócenia	修復
przywrócenia	復元
przywrócenia	維新
piękne	美しい
piękne	ビューティフル
vita	ヴィータ
baba	ババ
baba	馬場
konsensus	合意
ivo	イヴォ
kometa	彗星
otwiera	開く
novak	ノヴァク
świadectwo	証明書
świadectwo	証書
tomek	トマス
tomek	トーマス
tajemnice	秘密
tajemnice	ミステリー
baseball	ベースボール
baseball	野球
alba	アルバ
dyskutować	話し合う
dyskutować	ディスカッション
udziały	株式
udziały	シェア
pomiar	測定
pomiar	測定
cywilny	文官
jazzu	ジャズ
przywrócić	復元
statkiem	船舶
pamiątkę	形見
pamiątkę	土産物
pamiątkę	土産
szanghaju	上海市
szanghaju	上海
składnik	コンポーネント
składnik	材料
składnik	食材
inspiracji	インスピレーション
inspiracji	インスパイア
zapisane	筆記
standardowe	基準
standardowe	スタンダード
standardowe	標準
powell	パウエル
hołd	朝貢
hołd	オマージュ
iskry	スパークス
iskry	スパーク
raj	ラジ
raj	パラダイス
raj	楽園
wsp	wsp
alpejskim	高山
menu	メニュー
menu	メニュー
hal	hal
sally	サリー
eagle	ワシ
eagle	イーグル
madame	マダム
zanurzenie	潜る
zanurzenie	ダイビング
sad	サアド
liniowej	ライナー
organicznych	有機
pakiet	パケット
pakiet	パッケージ
casey	ケーシー
dinozaurów	恐竜
dinozaurów	恐竜
przyjaciółka	友人
przyjaciółka	友だち
przyjaciółka	フレンド
przyjaciółka	友達
ucznia	生徒
ucznia	瞳孔
remis	引き分け
remis	ネクタイ
remis	引き分け
remis	ドロー
shadow	シャドー
shadow	シャドウ
swift	スイフト
swift	スウィフト
gang	ギャング
timothy	ティモシー
programowanie	プログラミング
lange	ランゲ
bernhard	ベルナルド
chęci	意欲
sportowiec	アスリート
trudny	難しい
weiss	ヴァイス
najszybciej	最速
ciężar	重荷
ciężar	負担
ciężar	重量
ciężar	体重
niezależna	独立
niezależna	インディペンデント
rękopisy	写本
plaza	プラザ
targi	縁日
targi	展示
targi	フェア
epizod	エピソード
federer	フェデラー
kończyn	手足
kończyn	四肢
udowodnić	証明
odzyskania	回復
wspomnieć	言及
mleka	牛乳
mleka	ミルク
floyd	フロイド
anteny	アンテナ
wstępne	イニシャル
wstępne	頭文字
zawieszony	中断
nisko	低い
amber	琥珀
amber	アンバー
szare	灰色
szare	グレイ
szare	グレー
szare	灰色
szare	グレイ
szare	グレー
komentarzy	コメント
fundusze	資金
fundusze	ファンド
podobieństwa	平行線
joey	ジョーイ
modułu	モジュール
najnowsze	最近
najnowsze	最新
najnowsze	最新
kyle	カイル
wąskie	狭い
ghost	お化け
ghost	幽霊
ghost	ゴースト
magazyny	倉庫
magazyny	雑誌
brooke	ブルック
zakażenia	伝染病
zakażenia	感染
ville	ヴィル
poszukiwanie	クエスト
cargo	貨物
irak	イラク
irak	イラク
joy	joy
joy	ジョイ
joy	喜び
obserwowana	観測
bowl	ボウル
atmosferę	大気
atmosferę	大気圏
atmosferę	雰囲気
zamknięcie	閉包
zamknięcie	閉鎖
zamknięcie	閉会
logiki	論理
mir	ミール
neustadt	ノイシュタット
trans	トランス
sharon	シャロン
podsumowanie	概要
podsumowanie	概観
podsumowanie	概説
podsumowanie	概略
podsumowanie	まとめ
podsumowanie	概要
podsumowanie	要約
niezależność	独立
eden	エデン
chopin	ショパン
przetwarzania	処理
przetwarzania	加工
objąć	抱擁
zmienna	変数
zmienna	可変
genealogia	系図
genealogia	系譜
amanda	アマンダ
galaxy	銀河
galaxy	銀河系
ławki	ベンチ
stocznia	ヤード
naprzód	進む
naprzód	フォワード
naprzód	転送
kai	kai
kai	カイ
postęp	プログレス
postęp	経過
postęp	進捗
postęp	progression
perth	パース
rejony	リージョン
rejony	地域
łańcucha	チェイン
łańcucha	チェーン
opus	opus
okazów	標本
bostonie	ボストン
zboża	穀物
zboża	シリアル
zboża	シリアル
mnicha	モンク
kane	ケーン
ekranu	画面
ekranu	スクリーン
dusza	ソウル
dusza	霊魂
obcy	エイリアン
obcy	エイリアン
obcy	よそ者
gate	ゲート
służąca	召使
służąca	メイド
włókien	繊維
włókien	ファイバ
włókien	繊維
andersen	アンデルセン
meta	メタ
bush	ブッシュ
certyfikat	認定
certyfikat	証明書
certyfikat	証書
zemsty	復讐
zemsty	報復
zemsty	復讐
zemsty	リベンジ
szekspira	シェイクスピア
szekspira	シェークスピア
odrębny	distinct
fuji	ふじ
fuji	フジ
sługa	召使
odsetek	割合
odsetek	パーセンテージ
odsetek	パーセント
odsetek	比率
odsetek	割合
odsetek	利子
odsetek	利息
zapytanie	問い合わせ
zapytanie	問い合わせ
zapytanie	探究
zapytanie	照会
zapytanie	請求
zapytanie	リクエスト
symbolu	シンボル
symbolu	記号
drive	ドライブ
mieszana	ミックス
mieszana	混合
domingo	ドミンゴ
itunes	itunes
stojący	スタンディング
jill	ジル
ujęcie	ショット
npov	npov
dziki	ワイルド
dziki	野生
dziki	サベージ
zebranie	ミーティング
zebranie	会議
obywatelstwa	市民
kilogramów	キログラム
alternatywny	オルタナティブ
alternatywny	代替
alternatywny	交互
szybka	速い
szybka	高速
reality	リアリティ
reality	現実
zewnętrzna	外側
zewnętrzna	アウター
nadzieje	希望
rich	金持ち
rich	リッチ
strajk	ストライキ
strajk	ストライク
bramę	ゲート
zagraniczny	外国
ahmad	アフマド
juana	フアン
fira	フィラ
michele	ミケーレ
omar	オマール
wizyta	訪問
kolumnie	カラム
morderstwa	殺人
cincinnati	シンシナティ
japończycy	日本人
japończycy	ジャパニーズ
japończycy	日本語
dziedzic	従者
dziedzic	相続
chętni	キーン
kopie	コピー
kopie	部数
opel	オペル
energy	エネルギー
markus	マルクス
markus	マーカス
życiorys	バイオ
życiorys	伝記
życiorys	再開
umk	gcm
łotewski	ラトビア
dam	ダム
pakistanu	パキスタン
pakistanu	パキスタン
komunikat	通信
komunikat	コミュニケーション
komunikat	メッセージ
komunikat	伝言
fan	ファン
karlsruhe	カールスルーエ
podatek	租税
podatek	税金
obce	エイリアン
obce	外国
rubli	ルーブル
osiągnięto	達成
oświadczenie	ステートメント
oświadczenie	声明
oświadczenie	布告
oświadczenie	宣言
oświadczenie	申告
kula	球体
kula	球面
kula	球形
kula	ボール
kula	弾丸
kula	銃弾
tata	タタ
trade	貿易
trade	トレード
trade	取引
więzi	ネクタイ
uczuć	気持ち
uczuć	感情
cyfrowe	デジタル
wygrać	win
wygrać	勝利
wygrać	勝ち
wygrać	勝つ
klinice	クリニック
klinice	診療所
zgodny	準拠
graficzny	グラフィック
madonny	マドンナ
liberty	リバティ
liberty	自由
denver	デンバー
geometrii	ジオメトリ
geometrii	図形
ucieczce	エスケープ
sygnały	シグナル
sygnały	合図
sygnały	信号
chronić	protect
chronić	プロテクト
chronić	保護
zapisy	レコード
zapisy	エントリー
zapisy	項目
zapisy	エントリ
graficzne	グラフィック
uszkodzenie	怪我
uszkodzenie	外傷
uszkodzenie	被害
uszkodzenie	ダメージ
uszkodzenie	損傷
uszkodzenie	損害
odessie	オデッサ
rozgłos	広報
rozgłos	宣伝
cohen	コーヘン
cohen	コーエン
dziewczynka	ガール
dziewczynka	少女
dziewczynka	女の子
zbudować	構築
uczucie	気分
uczucie	フィーリング
uczucie	感覚
polowania	狩り
polowania	ハンティング
polowania	狩猟
natalie	ナタリー
bwa	bwa
emmanuel	エマニュエル
protokołu	protocol
protokołu	議定書
protokołu	プロトコル
naprzeciwko	反対
harvard	ハーバード
zum	zum
morderca	キラー
morderca	殺人犯
morderca	人殺し
morderca	暗殺
babcia	おばあさん
babcia	祖母
babcia	おばあさん
edytor	エディタ
edytor	エディター
edytor	作曲家
reguła	ルール
brt	rtd
pojedynczo	個別
pojedynczo	個別に
zmartwychwstania	復活
rotterdam	ロッテルダム
łączność	通信
łączność	コミュニケーション
zagadnienie	話題
zagadnienie	トピック
zagadnienie	発行
zagadnienie	争点
zagadnienie	問題
partnera	パートナー
organizmy	生物
sobotę	土曜日
netto	net
netto	ネット
chuck	チャック
karel	カレル
ida	アイダ
ida	イダ
zapotrzebowanie	需要
zapotrzebowanie	催告
ckm	ckm
skandynawii	スカンディナヴィア
msza	ミサ
msza	質量
równości	平等
polecam	おすすめ
polecam	すすめる
polecam	薦める
transakcji	取引
transakcji	トランザクション
transakcji	取引
transakcji	トランザクション
istotna	関連
ufc	ufc
bratysława	ブラチスラヴァ
angoli	アンゴラ
alb	alb
agentów	エージェント
tobias	トバイアス
myśliwiec	ファイター
luksemburgu	ルクセンブルク
kontekstu	コンテクスト
kontekstu	コンテキスト
kontekstu	context
cox	コックス
ukryte	隠し
mai	マイ
kąta	角度
kąta	アングル
uczynić	レンダリング
highway	ハイウェイ
highway	公道
umysł	mind
umysł	マインド
uprawa	栽培
uprawa	成長
uprawa	栽培
uprawa	トリミング
uprawa	切り取る
uprawa	切り取り
celowo	わざと
celowo	故意
celowo	故意
kabaret	キャバレー
klanu	氏族
wiener	ウィーナー
pozbawiona	剥奪
allmusic	allmusic
renowacji	リフォーム
mnisi	僧侶
rossi	ロッシ
wóz	ワゴン
muzea	美術館
muzea	博物館
liverpoolu	リヴァプール
liverpoolu	リバプール
pomysły	アイデア
pomysły	アイディア
dodawanie	加算
dodawanie	加法
inwestycje	投資
inwestycje	投資
inwestycje	投資
adelaide	アデレード
este	エステ
nottingham	ノッティンガム
klejnot	ジュエル
klejnot	宝石
klejnot	gem
rosnące	栽培
rosnące	成長
memphis	メンフィス
akwarium	アクアリウム
akwarium	水族館
hodowla	繁殖
hodowla	農業
joshua	ヨシュア
atari	atari
tempie	ペース
rush	ラッシュ
grzyb	菌類
grzyb	キノコ
grzyb	マッシュルーム
obrót	マーケティング
obrót	回転
obrót	ローテーション
obrót	回転
obrót	ピボット
gerald	ジェラルド
poświęcenie	献身
poświęcenie	奉納
poświęcenie	犠牲
poświęcenie	生贄
poświęcenie	献身
trójkąta	トライアングル
trójkąta	三角形
rzecznik	オンブズマン
rzecznik	スポークスマン
naruszenie	違反
naruszenie	違反
naruszenie	侵害
peron	プラットフォーム
peron	プラットホーム
miejscowa	ローカル
miejscowa	地元
pielęgniarka	ナース
branża	セクター
branża	業界
branża	産業
substub	substub
żywe	リビング
żywe	living
żywe	鮮やか
żywe	アライブ
damaszku	ダマスカス
zając	ウサギ
zając	うさぎ
technologie	テクノロジー
technologie	技術
technologie	テクノロジー
witalij	ヴィターリ
witalij	ヴィターリ
step	step
step	ステップ
dzienne	昼間
sidney	シドニー
touch	タッチ
touch	touch
touch	触る
małżeństw	結婚
zrealizowane	達成
stopa	フィート
stopa	レート
stopa	評価
chory	病気
chory	病気
canterbury	カンタベリー
strzał	銃声
strzał	ショット
przyznane	付与
samoa	サモア
przygód	アドベンチャー
przygód	冒険
przygód	冒険
norweskiego	ノルウェー
wędrówki	放浪
wędrówki	さまよう
wędrówki	トレッキング
paraolimpijskich	パラリンピック
armie	軍隊
robot	ロボット
prawdopodobieństwa	確率
prawdopodobieństwa	確率
protest	抗議
vladimir	ウラジーミル
epidemii	伝染病
bond	結合
bond	ボンド
guadalajara	グアダラハラ
urodziny	生年月日
urodziny	バースデー
wyjątek	例外
pętla	ループ
stein	シュタイン
węża	ヘビ
węża	サーペント
pośrednio	間接
górników	鉱夫
strach	恐怖
strach	恐れ
jakikolwiek	any
galilei	ガリラヤ
aston	アストン
batman	バットマン
cukru	砂糖
churchill	チャーチル
prezenter	司会
fly	fly
fly	ハエ
fly	フライ
fly	飛ぶ
cesarzowa	皇后
cesarzowa	女帝
serwer	サーバ
serwer	サーバー
nośniki	メディア
procedura	プロシージャ
procedura	手順
procedura	手続き
hero	ヒーロー
klient	カスタマー
klient	顧客
klient	クライアント
powodzi	洪水
powodzi	洪水
powodzi	洪水
strzelcy	砲手
shaw	ショー
shaw	ショウ
biologicznych	生物
fiba	fiba
informatyka	コンピューティング
bauer	バウアー
rtm	rtm
wazy	花瓶
doustnie	口頭
doustnie	口頭
konwój	船団
enterprise	エンタープライズ
enterprise	企業
myszy	マウス
myszy	ねずみ
myszy	マウス
staż	インターン
staż	インターンシップ
nadzieja	ホープ
nadzieja	希望
odporność	抵抗
odporność	レジスタンス
odporność	免疫
genui	ジェノヴァ
deklaracja	ステートメント
deklaracja	声明
deklaracja	布告
deklaracja	宣言
deklaracja	申告
nissan	日産
low	低い
marko	マルコ
sprzeczności	矛盾
sprzeczności	矛盾
manga	漫画
manga	マンガ
paradise	パラダイス
paradise	楽園
męska	男性
męska	オス
spin	スピン
wpisy	アラート
wpisy	エントリー
wpisy	項目
wpisy	エントリ
hernández	エルナンデス
dostawy	デリバリー
dostawy	配達
dostawy	配送
dostawy	配信
dostawy	デリバリー
epoka	紀元
epoka	エポック
epoka	時代
opozycja	野党
odbiorcy	観客
odbiorcy	オーディエンス
odbiorcy	宛先
odbiorcy	宛先
negatywne	ネガティブ
negatywne	マイナス
negatywne	ネガ
ustalone	固定
ustalone	固定された
mów	喋る
mów	speak
daily	デイリー
moreno	モレノ
wizja	ヴィジョン
wizja	ビジョン
wizja	vision
markiza	侯爵
kazania	説教
kazania	説教
kazania	説教
ukończenie	修了
ukończenie	補完
ukończenie	竣工
ukończenie	完成
rytm	リズム
seksualne	性的
formowania	モールディング
przeszkody	障壁
edmonton	エドモントン
eksperymentów	実験
kwartet	カルテット
ridge	尾根
turbiny	タービン
turbiny	タービン
odbudowa	再建
odbudowa	修復
odbudowa	復元
odbudowa	維新
odbudowa	再建
liniowe	リニア
liniowe	線形
ewolucja	進化
ewolucja	evolution
mięso	食肉
mięso	食肉
nazewnictwa	命名
nazewnictwa	呼称
brooklyn	ブルックリン
rod	ロッド
przedmieścia	郊外
przedmieścia	郊外
przedmieścia	郊外
strategia	戦略
witam	ようこそ
witam	歓迎
witam	こんにちは
witam	ハロー
najmłodszych	最年少
hiszpanie	ヒスパニック
instalacja	設置
instalacja	インストール
instalacja	インストール
instalacja	インストール
prośby	リクエスト
cecha	特徴
cecha	特性
cecha	機能
cecha	フィーチャー
cecha	特徴
cecha	形質
zdolny	才能
kurier	courier
anm	anm
trójkąt	トライアングル
trójkąt	三角形
asyżu	アッシジ
napisy	サブタイトル
scooby	scooby
macierz	行列
macierz	マトリックス
białko	タンパク質
białko	たんぱく質
zużycie	消費
lizbona	リスボン
konsorcjum	コンソーシアム
konsorcjum	シンジケート
skórę	スキン
skórę	皮膚
rezydencja	マンション
rezydencja	住居
rezydencja	居所
rezydencja	住居
rezydencja	邸宅
szersze	広い
domenico	ドメニコ
jens	イェンス
lauren	ローレン
dialekt	方言
słoneczne	晴れ
słoneczne	サニー
słoneczne	ソーラー
vickers	ヴィッカース
lambert	ランバート
duncan	ダンカン
krewnych	親族
krewnych	親戚
politycy	政治
politycy	政治家
politycy	政治家
rita	リタ
katherine	キャサリン
śmigłowiec	ヘリコプター
śmigłowiec	チョッパー
stalin	スターリン
sekwencji	シーケンス
interfejs	インターフェース
interfejs	インタフェース
lightgreen	lightgreen
suffolk	サフォーク
zagranicą	海外
poprawiony	改良
poprawiony	改訂
przypominam	お知らせ
kliniki	クリニック
kliniki	診療所
kliniki	クリニック
kliniki	診療所
dzikie	ワイルド
dzikie	野生
dzikie	サベージ
minerałów	鉱物
bagna	沼地
magazynie	倉庫
dowolne	任意
atomowej	アトミック
atomowej	原子
bogata	金持ち
bogata	リッチ
biennale	ビエンナーレ
humoru	ユーモア
humoru	ユーモア
zajęty	忙しい
zajęty	ビジー
zajęty	占領
publiczność	観客
publiczność	オーディエンス
osocza	プラズマ
trzydzieści	三十
trzydzieści	thirty
holstein	ホルシュタイン
kompletny	コンプリート
kompletny	完備
mitologia	神話
omega	オメガ
gama	ガマ
mediawiki	mediawiki
elliott	エリオット
konfiguracji	構成
konfiguracji	設定
konfiguracji	構成
singer	シンガー
uci	uci
spider	スパイダー
spider	クモ
najmłodszy	最年少
fizjologii	生理学
eksport	輸出
eksport	エクスポート
eksport	輸出
eksport	エクスポート
zebrania	ミーティング
zebrania	会議
przód	フロント
przód	表側
przód	前面
villeneuve	ヴィルヌーヴ
dyplomacji	外交
horn	クラクション
horn	ホルン
horn	ホーン
sosny	マツ
sosny	パイン
newman	ニューマン
atc	atc
obrońcą	プロテクター
odmianę	品種
odmianę	バラエティ
odmianę	変種
zemsta	復讐
zemsta	報復
zemsta	復讐
zemsta	リベンジ
zawory	バルブ
wesele	ウェディング
wesele	結婚式
miranda	ミランダ
zalety	利点
zalety	長所
ocen	評価
moi	moi
zamieszek	暴動
przeszłość	過去
gala	ガーラ
coventry	コヴェントリー
teleskop	望遠鏡
scotta	スコット
siatki	ネット
siatki	メッシュ
siatki	グリッド
peace	ピース
peace	平和
ost	ost
szacunek	尊敬
szacunek	尊重
szacunek	リスペクト
szacunek	敬意
pomieszczenie	部屋
pomieszczenie	ルーム
willem	ウィレム
umów	契約
umów	協定
zrezygnować	辞任
oddziaływanie	インパクト
oddziaływanie	衝撃
łącznik	ハイフン
łącznik	連絡
burns	バーンズ
burns	やけど
korespondencji	対応
korespondencji	通信
ostateczne	アルティメット
ostateczne	最終
ostateczne	決勝
ostateczne	ファイナル
kochanka	愛人
kochanka	恋人
walt	ウォルト
władcę	ルーラー
władcę	定規
alfabet	アルファベット
ciągłe	連続
