string	griežtas
terrorismo	terorizmu
terrorismo	terorizmas
sepultura	kapo
whitney	whitney
incidentes	incidentų
incidentes	incidentai
fracos	silpnas
repúblicas	respublikose
aposta	lažybų
bacias	baseinai
anão	nykštukas
anão	nykštukų
auguste	auguste
orgânico	ekologinio
clone	klonas
orleães	orleano
diane	diana
solitário	vienišius
firma	firma
institutos	institutų
anfíbios	varliagyviai
humorista	komikas
heidelberg	heidelbergo
derby	derbis
tuberculose	tuberkuliozė
tuberculose	tuberkuliozės
sucessora	įpėdinis
desfiles	paradų
chaplin	čaplinas
endereços	adresus
endereços	adresai
moinhos	gamyklų
deutschen	deutschen
seth	setas
jenny	dženi
lingua	liežuvio
lingua	liežuvį
lingua	liežuvis
lingua	lingua
inventado	sugalvotas
idol	idol
servo	tarnas
servo	tarnautojas
funcionalidade	funkcionalumas
industrialização	industrializacijos
trocas	mainų
ong	ong
valorização	vertinimas
shirley	shirley
running	veikiančių
running	važiavimas
soco	smūgis
cirurgião	chirurgas
sopa	sriuba
sopa	sriubą
factory	fabrikas
factory	gamykloje
factory	gamykla
adicionados	pridėtinės
mongólia	mongolija
adm	adm
adm	mng
ricky	rikis
matias	matias
antuérpia	antverpene
maravilhas	stebuklus
poloneses	lenkai
atômica	atominė
atômica	atominės
inocência	nekaltumo
tática	taktinis
commonwealth	sandraugos
lira	lira
locomotiva	lokomotyvų
eugen	eugen
exportações	eksportuojami
exportações	eksportas
exportações	eksportuoti
exportações	eksportas
caminhada	vaikšto
caminhada	trek
caminhada	vaikščiojimo
chang	chang
ciro	ciro
ciro	cyrus
bloch	bloch
abelhas	bitės
abelhas	bičių
abelhas	bitės
abelhas	bičių
abelhas	bi
inocente	nekaltas
inocente	nekalti
baseball	kamuoliukas
baseball	beisbolo
incapacidade	nedarbingumo
incapacidade	negalia
incapacidade	negalią
fat	storas
fat	riebalų
fat	riebalai
escassez	stygius
escassez	trūkumas
hector	hektoras
merecem	nusipelno
merecem	verti
morava	gyveno
morava	gyvenau
cancro	vėžys
cancro	vėžio
noah	nojus
concha	concha
concha	shell
concha	apvalkalas
coreógrafo	choreografas
exigiu	reikalavo
sebastián	sebastianas
sebastián	sebastián
consentimento	sutikimas
consentimento	sutikimo
viajantes	keliautojams
viajantes	keliautojai
palha	šiaudų
retiradas	pašalinimas
touro	bull
simplicidade	paprastumas
capacete	šalmą
colúmbia	kolumbija
colúmbia	kolumbijos
nam	nam
confederações	konfederacijų
confissão	išpažinties
ajax	ajax
digno	orus
digno	tinkantis
digno	vertas
digno	verta
escuridão	tamsa
tribuna	tribune
diplomática	diplomatinio
diplomática	diplomatinis
diplomática	diplomatinių
sims	sims
extraordinário	nepaprasto
jedi	džedajus
teamb	teamb
louisiana	luizianos
dvds	dvd
timothy	timothy
babilônia	babilonas
investidores	senėjimas
investidores	investuotojų
investidores	investuotojai
investidores	investuotojas
investidores	investuotojai
investidores	investuotojų
desconfiança	nepasitikėjimą
autônomo	savarankiška
potencialmente	potencialiai
filosófico	filosofinius
multiplayer	multiplayer
bicho	bugas
dulce	dulce
descanso	poilsio
descanso	poilsis
jura	prisiekiu
jura	juros
jura	jura
riquezas	turtus
riquezas	turtų
bianca	bjanka
colonizadores	kolonistų
casey	keisis
strong	stiprūs
strong	tvirtas
strong	stipri
strong	stiprus
sábio	sage
sábio	išmintinga
rejeição	atmetimas
rejeição	atmetimo
cody	kodi
conselheiros	patarėjai
conselheiros	konsultantai
conselheiros	konsultantų
helicópteros	sraigtasparnių
helicópteros	sraigtasparniai
helicópteros	sraigtasparnio
helicópteros	sraigtasparnis
portadores	vežėjams
fabricados	gaminami
pensão	pensija
pensão	pensijos
carroll	carroll
julieta	džiuljeta
modesto	kuklus
modesto	modesto
honor	garbės
honor	garbė
juazeiro	juazeiro
subsídios	pašalpos
subsídios	subsidijas
subsídios	subsidijų
subsídios	subsidijos
subsídios	stipendijos
subsídios	dotacijos
extremidades	galūnių
extremidades	galūnės
extremidades	baigiama
extremidades	baigiasi
tabaco	tabakas
deposição	nusodinimo
ipatinga	ipatinga
nega	neigia
reservatório	sugebėti
reservatório	tankai
reservatório	bakas
reservatório	tvenkinys
reservatório	rezervuaras
joshua	joshua
tibério	tiberius
académico	akademinių
formula	formulę
formula	formulės
formula	formulė
prejuízos	nuostoliai
racismo	rasizmas
racismo	rasizmu
teodósio	teodosijus
tigres	tiger
tigres	tigras
tigres	tigrai
martelo	plaktuką
antagonista	antagonistai
antagonista	antagonistas
teses	disertaciją
galinha	višta
galinha	vištiena
galinha	vištos
galinha	vištienos
galinha	vištų
opus	opus
ign	ign
escalão	pakopa
respeitado	gerbiama
fleming	fleming
importação	importuojama
alimenta	maitina
arremesso	pikis
fields	laukai
hat	kepure
hat	kepurė
emblema	emblema
emblema	herbas
xxx	xxx
sorriso	šypsena
sorriso	šypsenos
peres	peres
saídas	išėjimai
túmulos	duobes
ballet	baleto
declarando	skelbiantis
copenhague	kopenhagos
copenhague	kopenhaga
chevrolet	chevrolet
berna	berno
lucky	pasisekė
frequências	dažnumas
frequências	dažnis
ampliado	išplėsta
foca	ruonių
barca	barca
recomenda	rekomenduoja
recomenda	rekomenduoja
conmebol	conmebol
scorea	scorea
dancing	šoka
dancing	šokiai
dancing	šokis
dancing	šokti
save	išsaugoti
ocupam	užimti
magnus	magnus
fury	fury
common	bendras
common	dažni
dunas	kopos
erich	erich
cornelis	cornelis
asiática	azijos
humilde	kuklus
indeterminado	neapibrėžta
ilustrador	iliustratorius
chilena	čilės
explorer	explorer
katherine	katerina
virgens	mergelių
genético	genetinis
genético	genetiniai
azeite	naftos
azeite	alyva
azeite	aliejus
favoritos	mėgstamiausių
ecológica	ekologinė
uva	uva
uva	vynuogės
uva	vynuogių
prestados	lydyti
lavigne	lavigne
empréstimos	paskola
empréstimos	paskolos
quênia	kenijoje
quênia	kenija
quênia	kenijos
vende	parduoda
mães	mamas
mães	motinoms
mães	motinos
mães	motina
vínculo	obligacijų
journey	kelione
journey	kelionė
bolívar	bolivar
bolívar	bolivaras
davies	davies
ocupados	užimta
ocupados	okupuotoje
evangelhos	evangelijas
jacaré	aligatorius
jacaré	kaimanas
carregamento	pakrovimo
carregamento	išsiunčiama
carregamento	išsiuntimas
carregamento	siunta
carregamento	krovinys
carregamento	siuntimas
fujiwara	fujiwara
bristol	bristolio
sais	druskos
sais	druskų
convergência	konvergencija
convergência	konvergencijos
mariah	mariah
atmosférica	atmosferos
peregrinação	piligrimų
hanôver	hanoverio
koch	koch
bots	botai
savage	laukinis
hospitalar	ligoninė
hospitalar	ligoninės
artificiais	dirbtinių
artificiais	dirbtinis
artificiais	dirbtinė
pureza	grynumas
negação	neigimas
reestruturação	pertvarka
reestruturação	restruktūrizavimo
reestruturação	restruktūrizavimas
procurado	truko
joachim	joachim
gerador	generatorių
gerador	generatorius
arturo	arturo
lindl	lindl
manifestantes	demonstrantus
manifestantes	protestuotojus
manifestantes	protestuotojus
tufão	taifūnas
atualizar	atnaujinimas
atualizar	atnaujinta
atualizar	atnaujinti
recinto	gaubtas
recinto	gaubto
mosca	skristi
lego	lego
namoro	pažintys
virtudes	gabumus
hidalgo	hidalgas
escalas	skalės
acessórios	reikmenys
acessórios	priedai
judaico	žydų
germain	germain
doutrinas	doktrinas
bancada	stendo
orelhas	ausies
orelhas	ausis
orelhas	ausys
perseguido	persekiojami
desnecessária	nereikalingos
desnecessária	nereikalingų
desnecessária	nereikalingi
cáucaso	kaukazas
cáucaso	kaukazo
armadilha	spąstai
armadilha	gaudyklė
armadilha	gaudyklės
filhotes	šuniukai
filhotes	šuniukai
filhotes	jauniklius
deveres	pareigas
esqueleto	skeletas
memphis	memfio
divergências	nesutarimų
kamen	kamen
longevidade	ilgaamžiškumas
hawk	sakalas
flávia	flavia
criativo	kūrybos
presley	presley
anarquismo	anarchizmas
competindo	konkuruojančių
dente	dantys
dente	dantis
dente	dantų
manifesta	manifeste
investigadores	mokslininkai
investigadores	mokslininkų
investigadores	tyrėjai
investigadores	tyrėjai
hlist	hlist
vota	balsai
vota	balsų
entusiasmo	entuziazmo
entusiasmo	entuziazmas
benito	benito
triangular	trikampiai
drenagem	drenažo
suite	apartamentai
sérvios	serbai
kuiper	koiperio
hood	spinta
contador	buhalteris
contador	kasas
graciosa	saldžiu
tokugawa	tokugava
psicológico	universiteto
leonel	leonel
telescópios	teleskopai
convocação	padavęs
shell	shell
shell	apvalkalas
elegante	elegantiška
solidão	vienatvė
privilégio	privilegija
rasmussen	rasmussen
neill	neill
areias	smėlis
ouvi	girdėjau
fiction	fantastika
trompete	trimitas
lights	žiburiai
lights	šviesos
soviéticas	sovietų
soviéticas	tsrs
coréia	korėja
walther	walther
agressivo	agresyvus
mosteiros	vienuolyno
mosteiros	vienuolynas
mosteiros	vienuolynai
tumor	auglys
tumor	navikas
tumor	naviko
sentindo	jausmas
aids	aids
bmg	bmg
comprada	perkami
comprada	įsigytas
comprada	pirktas
comprada	nupirkti
comprada	įsigyta
comprada	nusipirko
phantom	phantom
cogumelos	grybai
cogumelos	grybai
criativa	kūrybos
convida	kvietimai
convida	kviečia
juscelino	juscelino
testa	kaktą
lgbt	lgbt
cimento	cementas
cimento	cemento
imaculada	nebūtini
bolo	pyragas
bolo	tortas
revisões	pataisymai
segurando	valda
alienígenas	ateiviai
extraordinária	nepaprasto
lana	lana
feixe	pluošto
caminha	vaikšto
estância	tarnyba
estância	biuro
estância	biuras
damon	deimonas
proprietária	savininkas
comté	franche
dinâmico	dinamiška
dinâmico	dinaminis
dinâmico	dinaminė
agrária	agrarinis
desfazer	atšaukti
desespero	neviltį
desespero	beviltiška
robertson	robertson
dinossauro	dinozauras
numérica	skaitmeninis
mara	mara
vestuário	drabužiai
vestuário	apranga
vestuário	aprangos
vestuário	drabužiai
vestuário	drabužių
indicadores	rodikliai
kombat	kombat
renovado	renovuotas
dubai	dubajaus
fruta	vaisiai
lynch	lynch
bandidos	banditai
pradesh	pradešas
conner	konor
queens	karalienes
zagreb	zagrebas
traço	meto
traço	pėdsakai
traço	pėdsakų
traço	sekti
holly	hole
caracterização	apibūdinimas
mon	mon
angular	kampinis
distribuir	paskirstyti
cota	kvotos
manuais	rankinis
thomson	thomson
golfe	golfo
aviv	avivas
hipparcos	hipparcos
onça	uncijos
onça	jaguar
nad	nad
enfermeira	slaugytoja
guias	vadovus
must	turi
leiden	leideno
notre	notre
burocracia	biurokratija
burocracia	biurokratijos
familia	familia
familia	šeima
familia	šeimos
familia	šeimyna
cultos	cult
cultos	kultų
pedreira	karjeras
benz	benz
heinz	heinz
atribuir	atributas
atribuir	požymis
desaparecer	dingsta
nutrientes	išmetamo
apoiando	remti
sibéria	sibiro
sibéria	sibirą
banido	uždraustos
banido	ištremtas
salvou	išgelbėjo
andorra	andora
roses	rožės
hinos	giesmių
cubano	kubos
mare	mare
emil	emilis
franche	franche
búlgaros	bulgarai
búlgaros	bulgarų
treinou	apmokyti
magos	magai
magos	burtininkų
germânia	germanija
vendedor	pardavėjo
vendedor	pardavėjas
pierce	pyrsas
convecção	konvekcija
codificação	kodavimas
codificação	kodavimo
griffith	griffith
domenico	domenico
aria	aria
repouso	poilsio
repouso	poilsis
treinos	mokymai
treinos	mokymas
treinos	mokymo
gótica	goth
gótica	gotikos
manifestar	manifeste
elton	eltonas
defeitos	defektai
defeitos	defektas
monopólio	monopolijos
monopólio	monopolija
monopólio	monopolis
desejado	norimą
raposa	lapė
alas	deja
alas	sparnai
alas	sparnus
gravura	graviūra
sinos	varpai
maxi	maxi
silésia	silezijos
barroca	baroko
armazém	sandėlis
armazém	sandėliai
armazém	sandėlio
gravitacional	gravitacinė
sânscrito	sanskritas
funcionalidades	funkcionalumas
funcionalidades	ypatumai
funcionalidades	savybės
gates	vartus
gates	vartai
epic	epic
inflorescência	žiedynas
rever	peržiūra
fortalecer	stiprinti
sínodo	sinodas
hindu	indu
hindu	hindi
perfeição	įvaizdžio
colégios	kolegijose
colégios	akademijų
barnes	barnsas
apreciação	vertinimas
apreciação	įvertinimas
apreciação	vertinimas
apreciação	įvertinimas
irving	irving
ruído	triukšmo
ruído	triukšmas
limão	citrinų
limão	citrinos
quark	kvarkas
bagdá	bagdade
orton	orton
freeman	frimanas
blind	aklas
blind	aklai
blind	akla
singer	dainininkė
nicolás	nicolás
nicolás	nicolas
nicolás	nikolai
mercenários	samdinys
mercenários	samdiniai
gravando	įrašas
gravando	įrašymo
gravando	registravimas
gravando	įrašymas
assistiu	stebėjo
celebridade	įžymybių
especificações	akinius
byrne	byrne
córsega	korsika
troia	troy
troia	trojos
salvamento	gelbėjimo
salvamento	gelbėjimo
salvamento	gelbėjimas
elisabeth	elisabeth
michele	michele
bloqueada	užblokuotas
plantarum	plantarum
hampshire	hampshire
islamismo	islamas
colorido	spalvoti
colorido	spalvinga
ciclistas	dviratininkų
sugar	cukrus
sugar	cukraus
strike	streikas
cartel	kartelis
cartel	kartelio
medula	čiulpų
clausura	clausura
quinn	quinn
pacífica	ramu
pacífica	taikus
pacífica	taikaus
huxley	huxley
crimeia	krymo
crimeia	kryme
crimeia	krymo
continentais	continental
raf	raf
wade	veidai
wade	veidas
bolsas	stipendijos
bolsas	dotacijos
bolsas	stipendijos
bolsas	stipendiją
bolsas	stipendijas
bolsas	rankinės
shelley	shelley
caído	ūkininkus
brunswick	brunsviko
transcrição	transkripcijos
recorrentes	periodinio
euclides	euklido
excepcional	išskirtinės
excepcional	išimtiniais
excepcional	išimtinės
incompleta	išsamūs
fagundes	fagundes
inventou	sugalvotas
católicas	katalikų
admiração	susižavėjimo
conquistados	užkariavo
ares	arų
semente	sėkla
semente	sėklos
molina	molina
giacomo	giacomo
jordão	jordan
jordão	jordanija
jordão	jordanijos
geológico	geologinio
winston	winston
rouge	rouge
têxtil	tekstilės
têxtil	tekstilės
esparta	spartos
esparta	spartą
esparta	sparta
máfia	mafija
máfia	mob
máfia	mafija
máfia	mafijos
estreitas	siauros
estreitas	siauras
estreitas	siaura
funcionais	funkcinė
funcionais	funkcinis
funcionais	funkcinių
organizador	organizatorius
organizador	organizatorius
simetria	simetrija
peak	didžiausia
diabetes	diabeto
diabetes	diabetas
diabetes	diabetu
crescem	auga
crescem	augti
codex	codex
saudações	linkėjimai
saudações	sveikinimai
netos	anūkų
sintetizadores	sintezatoriai
legacy	palikimas
frame	kraštas
abraão	abraham
saia	sijonas
relatividade	reliatyvumo
moinho	malūnas
brien	brien
jóias	papuošalai
jóias	papuošalas
jóias	brangenybės
consultoria	konsultavimo
consistência	suderinamumas
consistência	pastovumas
consistência	nuoseklumą
consistência	nuoseklumas
epidemia	epidemija
inventário	aprašas
inventário	aprašo
eriksson	eriksson
sapatos	bateliai
sapatos	batai
sapatos	batų
vago	neaiški
vago	neapibrėžtas
