option	opsyon
zugewiesen	kagustuhang
zugewiesen	itinalaga
zugewiesen	nakatalaga
grundlegend	pundamental
kriegen	wars
reifen	gulong
reifen	gulong
reifen	tiro
reifen	mature
wolfram	wolfram
roberts	roberts
komitee	komite
komitee	committee
komitee	comité
hirsch	usa
ludwigs	ludwig
unterarten	subspecies
ermittlungen	imbestigasyon
ermittlungen	pagsisiyasat
speicher	imbakan
speicher	storage
speicher	memorya
speicher	alaala
nancy	nancy
hunter	hunter
verschieden	ibang
verschieden	magkakaibang
verschieden	naiba
krieger	warriors
krieger	krieger
krieger	warrior
krieger	mandirigma
umstände	pangyayari
systematisch	sistematikong
gesetzlichen	statutory
delta	delta
durchführen	magsagawa
durchführen	isagawa
durchführen	maisagawa
durchführen	gumaganap
ivan	ivan
stichwort	cue
stichwort	keyword
erwünscht	desired
erwünscht	desirable
erwünscht	appreciated
erwünscht	wanted
konzentriert	nakatuon
konzentriert	nakatutok
edwin	edwin
kent	kent
matthäus	mateo
bond	bono
bond	bond
aluminium	aluminium
aluminium	aluminum
schönheit	pampaganda
schönheit	beauty
schönheit	kagandahan
sauerstoff	oxygen
erstellte	naipon
erstellte	ginawa
erstellte	nilikha
mitchell	mitchell
marion	marion
rasse	panlahing
rasse	lahi
rasse	lahi
zähne	ngipin
zähne	ngipin
basierend	batay
gültig	valid
gültig	bisang
gültig	mawawalan
statthalter	governor
statthalter	gobernador
sri	sri
systematische	sistematikong
denkbar	nalilikhang
satelliten	satellite
satelliten	satellite
germanischen	hermaniko
theo	theo
medaillen	medalya
medaillen	medal
medaillen	medals
abbruch	pagpapalaglag
abbruch	huminto
abbruch	demolition
spannungen	tension
spannungen	igting
resultat	resulta
bricht	nabasag
bricht	break
bricht	breaks
sony	sony
verarbeitung	pinoproseso
verarbeitung	pagpoproseso
verarbeitung	processing
verarbeitung	pagproseso
sechste	ikaanim
empfohlen	iminumungkahing
empfohlen	nagmungkahi
empfohlen	iminungkahi
empfohlen	iminungkahing
empfohlen	iminumungkahi
empfohlen	inirerekomenda
empfohlen	inirekomenda
five	limang
five	lima
five	singko
vernichtet	nawasak
vernichtet	sirain
vernichtet	wasakin
frühling	spring
frühling	tagsibol
raf	raf
akzeptieren	tanggapin
akzeptieren	accept
gräber	tombs
gräber	graves
collins	collins
übersehen	namis
wäldern	kagubatan
wäldern	woods
wäldern	kakahuyan
wäldern	kagubatan
analysis	calculus
massiven	matipuno
terry	terry
gleichung	equation
sockel	takip
sockel	cap
sockel	socket
erlaubte	pinahihintulutang
erlaubte	pinahintulutan
erlaubte	pinayagan
erlaubte	pinapayagang
erlaubte	pinapayagan
mögen	nagugustuhan
mögen	parang
mögen	like
mögen	gustuhin
mögen	likes
traditionen	tradisyon
traditionen	kaugalian
traditionen	tradisyon
behauptete	iginiit
behauptete	umano
six	anim
hunde	canine
hunde	aso
hunde	dog
krebs	krebs
krebs	kanser
verfolgen	pagsubaybay
virus	virus
girls	girls
unit	yunit
unit	unit
fett	fats
fett	sebo
fett	bold
fett	taba
fett	mataba
direkter	direktang
direkter	direct
direkter	direkta
anzeigen	ipakita
anzeigen	ipapakita
anzeigen	display
anzeigen	pagtingin
anzeigen	tingnan
anzeigen	tignan
anzeigen	panonood
anzeigen	view
anzeigen	ads
anzeigen	patalastas
anzeigen	magpakita
anzeigen	ipakita
anzeigen	pakita
anzeigen	show
alain	alain
blättern	dahon
blättern	dahon
blättern	scrolling
blättern	scroll
angetrieben	pinapagana
angetrieben	hatid
wiederholen	ulitin
wiederholen	replay
reformierte	reformed
historique	historique
astronomie	astronomiya
stadtzentrum	downtown
stadtzentrum	sentro
stadtzentrum	centre
decke	kumot
decke	kisame
decke	bubong
wohnt	buhay
wohnt	lives
wohnt	nakatira
schritte	yapak
schritte	hakbang
schritte	steps
wachsenden	lumalaki
wachsenden	lumalaking
dominiert	dominado
geschafft	pinamamahalaan
geschafft	pinamamahalaang
geschafft	ginawa
geschafft	done
geschafft	nagtagumpay
michail	mikhail
linden	linden
globe	globo
globe	globe
ulrike	sarah
ulrike	julia
nicholas	nicolás
nicholas	nicholas
jubiläum	hubileo
jubiläum	anibersaryo
jubiläum	anibersaryo
übertrug	devolved
schriftlich	isinulat
schriftlich	nakasulat
schriftlich	sinulat
schriftlich	naisulat
schriftlich	pagsusulat
palästina	palestine
palästina	palestino
klärung	linawin
klärung	paglilinaw
klärung	linaw
wilfried	wilfred
verfolgte	sinusubaybayan
verfolgte	haunted
angewandt	inilapat
zehnten	tenth
still	hush
still	parin
eingeleitet	sinimulan
beobachter	observers
beobachter	sinusubaybayan
beobachter	tagamasid
bilanz	balanse
produkten	produkto
indirekt	tuwiran
mtv	mtv
alias	alyas
alias	aka
bestätigung	pagkumpirma
bestätigung	kumpirmasyon
bestätigung	kumpirmado
bestätigung	kumpirmahin
bestätigung	pagpapatunay
mühlen	mill
mühlen	mills
libretto	libretto
wiederherstellen	ibalik
wiederherstellen	makuha
wiederherstellen	recover
wiederherstellen	mabawi
massaker	massacre
suffix	hulapi
rudolph	rudolph
umgangssprachlich	balbal
umgangssprachlich	slang
beseitigt	solved
beseitigt	lutasin
beseitigt	eliminated
beseitigt	abolished
aufschwung	revival
matrix	array
matrix	matrix
matrix	matris
ähnlichkeit	pagkakatulad
ähnlichkeit	pagkakahawig
ähnlichkeit	pagkakatulad
empfehlung	inirerekomenda
empfehlung	inirekomenda
empfehlung	mungkahi
empfehlung	rekomendasyon
bedrohung	banta
bedrohung	banta
einweihung	dedication
einweihung	dedikasyon
einweihung	inauguration
einweihung	pagtatalaga
einweihung	consecration
landkreise	pambatas
landkreise	counties
landung	touchdown
landung	landing
sozialer	panlipunan
sozialer	social
sozialer	sosyal
statistischen	statistical
dallas	dallas
offensive	nakakasakit
fein	fine
pole	pole
pole	poste
pole	poles
herman	herman
besiegt	natalo
besiegt	bagsak
bindung	binding
bindung	bonding
bindung	bono
bindung	bond
entwürfe	sketches
entwürfe	disenyo
schwimmen	lumangoy
schwimmen	lumalangoy
schwimmen	swimming
early	maagang
early	maaga
abkürzungen	abbreviation
abkürzungen	daglat
protest	protesta
protest	protests
messina	messina
organisierten	maayos
kugel	sphere
kugel	globo
kugel	globe
kugel	bola
kugel	globong
kugel	bala
kosovo	kosovo
delegation	delegasyon
färbung	pangkulay
ausstrahlung	broadcast
ausstrahlung	pagsasahimpapawid
ausstrahlung	pagsasahimpapawid
ausstrahlung	broadcasting
pest	salot
indischer	indian
genehmigt	aprubahan
genehmigt	inaprubahan
genehmigt	naaprubahan
genehmigt	pinahintulutan
universum	sansinukob
universum	universe
gespräche	talks
gespräche	panayam
gespräche	interbyu
gespräche	talakayan
wärme	thermal
wärme	init
wärme	maiinit
wärme	mainit
wärme	init
wärme	kainitan
kommerzielle	pangkalakal
kommerzielle	commercial
kommerzielle	komersyal
kommerzielle	komersiyal
korrigieren	ayusin
korrigieren	pagwawasto
korrigieren	tama
korrigieren	correct
korrigieren	itama
mechanische	makina
moor	moor
moor	marsh
moor	moro
erfüllung	fulfilling
erfüllung	pagtupad
erfüllung	pagsunod
erfüllung	pagsasagawa
schach	ahedres
schach	chess
hauptquartier	headquarters
ward	ward
vieles	maraming
vieles	marami
vieles	magkano
vieles	marami
einheitlich	unified
einheitlich	unitary
einheitlich	uniporme
einheitlich	uniform
ehrungen	tributes
ehrungen	parangal
ehrungen	honors
auftauchen	paglitaw
einbau	tumataas
einbau	installation
einbau	pagluklok
steinen	bato
breitengrad	latitude
breitengrad	kahilera
breitengrad	longitude
silberne	pilak
silberne	silver
silberne	silvery
commonwealth	commonwealth
hohenzollern	hohenzollern
klang	tunog
malta	malta
malta	mehiko
sitzung	sesyon
sitzung	session
sitzung	miting
sitzung	pulong
sitzung	pagkakakilala
sitzung	pagpupulong
sitzung	nakaupo
sitzung	upo
bolivien	bolivian
bolivien	bolivia
wohin	saan
wohin	asan
schwerpunkte	highlight
schwerpunkte	highlights
schwerpunkte	focus
schwerpunkte	tuon
schwerpunkte	prayoridad
seoul	seoul
verpflichtung	tipan
verpflichtung	obligasyon
verpflichtung	pangako
teilnahmen	lumahok
teilnahmen	pumasok
teilnahmen	pinapasukan
teilnahmen	dumalo
aufsatz	sanaysay
benutzung	paggamit
leiche	bangkay
warner	warner
lernt	natututo
verträge	treaties
nordsee	north
nordsee	hilagang
nordsee	hilaga
abschied	paalam
abschied	goodbye
abschied	paalam
perfekt	perfect
perfekt	perpekto
burgruine	makawala
kommunisten	komunista
eingegangen	natanggap
ngc	ngc
definieren	tumutukoy
definieren	tukuyin
augustin	augustine
augustin	augustin
werdegang	career
werdegang	karera
werdegang	kasaysayan
werdegang	history
organ	organo
organ	organs
organ	organo
organ	organ
konto	account
inhaftiert	naaresto
inhaftiert	arestado
inhaftiert	inaresto
inhaftiert	nakulong
inhaftiert	makukulong
busse	bus
busse	coaches
busse	bus
busse	bus
mineral	mineral
mineral	mineral
mixed	mixed
mixed	magkahalong
konzerten	konsiyerto
kommissar	detective
kommissar	tiktik
kommissar	inspector
kommissar	superintendent
kommissar	commissioner
erlernte	natutunan
erlernte	natuto
uhrzeigersinn	clockwise
präsentierte	ipinapakita
präsentierte	iharap
präsentierte	iniharap
dream	dream
dream	pinapangarap
dream	panaginip
dream	pangarap
aktien	stocks
aktien	sapi
aktien	stock
aktien	namamahagi
aktien	pagbabahagi
aktien	equity
grammatik	lingguwistika
grammatik	grammar
grammatik	grammatical
lustig	masaya
lustig	katuwaan
lustig	nakakatuwa
lustig	funny
lustig	nakakatawa
fernseh	telebisyon
silver	pilak
silver	silver
case	case
case	kaso
case	kasong
upper	itaas
upper	upper
filter	filter
filter	salain
filter	panala
hölle	impiyerno
hölle	hell
beat	matalo
meta	meta
charakteristisch	katangian
grade	grade
grade	degrees
mönch	friar
mönch	monk
plateau	plateau
befreien	palayain
mathematischen	matematikal
amateur	baguhan
nachbarschaft	kapitbahay
nachbarschaft	lokalidad
staatsanwaltschaft	prosecutor
popularität	kasikatan
popularität	katanyagan
laurent	laurent
konsequenzen	kahihinatnan
belgische	belgian
rechtsprechung	hurisdiksyon
rechtsprechung	judiciary
bakterien	bacterial
bakterien	bacteria
martha	martha
pan	pan
channel	channel
übersetzen	translation
übersetzen	pagsalin
übersetzen	pagsasalin
übersetzen	translate
übersetzen	isalin
erhard	erhard
trainiert	coached
trainiert	hubog
trainiert	bihasa
börse	palitan
börse	palit
kings	kings
kings	hari
angefangen	nagsimula
angefangen	inumpisahan
angefangen	sinimulan
angefangen	sinisimulan
angefangen	nagsisimula
angefangen	simula
angefangen	sinimulan
damm	dam
genua	genoa
genua	genova
cook	lutuin
cook	kusinero
exzellent	mahusay
exzellent	napakahusay
juristen	abogado
juristen	abugado
juristen	abogado
rum	rum
preisgeld	prize
preisgeld	premyo
sekunde	seconds
sekunde	segundo
sekunde	pangalawa
sekunde	sec
warren	warren
nigeria	nigerian
nigeria	nigeria
orient	orient
benötigen	need
benötigen	kailangan
vorrangig	unahin
gespeichert	save
gültige	valid
gültige	bisang
bezirke	pambatas
bezirke	counties
paare	couples
paare	pares
paare	pares
blood	blood
blood	dugo
mathematische	matematikal
mathematische	math
gefasst	nahuli
set	set
set	itakda
rechtfertigen	justify
störung	pagkaputol
störung	panghihimasok
störung	disorder
rekonstruktion	tatag
administratoren	admin
administratoren	administrator
administratoren	administrador
administratoren	tagapangasiwa
gelernt	natutunan
gelernt	natuto
gefüllt	busog
gefüllt	napuno
auslegung	interpretations
auslegung	interpretation
auslegung	interpreting
auslegung	pagpapaliwanag
haushalt	kabahayan
haushalt	pambahay
haushalt	sambahayan
haushalt	badyet
haushalt	budget
marschall	marshall
marschall	marshal
prediger	mangangaral
installation	installation
installation	pagluklok
installation	install
schöner	ganda
schöner	maganda
schöner	ganda
schöner	sarap
schöner	nice
kaspar	kaspar
kaspar	caspar
ecken	kanto
ecken	sulok
speichern	pol
speichern	save
speichern	saving
speichern	tindahan
speichern	store
zurückkehren	ibalik
zurückkehren	bumabalik
sprachlich	antropolohiyang
schuss	putok
schuss	kuha
schuss	shot
freundlich	mabait
freundlich	friendly
gehäuse	pabahay
zylinder	cylinder
zylinder	barrel
vorschlagen	imungkahi
vorschlagen	imungkahi
vorschlagen	suggest
vorschlagen	iminumungkahi
vorschlagen	magmungkahi
portugiesisch	portuguese
portugiesisch	portuges
wähler	botante
wähler	voters
reduzieren	binabawasan
reduzieren	pagbabawas
reduzieren	bawasan
populär	kasikatan
populär	katanyagan
filmmusik	soundtrack
filmmusik	score
filmmusik	iskor
gewinnung	extraction
fotografien	photos
fotografien	larawan
fotografien	photography
fotografien	photograph
fotografien	litrato
kommunen	communes
nachteil	sagabal
gramm	gram
abgekürzt	pinaikling
wände	pader
begleitung	pagmamanman
begleitung	pagsubaybay
begleitung	pagsasaliw
begleitung	hatid
abwehr	depensa
abwehr	defense
abwehr	pagtatanggol
abwehr	ipagtanggol
abwehr	defensive
abwehr	tinatanggihan
genres	genre
genres	genres
konkurrenten	karibal
konkurrenten	kaagaw
wiederholte	umuulit
landstraße	highway
chancen	pagkakataon
chancen	odds
chancen	pagkakataon
chancen	opportunity
chancen	pagkakataon
chancen	oportunidad
gastgeber	host
gastgeber	hosting
kämpfer	warriors
kämpfer	fighters
kämpfer	palaban
kämpfer	fighter
kämpfer	warrior
kämpfer	mandirigma
charlottenburg	charlottenburg
blumen	bulaklak
blumen	bulaklak
wünschen	naisin
wünschen	wish
wünschen	batiin
wünschen	nais
wünschen	pagbati
wünschen	wishes
wünschen	kagustuhan
venus	venus
schema	scheme
alexandra	alexandra
split	paghahati
split	split
split	hatiin
unruhen	stonewall
unruhen	riot
unruhen	kaguluhan
rosen	roses
rosen	rosas
rosen	rosen
rosen	rose
keith	keith
beigetragen	ambag
statistische	statistical
statistische	statistic
fassen	hawakang
renommierten	prestihiyoso
tante	auntie
tante	tita
tante	tiyahin
tante	tita
tante	tiya
einstellungen	pangangalap
einstellungen	attitudes
einstellungen	kagustuhan
erwiesen	pinatunayan
selbständig	malayang
selbständig	independent
selbständig	self
selbständig	sarili
selbständig	malaya
wohn	residential
wohn	tirahan
meisterin	kabit
nazi	nazi
hudson	hudson
sorte	variety
jüngsten	bunso
jüngsten	kamakailan
jüngsten	recent
diktatur	diktadura
lehrerin	tutor
lehrerin	instructor
lehrerin	guro
lehrerin	teacher
nase	ilong
ebert	ebert
finanzen	pinansyal
finanzen	financial
finanzen	pananalapi
vorgänge	proseso
jungfrau	virgo
jungfrau	virgin
jungfrau	birhen
jungfrau	pagkadalaga
jungfrau	maiden
marsch	marsh
marsch	marso
fresken	fresco
brooklyn	brooklyn
tel	tel
doppelte	dobleng
doppelte	double
doppelte	doble
doppelte	dobleng
doppelte	duplicate
doppelte	dalawahan
doppelte	dual
heine	heine
teilchen	particles
teilchen	butil
gedeckt	sakop
achtung	respect
achtung	respeto
achtung	paggalang
achtung	ingat
achtung	atensyon
achtung	pansin
achtung	babala
spendete	donate
spendete	naibigay
betriebssystem	operating
salon	salon
buddhismus	budismo
buddhismus	budista
sauer	magalit
sauer	galit
sauer	nagagalit
sauer	maasim
zufall	pagkakataon
zufall	chance
zufall	fluke
zufall	random
zufall	sapalaran
zufall	aksidente
zufall	pagkakataon
jay	jay
suite	suite
suite	suites
massive	matipuno
kommend	sasama
kommend	darating
salz	asin
monaco	monako
guillaume	guillaume
export	export
export	naglilipat
kollege	kasamahan
kollege	katrabaho
portugiesische	portuguese
portugiesische	portuges
future	kinabukasan
future	hinaharap
future	futures
kommende	nalalapit
kommende	paparating
naval	naval
helen	helen
bretagne	brittany
railroad	riles
entfernte	malayo
entfernte	tinanggal
entfernte	naalis
entfernte	inalis
entfernte	remote
volumen	volume
volumen	volume
betreten	magpasok
betreten	ipasok
normandie	normandia
larry	larry
ghana	ghana
himmelfahrt	asensiyon
himmelfahrt	palagay
yale	yale
regierungen	pamahalaan
regierungen	gobyerno
regierungen	governmental
besserung	pagpapabuti
estnischen	estonian
wilden	wild
wilden	ligaw
deep	malalim
deep	deep
beruflichen	occupational
beruflichen	vocational
manhattan	manhattan
talsperre	dam
talsperre	imbakan
volleyball	volleyball
sortiert	pagkakaayos
sortiert	nakaayos
urlaub	pista
urlaub	holiday
urlaub	bakasyon
urlaub	vacation
urlaub	pasko
urlaub	holidays
urlaub	bakasyon
urlaub	kapaskuhan
südöstlichen	southeastern
neffe	pamangkin
sportlichen	athletic
baptiste	baptiste
julie	julie
oldid	oldid
inspiriert	inspired
inspiriert	madamdamin
inspiriert	inspirasyon
rafael	rafael
metro	kalakhang
metro	metro
regina	regina
feind	kaaway
schriftliche	isinulat
schriftliche	nakasulat
schriftliche	sinulat
schriftliche	naisulat
niedergang	tanggihan
klage	aksiyon
klage	pagkilos
klage	aksyon
klage	reklamo
fortschritt	progreso
teich	pond
teich	lawa
teich	ponds
untersuchte	inimbestigahan
untersuchte	napagmasdan
endgültige	pinal
endgültige	pangwakas
endgültige	final
endgültige	panghuling
endgültige	depinitibo
track	track
track	subaybayan
sms	sms
anatomie	anatomiya
strauss	bouquet
strauss	strauss
leere	blangko
leere	blank
raketen	rockets
raketen	rocket
steuer	piskal
steuer	helm
steuer	buwis
steuer	buwis
bull	toro
bull	bull
irene	irene
aussterben	extinct
aussprache	pagbigkas
aussprache	bigkas
aussprache	debate
perry	perry
aufgeben	lumabas
aufgeben	iniwan
synthese	sintesis
trainierte	coached
montag	lunes
montag	monday
kurve	curve
kurve	liko
goldener	golden
goldener	ginintuang
rettung	kaligtasan
rettung	pagsagip
rettung	pagligtas
rettung	rescue
empfänger	receivers
empfänger	tatanggap
empfänger	tatanggap
empfänger	pinadalhan
empfänger	tatanggap
empfänger	receiver
iucn	iucn
kaiserliche	imperial
warf	bumato
konsequent	nagbabago
konsequent	consistent
erläuterung	paliwanag
erläuterung	explanatory
edith	edith
gewerkschaften	unyon
tokyo	tokyo
beton	kongkreto
playoffs	playoffs
holen	sundo
holen	kinukuha
holen	makuha
holen	makakuha
holen	kunin
holen	kumuha
jünger	alagad
bois	bois
glücklich	happily
glücklich	maligaya
glücklich	swerte
glücklich	suwerte
glücklich	lucky
glücklich	masaya
demokraten	demokratiko
termin	taning
termin	deadline
termin	appointment
anbieten	offering
anbieten	alok
anbieten	offer
rakete	rockets
rakete	rocket
rakete	missile
spezifische	tukoy
spezifische	tiyak
spezifische	partikular
ausgleich	compensation
ausgleich	sweldo
ausgleich	offset
wallace	wallace
schnellste	pinakamabilis
schnellste	pinakamabilis
kapital	capital
kapital	kabisera
kapital	kapital
verwechselt	nalilito
verwechselt	napagkamalan
abschaffung	abolished
abschaffung	abolition
facto	facto
helena	helena
helena	helen
unterhalten	converse
unterhalten	alang
unterhalten	nakakaaliw
entwässert	pinatuyo
anwesend	kasalukuyan
moses	moises
champion	champ
champion	champion
singapur	singapore
pablo	pablo
toulouse	toulouse
verlegung	paglilipat
verlegung	ilipat
verlegung	transfer
nordöstlichen	isan
neunten	ikasiyam
lyriker	makata
lyriker	poets
lyriker	lyricist
muslime	muslim
stille	tahimik
stille	katahimikan
angeblichen	umano
tatsächlichen	aktwal
tatsächlichen	actual
miles	milya
christlich	christian
christlich	kristiyano
ellen	ellen
fell	nahulog
fell	fur
fell	balahibo
zitate	quotes
zitate	bukambibig
sternen	stars
arno	arno
argumenten	argumento
bemerkungen	notes
bemerkungen	tala
bemerkungen	obserbasyon
bemerkungen	comments
cleveland	cleveland
santos	santos
komponiert	binubuo
geografische	geographic
geografische	heograpikong
geografische	heograpikong
gefangene	bilanggo
gefangene	preso
gefangene	captive
gefangene	pinalaya
geiger	violinist
geiger	geiger
freud	freud
minor	menor
minor	minor
qualitativ	husay
engeren	narrower
god	god
god	diyos
kontrolliert	check
kontrolliert	tiningnan
kontrolliert	kinokontrol
kontrolliert	kontrolado
piper	piper
bemühen	endeavour
besuchern	bisita
besuchern	bisita
algerien	algerian
algerien	algeria
kanzler	kansilyer
provence	provence
kanonen	baril
kanonen	cannon
verwaltungsgemeinschaft	valerie
streitigkeiten	ibigsabihin
streitigkeiten	alitan
streitigkeiten	alitan
streitigkeiten	pagtutol
erhob	rose
kenneth	kenneth
passagen	passages
revue	revue
franziska	franziska
franziska	francesca
franziska	frances
newton	newton
aufführungen	palabas
katastrophe	kapahamakan
katastrophe	sakuna
katastrophe	kalamidad
weiterbildung	pagsasanay
weiterbildung	edukasyon
weiterbildung	pagpapatuloy
charaktere	character
charaktere	characters
torhüter	goalkeeper
neutralität	neutrality
after	anus
ignaz	ignacio
true	totoo
true	true
wohnhäuser	residential
wohnhäuser	tirahan
wohnhäuser	residences
qualitätssicherung	kalidad
qualitätssicherung	quality
qualitätssicherung	assurance
automatische	awtomatiko
automatische	awtomatikong
quartett	quartet
flandern	flandes
flandern	flemish
viola	viola
bristol	bristol
namibia	namibia
gottesdienst	pagsamba
bergwerk	akin
bergwerk	mine
verteilen	spread
verteilen	kumalat
verteilen	pagkalat
verteilen	mamahagi
verteilen	ipamahagi
verteilen	ipinamamahagi
univ	univ
salomon	salomon
salomon	solomon
greifen	pagkakahawak
greifen	hawakang
greifen	grab
greifen	sunggaban
litt	nagdusa
erika	erica
erika	erika
negativen	kalaban
negativen	negatibong
negativen	negatibo
negativen	negative
lauten	malakas
konvention	convention
tatsächliche	aktwal
tatsächliche	actual
abwarten	naghihintay
abwarten	waiting
abwarten	await
abwarten	nakaabang
abwarten	teka
abwarten	maghintay
abwarten	wait
but	ngunit
but	pero
atlantik	atlantic
pont	pont
geburtsdatum	dob
geburtsdatum	kaarawan
une	une
zusammenbruch	pagguho
zusammenbruch	pagbagsak
gewählte	inihalal
gewählte	hinalal
nominierungen	nominees
nominierungen	nominations
draußen	labas
draußen	panlabas
draußen	lumabas
marina	marina
gehalt	sahod
gehalt	suweldo
gehalt	nilalaman
gehalt	companya
gehalt	salaries
sauber	malinis
forstwirtschaft	forestry
forstwirtschaft	kagubatan
forstwirtschaft	kagubatan
forstwirtschaft	gubat
ideologie	ideology
herzogin	dukesa
metropolitan	metropolitan
harrison	harrison
diana	diana
handschrift	manuskrito
nazis	nazi
ron	ron
landwirt	magsasaka
landwirt	magsasaka
landwirt	farmer
mehrzahl	majority
mehrzahl	karamihan
mehrzahl	nakararami
regierungszeit	reign
heilig	banal
heilig	banal
nordwestlichen	northwestern
geholfen	natulungan
geholfen	tinulungan
geholfen	aided
geholfen	assisted
sorge	aalala
sorge	malasakit
sorge	alalahanin
sorge	concern
sorge	alala
malaysia	malaysia
strahlung	radiation
eintragung	entry
eintragung	pagpasok
vera	vera
substanzen	sangkap
internen	panloob
internen	internal
alexandria	alexandria
folgend	sinusubaybayan
folgend	sumusunod
folgend	sinusundan
ergänzungen	karagdagan
ergänzungen	supplements
psychiatrie	sikiyatriya
abends	evening
abends	gabi
ohren	tainga
ohren	tenga
ohren	tainga
ruft	pagtawag
ruft	tumatawag
bösen	evil
bösen	masama
bösen	kasamaan
bösen	masamang
bösen	pambihira
vergleichbare	maihahambing
bush	bush
belastung	load
belastung	pilay
belastung	stress
belastung	pasakit
verbundene	kaanib
verbundene	nauugnay
verbundene	kaugnay
verbundene	nakakonekta
verbundene	konektado
verbundene	kaugnayan
verbundene	kaugnay
umfassend	malawak
variiert	vary
vorherige	dating
vorherige	nakaraang
bordeaux	burdeos
erscheinungsbild	anyo
erscheinungsbild	itsura
erscheinungsbild	hitsura
elite	pili
elite	elite
realen	real
elias	elias
elias	elia
astronomen	astronomer
hochwasser	baha
hochwasser	pagbaha
hochwasser	baha
hochwasser	pagbaha
hochwasser	baha
hochwasser	flood
vertraut	familiar
vertraut	pamilyar
vertraut	pinagkakatiwalaan
vertraut	pinagkakatiwalaang
erleben	nakakaranas
erleben	nararanasan
erleben	maranasan
erleben	karanasan
abwesenheit	absent
abwesenheit	kawalan
gerichtshof	tribunal
bibliographie	bibliography
rallye	rally
willkommen	welcome
abb	fig
bezahlen	nagbabayad
bezahlen	pay
bezahlen	bayaran
bezahlen	magbayad
automobil	sasakyan
gemahlin	consort
gemahlin	asawa
einstein	einstein
motivation	pagganyak
motivation	motibasyon
durchquert	crossed
ungeeignet	unsuitable
ungeeignet	magsinungaling
apostel	alagad
apostel	apostol
apostel	apostol
amphoe	amphoe
islamische	islamic
islamische	islam
finnische	pinlandes
spalten	haligi
singer	singer
widmen	nakatutok
widmen	dedikado
widmen	ialay
widmen	maghandog
aufsicht	supervisor
aufsicht	oversight
aufsicht	binabantayan
middle	gitnang
middle	gitna
feder	feather
feder	pen
feder	panulat
orthodoxe	ortodoksong
ausgegeben	inisyu
ausgegeben	nagastos
ausgegeben	ginastos
gewährt	granted
gewährt	tinupad
gewährt	ipinagkaloob
gewährt	ipinagkakaloob
gutachten	opinyon
gutachten	anunsyo
gutachten	opinyon
festgehalten	hinawakan
festgehalten	gaganapin
vermerkt	mapapansin
vermerkt	noted
vermerkt	kilala
bock	bock
prima	prima
winkler	winkler
match	laban
match	tugma
repräsentiert	kinakatawan
repräsentiert	kumakatawan
repräsentiert	kumakatawan
repräsentiert	representing
erneuerung	renewal
firefox	firefox
colin	colin
phasen	phases
phasen	yugto
kombiniert	pinagsasama
kombiniert	pagsamahin
kombiniert	pinagsama
stärksten	strongest
brecht	brecht
olga	olga
italiener	pizza
italiener	italian
italiener	italyano
gewährleisten	masiguro
gewährleisten	tiyakin
gewährleisten	matiyak
industrielle	industrial
industrielle	industriyal
attentat	asasinasyon
gezeichnet	inilabas
gefühle	emotion
gefühle	damdamin
gefühle	feeling
gefühle	pakiramdam
gefühle	nararamdaman
gefühle	emosyon
gefühle	emotions
gefühle	nadarama
gefühle	damdamin
gefühle	feelings
atlantic	atlantic
steffen	kathryn
steffen	ronald
steffen	freddy
sozialistische	soviet
verweise	referral
verweise	links
anhang	appendix
anhang	kalakip
anhang	attachment
anhang	annex
schulden	liabilities
schulden	utang
barth	barth
naturforscher	naturalista
nebel	mist
nebel	ulap
nebel	fog
nebel	hamog
nebel	nebula
carmen	carmen
ffffff	ffffff
codex	codex
kommunalen	munisipyo
turniere	torneo
turniere	tournament
überlebenden	nakaligtas
überlebenden	pagprotekta
überlebenden	surviving
überlebenden	survivor
endgültigen	pinal
endgültigen	pangwakas
endgültigen	final
endgültigen	panghuling
endgültigen	depinitibo
león	león
león	leon
caesar	caesar
gerichtsbarkeit	hurisdiksyon
gerichtsbarkeit	judiciary
hedwig	hedwig
bundesländer	lander
susan	susan
exemplar	specimen
unrecht	mali
unrecht	makatarungan
analysen	mapanuring
analysen	pagsusuri
analysen	pagtatasa
treppe	stairway
treppe	hakbang
treppe	steps
treppe	hagdan
songwriter	songwriter
songwriter	songwriters
diplomatischen	diplomatic
diplomatischen	diplomasya
holmes	holmes
dramatiker	playwright
ware	kalakal
ware	ware
ware	paninda
ware	paninda
restaurants	restawran
restaurants	restoran
kantone	pancit
heck	tail
heck	buntot
heck	stern
großstadt	metropolis
hardware	hardware
stolz	pride
stolz	ipinagmamalaki
stolz	pagmamalaki
stolz	pinagmamalaki
stolz	proud
stolz	ipinagmamalaki
stolz	maipagmamalaki
schicken	ipinapadala
schicken	magpadala
schicken	ipadala
schicken	magarang
vorgehensweise	lapitan
vorgehensweise	lumapit
vorgehensweise	diskarte
vorgehensweise	pamamaraan
göttin	diwata
göttin	diyosa
göttin	dyosa
göttin	diyos
stärken	patatagin
stärken	lumalakas
stärken	palakasin
stärken	patibayin
vereint	pinagsasama
vereint	magkaisa
barocken	baroque
schweigen	tahimik
schweigen	katahimikan
elektronik	elektronika
elektronik	electronics
elektronik	elektronikong
elektronik	electronic
revision	pagbabago
helga	helga
geologe	geologist
witz	joke
witz	jokes
vegas	vegas
neil	neil
serbischen	pranses
kramer	kramer
utah	utah
trek	trek
flüssen	ilog
brett	brett
slowakischen	eslobako
unterhaltung	usapan
unterhaltung	uusap
