категорија	categorie
себастијан	sebastian
себастијан	sebastiaan
себастијан	sebastián
инфлацијата	inflatie
регионални	regionale
регионални	regionaal
храни	feed
храни	voeder
храни	voeden
храни	feeds
храни	voedt
плус	plus
саудиска	saoedi
олимпијада	olympiade
олимпијада	olympische
темелите	fundamenten
темелите	stichtingen
темелите	fundering
темелите	funderingen
темелите	grondslagen
стабилност	stabiliteit
марка	brand
марка	merk
марка	brandmerk
програмски	programmeren
програмски	programmering
прифатен	geaccepteerde
прифатен	aanvaard
прифатен	aanvaarde
прифатен	geaccepteerd
лоренс	laurence
лоренс	lawrence
филозоф	filosoof
дробови	longen
мозок	hersenen
мозок	brain
мозок	hersens
мозок	brein
мозок	hersenen
мозок	hersens
мозок	brein
властите	autoriteiten
македонец	macedonische
етика	ethisch
етика	ethiek
правење	maken
правење	making
академски	academisch
академски	academische
собира	verzamelt
вратот	hals
вратот	nek
слават	vieren
станаа	werden
станаа	werd
возрасни	gegroeid
возрасни	gekweekt
возрасни	volwassenen
возрасни	volwassen
возрасни	volwassenen
возрасни	adult
возрасни	volwassene
селски	dorpje
селски	dorp
композиции	samenstellingen
композиции	composities
оставка	aftreden
оставка	afgetreden
оставка	ontslag
оставка	ontslagbrief
оставка	aftreden
оставка	ontslag
оставка	aftreden
франко	franco
хипотеза	hypothese
зголемена	toegenomen
зголемена	verhoogd
зголемена	verhoogde
мајами	miami
составено	gecomponeerd
составено	samengesteld
пристаништето	bakboord
пристаништето	haven
пристаништето	poort
клиентот	client
клиентот	klant
клиентот	opdrachtgever
клиентот	cliënt
џими	jimmie
џими	jimmy
орден	orden
фреквенција	frequentie
слабо	zwak
слабо	zwakken
слабо	slap
слабо	zwakke
сопствен	eigen
течност	vloeistof
течност	vloeistof
течност	vloeibaar
течност	vloeibare
фер	fer
фер	eerlijke
фер	redelijk
фер	fair
фер	eerlijk
буквално	letterlijk
буквално	letterlijke
буквално	letterlijk
човештвото	mensheid
леб	brood
порази	verslagen
порази	nederlagen
припадност	aansluiting
североисток	noordoost
североисток	noordoosten
освојувачи	veroveraars
освојувачи	indringers
вооружени	bewapend
вооружени	gewapend
вооружени	gewapende
агли	hoekjes
агли	hoeken
агли	hoeken
корени	wortels
корени	roots
промовира	bevordert
промовира	promoot
прифаќа	accepteert
прифаќа	aanvaardt
објавување	publicatie
објавување	uitgeverijen
објавување	publiceren
објавување	uitgeverij
објавување	detachering
правен	legaal
правен	wettelijk
правен	wettig
правен	juridische
правен	juridisch
тестирање	tests
тестирање	testen
мртви	dood
мртви	doods
мртви	dead
утврдување	bepalen
утврдување	bepaal
ограничени	limited
ограничени	beperkt
ограничени	gelimiteerd
ограничени	beperkte
џовани	giovanni
столб	zuil
столб	pilaar
столб	pijler
онлајн	online
марсеј	marseille
марсеј	marseille
учењето	studeren
учењето	leren
учењето	learning
специјална	speciaal
специјална	bijzonder
специјална	speciale
специјална	special
накит	juwelen
накит	sieraden
накит	juwelen
накит	sieraden
накит	juwelen
накит	sieraden
чувствува	voelt
албанците	albanezen
офицери	officiers
офицери	agenten
офицери	officieren
практично	praktisch
ниско	laag
ниско	low
ниско	lage
лиценца	rijbewijs
лиценца	licentie
лиценца	vergunning
лиценца	rijbewijs
лиценца	licentie
изложби	exposities
изложби	tentoonstellingen
домашните	binnenlands
домашните	binnenland
домашните	huiselijk
домашните	huishoudelijk
метар	meter
метар	meter
протоколи	protocollen
протоколи	protocol
одредува	specificeert
одредува	specificeren
одредува	bepaalt
рафаел	raphael
рафаел	raphaël
рафаел	rafael
живеалиште	leefgebied
живеалиште	habitat
живеалиште	verblijfplaats
живеалиште	residentie
живеалиште	woonplaats
живеалиште	domicilie
живеалиште	residentie
живеалиште	paddock
гледачи	toeschouwers
гледачи	kijkers
независен	zelfstandig
независен	onafhankelijke
независен	onafhankelijk
воведен	introduceerde
воведен	ingevoerd
воведен	geïntroduceerd
димитров	dimitrov
авила	avila
авила	ávila
бактерии	kiemen
бактерии	bacteriën
бактерии	ziektekiemen
бактерии	mijten
бактерии	kiemen
бактерии	kiem
бактерии	bacterie
бактерии	bacteriën
аудио	audio
аудио	geluid
борат	worstelen
борат	borat
митрополит	metropolitan
вклучена	verloofd
сигнали	seinen
сигнали	signalen
строго	strikt
мароко	marokkaanse
мароко	marokko
зоран	zoran
искуства	ervaring
искуства	ervaringen
предлогот	voorstel
променливи	variabel
променливи	variabele
променливи	variabelen
свеста	bekendheid
свеста	bewustwording
свеста	bewustzijn
појавување	opkomst
појавување	verschijning
појавување	uiterlijk
владее	regeert
владее	heerst
есеи	essays
републики	republieken
определен	bepaald
определен	vastberaden
определен	vastbesloten
способни	capabel
способни	bekwaam
палестина	palestina
палестина	palestijnse
зачувување	bewaren
зачувување	behouden
зачувување	besparingen
зачувување	besparing
зачувување	opslaan
зачувување	sparen
зачувување	redden
зачувување	behoud
зачувување	bewaring
зачувување	conservering
зачувување	sparen
зачувување	bewaar
зачувување	bewaren
зачувување	opslaan
зачувување	save
греми	grammy
железница	spoorweg
железница	spoor
железница	spoorwegen
железница	spoorweg
железница	spoorwegen
источни	oostelijk
источни	oostelijke
поддржува	ondersteunt
поддржува	steunt
локации	locaties
уништени	vernietigd
уништени	vernietigde
уништени	vernield
уништени	verwoest
уништени	verpest
уништени	geruïneerd
вирџинија	virginia
спаси	sparen
спаси	bewaar
спаси	bewaren
спаси	opslaan
спаси	save
спаси	gered
спаси	bewaard
спаси	opgeslagen
престол	troon
постариот	oudere
постариот	elder
колеги	collegae
пожар	brand
пожар	vuren
пожар	vuur
позитивен	positief
позитивен	positieve
југозападна	zuidwest
југозападна	zuidwesten
југозападна	zuidwest
југозападна	zuidwestelijke
југозападна	southwestern
гребен	rif
претставување	inleiding
претставување	invoering
претставување	introductie
претставување	representatie
претставување	vertegenwoordiging
рејтинг	waardering
рејтинг	rating
рејтинг	beoordeling
атом	atoom
атом	atom
градини	tuinen
грајфсвалд	greifswald
зависно	afhankelijke
зависно	afhankelijk
дејства	acties
федерер	federer
енди	andie
енди	andi
енди	andy
индиски	indisch
индиски	indiaas
индиски	indiaan
индиски	indiase
индиски	indische
услуга	gunsten
услуга	gunst
услуга	dienst
услуга	service
воведувањето	inleiding
воведувањето	invoering
воведувањето	introductie
сојузници	bondgenoten
сојузници	geallieerden
лабораторија	laboratorium
лабораторија	labo
лабораторија	lab
хитови	hits
хитови	treffers
наставата	lesgeven
наставата	onderwijzen
ристо	risto
феномен	fenomeen
феномен	verschijnsel
активна	active
активна	actieve
активна	actief
молекули	moleculen
свест	bekendheid
свест	bewustwording
свест	bewustzijn
свест	bewustzijn
варијации	variaties
варијации	varianten
варијации	variatie
параметри	voorkeuren
параметри	parameters
кол	cole
кол	kol
соодветните	respectieve
соодветните	respectievelijke
расправа	discussie
расправа	discussies
расправа	discussie
расправа	debat
рекорди	records
надал	nadal
пристапот	toegang
паун	pauw
паун	peacock
претседатели	presidenten
претседатели	voorzitters
тон	ton
тон	toon
тон	toontje
тон	tone
тон	ton
спомени	memories
спомени	herinneringen
предложена	voorgestelde
предложена	voorgesteld
предложена	gesuggereerd
предложена	voorgestelde
предложена	voorgesteld
изразување	uitdrukking
изразување	expressie
полна	vol
полна	volledig
полна	full
полна	volledige
полна	volle
австралиски	australiër
австралиски	australisch
австралиски	australische
андреа	andrea
астероиди	asteroïden
лорд	heer
лорд	lord
лорд	heere
порт	bakboord
порт	haven
порт	poort
предавања	lezingen
венецуела	venezuela
дрвја	bomen
оставајќи	vertrekken
оставајќи	weggaan
бреговите	kusten
одговорни	verantwoording
одговорни	verantwoord
одговорни	verantwoordelijke
одговорни	verantwoordelijk
одлично	groot
одлично	geweldig
одлично	fantastisch
одлично	uitstekend
одлично	excellent
одлично	voortreffelijk
одлично	uitmuntend
извршена	gesmolten
извршена	uitgevoerd
извршена	uitgevoerde
извршена	geëxecuteerd
лион	lyon
лион	leon
брза	rapid
брза	snelle
формирани	gevormde
формирани	gevormd
тунис	tunesië
тунис	tunis
клисура	kloof
клисура	ravijn
видливи	zichtbaar
видливи	zichtbare
видливи	tastbare
видливи	tastbaar
чиста	schoon
чиста	proper
чиста	schoonmaken
чиста	clean
чиста	puur
чиста	zuiver
чиста	pure
чиста	zuivere
поздрав	complimenten
поздрав	groet
поздрав	begroeting
поздрав	groetjes
поздрав	groeten
поздрав	groet
пуштен	vrijgelaten
пуштен	vrijgegeven
пуштен	uitgebracht
брз	snel
брз	vasten
брз	snelle
брз	fast
инфраструктура	infrastructuur
инфраструктура	infrastructuren
стокхолм	stockholm
моменти	moments
моменти	momenten
моменти	ogenblikken
генетски	genetisch
генетски	genetische
генетски	genetisch
именувани	genoemd
именувани	genaamd
именувани	benoemde
есен	herfst
есен	najaar
есен	herfst
есен	fall
есен	vallen
негативни	negatieve
негативни	negatief
потомци	nakomelingen
потомци	afstammelingen
потомци	nageslacht
инфлација	inflatie
сува	droge
сува	droog
сува	drogen
лого	logo
јужни	zuidelijk
звуци	klanken
звуци	klinkt
звуци	geluiden
звуци	geluiden
полека	traag
полека	langzaam
штит	schilden
штит	afschermen
штит	afscherming
штит	schild
аристотел	aristoteles
марс	mars
четврт	kwart
четврт	kwartaal
четврт	kwartje
предлози	voorstellen
предлози	suggesties
фамилии	families
фамилии	gezinnen
ритам	ritme
пролет	voorjaar
пролет	lente
пролет	lente
посети	bezochten
посети	bezocht
посети	bezochte
посети	bezoek
посети	bezoeken
посети	bezoeken
класични	klassiek
класични	klassieke
градите	borst
градите	borstkas
градите	borst
градите	borsten
градење	bouwen
градење	bouw
градење	constructie
градење	bouwnijverheid
градење	opbouw
градење	bouwen
градење	bouwen
градење	opbouwen
латинска	latijnse
латинска	latijns
латинска	latijn
скокови	sprongen
скокови	springt
возило	voertuig
соседни	naburige
соседни	naburige
марино	marino
веројатност	waarschijnlijkheid
нафта	olieverf
нафта	aardolie
нафта	olie
нафта	aardolie
нафта	petroleum
инженерство	engineering
инженерство	machinebouw
инженерство	techniek
марки	marken
марки	merktekens
парови	stellen
парови	paren
парови	stelletjes
парови	echtparen
парови	koppels
парови	paren
потера	klopjacht
потера	achtervolging
потера	nastreven
потера	achtervolgen
размислување	nadenken
размислување	denken
размислување	denkend
шеста	sixth
шеста	zesde
јозеф	josef
наоди	bevindingen
горе	boven
пренесување	overplaatsing
пренесување	transfer
пренесување	overdracht
пренесување	overdragen
грижа	zorg
грижа	care
грижа	verzorging
спомнува	noemt
спомнува	vermeldingen
останат	blijven
ајнштајн	einstein
пеење	gezang
пеење	zang
пеење	zingen
растат	groeiende
растат	toenemend
растат	teelt
растат	groeien
растат	groeiend
растат	groeien
лек	medicijnen
лек	geneeskunde
лек	geneesmiddel
лек	verhelpen
лек	remedie
лек	genezen
лек	kuur
лек	geneesmiddel
лек	genezing
лек	lek
сексуално	seksuele
сексуално	seksueel
сексуално	seksueel
заби	tanden
заби	gebit
заби	tandjes
седма	seven
седма	zeven
седма	zevende
седма	seventh
граѓански	civiele
граѓански	burgerlijke
граѓански	burgerlijk
граѓански	civiel
граѓански	civic
вие	jij
вие	jou
ѕидини	muren
ѕидини	wanden
парење	paren
врските	links
попов	popov
венера	venus
венера	venera
португалски	portugese
португалски	portugees
португалски	portugezen
противник	tegenstander
маглина	nevel
круз	cruz
џим	jim
челзи	chelsea
околности	omstandigheden
околности	omstandigheid
околности	omstandigheden
реј	ray
пациенти	patiënten
пациенти	patienten
слави	vieren
четвртото	vierde
четвртото	fourth
соодветен	toepasselijk
соодветен	geschikt
соодветен	passende
соодветен	passend
соодветен	gepast
соодветен	geschikt
соодветен	geschikte
тајно	stiekem
едуар	edouard
цариградски	constantinopel
надолу	down
надолу	omlaag
надолу	neerwaarts
јадра	kernen
сликарство	schilderen
сликарство	verven
сликарство	schilderkunst
сликарство	schilderij
лов	hunt
лов	lowe
лов	jagen
лов	jacht
жртва	offeren
жртва	opoffering
жртва	offer
жртва	slachtoffer
западни	western
западни	westelijk
обединета	united
обединета	verenigde
обединета	verenigd
собрани	ingezameld
собрани	verzamelde
собрани	verzameld
собрани	verzamelde
собрани	verzameld
кенија	kenia
опашката	staart
торонто	toronto
томе	tome
заштити	beschermen
заштити	bescherm
бегство	ontsnapping
бегство	ontsnappen
бегство	escape
алпи	alpes
типично	typisch
типично	typische
типично	typisch
дожд	regen
убавина	beauty
убавина	schoonheid
жици	draden
жици	koorden
жици	touwtjes
жици	snaren
жици	strings
жици	akkoorden
вовед	inleiding
вовед	invoering
вовед	introductie
вовед	intro
вовед	prelude
росток	rostock
херман	hermann
херман	herman
изведувачи	artiesten
изведувачи	aannemers
распаѓање	ontleding
распаѓање	ontbinding
распаѓање	verval
прав	stof
прав	kruit
прав	poeder
специјален	speciaal
специјален	bijzonder
специјален	speciale
специјален	special
должност	duty
должност	plicht
уругвај	uruguay
администратор	admin
администратор	beheerder
администратор	beheerder
администратор	administrateur
интелигенција	inlichtingen
интелигенција	inlichtingendienst
интелигенција	intelligentie
специјално	speciaal
специјално	speciaal
специјално	bijzonder
специјално	speciale
специјално	special
пристапи	benaderingen
пристапи	nadert
современ	modern
современ	moderne
современ	hedendaags
современ	hedendaagse
современ	eigentijdse
современ	eigentijds
акциите	staak
акциите	voorraad
акциите	stock
базата	base
базата	basis
предизвикана	veroorzaakte
предизвикана	veroorzaakt
предизвикана	geïnduceerde
предизвикана	aangevochten
предизвикана	uitgedaagd
бунт	muiterij
бунт	oproer
бунт	rellen
бунт	rel
бунт	rebellie
бунт	opstand
следбеници	volgers
следбеници	volgelingen
прифатена	geaccepteerde
прифатена	aanvaard
прифатена	aanvaarde
прифатена	geaccepteerd
преведувач	tolk
преведувач	vertaler
преведувач	tolk
преведувач	vertaler
биолошки	biologische
биолошки	biologisch
биолошки	biologisch
ирски	ierse
ирски	ieren
ирски	iers
пере	pere
богато	rijkelijk
богато	rijk
богато	rijken
богато	rich
донесени	gebracht
донесени	meegebracht
донесени	bracht
испрати	verstuurd
испрати	verzonden
испрати	gestuurd
испрати	verzenden
испрати	sturen
испрати	stuur
испрати	versturen
нешта	dingen
нешта	spul
нешта	spullen
ниеден	geen
забрана	ban
забрана	verbod
забрана	verbieden
забрана	verbieden
кутија	box
кутија	vak
кутија	doos
персеј	perseus
мишел	michelle
мишел	michel
архива	archief
архива	archiveren
лета	fly
лета	vliegen
лета	vlieg
опишан	beschreven
опишан	beschreef
опишан	omschreven
катар	qatar
мок	ioc
глобус	aardbol
глобус	globe
подолг	langere
подолг	langer
честичка	deeltje
честичка	deeltjes
лауенбург	lauenburg
високиот	high
високиот	hoog
високиот	hoge
врховен	supreme
врховен	opperste
традиционални	traditioneel
традиционални	traditionele
јазли	knopen
јазли	knooppunten
јазли	knopen
совети	adviezen
совети	advies
совети	tips
совети	fooi
контадор	contador
жито	tarwe
жито	graan
жито	grutten
двд	dvd
милош	milos
акцент	nadruk
акцент	klemtoon
акцент	accent
копното	vasteland
мур	veen
мур	moor
мур	moore
општествено	sociaal
железнички	spoor
железнички	spoorwegen
сребро	zilver
сребро	zilveren
сребро	silver
чешки	tsjechische
чешки	tsjechisch
амбасадор	ambassadeur
суштина	essentie
вестфалија	westfalen
владини	gouvernementele
георг	georg
јадење	schotel
јадење	eten
јадење	maaltijd
бројка	figuur
достапна	beschikbare
достапна	verkrijgbaar
достапна	beschikbaar
свештеници	geestelijken
свештеници	priesters
истакнати	uitgelicht
истакнати	uitgelichte
истакнати	aanbevolen
истакнати	onderscheiden
истакнати	prominente
истакнати	prominent
четвртфиналето	kwartfinale
тајни	geheimen
детство	jeugd
детство	kinderjaren
детство	kindertijd
одлучува	beslis
одлучува	beslissen
автономна	autonoom
автономна	autonome
еднакво	equivalent
еднакво	gelijkwaardige
еднакво	gelijkwaardig
еднакво	gelijk
еднакво	equal
еднакво	gelijke
законски	legaal
законски	juridisch
законски	wettelijk
законски	geoorloofd
законски	wettig
законски	rechtmatig
теоретски	theoretische
теоретски	theoretisch
теоретски	theoretisch
близнаци	tweeling
близнаци	gemini
близнаци	tweeling
близнаци	tweelingen
никифор	nikephoros
дознајте	leren
дознајте	leer
почесен	honorair
оска	as
копно	grond
копно	land
копно	vasteland
отишол	ging
ослободи	release
ослободи	vrijlating
ослободи	loslaten
ослободи	vrijgave
индивидуални	individu
индивидуални	individueel
чехословачка	tsjechoslowakije
каролина	caroline
каролина	karolina
каролина	carolina
основани	gegrond
основани	opgericht
основани	gesticht
фокусира	focust
маршал	marshall
маршал	maarschalk
маршал	marshal
одржувањето	onderhoud
почести	eert
почести	eert
определени	bepaalde
спринт	sprint
гитарист	gitarist
наследници	opvolgers
наследници	erfgenamen
донесен	gebracht
донесен	meegebracht
донесен	bracht
донесен	doorgegeven
донесен	geslaagd
опишани	beschreven
опишани	beschreef
опишани	omschreven
депозити	stortingen
депозити	storten
депозити	deposito
депозити	storting
пакет	pakketje
пакет	pakje
пакет	pakket
пакет	arrangement
јазол	node
јазол	knooppunt
јазол	knopen
јазол	knoop
остава	bladeren
остава	blaadjes
колега	collega
колега	tegenprestatie
колега	tegenhanger
учествувала	meegedaan
учествувала	deelgenomen
мостови	bruggen
повисок	groter
повисок	langer
повисок	hogere
повисок	hoger
статуа	beeldje
статуа	standbeeld
фабрика	fabriek
фабрика	factory
делува	laesie
делува	verzachten
делува	rustgevend
делува	kalmerend
работник	werker
работник	werknemer
работник	arbeider
бришење	verwijder
бришење	verwijderen
бришење	doorhalen
основи	fundamentals
основи	grondbeginselen
основи	fundamenten
основи	stichtingen
основи	fundering
основи	funderingen
основи	grondslagen
основи	basiskennis
основи	basis
основи	basisinformatie
николас	nicolas
николас	nikolas
николас	nicolaas
николас	nicholas
улици	straatjes
улици	straat
улици	straten
гимназијата	gymnasium
гимназијата	gymzaal
устата	mond
сервис	dienst
сервис	service
дистрибуција	distributie
дистрибуција	verdeling
верници	gelovigen
верници	trouwe
верници	trouw
верници	getrouwe
пехар	kelk
пехар	kopje
пехар	beker
инженер	engineer
инженер	technicus
инженер	ingenieur
анатомија	anatomie
џони	johnny
џони	jonny
хозе	jose
хозе	josé
хозе	jose
хозе	josé
рузвелт	roosevelt
дански	deens
дански	deense
ибрахим	ibrahim
гориво	brandstof
гориво	splijtstof
повисоко	hogere
повисоко	hoger
абдул	abdul
јаде	eten
јаде	eet
јаде	eten
погодок	neergeschoten
погодок	shot
погодок	schot
јајце	jajce
јајце	eitje
јајце	eieren
јајце	ei
бази	honken
бази	bases
бази	basen
бази	grondslagen
бази	buzzy
лева	leva
лева	linkse
лева	linker
лева	links
депресија	depressie
депресија	depressies
сенатот	senaat
ева	eva
ева	eva
ева	eve
ева	ava
давање	geven
платно	canvas
платно	doek
платно	xxxx
афера	affaire
светец	heilige
волтер	voltaire
волтер	wouter
волтер	walter
гама	gamma
андре	andre
андре	andré
андре	andre
андре	andré
лист	schoppen
лист	blaadje
лист	blad
принудени	geforceerde
принудени	gedwongen
принудени	afgedwongen
принудени	geforceerd
стрела	pijl
стрела	arrow
варшава	warschau
фројд	freud
алексиј	alexios
шанса	chance
шанса	kans
кадар	cadre
кадар	personeel
внатрешно	inline
внатрешно	intern
внатрешно	inwendig
внатрешно	intern
внатрешно	binnenste
внатрешно	innerlijke
внатрешно	innerlijk
вилает	vilajet
андерсон	anderson
прифатени	geaccepteerde
прифатени	aanvaard
прифатени	aanvaarde
прифатени	geaccepteerd
дупки	holes
дупки	gaten
продукти	producten
продукти	produkten
продукти	boodschappen
корисни	bruikbaar
корисни	nuttig
комитети	commissies
комитети	comités
осамен	eenzaamheid
осамен	eenzame
осамен	eenzaam
продавница	winkel
продавница	winkel
продавница	bewaren
кетрин	kathryn
кетрин	catherine
кетрин	catharina
кетрин	katherine
кетрин	catharina
школи	scholen
облак	wolk
облак	cloud
облак	wolken
порти	gates
порти	poorten
помагаат	assisteren
помагаат	helpen
помагаат	hulp
помагаат	help
помагаат	helpt
икона	icoon
икона	pictogram
уметничко	kunst
уметничко	artistieke
уметничко	artistiek
реченица	zin
реченица	straf
реченица	vonnis
продаде	verkopen
продаде	verkoop
медиум	vaartuig
медиум	medium
медиум	middellange
медиум	middelgrote
медиум	middelgroot
насоки	richtingen
насоки	routebeschrijving
насоки	richtlijnen
изгуби	verliezen
изгуби	verlies
димитриј	dmitri
димитриј	dimitri
димитриј	dmitry
димитриј	dimitrij
димитриј	dmitri
димитриј	dimitri
блокови	blokken
именки	naamwoorden
фернандо	fernando
широки	wide
широки	wijd
широки	breed
широки	breed
широки	brede
покрива	dekt
покрива	covers
покрива	omslagen
покрива	omvat
петти	vijfde
андроник	andronikos
номинации	voordrachten
номинации	nominaties
компонента	bestanddeel
компонента	onderdeel
компонента	component
снег	sneeuw
признава	erkent
признава	onderkent
признава	bekent
фредерик	frederik
фредерик	frédéric
фредерик	frederik
фредерик	frederick
фредерик	frederic
фредерик	frédéric
тестови	proeven
тестови	testen
тестови	tests
глави	hoofden
глави	koppen
глави	kop
судбината	noodlot
судбината	lotsbestemming
судбината	lot
судбината	destiny
судбината	noodlot
судбината	lot
александрија	alexandrië
александрија	alexandria
сава	sava
пумпа	pomp
пумпа	pompen
модерни	trendy
модерни	modern
модерни	moderne
модерни	modieuze
модерни	modieus
селекција	selectie
внатрешен	intern
внатрешен	inwendig
внатрешен	binnenste
внатрешен	innerlijke
внатрешен	innerlijk
понуди	aangeboden
понуди	aanbiedingen
понуди	biedt
понуди	aanbod
понуди	bieden
понуди	aanbieden
понуди	aanbieding
потер	potter
номинација	voordracht
номинација	nominatie
номинација	nomineren
изучување	studeer
изучување	studeren
изучување	studie
изучување	bestuderen
бар	bar
предавање	overgeven
предавање	overgave
предавање	verwijzing
стојат	stand
седишта	seat
седишта	zitplaats
седишта	stoel
седишта	zetel
седишта	zetels
седишта	stoelen
седишта	zitplaatsen
истражувач	onderzoeker
истражувач	verkenner
истражувач	explorer
истражувач	ontdekker
истражувач	ontdekkingsreiziger
истражувач	onderzoeker
трети	derde
трети	third
дејствија	acties
позитивно	positief
позитивно	positieve
крстот	oversteken
крстот	kruis
крстот	cross
подобра	better
подобра	beter
земјотресот	beving
спроведува	uitvoert
доделени	toegewezen
доделени	uitbetaalde
доделени	uitbetaald
доделени	uitgekeerd
доделени	toegewezen
судири	botsingen
додаде	toegevoegd
додаде	toegevoegde
лоша	slechte
лоша	bad
лоша	slecht
малта	malta
влади	overheden
влади	regeringen
насочени	geregisseerd
насочени	gerichte
насочени	regisseerde
џин	jin
џин	jenever
џин	gin
џин	jean
џин	gene
џин	gen
џин	giant
џин	reus
џин	reuze
рендсбург	rendsburg
ватикан	vaticaanse
ватикан	vaticaan
плаќање	betaling
евертон	everton
изведувач	aannemer
изведувач	kunstenares
изведувач	artiest
изведувач	kunstenaar
изведувач	artist
хамилтон	hamilton
порто	porto
фондација	stichting
фондација	fundering
планинска	berg
планинска	bergachtige
говорници	speakers
говорници	sprekers
говорници	luidsprekers
оксфорд	oxford
обидуваат	proberen
синдром	syndroom
надлежност	rechtsgebied
надлежност	jurisdictie
надлежност	bevoegdheid
феникс	feniks
феникс	phoenix
франк	frank
франк	franc
африкански	afrikaanse
африкански	afrikaans
вил	will
вил	zal
вил	zullen
вил	wil
туристичка	toerist
обновена	herbouwd
состанок	ontmoeting
состанок	vergadering
состанок	meeting
состанок	bijeenkomst
состанок	vergaderen
учители	onderwijzers
учители	leraren
учители	docenten
учители	leerkrachten
учители	leraars
одново	alweer
одново	opnieuw
одново	nogmaals
традиционална	traditioneel
традиционална	traditionele
кодови	codes
кодови	gedragscodes
роднини	nichtjes
роднини	nichten
роднини	neven
роднини	verwanten
роднини	familieleden
логото	logo
почва	bodem
почва	grond
вашиот	je
вашиот	uw
вашиот	jouw
судски	justitiële
стока	goederen
стока	handelswaar
стока	grondstof
стока	runderen
стока	vee
стока	rundvee
стока	handelswaar
стока	koopwaar
жива	levend
непријатели	vijanden
девојки	meiden
девојки	meisjes
девојки	girls
оркестар	orkest
оркестар	orchestra
нето	net
нето	netto
сретнал	ondervonden
сретнал	tegengekomen
информатика	informatica
информатика	informatica
тврдини	versterkingen
тврдини	forten
земјотрес	aardbeving
операцијата	operation
операцијата	bewerking
операцијата	operatie
операцијата	exploitatie
камбоџа	cambodjaanse
камбоџа	cambodja
намерно	opzettelijk
намерно	bewust
намерно	expres
намерно	doelbewust
намерно	opzettelijk
намерно	opzettelijke
намерно	expres
намерно	opzettelijk
пауза	break
пауза	pauze
пауза	breken
пауза	pauzeren
пауза	pauze
пенсилванија	pennsylvania
обем	volume
патријархот	patriarch
џенова	genua
воведе	introduceerde
воведе	ingevoerd
воведе	geïntroduceerd
воведе	introduceren
смени	verschuivingen
смени	ploegen
смени	schakelaar
смени	switch
смени	wisselen
смени	wissel
смени	omschakelen
смени	veranderen
смени	wijziging
смени	wijzigen
смени	verandering
смени	veranderingen
дополнителна	bijkomend
дополнителна	bijkomende
дополнителна	aanvullend
дополнителна	aanvullende
дополнителна	extra
птоломеј	ptolemaeus
електричен	elektrische
електричен	electrische
електричен	elektrisch
десниот	stuurboord
јата	koppels
јата	clusters
напон	spanning
напон	voltage
издадено	afgegeven
издадено	uitgegeven
ширењето	spread
ширењето	verspreiding
ширењето	verspreid
ширењето	verspreiden
кредит	krediet
кредит	credit
факт	feit
симболизира	symboliseert
симболизира	symboliseert
вкупен	totaal
ропство	slavernij
ропство	slavernij
ропство	bondage
тебе	jij
тебе	jou
бутан	bhutan
маркс	marx
маркс	marken
маркс	merktekens
расел	russell
полу	semi
приврзаници	voorstanders
приврзаници	supporters
приврзаници	aanhangers
пченица	tarwe
водачи	leiders
заинтересирани	geïnteresseerd
заинтересирани	interesse
етнографија	etnografie
излез	uitvoer
излез	output
излез	exit
излез	uitgang
етиопија	ethiopië
леонардо	leonardo
агенции	agentschappen
агенции	bureaus
родригез	rodriguez
родригез	rodríguez
генерации	generaties
територијална	territoriale
територијална	territoriaal
забрането	verboden
забрането	verboden
забрането	verbannen
забрането	verboden
клуч	key
клуч	sleutel
клуч	toets
вистина	waar
вистина	true
вистина	klopt
автопатот	interstate
коментар	reactie
коментар	comment
коментар	opmerking
коментар	commentaar
убива	doodt
канцеларија	bureau
канцеларија	kantoor
либија	libië
шпанска	spaanse
шпанска	spaans
пиење	drinken
пораката	bericht
пораката	boodschap
пораката	berichtje
потрошувачка	verbruik
потрошувачка	consumptie
сино	blue
сино	blauw
сино	blauwe
населен	bewoond
населен	bewoonde
јаглен	steenkool
јаглен	kolen
јаглен	kool
јаглен	houtskool
правопис	spelling
резиденција	verblijfplaats
резиденција	residentie
резиденција	woonplaats
вина	schuldgevoel
вина	schuldgevoelens
вина	schuld
вина	wijn
вина	wijnen
значителен	substantiële
значителен	substantieel
значителен	aanzienlijk
значителен	aanzienlijke
значителен	significant
значителен	aanzienlijk
значителен	aanzienlijke
бах	bach
форум	forum
класици	klassiekers
едноставен	eenvoudige
едноставен	simpel
едноставен	eenvoudig
највисоко	hoogst
највисоко	hoogste
непознати	vreemden
непознати	vreemdelingen
непознати	onbekende
непознати	onbekend
реформа	hervorming
реформа	hervormen
реформа	hervormingen
реформа	hervorming
реформа	hervormen
наводи	beschuldigingen
наводи	aantijgingen
наводи	beweringen
наводи	bewering
наводи	beschuldiging
службен	ambtenaar
службен	officiële
службен	officieel
уредувања	bewerkingen
дортмунд	dortmund
методот	methode
одлична	groot
одлична	geweldig
одлична	fantastisch
одлична	uitstekend
одлична	excellent
одлична	voortreffelijk
одлична	uitmuntend
голман	keeper
голман	doelman
голман	keeper
службеници	klerken
службеници	bedienden
службеници	dienaren
службеници	dienaars
празнина	leegte
празнина	nietig
празнина	leegte
празнина	gap
создадено	gegenereerd
создадено	aangemaakt
создадено	gegenereerde
создадено	aangemaakt
создадено	gecreëerd
создадено	gemaakt
создадено	geschapen
бостон	boston
исламски	islamitische
исламски	islamitisch
