جودو	джудо
تهی	празно
تهی	празен
تهی	празни
تهی	празна
رفیع	висок
رفیع	висока
رفیع	високи
رفیع	високо
رفیع	рафи
نگاشت	карта
نگاشت	картата
جمجمه	черепите
جمجمه	черепи
جمجمه	черепът
جمجمه	череп
جمجمه	черепа
عطار	бакалин
سوزن	игли
سوزن	иглите
سوزن	игла
سوزن	иглата
بنادر	пристанищата
بنادر	пристанища
جوزپه	джузепе
اعتدال	умереност
اعتدال	равноденствие
پذیرایی	настаняване
پذیرایی	прием
پذیرایی	приемане
پذیرایی	рецепция
پذیرایی	развлечения
پذیرایی	забавления
پذیرایی	забавление
پذیرایی	развлечение
عروسک	куклите
عروسک	кукли
عروسک	кукла
چیزها	неща
چیزها	нещата
تزیین	декорация
یقین	несигурно
یقین	несигурен
یقین	несигурна
یقین	несигурни
قاطع	решителен
قاطع	решаващо
اریتره	еритрея
دهقان	селянин
دهقان	селянка
دهقان	селска
هریسون	харисън
بولونیا	болоня
حک	гравиране
انشعاب	разклонение
انشعاب	вилица
انشعاب	вилицата
انشعاب	бранч
انشعاب	клон
انشعاب	клонче
انشعاب	клонка
وایمار	ваймар
گردنه	стръмен
مارسل	марсел
کسر	фракции
کسر	дефицит
کسر	фракция
عبادت	боготворят
متراکم	плътен
متراکم	плътни
متراکم	плътна
جنایات	престъпления
آئودی	ауди
ترمینال	терминал
نامحدود	безкрайни
نامحدود	безкрайно
نامحدود	безкраен
نامحدود	безкрайна
نامحدود	неограничено
نامحدود	неограничен
نامحدود	неограничена
نامحدود	неограничени
آپاچی	апачи
مشروط	контингент
عرضی	пейзаж
عرضی	напречен
عرضی	напречно
ذرت	царевица
وبر	уебър
سرودن	композира
تعاونی	кооперация
تکنیکی	технически
تکنیکی	техническа
تکنیکی	техническо
زی	зи
نفی	депортиране
گسیل	емисия
گسیل	емисии
داوطلبانه	доброволни
داوطلبانه	доброволен
داوطلبانه	доброволна
داوطلبانه	доброволно
خائن	предател
شعارهای	девизи
رویس	ройс
گریگوری	григорий
گریگوری	грегори
گریگوری	грегъри
کنراد	конрад
چکاوک	чучулига
بالتیک	балтийско
آیوی	бръшлян
آیوی	айви
راجرز	роджърс
میرسد	пристига
میرسد	достига
ادوین	едуин
رنگهای	цветове
اطفال	децата
اطفال	деца
هسن	хес
یونس	юнус
یونس	джона
یونس	йона
همسایگی	махала
همسایگی	квартал
همسایگی	квартала
همسایگی	квартал
همسایگی	съседство
فرضی	хипотетичен
فرضی	хипотетично
راو	сурово
راو	сурови
راو	суров
راو	сурова
راو	необработен
متناظر	съответстващ
متناظر	съответстващи
متناظر	съответстваща
متناظر	съответен
متناظر	съответстващо
آهسته	шепот
آهسته	шепне
آهسته	бавна
آهسته	бавен
آهسته	бавно
آهسته	бавно
زاگرب	загреб
نوی	neu
نیکول	никол
گوگ	гог
فری	ферибот
فری	ферибота
فری	фери
فری	фрей
تقطیر	дестилация
آلتو	алто
نیکلای	николай
نیکلای	николай
رؤیا	роя
رؤیا	сън
رؤیا	мечта
اهدای	донор
اهدای	дарител
پرل	пърл
پرل	перла
پرل	perl
رفیق	пич
رفیق	пича
لیو	лив
عظمت	величие
عظمت	величието
عظمت	величие
مناظره	разискване
مناظره	разисквания
مناظره	дебат
مناظره	дебати
مناظره	разисквания
مناظره	дебати
میکرو	микро
ادراک	възприятия
ادراک	схващане
ادراک	възприятие
ادراک	възприемане
بادهای	ветровете
بادهای	ветрове
تاب	суинг
تاب	замах
تاب	люлка
ناتینگهام	нотингам
بیاورید	донеси
پنهانی	тайно
صمیمی	сърдечни
صمیمی	интимен
صمیمی	интимно
صمیمی	интимна
صمیمی	интимни
زینب	зейнеп
قربان	сър
سوءاستفاده	злоупотреба
سوءاستفاده	малтретиране
سوءاستفاده	злоупотреби
سوءاستفاده	злоупотреба
جنوا	генуа
گنگ	тъп
گنگ	тъпо
گنگ	тъпи
گنگ	ням
گنگ	банда
مچ	китка
مچ	китката
یخی	фрост
یخی	айс
یخی	лед
قحطی	глад
قحطی	глад
ماسک	маска
ماسک	маската
ماسک	маски
ماسک	маските
میگیرد	отнема
میگیرد	взема
میگیرد	получава
مکانیزم	механизъм
شهدا	мъченици
قرض	заем
قرض	дългове
قرض	дълг
استوا	екватора
دشواری	затруднено
دشواری	затруднения
دشواری	трудност
دشواری	трудности
دشواری	затруднение
مهمات	муниции
مهمات	боеприпаси
مهمات	амуниции
آند	андската
رحمان	рахман
وصیت	завет
محفظه	капсулата
محفظه	капсули
محفظه	капсула
دول	дол
مشاوران	консултанти
مشاوران	съветници
مشاوران	консултанти
احتراق	горене
احتراق	изгаряне
احتراق	запалване
تختی	нейната
تختی	неин
تختی	нейните
تختی	нейният
تختی	нейна
تختی	нейни
درواقع	всъщност
کلک	трик
گرده	прашец
متخصصین	експерти
متخصصین	експертите
متخصصین	тех
متخصصین	специалисти
متخصصین	специалистите
تریپل	тройна
تریپل	троен
تریپل	тройно
فسیلی	изкопаеми
مهاجرین	мигрантите
مهاجرین	мигранти
مهاجرین	имигранти
مهاجرین	имигрантите
مهاجرین	емигранти
مهاجرین	имигранти
مهاجرین	бежанци
مهاجرین	бежанците
مهاجرین	бегълци
پروسه	процес
گوهر	същността
گوهر	същност
تراشه	чип
تحقیر	унижен
تحقیر	унизен
تحقیر	унизително
تحقیر	унижение
تحقیر	презрение
تحقیر	неуважение
عنکبوتی	паяка
عنکبوتی	спайдър
عنکبوتی	паяк
پوینت	точка
جراح	хирург
جراح	хирургът
جراح	джара
نورنبرگ	нюрнберг
اتمسفر	атмосфера
اتمسفر	атмосферни
قفس	клетка
قفس	кейдж
شهوانی	еротични
شهوانی	еротично
شهوانی	еротичен
جاسوس	шпионин
ندا	неда
دوجانبه	двустранна
دوجانبه	двустранни
دوجانبه	двустранен
دوجانبه	двустранно
پروتون	протон
لورا	лора
لورا	лаура
آشکارا	открито
آشکارا	ясно
آشکارا	публично
لکه	петно
لکه	петна
لکه	петно
لکه	петна
لکه	петно
لکه	мъгла
سوارکاری	езда
سوارکاری	яздене
سوارکاری	конен
متریک	метрични
جاش	джош
بحر	море
بحر	морето
راینلاند	рейнланд
انسانها	човеци
انسانها	човеците
حسابرسی	одит
حسابرسی	ревизия
حسابرسی	счетоводство
حسابرسی	отчитане
قناری	канарчета
قناری	канарските
قناری	канарче
گلوکز	глюкоза
یگان	поделение
یگان	единица
قرارگاه	сетълмент
قرارگاه	уреждане
قرارگاه	селище
قرارگاه	подаването
بوریس	борис
گروگان	заложници
گروگان	заложник
تدارک	подготовка
تدارک	препарат
تدارک	приготвяне
جووانی	джовани
دینار	динар
دینار	динара
انور	енвер
انور	ануар
ویک	вик
استارک	старк
اتلاف	отпадък
اتلاف	отпадъци
بای	бей
بای	залив
بای	заливът
بای	bay
مونترال	монреал
کعبه	кааба
ابدی	вечна
ابدی	вечни
ابدی	вечен
ابدی	безсмъртна
ابدی	безсмъртни
ابدی	безсмъртен
پتر	петър
پتر	питър
پتر	петер
سیلیکات	силикат
مهری	печат
مهری	тюлен
مهری	сийл
مواجهه	конфронтация
نزول	слизане
نزول	спускане
عسکری	аскари
پروتستان	протестант
تجلیل	тържество
تجلیل	празнуване
تجلیل	празник
تجلیل	празненство
سپر	щит
سپر	броня
سپر	бронята
فرات	ефрат
ایزدی	провидънс
اسکیت	пързаляне
اسکیت	пързаляне
اسکیت	скейт
اسکیت	скейтборд
آراسته	атрактивна
آراسته	привлекателна
آراسته	привлекателно
آراسته	привлекателен
آراسته	атрактивни
آراسته	награден
آراسته	награждаван
آراسته	украсени
بورلی	бевърли
چهارراه	кръстовището
چهارراه	пресичане
چهارراه	кръстовище
چهارراه	пресечка
فراطبیعی	паранормални
سلاطین	царе
سلاطین	кингс
سلاطین	кралете
سلاطین	крале
سایمون	саймън
سایمون	симон
والاس	уолас
والاس	уолъс
دیکتاتوری	диктаторски
دیکتاتوری	диктатура
سویی	sui
اندلس	андалусия
لوسی	люси
لوسی	луси
خشکسالی	глад
خشکسالی	сушата
خشکسالی	суша
اولاد	потомство
سمفونیک	симфонична
الموت	аламут
ریکاردو	рикардо
ریکاردو	рикардо
کلوپ	club
کلوپ	клуб
کلوپ	клубът
کلوپ	клоп
پوشیدن	носи
پوشیدن	износване
کلاب	club
کلاب	клуб
کلاب	клубът
لایپزیگ	лайпциг
نفرت	омраза
نفرت	ненавист
نفرت	омраза
نفرت	мразя
نفرت	мрази
نفرت	омразата
برخاست	възникнали
برخاست	излитане
هالی	холи
چهاردهمین	fourteenth
ادواردز	едуардс
نواری	панделка
نواری	лента
تالیفات	компилации
مونته	монте
مونته	монти
هافمن	хофман
هافمن	хофман
آشتی	примирие
تروریست	терорист
تروریست	терористична
تروریست	терористите
تروریست	терористи
انصار	ансар
ارگان	органите
ارگان	органи
ارگان	орган
خفیف	леки
مخروطی	конична
مخروطی	конус
بازجویی	разпит
بازجویی	разпити
بازجویی	разпит
انبساط	разрастване
انبساط	разширяване
انبساط	разширение
قفسه	рафт
قفسه	шкаф
قفسه	шкафа
پرتقال	оранжев
پرتقال	оранжева
پرتقال	оранжево
پرتقال	оранжеви
پرتقال	портокал
پرتقال	портокали
نایت	найт
نایت	рицар
کامیون	камиона
کامیون	трак
کامیون	камион
کامیون	камионът
شهریاری	монархия
شهریاری	монархията
فلک	ферис
اسپرت	спортни
اسپرت	спортен
اسپرت	спорт
اسپرت	спортно
اسپرت	спортове
جواهرات	бижута
جواهرات	скъпоценности
جواهرات	бижу
جواهرات	бижута
جواهرات	бижу
جواهرات	бижута
وانگ	уанг
وانگ	уан
بیا	ела
کورپوریشن	корпорация
کورپوریشن	корпорейшън
ویلی	уили
کیارستمی	киаростами
مارپیچ	лабиринта
مارپیچ	лабиринт
مارپیچ	лабиринт
مارپیچ	спирала
مارپیچ	спиралата
مارپیچ	спирала
ترنر	търнър
میکروسکوپ	микроскоп
نکا	некар
بیم	уорнър
سگا	sega
سگا	кучета
نهر	крийк
پارما	парма
جزیی	тривиално
گوارشی	храносмилателната
سوسک	хлебарки
سوسک	хлебарките
سوسک	хлебарка
سوسک	бръмбар
بزرگسال	възрастни
بزرگسال	възрастна
بزرگسال	възрастен
بزرگسال	възрастни
لیبرالیسم	либерализъм
وجوه	фондове
وجوه	средства
غشای	мембрана
فلیکس	феликс
پیکربندی	настройване
پیکربندی	конфигурация
پیکربندی	config
شنی	пясък
دخیل	замесена
دخیل	замесен
کلیولند	кливлънд
کلیولند	кливланд
صوری	официален
صوری	формално
صوری	официално
صوری	официална
چهارگانه	четворно
رهنمودهای	насоки
بنفیکا	бенфика
شیرجه	гмуркане
شیرجه	потапяне
شیرجه	гмуркане
قسمتهای	епизоди
تریلیون	трилиона
باشکوه	великолепен
باشکوه	великолепна
باشکوه	величествен
باشکوه	великолепни
تصدیق	потвърждение
تصدیق	потвърждаване
تصدیق	потвърждение
تصدیق	потвърждавам
تصدیق	потвърждаване
تصدیق	потвърди
تصدیق	призната
تصدیق	признати
تصدیق	признато
تصدیق	признат
تصدیق	проверка
رویارویی	конфронтация
گرگوری	григорий
گرگوری	грегори
گرگوری	грегъри
کلارا	клара
کلارا	клара
جاوید	джавид
جاوید	вечна
جاوید	вечен
جاوید	безсмъртна
جاوید	безсмъртни
جاوید	безсмъртен
کینگز	царе
کینگز	кингс
کینگز	кралете
کینگز	крале
سوشی	суши
واتسون	уотсън
استن	стан
استن	стен
کریستف	кристоф
رصد	обсерватория
رصد	обсерваторията
رصد	наблюдение
رصد	наблюдения
سوژه	субект
سوژه	обект
تاخت	галоп
تنباکو	тютюн
فنلاندی	финландски
عاقبت	развръзка
عاقبت	изход
عاقبت	резултат
مونرو	монро
ارل	ърл
گنجشک	врабчета
گنجشک	спароу
گنجشک	врабче
گاردین	настойник
گاردین	пазител
گاردین	попечител
گاردین	гардиън
زوال	разселени
فروید	фройд
اسلو	осло
بلکبرن	блекбърн
جردن	джордън
جردن	йордан
جردن	йордания
جردن	джордан
فاستر	приемен
فاستر	фостър
فاستر	приемни
تراژدی	трагедия
تراژدی	трагедията
سیزدهمین	тринадесети
پررنگ	плах
سباستین	себастиан
سباستین	себастиян
رؤیای	сън
رؤیای	мечта
المپیاد	олимпиада
بتهوون	бетовен
وردی	верди
فلوئورید	флуорид
دوزیستان	земноводно
موریتانی	мавритания
ادراری	урината
کلاوس	клаус
گراند	гранде
گراند	бона
گراند	гранд
شاهدخت	принцеса
برمه	бирма
برمه	бирма
واعظ	проповедник
خر	магарето
خر	магаре
هانوفر	хановер
هانوفر	hannover
اندر	ендър
پیشگام	пионер
اساسنامه	статут
اساسنامه	устав
الکترو	електро
کریگ	крейг
فشاری	напрежение
فشاری	натиск
فشاری	налягане
غریبه	странници
غریبه	непознати
غریبه	непозната
غریبه	странник
غریبه	непознат
شمشیربازی	фехтовка
معلول	увреждания
معلول	недъг
معلول	увреждане
معلول	инвалидност
هیروشیما	хирошима
آپارتمان	апартамент
شیمیدان	химик
سفت	стегнат
سفت	стегнато
سفت	здраво
سفت	стегната
بتنی	бетани
ولت	волта
تاین	тайн
نیش	ниш
نیش	стинг
دیروز	вчера
کیوتو	киото
اوژن	юджийн
عیب	недостатък
عیب	дефект
ریل	железница
ریل	железопътния
ریل	железопътен
ریل	железници
تعالیم	учения
تعالیم	ученията
تعالیم	доктрина
معابد	храмовете
معابد	храмове
ماهیگیری	риболовен
ماهیگیری	риболов
غیرعادی	необичайни
غیرعادی	необикновено
غیرعادی	необичайна
غیرعادی	необичайно
غیرعادی	необичаен
پیرس	пиърс
هولمز	холмс
ظلم	потисничество
ظلم	потиснати
ظلم	жестокостта
ظلم	жестокост
ظلم	несправедливост
ظلم	несправедливостта
تمرینات	тренировки
تمرینات	обучение
تمرینات	тренировка
خرچنگ	раци
خرچنگ	въшки
خرچنگ	омар
خرچنگ	омари
خرچنگ	рак
خرچنگ	краб
خرچنگ	раци
کشنده	смъртоносен
کشنده	смъртоносно
کشنده	смъртоносна
کشنده	смъртоносни
کشنده	смъртоносен
کشنده	смъртоносно
کشنده	смъртоносна
کشنده	смъртоносни
کشنده	смъртоносен
کشنده	фатална
کشنده	смъртоносно
کشنده	фатален
کشنده	фатално
بوته	буш
بوته	храст
ناظری	зрител
کاتالان	каталонски
مورفی	мърфи
گرسنگی	глад
گرسنگی	гладът
پالایش	филтър
پالایش	филтриране
پالایش	филтриране
پالایش	рафиниране
رمزی	рамзи
چاله	дупка
چاله	локва
شاهکار	каскада
شاهکار	шедьовър
شاهکار	подвиг
نویز	шум
ادریس	енох
ادریس	идрис
نمانده	почти
رسوب	утайка
صافی	сафи
داش	тире
داش	даш
ریچل	рейчъл
شیلا	шийла
شیلا	шейла
عبدی	абди
جغد	сова
جغد	бухал
عمرو	амр
تاثیرات	последици
تاثیرات	въздействие
تاثیرات	ефекти
تاثیرات	ефект
احتمالات	вероятности
احتمالات	вероятностите
احتمالات	шансове
احتمالات	шансовете
احتمالات	коефициенти
احتمالات	вероятност
یتیم	сираците
یتیم	сираци
یتیم	сирачета
یتیم	сираче
یتیم	сирак
دوس	дос
شفا	излекува
شفا	излекуван
شفا	излекувана
شفا	излекувани
شفا	изцеление
شفا	лечение
شفا	оздравяване
شفا	лекуване
شفا	излекува
شفا	излекуван
شفا	излекувана
مغازه	сладкарница
مغازه	магазин
مغازه	магазинче
نشانگان	синдром
نشانگان	синдрома
نشانگان	синдромът
کنکور	разглеждане
کنکور	изследване
نهفته	латентна
نهفته	вградени
نهفته	вградена
نهفته	вграден
روانپزشکی	психиатрията
روانپزشکی	психиатрия
روانپزشکی	психиатрична
چیره	доминират
بلوچی	белучи
گلکسی	галактика
گلکسی	галактиката
درازا	удължено
درازا	удължен
درازا	продължителен
درازا	продължително
آزادانه	свободно
پاها	крака
پاها	краката
پاها	крачета
خواهران	сестри
ریخت	пролята
اکو	еко
اکو	еко
اکو	ехо
قبله	посока
قبله	кибла
استبداد	тиранията
استبداد	тирания
تیتراژ	надписи
تیتراژ	кредити
تیتراژ	кредитите
ولفگانگ	волфганг
وزنه	тежести
وزنه	тегло
وزنه	тежест
اجداد	предшественици
اجداد	предците
اجداد	предци
اجداد	прародител
پت	pet
پت	любимец
پت	пат
پاپی	попи
پاپی	папи
پاپی	папи
ثریا	сорая
قیصر	кайзер
پایش	сканиране
پایش	следене
پایش	наблюдение
پایش	мониторинг
پایش	наблюдаван
پایش	наблюдавани
آلیکانته	аликанте
فانی	фани
فانی	смъртни
فانی	смъртен
فانی	смъртна
پهلو	страна
پهلو	страничен
پهلو	страни
اکسپرس	експресна
اکسپرس	експрес
اسکس	есекс
نخبگان	елитна
نخبگان	елит
نخبگان	елитни
نخبگان	елитен
نخبگان	елита
فینیکس	капсули
فینیکس	феникс
فینیکس	финикс
کرو	гарван
کرو	кроу
کرو	врана
کرو	карев
ترتیبی	последователно
ترتیبی	последователни
کرایسلر	крайслер
هوتن	хътън
هوتن	хутен
ساسکس	съсекс
تاجگذاری	коронацията
فسفر	фосфор
بولتون	болтън
چشمی	окото
چشمی	око
اوتار	утар
اوا	ева
اوا	ива
هلسینکی	хелзинки
آندورا	андора
اجبار	сила
اجبار	принуда
اجبار	принуда
اجبار	принудени
اجبار	принуден
اجبار	принудително
معقول	разумна
معقول	разумно
معقول	разумни
معقول	разумен
معقول	рационално
معقول	рационален
معقول	разумен
معقول	разумна
معقول	разумно
معقول	разумни
معقول	разумен
بارگیری	сваляне
بارگیری	изтегли
بارگیری	изтегляне
بارگیری	товарене
بارگیری	натоварване
بارگیری	зареждане
بارگیری	сваляне
بارگیری	изтегляне
بارگیری	свалени
بارگیری	изтеглен
بارگیری	свалена
بارگیری	свален
بارگیری	изтеглени
بارگیری	свалил
مذکر	мъжко
مذکر	мъжки
مذکر	мъж
مذکر	мъжкар
مذکر	мъжка
مذکر	мъжествен
مذکر	мъжествено
دایناسور	динозаври
دایناسور	динозавър
بقا	преживяемост
بقا	оцеляване
بقا	оцеляването
تورینو	тра
تورینو	торино
متفرقه	различни
متفرقه	разнообразни
متفرقه	разни
آدریان	ейдриън
آدریان	ейдриан
آدریان	адриан
اویل	нефт
اویل	петрол
اویل	олио
اویل	масло
گیبسون	гибсън
استثنای	изключения
استثنای	изключение
هراس	терор
هراس	ужас
هراس	фобия
آوازی	вокал
آوازی	гласните
مغولی	монголски
استفن	стефан
رسوایی	скандали
رسوایی	скандално
رسوایی	скандал
رسوایی	немилост
رسوایی	позор
سوخو	сухой
آویزان	хунг
آویزان	обесен
آویزان	висящ
آویزان	обесване
آویزان	висящи
طغیان	бунтар
طغیان	бунтовник
طغیان	бунтовниците
طغیان	бунт
طغیان	въстание
نیاکان	предшественици
نیاکان	предците
نیاکان	предци
نیاکان	прародител
مسخره	смешна
مسخره	нелепо
مسخره	абсурдно
الزامی	задължителен
الزامی	задължително
الزامی	задължителна
الزامی	задължителни
نخجوان	нахичеван
عجیبی	странна
عجیبی	странно
عجیبی	странни
عجیبی	странен
حمد	хамад
حمد	похвала
حمد	слави
حمد	възхвала
حمد	хвала
نوشیدن	пиене
نوشیدن	пиеш
نوشیدن	пия
نوشیدن	пиенето
نوشیدن	пие
نوشیدن	пийте
نوشیدن	пий
نوشیدن	питие
سفره	масата
سفره	маса
سفره	масичка
سفره	таблица
سفره	покривката
سفره	покривка
مالدیو	малдивите
هل	кардамон
هل	хал
اشمیت	шмит
اشمیت	шмид
اشمیت	шмит
لوتر	лутер
لوتر	лутър
راهبرد	насоки
راهبرد	указание
راهبرد	насока
راهبرد	стратегията
راهبرد	стратегия
استنباط	извод
رمزگذاری	криптиране
رمزگذاری	кодиране
فرانچسکو	франциско
فرانچسکو	франсиско
فرانچسکو	франческо
زا	генератор
زا	генераторът
مصادره	конфискувани
مصادره	конфискува
سازندگی	изграждане
سازندگی	строеж
سازندگی	конструкция
سازندگی	строителство
وارث	наследник
روزولت	рузвелт
قصبه	енория
قصبه	париш
قصبه	периш
دماغه	нос
دماغه	кейп
دماغه	кабо
دماغه	наметало
اولا	ола
قدردانی	признателност
قدردانی	благодарност
قدردانی	признателност
قدردانی	благодарност
ویتنی	уитни
کوستا	коста
غزالی	ghazali
دیم	дим
راش	ръш
ققنوس	феникс
ققنوس	финикс
اوراسیا	евразия
مرگبار	смъртоносен
مرگبار	смъртоносно
مرگبار	смъртоносна
مرگبار	смъртоносни
مرگبار	смъртоносен
مرگبار	фатална
مرگبار	смъртоносно
مرگبار	фатален
مرگبار	фатално
کابین	бунгало
کابین	хижа
کابین	каюта
کابین	кабина
کابین	колиба
کابین	хижата
وکالت	адвокат
جوجه	пилешко
جوجه	кокошка
جوجه	пиле
جوجه	пиленце
بهبودی	възстановяване
بهبودی	усъвършенстване
بهبودی	подобрения
بهبودی	подобряване
بهبودی	подобрение
عینک	очила
عینک	чаши
عینک	очилата
عینک	очила
هومبولت	хумболт
بریدن	рязане
مارکسیسم	марксизма
پذیرای	възприемчиви
متابولیسم	метаболизма
متابولیسم	метаболизъм
میرود	отива
میرود	разходки
کج	крив
کج	криво
کج	наклонени
کج	курсив
ناکام	разочарован
ناکام	разочарова
ناکام	разочарована
ناکام	разочаровани
ناکام	разочарован
ناکام	разочарована
ناکام	разочаровани
شمع	свещ
شمع	свещите
شمع	свещи
تاد	тод
پشتو	пущу
توبه	разкаяние
توبه	покаяние
مترادف	синоним
مترادف	синоним
شلوغ	бъркотия
شلوغ	зает
شلوغ	заети
شلوغ	заето
شلوغ	шумно
شلوغ	шумен
شلوغ	претъпкан
ژولیت	жулиет
ژولیت	джулиет
ژولیت	жулиета
ژولیت	джулиет
بنیامین	бенджамин
گنبدی	цигулар
گنبدی	фидлър
فال	богатство
فال	знамение
فال	поличба
پارسا	парса
ونسان	винсънт
ونسان	венсан
ونسان	винсент
لوکا	лука
لوکا	лука
مرکبات	цитрусови
یوجین	юджийн
فیس	фейсбук
فیس	facebook
هاروی	харви
توییتر	twitter
توییتر	туитър
ید	йод
تنور	печка
تنور	пещ
تنور	фурна
تنور	фурната
تنور	тенор
توگو	того
عصبانی	гневен
عصبانی	бесен
عصبانی	ядосан
عصبانی	ядосана
جوآن	джоан
جوآن	джоун
شعرای	текстове
شعرای	текст
آوانگاری	фонетична
استوک	стоук
زباله	отпадък
زباله	отпадъци
زباله	боклук
زباله	боклуци
زباله	боклук
آشیانه	гнездо
آشیانه	гнездото
آشیانه	хангар
آشیانه	хангара
جوندگان	гризачи
جوندگان	гризач
توهم	халюцинации
توهم	халюцинация
توهم	илюзия
توهم	илюзии
آنتون	антон
آشامیدنی	пиене
آشامیدنی	пиеш
آشامیدنی	пия
آشامیدنی	пиенето
آشامیدنی	пие
الاهلی	търговско
الاهلی	търговска
الاهلی	реклама
الاهلی	търговски
پانزدهمین	fifteenth
هیدروکسی	хидрокси
کاران	каран
آبزی	водно
آبزی	водни
آزادسازی	освобождението
آزادسازی	освобождение
شکلات	шоколадов
شکلات	шоколадова
شکلات	шоколад
شکلات	шоколадово
ژنوم	геном
الک	лос
الک	сито
الک	решето
الک	алек
رقبای	съперници
آفتابی	слънчев
آفتابی	слънчево
آفتابی	слънчева
آفتابی	съни
آفتابی	слънчеви
ترجیحات	преференции
ترجیحات	предпочитания
جوشکاری	заваряване
چهارچوب	рамка
ختنه	обрязването
استثنایی	специална
استثنایی	специално
استثنایی	специални
استثنایی	специален
استثنایی	изключителен
استثنایی	изключителни
استثنایی	изключителна
تاجیک	таджикски
بوت	бут
بوت	щанд
بوت	буут
پابلو	пабло
جابر	джабер
ائوسن	еоцена
چیبا	чиба
باربادوس	барбадос
بلیک	блейк
انفجاری	взрив
انفجاری	експлозия
انفجاری	експлозив
انفجاری	експлозиви
انفجاری	детонация
گیت	портата
گیت	порта
گیت	git
گیت	гейтс
گیت	порти
گیت	портите
عرف	нрави
انتحاری	самоубийство
انتحاری	самоубийства
اوکراینی	украински
قلمروی	територия
قلمروی	територии
قلمروی	територията
ترانزیستور	транзистор
سیریلیک	кирилица
امتناع	отказ
بازل	базел
مهمانی	парти
مهمانی	party
مهمانی	купон
مهمانی	партия
مهمانی	угощение
مهمانی	гергьовден
مهمانی	пир
مهمانی	пиршество
مهمانی	празник
مهمانی	банкет
رویت	завъртане
رویت	завой
مفاصل	ставите
مفاصل	стави
دیلم	лост
پیشانی	чело
پیشانی	челото
وفور	изобилието
وفور	изобилие
کاسپین	каспийско
قلع	тин
بگو	кажи
آزاده	свободно
آزاده	свободни
آزاده	свободен
آزاده	свободна
آزاده	безплатни
آزاده	безплатно
پدران	бащи
پدران	бащите
پدران	предшественици
پدران	предците
پدران	предци
متین	мет
متین	метамфетамин
متین	метин
حیفا	хайфа
داغستان	дагестан
کاناگاوا	канагава
پگاه	ранни
پگاه	рано
پگاه	ърли
توفان	тайфун
توفان	буря
توفان	сторм
توفان	бурята
قطعا	определено
هویدا	очевидна
اژدهای	дракон
یاسر	ясер
بالتیمور	балтимор
ملوک	малуку
اولاً	ула
تسهیلات	комунални
نژادپرستی	расизъм
استرس	стрес
استرس	стресът
استرس	подчерта
ناب	пенливо
ناب	газирана
ناب	чисто
ناب	чист
ناب	чиста
مفسر	преводач
مفسر	коментатор
آندرا	андреа
آندرا	андра
مطبوع	чубрица
مطبوع	балсам
متعارف	конвенционални
متعارف	canonical
بیهوده	суетен
بیهوده	суета
بیضی	овални
بیضی	елипса
بیضی	елипсовидна
کمرنگ	бледи
کمرنگ	бледо
کمرنگ	бледа
کمرنگ	блед
اور	ор
کلسترول	холестерол
کلسترول	холестерола
مدفوع	изпражнения
مدفوع	стол
مدفوع	столче
مدفوع	изпражненията
مدفوع	изпражнения
هلیکوپتر	вертолети
هلیکوپتر	хеликоптер
هلیکوپتر	хеликоптер
شیوا	шива
یونی	йон
گلو	гърлото
گلو	гърло
سریالی	серийни
سریالی	сериен
ندیده	видян
ندیده	виждал
ندیده	видяна
ندیده	видяно
بطن	камерна
بطن	корем
بطن	корема
ارسلان	арслан
آهو	сърна
آهو	елен
آهو	елени
آهو	газела
دونتسک	донецк
منگنز	манган
برگه	лист
برگه	листове
برگه	чаршаф
کاذب	невярно
کاذب	фалшиво
کاذب	фалшиви
کاذب	фалшива
جگوار	ягуар
فازی	фаза
فازی	етап
امینم	еминем
یوکوهاما	йокохама
جذابیت	привличането
جذابیت	привличане
جذابیت	атракция
سوفی	софи
ویو	вив
موقتی	временно
موقتی	временна
موقتی	временни
موقتی	временен
موقتی	временно
موقتی	временен
ایمی	ейми
روشنگری	просветление
روشنگری	поучително
روشنگری	проницателен
مضر	вреден
مضر	вредно
مضر	вредни
مضر	вредна
هود	качулка
هود	худ
فیورنتینا	фиорентина
شلوار	панталон
شلوار	панталони
شلوار	панталоните
شلوار	гащи
شلوار	панталон
شلوار	панталони
شکمی	коремна
شکمی	коремни
پذیرد	приема
سوزوکی	сузуки
گای	гай
رادیکال	радикално
رادیکال	радикални
رادیکال	радикална
سنسور	датчик
سنسور	сензор
خازن	кондензатор
لیتل	малка
لیتل	малки
لیتل	малък
لیتل	литъл
لیتل	малко
طیب	булчински
طیب	тайип
ورونا	верона
خطاهای	недостатъци
خطاهای	грешки
خرابی	неизправност
خرابی	провал
خرابی	неуспех
خرابی	повреда
خرابی	унищожаване
خرابی	разрушение
خرابی	разрушения
خرابی	унищожение
خرابی	разрушаване
خرابی	неуспешна
خرابی	неуспешно
خرابی	неуспех
بوسه	целувки
بوسه	кис
بوسه	целувка
پالمیراس	палмейрас
اعماق	дълбини
اعماق	дълбините
اعماق	дълбока
اعماق	дълбок
اعماق	дълбоки
اعماق	дълбоко
لاو	лао
لاو	лъв
لاو	лав
بخشیده	опростен
بخشیده	простено
جنت	жанет
جنت	джанет
کامپایلر	компилатор
ونوس	венера
دانته	данте
آقایی	джентълмен
فرزانه	мъдра
فرزانه	мъдро
فرزانه	мъдри
فرزانه	мъдър
برومند	зряло
برومند	узряло
