eesti	ایسٹونیائی.
ühendid	ہند
ühendid	دشوار
tõeline	بہت.
tõeline	اصلی
tõeline	بہت.
haigus	بیماری
haigus	روگ.
haigus	عارضہ
haigus	روگ
haigus	مرض
haigus	عارضہ
haigus	بیماری
näitlejanna	اداکارہ.
demokraatia	جمہوریت
klassikaline	متوازن
klassikaline	آرٹسٹ
kongress	اجتماع
kongress	جلسہ.
kaasas	موجود
kaasas	ہمراہ
kindlus	قلعہ
kindlus	قلعہ
kindlus	حصار.
kindlus	کوٹ
kindlus	قلعہ
kindlus	حصار.
club	سونٹا.
club	ٹھونکنا
club	گروہ
club	سونٹا.
club	ٹھونکنا
club	ڈنڈا
club	گروہ
lahendada	(بعدہ
lahendada	قضیہ
mulla	داغ
mulla	دھبّا
mulla	فضلہ
mulla	آلودگی.
mulla	گندگی
mulla	مُلّا
osta	خریداری
osta	سودا
osta	خریدنا
osta	خریداری
osta	سودا
kaubandus	کاروبار
kaubandus	مباشرت.
kaubandus	مجامعت
kaubandus	ہنر
omavalitsuste	بلدیاتی
süda	کنہہ
süda	خلاصہ.
süda	ہمت
süda	کیفیت.
süda	دل
süda	قلب
vere	وراثت
vere	تعلق
vere	خون
vere	جذبہ
vere	ولدیت
vere	چھیلا
vere	جوش.
vere	نسل
vere	لہو
vere	رشتہ
vaim	بھوت
vaim	سایہ.
vaim	روح
vaim	سایہ
vaim	جوش
vaim	ہمت
vaim	جن
vaim	رم)
vaim	away
vaim	وسکی
vaim	رجحان
vaim	انداز.
vaim	جولانی
vaim	روح.
vaim	جوش
vaim	دم
vaim	ہمت
vaim	جن
vaim	رم)
vaim	away
vaim	وسکی
vaim	رجحان
vaim	انداز.
vaim	جولانی
vaim	روح.
koor	پرندوں
koor	بیلچہ
koor	ترکاری
koor	چھلکا.
koor	جلد
koor	پھل
koor	جھاگ.
koor	ست
koor	پھین
ilu	روپ
ilu	حسینہ
ilu	جمال
ilu	روپ
ilu	حسینہ
näitus	وظیفہ
päts	آوارگی
päts	کھوپری
päts	منڈلانا
päts	روٹی
päts	آوارگی
päts	کھوپری
päts	منڈلانا
tuule	نفخ
tuule	خم.
tuule	موڑ
tuule	گُھمائو
tuule	سانس
tuule	لپیٹ.
tuule	باؤ.
tuule	ریاح
lehekülg	down
pealkiri	جمانا.
pealkiri	سرخی
pealkiri	مسٹر
pealkiri	mr
bob	ابھار
bob	جست.
bob	اْچھال
bob	ساقول
väljas	چہرہ.
väljas	اتفاق)
väljas	بیرونی
väljas	(داغ
väljas	ہرادینا.
väljas	ظاہر-
väljas	ڈانٹ
väljas	(آگ
väljas	معروف-
väljas	نیل
väljas	لاموجود
väljas	دور
väljas	(داغ
väljas	ہرادینا.
väljas	ظاہر-
väljas	ڈانٹ
väljas	(آگ
väljas	معروف-
väljas	نیل
väljas	لاموجود
väljas	دور
väljas	باہر
ülestõus	بغاوت
ülestõus	سرکشی.
ülestõus	شورش
ülestõus	at
ülestõus	نفرت.
ülestõus	غداری.
ülestõus	باغی.
ülestõus	اکراہ
ülestõus	ہیجان.
ülestõus	سرکشی
ülestõus	سرکش
ülestõus	احتجاج
ülestõus	خروج-
ülestõus	شورش
ülestõus	at
ülestõus	نفرت.
ülestõus	غداری.
ülestõus	باغی.
ülestõus	بغاوت
ülestõus	اکراہ
ülestõus	ہیجان.
ülestõus	سرکشی
ülestõus	سرکش
ülestõus	احتجاج
ülestõus	خروج-
ülestõus	سرکشی.
ülestõus	بغاوت
ülestõus	سرکشی.
aed	چمن.
aed	چمن.
aed	باغ
tähtsad	مغرور.
tähtsad	باوقعت
paralleelselt	تقابل.
paralleelselt	موازنہ
looduslik	بلاسنگھار.
looduslik	مطابق
looduslik	ارضی
looduslik	سادہ
looduslik	ازخود.
looduslik	فطری
looduslik	بلاسنگھار.
looduslik	مطابق
looduslik	اصلی
looduslik	ارضی
looduslik	سادہ
looduslik	ازخود.
looduslik	طبعی
looduslik	فطری
toetus	توثیق
toetus	امداد
toetus	گرنے
toetus	ڈوبنے
toetus	سہنا
toetus	نظریے
toitu	خوراک
toitu	آہار.
toitu	غذا
rõhk	اثر.
rõhk	مشکل.
rõhk	آفت
rõhk	زور
rõhk	دباؤ
rõhk	زور
rõhk	بیان
rõhk	واضح
rõhk	سختی
jaam	مرتبہ
jaam	جمانا.
fondi	ذخیرہ
fondi	خزینہ
fondi	پیندا.
looja	خالق.
looja	بنانے
young	خرد.
esindab	(بعدہ
esindab	ترجمانی
esindab	جتانا.
seminari	پادریوں
out	(داغ
out	ہرادینا.
out	ظاہر-
out	ڈانٹ
out	(آگ
out	معروف-
out	نیل
out	لاموجود
out	دور
out	(داغ
out	ہرادینا.
out	ظاہر-
out	ڈانٹ
out	(آگ
out	معروف-
out	نیل
out	لاموجود
out	دور
out	باہر
mootor	انجن
mootor	مشین
mootor	محرک
mõõtmed	ضخامت
mõõtmed	متعدد
mõõtmed	وسعت
mõõtmed	گہرائی
mõõtmed	طول
mõõtmed	بعد
mõõtmed	پہنائی
mõõtmed	رقبہ
märk	شگون
märk	شناخت
märk	داغ
märk	بتانا.
märk	دھبّا
märk	چرکا
märk	جذبہ
märk	کار
märk	رگبی
märk	ماڈل
märk	نشان
märk	منانا
märk	مقصد
märk	کردار
luure	ذہین
luure	خبر.
luure	ذہین
luure	خبر.
luure	فہم
järgnevalt	بعدہ‘
kriitika	(‎critiques
kriitika	critiqued
pro	تائیدی
pro	موافق
pro	موافقانہ.
eemale	الگ
eemale	متواتر
eemale	مسلسل
eemale	التزاماً
eemale	دور
millal	حالانکہ
millal	تب
millal	حالانکہ
millal	جب
millal	تب
massi	پشتارا
massi	(تصویر
massi	مجموعہ
massi	گچھا
massi	توسیع.
massi	بھرمار.
massi	اکثریتی
massi	جمگھٹا.
massi	ڈھیما
massi	عمومی
massi	ہیولا
massi	تودہ
massi	ڈھیر
massi	اجتماعی
massi	گٹھا
monarhia	شاہی.
monarhia	بادشاہت
kontroll	قدرت
kontroll	قابو
kontroll	پڑتال
kontroll	کلیدیں
kontroll	اختیار
kontroll	روکنا
kontroll	روک.
kontroll	تصدیق
kontroll	تنقیہ
kontroll	اقرار
kontroll	تھامنا
kontroll	ڈانٹنا
kontroll	بندش
kontroll	تحدید
kontroll	تنقیہ
kontroll	اقرار
kontroll	شہ
kontroll	تھامنا
kontroll	ڈانٹنا
kontroll	بندش
kontroll	تحدید
iseseisev	مستقل.
iseseisev	مطلق
rea	شورش
rea	پھٹکارنا.
rea	شور.
rea	ڈانٹنا
rea	شورش
rea	پھٹکارنا.
rea	شور.
rea	ڈانٹنا
rea	قطار
muna	اکسانا
tuul	نفخ
tuul	خم.
tuul	موڑ
tuul	گُھمائو
tuul	سانس
tuul	لپیٹ.
tuul	باؤ.
tuul	ریاح
power	صلاحیت
power	قدرت.
power	خصوصیت.
power	زور.
power	صلاحیت
power	قدرت.
power	خصوصیت.
power	بل
power	زور.
taseme	مزاج
taseme	مسطح
taseme	متوازن
taseme	مساویانہ
taseme	ہموار.
taseme	مزاج
taseme	مسطح
taseme	متوازن
taseme	مساویانہ
taseme	ہموار
taseme	ہموار.
variant	متغیر.
variant	قسم
variant	ہجے
jane	عورت
vaherahu	معطلی.
värvus	ادب
värvus	طرز
värvus	احساس
värvus	صورت
värvus	لون
värvus	خطابت
värvus	رُخ
värvus	قسم
värvus	بہانہ
värvus	زور
värvus	کلب
värvus	موسیقی
värvus	رنگ
värvus	ادب
värvus	طرز
värvus	رنگنا
värvus	احساس
värvus	صورت
värvus	لون
värvus	خطابت
värvus	رُخ
värvus	قسم
värvus	بہانہ
värvus	زور
värvus	کلب
värvus	موسیقی
jah	ہاں
jah	ہاں
jah	جی.
värav	منہ
värav	گلی.
värav	برطرفی.
värav	دہانہ.
värav	گزر
värav	بازار
värav	باب.
värav	منہ
värav	مدخل
värav	گلی.
värav	برطرفی.
värav	دہانہ.
värav	گزر
värav	بازار
värav	باب.
värav	ڈیوڑھی.
värav	باب.
jõudu	خاصہ-
jõudu	زور
jõudu	خاصہ-
mõistlik	متوازن
mõistlik	واضح
mõistlik	مناسب.
mõistlik	متوازن
mõistlik	واضح
mõistlik	معقول
mõistlik	مناسب.
mõistlik	مناسب
mõistlik	متوازن
mõistlik	بامعنی.
mõistlik	غنیمت
mõistlik	فہمیدہ.
mõistlik	مناسب
mõistlik	معقول
mõistlik	متوازن
mõistlik	بامعنی.
mõistlik	غنیمت
mõistlik	فہمیدہ.
perekonnanimi	موروثی
rüütel	گھوڑا.
rüütel	سورما
rüütel	بہادرآدمی
jälgida	منذر.
jälgida	مخدّر
tunne	جذباتی
tunne	حسّاس
tunne	ہمدرد.
väljak	برابر.
väljak	گنیا.
väljak	روایتی
väljak	چکلا
väljak	موافق
väljak	آراستہ
väljak	پرانا
väljak	فربہ
väljak	دقیانوسی.
väljak	منصفانہ
väljak	مرتب
väljak	برابر.
väljak	گنیا.
väljak	چوکور
väljak	روایتی
väljak	چکلا
väljak	موافق
väljak	آراستہ
väljak	پرانا
väljak	فربہ
väljak	دقیانوسی.
väljak	منصفانہ
väljak	مرتب
itta	پورب
põllumajandus	کاشتکاری
põllumajandus	زراعت
põllumajandus	کاشتکاری
hind	قیمت.
käsu	قبضہ
käsu	مستحق
käsu	موجب
käsu	اختیار
käsu	قدرت
käsu	قبضہ
käsu	مستحق
käsu	موجب
käsu	اختیار
käsu	حکم
käsu	قدرت
sirge	نظر
sirge	(سوچ
sirge	فوراً
sirge	مسلسل
sirge	مربوط
sirge	مقطع
sirge	ہموار
sirge	مرتب
sirge	طریقہ.
sirge	ابھی.
sirge	ایماندارانہ
sirge	باقاعدہ
sirge	نظر
sirge	(سوچ
sirge	فوراً
sirge	راست
sirge	مسلسل
sirge	مربوط
sirge	مقطع
sirge	ہموار
sirge	مرتب
sirge	طریقہ.
sirge	ابھی.
sirge	ایماندارانہ
sirge	باقاعدہ
vangla	قیدخانہ.
vangla	جیل
vangla	قیدخانہ.
vangla	جیل.
vangla	اسیری
vangla	حراست
vangla	جیل.
vangla	اسیری
vangla	محبس
vangla	حراست
plaat	طشتری
plaat	رکابی
plaat	ٹکیا
plaat	غضروف
plaat	ٹکلی
võistlus	آزمائش
võistlus	نزاع
eetika	اخلاقیات
arendada	بہتر
valu	چوٹ
valu	کرب
valu	کوشش
valu	اندوہ.
lektor	مقرر
rektor	کالج
konflikt	آویزش
konflikt	کشمکش.
veehoidla	وسیلہ
veehoidla	منبع
veehoidla	مخرج.
kasutatavad	بکارآمد.
laia	کھلا
laia	کشادہ.
laia	چوپٹ
laia	کھلا
laia	چکلا
laia	کشادہ.
laia	چوپٹ
laia	عرضاً
laia	روشن
laia	چوڑا
laia	اہم
laia	بڑا
laia	کشادہ
laia	عیاں
laia	وسیع
laia	خاص
laia	واضح
laia	متحملانہ
laia	روادارانہ
vedeliku	بہنے
vedeliku	ریزش
vedeliku	متغیر
vedeliku	بہنے
vedeliku	ریزش
vedeliku	متغیر
vedeliku	رواں
akadeemilise	پرتکلف.
akadeemilise	روایتی
akadeemilise	نظریاتی
akadeemilise	ارتیابی.
põhiline	مبادیات
põhiline	فحش
põhiline	مبادیات
põhiline	اساسی
põhiline	فحش
juhtimine	دھوکا
juhtimine	معالجہ.
juhtimine	انتظام
juhtimine	انصرام
juhtimine	فریب.
juhtimine	قبضہ
juhtimine	حاکمی.
juhtimine	حاکمیت.
juhtimine	اختیار
juhtimine	قدرت
tegelik	موجود
tegelik	اصلی
tegelik	حاضر
tegelik	موجود
tegelik	حقیقی
tegelik	اصلی
tegelik	حاضر
hinge	روح
self	yourself
self	نفس
self	آپ
self	آپا
self	yourself
arvestades	بصورت
arvestades	بلحاظ
puhas	کاملاً
puhas	قائل
puhas	راستہ)
puhas	واضح
puhas	(رکاوٹ
puhas	علاحدہ
puhas	نِلوہ
puhas	(الف)خالی
puhas	مطمئن
puhas	کاملاً
puhas	صاف
puhas	قائل
puhas	راستہ)
puhas	واضح
puhas	(رکاوٹ
puhas	علاحدہ
puhas	نِلوہ
puhas	(الف)خالی
puhas	مطمئن
puhas	طاہر
puhas	پاکیزہ.
puhas	معصوم.
puhas	خالص
puhas	اکہرا
puhas	آواز)
puhas	کھرا
puhas	فقط.
puhas	طاہر
puhas	پاکیزہ.
puhas	معصوم.
puhas	صاف
puhas	خالص
puhas	محض
puhas	اکہرا
puhas	آواز)
puhas	کھرا
puhas	سچّا
puhas	پاک
puhas	فقط.
puhas	صفائی
puhas	قطعاً
puhas	سْتھرا
puhas	کاملاً
puhas	فحاشی
puhas	پُھرتیلا
puhas	ستھرائی
puhas	ہموار
puhas	واضح
puhas	تیز
puhas	مکمل
puhas	تازہ
puhas	بنانا
puhas	سڈول
hill	انبار
hill	تودہ
ave	الوداع.
tüdruk	محبوبہ
tüdruk	معشوقہ.
tüdruk	بچّی.
tüdruk	محبوبہ
tüdruk	معشوقہ.
tüdruk	لڑکی
tüdruk	بچّی.
jutt	وقائع
jutt	قصّہ
jutt	وقائع
jutt	قصّہ
jutt	کہانی
jutt	ظاہر
jutt	گفتگو
jutt	چرچا
jutt	زور
vastuolus	متناقض.
raja	آدمی
raja	وغیرہ.
raja	ٹینک
raja	تعلقدار
raja	جاگیردار.
raja	رئیس
pakkuda	بولی
pakkuda	پیغام
pakkuda	غور
pakkuda	پیشکش.
pakkuda	بولی
pakkuda	پیشکش
pakkuda	پیغام
pakkuda	غور
pakkuda	پیشکش.
posti	کھپرا
posti	زرہ
high	کرتب.
high	مقام.
high	ارفع.
high	اونچا
high	شدید
high	رفیع
high	فوقانیہ.
high	کھیل
high	برفراز.
high	(وقت
high	خراب
high	اعلیٰ
high	کرتب.
high	مقام.
high	ارفع.
high	اونچا
high	شدید
high	بالا
high	رفیع
high	فوقانیہ.
high	کھیل
high	برفراز.
high	(وقت
high	خراب
high	اعلیٰ
õhk	لے
õhk	جھونکا
õhk	سما
õhk	بندش.
õhk	ہلکورا
õhk	اتراہٹ
õhk	نمائش
õhk	لپٹ
õhk	لے
õhk	باد
õhk	جھونکا
õhk	سما
õhk	دُھن
õhk	بندش.
õhk	ہوا
õhk	ہلکورا
õhk	اتراہٹ
õhk	نمائش
õhk	لپٹ
nafta	پیٹرولیم.
nafta	چکنائی
nafta	پگھلانا
nafta	پیٹرولیم.
nafta	تیل
nafta	چکنائی
nafta	پگھلانا
nafta	دُہن
käitumine	انتظام
käitumine	رہبری.
käitumine	رہنمائی
käitumine	چلانا
aastased	اکسالہ-
revolutsioon	چرخ.
revolutsioon	گردش
revolutsioon	گردش.
revolutsioon	چرخ.
revolutsioon	چکّر
revolutsioon	گردش
revolutsioon	گردش.
värv	ادب
värv	طرز
värv	احساس
värv	صورت
värv	لون
värv	خطابت
värv	رُخ
värv	قسم
värv	بہانہ
värv	زور
värv	کلب
värv	موسیقی
värv	رنگ
värv	ادب
värv	طرز
värv	رنگنا
värv	احساس
värv	صورت
värv	لون
värv	خطابت
värv	رُخ
värv	قسم
värv	بہانہ
värv	زور
värv	کلب
värv	موسیقی
big	مقدار
big	اہم
big	حاملہ
big	نمایاں
masina	کل
masina	جنتر
masina	مشین
plaadi	ٹکیا
plaadi	غضروف
plaadi	ٹکلی
põhiseadus	فرمان.
põhiseadus	ڈگری
bass	ریڈیو
viiuldaja	فریبی
appi	پروسنا
appi	ملازمین
appi	استمداد
appi	علاج
appi	مدد
appi	پروسنا
appi	ملازمین
appi	استمداد
appi	علاج
lennu	سہامہ
lennu	تیر
sõjaline	فوجی
sõjaline	عسکری
sõjaline	فوجی
sotsialistlik	اشتراکی
mao	شکمی
vulkaan	راکھ
peatus	(وار
peatus	تاننا
peatus	۴.
peatus	درز
peatus	تھامنا.
peatus	بندش
peatus	ٹھٹکی
peatus	بس
peatus	(وار
peatus	تاننا
peatus	ٹھہرنا
peatus	۴.
peatus	درز
peatus	تھامنا
peatus	تھامنا.
peatus	بندش
peatus	ٹھٹکی
peatus	بس
tulekahju	روشن
tulekahju	نور
tulekahju	into
tulekahju	آتشزدگی
tulekahju	لپک
tulekahju	الہام
tulekahju	جذبہ
tulekahju	سوزش
tulekahju	روشنی
tulekahju	چمک
tulekahju	(بھٹّی
tulekahju	بھڑکانا
tulekahju	حرارت
tulekahju	بخار
operatsioon	فعال
operatsioon	عمل
piiramine	تحدید.
piiramine	بندش
piiramine	روک
piiramine	معذوری
kulda	قیمتی
kulda	طلائی
kulda	زرّیں.
kulda	قیمتی
kulda	سونا
kulda	زر
kulda	طلائی
kulda	زرّیں.
võimsus	واٹیج
võimsus	حیثیت
võimsus	پُر
võimsus	صلاحیت
võimsus	قدرت.
võimsus	خصوصیت.
võimsus	زور.
võimsus	صلاحیت
võimsus	قدرت.
võimsus	خصوصیت.
võimsus	بل
võimsus	زور.
nähtavasti	بظاہر
rõhu	اثر.
rõhu	مشکل.
rõhu	آفت
rõhu	زور
rõhu	دباؤ
osakaal	سائز
osakaal	ضخامت.
korporatsioon	مواخات
korporatsioon	اخوت
haiglas	ہسپتال.
haiglas	شفاخانہ
positiivne	ظاہر
positiivne	بامقصد
positiivne	بیّن
positiivne	اضافے
positiivne	حتمی
positiivne	تعمیری
positiivne	مثبت
positiivne	واثق
positiivne	زائد
positiivne	محکم
positiivne	پکّا
positiivne	قطعی
positiivne	حقیقی
kotkas	شکرہ
kotkas	عقاب
planeedi	دنیوی.
planeedi	ارضی
planeedi	زمینی
vili	ترکاری
vili	اولاد
vili	ثمر
vili	ترکاری
vili	اولاد
nõu	اطلاع
nõu	صلاح-
nõu	خبر.
nõu	اطلاع
nõu	صلاح-
nõu	خبر.
nõu	مشورہ
patriarh	سردار.
patriarh	اسکندریہ
halb	زخمی
halb	شدید
halb	ناکارہ
halb	نامساعد
halb	گھٹیا
halb	ناکافی
halb	ناسازگار
halb	نادم
halb	بدتمیز
halb	عمدہ
halb	شرمندہ
halb	بیمار
tõrva	قطران.
tõrva	ملاح
tõrva	ڈالنا.
tõrva	گاد.
tõrva	جہازی
tõrva	چڑھانا
tõrva	قیر
tõrva	ڈامر
männi	رینجھنا.
kaugemale	آگے
kaugemale	مزید
laadi	چڑھانا
laadi	کام
laadi	لادی
laadi	سامان
range	شدید.
range	کٹھور.
range	کٹّر
range	کامل-
sõpruse	موافق
sõpruse	یارانہ.
sõpruse	موافق
sõpruse	دوستی
sõpruse	یارانہ.
viirus	بِس
viirus	ذعافہ
arvas	تفکّر
arvas	منصوبہ.
arvas	تدبیر
arvas	منشا.
arvas	(بعدہ
arvas	مقصد
arvas	ارادہ
arvas	تفکّر
arvas	خیال
arvas	منصوبہ.
arvas	تدبیر
arvas	منشا.
arvas	(بعدہ
arvas	مقصد
arvas	ارادہ
kaugus	گریز
kaugus	بُعد.
kaugus	گریز
kaugus	دُوری
kaugus	بُعد.
jagu	گروہ
jagu	طبقہ
majanduslik	معاشی
majanduslik	عملی
majanduslik	کاروباری
vaimse	انوکھا.
vaimse	وحشی
pind	اتھلا
pind	جاگنا.
pind	ابھارنا.
vikerkaar	نارنجی
vikerkaar	نیلا
vikerkaar	زرد
vikerkaar	سبز
vikerkaar	نارنجی
vikerkaar	دھنک
vikerkaar	نیلا
vikerkaar	زرد
vikerkaar	سبز
palun	at
graafika	تشکیلات
graafika	اَشکالیات
kuues	ششم.
kuues	چھٹا
kuues	ششم.
kompleks	مربوط
kompleks	مجموعی.
kompleks	عمارت
kompleks	مربوط
kompleks	پیچیدہ
kompleks	مجموعی.
kompleks	عمارت
sellegipoolest	باوجودیکہ.
sellegipoolest	البتہ
sellegipoolest	تاہم
sellegipoolest	باوجودیکہ.
sellegipoolest	البتہ
ford	گھاٹ.
ford	گھاٹ.
ford	معبر
juhendaja	اخوند.
juhendaja	معلّم
juhendaja	استاد
juhendaja	آموزگار
little	مقدار
little	حقیر.
little	معمولی
little	بونا
little	کمین
little	خورد.
little	گھٹیا
little	چھوٹے
little	قدقامت
little	معصومانہ.
little	طفلانہ
little	بمشکل.
little	قدرے
little	چھوٹا
little	مقدار
little	حقیر.
little	معمولی
little	ادنیٰ
little	بونا
little	کمین
little	خورد.
little	گھٹیا
little	چھوٹے
little	قدقامت
little	معصومانہ.
little	طفلانہ
little	بمشکل.
little	قدرے
eelarve	ارزاں.
cum	بشمول
kontsert	موافقت
johnny	آدمی
johnny	شخص.
johnny	بندہ
tootja	فلم
staatus	رسوخ
staatus	رسائی.
staatus	عامی
staatus	تعلقات
staatus	بدیسی
staatus	مرتبہ
staatus	رسوخ
staatus	رسائی.
staatus	عامی
staatus	تعلقات
staatus	بدیسی
staatus	درجہ
tappa	بجھانا
tappa	(ذائقے
korp	نکّو.
korp	منحرف
nõunik	مشیر-
pressiesindaja	ناطق.
pressiesindaja	نمائندہ
pressiesindaja	ناطق.
pressiesindaja	نمائندہ
pressiesindaja	ترجمان
news	اطلاع
trummar	ڈھولچی
trummar	چور.
germaani	جرمن
traditsiooniline	روایتی.
kalda	دیوار
kalda	تٹ.
kalda	اڑواڑ.
kalda	جہاز
kalda	(بعدہ
kalda	دریا
juga	جھرنا.
juga	جھرنا.
juga	آبشار
lõplik	اخیر
lõplik	حتمی
kirjad	کھپرا
kirjad	زرہ
fond	ذخیرہ
fond	خزینہ
fond	سطح
fond	زمین.
viisi	آہنگ
viisi	سُر
teadmine	آگاہی
teadmine	سیانا.
teadmine	عیّار
teadmine	مکّار.
teadmine	واقفیت.
teadmine	سچا
mike	کاہلی.
käsi	سوار
käsi	قابو
käsi	کارخانے
käsi	مزدور
käsi	to
käsi	عقرب.
käsi	پکڑانا
käsi	قبضہ
käsi	اقرار.
käsi	وسیلہ
arsti	تبدّل
arsti	استاد
arsti	معلّم.
arsti	تصرّف
name	معروف.
name	شہرت
name	افکار
name	بتانا
name	جگہ
name	دینا.
soov	ہوس.
soov	تمنا
soov	ہوس.
soov	درخواست
soov	تمنا
soov	خواہش
soov	تمنا
soov	(بعدہ
soov	on
ranniku	ساحلی
kutse	پہنچانا.
kutse	رسمی
kutse	بلاوا.
kutse	بلاوا
kutse	نیوتا.
tehas	بٹھانا
tehas	بٹھانا
tehas	بونا
tehas	کوٹھی.
tehas	کارگاہ
tehas	کارخانہ
tulevik	مستقبل
tulevik	شخص
kava	ترتیب
kava	چال.
kava	سازش
kava	دستور
kava	ڈھنگ
kava	ڈھب
kava	قرارداد
kava	خاکہ
kava	ڈھب
kava	تجویز
kava	قرارداد
tähis	پرونوٹ.
selgitada	تشریح
selgitada	سمجھانا
selgitada	تشریح
geeni	جین
geeni	نسبہ.
kesklinnas	مرکزی
koostis	مخلوط
koostis	ساخت
koostis	مزاج-
kass	گربہ
kass	بلاؤ
kass	cat-o'-nine-tails.
kass	بلّی
kass	جلنے
sobivad	مناسب.
sobivad	for
sobivad	تشنج
sobivad	جوڑنا
sobivad	مطابق
sobivad	مناسب
sobivad	درست
sobivad	موزونیت
sobivad	معقول
sobivad	توانا
sobivad	مربوط
sobivad	متناسب
kaugele	دورتر
sise	روحانی.
sise	اندرونی
sise	دلی
auaste	زہریلا
auaste	ترتیب
auaste	گھنا
auaste	ناشائستہ
free	خالی
free	ملاوٹ
free	چھڑانا.
free	گستاخ
uudised	اطلاع
loomulik	بلاسنگھار.
loomulik	مطابق
loomulik	ارضی
loomulik	سادہ
loomulik	ازخود.
loomulik	فطری
loomulik	بلاسنگھار.
loomulik	مطابق
loomulik	اصلی
loomulik	ارضی
loomulik	سادہ
loomulik	ازخود.
loomulik	طبعی
loomulik	فطری
kergelt	بآسانی
cup	بھاگ
cup	پیالہ
cup	پیالی
bad	زخمی
bad	شدید
bad	ناکارہ
bad	نامساعد
bad	گھٹیا
bad	ناکافی
bad	ناسازگار
bad	نادم
bad	بدتمیز
bad	عمدہ
bad	شرمندہ
bad	بیمار
hunt	ڈھونڈنا
hunt	سراسیمہ
hunt	گرگ
kaugel	دورتر
palli	تفریح
palli	گیند.
palli	جیداری
kuld	قیمتی
kuld	طلائی
kuld	زرّیں.
kuld	قیمتی
kuld	سونا
kuld	زر
kuld	طلائی
kuld	زرّیں.
vastus	بلاوے
vastus	پاسخ.
vastus	پاسخ.
vastus	جواب
vasar	ہرانا
vasar	بجانا
vasar	پچکانا
laama	لاما.
tõsiselt	واقعی
tõsiselt	بہت
tiik	جوہڑ
vastane	برعکس
vastane	نقیض.
vastane	متضاد
vastane	ضد
viiruse	ذعافی
viiruse	بِس
viiruse	ذعافہ
pehme	ہلکی
pehme	آسان
pehme	لکیر
pehme	عریاں.
pehme	ڈھیلا
pehme	حلیم.
pehme	تیز.
pehme	(روشنی
pehme	چکنا
pehme	دُھندلا.
pehme	کمزور
pehme	دبّو
pehme	خوشگوار
pehme	ملائم
pehme	لطیف
pehme	(خط
pehme	(انداز
pehme	گداز
pehme	بھیگا
pehme	احمقانہ
pehme	معتدل
pehme	نرمی
pehme	(کرنسی
pehme	آہستگی
pehme	ہلکی
pehme	آسان
pehme	لکیر
pehme	عریاں.
pehme	ڈھیلا
pehme	حلیم.
pehme	تیز.
pehme	(روشنی
pehme	چکنا
pehme	دُھندلا.
pehme	کمزور
pehme	ہلکا
pehme	دبّو
pehme	خوشگوار
pehme	ملائم
pehme	نرم
pehme	لطیف
pehme	(خط
pehme	(انداز
pehme	گداز
pehme	بھیگا
pehme	احمقانہ
pehme	معتدل
pehme	نرمی
pehme	(کرنسی
pehme	آہستگی
koori	پرندوں
eelmine	اگلا.
eelmine	پہلے.
eelmine	سابق
tõus	پھیلنا
tõus	نکلنا
tõus	ابتدا
tõus	محراب
tõus	آغاز.
tõus	پنپنا
tõus	پھیلنا
tõus	نکلنا
tõus	ابتدا
tõus	بڑھنا
tõus	چڑھنا
tõus	محراب
tõus	آغاز.
tõus	پنپنا
nähtus	وقوعہ
nähtus	وقوعہ
nähtus	مظہر
diviis	اقسام
diviis	جنس
diviis	اختلاف
diviis	مختلف
leiutaja	موجد
palm	ہتھیلی
ehitama	جوڑنا
ehitama	بڑھانا
ehitama	بھٹی
ehitama	ہاڑ
ehitama	گاڑی
ehitama	ساخت
ehitama	سڑک
ehitama	جوڑنا
ehitama	بڑھانا
ehitama	بھٹی
ehitama	ہاڑ
ehitama	گاڑی
ehitama	ساخت
ehitama	بنانا
ehitama	سڑک
lahendus	سمجھنے
suve	in
maroko	مراقشی.
maroko	مراقشی.
punased	اشتراکی
punased	سرخ
punased	لال
punased	سوویت-
punased	سرخا.
punased	روسی
punased	اشتمالی.
valduses	عملداری.
valduses	جائیداد
valduses	ملکیت.
valduses	دولت
valduses	اثاثہ
valduses	تصرّف
valduses	عملداری.
valduses	قبضہ
valduses	جائیداد
valduses	ملکیت.
valduses	دولت
valduses	اثاثہ
valduses	تصرّف
puust	چوبی.
puust	پرتصنع
pidev	مستقل
pidev	جاری
pidev	متواتر
pidev	مسلسل
pidev	راسخ.
pidev	مسلسل
pidev	قواعد
fox	لُومڑ
fox	عّیار
rüütli	گھوڑا.
jaotus	سقوط
jaotus	بگڑنا
atlas	نقشوں
voor	اسطوانی
voor	حدود
voor	وسعت.
voor	محکم.
voor	(بعدہ
voor	ابھرواں
voor	مدوّر
voor	گول
voor	اسطوانی
voor	حدود
voor	وسعت.
voor	محکم.
voor	(بعدہ
voor	ابھرواں
voor	مدوّر
akadeemiline	پرتکلف.
akadeemiline	روایتی
akadeemiline	نظریاتی
akadeemiline	ارتیابی.
kuul	رائفل
kuul	گُلولہ.
samad	بعینہٖ
samad	that
samad	these
samad	یکساں
argument	بحث.
sündroom	جذبات
papa	ابّا
papa	بابا
hotell	ہوٹل
hotell	فندق.
efekt	باعمل
efekt	اسباب.
efekt	فلم
efekt	اثر.
super	فالتو
super	زائد
super	سپرفاسفیٹ.
super	سپرنٹنڈنٹ.
kaotus	گمشدگی.
kaotus	نقصان
kaotus	گمشدگی.
kaotus	نقصان
kaotus	گھاٹا
kaotus	ضرر
