tiros	shots
miércoles	wednesday
miércoles	wednesdays
poseer	possessing
poseer	possess
poseer	owning
terrorismo	terror
terrorismo	terrorism
terrorismo	terrorist
linares	linares
side	side
poderosa	mighty
poderosa	powerful
lunar	lunar
precipitaciones	rainfall
precipitaciones	precipitation
capturar	capture
capturar	capturing
adquiere	acquire
adquiere	acquires
niega	denies
dame	gimme
defecto	default
defecto	flaw
defecto	defect
marcada	marked
sud	lds
sud	sud
viajeros	travelers
viajeros	travellers
sobrevivir	survive
sobrevivir	survival
sobrevivir	surviving
ferrari	ferrari
experimento	experiment
románico	romanesque
consideradas	considered
escasos	scarce
escasos	meager
escasos	sparse
adolescentes	teen
adolescentes	teenage
adolescentes	adolescent
adolescentes	teenagers
adolescentes	teens
adolescentes	adolescents
callao	callao
confirmado	confirmed
habituales	regulars
habituales	habitual
habituales	usual
brooklyn	brooklyn
comunica	communicates
impedir	prevent
lienzo	canvas
ascendió	ascended
taekwondo	taekwondo
solidaridad	solidarity
gard	gard
evans	evans
accesible	accessible
accesible	affordable
aporte	input
aporte	contribution
georg	georg
aproximada	approximate
certificados	certificates
certificados	certified
castigo	punishment
complejidad	complexity
renacentista	renaissance
adrián	adrian
head	head
nordeste	northeast
gallo	cock
gallo	gallo
gallo	rooster
nuestras	our
ivan	ivan
matthew	matthew
parlamentarias	parliamentary
parlamentarias	mps
parlamentarias	parliamentarians
salomón	salomon
salomón	solomon
nbc	nbc
exportación	exports
exportación	export
exportación	exporting
colectiva	collective
susana	susannah
susana	susana
susana	suzanne
susana	susanna
susana	susan
hambre	famine
hambre	hungry
hambre	hunger
residuos	waste
residuos	residues
residuos	wastes
socialismo	socialism
américas	americas
directorio	directory
square	square
leones	lions
amy	amy
prohibición	ban
prohibición	prohibition
autovía	autovía
autovía	highway
notablemente	notably
notablemente	remarkably
notablemente	noticeably
dean	dean
alusión	allusion
leonor	eleanor
leonor	leonor
habitan	inhabit
irregular	uneven
irregular	irregular
videoclip	videoclip
consecutivos	consecutive
escudos	shields
operar	operate
operar	operating
films	films
terapia	therapy
instalado	installed
famosas	famous
fallo	failure
barro	mud
barro	clay
banca	bench
banca	banking
banca	banca
banca	banker
banca	bank
únicas	unique
acompañada	accompanied
luchadores	wrestlers
luchadores	fighters
stuttgart	stuttgart
edificación	building
relata	recounts
riesgos	hazards
riesgos	risks
riesgos	risk
eco	eco
eco	echo
acosta	acosta
seguramente	surely
never	never
apellidos	surnames
apellidos	surname
polaca	polish
class	class
presentadora	presenter
comisario	commissioner
comisario	sheriff
comisario	commissar
comisario	inspector
comisario	marshal
decenas	tens
decenas	dozens
campana	bell
pib	gdp
tía	auntie
tía	aunty
tía	aunt
rivalidad	rivalry
húmedo	moist
húmedo	humid
húmedo	wet
embajadores	ambassadors
hospitales	hospital
hospitales	hospitals
morelos	morelos
astronomía	astronomy
leal	loyal
leal	leal
terroristas	terrorist
terroristas	terrorists
visuales	visuals
visuales	visual
establecimientos	establishments
recopilación	compilation
guido	guido
comisiones	commissions
comisiones	committees
detención	arrest
detención	detention
algoritmo	algorithm
inversiones	investments
inversiones	investment
criaturas	critters
criaturas	creatures
lloyd	lloyd
mercancías	goods
mercancías	commodities
mercancías	freight
mercancías	merchandise
construye	builds
construye	constructs
construye	build
ten	ten
jennifer	jennifer
agregar	adding
agregar	add
marinas	marine
marinas	marinas
tela	cloth
tela	fabric
ataca	attacks
ataca	attack
lorca	lorca
serra	serra
refugiados	refugee
refugiados	refugees
cantera	quarry
marcel	marcel
mancomunidad	commonwealth
dylan	dylan
harold	harold
descubridor	discoverer
énfasis	emphasis
combinado	combined
almagro	almagro
revisar	review
brothers	brothers
potter	potter
circo	cirque
circo	circus
robo	theft
robo	robo
robo	robbery
robo	burglary
robo	steal
vecina	neighbour
vecina	neighbor
modificado	modified
radial	radial
angola	angola
angola	angolan
contactos	contact
contactos	contacts
conservado	retained
conservado	conserved
conservado	preserved
exploradores	scouts
exploradores	explorers
hudson	hudson
pampa	pampas
pampa	pampa
flauta	flute
hormigón	concrete
autoría	authorship
autoría	authoring
pinto	pinto
jugaron	played
odio	hatred
odio	hate
cauca	cauca
nocturno	nocturnal
nocturno	night
celta	celtic
celta	celts
consultas	consultations
consultas	enquiries
consultas	consultation
consultas	queries
consultas	inquiries
comprobar	check
prosa	prose
radicales	radicals
radicales	radical
condena	condemnation
condena	condemns
connecticut	connecticut
discípulo	disciple
saboya	savoy
juzgado	courthouse
juzgado	court
religiones	religions
religiones	religion
lealtad	loyalty
compañera	roommate
compañera	companion
morris	morris
paolo	paolo
start	start
funcional	functional
guevara	guevara
compostela	compostela
disparos	shootings
disparos	gunshots
disparos	shots
disparos	shooting
disparos	gunfire
cayo	gaius
cayo	cayo
cayo	cay
melbourne	melbourne
máscara	mask
activista	activist
michelle	michelle
galardonado	awarded
novelista	novelist
avanzar	advance
puro	sheer
puro	cigar
puro	pure
tomas	tomas
tomas	thomas
tomas	shots
separada	separated
separada	separate
comprensión	comprehension
comprensión	understanding
dándole	giving
blake	blake
mónaco	monaco
medicinales	medicinal
distinguir	distinguishing
distinguir	distinguish
expediciones	expeditions
rodeada	surrounded
compleja	complex
ontario	ontario
trilogía	trilogy
concejal	councilor
concejal	alderman
concejal	councilman
concejal	councillor
concejal	councilwoman
chocolate	chocolate
calzada	roadway
calzada	carriageway
calzada	causeway
suya	yours
terminada	finished
tumbas	tombs
tumbas	graves
conservar	preserve
conservar	keep
conservar	conserve
berkeley	berkeley
inmediata	immediate
riego	irrigation
riego	watering
jacobo	jacob
jacobo	james
jacobo	jacobo
piernas	legs
típicamente	typically
dramático	drama
dramático	dramatic
músculo	muscles
músculo	muscle
sul	sul
atleta	athlete
val	val
bonus	bonus
croata	croat
croata	croatian
perdón	sorry
perdón	pardon
paquete	parcel
paquete	package
paquete	bundle
paquete	pack
públicamente	publicly
busto	bust
desconocida	unknown
especialistas	specialists
especialistas	specialist
opuesto	opposite
mono	mono
mono	monkey
trastornos	disorders
afectados	affected
rehabilitación	rehab
rehabilitación	rehabilitation
revelación	revelation
revelación	disclosure
aluminio	aluminium
aluminio	aluminum
satélites	satellites
satélites	satellite
zero	zero
infección	infections
infección	infection
navales	naval
largometraje	feature
noveno	ninth
mezquita	mosque
kurt	kurt
contratos	contracts
guardias	guards
definida	defined
regente	regent
terrorista	terrorist
terrorista	terrorists
desarrollando	developing
superficial	superficial
superficial	shallow
superficial	surface
hardware	hardware
abundancia	abundance
abundancia	plenty
procesamiento	processing
resultando	resulting
marfil	ivory
test	test
redactor	editor
gaspar	kaspar
gaspar	caspar
gaspar	gaspar
conspiración	conspiracy
institut	institut
ejerce	exerts
estratégica	strategic
secundarias	secondary
verbo	verb
excelencia	excellency
excelencia	excellence
funcionario	official
explorador	scout
explorador	explorer
explorador	browser
cumpleaños	birthdays
cumpleaños	birthday
uruguaya	uruguayan
kate	kate
taxonomía	taxonomy
útiles	useful
útiles	helpful
mixto	coed
mixto	mixed
interino	interim
melodía	melody
melodía	tune
estimación	estimating
estimación	estimate
estimación	estimation
estimación	estimated
luigi	luigi
afc	afc
albania	albania
area	area
estrechamente	closely
costarricense	costarricense
comunicado	communiqué
comunicado	statement
dieciséis	sixteen
ucraniano	ukrainian
detenidos	detainees
detenidos	arrested
detenidos	detained
esencia	essence
seúl	seoul
conversaciones	conversations
conversaciones	talks
percepción	perception
percepción	perceptions
fijo	fixed
subespecies	subspecies
descripciones	descriptions
fundar	founding
bachillerato	baccalaureate
cuadrada	square
artísticos	artistic
full	full
introduce	introduces
excavaciones	excavation
excavaciones	excavations
excavaciones	digs
wii	wii
pila	battery
pila	pile
pila	stack
regularmente	regularly
caos	mayhem
caos	chaos
módulo	module
eslovenia	slovenia
eslovenia	slovenian
soccerway	soccerway
turcos	turks
turcos	turkish
sedes	headquarters
sedes	venues
garganta	throat
garganta	gorge
eficiencia	efficiency
prohibido	forbidden
prohibido	prohibited
prohibido	banned
mitre	mitre
noruego	norwegian
consistente	consistent
rítmica	rhythmic
rítmica	rhythm
dulces	candies
dulces	sweets
dulces	candy
dulces	sweet
permanencia	permanence
watson	watson
cantó	sang
euskera	basque
conformada	conformed
anglo	anglo
historietas	comics
philadelphia	philadelphia
grueso	bulk
grueso	thick
exceso	excess
obtención	obtaining
triángulo	triangle
bart	bart
clero	clergy
habsburgo	habsburg
relativo	relative
cama	bedding
cama	bed
eficaz	efficient
eficaz	effective
comenta	comment
comenta	comments
terminando	finishing
terminando	ending
piedad	pity
piedad	mercy
piedad	piety
perciformes	perciformes
camilo	camillo
camilo	camilo
ram	ram
michoacán	michoacán
realismo	realism
espinosa	spiny
espinosa	thorny
espinosa	espinosa
subespecie	subspecies
conversación	conversation
dante	dante
pionero	pioneer
clasificar	categorize
clasificar	classify
emisoras	broadcasters
emisoras	stations
espinas	thorns
espinas	thorn
espinas	spines
cretácico	cretaceous
ted	ted
habitaciones	bedrooms
habitaciones	rooms
myspace	myspace
constituida	constituted
ambientales	environmental
arbustos	bushes
arbustos	shrubs
arbustos	shrub
consecutivas	consecutive
aeropuertos	airport
aeropuertos	airports
urbanización	urbanisation
urbanización	urbanization
mencionados	mentioned
utc+	utc+
adjunto	deputy
adjunto	attached
adjunto	adjunct
adjunto	attachment
supervivencia	survival
cómics	comics
pistola	pistol
pistola	gun
ascensión	ascension
ascensión	ascent
cover	cover
constancia	constancy
constancia	constance
constancia	perseverance
dennis	dennis
migración	migratory
migración	migration
migración	migrations
editora	editor
hunter	hunter
box	box
noventa	ninety
noventa	nineties
conveniente	convenient
honoris	honoris
ola	ola
ola	wave
ilustre	illustrious
martha	martha
adición	adding
adición	addition
adición	addendum
dialecto	dialect
gramática	grammar
limpieza	cleanliness
limpieza	cleanup
limpieza	cleaning
limpieza	clean
limpieza	housekeeping
explorer	explorer
foraminíferos	foraminifera
marcar	dial
marcar	mark
teatrales	theatrical
oceanía	oceania
cáucaso	caucasus
cáucaso	caucasian
solicitar	request
solicitar	requesting
after	after
varela	varela
wang	wang
revolucionaria	revolutionary
enamorado	lover
policías	cops
policías	policemen
policías	police
arcade	arcade
púrpura	purple
eclesiástica	ecclesiastical
tecnológica	technology
tecnológica	technological
expresar	express
jacinto	jacinto
qui	qui
uribe	uribe
reconquista	recapture
reconquista	reconquest
