dhe	és
kthim	visszatér
eddie	eddie
diskutimi	vita
diskutimi	megbeszélés
diskutimi	beszélgetés
nova	nova
dorëzuar	szállított
dorëzuar	leszállított
dorëzuar	leadott
tipe	típusok
tipe	típusai
mbledhura	beszedett
mbledhura	begyűjtött
mbledhura	összeszedett
mbledhura	összegyűjtött
mbledhura	gyűjtött
aleksander	sándor
aleksander	alexander
postare	postai
mtv	mtv
ekspedita	expedíció
legjendë	legendák
legjendë	legendája
legjendë	legenda
kozmike	kozmikus
brandt	brandt
internacional	international
internacional	nemzetközi
zgjidhen	megoldott
zgjidhen	megoldotta
zgjidhen	megoldva
fushatën	kampány
ricardo	ricardo
hir	szakét
hir	kedvéért
zagrebit	zágráb
gjyqi	tárgyalás
kurorë	koronát
kurorë	crown
kurorë	korona
transferuar	átadott
josip	josip
barbara	barbara
hugo	hugo
bekuar	áldott
përparësi	prioritás
përparësi	elsőbbséget
production	előállítás
production	gyártás
production	termelés
production	termelési
pronar	tulaj
pronar	tulajdonos
pronar	tulajdonosa
qumësht	tejjel
qumësht	tej
qumësht	tejet
jersey	jersey
përparuar	fejlett
përparuar	haladó
përparuar	előrehaladott
dhuratë	ajándék
shiu	rain
shiu	eső
polare	sarki
zeusi	zeusz
rada	rada
revolucionar	forradalmi
cover	fedezze
cover	címlap
cover	fedezni
cover	fedő
cover	borító
rusë	oroszok
financuar	finanszírozott
financuar	finanszírozott
pallat	palota
pallat	palace
arkitekti	építész
oslo	oslo
roosevelt	roosevelt
vetëdijshëm	tudatában
vetëdijshëm	tisztában
vetëdijshëm	tudatos
dimri	tél
dimri	téli
dimri	télen
presionin	nyomás
gjumë	aludni
gjumë	aludj
gjumë	alvás
rezultuar	eredő
rezultuar	létrejövő
motër	sis
motër	nővérem
atlantique	atlantique
daljen	megjelenés
daljen	megjelenése
tektonike	tektonikus
kolonë	oszlop
ulliri	olive
ulliri	olajbogyó
ulliri	olajbogyó
foli	beszélt
foli	beszéltem
shpërngulur	elmozdult
ndërtime	építkezés
ndërtime	építési
ndërtime	építés
martínez	martínez
simbolizon	szimbolizálja
kepi	cape
kepi	fok
kepi	köpeny
saga	saga
graubünden	graubünden
skulpturë	szobor
skulpturë	szobrok
playstation	playstation
dino	dino
piloti	pilóta
piloti	pilot
menaxher	menedzser
menaxher	vezető
menaxher	kezelő
menaxher	igazgató
lituania	litvániában
lituania	litvánia
museo	museo
lès	lès
rrezatimi	sugárzás
dabi	dhabi
bankat	banks
bankat	bankokkal
bankat	bankok
alain	alain
donald	donald
bllokuar	csapdában
bllokuar	letiltott
fjalorin	szótár
fjalorin	szótár
fjalorin	szókincse
perendim	nyugat
perendim	nyugati
atmosferike	légkör
atmosferike	atmoszféra
atmosferike	légköri
next	következő
million	millió
bora	hó
bora	hófehérke
bora	havazás
bora	bora
mblodhi	beszedett
mblodhi	begyűjtött
mblodhi	összeszedett
mblodhi	összegyűjtött
mblodhi	gyűjtött
karli	carly
dijetarët	tudósok
ndërprerë	megszakította
ishim	voltak
profet	próféta
qiellore	mennyei
qiellore	mennyei
mekanik	autószerelő
mekanik	szerelő
mala	mala
erërat	szél
erërat	szelek
erërat	szellő
heqjen	eltávolítás
heqjen	eltávolítása
sezone	évszakok
sezone	évszak
italianët	olaszok
zyrtarë	hivatalnokok
zyrtarë	tisztviselők
zyrtarë	tisztviselői
rrethojnë	körül
shkurti	februárban
shkurti	februári
shkurti	február
pjesëtar	tag
karaktere	karakterek
karaktere	szereplők
remix	remix
republikane	republikánusok
republikane	republikánus
elementë	tárgyak
elementë	tételek
elementë	elemek
elementë	elemei
elementë	elemek
elementë	alkatrész
elementë	komponensek
elementë	alkatrészek
elementë	összetevők
shpërndara	szétszórt
fantastike	király
fantastike	szuper
fantastike	fantasztikus
martesë	házasság
martesë	házasságot
martesë	esküvő
martesë	esküvőn
martesë	esküvőre
ortodoksë	ortodox
fytyrën	arcát
fytyrën	arc
fytyrën	arca
këndon	dalol
këndon	énekel
këndon	énekli
android	android
moore	moore
rri	maradj
diferenca	különbség
qeni	kutyus
qeni	kutyus
qeni	kutyus
qeni	kutya
shpërndarja	megosztás
shpërndarja	terjesztés
shpërndarja	eloszlás
shpërndarja	elosztás
shpërndarja	forgalmazási
shpërndarja	elosztása
shpërndarja	forgalmazás
breza	nemzedékek
breza	generációk
qipro	ciprusi
qipro	ciprus
qipro	cipruson
natyre	jelleg
natyre	természet
përkrahje	támogatás
përkrahje	támogatást
qeveritë	kormányok
paraqitjet	látszat
paraqitjet	beadványok
musliman	muszlim
musliman	muzulmán
musliman	muszlimok
transmetimi	átvitel
transmetimi	továbbítás
transmetimi	adás
transmetimi	átviteli
transmetimi	közvetítés
transmetimi	adás
transmetimi	műsorszolgáltatás
bime	üzem
bime	növény
takimet	találkozók
takimet	ülésein
takimet	ülései
takimet	ülések
takimet	megbeszélések
takimet	találkozók
takimet	időpontok
takimet	randi
takimet	randizni
takimet	társkereső
veçmas	külön
përfaqësonte	képviselt
përfaqësonte	képviselte
njera	egy
goja	szád
goja	száj
kurr	sosem
kurr	soha
simptomat	tünetei
simptomat	tünetek
bosh	üresek
bosh	üres
bosh	üresen
bosh	üres
bosh	üresen
ngarkesë	rakomány
ngarkesë	szállítmány
ngarkesë	szállítmány
ngarkesë	szállítás
vendimtar	döntő
vendimtar	meghatározó
dituri	tudás
dituri	ismeretek
dështuar	elbukott
dështuar	sikertelen
neo	neo
demokraci	demokrácia
selam	salaam
selam	béke
selam	salam
emocionale	érzelmi
emocionale	érzelmes
njëlloj	egyenlően
njëlloj	egyformán
molekulat	molekulák
rrezja	körzetben
rrezja	sugár
faktori	faktor
faktori	tényező
dukë	duke
dukë	herceg
qytetërimi	civilizációt
qytetërimi	civilizáció
feve	vallások
shfrytëzimin	kiaknázása
kriteret	kritérium
kriteret	szempontok
kriteret	kritériumok
uje	víz
uje	vizet
hartën	térkép
hartën	térképet
savoie	savoie
dec	dec
vdiqën	meghalt
urime	gratulálok
urime	gratulálunk
urime	gratulálok
urime	gratula
transmetim	átvitel
transmetim	továbbítás
transmetim	adás
transmetim	átviteli
transmetim	közvetítés
transmetim	adás
transmetim	műsorszolgáltatás
sundimtar	uralkodó
renditja	rendezés
sulmuesi	támadó
sulmuesi	striker
demokracia	demokrácia
emigruar	emigrált
emigruar	emigrált
nofka	becenév
nofka	beceneve
miratimin	elfogadása
miratimin	örökbefogadás
miratimin	elfogadás
minister	miniszter
mulli	mill
mulli	malom
transferohet	átadott
leoni	leonie
leoni	leon
clark	clark
kyçe	kulcsfontosságú
kyçe	key
kyçe	kulcs
trashëgiminë	örökség
treve	trinity
inxhinieria	mérnöki
sinjalet	jelek
sinjalet	jelzések
sinjalet	jeleket
pushkë	puska
pushkë	puskát
pushkë	puska
pushkë	puskát
tobi	toby
tobi	tobi
shqiperia	albánia
popuj	népek
numerike	numerikus
numerike	numerikus
ssl	ssl
seksionin	részleg
seksionin	szakasz
seksionin	szekció
përgatitja	előkészületek
përgatitja	elkészítése
përgatitja	előkészítés
përgatitja	felkészülés
përgatitja	készítmény
konfliktet	konfliktusok
konfliktet	konfliktus
hitler	hitlert
hitler	hitler
themel	alap
themel	alapítvány
natyrshëm	természetesen
përshkroi	vázolt
realiteti	valóság
flasim	beszélni
flasim	beszélgetés
mbiemri	vezetéknév
lawrence	lawrence
shumëllojshmëri	fajta
dakota	dakota
arabët	arabok
buenos	buenos
universiteteve	egyetemek
kolonat	oszlop
kolonat	oszlopok
mbështetës	támogatók
mbështetës	támogatói
mbështetës	támogató
mbështetës	támogató
mbështetës	támogatója
bashkëshortja	házastársa
bashkëshortja	házastárs
bashkëshortja	feleségem
bashkëshortja	felesége
bashkëshortja	feleség
denjë	érdemes
denjë	méltó
jehona	visszhang
jehona	echo
shkatërrimi	bontás
shkatërrimi	bontási
shkatërrimi	pusztulás
shkatërrimi	pusztítás
shkatërrimi	megsemmisítés
serioz	komoly
serioz	súlyos
email	email
gjithmone	mindig
kentucky	kentucky
kontrata	szerződések
kontrata	szerződéssel
kontrata	szerződés
njëherësh	egyszerre
njëherësh	egyidejűleg
asllani	aslan
haxhiu	hadji
tower	tower
tower	torony
përkushtim	elkötelezettség
përkushtim	odaadás
shkencëtar	tudós
brënda	belül
liqene	tavak
kimisë	kémia
dukesha	hercegnő
plane	tervek
cilësore	minőségi
cilësore	minősége
cilësore	minőség
pfalz	pfalz
kariera	karrier
kariera	karrier
atom	atom
arrestohet	letartóztatott
arrestohet	letartóztatták
kronike	krónikus
billy	billy
ushqyer	takarmány
ushqyer	etesd
ushqyer	takarmányok
ushqyer	fed
ushqyer	táplált
ushqyer	etetés
shkolluar	felvilágosult
shkolluar	tanult
shkolluar	művelt
tottenham	tottenham
delegatët	küldöttek
prodhuara	gyártottak
prodhuara	előállított
prodhuara	gyártott
hartë	térkép
hartë	térképet
shtypje	elnyomás
shtypje	nyomás
euphorbia	euphorbia
virusi	vírussal
virusi	vírus
olimpik	olimpiai
kolegji	kollégium
kolegji	főiskola
kolegji	egyetem
shkallët	lépcsőház
shkallët	lépcső
shkallët	létra
shkallët	létrák
shkallët	lépcsők
shkallët	lépcső
shkallët	lépcsőn
unaza	gyűrűt
unaza	gyűrűvel
unaza	ring
unaza	gyűrű
unaza	gyűrűs
unaza	gyűrű
unaza	gyűrűket
unaza	gyűrűk
aleksandrisë	alexandria
thata	szárazon
thata	száraz
thata	szárított
thata	szárítva
specifik	specifikus
specifik	konkrét
instaluar	telepítve
instaluar	beépített
instaluar	telepített
risi	innovatív
risi	újdonság
risi	innováció
risi	innovációs
gjumi	elaludt
gjumi	alszik
gjumi	aludni
gjumi	aludj
gjumi	alvás
muzike	zene
referencat	hivatkozás
referencat	hivatkozásokat
referencat	hivatkozások
sigurimi	biztonsági
sigurimi	biztonság
sigurimi	biztosíték
sigurimi	biztosítási
sigurimi	biztosítás
laura	laura
laura	laurát
tibet	tibet
nena	édesanyám
nena	anya
ekuatoriale	egyenlítői
strukture	struktúra
strukture	szerkezet
strukture	felépítés
strukture	építmény
gama	gamma
parimin	elv
parimin	alapelv
parametrat	paraméterei
parametrat	paraméterek
parametrat	beállítások
philipp	philipp
drogës	kábítószer
drogës	gyógyszer
drogës	drogok
drogës	drog
gjetjet	megállapítások
gjetjet	leletek
meriton	megérdemli
meriton	megérdemlik
adams	adams
përjetshme	örökkévaló
përjetshme	örök
fjalim	beszéde
fjalim	beszéd
diskutime	beszélgetések
diskutime	megbeszélések
diskutime	viták
diskutime	vita
diskutime	megbeszélés
diskutime	beszélgetés
vazhdimësi	folytonosság
arkivi	archívum
hipoteza	hipotézis
hipoteza	feltevés
hipoteza	feltételezés
hipoteza	elmélet
kontinentit	kontinensen
kontinentit	kontinens
humbet	veszít
aviacionit	repülés
aviacionit	légiközlekedés
aviacionit	légiközlekedési
grant	grant
dhurata	ajándék
dhurata	ajándékok
dhurata	ajándékot
dhurata	ajándék
dhurata	ajándékok
dhurata	ajándékot
dhurata	bemutatja
dhurata	ajándék
ian	lan
ian	ian
ian	lan
ian	ian
shërbejë	szolgálni
saktësi	precíziós
saktësi	pontosság
saktësi	pontosság
artiste	művész
artiste	előadó
armenia	örményország
nikaragua	nicaragua
komplet	teljesen
komplet	komplett
komplet	teljes
komplet	teljessé
kontributet	hozzájárulások
kontributet	járulékok
kontributet	hozzájárulás
kontributet	járulék
jerusalem	jeruzsálem
dortmund	dortmund
pakistani	pakisztán
pakistani	pakisztáni
neni	árucikk
neni	cikk
kryqi	kereszt
kryqi	cross
kryqi	keresztbe
alpine	alpesi
politikisht	politikailag
maksimal	legfeljebb
maksimal	maximum
maksimal	maximális
nana	nana
nana	nagyi
kanale	csatornák
kanale	csatornák
moldavia	moldovai
moldavia	moldova
platforma	platform
platforma	platform
platforma	platformok
provat	próbák
provat	bizonyíték
provat	bizonyítékok
pengesë	korlát
pengesë	akadály
pengesë	akadály
pengesë	bökkenő
çift	páros
çift	pár
piramida	piramis
sipërfaqësore	felszínes
sipërfaqësore	felületes
hebraike	zsidó
hebraike	zsidók
hebraike	héber
cituar	idézett
cituar	hivatkozott
cituar	idézett
cituar	jegyzett
tanimë	már
tanimë	máris
vega	vega
bosnjë	bosznia
bosnjë	boszniai
sallë	lounge
sallë	terem
sallë	hall
sallë	csarnok
cilësia	minőségi
cilësia	minősége
cilësia	minőség
len	len
mehdi	mehdi
tragjike	tragikus
tragjike	tragédia
erik	erik
erik	eric
erik	erik
sezonet	évszakok
sezonet	évszak
matematika	matematikai
matematika	matematika
matematika	matek
matematika	matematikai
matematika	matematika
race	fajta
race	faj
race	futam
race	verseny
gjykimi	ítélet
gjykimi	ítélet
hapësinor	térbeli
pasqyron	tükrözze
pasqyron	tükrözi
hitlerit	hitlert
hitlerit	hitler
flota	flotta
demografia	demográfiai
kupë	kehely
kupë	kupa
kupë	csésze
kupë	cup
kupë	pohár
kupë	bögre
sony	sony
piu	ivott
piu	ittam
piu	pius
udha	út
udha	uton
udha	közúti
malësi	highland
ronald	ronald
luhet	játszott
luhet	játszottam
shtimin	hozzáadás
inteligjencës	értelem
inteligjencës	hírszerzés
inteligjencës	intelligencia
huazuar	kölcsönzött
huazuar	kölcsön
çeliku	steel
çeliku	acél
afrikane	afrikai
pafund	végtelen
pafund	végtelen
njerzit	emberek
norman	norman
çlirim	felszabadítási
çlirim	megváltás
çlirim	felszabadító
bordi	deszka
bordi	fedélzeten
bordi	tábla
dikujt	valaki
dikujt	valakit
lajm	hírek
lajm	hír
shkronjat	betűtípusok
shkronjat	betűtípus
shkronjat	leveleket
shkronjat	betűk
shkronjat	levelek
tërhiqet	nyugdíjba
tërhiqet	visszavonják
valley	völgyet
valley	völgy
valley	völgyben
valley	valley
kampione	bajnok
përmbushur	teljesül
përmbushur	teljesült
përmbushur	teljesített
përmbushur	teljesítette
përmbushur	teljesíteni
zhvillime	fejlemények
zhvillime	fejlesztések
përpjekja	erőkifejtés
përpjekja	erőfeszítés
përpjekja	erőfeszítések
shfrytëzimi	hasznosítás
shfrytëzimi	kizsákmányolás
mysafir	vendég
javier	javier
lionel	lionel
heq	felvonók
heq	felvonó
shtrirjen	meghosszabbításáról
pérez	pérez
thot	mondja
sebastian	sebastian
sen	sen
moto	mottója
moto	moto
lene	bal
lene	balra
raymond	raymond
qepë	hagyma
qepë	hagymát
qepë	hagyma
qepë	hagymát
leonard	leonard
hiqet	felemelte
hiqet	eltávolították
hiqet	eltávolított
hiqet	eltávolította
ban	tilalom
pasqyra	tükrök
pasqyra	tükör
pasqyra	tükör
tetori	októberi
tetori	októberben
tetori	október
investimet	beruházás
investimet	befektetés
investimet	befektetések
investimet	beruházások
gazetare	újságíró
gazetare	újságíró
gazetare	riporter
dramatik	drámai
alfredo	alfredo
romeo	romeo
romeo	rómeó
hektarë	hektár
hektarë	hektáros
hektarë	hektár
sind	szindh
ftp	ftp
ohër	ohridi
ndihme	segíteni
ndihme	segítség
instrumentet	eszközök
instrumentet	műszerek
malazez	montenegrói
skype	skype
tahiri	tahir
zvogëluar	csökkent
zvogëluar	csökkentett
zvogëluar	csökkent
zvogëluar	csökkentett
campo	campo
montana	montana
autonominë	autonómia
informacionet	információ
informacionet	tájékoztatás
informacionet	információk
kuvajti	kuvait
akuzat	díjak
akuzat	vádemelés
akuzat	vádak
akuzat	vád
akuzat	vádak
folës	szónok
folës	felszólaló
uashington	washingtonban
uashington	washington
corporation	corporation
kori	kórus
kori	kórus
krijimet	alkotások
rrotull	körül
rrotull	körbe
bay	öböl
bay	bay
barcelonë	barcelonában
barcelonë	barcelonai
barcelonë	barcelona
theodor	theodor
gjuhësor	nyelvi
viktimat	áldozatok
viktimat	áldozatai
krishtlindjeve	gyűjtemények
jave	héten
jave	hét
godet	találat
fqinjët	szomszédok
fqinjët	szomszédokkal
fqinjët	szomszédok
vilaine	vilaine
taksa	adó
taksa	adózás
taksa	adók
taksa	adók
taksa	adó
humane	humánus
patriotik	hazafias
izrael	izraeli
izrael	izrael
traktat	szerződéssel
traktat	szerződés
intensiteti	intenzitás
intensiteti	intenzitása
kelly	kelly
zgjerohet	terjeszkedni
mao	mao
canada	kanada
canada	kanadai
dallimet	különbségek
dallimet	eltérések
bend	band
bend	banda
bend	együttes
bend	zenekar
koke	fejfájás
objektiv	objektív
objektiv	cél
objektiv	célkitűzés
objektiv	megcélzott
objektiv	célzott
monetare	monetáris
liber	könyv
liber	könyvet
parat	pénz
parat	pénzt
zëra	hangok
zëra	hangokat
zëra	spekuláció
zëra	találgatás
trembëdhjetë	tizenhárom
trembëdhjetë	thirteen
giorgio	giorgio
enët	edények
enët	edényeket
enët	ételek
çojë	ólom
çojë	vezet
ron	ron
ron	ront
ruajtja	megtakarítás
ruajtja	mentés
ruajtja	megmenteni
ruajtja	megőrzése
oriental	keleti
konsideratë	megfontolás
konsideratë	figyelembe
x}}	x}}
adhurimi	imádat
shpie	érdeklődők
shpie	vezet
shpie	érdeklődő
ndjerë	éreztem
ndjerë	érezte
nazist	nácik
nazist	náci
slloveni	szlovénia
huajt	külföldiek
fajtor	bűnös
matet	mért
matet	mérték
makine	autóval
makine	kocsi
makine	autó
makine	kocsival
rrymat	áramlatok
oborri	udvar
oborri	udvarra
oborri	udvaron
oborri	udvar
oborri	yard
oborri	hajógyár
oborri	udvaron
oborri	udvar
përkufizimi	meghatározás
përkufizimi	meghatározása
mesazhe	üzenetek
mesazhe	üzeneteket
sistematike	szisztémás
sistematike	szisztematikus
sistematike	módszeres
ndriçim	megvilágosodás
ndriçim	világító
ndriçim	világítás
tepërt	többlet
tepërt	felesleges
realizimi	végrehajtás
realizimi	végrehajtására
realizimi	megvalósítás
realizimi	felismerés
realizimi	megvalósítás
cola	kóla
cola	cola
gji	szoptató
gji	szoptatás
gji	melle
gji	mell
gji	öböl
deklaratë	nyilatkozat
deklaratë	nyilatkozata
deklaratë	kimutatás
deklaratë	állítás
deklaratë	kijelentés
deklaratë	nyilatkozat
deklaratë	nyilatkozata
guxim	bátorság
kryetarin	szónok
kryetarin	felszólaló
gironde	gironde
holandeze	holland
holandeze	dutch
pilotët	pilóták
tenerife	tenerife
danimarkë	dániában
danimarkë	dánia
pakistanit	pakisztáni
pakistanit	pakisztán
nënshkrimin	aláírás
psikologjik	pszichológiai
psikologjik	pszichés
romakë	rómaiak
seksual	szexualitás
seksual	szexuális
përqindje	százalék
përqindje	százalék
përqindje	százalékban
dekret	rendelet
megjithate	mindazonáltal
megjithate	mindamellett
megjithate	mindazonáltal
megjithate	azonban
jong	jong
jong	yong
dytësore	fringe
dytësore	középfokú
dytësore	másodlagos
procese	folyamatok
procese	eljárások
priten	várt
priten	várható
siro	siro
ndikimet	hatások
ndikimet	befolyásolja
lëngu	turmix
lëngu	juice
lëngu	gyümölcslé
lëngu	lé
shtrat	ágyban
shtrat	ágyat
shtrat	ágy
personaliteti	egyéniség
personaliteti	személyiség
personaliteti	személyisége
personaliteti	egyéniség
firenze	firenze
oda	oda
administrim	menedzsment
administrim	irányítás
administrim	vezetőség
administrim	gazdálkodás
administrim	irányítási
administrim	adminisztráció
administrim	közigazgatás
administrim	ügyintézés
administrim	igazgatás
budapest	budapest
budapest	budapesten
budapest	budapesti
derën	ajtó
pasuar	követett
pasuar	követte
refer	bíró
adresë	cím
adresë	címe
vegël	bigyó
vegël	szerszám
vegël	eszköz
rrota	volán
rrota	kereket
rrota	kerék
rrota	kerekek
rrota	kerekes
rrota	kerék
nuri	nuri
klinike	klinikai
zbatohet	vonatkozik
zbatohet	végrehajtott
zbatohet	megvalósított
mujore	havi
mujore	havonta
statistikave	statisztika
statistikave	statisztikák
lille	lille
besueshëm	megbízható
besueshëm	megbízhatóak
dallime	különbségek
dallime	eltérések
djalli	ördög
djalli	sátán
nënshkrua	tintával
kurora	koszorúk
kurora	koronát
kurora	crown
kurora	korona
dokumentuar	dokumentált
refuzuar	megtagadva
refuzuar	elutasítva
refuzuar	elutasított
refuzuar	elutasítva
refuzuar	elutasította
refuzuar	elutasított
refuzuar	elutasított
refuzuar	elutasítva
bashkëpunoi	együttműködött
messi	messi
yusuf	yusuf
kristiane	keresztény
kristiane	christian
kristiane	keresztények
këngëtarë	énekesek
edukative	oktatási
stanley	stanley
mbytur	megfojtották
mbytur	megfulladt
mbështetëse	támogató
shkurtit	februárban
shkurtit	februári
shkurtit	február
përziera	kevert
përziera	vegyes
përziera	keverve
përziera	kevert
thellësia	mélység
lazio	lazio
fiksuar	rögzített
fiksuar	fix
fiksuar	rögzítve
fiksuar	megszállott
plastike	műanyag
deva	deva
punk	punk
vetmuar	magányos
vetmuar	magányosan
vetmuar	magány
skema	séma
skema	séma
horizontal	vízszintesen
horizontal	horizontális
horizontal	vízszintes
mjekët	orvosok
mjekët	orvosok
mjekët	doktorok
ain	ain
fizikisht	fizikailag
fizikisht	fizikai
pbb	gdp
pasqyruar	tükröződik
sánchez	sánchez
iowa	iowa
toledo	toledo
shit	eladás
shit	eladva
shit	eladott
shit	elkelt
sllavo	szláv
tërheqjen	visszavonásáról
tërheqjen	visszavonás
tërheqjen	visszavonása
gjenetik	genetikai
gjenetik	genetikus
karton	karton
joachim	joachim
lajmet	hírek
lajmet	hír
aires	aires
disku	korong
disku	lemez
disku	lemezt
disku	korong
disku	lemez
disku	lemezt
përjetoi	tapasztalt
përjetoi	tapasztaltak
përjetoi	gyakorlott
fytyrës	arc
formati	formátuma
formati	formátum
rrjeta	rács
rrjeta	háló
rrjeta	nettó
rrjeta	net
rrjeta	háló
rrjeta	hálók
mas	mas
jeshile	zöld
perpara	előre
perpara	előre
perpara	előtte
perpara	előtt
perpara	mielőtt
borë	havazik
borë	hó
borë	hófehérke
borë	havazás
përfundimi	befejezés
përfundimi	befejezése
përfundimi	végeredmény
përfundimi	következtetés
përfundimi	következtetések
arkeologët	régészek
synimet	szándékai
synimet	szándék
harris	harris
kështjellat	erődök
veshin	viselni
fetarë	vallásos
fetarë	vallás
fetarë	vallási
drejtorisë	igazgatóság
ikën	elment
ikën	eltűnt
ikën	megszökik
ikën	elmegy
parandalimin	megelőzés
parandalimin	megelőzési
parandalimin	megelőzése
mjediset	helyiségek
mjediset	telephelyén
ecur	sétált
capital	főváros
capital	tőke
alb	alb
arrinë	eléri
reagim	reagálás
reagim	reakció
reagim	reakciók
reagim	visszajelzés
veshja	ruha
veshja	szerelés
veshja	ruha
veshja	viselet
fronti	front
fronti	eleje
laurent	laurent
matematikan	matematikus
fotograf	fotós
fotograf	fényképész
deutschland	deutschland
shëndeti	egészségügy
shëndeti	egészségügyi
shëndeti	egészség
ekuador	ecuador
agjent	ügynök
josif	josip
château	château
arsyen	oka
çati	tető
çati	tetőn
pasuese	utódja
ruso	russo
ruso	rousseau
arrestuar	letartóztatott
arrestuar	letartóztatták
patate	krumpli
patate	burgonya
patate	krumpli
patate	burgonya
poshte	lefelé
poshte	le
seksion	részleg
seksion	szakasz
seksion	szekció
hermann	hermann
hermann	herrmann
fikse	rögzített
fikse	fix
fikse	rögzítve
nikola	nikola
nikola	nicola
vjetori	évforduló
vjetori	évfordulója
vjetori	évfordulót
perime	zöldség
perime	növényi
perime	zöldség
perime	zöldségfélék
perime	zöldségek
flash	villanás
flash	flash
flash	villám
zulu	zulu
grada	fokban
grada	fok
grada	rang
grada	rangja
shfrytëzimit	hasznosítás
shfrytëzimit	kizsákmányolás
fitim	profit
fitim	haszon
fitim	nyereség
fabrikë	üzem
fabrikë	növény
fabrikë	gyár
fabrikë	gyári
fabrikë	üzem
fabrikë	gyárban
mynih	münchen
zbriti	leszállt
zbriti	landolt
brezat	nemzedékek
brezat	generációk
avull	gőz
avull	gőzzel
sllovene	szlovén
sllovene	szlovén
batalioni	zászlóalj
modena	modena
kërkohej	szükséges
vida	vida
ambientit	környezeti
pisha	fenyő
pisha	pine
thërret	hív
thërret	hívások
dramaturg	drámaíró
dallojnë	különbséget
arif	arif
gjendur	található
forumi	fórum
forumi	fórumon
malo	malo
lexim	olvasok
lexim	olvasni
lexim	olvasás
mysql	mysql
votimi	szavazás
votimi	szavazati
votimi	szavazó
legjendare	legendás
kritikët	kritikusok
bruneit	brunei
trajtim	kezelés
trajtim	kezelésre
trajtim	kezelése
shkëlqim	bling
shkëlqim	ragyogás
shkëlqim	ragyog
femije	gyerekek
femije	kölykök
femije	gyerekek
femije	gyermekeknek
femije	gyermek
femije	gyermekek
femije	gyermek
femije	gyermeke
femije	gyermekem
femije	gyerek
brezave	nemzedékek
brezave	generációk
fqinjë	szomszédok
fqinjë	szomszédokkal
fqinjë	szomszédok
lavdishme	dicső
lavdishme	dicsőséges
proteina	protein
proteina	fehérje
proteina	fehérjék
vuajtur	szenvedett
shkatërroi	megsemmisült
shkatërroi	elpusztult
shkatërroi	elpusztította
dollar	dollár
ekzekutive	végrehajtó
ekzekutive	ügyvezető
dallueshme	azonosítható
festohet	ünnepelt
futbollisti	labdarúgó
futbollisti	focista
tendencë	tendencia
tendencë	hajlam
somme	somme
kodrën	dombon
kodrën	domb
kodrën	hegy
kodrën	dombra
kodrën	hegyen
kodrën	hill
kombësia	állampolgársága
kombësia	állampolgárság
hip	hip
hip	csípő
organizmi	élőlény
organizmi	organizmus
zhveshur	meztelenül
zhveshur	meztelen
ngjashmëri	hasonlóság
ngjashmëri	hasonlóság
tru	agya
tru	agyat
tru	agyam
tru	agy
tru	agy
mëshirë	irgalom
mëshirë	kegyelem
mëshirë	mercy
pazar	vásárolni
pazar	vásárlás
franc	franc
tregim	mese
tregim	sztori
tregim	történet
tregim	story
tregim	története
tregim	mese
hernández	hernández
arkivat	archívum
pyetur	megkérdőjelezte
pyetur	kérdezte
pyetur	kérdezett
pyetur	kérte
pyetur	kérdeztem
konflikte	konfliktusok
konflikte	konfliktus
konflikte	ütközés
konflikte	konfliktusok
konflikte	konfliktus
sugjeruar	ajánlott
sugjeruar	javasolt
plumbi	golyót
plumbi	golyó
plumbi	lövedék
plumbi	töltény
derë	ajtó
ferri	pokol
willy	willy
armike	ellenség
përralla	mesék
japonisht	japán
japonisht	japánok
still	steele
nassau	nassau
stefani	stefan
stefani	stephanie
aksident	baleset
shkëmbinj	kövek
shkëmbinj	sziklák
trimi	legbátrabb
trimi	bátor
ariu	medve
ariu	bear
ariu	mackó
ariu	maci
përbërës	összetevő
përbërës	hozzávaló
keqja	gonoszság
lippe	lippe
multi	multi
hop	karika
hop	hop
kundërshtar	ellenfél
kundërshtar	ellenfele
relativitetit	relativitás
vizitorët	látogatók
vizitorët	látogatói
vizitorët	látogató
plagë	seb
plagë	sérülés
plagë	sérültek
plagë	sérülések
plagë	sebek
analog	analóg
analog	analóg
kardinali	bíboros
xhamitë	mecsetek
standardeve	standardok
standardeve	előírások
standardeve	szabványok
kurs	persze
rezervuar	foglalt
rezervuar	lefoglalt
rezervuar	fenntartva
rezervuar	foglalt
rezervuar	fenntartott
rezervuar	víztározó
bardh	fehér
veproi	cselekedett
ciklin	menstruáció
ciklin	ciklus
ciklin	ciklusban
radikale	radikális
dominuar	uralta
vizitë	látogatás
sul	sul
sulejmani	salamon
sulejmani	solomon
analitike	analitikai
rolit	szerepet
rolit	szerep
rolit	szerepe
rrjedhimisht	következésképp
rrjedhimisht	következésképpen
objektivat	célkitűzések
objektivat	célok
objektivat	célkitűzések
objektivat	célpontok
objektivat	célok
kanalet	csatornák
kanalet	csatornák
amerikanët	amerikaiak
besë	bizalom
besë	megbízható
kongo	kongói
pyjore	erdészeti
shprehjet	kifejezéseket
shprehjet	kifejezések
lika	lika
wild	wild
wild	vadon
wild	vadak
wild	vad
specializuara	szakosodott
specializuara	szakosított
specializuara	szakosodott
specializuara	szakosított
interpretim	értelmezés
interpretim	értelmezése
paralelisht	párhuzamos
paralelisht	párhuzamosan
udhëtuar	utazott
udhëtuar	utazott
përhapet	terjed
harold	harold
