மெத்தை	ที่นอน
தோகை	ขน
வெள்ளரி	แตงกวา
சுத்தியல்	ค้อน
முயற்சிக்கிறேன்	พยายาม
மெட்ரோனிடசோல்	metronidazole
உடைத்த	แตก
உடைத்த	พัง
உடைத்த	หัก
கேட்கப்பட்டது	ถาม
ஹைன்	huynh
பெயிண்ட்	ทาสี
துணிச்சல்	ท้า
துணிச்சல்	กล้า
கையுறை	ถุงมือ
கோபமாக	โมโห
கோபமாக	โกรธ
போஜ்புரி	bhojpuri
லாரல்	ลอเรล
பிரகாசமாக	สดใส
பிரகாசமாக	สว่าง
மகனுடன்	ลูก
மகனுடன்	บุตร
மகனுடன்	ลูกชาย
தண்ணீரைக்	น้ำ
தண்ணீரைக்	นํ้า
சாப்பிட்ட	กิน
மலர்களால்	ดอกไม้
மலர்களால்	flower
ஜப்பார்	jabbar
சிம்மம்	สิงห์
சிம்மம்	leo
விக்கிமேற்கோள்	wikiquote
இணையதளத்தை	เว็บไซต์
புருவம்	คิ้ว
புருவம்	คิ้ว
மென்மையானது	เนียน
சிட்டிசன்	พลเมือง
பெரோன்	perón
சுருக்கு	บ่วง
சுருக்கு	ถล่ม
சுருக்கு	ยุบ
சுருக்கு	ย่อ
சுருக்கு	zip
சுருக்கு	รูด
ரம்	รัม
விசிய	ฟิจิ
சூனிய	แม่มด
ஏமாற்ற	cheat
ஏமாற்ற	โกง
தொலைநகல்	โทรสาร
தாமதமானது	ล่าช้า
நேர்வழி	แนวทาง
விவா	viva
பிட்ஸ்	บิต
சைக்கிள்கள்	จักรยาน
பாகான்	พุกาม
முழங்கை	ข้อศอก
முழங்கை	ศอก
ரேசிங்	แข่ง
மானே	mane
கன்சாஸ்	แคนซัส
கோலுயிரி	bacillus
ஜோடிகள்	คู่รัก
நேட்	เนต
நேட்	เน็ต
நேட்	เน็ท
நேட்	เนท
ஆசீர்வாதம்	พร
ஆசீர்வாதம்	อวยพร
லாவா	ลาวา
சுவைகள்	รส
சுவைகள்	รสชาติ
துடைத்து	เช็ด
மூச்சில்	แกว่ง
மூச்சில்	สวิง
மூச்சில்	เหวี่ยง
காலியான	ว่างๆ
காலியான	ว่าง
குரோஷியா	โครเอเชีย
குரோஷியா	croatia
அழிய	ทำลาย
மேலோட்டம்	ประมาณ
கார்மென்	carmen
அன்றோ	วิปริต
மச்சம்	เต่า
இமை	กะพริบ
இமை	blink
தலையணை	หมอน
மெக்னீசியம்	แมกนีเซียม
கார்போஹைட்ரேட்	แป้ง
பனிமலை	ภูเขาน้ำแข็ง
டிக்கெட்	ตั๋ว
டிக்கெட்	ใบสั่ง
டிக்கெட்	บัตร
துடைப்பம்	กวาด
துடைப்பம்	ไม้กวาด
களிப்பு	ตลก
களிப்பு	เฮฮา
யாசின்	yasin
பெறு	รับ
மீட்டெடுக்க	กู้
வெட்ச்வூட்	wedgwood
ஆசா	asa
நிலையில்லாத	มั่ว
நிலையில்லாத	สุ่ม
விருந்தாளி	แขก
மூடியது	ปิด
டைரோசின்	tyrosine
பயிற்சிபெற்ற	ฝึก
தோள்கள்	บ่า
தோள்கள்	ไหล่
குடித்துவிட்டு	เมา
அடுக்கப்பட்ட	ซ้อน
வழக்கமானது	มาตรฐาน
வழக்கமானது	ปรกติ
வழக்கமானது	ปกติ
வழக்கமானது	กิจวัตร
பானி	pani
கவலைகளை	ห่วง
பிரியாவிடை	อำลา
பிரமாண்ட	ยักษ์
அனுமதிகள்	สิทธิ์
ஸ்பாட்	จุด
மூக்கை	จมูก
புர்ஜ்	burj
முக்தார்	mukhtar
சவு	โจว
நடப்பட்ட	ปลูก
சிரித்து	หัวเราะ
ரஷ்யர்கள்	รัสเซีย
டிஷ்	จาน
ஒளிமயமான	สดใส
முடுக்கமானி	accelerometer
காணுங்கள்	นาฬิกา
காணுங்கள்	ชม
காணுங்கள்	ดู
கலோரிகள்	แคลอรี่
பெருமையாக	ภูมิใจ
பெருமையாக	proud
வெர்சஸ்	versace
பொம்மையை	ตุ๊กตา
திற	เปิด
அறுபுளோரைடு	hexafluoride
சுருண்டு	ลูบ
கழிப்பறை	ส้วม
நிழலை	shadow
நிழலை	เงา
நொறுங்கி	แตก
தமிழச்சி	โบราณ
பப்	ผับ
கேலன்	แกลลอน
பட்டிகள்	บาร์
பட்டிகள்	แท่ง
நண்பா	dude
நண்பா	บัดดี้
லாரன்	ลอว์เรน
லாரன்	ลอเรน
லேட்	ดึก
லேட்	ช้า
லேட்	สาย
கொல்கி	golgi
டிசிப்ரோசியம்	dysprosium
மோசம்	คนจน
மோசம்	ยากจน
மோசம்	ห่วย
மோசம்	แย่
மோசம்	ร้าย
மோசம்	bad
மோசம்	เลว
அழி	เคลียร์
அழி	ล้าง
அழி	ชัดเจน
அழி	ลบ
மெம்ஃபிஸ்	memphis
அவசரம்	ด่วน
உள்நுழைவு	ล็อกอิน
பேபால்	paypal
கிளீவ்லன்ட்	cleveland
பயன்படுத்து	สมัคร
பயன்படுத்து	ใช้
தெளிவின்மை	เบลอ
விரும்பு	ชอบ
விரும்பு	เหมือน
விரும்பு	แบบ
விரும்பு	ถูกใจ
விரும்பு	ไลค์
விரும்பு	อย่าง
கலக்கி	ผัด
ஜிங்	จิง
பாலாடை	เกี๊ยว
துளைத்து	เพียซ
போபர்ஸ்	bofors
கருவூல	คลัง
பயங்கரமாக	สยอง
மாம்பழங்கள்	มะม่วง
நம்பிக்கையாக	ศรัทธา
ஸ்கேனர்	สแกน
மரியே	แมรี่
மரியே	แมรี
காண்கிறேன்	เห็น
காண்கிறேன்	ดู
வாடிக்கை	ลูกค้า
மதிப்புரைகள்	วิจารณ์
மதிப்புரைகள்	รีวิว
பீசா	พิซซ่า
பீசா	pizza
எல்டன்	elton
புரோமோ	โปรโมชัน
துருவங்கள்	ขั้ว
வேவ்	คลื่น
வேவ்	เวฟ
வேவ்	โบกมือ
வேவ்	โบก
மலர	บลูม
ரிலே	ถ่ายทอด
ரிலே	ผลัด
நகர்த்து	เลื่อน
நகர்த்து	ขยับ
நகர்த்து	ย้าย
ஹீரோக்கள்	วีรบุรุษ
ஹீரோக்கள்	heroes
ஹீரோக்கள்	ฮีโร่
இருட்டு	เข้ม
இருட்டு	มืด
நிகழ்வைப்	เหตุการณ์
நிகழ்வைப்	กิจกรรม
புரா	pura
செதுக்கு	พืช
ஷாப்பிங்	ชอปปิ้ง
போதிக்க	เทศนา
போதிக்க	ประกาศ
வரவேற்கிறோம்	ต้อนรับ
வரவேற்கிறோம்	ยินดี
வசந்தகால	spring
வசந்தகால	สปริง
லாட்	ลาด
தவிர்க்கப்பட்டது	ละเว้น
வார்த்தைகளால்	คำ
வார்த்தைகளால்	ลมปาก
ஹிக்கின்ஸ்	higgins
மறைந்துள்ள	ซ่อน
தலைவா	boss
பிழைக்க	รอด
இளமையாக	ยัง
கேத்தி	แคธี
இடுகைகள்	โพสต์
ஜன்னல்கள்	ระบาย
ஓட்ஸ்	โอ๊ต
மோண்ட்	mont
குறியிடு	แท็ก
சாக்கலேட்	ช็อกโกแลต
காஷ்	kash
செத்து	ตาย
வாதவியல்	rheumatology
அவமதிப்பு	ดูถูก
அவமதிப்பு	ดูถูก
மாசம்	เดือน
கிளினிக்	คลินิก
விளையாடுகிறது	เล่น
தூக்கத்தை	นอน
தூக்கத்தை	หลับ
வேலா	vela
டானிஷ்	เดนมาร์ก
அனுபவி	เพลิดเพลิน
அனுபவி	สนุก
அனுபவி	เพลิน
மீஸ்	mies
விரிதாள்	สเปรดชีต
பொறுக்கி	พู่กัน
பொறுக்கி	พู่
தும்மல்	จาม
பித்தநீர்	น้ำดี
வீங்கி	บวม
வீங்கி	บวมๆ
வழுக்கை	โล้น
பறக்கிறது	แมลงวัน
சீக்கிரமாக	ต้น
நிலவொளி	แสงจันทร์
ஷாஹி	shahi
பைஸ்	พาย
மண்வெட்டி	โสเภณี
எடிஹட்	etihad
வலுவிழந்த	เสื่อม
கோண்டுவானா	gondwana
ஐபீரோ	ibero
நோரா	นอ
விழுங்க	fuck
வருடு	สแกน
ஆலி	พันธมิตร
திரண்டனர்	เพ้อ
வெண்ணை	เนย
எடிட்டிங்	แก้ไข
பிரிக்கவும்	แยก
பொறிமுறைகள்	กลไก
கூலியை	ค่าแรง
டொமைன்கள்	โดเมน
அவலோகிதர்	avalokiteśvara
வீசுகிறது	ฟุ้ง
வீசுகிறது	เป่า
காகிதக்கூழ்	pulp
கைமுறையாக	คู่มือ
யிங்	ying
யிங்	อิง
சுலபம்	ง่าย
சுலபம்	ง่ายๆ
சுலபம்	ง่ายดาย
உற்சாகமான	ร่าเริง
சுக்	ซอก
ரசிகன்	พัดลม
ரசிகன்	fan
ரசிகன்	แฟนๆ
ரசிகன்	แฟน
டெங்	เติ้ง
டெங்	เตง
அடிடாஸ்	adidas
ஹுவாங்	หวง
இருப்பிடங்கள்	ตำแหน่งที่ตั้ง
சகோதரிகளின்	สองพี่น้อง
லட்சிய	ทะเยอทะยาน
பதிப்பைப்	ฉบับ
யம்	อร่อย
யம்	yum
லாக்ராஞ்சி	lagrange
யந்திரம்	เครื่องจักร
ஸ்டால்மன்	stallman
அறிக	สำรวจ
மலேஷியா	มาเลเซีย
குயிங்	ชิง
பலனும்	ประโยชน์
கைகோர்த்து	มือขวา
கைகோர்த்து	มือ
கைகோர்த்து	หัตถ์
கைகோர்த்து	hand
கெய்	เค
கேஷ்	แคช
கேஷ்	เงิน
கேஷ்	เงินสด
கேஷ்	cash
தோம்	ท่อม
தோம்	ธอม
கவர்ச்சியாக	sexy
கவர்ச்சியாக	เซ็กซี่
முகமூடிகள்	หน้ากาก
பீரோ	สำนักงาน
பீரோ	สำนัก
சீடன்	สาวก
சீடன்	ศิษย์
கிராவ்	maga
அகாமனிசியப்	achaemenid
ரட்	รัดรูป
ரட்	รัด
பேனர்	แบนเนอร์
கம்யூனிசம்	คอมมิวนิสต์
கொன்ராட்	ราด
நிஜம்	real
நிஜம்	จริง
ஆர்வமுள்ளவர்கள்	สนใจ
இமேஜிங்	ภาพถ่าย
இருதயம்	หัวใจ
தலைமுடியை	ขน
தலைமுடியை	เส้นผม
முக்காடு	มิติ
முக்காடு	ปกคลุม
ஆல்பத்தைப்	อัลบั้ม
சொடுக்கு	คลิก
மெத்தியோனின்	methionine
பெல்லோ	เบลโล
வேலைக்காரன்	บ่าว
எலுமிச்சம்	มะนาว
தன்னியக்கம்	อัตโนมัติ
தன்னியக்கம்	auto
தன்னியக்கம்	อัตโนมัติ
வெய்யில்	อุย
பூசிக்	อ่างล้างหน้า
பூசிக்	จม
நேபால்	เนปาล
மேம்பட	ปรับปรุง
பருக்கள்	สิว
மைக்ரோசிஸ்டம்ஸ்	microsystems
அடிமையாகி	ติด
தைத்திரீய	taittiriya
பகிரவும்	แชร์
கிளிப்	คลิป
கிளிப்	clip
பாடத்திட்டத்தை	หลักสูตร
உட்சுரப்பியல்	endocrinology
மெண்டெலீவ்	mendeleev
சுத்ரூவ	struve
சோம்	som
லினோலெயிக்	linoleic
பாறைமுயல்	pika
தவிர்	ข้าม
சத்தமாக	ดังๆ
சத்தமாக	ดัง
ஏப்பம்	เรอ
ஹேக்கிங்	แฮ็ก
டிஜெனிரெஸ்	degeneres
விரல்களால்	นิ้ว
கவனித்தேன்	สังเกต
யூரோக்கள்	ยูโร
காவ்	kaw
குறிப்பைக்	หมายเหตุ
குறிப்பைக்	บันทึก
குறிப்பைக்	โน้ต
அனுதாபம்	เห็นใจ
கபம்	pitta
ஜீயஸ்	ซุส
ஜீயஸ்	ซุซุ
ஒடாகோ	otago
முறைகேடான	ทารุณ
ஆத்திரமடைந்த	หงุดหงิด
ஆத்திரமடைந்த	ท้อแท้
பலூன்கள்	บอลลูน
அகர்	agar
பிளிட்ஸ்	blitz
வாங்கு	ซื้อ
வாங்கு	ซื้อ
வாங்கு	เลี้ยง
கஃபே	คาเฟ่
கண்டுபிடி	สำรวจ
கண்டுபிடி	หา
கண்டுபிடி	ค้นหา
திமிங்கலங்கள்	วาฬ
திமிங்கலங்கள்	ปลาวาฬ
ஏற்றப்பட்டது	โหลด
மாயோ	mayo
மாயோ	เมโย
மளிகை	ของชำ
மளிகை	ของชำ
காயம்பட்ட	ช้ำ
ஏஸ்	ace
செராமிக்	เซรามิค
செராமிக்	ceramic
புறக்கணிக்கும்	แทนที่
இடிக்க	แขน
இடிக்க	arm
லூகா	luca
பெத்	เบ็ธ
பெத்	เบ็ท
பெத்	เบ็ต
பெத்	เบธ
அவ்ரோ	avro
சிண்டி	cindy
டைனோசர்	ไดโนเสาร์
டோர்வால்டுசு	torvalds
ஐஃபோன்	โฟน
ஐஃபோன்	iphone
நிறுத்து	ยกเลิก
நிறுத்து	หยุด
வெறுமை	ธรรมดา
வெறுமை	ดิบ
வெறுமை	ดิบๆ
வெறுமை	raw
சேமி	บันทึก
சேமி	ประหยัด
சுகர்ணோ	soekarno
லேப்	แล็ป
லேப்	แล็บ
லேப்	แลป
வலைமனை	url
வெள்ளரிக்காய்	แตงกวา
ராக்ஸ்	หิน
மெனு	เมนู
ஷிஃப்ட்	กะ
ஷிஃப்ட்	กะเทย
ரோண்ட்கன்	roentgen
யாய்	เย
யாய்	เย่
சோஷியல்	สังคม
எடு	วาด
எடு	เลือก
எடு	รับ
எடு	เอา
ஊர	แบ่ง
காற்றழுத்தமானி	บารอมิเตอร์
கியூப்	ลูกบาศก์
சுசுமு	susumu
உழைப்பாளி	ขยัน
மார்க்கஸ்	markus
உருவாக்கு	สร้าง
விலைமதிப்பற்ற	ล้ำค่า
முட்டாள்தனமான	เพลิน
ஏற்கவும்	ยอมรับ
நினை	คิด
ரஹ்மத்	เมตตา
ரஹ்மத்	ปราณี
மரியான்	marian
காட்டுமிராண்டி	เถื่อน
யோவா	joh
கோயிங்	goin
அண்ணம்	โหว่
கனவுகளை	ฝัน
உரக்க	ตะโกน
வரைவுகள்	ร่าง
டீச்சர்	คุณครู
டீச்சர்	อาจารย์
டீச்சர்	ครู
ஜொஹான்	johan
பால்க்கன்	balkan
ரின்	ริน
கர்ப்பிணி	ท้อง
ஆணவ	ทะลึ่ง
காத்திரு	รอ
பீட்சா	พิซซ่า
பீட்சா	pizza
பூசணிக்காய்	ฟักทอง
அனுர	anura
பொக்கிஷம்	สมบัติ
கொப்புளம்	พุพอง
இயோன்	ยอน
சாக்கோ	choco
பயமுறுத்தும்	หลอน
பிரீமியம்	premium
பிரீமியம்	พรีเมียม
அருளப்பட்ட	ลังเล
தைரியமாக	กล้า
போரிக்	boric
பிரிடின்	pyridine
நினைவூட்டல்	เตือน
நினைவூட்டல்	แจง
ஹானர்ஸ்	hons
டக்ஸ்	เป็ด
நீந்த	ว่าย
காசிரங்கா	kaziranga
இஸ்கான்	iskcon
நடுத்தரம்	กลาง
குருட்டு	บอด
குருட்டு	ตาบอด
குதிகால்	ส้น
வலிமையானது	เข้ม
வலிமையானது	strong
வலிமையானது	แรง
வலிமையானது	แข็งแกร่ง
ஆர்பிஜி	rpg
கைமுறை	คู่มือ
மதமாகும்	pluralism
ஆழமானது	ลึก
ஆழமானது	deep
அப்பாவும்	พ่อ
ஹனிவெல்	honeywell
பிரிமிடின்	pyrimidine
ஓட்	ott
பிளம்பிங்	ประปา
திறக்கவும்	เปิด
மூத்தோர்	อาวุโส
மூத்தோர்	senior
சுகாதாரமான	อนามัย
சுவையானது	อร่อย
சுழற்று	หมุน
சாலா	ศาลา
ஜிப்	zip
ஜிப்	รูด
கழுவ	ล้าง
ஏமாற்றுதல்	โกง
ஏமாற்றுதல்	นอกใจ
சகாராவிய	sahrawi
தூங்கி	หลับ
தூங்கி	นอน
டிம்பிள்	บุ๋ม
பூரான்	ตะขาบ
டியாஸ்	diaz
செர்ஜியோ	sergio
கூடுமானவரை	หวัง
பாட்டா	bata
விசுவாசமான	ซื่อสัตย์
விசுவாசமான	ภักดี
பைப்	ท่อ
ஜோக்	มุข
ஜோக்	มุก
ஜோக்	ตลก
ஜோக்	อำ
சுயம்	ตนเอง
தாராளவாத	เสรีนิยม
காத்திருக்கிறேன்	รอ
அநாதை	กำพร้า
கிர்க்காஃப்	kirchhoff
பெண்களாக	หญิง
பெண்களாக	สตรี
உபயோகமான	ประสิทธิ์
தேடுக	ค้นหา
மனச்சிதைவு	โรคจิตเภท
ஸ்பேம்	spam
ஸ்பேம்	สแปม
உணர்ந்தால்	รู้สึก
ஆவலாக	กระวนกระวาย
பணக்காரன்	ริช
பணக்காரன்	รวย
பணக்காரன்	คนรวย
பணக்காரன்	ร่ำรวย
வாழைப்பழங்கள்	กล้วย
காலுறை	ถุงเท้า
வற்றல்	ผอม
தடு	บล็อก
தடு	บล็อค
திரொட்ஸ்கி	trotsky
பாராசூட்	ชูชีพ
பாகிஸ்தானி	ปากีสถาน
ராப்பா	rapa
கேள்விக்குப்	คำถาม
ரொக்கம்	แคช
ரொக்கம்	เงิน
ரொக்கம்	เงินสด
ரொக்கம்	cash
செக்சம்	checksum
ஹொக்கைடோ	ฮอกไกโด
தயாரிப்பாளர்களின்	faustina
லேபிள்	ป้าย
ஐப்போத்தலாமசு	hypothalamic
நன்றியுடன்	กตัญญู
உற்சாக	รู้สึก
உற்சாக	feeling
அபாயகரமானது	อันตราย
காட்சியமைப்பு	บรรยากาศ
காட்சியமைப்பு	ทัศนียภาพ
காட்சியமைப்பு	ทิวทัศน์
போராடிக்	ดิ้นรน
பூஜாங்	bujang
பிரசியோடைமியம்	praseodymium
ஜெல்	เจล
குரைக்கும்	เห่า
கிளையன்ட்	ลูกค้า
கருவகவூக்கி	gonadotropin
நிதானமான	สร่าง
அஞ்சனா	anjana
மெக்கானிக்கல்	เชิงกล
ஆடம்பரம்	ฟุ่มเฟือย
ஆடம்பரம்	หรูหรา
சோனார்	โซนาร์
சோனார்	โซนา
ஜிமி	jimi
பவுடர்	แป้ง
பவுடர்	ผง
காங்க்	คัง
சூரை	ทูน่า
விழுங்கற்கடுமை	dysphagia
சிறப்பானவை	แนะนำ
பாதிப்புகளுக்கு	chela
சாதா	ธรรมดา
திமிங்கலம்	วาฬ
திமிங்கலம்	ปลาวาฬ
ரீல்	รีล
மூலைகள்	มุม
சந்தோஷமாக	สุขใจ
சந்தோஷமாக	ดีใจ
சந்தோஷமாக	แฮปปี้
வெல்க	win
வெல்க	ชนะ
சாக்லெட்	ช็อกโกแลต
பேசுங்கள்	พูด
ஹோக்	hogue
டவுன்டவுன்	เมือง
சார்லோட்	ชาร์ล็อตต์
சார்லோட்	ชาร์ล็อต
சார்லோட்	ชาร์ลอตต์
ஜமீல்	jameel
சாவடிகள்	ซุ้ม
நனை	ต่อม
வாவ்	wao
பாராட்டுகிறேன்	ซาบซึ้ง
நாக்ஸ்	น็อค
ஸ்கார்ப்பியன்ஸ்	แมงป่อง
ஆரிப்	arif
சரிபார்	ยืนยัน
சரிபார்	เช็ค
சரிபார்	ตรวจ
காப்ரால்	cabral
வெயிலின்	ร้อน
அத்லோன்	athlon
பிப்	กุมภาพันธ์
தீர்க்கதரிசனம்	พยากรณ์
பீபீ	bibi
தவிர்த்தது	ข้าม
டெக்னிக்	เทคนิค
ஜேஸ்	แจ๊ซ
ஜேஸ்	แจ๊ส
கர்ஜனை	คำราม
அன்னாசி	สับปะรด
குழுவைப்	กลุ่ม
இச்சி	จิ
உள்ளிடவும்	ป้อน
இடுகையில்	โพสต์
இடுகையில்	โพส
சீமென்ஸ்	เมนส์
தொலைபேசியை	โทรศัพท์
சிரித்த	ยิ้ม
இயல்பிருப்பு	ปริยาย
டெமோ	สาธิต
ஹயபுசா	hayabusa
கிராஃபிக்	กราฟิก
ஈரமாக	เปียก
ஈரமாக	wet
பாரபட்சம்	อคติ
கத்தரிக்கோல்	ฉุบ
கத்தரிக்கோல்	กรรไกร
குஞ்சம்	tassel
காண்டல்	kandel
அஞ்சலை	จดหมาย
சாதாரணம்	ง่าย
சாதாரணம்	ง่ายๆ
சாதாரணம்	ปรกติ
சாதாரணம்	ธรรมดา
சாதாரணம்	ปกติ
கொண்மம்	capacitance
மோலி	molly
வரவேற்பறை	ล็อบบี้
லேசா	lesa
சோபி	sophie
குளோனிங்	โคลนนิ่ง
வனத்தை	สมาธิ
படியுங்கள்	อ่าน
சிந்த்	sindh
டையால்	diol
அப்துஸ்	abdus
சைனஸ்	ไซนัส
வழுக்கி	ลื่น
பூளை	rheum
படித்தது	อ่าน
படித்தது	ศึกษา
சுமோ	ซูโม่
மூடகம்	อาภรณ์
புரோலாக்டின்	prolactin
தாராண்மையியம்	เสรีนิยม
தேடுகிறது	ค้นหา
வாங்கியுள்ளார்	ซื้อ
யமஹா	yamaha
மனஅழுத்தம்	ความเครียด
மனஅழுத்தம்	เครียด
புனிதமானது	ศักดิ์สิทธิ์
சுகாதாரத்தை	อนามัย
ஊதுபத்தி	ธูป
மெர்லின்	เมอร์ลิน
நெடுவரிசை	คอลัมน์
நெடுவரிசை	คอลัมน์
புனைப்பெயர்கள்	ฉายา
விளம்பரப்படுத்தல்	โฆษณา
ஃபின்	ฟิน
ஃபின்	ฟินน์
மாணவராகவும்	oed
செரைன்	serine
பெஸ்லான்	beslan
மிசஸ்	mises
முகப்பரு	สิว
செர்ரோ	cerro
சியரா	เซียร์
ஐன்	อัยน์
டன்லப்	dunlop
ஜல்	jal
கட்டிங்	ตัด
துட்டன்காமன்	tutankhamun
தெய்வமே	อัลลอฮ์
தெய்வமே	พระเจ้า
தெய்வமே	อัลลอฮฺ
ரெய்னர்	rainer
வலம்வரும்	คลาน
மேசர்	maser
விடாப்பிடியாக	ถาวร
விடாப்பிடியாக	ตื้อ
பதிலளித்த	ตอบ
அக்கினோ	aquino
காத்திருக்கிறது	รอ
சிராய்ப்பு	ช้ำ
ஷீ	เช
ஷீ	เชีย
கிஷ்	kish
மங்கலாக	เบลอ
அஸ்மி	azmi
விரும்பப்பட்டது	ถูกใจ
ஒராங்குட்டான்	อุรังอุตัง
அதிசயமாக	วิเศษ
பெறுக	รับ
டான்டே	dante
சான்ட்	แซง
ஈமான்	เชื่อ
ஈமான்	ศรัทธา
ஈமான்	ศรัทธา
டெம்போ	จังหวะ
ரிலீஸ்	ปล่อย
அடைப்பை	ปลั๊ก
கூட்டாளர்	คู่หู
ஃபர்	ขน
அம்ஜத்	amjad
செருகு	แทรก
படபடப்பு	วิตก
மனமுடைந்து	ท้อ
உருள்	เลื่อน
பின்னிஷ்	ฟินแลนด์
ப்ராக்	บร็อค
குழப்பமாக	งง
குழப்பமாக	สับสน
அளபுருக்கள்	พารามิเตอร์
கடந்தகாலம்	อดีต
கெங்	เกง
பைகளை	ถุง
பைகளை	กระเป๋า
நிஜத்தில்	เรียลลิตี้
மேகர்	maher
அஸ்கர்	asghar
சவுத்திரி	chowdhury
டெபிட்	เดบิต
லெதர்	หนัง
ஸ்ட்ரீம்கள்	ลำน้ำ
ஸ்ட்ரீம்கள்	ลำธาร
பாறையியல்	petrology
மதிப்பிடு	ประเมิน
மதிப்பிடு	อัตรา
ஹுன்	ฮุน
பரவளையவுரு	paraboloid
வோங்	วอง
வோங்	หวง
ஏடிசி	adc
லெஸ்னர்	lesnar
மறைத்த	ซ่อน
அரகோனைட்	aragonite
பியூரான்	buran
ஸ்பாக்கள்	ปาส
ஸ்பாக்கள்	สปา
கல்ப்	กระดก
ஜோக்ஸ்	มุข
ஜோக்ஸ்	มุก
ஜோக்ஸ்	ตลก
ஷாக்லி	shockley
கையோடு	มือขวา
கையோடு	มือ
கையோடு	หัตถ์
கையோடு	hand
காதலித்த	รัก
எலும்பியல்	orthopedic
சதியை	บ่วง
தொழிலால்	อาชีพ
சோல்செனிட்சின்	solzhenitsyn
பார்கள்	บาร์
பார்கள்	แท่ง
நார்வேஜியன்	นอร์เวย์
வெல்வெட்	กำมะหยี่
சைபேஸ்	sybase
சோதிக்கிறது	ทดสอบ
டேங்க்	แท็งค์
டேங்க்	ถัง
ரஸ்கின்	raskin
இதயங்கள்	หัวใจ
ரசனை	รส
ரசனை	ชิม
ரசனை	รสนิยม
ரசனை	รสชาติ
ஹோங்	hoang
வேதனையை	ลงโทษ
கைக்கடிகாரம்	นาฬิกา
கைக்கடிகாரம்	ชม
கைக்கடிகாரம்	ดู
சிற்றலை	หัวนม
சிற்றலை	ระลอก
பகிர்வுகள்	แชร์
பகிர்வுகள்	หุ้น
தியாகத்தை	บวงสรวง
நாங்	nong
நாங்	หนอง
பியோத்தர்	pyotr
வயர்ஷார்க்	wireshark
காற்றிதழ்	airfoil
லாக்டம்	lactam
நாக்கை	ลิ้น
தருணங்கள்	moments
மொச்சை	ถั่ว
பையா	บอย
பின்தொடர்	ติดตาม
பின்தொடர்	ตาม
வால்கள்	หาง
வால்கள்	ก้อย
ஒசாகா	osaka
ஓய்வை	เกษียณ
ஓய்வை	เกษียน
லிஸ்	ลิส
லிஸ்	ลิซ
விரோதமானது	เอลฟ์
டார்ட்	โผ
வய்ஸ்	weisz
வெய்	อุย
தொழுகையை	ดำรง
வாக்கிங்	เดิน
வலுவானது	เข้ม
வலுவானது	strong
வலுவானது	แรง
வலுவானது	แข็งแกร่ง
பெனா	peña
தலைவிதி	ชะตา
கேள்வியில்	คำถาม
சாவிகள்	กุญแจ
டைஃபாய்டு	typhoid
ராக்வெல்	ร็อคเวลล์
தோழர்களே	พวก
பூனையை	แคท
பூனையை	แมว
கேனான்	canon
இன்சூரன்ஸ்	ประกัน
நியா	nia
குயினோன்	quinone
வோடபோன்	vodafone
ரோசி	รอสซี่
சுற்றறிக்கை	วงกลม
லெனினியம்	leninist
தொடர்க	ต่อ
மார்ஃபீன்	มอร์ฟีน
ஃபிரேம்	กรอบ
ஃபிரேம்	เฟรม
ஒதுக்கு	กำหนด
கிளியே	วิธี
கிளியே	ทาง
கிளியே	วิถี
கிளியே	หนทาง
வுட்ஸ்	ป่า
அமுங்குமை	compressibility
இமைகள்	ขนตา
வீசல்	พังพอน
ஜாலி	jolly
ஜாலி	ร่าเริง
ஜாலி	รื่นเริง
புத்திசாலி	ฉลาด
புத்திசாலி	ฉลาด
வெட்டுக்கள்	ตัด
ஹோல்டன்	โฮลเด้น
உருட்டு	กลิ้ง
உருட்டு	ม้วน
டூத்	ฟัน
வாழ்த்துக்களைத்	ประสงค์
வாழ்த்துக்களைத்	ปรารถนา
பாட்டில்கள்	ขวด
தொடருங்கள்	ต่อ
கிழிந்து	ฉีก
கிழிந்து	ขาด
பசியோடு	หิว
முரட்டுத்தனமாக	หยาบ
மனோபாவம்	ท่าที
மனோபாவம்	attitude
மனோபாவம்	ทัศนคติ
தொடங்கு	เริ่ม
பணிவான	เจียม
பணிவான	ถ่อม
சலேர்னோ	salerno
ஷு	ชุ
ஷு	ชู
அழிப்பான்	ยางลบ
விளம்பரப்படுத்துதல்	โฆษณา
விளம்பரப்படுத்துதல்	โปรโมท
விளம்பரப்படுத்துதல்	โปรโมชัน
விளம்பரப்படுத்துதல்	โปรโมท
விளம்பரப்படுத்துதல்	กระตุ้น
விளம்பரப்படுத்துதல்	โปรโมต
சீருறாத்	amorphous
ஸ்மேக்டவுன்	smackdown
ஃபிஸ்ட்	หมัด
ஃபிஸ்ட்	กำปั้น
ஃபிஸ்ட்	ปั้น
நெஞ்சத்தை	อก
ஹப்பிள்	ฮับเบิล
பிரம்மாண்டமாக	หรู
பிரம்மாண்டமாக	แฟนซี
சேட்டை	ซน
சேட்டை	ซุกซน
சேட்டை	ดื้อ
அபத்தம்	ลาบ
ஹெர்மான்	herrmann
கூம்புகள்	conics
உறங்க	นอน
டிரான்	ราน
டிரான்	ทราน
லாட்டரி	ลอตเตอรี่
பாதுகா	paduka
கேம்கள்	เกม
கேம்கள்	เกมส์
கார்பரேட்	องค์กร
ரேசர்	racer
லில்லியன்	lilian
கனமாக	หนักๆ
