медия	media
пери	peri
пери	perry
пери	parry
групова	gruppo
трансилвания	transilvania
фрг	rfg
трън	spine
трън	thorn
зрителите	telespettatori
зрителите	spettatori
барабанист	batterista
червеи	vermi
червеи	verme
червеи	worm
барбароса	barbarossa
настанени	ospitava
положителни	positive
положителни	positivo
положителни	positivi
положителни	positiva
отбелязано	notato
мурад	murad
чака	chaka
буквите	lettere
кирибати	kiribati
анатолий	anatolij
дебели	grasso
дебели	grassi
дебели	fat
дебели	grassa
конференции	conferenze
конференции	convegni
баница	crostata
баница	torta
баница	pie
атентат	assassinio
атентат	bombardamento
атентат	bombardamenti
пейзажи	scenografia
пейзажи	paesaggi
възрастен	adulto
възрастен	adulti
соли	sali
водачи	autisti
водачи	conducenti
водачи	driver
водачи	automobilisti
водачи	guide
водачи	leader
водачи	leaders
бягане	running
бягане	jogging
колин	collin
колин	colin
обвинение	accusa
обвинение	accuse
преден	front
преден	fronte
преден	anteriore
преден	frontale
комунист	comunisti
комунист	comunista
изгонен	sfrattato
шампиона	campione
шампиона	campionessa
шампиона	champion
мине	passo
мине	passa
мине	pass
крилото	alare
крилото	wing
крилото	ala
учил	studiati
учил	studiata
учил	studiate
учил	studiato
преработка	rifusione
преработка	trasformazione
преработка	elaborazione
преработка	lavorazione
преработка	revisione
фриц	fritz
папагали	pappagalli
озаглавена	intitolato
молитва	preghiere
молитва	preghiera
молитва	orazione
молитва	preghiera
дълбок	profonda
дълбок	profondo
дълбок	deep
небе	cielo
небе	sky
небе	cieli
небе	cieli
канцлер	cancelliere
силезия	slesia
случаят	caso
държавник	statista
домейн	domini
домейн	dominio
елиът	elliott
елиът	elliot
елиът	eliot
елиът	elliot
мейн	maine
сложно	complicate
сложно	complicata
сложно	complicato
сложно	complicati
съдействие	cooperazione
каринтия	carinzia
плат	platt
плат	panno
плат	tessuto
плат	stoffa
плат	tessuti
точни	accurato
точни	preciso
точни	accurata
съливан	sullivan
разум	senso
служил	servito
служил	servite
служил	servita
служил	serviti
телата	corpi
телата	carrozzerie
отсъствие	assenti
отсъствие	assente
отсъствие	assenza
отсъствие	assenze
райт	wright
забранени	proibiti
забранени	vietato
забранени	proibito
забранени	proibita
забранени	vietata
забранени	proibite
забранени	proibiti
забранени	vietati
забранени	vietato
забранени	proibito
забранени	proibita
забранени	vietata
забранени	vietati
забранени	vietata
забранени	vietato
забранени	proibito
ферара	ferrara
нанси	nancy
бокса	boxe
бокса	pugilato
шанхай	shangai
шанхай	shanghai
технологичен	tecnologico
духовни	spirituali
духовни	spirituale
душан	dusan
съвместна	articolazione
възникване	occorrenza
съседи	vicini
съседи	vicini
въртене	rotazione
въртене	ruotare
въртене	ruota
въртене	spin
въртене	spinning
въртене	filatura
въртене	perno
въртене	pivot
въртене	rotazione
атоми	atomi
облак	nubi
облак	nuvole
облак	nube
облак	nuvola
облак	cloud
хищници	predatori
съмнения	dubitare
съмнения	dubita
съмнения	dubbi
съмнения	dubbio
съмнения	dubbi
реагира	reagisce
реагира	reagito
реагира	reagire
продължения	sequel
възможна	possibili
възможна	possibile
ерани	errani
джоан	giovanna
джоан	joan
румънска	romeno
румънска	rumena
румънска	rumeni
румънска	rumeno
легендите	leggende
неколкократно	ripetutamente
енрике	enrique
мелбърн	melbourne
синоним	sinonimo
синоним	sinonimi
синоним	sinonimo
мрамор	marmi
мрамор	marmo
водопад	cascate
водопад	cascata
часовник	orologio
икономисти	economisti
тезата	tesi
притежание	possessione
притежание	possesso
притежание	proprietà
отказа	rifiutato
отказа	rifiutati
отказа	rifiutata
обединено	united
обединено	uniti
послание	messaggio
федеративна	federativa
пясък	sabbia
пясък	sabbie
вердер	werder
вселена	universo
горещо	caldo
горещо	hot
горещо	bollente
океания	oceania
споразумения	accordi
смесен	mista
смесен	mescolato
смесен	misto
смесен	mescolato
смесен	miscelati
съществени	sostanziali
съществени	sostanziale
съществени	consistente
съществени	essenziale
съществени	essenziali
надеждата	speranze
надеждата	speri
надеждата	hope
надеждата	speranza
надеждата	auguro
надя	nadja
надя	nadia
устав	statuto
устав	statuti
устав	statuto
победители	vincenti
победители	vincitori
гимнастика	ginnastica
гимнастика	ginnastica
предградие	sobborgo
предградие	periferia
предградие	periferie
предградие	sobborghi
предградие	periferia
нестор	nestor
тенденции	trend
тенденции	tendenza
тенденции	tendenze
скачване	aggancio
скачване	attracco
кратер	cratere
въглероден	carbon
въглероден	carbonio
въглероден	carboni
въглероден	carbone
залцбург	salisburgo
мак	mac
мак	mack
уникални	unici
уникални	unica
уникални	unico
уникални	uniche
киро	kiro
съществували	esisteva
съществували	esistiti
съществували	esistevano
съществували	esistito
осветена	accese
осветена	illuminati
осветена	accesi
осветена	acceso
осветена	illuminato
осветена	lit
осветена	illuminata
осветена	illuminati
осветена	illuminato
осветена	santificato
влияния	influenze
лауда	lauda
паркър	parker
логото	logo
логото	loghi
унищожаване	distruggete
унищожаване	distruggere
унищожаване	distruggi
унищожаване	smaltimento
унищожаване	sradicamento
унищожаване	eradicazione
унищожаване	distruzione
тувалу	tuvalu
изчисления	calcoli
алис	alice
консултант	consulente
драматични	drammatiche
драматични	drammatica
драматични	drammatici
драматични	drammatico
познание	conoscenze
познание	conoscenza
скулптури	scultura
скулптури	sculture
скулптури	sculture
трансфер	trasferimento
трансфер	transfer
пивоварна	birrificio
пивоварна	birreria
офанзива	offensiva
офанзива	offensivi
офанзива	offensive
офанзива	offensivo
вдига	innalza
вдига	solleva
хървати	croati
куинсланд	queensland
споменато	menzionato
споменато	menzionata
баскетбол	pallacanestro
баскетбол	basket
характеризират	caratterizzare
характеризират	caratterizzano
бирмингам	birmingham
кралици	regine
кралици	queens
взрив	bang
взрив	esplosione
взрив	esplosione
взрив	esplosioni
уникална	unici
уникална	unica
уникална	unico
уникална	uniche
оръдието	cannon
оръдието	cannoni
оръдието	cannone
ралф	raffaele
ралф	ralph
недостатъци	difetti
недостатъци	insufficienze
недостатъци	mancanze
недостатъци	carenze
недостатъци	deficienze
недостатъци	carenze
недостатъци	lacune
недостатъци	difetti
недостатъци	difetti
предложи	offerta
посещения	visite
бот	bot
зърно	capezzolo
зърно	capezzoli
зърно	grani
зърно	grano
запаси	consistenze
запаси	scorte
запаси	stock
десау	dessau
здравословни	sano
здравословни	sana
здравословни	sani
противоречия	contraddizioni
противоречия	controversia
противоречия	polemiche
противоречия	polemica
противоречия	controversie
съперник	rivali
съперник	rivale
съперник	avversario
съперник	avversaria
съперник	avversari
поетът	poeta
поетът	poetessa
съгласието	consenso
верен	fedele
верен	leali
верен	fedeli
верен	leale
верен	fedele
верен	fedeli
антоан	antoine
руси	biondi
руси	bionda
руси	biondo
руси	bionde
руси	biondi
руси	bionda
руси	biondo
палубата	ponte
господ	god
господ	dio
антиохия	antiochia
аякс	ajax
нервна	nervoso
нервна	nervosa
нервна	nervosi
руда	minerale
руда	minerali
готите	goti
скоби	pinze
скоби	staples
скоби	apparecchio
скоби	parentesi
скоби	staffe
фрази	frasi
тунел	tunnel
тунел	wormhole
картофи	patate
картофи	patate
картофи	potato
картофи	patata
другаде	altrove
инфекции	infezioni
уолис	wallis
елита	élite
елита	elite
изхода	outlet
бройки	pezzi
бройки	cocci
еквивалент	equivalenti
еквивалент	equivalente
експеримент	esperimento
експеримент	sperimenta
експеримент	sperimentare
върхът	topper
арабска	arabi
арабска	araba
арабска	arabo
арабска	araba
арабска	arabo
арабска	araba
арабска	arabo
изпревари	sorpasso
батак	batak
ислям	islam
риска	rischio
риска	rischi
замени	sostituisci
замени	sostituire
ярко	luminoso
ярко	bright
ярко	luminosi
ярко	luminosa
агенции	agenzie
иврит	ebraica
иврит	ebreo
иврит	ebraico
петдесет	cinquanta
петдесет	fifty
джефри	goffredo
джефри	jeffrey
номинирана	nominato
номинирана	nominata
номинирана	designati
номинирана	designato
номинирана	nomination
иконата	icone
иконата	icona
епидемия	epidemia
епидемия	focolaio
епидемия	epidemie
епидемия	epidemia
кореспонденция	corrispondenza
крус	cruz
тива	tebe
търпи	tollera
търпи	tollerare
племенница	nipote
племенница	nipotina
кристоф	kristoff
кристоф	christophe
кристоф	christoph
гьоте	goethe
селекция	selezione
предадени	tradita
предадени	tradito
предадени	traditi
предадени	trasmessa
предадени	trasmesso
предадени	trasmessi
предадени	arresi
предадени	arreso
предадени	arresa
отпред	front
отпред	fronte
отпред	anteriore
отпред	frontale
джесика	jessica
близостта	vicinanza
пътувания	viaggi
пътувания	viaggio
пътувания	viaggiare
бай	bai
толстой	tolstoj
ибрахим	ibrahim
постановка	configurazione
постановка	setup
постановка	allestimento
плуване	nuota
плуване	nuoto
плуване	nuotare
плуване	nuoto
плуване	nuotare
ъгъла	corner
ъгъла	angolo
астрономически	astronomico
астрономически	astronomica
свободи	libertà
ръба	bordi
ръба	edge
ръба	bordo
лири	lira
лири	sterline
лири	libbre
жозеф	giuseppe
жозеф	joseph
науру	nauru
нож	coltello
антоанета	antonietta
изключителни	esclusiva
изключителни	esclusivi
изключителни	esclusive
изключителни	esclusività
изключителни	esclusivo
изключителни	eccezionale
изключителни	eccezionali
астронавти	astronauti
стадий	tappa
стадий	palcoscenico
стадий	stage
арка	arch
арка	arco
феномен	fenomeni
феномен	fenomeno
пакет	fascio
пакет	pacchetti
пакет	pacchetto
пакет	pacco
цецилий	cecilio
дружба	amicizia
фази	fasi
гигантски	gigante
гигантски	giant
гигантски	giganti
гигантски	gigantesca
гигантски	giganteschi
гигантски	gigantesco
означение	annotazione
означение	notazione
означение	designazione
сюзън	susan
наследниците	eredi
сеул	seul
сеул	seoul
фламандски	fiamminga
фламандски	fiammingo
фламандски	fiamminghi
традиционна	tradizionale
традиционна	tradizionali
бригади	brigate
следите	tracce
следите	brani
борса	scambio
обичам	love
обичам	amore
психоанализа	psicoanalisi
панония	pannonia
панчо	pancho
погребани	sepolte
погребани	sepolto
погребани	sepolta
погребани	seppellito
погребани	sepolti
тор	concime
тор	fertilizzanti
тор	concimi
тор	fertilizzante
тор	letame
тор	concime
тор	tor
тор	concime
тор	fertilizzanti
тор	fertilizzante
тор	thor
мита	mito
мита	doveri
мита	dazi
доказано	dimostrate
доказано	dimostrata
доказано	dimostrate
доказано	provata
доказано	dimostrato
доказано	comprovata
биологични	biologici
биологични	biologico
биологични	biologica
клонове	filiali
клонове	branche
клонове	succursali
клонове	rami
витамин	vitamine
витамин	vitamina
плажове	spiagge
духове	fantasmi
духове	spiriti
спад	declino
спад	rifiuta
обвивка	guaina
обвивка	conchiglia
обвивка	shell
обвивка	guscio
приключване	ultimazione
приключване	completamento
приключване	chiusura
публична	pubblica
публична	pubblici
публична	public
публична	pubblico
агиос	agios
вулкан	vulcano
вулкан	vulcano
педагогика	pedagogia
бунтове	rivolte
бежанците	profughi
бежанците	rifugiati
собственици	proprietari
осветление	illuminazione
повторение	ricorrenza
повторение	reiterazione
повторение	ripetizione
повторение	ripetizioni
повторение	replay
повторение	ripeti
повторение	ripetizione
повторение	ripetere
повторение	ripeto
хайделберг	heidelberg
папи	papi
папи	pappy
дъблин	dublino
парламентът	parlamento
свършва	finisce
свършва	termina
кодове	codici
ренесанс	rinascimentale
ренесанс	rinascimento
зигфрид	siegfried
шеста	sesto
шеста	sesta
юлих	jülich
керамични	ceramica
мощен	potente
мощен	potenti
мощен	potente
равнини	pianura
равнини	pianure
пътуват	viaggi
пътуват	viaggio
пътуват	viaggiare
градината	giardino
марш	marsh
марш	palude
търнър	turner
матиас	mathias
матиас	mattia
матиас	mattias
матиас	matias
матиас	mattia
матиас	matthias
симфония	symphony
симфония	sinfonia
провал	fallimento
провал	inadempimento
провал	insuccesso
сухо	dry
сухо	asciutto
сухо	secchi
сухо	secca
сухо	secco
северозападния	northwestern
предна	front
предна	fronte
предна	anteriore
предна	frontale
предна	frontali
предна	frontale
свазиленд	swaziland
дъга	rainbow
дъга	arcobaleno
дъга	arc
дъга	arco
изящни	squisito
изящни	squisiti
изящни	squisita
удобно	conveniente
удобно	convenienti
удобно	comodo
удобно	comodi
удобно	comodo
удобно	confortevole
удобно	comode
удобно	comodi
удобно	confortevoli
удобно	comodo
йован	jovan
двойна	doppio
двойна	doppi
двойна	doppia
команди	comandi
привлече	attirati
привлече	attratto
привлече	attratti
мъртви	morti
мъртви	morta
мъртви	morto
мъртви	dead
телефон	telefono
телефон	telefono
фокус	concentrarsi
фокус	focus
фокус	concentrati
светилища	santuari
редиците	ranghi
чести	comune
чести	comuni
чести	common
дион	deion
дион	dion
дион	dionne
ела	vieni
ела	venite
летец	volantino
летец	flyer
летец	volantino
летец	aviere
устава	statuto
устава	statuti
армстронг	armstrong
триумф	trionfi
триумф	triumph
триумф	trionfo
манхатън	manhattan
клиентите	clienti
томпсън	thompson
записки	note
записки	annotazioni
записки	appunti
прадеш	pradesh
пепел	cenere
пепел	ceneri
пепел	cenere
пепел	ash
пепел	frassino
пепел	ceneri
почвите	terreni
почвите	suoli
легиони	legioni
тактика	tattiche
тактика	tattica
тактика	tattica
репресии	repressione
репресии	rappresaglia
репресии	ritorsioni
репресии	rappresaglie
репресии	repressione
изстрелян	varato
изстрелян	lanciata
изстрелян	lanciato
изстрелян	varata
изстрелян	lanciati
инфекция	infezioni
инфекция	infezione
инфекция	infezioni
влечуги	rettili
влечуги	rettile
влечуги	rettili
синдром	sindrome
мелник	melnick
приемник	host
приемник	ricevente
приемник	ricevitore
банда	band
банда	banda
банда	gang
конкуренция	concorso
конкуренция	concorrenza
конкуренция	competizione
променлива	variabile
променлива	variabili
чудо	meraviglia
чудо	marvel
чудо	miracoloso
чудо	miracolosa
чудо	miracoli
чудо	miracolo
чудо	wonder
чудо	meraviglia
кобург	coburgo
багдад	baghdad
багдад	bagdad
променено	cambiata
променено	cambiato
променено	cambiati
променено	alterata
променено	alterato
променено	modificata
променено	modificate
променено	modificati
променено	modificato
чума	pestilenza
чума	peste
чума	piaga
борд	lavagna
консумация	consumi
консумация	consumo
дракон	drago
дракон	dragone
дракон	dragon
посочен	specificato
посочен	specificate
посочен	specificata
посочен	precisato
посочен	specificati
лук	cipolla
лук	cipolle
лук	cipolla
лук	cipolle
младежта	giovani
младежта	youth
младежта	giovinezza
младежта	gioventù
крилете	wings
крилете	ali
арканзас	arkansas
електричество	elettricità
електричество	elettrico
електричество	electric
електричество	elettrica
институти	istituti
привилегии	privilegio
привилегии	privilegi
привилегии	privilegi
седмицата	settimana
хюсеин	hussein
хюсеин	hussain
хюсеин	hüseyin
батман	batman
чужденци	stranieri
кафяв	brown
кафяв	marrone
кафяв	marroni
предполагат	suggerisci
предполагат	suggerire
вселенски	ecumenico
фотографии	fotografie
включено	abilitate
включено	abilitata
включено	abilitato
включено	attivato
включено	abilitati
включено	compreso
включено	inclusi
включено	incluso
включено	inclusa
включено	incluse
пръстените	anelli
пръстените	fedi
напредък	progressi
напредък	avanzamento
напредък	progress
напредък	progresso
напредък	avanzamento
вековете	secoli
рейчъл	rachel
рейчъл	rachele
ниши	nishi
роуз	rose
роуз	rosa
увреждания	disabilitato
увреждания	disabili
увреждания	disabile
увреждания	inabilità
увреждания	handicap
увреждания	invalidità
увреждания	disabilita
увреждания	disabilità
съществена	essenziale
съществена	essenziali
колинс	collins
дарвин	darwin
братислава	bratislava
снаряди	gusci
снаряди	conchiglie
нели	nelly
нели	nellie
недоволство	scontento
недоволство	insoddisfazione
недоволство	malcontento
недоволство	insoddisfazione
отмъщение	vendetta
отмъщение	vendetta
повреди	danni
повреди	danno
повреди	danneggiamento
милена	milena
президентски	presidenziali
президентски	presidenziale
любима	amata
любима	amato
любима	amati
екипировка	attrezzature
екипировка	equipaggiamento
екипировка	attrezzatura
депутатите	legislatori
стабилност	stabilità
бедни	povere
бедни	povero
бедни	poveri
бедни	povera
бюрото	bureau
словашки	slovacco
янкович	jankovic
царуването	regno
тръба	pipe
тръба	tubo
тръба	pipa
тръба	tubo
месото	carne
месото	carni
такси	taxi
такси	taxi
такси	cabina
такси	tasse
такси	onorari
албумите	album
лош	cattiva
лош	bad
лош	pessimo
лош	cattivi
лош	male
лош	cattivo
докторат	dottorato
разработване	sviluppo
документа	documentare
документа	documento
запазено	riservate
запазено	riservata
запазено	riservato
запазено	riservati
запазено	conservato
запазено	conservati
запазено	conservate
запазено	conservata
статуи	statue
математическа	matematico
математическа	matematica
айнщайн	einstein
коридор	corridoio
коридор	corridoio
лора	laura
лора	lora
слухове	voci
слухове	dicerie
плячка	preda
плячка	prede
плячка	swag
плячка	bottino
параклиса	cappella
пера	piume
къс	cus
противниците	oppositori
противниците	avversari
достатъчна	sufficienti
достатъчна	sufficiente
кореспонденти	corrispondenti
младен	mladen
лоша	cattiva
лоша	bad
лоша	pessimo
лоша	cattivi
лоша	male
лоша	cattivo
достъпен	accessibile
достъпен	accessibili
закрито	indoor
зигмунд	sigmund
петрол	benzina
петрол	olio
петрол	petrolio
петрол	petrolio
лихтенщайн	liechtenstein
лихтенщайн	lichtenstein
беатрис	beatrice
беатрис	beatriz
суматра	sumatra
лентул	lentulo
оператори	operatori
слива	prugna
слива	prugne
форуми	forum
кадафи	gheddafi
зареждане	caricate
зареждане	caricare
зареждане	carica
зареждане	carico
зареждане	addebito
зареждане	carica
зареждане	carico
зареждане	caricamento
зареждане	ricarica
харисън	harrison
елзас	alsazia
добавка	aggiunta
добавка	addizione
добавка	addendum
добавка	supplemento
добавка	additivi
добавка	additivo
рап	rap
интервал	intervallo
лингвистика	linguistica
обсъжда	discute
моделите	modelle
моделите	modelli
панорама	panorama
сервилий	servilio
деян	dejan
лидия	lidia
лидия	lydia
лидия	lidia
антонин	antonin
възможен	possibili
възможен	possibile
пелопонес	peloponneso
преториански	pretoriana
раул	raoul
раул	raul
миграция	migrazione
миграция	migrazioni
митове	miti
мюзикъл	musicale
мюзикъл	musical
мюзикъл	musicali
работилница	workshop
работилница	officina
галактика	galassia
галактика	galassie
галактика	galaxy
кавалерия	cavalleria
клиент	clienti
клиент	cliente
клиент	client
клиент	cliente
завой	turn
завой	piegare
завой	piegati
речи	discorsi
емили	emilie
емили	emily
светкавица	alleggerimento
светкавица	flash
светкавица	lampo
светкавица	fulmini
светкавица	lampi
светкавица	lightning
светкавица	fulmine
мазнини	grassi
мазнини	grasso
мазнини	grassi
мазнини	fat
мазнини	grassa
самоубийство	suicide
самоубийство	suicidi
самоубийство	suicidio
завършила	diplomato
завършила	laureato
завършила	laureata
достигане	copertura
достигане	reach
достигане	raggiungendo
крайни	estrema
крайни	estremo
крайни	estreme
крайни	extreme
смесена	mista
смесена	mescolato
смесена	misto
таун	towne
проектиран	progettato
проектиран	progettati
проектиран	progettate
проектиран	progettata
проектиран	disegnato
соломон	salomone
соломон	solomon
екрана	schermo
екрана	schermata
джеси	jessie
джеси	jesse
гласни	vocali
съчетава	combina
преобразува	converte
преобразува	convertiti
глазгоу	glasgow
растат	crescere
растат	cresce
растат	crescono
растат	cresci
съкровище	dolcezza
съкровище	tesori
съкровище	tesoro
астероид	asteroidi
астероид	asteroide
кейн	cain
кейн	caino
кейн	kane
кейн	canna
кейн	bastone
кейн	caine
унищожена	distrutta
унищожена	distrutti
унищожена	distrutte
унищожена	distrutto
положително	positive
положително	positivo
положително	positivi
положително	positiva
положително	positivamente
заплата	retribuzione
заплата	salario
заплата	stipendio
заплата	stipendi
моравия	moravia
страбон	strabone
антропология	antropologia
американци	americani
ренесанса	rinascimentale
ренесанса	rinascimento
подиум	passerella
богатството	ricchezza
богатството	ricchezze
кръгли	tondo
кръгли	rotondo
кръгли	round
лена	lena
етажа	pavimenti
фасада	facciata
ограничаване	restrizioni
ограничаване	limitazione
ограничаване	restrizione
ограничаване	limitazione
ограничаване	limitare
ограничаване	limitando
ограничаване	limitazione
ограничаване	limite
ограничаване	limitare
ограничаване	contenimento
конник	motociclista
конник	rider
доза	dosaggio
доза	posologia
доза	dosaggio
доза	dose
хендрикс	hendricks
хендрикс	hendrix
измервания	misure
измервания	misurazioni
измервания	misurazione
измервания	misurazioni
измервания	misura
емблема	emblema
емблема	stemma
пиеро	pierrot
пиеро	piero
петра	petra
мускул	muscoli
мускул	muscolare
мускул	muscolo
тбилиси	tbilisi
разкрити	rivelate
разкрити	svelato
разкрити	rivelato
разкрити	rivelata
разкрити	rivelati
колонията	colonia
колонията	colonie
сиви	grigio
сиви	grigi
сиви	gray
сиви	grigio
сиви	grigi
полезна	utili
полезна	utile
полезна	utile
показани	visualizzate
показани	visualizzata
показани	visualizzato
показани	visualizzati
крайници	arti
крайници	membra
крайници	estremità
размножаване	propagazione
размножаване	allevamento
размножаване	riproduzione
статуята	statua
статуята	statue
териториално	territoriale
териториално	territoriali
верни	fedele
верни	leali
верни	fedeli
верни	leale
верни	true
верни	vero
верни	fedele
верни	fedeli
алпите	alpi
демо	demo
демо	dimostrativo
демо	dimostrazione
архиви	record
архиви	records
архиви	archivi
архиви	archivio
архиви	archivia
архиви	archivio
документите	documenti
вечеря	cena
вечеря	cena
померания	pomerania
накратко	brevemente
унищожаването	distruggendo
унищожаването	distruggere
анализи	analisi
анализи	analisi
анализи	approfondimenti
анализи	insights
кожани	kozani
съдържаща	contenenti
съдържаща	contenente
бедствия	catastrofi
бедствия	disastri
бедствия	calamità
бедствия	catastrofe
бедствия	disastro
бедствия	calamità
бедствия	disastri
фитипалди	fittipaldi
производни	derivati
влажни	umido
влажни	umida
влажни	umido
влажни	umida
подводница	sottomarino
подводница	sottomarini
подводница	sommergibile
подводница	sub
перо	piuma
перо	piume
перо	pero
свободните	fremen
лекува	guarisce
арктика	artico
въведение	introduzione
известия	notifiche
важност	importanza
торпедо	siluro
торпедо	siluri
удря	hits
удря	hit
удря	colpisce
конан	conan
шрифт	carattere
шрифт	font
шрифт	caratteri
бюст	scollatura
бюст	busto
бюст	retata
пустиня	deserto
новгород	novgorod
локомотиви	locomotive
намален	diminuita
намален	diminuito
намален	diminuzione
намален	ridotta
намален	ridotte
намален	ridotto
намален	ridotti
зърна	grani
зърна	grano
зърна	capezzoli
зърна	chicchi
зърна	grani
сенат	senato
апогей	apogeo
съображения	considerazioni
тепе	tepe
утре	domani
утре	tomorrow
проява	manifestazione
авторитет	autorità
японско	giapponesi
японско	giapponese
полуфинала	semifinali
полуфинала	semifinale
преки	diretta
преки	direct
преки	diretto
ваня	vanya
шведска	swedish
шведска	svedese
шведска	svedesi
цин	qin
цин	qing
тотнъм	tottenham
гробници	cripte
гробници	tombe
атланта	atlanta
елит	élite
елит	elite
бомбардировач	bomber
бомбардировач	bombardiere
рита	rita
директорите	registi
директорите	direttori
рон	ron
стратегическо	strategica
стратегическо	strategici
стратегическо	strategico
темите	temi
темите	argomenti
паскал	pascal
трио	trio
указания	istruzioni
трагедията	tragedie
трагедията	tragedia
бунтовниците	ribelle
бунтовниците	ribellarsi
бунтовниците	ribelli
малцинства	minoranze
фред	fred
готово	fatto
грозни	brutte
грозни	brutta
грозни	brutto
грозни	brutti
грозни	bruttissimo
грозни	grozny
железни	iron
железни	ferro
близнаци	gemelli
близнаци	twin
близнаци	gemello
близнаци	gemini
близнаци	gemelli
близнаци	gemelle
бомбардировачи	bombardieri
совалка	shuttle
совалка	navetta
замъци	castelli
тигър	tiger
тигър	tigri
тигър	tigre
видя	vedere
видя	vedi
имигранти	migranti
имигранти	emigranti
имигранти	immigranti
имигранти	immigrati
имигранти	immigrato
имигранти	immigrati
вкъщи	home
вкъщи	casa
нарушаване	distorsione
обсерватория	osservatorio
грама	grammi
азаренка	azarenka
виолета	violetta
виолета	violetta
виолета	viola
виолета	violet
метел	metello
механик	meccanico
младост	giovani
младост	youth
младост	giovinezza
младост	gioventù
поддръжници	finanziatori
поддръжници	tifosi
поддръжници	sostenitori
познато	familiarità
познато	familiare
изолация	isolamento
изолация	isolanti
изолация	isolamento
гробища	cimiteri
гробища	cimitero
унищожи	distruggete
унищожи	distruggere
унищожи	distruggi
съвместни	articolazione
момичетата	girls
момичетата	ragazze
заплашва	minacciare
заплашва	minacciando
заплашва	minaccia
придвижване	movimenti
придвижване	movimento
далас	dallas
съставна	composito
съставна	compositi
съставна	aggregata
съставна	aggregato
съставна	aggregati
мода	couture
мода	moda
пие	bere
пие	bevendo
пие	bibite
пие	bevande
управляващ	gestire
преминал	superato
смях	risata
смях	risate
смях	ridendo
смях	ridere
смях	risate
смях	risata
смях	ridere
смях	risate
смях	ridi
компилация	compilazione
компилация	compilation
оттегляне	ritirarsi
оттегляне	ritiro
оттегляне	recesso
клане	massacro
клане	strage
клане	massacri
клане	stragi
клане	massacro
клане	strage
клане	carneficina
клане	macellazione
клане	massacro
симпсън	simpson
симпсън	simpson
качва	upload
детектив	detective
детектив	investigatore
албанско	albanese
приключенията	avventure
приключенията	adventures
редове	righe
редове	linee
редове	righe
предимства	prestazioni
предимства	vantaggi
предимства	benefici
предимства	vantaggi
римляни	romani
некропол	necropoli
еоод	ltd
формати	formati
отворено	aprite
отворено	apri
отворено	aprire
отворено	aperto
отворено	open
отворено	aperti
квалификации	valutazioni
квалификации	qualifiche
квалификации	qualificazioni
квалификации	qualificazione
квалификации	qualificazioni
квалификации	qualifica
печалба	profit
печалба	guadagno
печалба	profitti
печалба	profitto
печалба	profitti
одобрение	omologazione
одобрение	approvazione
демокрацията	democrazia
фиат	fiat
блейк	blake
еврейско	ebraica
еврейско	ebrei
еврейско	ebreo
еврейско	ebraismo
еврейско	ebraico
антична	antico
антична	antica
антична	antichi
антична	antiquariato
русо	russo
русо	rousseau
памук	cotone
ахил	achille
ахил	achille
четвъртък	giovedi
четвъртък	giovedì
романтични	romantico
романтични	romantiche
романтични	romantici
романтични	romantica
батальона	battaglione
алгоритъм	algoritmo
партньорство	partnership
партньорство	partenariato
партньорство	partenariati
партньорство	partnership
дин	din
стрийт	street
стрийт	strada
пето	quinto
пето	quinta
геология	geologia
албена	albena
конфедерация	confederazione
микеланджело	michelangelo
юнг	jung
юнг	yung
инвазия	invasioni
инвазия	invasione
местообитания	habitat
местообитания	habitat
строител	costruttore
глина	argilla
глина	clay
чисти	pulita
чисти	pulito
чисти	pulite
облаци	nubi
облаци	nuvole
облаци	nubi
облаци	nuvole
облаци	nube
облаци	nuvola
облаци	cloud
олтар	altare
олтар	santuario
биг	grosso
биг	grandi
биг	grande
биг	big
бригадата	brigata
седма	seven
седма	sette
седма	settima
седма	settimo
козината	pelliccia
козината	pellicce
вале	valle
вале	fante
вале	jack
вале	vale
вале	valletto
свещена	sacre
свещена	sacro
свещена	sacra
свещена	sacri
смъртни	mortale
смъртни	mortali
смъртни	mortal
смъртни	mortali
арменци	armeni
арменци	armeno
арменци	armeni
арменци	armena
предложен	suggerita
предложен	consigliato
предложен	suggerite
предложен	suggeriti
предложен	suggerito
предложен	offerti
предложен	offerto
предложен	proposti
предложен	proposto
джън	zheng
лил	lil
лил	lilla
лил	lille
торпеда	siluri
историография	storiografia
казимир	casimir
вилхелмина	wilhelmina
панаир	carnevale
панаир	equo
панаир	fair
панаир	fiera
психиатър	psichiatra
психиатър	psichiatri
мембрана	membrana
мембрана	membrane
конете	cavalli
травма	lesione
травма	lesioni
травма	infortunio
травма	traumi
травма	traumatologia
травма	trauma
последствия	conseguenza
последствия	conseguenze
намерението	intenzione
сабин	sabine
сабин	sabina
университетите	università
смъртност	mortalità
ленти	strisce
ленти	nastri
ленти	strip
ленти	striscia
ленти	spogliarello
хонорис	honoris
псевдоними	alias
псевдоними	pseudonimi
сервий	servio
рамки	cornici
рамки	montature
рамки	fotogrammi
рамки	serramenti
вратите	porte
кабо	mantello
кабо	cape
кабо	capo
кабо	cabo
регулиране	regolamento
регулиране	adeguamento
регулиране	regolazione
регулиране	aggiustamento
регулиране	regolamentare
скъпи	carissimi
скъпи	cara
скъпи	caro
скъпи	cari
есе	saggio
потомък	scion
потомък	discendente
кавала	kavala
процесор	cpu
процесор	processore
