और	и
क्षय	распад
क्षय	распада
मजदूर	трудящиеся
मजदूर	работники
मजदूर	рабочие
मजदूर	работников
मजदूर	трудящихся
मजदूर	труда
मजदूर	труд
जोन्स	джонс
अनुदान	субсидий
अनुदान	дотации
अनुदान	субсидии
अनुदान	гранты
हार्डी	харди
लेंस	линзы
लेंस	объектив
गतिशील	динамические
गतिशील	динамических
गतिशील	динамично
अनुकरण	имитации
हट	хижине
आक्रामक	агрессивные
आक्रामक	агрессивный
आक्रामक	агрессивно
आक्रामक	агрессивной
प्राथमिकता	приоритет
प्राथमिकता	прерогативой
प्राथमिकता	предпочтения
प्राथमिकता	предпочтение
एंजिल्स	анджелесе
जागरण	бдение
कटौती	вычета
कटौती	уменьшение
कटौती	сокращение
देगा	прета
पोलैंड	польши
पोलैंड	польша
पोलैंड	польшу
शाखाएँ	ветки
शाखाएँ	отделений
शाखाएँ	ветви
शाखाएँ	филиалы
शाखाएँ	отрасли
शिलालेख	надпись
विल्सन	уилсон
कॉल	звоните
कॉल	позвонить
कॉल	звонок
कॉल	звонки
कॉल	вызовы
सख्त	строгого
सख्त	строгое
सख्त	строгий
सख्त	строго
सख्त	строгие
सख्त	строгая
त्योहार	festival
त्योहार	фестиваль
मंगोलिया	монголы
मंगोलिया	монголии
मंगोलिया	монголия
मदन	мадан
रेस्तरां	рестораны
रेस्तरां	ресторан
सोना	сона
सोना	золотой
सोना	золотая
सोना	gold
सोना	золото
सोना	золотые
फार्म	фермы
फार्म	ферма
फार्म	ферме
फार्म	форме
फार्म	форма
फार्म	бланк
फार्म	формуляр
फार्म	форму
आँख	глаз
आँख	око
इंगित	указывая
इंगित	указывает
जीवाश्म	ископаемых
जीवाश्म	ископаемые
जीवाश्म	ископаемого
लोकतांत्रिक	демократический
लोकतांत्रिक	демократические
लोकतांत्रिक	демократическое
लोकतांत्रिक	демократической
लोकतांत्रिक	демократическая
विद्यार्थियों	ученики
विद्यार्थियों	зрачки
विद्यार्थियों	учащиеся
विद्यार्थियों	школьники
यूनिकोड	unicode
पढ़ें	читайте
पढ़ें	читай
पढ़ें	прочитать
पढ़ें	прочесть
पढ़ें	читать
खाद	навоза
आश्चर्य	удивление
आश्चर्य	сюрприз
आश्चर्य	чудо
आश्चर्य	marvel
आश्चर्य	чудо
शेख	шейха
शेख	шейх
रूपरेखा	профиль
रूपरेखा	наброски
प्रांतीय	провинциальные
प्रांतीय	провинциальных
कालीन	ковёр
कालीन	ковер
शब्दकोश	глоссарий
शब्दकोश	словари
शब्दकोश	словарь
सूचकांक	индекс
सूचकांक	указатель
विधा	жанр
प्रजा	субъекты
प्रजा	предметы
नगरपालिका	муниципалитет
नगरपालिका	муниципальный
नगरपालिका	муниципальные
नगरपालिका	муниципальных
सोचा	мысль
सोचा	думал
गर्दन	шею
गर्दन	шея
गिनती	граф
गिनती	считать
गिनती	отсчет
गिनती	подсчет
गिनती	рассчитывает
गिनती	считаю
गिनती	считать
दोपहर	днем
दोपहर	полдень
चैंपियन	чемпион
यहा	здесь
यहा	вот
डेल्टा	дельта
बीटा	бета
म्यूज़िक	музыка
म्यूज़िक	музыку
म्यूज़िक	music
नवीनतम	новейшие
नवीनतम	latest
इतिहासकारों	историки
सन्देश	сообщение
सन्देश	послание
कैमरा	камера
कैमरा	камеру
कैमरा	фотоаппарат
कैमरा	камеры
बाध्य	связаны
प्रचालन	операционная
वायुयान	авиация
वायुयान	самолет
वायुयान	самолеты
वायुयान	самолёт
वायुयान	самолета
वायुयान	самолет
वायुयान	самолёт
सर्किट	цепь
विस्तारित	расширенный
विस्तारित	расширенная
विस्तारित	расширенное
विस्तारित	продлен
विस्तारित	расширенная
विस्तारित	расширенный
विस्तारित	расширена
कोरियाई	корейском
कोरियाई	корейский
कोरियाई	корейская
कोरियाई	корея
कोरियाई	корее
इंजीनियरी	инженерии
इंजीनियरी	инжиниринг
कोटा	квот
कोटा	квоты
कोटा	квот
कोटा	квота
कोटा	квоты
मलेरिया	малярией
मलेरिया	малярии
मलेरिया	малярия
फर्म	фирма
लड़कियों	девчонки
लड़कियों	girls
लड़कियों	девушки
लड़कियों	девочки
लड़कियों	девочек
आलू	картошка
आलू	картофель
आलू	картошка
आलू	картофеля
आलू	картофель
भविष्यवाणी	предсказать
भविष्यवाणी	прогноз
भविष्यवाणी	гадание
भविष्यवाणी	прогноз
भविष्यवाणी	прогнозирования
भविष्यवाणी	предсказание
रेटिंग	рейтинг
रेटिंग	оценка
रेटिंग	рейтинг
रेटिंग	рейтинги
रेटिंग	оценки
उपहार	подарки
उपहार	дары
उपहार	подарок
उपहार	дар
साझेदारी	сотрудничать
साझेदारी	сотрудничество
साझेदारी	партнерства
साझेदारी	партнерство
साझेदारी	разделяет
साझेदारी	поделилась
साझेदारी	поделились
साझेदारी	поделился
शनिवार	субботы
शनिवार	субботам
शनिवार	суббота
शनिवार	субботу
शनिवार	сидел
शनिवार	сб
शनिवार	сел
शनिवार	села
दादा	дада
दादा	деда
दादा	дедушка
दादा	дед
बिट	бит
शर्त	условие
शर्त	состояние
शर्त	пари
शर्त	ставка
कोने	углу
कोने	уголок
कोने	угол
हज़ार	тысячи
हज़ार	тысяча
हज़ार	тысяч
दर्पण	зеркало
प्रेमी	возлюбленный
प्रेमी	любовник
प्रेमी	любовники
प्रेमी	бойфренд
प्रेमी	парень
श्रमिक	труд
श्रमिक	труда
श्रमिक	труд
नमूना	образец
नमूना	выборка
नमूना	образец
व्यापारियों	торговцы
व्यापारियों	торговцев
व्यापारियों	торговцы
स्पेक्ट्रम	спектр
स्पेक्ट्रम	спектра
गाइड	проводник
गाइड	гид
गाइड	руководства
गाइड	руководство
ड्राइवर	водители
ड्राइवर	водителей
ड्राइवर	драйвер
ड्राइवर	водителя
ड्राइवर	водитель
दस्तावेज	документ
दस्तावेज	документы
आयतन	объём
आयतन	объем
आयतन	громкость
आयतन	тома
आयतन	томов
आयतन	объемы
लुईस	льюис
लुईस	луиза
हल्का	light
हल्का	свет
हल्का	света
हल्का	светло
हल्का	тонко
हल्का	зажигалка
हल्का	легче
हल्का	незначительные
हल्का	незначительное
जहाजों	суда
जहाजों	кораблей
जहाजों	корабли
प्रबन्धन	менеджмент
प्रबन्धन	руководство
प्रबन्धन	управление
वस्तुतः	буквально
वस्तुतः	практически
खगोलशास्त्र	астрономии
परेशान	расстроился
परेशान	расстроен
परेशान	расстроена
रिश्ते	взаимоотношения
रिश्ते	отношения
रिश्ते	взаимосвязь
रिश्ते	взаимоотношения
रिश्ते	отношения
आईसीसी	мкк
आईसीसी	мтп
आईसीसी	мус
दण्ड	преступные
दण्ड	преступник
दण्ड	уголовное
दण्ड	уголовного
नाग	пилить
नाग	змея
नाग	змеи
नाग	змей
क्रान्ति	революция
क्रान्ति	революции
प्रश्नों	запросы
ब्यूरो	президиум
ब्यूरो	бюро
निर्णायक	окончательного
निर्णायक	окончательно
निर्णायक	окончательная
निर्णायक	важнейший
निर्णायक	решающий
निर्णायक	решительный
निर्णायक	решительные
शीत	зимняя
शीत	зимний
शीत	зима
शीत	винтер
शीत	зимние
विशेषज्ञों	экспертов
विशेषज्ञों	эксперты
धूल	пыль
धूल	пыли
क्षण	moments
क्षण	мгновения
क्षण	моменты
क्षण	момент
क्षण	минута
सम्पादक	редакторов
उत्तराखंड	уттаракханд
पायलट	пилот
पायलट	экспериментальных
ब्राज़ील	бразилия
ब्राज़ील	бразилию
ब्राज़ील	бразилии
समर्थित	поддерживаемые
समर्थित	поддерживаемые
समर्थित	поддерживается
समर्थित	поддержал
समर्थित	поддерживаются
बास्केटबॉल	баскетбол
प्रगतिशील	прогрессивное
प्रगतिशील	прогрессивного
शूटिंग	съёмки
शूटिंग	съемка
शूटिंग	стрельба
महिलाएं	леди
महिलाएं	дамы
महिलाएं	самки
महिलाएं	женщины
महिलाएं	женщины
महिलाएं	женщин
असंभव	невозможное
असंभव	невозможно
बारी	бари
बारी	очередь
बारी	поворот
रेसिंग	гонки
रेसिंग	racing
रेसिंग	скачки
ऑक्साइड	оксид
विशेषताएँ	особенности
विशेषताएँ	функции
विशेषताएँ	спецификации
विशेषताएँ	спецификация
विशेषताएँ	особенности
विशेषताएँ	характеристики
आधारभूत	основы
आधारभूत	фундаментальные
बारिश	дожди
बारिश	дождь
कृपा	благодать
कृपा	грейс
कृपा	грэйс
कोशिकाएं	ячейки
कोशिकाएं	клетки
विफलता	неудачи
विफलता	неудача
विफलता	провал
नियोजन	планирование
आपदा	катастрофа
आपदा	бедствия
आपदा	бедствие
उत्साह	рвение
ऊतकों	салфетки
ऊतकों	тканей
वोट	голосования
वोट	проголосовать
वोट	голосовать
वोट	голосование
वोट	голосуйте
वोट	голоса
वोट	голосов
पूर्वज	предок
उत्तरदायी	ответственное
उत्तरदायी	ответственные
उत्तरदायी	ответственная
उत्तरदायी	ответственный
ऑस्ट्रिया	австрии
ऑस्ट्रिया	австрия
आश्रय	укрытие
आश्रय	жилье
आश्रय	убежище
आश्रय	приют
गौरी	гаури
अभयारण्य	святилище
अभयारण्य	убежище
समुच्चय	комплект
समुच्चय	сет
समुच्चय	набор
समुच्चय	установить
रग्बी	регби
धनी	богаче
धान	пэдди
मूर	мавров
मूर	мур
कॉपीराइट	copyright
झूठ	ложь
झूठ	врут
झूठ	лгать
झूठ	ложь
विवेक	совести
विवेक	сознание
विवेक	совесть
ब्रह्माण्ड	вселенная
ब्रह्माण्ड	вселенной
ब्रह्माण्ड	космическое
बेन	бэн
बेन	бен
मेमोरी	память
मेमोरी	воспоминание
मेमोरी	памяти
फोर्ड	форд
फोर्ड	ford
एलिज़ाबेथ	елизавета
एलिज़ाबेथ	элизабет
एलिज़ाबेथ	елизавета
एलिज़ाबेथ	элизабет
उपन्यासकार	писатель
चीज	сыр
पीड़ा	боли
पीड़ा	болью
पीड़ा	боль
सीटें	места
सीटें	сиденья
संरचनाओं	структурализм
आपराधिक	преступные
आपराधिक	преступник
आपराधिक	уголовное
आपराधिक	уголовного
प्रचुर	огромные
यांत्रिकी	механики
यांत्रिकी	механика
यांत्रिकी	механизм
यांत्रिकी	механизма
स्थानांतरण	перенос
स्थानांतरण	трансфер
स्थानांतरण	передача
आघात	травмы
आघात	травма
आघात	травму
भाइयों	братья
भाइयों	brothers
मांसपेशियों	мускулы
मांसपेशियों	мышцы
बाएं	левой
बाएं	слева
बाएं	налево
बाएं	осталось
बाएं	оставил
प्रदाता	поставщик
प्रदाता	поставщика
प्रदाता	провайдер
दानव	гигантский
दानव	гигант
दानव	гигантская
दानव	гигантские
दानव	монстр
दानव	чудовище
कोमल	нежная
कोमल	нежный
कोमल	нежно
समस्याएं	проблемы
समस्याएं	проблем
चढ़ाई	восхождение
चढ़ाई	восхождение
चढ़ाई	походы
चढ़ाई	поход
इंक	inc
होल	дыру
होल	дырка
होल	дыра
विक्रय	продажа
विक्रय	продажи
विक्रय	продаж
आउटपुट	вывод
आउटपुट	выпуск
आउटपुट	мероприятия
वास्तविकता	реальность
वास्तविकता	реальности
घोष	гош
पुर्तगाल	португалии
पुर्तगाल	португалия
सिंड्रोम	синдром
उपज	доходность
उपज	урожайности
निकले	отток
क्षमा	прощение
क्षमा	прощения
औपनिवेशिक	колониальным
गोविन्द	говинда
सांख्यिकी	статистика
मिस	мисс
मिस	miss
व्यस्त	занято
व्यस्त	занят
व्यस्त	занята
व्यस्त	заняты
रोका	перестал
रोका	остановилось
रोका	прекратил
रोका	остановились
रोका	остановился
समझना	понимание
समझना	взаимопонимание
समझना	понимания
बिलबोर्ड	billboard
सेल्सियस	цельсия
टैंक	танк
टैंक	цистерны
टैंक	цистерна
टैंक	танки
टैंक	цистерны
टैंक	танков
खुशी	радости
खुशी	джой
खुशी	радость
खुशी	счастья
खुशी	счастье
विरूद्ध	против
उपायों	меры
पिन	булавки
पिन	пин
पिन	pin
पिन	прикрепить
चट्टान	скала
चट्टान	камень
चट्टान	рок
चट्टान	rock
चट्टान	ископаемых
चट्टान	ископаемые
चट्टान	ископаемого
चट्टान	клифф
सफर	поездки
सफर	проезд
सफर	путешествия
सफर	путешествие
सफर	путешествие
अणुओं	молекулы
उपभोग	потребления
उपभोग	потребление
वाष्प	пар
बरो	боро
बरो	боро
प्रजातियां	видов
प्रजातियां	виды
प्रजातियां	вид
पाना	пана
गुरुत्वाकर्षण	гравитация
शैल	скала
शैल	камень
शैल	рок
शैल	rock
ईमेल	email
संगत	совместим
संगत	совместимость
संगत	совместимы
संगत	совместимо
संगत	совместима
अवसाद	депрессия
अवसाद	депрессии
स्तम्भ	колонна
स्तम्भ	колонка
स्तम्भ	колонке
स्तम्भ	столбец
स्तम्भ	столбцы
स्तम्भ	колонки
स्तम्भ	колонны
खनन	добычи
खनन	добыча
कॉमिक्स	comics
कॉमिक्स	комиксы
कॉमिक्स	комикс
हार्डवेयर	оборудование
बुध	ртути
बुध	ртуть
बुध	меркурий
बुध	ср
मरीज	пациентка
मरीज	пациент
मरीज	пациента
अरुण	арун
इंडियाना	индиана
मलिक	малик
कमीशन	комиссия
कमीशन	комиссии
उजागर	воздействию
इलेक्ट्रॉन	электрон
सम्भावना	возможность
क्षैतिज	горизонтальные
क्षैतिज	горизонтальной
क्षैतिज	горизонтали
क्षैतिज	горизонте
क्षैतिज	горизонт
महमूद	махмуд
महमूद	махмуд
डबल	двойная
डबल	двойное
डबल	двойной
डबल	двойные
ड्रम	барабан
ड्रम	бочки
ड्रम	барабаны
अस्पष्ट	пушистый
दीक्षा	посвящение
छठी	шестая
छठी	шестой
छठी	шестое
खा	ешь
खा	пожирает
अवरोध	блоки
अवरोध	блоков
अवरोध	барьер
टावर	башня
टावर	tower
टावर	тауэр
दायर	подано
दायर	подал
ड्रामा	драма
ड्रामा	драмы
छेद	дыру
छेद	дырка
छेद	дыра
छेद	дыры
छेद	отверстия
छेद	дырки
घन	кубе
घन	кубу
घन	куба
घन	кубы
घन	кубик
घन	куб
घन	кубических
अन्वेषण	разведку
अन्वेषण	разведка
अन्वेषण	разведки
गैसों	газов
गैसों	газы
संरचनात्मक	структурализм
संरचनात्मक	структурная
संरचनात्मक	структурных
संरचनात्मक	структурные
उपनिवेश	урегулирование
उपनिवेश	поселение
उपनिवेश	урегулирования
उपनिवेश	колония
उपनिवेश	колонии
रसूल	расул
विमानों	авиация
विमानों	авиации
कुमारी	кумари
हार्मोन	гормоны
हार्मोन	гормон
हार्मोन	гормоны
सीटों	места
सीटों	сиденья
अमृत	амрита
आरक्षित	защищены
आरक्षित	резерв
आरक्षित	резерва
ग्रीस	жир
ग्रीस	греции
ग्रीस	грецию
ग्रीस	греция
महेश	махеш
कष्ट	страдания
कष्ट	страдание
कष्ट	страданий
कष्ट	страдание
पढ़ा	читайте
पढ़ा	читай
पढ़ा	прочитать
पढ़ा	прочесть
पढ़ा	читать
संचरण	передачи
संचरण	передача
संचरण	судоходства
संचरण	навигации
संचरण	судоходство
प्रपात	фоллс
प्रपात	падает
पूल	пул
पूल	бассейн
पूल	бильярд
लाभदायक	выгодным
साधु	садху
निरपेक्ष	абсолютной
निरपेक्ष	абсолютный
निरपेक्ष	абсолютная
निरपेक्ष	абсолютное
प्रवास	миграции
प्रवास	миграция
बंधन	бонд
हंगरी	венгрии
हंगरी	венгрия
हंगरी	венгрии
हंगरी	венгерский
आवेश	возмущение
आवेश	негодование
बॉब	боб
बॉब	боба
ब्राउन	браун
ब्राउन	коричневые
ब्राउन	коричневый
मराठा	маратхов
दावे	претензии
सुरंग	тоннель
सुरंग	туннель
लो	возьми
लो	бери
लो	берите
लो	принять
लो	возьмите
लो	взять
सीरिया	сирию
सीरिया	сирия
सीरिया	сирии
क्रोध	гнев
क्रोध	ярость
क्रोध	злость
क्रोध	гнев
क्रोध	ярость
क्रोध	возмущение
क्रोध	негодование
क्रोध	фурор
भावनात्मक	эмоциональные
भावनात्मक	эмоциональная
भावनात्मक	эмоции
भावनात्मक	эмоциональной
भावनात्मक	эмоциональный
गायब	исчезнет
गायब	исчезнуть
गायब	исчезают
दाल	дал
दाल	даль
माहौल	атмосфера
माहौल	атмосферу
इंस्पेक्टर	инспектор
आयन	ионизации
आयन	ион
शिकारी	охотник
शिकारी	хантер
पंजीकरण	зарегистрироваться
पंजीकरण	регистра
पंजीकरण	регистр
पंजीकरण	зарегистрировать
पंजीकरण	реестр
पंजीकरण	регистрация
पंजीकरण	регистрация
अपशिष्ट	отходы
अपशिष्ट	отходов
अपशिष्ट	стоков
केस	случае
केस	случай
केस	дело
केस	кейс
केस	случаи
केस	дела
क्लासिक	классика
क्लासिक	классику
क्लासिक	классические
क्लासिक	классическая
क्लासिक	классический
क्लासिक	классика
क्लासिक	classic
पचास	пятьдесят
पचास	fifty
केन	кен
केन	кейн
पुरस्कारों	вознаграждение
पुरस्कारों	награды
आसन	асаны
टेक	tech
मोड	додж
मोड	режим
मोड	mode
लड़के	парни
लड़के	мальчики
लड़के	мальчишки
लड़के	boys
लड़के	мальчиков
लड़के	мальчик
लड़के	парень
लड़के	boy
जयंती	юбилей
जयंती	юбилейная
शुक्रवार	пятницу
शुक्रवार	пятница
शुक्रवार	пятницы
शुक्रवार	пятницам
लेनदेन	сделка
लेनदेन	операции
लेनदेन	сделок
लेनदेन	сделки
जर्सी	джерси
बैठ	сидеть
समानांतर	параллельное
समानांतर	параллельно
समानांतर	параллель
समानांतर	параллельные
समानांतर	параллельных
बटन	кнопки
बटन	кнопок
बटन	пуговицы
बटन	кнопку
बटन	кнопка
उपक्रम	мероприятия
उपक्रम	деятельность
फ्रेम	рамки
फ्रेम	рамку
फ्रेम	кадр
फ्रेम	рамки
फ्रेम	царство
ग्लोब	глобус
खुराक	дозу
खुराक	доза
लंका	ланка
पंख	перо
पंख	крылья
अगला	далее
अगला	следующий
अगला	следующая
अगला	next
इंस्टीट्यूट	институт
उपलब्धता	наличие
उपलब्धता	доступность
ताकत	сила
ताकत	прочность
विशेषताएं	особенности
विशेषताएं	функции
चौड़ी	широкая
चौड़ी	широкие
चौड़ी	широкого
चौड़ी	широкий
श्रमिकों	трудящиеся
श्रमिकों	работники
श्रमिकों	рабочие
श्रमिकों	работников
श्रमिकों	трудящихся
विक्रेता	продавец
विक्रेता	поставщик
विक्रेता	продавцы
विक्रेता	поставщики
विक्रेता	продавец
विक्रेता	продавца
विक्रेता	продавец
विक्रेता	продавцы
विक्रेता	продавцов
मैनचेस्टर	манчестер
टाइगर	тигр
विंडोज़	windows
विंडोज़	окна
गैलरी	галереи
गैलरी	галерея
गैलरी	галерею
गैलरी	галереи
सती	сати
चर्चित	тенденция
चर्चित	популярные
चर्चित	популярное
गेहूँ	пшеницы
ट्रिपल	тройной
कर्नल	полковник
स्तनधारी	млекопитающих
बीमार	больна
बीमार	болен
बीमार	больная
बीमार	больным
बीमार	больна
बीमार	больные
बीमार	болен
बीमार	больной
यूईएफए	уефа
तेलुगू	телугу
घंटों	часов
घंटों	часы
गिनी	гвинеи
गिनी	гвинея
गिनी	гвинею
गिनी	гвинее
लक्ष्यों	целей
लक्ष्यों	цели
चिह्नित	отмечена
चिह्नित	отметили
चिह्नित	марк
चिह्नित	mark
चिह्नित	отметить
चिह्नित	метка
चिह्नित	марка
गर्भावस्था	беременности
गर्भावस्था	беременность
संरक्षक	опекунов
संरक्षक	стражи
संरक्षक	хранители
संरक्षक	патрон
संरक्षक	покровитель
संरक्षक	страж
संरक्षक	хранитель
संरक्षक	опекун
अध्यापक	учитель
अध्यापक	преподаватель
अध्यापक	учительница
अवशोषण	поглощения
अवशोषण	поглощение
पर्ल	жемчуг
पर्ल	жемчужина
पर्ल	перл
पर्ल	perl
लुई	людовик
लुई	луи
लुई	луис
त्वरित	быстрый
त्वरित	быстро
त्वरित	быстрая
त्वरित	скорейшего
त्वरित	ускоренное
त्वरित	ускорение
त्वरित	ускоренного
हिन्दुओं	индусы
गर्भाशय	матки
डाली	дали
माउंट	горы
माउंट	гора
माउंट	маунт
युद्धों	войн
युद्धों	войны
शर्तों	условия
शर्तों	термины
शर्तों	условия
रियल	real
रियल	настоящий
रियल	настоящие
रियल	настоящая
रियल	реальные
गेम्स	games
गेम्स	игры
अनुशासन	дисциплины
अनुशासन	дисциплина
अनुशासन	дисциплину
वादी	истец
वादी	истца
मैकमोहन	макмэхон
जवाहरलाल	джавахарлала
वाद्य	инструментальной
सम	даже
धारक	контейнер
माइक	майк
माइक	майка
कपास	хлопок
घूर्णन	вращение
घूर्णन	ротации
घूर्णन	вращения
घूर्णन	ротации
घूर्णन	вращение
घूर्णन	вращение
घूर्णन	повернуть
घूर्णन	поворот
होम्स	хомс
बाण	стрелы
बाण	стрелка
बाण	стрела
बाण	стрелки
अनुकूलन	адаптация
अनुकूलन	адаптации
निकोबार	никобарские
चक्रवात	циклона
भूख	аппетита
भूख	аппетит
भूख	голодные
भूख	голодная
भूख	голодный
भूख	голод
भूख	голода
ग्रंथि	железа
ग्रंथि	железы
मार्गों	маршрутов
मार्गों	маршруты
रिश्ता	взаимосвязь
रिश्ता	взаимоотношения
रिश्ता	отношения
टेक्सास	техас
आधी	половины
आधी	половина
आधी	половину
आधी	наполовину
छाप	впечатления
छाप	впечатление
शपथ	присягой
शपथ	клятва
गिरने	падение
गिरने	падает
बंध	бонд
बोले	сорвался
निवारण	предотвращение
निवारण	профилактика
निवारण	предупреждение
कुत्तों	собак
कुत्तों	собаки
कुत्तों	псы
औरंगजेब	аурангзеб
बॉल	бал
बॉल	шар
बॉल	мяч
बॉल	шарики
बॉल	яйца
बॉल	мячи
बॉल	шары
जनन	размножения
बे	бей
बे	бэй
बे	залив
बे	bay
डॉन	дон
डॉन	don
डॉन	дона
डॉन	дону
आरक्षण	оговорка
आरक्षण	бронирование
आरक्षण	оговорки
आरक्षण	оговорки
आरक्षण	бронирование
आरक्षण	оговорок
चाचा	дядя
चाचा	дядюшка
विश्राम	досуг
विश्राम	релаксации
चर	переменная
चर	переменные
चर	переменной
चर	переменных
चर	переменные
चर	вариант
चैनलों	каналы
नागर	нагар
विधियाँ	методы
प्रतिपादित	сформулированные
प्रतिपादित	сформулированы
आगामी	ближайшие
आगामी	предстоящий
आगामी	предстоящие
आगामी	предстоящих
बीमारियों	заболевания
बीमारियों	болезни
बुखार	жар
बुखार	лихорадка
शोर	шум
यूरोपियन	евро
मेरठ	маратхи
शिविर	кэмп
शिविर	лагерь
दांत	зубов
दांत	зубы
पुनर्निर्माण	реконструкция
पुनर्निर्माण	реконструкцию
पुनर्निर्माण	восстановление
जेट	jet
भीम	бхима
राष्ट्रीयता	гражданство
राष्ट्रीयता	национальность
राष्ट्रीयता	гражданства
राष्ट्रीयता	национальностей
राष्ट्रीयता	национальности
ब्रदर्स	братья
ब्रदर्स	brothers
ब्रदर्स	bros
फील्ड	поля
फील्ड	филд
फील्ड	поле
तीस	тридцать
तीस	thirty
उद्गम	происхождение
उद्गम	происхождения
उद्गम	развивающиеся
उद्गम	развивающихся
उद्गम	развивающаяся
फ्रांसिस्को	франциско
फ्रांसिस्को	франсиско
पारसी	персидского
प्रयोक्ता	пользователь
प्रयोक्ता	пользователя
प्रयोक्ता	пользователю
दीर्घकालिक	хроническая
दीर्घकालिक	хронические
दीर्घकालिक	хронической
स्टोर	магазинах
स्टोर	магазины
स्टोर	магазин
हसन	хасан
हसन	хассан
हसन	хасан
रक्षक	спаситель
रक्षक	спасителя
रक्षक	спаситель
टेलर	тэйлор
टेलर	тейлор
जूते	ботинки
जूते	туфли
जूते	обувь
जूते	обуви
जूते	ботинки
जूते	сапоги
जूते	обуви
जूते	обувь
चांदी	серебро
चांदी	серебряный
चांदी	сильвер
पेन	перо
पेन	пен
पेन	ручка
पेन	ручку
पेन	ручки
दरवाजे	двери
दरवाजे	дверь
दरवाजे	пороге
दरवाजे	двери
डांस	dance
डांस	танцуй
डांस	танец
डांस	танцы
राजदूत	посла
राजदूत	посол
ग्यारह	eleven
ग्यारह	одиннадцать
मृदा	почва
मृदा	почвы
जलीय	водных
जलीय	водные
हरि	хари
पण्डित	пандит
मधुर	сладкий
मधुर	сладкие
मधुर	сладкая
रेशम	шелк
कैम्ब्रिज	кембридж
रेत	песок
सूचक	указатель
प्रतियोगिताओं	соревнования
प्रतियोगिताओं	конкурсы
प्रतियोगिताओं	конкурсы
सुई	иглу
सुई	игла
सुई	иглы
सुई	sui
बैक	назад
बैक	back
बैक	спина
बैक	обратно
होगन	хоган
संकाय	преподаватели
संकाय	факультет
प्रोजेक्ट	project
प्रोजेक्ट	проекта
प्रोजेक्ट	проект
प्रोजेक्ट	проекты
प्रोजेक्ट	проектов
संज्ञानात्मक	когнитивные
फिलिप	филипп
फिलिप	филлип
फिलिप	филипп
फिलिप	филип
फिलिप	филлип
शोधकर्ताओं	исследователи
स्कॉटिश	шотландский
स्कॉटिश	шотландии
कस्बा	town
कस्बा	город
कस्बा	городок
आरेख	диаграмма
बैडमिंटन	бадминтон
फ्री	свободно
फ्री	бесплатно
फ्री	свободный
फ्री	свободной
फ्री	бесплатный
फ्री	бесплатные
वास्तु	архитектор
वास्तु	архитектура
वास्तु	архитектуры
मिर्च	перец
स्थिरता	стабильность
स्थिरता	стабильности
स्थिरता	устойчивость
फ्रैंक	франк
फ्रैंक	фрэнк
निषेध	запрещении
निषेध	запрет
निषेध	запрещение
चिली	чили
स्राव	секреция
देरी	задержки
देरी	задержка
देरी	опаздывает
देरी	поздний
देरी	поздно
देरी	опоздал
देरी	задержки
देरी	задерживается
देरी	задержка
नारंगी	оранжевое
नारंगी	оранжевый
नारंगी	апельсин
नारियल	кокосовое
प्रतिनिधियों	представителям
प्रतिनिधियों	представителей
प्रतिनिधियों	представители
सुविधाएँ	особенности
सुविधाएँ	функции
बॉन्ड	бонд
चयनित	выбранный
चयनित	выбран
चयनित	выбранные
चयनित	выбрано
चयनित	подборка
चंद	чанд
भेदभाव	дискриминация
भेदभाव	дискриминации
आदर	респект
आदर	уважать
आदर	уважение
आदर	уважаю
घट	горшок
जोसेफ	джозеф
जोसेफ	иосиф
जोसेफ	жозеф
घंटा	часов
घंटा	часы
घंटा	час
मुखिया	шеф
मुखिया	начальник
मुखिया	вождь
मानवता	человечество
मानवता	человечности
मानवता	человечность
मानवता	гуманитарные
सहकारी	кооператив
दुश्मन	враг
दुश्मन	враги
लीटर	литров
लीटर	литр
गुर्दे	почки
मीनार	башня
मीनार	tower
मीनार	тауэр
मीनार	минарет
द्वितीयक	среднее
वक़्त	время
वक़्त	времени
वक़्त	тайм
वक़्त	time
आस्ट्रेलिया	австралия
आस्ट्रेलिया	австралии
कॉफी	кофе
विशेषज्ञता	концентрация
विशेषज्ञता	сосредоточение
विशेषज्ञता	концентрации
विनिर्माण	производство
विनिर्माण	изготовление
फाइबर	волокна
परेशानी	трудности
परेशानी	трудность
परेशानी	сложность
परेशानी	неприятности
परेशानी	беда
बडे	крупнее
संतुलित	сбалансированный
संतुलित	сбалансированное
संतुलित	сбалансированного
जंग	чжон
जंग	чон
संक्रामक	инфекционных
दिमाग	мозг
दिमाग	мозги
दिमाग	разум
दिमाग	ум
दिमाग	мозг
दिमाग	мозги
दिमाग	мозгов
वयस्कों	взрослых
वयस्कों	взрослые
सहन	терпеть
टेबल	стол
टेबल	таблица
टेबल	таблицы
टेबल	столы
टेबल	столики
स्कॉट	скотт
स्कॉट	скот
मैड्रिड	мадрид
मैड्रिड	мадриде
गढ़	бастион
जागरूकता	осведомленность
जागरूकता	осознание
जागरूकता	осведомленности
माधव	мадхав
हांगकांग	hongkong
अस्थि	кость
सीबीएस	cbs
कुंजी	ключи
कुंजी	клавиши
