категорија	categorie
делумно	gedeeltelijk
делумно	deels
издаден	afgegeven
издаден	uitgegeven
народна	folk
технологија	technologie
составен	gecomponeerd
составен	samengesteld
фудбал	voetballen
фудбал	voetbal
фудбал	voetballen
фудбал	voetbal
етнички	etnisch
етнички	etnisch
личност	persoon
личност	person
личност	persoonlijkheid
изградбата	bouw
изградбата	constructie
изградбата	bouwnijverheid
изградбата	opbouw
изградбата	bouwen
фестивал	festival
знак	personage
знак	karakter
знак	onderteken
знак	ondertekenen
знак	tekenen
знак	teken
стар	ouwe
стар	oude
стар	oud
висока	high
висока	hoog
висока	hoge
висока	tall
дрво	hout
дрво	boom
дрво	boomstructuur
релативно	relatief
релативно	relatieve
релативно	relatief
примена	ontvangen
примена	toegelaten
примена	toegegeven
примена	aanvraag
примена	toepassing
примена	applicatie
отоманската	ottomaanse
оружје	wapens
оружје	wapen
оружје	wapens
оружје	armen
остатоци	blijft
остатоци	restjes
остатоци	puin
остатоци	brokstukken
остатоци	wrakstukken
остатоци	restanten
остатоци	overblijfselen
остатоци	kliekjes
остатоци	restjes
момент	moment
момент	ogenblik
фон	fon
фон	von
гитара	guitar
гитара	gitaar
методи	methoden
методи	methodes
светлина	light
светлина	lichte
светлина	licht
владеење	bestuur
владеење	governance
владеење	regel
владеење	rule
владеење	regeren
владеење	heerschappij
владеење	regeerperiode
христијани	christelijke
христијани	christen
христијани	christelijk
христијани	christian
христијани	christenen
христијани	christenen
канал	kanaal
канал	kanaal
жителите	inwoners
жителите	bewoners
жителите	ingezetenen
школа	school
манчестер	manchester
белгија	belgie
белгија	belgië
најдобра	best
најдобра	beste
болест	ziekte
болест	ziekte
болест	ziekte
војвода	duke
војвода	hertog
превод	vertalingen
превод	vertalen
превод	vertaling
томас	tomas
томас	thomas
партии	partijen
партии	feestjes
поранешна	voormalig
поранешна	voormalige
гола	naakt
гола	naakte
гола	naakt
гола	naakte
заедници	gemeenschappen
христо	christo
христо	hristo
продолжи	houd
продолжи	houden
продолжи	doorgaan
продолжи	voortzetten
продолжи	hervat
продолжи	hervatten
спортови	sporten
учествувал	meegedaan
учествувал	deelgenomen
златна	golden
златна	gouden
златна	gulden
актер	actor
актер	acteur
меѓународна	internationaal
православна	orthodoxe
православна	orthodox
тетово	tetovo
мало	kleine
мало	klein
мало	smal
мало	malo
мало	kleine
мало	weinig
мало	little
мало	klein
такви	dergelijke
линии	lijnen
точно	exact
точно	precies
возач	chauffeur
возач	stuurprogramma
возач	driver
возач	bestuurder
обид	poging
обид	poging
обид	geprobeerd
метал	metalen
метал	metal
метал	metaal
вуелта	vuelta
содржат	bevatten
двајцата	allebei
двајцата	beiden
двајцата	beide
долг	schuld
долг	schuldenlast
долг	schulden
мајкл	michiel
мајкл	michaël
мајкл	michael
вклучени	inclusief
вклучени	inbegrepen
висина	hoogte
висина	hoogte
висина	lengte
васил	vasil
глас	voice
глас	stem
страници	bladzijden
смисла	zintuig
останува	blijft
останува	blijft
најмалку	minste
најмалку	minst
чии	wiens
херцеговина	herzegovina
монголија	mongolië
иста	hetzelfde
иста	zelfde
иста	same
секое	elk
секое	ieder
секое	iedere
секое	elke
стапка	tarief
азбука	alfabet
светлината	light
светлината	lichte
светлината	licht
океан	oceaan
композитор	componist
брод	schip
брод	boot
тек	tek
тек	flow
тек	beek
тек	stroom
тек	stream
власти	autoriteiten
согласност	toestemming
согласност	instemming
согласност	naleving
согласност	compliance
согласност	naleven
фактори	factoren
теми	onderwerpen
примери	voorbeelden
почнува	begint
почнува	begint
првично	aanvankelijk
првично	oorspronkelijk
источно	oostwaarts
источно	oostelijk
источно	oostelijke
борис	boris
зголемува	verhoogt
зголемува	verhogingen
споредба	vergelijking
подрачје	gebied
подрачје	oppervlakte
улоги	rollen
почнал	begonnen
почнал	gestart
почнал	begon
почнал	opgestart
денеска	vandaag
направени	made
направени	gemaakt
ефект	effect
ризик	risico
главата	hoofd
главата	head
цела	hele
цела	geheel
верува	vertrouwt
верува	vertrouwd
верува	vertrouwden
верува	vertrouwde
верува	gelooft
настан	gebeurtenis
настан	evenement
настан	event
трета	derde
трета	third
сопственост	eigenschap
сопственост	eigendom
сопственост	vastgoed
сопственост	eigendom
сопственост	eigendom
спортски	sportief
спортски	sporting
спортски	sportief
спортски	sportieve
спортски	sporten
тврди	claims
тврди	vorderingen
тврди	beweringen
тврди	argumenteren
тврди	betoogt
страницата	bladzijde
страницата	pagina
виена	wenen
ништо	niks
ништо	niets
клетки	cellen
правила	voorschriften
правила	rules
правила	regels
продолжува	vervolgt
продолжува	voortzetten
продолжува	doorgaan
симбол	symbool
удар	blazen
удар	blow
удар	blaas
удар	staatsgreep
удар	coup
удар	slag
удар	beroerte
удар	stomp
удар	punch
удар	strike
удар	staking
годишна	jaarlijks
поврзува	verbindt
некогаш	ever
некогаш	ooit
некогаш	soms
стара	stara
стара	ouwe
стара	oude
стара	oud
карактер	personage
карактер	karakter
карактер	persoonlijkheid
јувентус	juventus
константинопол	constantinopel
првак	kampioen
документи	documenten
документи	papieren
дејвид	david
анг	aang
црвена	rode
црвена	rood
рак	kanker
фридрих	friedrich
телевизија	televisie
традиција	traditie
традиција	tradities
годишно	jaarlijks
крст	oversteken
крст	kruis
крст	cross
кит	walvis
кит	keith
кит	setje
кит	kit
инструменти	instrumenten
брак	trouwen
брак	huwelijk
бизнис	bedrijf
бизнис	zakelijk
отворен	open
отворен	openen
долга	lang
долга	lange
долга	long
круг	kring
круг	cirkel
круг	ronde
круг	rondje
круг	round
круг	rond
кула	tower
кула	toren
кула	kula
служи	opdienen
служи	serveren
служи	dienen
служи	serveert
точки	puntjes
точки	stippen
точки	punten
точки	vlekken
точки	plekken
точки	spots
култури	cultures
култури	culturen
високи	senior
високи	laatstejaars
проекти	projecten
дал	dal
дал	dahl
дал	gaf
поени	punten
ерусалим	jeruzalem
трет	derde
трет	third
чиј	wiens
потреба	nood
потреба	need
потреба	nodig
потреба	noodzaak
потреба	behoefte
потреба	noodzaak
потреба	noodzakelijkheid
езера	meren
намалување	verminderen
намалување	reduceren
намалување	verkleinen
намалување	verlaging
намалување	reductie
намалување	vermindering
намалување	verminderen
намалување	afname
намалување	daling
намалување	vermindering
мрежи	netten
мрежи	netwerken
мрежи	netwerk
латински	latijnse
латински	latijns
латински	latijn
внимание	aandacht
внимание	attentie
внимание	opgelet
моментално	momenteel
словенија	slovenië
база	base
база	basis
избрана	geselecteerde
избрана	geselecteerd
избрана	uitgekozen
избрана	gekozen
западно	west
западно	westen
западно	westelijk
љубов	love
љубов	liefs
љубов	liefde
јасно	clear
јасно	duidelijk
јасно	helder
јасно	duidelijk
ѓорѓи	georgi
ѓорѓи	georgie
мера	meet
мера	meten
мера	maatstaf
мера	maatregel
карло	carlo
содржина	content
содржина	inhoud
содржина	inhoud
содржина	inhoudsopgave
мир	vrede
мир	peace
најдобро	best
најдобро	beste
екипи	bemanningen
екипи	ploegen
екипи	crews
екипи	ploegen
екипи	teams
израел	israël
израел	israel
создадена	aangemaakt
создадена	gecreëerd
создадена	gemaakt
создадена	geschapen
вообичаено	gemeenschappelijk
вообичаено	vaak
вообичаено	gebruikelijke
вообичаено	gebruikelijk
султанот	sultan
убиен	vermoord
убиен	vermoorde
убиен	gedood
убиен	vermoord
топ	kanonnen
топ	kanon
топ	top
топ	bovenste
топ	bovenkant
шкотска	schotland
просторот	ruimte
просторот	spatie
приказна	tale
приказна	verhaal
приказна	verhaal
приказна	story
нато	nato
нато	navo
одлука	besluit
одлука	beslissing
назначен	toegewezen
назначен	aangesteld
назначен	benoemde
назначен	benoemd
замена	ruil
замена	uitwisseling
замена	uitwisselen
замена	vervanging
замена	vervanger
странски	buitenlands
закони	wetten
заеднички	joint
заеднички	gezamenlijke
заеднички	gewricht
заеднички	wederzijds
заеднички	wederzijdse
заеднички	gemeenschappelijk
заеднички	vaak
заеднички	gezamenlijk
заеднички	gezamelijk
долги	lang
долги	lange
долги	long
метод	methode
мост	brug
мост	bridge
недели	weeks
недели	weken
сцена	scène
сцена	scene
сцена	landschap
турнир	toernooi
турнир	tournament
турнир	tornooi
едвард	edvard
едвард	edward
едвард	eduard
сопруга	vrouw
сопруга	echtgenote
брегот	oever
брегот	wal
брегот	kustlijn
кучиња	honden
клубови	clubs
знаци	personages
знаци	tekens
знаци	karakters
знаци	borden
знаци	tekenen
знаци	bordjes
знаци	tekens
император	keizer
средно	medium
средно	middellange
средно	middelgrote
средно	middelgroot
средно	secundaire
средно	secundair
залив	golf
залив	baai
залив	bay
опрема	materiaal
опрема	uitrusting
опрема	apparatuur
опрема	materieel
опрема	gear
опрема	versnelling
опрема	vistuig
опрема	uitrusting
петров	petrov
важни	belangrijke
важни	belangrijk
опишува	beschrijft
златен	golden
златен	gouden
златен	gulden
златен	goud
компанија	gezelschap
компанија	bedrijf
компанија	onderneming
секретар	secretaris
секретар	secretaresse
начини	manieren
чарлс	karel
чарлс	charles
норвешка	noors
норвешка	noorse
норвешка	noorwegen
барање	query
барање	opvragen
барање	zoekopdracht
барање	aanvraag
барање	aanvragen
барање	verzoek
барање	verzoeken
барање	zoekende
барање	eisen
барање	eis
идеи	ideeën
идеи	ideeen
идеи	ideetjes
географски	geografisch
географски	geografisch
болести	ziektes
болести	ziekten
болести	ziekte
арапски	arabier
арапски	arabisch
арапски	arabische
арапски	arabisch
лик	personage
лик	karakter
владимир	vladimir
секунди	seconden
трговија	handelsverkeer
трговија	handel
клима	klimaat
членки	leden
враќа	retourneren
враќа	retour
враќа	geeft
тони	tony
тони	toni
статистика	statistiek
статистика	statistieken
статистика	inzichten
статистика	statistieken
тренер	trainer
тренер	opleider
тренер	trainer
тренер	coach
тренер	coachen
тренер	koets
користејќи	gebruiken
учествува	deelneemt
учествува	deelnemen
елемент	item
елемент	element
градски	gradski
градски	stad
тврдина	kasteel
тврдина	tivoli
тврдина	burcht
тврдина	vesting
тврдина	fort
тврдина	citadel
луј	louis
луј	lodewijk
револуционер	revolutionair
револуционер	revolutionaire
хари	harry
весник	krant
весник	kranten
весник	dagblad
поврзан	verbonden
поврзан	aangesloten
поврзан	gekoppelde
поврзан	gelinkt
поврзан	verbonden
поврзан	gekoppeld
стари	ouwe
стари	oude
стари	oud
светци	heiligen
светци	saints
минхен	münchen
природа	natuur
опис	beschrijving
опис	signalement
опис	omschrijving
изградени	gebouwde
изградени	gebouwd
изградени	gebouwd
изградени	geconstrueerd
наслов	kop
наслов	koptekst
наслов	krantenkop
наслов	titel
змија	slangen
змија	slang
змија	snake
змија	serpent
змија	slang
змија	viper
змија	adder
симболи	symbolen
докази	bewijzen
докази	bewijzen
докази	bewijs
докази	bewijsmateriaal
ричард	richard
фамилија	familie
фамилија	gezin
код	wetboek
код	code
облека	outfit
облека	kleding
облека	kledij
облека	kleding
облека	kleren
облека	kledij
библиотека	bibliotheek
постепено	geleidelijk
постепено	geleidelijke
постепено	geleidelijk
режија	geregisseerd
режија	gerichte
режија	regisseerde
режија	regisseren
бои	kleuren
бои	kleuren
митологија	mythologie
самите	onszelf
важна	belangrijke
важна	belangrijk
безбедност	veiligheid
безбедност	beveiliging
безбедност	veiligheid
сличен	vergelijkbaar
сличен	vergelijkbare
сличен	soortgelijk
сличен	soortgelijke
сличен	gelijkaardig
полуостров	schiereiland
млади	jeugd
млади	jongeren
млади	jonge
млади	jong
млади	young
горна	upper
горна	bovenste
горна	opper
горна	gorna
горна	zemo
федерација	federatie
дели	deli
дели	verdeelt
изглед	verschijning
изглед	uiterlijk
изглед	styling
страната	kant
страната	zijde
страната	side
страната	zijkant
градба	bouwen
градба	bouw
градба	constructie
градба	bouwnijverheid
градба	opbouw
градба	bouwen
реакција	reactie
изјавил	verklaart
навистина	inderdaad
навистина	echt
навистина	werkelijk
пријател	vriendin
пријател	vriend
велосипедисти	fietsers
лос	los
лос	moose
лос	eland
одржување	onderhoud
атина	athene
атина	athene
атина	athena
културно	cultureel
културно	culturele
културно	cultureel
културно	beleefde
културно	beleefd
менува	veranderen
менува	veranderende
дома	thuis
дома	home
дома	huis
дома	startpagina
предизвикува	veroorzaakt
предизвикува	oorzaken
основно	elementaire
основно	elementair
основно	essentiële
основно	onmisbaar
основно	essentieel
основно	fundamentele
основно	basic
успешно	succesvol
успешно	geslaagde
успешно	geslaagd
успешно	succesvolle
успешно	succesvol
чешка	tsjechische
чешка	tsjechisch
основањето	oprichting
прогласен	verklaarde
прогласен	gedeclareerd
прогласен	verklaard
прогласен	opgegeven
прогласен	aangegeven
сестра	zus
сестра	zusje
сестра	zuster
приказни	verhalen
приказни	verslagen
приказни	verhalen
приказни	verhaaltjes
силно	moeilijk
силно	hard
силно	harde
вистински	real
вистински	echte
вистински	echt
вистински	reëel
христијанството	christendom
деби	debuut
деби	debbie
деби	debby
зошто	waarom
посебна	speciaal
посебна	bijzonder
посебна	speciale
посебна	special
полиња	velden
полиња	fields
полиња	akkers
милан	milaan
трки	rassen
трки	races
трки	racing
трки	racen
книжевност	literatuur
алберт	albert
балканот	balkan
балканот	balkanlanden
едноставно	eenvoudige
едноставно	simpel
едноставно	eenvoudig
наследник	erfgenaam
наследник	opvolger
таков	dergelijke
конкуренција	concurrentie
конкуренција	mededinging
конкуренција	competitie
политичар	politica
политичар	politicus
сеуште	nog
објавена	gepubliceerd
објавена	verschenen
објавена	gepubliceerde
објавена	uitgegeven
јапонски	japans
јапонски	japanners
јапонски	japanse
бели	wit
бели	witte
бели	beli
нашата	onze
нашата	ons
положба	positie
садови	afwas
честички	deeltjes
честички	deeltje
честички	deeltjes
второ	tweede
букви	letteren
букви	letters
букви	brieven
помала	kleiner
помала	kleinere
уефа	uefa
предизвика	uitgelokt
предизвика	veroorzaakte
предизвика	veroorzaakt
предизвика	veroorzaken
предизвика	oorzaak
предизвика	geactiveerd
носат	draag
носат	wear
носат	dragen
носат	slijtage
правец	richting
откриени	blootgelegd
откриени	ontdekte
откриени	ontdekt
откриени	onthulde
откриени	onthuld
откриени	herstelde
откриени	teruggevonden
откриени	teruggewonnen
откриени	hersteld
назад	terug
назад	rug
назад	back
сосема	volledig
сосема	compleet
тела	lijken
тела	carrosserieën
тела	lichamen
живо	leef
живо	live
живо	leven
научни	wetenschappelijk
уреди	edit
уреди	bewerk
уреди	bewerken
источен	oostelijk
источен	oostelijke
зона	gebied
зона	zone
дијалект	dialect
банки	banks
банки	banken
драма	drama
аргентина	argentinië
технички	technische
технички	technisch
горно	gorno
потребни	nodig
потребни	benodigd
потребни	vereiste
потребни	vereist
стапки	voetafdrukken
стапки	voetstappen
стапки	voetsporen
стапки	tarieven
затвор	gevangenis
затвор	gevangenis
куманово	kumanovo
одговор	beantwoorden
одговор	antwoord
одговор	beantwoorden
одговор	antwoord
одговор	antwoorden
објавен	gepubliceerd
објавен	verschenen
објавен	gepubliceerde
објавен	uitgegeven
младите	jonge
младите	jong
младите	young
издадена	afgegeven
издадена	uitgegeven
охридски	ohrid
раскази	verslagen
раскази	verhalen
раскази	verhaaltjes
производ	product
производ	produkt
последица	gevolg
последица	consequentie
претставници	internationals
претставници	vertegenwoordigers
претставници	gezanten
хемиски	chemisch
хемиски	chemisch
илија	ilya
илија	ilija
мерки	maatregelen
премногу	ook
поделена	verdeelde
поделена	verdeeld
професионален	professioneel
професионален	professionele
професионален	professional
филозофија	filosofie
основните	fundamenteel
основните	fundamentele
основните	fundamentele
основните	basic
киев	kiev
уметнички	artistieke
уметнички	artistiek
султан	sultan
достигне	bereik
достигне	reach
нобеловата	nobel
составена	gecomponeerd
составена	samengesteld
научници	wetenschappers
меѓународен	internationaal
родители	ouders
рекорд	record
павле	pavle
павле	paulus
павле	paul
американска	amerikaan
американска	amerikaans
американска	amerikaanse
дизајн	ontwerp
дизајн	design
дизајн	vormgeving
дизајн	ontwerpen
добар	lekker
добар	goed
домаќин	organisator
домаќин	gastheer
домаќин	host
комисија	commissie
комисија	commissie
комисија	comité
комисија	paneel
комисија	panel
процеси	processen
лекови	remedies
лекови	rechtsmiddelen
лекови	medicijnen
лекови	medicatie
лекови	geneesmiddelen
лекови	medicijnen
лекови	medicatie
лекови	medicatie
граници	limieten
граници	grenzen
граници	grenst
граници	grenzen
изгледа	lijkt
изгледа	looks
изгледа	lijkt
кореја	korea
последен	laatste
знаење	kennis
ефекти	uitwerkingen
ефекти	effecten
ефекти	gevolgen
објави	bericht
објави	post
објави	posten
објави	berichten
објави	publiceer
објави	publiceren
цена	prijzen
цена	prijs
ретко	zelden
ретко	zelden
ретко	zeldzame
ретко	zelden
ретко	zeldzaam
женски	chicks
женски	meiden
женски	kuikens
женски	vrouwen
женски	vrouwelijke
женски	vrouw
женски	vrouwtje
женски	vrouwelijk
женски	vrouwelijke
женски	vrouwelijk
записи	records
записи	geschriften
подобро	better
подобро	beter
текстови	teksten
намалува	reduceert
намалува	vermindert
намалува	vermindert
намалува	dalende
намалува	afnemende
туристички	toerist
птица	vogeltje
птица	vogels
птица	vogel
исклучок	uitzondering
продажба	verkopen
продажба	verkoop
продажба	verkopen
продажба	verkoop
продажба	uitverkoop
продажба	verkopen
продажба	verkoop
продажба	verkopen
продажба	verkoop
слободно	free
слободно	vrij
слободно	gratis
ресурси	hulpbron
ресурси	resource
ресурси	hulpbronnen
ресурси	middelen
ресурси	informatiebronnen
ресурси	bronnen
движења	bewegingen
движења	verplaatsingen
христос	christus
појас	riem
појас	gordel
средновековна	middeleeuwse
средновековна	middeleeuws
бродови	schepen
бродови	vaartuigen
компании	bedrijven
први	eerste
први	eerst
центри	hubs
центри	centra
центри	centra
струја	elektriciteit
струја	electriciteit
економска	economische
економска	economisch
модели	modellen
елиптична	elliptische
даме	dame
корисник	gebruiker
попис	volkstelling
попис	census
попис	inventarisatie
попис	inventariseren
попис	inventaris
коска	botten
коска	bot
коска	botje
коска	bone
ликови	personages
ликови	tekens
ликови	karakters
независна	zelfstandig
независна	onafhankelijke
независна	onafhankelijk
претставник	representatief
претставник	representatieve
претставник	vertegenwoordiger
задача	opdracht
задача	taak
профил	profiel
нации	naties
акција	action
акција	optreden
акција	aktie
акција	actie
насока	richting
парламентот	parlement
искуство	ervaar
искуство	ervaren
искуство	ervaring
искуство	ervaringen
рака	hand
турците	turks
турците	turken
сина	blue
сина	blauw
сина	blauwe
наспроти	versus
покажуваат	suggereren
живеел	woonde
живеел	leefde
живеел	leefden
мехмед	mehmed
мехмед	mehmet
органи	organen
органи	orgel
органи	orgaan
дата	datum
девет	negen
девет	nine
ѕид	prikbord
ѕид	wand
ѕид	muur
порта	gate
порта	poort
порта	hek
порта	bakboord
порта	haven
порта	poort
порта	toegangspoort
порта	doorgang
порта	gateway
порта	poort
млад	jonge
млад	jong
млад	young
конфликти	conflicten
конфликти	conflict
вида	vida
кредити	credits
кредити	kredieten
прикажува	toont
прикажува	shows
прикажува	displays
прикажува	toont
водство	begeleiding
водство	oriëntatie
водство	leidraad
водство	leiderschap
водство	leiden
водство	lood
водство	loden
водство	lead
јохан	johann
јохан	johan
пишување	schrijven
стои	standing
стои	staande
стои	staand
стои	stands
пријатели	vrienden
пријатели	friends
режисер	directeur
режисер	director
режисер	regisseur
комуникација	communicatie
комуникација	mededeling
комуникација	communiceren
корисникот	gebruiker
велосипедист	fietser
велосипедист	wielrenner
тврдината	citadel
династијата	dynastie
династијата	dynasty
слој	laag
иран	iraanse
иран	iran
убиени	vermoord
убиени	vermoorde
убиени	gedood
убиени	vermoord
враќање	terugzetten
враќање	herstellen
враќање	terugkeer
враќање	retour
враќање	return
враќање	terugkeren
враќање	comeback
изданија	edities
изданија	uitgave
народен	folk
акции	voorraad
акции	stock
акции	aandelen
акции	voorraden
акции	voorraad
краток	kort
краток	short
краток	korte
ученици	pupillen
ученици	leerlingen
ученици	studenten
ученици	leerlingen
приближно	grofweg
приближно	ruwweg
приближно	ongeveer
рацете	handjes
рацете	handen
рацете	hands
бранови	zwaaien
бранови	wave
бранови	golf
бранови	golven
марк	marc
марк	markeren
марк	merkteken
марк	markeer
марк	mark
провинција	provincie
комбинација	gecombineerd
комбинација	gecombineerde
комбинација	combinatie
комбинација	combinatie
комбинација	combo
решение	oplossing
зголеми	verhoging
зголеми	vergroten
зголеми	verhoog
зголеми	verhogen
зголеми	stijging
уметници	kunstenaars
уметници	artiesten
димензија	afmetingen
димензија	afmeting
димензија	dimensie
одбор	bestuur
одбор	bord
населби	nederzettingen
населби	schikkingen
населби	wijken
населби	buurten
населби	wijken
населби	buurten
португалија	portugal
слободен	free
слободен	vrij
слободен	gratis
племиња	stamleden
племиња	stammen
тодор	todor
значаен	betekenisvolle
значаен	zinvolle
значаен	zinvol
значаен	betekenisvol
значаен	gedenkwaardige
значаен	gewichtig
значаен	significant
велс	wales
велс	wells
велс	putten
дошол	kwam
дошол	kwamen
георги	georgi
георги	giorgi
учесник	deelnemer
изведба	prestaties
изведба	prestatie
падот	crash
падот	crashen
падот	herfst
падот	fall
падот	vallen
долината	vallei
труд	arbeid
труд	labour
труд	arbeid
собранието	montage
собранието	assemblee
собранието	assemblage
настап	prestaties
настап	prestatie
појавуваат	verschijnt
појавуваат	verschijnen
политичари	politici
говор	spraak
говор	toespraak
говор	speech
говор	redevoering
дијалекти	dialecten
евра	evra
евра	euros
евра	euro
венеција	venetie
венеција	venetië
венеција	venezia
преглед	overzicht
преглед	beoordeling
преглед	recensie
преглед	herziening
преглед	preview
преглед	voorbeeld
вселенски	ruimtevaart
вселенски	aerospace
долно	kato
поставени	geplaatst
пренос	transmissie
пренос	overplaatsing
пренос	transfer
пренос	overdracht
пренос	overdragen
поминува	passeert
поминува	pasjes
постигна	scoorde
постигна	gescoord
студенти	studenten
студенти	leerlingen
зрачење	straling
зрачење	bestraling
методиј	methodius
почнувајќи	beginnend
влијанието	impact
влијанието	inslag
влијанието	effect
влијанието	botsing
поминал	besteed
поминал	bestede
поминал	uitgegeven
императорот	keizer
објавени	gepubliceerd
објавени	verschenen
објавени	gepubliceerde
објавени	uitgegeven
учител	leraar
учител	onderwijzer
учител	docent
учител	leerkracht
учител	lerares
германските	germaanse
велосипедизам	fietsen
помал	mindere
помал	kleiner
помал	kleinere
сместени	gehuisvest
публика	doelgroep
публика	publiek
публика	doelgroepen
пораз	nederlaag
пораз	verslaan
техники	technieken
сообраќај	verkeer
крв	bloed
крв	blood
теории	theorieën
милијарди	miljard
милијарди	biljoen
милијарди	miljarden
парламент	parlement
периоди	tijdvakken
периоди	perioden
периоди	periodes
табела	tafel
табела	tafeltje
табела	tabel
табела	laken
табела	vel
банките	banks
банките	banken
климент	kliment
климент	clement
квалитет	kwaliteit
терен	terrein
капитал	kapitaal
капитал	hoofdstad
капитал	hoofdletter
сликар	kunstschilder
сликар	schilder
присуство	aanwezigheid
присуство	opkomst
присуство	aanwezigheid
мисли	denk
мисли	denken
мисли	gedachten
мисли	gedachtes
техника	techniek
арсенал	arsenaal
арсенал	arsenal
претпоставува	verondersteld
претпоставува	veronderstelde
претпоставува	vermoedelijke
математика	wiskunde
математика	wiskunde
внатрешни	intern
внатрешни	inwendig
тежина	gewicht
музичари	musici
музичари	muzikanten
милано	milaan
милано	milano
битки	veldslagen
битки	gevechten
општо	globaal
општо	gemeenschappelijk
општо	vaak
општо	algemene
општо	generaal
општо	algemeen
рамки	frames
рамки	kaders
конфликт	conflicten
конфликт	conflict
софтвер	programmatuur
софтвер	software
мислење	advies
мислење	mening
раст	groei
раст	roesten
раст	roest
раст	rust
распоред	dienstregeling
распоред	tijdschema
распоред	planning
распоред	tijdschema
распоред	schema
гробишта	begraafplaatsen
гробишта	kerkhof
гробишта	begraafplaats
гробишта	kerkhof
гробишта	begraafplaats
влегува	binnenvaren
оскар	oscar
оскар	oskar
православни	orthodoxe
православни	orthodox
сместена	gelokaliseerd
сместена	gesitueerd
кинески	chinezen
кинески	chinees
кинески	chinese
развива	ontwikkelt
артур	arthur
кола	auto
кола	wagen
чие	wiens
сметка	rekening
сметка	account
сметка	ontvangst
сметка	kwitantie
сметка	ontvangstbewijs
циклус	cyclus
циклус	kringloop
отворена	open
отворена	openen
зграда	bouwen
фотографии	fotos
придонес	bijdrage
рид	reid
рид	riet
рид	reed
рид	heuvel
рид	hill
бранденбург	brandenburg
претстави	prestaties
претстави	optredens
претстави	uitvoeringen
претстави	voorstellingen
претстави	aanwezig
претстави	heden
претстави	presenteren
претстави	presenteer
претстави	gepresenteerde
претстави	aangeboden
претстави	gepresenteerd
нуди	aanbiedingen
нуди	biedt
постоење	bestaan
титули	titels
сала	sala
сала	sportschool
сала	hal
сала	zaal
сала	hall
златни	golden
златни	gouden
златни	gulden
златни	goud
народни	folk
управа	bestuur
управа	governance
управа	autoriteit
управа	gezag
машки	mannen
машки	boys
машки	jongens
машки	mannelijk
машки	mannelijk
машки	mannelijk
машки	male
машки	mannetje
машки	mannelijke
патријарх	patriarch
храмот	tempel
слична	vergelijkbaar
слична	vergelijkbare
слична	soortgelijk
слична	soortgelijke
слична	gelijkaardig
можноста	uitbreidbaar
можноста	mogelijkheid
единствена	alleenstaande
единствена	single
единствена	alleenstaand
единствена	vrijgezel
перу	peru
браќа	brothers
браќа	broeders
браќа	broertjes
браќа	gebroeders
браќа	broers
браќа	bros
тече	runs
тече	loopt
тече	stroomt
тече	stromen
тече	stromend
добитник	winnares
добитник	winnaar
албанци	albanezen
меѓувреме	intussen
меѓувреме	ondertussen
населено	bewoond
населено	bewoonde
широко	wide
широко	wijd
широко	breed
граѓани	burgers
граѓани	staatsburgers
формирана	opgericht
формирана	gevestigde
формирана	gevestigd
формирана	gevormde
формирана	gevormd
сезони	seizoenen
јавно	publiek
јавно	openbaar
јавно	publiekelijk
својства	eigendommen
својства	eigenschappen
именуван	genoemd
именуван	genaamd
именуван	benoemde
позиции	posities
казахстан	kazachstan
дефинира	definiëren
дефинира	definieer
дефинира	omschrijft
дефинира	definieert
лежи	lies
лежи	leugens
шуми	bos
шуми	bossen
шуми	houtsoorten
шуми	bossen
сакаат	wilt
сакаат	wil
сакаат	willen
загреб	zagreb
змеј	draken
змеј	draak
змеј	dragon
себеси	mijzelf
себеси	zelf
себеси	mezelf
себеси	ikzelf
себеси	jezelf
себеси	jijzelf
себеси	uzelf
освоени	veroverd
освоени	overwonnen
умрел	gestorven
умрел	overleden
умрел	stierf
црн	zwarte
црн	black
црн	zwart
судија	rechter
судија	judge
судија	oordelen
судија	scheidsrechter
судија	scheidsrechter
судија	ref
децении	decennia
критики	kritiek
критики	reviews
критики	beoordelingen
критики	recensies
средба	ontmoet
средба	ontmoeten
средба	ontmoeting
средба	vergadering
средба	meeting
средба	bijeenkomst
средба	vergaderen
средба	ontmoeting
средба	tegenkomen
капацитет	capaciteit
странство	buitenland
природен	natuurlijk
природен	natuurlijke
музичка	muzikale
музичка	musical
музичка	muzikaal
минута	minuut
минута	minuutje
сајт	site
предност	voordeel
направен	made
направен	gemaakt
синот	zoon
синот	son
останале	verbleef
останале	verbleven
останале	gebleven
останале	bleef
останале	gebleven
останале	bleef
никој	geen
никој	niemand
формирање	formatie
формирање	vorming
формирање	vestiging
селаните	dorpelingen
селаните	dorpsbewoners
селаните	boeren
автори	auteurs
автори	schrijvers
степени	graden
серии	serie
серии	reeks
серии	reeksen
серии	series
злато	goud
нивно	hun
идеја	idee
идеја	ideetje
медицина	medicijnen
медицина	geneeskunde
медицина	geneesmiddel
дејство	action
дејство	optreden
дејство	aktie
дејство	actie
анџелес	angeles
албански	albanese
албански	albanees
вики	vicky
вики	wiki
вики	vicky
вики	vicki
јато	cluster
јато	kudde
јато	zwerm
јато	zwermen
согласка	medeklinker
византиски	byzantijnse
јавни	publiek
јавни	openbaar
колумбија	columbia
колумбија	colombia
колумбија	colombia
палата	paleis
збирка	verzamelen
збирка	collectie
збирка	inzameling
збирка	verzameling
учење	studeren
учење	leren
учење	learning
