бюрото	பீரோ
дикинсън	டிக்கின்சன்
спрян	நிறுத்தப்பட்டது
спрян	நிறுத்தி
огледало	மிரர்
огледало	கண்ணாடி
августин	அகஸ்டின்
рнк	மனிதனிடம்
епохи	யுகங்கள்
рут	ரூத்
подписано	கையெழுத்திட்ட
пръстите	விரல்கள்
пръстите	விரல்களால்
пръстите	விரல்களை
дробове	நுரையீரல்
съдията	நீதிபதி
кат	கேத்
кат	பூனையை
кат	பூனை
кат	கேட்
престъпност	குற்றம்
мас	mas
азот	நைட்ரஜன்
пит	பீடி
пит	பீட்
диас	டியாஸ்
гранична	எல்லை
гранична	விளிம்பு
гранична	கரை
гранична	ஓரம்
уолъс	வாலஸ்
намиране	கண்டுபிடித்தல்
намиране	கண்டு
намиране	கண்டுபிடி
кандидатите	வேட்பாளர்கள்
луда	பைத்தியம்
луда	பைத்தியம்
индустриални	தொழிற்சாலை
индустриални	தொழில்துறை
светски	மதச்சார்பற்ற
джудже	குள்ள
козина	ஃபர்
усещане	உணர்வு
усещане	உணர்கிறார்
усещане	உற்சாக
усещане	உணர்கிறேன்
затвори	சிறைச்சாலைகள்
столетия	நூற்றாண்டுகளாக
отава	ஒட்டாவா
въже	கயிறு
емоции	உணர்ச்சி
емоции	உணர்ச்சிகளை
теология	இறையியல்
литъл	சிறிய
литъл	குட்டி
вечно	என்றென்றைக்கும்
вечно	என்றென்றும்
вечно	எப்போதும்
вечно	நிரந்தரமாக
опасно	ஆபத்தானது
опасно	அபாயகரமானது
опасно	ஆபத்தான
сарагоса	zaragoza
плъхове	எலி
пан	பான்
стомаха	வயிறு
стомаха	இரைப்பை
стомаха	வயிற்று
стомаха	வயிற்றில்
признаване	அங்கீகாரம்
директен	டைரக்ட்
директен	நேரடி
ричи	ரிட்சி
ричи	ரிச்சி
куп	கூப்
пуническа	பியூனிக்
наш	நாஷ்
оригинална	மூலம்
оригинална	மூல
оригинална	மெய்யான
оригинална	ஒரிஜினல்
оригинална	அசல்
техеран	தெஹ்ரான்
влажност	ஈரப்பதத்தை
влажност	ஈரப்பதம்
протоколи	நெறிகள்
мерцедес	மெர்சிடிஸ்
разрушава	அழிக்கிறது
сечение	பிரிவு
сечение	குறுக்குவெட்டு
добавена	சேர்க்கப்பட்டனர்
добавена	சேர்க்கப்பட்டார்
добавена	சேர்க்கப்பட்டது
насоченост	முன்வைப்பு
насоченост	நாட்டம்
дявола	பிசாசு
дявола	பேய்
дявола	சைத்தான்
ловец	வேட்டைக்காரன்
ловец	வேட்டையாடி
едуардо	eduardo
небраска	நெப்ராஸ்கா
ресторанти	உணவகங்கள்
красиво	அழகு
красиво	அழகான
красиво	அழகிய
красиво	அழகா
красиво	அழகாக
съобщението	தகவல்
съобщението	செய்தி
кана	கூஜா
кана	ஜக்
кана	கனா
лестър	leicester
лестър	லெஸ்டர்
интернешънъл	சர்வதேச
интернешънъл	அனைத்துலக
изразяване	கூற்று
изразяване	வெளிப்பாடு
дени	டென்னி
болки	வலியை
болки	வலி
болки	வலிகள்
болки	வலிகள்
акциите	இருப்பு
погребение	அடக்கம்
квантовата	குவாண்டம்
фреди	பிரட்டி
фреди	ஃப்ரெட்டி
мец	மெட்சு
огюст	auguste
взаимодействието	முடியுமா
взаимодействието	உரையாடல்
доставки	விநியோகங்கள்
доставки	பொருட்கள்
сянката	நிழல்
сянката	நிழலை
спогодба	வாக்குறுதியை
засада	கொண்டிருக்கின்றது
наваро	நவரோ
лойд	லாயிட்
поиска	கோரப்பட்டது
детайл	விவரம்
голи	நிர்வாண
голи	நிர்வாணமாக
голи	bare
голи	நிர்வாண
голи	நிர்வாணமாக
изстрел	ஷாட்
гринуич	கிரீன்விச்
фраза	வாக்கியம்
новак	நோவாக்
бизнесмени	வர்த்தகர்கள்
оценяване	அளவீடு
дървесина	மரம்
нормални	இயல்பான
нормални	சாதாரணம்
нормални	இயல்பு
нормални	இயல்பாக
нормални	சாதாரண
биографии	biographies
насърчаване	விளம்பரம்
насърчаване	விளம்பரப்படுத்துதல்
бери	பெர்ரி
колиби	குடிசைகளில்
спенсър	ஸ்பென்சர்
ръб	விளிம்பு
ръб	முனை
ръб	எட்ஜ்
бъртън	பர்ட்டன்
здравеопазване	நலம்
здравеопазване	சுகாதாரம்
здравеопазване	ஆரோக்கியம்
здравеопазване	ஹெல்த்
здравеопазване	உடல்நலம்
насаждения	பயிர்
насаждения	பயிர்கள்
полицаи	போலீசார்
полицаи	காவலர்கள்
полицаи	அலுவலர்கள்
полицаи	அதிகாரிகளின்
полицаи	அதிகாரிகள்
юдея	யூதேயா
температурите	தட்பவெப்ப
дневен	தினமும்
дневен	அன்றாடம்
дневен	தினசரி
дневен	அன்றாட
дневен	தினந்தோறும்
версиите	பதிப்புகள்
самюъл	சாமுவேல்
уши	காது
уши	செவி
уши	காதில்
уши	காதுகளில்
уши	காதுகள்
излитане	புறப்பட
враговете	பகைவர்கள்
враговете	எதிரிகள்
разписание	திட்டமிடுதல்
разписание	அட்டவணை
джийн	ஜீன்
джийн	மரபணு
здрав	ஆரோக்கியமாக
здрав	ஆரோக்கியமான
здрав	ஆரோக்கியமானது
мое	என்னுடையது
мое	என்னுடைய
сиатъл	சியாட்டில்
зенон	zeno
подземни	நிலத்தடி
преживявания	அனுபவங்கள்
премахнати	நீக்கப்பட்டது
премахнати	அகற்றப்பட்டது
стайлс	பாணிகள்
джеферсън	ஜெபர்சன்
стачка	வேலைநிறுத்தம்
пипер	மிளகு
превоз	போக்குவரத்து
превоз	போக்குவரத்து
бронирани	கவச
задължение	கடமை
задължение	அர்ப்பணிப்பு
ястие	டிஷ்
ястие	சாப்பாடு
новела	புதினம்
новела	நாவல்
брашно	மாவு
брашно	சாப்பாடு
платформи	தளங்கள்
платформи	பீப்பாய்கள்
златно	கோல்டன்
златно	பொன்
златно	தங்கப்
златно	தங்கம்
златно	தங்க
сексуална	பாலியல்
разбити	உடைந்த
разбити	உடைந்தது
разбити	முறிந்த
разбити	நொறுங்கி
режими	வகைகள்
повишена	அதிகரித்துள்ளது
повишена	அதிகரித்தது
повишена	உயர்ந்த
приоритет	முன்னுரிமை
племенника	மருமகன்
импулс	பல்ஸ்
репутацията	புகழை
имение	மனோர்
проста	சாதாரணம்
проста	சுலபமான
проста	எளிமையானது
проста	எளிய
флейта	புல்லாங்குழல்
санто	சாண்டோ
девойки	கன்னியர்
девойки	பெண்களின்
девойки	பெண்கள்
девойки	பெண்களுக்கு
графични	கிராபிக்
графични	கிராஃபிக்
десети	பத்தாவது
десети	பத்தாம்
конфедерацията	confederacy
конфедерацията	கூட்டமைப்பு
плаж	கடற்கரை
лиса	லிசா
получен	பெறப்பட்டது
получен	பெற்றவை
получен	பெறப்பட்ட
колумб	கொலம்பஸ்
взет	எடுக்கப்பட்டது
взет	எடுத்தது
взет	எடுத்துக்
взет	எடுக்கப்பட்ட
течности	திரவங்களை
страст	மோகம்
сериен	சீரியல்
сериен	வரிசை
сериен	தொடர்
херкулес	ஹெர்குலஸ்
радиация	கதிர்வீச்சு
хюз	ஹியூக்ஸ்
бозайниците	பாலூட்டி
робъртс	ராபர்ட்ஸ்
вирус	வைரஸ்
измама	ஊழல்
измама	மோசடி
измама	வஞ்சகம்
измама	con
спорни	சர்ச்சைக்குரிய
кар	kar
кар	கர்
едисън	எடிசன்
мок	ioc
данъците	வரிகள்
лабораторията	லேப்
дворци	மாளிகைகளையும்
воин	மாவீரன்
воин	போராளி
колелото	வீல்
колелото	சக்கர
колелото	சக்கரம்
колелото	பைக்
конгресът	காங்கிரசு
конгресът	காங்கிரஸ்
нептун	நெப்டியூன்
кристин	கிறிஸ்டின்
бик	காளை
мишка	சுட்டி
мишка	எலி
мишка	சொடுக்கி
диктатура	சர்வாதிகாரம்
убита	கொல்லப்பட்டனர்
убита	கொன்றார்
убита	கொன்றது
убита	கொல்லப்பட்டார்
топло	வெதுவெதுப்பான
топло	பூசி
моят	என்னுடையது
моят	என்னுடைய
мелодия	மெல்லிசை
мелодия	இசைக்கு
установки	launchers
доменико	domenico
дипломация	சாதுரியம்
наблюдател	கண்காணிப்பாளர்
репортер	செய்தியாளர்
репортер	நிருபர்
плоски	தட்டை
плоски	தட்டையான
емануел	இமானுவேல்
емануел	இம்மானுவேல்
гренада	கிரனாடா
предателство	துரோகம்
предателство	துரோகம்
мъченик	தியாகி
мъченик	தியாகிகள்
кенет	கென்னத்
китайско	சீன
китайско	சீனம்
ага	aga
демонстрации	ஆர்ப்பாட்டம்
изтриването	நீக்குகிறது
писмено	எழுதப்பட்ட
писмено	எழுதப்பட்டது
писмено	எழுதிய
яде	உண்ணுதல்
яде	உண்பது
яде	ஈட்ஸ்
окачване	இடைநீக்கம்
декорация	அலங்காரம்
фбр	fbi
аугуст	ஆகஸ்ட்
аугуст	ஆகஸ்டு
ходове	நகர்வுகள்
китс	கிட்ஸ்
придобиване	கையகப்படுத்துதல்
церемонии	சடங்குகள்
наводнения	வெள்ளம்
наводнения	வெள்ளம்
наводнения	வெள்ளப்பெருக்கு
наводнения	வெள்ளம்
екология	சூழலியல்
ганди	காந்தி
едуардс	எட்வர்ட்ஸ்
жертвата	பாதிக்கப்பட்டவர்
жертвата	பாதிக்கப்பட்ட
специфично	குறிப்பான
специфично	குறிப்பிட்ட
ремикс	ரீமிக்ஸ்
влиятелни	influential
бури	புயல்
бури	புயல்கள்
костюми	சாதிகள்
сряда	புதன்கிழமை
сряда	புதன்
меки	மென்மையான
меки	மென்மை
цензура	தணிக்கை
публикуване	வெளியிடு
публикуване	வெளியீட்டுக்
публикуване	பதிப்பகம்
публикуване	வெளியிடுகிறது
публикуване	இடுகையில்
публикуване	இடுகை
публикуване	பதிவு
публикуване	வெளியீடு
временна	தற்காலிக
грег	கிரெக்
благоприятни	சாதகமானது
разрешено	அனுமதிக்கப்பட்டது
планирано	திட்டமிடப்பட்டது
планирано	திட்டமிட்டு
мускулите	தசைகளை
мускулите	தசைகள்
псв	psv
пауза	இடைநிறுத்தப்பட்டது
преобладава	நிலவும்
жермен	ஜெர்மைன்
въглерод	கார்பன்
произведена	manufactured
вилнюс	வில்னியஸ்
терор	பயங்கரவாத
терор	தீவிரவாத
терор	வாத
мартиника	மார்டீனிக்
цепелин	செப்பெலின்
крайбрежните	கடலோர
забранена	தடுக்கப்பட்டு
забранена	தடை
използвайте	பயன்படுத்து
гърлото	தொண்டை
дневно	தினமும்
дневно	அன்றாடம்
дневно	தினசரி
дневно	அன்றாட
дневно	தினந்தோறும்
лекарите	மருத்துவர்கள்
сексуални	பாலியல்
разшири	நீட்டிப்பு
разшири	நீட்டிக்க
разшири	விரி
разшири	விரிவாக்கம்
трудна	கடினம்
трудна	கடினமானது
насилствено	வன்முறை
стандартна	வழக்கமானது
стандартна	நிலையானது
стандартна	நிலையான
корал	பவளம்
корал	பவள
корал	கோரல்
белег	வடு
животното	விலங்கு
волф	ஓநாய்
тура	வால்கள்
андора	அன்டோரா
дек	டிசம்பர்
дек	டிச
трофей	கோப்பை
перигей	perigee
апаратура	உபகரணம்
гибралтар	ஜிப்ரால்டர்
налични	கிடைக்கும்
налични	கிடைக்க
налични	உண்டு
налични	இருக்கிறது
налични	உள்ளது
делхи	டில்லி
делхи	டெல்லி
делхи	தில்லி
минимална	குறைந்தபட்சம்
минимална	குறைந்தபட்ச
ефективна	சிக்கனம்
ефективна	பயனுள்ள
ефективна	திறம்
куросава	குரோசாவா
свойство	பண்பு
свойство	உடைமை
свойство	சொத்து
общуване	தகவல்தொடர்பு
общуване	தொலைதொடர்பு
съвместен	மூட்டு
болници	மருத்துவமனைகள்
грегъри	கிரிகோரி
обсег	வரம்
обсег	வீச்சு
обсег	எல்லை
обсег	வரம்பு
бътлър	பட்லர்
оуен	ஓவன்
домашно	வீட்டில்
контузии	காயங்கள்
зъбите	பற்கள்
качествени	qualitative
митични	புதிரான
занимания	செயற்பாடுகள்
занимания	நடவடிக்கைகள்
стълба	ஏணி
астън	ஆஸ்டன்
николас	நிக்கோலஸ்
временни	தற்காலிக
алгебра	இயற்கணிதம்
предоставяне	வழங்குகிறோம்
предоставяне	வழங்குவதில்
махмуд	கசினி
махмуд	மஹ்மூத்
насилието	வன்முறை
алианс	கூட்டணி
хавана	ஹவானா
пренос	ஒலிபரப்பு
навигация	nav
навигация	உலாவல்
съдиите	நீதிபதிகள்
интелект	உளவுத்துறை
интелект	புலனாய்வு
интелект	நுண்ணறிவு
натоварване	ஏற்று
натоварване	உள்வாங்கு
натоварване	சுமை
натоварване	ஏற்றப்படுகிறது
адриатическо	ஏட்ரியாட்டிக்
юго	ஹுகோ
наблюдатели	கண்காணிப்பாளர்கள்
джакомо	கியாகோமோ
знамена	பேனர்கள்
знамена	கொடிகள்
класика	பாரம்பரிய
класика	பழமையான
класика	தொன்மையான
класика	கிளாசிக்
замърсяване	மாசு
прикритие	கவர்
прикритие	உறை
стандартите	தரநிலைகளை
стандартите	தரநிலைகளைப்
стандартите	தரநிலைகள்
отрицателни	எதிர்மறை
отрицателни	கெட்டது
ядра	nuclei
собственика	உரிமையாளர்
собственика	சொந்தக்காரர்
новините	செய்திகள்
новините	செய்தி
надал	நடால்
рейнджърс	ரேஞ்சர்ஸ்
имп	imp
имп	முக்கியம்
колумбийски	columbian
колумбийски	கொலம்பிய
корана	குர்ஆனில்
мао	miao
мао	மாவோ
тръстика	பிரம்பு
хоризонтално	கிடைமட்ட
стрелец	சுடுதல்
стрелец	சுடும்
стрелец	தனுசு
стрелец	ஆர்ச்சர்
аудитория	ரசிகர்கள்
аудитория	பார்வையாளர்கள்
аудитория	பார்வையாளர்
аудитория	அரங்கம்
дарове	பரிசுகள்
развод	விவாகரத்து
джонас	ஜோனாஸ்
гомес	கோம்ஸ்
гомес	கோமஸ்
прародител	மூதாதை
ейми	ஆமி
ейми	ஏமி
препоръки	பரிந்துரையை
препоръки	பரிந்துரை
препоръки	உதாரணங்கள்
препоръки	பரிந்துரைகள்
пеша	நடைபயணம்
пеша	நட
пеша	நடை
пеша	நடக்க
резервоар	டேங்க்
резервоар	நீர்த்தேக்கம்
изведнъж	திடீரென
изведнъж	திடீரென்று
получена	பெறப்பட்டது
получена	பெற்றவை
получена	பெறப்பட்ட
гръбначни	முதுகெலும்பி
осма	எட்டாவது
загубен	தொலைத்த
загубен	தொலைந்து
загубен	இழந்ததை
загубен	தொலைந்த
загубен	இழந்த
орли	கழுகுகள்
научи	கற்று
научи	கற்க
научи	அறிக
поправка	பழுது
митологията	தொன்மவியல்
монголски	mongol
монголски	மங்கோலிய
светли	பிரகாசமான
светли	பிரகாசமாக
отговорността	பொறுப்பு
монтиран	பொருத்தி
монтиран	பொருத்தப்பட்ட
монтиран	நிறுவப்பட்டுள்ளது
монтиран	நிறுவப்பட்டது
атила	அட்டிலா
либерална	சுதந்திரமான
либерална	தாராளவாத
евразия	யூரேசியா
рай	சொர்க்கம்
рай	சொர்க்கம்
перспектива	prospect
перспектива	வாழ்த்துகிறோம்
перспектива	outlook
перспектива	அவுட்லுக்
перспектива	முப்பரிமாண
розов	இளஞ்சிவப்பு
розов	பிங்க்
ребека	ரெபேக்கா
глория	குளோரியா
европейци	ஐரோப்பியர்கள்
европейци	ஐரோப்பியர்
древно	பண்டைய
древно	தமிழச்சி
започване	ஆரம்ப
започване	தொடக்கம்
започване	துவங்குகிறது
започване	தொடங்குகிறது
започване	தொடக்கம்
изгаряне	பழுப்பு
изгаряне	எழுது
изгаряне	எரியும்
изгаряне	எழுதுதல்
изгаряне	எழுதும்
изгаряне	combustion
защитници	பாதுகாவலர்
защитници	பாதுகாவலர்கள்
валидни	செல்லுபடியாகும்
валидни	செல்லாத
валидни	முறையான
пръстени	வளையங்கள்
пръстени	மோதிரங்கள்
юбилей	ஆண்டுவிழா
опасен	ஆபத்தானது
опасен	அபாயகரமானது
опасен	ஆபத்தான
кулите	கோபுரங்கள்
жулиета	ஜூலியட்
индийска	இந்தியர்
индийска	இந்தியன்
индийска	இந்திய
модерно	நவநாகரீக
модерно	நவீன
карате	கராத்தே
магически	மந்திர
следа	வழி
координатите	ஒருங்கிணைப்புகள்
координатите	அச்சுகள்
доход	வருவாய்
доход	வருமானம்
уравнението	சமன்பாடு
наказанието	வேதனையை
наказанието	வேதனை
наказанието	தண்டனை
късмет	லக்
късмет	அதிர்ஷ்டம்
свиня	பன்றிக்
свиня	பன்றி
свиня	பன்னி
треньорът	கோச்
треньорът	பயிற்சியாளர்
говеда	மாடு
говеда	கால்நடைகள்
говеда	கால்நடை
говеда	கால்
говеда	பருகும்
косата	கூந்தல்
косата	முடி
косата	கூந்தலில்
косата	தலைமுடி
косата	தலைமுடியை
забелязан	காணப்பட்டது
бракове	திருமணங்கள்
филиал	subsidiary
скорости	இயலாதது
тайлър	டைலர்
студен	குளிரில்
студен	சளி
студен	ஜலதோஷம்
студен	குளிர்
тънък	மெல்லிய
съпруги	மனைவிகள்
стърлинг	ஸ்டெர்லிங்
стърлинг	ஸ்டேர்லிங்
резерви	இடஒதுக்கீடு
резерви	ரிசர்வ்
резерви	முன்பதிவு
посети	தெரிவித்துக்
монсерат	மொன்செராட்
механична	மெக்கானிக்கல்
правоъгълна	நீள்சதுர
рисунка	வரைதல்
дишане	மூச்சு
достоевски	தஸ்தயெவ்ஸ்கி
земен	புவிப்புறத்
земен	பூமியின்
земен	பூமி
земен	புவி
планк	பிளாங்க்
кисело	புளிப்பு
найджъл	நைஜல்
стандартни	வழக்கமானது
стандартни	நிலையானது
стандартни	நிலையான
господари	முதுநிலை
ритуал	சடங்கு
видими	காணக்கூடியது
видими	தெரியும்
ашли	ஆஷ்லே
влака	தொடர்வண்டி
влака	ரயிலில்
влака	ரயில்
влака	இரயில்
блокирането	தடுத்தல்
блокирането	தடுக்கிறது
блокирането	மறித்து
метална	உலோக
автономни	தன்னாட்சி
данте	டான்டே
астрономи	astronomers
бременност	கர்ப்பம்
топли	வெதுவெதுப்பான
топли	பூசி
нотингам	nottingham
лори	லோரி
медни	செம்பு
медни	தாமிரம்
медни	காப்பர்
медни	செப்பு
пер	per
библия	பைபிள்
библия	பைபிளில்
агата	அகதா
хуманитарни	மனிதாபிமான
вражда	பகைமை
вражда	கொள்ளும்
сплит	பிரி
минали	கடந்தகாலம்
минали	கடந்த
минали	கடந்தது
стандартно	வழக்கமானது
стандартно	நிலையானது
стандартно	நிலையான
ежедневно	தினமும்
ежедневно	அன்றாடம்
ежедневно	தினசரி
ежедневно	அன்றாட
ежедневно	தினந்தோறும்
осиновен	தத்தெடுத்து
кадър	சட்டம்
кадър	ஃபிரேம்
нико	நிகோ
нико	நிகோ
ницше	நீட்சே
биографията	சுயசரிதை
пътниците	பயணிகள்
революционно	புரட்சிகரமான
революционно	புரட்சிகர
разширен	நீடிப்பு
дялове	பகிர்வுகள்
дялове	பங்குகள்
пас	பாஸ்
пас	pass
обреди	சடங்குகள்
геноцид	இனப்படுகொலை
лариса	பிலோ
монро	மன்றோ
единодушно	ஒருமனதாக
оае	uae
демократичен	ஜனநாயக
съществителни	nouns
кодиране	மறையாக்கம்
кодиране	குறியீடு
променен	மாறிவிட்டது
променен	மாற்றப்பட்டது
променен	மாற்றப்பட்ட
променен	திருத்தப்பட்டது
променен	மாற்றப்பட்டது
променен	மாற்றப்பட்ட
забележки	குறிப்புகள்
забележки	கருத்துகளில்
забележки	கருத்துக்களில்
забележки	கருத்துகள்
забележки	கருத்துக்கள்
вградени	incorporated
вградени	உட்பொதிந்த
екзекутирани	நிறைவேற்றப்பட்டது
почитан	தேவாலயத்திற்கு
ниуе	நியூ
ниуе	நியுவே
масла	எண்ணெய்கள்
лима	லீமா
незаконно	சட்டவிரோதமாக
незаконно	சட்டவிரோத
незаконно	சட்டவிரோதமாக
голф	கால்ஃப்
голф	கோல்ஃப்
голф	கோல்ப்
предговор	அணிந்துரை
предговор	முன்னுரை
оперативно	இயங்கியல்
покрито	பூசப்பட்ட
уникално	தனித்துவம்
уникално	தனிப்பட்ட
хаос	குழப்பம்
хаос	குழப்பமான
порно	ஆபாச
цялост	சீர்மை
кипърски	cypriot
араби	அரபியர்கள்
хелмут	helmut
норфолк	நோர்போக்
стимулира	stimulated
стимулира	தூண்ட
шесто	ஆறாவது
неуспешно	தோற்றது
неуспешно	முடியவில்லை
неуспешно	தோல்வி
неуспешно	தோல்வியுற்றது
харбър	துறைமுகம்
свещени	புனிதமானது
чудовище	மான்ஸ்டர்
чудовище	அசுரன்
чудовище	அரக்கன்
антология	anthology
издигане	மேலேற்றம்
издигане	ascent
грим	கிரிம்
грим	ஒப்பனை
муса	மூஸா
уил	செய்வான்
отбранителна	தற்காப்பு
мозайка	mosaic
католицизма	கத்தோலிக்கம்
платформата	பிளாட்பார்ம்
платформата	தளம்
преобладаващо	பெரும்பான்மையாக
православието	orthodoxy
препоръка	பரிந்துரையை
препоръка	பரிந்துரை
кори	கோரி
кори	கோரி
кори	கொரி
унищожение	அழிவு
спиърс	ஸ்பியர்ஸ்
доходи	வருவாய்
доходи	வருமானம்
слух	வதந்தி
звена	அலகுகள்
гордост	கர்வம்
гордост	பெருமை
наказания	வேதனையை
наказания	வேதனை
наказания	தண்டனை
ябълка	ஆப்பிள்
пушки	துப்பாக்கிகள்
овца	செம்மறி
овца	ewe
команда	ஆணை
команда	கட்டளையை
команда	உத்தரவு
команда	கட்டளை
меси	மெஸ்ஸி
ройс	ராய்ஸ்
художничка	ஓவியர்
художничка	கலைஞர்
художничка	கலைஞன்
художничка	ஓவியர்
цифрови	டிஜிட்டல்
цифрови	digital
неуспех	தோல்வி
неуспех	தோற்றது
неуспех	முடியவில்லை
неуспех	தோல்வி
неуспех	தோல்வியுற்றது
увеличена	அதிகரித்துள்ளது
увеличена	அதிகரித்தது
основатели	நிறுவனர்கள்
кристиян	கிறிஸ்துவ
кристиян	கிறித்தவர்
равенството	சமத்துவம்
мрака	இருள்
мрака	இருட்டு
производителите	உற்பத்தியாளர்கள்
производителите	manufacturers
мексиканска	மெக்சிகன்
социализъм	சோசலிசம்
урсула	ursula
изпращане	அனுப்புதல்
изпращане	அனுப்புகிறது
изпращане	அனுப்பு
актуализация	புதுப்பிப்பு
актуализация	புதுப்பிக்கவும்
сандра	சாண்ட்ரா
тласък	விளம்பரம்
тласък	மேம்படுத்து
тласък	பூஸ்ட்
тласък	விளம்பரப்படுத்துதல்
бруклин	புரூக்ளின்
лира	லிரா
серина	செரீனா
мани	மணி
мани	மேனி
мани	மனி
вероника	வெரோனிகா
тяга	அழுத்தம்
оцеляване	பிழைப்பு
тан	டாங்
тан	tan
стратегии	உத்திகள்
стратегии	உத்திகளை
пърл	முத்து
седи	அமர்ந்து
сакс	சாக்ஸ்
сакс	சாச்ஸ்
изключени	முடக்கப்பட்டது
изключени	முடக்கப்பட்ட
изключени	சேர்க்கப்படாத
изпълнителна	செயற்குழு
рубин	ரூபன்
корали	பவளம்
корали	பவள
корали	கோரல்
подаване	தாக்கல்
сицилиански	சிசிலியன்
аврам	ஆபிரகாம்
вчера	நேற்று
вчера	நேற்றைய
готви	குக்
цитати	மேற்கோள்கள்
цитати	மேற்கோள்கள்
ефективен	சிக்கனம்
ефективен	பயனுள்ள
ефективен	திறம்
списанията	இதழ்கள்
касиер	பொருளாளர்
пътеки	பாதைகள்
пътеки	சுவடுகள்
пътеки	மாதிரி
топки	பந்துகள்
газене	draught
сървъри	சேவையகங்கள்
оратор	ஒலிபெருக்கி
оратор	பேச்சாளர்
сантиметра	சென்டிமீட்டர்
анджело	ஆஞ்சலோ
изявление	கூற்று
изявление	அறிக்கை
мирза	மிர்சா
промишлен	தொழிற்சாலை
промишлен	தொழில்துறை
здраво	இறுக்கமான
здраво	இறுக்கமாக
здраво	கடினமாக
здраво	கடின
здраво	கடினமான
здраво	கடினம்
рихтер	ரிக்டர்
транс	மயக்கம்
транс	trans
починала	இறந்தவரின்
ида	இதா
нормален	இயல்பான
нормален	சாதாரணம்
нормален	இயல்பு
нормален	இயல்பாக
нормален	சாதாரண
рунд	வட்ட
стреля	படப்பிடிப்பு
улф	ulf
улф	ஓநாய்
предложени	பரிந்துரைக்கப்பட்டவை
предложени	பரிந்துரைக்கப்பட்ட
предложени	பரிந்துரைக்கப்பட்டது
предложени	வழங்கப்படும்
предложени	முன்மொழியப்பட்ட
любовница	ஆசிரியை
любовница	காதலர்
любовница	காதலன்
болката	வலியை
болката	வலி
болката	வலிகள்
мъдростта	ஞானம்
мъдростта	ஞானத்தை
камила	கமிலா
камила	ஒட்டகம்
грейс	கருணை
грейс	கிரேஸ்
грейс	அருளும்
меню	மெனு
меню	பட்டி
цвете	மலர்
цвете	பூ
цвете	மலர்களால்
фиа	fia
благодарност	பாராட்டு
благодарност	பாராட்டும்
подводни	நீருக்கடியில்
бутилки	வேகத்தோடு
бутилки	பாட்டில்கள்
преподаване	கற்பித்தல்
преподаване	போதனை
преподаване	கற்பிக்கும்
рийд	ரெய்ட்
рийд	ரீட்
максуел	மேக்ஸ்வெல்
миди	சுரப்பிகள்
миди	midi
виртуална	மெய்நிகர்
кал	சேற்றில்
кал	சேறு
железници	இரயில்
железници	இரயில்வே
железници	ரயில்வே
железници	இரயில்வே
железници	railways
коен	கோஹன்
маски	முகமூடிகள்
дарби	டார்பி
дарби	derby
браво	சபாஷ்
браво	பிராவோ
търговците	வர்த்தகர்கள்
търговците	வணிகர்
голо	நிர்வாண
голо	நிர்வாணமாக
голо	நிர்வாண
голо	நிர்வாணமாக
голо	bare
членството	உறுப்பினர்
отровен	விஷ
отровен	உணவான
домашна	உள்நாட்டு
домашна	வீட்டில்
мила	தேன்
мила	அன்புள்ள
мила	அன்பே
мила	மிலா
мила	குழந்தை
мила	பேபி
рейгън	ரீகன்
демократични	ஜனநாயக
дрехите	ஆடைகள்
дрехите	உடைகள்
дрехите	துணிகளை
дрехите	உடைகளை
дрехите	ஆடைகளை
палас	அரண்மனை
задържане	தடுத்து
задържане	தடுப்பு
задържане	ஏந்திய
задържане	தக்கவைப்பு
веществата	கன்வென்ஷன்
фантастични	அட்டகாசம்
фантастични	அருமை
зак	ஜாக்
зак	சேக்
празен	காலி
празен	காலியான
празен	வெற்று
празен	வெற்று
разглеждане	உலாவுதல்
разглеждане	உலாவுதல்
разглеждане	உலாவல்
стол	நாற்காலி
реплика	வரி
реплика	கோடு
реплика	க்யூ
вертикални	செங்குத்து
джъстин	ஜஸ்டின்
джъстин	justin
излишно	தேவையற்ற
зает	busy
насоки	வழிகாட்டல்
насоки	நேர்
насоки	நேர்வழி
насоки	வழிகாட்டுதல்கள்
сержант	சார்ஜென்ட்
кърт	குர்ட்
конфигурация	வடிவமைப்பு
конфигурация	கட்டமைப்பு
анастасий	அனஸ்தாசியுஸ்
исмаил	இஸ்மாயில்
исмаил	இஸ்மாயீல்
протеини	புரதம்
протеини	புரதங்கள்
творческо	படைப்பு
здрава	ஆரோக்கியமாக
здрава	ஆரோக்கியமான
здрава	ஆரோக்கியமானது
жерар	gerard
харвард	ஹார்வர்டு
фантастичен	அட்டகாசம்
фантастичен	அருமை
тренировки	பயிற்சியை
тренировки	பயிற்சி
любимите	விருப்பத்தேர்வுகள்
любимите	பிடித்தவை
любимите	பிடித்தவர்கள்
любимите	விருப்பங்கள்
ирод	ஏரோது
бебе	குழந்தை
бебе	பேபி
его	அகங்காரம்
его	ஈகோ
билки	மூலிகைகள்
говорител	ஒலிபெருக்கி
говорител	பேச்சாளர்
очила	கண்ணாடிகள்
очила	கண்ணாடியை
очила	கண்ணாடி
насочено	இயக்கிய
метален	உலோக
ценна	மதிப்பானது
ценна	மதிப்புமிக்க
удобен	வசதியாக
удобен	வசதி
соул	ஆன்மாவை
соул	ஆத்மா
соул	ஆன்மா
соул	மனிதனும்
ханство	khanate
канадска	கனடிய
