マディソン	madison
ジュエル	juvel
ジュエル	jewel
サンチェス	sanchez
サンチェス	sánchez
文字通り	bokstavelig
目的地	destinasjon
目的地	bestemmelsessted
マルチメディア	multimedia
オーラ	aura
ディープ	dype
ディープ	dyp
ディープ	dypt
ディープ	deep
マリアナ	mariana
アマゾン	amazon
義雄	yoshio
年数	ar
年数	årevis
年数	år
サイコロ	terning
サイコロ	dice
サイコロ	terninger
不自然	unaturlige
不自然	unaturlig
コロナ	corona
切符	billetter
切符	billett
ちひろ	chihiro
教義	dogme
教義	creed
教義	trosbekjennelse
教義	doktrinen
オメガ	omega
富豪	millionærer
両面	tomannsbolig
地雷	gruvene
地雷	miner
ホッケー	hockey
かもめ	måken
かもめ	måke
マダガスカル	madagaskar
事績	prestasjoner
事績	bragder
事績	prestasjon
キタ	kita
上告	appell
上告	anke
上告	klage
カートリッジ	patroner
トレイル	trail
トレイル	sti
臓器	organer
臓器	orgel
臓器	organ
コロンボ	colombo
水銀	kvikksølv
水銀	mercury
ニース	fin
ニース	fint
ニース	fine
ホモ	homo
ユニーク	unik
ユニーク	unikt
ユニーク	unike
敏郎	toshiro
城郭	slott
アドリア	adria
浄化	renselse
浄化	rens
音節	stavelse
音節	stavelser
今野	konno
シダ	fern
炎症	provoserende
炎症	betennelse
ダンカン	duncan
カッパ	kappa
長江	yangtze
摩擦	friksjon
ドーン	daggry
ドーン	morgengry
ドーン	dawn
芝生	plen
芝生	plenen
久々	huff
久々	æsj
エヴァンゲリオン	evangelion
悪役	skurk
実効	effektive
実効	effektiv
実効	effektivt
セナ	sena
セナ	senna
アルマ	alma
ルナ	luna
ルナ	lulla
オリオン	orion
謙信	kenshin
ルーシー	lucy
ウィリー	willy
ステータス	status
アロン	aaron
アロン	aron
アロン	aron
四川省	sichuan
柔軟	fleksibilitet
イングリッシュ	engelsk
浮気	utroskap
浮気	juks
浮気	jukser
浮気	jukse
浮気	sidesprang
浮気	affære
浮気	affæren
マッサージ	massasje
捕鯨	hvalfangst
劣化	forverring
劣化	fornedrelse
工具	verktøy
上海市	shanghai
オナニー	onani
クイック	kjapt
クイック	raskt
クイック	kjapp
クイック	rask
リニア	lineær
ワタ	taigafly
ラーマ	lama
ラーマ	rama
サカ	saka
接着	adhesjon
サンプリング	utvalg
サンプリング	prøve
サンプリング	eksempel
必死	desperat
必死	desperate
必死	desperat
失効	utgått
失効	utløpt
失効	utløp
ねずみ	mouse
ねずみ	musen
ねずみ	mus
経典	sutras
経典	sutra
オセアニア	oseania
書体	skrifttype
大気圏	atmosfære
大気圏	stemning
大気圏	atmosfæren
不審	mistenkelige
不審	mistenkelig
不審	mistenksom
リサイクル	resirkulering
チェン	cheng
隠す	skjul
隠す	skjule
グラフィックス	grafikk
マニ	mani
カモ	ducks
カモ	ender
カモ	and
カモ	anden
カモ	duck
無意味	meningsløse
無意味	meningsløs
無意味	meningsløst
ビーズ	værer
ビーズ	perler
旋風	virvelvind
無敗	ubeseiret
精製	raffinert
精製	finjustere
精製	raffinering
責め	klandre
スナック	matbit
スナック	snack
スナック	snacks
グリップ	grip
グリップ	grep
グリップ	grepet
ペダル	pedal
アレクサンドロス	aleksander
アレクサンドロス	alexander
ビザ	visum
ビザ	visa
紀子	noriko
トレス	tres
スタック	stabelen
スタック	stabel
ヴァルター	walther
ヴァルター	walter
悪性	ondartet
満期	modenhet
ギャンブル	gambling
ギャンブル	sjansespill
ギャンブル	gamble
屋号	yago
握手	håndtrykk
オリバー	oliver
庇護	mesén
長谷	hase
ハリソン	harrison
フリート	fleet
フリート	flåten
フリート	flåte
風力	gale
風力	kuling
強姦	voldtekt
湖畔	lakeside
センチュリー	århundre
リカルド	ricardo
スルタン	sultan
バッグ	pose
バッグ	veske
バッグ	bag
バッグ	sekk
バッグ	poser
バッグ	vesker
画質	kvalitet
画質	kvaliteten
飽和	metning
飽和	mettet
シャア	sha
カヤ	kaya
福音書	evangeliet
福音書	evangelium
福音書	gospel
侮辱	fornærmelse
侮辱	krenkelse
侮辱	fornærme
ロブ	rob
ロブ	robb
平衡	likevekt
ダーウィン	darwin
乗馬	ridning
乗馬	ridende
粘土	leire
粘土	clay
幸一	koichi
占有	besittelse
占有	besettelse
モナ	mona
追及	forfølge
信雄	nobuo
肝臓	lever
肝臓	leveren
アンゴラ	angolas
アンゴラ	angola
アンゴラ	angolansk
味噌	miso
ノック	slo
ジェシカ	jess
ジェシカ	jessica
真ん中	middle
真ん中	midtre
真ん中	midten
野島	nojima
ペイント	male
ペイント	maling
ピーチ	fersken
ピーチ	peach
滑らか	glatt
ハイランド	highland
ハイランド	høyland
クッパ	bowser
完備	komplett
完備	fullføre
完備	fullført
白血病	leukemi
アングル	vinkling
アングル	vinkel
アングル	vinkler
冷たい	kulde
冷たい	forkjølelse
冷たい	kald
冷たい	kaldt
ホノルル	honolulu
ハンプトン	hampton
ラウンジ	lounge
ディーラー	pusher
ディーラー	dealer
ディーラー	langer
デーモン	daimoner
デーモン	daemon
ナイス	fin
ナイス	fint
ナイス	fine
ケヴィン	kevin
信条	creed
信条	trosbekjennelse
入札	budrunde
入札	bid
入札	bud
入札	budet
シルエット	silhuett
エディンバラ	edinburgh
中性子	nøytron
処方	foreskriver
パノラマ	panorama
クルト	kurt
反復	gjentakelse
反復	repetisjon
反復	iterasjon
ネイティブ	innfødt
祐子	yuko
修道士	broder
ヴィレッジ	landsby
ヴィレッジ	village
ヴィレッジ	bygda
ロジャース	rodgers
ロジャース	rogers
バレンタイン	valentine
ボルドー	bordeaux
ヴァンパイア	vampyr
受け取り	mottok
受け取り	mottatte
受け取り	mottatt
風刺	satire
仲裁	voldgift
顕微鏡	mikroskop
検察官	aktoratet
検察官	anklageren
検察官	aktor
ボトル	flasker
ボトル	flaske
ダイハツ	daihatsu
神風	kamikaze
クォーター	kvart
グリッド	rutenett
リチウム	litium
わがまま	egoistisk
わがまま	egoist
ラバー	gummi
便所	toaletter
インタラクティブ	interaktiv
インタラクティブ	interaktive
セール	salgs
セール	salg
アグネス	agnes
フェス	fez
フェルナンデス	fernández
フェルナンデス	fernandez
フェルナンデス	fernandes
用紙	paper
用紙	papir
パラオ	palau
ミナ	mina
快楽	fornøyelse
快楽	glede
快楽	nytelse
ヒール	leges
ヒール	helbred
ヒール	hæl
ヒール	hælen
しみ	flekker
しみ	plett
しみ	flekk
均衡	likevekt
きれい	rein
きれい	reint
きれい	ren
きれい	rydde
きれい	rent
気球	ballong
イケメン	kjekke
イケメン	kjekk
ディラン	dylan
リンパ	lymfe
メンフィス	memphis
フィルタ	filter
フィルタ	filteret
フィルタ	filtrere
フィルタ	filter
フィルタ	filtre
フィルタ	filtrene
フィルタ	filtrerer
ヴォルフガング	wolfgang
チコ	chico
蒸発	fordamper
蒸発	fordamping
ココ	coco
ココ	koko
スクリュー	skrue
祈祷	bønn
募金	donasjon
募金	donasjonen
募金	bidraget
募金	bidrag
募金	donerer
募金	donere
募金	gi
募金	donasjoner
募金	bidrag
智之	tomoyuki
オリエント	orienten
オリエント	orient
オーランド	orlando
作物	avlingene
作物	avlinger
パウンド	pund
シャーロック	sherlock
スタッド	stade
スタッド	hingst
リッター	ritter
村人	landsbyboerne
トカゲ	firfisler
トカゲ	øgle
トカゲ	firfisle
参道	tilnærming
飢饉	hungersnød
ピストル	pistol
ブランチ	grein
ブランチ	gren
ブランチ	grenen
ブランチ	branch
別館	anneks
聖歌	salme
聖歌	salmer
漁師	fiskerne
漁師	fiskere
漁師	fisker
ガーナ	ghana
ガーナ	ghanas
ミレニアム	årtusen
ミレニアム	millenium
ミレニアム	årtusen
ミレニアム	millennium
なぜなら	because
なぜなら	fordi
塩素	klor
釈迦	shaka
つぼみ	knopper
ジェニファー	jennifer
クレイグ	craig
パッチ	lapper
パッチ	patch
アイザック	isaac
アイザック	isak
美学	estetikk
死別	enke
死別	enkemann
筆記	skriftlige
筆記	skrevet
筆記	skriver
筆記	skriving
セバスチャン	sebastian
レコーダー	blokkfløyte
ダイアナ	diana
リハビリ	rehabilitering
バーゼル	basel
テリア	terrier
苦情	klager
苦情	klagen
苦情	klage
二階	ovenpå
二階	overetasjen
二階	oppe
代名詞	pronomen
代名詞	pronomen
静脈	årer
静脈	vene
静脈	åre
静脈	blodåre
チューン	melodi
チューン	melodien
チューン	tune
ノルマンディー	normandy
ノルマンディー	normandie
ハウ	howe
合法	legitimt
開示	åpenhet
信之	nobuyuki
エデン	eden
デザート	dessert
デザート	desserten
デザート	ørken
デザート	ørkenen
デザート	desserter
リバイバル	revival
動脈	arterielle
動脈	arterie
動脈	arteriene
ツイッター	twitter
発熱	feber
リュック	ryggsekk
リュック	luc
忍び	shinobi
織物	tekstil
織物	tekstiler
ペスト	pest
礼儀	etikette
礼儀	høflighet
ボンド	binding
ボンド	obligasjon
ボンド	bond
グロス	ekkel
ヴィーナス	venus
ゴリラ	gorilla
ゴリラ	gorillaer
リサイタル	fremføring
フリッツ	fritz
ブランコ	blanco
ニトロ	nitro
ジュゼッペ	giuseppe
竜巻	tornado
竜巻	tornadoer
健治	kenji
苦悩	kval
ゴリ	gori
ゴア	goa
ゴア	gore
ネブラスカ	nebraska
ポロ	polo
日没	solnedgang
日没	solnedgang
山東省	shandong
ミュラー	müller
ミュラー	mueller
ミュラー	muller
セルティックス	celtics
ディナー	middager
ディナー	middag
ディナー	middagen
白金	platinum
白金	platina
パラグアイ	paraguay
パラグアイ	paraguays
パラグアイ	paraguays
ブカレスト	bucurești
不信	mistillit
不信	mistro
ジェシー	jesse
オオカミ	wolf
オオカミ	ulv
コンタクト	kontakte
コンタクト	kontakt
コンタクト	contact
バスケット	kurv
ザルツブルク	salzburg
万里	wanli
特製	spesialitet
快感	fornøyelse
快感	glede
快感	nytelse
叔母	tanta
叔母	tante
空想	fancy
パーソナル	personlig
パーソナル	personlige
百姓	bøndene
百姓	bønder
段落	avsnitt
段落	avsnittet
段落	avsnitt
ハーモニー	harmoni
ハーモニー	harmony
やっと	endelig
アイディア	idè
アイディア	ide
アイディア	idea
アイディア	peiling
アイディア	idé
アイディア	ideer
アイディア	idéer
タイラー	tyler
アンプ	forsterker
アンプ	forsterkere
宝物	skatter
宝物	skattene
宝物	skatten
宝物	skatter
礼子	reiko
マルクス主義	marxisme
サーブ	serve
サーブ	tjene
サーブ	tjen
サーブ	saab
イワン	ivan
ギフト	gaver
ギフト	gaven
ギフト	gave
理性	årsak
理性	fornuft
理性	grunn
恨み	harme
ビスマルク	bismarck
構文	syntaks
ミキ	miki
光景	severdigheter
光景	sikte
光景	syn
アインシュタイン	einstein
申し立て	omstridt
申し立て	omstridte
申し立て	strides
申し立て	tvist
申し立て	tvisten
エミリー	emily
安い	billige
安い	billig
安い	gjerrig
スラッシュ	skråstrek
ハーレム	harlem
サンズ	sands
ガイ	kar
ガイ	guy
プラット	platt
プラット	pratt
プラット	platte
バタフライ	butterfly
バタフライ	sommerfugl
修業	læretid
最小限	minimere
最小限	minimale
最小限	minimal
最小限	minimalt
エレナ	elena
エレナ	jelena
クイーンズ	dronninger
クイーンズ	queens
コサック	kosakker
コサック	kosakk
スペル	staving
スペル	stavekontroll
スペル	stave
チャレンジャー	challenger
ホワイトハウス	whitehouse
プロポーズ	foreslår
プロポーズ	frieri
バント	bunt
パラレル	parallell
ゴマ	sesam
サザン	sørlige
サザン	southern
サザン	søndre
図形	geometri
図形	formen
図形	shape
図形	form
図形	fasong
ゲノム	genomet
デイヴ	dave
ドッキング	dokk
ドッキング	dock
ドッキング	docking
マダム	madam
マダム	frue
マダム	madame
マダム	madame
平沢	hirasawa
トレント	trent
アーセナル	arsenal
請願	begjæringen
請願	begjæring
請願	underskriftskampanje
アトランティック	atlantic
アトランティック	atlanteren
美保	miho
メチル	metyl
幸田	koda
おば	tanta
おば	tante
おば	tanter
腐敗	forråtnelse
視線	blikk
ベイビー	baby
備後	bingo
キルギス	kirgisistan
とにかく	uansett
アダムス	adams
ブライト	bright
ブライト	lyse
参事官	rådmann
トレーラー	trailer
毛皮	pels
コロシアム	coliseum
コロシアム	colosseum
シンフォニー	symfoni
エスカレーター	rulletrapp
選任	avtale
選任	valget
ゴールキーパー	keeperen
ゴールキーパー	målvakt
マグマ	magma
条文	underhold
条文	utdeling
条文	proviant
条文	bestemmelser
ニクソン	nixons
ニクソン	nixon
マリオン	marion
ごみ	søppel
ごみ	søppel
ハーブ	herb
ハーブ	urter
フィアット	fiat
ドロシー	dorothy
カッター	cutter
チェ	choi
チェ	che
講道館	kodokan
フェンダー	fender
キール	kir
キール	kjølen
キール	kjøl
ジョーク	vits
ジョーク	spøk
ジョーク	spøker
ジョーク	vitser
フォスター	foster
みさき	misaki
クロスオーバー	crossover
孵化	hatch
孵化	luken
孵化	klekkes
コウモリ	balltre
コウモリ	bat
コウモリ	flaggermus
コウモリ	flaggermus
バチカン	vatikanet
バール	bar
トリス	tris
丹下	tange
編み	fletter
ヴィラ	vila
ヴィラ	villa
ヴィラ	villaer
ユーモア	humoristisk
ユーモア	humor
ユーモア	humor
溶液	løsning
転覆	styrte
ウイスキー	whiskey
ウイスキー	whisky
ウイスキー	whiskey
ウイスキー	whisky
バッド	vond
バッド	dårlig
バッド	ille
バッド	slem
ナシ	pære
アレクセイ	aleksej
アレクセイ	alexei
アレクセイ	aleksej
アレクセイ	aleksej
アレクセイ	aleksej
アレクサンドリア	alexandria
ファゴット	fagott
エリザベート	elisabeth
借用	låner
誠実	oppriktighet
コンポーネント	komponenten
コンポーネント	komponent
コンポーネント	komponentene
コンポーネント	komponenter
聴覚	høring
聴覚	hørsel
簡潔	konsis
トリガー	utløser
トリガー	trigger
トリガー	avtrekkeren
イベリア	iberia
武内	takeuchi
古事記	kojiki
イーグルス	ørner
イーグルス	eagles
チューリップ	tulipaner
チューリップ	tulipan
舞子	maiko
ガッツ	guts
レニングラード	leningrad
吉見	yoshimi
リップ	riv
リップ	rip
コルト	colt
プランニング	planlegger
プランニング	planlegging
曲面	overflate
曲面	overflaten
煉瓦	murstein
煉瓦	brick
煉瓦	murstein
ペイン	paine
ペイン	payne
ペイン	pain
ペイン	smerte
薬剤師	farmasøyt
自律	autonome
ポツダム	potsdam
ニコル	nicol
ニコル	nicole
嫌がらせ	trakassere
嫌がらせ	trakassering
ハーグ	haag
プロヴァンス	provence
ミーティング	møter
ミーティング	møtene
ミーティング	møte
カーペット	tepper
カーペット	teppe
モンタナ	montana
カビ	muggsopp
カビ	mugg
カビ	muggsopp
ギャップ	gap
アルス	ars
シェリー	cherie
シェリー	sherry
シェリー	shelly
乗り物	kjøretøyer
乗り物	kjøretøy
乗り物	kjøretøy
ダニ	flått
ダニ	tikk
ダニ	dani
伊奈	ina
暖房	oppvarming
イネ	ine
数量	mengder
数量	mengde
数量	antall
数量	kvantitet
倍率	forstørrelse
江蘇省	jiangsu
中級	intermediate
パンドラ	pandora
チャイコフスキー	tsjajkovskij
テンプル	tempelet
テンプル	tempel
テンプル	temple
偽造	forfalskning
エメラルド	smaragder
エメラルド	smaragd
テレサ	teresa
テレサ	theresa
マッカートニー	mccartney
パタゴニア	patagonia
太い	tjukk
太い	tykk
太い	tykt
太い	tykke
アニー	annie
ベルン	bern
コックピット	cockpit
コックピット	cockpiten
匂い	lukt
匂い	lukte
匂い	lukter
精神病	psykose
ゴメス	gomes
ゴメス	gomez
ゴメス	gómez
ゲーテ	goethe
無条件	betingelsesløst
無条件	ubetinget
オスカル	oscar
春野	haruno
リハーサル	øving
リハーサル	øver
リハーサル	øvet
ケニー	kenny
アスファルト	asfalt
祝う	feire
サラダ	salater
サラダ	salat
エクアドル	ecuador
制動	bremsing
和尚	osho
河北省	hebei
ルワンダ	rwanda
ドーピング	doping
シューマン	schumann
シューマン	schuman
パラリンピック	paralympics
十字路	korsvei
十字路	veiskille
レナード	leonard
グライダー	glidefly
ベルナール	bernard
エンリケ	enrique
ひどい	forferdelig
ひどい	fryktelig
ひどい	skrekkelig
ひどい	grusomt
ババ	baba
ババ	bubba
ポーツマス	portsmouth
オスロ	oslo
ヴァンガード	vanguard
モニカ	monica
モニカ	monika
スペシャリスト	spesialist
スペシャリスト	spesialisten
リガ	riga
ロコ	loco
パワフル	kraftfull
パワフル	mektig
パワフル	kraftig
ジョシュ	josh
スカーレット	scarlet
スカーレット	scarlett
放射能	radioaktivitet
ギニー	guineas
ペレス	perez
ペレス	pérez
泣く	gråt
泣く	cry
泣く	gråte
泣く	gråt
泣く	griner
泣く	gråtende
泣く	gråter
インディー	indie
田尻	tajiri
ペガサス	pegasus
ディエゴ	diego
観念	idè
観念	ide
観念	idea
観念	peiling
観念	idé
前例	enestående
叫ぶ	rop
叫ぶ	shout
叫ぶ	rope
ケネス	kenneth
バタ	bata
シャドウ	skygge
シャドウ	shadow
シャドウ	skyggen
発送	sentralen
マンガン	mangan
教訓	lekse
教訓	leksjon
ポッター	potter
ハト	duene
ハト	duer
ハト	due
スモール	lite
スモール	small
スモール	små
スモール	smått
スモール	liten
パルコ	parco
給料	lønn
打楽器	perkusjon
広田	hirota
エドワーズ	edwards
スズ	tinn
スズ	tin
ベネット	bennett
ミミ	mimi
洗脳	hjernevask
肩書	tittel
忠雄	tadao
ダライ	dalai
コンペティション	konkurranse
役立つ	nyttig
役立つ	hjelpsom
役立つ	behjelpelig
役立つ	nyttige
世俗	sekulær
成虫	imago
ドリンク	drikk
ドリンク	dram
ドリンク	drink
ドリンク	drikke
ドリンク	drinker
ドリンク	drinks
子宮	livmor
子宮	livmor
慶喜	yoshinobu
グラスゴー	glasgow
ワタナベ	watanabe
航法	navigering
航法	navigasjon
みやこ	miyako
下水道	kloakk
カザン	kazan
シアン	cyan
シェパード	hyrde
シェパード	gjeter
シェパード	shepard
贈り物	gaver
贈り物	gaven
贈り物	gave
退位	abdikasjon
退位	abdisert
退位	abdisere
ラグナ	laguna
ノヴゴロド	novgorod
オビ	obi
ベネディクト	benedict
ベネディクト	benedikt
エッチ	ecchi
検閲	sensuren
検閲	sensurert
検閲	sensur
オペレーション	operasjoner
オペレーション	operasjon
オペレーション	operation
ガーディアン	guardian
ガーディアン	verge
小麦	hvete
小麦	wheat
物事	ting
物事	things
ブイ	bøye
描画	tegning
描画	trekning
描画	tegner
描画	tegne
ノンストップ	nonstop
パレット	pall
パレット	palett
マギー	maggie
フューチャー	fremtidig
フューチャー	fremtiden
フューチャー	future
フューチャー	fremtid
フューチャー	framtid
フューチャー	framtida
狂気	sinnssyke
狂気	galskap
狂気	galskap
狂気	galskap
狂気	sinnssykdom
リマ	lima
懸賞	premier
ストーカー	spionert
ストーカー	forfulgt
ストーカー	forfulgte
ストーカー	forfølger
ストーカー	forfølge
ストーカー	stalker
ロバ	esler
ロバ	eselet
ロバ	esel
ジュリー	julie
村落	landsbyer
村落	landsbyene
村落	landsby
村落	village
村落	bygda
生態系	økosystem
かわいい	søt
モニュメント	monumenter
モニュメント	monumentet
モニュメント	monument
高梨	takanashi
ジャッジ	judge
ジャッジ	dommer
注入	infusjon
ローラン	laurent
ファインダー	finder
ザグレブ	zagreb
ニューカッスル	newcastle
サクラメント	sacramento
サクラメント	sakrament
マジカル	magisk
リクルート	rekrutt
銃器	skytevåpen
銃器	skytevåpen
ソート	sortering
ソート	sorter
ソート	sortere
ソート	sortering
サンダー	thunder
サンダー	torden
紅茶	tea
紅茶	te
ノーラン	nolan
信じる	tro
信じる	trø
信じる	believe
ピッコロ	piccolo
ガマ	gama
ヴィンセント	vincent
浜口	hamaguchi
ハイライト	fremhevet
ハイライト	fremhever
ハイライト	høydepunkter
ハイライト	høydepunktene
ハイライト	høydepunktet
ハイライト	fremheve
ハイライト	høydepunkt
フェスタ	festa
マシーン	maskin
ポーラ	paula
船首	bukk
船首	baug
船首	bow
船首	bue
暗闇	mørke
暗闇	darkness
暗闇	mørket
エスパーニャ	españa
マーチン	martin
八田	hatta
リラ	lira
リラ	lire
リラ	rila
せり	auksjoner
リベラル	liberale
リベラル	liberal
ゼルダ	zelda
プロローグ	prologue
果物	frukt
果物	frukter
果物	frukt
おじ	onkel
おじ	onkelen
おじ	onkler
おじ	onklene
停電	blackout
爬虫類	krypdyr
爬虫類	krypdyr
共感	empati
五つ	fem
五つ	five
税金	moms
税金	skatt
税金	skatt
税金	selvangivelsen
税金	skatter
登る	klatre
隔離	isolasjon
バーレーン	bahrain
バーレーン	bahrains
球体	sfære
領事	konsul
未熟	umoden
未熟	umodne
ブラームス	brahms
伸一	shinichi
キャメロン	cameron
マーキュリー	kvikksølv
マーキュリー	mercury
知識人	intellektuelle
知識人	intellektuelle
知識人	intellektuell
砲艦	kanonbåt
ウェディング	bryllup
ウェディング	brylluper
ウェディング	bryllup
義昭	yoshiaki
着物	kimono
救急車	ambulanse
神保	jimbo
花弁	kronbladene
残党	rester
セグメント	segmenter
セグメント	segment
セグメント	innslag
ノエル	noël
ノエル	noel
ナタリー	natalie
武井	takei
在庫	beholdningen
トミ	tomi
カーティス	curtis
サングラス	solbriller
セブ	cebu
スプリンター	sprinter
スプリンター	flis
ドミニク	dominic
ビルバオ	bilbao
ペルソナ	persona
リセット	tilbakestilt
リセット	tilbakestilling
リセット	tilbakestille
リセット	tilbakestill
リセット	tilbakestiller
リセット	tilbakestille
軍縮	nedrustning
軍縮	avvæpnet
スプレー	spray
ガリレオ	galileo
ポテンシャル	potensial
ポテンシャル	potensielt
ポテンシャル	potensielle
ポテンシャル	potensiale
生化学	biokjemi
スピーチ	tale
スピーチ	talen
ジャスティン	justin
シング	singh
デュッセルドルフ	düsseldorf
デュッセルドルフ	düsseldorf
タスク	oppgaver
タスク	oppgave
ジュピター	jupiter
キャプション	caption
キャプション	bildeteksten
キャプション	bildetekst
キャプション	bildetekster
キャプション	captions
キャプション	undertekster
キャプション	teksting
プレイオフ	sluttspillet
ユヴェントス	juventus
物品	varer
サイレン	siren
サイレン	sirene
ルーレット	rulett
小人	dverg
リビング	bodd
リビング	levende
チャド	tsjad
チャド	chad
チャド	tsjads
重信	shigenobu
バイオリン	fiolin
ジャカルタ	jakarta
インターフェース	grensesnitt
キノ	kino
キノ	keno
即興	improvisasjon
コーダ	coda
ドロー	draw
ドロー	trekk
ドロー	uavgjort
ドロー	tegne
済州	jeju
賞品	premier
公判	rettssak
公判	prøving
公判	rettergang
カスタマイズ	tilpasse
カスタマイズ	tilpass
カスタマイズ	tilpasse
カスタマイズ	tilpass
カスタマイズ	tilpassing
バングラデシュ	bangladesh
ペルシャ	persisk
ペルシャ	persiske
ペルシャ	perser
車道	innkjørselen
変種	variasjon
リハビリテーション	rehabilitering
屈折	lysbrytning
アクセサリー	tilbehør
アクセサリー	medskyldig
肥料	gjødsel
フォーチュン	formue
フォーチュン	fortune
ラッパー	rapper
ラッパー	wrapper
検知	oppdaget
検知	oppdage
アイスクリーム	iskrem
義弘	yoshihiro
花序	blomsterstand
野獣	beist
野獣	beast
野獣	beistet
野獣	udyr
サメ	haier
サメ	shark
フレディ	freddy
湖沼	sjøer
湖沼	innsjøer
ソチ	sotsji
オペレーター	operatør
南陽	nanyo
ゲット	hent
ゲット	få
ゲット	get
レイチェル	rachel
バンクス	banks
バンクス	banker
ナット	nøtt
ナット	nat
陽気	muntert
陽気	lystig
陽気	munter
陽気	jolly
陽気	lekent
陽気	lekne
ホルヘ	jorge
概説	omriss
概説	oppsummering
概説	sammendrag
遊佐	yusa
マグロ	tunfisk
ジョイ	joy
ジョイ	glede
クッキング	matlaging
リーク	lekkasjer
プッシュ	push
プッシュ	dytt
プッシュ	press
ファンク	funk
キープ	holde
キープ	behold
キープ	hold
キープ	keep
グアテマラ	guatemala
グアテマラ	guatemala
グアテマラ	guatemalansk
フライデー	fredag
ダイバー	dykker
ダイバー	dykkere
可視	synlig
可視	synlige
メタン	metan
長方形	rektangel
長方形	rektangulære
パイプライン	rørledning
有益	fordelaktig
河南省	henan
