karen	karen
mezery	缺口
mezery	間距
mezery	間隔
mezery	間隙
mezery	缺口
mezery	差距
kořenů	根
odsouzení	判罪
odsouzení	信念
odsouzení	定罪
odsouzení	譴責
odsouzení	量刑
odsouzení	判刑
odsouzení	定罪
odsouzení	判罪
gil	gil
udržování	維持
trojúhelník	三角形
trojúhelník	三角
midi	midi
soudců	法官
vazbě	保管
vazbě	監護
vazbě	羈押
nedostatečné	不足
nedostatečné	不足
zkouška	測試
zkouška	試驗
zkouška	測驗
zkouška	排練
zkouška	排演
zkouška	彩排
zkouška	測試
zkouška	測驗
zkouška	檢驗
zkouška	試驗
styly	樣式
styly	風格
akutní	急性
akutní	尖銳
lehčí	打火機
lehčí	輕
dělo	大炮
dělo	砲
dělo	大砲
dělo	炮
eden	伊甸園
eden	eden
omezený	有限
omezený	限量
omezený	限
omezený	受限
omezený	受限
klinické	臨床
sucha	乾旱
sucha	旱災
sucha	乾旱
sucha	旱災
dlouhodobý	終生
dlouhodobý	一生
dlouhodobý	終身
klanu	氏族
klanu	部族
klanu	氏
mapu	地圖
hold	悼念
vynález	發明
vlast	祖國
vlast	祖國
mědi	銅礦
mědi	銅
zobák	喙
hanse	hans
bezpečné	安全
bezpečné	平安
bezpečné	安全
svařování	焊接
svařování	焊
platný	有效
jmění	財富
helen	海倫
helen	helen
genesis	創世紀
genesis	創世
genesis	起源
výhodné	方便
výhodné	討價還價
výhodné	議價
menšina	少數人
menšina	少數民族
luke	luke
luke	路加
oslabení	削弱
oslabení	弱化
trubky	管道
trubky	水管
jicchak	yitzhak
dvojčata	雙胞胎
speed	速度
speed	速
venkova	農村
členské	會員
členské	成員
vize	幻象
vize	願景
vize	視覺
vize	願景
vize	視野
vize	展望
ostrovní	海島
ostrovní	島嶼
ostrovní	島
učitelé	教師
islámské	伊斯蘭
hladká	光滑
hladká	順利
hladká	平滑
hladká	平穩
pearl	明珠
pearl	珍珠
charitativní	慈善
charitativní	慈善
svaly	肌肉
svaly	肌
svaly	肌肉
vynalezl	發明
bon	bon
afd	afd
rybníku	池
rybníku	池塘
kouzlo	拼字
kouzlo	咒語
kouzlo	拼
kouzlo	咒
kouzlo	拼寫
kouzlo	魔神
kouzlo	魔法
kouzlo	魔術
kouzlo	神奇
kouzlo	魔力
mozilla	mozilla
hlavice	彈頭
hlavice	彈頭
vietnam	越南
orig	orig
harryho	哈利
harryho	harry
ustoupit	退
ustoupit	撤退
glenn	glenn
peace	平安
peace	和平
posuzování	評估
mechanismy	機制
pracovníky	勞動者
pracovníky	工人
kritici	評論家
kritici	批評家
sklad	倉庫
sklad	倉儲
sklad	儲存
sklad	貯存
ústředí	總部
ústředí	總部
výměny	交易所
výměny	交流
npov	npov
vyrobený	製造
slávu	名望
slávu	名氣
slávu	榮耀
slávu	光榮
hmota	質量
hmota	彌撒
trenýrky	短褲
ježek	刺蝟
litrů	公升
litrů	加侖
napájení	電力
napájení	電源
napájení	動力
napájení	權力
rolls	卷
camp	露營
camp	難民營
camp	營
camp	營地
hrubé	毛
hrubé	毛額
hrubé	粗糙
hrubé	粗鄙
ios	ios
čest	名譽
čest	榮譽
čest	名譽
čest	榮譽
odstoupení	辭職
odstoupení	撤回
polokouli	半球
úmluvy	公約
žaludku	胃
žaludku	肚子
guvernéra	省長
guvernéra	總督
guvernéra	州長
vancouveru	溫哥華
modlitba	祈禱
modlitba	禱告
modlitba	祈禱
modlitba	禱告
promoval	畢業
vlákno	纖維
vlákno	纖維
vlákno	線
šípy	箭頭
šípy	箭
monica	monica
nekrolog	訃告
brzdy	煞車
brzdy	制動
brzdy	煞車
brzdy	制動
postižené	殘疾
týdně	每星期
týdně	週刊
týdně	每週
týdně	每周
milena	milena
chápání	理解
chápání	諒解
quercus	櫟
blanc	blanc
tobolka	膠囊
tobolka	囊
rasa	比賽
rasa	賽跑
rasa	種族
rasa	競賽
monika	monica
navždy	永遠
nadání	才幹
nadání	人才
nadání	才華
nadání	天才
nadání	天賦
nadání	人才
cole	cole
cole	科爾
závažné	認真
závažné	嚴重
závažné	嚴肅
závažné	嚴重
závažné	重度
playstation	playstation
bart	bart
bauer	bauer
suzuki	鈴木
neobvyklé	異常
neobvyklé	不尋常
skoky	蹦跳
skoky	跳躍
přečíst	讀
přečíst	讀取
přečíst	閱讀
con	con
kennedyho	肯尼迪
kennedyho	kennedy
hraně	邊緣
autonomii	自主
autonomii	自治
vět	句子
vět	刑期
vět	判刑
korejské	韓國
korejské	韓語
minerály	礦物質
minerály	礦物
minerály	礦產
věrnost	忠心
věrnost	忠誠
věrnost	效忠
sněmovna	屋
sněmovna	房屋
sněmovna	房子
klávesnice	鍵盤
klávesnice	鍵盤
dohled	監督
dohled	監管
dohled	督導
dohled	監督
dohled	監視
dohled	監督
vlhkost	水分
vlhkost	濕度
vlhkost	潮濕
vlhkost	濕度
projekce	投射
projekce	投影
projekce	預測
projekce	預測
tajný	秘密
dotazy	查詢
dotazy	問題
dotazy	詢問
dotazy	查詢
dotazy	詢問
dotazy	查詢
redakční	社論
nápoje	飲料
nápoje	飲料
zpoždění	推遲
zpoždění	延遲
zpoždění	延誤
zpoždění	拖延
zpoždění	晚
zpoždění	遲到
zpoždění	遲
zpoždění	延遲
zpoždění	延誤
zpoždění	拖延
zpoždění	延遲
zpoždění	延誤
misionář	傳教士
misionář	傳教
genetické	遺傳
hugh	休
autority	權威
keramiky	陶器
keramiky	陶藝
keramiky	陶瓷
beneše	benes
carmen	carmen
křivky	曲線
křivky	曲線
mysl	頭腦
mysl	心靈
peking	北京市
peking	北京
peking	北京
nahrazeno	取代
noze	腿
noze	leg
obrovská	巨大
opak	對面
fbi	fbi
šedý	灰色
šedý	灰
šedý	灰色
šedý	灰
šedý	grey
šaty	裙
šaty	裙子
šaty	禮服
šaty	服裝
šaty	衣物
šaty	衣服
med	med
upraveno	修改
ostrý	尖銳
ostrý	鋒利
ostrý	銳利
smíšená	混合
zpívat	唱
zpívat	唱歌
zpívat	歌唱
předsedkyně	主席
nacisté	納粹黨
nacisté	納粹
rána	吹
rána	炸
rána	傷口
salon	沙龍
milost	慈悲
milost	憐憫
milost	仁慈
milost	恩典
milost	grace
poláci	極地
zákazníky	客戶
zákazníky	顧客
nadšení	興奮
nadšení	熱心
nadšení	熱情
nadšení	熱心
nadšení	興奮
nadšení	激動
bojiště	戰地
bojiště	戰場
levnější	便宜
někam	某處
nemocný	病
nemocný	生病
kritický	危急
kritický	批判
kritický	臨界
elektronický	電子
xxx	xxx
bahn	bahn
jesse	jesse
horizontální	橫向
horizontální	水平
rozpuštění	溶解
platforma	站台
platforma	平台
face	臉
face	臉部
účinný	有效
stanoviska	意見
módy	時裝
módy	時尚
vzpoura	叛亂
vzpoura	反抗
vzpoura	起義
vzpoura	暴動
vzpoura	暴亂
vzpoura	騷亂
vzpoura	叛亂
vzpoura	叛變
vzpoura	叛亂
vzpoura	叛逆
vzpoura	反叛
poselství	留言
poselství	訊息
poselství	信件
poselství	訊息
poselství	信件
poplatek	電荷
poplatek	充電
poplatek	收費
poplatek	費用
poplatek	收費
poplatek	費
poplatek	手續費
zobrazování	成像
zobrazování	影像
fragmenty	片段
fragmenty	碎片
halle	廳
halle	霍爾
halle	大廳
halle	hall
odstraněn	刪除
core	核心
core	core
level	層次
level	級別
level	等級
level	三級
level	關卡
ghz	ghz
paprsky	梁
paprsky	光束
paprsky	射線
výbuch	爆炸
výbuch	爆
výbuch	爆炸
valentin	valentin
egyptský	埃及
četnost	頻率
vista	vista
meyer	meyer
wwe	wwe
cook	做飯
cook	煮
cook	廚師
aplikovat	適用
vpřed	向前
angela	angela
spisovatelé	作家
spisovatelé	作者
isaac	isaac
nápověda	線索
nápověda	提示
deváté	第九
sportovci	運動員
deprese	抑鬱
deprese	鬱悶
deprese	蕭條
deprese	抑鬱
deprese	抑鬱症
deprese	沮喪
cameron	cameron
manipulace	處理
manipulace	篡改
manipulace	操縱
lisabon	里斯本
lisabon	lisbon
mason	梅森
mason	mason
oda	織田
skot	牛
registru	登記處
vně	外部
vně	室外
vně	外面
vně	外
výdaje	支出
výdaje	花費
výdaje	費用
výdaje	開支
výdaje	支出
výdaje	支出
doplněk	補充
doplněk	輔助
doplněk	配件
doplněk	從犯
doplněk	補充
doplněk	補
dokončeno	完成
dokončeno	完整
dokončeno	完成
přijato	接受
hypotéza	假設
hypotéza	假說
sériová	串列
kilogramů	千克
kilogramů	公斤
romantické	浪漫
regent	攝政
myši	鼠
myši	滑鼠
myši	鼠
akcie	股票
akcie	庫存
akcie	共享
akcie	分享
akcie	股份
akcie	股票
akcie	存貨
akcie	庫存
déšť	雨
déšť	下雨
déšť	雨水
menu	選單
menu	選單
oblouky	拱門
údajné	據稱
ieee	ieee
kabinet	內閣
titan	鈦
titan	泰坦
siemens	siemens
vodopády	瀑布
vodopády	瀑布
vodopády	瀑布
grafu	圖表
grafu	圖形
grafu	圖
incident	事變
incident	事件
snů	夢
snů	夢境
snů	夢想
zvětšení	擴大
owen	owen
owen	歐文
řádky	線條
řádky	線
nejdřív	首先
nejdřív	第一
následovat	跟著
následovat	跟隨
ekologie	生態學
ekologie	生態
kružnice	圓形
kružnice	圓
kružnice	圓圈
kružnice	迴圈
kružnice	圈
odpovědí	回覆
odpovědí	答復
privilegia	特權
pěšky	步行
pěšky	散步
pěšky	走路
přeloženo	翻譯
tajná	秘密
muslimů	穆斯林
díry	孔洞
díry	洞口
díry	孔
díry	洞
díry	孔洞
zbrojnice	軍械庫
zbrojnice	軍械庫
zbrojnice	軍械
mohutný	大規模
plovoucí	漂浮
plovoucí	漂
plovoucí	浮
plovoucí	浮動
plovoucí	飄
abs	abs
irák	伊拉克
lékařský	醫療
lékařský	醫務
lékařský	醫學
odděleny	分居
seskupení	集群
seskupení	集群
zrcadlo	鏡
zrcadlo	鏡子
procento	百分比
procento	百分比
synonyma	同義詞
synonyma	同義字
mrakodrap	摩天大樓
plynule	流利
plynule	流暢
plynule	流利
duší	靈魂
duší	靈魂
nina	nina
berry	漿果
berry	berry
potvrdit	確認
potvrdit	證實
bílkovin	蛋白質
bílkovin	蛋白
bílkovin	蛋白質
bílkovin	蛋白
shoda	共識
shoda	匹配
shoda	比對
shoda	match
galil	galil
zkuste	嘗試
zkuste	試試
palubu	甲板
amatérský	業餘
doi	土井
doi	doi
údržba	維護
údržba	維修
údržba	維持
údržba	保養
spa	spa
spa	溫泉
spa	水療
identifikace	識別
ztrát	虧損
ztrát	損失
nehoda	意外
nehoda	事故
doplňují	補充
doplňují	輔助
publikovat	刊登
publikovat	發表
judo	柔道
ejn	ein
hrubá	毛
hrubá	毛額
ráje	天堂
ráje	樂園
vatikán	梵蒂岡
obřad	儀式
obřad	儀式
obřad	禮
kameraman	攝影師
deště	雨
deště	下雨
deště	雨水
nápoj	喝
nápoj	喝酒
nápoj	飲料
chrámy	廟宇
chrámy	寺廟
ledvin	腎臟
ledvin	腎
ledvin	腎
ledvin	腎臟
ledvin	腎
claire	claire
genů	基因
médium	靈媒
médium	通靈
médium	介質
médium	中型
médium	中等
médium	媒介
todd	todd
lin	lin
lin	林
komunikovat	互動
komunikovat	溝通
vládne	reigns
mutace	突變
mutace	變異
mutace	突變
tání	熔化
tání	融化
tání	解凍
legální	合法
mučedník	烈士
mučedník	殉難者
vyřešení	解決
vyřešení	決斷
vyřešení	決心
máj	may
máj	梅
máj	五月份
máj	五月
tag	標記
tag	標籤
narozena	生於
narozena	誕生
narozena	出生
narozena	天生
karibiku	加勒比
hodina	時辰
hodina	小時
racionální	理性
psychologické	心理
napsané	書寫
napsané	撰寫
smyčka	環
smyčka	迴圈
kdykoliv	每當
kdykoliv	隨時
kdykoliv	隨時隨地
plodu	胎兒
plodu	胎兒
závazné	正宗
závazné	裝訂
zásobník	雜誌
zásobník	容器
zásobník	貨櫃
zásobník	片段
zásobník	剪輯
zásobník	夾
jednotu	統一
jednotu	團結
dostupnost	可用性
charty	包租
shaw	邵
shaw	蕭
shaw	shaw
shaw	肖
vaši	你的
edu	edu
xbox	xbox
rozpad	解體
rozpad	衰敗
rozpad	衰減
rozpad	衰變
muslimské	穆斯林
snižování	裁減
snižování	減少
snižování	裁減
odpůrci	對手
blokovat	區塊
blokovat	block
doleva	左側
doleva	左
doleva	左翼
doleva	左邊
sweet	甜蜜
sweet	甜
humanitární	人道主義
maroko	摩洛哥
integrované	整合
odhady	估計
podobnost	相似
podobnost	相似
výrobek	商品
výrobek	產品
výrobek	產物
salt	食鹽
salt	鹽
judy	judy
manipulaci	處理
manipulaci	操縱
křivka	曲線
jose	jose
alla	alla
zlom	中斷
zlom	休息
zlom	打破
romantický	浪漫
kamarád	朋友
kamarád	好友
neplatné	無效
navrhovatel	上訴人
vyloučit	排除
publikum	觀眾
rýže	大米
rýže	米
rýže	米飯
rýže	飯
konfigurace	配置
oživení	復興
oživení	復蘇
oživení	振興
respektovat	尊敬
respektovat	尊重
lucembursko	盧森堡
doplňky	飾品
doplňky	配件
krystaly	水晶
krystaly	晶體
neznámá	未知
neznámá	不明
radní	議員
zlo	惡
zlo	邪惡
buddhismus	佛教
spuštěna	引發
spuštěna	觸發
manhattan	曼哈頓
zachytit	擷取
zachytit	捕捉
zachytit	捕獲
zachytit	攔截
zachytit	截獲
galaxii	銀河
galaxii	星系
galaxii	galaxy
galaxii	銀河系
integraci	融合
integraci	整合
domácností	住戶
domácností	家用
domácností	住戶
třídění	排序
třídění	分流
třídění	分類
třídění	分級
multimediální	多媒體
rex	rex
společenská	社會
společenská	社交
fyzická	物理
směrnice	指令
směrnice	指令
zaměstnanec	僱員
zaměstnanec	員工
zaměstnanec	職工
živin	養分
živin	營養
živin	營養素
živin	養分
živin	營養素
araby	阿拉伯人
drog	藥物
poloměr	半徑
amatérské	業餘
králík	野兔
králík	兔
králík	兔子
gibson	gibson
rossi	ross
pohledy	明信片
fanoušci	粉絲
ekvivalent	等效
ekvivalent	相當於
gif	gif
vyhlídka	前景
přistěhovalců	移民
leander	leander
dannyho	danny
reorganizaci	重組
reorganizaci	改組
slavná	著名
slavná	有名
horké	熱
horké	燙
golf	高爾夫球
malta	迫擊炮
malta	馬耳他
jaderná	核
jaderná	核子
oxfordu	牛津
pianista	鋼琴家
hrany	邊緣
alkohol	酒類
alkohol	白酒
alkohol	醇
alkohol	酒精
alkohol	酒
alkohol	酒類
azarenková	azarenka
levá	左側
levá	左
levá	左翼
levá	左邊
explorer	探險家
explorer	explorer
podnikatele	創業者
podnikatele	創業者
zasáhnout	干預
zasáhnout	干涉
zasáhnout	介入
průmyslový	工業
mluvil	口語
marcela	marcel
unix	unix
náhrady	退款
náhrady	退還
náhrady	報銷
náhrady	補償
náhrady	賠償
náhrady	退款
bombardéry	轟炸機
mongolsko	蒙古
solo	獨唱
solo	獨奏
květiny	花
květiny	鮮花
květiny	花卉
květiny	花兒
květiny	花朵
přítoků	支流
strojírenství	工程
strojírenství	工程學
viry	病毒
viry	病毒
atom	atom
atom	原子
jeřáb	起重機
jeřáb	鶴
jeřáb	吊車
servis	服務
alessandro	alessandro
průsmyk	傳球
průsmyk	通過
průsmyk	通行證
pití	飲酒
pití	喝
pití	喝酒
pití	飲料
umělá	人工
umělá	人造
este	este
revolver	左輪手槍
pořádal	主辦
konsenzus	共識
petit	petit
smyčky	環
smyčky	迴圈
včera	昨天
včera	昨日
nástupnictví	繼承
nástupnictví	繼任
ústup	退
ústup	撤退
argumentace	論證
argumentace	參數
argumentace	爭論
argumentace	論點
argumentace	論證
argumentace	論據
argumentace	爭論
argumentace	論點
půlnoci	半夜
půlnoci	午夜
referenční	參考
gmbh	gmbh
spencer	spencer
dílna	研討會
křesťany	基督教徒
křesťany	基督徒
nejkratší	最短
nemocné	病
nemocné	生病
neúspěšné	失敗
rain	雨
rain	下雨
rain	雨水
bran	麩
spolupracovník	同事
draka	風箏
krvácení	流血
krvácení	出血
krvácení	出血
závěrečná	決賽
háj	grove
dav	暴徒
dav	暴民
dav	人群
dav	人群
dav	群眾
mate	交配
mate	隊友
vaněk	vaněk
nejrychleji	最快
vlastenecké	愛國
vlastenecké	愛國主義
tropech	熱帶
porte	porte
tuhé	僵化
tuhé	僵硬
tuhé	僵
liou	劉
flotila	艦隊
flotila	船隊
flotila	車隊
praktický	實用
janko	janko
vysílač	發射器
vysílač	發射機
ajax	ajax
falcon	獵鷹
falcon	隼
úloha	任務
úloha	作用
úloha	角色
luka	luke
luka	路加
luka	luka
koryta	槽
jpeg	jpeg
nátlak	壓力
nátlak	氣壓
nátlak	壓
nátlak	強制
nátlak	強迫
nátlak	脅迫
tiger	虎
tiger	老虎
číslování	編號
pískovec	砂岩
formování	成型
formování	形成
formování	塑造
nábytek	家俱
nábytek	傢具
nábytek	傢俱
atomové	原子
tlačítka	按鈕
tvůj	你的
vzácná	稀有
vzácná	難得
vzácná	罕見
dobytek	牛
chuck	chuck
vzájemná	相互
vzájemná	互
hope	希望
hope	hope
irina	irina
wen	溫
wen	文
cbs	cbs
medina	medina
zakázky	合約
zakázky	合同
zakázky	採購
partnery	夥伴
betonu	具體
betonu	混凝土
betonu	水泥
henryho	亨利
henryho	henry
vědce	科學家
vědce	科學家
pěkný	很好
pěkný	尼斯
pokrytí	覆蓋
pokrytí	封面
pokrytí	掩護
whisky	威士忌
whisky	威士忌
trvalý	永久
cas	cas
baba	巴巴
otáčení	輪值
otáčení	旋轉
otáčení	自轉
otáčení	輪換
svalů	肌肉
spider	蜘蛛
jensen	jensen
prezentaci	介紹
mathieu	mathieu
rušení	干擾
rušení	干預
rušení	干涉
svolení	允許
svolení	許可
zavádějící	誤導
case	案例
case	個案
case	案件
souhlasit	同意
pušky	步槍
bombardér	轟炸機
prostý	平原
jedi	絕地
naplnění	成就感
sekulární	世俗
vokální	聲樂
senior	資深
myspace	myspace
santos	santos
pastviny	牧場
pastviny	牧草
vůně	氣味
vůně	香味
vůně	芳香
vůně	香氣
vůně	芳香
vůně	香氣
vůně	芬芳
vůně	香味
vůně	香水
vůně	味道
vůně	聞
sobotka	sobotka
mnichů	僧侶
mnichů	和尚
němčina	德文
němčina	德語
velikonoční	復活節
vlakem	火車
vlakem	列車
esej	作文
esej	論文
jake	jake
sliby	諾言
sliby	承諾
sliby	允諾
sliby	許諾
sliby	誓言
sliby	誓詞
sezona	季
sezona	季節
předčasné	早產
křest	受洗
křest	洗禮
křest	洗禮
zmizí	消失
matkowski	matkowski
racek	海鷗
jin	金
jin	晉
jin	仁
jin	jin
jin	陰
jin	殷
kodex	法典
oděv	成衣
oděv	裝束
oděv	服飾
oděv	衣著
oděv	服裝
oděv	衣物
oděv	衣服
oděv	服裝
oděv	衣物
oděv	衣服
ubuntu	ubuntu
podmínkami	用語
podmínkami	術語
podmínkami	條款
podmínkami	條件
bern	伯爾尼
prázdný	空白
prázdný	空
prázdný	空白
kruhy	圈
kruhy	圈子
kruhy	圓圈
kruhy	環
kruhy	戒指
hollywoodu	好萊塢
firemní	公司
rukojmí	人質
rukojmí	人質
padá	墜落
padá	瀑布
novináři	記者
cpu	cpu
pokémonů	pokemon
letky	中隊
pravidelná	定期
pravidelná	經常
derek	derek
dopady	影響
dopady	特效
dopady	效應
dopady	影響
dopady	效果
nigérie	奈及利亞
modliteb	祈禱
modliteb	禱告
překladů	翻譯
historia	historia
psychické	心理
tempo	節奏
tempo	拍子
manfred	manfred
amadeus	amadeus
příležitostí	機遇
příležitostí	機會
triumf	凱旋
triumf	勝利
jessica	jessica
kina	電影
kina	電影院
kina	電影院
kina	電影
kina	戲院
ples	舞會
ples	球
náhodné	隨機
vlhkosti	水分
vlhkosti	濕度
vlhkosti	潮濕
vlhkosti	濕度
předky	祖先
diplom	文憑
průliv	海峽
přirozená	自然
přirozená	天然
kořisti	獵物
skrývá	隱藏
překročení	超過
překročení	超支
tygři	老虎
přeživší	生還者
přeživší	幸存者
přeživší	生還者
přeživší	幸存者
evangelium	福音
dodatek	修正案
dodatek	修正
vzorků	樣品
vzorků	樣本
čaje	茶葉
čaje	茶
uctívání	崇拜
uctívání	禮拜
grey	灰色
grey	灰
grey	grey
zahradník	園丁
vesninová	vesnina
dorazí	抵達
dorazí	到達
registraci	註冊
registraci	登記
pratt	pratt
žid	猶太人
žid	猶太
žid	猶太教
brouk	臭蟲
brouk	甲蟲
asistencí	助攻
juana	juan
ruiny	廢墟
ruiny	遺址
ruiny	遺跡
vystupování	表演
clarke	clarke
striktně	嚴格
radikálně	激進
jasnost	清晰度
jasnost	清晰
bopanna	bopanna
thajsko	泰國
slavní	著名
slavní	有名
kabinetu	內閣
rakoviny	癌症
rakoviny	癌
aspx	aspx
pokroku	進步
pokroku	進度
bomba	炸彈
astronomické	天文
mléčné	乳製品
stability	穩定
stability	穩定性
llodra	llodra
stopa	軌跡
stopa	蹤跡
stopa	小徑
stopa	足跡
stopa	腳印
měna	貨幣
měna	幣值
spektrální	光譜
jakoukoliv	任何
důležitost	重要
důležitost	重要性
jiskra	閃亮
jiskra	火花
jiskra	火種
stabilitu	穩定
stabilitu	穩定性
whitney	whitney
zavraždění	暗殺
zavraždění	刺殺
poradenství	咨詢
poradenství	咨詢
poradenství	輔導
poradenství	建議
poradenství	咨詢
poradenství	輔導
poradenství	咨詢
rotační	rotary
upravená	改編
upravená	修改
dynamické	動態
zásada	原則
zásada	原理
panel	小組
panel	面板
vatikánu	梵蒂岡
membrány	膜
teta	姑姑
teta	伯母
teta	姨媽
teta	阿姨
teta	姑姑
teta	姨媽
rychlá	快速
rychlá	快速
export	出口
export	出口
stranické	黨派
stranické	游擊隊
soutěžící	參賽者
soutěžící	參賽者
výnos	法令
výnos	政令
výnos	當量
výnos	產量
výnos	屈服
čepel	刀鋒
čepel	刀片
podřízené	從屬
podřízené	下屬
elementární	初等
elementární	元素
noha	腳
noha	英尺
noha	腿
noha	leg
odboj	阻力
odboj	電阻
odboj	抵抗
odboj	抵制
francouzština	法文
francouzština	法語
docent	講師
modelování	模特
modelování	造型
věrný	忠心
věrný	忠誠
věrný	忠誠
věrný	忠實
curtis	curtis
kurzů	課程
poplatky	收費
poplatky	費用
poplatky	收費
poplatky	手續費
dalekohled	望遠鏡
dalekohled	望遠鏡
shadow	影
shadow	影子
shadow	陰影
shadow	暗影
zjednodušení	簡化
harmonie	和睦
harmonie	和諧
gregor	gregor
výtah	抬
výtah	提升
výtah	電梯
výtah	升降機
výtah	電梯
daňové	納稅
daňové	稅務
daňové	稅收
daňové	稅
daňové	稅金
převést	轉帳
převést	轉讓
převést	轉移
převést	轉換
iris	iris
nadvládu	支配
nebezpečná	危險
nebezpečná	危險性
kostra	骷髏
kostra	骨架
kostra	骨骼
trans	跨
trans	轉運
doctor	醫師
doctor	醫生
doctor	博士
popel	灰
popel	骨灰
popel	灰燼
popel	灰
popel	ash
popel	火山灰
popel	灰燼
lindstedt	lindstedt
disky	磁碟
užitečná	實用
užitečná	有用
moduly	單元
zasahovat	干預
zasahovat	干涉
zasahovat	介入
shell	貝殼
shell	shell
shell	殼
legitimní	合法
historici	歷史學家
kompetence	能力
absolventi	校友
absolventi	畢業生
vyvíjet	演化
vyvíjet	進化
ashley	ashley
sektor	部門
cykly	週期
vápenec	石灰岩
moudrosti	智慧
nářadí	工具
nářadí	工具
lék	藥品
lék	藥物
lék	醫學
lék	藥
lék	醫藥
lék	治癒
lane	lane
lane	巷
lane	車道
podčeleď	subfamily
výlet	出遊
výlet	郊遊
výlet	旅行
výlet	行程
výlet	遊覽
výlet	遠足
začátky	開端
hlubší	更深
artur	阿瑟
artur	arthur
ellen	ellen
peněžní	貨幣
ošetření	治療
školení	培訓
školení	訓練
sven	斯文
požehnání	祝福
požehnání	祝福
kolmo	垂直
luca	luc
chi	志
skladiště	倉庫
skladiště	倉儲
večeři	晚飯
večeři	晚餐
jízdenky	票
jízdenky	門票
jízdenky	車票
jízdenky	票券
uvádění	放置
ministryně	大臣
ministryně	部長
wrestling	摔跤
wrestling	摔角
chajim	haim
teplá	溫暖
teplá	暖
teplá	同性戀
teplá	gay
dluh	債務
rozpory	差異
rozpory	矛盾
fantazie	想象力
fantazie	想象
fantazie	想像
fantazie	想像力
fantazie	幻想
fantazie	幻想
nara	奈良
odhalit	揭露
odhalit	揭示
odhalit	曝光
odhalit	揭露
drive	開車
drive	駕駛
fázích	階段
vita	vita
vita	vito
slovakia	斯洛伐克
přepravy	運輸
přepravy	交通
súdánu	蘇丹
rány	傷口
pid	pid
libye	利比亞
nabídnout	優惠
ghost	鬼魂
ghost	鬼
ghost	幽靈
santo	聖誕老人
částečné	局部
částečné	部分
masky	口罩
masky	面具
masky	面罩
masky	口罩
masky	面具
masky	面罩
sprint	衝刺
rebel	叛亂分子
rebel	反叛
rebel	叛軍
odpůrce	被告人
odpůrce	被告
mráz	frost
mráz	霜
mráz	冰霜
pece	烤箱
pece	窯
pece	爐
pece	熔爐
lvi	獅子
ředitelka	主任
ředitelka	導演
ředitelka	司長
ředitelka	校長
mohamed	穆罕默德
mohamed	穆罕默德
simulace	模擬
simulace	模擬
potřebná	需要
korupce	腐敗
vrtule	螺旋槳
vrtule	螺旋槳
pneumatiky	輪胎
pneumatiky	輪胎
popularita	人氣
výzvy	挑戰
lambert	lambert
probuzení	覺醒
plavba	航程
plavba	航行
plavba	帆船
plavba	航海
plavba	巡航
plavba	郵輪
ženevě	日內瓦
tolerance	容忍
tolerance	寬容
zázrak	奇蹟
zázrak	奇跡
haiti	海地
prázdniny	假期
prázdniny	holiday
prázdniny	假日
prázdniny	度假
prázdniny	節日
prázdniny	假期
prázdniny	渡假
prázdniny	度假
prázdniny	假期
prázdniny	假日
prázdniny	節假日
prázdniny	節日
vaření	做飯
vaření	烹飪
vaření	煮
vaření	烹調
vaření	煮飯
přijíždí	抵達
vfd	vfd
signálů	訊號
