το	на
συνταγματική	уставно
συνταγματική	уставна
συνταγματική	уставен
μάζες	маси
δορυφόρο	сателитот
δορυφόρο	сателитски
δορυφόρο	сателит
δορυφόρο	сателитска
στροφές	брзина
τραπέζι	табела
τραπέζι	маса
δορυφόρους	сателитите
δορυφόρους	сателити
διονύσου	дионис
διαφοροποίηση	диференцијација
διαφοροποίηση	модулација
διαφοροποίηση	диверзификација
συνδεδεμένη	поврзани
συνδεδεμένη	поврзано
συνδεδεμένη	поврзан
συνδεδεμένη	поврзани
συνδεδεμένη	поврзано
συνδεδεμένη	поврзан
αναφέρω	спомнувам
αναφέρω	споменување
εγκέφαλο	мозок
εγκέφαλο	мозокот
προσθέτοντας	додавање
προσθέτοντας	додавајќи
χασάν	хасан
χασάν	хасан
εκτελέστηκαν	извршена
εκτελέστηκαν	погубени
εκτελέστηκαν	погубен
φλόγα	пламен
ηλέκτρα	електра
ηλέκτρα	електра
οργανώνει	организира
οργανώνει	организира
ραούλ	раул
ραούλ	раул
ραούλ	раул
κυκλάδες	киклади
δον	дон
εξελίσσεται	еволуира
εξελίσσεται	еволуирале
δολοφονίες	убиствата
δολοφονίες	убиства
δολοφονίες	атентати
δολοφονίες	убиства
μποτσουάνα	боцвана
αρμονία	хармонија
ρήνου	рајна
τσάρλι	чарли
ηλιακή	соларна
ηλιακή	соларни
ηλιακή	сончева
μοτίβα	шеми
μοτίβα	моделите
κινδύνους	ризикува
κινδύνους	ризици
κινδύνους	опасностите
κινδύνους	опасности
πύργοι	кули
φόρουμ	форуми
φόρουμ	форум
διαφθορά	корупција
μεμονωμένα	индивидуално
μεμονωμένα	поединечно
μεμονωμένα	поединец
μεμονωμένα	индивидуален
μεμονωμένα	индивидуална
μεμονωμένα	индивидуа
μεμονωμένα	индивидуални
στράτευμα	трупи
στράτευμα	трупа
στράτευμα	трупи
στράτευμα	војници
τετάρτη	среда
διασταύρωση	раскрсница
διασταύρωση	крстосница
διασταύρωση	раскрсница
μαχητικά	борци
μαχητικά	борците
αιχμάλωτος	затвореник
αιχμάλωτος	затвореничка
αιχμάλωτος	заробеник
αιχμάλωτος	заробеник
αιχμάλωτος	фатено
αιχμάλωτος	фатен
αιχμάλωτος	фатени
συνομοσπονδίας	конфедерација
χίτσκοκ	хичкок
αντίποινα	одмазди
αντίποινα	одмазда
παραχώρηση	концесија
ιδανικό	идеално
ιδανικό	идеален
ιδανικό	идеална
ιδανικό	идеални
ιδανικό	идеал
ενηλίκων	возрасна
ενηλίκων	возрасни
ενηλίκων	возрасен
ενηλίκων	возрасни
ενηλίκων	возрасните
ύδατα	води
μεραρχίες	поделби
μεραρχίες	дивизии
αυστριακό	австрискиот
αυστριακό	австриски
αυστριακό	австриска
αυστριακό	австриско
πυροβολικό	артилериски
πυροβολικό	артилерија
τέλεια	совршена
τέλεια	совршени
τέλεια	совршен
τέλεια	перфектно
τέλεια	совршено
τέλεια	одлична
τέλεια	одлично
τέλεια	супер
απογραφές	пописи
γάτα	кет
γάτα	мачка
γάτα	мачор
θαύμα	чудо
ισότητα	еднаквост
ισότητα	рамноправност
ισότητα	еднакво
ισότητα	еднаков
ισότητα	еднакви
αλγερίας	алжир
γκαλερί	галерии
γκαλερί	галерија
κολούμπια	колумбија
εγκεφαλικό	удар
αλαμπάμα	алабама
έφορος	кустосот
σύνορο	граница
λειτουργική	функционално
λειτουργική	функционален
λειτουργική	функционални
λειτουργική	функционална
λειτουργική	оперативно
λειτουργική	оперативен
λειτουργική	оперативни
λειτουργική	оперативна
κρίσεις	запленување
κρίσεις	кризите
κρίσεις	кризи
πωλήσεων	продажна
πωλήσεων	продажби
πωλήσεων	продажба
γλυκό	слатко
γλυκό	слатка
γκαρντ	гард
μιγκέλ	мигел
ρούντολφ	рудолф
ρούντολφ	рудолф
πήτερ	питер
πήτερ	петар
χρήσιμες	корисен
χρήσιμες	корисно
χρήσιμες	корисни
χρήσιμες	корисна
κοπεγχάγη	копенхаген
δίσκοι	рекорди
δίσκοι	евиденција
δίσκοι	записи
δίσκοι	дискови
δίσκοι	дискови
ολοκαύτωμα	холокаустот
ολοκαύτωμα	холокауст
βενεζουέλας	венецуела
έσπασε	банкрот
έσπασε	скрши
υποκείμενο	субјектот
υποκείμενο	тема
υποκείμενο	предмет
υποκείμενο	субјект
καθήκον	должност
καθήκον	должноста
καθήκον	задача
καθήκον	задачата
παναμά	панама
σημειωματάριο	тетратка
σημειωματάριο	бележник
σημειωματάριο	тетратка
σημειωματάριο	бележник
λιγότερες	помалку
λιγότερες	помалце
δόση	дозата
δόση	доза
δόση	дозата
δόση	доза
εξεγέρσεις	немири
εξεγέρσεις	бунтови
εξεγέρσεις	нереди
εξεγέρσεις	востанија
αεροπλάνα	авиони
αεροπλάνα	авионите
αεροπλάνα	авиони
αλκοόλ	алкохол
τόνο	туна
τόνο	тон
κατάχρηση	злоупотреба
κατάχρηση	проневера
κατάχρηση	злоставување
κατάχρηση	злоупотреби
κατάχρηση	злоупотреба
ρίτσι	ричи
ρίτσι	ричи
ρίτσι	ricci
κυβερνών	владејачката
κυβερνών	пресуда
κυβερνών	владејачки
χώμα	тло
χώμα	почва
χώμα	нечистотија
στρατιώτη	војник
στρατιώτη	војникот
άλεξ	alex
άλεξ	алекс
στενός	тесни
στενός	тесен
μαχητές	борци
μαχητές	воини
μαχητές	борци
μαχητές	борците
μαχητές	милитантите
μαχητές	милитанти
παπαϊωάννου	папајоану
αποκτήθηκε	стекнат
αποκτήθηκε	стекнато
αποκτήθηκε	стекнати
υγιεινής	хигиена
ευκαιρίες	можности
ευκαιρίες	можностите
μοντάζ	монтиран
μοντάζ	монтажа
μοντάζ	уредување
μοντάζ	уредувањето
μηχανικοί	механика
μηχανικοί	механичари
μηχανικοί	инженери
ενέκρινε	одобрено
ενέκρινε	одобрен
ενέκρινε	одобрени
ενέκρινε	одобри
ενέκρινε	одобрена
ενέκρινε	посвоен
ενέκρινε	усвоена
ενέκρινε	усвоени
ενέκρινε	усвои
ενέκρινε	посвоена
ενέκρινε	усвоено
μασσαλία	марсеј
μασσαλία	марсеј
πλημμύρες	поплави
πλημμύρες	поплавување
πλημμύρες	поплава
πλημμύρες	поплави
αλλα	macedonian
αλλα	други
αλλα	но
αλλα	ама
σθένος	истрајност
διαβήτη	дијабетес
διαβήτη	дијабетис
ασημένια	сребрено
ασημένια	сребрен
ασημένια	сребрена
ασημένια	сребро
ασημένια	сребрени
όπερες	опери
νικολά	николас
συνήθεια	сопствено
συνήθεια	сопствени
συνήθεια	навика
τσάρου	цар
κατάρτιση	обука
κατάρτιση	тренинг
λαογραφία	фолклор
κυβερνείο	governorate
μεταξάς	метаксас
κάι	каи
απολύθηκε	испука
απολύθηκε	отпуштена
απολύθηκε	испукани
απολύθηκε	отпуштен
χιούμορ	хумор
χιούμορ	хуморот
χιούμορ	хумор
ανακάλυψαν	откриени
ανακάλυψαν	откриено
ανακάλυψαν	откриена
αγαπημένο	омилено
αγαπημένο	омилени
αγαπημένο	фаворитот
αγαπημένο	омилена
αγαπημένο	омилен
αγαπημένο	фаворит
αγαπημένο	омилено
αγαπημένο	омилен
αγαπημένο	омилена
αγαπημένο	омилени
ρομπέρτο	роберто
πάτρικ	патрик
πρόβλεψη	пророштво
πρόβλεψη	предвидување
πρόβλεψη	прогнози
πρόβλεψη	прогноза
πρόβλεψη	предвиде
αποδεικνύει	докажува
κούπερ	купер
ρούμπενς	рубенс
τάφους	гробници
τάφους	гробници
τάφους	гробови
τάφους	гроба
συγγενής	роднина
συγγενής	релативна
συγγενής	релативно
απόκλιση	отстапување
απόκλιση	девијација
απόκλιση	дивергенција
γιοι	синови
γιοι	синовите
κατοικείται	населено
κατοικείται	населен
ντιν	дин
ντιν	dean
νιλ	нил
νιλ	нил
διορθώσεις	корекции
διορθώσεις	поправки
διορθώσεις	уредувања
πρόδρομος	претходник
μαρόκου	мароко
ιού	вирус
φόρμα	форма
διαφορών	спорови
διαφορών	расправии
έζησαν	живееја
έζησαν	живеел
έζησαν	живееше
έζησαν	живеев
έζησαν	живееле
αδάμ	адам
έλλη	ели
μιανμάρ	мјанмар
προσφέρεται	понуди
προσφέρεται	понудија
προσφέρεται	понуден
προσφέρεται	понудено
προσφέρεται	понудени
προσφέρεται	понудена
κλειστή	затвори
κλειστή	затворен
κλειστή	затворена
κλειστή	затворени
κλειστή	затворено
γράφημα	графикон
γράφημα	табелата
εκτόξευση	започнување
εκτόξευση	лансирање
ταϊλάνδη	тајланд
καπνού	тутунски
καπνού	тутун
ρόδος	родос
ρόδος	роудс
φάρμακο	медицина
φάρμακο	лек
φάρμακο	дрога
εκτελέσει	настапи
εκτελέσει	извршување
εκτελέσει	изврши
αιχμάλωτοι	заробеници
αιχμάλωτοι	затвореници
χάμιλτον	хамилтон
όμηρο	заложници
όμηρο	заложништво
όμηρο	заложничка
όμηρο	заложник
γυαλί	стакло
κάτοικος	жител
ουδέτερη	неутрална
ουδέτερη	неутрални
ουδέτερη	неутрален
ευγενής	благородник
ευγενής	благородник
ευγενής	благородни
ευγενής	благородно
ευγενής	благородна
ευγενής	благороден
τιμόρ	тимор
ορυχεία	рударска
ορυχεία	рударство
ορυχεία	рударството
ορυχεία	рударски
ορυχεία	рудници
ορυχεία	рудниците
ορυχεία	мини
παράθεση	цитат
εξόρυξη	извлекување
εξόρυξη	екстракција
εξόρυξη	рударска
εξόρυξη	рударство
εξόρυξη	рударството
εξόρυξη	рударски
ράιτ	рајт
βόμβες	бомби
κλασσική	класични
κλασσική	класична
κλασσική	класика
πόντοι	точки
πόντοι	поенти
πόντοι	поени
πράκτορας	агентка
πράκτορας	агент
επίδειξη	демонстрациите
επίδειξη	демонстрации
επίδειξη	демонстрација
επιδημία	епидемија
πρωσία	прусија
πρεσβευτής	амбасадор
φόνο	убиство
συχνότητες	фреквенции
συχνότητες	фрекфенции
αμφιβολία	сомнежот
αμφιβολία	сомнеж
αμφιβολία	сомневање
ανταγωνισμού	конкуренција
ανταγωνισμού	конкурс
ανταγωνισμού	натпреварување
ανταγωνισμού	натпревар
μπενίν	бенин
μέλισσα	бумбар
μέλισσα	пчели
μέλισσα	пчела
μέλισσα	бее
μέλισσα	bee
ποικίλλει	варира
πορτογαλική	португалски
στέφαν	stefan
στέφαν	стефан
στέφαν	штефан
στέφαν	стефан
ινδονησίας	индонезиски
ινδονησίας	индонезиски
ινδονησίας	индонезија
κινηματογράφους	кината
αντεπίθεση	контранапад
κάμπελ	кембел
κάμπελ	кемпбел
γλωσσολογία	лингвистика
χρονος	времето
χρονος	време
λουίζα	луиза
λουίζα	луиза
μοτίβο	шаблон
μοτίβο	шема
ισοτιμία	еквиваленција
κατηγοριοποίηση	категоризирањето
μεταφραστής	преведувач
σουηδικά	шведскиот
σουηδικά	шведска
σουηδικά	шведски
παν	пан
παν	тава
πες	кажи
πες	речи
πες	кажи
πες	кажувај
θάλασσες	мориња
θάλασσες	морињата
προγραμματισμός	закажување
προγραμματισμός	планирање
προγραμματισμός	програмирање
προγραμματισμός	програмски
προγραμματισμός	распоред
έβερτον	евертон
κάρτερ	картер
αρένα	арена
μπιν	држач
μπιν	бин
μπιν	грав
μπιν	бин
κίνητρα	мотивација
κίνητρα	стимуланси
κίνητρα	поттик
κίνητρα	мотиви
δεσμοί	врски
δεσμοί	вратоврски
δεσμοί	врските
δεσμοί	линковите
δεσμοί	врски
δεσμοί	линкови
δεσμοί	обврзници
δεσμοί	оков
δεσμοί	обврзниците
δαχτυλίδι	прстен
ολοκληρωμένο	интегриран
ολοκληρωμένο	интегрирано
ολοκληρωμένο	интегрирани
ολοκληρωμένο	интегрирана
νύχτες	ноќи
ανακωχή	примирје
δέσποινα	деспина
ψηφιακά	дигитални
ψηφιακά	дигитална
ψηφιακά	дигитален
νέλσον	нелсон
διαλύματα	решенија
ανιψιός	внук
ανιψιός	внукот
ανιψιός	внуче
κλήση	повик
κλήση	повикај
κλήση	повикува
πρόνοιας	благосостојба
παντρεμένη	женет
παντρεμένη	омажена
παντρεμένη	мажена
παντρεμένη	венчани
παντρεμένη	оженет
ενδοχώρα	копното
ενδοχώρα	копно
ουίλιαμς	вилијамс
χιόνι	снег
μοναχούς	монаси
μοναχούς	монасите
τοπωνύμιο	топоним
αυστριακοί	австријците
ανατομία	анатомија
σχεδιασμένο	дизајнирана
σχεδιασμένο	дизајнирани
σχεδιασμένο	дизајниран
σχεδιασμένο	дизајнирано
σχεδιασμένο	планирана
σχεδιασμένο	планирани
σχεδιασμένο	планирано
σχεδιασμένο	планирале
σχεδιασμένο	планиран
σχεδιασμένο	планираното
δαπάνες	трошоци
μπαχρέιν	бахреин
γένη	genera
δίδασκε	научено
δίδασκε	учени
δίδασκε	научени
δίδασκε	учеше
έτοιμος	спремно
έτοιμος	спремни
έτοιμος	подготвен
έτοιμος	спремна
έτοιμος	подготвени
έτοιμος	спремен
συνεχόμενα	постојано
συνεχόμενα	континуирано
συνεχόμενα	непрекинато
εξασφαλίζει	осигурува
επικίνδυνο	опасен
επικίνδυνο	опасно
επικίνδυνο	опасни
επικίνδυνο	опасна
υπέφερε	страдаше
υπέφερε	претрпе
υπέφερε	пателе
υπέφερε	страдал
επιπλοκές	компликации
επιπλοκές	компликација
επιπλοκές	компликации
επιπλοκές	компликација
δρομολόγια	правци
ντεπορτίβο	депортиво
όρκο	завет
όρκο	заклетвата
όρκο	заклетва
προειδοποίηση	предупредување
έβδομο	седмо
έβδομο	седмата
έβδομο	седми
έβδομο	седмиот
έβδομο	седма
έβδομο	седмото
νοημοσύνη	разузнавање
νοημοσύνη	интелегенција
νοημοσύνη	интелигенција
νοημοσύνη	интелект
ανησυχία	немир
ανησυχία	загриженост
ιστούς	марамчиња
ιστούς	ткива
ξύλινο	дрвено
ξύλινο	дрвена
ξύλινο	дрвен
ξύλινο	дрвени
επιλέγει	избира
επιλέγει	бира
επιλέγει	избира
επιλέγει	бира
επιλέγει	одбира
οκλαχόμα	оклахома
πάχος	дебелина
θάρρος	храброст
θάρρος	храброста
θάρρος	смелост
ενεργός	активни
ενεργός	активно
ενεργός	активна
ενεργός	активен
αδύνατη	невозможни
αδύνατη	невозможно
αδύνατη	невозможен
αερολιμένας	аеродром
προσάρτηση	присоединувањето
δεσμός	аферата
δεσμός	афера
δεσμός	дружење
δεσμός	врска
δεσμός	врска
δεσμός	бонд
σεξ	секс
περιοδείες	тури
περιοδείες	екскурзии
άλφα	алфа
άλφα	алфа
εχθρός	непријателот
εχθρός	непријател
νεολιθική	неолитски
γκαμπόν	габон
πρόοδος	прогрес
πρόοδος	напредок
συγγνώμη	извини
συγγνώμη	извинете
λογοκρισία	цензура
μικτή	мешани
μικτή	мешано
μικτή	мешан
μικτή	мешана
μικτή	помешани
οφέλη	придобивки
οφέλη	бенефиции
οφέλη	поволности
οφέλη	придобивките
ημι	полу
εξετάζει	испитува
γκόγια	гоја
σοφοκλή	софокле
κανονισμούς	прописи
κανονισμούς	регулативи
κέντρων	центри
αναστολή	суспендира
αναστολή	суспензија
αναστολή	прекин
αναστολή	инхибиција
αναστολή	суспендиран
αναστολή	прекинати
αναστολή	укинато
αναστολή	суспендирана
ομιλίες	говори
διέκοψε	прекинати
διέκοψε	прекината
διέκοψε	прекинат
συνεργάτη	партнер
συνεργάτη	партнерка
αμυντική	одбрамбена
αμυντική	одбранбен
αμυντική	одбранбена
κίνητρο	мотив
κίνητρο	мотивација
κίνητρο	поттик
χάρολντ	харолд
χάρολντ	херолд
βουδαπέστη	будимпешта
ανταρκτική	антарктикот
ανταρκτική	антарктикот
αλάτι	солт
αλάτι	солта
αλάτι	сол
ορλεάνης	орлеанс
σιτάρι	пченица
σιτάρι	жито
σιτάρι	пченицата
άστρο	астро
διάσωση	спасување
διάσωση	спас
διάσωση	спасувачки
πινακίδες	таблици
πινακίδες	чинии
πινακίδες	таблички
πινακίδες	знаци
γκλεν	глен
γκλεν	глен
μονάρχης	монарх
δούλευε	работел
δούλευε	работев
δούλευε	работеше
δούλευε	функционираше
δούλευε	работено
μελωδία	мелодија
μελωδία	мелоди
μελωδία	мелодија
μυστήριο	мистерија
μάνα	мајко
μάνα	мајката
μάνα	мајка
τοιχογραφία	фреска
τοιχογραφία	фреско
τοιχογραφία	фреска
γλωσσική	лингвистички
διαδοχικές	последователните
τιμά	почести
ουρανός	sky
ουρανός	небо
ουρανός	неба
ουρανός	небо
μειώσει	намали
μειώσει	намалување
μόλυνση	загадувањето
μόλυνση	загадување
μόλυνση	инфекција
μόλυνση	зараза
μόλυνση	контаминација
μόλυνση	загадување
δημοσιότητα	публицитет
ιατρικό	медицински
προθέσεις	намери
προθέσεις	намерите
μπουρούντι	бурунди
ταυτόχρονη	истовремени
ταυτόχρονη	истовремени
λιθίου	lithium
τυχαίο	случаен
τυχαίο	случајно
τυχαίο	случајни
τυχαίο	рандом
τυχαίο	случајна
τυχαίο	случајно
πολιτισμούς	култури
πολιτισμούς	културите
λεωνίδα	леонид
μαλάουι	малави
επιθετική	агресивни
επιθετική	агресивна
επιθετική	агресивно
επιθετική	агресивен
σιδηροδρόμων	железничка
σιδηροδρόμων	железница
σιδηροδρόμων	железници
άχρωμο	безбоен
αφρικανική	африканска
αφρικανική	африкански
σπουδαιότητα	важност
παρατηρητές	набљудувачи
παρατηρητές	набљудувачи
κέλυφος	школка
μπάρτον	бартон
μπάρτον	бартон
έντι	еди
έντι	еди
μπουρκίνα	буркина
φάσο	фасо
πορτρέτα	портрети
κάρτες	карти
κάρτες	картички
πληρώσει	плати
ελίτ	елитна
ελίτ	елитата
ελίτ	елита
μύτη	нос
έπαθλο	награда
ναυτικός	морнар
ναυτικός	морнар
ναυτικός	наутички
τζέρσεϊ	џерси
ιερή	свето
ιερή	света
ιερή	свети
απολιθώματα	фосили
βασιλεύς	крал
βασιλεύς	кинг
βασιλεύς	кралот
μις	ца
μις	госпоѓица
μις	miss
μις	мис
μορφοποίησης	форматирање
ουράς	опашка
ουράς	опашката
ουράς	опаш
ιός	вирус
ενώνει	обединува
μαχητικό	борец
μαχητικό	борач
επίπεδη	рамен
επίπεδη	рамно
επίπεδη	дур
επίπεδη	рамни
επίπεδη	рамна
όντα	суштества
γιατρό	доктор
γιατρό	лекар
γιατρό	докторка
πάμπλο	пабло
ανδρόνικος	андроник
σαντ	песок
σαντ	сант
τοπικός	локален
τοπικός	локално
τοπικός	локални
τοπικός	локална
προκλήθηκε	предизвикана
προκλήθηκε	предизвика
βίαια	насилно
βίαια	насилно
βίαια	насилен
βίαια	насилна
βίαια	насилни
επηρεάζεται	погодени
επηρεάζεται	засегнати
ξενοδοχεία	хотели
συγκριτικά	компаративна
πρώιμο	прерано
πρώιμο	предвремено
πρώιμο	предвремена
αποθήκη	складиштето
αποθήκη	магацин
αποθήκη	складиште
αποθήκη	магацин
αποθήκη	складирање
αποθήκη	складиште
νιγηρίας	нигериски
νιγηρίας	нигерија
λάζαρος	лазар
ζωές	животи
ζωές	живота
σημάδι	потпишете
σημάδι	знак
μοριακό	молекуларна
ψήφισμα	резолуција
υπουργών	министри
υπουργών	министрите
συνταγματαρχών	полковници
αποφευχθεί	избегнете
αποφευχθεί	избегнувајте
αποφευχθεί	избегнување
αποφευχθεί	избегне
βρύση	допрете
βρύση	допри
βρύση	тап
ενδιαφέρεται	заинтересираните
ενδιαφέρεται	заинтересиран
ενδιαφέρεται	заинтересирани
ενδιαφέρεται	заинтересирана
ώθηση	потисок
ώθηση	зајакнување
ώθηση	boost
ώθηση	поттик
λας	лас
βικτώρια	викторија
λευκορωσία	белорусија
πλέγμα	мрежа
πλέγμα	решетка
λένινγκραντ	ленинград
ντιέγκο	диего
κατοικεί	престојува
κομοτηνή	комотини
απεικονίζονται	сликан
μάνη	мани
πρώτον	прв
πρώτον	први
πρώτον	прво
πρώτον	прва
δημοσιογραφία	новинарство
ρυθμίσεις	аранжмани
ρυθμίσεις	конфигурација
ρυθμίσεις	поставувања
ρυθμίσεις	прилагодувања
ρυθμίσεις	поставки
δένδρα	стебла
δένδρα	дрвја
δένδρα	дрва
δένδρα	дрвца
δεκτός	прифатен
δεκτός	прифатена
δεκτός	прифатено
δεκτός	прифатени
συντρόφους	придружници
συντρόφους	сопатници
κολύμβηση	капење
κολύμβηση	пливање
υπερβαίνει	надминува
καλοκαίρια	самерс
δουλεία	ропство
δουλεία	врзување
δουλεία	ропство
αναλύσεις	анализи
νηπιαγωγείο	забавиште
νηπιαγωγείο	градинка
νηπιαγωγείο	градинката
νηπιαγωγείο	забавиште
νηπιαγωγείο	градинка
χρέος	долг
χρέος	задолжување
χρέος	долгови
μειωμένη	намалена
μειωμένη	намален
μειωμένη	намалени
μειωμένη	намалено
μειωμένη	намалени
μειωμένη	намалено
μειωμένη	намален
μειωμένη	намалена
πιτ	пит
υπεύθυνοι	одговорен
υπεύθυνοι	одговорно
υπεύθυνοι	одговорни
υπεύθυνοι	одговорна
βαυαρία	баварската
βαυαρία	баварија
εγκαταλείπει	напушта
νεκρή	мртво
νεκρή	мртов
νεκρή	мртви
νεκρή	мртва
σεβίλλη	севиља
σεβίλλη	севил
άσυλο	азил
κέρδος	заработка
κέρδος	профит
κέρδος	добивка
κέρδος	придобивка
κέρδος	добие
σιέρα	сиера
πολωνός	полски
πολωνός	полска
πολωνός	полирање
πολωνός	полско
θησαυρός	богатство
θησαυρός	лексикон
χάος	хаос
κλαδιά	филијали
κλαδιά	претставништва
κλαδιά	гранки
κλαδιά	ограноци
κλαδιά	гранките
λεπτή	тенко
λεπτή	тенок
λεπτή	тенки
λεπτή	тенка
λεπτή	деликатно
λεπτή	кревки
λεπτή	деликатна
σουηδός	шведскиот
σουηδός	шведска
σουηδός	шведски
σουηδός	швеѓанец
υιοθέτηση	усвојувањето
υιοθέτηση	усвојување
υιοθέτηση	посвојување
σινά	синај
αυτιά	уши
αυτιά	ушите
ηγεμονία	хегемонија
κατάρ	катар
ευρεσιτεχνίας	патент
απόσπαση	објавува
απόσπαση	објавување
μαλαισία	малезија
μηχανήματα	машинерија
μηχανήματα	машини
μηχανήματα	машини
πληροφορική	информатика
ερμηνεύει	интерпретира
ποντίκι	глушец
ποντίκι	глувче
μίλερ	милер
μίλερ	мулер
μίλερ	милер
πυκνό	густа
πυκνό	густ
ύφασμα	ткаенина
ύφασμα	крпа
ύφασμα	ткаенина
συμβουλή	совет
συμβουλή	совети
συμβουλή	совет
συμβουλή	бакшиш
σφάλματα	грешки
σφάλματα	грешки
σφάλματα	бубачки
καραμανλής	караманлис
συντελεστή	коефициент
προσευχή	молитва
άνταμς	адамс
μεσημέρι	пладне
μεσημέρι	пладне
ήξερε	знаев
ήξερε	знаел
ήξερε	знаеше
θυγατρική	филијалата
θυγατρική	филијала
θυγατρική	подружница
διαφυγής	бегство
διαφυγής	избега
ρομπ	роб
νευρικό	нервозно
νευρικό	нервоза
νευρικό	нервозен
νευρικό	нервозни
νευρικό	нервозна
σουηδική	шведскиот
σουηδική	шведска
σουηδική	шведски
τρένο	воз
κιριμπάτι	кирибати
στυλιανός	стилијанос
βολιβία	боливија
κύκλοι	кругови
κύκλοι	циклуси
μεσαίο	средина
μεσαίο	среден
μεσαίο	среден
μεσαίο	медиум
μεσαίο	средно
κάμερον	камерон
θεώρηση	визи
θεώρηση	виза
θεώρηση	визи
φόβος	стравот
φόβος	страв
κολωνία	колонска
κολωνία	келн
κατασκευαστές	креаторите
κατασκευαστές	производители
προωθεί	промовира
περίχωρα	предградијата
περίχωρα	периферијата
αρχικώς	првично
αρχικώς	првично
αρχικώς	првобитно
αρχικώς	изворно
καζάν	казан
κατάθλιψη	депресивен
κατάθλιψη	депресивни
κατάθλιψη	депресивно
κατάθλιψη	депресивна
κατάθλιψη	депресија
φανερό	очигледен
φανερό	очигледно
φανερό	очигледни
φανερό	очигледна
ουδετερότητα	неутралност
επιβάλει	наметнување
επιβάλει	наметнуваат
επιβάλει	наметне
επιβάλει	наметнат
λοιπά	macedonian
λοιπά	други
άλεν	ален
αλεξέι	алексеј
βλαχίας	влашка
όραση	видот
όραση	визија
παρατηρητή	набљудувач
βαρβάρα	варвара
χρήστο	христо
χρήστο	кристо
σκληρός	сурово
σκληρός	суров
σκληρός	сурова
σκληρός	свирепо
σκληρός	тешко
σκληρός	тврд
σκληρός	силно
σκληρός	јако
σκληρός	цврст
σκληρός	тешки
σκληρός	тешка
διπλωμάτες	дипломати
αφαίρεσης	соборување
νάνος	џуџе
νάνος	џуџе
πρωταγωνιστεί	улоги
πρωταγωνιστεί	глумат
κατανοητό	разбрав
κατανοητό	разбираше
κατανοητό	разбра
κατανοητό	сфати
κατανοητό	разбирливо
κατανοητό	разбирлив
κλάδοι	филијали
κλάδοι	претставништва
κλάδοι	гранки
κλάδοι	ограноци
κλάδοι	гранките
κλάδοι	сектори
αλβανική	албански
αλβανική	албанска
αλβανική	албанец
αναγκαίο	неопходни
αναγκαίο	неопходно
αναγκαίο	неопходна
αναγκαίο	потребно
προαγωγή	промоцијата
προαγωγή	промоција
προαγωγή	промовирање
επιβίωση	преживеа
επιβίωση	преживее
επιβίωση	преживуваат
επιβίωση	преживува
επιβίωση	опстанок
επιβίωση	преживување
ερυθρά	рубеола
γιορκ	јорк
λιλ	лил
λιλ	лил
εξαιρετικό	одлична
εξαιρετικό	одлично
αισθήματα	емоции
αισθήματα	чувства
αισθήματα	чуства
εκδότες	издавачи
εκδότες	уредници
εκδότες	уредниците
ομάν	оман
πρόσθεση	додаток
πρόσθεση	додавање
πρόσθεση	додавајќи
φίλτρο	филтер
φίλτρο	напивка
φίλτρο	напиток
ηγούμενος	абот
ηγούμενος	игумен
ομπάμα	обама
καγκελάριος	канцеларот
καγκελάριος	канцеларка
καγκελάριος	канцелар
προσέλαβε	најми
προσέλαβε	најмен
καραϊβική	карибите
μεταμόρφωση	метаморфозис
μεταμόρφωση	трансформации
μεταμόρφωση	трансформација
μεταμόρφωση	преобразба
μεταμόρφωση	преобрази
μεταμόρφωση	трансформираат
μεταμόρφωση	трансформација
μεταμόρφωση	трансформира
μεταμόρφωση	трансформирање
θεμελιώδη	фундаментални
θεμελιώδη	основните
κίεβο	киев
πραγματοποίηση	реализација
συμβάν	инциденти
συμβάν	инцидент
συμβάν	настан
συμβάν	настанот
βρείτε	најдете
βρείτε	пронајди
βρείτε	најди
βρείτε	пронајдете
διαμαρτυρίες	протести
ανεγέρθηκε	подигнато
ανεγέρθηκε	подигнати
ανεγέρθηκε	подигната
ανεγέρθηκε	подигнат
δίωξη	прогонување
δίωξη	прогон
δίωξη	деа
δίωξη	dea
δίωξη	обвинителство
δίωξη	гонење
δίωξη	обвинителството
κλασικά	класици
κλασικά	класика
κλασικά	класични
κλασικά	класична
κλασικά	класика
κλασικά	classic
κλασικά	класик
κλασικά	класичен
κλασικά	класична
κλασικά	класично
κλασικά	класика
δυναμικά	динамички
δυναμικά	динамична
δυναμικά	динамика
δυναμικά	динамичен
ήθη	морал
άντι	енди
άντι	енди
άντι	анди
άντι	енди
άντι	анди
άντι	ади
τεχνικός	техничар
χτύπησε	удри
χτύπησε	погодена
χτύπησε	хит
χτύπησε	погодени
τέρας	ѕвер
τέρας	чудовиште
τέρας	монструм
κατακτητές	освојувачи
οπαδός	следбеник
μεμβράνη	филмски
μεμβράνη	филмска
μεμβράνη	филм
εισιτήριο	карта
εισιτήριο	билет
βεβαιότητα	сигурност
παράλληλες	паралелно
παράλληλες	паралела
παράλληλες	паралелен
παράλληλες	паралелни
παράλληλες	паралелна
αποκαλύπτεται	открива
αποκαλύπτεται	откриени
αποκαλύπτεται	откриен
αποκαλύπτεται	откриена
αποκαλύπτεται	откри
πέταξε	мува
πέταξε	летај
πέταξε	летаат
πέταξε	лета
πέταξε	летаа
πέταξε	одлета
πέταξε	прелета
αριζόνα	аризона
