το	را
μουσικό	musician
μουσικό	موسیقیدان
προσφέρει	توجیه
όργανο	ساز
όργανο	ارگ
όργανο	ارگان
όργανο	اندام
γένος	جنسیتی
γένος	جنسیت
μόνον	تنها
ανδρέα	آندریاس
προκαλεί	علل
προκαλεί	موجب
μείωση	کاهش
μείωση	تقلیل
μείωση	کاهی
μείωση	کاهش
ιατρική	دارو
ιατρική	طب
ιατρική	پزشکی
ιατρική	داروها
ιατρική	طبی
ιατρική	medical
ιατρική	پزشکی
κύπελλα	cups
κύπελλα	جامی
κύπελλα	قدح
προσέγγιση	تقریبی
προσέγγιση	تقریب
προσέγγιση	رویکرد
πλανήτη	سیاره
δημοσιογράφος	خبرنگار
δημοσιογράφος	گزارشگر
εξέγερση	خیزش
εξέγερση	شورش
εξέγερση	عصیان
εξέγερση	طغیان
εξέγερση	سرکشی
εξέγερση	شورش
λήξη	پایان
λήξη	انقضای
λήξη	انقضا
λήξη	انقضای
λήξη	انقضا
λήξη	انقضا
ινδία	هند
ινδία	هندوستان
ακτές	کوست
εμπορική	الاهلی
εμπορική	تجاری
επεισόδια	قسمتهای
αντίσταση	مقاومت
αντίσταση	مقاومتی
αντίσταση	مخالفان
διακρίσεις	تبعیض
φωτογραφίες	عکسها
φωτογραφίες	عکس
φωτογραφίες	پیکچرز
φωτογραφίες	تصاویر
φωτογραφίες	عکسها
φωτογραφίες	عکس
διάδοχος	وارث
διάδοχος	جانشینی
διάδοχος	جانشین
έντονη	شدید
παλαιά	پیر
παλαιά	قدیمی
παλαιά	قدمت
παλαιά	کهنه
παίκτες	بازیکنان
παίκτες	بازیکن
κύκλο	چرخه
κύκλο	دایره
κύκλο	سیکل
κύκλο	چرخه
υλικά	مواد
υλικά	مصالح
υλικά	مواد
υλικά	مصالح
γνώση	دانش
γνώση	آگاهی
γνώση	علم
γνώση	معرفت
βασική	پایه
βασική	پکیج
βασική	بیسیک
πρόσφατα	اخیرا
πρόσφατα	اخیراً
πρόσφατα	تازگی
πρόσφατα	اخیر
λογοτεχνία	ادبیات
λογοτεχνία	literature
ρωσική	روس
ρωσική	روسیه
ρωσική	روسی
χημεία	chemistry
χημεία	شیمی
συμμαχία	ائتلاف
συμμαχία	وصلت
συμμαχία	اتحاد
ιδέες	ایده
πίνακες	میزهای
πίνακες	نقاشیهای
λογαριασμό	حساب
παραγωγός	سازنده
γενικές	عمومی
γενικές	ژنرال
γενικές	جنرال
ολλανδία	هلند
προφίλ	profile
προφίλ	نمایه
προφίλ	پروفایل
προφίλ	profile
κλίμα	اقلیم
ικανότητα	مهارتی
ικανότητα	مهارت
ικανότητα	ظرفیت
ικανότητα	گنجایش
ικανότητα	توانایی
ικανότητα	قابلیت
αποκτήσει	بدست
αποκτήσει	اکتسابی
λαμβάνει	میگیرد
σπάνια	ندرت
σπάνια	بندرت
σπάνια	نادره
σπάνια	کمیاب
σπάνια	نادر
σπάνια	نادری
διαγωνισμό	مسابقه
μαθηματικά	ریاضیات
μαθηματικά	ریاضی
μαθηματικά	ریاضیات
μαθηματικά	ریاضی
μαθηματικά	ریاضیات
μαθηματικά	math
γέφυρα	پل
γέφυρα	پلی
προσοχή	توجه
είσοδο	ورودی
είσοδο	مدهوش
πυκνότητα	تراکم
πυκνότητα	چگالی
πιθανότατα	احتمالا
πιθανότατα	احتمالاً
υπουργοί	وزرا
υπουργοί	وزیران
υπουργοί	وزرای
μαύρο	مشکی
μαύρο	سیاه
μαύρο	سیاهی
μαύρο	بلک
φύλλα	کارتها
φύλλα	ورق
φύλλα	کارتهای
φύλλα	برگها
φύλλα	برگ
φύλλα	ملافه
κίνδυνο	خطر
κίνδυνο	ریسک
κίνδυνο	خطری
κίνδυνο	خطر
αλλιώς	وگرنه
πραγματικά	واقعآ
πραγματικά	واقعا
μικρότερη	کوچکتر
μικρότερη	کوتاهتر
σφαίρα	کرهای
σφαίρα	فشنگ
σφαίρα	گلوله
βάθος	عمق
βήμα	گام
βήμα	مرحله
βήμα	قدم
έλλειψη	کمبود
έλλειψη	نداشتن
έλλειψη	عدم
έλλειψη	کمبود
εγκαταστάσεις	امکانات
εγκαταστάσεις	تأسیسات
υψηλή	والا
υψηλή	رفیع
υψηλή	بلند
κοινότητες	جوامع
κοινότητες	اجتماعات
κατάλογο	فهرست
κατάλογο	کاتالوگ
κατάλογο	فهرست
κυριαρχία	حاکمیت
κυριαρχία	تسلط
κυριαρχία	سلطه
κυριαρχία	تسلط
βασικά	اساساً
βασικά	اساسا
βασικά	راستش
βασικά	درواقع
διαχειριστές	admins
διαχειριστές	مربیان
ευρώ	یورو
ευρώ	eur
ευρώ	یورو
αντίστοιχο	متناظر
κυβερνήτης	حاکم
κυβερνήτης	فرماندار
προσωπικά	شخصی
προσωπικά	شخصا
προσωπικά	شخصاً
εισβολή	تهاجم
εισβολή	هجوم
γραφή	نویسندگی
γραφή	نوشتن
στρατιωτικός	ارتش
στρατιωτικός	نظامی
στρατιωτικός	ارتشی
οργανισμός	سازمان
οργανισμός	سازماندهی
οργανισμός	سازمان
οργανισμός	سازماندهی
οργανισμός	سازمان
οργανισμός	نمایندگی
οργανισμός	آژانس
τούρκους	ترکهای
τούρκους	ترکها
ρόλος	نقشی
ρόλος	رل
ρόλος	نقش
απόλλων	آپولو
απόλλων	شفاخانه
ιστότοπος	سایت
ιστότοπος	وبگاه
ιστότοπος	وبسایت
μεγαλύτερα	بزرگتر
νοσοκομείο	بیمارستان
νοσοκομείο	بیمارستانی
κριτικές	نقدهای
συμμετέχουν	شرکت
πολιτικοί	سیاستمداران
δει	ندیده
δει	دیده
όριο	حد
όριο	محدود
όριο	محدودیت
βουλγαρίας	بلغارستان
προφανώς	ظاهرا
προφανώς	مشخصا
εμπόριο	بازرگانی
εμπόριο	تجارت
εμπόριο	تجارت
ανάγκες	نیاز
τίτλοι	سکوریتیز
τίτλοι	عناوین
χάρτη	نگاشت
χάρτη	نقشه
χάρτη	منشور
χάρτη	چارتر
ελληνίδα	یونان
ελληνίδα	یونانی
προηγούμενη	پیشین
προηγούμενη	قبلی
ποιήματα	شعری
ποιήματα	شعرهای
ποιήματα	شعر
έντονα	شدیدا
στόχος	عینی
στόχος	هدف
στόχος	هدفگیری
αυστρία	اتریش
κέντρα	مراکز
άνοιξη	بهار
άνοιξη	بهاری
άνοιξη	اسپرینگ
ιωαννίνων	یوآنینا
ηλικίας	عصر
ηλικίας	age
ηλικίας	سنی
ηλικίας	سن
ηλικίας	سالخورده
σκοπός	مقصود
σκοπός	هدفی
φαν	بادبزن
φαν	طرفدار
φαν	پنکه
φαν	فن
διαμερίσματα	یت
λόγια	کلمات
λόγια	واژه
παραλία	بیچ
παραλία	ساحل
δυτικό	وسترن
δυτικό	غربی
συνεχώς	مداوم
συνεχώς	پیوسته
συνεχώς	دائماً
συνεχώς	دائما
συνεχώς	دائما
μικρότερο	کوچکتر
σώματα	اجساد
εξαίρεση	استثنا
εξαίρεση	استثنای
εξαίρεση	استثنا
εξαίρεση	معافیت
αιτία	دلیلی
αιτία	علت
αιτία	دلیل
αιτία	علت
αιτία	دلیل
αιτία	cause
αθλητική	اتلتیک
αθλητική	ورزشی
αθλητική	ورزشکار
πολιτισμός	تمدن
πολιτισμός	فرهنگی
πολιτισμός	فرهنگ
πολιτισμός	تمدن
πολιτισμός	تمدنی
τράπεζα	بنک
τράπεζα	بانک
καπ	کاپ
καπ	cap
καπ	کلاهک
καπ	کپ
διαφορετική	متفاوت
εκκλησίες	کلیساها
εκκλησίες	کلیساهای
υποψήφιος	کاندید
υποψήφιος	نامزد
υποψήφιος	کاندیدای
πύργος	تاور
πύργος	برج
πύργος	رُخ
σχολεία	مدارس
ντέιβιντ	داوید
ντέιβιντ	داود
ντέιβιντ	داوود
ντέιβιντ	دیوید
ντέιβιντ	david
προπονητή	coach
προπονητή	دلیجان
προπονητή	مربیگری
προπονητή	مربی
συζητήσεις	بحثهای
συζητήσεις	مناظره
αρχαίο	کهن
αρχαίο	باستانی
αρχαίο	باستان
προώθηση	ترویج
προώθηση	ارتقاء
προώθηση	ترفیع
προώθηση	تبلیغ
προώθηση	ارتقای
προώθηση	ارتقا
προώθηση	ترویج
προώθηση	ارتقاء
προώθηση	ترفیع
προώθηση	ارتقا
προώθηση	تبلیغ
επίσκοπος	اسقف
επίσκοπος	بیشاپ
πλούσια	ثروتمند
πλούσια	ثروتمندان
πλούσια	پولدار
πλούσια	پولداری
πλούσια	غنی
πλούσια	ریچ
παράσταση	عملکرد
παράσταση	اجرا
παράσταση	کارایی
παράσταση	نمایش
περάσει	گذری
περάσει	مجالس
περάσει	گذر
περάσει	عبور
περάσει	پاس
πολωνία	لهستان
απόλλωνα	آپولو
απόλλωνα	شفاخانه
σοφία	سوفیا
σοφία	حکمت
σοφία	حکمتی
παρουσίαση	ارائه
δυνατόν	امکان
δυνατόν	ممکن
κατάληψη	تصاحب
αναγνώριση	شناسایی
τάγμα	گردان
σήμα	انتن
σήμα	سیگنال
σήμα	علامت
σήμα	نشان
ευχαριστώ	تشکر
ευχαριστώ	سپاس
ευχαριστώ	ممنون
αεροσκάφος	هواپیمای
αεροσκάφος	هواگرد
χρόνος	زمان
χρόνος	تایم
χρόνος	time
πράξεις	عملیات
πράξεις	کنش
φίλιππος	فلیپ
φίλιππος	فیلیپ
δυνατό	قوی
βασιλείς	پادشاهان
βασιλείς	سلاطین
βασιλείς	شاهان
βασιλείς	کینگز
βασιλείς	استاده
τουρκική	ترکیه
τουρκική	ترکی
δήμοι	شهرهای
δήμοι	دهستانهای
τέταρτη	چهارمی
τέταρτη	چهارم
αιγαίου	اژه
ύφος	سبک
χώρους	فضاهای
τούρκοι	ترکهای
τούρκοι	ترکها
ορθόδοξη	ارتدوکس
παράγοντες	عوامل
τεχνικές	تکنیکهای
αστέρας	استار
αστέρας	ستاره
φυτά	گیاهان
αγίων	مقدسات
προτάσεις	پیشنهادهای
προτάσεις	پیشنهادات
προτάσεις	پیشنهادی
προτάσεις	پیشنهادهای
προτάσεις	توصیه
σύμβουλος	مشاور
σύμβουλος	مشاور
τεχνολογία	فناوری
τεχνολογία	تکنولوژی
όπλα	بازوان
όπλα	بازوها
όπλα	آغوش
όπλα	بازو
όπλα	سلاح
έκρηξη	فوران
έκρηξη	بلاست
έκρηξη	دمیدن
έκρηξη	خروش
έκρηξη	انفجار
έκρηξη	انفجاری
έκρηξη	انفجار
συνέλευση	مجلس
συνέλευση	مجمع
συνέλευση	محفل
συνέλευση	کنوانسیون
συνέλευση	همایش
βασιλικό	ریحان
βασιλικό	رویال
βασιλικό	سلطنتی
βασιλικό	شاهانه
πάρκο	park
πάρκο	پارک
ποίηση	شعر
εθνών	ملت
εθνών	ملتها
εθνών	ملل
ανατολικό	شرق
ανατολικό	شرقی
ανατολικό	شرق
ανατολικό	شرقی
διαστάσεις	ابعاد
διαστάσεις	بُعد
ερείπια	ویران
ασφάλεια	امنیتی
ασφάλεια	حراست
ασφάλεια	امنیت
ασφάλεια	سلامت
ασφάλεια	امن
ασφάλεια	امنیت
ασφάλεια	ایمنی
ασφάλεια	بیمه
γραφείο	اداره
γραφείο	دفتر
γραφείο	میز
καθημερινή	هروز
καθημερινή	روزانه
καθημερινή	daily
καθημερινή	دیلی
εσωτερική	داخلی
εσωτερική	درونی
απλή	ساده
αρχεία	رکوردز
αρχεία	آرشیو
αρχεία	بایگانی
διάκριση	تبعیض
διάκριση	تمایز
εβδομάδες	هفته
επιστολή	حرف
επιστολή	نامه
επιστολή	نامهای
συνεισφορά	سهم
ιταλικά	ایتالیایی
ιταλικά	ایتالیا
πιθανότητα	احتمال
πιθανότητα	احتمالات
πιθανότητα	احتمال
πιθανότητα	امکان
μόσχα	مسکو
καλιφόρνια	california
καλιφόρνια	کالیفرنیا
πέρασμα	گذری
πέρασμα	مجالس
πέρασμα	گذر
πέρασμα	عبور
πέρασμα	پاس
παύλος	پائول
παύλος	پال
παύλος	پل
παύλος	پاول
γερμανικό	آلمان
γερμανικό	آلمانی
βρετανική	بریتانیایی
βρετανική	بریتانیا
συγκρούσεις	درگیریهای
συγκρούσεις	تضاد
συγκρούσεις	ناسازگار
συγκρούσεις	ناسازگاری
συγκρούσεις	درگیری
συγκρούσεις	منازعه
συγκρούσεις	کشمکش
συγκρούσεις	نزاع
συγκρούσεις	ناسازگاری
προ	pre
χειμώνα	وینتر
χειμώνα	زمستان
χειμώνα	زمستون
χειμώνα	زمستانی
πράσινο	سبز
πράσινο	گرین
δία	زاوش
δία	زئوس
δία	مشتری
δία	ژوپیتر
εταιρείες	شرکتها
εταιρείες	شرکتها
εταιρείες	شرکتهای
εταιρείες	احزاب
εφημερίδες	روزنامه
εφημερίδες	کاغذها
εφημερίδες	اسناد
εφημερίδες	کاغذ
αρχαιολογικό	باستانشناسی
μουσικός	نوازنده
μουσικός	musician
μουσικός	موسیقیدان
χρήματα	پول
χρήματα	پولی
τραγουδίστρια	singer
τραγουδίστρια	خواننده
βερολίνο	برلین
κλίμακα	مقیاس
μέλλον	اینده
μέλλον	future
μέλλον	آینده
κύκλος	چرخه
κύκλος	دایره
κύκλος	سیکل
κύκλος	چرخه
βιέννη	وین
βιέννη	وینا
σκοτώθηκε	کشته
πρότεινε	پیشنهاد
βασιλείας	بازل
εφαρμογές	کاربردها
αιώνες	قرنها
ιστορίες	داستانها
ιστορίες	داستان
ιστορίες	داستانها
ισπανικά	اسپانیا
ισπανικά	اسپانیایی
βρετανικό	بریتانیایی
βρετανικό	بریتانیا
έρευνες	تحقیق
έρευνες	تحقیقاتی
έρευνες	تحقیقات
έρευνες	پژوهش
έρευνες	مکرر
εκλογή	انتخاباتی
εκλογή	انتخابات
κάνοντας	ساختن
πρακτική	عملی
πρακτική	تمرین
ρίζες	ریشه
μερικοί	بعضیها
μερικοί	برخی
ποιητές	شاعران
σύνδεση	ارتباط
σύνδεση	اتصال
σύνδεση	اتصال
σύνδεση	پیوند
σύνδεση	لینک
σύνδεση	وصل
σύνδεση	اتصال
σύνδεση	متصل
αυτοκίνητα	ماشینها
πλευρές	پهلو
τεράστια	بزرگی
διαδίκτυο	اینترنت
διαδίκτυο	اینترنتی
νούμερο	عدد
νούμερο	شمارۀ
νούμερο	شماره
δίνοντας	دادن
καφέ	قهوهای
καφέ	براون
καφέ	قهوه
πατριάρχης	ایلخانی
ευρύτερη	بازتر
ευρύτερη	وسیعتر
ευρύτερη	وسیعتر
οδός	مسیر
οδός	استریت
οδός	خیابانی
οδός	خیابان
οδός	خیابون
οδός	جاده
λος	los
λος	لوس
λος	لس
γνωστές	دانسته
γνωστές	معلوم
άμυνας	دفاع
μάτια	چشمها
μάτια	چشمانی
μάτια	چشم
μάτια	چشمان
επιγραφή	حکاکی
επιγραφή	کتیبه
εκδηλώσεις	رویدادهای
εκδηλώσεις	رویدادها
εκδηλώσεις	حوادث
εκδηλώσεις	اتفاقات
σερβία	صربستان
βαν	وان
βαν	فان
βαν	ون
βαν	وَن
ποικιλία	همیاری
ποικιλία	گوناگونی
ποικιλία	تنوع
ποικιλία	جوره
ποικιλία	تنوع
κώστα	کوستاس
κώστα	کوستا
κώστα	کاستا
χρονικά	سرگذشت
δολοφονία	ترور
δολοφονία	قتل
αθλητής	athlete
αθλητής	پهلوان
αθλητής	ورزشکار
φιλόσοφος	فیلسوف
παρασκευή	آدینه
παρασκευή	جمعه
καθήκοντα	تکالیف
καθήκοντα	تکالیف
καθήκοντα	وظایف
απώλειες	خسارات
απώλειες	ضرر
απώλειες	تلفات
εκπομπή	پخش
εκπομπή	مخابره
εκπομπή	نشر
εκπομπή	گسیل
κινητήρα	موتور
κινητήρα	موتوری
κινητήρα	موتور
αντικαταστάθηκε	جایگزین
τόμας	توماس
τόμας	تامس
τόμας	توما
απλό	ساده
απλό	ساده
εβδομάδα	هفته
εβδομάδα	هفتۀ
έρχεται	میاد
έρχεται	آمدن
επιστήμες	علمی
επιστήμες	علم
επιστήμες	علوم
επιστήμες	علوم
αυλή	حیاط
αυλή	حیاط
αυλή	یارد
αυλή	حیاط
επαγγελματική	حرفهای
γαλλικό	فرنچ
γαλλικό	فرانسه
γαλλικό	فرانسوی
φήμη	اعتبار
φήμη	آبرو
φήμη	شهرت
φήμη	شهرتش
φήμη	شهرتش
φήμη	شهرت
φήμη	شهرتی
φήμη	شایعه
φήμη	شایع
δημοσίευσε	پست
κόλπο	حیله
κόλπο	حقه
κόλπο	ترفند
κόλπο	کلک
τύμπανα	طبل
τύμπανα	درام
τύμπανα	طبل
τύμπανα	درامز
ανακάλυψη	کشف
ανακάλυψη	اکتشاف
ανακάλυψη	دیسکاوری
ανακάλυψη	کشف
ιδρυτής	بنیانگذار
ιδρυτής	موسس
διαφορές	تفاوت
διαφορές	تفاوتهای
διαφορές	تفاوتها
διαφορές	اختلاف
διαφορές	مجادله
διαφορές	اختلافات
κινήσεις	حرکات
κινήσεις	حرکات
πυρήνα	هسته
πυρήνα	هسته
ποιος	که
νόμπελ	نوبل
κανονική	منظم
κανονική	نرمال
κανονική	عادی
κανονική	معمولی
κανονική	طبیعی
αδελφή	خواهر
αδελφή	خواهری
αδελφή	خواهرش
έπεσε	فل
άγαλμα	مجسمه
άγαλμα	تندیس
βραζιλία	برزیل
βορρά	شمالی
βορρά	نورث
βορρά	شمال
δύσκολο	سخت
δύσκολο	دشوار
δύσκολο	سخت
δύσκολο	سختی
δύσκολο	دشوار
προσπαθεί	تلاش
προσπαθεί	سعی
αριθμούς	اعداد
αριθμούς	عدد
αριθμούς	اعدادی
ιερουσαλήμ	اورشلیم
ιερουσαλήμ	قدس
στρατόπεδο	اردوگاه
στρατόπεδο	اردو
στρατόπεδο	کمپ
διαφορετικό	متفاوت
αλήθεια	راست
αλήθεια	حقیقی
αλήθεια	درست
αλήθεια	true
αλήθεια	حقیقتی
αλήθεια	واقعیت
αλήθεια	حقیقت
αλήθεια	حق
αλήθεια	واقعآ
αλήθεια	واقعا
ποσότητα	کمیت
διαδρομή	مسیر
διαδρομή	راه
διαδρομή	مسیر
νερά	آبها
νερά	آبهای
σουηδία	سوئد
λατινική	لاتین
ολόκληρο	کل
έκφραση	تجلّی
έκφραση	عبارت
υπολογιστή	رایانه
υπολογιστή	کامپیوتر
γνωστοί	دانسته
γνωστοί	معلوم
γνωστοί	آشنایان
προσφορά	بید
προσφορά	پیشکش
προσφορά	پیشنهاد
προσφορά	تقدیم
φρούριο	قلعه
φρούριο	دژ
φρούριο	فورت
φρούριο	دژ
ανεξάρτητα	مستقل
παρατηρήσεις	مشاهدات
παρατηρήσεις	نظرات
παρατηρήσεις	نظرها
παρατηρήσεις	توضیحات
δίκη	محاکمه
δίκη	دادرسی
αρκετοί	چندین
σχόλια	نظرات
σχόλια	نظرها
σχόλια	توضیحات
άξονα	محور
άξονα	محور
νομική	مجاز
νομική	قانونی
νομική	حقوقی
γράμμα	حرف
γράμμα	نامه
γράμμα	نامهای
πνεύμα	روحی
πνεύμα	اسپریت
πνεύμα	روح
βουνά	کوهستان
βουνά	کوهها
παλιό	پیر
παλιό	قدیمی
παλιό	قدمت
παλιό	کهنه
συμφωνώ	موافقت
συμφωνώ	موافق
συμφωνώ	موافقم
συρία	سوریه
γενιά	نسل
κατανομή	بهمنی
κατανομή	تخصیص
κατανομή	توزیع
στίχους	آیات
στίχους	شعر
στίχους	شعرای
κλειστό	بسته
αυτοκίνητο	خودرو
αυτοκίνητο	خودروی
αυτοκίνητο	ماشین
αυτοκίνητο	اتومبیل
αυτοκίνητο	خودرو
δικαιοσύνης	عدالت
δικαιοσύνης	عدل
φυσικός	طبیعی
φυσικός	natural
φυσικός	فیزیکدان
τουρνουά	مسابقات
τουρνουά	تورنومنت
τουρνουά	تورنمنت
ημερολόγιο	ژورنال
ημερολόγιο	مجله
ημερολόγιο	نشریه
στατιστικά	آمارهای
στατιστικά	آمار
συμβολή	سهم
βασικές	پایه
βασικές	پکیج
βασικές	بیسیک
στυλ	استایلز
στυλ	سبکهای
στυλ	سبک
ήλιο	هلیم
ήλιο	هلیوم
τοπικές	محلی
ρεάλ	رئال
ρεάλ	حقیقی
ρεάλ	واقعی
βοηθός	دستیاری
βοηθός	دستیار
βοηθός	یاور
βοηθός	یاوری
βοηθός	معاون
ελβετία	سویس
ελβετία	سوییس
ελβετία	سوئیس
αναζήτηση	جستجو
αναζήτηση	پویش
βιομηχανία	صنعت
βιομηχανία	صنایع
υποστήριξε	پشتیبانی
καλλιτεχνικό	هنرمندانه
καλλιτεχνικό	هنرمندی
τεύχος	مسئله
εσύ	تو
εσύ	شما
μπάσκετ	basketball
μπάσκετ	بسکتبال
μουσικοί	نوازنده
μουσικοί	نوازندگان
κοιλάδα	دره
προϊόν	فرآورده
προϊόν	محصول
προϊόν	ضرب
προϊόν	حاصل
παλάτι	کاخ
παλάτι	قصر
πασά	پاشا
συγχώνευση	ادغام
συγχώνευση	تلفیق
συγχώνευση	ادغام
συγχώνευση	ادغام
εμπειρία	تجربه
σκηνές	چادر
αθλητικά	کتونی
αθλητικά	اسپرت
αθλητικά	اسپورت
αθλητικά	ورزشی
αθλητικά	ورزش
χρυσός	زرین
χρυσός	طلایی
χρυσός	گلدن
χρυσός	طلائی
χρυσός	طلای
χρυσός	gold
χρυσός	طلا
χρυσός	طلایی
χρυσός	گلد
χρυσός	زرین
φίλος	دوست
φίλος	دوستی
τρίτος	سومین
τρίτος	سومی
τρίτος	سوم
σύγκριση	مقایسه
επιστήμονες	دانشمندان
δώδεκα	دوازده
δικηγόρος	وکالت
δικηγόρος	وکیل
πρίγκιπας	پرنس
πρίγκιπας	پرینس
πρίγκιπας	شاهزاده
έφυγε	رفت
έφυγε	رفتن
έφυγε	رفته
οδηγός	راننده
οδηγός	گرداننده
οδηγός	راهنما
οδηγός	هدایت
οδηγός	راهبر
δρόμος	استریت
δρόμος	خیابانی
δρόμος	خیابان
δρόμος	خیابون
δρόμος	جاده
τελικός	نهائی
τελικός	نهایی
τελικός	پایانی
τελικός	آخرین
τελικός	فاینال
δήμους	شهرهای
δήμους	دهستانهای
τοπικά	محلی
τοπικά	محلی
πίστη	ایمانش
πίστη	ایمان
πίστη	ایمانی
πίστη	وفاداری
πίστη	وفای
πίστη	وفادار
παραδοσιακά	سنتی
προέλευση	خاستگاه
προέλευση	مبدأ
προέλευση	منشأ
προέλευση	مبدا
ισχυρή	توانا
ισχυρή	نیرومند
ισχυρή	پرقدرت
ισχυρή	قدرتمند
διαχείριση	مدیریت
διαχείριση	مدیریت
διαχείριση	مدیریت
σταδιοδρομία	حرفه
σταδιοδρομία	شغل
ιράν	ایران
ιράν	سوادکوه
πιθανό	امکان
πιθανό	ممکن
τζορτζ	جرج
τζορτζ	گئورگ
τζορτζ	جورج
παρουσίασε	عرضه
συναυλίες	کنسرت
συναυλίες	گیگ
αίμα	خونی
αίμα	خون
ιστορικές	تاریخی
αντίστοιχη	متناظر
ζωγραφική	نقاشی
βελτίωση	بهبود
βελτίωση	اصلاحات
βελτίωση	اصلاحات
βελτίωση	بهبود
βελτίωση	بهبودی
βελτίωση	بهبود
βέλγιο	بلژیک
εξωτερική	خارجی
κτήριο	ساختن
κτήριο	ساختمانی
κτήριο	ساختمان
αστυνομία	پولیس
αστυνομία	پلیس
επιμέλεια	حضانت
πτήση	پروازی
πτήση	پرواز
καρκίνο	سرطانی
καρκίνο	سرطان
αλεξάνδρεια	اسکندریه
αλεξάνδρεια	الکساندریا
στίχοι	آیات
στίχοι	شعر
στίχοι	شعرای
απευθείας	دایرکت
απευθείας	direct
απευθείας	مستقیما
απευθείας	مستقیماً
σύμβολα	نمادهای
σύμβολα	نمادها
ρωσικά	روس
ρωσικά	روسیه
ρωσικά	روسی
πρίγκιπα	پرنس
πρίγκιπα	پرینس
πρίγκιπα	شاهزاده
ηλίας	الیاس
ηλίας	الایژا
ηλίας	الیاس
φυλή	قبیله
φυλή	خاندان
φυλή	طایفه
φυλή	قبیله
φυλή	نژاد
φυλή	مسابقه
βενετία	ونیز
χαρακτήρας	شخصیت
χαρακτήρας	نویسه
δέχεται	میپذیرد
δέχεται	پذیرد
κόστος	هزینه
τύποι	انواع
σύζυγο	همسری
σύζυγο	همسر
σύζυγο	همسر
σύζυγο	شوهر
σύζυγο	شوهری
σύζυγο	شوهرش
σύζυγο	زن
σύζυγο	همسر
σύζυγο	عیال
σύζυγο	wife
δημοκρατικό	دمکراتیک
δημοκρατικό	دموکراتیک
δημοκρατικό	دموکرات
σκωτίας	اسکاتلند
σκωτίας	اسکاتلند
σκωτίας	اسکاتلندی
λατινικά	لاتین
δυνατή	قوی
μέτρο	پیمانه
κλασική	کلاسیک
κλασική	کلاسیک
κλασική	classic
πιάνο	piano
πιάνο	پیانوی
πιάνο	پیانو
διπλό	دابل
μηχανική	مکانیک
μηχανική	مهندسی
υπέστη	وارده
πραγματική	واقعی
καν	khan
καν	خان
καν	هانگ
ψήφους	رای
ψήφους	رأی
κυριακή	ساندی
κυριακή	یکشنبه
βουνό	کوهستانی
βουνό	کوهی
βουνό	کوه
βουνό	کوهستان
ανθρώπινη	انسان
ανθρώπινη	انسانی
ανθρώπινη	بشر
πωλήσεις	فروش
γεωμετρία	هندسه
ερρίκος	هنری
ερρίκος	آنری
φιναλίστ	فینالیست
φιναλίστ	finalist
άνοιξε	باز
τρόπους	راهها
τρόπους	راههایی
τρόπους	راههای
τρόπους	روشهای
τρόπους	آداب
τρόπους	ادب
εμπορικό	فروشگاه
νικήτρια	برنده
γιουγκοσλαβίας	یوگسلاوی
αφαίρεση	حذف
αφαίρεση	حذف
συμπτώματα	علائم
προσωρινά	موقتاً
προσωρινά	موقت
προσωρινά	موقتی
προσωρινά	موقتا
προσωρινά	موقت
προσωρινά	موقتی
προσωρινά	موقت
υδρογόνου	هیدروژن
υδρογόνου	هیدروژنی
άγνωστο	ناشناخته
εντούτοις	هرچند
κύτταρα	سلولهای
κύτταρα	سلول
κύτταρα	سلولها
συνέντευξη	مصاحبه
ρουμανία	رومانی
συνάντηση	ملاقات
συνάντηση	دیدار
συνάντηση	ملاقات
συνάντηση	جلسه
συνάντηση	دیدار
λουδοβίκος	لویی
λουδοβίκος	لوئی
λουδοβίκος	لودویکو
αντ	مورچه
αντ	اده
ανακάλυψε	کشف
λογισμικό	نرمافزار
ενέργειες	کنش
πολωνίας	لهستان
αεροπορία	هوانوردی
αεροπορία	هواپیمایی
μαδρίτης	مادرید
σωματείο	یونیون
σωματείο	اتحادیه
σωματείο	اتحاد
παρόν	حاضر
παρόν	هدیه
ιησού	عیسی
νομίσματα	سکه
πρακτικά	عملی
πρακτικά	عملا
σημαντικός	مهمند
σημαντικός	مهم
ενεργό	فعال
προβολή	نما
προβολή	نمای
ρυθμό	پیس
ρυθμό	خوبیست
ρυθμό	تمپو
ρυθμό	ضرب
ρυθμό	نواخت
ρυθμό	موزون
ρυθμό	ریتم
καλλιτέχνης	هنرمند
καλλιτέχνης	artist
καλλιτέχνης	هنرمندی
άντζελες	آنجلس
μαύρη	مشکی
μαύρη	سیاه
μαύρη	سیاهی
μαύρη	بلک
στήλη	ستون
στήλη	ستونی
νόμισμα	سکه
αξιωματικός	افسر
αξιωματικός	سرکار
δημιουργώντας	ایجاد
στόλου	ناوگان
βιογραφία	بیوگرافی
βιογραφία	تذکره
βιογραφία	زندگینامه
καθηγητή	پروفسور
καθηγητή	پرفسور
καρδιά	قلبی
καρδιά	دل
καρδιά	قلب
στάδια	ورزشگاههای
στάδια	مراحل
στάδια	گامهای
γιου	یو
καθαρά	روشن
καθαρά	تمیز
καθαρά	پاکم
καθαρά	پاک
καθαρά	تور
καθαρά	net
αντίπαλο	رقیب
αντίπαλο	حریفی
αντίπαλο	رقیب
αντίπαλο	حریف
ολοκλήρωση	تکمیل
ολοκλήρωση	یکپارچگی
