έλλη	elija
μεγαλώνει	audzēšana
μεγαλώνει	aug
κόλπους	sekcijas
κόλπους	sekcijām
δανιήλ	daniels
φαρμακευτική	farmācijas
συνδρομή	palīdzība
συνδρομή	parakstīšanās
συνδρομή	pieraksts
καππαδοκίας	kapadokija
ετιέν	etienne
παραδόθηκαν	piegādāts
παραδόθηκαν	piegādātas
παραδόθηκαν	nodoto
παραδόθηκαν	nodotas
παραδόθηκαν	nodota
πεδιάδες	līdzenumi
κορμό	rumpja
ακυρώθηκε	atcelts
ακυρώθηκε	atcelta
ακυρώθηκε	anulēts
ακυρώθηκε	anulēta
ακυρώθηκε	atcelts
ακυρώθηκε	atcelta
δραματικά	dramatiski
δραματικά	dramatiska
δραματικά	krasa
δραματικά	dramatiski
δραματικά	krasi
τροία	trojas
κατάλαβε	saprast
κατάλαβε	izprast
κατάλαβε	saprotu
αμμωνία	amonjaka
διευκολύνει	atvieglot
καθολικών	katoļiem
τρότσκι	trockis
ηφαίστεια	vulkāni
κωμωδίες	komēdijas
σουτ	šāviens
σουτ	sitiens
σουτ	sašāva
αντικαθιστά	aizstāj
αντικαθιστά	aizvieto
εντυπώσεις	iespaidi
συγκεντρώθηκαν	sapulcējušies
συγκεντρώθηκαν	ievākta
συγκεντρώθηκαν	savāktās
θεμελιώδεις	fundamentāli
κλικ	spied
κλικ	nospiest
κλικ	klikšķis
κλικ	klikšķi
θρύλο	apzīmējumi
θρύλο	leģenda
προτροπή	tūlītēja
επιτυχής	veiksmīga
επιτυχής	sekmīga
επιτυχής	veiksmīgs
επιτυχής	veiksmīgu
επιτυχής	veiksmīgi
επιτυχής	veiksme
επιτυχής	veiksmes
επιτυχής	panākumi
επιτυχής	veiksmīgi
επιτυχής	panākumus
επιτυχής	veiksmīga
δεκαέξι	sešpadsmit
φρεντ	fred
φρεντ	freds
μπραντ	breds
έλεν	elena
έλεν	elēna
έλεν	helēna
κομητείες	apgabali
κομητείες	novados
ψάχνει	izskaties
χαμ	šķiņķi
εκκεντρότητα	ekscentricitāti
διάσωσης	glābšana
διάσωσης	glābšanas
σιγκαπούρη	singapūrā
σιγκαπούρη	singapūra
δασκάλους	skolotāji
δασκάλους	skolotājiem
δασκάλους	pasniedzēji
κολοράντο	kolorado
λαχανικά	dārzeņi
απαγορεύει	aizliedz
ευτυχία	laimi
ευτυχία	laime
ευτυχία	laimes
συνδεδεμένο	pieslēdzies
συνδεδεμένο	savienota
κρεβάτι	gultu
κρεβάτι	gulta
κρεβάτι	gultas
τομπάγκο	tobāgo
βικτόρια	viktorija
βικτόρια	viktorijas
υεμένης	jemena
υεμένης	jemenas
βέλος	bultu
βέλος	bulta
μαγεία	maģija
μαγεία	burvība
μαγεία	burvestība
αστυνομικός	cop
αστυνομικός	policists
αστυνομικός	policists
σίδνεϊ	sidnejas
θερμά	silti
επιχειρησιακή	operatīvā
επιχειρησιακή	operatīvais
ικανή	spējīgs
ικανή	spēj
ικανή	spējīgi
έβανς	evans
απομνημονεύματα	memuārus
απομνημονεύματα	memoir
βίκι	vikija
μήνας	mēnesis
μήνας	mēnesi
ανεπίσημα	neoficiālā
ανεπίσημα	neoficiāla
ανεπίσημα	neoficiāls
φυσιολογικά	parasti
στάθμη	līmenis
απότομα	stāvu
απότομα	krasi
ρουμανική	rumāņu
ρουμανική	rumānijas
στέλλα	stella
δικηγόροι	juristi
δικηγόροι	advokāti
κατάλοιπα	atlikumi
κατάλοιπα	atlikums
κατάλοιπα	atlieku
κατάλοιπα	atliekas
κατάλοιπα	atlikuma
κατάλοιπα	atlikums
κατάλοιπα	atlikumi
κατάλοιπα	atliekām
κατάλοιπα	atliekas
σπουδαστές	studenti
σπουδαστές	skolēni
σπουδαστές	studentiem
παύση	apturēts
παύση	apturēta
παύση	apturēti
παύση	pauze
λετονία	latvija
αργίες	brīvdienas
αργίες	brīvdienām
εισαγγελέας	prokurors
νταβίντ	deivids
νταβίντ	dāvids
νταβίντ	david
περιστάσεις	apstākļi
γραφική	grafikā
γραφική	grafiks
κάρολ	kerolu
κάρολ	kerols
μπαρμπούντα	barbuda
διαφορετικοί	atšķirīgi
διαφορετικοί	dažādi
διαφορετικοί	atšķirīgs
διαφορετικοί	dažādas
χένρυ	henrijs
συμβολική	simbolisks
συμβολική	simboliska
συμβολική	simboliski
κλειστά	slēgta
κλειστά	slēgti
κλειστά	slēgts
κλειστά	slēgtas
ρύζι	rīsi
σελίμ	selims
χαβάη	havaju
αποζημίωση	kompensācijas
αποζημίωση	kompensācija
πρόσφατο	nesenā
πρόσφατο	nesen
κόμβος	mezgls
κόμβος	rumbas
κόμβος	hub
επιθυμητό	vēlamā
επιθυμητό	vēlama
επιθυμητό	vēlams
πρίγκηπας	princis
κωμικός	komiķis
κρατήρα	krāteris
καλησπέρα	vakars
καλησπέρα	vakara
καλησπέρα	vakarā
μάη	var
μάη	drīkst
μάη	maijs
χάγη	hāgas
υποδομές	infrastruktūra
υποδομές	infrastruktūras
υποδομές	infrastruktūras
καθοριστικό	izšķiroša
καθοριστικό	izšķirošā
καθοριστικό	izšķirošs
καθοριστικό	izšķirošais
ρέιντζερς	rangers
σκι	slēpes
σκι	slēpju
σκι	slēpošanas
σκι	slēpošana
εβδομαδιαία	nedēļas
εβδομαδιαία	nedēļā
καθορίζουν	definē
καθορίζουν	definēt
ρόμα	romu
ρόμα	romi
μίτσελ	mitchell
βανουάτου	vanuatu
πλούσιος	bagāta
πλούσιος	bagātas
πλούσιος	bagāti
πλούσιος	bagātīgs
πλούσιος	bagāts
παρακολούθησης	pārraudzība
παρακολούθησης	monitorings
παρακολούθησης	uzraudzība
παρακολούθησης	novērošana
ευημερία	labklājību
ευημερία	labklājība
ευημερία	labklājības
φυματίωση	tuberkuloze
φυματίωση	tuberkulozes
αυστραλός	austrālijas
βρυξελλών	briselē
βρυξελλών	brisele
υποκατηγορίες	apakškategorijas
ανάσταση	augšāmcēlies
μπαρμπάντος	barbadosas
τρινιντάντ	trinidāda
απασχόληση	nodarbinātība
απασχόληση	nodarbinātības
τζόναθαν	jonathan
αδελφότητα	biedrība
αδελφότητα	brālības
αδελφότητα	brālība
συντηρητικό	konservants
συντηρητικό	konservatīvā
συντηρητικό	konservatīvo
βορειοδυτικό	ziemeļrietumu
διαχειρίζεται	pārvalda
περιορισμός	ierobežošana
περιορισμός	ierobežojumi
περιορισμός	ierobežojums
περιορισμός	ierobežošana
περιορισμός	ierobežojuma
περιορισμός	ierobežojumi
περιορισμός	ierobežojums
αψίδα	arkas
ψήφισε	nobalsoja
ψήφισε	balsoju
ψήφισε	balsoja
κράμα	sakausējuma
κράμα	sakausējums
πανεπιστημίων	augstskolas
πανεπιστημίων	universitātes
φιλίπ	philippe
φιλίπ	filip
κάμπος	campos
τόγκο	togo
κατώτερο	sliktāki
γάτες	kaķi
γάτες	kaķiem
ριντ	reida
ριντ	niedru
νόμιμη	likumīgs
νόμιμη	likumīgas
νόμιμη	likumīgās
νόμιμη	likumīgi
νόμιμη	likumīga
νόμιμη	likumīgi
νόμιμη	juridiskais
νόμιμη	likumīgi
νόμιμη	likumīgā
νόμιμη	likumīga
νόμιμη	likumīgs
χρήσιμα	lietderīga
χρήσιμα	noderīgs
χρήσιμα	noderīgas
χρήσιμα	noderīga
χρήσιμα	noderīgi
γυμναστική	treniņš
γυμναστική	vingrošana
ανάβαση	debesbraukšanas
ανάβαση	kāpt
ανάβαση	kāpj
ανάβαση	ascent
λιμένες	ostām
λιμένες	pieslēgvietas
λιμένες	ostas
κόμβους	rumbas
κόμβους	mezgliem
κόμβους	mezgli
κόμβους	mezglus
παρθένος	jaunava
παρθένος	jaunava
λίβανο	libānas
λίβανο	libāna
δεξαμενές	rezervuāri
δεξαμενές	tanku
δεξαμενές	tvertnes
δεξαμενές	tanki
δεξαμενές	cisternas
εγκρίνει	apstiprina
εγκρίνει	apstiprina
εγκρίνει	apstiprināt
οσμή	smakas
οσμή	smarža
οσμή	smarža
τήρηση	ievērošanu
τήρηση	ievērošana
καίσαρ	cēzara
εμποδίζει	novērš
συμπλήρωση	pabeigšana
συμπλήρωση	pabeigšanas
συμπλήρωση	papildinājums
συμπλήρωση	papildināt
συμπλήρωση	papildina
στίχος	dzejā
κυβερνήτες	vadītāji
κυβερνήτες	kapteiņu
επισκέψεις	apmeklējumi
επισκέψεις	vizītes
γενέτειρα	dzim
επέζησε	izdzīvo
επέζησε	izdzīvot
επέζησε	izdzīvoja
σοσιαλιστικής	sociālisti
σοσιαλιστικής	sociālistu
θύρα	vārtus
θύρα	vārti
θύρα	vārtiem
θύρα	ostas
θύρα	portu
θύρα	ostā
θύρα	osta
ζημιά	bojāta
ζημιά	bojātas
ζημιά	bojāts
ζημιά	bojāti
ζημιά	bojājums
διόλη	diola
γιούρι	jurijs
γιούρι	uri
λίρα	lira
λίρα	mārciņas
σκοτεινό	tumša
σκοτεινό	tumši
σκοτεινό	tumšs
λεωφορεία	autobusiem
λεωφορεία	autobusus
λεωφορεία	autobusi
ζερμέν	germaine
πρόσθετα	piedevas
πρόσθετα	piedevām
πρόσθετα	spraudņi
πλούτωνα	pluto
κρατίδια	länder
τζέι	sīlis
αμοιβαία	abpusēja
αμοιβαία	savstarpēja
αμοιβαία	savstarpēju
αναλόγως	attiecīgi
καταιγίδα	vētra
καταιγίδα	vētras
καταιγίδα	vētru
καταιγίδα	negaiss
λιβάδια	pļavas
λιβάδια	pļavās
λιβάδια	pļavas
αλγεβρική	algebrisko
τρίτες	otrdienās
τόξου	loks
τόξου	loka
βυθίστηκε	nogrima
ενδιαφέρουσα	interesanti
ενδιαφέρουσα	interesants
ενδιαφέρουσα	interesantas
ενδιαφέρουσα	interesanta
διαφάνεια	atklātība
αντιρρήσεις	iebildumi
δημιουργοί	veidotāji
δημιουργοί	radītāji
δημιουργοί	izgatavotāji
δημιουργοί	veidotāji
δημιουργοί	autori
δημιουργοί	autoriem
μπουτάν	butānas
μπουτάν	butāna
αιώνια	mūžīga
αιώνια	mūžīgs
αιώνια	mūžīgā
ενθουσιασμό	satraukums
ενθουσιασμό	entuziasms
ενθουσιασμό	entuziasma
ενθουσιασμό	entuziasmu
λοατ	lgbt
γιοχάνες	johannes
ανακατασκευή	pārbūve
ανακατασκευή	atjaunot
ανακατασκευή	atjaunošanas
ανακατασκευή	rekonstrukcija
αξιωματούχοι	ierēdņi
αξιωματούχοι	amatpersonas
νύφη	līgavu
νύφη	līgavas
νύφη	līgava
βασανιστήρια	spīdzināšana
βασανιστήρια	spīdzināšanu
καλημέρα	rīts
κάλτσιο	calcio
κρατούμενοι	ieslodzītie
κρατούμενοι	ieslodzīto
κρατούμενοι	ieslodzītie
κρατούμενοι	ieslodzītajiem
τοσκάνης	toskānas
διερεύνηση	izmeklēšana
διερεύνηση	izmeklēšanā
σύνθετο	salikta
σύνθετο	kompozītu
σύνθετο	komplekss
σύνθετο	sarežģīts
σύνθετο	kompleksā
σύνθετο	sarežģīti
σύνθετο	sarežģīta
μειονότητα	mazākums
μειονότητα	minoritāte
μειονότητα	minoritāšu
ήπια	viegla
ήπια	viegls
ήπια	maiga
ήπια	vieglas
προσωρινός	pagaidu
προσωρινός	pagaidu
προσωρινός	īslaicīgi
προσωρινός	pagaidu
προσωρινός	provizoriski
προσωρινός	temp
χειμώνας	ziemā
χειμώνας	ziema
χειμώνας	ziemai
κυριαρχούν	dominēt
προκήρυξη	proklamēšanas
προκήρυξη	pasludināšana
όνειρα	sapnis
όνειρα	sapņot
όνειρα	sapņus
όνειρα	sapņiem
όνειρα	sapņi
συμμαχικές	sabiedroto
βασικού	pamata
κρατουμένων	ieslodzītajiem
αποκαταστάθηκε	atjaunota
αποκαταστάθηκε	atjaunotas
αποκαταστάθηκε	atjaunots
σιβηρία	sibīriju
απορρόφηση	uzsūkšanās
απορρόφηση	absorbcija
απορρόφηση	absorbciju
αναβάθμιση	modernizēt
αναβάθμιση	modernizācija
αναβάθμιση	modernizācija
μογγολία	mongolijas
οχυρώσεις	nocietinājumi
διαλύεται	izšķīst
διαλύεται	izšķīdināt
διαλύεται	izšķīst
διαλύεται	izšķīdina
χωριστά	atsevišķi
χωριστά	atsevišķu
χωριστά	atsevišķs
χωριστά	atsevišķie
χωριστά	atsevišķa
χωριστά	atsevišķi
φίσερ	fišers
φίσερ	fischer
συσχέτιση	korelācijas
συσχέτιση	korelācija
πολωνικά	poļu
πολωνικά	polijas
κέιν	kains
κέιν	keins
ορθογώνιο	taisnstūra
ορθογώνιο	taisnstūra
ορθογώνιο	taisnstūrveida
λάος	laosas
πανοραμική	panorāmas
πανοραμική	panorama
πανοραμική	panorāma
κοινωνιολογία	socioloģija
φτώχεια	nabadzība
φτωχή	slikta
φτωχή	vāja
φτωχή	nabaga
στίχο	dzejā
φρανκφούρτη	frankfurtē
φρανκφούρτη	frankfurtes
ιουστινιανού	justiniāna
κύριε	kungs
κύριε	ser
θάλαμο	kamera
θάλαμο	palāta
καταδίκασε	notiesāts
καταδίκασε	notiesāja
καταδίκασε	nosodīta
καταδίκασε	nosodīja
περιφερειακά	reģionālie
περιφερειακά	reģionāla
περιφερειακά	reģionāli
περιφερειακά	reģionālā
περιφερειακά	reģionālās
περιφερειακά	reģionālais
νύμφη	nimfa
βιογραφίες	biographies
κάμερα	fotoaparāta
κάμερα	kamera
κάμερα	fotoaparātu
κάμερα	kameru
βαβυλώνα	babilona
τραγικό	traģisks
τραγικό	traģiski
τραγικό	traģiska
δίκης	izmēģinājums
δίκης	pētījums
δίκης	prāva
δίκης	pētījumā
ανθρωπότητα	cilvēci
ανθρωπότητα	cilvēce
ανθρωπότητα	cilvēcei
ανθρωπότητα	cilvēce
παπά	sludinātājs
παπά	mācītājs
αντιπρόσωποι	pārstāvjus
αντιπρόσωποι	pārstāvji
αντιπρόσωποι	delegāti
συμβούλια	padomes
επιβεβαιώνεται	apstiprināts
επιβεβαιώνεται	apstiprināja
επιβεβαιώνεται	apstiprinātas
επιβεβαιώνεται	apstiprināta
επιβεβαιώνεται	apstiprināti
παράγωγο	atvasinājumu
παράγωγο	atvasinājums
ζυρίχη	zürich
ζυρίχη	cīrihe
συγνώμη	piedodiet
συγνώμη	žēl
συγνώμη	piedod
συγνώμη	atvainojiet
στέψη	coronation
βομβαρδισμό	apšauda
βομβαρδισμό	bombardēšanas
βομβαρδισμό	bombardēšanas
βίαιη	vardarbīgi
βίαιη	vardarbīgu
τρένα	vilcieni
τρένα	vilcienus
ιονίου	jonijas
φωλιές	ligzdas
κέπλερ	kepler
καπετάνιος	kapteinis
καπετάνιος	kapteini
κυκλικό	cikliskie
κυκλικό	apaļa
κυκλικό	cirkulārā
κυκλικό	apļveida
φίλε	vecīt
φίλε	vecis
φίλε	cilvēks
φίλε	vīrietis
φίλε	vecīt
αμίνη	amīnu
ηφαιστειακή	vulkānisko
παπούτσια	kurpes
ηθικά	morāli
χόφμαν	hofmanis
χόφμαν	hofmans
οντάριο	ontario
προσεκτικά	rūpīgi
προσεκτικά	uzmanīgi
πρωτεύουσες	galvaspilsētas
πρωτεύουσες	galvaspilsētu
βατικανό	vatikāna
χρησιμότητα	lietderību
ακούσει	sadzirdēt
ακούσει	dzirdēts
ακούσει	dzirdēju
φυλάσσεται	apsargāta
γουίλσον	vilsons
ηρώδη	hērods
υποψηφίων	kandidāti
υποψηφίων	kandidātus
υποψηφίων	kandidātiem
επαρκώς	adekvāti
στηβ	stīvs
πολύτιμα	vērtīgi
πολύτιμα	vērtīgs
πολύτιμα	dārgums
πράκτορες	aģenti
ομοιότητα	līdzību
ομοιότητα	līdzība
ομοιότητα	līdzība
διαφημίσεις	reklāmas
φυσιολογική	normāla
φυσιολογική	normāli
φυσιολογική	normāls
δεκαετιών	desmitgades
σταυροφόροι	krustnešiem
γουόλτερ	valters
άνετα	ērtas
άνετα	ērts
άνετα	ērti
τζούλια	džūlija
οξφόρδη	oksfordas
απορρίπτει	noraida
ατλάντα	atlantu
μον	mont
μον	mon
γνωριμία	paziņa
προσωρινό	pagaidu
προσωρινό	īslaicīgi
προσωρινό	pagaidu
προσωρινό	provizoriski
πληροί	sanāk
λιοντάρια	lauvas
μαρίνο	marino
έντυπο	forma
τριλογία	triloģija
μεταλλική	metāla
μονοπάτια	takas
μονοπάτια	ceļi
μονοπάτια	takas
πακέτα	iepakojumi
πακέτα	pakotnes
πακέτα	pakas
πακέτα	paketes
πακέτα	pakešu
πακέτα	iepakojumi
πακέτα	pakas
πακέτα	pakās
συνεχές	nepārtrauktu
συνεχές	nepārtraukts
συνεχές	nepārtrauktā
συνεχές	nepārtraukti
επιφανειακή	virspusēja
πνεύματα	spirti
πνεύματα	gari
αντουάν	antuāns
λοίμωξη	inficēšanās
λοίμωξη	infekcija
λοίμωξη	infekcijas
εμίλ	emils
εμίλ	emīls
απόπειρες	mēģinājumi
τηλέφωνο	telefons
τηλέφωνο	tālrunis
τηλέφωνο	telefons
τηλέφωνο	tālrunis
επαρκή	pietiekama
επαρκή	pietiekami
επαρκή	pietiekams
επαρκή	pietiekamas
εβραϊκά	ebreju
ασυνήθιστο	neierasti
ασυνήθιστο	neparasta
ασυνήθιστο	neparasti
ασυνήθιστο	neparasts
ασυνήθιστο	retāk
έγκυος	grūtniecība
έγκυος	stāvoklī
κριμαία	krimas
λάνκαστερ	lankasteras
σύμμαχος	sabiedrotais
καθίσματα	sēdekļi
καθίσματα	sēdvietas
χαρτοφυλακίου	portfolio
χαρτοφυλακίου	portfeļa
χαρτοφυλακίου	portfelis
διανέμεται	izplata
διανέμεται	izplatīts
διασποράς	kopa
άρνολντ	arnolds
σπόρους	sēklas
μπέιζμπολ	beisbola
μπέιζμπολ	beisbolu
επεκτάσεις	paplašinājumi
τζιμπουτί	džibuti
επίτευγμα	sasniegšanas
επίτευγμα	sasniegšanu
επίτευγμα	sasniegums
επίτευγμα	sasniegumu
επίτευγμα	sasniegšana
πιστεύοντας	ticēt
αντιτορπιλικό	iznīcinātāju
τζούνιορ	junioru
τζούνιορ	junior
τζούνιορ	jaunākais
φεγγάρι	mēness
φεγγάρι	pavadonis
συνήθης	parastās
συνήθης	parastā
συνήθης	parastie
συνήθης	parasti
τηλεπικοινωνιών	telekomunikācijas
τηλεπικοινωνιών	telekomunikāciju
τηλεπικοινωνιών	telekomunikācijām
δημιουργική	radoši
δημιουργική	radošo
δημιουργική	radoša
δημιουργική	radošā
δημιουργική	radošais
δημιουργική	radošs
μπενφίκα	benfica
κουν	kun
κουν	kūns
σκληρότητα	nežēlību
σκληρότητα	cietība
ανοικοδόμηση	pārbūve
ανοικοδόμηση	atjaunošanas
ανοικοδόμηση	rekonstrukcija
μότσαρτ	mocarts
στρατηγούς	ģenerāļi
εξηγήσεις	paskaidrojumi
εξηγήσεις	skaidrojumi
αλμπέρτο	alberto
πληρωμή	maksāt
πληρωμή	atalgojums
πληρωμή	maksā
πληρωμή	samaksa
πληρωμή	samaksāt
πληρωμή	maksājumi
πληρωμή	samaksa
πληρωμή	maksājums
ξενοφών	ksenofonts
λύσει	atrisināt
υπόσχεση	solīt
υπόσχεση	apsolu
υπόσχεση	solījums
υπόσχεση	ķīlu
υπόσχεση	ķīla
τουβαλού	tuvalu
τόνγκα	tonga
μπροστινό	priekšējais
μπροστινό	fronte
μπροστινό	priekšpusē
μπροστινό	priekšā
μπροστινό	priekšējie
θηλαστικών	zīdītāju
θηλαστικών	zīdītāji
φόρου	nodokļi
φόρου	nodoklis
βερόνα	verona
γερουσιαστές	senatoriem
ενωμένη	united
ενωμένη	apvienotā
ενωμένη	apvienoto
ενωμένη	vienoti
κινητά	mob
κινητά	mobilo
κινητά	mobilais
λίθιο	litija
λίθιο	litiju
διάβασε	lasi
διάβασε	lasīt
στάλθηκαν	nosūtīta
στάλθηκαν	nosūtīja
στάλθηκαν	nosūtīti
στάλθηκαν	nosūtīts
θουκυδίδης	tukidīds
αρχίζοντας	sāk
αρχίζοντας	sākot
αρχίζοντας	sākas
ανάρτηση	apturēšana
ανάρτηση	suspensijas
ανάρτηση	suspensija
μετράει	skaitās
μετράει	skaitīšana
μετράει	skaitīt
μετράει	skaitīšanas
ελπίδες	cerības
φάλαγγα	phalanx
φάλαγγα	karavāna
δέσμη	paka
εξερευνητής	explorer
άντον	antons
λισαβόνας	lisabona
λισαβόνας	lisabonas
λισαβόνας	lisabonā
αστικές	urban
αστικές	pilsētu
αστικές	pilsētas
ορατή	redzams
ορατή	pamanāma
ορατή	redzami
ορατή	redzamais
ορατή	redzama
συναισθηματική	emocionālā
συναισθηματική	emocionāli
συναισθηματική	emocionāls
συναισθηματική	emocionālo
πείνα	bads
πείνα	bads
πείνα	bada
πείνα	bads
πείνα	bada
πιθανότητας	varbūtības
πιθανότητας	varbūtību
πιθανότητας	iespējamība
πιθανότητας	varbūtība
ενδιαφέρονται	ieinteresēts
ενδιαφέρονται	interesē
ενδιαφέρονται	interesenti
ενδιαφέρονται	ieinteresēti
ενδιαφέρονται	ieinteresēta
χειρισμό	apstrāde
χειρισμό	apiešanās
χειρισμό	apstrādes
χέρμπερτ	herbert
σεμινάρια	seminārus
σεμινάρια	semināri
μπόμπι	bobijs
πρίγκιπες	prinči
ομάρ	omar
μπορντό	bordo
μπορντό	bordo
απόφοιτος	absolventu
απόφοιτος	absolvents
καταλανικά	katalāņu
αυτόνομο	autonoms
αυτόνομο	autonomā
αυτόνομο	autonomais
αυτόνομο	autonoma
αυτόνομο	autonomi
αιτιολογία	attaisnojums
αιτιολογία	pamatojums
μεθάνιο	metānu
μεθάνιο	metāns
μεθάνιο	metāna
τάκη	taki
ανάμειξη	sajaukšanas
ανάμειξη	sajaukšanas
απόρριψη	noraidījums
απόρριψη	noraidīšanu
απόρριψη	likvidēšana
απόρριψη	iznīcināšana
απόρριψη	noraidīt
απόρριψη	atlaist
απόρριψη	noraidīti
απόρριψη	noraidīta
απόρριψη	noraidīts
απόρριψη	noraidītas
απόρριψη	izmest
απόρριψη	atbrīvoties
ζητήθηκε	pieprasīta
ζητήθηκε	pieprasīti
ζητήθηκε	prasīts
ζητήθηκε	pieprasījis
ζητήθηκε	pieprasīts
ζητήθηκε	pieprasītais
ισπανούς	spāņi
παράδοξο	paradokss
παράδοξο	paradoksāli
οχτώ	astoņas
οχτώ	astoņi
οχτώ	astoņus
οχτώ	astoņiem
βαλτική	baltic
βαλτική	baltijas
αγοράστηκε	iepirka
αγοράστηκε	iegādāts
αγοράστηκε	pirkta
αγοράστηκε	nopirkts
αγοράστηκε	nopirka
κέιμπριτζ	kembridžas
μεταλλικά	metāla
μεταλλικά	metāls
μεταλλικά	metāla
κεμάλ	kemal
εστιατόρια	restorāni
εστιατόρια	restorānos
προτείνεται	ieteikts
προτείνεται	ieteicams
προτείνεται	ieteikta
προτείνεται	ieteica
εφαρμόστηκε	piemēro
εφαρμόστηκε	piemērotās
εφαρμόστηκε	ieviests
εφαρμόστηκε	īstenota
εφαρμόστηκε	īstenots
εφαρμόστηκε	īstenoti
σύντροφος	partnera
σύντροφος	partneri
σύντροφος	partneris
σύντροφος	partnerim
σύντροφος	biedri
σύντροφος	biedrs
γονίδια	gēni
ακραίες	ārkārtīgi
τούρκου	turku
έτοιμο	gatavi
έτοιμο	gatava
έτοιμο	gatavs
έτοιμο	gatavas
συνεχίζονται	turpinot
μπερνάρ	bernard
ραψωδία	rhapsody
ψυχική	garīgi
ψυχική	garīgā
ψυχική	garīgās
πρόωρα	priekšlaicīgi
πρόωρα	pāragri
πρόωρα	priekšlaicīga
πρόωρα	priekšlaicīgas
πρόωρα	priekšlaicīgu
πρόωρα	priekšlaicīgi
πρόωρα	pāragri
απασχολεί	nodarbina
ενήλικα	pieaugušo
ενήλικα	pieaugušie
ενήλικα	pieauguši
ενήλικα	pieaugušais
λογότυπα	logo
καταστρέφει	iznīcina
γαμπρός	jaunlaulātajiem
γαμπρός	apkopt
σομαλία	somālija
σομαλία	somālijas
σεμπάστιαν	sebastians
χορηγός	sponsorēšanas
χορηγός	sponsorēja
χορηγός	sponsors
αντιστοιχία	atbilstība
αντιστοιχία	atbilst
αντιστοιχία	sakritība
αντιστοιχία	mača
αντιστοιχία	sakrīt
ντόπιοι	vietējie
διέλευση	šķērsot
διέλευση	šķērso
διέλευση	šķērsošanas
διέλευση	šķērsošana
διέλευση	tranzīts
διέλευση	tranzīta
μερίδιο	akcija
μερίδιο	dalies
μερίδιο	dalīties
μερίδιο	share
μερίδιο	daļa
ουγκάντα	ugandas
γόνος	micēlijs
σχεδιάσει	plānotais
σχεδιάσει	plānota
σχεδιάσει	plānoto
σχεδιάσει	plānots
σχεδιάσει	plānotie
σχεδιάσει	plānotās
πυρετό	drudzis
αποκαλύψει	atklāt
αποκαλύψει	atklāj
ζάχαρη	cukura
ζάχαρη	cukurs
ζάχαρη	cukuru
παράγραφο	rindkopa
παράγραφο	rindkopas
διευθέτηση	norēķini
διευθέτηση	norēķinu
χρησιμοποίηση	lietošana
χρησιμοποίηση	lietojums
χρησιμοποίηση	lietot
χρησιμοποίηση	izlietot
χρησιμοποίηση	izmantošana
βέρνερ	verners
εξαφανίστηκε	pazuduši
εξαφανίστηκε	pazuda
αντίστροφη	reversā
αντίστροφη	atpakaļgaitā
αντίστροφη	reversās
ενέπνευσε	iedvesmoja
δικαστές	tiesneši
δικαστές	tiesnešiem
δικαστές	tiesnešu
ράλι	rally
τζουζέπε	giuseppe
μπρούνο	bruno
δημόσιος	publiski
δημόσιος	publiskais
δημόσιος	publiska
άλλως	savādāk
άλλως	citādi
ποινικό	noziedzīgu
ποινικό	noziedznieks
όγδοη	astotā
όγδοη	astotais
υποδιαίρεση	apakšrajons
υποδιαίρεση	sadalījuma
ρέμπραντ	rembranta
αντιπροσωπεία	delegācija
πιανίστας	pianistu
ικανότητας	kompetence
ικανότητας	kompetences
συναδέλφους	kolēģu
συναδέλφους	kolēģiem
συναδέλφους	kolēģi
λεφτά	naudu
λεφτά	nauda
λεφτά	naudas
υπολογισμός	aprēķini
υπολογισμός	aprēķins
υπολογισμός	aprēķināšana
υπολογισμός	aprēķina
υπολογισμός	aprēķināt
κουρτ	kurts
πελάτη	klients
πελάτη	klientu
πελάτη	klienti
πελάτη	klients
πελάτη	klientu
πελάτη	klienta
έκκληση	apelāciju
ευρωπαίων	eiropiešiem
ευρωπαίων	eiropiešu
ευρωπαίων	eiropieši
διαχωρισμού	nodalīšana
διαχωρισμού	atdalīšanas
διαχωρισμού	atdalīšanās
διαχωρισμού	atdalīšana
υγρή	mitra
υγρή	mitrs
υγρή	šķidrums
υγρή	šķidruma
υγρή	šķidrs
υγρή	šķidri
υγρή	slapjas
υγρή	slapjš
υγρή	mitra
διαγράμματα	diagrammas
διαγράμματα	kartes
διαγράμματα	diagrammas
διαγράμματα	shēmas
κλωντ	claude
κλωντ	klods
απαγωγή	nolaupīšanu
απαγωγή	nolaupīšana
απαγωγή	nolaupīšanu
απαγωγή	nolaupīšanas
απαγωγή	nolaupīt
απαγωγή	nolaupīja
ζάμπια	zambija
ενεργοποίηση	aktivācijas
ενεργοποίηση	ieslēgt
ενεργοποίηση	aktivizēt
ενεργοποίηση	aktivizē
μηχανικά	mehāniski
μηχανικά	mehāniskais
μηχανικά	mehāniskās
μηχανικά	mehāniska
μηχανικά	mehāniskā
σεπτέμβρη	septembris
σεπτέμβρη	septembrī
σεπτέμβρη	septembri
διακριτικά	zīmotnes
καμπύλες	līknes
διαβάστε	lasi
διαβάστε	lasīt
καλλιεργούνται	audzēti
καλλιεργούνται	auguši
καλλιεργούνται	audzē
καλλιεργούνται	audzētas
ξίφος	zobens
ξίφος	zobenu
αισθήσεις	sajūtām
αισθήσεις	sajūtas
έσωσε	saglabāta
έσωσε	saglabāts
έσωσε	izglāba
καινοτομία	inovāciju
καινοτομία	jauninājumi
