schnellen	ràpid
traditionen	tradició
behauptete	reclamava
behauptete	reclamat
behauptete	presumpta
six	sis
six	six
hunde	gossos
hunde	gos
krebs	càncers
krebs	càncer
verfolgen	seguiment
verfolgen	rastrejant
virus	virus
girls	xiques
girls	nenes
girls	noies
girls	girls
unit	unitat
fett	greixos
fett	grease
fett	negreta
fett	fat
fett	greix
direkter	directe
direkter	directa
direkter	direct
direkter	directes
anzeigen	vista
anzeigen	visualitza
anzeigen	visualització
anzeigen	anuncis
anzeigen	ads
anzeigen	mostra
anzeigen	espectacle
blättern	fulla
blättern	fulls
blättern	fulles
angetrieben	impulsada
angetrieben	impulsat
angetrieben	impulsades
angetrieben	accionada
wiederholen	repetit
wiederholen	repeteix
wiederholen	repetició
wiederholen	refà
wiederholen	refés
wiederholen	refer
reformierte	reformat
reformierte	reformada
historique	historique
astronomie	astronomia
stadtzentrum	centre
decke	sostres
decke	manta
decke	mantes
decke	teulada
decke	sostre
achim	achim
wohnt	vides
wohnt	resideix
schritte	passos
schritte	passes
schritte	passos
wachsenden	creixent
dominiert	domina
dominiert	dominada
dominiert	dominar
geschafft	gestionades
geschafft	gestionat
geschafft	complerta
geschafft	fetes
geschafft	feta
geschafft	fet
michail	mikhaïl
linden	linden
globe	globus
globe	globe
ulrike	sarah
ulrike	ulrike
ulrike	julia
ulrike	júlia
nicholas	nicholas
nicholas	nicolau
jubiläum	efemèrides
jubiläum	aniversari
schnabel	bec
française	française
übertrug	traspassades
schriftlich	escrit
schriftlich	escrivint
schriftlich	escriptura
palästina	palestina
palästina	palestí
klärung	aclarint
klärung	clarificar
klärung	aclarir
klärung	aclariment
wilfried	guifré
wilfried	wilfred
wilfried	wilfried
verfolgte	embruixat
verfolgte	perseguit
angewandt	aplicats
angewandt	aplicat
angewandt	aplicada
zehnten	desena
zehnten	desè
still	quietud
still	encara
vorgaben	ambients
beobachter	observadors
beobachter	monitors
beobachter	observador
bilanz	balanç
bilanz	saldo
bilanz	equilibri
produkten	productes
fürth	fürth
indirekt	indirectes
indirekt	indirecte
mtv	mtv
alias	àlies
alias	àlies
bestätigung	confirmació
bestätigung	confirmar
bestätigung	confirma
bestätigung	validació
mühlen	almàssera
mühlen	mill
mühlen	molí
mühlen	mills
mühlen	esmoladores
wiederherstellen	restaurar
wiederherstellen	restaura
wiederherstellen	refà
wiederherstellen	refés
wiederherstellen	refer
massaker	massacre
massaker	massacres
suffix	sufix
umgangssprachlich	argot
rennfahrer	racer
beseitigt	resolt
aufschwung	revival
matrix	matriu
ähnlichkeit	similituds
ähnlichkeit	semblança
ähnlichkeit	semblança
ähnlichkeit	similitud
verteidigte	defensat
empfehlung	recomanats
empfehlung	recomanada
empfehlung	recomanable
empfehlung	recomanat
empfehlung	suggeriment
empfehlung	recomanació
bedrohung	amenaces
bedrohung	amenaça
eindeutige	inequívoca
einweihung	dedicatòria
einweihung	dedicació
einweihung	consagració
landkreise	districtes
landkreise	comarques
landung	touchdown
landung	anotació
landung	aterratge
saniert	rehabilitat
saniert	rehabilitats
sozialer	socials
sozialer	social
statistischen	estadístic
dallas	dallas
offensive	ofensiu
offensive	ofensiva
fein	multa
fein	fein
pole	polonesos
herman	herman
besiegt	conquerit
besiegt	colpejat
besiegt	derrotat
besiegt	vençut
besiegt	vençuts
krause	krause
bindung	enquadernació
bindung	vincle
bindung	lligam
entwürfe	esbossos
entwürfe	dissenya
entwürfe	dissenys
entwürfe	esborranys
entwürfe	plànols
schwimmen	nedar
schwimmen	natació
early	primerenc
abkürzungen	dreceres
abkürzungen	abreviatura
abkürzungen	abreviació
abkürzungen	abreviatures
abkürzungen	acrònims
protest	protesta
protest	protestes
messina	messina
bsg	bsg
kugel	esfera
kugel	globus
kugel	globe
kugel	pilota
kugel	orbe
kugel	bala
kosovo	kosovo
delegation	delegació
färbung	acoloreix
färbung	coloració
trophy	trofeu
ausstrahlung	emissió
ausstrahlung	carisma
ausstrahlung	radiodifusió
pest	plaga
pest	pesta
indischer	indi
genehmigt	autoritzat
genehmigt	autoritzades
genehmigt	autoritzats
genehmigt	autoritzada
genehmigt	jó
genehmigt	aprova
genehmigt	aprovades
genehmigt	aprovat
genehmigt	aprovada
genehmigt	aprovats
genehmigt	sancionada
genehmigt	sancionats
genehmigt	sancionades
genehmigt	sancionat
universum	univers
gespräche	converses
gespräche	entrevistes
gespräche	discussions
gespräche	debats
biathlon	biatló
wärme	tèrmic
wärme	tèrmica
wärme	calor
wärme	warm
wärme	càlid
wärme	calefacció
kommerzielle	comercial
kommerzielle	mercantils
kommerzielle	comercials
korrigieren	correcció
korrigieren	arregla
korrigieren	corregint
korrigieren	corregeix
korrigieren	corregir
korrigieren	correctes
korrigieren	rectificar
mechanische	mecànica
mechanische	mecànics
mechanische	mecànic
moor	pantà
moor	erms
moor	moros
bezeugt	testimoniada
erfüllung	acompliment
erfüllung	compliment
schach	escacs
hauptquartier	seu
ward	ward
vieles	moltes
vieles	molts
einheitlich	unificada
einheitlich	unificats
einheitlich	unitari
einheitlich	unitàriament
einheitlich	uniforme
ehrungen	tributs
ehrungen	honors
ehrungen	honors
einbau	incorporació
einbau	muntar
einbau	muntatge
steinen	pedres
breitengrad	latitud
breitengrad	longitud
silberne	plata
commonwealth	mancomunitat
commonwealth	cac
hohenzollern	hohenzollern
klang	so
klang	klang
malta	malta
sitzung	session
sitzung	sessió
sitzung	sessió
sitzung	reunió
sitzung	trobada
sitzung	assegut
bolivien	bolivià
bolivien	bolívia
wohin	on
schwerpunkte	destaca
schwerpunkte	destacats
schwerpunkte	ressaltats
schwerpunkte	focus
schwerpunkte	prioritats
seoul	seül
relevanter	rellevant
handels	distributiva
verpflichtung	pacte
verpflichtung	obligació
verpflichtung	compromís
verpflichtung	compromisos
teilnahmen	participat
benutzung	ús
leiche	cadàver
warner	warner
verträge	contractes
verträge	tractats
nordsee	nord
abschied	comiats
abschied	comiat
abschied	adeu
abschied	adéu
perfekt	perfecte
perfekt	perfecta
perfekt	perfectament
burgruine	ruïnes
kommunisten	comunistes
kommunisten	comunista
eingegangen	rebut
eingegangen	rebé
eingegangen	rebuda
ngc	ngc
definieren	defineix
definieren	definint
definieren	definir
definieren	defineix
augustin	agustí
augustin	augustin
gotischen	gòtic
werdegang	carrera
werdegang	història
organ	òrgans
organ	orgue
organ	òrgan
konto	compte
inhaftiert	detingut
inhaftiert	empresonat
busse	bus
busse	autobús
busse	autocars
busse	entrenadors
busse	autobusos
mineral	mineral
mineral	minerals
mixed	mixta
mixed	mixt
mixed	mesclat
konzerten	concerts
holger	holger
kommissar	detectiu
kommissar	inspector
kommissar	superintendent
kommissar	comissionat
kommissar	comissari
erlernte	après
präsentierte	presentat
präsentierte	presentats
dream	somia
dream	somiar
dream	somni
aktien	existències
aktien	estocs
aktien	estoc
aktien	stock
aktien	participacions
aktien	equitat
grammatik	lingüística
grammatik	gramàtica
lustig	fun
lustig	divertit
lustig	diversió
lustig	funny
lustig	graciós
fernseh	televisió
landshut	landshut
silver	plata
case	cas
spanier	espanyols
filter	filtre
filter	filtres
hölle	infern
hölle	hell
beat	beat
meta	meta
charakteristisch	característic
charakteristisch	característics
charakteristisch	distintiu
grade	grau
grade	graus
mönch	frare
mönch	monjo
plateau	altiplà
umgestaltet	redissenyat
ausgeschieden	excretats
amateur	amateur
amateur	aficionat
nachbarschaft	veïns
nachbarschaft	veïns
nachbarschaft	barri
nachbarschaft	veïnat
staatsanwaltschaft	fiscalia
staatsanwaltschaft	fiscal
popularität	popularitat
oberhausen	oberhausen
laurent	laurent
wolfenbüttel	wolfenbüttel
konsequenzen	implicacions
konsequenzen	conseqüències
belgische	belga
rechtsprechung	jurisdicció
rechtsprechung	sentències
rechtsprechung	jurisprudència
bakterien	bacteriana
bakterien	bacteris
martha	martha
pan	pan
channel	canal
übersetzen	traduint
übersetzen	traducció
übersetzen	tradueix
übersetzen	traduir
hunderte	centenars
hunderte	moltíssims
trainiert	entrenat
trainiert	entrenats
börse	intercanvi
börse	börse
kings	kings
kings	reis
taunus	taunus
angefangen	començat
angefangen	iniciat
angefangen	començant
damm	presa
damm	damm
genua	gènova
cook	cook
cook	cuiner
juristen	lletrats
juristen	advocats
juristen	advocat
rum	rom
preisgeld	premi
sekunde	segons
sekunde	segon
sekunde	segona
sekunde	sec
warren	warren
nigeria	nigerià
nigeria	nigèria
orient	orient
benötigen	necessitat
benötigen	exigeixen
benötigen	requereixen
benötigen	necessitar
gespeichert	emmagatzemada
gespeichert	emmagatzemat
gespeichert	desat
gespeichert	salvat
christiane	christiane
gültige	vàlida
gültige	vàlid
bezirke	districtes
bezirke	comarques
bezirke	burgs
paare	parelles
paare	parelles
paare	parells
blood	sang
mathematische	matemàtica
mathematische	mates
mathematische	matemàtica
set	estableix
set	conjunt
rechtfertigen	justifiquen
rechtfertigen	justifiqui
rechtfertigen	justifiquin
rechtfertigen	justificar
rechtfertigen	justifica
protagonisten	protagonista
protagonisten	protagonistes
störung	pertorbació
störung	interferència
störung	trastorn
rekonstruktion	reconstrucció
administratoren	admin
administratoren	administrador
administratoren	administradors
administratoren	administrador
gelernt	après
gefüllt	repintat
gefüllt	farcit
auslegung	interpretacions
auslegung	interpretació
haushalt	llars
haushalt	pressupost
marschall	marshall
marschall	mariscal
prediger	predicador
prediger	predicadors
schöner	bonic
schöner	niça
kaspar	kaspar
kaspar	caspar
ecken	cantonades
ecken	racons
ecken	vores
ecken	arestes
ecken	vèrtexs
ecken	racó
ecken	cantonada
speichern	desa
speichern	desant
speichern	estalvi
speichern	botiga
zurückkehren	reverteix
sprachlich	lingüísticament
schuss	tret
schuss	disparat
freundlich	amablement
freundlich	simpàtica
freundlich	amistós
gehäuse	habitatge
gehäuse	recinte
gehäuse	recintes
zylinder	cilindre
zylinder	cilindres
zylinder	barril
vorschlagen	proposen
vorschlagen	suggereix
vorschlagen	suggerir
portugiesisch	portuguès
wähler	votant
wähler	electors
wähler	votants
reduzieren	redueix
reduzieren	reductor
reduzieren	reduint
populär	popularitat
filmmusik	puntuació
gewinnung	extracció
gewinnung	picapedrer
fotografien	fotografies
fotografien	fotos
fotografien	fotografia
fotografien	fotografía
fotografien	fotografiar
fotografien	fotografia
zuständige	competent
zuständige	competents
verknüpft	enllaçat
nachteil	handicap
nachteil	desavantatge
nachteil	inconvenients
nachteil	inconvenient
nachteil	desavantatge
gramm	gramme
gramm	gram
gramm	grams
abgekürzt	abreujat
abgekürzt	abreujades
wände	murs
wände	parets
begleitung	monitoratge
begleitung	acompanyament
begleitung	escorta
abwehr	defensa
abwehr	defensa
abwehr	defensiva
abwehr	defensiu
abwehr	defenses
genres	gènere
genres	gèneres
konkurrenten	competidors
konkurrenten	competidor
wiederholte	repetit
wiederholte	repetitives
wiederholte	repetitiu
landstraße	autopista
chancen	probabilitats
chancen	oportunitats
stören	molesten
stören	pertorbar
stören	jamming
gastgeber	màquina
gastgeber	amfitrions
gastgeber	acollir
gastgeber	acollit
denkt	pensa
kämpfer	combatents
kämpfer	warriors
kämpfer	guerrers
kämpfer	lluitadors
kämpfer	lluitador
kämpfer	warrior
kämpfer	guerrer
charlottenburg	charlottenburg
blumen	flors
blumen	flor
wünschen	desig
wünschen	desitjos
wünschen	desitjant
venus	venus
schema	esquemàtica
schema	esquema
schema	esquema
alexandra	alexandra
split	divideix
split	split
unruhen	motí
unruhen	pertorbacions
unruhen	aldarull
unruhen	revolta
unruhen	agitació
rosen	roses
rosen	rosen
rosen	rose
rosen	rosa
keith	keith
beigetragen	contribuït
statistische	estadístic
renommierten	prestigiós
renommierten	prestigiosa
renommierten	renom
tante	tieta
tante	tieta
tante	tia
einstellungen	contractació
einstellungen	actituds
einstellungen	preferències
einstellungen	arranjaments
einstellungen	arranjament
selbständig	independents
selbständig	independent
selbständig	self
wohn	residencial
nazi	nazi
hudson	hudson
sorte	varietat
jüngsten	recents
jüngsten	recent
fdl	fdl
diktatur	dictadura
lehrerin	tutor
lehrerin	preceptor
lehrerin	instructor
lehrerin	mestra
nase	nas
nase	nassos
ebert	ebert
finanzen	financer
finanzen	financera
finanzen	finances
vorgänge	processos
jungfrau	virgo
jungfrau	virgin
jungfrau	verge
jungfrau	jungfrau
jungfrau	donzella
marsch	pantà
marsch	març
marsch	march
brooklyn	brooklyn
verbandsgemeinde	verbandsgemeinde
tel	tel
herder	herder
doppelte	doble
doppelte	duplicat
doppelte	duplica
doppelte	dual
heine	heine
teilchen	partícules
teilchen	partícula
kong	kong
gedeckt	cobert
gedeckt	cobertes
achtung	respect
achtung	respecte
achtung	precaució
achtung	atenció
achtung	avís
achtung	advertència
spendete	donats
spendete	donara
salon	saló
salon	berlina
buddhismus	budisme
buddhismus	budista
sauer	sauer
sauer	enfadat
sauer	sour
zufall	oportunitat
zufall	atzar
zufall	aleatòria
zufall	aleatori
zufall	accident
zufall	coincidència
jay	jay
suite	suite
suite	suites
kommend	arribant
salz	salt
salz	sal
monaco	mònaco
monaco	monaco
guillaume	guillaume
export	exportació
export	exportació
export	exportant
swr	swr
portugiesische	portuguès
future	futur
future	futurs
kommende	pròximes
kommende	propers
kommende	properes
naval	naval
helen	helen
bretagne	bretagne
bretagne	bretanya
railroad	ferrocarril
entfernte	llunyà
entfernte	distant
entfernte	retirats
entfernte	eliminat
entfernte	remot
entfernte	remota
entfernte	remots
volumen	volum
volumen	volums
betreten	introdueix
normandie	normandie
normandie	normandia
larry	larry
ghana	ghana
himmelfahrt	ascensió
himmelfahrt	assumpció
yale	yale
administrativ	administrativament
regierungen	govern
regierungen	governs
besserung	millora
estnischen	estonià
wilden	wild
wilden	salvatge
wilden	salvatges
wilden	wilden
wilden	salvatge
deep	deep
deep	profunds
deep	profund
beruflichen	ocupacional
beruflichen	vocacional
manhattan	manhattan
talsperre	presa
talsperre	embassament
talsperre	jaciment
volleyball	voleibol
sortiert	ordena
sortiert	ordenats
urlaub	holiday
urlaub	festiu
urlaub	vacances
urlaub	festes
urlaub	festius
urlaub	vacances
neffe	nebot
plural	plural
sportlichen	athletic
sportlichen	sporting
baptiste	baptiste
julie	julie
oldid	oldid
inspiriert	inspirat
inspiriert	inspira
inspiriert	inspirar
metro	metro
regina	regina
feind	enemic
feind	enemics
schriftliche	escrit
klage	acció
klage	denúncia
klage	queixa
fortschritt	progrés
teich	estany
teich	pond
untersuchte	investigat
untersuchte	examinats
untersuchte	examinada
untersuchte	examinat
track	pista
track	peça
dachau	dachau
sms	sms
anatomie	anatomia
strauss	strauss
leere	buidor
leere	buit
leere	buida
raketen	míssils
raketen	coets
raketen	coet
steuer	impost
steuer	impostos
bull	bull
irene	irene
aussterben	extingit
aussterben	extingida
aussterben	extinció
kunstakademie	kunstakademie
aussprache	pronunciació
aussprache	debat
aussprache	debats
perry	perry
aufgeben	abandona
aufgeben	rendició
aufgeben	abandó
aufgeben	abandonament
synthese	síntesi
vermieden	evitat
montag	dilluns
kurve	corba
goldener	golden
rettung	salvació
rettung	rescat
rettung	salvament
fotografiert	fotografiats
fotografiert	fotografiat
ems	sme
ems	ems
empfänger	receptors
empfänger	destinatari
empfänger	destinataris
empfänger	receptor
iucn	uicn
kaiserliche	imperial
konsequent	coherentment
konsequent	coherent
konsequent	coherents
konsequent	consistents
erläuterung	explicació
erläuterung	explicacions
erläuterung	explicativa
erläuterung	explicatius
edith	edith
gewerkschaften	sindicatura
gewerkschaften	unions
tokyo	tòquio
tokyo	tokyo
beton	formigó
playoffs	eliminatòries
holen	aconsegueix
holen	aconseguir
jünger	deixebles
jünger	deixeble
gotische	gòtic
bois	bois
glücklich	sort
glücklich	feliç
demokraten	demòcrates
demokraten	demòcrata
termin	designació
termin	cita
termin	nomenament
anbieten	ofrena
anbieten	oferta
rakete	coets
rakete	coet
rakete	míssil
spezifische	específics
spezifische	específic
ausgleich	equiparació
ausgleich	compensació
ausgleich	indemnització
ausgleich	balanceig
ausgleich	desplaçament
wallace	wallace
kapital	capital
unverständlich	incomprensibles
verwechselt	confús
verwechselt	confós
verwechselt	confosa
abschaffung	derogatòria
abschaffung	derogació
abschaffung	abolició
abschaffung	abolir
helena	helena
helena	helen
unterhalten	conversar
unterhalten	entretenir
unterhalten	entretingut
entwässert	buidant
entwässert	drenada
entwässert	desguassos
entwässert	drenatges
anwesend	presents
anwesend	present
moses	moses
moses	moisès
champion	champ
champion	campió
champion	campiona
champion	champion
singapur	singapur
singapur	singapore
pablo	pablo
mülheim	mülheim
toulouse	toulouse
toulouse	tolosa
verlegung	traspàs
verlegung	transferència
verlegung	trasllat
verlegung	reubicació
neunten	novè
lyriker	poeta
lyriker	poetes
lyriker	lletrista
muslime	musulmans
muslime	musulmà
heyne	heyne
stille	quietud
stille	silenci
angeblichen	presumpta
miles	milles
miles	kilòmetres
miles	quilòmetres
christlich	christian
christlich	cristià
ellen	ellen
fell	pelatge
zitate	cotitzacions
zitate	citacions
sternen	estels
sternen	estrelles
arno	arno
argumenten	arguments
bemerkungen	notes
bemerkungen	comentaris
bemerkungen	observacions
cleveland	cleveland
sinnlos	inútil
santos	santos
geografische	geogràfic
gefangene	presoner
gefangene	captiva
gefangene	presos
gefangene	presoners
gefangene	captius
gefangene	detinguts
geiger	geiger
aufrecht	erigir
freud	freud
minor	menor
minor	minor
qualitativ	qualitativament
qualitativ	qualitatiu
qualitativ	qualitativa
qualitativ	qualitatius
god	déu
situationen	situacions
kontrolliert	comprovat
kontrolliert	controlat
kontrolliert	controlada
kontrolliert	controlats
piper	piper
bemühen	endeavour
besuchern	visitants
besuchern	visitant
algerien	alger
algerien	algerià
algerien	algèria
kanzler	canceller
kanzler	registrador
provence	provença
jülich	jülich
kanonen	canons
kanonen	armes
kanonen	guns
kanonen	canó
verwaltungsgemeinschaft	valeri
streitigkeiten	litigis
streitigkeiten	litigi
streitigkeiten	controvèrsies
streitigkeiten	litigi
streitigkeiten	controvèrsia
streitigkeiten	disputa
erhob	rose
erhob	rosa
kenneth	kenneth
passagen	passatges
durchgehend	coherentment
franziska	franziska
franziska	francesca
franziska	frances
newton	newton
aufführungen	actuacions
katastrophe	catàstrofes
katastrophe	desastres
katastrophe	catastròfics
katastrophe	calamitat
katastrophe	desastre
katastrophe	catàstrofe
weiterbildung	entrenament
weiterbildung	formació
weiterbildung	educació
weiterbildung	continuant
weiterbildung	acadèmies
formulierungen	formulacions
charaktere	personatges
charaktere	caràcters
torhüter	porter
neutralität	neutralitat
after	anus
after	after
after	després
ignaz	ignaz
true	cert
true	true
wohnhäuser	residencial
wohnhäuser	residències
qualitätssicherung	qualitat
qualitätssicherung	assegurament
automatische	automàtic
automatische	automàtica
quartett	quartet
flandern	flandes
flandern	flamenc
viola	viola
bristol	bristol
waldeck	waldeck
namibia	namíbia
gottesdienst	culte
bergwerk	mina
bergwerk	mines
verteilen	distribuint
verteilen	difusió
verteilen	distribueix
verteilen	repartit
verteilen	distribuïda
verteilen	distribuïts
verteilen	distribuïdes
univ	univ
salomon	salomon
salomon	salomó
salomon	solomon
greifen	agafada
greifen	agafa
litt	litt
litt	patit
erika	bruc
erika	erica
erika	erika
negativen	adverses
negativen	negatiu
negativen	negatius
lauten	denominats
konvention	conveni
konvention	convenció
haase	haase
abwarten	esperant
abwarten	espereu
abwarten	espera
but	però
atlantik	atlantic
atlantik	atlàntic
wettbewerben	concursos
geburtsdatum	aniversari
une	une
zusammenbruch	plega
zusammenbruch	esfondrament
gewählte	elegits
gewählte	electes
nominierungen	nominats
nominierungen	nominacions
nominierungen	candidatures
draußen	outdoor
draußen	alella
draußen	out
marina	marina
gehalt	salari
gehalt	sou
gehalt	contingut
gehalt	sous
gehalt	salaris
sauber	sauber
flöte	flauta
düren	düren
forstwirtschaft	forestal
forstwirtschaft	boscos
forstwirtschaft	bosc
ideologie	ideologia
ideologie	ideològica
herzogin	duquessa
metropolitan	metropolitan
harrison	harrison
dietmar	dietmar
diana	diana
handschrift	manuscrit
nazis	nazi
nazis	nazis
ron	ron
landwirt	agricultors
landwirt	ramaders
landwirt	agricultor
landwirt	granger
mehrzahl	majoria
mehrzahl	plural
regierungszeit	regnat
heilig	sagrat
geholfen	ajudat
geholfen	assistits
geholfen	assistida
geholfen	assistit
sorge	preocupació
malaysia	malàisia
augustus	august
augustus	augustus
strahlung	radiació
strahlung	radiacions
eintragung	entrada
eintragung	matriculació
eintragung	inscripció
vera	vera
substanzen	substàncies
internen	intern
internen	interna
alexandria	alexandria
folgend	seguint
folgend	següents
ergänzungen	addicions
ergänzungen	incorporacions
ergänzungen	suplements
psychiatrie	psiquiatria
psychiatrie	psiquiàtrica
psychiatrie	psiquiàtric
abends	vespre
abends	vesprades
ohren	oïda
ohren	orella
ohren	orelles
ohren	espigues
ohren	oïdes
ruft	convocatòries
ruft	trucades
ruft	crides
ruft	trucant
bösen	maldat
bösen	malvat
trennt	divideix
trennt	separa
vergleichbare	comparable
vergleichbare	equiparable
bush	bush
belastung	càrrega
belastung	carrega
belastung	estrès
verbundene	afiliats
verbundene	associada
verbundene	associades
verbundene	connectat
verbundene	relacionat
verbundene	relacionada
verbundene	relacionats
umfassend	extens
umfassend	extensa
umfassend	exhaustiva
umfassend	exhaustivament
variiert	varia
variiert	varien
vorherige	prior
vorherige	anterior
bordeaux	bordeus
elite	elit
realen	real
elias	elias
elias	elia
astronomen	astrònoms
astronomen	astrònom
hochwasser	inundacions
hochwasser	inundació
vertraut	familiar
erleben	experimentant
erleben	experiencia
erleben	experiència
abwesenheit	absent
abwesenheit	absència
abwesenheit	absències
abwesenheit	absentisme
gerichtshof	cort
gerichtshof	tribunal
bibliographie	bibliografia
rallye	reagrupament
rallye	rallye
willkommen	wellcome
willkommen	benvingut
willkommen	benvinguda
willkommen	benvinguts
abb	abb
abb	figa
kraus	kraus
bezahlen	pagant
gemahlin	consort
gemahlin	esposa
einstein	einstein
motivation	motivació
faz	faz
durchquert	creuat
ungeeignet	inhàbil
ungeeignet	inadequat
apostel	apòstol
apostel	apòstols
islamische	islàmic
islamische	islàmica
islamische	islam
finnische	finès
spalten	columnes
wolfsburg	wolfsburg
singer	singer
singer	cantant
widmen	dedicat
widmen	dedicada
widmen	dedicant
aufsicht	supervisor
aufsicht	prudential
aufsicht	supervisió
feder	ploma
feder	bolígraf
feder	ploma
feder	pen
feder	llapis
orthodoxe	ortodòxia
orthodoxe	ortodox
ausgegeben	expedit
ausgegeben	emès
gewährt	atorgades
gewährt	atorgat
gewährt	concedit
gewährt	concedides
gewährt	concedida
eurovision	eurovision
gutachten	dictàmens
gutachten	opinió
gutachten	dictamen
festgehalten	celebrat
bock	bock
winkler	winkler
match	coincidència
repräsentiert	representada
repräsentiert	representats
repräsentiert	representades
repräsentiert	representat
erneuerung	renovar
erneuerung	regeneració
erneuerung	renovació
entzogen	retirin
firefox	firefox
colin	colin
phasen	fases
phasen	etapes
kombiniert	combina
kombiniert	combinar
kombiniert	combinats
kombiniert	combinada
kombiniert	combinades
kombiniert	combinat
brecht	brecht
olga	olga
italiener	italians
italiener	pizza
italiener	italià
prägte	batejaren
prägte	encunyades
entnommen	extret
entnommen	extreta
industrielle	industrials
industrielle	industrial
industrielle	industrials
het	het
attentat	atemptat
gezeichnet	dibuixat
gezeichnet	subscrit
gefühle	emoció
gefühle	sentiment
gefühle	emocions
gefühle	sentiments
atlantic	atlantic
atlantic	atlàntic
steffen	kathryn
steffen	ronald
steffen	steffen
steffen	freddy
sozialistische	socialistes
sozialistische	socialista
verweise	citacions
verweise	derivacions
verweise	referències
verweise	enllaços
anhang	apèndix
anhang	adjunt
anhang	annex
schulden	deutes
schulden	passius
schulden	deute
barth	barth
naturforscher	naturalista
nebel	boira
nebel	nebulosa
nebel	boires
carmen	carmen
ffffff	ffffff
codex	codex
codex	còdex
kommunalen	comunal
kommunalen	comunals
kommunalen	municipal
kommunalen	municipals
turniere	tornejos
turniere	torneig
überlebenden	supervivents
überlebenden	sobreviure
überlebenden	supervivent
gesichtet	albirament
león	leon
caesar	cèsar
gerichtsbarkeit	jurisdiccions
gerichtsbarkeit	jurisdicció
hedwig	hedwig
bundesländer	länder
bundesländer	províncies
bundesländer	lander
susan	susan
exemplar	espècimen
veit	veit
unrecht	injusta
unrecht	injustes
unrecht	malament
unrecht	injustícia
analysen	analítiques
analysen	analytics
analysen	anàlisi
treppe	passes
treppe	passos
treppe	escales
treppe	stair
songwriter	compositora
diplomatischen	diplomàcia
winterthur	winterthur
holmes	holmes
dramatiker	dramaturg
ware	mercaderia
ware	ware
ware	mercaderia
antisemitismus	antisemitisme
restaurants	restaurants
kantone	cantonal
kantone	cantonals
kantone	cantó
kantone	cantons
heck	cua
großstadt	metròpoli
hardware	maquinari
stolz	orgull
stolz	orgullosa
stolz	orgullós
stolz	orgullosos
stolz	stolz
schicken	enviament
schicken	enviant
schicken	envia
vorgehensweise	plantejament
vorgehensweise	enfocament
vorgehensweise	procediment
leverkusen	leverkusen
göttin	deessa
göttin	deïtat
stärken	reforçar
stärken	enfortir
stärken	midons
stärken	reforça
vereint	combina
vereint	ajunta
barocken	barroca
barocken	barroc
schweigen	silenci
elektronik	electrònica
elektronik	electronic
revision	revisió
helga	helga
instanz	instància
geologe	geòleg
witz	broma
witz	acudit
witz	enginy
witz	acudits
munition	municions
munition	munició
aschaffenburg	aschaffenburg
vegas	vegas
neil	neil
serbischen	serbi
kramer	kramer
utah	utah
celle	celle
trek	trek
flüssen	rius
brett	brett
slowakischen	eslovac
unterhaltung	conversa
unterhaltung	entreteniment
unterhaltung	entertainment
festgenommen	detingut
zukünftige	futur
allan	allan
gutenberg	gutenberg
kosmos	cosmos
kontinent	continental
kontinent	continent
kontinent	continents
konstruiert	construeix
konstruiert	dissenyats
konstruiert	construïts
nationalparks	parcs
zusammenhänge	contexts
zusammenhänge	contextos
castro	castro
götz	götz
happy	feliç
föderation	federació
widmet	dedicat
widmet	dedicada
widmet	dedica
widmet	dedica
haas	haas
symptome	símptomes
symptome	símptoma
aktiver	actiu
fluggesellschaft	portadora
fluggesellschaft	transportista
fluggesellschaft	aerolínia
fluggesellschaft	airlines
fluggesellschaft	aerolínies
hopkins	hopkins
unwahrscheinlich	improbable
jahn	jahn
nfl	nfl
rohr	pipa
rohr	canonada
rohr	rohr
danny	danny
maier	maier
dean	degà
dean	dean
dean	vicedegà
dean	degana
ringe	anells
ringe	anelles
neutrale	neutre
neutrale	neutral
liberale	liberals
liberale	liberal
ausgedrückt	expressats
ausgedrückt	expressada
ausgedrückt	expressat
zell	zell
gross	bruta
gross	bruts
albanien	albanesa
albanien	albània
albanien	tirana
angreifer	assaltant
angreifer	atacants
valencia	valencia
valencia	valència
umgehend	immediatament
umgehend	indicatiu
