culto	kult
camiñas	peš
camiñas	hodi
entramos	hodil
claridade	jasno
rescate	reševalna
rescate	reševanje
rescate	odkupnina
rescate	odkupnino
xerar	ustvari
racismo	rasizem
esposo	soprog
esposo	moz
esposo	mož
disposta	pripravljeni
disposta	pripravljena
disposta	pripravljen
grecia	grčija
xove	mladi
xove	mlad
xove	mlada
xove	young
xove	mlado
demáis	drugi
demáis	drugih
demáis	druge
xenético	gensko
xenético	genetsko
tecidos	tkiva
tecidos	tkivih
tecidos	tkiv
frecuencia	pogosto
frecuencia	pogosto
caeron	imajo
caeron	imeti
caeron	padlo
kilos	funtov
kilos	kilogramov
kilos	kilogramov
agradecido	hvaležen
agradecido	hvaležna
agradecido	hvaležni
aburrida	dolgčas
aburrida	dolgočasna
aburrida	dolgočasen
aburrida	dolgčas
aburrida	dolgočasno
tentan	poizkusi
tentan	poskusi
tentan	so
tentan	poskušam
axencia	agencija
motel	motel
responsables	odgovorno
responsables	odgovornega
responsables	odgovoren
responsables	odgovorni
responsables	odgovorna
responsables	odgovornost
responsables	za
responsables	ki
responsables	kdo
nobel	nobelovo
nobel	nobel
nobel	nagrada
nobel	nagrado
bonos	znamke
sentiu	občuti
sentiu	čutila
sentiu	počutil
sentiu	čutil
sentiu	občutila
sentiu	so
falen	govorjenje
memorias	spomine
memorias	spominov
memorias	spomini
cultivar	rastejo
cultivar	rasti
cultivar	gojil
cultivar	zrasti
cultivar	gojiti
industriais	industrijsko
industriais	industrijska
industriais	industrijske
industriais	industrijski
industriais	tovarna
industriais	tovarno
desigualdade	neenakost
desigualdade	neenakosti
ameazas	grožnje
belfast	belfast
posesión	obsedenost
posesión	posest
posesión	posedovanje
poderiades	si
poderiades	ti
poderiades	lahko
curva	ovinek
curva	krivulja
curva	krivuljo
curva	krivulje
curva	obrni
entradas	vstopnice
entradas	vozovnice
entradas	karte
pasas	si
pasas	ti
cultivo	kulture
cultivo	kulturo
cultivo	kultura
tratamentos	zdravljenja
tratamentos	obdelava
tratamentos	zdravljenje
tratamentos	obravnava
tratamentos	zdravljenja
tratamentos	so
almacéns	trgovine
almacéns	prodajalne
almacéns	oddelek
almacéns	prodajalna
almacéns	trgovina
meteu	dobil
meteu	got
mecanismo	mehanizem
mecanismo	naprava
mecanismo	pripomoček
taylor	taylor
taylor	taylorja
quinto	petič
quinto	peta
quinto	peto
quinto	peti
quinto	pekel
mandei	poslan
mandei	poslana
mandei	poslani
mandei	poslano
mandei	poslane
divino	božanski
divino	božanska
divino	božansko
divino	božanske
xoguetes	igrača
xoguetes	igračo
xoguetes	igrač
xoguetes	igračke
xoguetes	igrače
vilas	mesta
vilas	mest
vilas	vasi
viñetas	risanke
arquivos	datotek
arquivos	datoteke
arquivos	arhiv
cambiaron	imajo
cambiaron	imeti
cambiaron	spremenjen
cambiaron	spremenjeno
encargo	naročila
encargo	naroči
encargo	red
encargo	naročilo
encargo	vzemite
encargo	vzemi
empece	udarec
empece	stavka
empece	stavki
empece	ven
empece	zunaj
asiáticos	azijske
asiáticos	azijskih
asiáticos	azijski
asiáticos	azijci
factor	dejavnik
factor	faktor
labor	dela
labor	delo
labor	naloga
labor	opravilo
queimado	zažgan
queimado	zažgal
queimado	pogorela
queimado	pogorel
queimado	zgorel
déronlle	so
déronlle	bil
déronlle	bila
perpetua	zivljenje
perpetua	life
perpetua	življenje
perpetua	večna
aparencia	poglej
aparencia	videz
mesas	mize
mesas	tabele
mesas	preglednice
abraham	abraham
temer	strah
temer	prestrašen
temer	prestrašeno
cinto	pasu
cinto	pas
cinto	pasom
camiñamos	hodil
camiñamos	sprehod
camiñamos	hoja
camiñamos	sprehodi
camiñamos	peš
camiñamos	hodi
lectura	branje
lectura	branje
lectura	preberite
lectura	preberi
batallas	bitke
batallas	bitk
bendiga	blagoslovi
bendiga	si
bendiga	ti
propietaria	lastnik
propietaria	lastnica
bonitos	čudovita
bonitos	prelepi
bonitos	prelepe
bonitos	lepi
bonitos	lepe
bonitos	lepa
bonitos	lep
bonitos	prijetno
bonitos	lepo
esperade	počakaj
esperade	za
usaba	uporabljen
usaba	uporabljena
usaba	uporabljeno
usaba	uporabljene
usaba	uporabljeni
ida	ide
ida	ida
matamos	ubijanje
matamos	uboj
matamos	ubitih
matamos	ubit
matamos	ubita
matamos	umorjen
matamos	umorjena
sentou	sedeli
sentou	sedela
sentou	sedel
sentou	sat
mates	ubil
mates	matematiko
mates	matematika
carl	carl
columnas	stolpca
columnas	stolpci
columnas	stebri
furgoneta	kombi
furgoneta	van
numerosos	številni
numerosos	mnogi
numerosos	veliko
reforma	reforme
reforma	reformo
reforma	reforma
incendio	ogenj
incendio	požar
estuda	študija
estuda	študira
estuda	preučevanje
estuda	učenje
decepción	razočaranja
decepción	razočaranje
reportaxe	prijavi
reportaxe	poročilo
ooh	ooh
móvese	selitev
móvese	premikanje
leopardo	leopard
hola	pozdravljeni
elvis	elvis
elvis	elvisa
europea	evropski
europea	evropska
europea	evropsko
mona	mona
ruína	uniči
ruína	zlomil
oracións	molitev
oracións	molitve
xentes	ljudje
xentes	ljudstvo
xentes	osebe
xentes	ljudi
remedio	imajo
remedio	imeti
radiación	obsevanje
radiación	sevanje
radiación	obsevanje
radiación	sevanja
marco	tla
marco	tleh
marco	okvir
marco	okvirja
marco	ogrodje
marco	marco
viena	dunaj
viena	dunajski
rumbo	potek
modesto	skromna
modesto	skromen
modesto	skromno
vestíbulo	preddverje
vestíbulo	veži
vestíbulo	hall
vestíbulo	dvorana
vestíbulo	hodnik
ave	ptica
ave	ptiček
ave	bird
ave	ptič
ave	ave
voa	muhe
voa	muh
higgs	higgs
chegado	pridi
brutalidade	brutalnost
transición	prehodno
transición	prehod
usou	uporabljen
usou	uporabljena
usou	uporabljeno
usou	uporabljene
usou	uporabljeni
actuando	igranje
caldeiro	ječa
caldeiro	zapor
caldeiro	vedro
paulo	paulo
atopaba	bil
atopaba	bila
atopaba	poišči
atopaba	najdi
bandas	trakovi
delincuencia	zločin
delincuencia	kriminal
delincuencia	kriminala
capa	plašč
permitirei	will
permitirei	bo
permitirei	volja
permitirei	ni
permitirei	ne
permitirei	zmagali
permitirei	zmagala
permitirei	zmagal
permitirei	njej
permitirei	njo
permitirei	njen
permitirei	her
permitirei	njena
iii	iii
levareite	vzemite
levareite	vzemi
levareite	si
levareite	ti
prométocho	obljubi
prométocho	obljuba
prométocho	si
prométocho	ti
virei	pridi
choras	so
choras	si
choras	ti
choras	jokati
choras	jok
choras	joka
choras	joče
choras	jok
choras	joči
pagalo	plača
pagalo	plačilo
pagalo	za
municipal	občinski
peste	kuge
peste	kugi
peste	kugo
peste	kuga
peste	škodljivcev
estrañas	čuden
estrañas	čudno
estrañas	nenavadno
representantes	predstavniki
representantes	zastopniki
representantes	delegati
envexa	zavist
vente	pridi
cuartel	poveljstvo
cuartel	štab
cuartel	sedež
cuartel	barake
calmo	miren
calmo	umirjeno
afecto	naklonjenost
mineiros	rudarji
coide	poglej
coide	vzemite
coide	vzemi
coide	oskrba
coide	nego
coide	nega
coide	care
culler	žlica
culler	žlico
culler	žlička
disparan	ustreli
disparan	ogenj
disparan	požar
fianza	varščino
mantas	odeje
entendiches	dobil
entendiches	got
pálida	bled
pálida	bleda
pálida	bledo
fresca	sveže
fresca	svež
fresca	sveža
fresca	sveži
fresca	kul
fresca	fajn
fresca	cool
alice	alica
alice	alice
volverás	si
volverás	ti
volverás	spet
volverás	znova
volverás	ponovno
honrado	počaščen
honrado	počaščena
honrado	iskren
braun	braun
levarei	vzemite
levarei	vzemi
serpe	kača
serpe	kačo
serpe	kače
valen	so
valen	vreden
valen	vredna
valen	vredno
valen	vredne
proletarios	proletariat
strand	sklop
strand	pramen
garrett	garrett
víchelo	žago
víchelo	videl
víchelo	vidu
víchelo	žaga
víchelo	njega
víchelo	ga
víchelo	si
víchelo	ti
walter	walterja
walter	walter
bebo	pijačo
bebo	pij
bebo	pijača
dicides	povej
dicides	si
dicides	ti
paras	si
paras	ti
paras	ustavi
abundancia	obilje
pelota	žogo
pelota	žoga
pelota	žogica
pagaron	plačano
pagaron	plačani
pagaron	plačan
pagaron	plačana
chamaches	si
chamaches	ti
chamaches	poklical
cheminea	dimnik
peggy	peggy
semellas	si
semellas	ti
semellas	poglej
estragar	uniči
debiches	si
debiches	ti
debiches	imajo
debiches	imeti
debiches	mora
patrulla	patrulja
£	četrt
£	četrtina
£	milijon
£	milijoni
£	milijonov
£	miljon
salta	preskok
salta	skok
salta	skoči
rematará	konec
rematará	will
rematará	bo
rematará	volja
traidores	izdajalce
traidores	izdajalci
alabama	alabama
desexas	si
desexas	ti
desexas	želiš
milicia	milica
milicia	milice
morrese	umri
morrese	umreti
morrese	umrl
morrese	umrla
morrese	umrl
norton	norton
serea	sirena
serea	sireno
serea	udarec
chamando	kličem
chamando	klicanje
chamando	kliče
prepara	si
prepara	ti
gustouche	si
gustouche	ti
gustouche	kot
comerciantes	trgovcev
comerciantes	trgovci
comerciantes	trgovci
arrestado	aretirani
arrestado	aretirali
arrestado	aretirana
arrestado	aretiran
facela	naredi
facela	njej
facela	njo
facela	njen
facela	her
facela	njena
varón	samec
varón	samci
varón	moško
varón	moški
varón	moška
varón	poba
varón	deček
varón	fant
varón	fantek
probábel	verjetno
probábel	vrjetno
giuseppe	giuseppe
giuseppe	jožef
indio	indijansko
indio	indijsko
indio	indijski
indio	indijanec
indio	indijska
liras	lir
berce	zibelka
berce	zibelko
traficante	trgovec
benditos	blagoslovljen
benditos	blagoslovljena
benditos	blagoslovljeno
benditos	blagoslovljeni
benditos	blagor
benditos	kako
benditos	so
boden	boden
estuardo	stuart
reféns	talcev
reféns	talci
reféns	talce
dios	boga
dios	bog
dios	sake
dios	jezus
frota	ladjevje
frota	floto
frota	flota
frota	flote
celoso	ljubosumen
celoso	ljubosumni
celoso	ljubosumna
serventes	služabniki
serventes	sluge
serventes	služabnike
seo	seo
punishment	kazen
punishment	kaznovanje
mercadorías	blago
mercadorías	dobrine
mercadorías	blaga
mercadorías	blago
anano	palček
anano	škrat
anano	moški
anano	mož
anano	človek
gueto	geto
drummer	bobnar
asger	asger
esmeralda	esmeralda
mali	mali
mali	zadaj
mali	hrbet
mali	nazaj
impulso	utripa
impulso	impulz
impulso	utrip
impulso	pulz
corán	koran
dígolles	povej
dígolles	si
dígolles	ti
clínicas	klinike
clínicas	klinični
rifles	puške
rifles	pušk
lombo	zadaj
lombo	hrbet
lombo	nazaj
parei	ustavil
parei	ustavljen
procedemento	postopek
custo	strošek
custo	stroški
aforros	prihranek
aforros	prihrankov
aforros	varčevanje
aforros	prihranki
previr	preprečiti
previr	prepreči
previr	preprečite
chiste	šala
chiste	šalo
chiste	hec
tigre	tiger
crecen	rastejo
crecen	rasti
crecen	gojil
crecen	zrasti
crecen	dobil
crecen	dobi
crecen	so
crecen	starejša
crecen	starejši
crecen	starejše
cáncer	raku
cáncer	rak
cáncer	raka
empezan	so
empezan	začetek
empezan	start
empezan	štart
empezan	začni
conectados	povezana
conectados	povezani
conectados	povezano
tradución	prevajanje
tradución	prevod
cuxo	čigav
cuxo	čigava
cuxo	čigavo
pintar	barve
pintar	barvo
pintar	barva
colectivo	kolektivna
colectivo	kolektivno
colectivo	kolektiv
instintos	instinkt
básicos	osnovno
básicos	osnovni
alimentación	hrano
alimentación	hrana
alimentación	živila
alimentación	obleke
alimentación	oblačil
alimentación	oblačila
doulle	dej
doulle	daj
loitas	boje
loitas	pretep
loitas	boj
loitas	borba
bunker	bunker
bunker	bunkerje
favorito	priljubljeni
favorito	priljubljeno
favorito	najljubša
favorito	najljubši
básico	osnovno
básico	osnovni
camboxa	kambodži
defensores	zagovorniki
axencias	agencije
axencias	agencij
axencias	agencija
pausa	pavza
pausa	premor
celas	celice
celas	celic
alfombra	preproga
alfombra	preprogo
alfombra	preproga
alfombra	preprogo
botarlle	vzemite
botarlle	vzemi
agardade	počakaj
visións	videnja
visións	vizije
reacciona	reagira
conceptos	pojmi
conceptos	koncepti
xenéticas	gene
xenéticas	gen
xenéticas	gensko
xenéticas	genetsko
confuso	zmedeno
confuso	zmedena
confuso	zmedeni
confuso	zmeden
confuso	izgubljena
confuso	izgubljeni
confuso	izgubil
confuso	izgubljeno
confuso	izgubljen
empregar	uporaba
empregar	use
empregar	uporabi
oposición	nasprotovanje
oposición	nasprotovanja
oposición	opozicija
oposición	opozicije
mecánica	mehanska
mecánica	mehansko
mecánica	mehanski
mecánica	mehanske
agochados	skrivanje
agochados	skriva
agochados	skrito
agochados	skriti
agochados	skrite
agochados	skrit
agochados	skrita
pesados	težka
pesados	težki
pesados	težke
pesados	težko
buraco	luknjo
buraco	luknja
chamámoslle	poklici
chamámoslle	pokliči
chamámoslle	klic
chamámoslle	pokličite
inevitable	neizbežno
inevitable	neizogibno
elevado	visoko
elevado	visoka
direccións	smer
situacións	situacij
situacións	situacije
odia	sovraštvo
odia	sovražim
odia	sovraži
susan	suzana
susan	susan
facerte	naredi
facerte	si
facerte	ti
continúan	in
mundiais	svet
mundiais	svetovna
mundiais	svetovno
mundiais	world
tentarei	poizkusi
tentarei	poskusi
tentarei	dobil
tentarei	dobi
prioridade	prednost
prioridade	prednostno
descuberto	odkrila
descuberto	odkril
descuberto	odkrite
descuberto	odkrita
descuberto	odkrili
descuberto	odkrit
pensabamos	misel
revistas	revije
revistas	revijo
revistas	revija
revistas	revije
bocas	ust
bocas	usta
lograr	dobil
lograr	dobi
lograr	naredi
distinguir	povej
lagos	lagos
lagos	jezer
lagos	jezera
recentes	nedavne
recentes	nedavno
recentes	nedavna
funcione	dela
funcione	delo
certificado	certifikat
certificado	spričevalo
certificado	potrdilo
pipa	cev
pipa	cevi
pipa	pipa
conversas	pogovori
vivendas	domovi
vivendas	domovih
vivendas	domove
radical	radikalne
radical	radikalno
obesidade	debelost
cuando	kadar
cuando	ko
cuando	kdaj
cadrado	kvadratnih
cadrado	kvadrat
prosperidade	blaginja
prosperidade	blaginje
prosperidade	blaginjo
exilio	izgon
exilio	izgnanstvo
exilio	izgnanstvu
palma	dlan
palma	dlani
palma	palm
relativamente	relativno
cordas	strune
cordas	nizi
cordas	vrvice
gráficos	grafike
órganos	organe
órganos	organi
órganos	organih
decatarse	obvestilo
penicilina	penicilin
comunicarse	sporazumevanje
apple	jabolka
apple	jabolčni
apple	apple
apple	jabolko
apple	ima
funcións	funkcije
funcións	funkcij
domina	prevladuje
modernos	moderna
modernos	sodobno
modernos	sodobna
modernos	sodobni
modernos	moderno
colonial	kolonialni
exceso	iz
exceso	od
exceso	presežek
ostras	ostrige
ostras	drobtinice
vermellas	rdeča
vermellas	rdeči
vermellas	rdeč
vermellas	rdeče
vermellas	red
ocupados	zaseden
ocupados	zaposlen
ocupados	zasedeno
ocupados	zasedena
ocupados	zaposlena
avanzada	napredno
avanzada	napredna
avanzada	napredni
avanzada	napreden
cascos	čelade
darvos	dej
darvos	daj
darvos	si
darvos	ti
darvos	kot
botóns	gumbi
interésame	zanima
interésame	zainteresirani
interésame	zainteresirana
interésame	zainteresirane
afirmación	izjavo
afirmación	navedba
afirmación	izjava
emocionado	navdušen
emocionado	navdušeni
emocionado	navdušena
emocionado	vznemirjen
champaña	šampanjec
lanzou	vrgel
inda	vseeno
inda	še
nalgo	nekaj
chamaría	bi
chamaría	poklici
chamaría	pokliči
chamaría	klic
chamaría	pokličite
austria	avstrijo
austria	avstrija
agricultura	kmetijstvo
unidas	združeni
unidas	združena
unidas	združene
unidas	united
unidas	združeno
unidas	skupaj
ratos	miši
ratos	miške
ratos	podgane
dispoñible	razpoložljivi
dispoñible	razpoložljiva
plataforma	ploščad
plataforma	platforma
plataforma	platformo
celebración	slavje
celebración	praznovanje
soubera	vedel
soubera	vedela
provén	pride
provén	iz
provén	od
provén	stebla
namorada	ljubezni
namorada	love
namorada	ljubezen
enfadado	jezna
enfadado	jezen
enfadado	jezni
enfadado	jezno
enfadado	jezna
enfadado	mad
enviado	poslan
enviado	poslana
enviado	poslani
enviado	poslano
enviado	poslane
demasiadas	preveč
demasiadas	številni
demasiadas	mnogi
demasiadas	veliko
dígoo	le
dígoo	samo
impórtalle	oskrba
impórtalle	nego
impórtalle	nega
impórtalle	care
impórtalle	si
impórtalle	ti
impórtalle	um
impórtalle	razum
evidencias	dokazila
evidencias	dokazi
evidencias	dokaz
preocupados	zaskrbljena
preocupados	zaskrbljeni
preocupados	zaskrbljen
preocupados	glede
secundaria	visoko
secundaria	visoka
secundaria	šole
secundaria	šolo
secundaria	šola
secundaria	sekundarno
secundaria	sekundarne
secundaria	sekundarni
secundaria	sekundarna
primas	materiali
primas	material
primas	materialov
irlanda	irsko
irlanda	irska
irlanda	irski
seguín	sledili
seguín	sledilo
seguín	sledila
seguín	sledil
seguín	obdržal
mercou	kupljen
mercou	kupljene
mercou	kupljeno
mercou	kupljena
mercou	kupil
escritores	pisateljev
escritores	pisatelji
universidades	univerze
universidades	univerz
universidades	univerzami
universidades	univerza
ridícula	smešno
podre	gnila
podre	gnilo
calcetíns	tvoje
calcetíns	tvoji
calcetíns	vaš
calcetíns	tvoj
calcetíns	tvoja
calcetíns	vaša
calcetíns	nogavice
buscamos	za
anual	letne
anual	letno
anual	letna
anual	letni
partidos	pogodbenice
partidos	zabave
partidos	stranke
partidos	vžigalice
necesarias	potrebno
delicado	občutljivo
ofrecerlle	ponudba
ofrecerlle	ponudbo
durmas	spi
durmas	spanec
durmas	spati
durmas	spanje
durmas	budna
durmas	buden
durmas	budni
repito	ponovi
repito	konec
crían	verjel
crían	verjela
crían	verjeli
crían	so
crían	verjemi
atoparse	spoznaj
mensaxeiro	glasnik
mensaxeiro	sel
mensaxeiro	sla
respiro	break
respiro	zlomil
respiro	zlomi
respiro	dih
respiro	vdih
respiro	sapa
respiro	počitka
respiro	počitek
controla	kontrole
controla	nadzor
combustible	gorivo
combustible	goriva
sutil	prefinjeno
crendo	verjemi
crendo	razmišljanje
crendo	razmišljanja
crendo	verjeti
crendo	verovanje
adoitaban	uporabljen
adoitaban	uporabljena
adoitaban	uporabljeno
adoitaban	uporabljene
adoitaban	uporabljeni
adoitaban	so
alexander	aleksandra
alexander	aleksander
alexander	alexander
mortalidade	smrtnost
mortalidade	umrljivost
mortalidade	smrtnosti
mortalidade	smrt
accidentes	nesreče
accidentes	nezgode
accidentes	nesreča
accidentes	nesreče
inclúe	vključuje
seco	suha
seco	suhi
seco	suhe
seco	posuši
seco	suho
materias	surove
materias	surova
materias	surovo
materias	surovi
materias	surov
misericordioso	usmiljen
xesucristo	jezus
xesucristo	kristus
tradicións	tradicije
tradicións	tradicijo
tradicións	tradicije
tradicións	tradicijo
tradicións	tradicija
alcohol	alkohol
alcohol	alkohola
alivio	lajšanje
alivio	oprostitev
alivio	olajšanje
insectos	insekti
insectos	žuželke
túnel	predor
túnel	rov
túnel	tunel
duelo	dvoboj
duelo	dvoboja
mares	morje
mares	morja
vivas	živeti
vivas	živel
vivas	živela
viaxando	potuje
viaxando	potovanje
artística	umetniška
artística	umetniško
artística	umetniški
artística	smer
marxe	sobo
marxe	soba
marxe	sobi
resolución	ločljivost
resolución	resolucija
ensinou	naučil
cegos	slep
cegos	slepe
cegos	slepa
cegos	slepi
feixe	kupček
feixe	kupu
feixe	kup
feixe	lot
rexistros	evidenca
rexistros	zapisi
rexistros	evidence
focas	tjulnji
globo	balon
choraba	jokati
choraba	jok
choraba	joka
choraba	joče
choraba	jokal
choraba	jokala
continuou	nadaljevanje
continuou	nadaljevalo
continuou	in
elefante	slon
elefante	slona
elefante	slone
elefante	sloni
elefante	slonov
golf	golf
sétimo	sedmi
sétimo	sedma
sétimo	seventh
sétimo	sedmo
sétimo	sedmega
creceu	zrasel
creceu	rasel
creceu	zrasla
creceu	tam
venden	so
empresarios	poslovneži
camas	ležišča
camas	postelj
camas	postelje
atopara	imelo
atopara	imeli
atopara	imel
atopara	imela
atopara	izpolnjeni
atopara	srečal
atopara	met
atopara	spoznal
dixestes	si
dixestes	ti
dixestes	said
bonecas	punčke
bonecas	lutke
bonecas	lutk
evento	dogodek
evento	prireditev
evento	dogodka
festival	festival
festival	praznik
festival	praznovanje
determinación	določitev
determinación	odločnost
determinación	določanje
chamaron	so
chamaron	poklical
brasil	brazilija
afeita	uporabljen
afeita	uporabljena
afeita	uporabljeno
afeita	uporabljene
afeita	uporabljeni
afeita	si
afeita	ti
ilusións	iluzij
ilusións	iluzije
tiran	met
tiran	vrzi
tiran	so
separar	ločena
separar	ločeni
separar	ločeno
arriscar	tveganje
arriscar	tveganja
pito	piščanci
pito	piščanca
pito	piščanec
pito	piščančji
pito	cigareti
pito	cigareta
pito	cigareto
censura	cenzuro
crianzas	otroci
montes	hribi
montes	planine
montes	gore
montes	gorovje
chamados	poklical
proveito	nekatere
proveito	nekaterim
proveito	nekateri
proveito	nekaj
proveito	neki
cualificación	rating
obstante	kakorkoli
insultar	žalitev
insultar	žaljivo
liberal	liberalni
descoñecidos	tujca
descoñecidos	neznanci
descoñecidos	tujci
stewart	stewart
perdera	izgubljena
perdera	izgubljeni
perdera	izgubil
perdera	izgubljeno
perdera	izgubljen
perdera	imelo
perdera	imeli
perdera	imel
perdera	imela
escuros	globoka
escuros	globoko
escuros	globok
escuros	temna
escuros	temni
escuros	temno
internacionais	mednarodne
internacionais	mednarodni
internacionais	mednarodna
internacionais	mednarodno
socio	partnerja
socio	partner
socio	partnerka
socio	sodelavka
socio	sodelavec
socio	družabnik
extrema	skrajna
extrema	skrajno
extrema	skrajni
extrema	ekstremno
esquecido	pozabljen
esquecido	pozabljena
esquecido	pozabljeno
esquecido	pozabljeni
escoitarme	poslušamo
escoitarme	poslušam
escoitarme	poslušal
escoitarme	poslušanje
rabia	jezo
rabia	jeza
rabia	bes
rabia	ven
rabia	zunaj
caros	drago
caros	drage
caros	drag
católica	katoliško
católica	katoliški
católica	katoliška
sacrificar	žrtvovanja
sacrificar	žrtvovanje
sacrificar	žrtvovanje
apropiado	ustrezno
apropiado	primerno
apropiado	ustrezna
apropiado	primerna
apropiado	ustrezen
apropiado	bi
carreta	prikazen
carreta	prikazni
carreta	fantom
carreta	voziček
deberá	mora
buscaba	bil
buscaba	bila
buscaba	za
dubido	dvom
dubido	dvomi
suor	znoj
merca	kupi
merca	kupiš
merca	nakup
merca	kupil
atraso	zamuja
atraso	pozno
atraso	pozen
atraso	pozni
atraso	pozna
copas	pijačo
copas	pijače
copas	pijača
recto	naravnost
recto	ravne
saúda	povej
saúda	pozdravljeni
prusianos	prusi
caramba	pridi
falabamos	glede
falabamos	govoril
abrazo	objem
contarllo	povej
contarllo	njega
contarllo	ga
escríbeme	napiši
escríbeme	piši
escríbeme	pisanje
escríbeme	piše
dáma	dej
dáma	daj
dicircho	povej
dicircho	si
dicircho	ti
veo	tančico
chámao	poklici
chámao	pokliči
chámao	klic
chámao	pokličite
chámao	njega
chámao	ga
parécelle	si
parécelle	ti
parécelle	ona
tea	krpo
prefires	si
prefires	ti
prefires	raje
bicar	poljubček
bicar	kiss
bicar	poljub
sirvo	služil
sirvo	servis
sirvo	služi
lotaría	loterijo
lotaría	loteriji
inspección	inšpekcija
máximo	maksimum
máximo	največja
cambiaches	si
cambiaches	ti
cambiaches	pristan
cambiaches	haven
cambiaches	spremenjen
cambiaches	spremenjeno
cambiaches	spremembe
cambiaches	spremeni
cambiaches	sprememba
almorzar	zajtrk
almorzar	kosila
almorzar	malice
almorzar	kosilo
liscou	ona
liscou	levica
liscou	levi
liscou	levo
liscou	leva
interesan	obresti
interesan	zanima
interesan	zainteresirani
interesan	zainteresirana
interesan	zainteresirane
peitos	njej
peitos	njo
peitos	njen
peitos	her
peitos	njena
peitos	prsi
peitos	dojke
peitos	dojk
peitos	dojke
peitos	prsi
peitos	dojk
despedido	odpuščen
baleiras	prazno
baleiras	izprazni
baleiras	prazni
baleiras	prazna
baleiras	prazen
furioso	besni
furioso	besen
furioso	besna
furioso	drzni
sacalo	dobil
sacalo	dobi
sacalo	ven
sacalo	zunaj
sacalo	vzemite
sacalo	vzemi
vina	žago
vina	videl
vina	vidu
vina	žaga
vina	njej
vina	njo
vina	njen
vina	her
vina	njena
unida	skupaj
retiro	upokojitev
retiro	vzemite
retiro	vzemi
peles	kože
peles	dlako
peles	kožuh
peles	krzno
cranio	lobanjo
cranio	lobanje
cranio	lobanja
fique	stojalo
fique	stand
fique	stati
destruíron	so
destruíron	uničena
destruíron	uničeni
destruíron	uničene
destruíron	uničen
destruíron	uničeno
fitzgerald	fitzgerald
batallóns	bataljoni
conquista	osvajanja
conquista	osvojitev
conquista	osvajanje
veteranos	veterani
veteranos	veterani
valentía	pogum
defende	brani
defende	za
cecais	mogoče
cecais	mogoce
cecais	morda
torna	postane
faiche	si
faiche	ti
faiche	izdeluje
métete	um
métete	razum
cheguemos	dobil
cheguemos	dobi
atoparei	poišči
atoparei	najdi
tesouro	zaklad
véxote	glej
véxote	glejte
véxote	si
véxote	ti
destruído	uničena
destruído	uničeni
destruído	uničene
destruído	uničen
destruído	uničeno
roubando	kraja
chamarme	poklici
chamarme	pokliči
chamarme	klic
chamarme	pokličite
delicioso	okusna
delicioso	okusno
coñeciches	si
coñeciches	ti
coñeciches	spoznaj
coñeciches	njega
coñeciches	ga
marion	marion
pénsao	glede
pénsao	misli
blue	modro
blue	modre
blue	modri
blue	modra
andrews	andrews
andrews	iz
andrews	od
perdóeme	odpusti
chalana	jadrnica
chalana	ladja
chalana	čoln
pau	palica
pau	palico
filliña	dopis
filliña	črka
filliña	pismo
filliña	spoštovani
filliña	ljub
filliña	draga
filliña	dragi
filliña	punca
filliña	deklica
filliña	dekle
filliña	punco
excusas	izgovori
sagrada	sveta
sagrada	svete
sagrada	sveto
sagrada	sveti
sagrada	sveto
insolente	nesramnost
mineral	mineralnih
mineral	mineralno
mineral	rude
andabas	si
andabas	ti
andabas	bil
andabas	bila
andabas	bili
andabas	imajo
andabas	imeti
geoffrey	geoffrey
cantaba	poj
cantaba	zapoj
cantaba	pel
tróuxenche	pripeljan
tróuxenche	prinesel
tróuxenche	si
tróuxenche	ti
tentaron	probal
tentaron	poskusil
tentaron	poskušal
gaspare	gaspare
armadas	oboroženi
armadas	oborožena
armadas	oborožen
armadas	oborožene
executado	usmrtili
executado	izvršena
executado	usmrčen
foches	si
foches	ti
anarquista	anarhist
escribo	napiši
escribo	piši
escribo	pisanje
revolucionarios	revolucionarji
irlandeses	irske
irlandeses	irsko
irlandeses	irski
irlandeses	irci
fodidos	so
dámo	dej
dámo	daj
mátao	ubil
mátao	njega
mátao	ga
ianqui	ameriške
ianqui	ameriško
ianqui	ameriški
ianqui	ameriška
detido	aretirani
detido	aretirali
detido	aretirana
detido	aretiran
shirley	shirley
artillería	topništvo
terroristas	teroriste
terroristas	teroristi
terroristas	teroristov
claude	claude
ping	ping
barricada	barikade
punk	mulc
punk	punk
jerry	jerry
condesa	grofica
hongshan	hongshan
cui	cui
zhong	zhong
téñote	dobil
téñote	got
private	zasebno
private	privat
private	zasebna
private	zasebnega
private	zasebni
profes	učiteljev
profes	učitelji
profes	učiteljice
profes	učitelje
profes	profesorji
cbi	iwc
asteroides	asteroidi
asteroides	asteroid
pender	pender
desexaba	iskani
desexaba	iskana
desexaba	upala
desexaba	upal
ensina	uči
ensina	poučuje
solucionar	reši
ángeles	los
ángeles	angelesu
doenzas	bolezni
hormona	hormona
hormona	hormon
doutores	zdravnikov
doutores	doktorji
doutores	zdravniki
doutores	zdravnike
cambiando	spreminjanje
cambiando	spreminja
jazz	jazz
tocamos	igraj
bendición	blagoslova
bendición	blagoslov
finanzas	finance
finanzas	financiranje
incribles	neverjetno
incribles	neverjetno
má	hudo
má	slaba
má	slabo
má	bad
má	slab
hans	hans
inspiración	navdih
inspiración	navdiha
