kršenja	違反
tetka	伯母
tetka	姨媽
tetka	阿姨
tetka	姑姑
tetka	姨媽
luc	luc
beethoven	貝多芬
uhvaćen	抓到
raspoloženje	心境
raspoloženje	心情
raspoloženje	情緒
leigh	leigh
kupi	購買
kupi	買
iskreno	真誠
suho	乾燥
suho	乾
damask	大馬士革
living	生活
šema	圖案
šema	格局
šema	模式
šema	綱要
takse	費用
takse	收費
takse	費
takse	手續費
lccn	lccn
kriv	有罪
prazna	空白
prazna	空
prazna	空白
trona	王座
trona	王位
trona	寶座
nikotin	尼古丁
ambasada	大使館
ambasada	使館
zlostavljanja	濫用
zlostavljanja	虐待
drvenih	木質
drvenih	木
drvenih	木制
signali	訊號
nit	nit
nit	線
vitezova	騎士
pogubljenje	執行
pogubljenje	處決
mikro	微觀
mikro	微型
mikro	微
kapije	門
kapije	大門
aditiv	加法
proporcija	比重
proporcija	比例
trust	信任
trust	信託
dvostruku	雙重
pacijente	病患
pacijente	患者
pacijente	病人
bronzana	青銅
bronzana	銅
salon	沙龍
oblikuje	塑造
willem	willem
kenija	肯亞
agresija	侵略
ashley	ashley
volvo	富豪
opasno	危險
opasno	危險性
aida	aida
mason	梅森
mason	mason
professional	專業
propisima	條例
jaden	jaden
ocjena	評估
shvatili	理解
procentima	百分比
prilagoditi	調整
subjekt	主題
abdel	abdel
matić	matic
skupovi	集群
skupovi	集會
britney	britney
mješovita	混合
zglobova	關節
obraća	地址
ljetno	日光
kompleksna	複雜
genetski	遺傳
reformama	改革
avijacija	航空
pacifika	太平洋
monopol	壟斷
monopol	專賣
ara	ara
prijesto	王座
prijesto	王位
prijesto	寶座
brisel	布魯塞爾
autobusa	公車
autobusa	巴士
terra	高地
terra	terra
očekivao	預計
očekivao	預期
očekivali	預計
očekivali	預期
kilometar	公里
računaju	數
računaju	伯爵
računaju	數數
računaju	計數
zainteresiran	興趣
zainteresiran	感興趣
objasni	解釋
putanja	軌跡
messenger	messenger
messenger	信使
bendova	樂隊
oklopno	裝甲
astronomija	天文
testcases	testcases
nums	nums
claire	claire
pos	pos
odredište	目的地
coq	coq
hayes	hayes
investicije	投資
optužnica	起訴
optužnica	公訴
optužnica	起訴
optužnica	控告
ironično	諷刺
sjene	影
sjene	影子
sjene	陰影
nacisti	納粹黨
nacisti	納粹
leteći	飛
leteći	飛翔
leteći	飛行
napetost	懸念
istražuju	探索
srp	鐮刀
pass	傳球
pass	通過
pass	通行證
jesse	jesse
niski	低低
niski	低
proglašenje	宣言
antimon	銻
pentium	奔騰
ubijanje	殺戮
ubijanje	殺害
mainsnak	mainsnak
žaba	蛙
žaba	青蛙
sretna	開心
sretna	快樂
sretna	高興
sretna	幸福
sretna	happy
bejzbol	棒球
penzionisani	退休
penzionisani	退役
jugoslovenska	南斯拉夫
optuženi	被告
optuženi	被告人
optuženi	被告
predavanje	講課
predavanje	講座
predavanje	演講
predavanje	階級
predavanje	類
predavanje	類別
predavanje	課堂
predavanje	班級
stolica	椅
stolica	椅子
encode	編碼
sindikata	辛迪加
pargs	pargs
turnire	錦標賽
retval	retval
predstavljanja	代表性
palestinu	巴勒斯坦
sjeverozapad	西北
kid	小孩
igračke	玩具
arif	arif
žitarice	麥片
žitarice	穀物
žitarice	穀類
praznici	假期
praznici	假日
praznici	節假日
praznici	節日
obećava	諾言
obećava	承諾
obećava	允諾
obećava	許諾
stambeni	住宅
stambeni	寄宿
stambeni	住房
postupcima	行動
množina	多元
množina	複數
fetusa	胎兒
tan	tan
tan	譚
tan	曬
periferiji	郊外
periferiji	郊區
patio	露台
progon	迫害
gera	gera
smole	樹脂
maksim	格言
aurora	極光
vita	vita
nacistički	納粹
sum	總和
capet	capet
samoubistva	自殺
harper	harper
osmij	鋨
muzeji	博物館
rudnici	地雷
priručnik	手冊
priručnik	手動
kahva	咖啡
mentor	導師
banane	香蕉
predgrađa	郊區
nezaposlenost	失業
nezaposlenost	失業率
arab	阿拉伯
bombu	手雷
bombu	榴彈
spaces	空格
spaces	空間
ultra	超
uhapšeni	被捕
bulls	公牛
vrijedne	寶貴
willard	willard
pobuni	叛亂
pobuni	叛逆
pobuni	反叛
aids	愛滋病
aids	aids
georgios	georgios
karcinoma	癌
marvin	marvin
udžbenika	課本
udžbenika	教科書
rubens	rubens
barut	火藥
suverena	君主
suverena	主權
svakoga	任何人
zrelost	成熟
zrelost	到期
neprekidna	持續
neprekidna	連續
gerd	gerd
bliska	關閉
ostanu	留
ostanu	留下
ostanu	留下來
missing	缺少
missing	失蹤
missing	遺失
uticaji	特效
uticaji	效應
uticaji	影響
uticaji	效果
uticaji	影響
viola	中提琴
bombardera	轟炸機
obračun	攤牌
obračun	決戰
obračun	對決
indij	銦
žanru	類型
žanru	流派
michelangelo	米開朗基羅
prikupljanja	收集
sunderland	sunderland
hepatitis	肝炎
maje	maia
diskriminacije	歧視
vertikalno	垂直
vertikalno	縱向
čudno	怪
čudno	怪異
čudno	奇怪
academia	學術
academia	學界
academia	學術界
eastwood	eastwood
sap	sap
sap	樹液
namještaj	家俱
namještaj	傢具
namještaj	傢俱
okeanija	大洋洲
kolekcije	收藏
humor	幽默
humor	幽默
milost	慈悲
milost	憐憫
milost	仁慈
geologija	地質
geologija	地質學
khalifa	khalifa
tajnosti	保密
firewall	防火牆
reaktor	核反應堆
reaktor	反應堆
sharon	sharon
sharon	沙龍
laser	雷射
laser	鐳射
sid	sid
mentalne	心智
mentalne	心理
mentalne	精神
jar	罐
jar	罐子
razgovara	聊
posjedovanje	持有
posjedovanje	擁有
posjedovanje	佔有
unose	條目
metalna	金屬
ekran	螢幕
pratila	監測
amor	amor
prilagođena	改編
zamijenjeni	取代
estradiol	estradiol
portreta	肖像畫
portreta	畫像
portreta	肖像
uskrs	復活節
hapšenje	逮捕
hapšenje	被捕
hapšenje	拘捕
barijera	壁壘
barijera	屏障
barijera	障礙
msn	msn
ingrid	ingrid
joey	joey
malteški	馬耳他
woods	林子
woods	樹林
ogromni	巨大
komesar	政委
potvrda	確認
potvrda	證實
disc	碟片
disc	碟
disc	磁碟
telekom	電訊
telekom	電信
arheologija	考古學
arheologija	考古
arheologija	考古學
arheologija	考古
pozivajući	呼叫
mediteranska	地中海
narednu	下一步
derivacija	衍生
istaknuta	突顯
istaknuta	凸顯
izolirani	隔離
izolirani	孤立
izolirani	與世隔絕
grijeha	罪孽
grijeha	罪
grijeha	罪惡
grijeha	罪孽
grijeha	罪過
grijeha	罪
grijeha	辛
grijeha	罪惡
amr	amr
shi	石
shi	史
shi	施
udaljeni	遙遠
udaljeni	遠方
udaljeni	偏遠
udaljeni	遙控
udaljeni	遙控器
horor	恐怖
bogdanović	bogdanovic
sulfida	硫化
sulfida	硫化物
trenucima	moments
trenucima	瞬間
trenucima	時刻
odbraniti	捍衛
odbraniti	保衛
ida	ida
prioritet	優先權
prioritet	優先
sabah	沙巴
chi	志
hemikalije	化學品
tango	探戈
api	api
korito	槽
lavovi	獅子
jet	噴射
jet	噴氣
taktika	戰術
taktika	策略
mediteran	地中海
pokal	pokal
jana	jana
alphonse	alphonse
alternative	替代品
bašta	園
bašta	園林
bašta	花園
bašta	園藝
potražnja	需求
potražnja	需求量
potražnja	要求
napitak	藥水
akademske	學術
akutni	急性
akutni	尖銳
liberalna	自由主義
trophy	戰利品
trophy	獎盃
trophy	獎杯
que	que
tačnost	準確性
tačnost	精確度
tačnost	精度
tačnost	準確度
kritična	危急
kritična	批判
kritična	臨界
sahara	撒哈拉
podići	抬
podići	提升
podići	電梯
podići	加註
grass	草
grass	草地
grass	草叢
judaizam	猶太教
pejzaž	風景
pejzaž	景觀
rhapsody	狂想曲
nord	nord
harem	後宮
obavezni	強制
mer	mer
alpi	阿爾卑斯山
učenjak	學人
učenjak	狀元
učenjak	學者
pozvali	邀請
pozvali	受邀
bilja	藥草
bilja	草藥
spriječili	防止
zavisna	依賴
koraci	步驟
berilij	鈹
vosak	蠟
stella	stella
bertrand	bertrand
drvenim	木質
drvenim	木
drvenim	木制
čvorište	樞紐
čvorište	中樞
sočiva	鏡片
talij	鉈
univerziteti	大學
razgovori	對話
razgovori	會談
adi	adi
režimu	政權
režimu	制度
spas	得救
spas	拯救
spas	救贖
highland	高地
highland	高原
socijalizam	社會主義
porsche	porsche
ishrana	營養
ishrana	飲食
ishrana	節食
ishrana	減肥
kukuruza	玉米
rice	大米
rice	米
rice	米飯
rice	飯
presude	句子
presude	刑期
presude	判刑
vilenjaci	精靈
stavovi	態度
montreal	蒙特婁
kadmij	鎘
univerzalni	環球
univerzalni	普及
univerzalni	普遍
kiss	吻
kiss	親
kiss	親親
kiss	kiss
kiss	親吻
duhovi	魂靈
eros	eros
kontrast	對比
kontrast	對照
zavjera	密謀
zavjera	陰謀
zavjera	劇情
zavjera	共謀
zavjera	陰謀
kartaga	迦太基
nur	nur
holokausta	大屠殺
tar	焦油
povoljan	有利
yves	yves
stavke	項目
patnje	受苦
patnje	苦難
patnje	痛苦
nana	奶媽
nana	祖母
gmbh	gmbh
laži	謊言
uvjeriti	說服
snovi	夢
snovi	夢境
snovi	夢想
vanden	vanden
ljuske	貝殼
ljuske	shell
ljuske	殼
omiljeni	最愛
omiljeni	喜愛
klimatski	氣候
najteži	最難
prijateljski	友軍
prijateljski	友好
prijateljski	友善
petronas	petronas
restorana	飯店
restorana	餐廳
restorana	餐館
pywikipedia	pywikipedia
arhitekata	建築師
omega	ō
molarni	臼齒
hemikalija	化學
hemikalija	化學品
uranij	鈾
setmetatable	setmetatable
horizontalna	橫向
horizontalna	水平
fudbal	足球
fudbal	足球
fudbal	美式足球
fudbal	橄欖球
liberalne	自由主義
obližnje	周邊
obližnje	鄰近
obližnje	附近
hronična	慢性
oblaci	雲
oblaci	雲彩
delhi	德里
lou	婁
lou	盧
lou	lou
krava	奶牛
krava	牛
krava	奶牛
krava	母牛
strukturnih	結構
kompas	指南針
kompas	羅盤
vatikana	梵蒂岡
kuhinje	廚房
destiny	天命
destiny	命運
logično	邏輯
žita	糧食
žita	穀物
žita	糧
sali	莎莉
sali	sally
osvete	報復
osvete	報仇
osvete	復仇
uzvišeni	光榮
prisustvovali	出席
prisustvovali	參加
prisustvovali	主治醫生
lukovica	燈泡
lokomotiva	機車
lokomotiva	火車頭
neon	霓虹燈
pag	pag
predviđanja	預測
kabine	船艙
kabine	客艙
kabine	機艙
berze	股票
berze	存貨
berze	庫存
ruth	ruth
pieter	pieter
povećanju	增加
ryu	柳
ryu	隆
odabrane	選取
deutscher	deutscher
divljeg	狂野
divljeg	野
divljeg	野性
divljeg	野生
radnu	工作
jessica	jessica
dijamant	金剛石
dijamant	鑽石
elektricitet	電力
elektricitet	供電
elektricitet	電
damon	damon
obećanje	承諾
obećanje	許諾
obećanje	質押
obećanje	認捐
podijeli	共用
podijeli	共享
podijeli	分享
podijeli	share
podijeli	分裂
podijeli	分水嶺
podijeli	鴻溝
podijeli	分化
privukla	吸引
intervalima	間隔
vergilije	崇德
madagaskar	馬達加斯加
zube	牙
zube	牙齒
pokazujući	顯示
miraz	聘禮
miraz	嫁妝
embrion	胚胎
fluorid	氟化
fluorid	氟
kap	帽
kap	cap
kap	上限
kap	滴
kap	下降
hingis	hingis
govornom	口語
godišnjica	週年紀念
uske	狹義
uske	狹隘
uske	縮小
uske	窄
uske	狹窄
cal	cal
inflacija	通貨膨脹
zabava	好玩
zabava	樂趣
zabava	娛樂
pjevači	歌手
nedavna	最近
nedavna	近期
izbjegne	避免
magna	magna
sinagoga	會堂
dakar	達喀爾
vještačko	人工
vještačko	人造
niša	專長
komete	彗星
ifk	ifk
krovu	屋頂
državljani	國民
teze	命題
teze	論文
erupcije	噴發
pukotine	縫隙
pukotine	裂縫
gloria	gloria
zatvorenici	囚犯
zatvorenici	犯人
zatvorenici	囚徒
amidža	舅舅
amidža	伯父
amidža	叔叔
amidža	阿叔
djevice	處女
sljepilo	失明
licem	臉
licem	臉部
petit	petit
generatora	發電機
revolucionarni	革命性
glavobolje	頭疼
glavobolje	頭痛
municiju	彈藥
municiju	彈藥
ellen	ellen
ars	ars
nicole	nicole
foot	腳
foot	英尺
kitova	鯨魚
kitova	鯨
paok	paok
vodovod	管道
turističkih	遊客
turističkih	旅遊
razumiju	理解
sing	唱
sing	唱歌
sing	歌唱
spavanje	睡
spavanje	睡眠
spavanje	睡覺
spavanje	睡
spavanje	睡覺
spermatozoida	精子
reisul	grand
referenca	參考
bliskoj	關閉
globalstar	globalstar
restoran	飯店
restoran	餐廳
restoran	餐館
čovječanstvo	人性
čovječanstvo	人道
coca	古柯
savjesti	良知
savjesti	良心
perspektiva	透視
perspektiva	視角
čamac	船
čamac	船隻
čamac	艇
claudia	claudia
vegetacija	植被
astronoma	天文學家
analogni	類比
analogni	模擬
ortiz	ortiz
pamti	記住
saveznike	盟友
saveznike	盟軍
saveznike	盟國
saveznike	同盟
pljačke	打劫
pljačke	劫
pljačke	搶劫
händel	handel
brakova	婚姻
spektralnu	光譜
lambert	lambert
putujući	旅行
putujući	旅遊
otpušten	出院
otpušten	退伍
birati	選擇
juana	袁
juana	元
nacistička	納粹
emilio	emilio
vertikalna	垂直
vertikalna	縱向
apache	apache
pozvala	邀請
pozvala	受邀
hull	赫爾
hull	船體
hms	hms
vozovi	火車
vozovi	列車
telekomunikacije	電訊
telekomunikacije	電信
telekomunikacije	電訊
telekomunikacije	電信
proleće	春
proleće	春秋
proleće	春天
proleće	彈簧
proleće	春季
tatjana	tatjana
opozicija	反對
opozicija	反對派
opozicija	反對黨
močvara	沼澤
močvara	沼澤地
močvara	濕地
matteo	matteo
usvajanje	收養
ericsson	ericsson
sbm	sbm
uživaju	享受
motors	馬達
dog	竇
dog	犬
dog	狗
jajnika	卵巢
chat	聊
chat	聊天
ravnopravnost	平等
dokumentarac	紀錄片
keramika	陶瓷
keramika	陶瓷
mane	瑕疵
mane	缺點
mane	缺陷
simetrična	對稱
torij	釷
sar	特區
rute	路線
anime	動畫
koncepti	概念
koncepti	理念
piper	piper
foreman	工頭
formalna	正規
formalna	正式
nišana	樹冠
arxiv	arxiv
evoluirao	進化
dns	dns
osamnaest	十八
bistra	明亮
mudrost	智慧
družina	幫
družina	幫派
postignuća	成就
postignuća	成績
postignuća	成就
postignuća	成績
blair	blair
predviđanje	預估
predviđanje	預測
mkb	mkb
gtp	gtp
kernel	核心
sprečavanje	防止
osigurali	確保
osigurali	安全
ozbiljan	認真
ozbiljan	嚴重
ozbiljan	嚴肅
slabljenje	削弱
slabljenje	弱化
sprat	下限
sprat	地板
asteroidi	小行星
asteroidi	小行星
kana	假名
kana	奏
bennett	bennett
epidemija	暴發
epidemija	爆發
epidemija	流行病
rover	rover
kai	凱
kai	啓
kai	啟
odlukama	決定
katedri	部門
leoparda	豹
leoparda	獵豹
intenzivne	密集
intenzivne	激烈
intenzivne	密集
amaterski	業餘
vargas	vargas
progresivni	漸進
progresivni	進步
progresivni	累進
progresivni	逐步
sanskrit	梵語
groznica	發燒
groznica	發熱
gui	貴
taktike	戰術
taktike	策略
nedostaci	缺點
gigi	gigi
senja	senja
sajam	公平
