mirno	békésen
moon	moon
erwin	erwin
gay	melegek
gay	meleg
gay	buzi
krvotok	véráramba
poplava	árvíz
poplava	árvíz
poplava	árvíz
poplava	árvizek
ada	ada
slabosti	hiányosságok
harvey	harvey
ismail	ismail
korisne	hasznos
virgin	virgin
virgin	szűz
srednjih	középfokú
srednjih	másodlagos
vijetnamski	vietnami
nikozija	nicosia
grace	kegyelem
grace	grace
portala	portálok
díaz	díaz
bazilika	bazilika
tamne	sötét
tkivu	szövetek
definisati	meghatározni
platon	platón
rfc	rfc
tata	apa
tata	apu
tata	apu
timor	timor
kapital	főváros
kapital	tőke
desktop	asztali
desktop	asztal
nosač	fuvarozó
nosač	szállító
nosač	hordozó
počinio	lekötött
počinio	elkövetett
počinio	elkötelezett
uzela	vette
uzela	elvitte
snimljene	rögzített
snimljene	rögzítve
snimljene	regisztrált
snimljene	nyilvántartott
ulaganja	beruházás
ulaganja	befektetés
ulaganja	befektetések
ulaganja	beruházások
staljin	sztálin
katastrofa	katasztrófa
katastrofa	katasztrófa
otkrivene	felfedezte
otkrivene	felfedezett
rhode	rhode
plemići	arisztokraták
svg}}	svg}}
amy	amy
brooks	brooks
izazov	kihívás
čarobnjaka	mágus
čarobnjaka	varázsló
savezi	szövetségek
tropske	trópusi
webb	webb
mirovnim	békefenntartó
sen	sen
redovi	sorok
sfera	gömb
mikroskop	mikroszkóp
jetra	máj
odbacuje	elutasítja
robot	robot
umre	meghal
cvijeće	virágok
cvijeće	virág
cvijeće	virágot
galileo	galileo
alexandre	alexandre
porazila	legyőzte
porazila	legyőzött
mahmud	mahmoud
mahmud	mahmud
pokemon	pokémon
atomskih	atom
sportsko	sport
sportsko	sportban
svinje	disznók
svinje	sertések
svinje	sertés
svinje	malacok
najniža	legalacsonyabb
tretmana	kezelések
kapi	csepp
metale	fémek
prijateljstva	barátságok
prijateljstva	barátság
poslali	elküldött
poslali	elküldve
poslali	küldött
generali	tábornokok
projekcija	előrejelzések
bazama	adatbázisok
otrovan	mérgező
otrovan	megmérgezték
otrovan	mérgezett
denver	denverben
denver	denver
standardi	standardok
standardi	előírások
standardi	szabványok
nestali	elment
nestali	eltűnt
nestali	hiányzik
nestali	eltűnt
nestali	hiányzó
proteinima	fehérje
proteinima	fehérjék
kompozitori	zeneszerzők
jenson	jenson
blaga	kincsek
blaga	kincs
blaga	kincseket
blaga	enyhe
diskusija	beszélgetések
diskusija	megbeszélések
diskusija	viták
diskusija	vita
diskusija	megbeszélés
diskusija	beszélgetés
prst	ujja
prst	ujját
prst	ujj
prst	uj
xbox	xbox
imovinu	ingatlan
imovinu	tulajdon
imovinu	ingatlanok
imovinu	tulajdonság
lihtenštajn	liechtenstein
lihtenštajn	liechtensteini
egipćani	egyiptomiak
konkretno	konkrétan
konkretno	kifejezetten
konkretno	kimondottan
četrdeset	negyven
susjeda	szomszédom
susjeda	szomszéd
susjeda	szomszédokkal
susjeda	szomszédok
susjeda	szomszédom
susjeda	szomszédok
susjeda	szomszéd
prijetnje	fenyegetés
prijetnje	fenyegetések
prijetnje	veszélyek
teku	flow
teku	áramlás
teku	áramlik
nastava	utasítás
pluton	plútó
gledao	figyelt
gledao	néztem
gledao	nézte
rom	rom
teoretski	elméleti
teoretski	elméletileg
linnaeus	linnaeus
reci	mondd
pčele	méhek
osvojena	nyert
dublje	mélyebben
dublje	mélyebbre
dublje	mélyebb
jemen	jemen
odsustvu	hiányában
odsustvu	távollét
diviziji	hadosztály
diviziji	körzet
diviziji	részleg
diviziji	divízió
afera	viszony
afera	viszonya
antike	ókor
uživao	élvezte
izrađen	kialakított
spomenuta	említett
berkeley	berkeley
springfield	springfield
truman	truman
eugen	eugen
prevedena	lefordított
naglasak	hangsúly
naglasak	hangsúlyt
trnava	trnava
tesla	tesla
podizanje	felnevelni
podizanje	emelés
podizanje	felnevelni
arterija	artéria
brooklyn	brooklyn
brooklyn	brooklynban
brooklyn	brooklyni
prijetnja	fenyegetés
gottfried	gottfried
austin	austin
uslovom	állapota
uslovom	feltétel
uslovom	állapot
vožnje	vezet
vožnje	vezetés
vožnje	vezetési
nicholson	nicholson
obradi	feldolgozás
pravaca	útvonalakon
pravaca	útvonalak
earl	earl
based	alapú
based	alapozott
lud	őrült
sulfid	szulfid
antologija	anthology
proučavao	tanult
proučavao	tanultam
ispadanje	fallout
nicholas	nicholas
nicholas	miklós
evanđelje	evangélium
honda	honda
rotacija	forgás
rotacija	rotációs
mehanizmi	mechanizmus
mehanizmi	mechanizmusok
pigment	pigment
dante	dante
coppola	coppola
pascal	pascal
učenjaka	tudós
srži	csontvelő
herman	herman
optužio	vádlott
optužio	megvádolt
proširuje	kitágul
proširuje	kiterjeszti
irving	irving
duboke	mély
duboke	mélyreható
izrazi	kifejezéseket
izrazi	kifejezések
marketing	marketing
marketing	értékesítés
marketing	forgalmazás
univerzitetima	egyetemek
dijeljenje	megosztás
johansson	johansson
diana	diana
odabrana	kijelölt
odabrana	kiválasztva
odabrana	kiválasztott
gradijent	gradiens
moli	molly
podiže	felveti
prethodnim	előző
prethodnim	korábbi
solun	thesszaloniki
telefon	telefonon
telefon	telefon
telefon	telefont
telefon	telefonszám
telefon	telefon
poglavlje	fejezet
vođenje	futás
vođenje	fut
vođenje	futó
vođenje	futok
rotor	rotor
rotor	curl
luther	luther
balkanski	balkáni
balkanski	balkán
kulin	tilalom
visual	vizuális
korejski	koreai
opisivanje	ismertesse
opisivanje	leírni
malfoy	malfoy
ground	talaj
konfiguracija	konfigurációs
jaki	erős
jaki	erősek
medici	medici
čekao	várt
čekao	vártam
zamjene	utánpótlás
dokumente	iratok
dokumente	dokumentumok
dokumente	okmányok
dokumente	dokumentum
malcolm	malcolm
burkina	burkina
pierce	pierce
dragi	kedves
dragi	drága
dragi	drágám
bogatim	gazdag
bogatim	gazdagok
bogatim	rich
remi	remy
siro	siro
drvene	fából
sluga	szolga
sluga	cseléd
opterećenja	terhek
nadzorom	felügyelet
pokretač	kilövő
koch	koch
zadovoljan	elégedett
zadovoljan	elégedett
her	herr
izbjeglice	menekültek
nemogućnosti	képtelen
aziz	aziz
stvarne	tényleges
štampa	ujjlenyomat
štampa	ujjlenyomatok
parametri	paraméterei
parametri	paraméterek
glenn	glenn
tumače	értelmezni
harvard	harvard
kuhinja	konyha
kuhinja	konyha
kuhinja	konyhában
antoaneta	antoinette
provesti	végrehajtani
provesti	végrehajtja
provesti	végrehajtása
provesti	tölteni
clarke	clarke
adler	adler
patent	szabadalmi
patent	szabadalom
malik	malik
osvojen	nyert
masne	zsíros
masne	dagi
sastojci	hozzávalók
sastojci	összetevők
puca	lő
pravci	útvonalakon
pravci	útvonalak
crnaca	négerek
policajac	zsaru
policajac	rendőr
policajac	rendőr
puli	puli
travi	fű
travi	füvet
sunčev	napenergia
približava	közeledik
reed	reed
ispita	vizsgák
vodopad	vízesés
slovački	szlovák
predavač	előadó
predavač	oktató
preciznost	precíziós
preciznost	pontosság
preciznost	pontosság
bernhard	bernhard
uspješni	sikeres
uspješni	sikeresen
morris	morris
linearno	lineáris
koncerti	koncertek
dubini	mélység
rukopisa	kéziratok
pratnji	kísérő
slojevi	réteg
slojevi	rétegek
monumental	monumentális
philipp	philipp
istinski	valóban
istinski	igazán
savršeno	tökéletesen
perua	perui
perua	peru
vaduz	vaduz
doo	doo
skladište	raktár
skladište	raktárban
skladište	tároló
skladište	tárolás
skladište	raktár
procedure	eljárás
procedure	eljárások
duhovne	spirituális
duhovne	szellemi
duhovne	lelki
ptolemej	ptolemaiosz
hod	séta
hod	gyalog
hod	járni
face	arcát
face	arc
face	arca
hannah	hannah
hannah	hanna
senatora	szenátorok
helen	helen
najbrže	leggyorsabb
najbrže	leggyorsabban
pristalice	támogatók
pristalice	támogatói
srž	csontvelő
cool	király
cool	menő
pršljenova	csigolyák
benedikt	benedict
benedikt	benedek
dubinu	mélység
trump	adu
trump	trump
lech	lech
viđenje	észlelés
tang	tang
amon	amon
molitve	ima
molitve	imát
molitve	imádság
vlatko	vlatko
kontroliše	kontroll
kontroliše	irányítás
kontroliše	vezérlő
kontroliše	ellenőrzési
kontroliše	ellenőrzés
kontroliše	irányítja
kontroliše	ellenőrzések
profesionalno	szakmailag
magnetno	mágneses
karate	karate
izgubljena	vesztett
izgubljena	elveszett
izgubljena	lost
rita	rita
channel	csatorna
zaposleni	foglalkoztatott
zaposleni	alkalmazott
goa	goa
krzno	szőrme
krzno	szőr
krzno	bunda
laboratoriji	laboratórium
laboratoriji	laboratóriumi
laboratoriji	laboratórium
laboratoriji	labor
proglašeno	bejelentett
sponzor	támogató
sponzor	szponzor
naoružani	felfegyverkezve
naoružani	fegyveres
operativne	operatív
atomski	atom
zahtijevao	követelte
zahtijevao	követelt
parametara	paraméterei
parametara	paraméterek
puerto	puerto
tab	lap
balada	balladát
opseg	hatálya
opseg	hatály
zabranjuje	tiltja
lionel	lionel
prostorija	helyiségek
prostorija	telephelyén
vidljiv	látható
agassi	agassi
slanje	küldöm
slanje	küld
slanje	küldő
slanje	elküldése
slanje	küldése
divlja	wild
divlja	vadon
divlja	vadak
divlja	vad
izrada	készítés
senator	szenátor
automatsko	automata
automatsko	automatikus
pšenice	búza
radar	radar
obavezan	kötelező
obavezan	kötelezően
lac	lac
navodeći	jegyzékbe
korisni	hasznos
korisni	segítőkész
korisni	hasznos
primoran	kényszer
primoran	kényszerített
primoran	erőltetett
izvođači	előadók
smanjilo	csökkentette
domaćinstva	háztartás
domaćinstva	háztartások
plemeniti	nemes
plemeniti	noble
cetinje	cetinje
auschwitz	auschwitz
profesori	professzorok
profesori	tanárok
rundu	kör
rundu	kerek
rundu	forduló
rundu	körbe
zagrijavanje	felmelegedés
zagrijavanje	melegszik
oficiri	tisztek
nintendo	nintendo
mehanizama	mechanizmus
mehanizama	mechanizmusok
atlanta	atlanta
atlanta	atlantában
atlanta	atlantai
zaštićeni	védett
sportisti	sportolók
sportisti	sportolók
kriteriji	kritérium
kriteriji	szempontok
kriteriji	kritériumok
osjećaju	érezd
osjećaju	érzem
osjećaju	érzés
osjećaju	érzem
osjećaju	érezni
osjećaju	érzéssel
domaća	hazai
domaća	belföldi
dozvoljena	engedélyezett
dozvoljena	megengedett
dozvoljena	engedélyezett
dozvoljena	engedélyezve
dozvoljena	megengedett
selim	selim
marilyn	marilyn
brži	gyorsabban
brži	gyorsabb
brži	gyorsabban
brži	gyorsabb
jena	jen
jena	yen
matematička	matematika
matematička	matematikai
matematička	matek
matematička	matematikai
matematička	matematika
napušten	elhagyott
napušten	elhagyatott
proboj	áttörés
proboj	megsértése
proboj	jogsértés
proboj	rés
ispoljavanje	megnyilvánulása
hafiz	háfiz
diktator	diktátor
edwards	edwards
muslim	muszlim
muslim	muzulmán
muslim	muszlimok
elektronika	elektronika
elektronika	elektronikai
clinton	clinton
gravitacija	gravitáció
zabranio	tiltott
venecija	velencei
venecija	velence
telefona	telefonok
galij	gallium
monitor	monitoron
monitor	monitor
byron	byron
sturm	sturm
dominic	dominic
gala	gála
eri	erie
ispit	vizsga
zore	hajnal
zore	dawn
zore	hajnalban
vraćanje	visszaállítani
vraćanje	helyreállítása
vraćanje	visszaállítása
hermes	hermes
izjave	kimutatások
izjave	állítások
izjave	nyilatkozatok
zatvorenika	rabok
zatvorenika	fegyencek
zatvorenika	elítéltek
vella	vella
abd	abd
imama	imám
padu	csökkenő
koza	kecske
jürgen	jürgen
regionalna	regionális
porastao	felnőtt
hayat	hayat
baron	báró
korporacija	corporation
korporacija	társaságok
korporacija	vállalatok
korporacija	cégek
oltar	ara
oltar	szentély
eksplozija	robbanás
eksplozija	robbantás
eksplozija	robbanások
haiti	haiti
povrće	zöldség
povrće	növényi
povrće	zöldség
povrće	zöldségfélék
povrće	zöldségek
rand	rand
baden	baden
putovanju	utazás
putovanju	utazó
putovanju	utazni
nitrat	nitrát
osjećanja	érzéseit
osjećanja	érzések
osjećanja	érzelmek
indirektno	közvetetten
indirektno	közvetve
dostići	elérés
dostići	elérése
dostići	elérni
poljoprivredni	mezőgazdasági
poljoprivredni	mezőgazdaság
gregory	gregory
gregory	gergely
ruba	brink
ograničava	korlátozva
ograničava	korlátozó
medical	orvosi
ceremonija	szertartás
ceremonija	ceremónia
ceremonija	ünnepség
vfl	vfl
poteškoća	nehézségek
poteškoća	nehézséget
poteškoća	nehézség
poteškoća	nehézségekkel
poteškoća	nehézségek
poteškoća	nehézségei
poteškoća	nehézség
mana	mana
audi	audi
hokej	jégkorong
hokej	hoki
finansije	pénzügyi
finansije	pénzügyek
finansije	finanszírozás
finansije	pénzügyek
finansije	pénzügyek
trakta	traktus
challenge	kihívás
mišiće	izmok
mišiće	izom
aranžman	megállapodás
aranžman	elrendezés
aranžman	elrendezése
aranžman	megegyezés
aranžman	egyezség
tomić	tomic
jose	jose
jose	josé
spojeni	egyesített
nbc	nbc
snape	piton
usb	usb
procedura	eljárás
procedura	eljárások
procedura	eljárás
istra	isztria
osvajanju	hódító
lucije	lucius
lucije	lucia
ser	ser
vatikan	vatikáni
vatikan	vatikán
glasine	szóbeszéd
glasine	pletyka
glasine	szóbeszéd
glasine	pletykák
glasine	szóbeszéd
glasine	pletykák
soundtrack	filmzene
alpskom	alpesi
samoa	szamoa
korijeni	gyökerek
tereza	teréz
tereza	teresa
reza	reza
rušenje	bontás
rušenje	bontási
neto	háló
neto	nettó
neto	net
prihode	jövedelmek
prihode	bevétel
prihode	bevételek
demonstracije	bemutató
demonstracije	demonstrációs
demonstracije	tüntetés
demonstracije	tüntetés
demonstracije	tüntetések
projektil	lövedék
projektil	rakéta
mills	mills
gran	gran
eksperiment	kísérlet
rezervi	tartalékok
rezervi	tartalék
vinci	vinci
viđen	láttam
viđen	látta
viđen	látták
savezničkih	szövetséges
obrazac	minta
napore	erőfeszítéseket
napore	erőfeszítés
napore	erőfeszítések
trgovačka	kereskedő
trgovačka	kiskereskedő
negativan	negatív
jadransko	adriai
jadransko	adria
kvartet	kvartett
pušaka	puskák
ksenon	xenon
burton	burton
nadležnost	joghatósága
nadležnost	hatáskör
nadležnost	joghatóság
utorak	kedd
utorak	kedden
dim	füst
braniti	megvédeni
misleći	gondolkodás
misleći	gondolkodik
misleći	gondolkodom
misleći	gondolkodó
jednostavnih	egyszerű
jednostavnih	szimpla
kyle	kyle
osigurala	biztosított
vježbe	gyakorlatokat
vježbe	gyakorlatok
horatio	horatio
uče	tanulni
uče	tanuljon
uče	tanul
parsons	parsons
teolog	teológus
peterburg	petersburg
običnog	közönséges
običnog	hétköznapi
graditelj	építő
graditelj	építész
wei	wei
pik	pikk
kamenje	stones
kamenje	kövek
berger	berger
petrov	petrov
pobjegne	szökés
pobjegne	menekülés
pobjegne	megszökni
hera	héra
široj	szélesebb
široj	tágabb
vena	véna
psiholog	pszichológus
laurent	laurent
cera	cera
louise	louise
rival	rivális
stručnjak	szakember
stručnjak	specialista
stručnjak	szakember
stručnjak	szakértő
transkripcija	transzkripciós
teškom	nehéz
teškom	bonyolult
žestoki	ádáz
žestoki	heves
žestoki	erőteljes
koristimo	használat
koristimo	használata
koristimo	felhasználás
koristimo	használni
guma	gumiabroncsok
guma	gumik
guma	gumiabroncs
guma	gumi
rame	vállán
rame	válla
rame	váll
gustave	gustave
danijel	dániel
danijel	daniel
eyes	szemed
eyes	szeme
eyes	szem
eyes	szemek
harald	harald
korisna	hasznos
opcije	opciók
opcije	beállítások
opcije	lehetőségek
ravnica	sima
lille	lille
bug	bogár
bug	poloska
bug	bug
statističke	statisztikai
ormond	ormond
premijeru	premier
uzrokovane	előidézett
uzrokovane	okozta
uzrokovane	okozott
zarobljeni	csapdában
christoph	christoph
inhibitor	gátló
inhibitor	inhibitorok
pretrage	keresés
sljedbenika	követői
urdu	urdu
praga	küszöb
jačanje	kiemelés
bel	bel
gil	gil
ogledalo	tükör
stevan	stevan
ovisnost	függőség
rivera	rivera
klinička	klinikai
povrća	zöldség
povrća	zöldségfélék
povrća	zöldségek
trinidad	trinidad
smanjila	vágás
smanjila	csökkentette
briga	gondoskodás
briga	érdekel
porodično	családi
porodično	családtag
porodično	család
metalnih	fémes
metalnih	fém
obezbjeđuje	nyújt
slabiji	gyengébb
rachel	rachel
ain	ain
fudbaler	labdarúgó
fudbaler	focista
odjeća	ruházata
odjeća	ruhák
odjeća	ruházat
odjeća	ruha
odjeća	ruhák
odjeća	ruha
odjeća	ruhát
beba	baba
beba	bébi
sistemski	szisztémás
baština	örökség
leicester	leicester
allan	allan
poirot	poirot
petom	ötödik
pruska	poroszország
massimo	massimo
množenje	szorzás
označene	kijelölt
filozofi	filozófusok
paste	paszta
harmonika	harmonika
ham	sonka
ham	ham
ham	sonkát
bern	bern
dres	póló
dres	ing
too	is
too	túl
hvar	hvar
neprijatelji	ellenségek
neprijatelji	ellenségei
neprijatelji	ellenség
posmatrača	monitorok
posmatrača	monitor
duhan	dohány
córdoba	córdoba
atrakcija	vonzalom
atrakcija	látnivalók
seymour	seymour
pakao	pokol
pakao	pokol
adama	adama
poboljšava	fokozza
poboljšava	javítja
poboljšava	javul
ljestvici	létra
arheolog	régész
arheolog	régész
cox	cox
hotspur	hotspur
odiseja	odüsszeia
patuljci	törpék
patuljci	törpék
asa	asa
prodati	eladás
tumačenja	értelmezések
atatürk	atatürk
prijedlozi	pályázatok
prijedlozi	javaslatok
prijedlozi	javaslatokat
pera	tollak
pera	toll
pcr	pcr
vjernici	hívők
vjernici	hűségesek
vjernici	hűséges
pont	pont
pohađa	szakorvos
provođenje	végrehajtás
provođenje	végrehajtási
provođenje	érvényesíteni
tigar	tigris
tigar	tiger
vjernik	hívő
louisa	louisa
louisa	luisa
potpis	aláírás
freeman	freeman
pionir	úttörő
praha	por
praha	port
jam	jam
jam	lekvár
walt	walt
prostori	terek
pamuk	pamuk
pamuk	gyapot
pamuk	pamut
proizveo	termelt
proizveo	gyártott
proizveo	előállított
insekti	rovarok
insekti	rovarok
insekti	rovar
c++	c++
mitovi	mítoszok
napori	erőfeszítéseket
napori	erőfeszítés
napori	erőfeszítések
email	email
autonomni	autonóm
autonomni	önálló
autonomni	vegetatív
kristali	kristályok
alternativna	alternatív
alternativna	alternatíva
sažetak	összefoglaló
arheolozi	régészek
prethodnom	előző
prethodnom	korábbi
stranaca	külföldiek
félix	félix
butler	butler
butler	inas
butler	komornyik
autizam	autizmus
autizam	autista
mia	mia
krvarenje	vérzés
neal	neal
potrebnih	szükséges
poslovi	állás
poslovi	állások
poslovi	munkahelyek
tretira	bánik
pravda	igazságszolgáltatás
pravda	igazság
ovce	bárány
ovce	juh
ovce	birkák
ovce	juhok
ovce	birka
bmp	bmp
nastavnika	tanárok
sreća	boldogság
sreća	boldogságot
sreća	szerencse
#ffc	#ffc
baba	baba
arturo	arturo
procvat	bumm
prometej	prometheus
hendry	hendry
organizirana	szervezett
ukraden	lopott
ukraden	ellopták
girls	csajok
girls	lányok
drvena	fából
liège	liège
društvima	társadalmak
shodno	következésképp
shodno	következésképpen
tempo	lépést
tempo	tempó
zastupljena	képviselt
zastupljena	képviselte
tvrdnju	követelés
tvrdnju	állítás
tvrdnju	igény
kršenja	jogsértések
tamna	sötét
unicode	unicode
političari	politikusok
helmut	helmut
osigura	biztosítja
suprotnost	szemben
suprotnost	ellentétes
track	pálya
track	vágány
track	nyomon
embargo	embargó
julie	julie
integracija	integráció
integracija	beilleszkedés
deveti	kilencedik
štetnih	ártalmas
štetnih	káros
odraz	tükörkép
mariner	mariner
raf	raf
rukopis	kéziratot
rukopis	kézirat
vanadij	vanádium
zora	hajnal
zora	dawn
zora	hajnalban
zora	zora
lenjin	lenin
stanište	élőhelyek
stanište	élőhely
jata	rajok
edge	edge
opisa	leírások
alternativa	alternatív
alternativa	alternatíva
alternativa	alternatívák
globalno	globálisan
globalno	globális
globalno	global
alfredo	alfredo
dozvolio	engedélyezett
dozvolio	engedélyezve
dozvolio	megengedett
chang	chang
miš	eger
miš	egér
quinn	quinn
koncentraciju	koncentrációja
koncentraciju	koncentráció
koncentraciju	összefonódás
koncentraciju	koncentrációt
gibraltara	gibraltár
vod	szakasz
pobunjenici	felkelők
pobunjenici	lázadók
licence	engedély
aleksa	alexa
hardy	hardy
petersen	petersen
koplje	lance
koplje	lándzsa
koplje	lándzsa
algebra	algebra
dei	dei
proučavaju	tanulok
proučavaju	tanul
proučavaju	tanulás
penn	penn
joda	yoda
saksofon	szaxofon
viskoznost	viszkozitás
linda	linda
saveznik	szövetséges
saveznik	szövetségesek
saveznik	ally
carina	carina
carina	vám
hernández	hernández
kapija	kapu
kapija	kaput
ubrzano	fürge
trudna	várandós
trudna	terhes
trudna	vemhes
otrovni	mérgező
otrovni	toxikus
otrovni	mérgező
tipičan	jellemző
tipičan	tipikus
tipičan	jellegzetes
čudovište	szörnyeteg
čudovište	szörny
udario	ütés
udario	találat
serijski	soros
serijski	sorozat
mato	mato
ratnici	harcosok
pomorski	haditengerészeti
pomorski	tengerészeti
pomorski	tengeri
pomorski	tengerészeti
kokain	kokaint
kokain	kokain
antitijelo	antitest
antitijelo	antitestek
antitijelo	ellenanyag
sidney	sidney
normi	normák
evropljani	európaiak
spore	spórák
spore	spóra
gerald	gerald
kuga	járvány
kuga	pestis
podržao	támogatott
arte	arte
ginny	ginny
utvrđivanje	meghatározására
proslave	ünnepségek
proslave	ünneplés
proslave	ünnep
proslave	ünneplés
proslave	ünnepség
ostavivši	elmegy
uzimanja	szed
identične	egyforma
identične	megegyező
identične	azonos
binarni	bináris
patton	patton
hal	hal
jeremy	jeremy
ellis	ellis
visost	fenség
visost	felség
visost	fenség
