fungi	грибы
coco	коко
montes	монтес
tiket	билеты
tiket	билет
romulus	ромул
phi	фи
pagpapatayo	сушки
naghahanda	подготовка
semifinals	полуфинале
sima	сима
ariel	ариэль
knights	рыцари
euler	эйлера
siracusa	сиракуз
tenga	уши
tenga	наушники
binuhay	подняли
binuhay	поднял
binuhay	поднятые
binuhay	поднят
nickelodeon	nickelodeon
thompson	томпсон
pasasalamat	благодарность
pasasalamat	благодарности
kasalan	брак
kasalan	браки
kasalan	свадьбу
kasalan	свадьбы
kasalan	свадебный
kasalan	свадьба
pamamaril	съёмки
pamamaril	съемка
pamamaril	стрельба
goodbye	прощайте
goodbye	прощай
kaori	каори
gasolina	горючее
gasolina	топлива
gasolina	топливо
gasolina	бензин
humanap	находит
humanap	найдет
humanap	считает
pagkakahawig	сходство
sumakay	ездить
sumakay	поездка
sumakay	ехал
publish	публиковать
publish	опубликовать
publish	опубликован
publish	опубликованный
publish	опубликовано
publish	опубликована
publish	опубликованные
konektado	связаны
geneva	женева
geneva	женевская
mood	настроение
mood	настроения
puhunan	капиталовложения
puhunan	инвестиции
puhunan	инвестирование
architecture	архитектура
architecture	архитектуры
ram	рама
ram	рам
cet	cet
kapakinabangan	полезность
grey	серая
grey	серый
grey	серые
grey	грей
biyahe	поездка
biyahe	трип
biyahe	путешествие
capitol	капитолий
harbor	харбор
harbor	гавань
challenge	challenge
challenge	задача
challenge	вызов
ichigo	ичиго
morris	моррис
lehitimong	законных
lehitimong	законное
lehitimong	законные
lehitimong	законная
lehitimong	законный
makoto	макото
banga	банга
vacant	вакантные
toscana	toscana
parade	парад
pagmimina	добычи
pagmimina	добыча
weekend	выходные
weekend	уикенд
inuugnay	соединяет
cyber	кибер
harina	мука
harina	муку
harina	муки
lantad	воздействия
gamecube	gamecube
edgardo	эдгардо
alternatibo	альтернатива
alternatibo	альтернативы
alternatibo	альтернатив
barbell	штанга
conversion	преобразование
conversion	конверсии
tanghali	полдень
tanghali	днем
tanghali	полдень
magaspang	жесть
ildefonso	ильдефонсо
tambalang	тандеме
yeon	ён
humina	ослаблены
marduk	мардук
combo	комбинация
combo	комбо
jamaica	ямайка
jamaica	ямайки
negosyong	business
negosyong	бизнес
mirror	зеркало
subst	subst
ligaya	счастья
ligaya	счастье
mauritius	маврикий
natupad	выполнено
natupad	выполнены
bolivia	боливии
bolivia	боливия
coffee	кофе
coordinate	координировать
coordinate	координации
coordinate	координаты
tenerife	тенерифе
idea	идея
shine	чистка
shine	блеск
komentaryo	комментарий
komentaryo	комментарии
mikhail	михаил
salamangka	волшебство
salamangka	волшебная
salamangka	magic
salamangka	магия
processing	обработки
processing	переработка
processing	обработка
dharma	дхарма
egyptian	египетский
egyptian	египта
balbal	сленг
maeda	маэда
duet	дуэт
goals	целей
goals	цели
hinalal	избранный
hinalal	избрана
hinalal	избран
hinalal	избранные
battles	битв
battles	сражения
battles	битвы
estonia	эстонии
estonia	эстония
rovigo	ровиго
listahang	перечень
listahang	список
extension	расширения
extension	продления
extension	продление
extension	расширение
hwang	хван
komplikasyon	осложнения
komplikasyon	осложнение
komplikasyon	осложнения
komplikasyon	сложности
komplikasyon	осложнений
porto	порту
sai	саи
sai	сай
lagay	тракта
kalipa	халиф
chung	чанг
chung	чун
kenny	кенни
hipon	креветки
zhang	чжан
nida	нида
pittsburgh	питтсбурге
bronze	бронза
mask	маску
mask	маска
mask	маски
baltimore	балтимор
baltimore	балтиморе
counter	счетчик
leroy	лерой
lotus	lotus
edo	эдо
json	json
hiwaga	тайны
nakakain	съедобные
marangal	благородные
marangal	благородно
marangal	благородный
marangal	благородная
marangal	благородных
marangal	достойно
chopin	шопен
kongkreto	конкретные
kongkreto	бетон
kongkreto	конкретное
kongkreto	конкретный
kongkreto	конкретная
tapang	мужество
tapang	храбрость
tapang	смелость
less	меньше
less	менее
planck	планка
mikroskopyo	микроскоп
phantom	призрак
christine	кристин
christine	кристина
mahayana	махаяна
torneo	турниры
alvarado	альварадо
konsulado	консульство
konsulado	консульства
aphrodite	афродита
garcía	гарсия
garcía	гарсиа
ninakaw	украли
ninakaw	украденные
ninakaw	украдены
ninakaw	угнали
ninakaw	украдено
magna	magna
pagtatrabaho	работа
pagtatrabaho	работаем
pagtatrabaho	рабочий
pagtatrabaho	рабочей
nakalista	перечисленные
nakalista	перечисленных
nakalista	перечислены
malik	малик
ladies	леди
ladies	дамы
linnaeus	линней
daytona	daytona
pagsamahin	слияние
pagsamahin	объединить
pagsamahin	объединение
pagsamahin	объединять
pagsamahin	объединить
pagsamahin	совместить
mandaragat	моряк
terorista	террорист
terorista	террористических
pagdarasal	молиться
pagdarasal	молится
dengeki	dengeki
tribunal	трибунал
tribunal	трибунала
itakda	комплект
itakda	сет
itakda	набор
itakda	установить
wright	райт
numeric	numeric
gifu	гифу
romanization	латинизации
candy	кэнди
candy	конфеты
tigdas	кори
komplikado	сложная
komplikado	сложные
komplikado	сложно
komplikado	сложный
warrior	воин
sapa	бухте
lara	лара
direct	прямая
direct	direct
direct	прямые
direct	директ
dato	дато
manchuria	маньчжурии
ekonomista	экономисты
ekonomista	экономистов
jericho	иерихон
uss	uss
ester	эстер
ester	эстер
donna	донна
thanh	тхань
turner	тернер
turner	тёрнер
ask	спроси
ask	спросить
ask	спросите
kilometrong	километр
dai	дай
speech	речь
speech	речи
willy	уилли
willy	вилли
eve	ив
eve	ева
voiceless	глухой
eiji	эйдзи
karma	карма
reperendum	референдум
liu	лю
lumpur	лумпуре
agnes	агнес
nandito	здесь
nandito	вот
ortega	ортега
binhi	семена
coca	кока
coca	коки
danilo	данило
pindutin	печати
pindutin	пресса
pindutin	пресс
pindutin	нажмите
pindutin	press
pindutin	нажать
speaker	выступающий
speaker	спикер
speaker	оратор
katapat	коллегой
katapat	аналог
sumpa	проклятие
sumpa	проклятье
wedding	свадьбу
wedding	свадьбы
wedding	свадебный
wedding	свадьба
bitak	трещины
nakakaalam	знает
mapabuti	улучшать
mapabuti	улучшить
ionization	ионизации
nakakamit	достигнуто
clarissa	кларисса
equivalent	эквивалент
equivalent	эквивалентные
cap	кэп
cap	кап
shear	сдвиг
arezzo	ареццо
heswita	иезуитов
tartarus	тартар
patpat	держаться
patpat	палка
inalok	предложил
mohammed	мухаммед
mohammed	мохаммед
mohammed	шариф
natanggal	удаленные
natanggal	исключен
natanggal	удалена
natanggal	удалено
mapayapang	мирная
mapayapang	мирные
mapayapang	мирное
mapayapang	мирного
mapayapang	мирный
langgam	муравей
langgam	муравьи
pietro	пьетро
maxwell	максвелл
inchi	inchi
wings	крылья
chun	чун
neptuno	нептун
worldwide	worldwide
scholarship	стипендия
scholarship	стипендию
scholarship	стипендии
nalalapit	неминуемой
nalalapit	предстоящей
gata	гата
ppp	ппс
buntala	комет
buntala	кометы
genoa	генуе
benz	benz
circa	circa
nominal	номинальной
nominal	номинальная
wanted	разыскивается
wanted	хотел
wanted	хотела
lenin	ленина
tinta	чернил
tinta	чернила
mechanics	механики
mechanics	механика
sulo	факел
nationalist	националистических
harvey	харви
lives	живёт
lives	жизней
lives	живет
lives	жизни
maihahambing	сопоставимых
maihahambing	сопоставимые
sensor	датчик
estimulasyon	стимуляции
estimulasyon	стимулирование
sigaw	крики
portable	переносных
nabucodonosor	навуходоносор
frankfurt	франкфурте
frankfurt	франкфурт
pintura	краски
pintura	рисовать
pintura	краска
passing	прохождение
passing	пройдя
spin	вращение
spin	spin
lua	lua
nasyonal	национальные
nasyonal	национальных
nasyonal	national
nasyonal	национальная
nasyonal	национальный
obligasyon	обязательства
obligasyon	обязанности
obligasyon	обязанность
obligasyon	обязательство
inakala	мысль
inakala	думал
nike	nike
diary	дневник
iskedyul	график
iskedyul	расписание
maps	карт
maps	карты
princeton	принстон
rossi	росси
pier	пирс
pier	пьер
suportado	поддерживаемые
suportado	поддерживается
suportado	поддержал
suportado	поддерживаются
stockholm	стокгольм
stockholm	стокгольмской
prostitusyon	проституция
prostitusyon	проституции
katuparan	реализация
katuparan	реализации
espirituwal	духовные
espirituwal	духовный
espirituwal	духовное
espirituwal	духовного
cathy	кэти
pabilog	радиальная
tabak	меч
palestine	палестины
palestine	палестину
palestine	палестина
spot	место
spot	пятна
spot	ролики
corps	корпус
corps	корпуса
bethlehem	вифлееме
transfer	перенос
transfer	трансфер
transfer	передача
cosplay	косплей
dilim	тёмный
dilim	темно
dilim	dark
dilim	темная
dilim	темноте
dilim	тёмная
multo	призрак
multo	призраки
multo	привидение
multo	привидения
multo	призраки
multo	призраков
bipolar	биполярное
seksyon	секция
seksyon	раздел
pinaikli	сократили
pinaikli	сократил
ernest	эрнест
malapad	широкая
malapad	широкие
malapad	широкого
malapad	широкий
emilia	эмилия
killer	убийца
killer	киллер
matindi	жестокой
graham	грэм
ranma	ранма
pancho	панчо
nahatulan	приговорен
nahatulan	приговорил
augustine	августин
niger	нигер
niger	нигера
niger	нигере
imposible	невозможное
imposible	невозможно
sementeryo	кладбище
cho	чо
kato	като
magi	magi
paula	паула
paula	пола
muñoz	муньос
mega	мега
mega	mega
italia	italia
murray	мюррей
collins	коллинс
collins	коллинз
rwanda	руанде
rwanda	руанда
cyril	кирилл
superstar	суперзвезда
pagtatae	понос
concat	concat
parsons	парсонс
magpakamatay	самоубийство
magpakamatay	самоубийства
yule	юл
gumaling	исцелить
expansion	расширение
petisyon	петиции
petisyon	петицию
antropolohiyang	антропологии
antropolohiyang	языковым
entries	записи
hokkaido	хоккайдо
yyyy	гггг
une	une
rolling	rolling
tin	тин
jimenez	хименес
millennium	тысячелетия
millennium	тысячелетие
crispin	криспин
longitude	долготы
device	устройство
device	устройства
busan	пусане
dosenang	десятков
dosenang	дюжина
dosenang	дюжины
dosenang	дюжину
dosenang	десятка
rangers	рейнджеры
gana	аппетита
gana	аппетит
shorts	шорты
contact	контакт
contact	связаться
contact	контакты
evangelical	евангелическая
nakalimbag	печатных
bel	бел
naaalala	вспомнить
naaalala	напомнить
naaalala	помним
naaalala	помню
naaalala	запомнить
naaalala	помните
naaalala	помни
naaalala	помнишь
pineda	пинеда
kumplikadong	комплекс
kumplikadong	сложная
kumplikadong	сложные
kumplikadong	сложных
kumplikadong	сложный
crew	экипаж
crew	команда
crew	экипажа
paghuhukay	раскопки
paghuhukay	бурение
quinn	куинн
quinn	квинн
quinn	куин
quinn	квин
transcription	транскрипции
tale	сказка
journey	путешествие
luto	готовила
practice	практике
practice	практика
practice	тренироваться
pansinin	проигнорировать
pansinin	игнорировать
pansinin	уведомление
pansinin	извещение
singers	певцов
palengke	рынок
palengke	рынка
nes	нес
nes	nes
nes	несс
accessdate	accessdate
shaw	шоу
shaw	шо
cemetery	кладбище
pagbawi	оздоровление
pagbawi	восстановление
pagbawi	восстановления
inoue	иноуэ
delhi	дели
bias	предвзятости
nuestra	нуэстра
pampulitika	политических
pampulitika	политическая
pampulitika	политический
ubas	виноград
paglahok	участвующие
paglahok	участвовавшие
paglahok	участвующих
paglahok	участие
tropa	войска
underground	подполье
underground	подземные
underground	метро
underground	подземный
met	встретили
met	встретились
met	встретил
magsuot	надеть
magsuot	носить
roberts	робертс
marx	маркс
lumapit	приходите
lumapit	приходи
lumapit	подход
lumapit	приходит
nakatalaga	назначенный
nakatalaga	назначенные
nakatalaga	назначен
perry	перри
guru	гуру
ingay	шум
lorna	лорна
scout	скаут
scout	скаутов
uzbekistan	узбекистан
uzbekistan	узбекистана
tech	tech
thru	thru
kiso	кисо
kyoko	кёко
rules	правил
rules	правила
masusing	тщательного
danish	дании
danish	датский
expiry	истечения
georg	георг
bunganga	рот
computing	вычисления
nagkasala	преступник
wei	вэй
flavius	флавий
madalang	редко
distributor	дистрибьютор
glasgow	глазго
genera	роды
chat	чата
chat	чат
exo	exo
pinta	картина
pinta	живопись
pinta	рисование
alimango	краб
places	места
places	местами
ashley	эшли
tunisia	тунисе
tunisia	тунис
tunisia	туниса
wayne	уэйн
carrier	перевозчика
carrier	носитель
carrier	перевозчик
palihim	втайне
palihim	тайно
reggio	реджио
helsinki	хельсинки
yuko	юко
pisngi	щеке
pisngi	щеки
bengal	бенгалии
kasalungat	противоречивые
uso	тенденция
uso	тенденции
daughter	дочь
daughter	дочка
triassic	триасового
palayain	освободить
stella	стелла
kwento	story
kwento	новость
kwento	рассказ
kwento	история
favorite	любимая
favorite	любимое
favorite	любимые
favorite	любимый
lambert	ламберт
jon	джон
paghuhukom	суждение
inuri	классифицированы
marian	мэриан
wrestling	борьба
tzu	цзы
adrian	эдриан
adrian	эдриен
adrian	адриан
semilya	сперма
semilya	спермы
semilya	семя
siriliko	кириллица
paghahalo	смешивания
palaka	лягушки
palaka	лягушек
palaka	лягушка
palaka	лягушки
pirata	пират
pirata	пираты
shrine	святилище
binisita	посетил
binisita	посетили
binisita	посетила
tableta	таблетки
colon	колон
antigua	антигуа
isipin	думайте
isipin	думай
isipin	подумайте
nirvana	nirvana
xxiii	xxiii
mapayapa	мирная
mapayapa	мирные
mapayapa	мирное
mapayapa	мирного
mapayapa	мирный
daimyo	даймё
sean	шон
chase	чейз
chase	погоня
trip	поездка
trip	трип
trip	путешествие
pagtalon	прыжок
pagtalon	прыжки
pagtalon	прыгать
syntax	синтаксис
accounting	учета
accounting	учет
randy	рэнди
reina	рейна
cbc	cbc
bio	биография
bio	био
ada	ада
mainsnak	mainsnak
effects	последствия
effects	эффекты
nightingale	найтингейл
directory	каталог
directory	папка
directory	справочник
micronesia	микронезии
micronesia	микронезия
pananda	маркер
paskwa	песах
pagpipigil	сдержанность
milagros	милагрос
vega	вега
sinuri	рассмотрели
pak	пак
fast	быстрый
fast	быстро
fast	быстрая
jehovah	иегова
photos	фотографии
photos	фото
lover	возлюбленный
lover	любовник
iwanan	оставьте
iwanan	оставить
iwanan	покинуть
mine	мое
mine	моя
mine	мой
mine	мои
malungkot	одинокая
malungkot	одиночество
malungkot	одиноко
malungkot	одинокий
malungkot	одинок
malungkot	грустная
malungkot	печально
malungkot	грустный
malungkot	грустно
malungkot	грусть
aquila	aquila
shooting	съёмки
shooting	съемка
shooting	стрельба
kundisyon	условия
kundisyon	условие
kundisyon	состояние
kredito	баллы
kredito	кредиты
kredito	кредитов
kabit	хозяйка
kabit	любовница
kabit	госпожа
shinee	shinee
rené	рене
salamangkero	чародей
salamangkero	фокусник
salamangkero	маг
salamangkero	волшебник
naranasan	опытные
naranasan	опытных
naranasan	опытный
focus	фокус
focus	сфокусироваться
focus	сконцентрироваться
focus	внимание
hinihikayat	поощряет
hinihikayat	поощрять
hinihikayat	поощряется
hinihikayat	поощряли
shannon	шеннон
kapamilya	семья
kapamilya	семейство
kapamilya	семейное
kapamilya	семьи
kapamilya	родные
pueblo	пуэбло
oso	мишка
oso	медвежонок
oso	медведь
pulitika	политики
pulitika	политика
pagbago	мутации
violin	скрипка
naipasa	направлены
kuru	куру
tail	хвост
infection	инфекция
infection	инфекции
perth	перт
sosyal	социальное
sosyal	социального
sosyal	социальный
sosyal	социальная
sosyal	социальные
asosasyon	ассоциаций
asosasyon	ассоциации
kontrolado	контролируемых
kontrolado	управляемый
kontrolado	контролируемые
kontrolado	контролируется
cry	плакать
cry	плачь
cry	плач
kumakalat	распространяется
pagsusuka	рвота
eksibisyon	выставки
eksibisyon	выставки
eksibisyon	выставка
veronica	вероника
plot	наброски
sumubok	пытался
sumubok	пробовал
sumubok	пробовали
sumubok	попытался
sumubok	пытались
helicopter	вертолет
helicopter	вертолёт
pure	чистая
pure	чистые
pure	чисто
pure	чистый
pure	чистое
bahaghari	радуга
rudolph	рудольф
rudolph	рудольф
nerve	нерв
prayer	молитву
prayer	молитва
nicole	николь
chuck	чака
chuck	чак
rowling	роулинг
kuneho	заяц
kuneho	кролик
fans	поклонники
fans	фанаты
cherry	черри
diet	рацион
diet	диеты
diet	диета
wen	вен
taxa	таксонов
mabasa	читайте
mabasa	читай
mabasa	прочитать
mabasa	прочесть
mabasa	читать
magbayad	оплатить
magbayad	платить
magbayad	заплатить
magbayad	оплата
whitney	уитни
qui	qui
amalia	амалия
arkibo	архив
res	res
panunaw	пищеварение
fontsize	fontsize
masedonya	македонии
masedonya	македония
android	android
paggaling	оздоровление
paggaling	восстановление
paggaling	восстановления
deal	сделок
deal	сделки
deal	сделку
deal	сделка
eli	илай
eli	эли
iono	ион
alexis	алексей
alexis	алексис
joachim	иоахим
dion	дион
binalak	планируемые
binalak	планируется
binalak	запланированные
binalak	запланированная
binalak	запланировано
binalak	запланированных
nakatago	скрытая
nakatago	скрыты
nakatago	скрытый
nakatago	скрыто
nakatago	скрытые
glacier	ледник
overseas	зарубежные
overseas	заморских
gulf	залив
gulf	залива
puri	пури
hominidae	гоминиды
amazon	амазонки
uwak	вороны
uwak	ворон
uwak	ворона
uwak	кроу
uwak	ворон
uwak	ворона
desert	пустыня
desert	пустыне
desert	пустыни
ekstrang	запасных
chamber	камера
chamber	палата
precious	прелесть
precious	драгоценных
precious	драгоценные
precious	драгоценный
manatiling	остаться
lie	ложь
lie	врут
lie	лгать
molina	молина
naaapektuhan	повлияла
vietnamese	вьетнама
elvis	элвис
kent	кент
kent	кента
luwalhati	славу
luwalhati	слава
yamanashi	яманаси
developer	разработчик
nababago	изменения
talahanayan	стол
talahanayan	таблица
jam	джем
jam	jam
tochigi	тотиги
logic	логика
gilmore	гилмор
verde	верде
sato	сато
gets	получает
kwarto	спальни
kwarto	комнаты
kwarto	номера
kwarto	room
kwarto	комната
maurice	морис
email	email
nahanap	найдена
nahanap	найдено
nahanap	нашла
nahanap	найден
nahanap	найдены
wakayama	вакаяма
shopping	покупки
pahiwatig	подсказки
pahiwatig	намеки
subspecies	подвида
kaiser	кайзер
hold	держать
hold	держите
rhythm	ритм
mayang	каштан
pinakita	показал
pinakita	показала
pinakita	показали
polytechnic	политехнический
sure	уверен
sure	конечно
sure	уверена
lakad	ходить
lakad	пройтись
lakad	прогулка
lakad	пешком
irene	ирен
herrera	эррера
jehova	свидетели
jehova	свидетелям
jehova	свидетелей
jehova	иегова
ape	обезьяна
eiffel	эйфелевой
actors	субъектов
actors	актеры
tip	подсказка
pagtatagumpay	триумф
shinkansen	синкансэн
refugee	беженцы
refugee	беженцев
refugee	беженца
refugee	беженец
cream	сливки
cream	крем
archives	архивы
archives	архив
archives	архивов
nakatali	привязана
pertilidad	рождаемости
transmitter	передатчик
apache	apache
toni	тони
kagandahang	доброты
kagandahang	доброта
kagandahang	доброту
gamboa	гамбоа
tulog	сон
tulog	спать
tulog	спи
frontier	граница
frontier	рубеж
prusisyon	шествие
naririnig	слышать
naririnig	слышите
naririnig	слышу
naririnig	слышит
zhejiang	чжэцзян
melting	тает
hoon	хун
pagtatanong	расследование
alert	тревога
alert	оповещение
indus	инда
hangad	порочный
dee	ди
gamutin	вылечить
gamutin	лекарство
gamutin	исцеление
gamutin	угощение
gamutin	лечить
tagapaglingkod	прислуга
tagapaglingkod	слуги
ust	усть
binh	бинь
inilapat	применяется
inilapat	прикладной
kalasag	щит
levy	леви
imp	имп
vinci	винчи
paraguay	парагвая
paraguay	парагвае
paraguay	парагвай
updated	обновлено
updated	обновлен
updated	обновленную
updated	обновлены
gerard	джерард
gerard	жерар
tatag	реконструкция
tatag	реконструкцию
tatag	восстановление
meteor	метеор
dynamic	динамические
dynamic	динамических
dynamic	динамично
ecuador	эквадор
ecuador	эквадоре
pampook	региональные
pampook	региональная
pampook	региональный
pampook	региональных
yui	юи
geo	гэп
boeing	boeing
hinulaan	догадался
hinulaan	угадал
calvin	кельвин
imposibleng	невозможное
imposibleng	невозможно
malawi	малави
athena	афина
ted	тэд
ted	тед
alamang	вставить
alamang	вставьте
alamang	паста
alamang	креветки
renaissance	возрождения
renaissance	возрождение
nilipat	поменяли
nilipat	поменялись
evil	злой
evil	зла
evil	злая
evil	зло
volga	волга
gibbon	гиббон
lating	церковных
palestino	палестинский
palestino	палестинские
palestino	палестинских
palestino	палестинцы
palestino	палестинская
atp	atp
atp	спс
extended	расширенный
extended	расширенная
extended	расширенное
extended	продлен
córdoba	кордова
app	app
naalala	вспомнил
naalala	вспомнила
masarap	вкусно
saud	сауда
vaccine	вакцины
vaccine	вакцина
vaccine	вакцину
kalakip	придает
kalakip	прилагается
kalakip	вложение
kalakip	привязанность
kalakip	прилагается
kalakip	закрытых
kalakip	прилагаются
sid	сид
sid	sid
monday	понедельник
fabian	фабиан
rush	раш
jedi	джедаев
umatake	уволили
umatake	уволена
umatake	уволены
umatake	уволен
umatake	атаковали
umatake	атаковал
umatake	напали
lingguwistika	лингвистика
malala	хуже
ipasok	войти
ipasok	введите
ipasok	ввод
osamu	осаму
amazing	удивительно
amazing	потрясающая
amazing	поразительно
amazing	изумительно
amazing	потрясающе
kababayan	соотечественников
louvre	лувре
martha	марта
makulay	красочных
makulay	разноцветные
uniform	форму
uniform	униформа
uniform	форма
maglingkod	подавать
maglingkod	служить
senegal	сенегала
senegal	сенегале
senegal	сенегал
lacey	лейси
tendon	сухожилие
paro	маяк
pagsisisi	покупателя
pagsisisi	покупатель
pagsisisi	покупателем
pagsisisi	раскаяние
pagsisisi	покаяние
pagsisisi	покаяния
intelektuwal	интеллектуальной
intelektuwal	интеллектуальная
meme	мем
meme	мемы
darling	дорогой
darling	дорогая
nasyonalidad	гражданство
nasyonalidad	национальность
nasyonalidad	гражданства
ipadala	послать
ipadala	отправить
mau	мау
asasinasyon	убийство
npov	npov
diabetes	диабет
kawikaan	притчи
ratings	рейтинг
ratings	рейтинги
ratings	оценки
señora	сеньора
irog	дорогой
irog	дорогая
medio	medio
sophia	софия
