что	อะไร
успешно	สำเร็จ
технологии	เทคโนโลยี
технологии	วิทยาการ
технологии	เทคโนโลยี
сфера	กลม
план	แพ็คเกจ
план	วางแผน
план	แผน
органов	อวัยวะ
батальон	กองพัน
мгу	msu
лев	สิงโต
лев	ราชสีห์
лев	สิงห์
лев	leo
шоссе	ทางหลวง
шоссе	ทางด่วน
шоссе	ทางด่วน
шоссе	ทางหลวง
шоссе	ไฮเวย์
политический	การเมือง
болгарии	บัลแกเรีย
болгарии	บัลแกเรีย
вне	นอก
вне	ภายนอก
объекты	วัตถุ
форму	ฟอร์ม
форму	ยูนิฟอร์ม
легко	ง่ายดาย
легко	ง่าย
легко	ง่ายๆ
легко	ง่ายดาย
основная	หลัก
минимум	minimal
минимум	น้อย
миллионов	ล้าน
миллионов	ล้าน
смерть	ตาย
сельские	ชนบท
правильно	ขวา
правильно	ถูก
крупный	ใหญ่
платформы	แพลตฟอร์ม
платформы	แพลตฟอร์ม
руки	แขน
руки	มือ
предложил	แนะ
предложил	แนะนำ
предложил	เสนอ
собрания	ประชุม
париж	paris
париж	ปารีส
канал	คลอง
канал	ช่อง
традиции	ประเพณี
традиции	ธรรมเนียม
традиции	ประเพณี
традиции	ธรรมเนียม
языках	ภาษา
происхождение	ต้นทาง
происхождение	ที่มา
происхождение	กำเนิด
дать	มอบ
дать	ให้
времена	ไทม์
времена	ครั้ง
идеи	แนวคิด
бригада	กองพล
валерий	valeri
валерий	valery
валерий	valerius
объект	หัวข้อ
вынужден	สะกด
порядок	ลำดับ
машины	รถยนต์
машины	รถ
машины	เครื่องจักร
лига	สันนิบาต
лига	ลีก
династии	ราชวงศ์
порт	พอร์ต
порт	ท่าเรือ
гран	ปู่ย่า
гран	grand
структура	โครงสร้าง
полный	เต็ม
полный	ฟู
полный	สมบูรณ์
полный	ครบ
хотел	ต้องการ
бюро	สำนักงาน
бюро	สำนัก
месяц	เดือน
животные	สัตว์
тело	body
тело	ร่าง
тело	กาย
тело	ร่างกาย
направления	ทิศทาง
температура	อุณหภูมิ
температура	อุณหภูมิ
запись	บันทึก
запись	สถิติ
ирландии	ไอร์แลนด์
кому	โคม่า
земля	earth
земля	โลก
земля	ธรณี
земля	land
земля	แลนด์
земля	ที่ดิน
недели	อาทิตย์
недели	สัปดาห์
недели	อาทิตย์
недели	สัปดาห์
отсутствует	หาย
отсутствует	ขาด
приз	รางวัล
видимо	เห็นๆ
класс	ห้องเรียน
класс	คลาส
класс	เรียน
сингл	single
сингл	โสด
фёдор	fedor
фёдор	fyodor
архитектуры	สถาปัตยกรรม
местах	ตำแหน่งที่ตั้ง
политика	นโยบาย
политика	การเมือง
политика	นโยบาย
речи	สุนทรพจน์
речи	สุนทรพจน์
понятие	แนวคิด
понятие	concept
выход	ทางออก
материал	วัสดุ
добавить	เพิ่ม
архитектор	สถาปนิก
автоматически	อัตโนมัติ
лучшая	best
белый	ขาว
белый	ไวท์
фразы	วลี
северный	อุดร
северный	เหนือ
северный	เหนือ
играет	เล่น
женщина	หญิง
женщина	หญิง
голос	เสียง
преподаватели	ครู
преподаватели	คณาจารย์
преподаватели	คณะ
серебряный	ซิลเวอร์
серебряный	เงิน
леонид	leonidas
опыт	ประสบการณ์
опыт	ประสบการณ์
свет	สว่าง
свет	เบา
свет	ไลท์
свет	แสง
свет	ไฟ
свет	แสง
неделю	อาทิตย์
неделю	สัปดาห์
играть	เล่น
интерес	ดอกเบี้ย
интерес	สนใจ
применение	แอพพลิเคชัน
элементы	ธาตุ
политических	การเมือง
красная	แดง
красная	เรด
раунд	กลม
раунд	กลมๆ
раунд	รอบ
транспорт	ขนส่ง
транспорт	ขนส่ง
премьера	ปฐมทัศน์
премьера	พรีเมียร์
премьера	premier
выставка	นิทรรศการ
выставка	นิทรรศการ
дни	วัน
контроль	ควบคุม
контроль	คอนโทรล
цели	วัตถุประสงค์
письмо	จดหมาย
анализ	วิเคราะห์
семь	seven
семь	เจ็ด
зал	gym
зал	ยิม
зал	พละ
зал	ฮอล
зал	ฮอลล์
женат	แต่งงาน
тур	ทัวร์
курс	หลักสูตร
курс	คอร์ส
битва	ศึก
битва	รบ
битва	สงคราม
каталог	directory
оценки	คะแนน
дэвид	เดวิด
дэвид	david
спорт	สปอร์ต
спорт	sport
спорт	กีฬา
спорт	สปอร์ต
спорт	กีฬา
турции	ตุรกี
турции	ตุรกี
томас	โธมัส
условия	เงื่อนไข
условия	เงื่อนไข
построена	สร้าง
самолёт	อากาศยาน
привести	นำ
осенью	ล้ม
осенью	หล่น
осенью	ตก
осенью	ร่วง
счет	บัญชี
счет	สกอร์
счет	แต้ม
счет	คะแนน
финал	finale
обе	ทั้ง
фонд	รากฐาน
фонд	foundation
фонд	มูลนิธิ
фонд	กองทุน
применения	แอพพลิเคชัน
академия	สถาบัน
академия	academy
аргументы	อาร์กิวเมนต์
выступления	สุนทรพจน์
крест	ข้าม
крест	กางเขน
воду	น้ำ
воду	นํ้า
ученики	นักเรียน
ученики	นักศึกษา
ученики	ม่านตา
ученики	สาวก
марка	เครื่องหมาย
марка	มาร์ค
депутаты	mps
евреев	ยิว
этап	เฟส
этап	ขั้น
этап	stage
этап	เวที
символ	สัญลักษณ์
ооо	ooo
определение	นิยาม
сад	สวน
сад	garden
швейцарии	สวิสเซอร์แลนด์
приблизительно	ประมาณ
приблизительно	คร่าวๆ
батальона	กองพัน
свободы	เสรีภาพ
свободы	อิสระ
свободы	อิสรภาพ
грузии	จอร์เจีย
грузии	จอร์เจีย
рек	ลำน้ำ
рек	แม่น้ำ
отдельный	แยก
направление	ทิศทาง
лондоне	london
лондоне	ลอนดอน
представитель	ตัวแทน
отношений	สัมพันธ์
проекты	โครงการ
пара	คู่
пара	คู่
пара	คู่รัก
требуется	ต้องการ
поражение	พ่าย
поражение	ปราบ
поражение	ปราชัย
веков	ศตวรรษ
крепости	ปราการ
политическая	การเมือง
молодой	ยัง
сценарист	บท
звезда	ดวงดาว
звезда	ดารา
звезда	ดาว
причиной	เพราะ
причиной	สาเหตุ
растения	พืช
растения	โรงงาน
растения	ต้นไม้
растения	พืช
чемпионов	แชมเปี้ยน
музыку	มิวสิค
музыку	เพลง
музыку	ดนตรี
джордж	จอร์จ
говорить	คุย
говорить	พูด
говорить	พูด
причина	เหตุ
причина	เหตุผล
причина	สาเหตุ
причина	เพราะ
причина	สาเหตุ
героев	วีรบุรุษ
героев	heroes
героев	ฮีโร่
свойства	คุณสมบัติ
свойства	ทรัพย์สิน
доход	รายรับ
майкл	ไมเคิ้ล
майкл	ไมเคิล
проектов	โครงการ
татьяна	tatyana
методы	เทคนิค
гора	ภูผา
гора	ภูเขา
гора	ภูเขา
связанные	เกี่ยวข้อง
моя	เหมือง
марки	แสตมป์
определения	นิยาม
округов	เขต
португалии	โปรตุเกส
португалии	โปรตุเกส
ворота	เกต
ворота	เกท
ворота	เกตเวย์
британский	บริติช
британский	อังกฤษ
япония	japan
япония	ญี่ปุ่น
олимпийские	โอลิมปิค
олимпийские	โอลิมปิก
собрание	สมัชชา
собрание	พบปะ
собрание	ประชุม
старый	เก่าๆ
старый	แก่
старый	เก่า
студентов	นักเรียน
студентов	นักศึกษา
задачи	ท้าทาย
задачи	วัตถุประสงค์
веб	เว็บ
болезни	โรค
болезни	โรค
сторона	พรรค
сторона	ปาร์ตี้
сторона	ด้าน
сторона	ไซด์
сторона	ข้าง
тонн	ตัน
компаний	บริษัท
комплекса	สารประกอบ
подпись	เซ็น
подпись	เซ็น
новости	ข่าวสาร
новости	ข่าว
англия	อังกฤษ
исследование	เรียน
исследование	ศึกษา
исследование	ค้นคว้า
исследование	วิจัย
света	สว่าง
света	เบา
света	ไลท์
света	แสง
нижняя	ลด
нижняя	ต่ำ
нижняя	ล่าง
зоны	โซน
зоны	เขต
зоны	โซน
сюжет	พล็อต
сюжет	วางแผน
хан	ข่าน
хан	ฮาน
хан	ฮัน
хан	ฮั่น
пространство	พื้นที่
пространство	อวกาศ
пространство	space
поражения	ปราบ
поражения	ปราชัย
поп	ป็อป
поп	ป๊อป
поп	pop
восстание	กบฏ
западная	เวสต์
успех	สำเร็จ
полиции	ตำรวจ
цель	วัตถุประสงค์
цель	วัตถุประสงค์
цель	เป้า
обучение	สอน
альма	อัลม่า
личности	บุคลิก
личности	บุคลิกลักษณะ
личности	บุคลิก
личности	บุคลิกภาพ
далеко	ไกล
объём	ปริมาตร
южный	ใต้
южный	south
южный	ใต้
картина	จิตรกรรม
министерство	กระทรวง
женился	แต่งงาน
километров	กิโลเมตร
километров	กิโลเมตร
километров	กิโล
семейство	ตระกูล
семейство	ครอบครัว
семейство	family
польский	โปแลนด์
круг	วงกลม
круг	ตัก
испания	สเปน
высшего	อธิการ
высшего	superior
предприятий	ธุรกิจ
победа	win
победа	ชนะ
победа	ชัยชนะ
крепость	ป้อม
крепость	ปราการ
жанр	แนว
жанр	ประเภท
драмы	ดราม่า
драмы	ละคร
драмы	ละคร
база	ฐาน
база	ฐานทัพ
хочу	ต้องการ
хочу	อยาก
поддержки	สนับสนุน
поддержки	รองรับ
леса	ป่า
леса	ฟอเรส
леса	ฟอเรสต์
половины	ครึ่ง
добавил	เพิ่ม
энергии	พลังงาน
главная	หลัก
крайней	สุดขีด
помочь	ช่วย
этапе	เฟส
этапе	ขั้น
этапе	stage
этапе	เวที
скорости	ความเร็ว
отказался	ปฏิเสธ
тысячи	พัน
тысячи	พัน
мастера	มาสเตอร์
абсолютно	สุดๆ
екатерина	ekaterina
прошли	ผ่าน
комментарии	หมายเหตุ
комментарии	คอมเมนท์
оставил	ซ้าย
оставил	เหลือ
глаза	นัยน์ตา
глаза	ดวงตา
глаза	สายตา
глаза	ตา
поиск	ค้นหา
поиск	ค้นหา
последняя	last
последняя	สุดท้าย
последняя	ล่าสุด
санта	ต้า
санта	santa
отдел	ดิวิชั่น
сержант	จ่า
международные	international
международные	นานาชาติ
международные	สากล
мои	เหมือง
критерии	เกณฑ์
способ	วิธี
способ	ทาง
способ	วิถี
способ	หนทาง
лондон	london
лондон	ลอนดอน
процесса	กระบวนการ
север	อุดร
север	เหนือ
фестиваль	เทศกาล
преподавал	สอน
короткая	สั้น
короткая	สั้นๆ
короткая	เตี้ย
польша	โปแลนด์
географии	ภูมิศาสตร์
огонь	ไฟ
огонь	เพลิง
нижний	ลด
нижний	ต่ำ
нижний	ล่าง
жены	ภริยา
жены	ภรรยา
жены	เมีย
жены	ภริยา
независимости	อิสรภาพ
независимости	เอกราช
подробно	ละเอียด
предмет	หัวข้อ
география	ภูมิศาสตร์
центральная	เซ็นทรัล
белые	ขาว
белые	ขาว
белые	ไวท์
понятия	แนวคิด
понятия	concepts
какая	อะไร
папа	พ่อ
двигатель	เครื่องยนต์
крови	โลหิต
крови	เลือด
сообщество	ชุมชน
кампании	แคมเปญ
кампании	แคมเปญ
граждан	ประชาชน
граждан	พลเมือง
нидерландов	เนเธอร์แลนด์
рейтинг	คะแนน
рейтинг	คะแนน
общие	สามัญ
общие	ทั่วไป
общие	ทั่วไป
общие	แม่ทัพ
судов	เส้นเลือด
молодых	ยัง
труд	ทำงาน
труд	งาน
труд	แรงงาน
труд	labour
труд	แรงงาน
реформы	ปฏิรูป
борьба	ดิ้นรน
пресс	สื่อ
пресс	กด
пресс	abs
чёрный	ดำ
плохо	แย่
плохо	ร้าย
плохо	bad
плохо	เลว
очки	ชี้
очки	แต้ม
очки	คะแนน
очки	จุด
очки	แว่น
очки	แว่นตา
очки	แก้ว
луи	หลุยส์
норвегии	นอร์เวย์
норвегии	นอร์เวย์
лучшие	best
служба	บริการ
примеры	ตัวอย่าง
библиотеки	ไลบรารี
интересно	สนใจ
муж	ผัว
муж	สามี
офф	offs
офф	ปิด
офф	ออก
обязанности	หน้าที่
давление	กดดัน
запрос	สอบถาม
запрос	ขอ
запрос	คำขอ
запрос	ร้องขอ
отметить	แท็ก
отметить	ฉลอง
отметить	เครื่องหมาย
отметить	มาร์ค
известность	เกียรติยศ
другая	อื่นๆ
сестра	น้อง
сестра	พยาบาล
иоанна	joanna
детский	กุมาร
детский	เด็ก
режим	โหมด
птиц	นก
канада	แคนาดา
обратно	กลับ
учреждения	สถาบัน
блок	บล็อก
блок	บล็อค
прошла	ผ่าน
военная	กองทัพ
военная	ทหาร
лидер	ผู้นำ
выбор	เลือก
выбор	เลือก
питер	peter
меры	มาตรการ
характеристики	คุณลักษณะ
характеристики	ลักษณะ
тел	tel
тел	ร่างกาย
али	อาลิ
отдельно	แยก
прошлом	อดีต
справочник	directory
справочник	คู่มือ
каждая	ทุกๆ
каждая	ทุก
каждая	แต่ละ
зданий	ตึก
зданий	อาคาร
побережье	ชายฝั่ง
побережье	ฝั่ง
могла	สามารถ
причин	สาเหตุ
румынии	โรมาเนีย
румынии	โรมาเนีย
формула	นมผง
формула	สูตร
среды	พุธ
континентальный	ทวีป
врач	แพทย์
врач	ดอกเตอร์
врач	หมอ
врач	แพทย์
башни	หอคอย
ранга	อันดับ
изучения	เรียน
изучения	สำรวจ
бельгии	เบลเยียม
бельгии	เบลเยี่ยม
бельгии	เบลเยียม
бельгии	เบลเยี่ยม
взять	รับ
взять	เอา
устройства	อุปกรณ์
устройства	อุปกรณ์
святых	นักบุญ
спортивные	สปอร์ต
спортивные	กีฬา
документы	เอกสาร
лицо	ใบหน้า
лицо	หน้า
лицо	หน้าตา
лицо	face
сотрудник	ลูกจ้าง
сотрудник	พนักงาน
приказ	ลำดับ
стены	ผนัง
стены	กำแพง
банка	ธนาคาร
банка	แบงค์
банка	แบงก์
пары	คู่รัก
показывает	แสดง
ошибки	แมลง
объявил	ประกาศ
таблица	ตาราง
таблица	โต๊ะ
шотландии	สกอตแลนด์
шотландии	สกอตแลนด์
католической	คาทอลิก
технологий	เทคโนโลยี
фортепиано	เปียนโน
национальных	national
национальных	ชาติ
освобождения	ปล่อย
ясно	เคลียร์
ясно	ล้าง
ясно	ชัดเจน
указано	ระบุ
земель	länder
изменение	เปลี่ยนแปลง
изменение	เปลี่ยน
динамо	dinamo
районах	เขต
иоанн	จอร์น
иоанн	john
иоанн	จอห์น
народ	ประชาชน
народ	บุคคล
народ	ผู้
народ	ผู้คน
народ	คน
королевства	อาณาจักร
хосе	jose
продукт	สินค้า
продукт	ผลิตภัณฑ์
торговли	แลก
торговли	เทรด
торговли	ค้า
проспект	ฝึกงาน
проспект	prospekt
вернуться	กลับ
газа	แก๊ส
газа	ก๊าซ
газа	น้ำมัน
создавать	สร้าง
варианты	ตัวแปร
муниципалитеты	เทศบาล
наследия	มรดก
королевство	อาณาจักร
контроля	ควบคุม
контроля	คอนโทรล
опубликовал	โพสต์
бизнес	ธุรกิจ
бизнес	กิจการ
автомобиль	รถยนต์
автомобиль	รถ
автомобиль	รถยนต์
автомобиль	พาหนะ
внутренний	ภายใน
внутренний	ภายใน
внутренний	inner
возраст	อายุ
возраст	ยุค
возраст	อายุ
возраст	ยุค
возраст	วัย
мощность	อำนาจ
мощность	power
мощность	พลังงาน
мощность	พลัง
дорог	ถนน
десять	ten
десять	สิบ
базы	ฐาน
завоевал	พิชิต
дивизион	ดิวิชั่น
основы	รากฐาน
выставки	transformers
выставки	นิทรรศการ
выставки	นิทรรศการ
дополнительные	พิเศษ
анализа	วิเคราะห์
банк	ธนาคาร
банк	แบงค์
банк	แบงก์
посмертно	posthumously
летний	ซัมเมอร์
летний	summer
бен	ben
бен	เบน
бен	เบ็น
технические	เทคนิค
девушка	แฟน
девушка	สาว
концерт	concert
концерт	คอนเสิร์ต
применяется	ประยุกต์
чили	ชิลี
чили	พริก
чили	ชิลี
конституции	constitutions
единица	ยูนิต
единица	หน่วย
поход	ค่าย
независимость	อิสรภาพ
независимость	เอกราช
цикл	ลูป
цикл	วน
цикл	วัฏจักร
цикл	วงจร
цикл	รอบ
специальный	พิเศษ
американских	อเมริกัน
долго	ยาว
долго	นาน
школ	โรงเรียน
стоимость	ต้นทุน
стоимость	มูลค่า
стоимость	ค่า
структуры	โครงสร้าง
оборудования	อุปกรณ์
колледж	วิทยาลัย
колледж	มหาวิทยาลัย
экономика	เศรษฐศาสตร์
экономика	เศรษฐกิจ
недавно	ล่าสุด
недавно	ล่าสุด
двигателя	เครื่องยนต์
разрешение	อนุญาต
зона	เขต
зона	โซน
рассказ	เรื่อง
креста	ข้าม
креста	กางเขน
дон	รุ่งอรุณ
дон	ดอน
дон	don
пытался	พยายาม
бои	สู้
убийство	ฆ่า
вода	น้ำ
вода	นํ้า
луны	พระจันทร์
плюс	บวก
плюс	พลัส
плюс	plus
евро	ยูโร
успеха	สำเร็จ
курсы	หลักสูตร
курсы	คอร์ส
берег	ชายฝั่ง
берег	ฝั่ง
берег	ชายฝั่ง
берег	ฝั่ง
реакции	ปฏิกิริยา
реакции	ปฏิกิริยา
престол	บัลลังก์
май	พฤษภาคม
советские	โซเวียต
гор	กอร์
пару	คู่
пару	คู่รัก
кислоты	กรด
готов	พร้อม
просьба	ขอ
просьба	คำขอ
просьба	ร้องขอ
западный	เวสต์
ход	เลื่อน
ход	ขยับ
ход	ย้าย
йорке	ยอร์ก
йорке	ยอร์ค
океана	ทะเล
океана	มหาสมุทร
океана	ocean
телевидения	โทรทัศน์
телевидения	ทีวี
встречи	ประชุม
убийства	ฆ่า
попытка	ลอง
попытка	พยายาม
украинская	ยูเครน
вблизи	ใกล้
дании	เดนมาร์ก
дании	เดนมาร์ก
подразделения	ยูนิต
подразделения	หน่วย
калифорния	แคลิฟอร์เนีย
бразилия	บราซิล
поведение	พฤติกรรม
поведение	พฤติกรรม
осталось	เหลือ
осталось	ซ้าย
осталось	เหลือ
печати	พิมพ์
печати	สื่อ
печати	กด
сделано	ทำให้
сделано	จบ
убрать	ลบ
рабочий	ทำงาน
нередко	บ่อย
нередко	มัก
нередко	บ่อยๆ
высокого	high
высокого	สูง
высокого	ไฮ
октябрь	ตุลาคม
выглядит	หน้าตา
испанский	สเปน
биографии	ชีวประวัติ
биографии	ชีวประวัติ
победил	พ่าย
победил	วอน
победил	ชนะ
искать	ค้นหา
произведение	สินค้า
произведение	ผลิตภัณฑ์
футбол	ฟุตบอล
футбол	ฟุตบอล
восемь	แปด
праздник	holiday
праздник	ฉลอง
праздник	ฉลอง
давид	เดวิด
давид	david
жить	สด
конкурс	ประกวด
вячеслав	vyacheslav
удар	เป่า
удар	หมัด
удар	ชก
удар	ต่อย
удар	ถีบ
удар	คิก
удар	เตะ
доля	แชร์
двое	สอง
двое	two
практике	ฝึก
практике	ซ้อม
практике	ฝึกฝน
поставить	วาง
поставить	ใส่
израиль	อิสราเอล
учитывая	พิจารณา
серий	ตอน
мак	แมค
мак	mac
мак	แม็ค
мак	แมก
старые	เก่าๆ
старые	แก่
старые	เก่า
поезда	รถไฟ
кавалер	cavalier
орган	อวัยวะ
орган	ออร์แกน
реализации	ตระหนัก
органы	อวัยวะ
фигуры	ตัวเลข
важно	สำคัญ
бразильский	บิ
бразильский	บิท
бразильский	บราซิล
бразильский	บิว
вещи	สิ่งของ
вещи	สิ่งของ
рекорд	บันทึก
рекорд	สถิติ
показать	โชว์
показать	แสดง
ракеты	ขีปนาวุธ
ракеты	จรวด
тура	tura
диск	ดิสก์
диск	แผ่น
диск	ดิสก์
сверху	ท็อป
появление	ลักษณะ
критика	วิจารณ์
причины	เหตุผล
причины	สาเหตุ
упоминания	mentions
разрешения	สิทธิ์
соединение	สารประกอบ
параллельно	ขนาน
сражение	ศึก
сражение	รบ
сражение	สงคราม
птицы	นก
птицы	นก
птицы	เบิร์ด
математики	คณิตศาสตร์
нужна	ต้องการ
разработка	พัฒนาการ
разработка	พัฒนา
характера	สันดาน
характера	ธรรมชาติ
защита	ป้องกัน
защита	ป้องกัน
нхл	nhl
голову	หัว
голову	เฮด
руководства	คู่มือ
руководства	คู่มือ
руководства	แนวทาง
экономического	เศรษฐกิจ
номера	ห้อง
номера	ตัวเลข
номера	หมายเลข
перу	เป
перу	เปรู
перу	เปเป
вера	ศรัทธา
утверждение	อนุมัติ
набор	กำหนด
набор	ตั้ง
нба	nba
химии	เคมี
эффект	impact
расположение	ตำแหน่งที่ตั้ง
расположение	ตำแหน่ง
монеты	เหรียญ
монеты	เหรียญ
монеты	coin
монеты	คลัง
машина	เครื่องจักร
машина	แมชชีน
машина	เครื่อง
машина	รถยนต์
машина	รถ
религии	ศาสนา
религии	ศาสนา
начать	เริ่ม
начать	เริ่ม
голоса	โหวต
голоса	เสียง
голосования	โหวต
пьер	ท่าเรือ
пьер	ปิแอร์
сентябрь	กันยา
сентябрь	กันยายน
сентябрь	กันยายน
бог	อัลลอฮ์
бог	พระเจ้า
бог	อัลลอฮฺ
крестьян	ชาวไร่
крестьян	ชาวนา
крестьян	ชาวนา
задача	ท้าทาย
задача	ท้า
индия	อินเดีย
физической	กายภาพ
известная	ดัง
прибыль	กำไร
прибыль	กำไร
волны	คลื่น
волны	เวฟ
волны	โบกมือ
волны	โบก
волны	คลื่น
дискуссии	อภิปราย
дискуссии	อภิปราย
март	มีนาคม
март	มาร์ช
март	march
качество	คุณภาพ
недель	อาทิตย์
недель	สัปดาห์
оценка	คะแนน
оценка	ประเมิน
сцены	ฉาก
избранные	แนะนำ
сельских	ชนบท
уверен	มั่นใจ
вывод	ถอน
вывод	สรุป
исполнение	ประสิทธิภาพ
исполнение	ประหาร
наличии	สต๊อก
наличии	หุ้น
леон	ออน
питания	โภชนาการ
дону	ดอน
дону	don
подход	เข้าหา
трудно	แรง
трудно	โหม
трудно	ลำบาก
трудно	หนัก
трудно	ฮาร์ด
трудно	ยาก
трудно	ยาก
изучал	ศึกษา
прочее	เบ็ดเตล็ด
видел	เห็น
открытый	outdoor
открытый	เปิด
признание	สารภาพ
японский	ญี่ปุ่น
мужество	กล้า
домен	โดเมน
аргентины	อาร์เจนตินา
указать	ระบุ
платформа	แพลตฟอร์ม
декабрь	ธันวาคม
декабрь	ธันวา
декабрь	เด็ค
декабрь	เดค
декабрь	เดธ
барон	บารอน
открыто	เปิด
границ	พรมแดน
функция	ฟังก์ชัน
построено	สร้าง
проверить	ยืนยัน
проверить	เช็ค
проверить	ตรวจ
австрия	ออสเตรีย
прочие	อื่นๆ
прочие	อื่นๆ
поэта	กวี
метал	โลหะ
метал	เหล็ก
джо	โจ
джо	joe
гарри	harry
дворе	ลาน
дворе	สนาม
дворе	ลาน
головы	หัว
головы	head
надеюсь	โฮป
надеюсь	หวัง
надеюсь	หวัง
рим	โรม
июль	กรกฎาคม
опера	opera
опера	เปร่า
нквд	nkvd
берлин	berlin
берлин	เบอร์ลิน
сценарий	บท
геннадий	gennady
настоящий	real
настоящий	จริง
австралия	australia
австралия	ออสเตรเลีย
связаны	ผูกพัน
типов	ชนิด
типов	ประเภท
предшественник	forerunner
специальные	พิเศษ
указывает	ชี้
эпоху	ศักราช
эпоху	ยุค
башня	หอคอย
башня	ทาวเวอร์
башня	หอ
французская	ฝรั่งเศส
сыновей	sons
святые	นักบุญ
святые	ศีล
святые	ศักดิ์สิทธิ์
магазин	ร้าน
июнь	จูน
июнь	มิถุนายน
зачастую	บ่อย
зачастую	มัก
зачастую	บ่อยๆ
тони	โท
луис	หลุยส์
луис	luis
возвращение	กลับ
внутренней	ภายใน
внутренней	inner
читать	อ่าน
вернуть	กลับ
нидерланды	เนเธอร์แลนด์
демократической	ประชาธิปไตย
спам	spam
спам	สแปม
январь	มกราคม
механизм	เครื่องจักร
механизм	กลไก
формат	ฟอร์แมต
оборудование	ฮาร์ดแวร์
оборудование	อุปกรณ์
ошибка	บั๊ก
ошибка	บัก
сотрудники	ลูกจ้าง
сотрудники	พนักงาน
сотрудники	พนักงาน
апрель	april
апрель	เมษายน
поддержка	สนับสนุน
поддержка	สนับสนุน
поддержка	รองรับ
нравится	ถูกใจ
нравится	ชอบ
нравится	เหมือน
нравится	แบบ
нравится	ถูกใจ
нравится	ไลค์
нравится	อย่าง
нравится	ถูกใจ
угол	มุม
угол	มุม
техника	เทคนิค
техника	วิทยาการ
техника	เทคโนโลยี
царство	อาณาจักร
царство	อาณาจักร
двор	ลาน
двор	สนาม
двор	ลาน
гражданская	แพ่ง
гражданская	ประชา
гражданская	พลเมือง
гражданская	civic
гражданская	พลเรือน
лаборатории	แล็ป
написание	สะกด
написание	เขียน
макс	แม็กซ์
макс	แม๊กซ์
макс	แม็ก
кнр	prc
появляются	ปรากฏ
золото	ทอง
золото	โกลด์
золото	ทองคำ
быстрого	รถไฟฟ้า
венгрия	ฮังการี
поколения	รุ่น
поколения	ยุค
поколения	รุ่น
древних	โบราณ
малых	เล็ก
преступления	อาชญากรรม
преступления	อาชญากรรม
хуан	ควน
хуан	ฮวน
хуан	หวง
восстановить	กู้
голова	หัว
голова	เฮด
переводчик	ล่าม
переводчик	ล่าม
немецкие	เยอรมัน
правление	กระดาน
правление	บอร์ด
миссии	ภารกิจ
миссии	mission
миссии	ทูต
миссии	ภารกิจ
случайно	บังเอิญ
случайно	เผลอ
реклама	โฆษณา
реклама	โฆษณา
обзор	วิจารณ์
обзор	รีวิว
формулы	นมผง
формулы	สูตร
формулы	formulae
газ	แก๊ส
газ	ก๊าซ
газ	น้ำมัน
услуг	บริการ
временно	ชั่วคราว
временно	ชั่วคราว
промышленность	อุตสาหกรรม
старая	เก่าๆ
старая	แก่
старая	เก่า
советов	กระดาน
советов	บอร์ด
королевской	รอยัล
королевской	ราชวงศ์
хорватии	โครเอเชีย
хорватии	croatia
хорватии	โครเอเชีย
посмотреть	เห็น
посмотреть	ดู
посмотреть	นาฬิกา
посмотреть	ชม
посмотреть	ดู
посмотреть	ดู
европейского	ยุโรป
красные	reds
красные	แดง
красные	เรด
камень	stone
камень	หิน
камень	ศิลา
камень	rock
камень	ร็อค
камень	โยก
камень	หิน
час	ชั่วโมง
романов	นิยาย
романов	นวนิยาย
желание	ปรารถนา
желание	หวัง
замечания	หมายเหตุ
замечания	คอมเมนท์
чарльз	ชารลส์
чарльз	ชาร์ลส์
чарльз	ชาร์ล
знать	รู้
знать	ทราบ
отзывы	วิจารณ์
отзывы	รีวิว
специального	พิเศษ
здоровья	อนามัย
здоровья	health
здоровья	สุขภาพ
случаи	กรณี
домой	บ้าน
домой	home
домой	บาน
бывшей	อดีต
сердце	heart
сердце	ใจ
сердце	หัวใจ
королева	ควีน
королева	ราชินี
введение	บทนำ
джек	แจ๊ค
джек	แจ๊ก
джек	แจ็ค
джек	jack
джек	แจ็ก
лидеров	ผู้นำ
работников	ลูกจ้าง
работников	พนักงาน
черты	ลักษณะ
ассоциация	สมาคม
жюри	ลูกขุน
архитектура	สถาปัตยกรรม
сайты	เว็บไซต์
полного	เต็ม
полного	ฟู
сложно	แรง
сложно	โหม
сложно	ลำบาก
сложно	หนัก
сложно	ฮาร์ด
сложно	ยาก
сложно	ยาก
валентин	valentin
валентин	วาเลนไทน์
юлия	julia
абу	อาบู
швеция	สวีเดน
рио	rio
высокий	high
высокий	สูง
высокий	ไฮ
высокий	สูง
цска	cska
станислав	stanislav
станислав	stanisław
деятелей	บุคลิก
логотип	logo
логотип	โลโก้
заменить	ทดแทน
заменить	แทนที่
заменить	แทน
установить	กำหนด
установить	ตั้ง
растение	โรงงาน
растение	ต้นไม้
растение	พืช
топлива	น้ำมัน
мисс	คิดถึง
мисс	มิส
мисс	พลาด
мисс	นางงาม
возвращения	กลับ
восстановление	ฟื้นฟู
восстановление	ซ่อมแซม
официальных	ทางการ
официальных	official
египта	อียิปต์
разведки	ปัญญา
бывшие	อดีต
создано	สร้าง
смит	สมิทธ์
смит	สมิธ
немецкая	เยอรมัน
кристаллы	ผลึก
кристаллы	ใส
ведущий	presenter
консенсуса	สมยอม
мари	mari
кот	แคท
кот	แมว
роды	เกิด
роды	กำเนิด
народы	ชนชาติ
определить	กำหนด
