responses	odpowiedzi
dear	droga
dear	kochana
dear	kochani
georges	georges
roller	roller
clothes	ubrania
clothes	odzież
clothes	ubranie
sovereign	państwowego
enhanced	wzmocniona
enhanced	wzmocnionej
enhanced	zwiększona
enhanced	wzmocnione
compensation	odszkodowania
compensation	rekompensata
compensation	wynagrodzenie
compensation	odszkodowanie
compensation	rekompensaty
consent	zgody
consent	zgoda
outline	zarys
holdings	gospodarstwa
holdings	gospodarstw
jorge	jorge
darkness	mroku
darkness	ciemności
darkness	ciemność
darkness	mrok
penalties	kar
penalties	kary
penalties	sankcje
bombers	bombowce
holes	otworów
holes	dziury
holes	otwory
blow	cios
cooking	gotowanie
cooking	gotowania
aftermath	następstwa
trainer	trener
trainer	trenerem
measuring	pomiar
measuring	pomiary
measuring	pomiaru
lawsuit	pozew
chip	chip
chip	chipa
consciousness	świadomością
consciousness	świadomość
consciousness	świadomości
archaeology	archeologii
latvia	łotwa
latvia	łotwy
latvia	łotwie
telugu	telugu
blogs	blogi
hardy	hardy
stamp	znaczek
stamp	pieczęć
nat	nat
fur	futro
fur	sierść
fur	futra
redirected	przekierowanie
redirected	przekierowany
estimates	oszacowania
estimates	szacunki
ritual	rytuał
ritual	rytuały
locality	miejscowość
trace	śladu
trace	ślad
marble	marble
marble	marmuru
foundations	fundamenty
foundations	fundacji
foundations	fundacje
politically	politycznie
nottingham	nottingham
derivative	pochodnych
derivative	pochodne
boxers	bokserki
dimension	wymiar
dimension	wymiary
touchdowns	przyłożenia
crawford	crawford
bats	nietoperze
bats	kije
yugoslav	jugosłowiańska
yugoslav	jugosłowiańskiej
tanzania	tanzanii
motto	motto
streak	passę
concentrated	skoncentrowany
concentrated	koncentrat
concentrated	skoncentrowane
dirty	brudno
dirty	brudne
dirty	brudna
dirty	brudny
hayes	hayes
xbox	xbox
identifying	identyfikacja
identifying	zidentyfikowanie
identifying	identyfikacji
likes	lubi
galleries	galerie
forbes	forbes
adequate	odpowiednia
adequate	adekwatne
brass	brass
bach	bach
alias	alias
alias	pseudonim
tough	twardziel
tough	twardy
tough	twarda
advertisement	reklama
advertisement	ogłoszenie
trails	ścieżki
trails	szlaki
demanded	zażądał
claire	claire
mistakes	błędy
mistakes	pomyłki
mistakes	błędów
bruno	bruno
dylan	dylan
dylan	dylana
bag	torebka
bag	worek
bag	torba
bag	torbę
bag	torby
throwing	rzucać
throwing	rzucanie
churchill	churchill
tan	tan
climb	wspinaczka
witnesses	świadkowie
witnesses	świadków
thames	thames
anybody	ktokolwiek
kazakhstan	kazachstanu
bots	boty
presenting	prezentujemy
highlights	podkreśla
jumping	skok
jumping	skacze
jumping	skoki
prof	prof
slovak	słowacki
slovak	słowackiej
skull	czaszka
skull	czaszki
skull	czaszkę
missionaries	misjonarze
ordained	wyświęcony
myth	mit
myth	mity
mandatory	obowiązkowo
mandatory	obowiązkowe
mandatory	obowiązkowa
mandatory	obowiązkowy
stern	stern
fees	opłat
fees	opłaty
bet	zakład
monks	mnichów
monks	mnisi
dancers	tancerki
dancers	tancerzy
quantity	ilości
quantity	ilość
inventor	wynalazca
cairo	kairze
graves	groby
graves	grobów
graves	graves
proximity	bliskość
seemingly	pozornie
sue	sue
armament	uzbrojenie
barrier	bariera
barrier	bariery
creatures	istoty
creatures	stworzenia
creatures	stwory
logan	logan
logan	logana
erik	eryk
erik	erik
leicester	leicester
silence	cisza
jessica	jessica
plateau	plateau
finite	skończona
finite	skończony
precedent	precedens
precedent	precedensu
walsh	walsh
zones	stref
zones	strefy
intensity	natężenie
intensity	intensywności
intensity	intensywność
murders	morderstwa
murders	zabójstwa
murders	morderstw
paragraphs	paragrafy
paragraphs	akapity
paragraphs	ustępy
costume	kostium
costume	kostiumy
costume	strój
bike	rowerem
bike	rower
bike	motor
bike	motocykl
neighborhoods	dzielnice
neighborhoods	dzielnicach
suffolk	suffolk
remarkable	nadzwyczajne
remarkable	niezwykłe
tin	tin
tin	puszka
garcia	garcia
madagascar	madagaskar
cameras	kamery
cameras	aparaty
ammunition	amunicja
ammunition	amunicję
ammunition	amunicji
fires	ognie
fires	pożary
viewing	przeglądanie
viewing	oglądanie
viewing	wyświetlanie
builder	budowniczy
minneapolis	minneapolis
bullet	nabój
bullet	pocisk
bullet	kula
bullet	kulka
kerry	kerry
subway	metra
subway	metrem
subway	metro
arrow	strzałka
arrow	strzały
arrow	arrow
arrow	strzała
economist	ekonomista
bread	chleba
bread	pieczywo
bread	chleb
lou	lou
strategies	strategie
strategies	strategii
rubber	guma
rubber	gumy
precise	dokładne
precise	precyzyjnie
precise	precyzyjne
precise	dokładny
precise	dokładna
rifles	strzelby
rifles	karabiny
cognitive	poznawcze
governorate	gubernia
nest	gniazda
nest	gniazdo
slam	slam
portsmouth	portsmouth
convince	przekonać
bonds	wiązania
bonds	obligacje
bonds	obligacji
joshua	joshua
inhabited	zamieszkana
casey	casey
attract	przyciągnąć
attract	przyciągać
kilometres	kilometry
kilometres	kilometrów
pump	pompy
pump	pompa
feeding	karmienie
feeding	karmienia
feeding	karmi
prey	zdobycz
ain	ain
mathematician	matematyk
diary	dziennik
diary	pamiętniku
diary	pamiętnik
vulnerable	podatne
vulnerable	wrażliwych
vulnerable	wrażliwe
vulnerable	podatny
inscription	napis
dubai	dubaju
michelle	michelle
lebanese	libańską
productive	produktywne
researcher	naukowiec
researcher	badacz
della	della
baden	baden
upgraded	zmodernizowane
demonstration	wykazanie
demonstration	demonstracja
demonstration	demonstracje
demonstration	demonstracji
equality	równości
equality	równość
philosophers	filozofów
trap	pułapka
trap	pułapkę
trap	pułapki
clara	klara
clara	clara
invitation	zaproszenie
invitation	zaproszenia
marking	oznakowanie
marking	oznaczenie
marking	oznaczanie
marking	znakowanie
expertise	ekspertyzy
admission	wstęp
admission	dopuszczenie
sacramento	sacramento
certification	certyfikacja
certification	certyfikacji
certification	certyfikaty
certification	certyfikat
certification	zaświadczenie
precisely	dokładnie
casting	casting
prohibited	niedozwolone
prohibited	zabronione
prohibited	zakazany
prohibited	zakazane
supposedly	podobno
supposedly	przypuszczalnie
governance	zarządzanie
frog	żaba
frog	żaby
vague	niejasne
mhz	mhz
secular	świeckich
tracking	monitorowania
tracking	monitorowanie
tracking	śledzenie
spa	spa
publicity	rozgłos
armoured	opancerzone
cleared	oczyszczony
cleared	oczyszczone
watts	watts
watts	waty
gibraltar	gibraltaru
gibraltar	gibraltar
renewed	odnowione
renewed	odnowiony
reflects	odzwierciedla
fever	gorączka
melody	melodia
melody	melodii
melody	melody
melody	melodię
supporter	kibic
elaborate	wyszukane
jeffrey	jeffrey
discusses	omawia
discusses	omówiono
useless	bezużyteczny
useless	bezużyteczne
swift	swift
tuesday	wtorek
silly	głupie
empress	cesarzowa
capabilities	zdolności
newman	newman
scales	łuski
scales	wagi
scales	skale
beatles	beatles
clergy	kler
jacksonville	jacksonville
sara	sara
sara	saro
lifestyle	lifestyle
bee	pszczoła
bee	pszczoły
bee	bee
holders	posiadaczy
holders	uchwyty
holders	posiadacze
baltic	bałtyckiego
czechoslovakia	czechosłowacji
brandon	brandon
loaded	naładowane
loaded	załadowany
loaded	naładowany
loaded	załadowane
maya	maj
maya	maya
maya	maja
evangelical	ewangelicko
enterprises	przedsiębiorstw
enterprises	przedsiębiorstwa
imo	imo
mature	dojrzałe
mature	dojrzała
mature	dojrzały
physically	fizycznie
sequences	sekwencji
breast	biust
breast	pierś
breast	piersi
beast	bestia
beast	bestii
beast	bestie
raja	raja
für	für
educator	pedagog
bang	bang
griffin	griffin
rhodes	rhodes
preparing	przygotowanie
preparing	przygotowywanie
proportion	proporcji
proportion	proporcjonalnie
proportion	odsetek
proportion	proporcje
itv	itv
ana	ana
rainbow	rainbow
rainbow	tęcza
demon	demona
demon	demon
prussian	pruski
equations	równanie
equations	równania
answered	odpowiedział
ist	ist
perception	postrzeganie
distributor	dystrybutor
distributor	dystrybutora
entities	podmioty
entities	podmiotów
jackie	jacek
dynamics	dynamika
dynamics	dynamiki
dynamics	dynamics
dynamics	dynamiczny
fiji	fidżi
insufficient	niewystarczający
insufficient	niewystarczające
insufficient	niewystarczająca
algebra	algebra
homer	homer
homer	homera
larvae	larwy
limestone	wapień
johns	johns
chaos	chaosie
chaos	chaosu
chaos	chaos
chang	chang
layers	warstwy
layers	warstw
crater	krater
chad	czad
chad	czadu
chad	chad
seized	przejęte
webster	webster
excess	nadmiar
excess	nadwyżka
bombardment	bombardowanie
ashley	ashley
dot	kropka
dot	dot
gif	gif
translator	tłumacz
translator	tłumacza
cowboys	kowbojów
cowboys	kowboje
counted	zaliczony
hanging	powieszenie
hanging	wiszą
soprano	soprano
workshops	warsztaty
workshops	warsztatów
terrain	teren
terrain	tereny
terrain	terenu
belarus	białoruś
belarus	białorusi
liked	lubił
liked	polubił
console	konsola
console	konsoli
console	konsolę
nascar	nascar
teenage	nastoletnich
vandal	wandala
graduates	absolwentów
jungle	dżungli
jungle	dżungla
placement	umiejscowienia
placement	umieszczenie
placement	umiejscowienie
fairy	wróżką
fairy	wróżki
fairy	wróżka
tourists	turystów
tourists	turyści
reasonably	rozsądnie
performs	wykonuje
quarterly	kwartał
romans	rzymianie
romans	rzymian
rpm	rpm
diploma	dyplomy
diploma	dyplom
environments	środowisk
swan	swan
swan	łabędź
carpenter	carpenter
petition	petycję
petition	petycji
boris	borys
boris	boris
berry	jagody
berry	berry
invention	wynalazek
southampton	southampton
prairie	prerii
bend	bend
app	aplikacji
app	aplikację
app	app
app	aplikacja
finalist	finalistka
questioned	przesłuchiwany
explicit	wyraźna
explicit	wyraźne
draws	rysuje
slight	nieznaczne
maxwell	maxwell
planes	samolotów
planes	płaszczyzny
planes	samoloty
oriental	oriental
manufacture	wytwarzanie
manufacture	produkcja
acclaimed	uznaniem
coordinator	koordynator
coordinator	koordynatora
bombs	bomb
bombs	bomby
mohammad	mohammad
bassist	basista
superman	supermana
superman	superman
colombian	kolumbijski
philippe	philippe
philippe	filip
felix	felix
bengali	bengali
greene	greene
voluntary	dobrowolne
voluntary	wolontariat
voluntary	dobrowolnie
voluntary	dobrowolny
voluntary	dobrowolnego
floating	pływających
floating	pływające
montenegro	czarnogóra
sketch	rysunek
sketch	skecz
sketch	szkic
mann	mann
flooding	powodzie
flooding	powodzi
flooding	powódź
escort	eskorty
escort	eskortę
escort	eskorta
dressed	ubrany
dressed	ubrana
dressed	ubrani
dressed	ubrane
astronomy	astronomii
sudden	nagłe
sudden	nagła
variables	zmiennych
variables	zmienne
arbitrary	niepożądanego
arbitrary	dowolne
skiing	narciarstwo
skiing	narty
timothy	timothy
cello	wiolonczeli
rainfall	opady
rafael	rafael
rafael	rafał
sphere	sfery
sphere	kuli
sphere	kula
rewrite	przepisać
georg	georg
canvas	płótna
canvas	płótno
canvas	płótnie
chest	skrzynia
chest	piersi
krishna	krishna
provider	dostawca
frances	frances
crowned	koronowany
wanting	chcąc
carved	wyrzeźbione
poles	polacy
poles	polonia
poles	polaków
cabin	domku
cabin	kabina
cabin	kabiny
cabin	domek
civilization	cywilizacja
civilization	cywilizacji
lisbon	lizbona
tongue	język
eliminate	wyeliminować
panels	paneli
panels	panele
darwin	darwin
cheese	cheese
cheese	sera
cheese	ser
cheese	sery
easter	wielkanocy
easter	wielkanoc
rat	rat
rat	szczur
papua	papua
insert	wstawić
insert	wstaw
descriptions	opisy
debates	debaty
debates	debat
debates	dyskusje
informal	nieformalne
castles	zamki
castles	zamków
cry	płakać
cry	płacz
loyal	lojalny
loyal	wierny
loyal	lojalni
loyal	lojalna
surfaces	powierzchnie
nicolas	nicolas
institutes	instytutów
humor	humoru
humor	humor
madonna	madonna
madonna	madonny
worcester	worcester
trips	wyjazdy
trips	wycieczki
winston	winston
introducing	przedstawiam
introducing	przedstawiamy
introducing	wprowadzenie
introducing	wprowadzające
llc	llc
drake	kaczor
drake	drake
lunar	lunar
lunar	księżycowy
fountain	fontanna
fountain	fontanny
consulting	konsultacje
consulting	doradztwo
consulting	konsultacji
patricia	patrycja
patricia	patricia
ers	ers
garcía	garcia
garcía	garcía
maple	klon
maple	maple
aberdeen	aberdeen
verb	czasownik
illustrations	ilustracje
mechanisms	mechanizmy
mechanisms	mechanizmów
reds	czerwoni
reds	czerwonych
posters	plakatów
posters	plakaty
leipzig	lipsku
santo	santo
roland	roland
expelled	wydalony
expelled	wyrzucony
telecommunications	telekomunikacyjne
telecommunications	telekomunikacyjnych
telecommunications	telekomunikacji
strait	cieśnina
nationals	obywatele
unanimous	jednogłośnie
unanimous	jednomyślnie
misleading	mylące
sherman	sherman
stefan	stefana
stefan	stefan
stefan	stefanie
sleeping	spanie
sleeping	śpi
sleeping	spać
sleeping	śpiący
alto	alto
thomson	thomson
directing	kierowanie
prehistoric	prehistoryczne
alphabet	alfabet
zagreb	zagrzeb
chef	kucharz
tubes	rur
tubes	rurki
carnegie	carnegie
hostile	wrogo
hostile	wróg
hostile	nieprzyjaciel
hostile	wrogie
hostile	wrogi
prizes	nagród
prizes	nagrody
eighteen	eighteen
eighteen	osiemnaście
shirt	koszule
shirt	koszulka
shirt	koszula
shirt	koszulki
weird	dziwny
weird	dziwna
weird	dziwnie
weird	dziwne
loading	załadunku
loading	ładowanie
edges	krawędzie
edges	brzegi
edges	krawędzi
plantation	plantacji
vernon	vernon
acre	acre
practiced	praktykowane
wonderful	cudowne
wonderful	cudowny
wonderful	cudowna
wonderful	cudownie
missiles	pociski
missiles	rakiety
guides	przewodników
guides	przewodniki
finger	palec
garage	garaż
garage	warsztat
garage	garażu
savage	savage
savage	dziki
savage	dzikie
technological	technologiczny
technological	technologiczne
shoes	buty
shoes	butów
shoes	obuwie
climbing	wspinaczka
barrel	beczka
barrel	lufy
biographies	biografie
assembled	zmontowane
assembled	montowane
ham	szynki
ham	szynka
ham	ham
geoffrey	geoffrey
valve	zawór
commenting	komentowanie
osaka	osaki
beck	beck
analog	analogowe
monkey	małpy
monkey	małpa
monkey	małpka
listening	słucham
listening	słuchanie
integrity	uczciwość
integrity	integralność
integrity	integralności
definitions	definicji
definitions	definicje
critically	krytycznie
operas	opery
baldwin	baldwin
objections	zastrzeżenia
marina	marina
marina	przystań
detection	wykrycie
detection	wykrywania
detection	wykrywanie
sixty	sixty
sixty	sześćdziesiąt
differential	zróżnicowanie
differential	różnica
linguistic	językowej
venus	venus
venus	wenus
salmon	łosoś
salmon	łososia
monarchy	monarchia
stade	stade
francesco	francesco
abortion	aborcja
abortion	aborcji
monica	monika
monica	moniki
monica	monica
elephant	słoń
elephant	słonie
polar	polarne
ton	tonę
ton	tona
ton	ton
provisional	tymczasowego
provisional	tymczasowa
provisional	tymczasowe
provisional	tymczasowy
counting	liczyć
counting	liczenie
counting	liczę
corn	kukurydza
corn	kukurydzy
trucks	ciężarówki
sank	zatonął
airborne	powietrzu
deutsche	deutsche
par	par
tension	napięcia
tension	napięcie
pablo	pablo
aviv	awiwie
cleaning	chemiczna
cleaning	sprzątanie
cleaning	czyszczenie
cleaning	oczyszczanie
cleaning	porządki
judgement	orzeczenie
judgement	osąd
physicist	fizyk
catalina	catalina
disasters	katastrofy
disasters	klęsk
disasters	katastrof
lesbian	lesbijka
lesbian	lesbijki
lesbian	lesbijką
rays	promienie
withdrawal	cofnięcie
withdrawal	wycofania
withdrawal	wycofanie
walks	spacery
trailer	przyczepa
trailer	przyczepę
trailer	zwiastun
trailer	przyczepy
janet	janet
tornado	tornado
aunt	cioci
aunt	ciocia
aunt	ciotka
genesis	genesis
shallow	płytkie
shallow	płytka
floors	podłóg
floors	piętra
floors	podłogi
violate	naruszają
scattered	rozproszone
boyfriend	chłopaku
boyfriend	chłopak
boyfriend	chłopaka
consolidated	skonsolidowane
determining	określanie
catholicism	katolicyzm
luther	luther
pleasure	przyjemności
constructive	konstruktywne
webb	webb
battalions	bataliony
alberto	alberto
magical	magiczna
magical	magiczne
magical	magicznie
magical	magia
magical	magiczny
deliberately	umyślnie
deliberately	celowo
sacrifice	poświęcenie
sacrifice	poświęcić
sacrifice	ofiara
sacrifice	poświęcenia
faction	frakcji
faction	frakcja
olive	olive
olive	oliwki
olive	oliwek
corridor	korytarz
corridor	korytarza
compatible	zgodna
compatible	zgodny
receptor	receptora
receptor	receptory
molecules	cząsteczki
molecules	molekuły
kiev	kijów
kiev	kijowie
vista	vista
castro	castro
wei	wei
pleasant	przyjemne
pleasant	przyjemnie
pleasant	przyjemny
pleasant	przyjemna
miscellaneous	różne
lineup	okazanie
ultra	ultra
bulletin	biuletyn
bulletin	biuletynie
clinic	klinika
clinic	kliniki
clinic	klinice
itunes	itunes
patriots	patrioci
pollution	zanieczyszczenia
pollution	zanieczyszczenie
treasurer	skarbnik
herman	herman
questionable	wątpliwe
sally	sally
rex	rex
mvp	mvp
stuck	utknął
openly	jawnie
afghan	afgańskie
inferior	gorszy
vatican	watykan
vatican	watykanie
folklore	folklor
affiliation	przynależność
cruiser	krążownik
princes	princes
silk	jedwabiu
silk	jedwab
agreements	umowy
agreements	porozumienia
agreements	umów
trilogy	trylogii
armour	zbroja
armour	zbroję
armour	zbroi
armour	pancerz
eng	eng
stamps	znaczki
specimens	okazy
specimens	okazów
consumers	konsumentów
consumers	konsumenci
differently	różnie
defines	definiuje
defines	zdefiniowano
defines	określa
cage	cage
cage	klatki
cage	klatka
cage	klatce
vicinity	okolica
ferguson	ferguson
correspondence	korespondencja
correspondence	korespondencji
illustrates	ilustruje
tehran	teheranie
cheshire	cheshire
amanda	amandą
amanda	amanda
amanda	amando
pos	pos
employer	pracodawca
employer	pracodawcy
browns	browns
static	statyczne
tibetan	tybetański
nixon	nixona
nixon	nixon
sociology	socjologii
recreational	rekreacyjnych
recreational	rekreacyjne
panthers	panthers
panthers	pantery
objection	sprzeciw
systematic	systematyczny
systematic	systematycznie
systematic	systematyczne
violated	naruszone
chocolate	czekoladowy
chocolate	czekolada
chocolate	czekolady
chocolate	czekoladowe
helsinki	helsinkach
bedford	bedford
cambodia	kambodży
grandmother	babci
grandmother	babcia
grandmother	babka
fitness	sprawność
fitness	fitness
halls	korytarze
halls	sale
midlands	midlands
jung	jung
brilliant	genialne
brilliant	genialny
libya	libii
libya	libia
transported	przeniesiony
transported	transportowane
transported	przewożone
angela	angeli
angela	angela
creature	istota
creature	stwór
creature	stworzenie
volcanic	wulkanicznego
android	android
filmography	filmografia
deposits	depozytów
deposits	depozyty
mentor	mentorem
mentor	mentor
mentor	mentora
freeman	freeman
apartments	apartamenty
uci	uci
puppet	marionetką
carey	carey
hiding	ukrywanie
sends	przesyła
sends	wysyła
meyer	meyer
gameplay	rozgrywka
gameplay	rozgrywki
lima	lima
freeway	autostrada
freeway	autostradzie
kirk	kirk
batteries	baterie
batteries	akumulatory
chains	łańcuchów
chains	łańcuchy
ucla	ucla
recover	odzyskać
wong	wong
ear	ucha
ear	uszy
ear	ucho
servants	służący
servants	słudzy
combine	połączyć
decent	przyzwoicie
decent	przyzwoity
decent	przyzwoite
cubs	młode
hawk	jastrząb
hawk	hawk
contestant	zawodnik
contestant	uczestnik
cumberland	cumberland
rational	racjonalne
rational	racjonalnie
rational	racjonalny
altar	ołtarz
altar	ołtarzu
altar	ołtarza
ufc	ufc
organize	organizować
organize	zorganizować
exhibits	wystawy
subjective	subiektywne
determination	określenie
determination	oznaczenie
determination	ustalenie
determination	oznaczanie
determination	określanie
chennai	chennai
dong	dong
threshold	próg
myanmar	myanmar
proud	dumna
proud	dumny
proud	dumni
custody	opieka
surveillance	obserwacja
surveillance	nadzór
surveillance	nadzoru
threatening	grozi
threatening	grozić
discharge	absolutorium
penny	grosz
penny	penny
penny	cent
kannada	kannada
astronomical	astronomiczne
rector	rektor
petroleum	naftowa
bug	robak
bug	bug
