och	и
väggar	стены
väggar	стенки
väggar	стен
vetenskapligt	научно
vetenskapligt	научный
vetenskapligt	научная
vetenskapligt	научное
albany	олбани
atlantis	атлантис
styrman	приятель
styrman	мат
styrman	рулевой
styrman	квартирмейстер
face	лицом
face	лицо
flygande	полёт
flygande	полет
flygande	летать
freeman	фриман
körs	бежит
palo	пало
porsche	порше
porsche	porsche
villor	виллы
bom	бом
bom	бон
bom	бум
nikolai	николай
nikolai	николай
erbjuda	предлагая
erbjuda	предлагаю
kungar	королей
kungar	короли
karel	карел
punk	панк
följs	последовало
observationer	замечания
observationer	наблюдения
provinser	провинций
provinser	провинции
berberis	барбарис
drive	водить
drive	драйв
drive	привод
drive	drive
personlighet	личности
personlighet	индивидуальность
personlighet	личность
planerad	запланированное
planerad	запланированные
planerad	запланированный
planerad	запланированная
planerad	запланировано
planerad	запланированных
planerad	планируемые
planerad	планируется
planerad	запланированные
planerad	запланированная
planerad	запланировано
planerad	запланированных
walt	уолт
avsett	предназначенных
protester	протеста
protester	протесты
protester	протест
protester	протесты
betyg	классе
betyg	рейтинг
betyg	оценка
betyg	оценили
betyg	оценил
betyg	оценила
betyg	рейтинг
betyg	рейтинги
betyg	оценки
övrig	другой
övrig	другая
övrig	другое
övrig	другие
övrig	прочие
hänvisning	ссылка
spara	спасти
spara	сохранять
spara	сохранить
spara	сохраните
spara	спасение
spara	сохранение
spara	экономия
iata	иата
nagy	надь
gäster	гостей
gäster	гости
minut	минута
minut	минуту
specifik	конкретных
specifik	конкретное
specifik	конкретный
specifik	конкретная
specifik	конкретные
medveten	сознании
medveten	сознавая
akademi	академии
akademi	академия
ljudet	sound
ljudet	звук
ljudet	звуки
brooklyn	бруклине
brooklyn	бруклин
barndom	детство
barndom	детства
gradvis	постепенного
gradvis	постепенное
gradvis	постепенный
gradvis	постепенно
utgåvor	релизы
utgåvor	издания
slutat	перестал
slutat	остановилось
slutat	прекратил
slutat	остановились
slutat	остановился
brunner	бруннер
fortsättning	продолжение
fortsättning	продолжил
fortsättning	продолжение
restaurering	восстановление
restaurering	восстановления
eliza	элиза
tyler	тайлер
planerat	планируемые
planerat	планируется
planerat	запланированные
planerat	запланированная
planerat	запланировано
planerat	запланированных
fowler	фаулер
liberty	свобода
underhåll	сопровождение
underhåll	сопровождающий
underhåll	поддержание
underhåll	ведение
stones	камни
bakterier	бактерии
bakterier	микробы
dalen	долине
dalen	долина
fasad	фасад
fasad	фасад
senegal	сенегала
senegal	сенегале
senegal	сенегал
trondheim	тронхейме
dar	дар
bishop	слон
bishop	бишоп
bishop	епископ
utöka	продлить
utöka	расширяется
utöka	расширения
utöka	расширение
utöka	расширения
utöka	расширять
utöka	расширить
utöka	развернуть
anläggning	растения
anläggning	завод
anläggning	растение
anläggning	растений
anläggning	установка
anläggning	установки
anläggning	учреждение
detalj	деталь
jobba	работа
jobba	работы
jobba	труд
prunus	prunus
michail	михаил
justice	правосудия
justice	справедливость
justice	правосудие
nutid	настоящее
nutid	подарок
pernambuco	пернамбуку
summa	сумма
summa	всего
summa	итого
signal	сигнал
meridionalis	meridionalis
britton	бриттон
nederlag	поражение
nederlag	поражения
nederlag	победить
eye	глаз
eye	око
fördelar	преимущества
fördelar	льготы
fördelar	пособия
fördelar	выгоды
fördelar	польза
fördelar	преимущества
fördelar	преимущество
fördelar	преимущества
flodmynning	лиман
tillämpas	применяется
tillämpas	прикладной
högkvarter	штаб
marinen	флот
förmögenhet	богатства
förmögenhet	богатство
benen	ножки
benen	ноги
benen	лапки
postumt	посмертно
djupa	глубокую
djupa	глубокое
djupa	глубокая
djupa	глубокие
djupa	глубоко
djupa	глубокий
third	третье
third	третий
third	третья
muhammad	мухаммед
muhammad	мухаммад
bonus	бонус
bonus	бонусы
meddelande	связь
meddelande	коммуникация
meddelande	общение
meddelande	сообщение
meddelande	послание
meddelande	объявление
komplexa	комплекс
komplexa	сложная
komplexa	сложные
komplexa	сложных
komplexa	сложный
paula	паула
paula	пола
rincón	ринкон
utökade	расширенный
utökade	расширенная
utökade	расширенное
utökade	продлен
utökade	расширенная
utökade	расширенный
utökade	расширена
dawn	рассвете
dawn	рассвет
dawn	дон
generationer	поколений
generationer	поколения
tjäna	заработать
tjäna	зарабатывать
tjäna	подавать
tjäna	служить
tjäna	заработок
tjäna	зарабатывать
volymer	тома
volymer	томов
volymer	объемы
sammanhängande	согласованной
sammanhängande	прилегающих
bestämmelser	правил
bestämmelser	правила
bestämmelser	положения
forbes	форбс
nature	характер
nature	характера
nature	натура
nature	природа
mozart	моцарта
mozart	моцарт
återställa	сброс
återställa	сбросить
återställa	восстанавливать
återställa	восстановить
återställa	сброс
teman	темы
livsmedel	питание
livsmedel	продовольственной
livsmedel	пища
livsmedel	еды
livsmedel	продовольствие
livsmedel	еда
varvet	верфи
värmdö	сандерленд
fördelade	распространенный
fördelade	распространено
fördelade	распространен
captain	капитан
myspace	myspace
underhuset	commons
ensamma	одна
ensamma	одни
ensamma	один
ensamma	одинокая
ensamma	одиночество
ensamma	одиноко
ensamma	одинокий
ensamma	одинок
fuller	фуллер
ricardo	рикардо
willem	виллем
inledning	введение
inledning	преамбуле
institution	учреждение
institution	институт
väder	погода
sylvia	сильвия
alliansen	альянс
splendens	splendens
harriet	харриет
innehållande	содержащий
innehållande	содержащие
innehållande	содержащих
innehållande	содержащая
sveti	свети
räkning	билл
räkning	законопроект
räkning	перечисление
boulder	боулдер
akademisk	академических
bedömning	оценка
bedömning	оценка
desert	пустыня
desert	пустыне
desert	пустыни
campus	кампуса
campus	кампус
industrin	промышленности
industrin	отрасль
industrin	индустрия
industrin	промышленность
cola	кокс
cola	кокаин
cola	кола
cola	кола
cola	колы
case	случае
case	случай
case	дело
case	кейс
primära	начального
primära	первичные
primära	начальное
medborgarskap	гражданство
medborgarskap	национальность
medborgarskap	гражданства
medborgarskap	гражданство
bröd	хлеба
bröd	хлеб
fas	этапе
fas	стадия
fas	фаза
fas	этап
lissabon	лиссабон
markera	марк
markera	mark
markera	отметить
markera	метка
markera	марка
markera	выделить
markera	подчеркнуть
markera	выберите
markera	выбор
markera	выделить
markera	выбрать
kritiserade	критике
noterade	процитировал
noterade	отметило
noterade	отметила
fragment	фрагмент
fragment	осколки
fragment	фрагменты
stand	стенд
stand	стоять
konrad	конрад
chester	честер
patricia	патриция
kalender	календарь
kurser	курсы
ovanlig	необычный
ovanlig	необычная
ovanlig	необычное
ovanlig	необычно
ovanlig	необычные
ovanlig	редкость
sega	sega
edmonton	эдмонтон
härkomst	спуск
härkomst	происхождение
antigua	антигуа
lanserade	запущен
lanserade	запущена
rapporterade	сообщалось
rapporterade	сообщено
rapporterade	сообщается
rapporterade	сообщил
rapporterade	сообщили
gardner	гарднер
negativt	негативных
negativt	отрицательный
negativt	отрицательные
negativt	отрицательно
negativt	негативные
negativt	отрицательное
släkting	родственник
släkting	относительной
släkting	относительное
släkting	относительные
släkting	относительный
släkting	относительная
läsaren	читатель
allians	альянс
utmärkelse	премия
utmärkelse	награду
utmärkelse	награда
ham	ветчина
sigrid	сигрид
armeniska	армении
ngc	ngc
synpunkter	отклики
synpunkter	отзывы
synpunkter	отзыв
synpunkter	замечания
synpunkter	комментарии
flyg	муха
flyg	лети
flyg	летать
flyg	полёт
flyg	бегство
flyg	перелет
flyg	полет
flyg	рейс
flyg	полеты
flyg	рейсы
ajax	ajax
stärka	усилить
stärka	укрепить
stärka	укреплять
stärka	укрепление
stärka	усиление
styrde	постановил
enorma	огромная
enorma	огромный
enorma	огромные
enorma	огромное
enorma	огромные
enorma	огромные
klaus	клаус
gang	банда
begravningsplats	кладбище
begravningsplats	кладбища
begravningsplats	кладбище
giftermål	брак
giftermål	браки
coenonympha	сенница
anopheles	anopheles
eden	иден
morton	мортон
calgary	калгари
robotar	ракеты
robotar	ракет
robotar	роботы
robotar	роботов
dominerade	доминировали
finansiella	финансовых
finansiella	финансы
finansiella	финансовая
finansiella	финансовые
dawson	доусон
hertigdömet	герцогства
magna	magna
pia	пиа
devon	девон
regerade	постановил
delägare	партнер
delägare	напарник
delägare	партнёр
kenny	кенни
mick	мик
bitar	бит
bitar	кусочки
bitar	куски
bitar	кусочки
gros	гро
lundqvist	лундквист
ljusa	яркие
ljusa	яркий
ljusa	ярко
ljusa	светлый
ljusa	яркая
theodore	теодор
electric	электрический
electric	электрик
electric	electric
electric	электрическая
diskuteras	обсуждается
diskuteras	обсуждает
diskuteras	обсудили
diskuteras	обсуждалось
diskuteras	обсуждались
vitryska	белорусские
edith	эдит
dynastin	династии
dynastin	династия
väntar	ожидание
väntar	ждём
väntar	жду
väntar	ждем
väntar	ждать
knapp	кнопку
knapp	кнопка
republik	республика
republik	республики
madame	мадам
handbollsspelare	гандболист
presentation	презентации
presentation	презентация
presentation	представление
utgivning	выдача
utgivning	издательство
utgivning	публикация
förstöra	уничтожать
förstöra	разрушить
förstöra	уничтожить
förstöra	руины
förstöra	разрушить
förstöra	испортить
syre	кислорода
syre	кислород
lycka	счастья
lycka	счастье
kulturer	культур
kulturer	культуры
hawk	ястреб
opus	opus
slovenska	словении
slovenska	словении
tristis	tristis
befattning	функция
befattning	функции
befattning	позиция
befattning	должность
befattning	положение
systrar	сёстры
systrar	сестры
piedras	пьедрас
planeras	планируемые
planeras	планируется
planeras	запланированные
planeras	запланированная
planeras	запланировано
planeras	запланированных
kontroversiella	спорные
kontroversiella	спорных
kontroversiella	спорный
datorn	компьютер
datorn	computer
manga	манга
kommersiellt	коммерческие
kommersiellt	коммерческая
kommersiellt	коммерческий
kommersiellt	коммерчески
accepterade	принят
accepterade	принята
accepterade	приняты
accepterade	принято
planina	планина
tittar	смотрю
tittar	ищу
tittar	наблюдаю
tittar	смотрим
tittar	смотрю
justin	джастин
orleans	орлеан
giro	джиро
levi	леви
istanbul	стамбуле
istanbul	стамбул
cut	сократить
cut	вырезать
cut	снято
väggen	стена
väggen	стене
väggen	уолл
minnet	память
minnet	воспоминание
minnet	памяти
elena	елена
westwood	westwood
somalia	сомали
inställning	позиция
inställning	отношение
inställning	настрой
inställning	настройка
inställning	конфигурации
inställning	конфигурация
santana	сантана
burgos	бургос
mekanisk	механические
mekanisk	механических
hebei	хэбэй
efterföljare	преемниками
efterföljare	подписчики
efterföljare	последователи
efterföljare	подписчиков
efterföljare	преемник
efterföljare	преемника
upptäckten	открытие
upptäckten	обнаружение
gansu	ганьсу
artur	артур
artur	артура
artur	артур
gäst	гость
mänsklig	человеческое
mänsklig	человеческая
mänsklig	человек
mänsklig	человека
brabham	brabham
stupade	упал
stupade	пал
clubiona	clubiona
moss	мосс
novell	роман
made	сделанные
made	сделано
made	сделана
made	сделал
made	сделаны
register	зарегистрироваться
register	регистра
register	регистр
register	зарегистрировать
register	реестр
register	регистрация
register	records
register	рекорды
register	записи
register	регистров
register	реестры
register	регистры
register	регистр
register	реестр
register	реестре
register	реестры
register	регистры
kärnan	ядро
kärnan	ядра
kärnan	core
kärnan	ядро
montanus	montanus
systems	системы
systems	систем
skapandet	создание
skapandet	создания
skapandet	сотворение
psykologi	психология
psykologi	психологии
mini	mini
mini	мини
ökande	растущая
feng	фэн
motte	мотт
släppts	выпущено
släppts	освобождены
släppts	выпустила
släppts	выпущен
släppts	выпущена
jupiter	юпитер
överlevande	выживших
överlevande	выжившие
överlevande	выживший
erkänner	признает
erkänner	признавая
erkänner	признает
erkänner	признает
formica	formica
synliga	видна
synliga	виден
synliga	видны
synliga	видимые
synliga	видимых
selma	сельма
aus	aus
nationen	нация
nationen	нации
sålda	продается
sålda	продано
sålda	продана
sålda	продал
sålda	продан
kämpade	боролся
kämpade	сражались
kämpade	сражался
kuala	куала
satsa	пари
satsa	ставка
marknad	рынок
marknad	рынке
marknad	рынок
marknad	рынка
pension	пенсии
pension	пенсию
pension	пенсия
pension	пенсии
pension	пенсия
portal	портал
fysiologi	физиологии
konservativ	консервативные
knuten	узел
jiang	цзян
andrés	андрес
filer	файлы
filer	файлов
flykt	побег
flykt	сбежать
skriften	писание
wen	вен
humboldt	гумбольдт
belägringen	осада
belägringen	осады
grundandet	основание
distributör	дистрибьютор
willie	уилли
willie	вилли
zaire	заир
interiör	внутренних
interiör	интерьер
passerade	прошли
passerade	прошел
passerade	прошло
passerade	прошла
moder	мать
moder	мама
moder	матерь
moder	матушка
falla	осень
falla	падение
falla	осенью
falla	упасть
lincolnshire	линкольншире
katedralen	собор
cima	cima
förbättrade	улучшилась
förbättrade	улучшилось
förbättrade	улучшение
webbplatsen	вебсайт
webbplatsen	сайт
webbplatsen	сайт
hypericum	зверобой
kuk	член
kuk	дик
kuk	член
kuk	петух
schultz	шульц
provinserna	провинций
provinserna	провинции
luna	луна
canadiens	канадиенс
behandlade	обработанных
behandlade	обработки
halle	галле
mottagande	получая
mottagande	получение
mottagande	получения
mottagande	прием
mottagande	приём
slåss	бои
slåss	бой
slåss	драка
bytt	изменились
bytt	изменилась
bytt	изменился
bytt	изменил
bytt	изменилось
bytt	изменено
bytt	поменяли
bytt	поменялись
ideal	идеалы
ideal	идеальная
ideal	идеал
israeliska	израильский
israeliska	израильские
israeliska	израильских
israeliska	израильская
apollo	аполлон
vienne	вьен
sanningen	истина
sanningen	правда
sanningen	правду
koordinater	координаты
svaga	слабая
svaga	слабо
svaga	слабым
svaga	слабые
svaga	слабый
indre	эндр
tomt	пусто
tomt	пустая
tomt	пустой
tomt	пустое
tomt	пустые
tomt	пусто
tomt	пустой
lägenheter	квартиры
lägenheter	квартир
lägenheter	квартиры
lägenheter	апартаменты
sojuz	союз
truppen	спасатели
truppen	команда
truppen	отряд
truppen	взвод
ace	эйс
ace	туз
ace	ас
ritat	дрю
ritat	обращено
challenge	challenge
challenge	задача
challenge	вызов
larga	ларга
work	работа
work	работы
work	труд
thing	вещь
thing	штука
evolution	эволюция
evolution	эволюции
bestämd	фирма
bestämd	определено
bestämd	определен
bestämd	определены
guizhou	гуйчжоу
lion	лев
trummis	барабанщик
born	родилась
born	родился
pinar	пинар
lindh	линд
olsen	олсен
dagbok	дневник
aaron	аарон
aaron	аарона
fotografi	сфотографировать
fotografi	фотография
fotografi	фотографии
fotografi	фотография
plebejus	голубянка
inge	инге
ski	ски
ski	лыжи
ski	ski
ockuperade	оккупированные
ockuperade	занято
ockuperade	оккупированных
karen	карен
inblandad	замешан
inblandad	вовлечены
puy	пюи
lara	лара
cinerea	cinerea
qinghai	цинхай
bål	туловища
bål	удар
inkluderade	включенные
inkluderade	включено
soundtrack	саундтрек
plast	пластмасс
plast	пластик
plast	пластик
plast	пластиковый
plast	пластиковые
plast	пластика
litterär	литературных
litterär	литературный
magiska	волшебство
magiska	волшебная
magiska	magic
magiska	магия
agg	обиды
agg	обиду
mörkt	тёмный
mörkt	темно
mörkt	dark
mörkt	темная
mörkt	темноте
mörkt	тёмная
sinclair	синклер
cirkus	цирк
hastings	гастингс
poeten	поэт
poeten	поэта
beni	бени
islamiska	исламские
islamiska	исламская
islamiska	исламский
islamiska	исламское
linder	линдер
morazán	морасан
boeing	boeing
historier	истории
historier	рассказы
gifter	ядов
gifter	токсины
gifter	токсинов
grove	гроув
nät	нетто
nät	net
nät	чистый
nät	сетки
nät	сети
nät	сеток
xiii	xiii
broar	мосты
broar	мостов
inflytelserika	влиятельный
inflytelserika	влиятельные
inflytelserika	влиятельных
rådde	посоветовал
rådde	советовал
sonic	sonic
falkenberg	фалькенберг
brevis	brevis
gemenskapen	община
gemenskapen	общины
gemenskapen	сообщества
gemenskapen	сообщество
bandera	бандера
evil	злой
evil	зла
evil	злая
evil	зло
seca	сека
nikolaus	николаус
självbiografi	автобиография
perfekt	идеальная
perfekt	идеальный
perfekt	идеально
bol	бол
delia	делия
madagascariensis	мадагаскарская
pero	перо
variation	разнообразие
variation	разновидность
variation	разновидности
variation	вариации
lämpliga	соответствующих
lämpliga	уместно
lämpliga	подходящих
lämpliga	подходящий
lämpliga	подходящее
lämpliga	подходит
lämpliga	подходящие
hoya	хойя
hotellet	hotel
hotellet	отель
hotellet	гостиница
kommunal	общинных
kommunal	муниципальный
kommunal	муниципальные
kommunal	муниципальных
kid	парень
populationer	популяции
förhållandevis	сравнительно
förhållandevis	относительно
tunna	ствол
tunna	тонкий
tunna	тонкая
tunna	тонкие
närhet	близость
närhet	близость
närhet	близости
moses	моисей
moses	мозес
varumärke	бренд
varumärke	бренда
rosta	ржавчины
stopp	остановить
stopp	стоп
stopp	прекратить
sammansättning	композиция
sammansättning	состав
lyssna	слушайте
lyssna	послушай
brister	недостатки
brister	недостатки
brister	недостатки
brister	слабости
brister	недостатки
brister	слабость
uppehåll	задержать
manhattan	манхэттен
pietro	пьетро
formella	формальный
formella	формальные
clemens	клеменс
terre	terre
#the	#the
mai	маи
bortom	помимо
marin	марин
marin	морские
marin	морской
marin	морская
partiklar	частиц
partiklar	частицы
partiklar	частиц
partiklar	частицы
hamra	молоток
hamra	молот
sutton	саттон
nürnberg	нюрнберг
julien	жюльен
åldern	возраст
söndag	воскресенье
söndag	воскресение
turister	туристов
turister	туристы
udda	странно
tiotal	десятки
protest	протеста
protest	протесты
protest	протест
simmons	симмонс
ouagadougou	уагадугу
nan	нэн
vale	вейл
cooke	кук
tolkningar	интерпретации
tolkningar	толкования
tocantins	токантинс
radcliffe	рэдклифф
besättning	экипаж
besättning	команда
besättning	экипажа
gate	врата
gate	ворота
aktuellt	текущий
aktuellt	текущее
aktuellt	нынешней
aktuellt	текущие
aktuellt	текущая
aktuellt	актуальным
mills	миллс
gåva	пожертвование
gåva	пожертвования
gåva	подарок
gåva	дар
madonna	мадонна
stock	акции
stock	наличии
stade	стад
anonym	анонимные
anonym	анонимность
anonym	анонимный
anonym	анонимных
anonym	анонимно
ulster	ольстера
övertygad	убежден
övertygad	убедила
övertygad	убеждены
övertygad	убедил
övertygad	убедили
antikens	древний
antikens	древних
antikens	древние
antikens	древняя
riley	райли
jämföra	сравнение
jämföra	сравнить
jämföra	сравнивать
folkomröstning	референдум
folkomröstning	референдумов
straffar	наказание
straffar	наказать
straffar	наказывать
straffar	санкции
straffar	штрафы
straffar	наказания
straffar	наказывает
nash	нэш
campos	кампус
campos	кампос
christoffer	кристофера
christoffer	кристофер
yan	янь
inverkan	эффект
inverkan	влияние
inverkan	воздействие
inverkan	результативность
inverkan	последствия
ruiz	руис
radikala	радикально
radikala	радикальные
radikala	радикалов
anor	lineage
förståelse	понимание
förståelse	взаимопонимание
förståelse	понимания
hawkins	хокинс
tillåtna	разрешены
tillåtna	допускается
tillåtna	разрешено
tillåtna	разрешена
tillåtna	разрешены
tillåtna	допускается
tillåtna	разрешено
konsekvenser	последствия
konsekvenser	последствия
försvunnit	исчез
försvunnit	исчезла
försvunnit	исчезли
försvunnit	исчез
försvunnit	исчезла
vorarlberg	форарльберг
bermuda	бермудских
knox	нокс
emily	эмили
studion	студии
studion	studio
studion	студия
ovata	яйцевидная
kandidater	кандидатов
kandidater	кандидаты
kalksten	известняка
valuta	валюта
marsch	марш
marsch	март
marsch	марта
övergången	переход
kongressledamot	конгрессмен
hendrik	хендрик
synligt	видна
synligt	виден
synligt	видны
synligt	видимые
synligt	видимых
fernández	фернандес
köper	купить
köper	покупать
köper	покупка
köper	закупки
köper	покупает
köper	покупка
köper	покупать
jamie	джейми
lugn	спокойная
lugn	спокойствие
motion	ходатайство
motion	движение
motion	упражнение
motion	упражнения
bekämpa	боевая
bekämpa	бой
överallt	всюду
överallt	везде
överallt	повсеместно
överallt	повсюду
newman	ньюман
flint	флинт
tricolor	триколор
skapare	создатели
skapare	творцов
skapare	создатель
skapare	творец
skapare	создатель
living	живущие
living	живые
living	живое
flyktingar	беженцы
asp	asp
exakta	точная
exakta	точные
exakta	точный
exakta	точное
exakta	точная
exakta	точный
globe	глобус
rijeka	задар
altaret	алтарь
redondo	редондо
mega	мега
mega	mega
fallax	fallax
islote	агила
cáceres	касерес
wai	вай
tina	тина
rush	раш
respekt	респект
respekt	уважать
respekt	уважение
respekt	уважаю
pyramid	пирамида
hemland	родину
hemland	родина
troligt	вероятно
graven	могила
graven	серьезную
rikard	ричард
rosario	росарио
riskerar	рискуя
darmstadt	дармштадтская
ninja	ниндзя
predikstol	кафедру
mad	безумная
mad	бешеный
mad	безумный
nämndes	упомянутых
nämndes	упоминалось
nämndes	упомянул
nämndes	упомянула
nämndes	упомянули
förbinder	соединяет
förbinder	подключение
förbinder	соединение
prinsen	принц
prinsen	принс
prinsen	князь
hämnd	расплата
hämnd	мести
hämnd	месть
hämnd	месть
konkurrens	конкуренция
konkurrens	соревнования
konkurrens	конкурс
konkurrens	конкуренции
konkurrens	соревнование
matematiska	математические
ris	рис
ris	рис
upptäcka	обнаружение
upptäcka	обнаружить
upptäcka	выявления
upptäcka	обнаружение
ättlingar	потомки
ättlingar	потомков
ättlingar	потомство
astronomi	астрономии
mjölk	молочный
mjölk	молоко
mjölk	молока
emi	emi
industrier	отрасли
industrier	отраслей
avesta	авеста
damm	пыль
damm	пыли
damm	дам
damm	плотины
damm	гэс
damm	пруд
hävda	утверждая
dröm	сон
dröm	dream
dröm	мечта
smärta	боли
smärta	болью
smärta	боль
föreläsningar	лекции
sør	сёр
bott	прожил
bott	жили
bott	жила
bott	жил
yves	ив
broder	братец
broder	брат
ávila	авила
kingston	кингстон
talang	талант
talang	таланты
lynch	линч
estniska	эстонии
presenterar	подарки
presenterar	представляем
jeanne	жанна
halsen	горла
halsen	горло
startat	начали
startat	начато
startat	начал
startat	началось
echo	эко
echo	эхо
fuktiga	влажные
fuktiga	сырости
flight	полёт
flight	бегство
flight	перелет
flight	полет
flight	рейс
sonja	соня
sonja	соня
parameter	параметр
linux	linux
flygbolag	авиакомпании
flygbolag	авиалинии
flygbolag	airlines
flygbolag	авиакомпании
flygbolag	авиалинии
flygbolag	авиакомпания
jordanien	иордания
jordanien	иордан
jordanien	иорданию
jordanien	джордан
jordanien	иордании
gudar	боги
gudar	богов
döma	осуждаю
lyfta	поднять
lyfta	лифт
lyfta	снятие
lyfta	отмены
publicera	публикация
publicera	post
publicera	опубликовать
publicera	пост
publicera	издательство
publicera	публикация
publicera	публиковать
publicera	опубликовать
mello	мелло
passera	пропуск
passera	пройти
passera	пас
bedöma	оценивая
bedöma	оценить
elliott	эллиотт
elliott	эллиот
kirk	кирк
isabel	изабель
isabel	изабелла
minutus	minutus
klein	кляйн
klein	клайн
geografisk	географической
geografisk	географический
geografisk	географические
geografisk	географический
geografisk	географические
akademin	академии
akademin	академия
stridsvagnar	танки
stridsvagnar	цистерны
stridsvagnar	танков
dömd	осужден
dömd	осужденным
dömd	осужденные
dömd	осужденный
dömd	приговорен
dömd	приговорил
dömd	осудил
dömd	осудила
dömd	осуждает
dömd	осудили
dömd	обречена
dömd	обречены
dömd	обречен
räckvidd	охват
räckvidd	охват
uppfattar	воспринимают
uppfattar	воспринимает
forever	навеки
forever	forever
forever	навсегда
forever	вечно
ocean	океан
ocean	океана
buken	брюшной
buken	живот
paolo	паоло
delat	разделяет
delat	поделилась
delat	поделились
delat	поделился
delat	разделились
stream	ручей
stream	поток
magasin	журнал
magasin	magazine
magasin	склад
magasin	хранилище
glauca	сизая
kill	убей
kill	убивать
kill	убить
lennon	леннон
atp	atp
atp	спс
biskopar	епископов
aurea	aurea
sekund	секунда
sekund	второй
sekund	вторая
sekund	второе
toyota	toyota
cecil	сесил
sal	сэл
anatomi	анатомии
enrico	энрико
laurence	лоуренс
laurence	лоренс
spets	шпиц
spets	подсказка
spets	кружева
sjuka	больная
sjuka	больным
sjuka	больна
sjuka	больные
sjuka	болен
sjuka	больной
föraren	драйвер
föraren	водителя
föraren	водитель
behandla	угощение
behandla	лечить
heights	хайтс
heights	высоты
reaktioner	реакция
reaktioner	реакции
reaktioner	реакций
reaktioner	реакция
reaktioner	реакции
vunna	победила
vunna	выиграла
vunna	выиграл
vunna	победил
flyr	бегство
flyr	побег
flyr	избежать
zoo	зоопарк
isère	изер
skadad	потерпевшие
skadad	ранены
skadad	ранен
skadad	ранена
skadad	повреждено
skadad	поврежден
skadad	повреждена
skadad	повреждены
skadad	больно
skadad	раненый
skadad	ранены
skadad	раненых
skadad	раненые
skadad	ранен
navy	флот
pacifica	pacifica
lynn	линн
clayton	клейтон
eugene	евгений
eugene	юджин
stam	племя
stam	племени
stam	штамм
bussar	автобусы
bussar	автобусов
mänskligheten	человечество
mänskligheten	человечество
mänskligheten	человечности
mänskligheten	человечность
mänskligheten	человечество
skal	оболочка
skal	shell
skal	пил
skal	снаряды
skal	снарядов
markerar	выбирает
cuba	кубе
cuba	кубу
cuba	куба
cuba	кубы
shannon	шеннон
pseudonym	псевдоним
genetiska	генетических
genetiska	генетические
genetiska	генетический
rapporter	отчеты
rapporter	доклады
bark	кора
bark	барк
concepción	консепсьон
strålning	радиации
strålning	излучение
strålning	радиация
windsor	виндзор
överleva	выживание
överleva	выжить
överleva	выжить
överleva	пережить
violinist	скрипач
atlético	атлетико
tillgängligt	доступно
tillgängligt	доступные
tillgängligt	доступны
tillgängligt	доступен
tillgängligt	имеющихся
tillgängligt	доступный
subsp	subsp
dialekt	диалект
dialekt	акцент
bundesliga	бундеслиги
suppleant	альтернативных
suppleant	альтернативный
freiburg	фрайбург
fienden	враг
fienden	враги
tredjedel	третье
tredjedel	третий
tredjedel	третья
koyukuk	коюкук
teresa	тереза
ness	несс
url	url
distribution	распространение
distribution	распределение
distribution	распределения
kräva	требовать
kräva	потребовать
kräva	спрос
kräva	спроса
kräva	требование
parentes	скобках
parentes	скобки
parentes	скобках
parentes	скобки
dynamo	динамо
lucy	люси
fyr	маяк
animerade	анимированные
jobbade	работал
jobbade	работала
jobbade	сработало
jobbade	работали
ile	иле
pierce	пирс
socker	сахар
fuente	фуэнте
tillverkat	сделанные
tillverkat	сделано
tillverkat	сделана
tillverkat	сделал
tillverkat	сделаны
tillverkat	изготовленные
tillverkat	изготовлены
clematis	ломонос
tydligare	яснее
getingar	осы
bolton	болтон
syntes	синтез
syntes	обобщение
bysantinska	византийский
paraíba	параиба
hänvisar	ссылается
intermedius	intermedius
richter	рихтер
barr	иглы
barr	барр
beat	бит
beat	победить
alexis	алексей
alexis	алексис
nisse	эльф
ändring	изменение
ändring	модификация
ändring	модификации
ändring	поправки
ändring	поправка
ändring	перемены
ändring	изменение
ändring	изменения
ändring	изменить
ändring	сменить
tagen	принято
tagen	принятых
tagen	взяты
slagen	избили
slagen	избит
arbetsgivare	работодателей
arbetsgivare	работодатели
arbetsgivare	заказчик
arbetsgivare	работодателя
arbetsgivare	работодатель
juryn	жюри
juryn	присяжные
oavgjort	ничья
oavgjort	галстук
slavar	рабов
slavar	рабы
angela	энджела
angela	анжела
angela	анджела
produkten	произведение
produkten	продукта
produkten	изделие
produkten	товар
produkten	продукт
uppskattas	оценили
uppskattas	оценил
katt	кошек
katt	коты
katt	кошки
katt	кэт
katt	кот
katt	кпп
katt	кошка
katt	cat
representation	представительство
logan	логан
dunn	данн
dunn	дан
lärt	научилась
lärt	узнал
lärt	научился
lärt	научил
lärt	преподавал
organismer	организм
organismer	организма
organismer	организмы
organismer	организмов
ersätter	замена
ersätter	заменяет
osäkert	небезопасно
osäkert	неопределенным
fenomenet	явление
fenomenet	феномен
ändrat	изменились
ändrat	изменилась
ändrat	изменился
ändrat	изменил
ändrat	изменилось
ändrat	изменено
ändrat	измененный
ändrat	измененные
ändrat	изменена
ändrat	изменено
råkade	нечаянно
råkade	случайно
skribent	писатель
skribent	сценарист
karibiska	карибского
cheng	ченг
cheng	чэн
martha	марта
lägenhet	квартиру
lägenhet	квартира
lägenhet	квартира
lägenhet	апартаменты
lägenhet	квартире
lägenhet	квартиры
lägenhet	апартаменты
fond	фонд
iriska	ирландский
iriska	ирландец
iriska	ирландии
fjorton	четырнадцать
ont	злой
