और	et
आश्रित	dépendants
स्टैनफोर्ड	stanford
चार्ली	charlie
पेशी	musculaire
पेशी	muscles
पेशी	muscle
पेशी	musclé
मीरा	meera
स्टोरी	récit
सिपाही	soldat
कमांडर	commandeur
कमांडर	commandant
फ्लैश	flotteurs
फ्लैश	flottant
फ्लैश	flotteur
फ्लैश	flotter
फ्लैश	instantané
फ्लैश	flash
फ्लैश	éclair
फ्लैश	flashs
निरन्तर	continue
निरन्तर	ininterrompu
निरन्तर	continu
निरन्तर	continus
दीन	deen
दीन	din
दीन	vacarme
संग	sang
संग	chanté
संग	chantait
जिमी	jimmy
मुलायम	douce
मुलायम	doux
मुलायम	douceur
मुलायम	douces
मुलायम	tendre
मुलायम	soft
मुलायम	adoucir
दही	yaourts
दही	yaourt
दही	caillé
टर्मिनस	terminus
चटर्जी	chatterjee
अमीरात	émirat
अमीरात	émirats
अमीरात	emirats
अमीरात	emirates
एंटी	anti
सहयोगियों	collègues
महिमा	glorieux
महिमा	gloire
महिमा	glory
शेक्सपियर	shakespeare
अवशोषित	absorber
अवशोषित	absorbent
अवशोषित	absorbée
अवशोषित	absorbé
अवशोषित	absorbés
दर्शाती	expositions
मिथुन	gémeaux
मिथुन	gemini
रूट	routes
रूट	itinéraires
रूट	itinéraire
रूट	route
रूट	trajet
रूट	parcours
रूट	root
रूट	racines
रूट	racine
रामकृष्ण	ramakrishna
आकस्मिक	accidentels
आकस्मिक	accidentel
आकस्मिक	accidentelle
आकस्मिक	accidentellement
फिलिप्स	philips
समझाने	expliquez
समझाने	expliquer
समझाने	explique
सार्वभौमिक	universal
सार्वभौमिक	universels
सार्वभौमिक	universelle
सार्वभौमिक	universel
डाक्टर	médecin
डाक्टर	docteur
व्यर्थ	vain
व्यर्थ	vains
व्यर्थ	vaine
व्यर्थ	vaniteux
व्यर्थ	vaine
व्यर्थ	futile
व्यर्थ	futiles
व्यर्थ	inutile
व्यर्थ	inutilisable
व्यर्थ	inutilité
व्यर्थ	inutiles
महाद्वीपीय	continentale
महाद्वीपीय	continental
महाद्वीपीय	continentaux
इस्तीफा	résignation
इस्तीफा	démission
इस्तीफा	démissionner
इस्तीफा	démission
गिरा	tomber
गिरा	automne
गिरा	chute
गिरा	fall
ध्येय	objectif
ध्येय	but
ध्येय	cause
ध्येय	cause
ध्येय	causes
ताइवान	taiwan
ताइवान	taïwan
ताइवान	taipei
पल	moments
पल	instants
पल	moment
पल	instant
पहुँचे	atteints
पहुँचे	atteint
डाले	daley
कलाम	kalam
उच्चतर	supérieur
अयस्क	minerai
अयस्क	ore
अभिनेताओं	acteurs
अभिनेताओं	comédiens
अत्याचार	énormité
अत्याचार	atrocités
हि	hihi
बहाव	dériver
बहाव	dérive
बहाव	dérivants
बहाव	dérivant
बहाव	dériver
बहाव	dérive
ट्यूमर	tumeur
दाँत	dents
दाँत	dent
एबरडीन	aberdeen
इंकार	refuser
इंकार	refusez
गोविंद	govind
गोपनीयता	secret
गोपनीयता	confidentialité
गोपनीयता	sécrètent
गोपनीयता	intimité
गोपनीयता	confidentialité
वार्ड	ward
वार्ड	pupille
चैतन्य	chaitanya
क्लार्क	clarke
क्लार्क	clark
मास्को	moscou
चूना	calcaires
चूना	calcaire
आपत्ति	objection
आपत्ति	récusation
आपत्ति	objections
आपत्ति	objections
आपत्ति	manifestant
विपक्ष	opposition
धार	dhar
द्रौपदी	draupadi
दीवान	diwan
डब	dub
मतदाता	électeurs
मतदाता	votants
प्रवर्तक	promoteur
सूखी	sèche
सूखी	sèches
सूखी	sec
सूखी	secs
सूखी	sécher
सूखी	séchés
सूखी	séchées
सूखी	séchée
सूखी	séché
चेहरा	visage
चेहरा	face
भूकम्प	tremblement
भूकम्प	séismes
भूकम्प	séisme
प्रधानता	priorité
प्रधानता	priorités
प्रधानता	prioritaire
प्रधानता	prioritaires
पिशाच	vampire
पिशाच	vampires
जला	brûlure
जला	graver
जला	brûler
जला	brûlent
शिष्यों	disciples
पूर्वजों	ancêtres
वाल्व	soupapes
वाल्व	valve
वाल्व	vanne
वाल्व	robinet
वाल्व	soupape
भाषाई	linguistique
धोखा	tricher
धोखा	tricherie
धोखा	tricheur
धोखा	tromper
धोखा	triche
धोखा	triche
धोखा	tricheurs
धोखा	tricherie
धोखा	tricher
धोखा	tromperie
धोखा	triche
धोखा	trompée
धोखा	triché
धोखा	trompé
दाता	donateur
दाता	donateurs
दाता	donneur
किंग्स	rois
किंग्स	kings
नेटवर्किंग	réseaux
नेटवर्किंग	réseautage
नेटवर्किंग	réseau
हटाना	effacement
हटाना	supprimant
हटाना	suppression
हटाना	suppressions
हटाना	effacement
हटाना	suppression
हटाना	déménagement
हटाना	enlèvement
हटाना	suppression
अर्जेंटीना	argentine
परिप्रेक्ष्य	perspective
इंसान	humaine
इंसान	humains
इंसान	humain
सूडान	soudan
अलगाव	isolation
अलगाव	isolement
स्पर्धा	concurrentes
स्पर्धा	rivaliser
वादा	promesses
वादा	promettre
वादा	promis
वादा	promesse
वादा	promets
चालीस	forty
चालीस	quarante
उपवास	jeûne
उपवास	jeûner
उपवास	jeun
अप्रत्यक्ष	indirectes
अप्रत्यक्ष	indirecte
अप्रत्यक्ष	indirects
अप्रत्यक्ष	indirect
अप्रत्यक्ष	indirectement
अप्रत्यक्ष	implicite
अप्रत्यक्ष	implicitement
अप्रत्यक्ष	implicites
अप्रत्यक्ष	oblique
मंत्रियों	ministres
एयरलाइन्स	airbus
दंत	dentaires
दंत	dentaire
सौदा	aubaine
सुनवाई	audition
सुनवाई	audience
सुनवाई	ouïe
सुनवाई	entendre
विजेताओं	lauréats
विजेताओं	gagnants
विजेताओं	vainqueurs
देसाई	desai
बुधवार	mercredi
बुधवार	mercredis
पीस	rectification
पीस	broyage
पीस	piece
पीस	morceau
प्रतियां	compile
प्रतियां	compilation
प्रतियां	compiler
प्रतियां	exemplaires
प्रतियां	copies
प्रतियां	copie
कार्यकर्ताओं	ouvriers
कार्यकर्ताओं	travailleurs
कार्यकर्ताओं	militants
कार्यकर्ताओं	activistes
प्रदत्त	conféré
प्रदत्त	conférés
सीमाएँ	gammes
सीमाएँ	frontières
सीमाएँ	limites
सीमाएँ	limite
सीमाएँ	limites
इथियोपिया	éthiopie
इथियोपिया	ethiopie
मालिकों	promoteurs
मालिकों	propriétaires
स्थानिक	spatiale
अधिकांशतः	principalement
अधिकांशतः	essentiellement
अधिकांशतः	surtout
हीरा	losange
हीरा	diamond
हीरा	diamant
हीरा	diamants
किनारों	bords
किनारों	arêtes
डॉट	dot
संध्या	ève
संध्या	eve
संध्या	soirée
संध्या	soir
संध्या	crépuscule
बेकार	suce
बेकार	craint
बेकार	inutile
बेकार	inutilisable
बेकार	inutilité
बेकार	inutiles
मिशेल	michelle
मिशेल	michèle
मिशेल	michele
मिशेल	michèle
मिशेल	mitchell
अनिश्चित	incertain
अनिश्चित	incertaine
अनिश्चित	incertains
अनिश्चित	incertain
अनिश्चित	incertaine
अनिश्चित	indécis
अनिश्चित	incertitude
मोटा	épaisse
मोटा	épais
मोटा	épaisses
मोटा	grasse
मोटा	gros
मोटा	gras
मोटा	graisses
मोटा	graisse
अंकन	marquages
अंकन	marquage
अंकन	balisage
वरदान	bénédiction
वरदान	bienfait
वरदान	boon
सलमान	salman
दुख	malheur
दुख	misère
आर्यों	aryens
आर्यों	aryenne
फ्रेडरिक	friedrich
फ्रेडरिक	frédéric
फ्रेडरिक	frédéric
फ्रेडरिक	frederick
प्लग	plug
मानद	honoraire
मानद	honorifique
मानद	honorifiques
नमी	hydratation
नमी	humidité
संग्रहण	collections
संग्रहण	stockage
संग्रहण	entreposage
संग्रहण	rangement
संग्रहण	ramassage
संग्रहण	recouvrement
संग्रहण	recueil
संग्रहण	collection
संग्रहण	collecte
अंतर्निहित	inhérente
अंतर्निहित	inhérent
राष्ट्रवाद	nationalisme
समर्पण	dédicace
समर्पण	dévouement
आर्कटिक	arctique
काबुल	kaboul
फिलहाल	actuellement
फिलहाल	présentement
आलोचनात्मक	critique
आलोचनात्मक	critiques
प्रतिस्पर्धी	concurrents
प्रतिस्पर्धी	compétiteurs
प्रतिस्पर्धी	concurrent
प्रतिस्पर्धी	compétiteurs
प्रतिस्पर्धी	concurrents
प्रतिस्पर्धी	compétitif
प्रतिस्पर्धी	concurrentiel
प्रतिस्पर्धी	compétition
प्रतिस्पर्धी	concurrentielle
प्रतिस्पर्धी	compétitifs
आयरन	fer
कार्यालयों	bureaux
स्टाफ	personnel
फिल्टर	filtres
फिल्टर	filtrer
फिल्टर	filtre
फिल्टर	filtrage
फिल्टर	filtrant
डाई	colorant
डाई	teinture
आंदोलनों	mouvements
जटिलता	complexité
देखिये	regardez
देखिये	montre
देखिये	montres
देखिये	regarder
देखिये	regarde
स्विस	suisses
स्विस	suisse
कटाई	moisson
कटाई	récolte
कटाई	vendanges
कटाई	récoltes
कटाई	moisson
कटाई	récolte
रूढ़िवादी	conservatisme
रूढ़िवादी	conservateur
रूढ़िवादी	conservatrice
रूढ़िवादी	conservateurs
फोर्ट	fort
चमड़े	cuir
चमड़े	cuirs
अनुपालन	respect
अनुपालन	conformité
हफ्ते	semaine
हफ्ते	semaines
हफ्ते	semaines
प्रतिज्ञा	promesse
चैंपियंस	champions
मुद्रित	imprimé
मुद्रित	imprimée
मुद्रित	imprimées
मुद्रित	imprimés
बेदी	bedi
वास्तुकार	architecte
वास्तुकार	architectes
अभिनव	novatrices
अभिनव	innovante
अभिनव	innovantes
अभिनव	innovatrice
अभिनव	innovant
अभिनव	innovateur
चयापचय	métabolique
चयापचय	métabolisme
कनेक्शन	raccordements
कनेक्शन	connexions
कनेक्शन	branchement
कनेक्शन	raccordement
कनेक्शन	connexion
कनेक्शन	conjonction
अरस्तू	aristote
बिली	billy
बिली	billie
अरविन्द	aurobindo
अरविन्द	arvind
अर्द्ध	semi
खाया	bouffé
खाया	mangée
खाया	mangé
खाया	mangée
खाया	mangé
खाया	dévoré
बार्सिलोना	barcelone
बार्सिलोना	barcelona
अग्रिम	advance
अग्रिम	avancée
अग्रिम	avance
अग्रिम	avancées
अग्रिम	avances
अस्त्र	astra
विकिमीडिया	wikimedia
माइक्रोफोन	micro
माइक्रोफोन	microphone
माइक्रोफोन	micros
अब्राहम	abraham
जुड़वां	jumelle
जुड़वां	jumeau
जुड़वां	jumeaux
जुड़वां	jumelles
जुड़वां	jumelles
जुड़वां	jumeaux
गोल्फ	golf
विडियो	vidéo
विडियो	vidéos
विडियो	video
गोले	coups
गोले	coquillages
गोले	obus
हज़ारों	milliers
बाधित	interrompue
बाधित	interrompues
बाधित	interrompus
बाधित	interrompu
मुकेश	mukesh
हिप	hip
हिप	hanches
हिप	branché
हिप	hanche
क्षीण	légère
मंजिल	etage
मंजिल	étage
मंजिल	sol
मंजिल	plancher
मूर्तियां	idoles
कीमतों	tarifs
कीमतों	prix
विलक्षण	pittoresque
ट्रॉफी	trophée
ट्रॉफी	trophy
ट्रॉफी	trophées
दुरुपयोग	sévices
दुरुपयोग	abus
दुरुपयोग	abuser
दुरुपयोग	maltraitance
पुनर्जागरण	renaissance
परमाणुओं	rudimentaires
परमाणुओं	rudimentaire
शेट्टी	shetty
लेक	lek
लेक	lech
मिल्वौकी	milwaukee
कंधे	épaules
कंधे	épaule
मज़बूत	forte
मज़बूत	forts
मज़बूत	strong
मज़बूत	fort
कंट्रोल	contrôler
कंट्रोल	contrôle
कंट्रोल	ctrl
थीम	thèmes
थीम	thème
पाउडर	poudre
पाउडर	poudres
समाजवाद	socialisme
समाजवाद	sociologie
संगमरमर	bille
संगमरमर	marbres
संगमरमर	marbre
संगमरमर	jalon
सेक्स	sexe
शेखर	shekhar
वीरता	héroïsme
वीरता	courage
वीरता	bravoure
वीरता	bravoure
कीर्ति	kirti
कीर्ति	célébrité
कीर्ति	renommée
कीर्ति	gloire
कीर्ति	fame
मिलाने	milan
जेन	jane
जेन	jeanne
जेन	jen
अरबों	billion
अरबों	milliards
अरबों	billions
गतिशीलता	mobilité
कहां	oú
कहां	où
आतंरिक	internes
आतंरिक	interne
कैथरीन	katherine
कैथरीन	catherine
करन	karan
पत्ती	feuille
पत्ती	leaf
पत्ती	feuilles
पत्ती	patti
कुंडली	bobine
हिम	neige
हिम	snow
कब्ज़ा	possession
कब्ज़ा	rachat
हस्तांतरण	transmission
हस्तांतरण	transmissions
हस्तांतरण	virement
हस्तांतरण	transfer
हस्तांतरण	transférer
हस्तांतरण	transfert
हस्तांतरण	transports
हस्तांतरण	transport
हस्तांतरण	virements
हस्तांतरण	transferts
हस्तांतरण	transfert
लॉजिक	logique
लॉजिक	logiques
टकराव	collisions
टकराव	collision
टकराव	abordage
टकराव	clash
टकराव	affrontement
लिनक्स	linux
धुरी	pivot
धुरी	pivoter
धुरी	essieu
धुरी	essieux
धुरी	axes
धुरी	axe
निकाली	extraite
निकाली	extrait
निकाली	extraites
आभास	perçu
आभास	perçus
आभास	perçue
आभास	perçues
घोड़ा	chevaux
घोड़ा	cheval
घोड़ा	jument
ख़राब	méchant
ख़राब	bad
ख़राब	mal
ख़राब	mauvaise
ख़राब	mauvais
प्रतिबिंबित	reflètent
प्रतिबिंबित	refléter
एकाधिक	multijoueur
वीर्य	sperme
वीर्य	semence
कार्बोहाइड्रेट	glucides
पतले	maigre
पतले	maigres
विशिष्टता	spécification
विशिष्टता	spec
दर्रा	passer
दर्रा	passe
दर्रा	passent
दर्रा	pass
गैलेक्सी	galaxie
गैलेक्सी	galaxy
वरीयता	préféré
वरीयता	préférée
वरीयता	privilégiées
वरीयता	préférence
वरीयता	préférés
वरीयता	préférence
वरीयता	préférences
गुहा	cavité
गुहा	carie
गुहा	cavités
आगम	agama
पहलवान	lutteurs
पहलवान	lutteur
पहलवान	catcheur
रैंक	grade
रैंक	rang
रैंक	classer
अपूर्ण	imparfaite
अपूर्ण	imparfait
अपूर्ण	incomplets
अपूर्ण	inachevée
अपूर्ण	incomplet
अपूर्ण	incomplète
अपूर्ण	incomplètes
डेल	dale
डेल	del
डेल	dell
दूरदर्शी	visionnaire
दूरदर्शी	visionnaires
दूरदर्शी	télescope
दूरदर्शी	télescopes
दूरदर्शी	prudente
दूरदर्शी	prudentes
दूरदर्शी	prudent
दूरदर्शी	prudents
शुक्राणु	semence
शुक्राणु	sperme
शुक्राणु	spermatozoïdes
लीवर	levier
लीवर	lever
वज़न	poids
तटस्थ	impartial
तटस्थ	impartiaux
तटस्थ	impartialité
तटस्थ	impartiale
तटस्थ	neutre
तटस्थ	neutres
तटस्थ	neutralité
उन्मुख	orienté
उन्मुख	orientée
अनुकूलित	personnaliser
अनुकूलित	optimisées
अनुकूलित	optimisé
अनुकूलित	optimisés
अनुकूलित	optimisée
अनुकूलित	personnalisé
अनुकूलित	personnalisée
अनुकूलित	personnalisés
अनुकूलित	coutume
भेड़	moutons
भेड़	mouton
भेड़	brebis
भेड़	ovins
रैखिक	linéaires
रैखिक	linéaire
इकाइयाँ	unités
सत्याग्रह	satyagraha
फांसी	potence
फांसी	suspendus
फांसी	pendu
फांसी	pendaison
सक्रियता	activisme
सक्रियता	militantisme
सक्रियता	activité
प्रयोगात्मक	expérimental
प्रयोगात्मक	expérimentale
निवेशक	investisseurs
निवेशक	investisseur
विनियमन	réglementation
विनियमन	règlement
विनियमन	régulation
विनियमन	règlementation
कब्जे	possession
ऐनी	anne
बेला	bella
रॉकेट	roquettes
रॉकेट	fusée
रॉकेट	fusées
रॉकेट	rocket
रॉकेट	roquette
निकालना	extraction
नॉर्वे	norvège
सालाना	annuelle
सालाना	annuels
सालाना	annuel
कलम	stylo
कलम	pen
कलम	plume
कलम	stylos
कलम	greffe
चूर्ण	laitier
चूर्ण	scories
चूर्ण	poudre
चूर्ण	poudres
बॉस	boss
बॉस	patron
बॉस	patronne
टोरंटो	toronto
टोरंटो	montréal
जॉर्जिया	géorgie
जॉर्जिया	georgie
बसें	bus
बसें	autobus
बसें	autocars
कोल	cole
मरे	murray
खुफिया	renseignement
खुफिया	intelligence
अपलोड	téléchargés
अपलोड	téléchargé
अपलोड	téléchargée
नलिका	tube
अजीब	étrange
अजीब	bizarre
अजीब	etrange
अजीब	étrange
अजीब	bizarre
अजीब	strange
अजीब	etrange
अजीब	gênant
अजीब	maladroit
अजीब	embarrassant
बोलियों	soumissions
ओबामा	obama
शॉन	shaun
शॉन	sean
अल्बर्ट	albert
ख़ैबर	khyber
बेगम	begum
आन्तरिक	internes
आन्तरिक	interne
वेगास	vegas
सघन	compact
सघन	compresser
सघन	compactes
सघन	pacte
सघन	compacts
सघन	compacte
सघन	condensé
सघन	dense
सघन	denses
चौदह	fourteen
चौदह	quatorze
प्लाज्मा	plasma
छपाई	imprimé
छपाई	impression
छपाई	imprimer
छपाई	impression
छपाई	imprimer
छपाई	imprimeries
छपाई	imprimerie
सर्दी	rhume
सर्दी	froide
सर्दी	froid
सर्दी	froids
सर्दी	hiver
सर्दी	hivers
गिलगित	gilgit
खेर	kher
घना	dense
घना	denses
मीठा	doux
मीठा	sucré
मीठा	douce
मीठा	sweet
सच्चाई	vérités
सच्चाई	verite
सच्चाई	vérité
व्यवसायों	professions
व्यवसायों	entreprises
आदत	habitude
आदत	habitudes
आदत	habit
आज़ादी	liberté
लड़कों	garçons
पुण्य	vertu
स्विच	interrupteur
स्विच	basculer
स्विच	commutateur
पैन	pan
पैन	casserole
प्राध्यापक	professeur
प्राध्यापक	professeure
वोटों	vote
वोटों	votes
वोटों	voix
ताजा	frais
ताजा	fraiche
ताजा	fraîche
ताजा	fraîcheur
झरने	cascade
झरने	chute
भिक्षु	monk
भिक्षु	moine
नेपोलियन	napoléon
प्रतिभागी	participants
मिलाया	fusionnées
मिलाया	fusionnée
मिलाया	fusionnés
मिलाया	fusionné
बोझ	fardeau
आधिपत्य	hégémonie
अंडरटेकर	fossoyeur
अंडरटेकर	undertaker
पूंछ	queue
पूंछ	filature
पूंछ	tail
मंडी	mandi
मेमोरियल	commémoration
मेमोरियल	memorial
मेमोरियल	mémorial
रीढ़	dorsale
प्रदीप	pradeep
सेवानिवृत्त	retraités
सेवानिवृत्त	retraite
सेवानिवृत्त	retraité
ज्येष्ठ	aîné
क्रूज़	cruz
क्रूज़	croisières
धनात्मक	positive
धनात्मक	positives
धनात्मक	positif
धनात्मक	positifs
तुम्हारी	vôtre
आइस	verglas
आइस	ice
आइस	glace
कमज़ोर	faiblesse
कमज़ोर	faible
कमज़ोर	faibles
कमज़ोर	impuissante
कमज़ोर	impuissant
कमज़ोर	naze
कमज़ोर	boiteux
आयुर्विज्ञान	médecine
आयुर्विज्ञान	médicament
आयुर्विज्ञान	ayurveda
सऊदी	saoudien
अनुमोदन	approbation
अनुमोदन	agrément
अनुमोदन	homologation
मोम	wax
मोम	cire
सूअर	cochons
सूअर	porcins
सूअर	porcs
सूअर	cochon
सूअर	porc
पोत	récipient
पोत	navire
पोत	vaisseau
सौदे	aubaine
मोटाई	épaisseur
मोटाई	épaisseurs
पलायन	escapade
वर्जीनिया	virginie
वर्जीनिया	virginia
दृढ़ता	persévérance
दृढ़ता	persévérer
संतों	saintes
संतों	saints
घूम	filature
बीजगणित	algèbre
मानसून	mousson
हेक्टेयर	hectare
हेक्टेयर	hectares
हेक्टेयर	hectare
केंद्रों	centres
कार्यात्मक	fonctionnels
कार्यात्मक	fonctionnelle
कार्यात्मक	fonctionnel
उत्सर्जित	émises
उत्सर्जित	émise
उत्सर्जित	émis
रचनाएं	créations
रचनाएं	compositions
बुश	brousse
बुश	bush
बुश	buissons
बुश	buisson
सपने	reve
सपने	rêves
सपने	dream
सपने	rêver
सपने	rêve
सपने	reves
सपने	rêve
सपने	dreams
सपने	rêves
आश्चर्यजनक	surprenantes
आश्चर्यजनक	étonnant
आश्चर्यजनक	surprenant
आश्चर्यजनक	surprenants
आश्चर्यजनक	surprenante
बसु	basu
छाती	poitrine
छाती	thoracique
छाती	torse
छाती	coffre
घोड़ों	chevaux
घोड़ों	cheval
वॉल	paroi
वॉल	muraille
वॉल	mur
यम	miam
यम	pluton
हड्डियों	bones
हड्डियों	os
महत्ता	importance
फ्रांसिस	francis
फ्रांसिस	françois
महानगर	métropolitain
महानगर	métropolitaine
महानगर	metropolitan
मैनेजर	gestionnaire
मैनेजर	directeur
मैनेजर	manager
मैनेजर	directrice
मैनेजर	gérant
गौड़	gaud
कार्निवल	carnaval
खिलाडी	joueurs
नक्शे	cartes
पाइप	pipe
पाइप	tuyau
पाइप	tuyauterie
पाइप	pipes
पाइप	tuyaux
त्रिभुज	eagle
त्रिभुज	aigle
त्रिभुज	triangulaire
त्रिभुज	triangle
त्रिभुज	triangles
खलनायक	méchant
खलनायक	scélérat
खलनायक	vilain
खलनायक	méchants
खलनायक	vilains
ईस्टवुड	eastwood
रूम	salles
रूम	chambres
रूम	salle
रूम	chambre
रूम	chambres
मैक्सिको	mexique
जज	magistrat
जज	juger
जज	juge
नरसिंह	narasimha
पुरातन	antique
पुरातन	antiquités
पुरातन	antiquité
व्यवसायिक	métier
व्यवसायिक	profession
अल्फा	alpha
अल्फा	alfa
डालर	dollars
डालर	dollar
छद्म	pseudo
निशाना	cibles
निशाना	objectif
निशाना	cible
निशाना	cibler
ईस्टर	pâque
ईस्टर	pâques
ऑटोमोबाइल	automobiles
ऑटोमोबाइल	autos
ऑटोमोबाइल	automobile
राउंड	arrondi
राउंड	ronde
राउंड	rond
राउंड	rondes
राउंड	ronds
बेरी	beri
बेरी	baie
बेरी	berry
बेरी	baies
नरम	douce
नरम	doux
नरम	douceur
नरम	douces
नरम	tendre
नरम	soft
नरम	adoucir
रोमांटिक	romantisme
रोमांटिक	romantiques
रोमांटिक	romantique
गेंदबाज	bowler
जन्मदिन	anniversaires
जन्मदिन	anniversaire
जन्मदिन	anniversaires
काँच	vitre
काँच	verre
काँच	verres
सूप	potage
सूप	soupes
सूप	soupe
नेट	net
नेट	filets
नेट	filet
नेट	filets
जेरिको	jericho
जेरिको	jéricho
तेरे	tere
टैगोर	tagore
हॉप	houblon
हॉप	hop
उत्परिवर्तन	mutation
उत्परिवर्तन	mutations
गेज	gabarit
गेज	jauge
गेज	écartement
ओपेरा	opéra
मैट्रिक्स	matrice
मैट्रिक्स	matrix
जार्ज	georges
जार्ज	george
कौर	kaur
बिल्ली	chats
बिल्ली	félin
बिल्ली	chatte
बिल्ली	chat
बिल्ली	cat
क्षुद्रग्रह	astéroïdes
क्षुद्रग्रह	astéroïde
क्षुद्रग्रह	astéroïdes
क्षुद्रग्रह	astéroïde
आसमान	sky
आसमान	ciels
आसमान	ciel
आसमान	ciels
आसमान	cieux
मिनी	mini
क्रियाएँ	activités
क्रियाएँ	verbes
क्रियाएँ	actions
क्रियाएँ	activité
वैली	wally
याचिका	pétition
सुविधाजनक	commodes
सुविधाजनक	commode
सुविधाजनक	pratique
स्नेह	affection
फेसबुक	facebook
जैक्सन	jackson
चोर	chor
चोर	voleurs
चोर	voleuse
चोर	voleur
कॉपी	copié
कॉपी	copiés
कॉपी	copiée
कॉपी	copiez
कॉपी	exemplaire
कॉपी	copier
कॉपी	copie
कॉपी	exemplaires
कॉपी	copies
कॉपी	copie
डाइऑक्साइड	dioxyde
केप	cape
केप	cap
मौसमी	saisonniers
मौसमी	saisonnier
मौसमी	saisonnière
भेजी	envoyés
भेजी	envoyées
भेजी	envoyée
भेजी	envoyé
कमेटी	comité
मौजूदगी	présence
दोस्ती	amitié
दोस्ती	amitiés
बम्बई	bombay
प्रेरक	motivant
प्रेरक	inducteur
पंप	pompe
पंप	pomper
दाने	grains
एयरबस	airbus
सील	phoque
सील	sceau
सील	phoques
आभासी	virtuel
आभासी	virtuels
आभासी	virtuelle
आभासी	virtual
आभासी	virtuelles
सलीम	salim
आश्वासन	consolation
नक्काशी	gravure
नक्काशी	gravures
विचलन	écart
विचलन	déviation
विचलन	ecart
डबिंग	doublage
डेविस	davis
होस्ट	hôte
होस्ट	hôtes
जलाशय	bassine
जलाशय	bassin
ऋणात्मक	négative
ऋणात्मक	négatif
ऋणात्मक	négatives
ऋणात्मक	négatifs
जवान	jeunes
जवान	jeune
सूफी	soufi
डॉग	chiens
डॉग	chien
डॉग	chienne
टूल	outillage
टूल	outils
टैक्सी	taxi
टैक्सी	taxis
टैक्सी	taxi
टैक्सी	cab
टैक्सी	cabine
टैक्सी	taxi
टैक्सी	taxis
सूरा	chapitre
सूरा	sourate
सूरा	sourate
सूरा	sura
पेरू	pérou
परिणत	transforme
भूरा	brown
भूरा	marron
भूरा	bruns
भूरा	brun
भूरा	brunes
भूरा	brune
भूरा	browns
चलाता	exécute
यूनिक्स	unix
गार्ड	gardes
गार्ड	gardiens
गार्ड	gardes
गार्ड	garde
गार्ड	gardien
गिना	comptés
गिना	comptabilisé
गिना	compté
गिना	comptées
पाण्डेय	pandey
रेलमार्ग	railroad
रेलमार्ग	ferroviaire
गेहूं	froment
गेहूं	blé
ब्राह्मी	brahmi
बेसिक	basiques
बेसिक	élémentaire
बेसिक	basique
बेसिक	basic
फेडरेशन	fédération
रस्सी	corde
क्रीम	crèmes
क्रीम	crème
क्रीम	cream
परेड	défilé
परेड	parade
अलास्का	alaska
शुद्धता	chasteté
शुद्धता	exactitude
शुद्धता	précision
शुद्धता	justesse
रुद्र	rudra
रचनाकार	rédacteur
रचनाकार	auteur
रचनाकार	écrivain
रचनाकार	scénariste
शिशुओं	bébés
अंगूर	raisin
अंगूर	raisins
अंगूर	raisin
अंगूर	cépages
विश्वव्यापी	mondiale
विश्वव्यापी	mondial
लेनी	leni
धवन	dhawan
देह	organisme
देह	carrosserie
देह	organe
देह	corps
देह	deh
जौ	orge
खाई	fossé
युवावस्था	jeunesse
युवावस्था	jeunes
स्टाइल	style
शिला	shillong
रेड्डी	reddy
गुरुकुल	séminaire
लौटे	retourné
लौटे	retournés
लौटे	retournée
कारखानों	usines
ढांचा	cadres
ढांचा	montures
ढांचा	ossature
ढांचा	cadre
ढांचा	structure
मजदूरी	salaire
मजदूरी	salaire
मजदूरी	salaires
विस्थापन	cylindrée
विस्थापन	déplacement
कठिनाइयों	difficultés
चैन	chan
चैन	enchaîner
चैन	chaîne
चैन	chaine
क्लान	klan
प्रतीकों	symboles
भ्रष्ट	corrompue
भ्रष्ट	corrompu
भ्रष्ट	corrompus
भ्रष्ट	corrompu
भ्रष्ट	corrompue
भ्रष्ट	corrompues
भ्रष्ट	corrompus
अभियान्त्रिकी	ingénierie
अभियान्त्रिकी	génie
सामंजस्य	harmonie
सामंजस्य	harmony
बंगला	bangla
पैक	packs
पैक	pack
छाल	écorce
छाल	aboyer
छाल	écorces
पिक्चर	photo
पिक्चर	image
पिक्चर	pixar
इराक़	irak
इराक़	iraq
वाइन	vins
वाइन	vin
फारस	perse
शतरंज	échecs
शतरंज	echec
गर्भपात	avortement
गर्भपात	avortements
छावनी	cantonnement
प्रकोप	indignation
प्रकोप	courroux
प्रकोप	colère
ग्रीष्म	summers
ग्रीष्म	étés
ग्रीष्म	eté
ग्रीष्म	été
बेल्ट	courroies
बेल्ट	ceintures
बेल्ट	ceinture
बेल्ट	courroie
बेल्ट	ceinture
बेल्ट	belt
पुजारी	priest
पुजारी	prêtre
पुजारी	curé
प्लेस	place
प्लेस	endroit
प्लेस	lieu
खां	khan
मीना	mina
एनीमेशन	animation
एनीमेशन	animations
एनीमेशन	optimisation
एनीमेशन	animations
ज्वार	sorgho
समस्याएँ	problèmes
समस्याएँ	problèmes
एलिजाबेथ	elizabeth
एलिजाबेथ	élisabeth
डिएगो	diego
रांची	ranchi
पैट्रिक	patrick
विक्टर	viktor
विक्टर	victor
मित्रता	amabilité
मित्रता	gentillesse
मित्रता	amitié
मित्रता	amitiés
विश्वसनीयता	crédible
विश्वसनीयता	crédibilité
विश्वसनीयता	fiabilité
