το	os
γραφεία	gabinetes
γραφεία	escritórios
γραφεία	secretárias
φιλμ	película
φιλμ	filmes
φιλμ	películas
φιλμ	filme
ουκρανία	ucrânia
ισχυρό	poderosas
ισχυρό	poderosa
ισχυρό	poderoso
ισχυρό	poderosos
ηλία	elijah
ηλία	elias
ηλία	elias
στατιστική	estatísticas
στατιστική	estatística
συνθέτες	compositores
μητρόπολη	metrópole
μητρόπολη	metropolis
μητρόπολη	metrópolis
ηχογράφηση	gravando
ηχογράφηση	gravação
αντικειμένων	objectos
αντικειμένων	objetos
γιόχαν	johann
γιόχαν	johan
σύσταση	recomendações
σύσταση	recomendação
θεσσαλίας	tessália
εξέταση	exame
αρχιεπίσκοπος	arcebispo
ποίημα	poema
ποίημα	poesia
μέθοδοι	métodos
δανία	dinamarca
δέντρο	árvore
δέντρο	arvore
γουίλιαμ	william
γουίλιαμ	willian
γουίλιαμ	guilherme
μέγιστο	máximo
μέγιστο	máxima
ήρωα	herói
ήρωα	heroi
ήρωα	hero
ανώτατο	supremo
ανώτατο	suprema
διαχειριστή	administrador
διαχειριστή	administradora
διαχειριστή	administrador
διαχειριστή	administradora
χημικό	químico
χημικό	químicos
χημικό	química
άκρα	membros
άκρα	extremos
άκρα	extremidades
μονάχου	munique
παραδόσεις	tradições
παραδόσεις	fornecimentos
παραδόσεις	entregas
κοινωνικό	sociais
κοινωνικό	social
κανένας	ninguém
κανένας	ninguem
πεθάνει	morra
πεθάνει	die
πεθάνει	morram
πεθάνει	morre
πεθάνει	morrer
απειλή	ameaças
απειλή	ameaça
πρωί	manhã
πρωί	morning
κάπου	algures
ετήσια	anualmente
ετήσια	anual
ετήσια	anuais
ετήσια	anual
υποθέσεις	casos
υποθέσεις	processos
νεκροταφείο	cemitério
νεκροταφείο	cemitério
παραλλαγές	variantes
παραλλαγές	variações
σκοτ	scott
βαθιά	profundamente
βαθιά	profunda
βαθιά	profundo
βαθιά	deep
κώδικας	codigo
κώδικας	código
τσαρλς	charles
τσαρλς	carlos
επιτυχημένη	sucesso
απαραίτητο	necessários
απαραίτητο	necessário
απαραίτητο	necessária
απαραίτητο	necessario
απαραίτητο	essencial
απαραίτητο	essenciais
αδερφός	irmão
αδερφός	irmao
αδερφός	brother
εργαλείο	ferramenta
αρχιτέκτονας	arquitecto
αρχιτέκτονας	arquiteto
αρχιτέκτονας	arquiteta
αρχιτέκτονας	arquitetos
γιουγκοσλαβία	jugoslávia
γιουγκοσλαβία	iugoslávia
ελεύθερος	livre
ελεύθερος	grátis
ελεύθερος	free
ελεύθερος	gratuito
αποικία	colônia
αποικία	colónia
συνδέει	conecta
καβάλας	kavala
βασισμένη	baseado
βασισμένη	baseados
κυρία	senhora
κυρία	madame
κυρία	moça
κυρία	senhora
κυρία	dama
λόγιος	erudito
λόγιος	estudioso
κλίση	ladeira
κλίση	encosta
κλίση	inclinação
κλίση	declive
κλίση	gradiente
κλίση	inclinar
κλίση	inclinação
κλίση	incline
κλίση	inclinação
κλίση	incline
κλίση	inclinação
δημοφιλής	popular
δημοφιλής	populares
αφγανιστάν	afeganistão
μεταβολές	mudanças
μεταβολές	alterações
μεταβολές	modificações
ενεργά	ativo
ενεργά	activo
ενεργά	ativa
ενεργά	activa
ενεργά	ativos
ενεργά	activamente
ενεργά	ativamente
τόνους	toneladas
τόνους	toneladas
προηγούμενες	anterior
προηγούμενες	anteriores
δημοκρατική	democrata
δημοκρατική	democrática
δημοκρατική	democrático
παίκτη	player
παίκτη	reprodutor
παίκτη	jogador
εκτείνεται	alarga
εκτείνεται	estende
ναυτική	naval
αργεντινής	argentina
αργεντινής	argentina
αργεντινής	argentino
αργεντινής	argentina
αργεντινής	argentino
αργεντινής	argentinos
εισήγαγε	introduzida
εισήγαγε	introduziu
εισήγαγε	introduzidas
εισήγαγε	introduzidos
εισήγαγε	introduzido
θεία	titia
θεία	tia
θεία	tia
θεία	tia
γουινέα	guiné
διαιρείται	divididas
διαιρείται	dividida
διαιρείται	dividido
διαιρείται	divididos
διαιρείται	divido
ικανότητες	habilidades
ικανότητες	capacidades
ικανότητες	skills
ικανότητες	habilidades
ικανότητες	aptidões
ικανότητες	competências
αφιέρωμα	tributo
αφιέρωμα	tributos
αφιέρωμα	homenagem
αντιπολίτευσης	oposição
κιλά	quilos
κιλά	libras
κιλά	quilogramas
κιλά	quilos
φάσμα	espectro
κάπως	razoavelmente
μέγαρο	mansão
ελάχιστη	mínimos
ελάχιστη	mínimo
ελάχιστη	mínima
ελάχιστη	minimo
ελάχιστη	mínimo
ελάχιστη	mínimos
ελάχιστη	mínima
βιετνάμ	vietname
βιετνάμ	vietnam
βιετνάμ	vietnã
βιετνάμ	vietnamitas
βιετνάμ	vietnamita
παρούσα	presentes
παρούσα	presente
ντοκιμαντέρ	documentário
ντοκιμαντέρ	documentários
υψηλότερη	superior
συνθέσεις	composições
συνθέσεις	configurações
πωλ	paulo
πωλ	paul
άμστερνταμ	amsterdão
άμστερνταμ	amsterdam
άμστερνταμ	amesterdão
άμστερνταμ	amsterdã
επιθυμία	desejo
επιθυμία	wish
επιθυμία	deseje
επιθυμία	desejo
επιθυμία	desejar
γεωγραφικό	geográficos
γεωγραφικό	geográfico
γεωγραφικό	geográfica
γεωγραφικό	geográfico
γεωγραφικό	geográfica
προφορά	pronúncia
προφορά	pronúncia
προφορά	acento
προφορά	sotaque
προφορά	sotaque
άγιοι	santos
άγιοι	saints
αναπτύσσεται	desenvolve
ακολουθώντας	seguindo
ακολουθώντας	seguintes
ιούλιος	julho
σκότωσε	mate
σκότωσε	kill
σκότωσε	matem
σκότωσε	matar
σκότωσε	mata
σκότωσε	morto
σκότωσε	matou
εγκαταλείψει	abandone
εγκαταλείψει	abandonem
εγκαταλείψει	abandono
εγκαταλείψει	abandona
εγκαταλείψει	abandonar
τζακ	valete
τζακ	jack
συμπέρασμα	conclusão
σταυρό	cruz
σταυρό	cross
χερσόνησο	península
μηχανές	motores
μηχανές	máquinas
μηχανές	maquinas
μηχανές	maquinaria
μηχανές	máquinas
αγωνιστές	combatentes
αγωνιστές	lutadores
αγωνιστές	caças
αγωνιστές	militantes
μεταβολή	mudar
μεταβολή	mudança
μεταβολή	mudanças
μεταβολή	troco
απαραίτητα	necessariamente
εκατό	hundred
εκατό	cem
εκατό	centena
μάρτιν	martín
μάρτιν	martins
μάρτιν	martinho
μάρτιν	martin
φορείς	transportadoras
φορείς	operadoras
φορείς	portadores
φορείς	transportadores
σκάφος	recipiente
σκάφος	embarcação
σκάφος	navio
σκάφος	nave
σκάφος	embarcação
σκάφος	navio
σκάφος	artesanal
σκάφος	artesanato
σκάφος	artesanais
σκάφος	barco
σκάφος	bote
σκάφος	embarcação
ένταση	tensão
ένταση	tensões
ένταση	intensidade
απουσία	ausente
απουσία	ausentes
απουσία	ausência
όροι	termos
όροι	condições
δίσκους	discos
δίσκους	discos
δίσκους	disquetes
δέντρα	árvores
δέντρα	arvores
μέγιστη	máximo
μέγιστη	máxima
εκλέγεται	eleito
εκλέγεται	eleita
εκλέγεται	eleitos
μόναχο	munique
μόνιμα	permanente
μόνιμα	permanentes
μόνιμα	permanentemente
σταυρός	cruz
σταυρός	cross
σταυρός	crucifixo
δίκτυα	redes
δημιουργός	criador
δημιουργός	maker
δημιουργός	criador
δημιουργός	criadora
μέσων	instrumentos
φίλοι	friends
φίλοι	amigos
φίλοι	amigas
στελέχη	estirpes
στελέχη	executivos
όπλων	braços
όπλων	armamento
όπλων	arms
δείκτης	index
δείκτης	indice
δείκτης	índices
δείκτης	índice
δείκτης	indicador
δείκτης	indicadores
εντύπωση	impressão
αναλογία	proporção
αναλογία	proporções
αναλογία	rácio
αναλογία	proporção
άγνωστος	desconhecida
άγνωστος	desconhecidos
άγνωστος	desconhecidas
άγνωστος	desconhecido
πρόσφατες	recentes
πρόσφατες	recente
δυνατότητες	possibilidades
δυνατότητες	potencialidades
δυνατότητες	potencial
δυνατότητες	potenciais
ουρά	fila
ουρά	tail
ουρά	cauda
ουρά	rabo
αποικίες	colônias
αποικίες	colónias
λογότυπο	logo
λογότυπο	logótipo
λογότυπο	logotipo
αυξάνεται	aumentar
αυξάνεται	aumentando
αυξάνεται	crescente
ήρωας	herói
ήρωας	heroi
ήρωας	hero
κορυφαία	topo
κορυφαία	top
μικρότερα	menor
επιτρέπεται	permitido
επιτρέπεται	permitidos
επιτρέπεται	permitidas
επιτρέπεται	permitida
επιτρέπεται	permitido
επιτρέπεται	permitidos
επιτρέπεται	permitida
αέριο	gas
αέριο	gás
αέριο	gases
συν	plus
νήσος	ilha
νήσος	ilhas
νήσος	ilha
νήσος	isle
μεραρχία	divisão
ακολουθία	seqüência
ακολουθία	sequência
ακολουθία	sequencia
οξυγόνο	oxigénio
οξυγόνο	oxigênio
ταξινόμηση	triagem
ταξινόμηση	ordenação
ταξινόμηση	classificação
ποινή	penalidade
ποινή	penalização
ποινή	sanção
ποινή	pena
ποινή	frase
ποινή	sentença
αναπαράσταση	representação
ματς	match
έντουαρντ	eduardo
έντουαρντ	edward
λαμβάνουν	receber
λαμβάνουν	recebe
λαμβάνουν	recebem
λαμβάνουν	receba
αυτόματα	automáticos
αυτόματα	automático
αυτόματα	automática
αυτόματα	automáticas
αυτόματα	automaticamente
γυμναστήριο	ginásio
γυμναστήριο	academia
γυμναστήριο	ginástica
γυμναστήριο	ginásio
λίμνες	lagos
πίστευε	acreditou
πίστευε	acreditavam
πίστευε	acreditava
χαν	cã
χαν	khan
χαν	han
νόμους	leis
λήψη	download
λήψη	baixar
λήψη	baixe
λήψη	transferir
λήψη	descarregar
λήψη	pega
λήψη	levar
λήψη	take
λήψη	pegue
λήψη	toma
λήψη	leve
χριστιανοί	christian
χριστιανοί	cristã
χριστιανοί	cristiano
χριστιανοί	cristão
χριστιανοί	cristãos
χριστιανοί	cristãos
εμφανίζει	exibe
οπτική	visual
οπτική	visuais
οπτική	óptica
οπτική	ótica
ενίσχυση	ajudas
ενίσχυση	auxílio
ενίσχυση	auxílios
ενίσχυση	auxilio
ενίσχυση	ajuda
αποκατάσταση	restauro
αποκατάσταση	restauração
αποκατάσταση	reabilitação
διευθυντή	director
διευθυντή	directora
διευθυντή	diretora
διευθυντή	diretor
διευθυντή	realizador
ευγενείς	nobres
ευγενείς	nobres
ευγενείς	noble
ευγενείς	nobres
ευγενείς	nobre
μάρκος	markos
μάρκος	marcos
δέρμα	couros
δέρμα	couro
δέρμα	pele
δέρμα	skin
οθόνη	tela
οθόνη	ecrã
οθόνη	monitor
οθόνη	monitorar
οθόνη	monitora
σάο	sao
τουρκικά	turcos
τουρκικά	turco
τουρκικά	turca
τουρκικά	turcas
μίλια	miles
μίλια	quilómetros
μίλια	milhas
προτείνω	recomendo
προτείνω	recomendar
προτείνω	recomende
προτείνω	recomenda
ιδρύματα	instituições
ήχο	sound
ήχο	som
ήχο	áudio
ήχο	audio
στρατευμάτων	tropa
στόλος	frotas
στόλος	frota
σκωτία	escócia
ίδιοι	mesma
ίδιοι	mesmo
ίδιοι	mesmos
ακτινοβολία	radiação
ακτινοβολία	radiações
μένει	estadias
έγκλημα	criminalidade
έγκλημα	delito
έγκλημα	crime
δουκάτο	ducado
στέλιος	stelios
συσκευές	dispositivos
συσκευές	aparelhos
συσκευές	aparelho
συσκευές	aparelhos
παράγουν	produza
παράγουν	produzir
γιαν	jan
ρωμαίος	romana
ρωμαίος	romanas
ρωμαίος	roman
ρωμαίος	romano
ρωμαίος	romanos
ρωμαίος	romeu
ρωμαίος	romeo
τάφος	tumba
τάφος	túmulo
τάφος	sepultura
τάφος	cova
τάφος	túmulo
τάφος	grave
τάφος	campa
σχολές	escolas
σχολές	faculdades
ρίζα	raízes
ρίζα	raiz
ρίζα	root
ρίζα	raíz
κοινωνικά	sociais
κοινωνικά	social
σωστό	certo
σωστό	direito
σωστό	direita
σωστό	corrija
σωστό	correcta
σωστό	correto
σωστό	corrigir
κομητεία	condado
κεφάλαιο	capitulo
κεφάλαιο	capítulo
κεφάλαιο	capitais
κεφάλαιο	capital
αντιπροσωπεύει	representa
αντιπροσωπεύει	represente
πνευματική	espiritual
πνευματική	espirituais
πνευματική	intelectual
πνευματική	intelectuais
απεικονίζει	retrata
εκδότης	editor
εκδότης	editora
εκδότης	editor
εκδότης	editora
εκδότης	emissor
εκδότης	emitente
χρυσά	dourada
χρυσά	dourados
χρυσά	golden
χρυσά	ouro
χρυσά	dourado
χρυσά	ouro
χρυσά	gold
χρυσά	dourado
υψηλό	alto
υψηλό	high
υψηλό	altos
υψηλό	altas
υψηλό	alta
παραδοσιακό	tradicional
παραδοσιακό	tradicionais
απόστολος	apóstolo
απόστολος	mensageiro
όρη	montanhas
αποφασίστηκε	decidida
αποφασίστηκε	decididas
αποφασίστηκε	decidi
αποφασίστηκε	decidiu
αποφασίστηκε	decidido
μοναδικός	únicos
μοναδικός	único
μοναδικός	única
μοναδικός	únicas
παραλλαγή	variante
παραλλαγή	variação
ξεκινάει	começa
ξεκινάει	inicia
ξεκινάει	começa
σκοτώθηκαν	morto
σκοτώθηκαν	matou
ζακ	zac
ζακ	zack
ζακ	zach
ζακ	jacques
φινλανδία	finlândia
φινλανδία	finlandia
επιδρομές	incursões
νωρίς	early
νωρίς	cedo
κατασκευάστηκαν	fabricados
κατασκευάστηκαν	fabricado
κατασκευάστηκαν	fabricada
κατασκευάστηκαν	fabricadas
μάτι	eye
μάτι	olho
μάτι	olhos
μάτι	matty
συλλογικό	coletiva
συλλογικό	colectivo
συλλογικό	colectiva
συλλογικό	coletivo
ύμνος	hino
ύμνος	hino
κανάλια	canais
κανάλια	canais
νορβηγία	noruega
ορυκτά	minérios
ορυκτά	minerais
ορυκτά	mineral
ορυκτά	minerais
αποτελούνται	consistir
αποτελούνται	consistem
ιδιοκτησία	propriedade
ιδιοκτησία	imóvel
ιδιοκτησία	propriedades
ιδιοκτησία	apropriação
ιδιοκτησία	propriedade
ιδιοκτησία	posse
είσοδος	entrada
είσοδος	entrando
είσοδος	input
είσοδος	entrada
είσοδος	entrada
σχηματίζεται	formando
σχηματίζεται	formado
σχηματίζεται	formada
σχηματίζεται	formados
αποσαφήνιση	clarificar
αποσαφήνιση	clarificar
αποσαφήνιση	esclarecer
αποσαφήνιση	desambiguação
αποσαφήνιση	clarificação
αποσαφήνιση	esclarecimentos
αποσαφήνιση	esclarecimento
μεσόγειο	mediterrânico
μεσόγειο	mediterrâneo
μεσόγειο	mediterrânica
αεροσκαφών	avião
αεροσκαφών	aeronave
αεροσκαφών	aviões
αεροσκαφών	aeronaves
πάντοτε	always
πάντοτε	sempre
χάρτες	mapas
χάρτες	mapa
χοσέ	jose
χοσέ	josé
χοσέ	josé
ζηλανδία	zelândia
κυβερνήσεις	governos
μαξ	max
μαξ	máx
επαγγελματίας	professional
επαγγελματίας	profissionais
επαγγελματίας	profissional
επαγγελματίας	pro
επαγγελματίας	pró
αντίστασης	resistências
αντίστασης	resistência
συστηματική	sistémicas
συστηματική	sistémico
συστηματική	sistémica
συστηματική	sistémicos
συστηματική	sistemático
συστηματική	sistemáticas
συστηματική	sistemáticos
συστηματική	sistemática
κινητήρες	motores
ίχνη	trilhas
ίχνη	trilhos
ίχνη	faixas
ίχνη	traces
ίχνη	traços
ίχνη	vestígios
ίχνη	traço
ίχνη	vestígios
ίχνη	trace
μηνών	meses
σπορ	desporto
σπορ	esporte
σπορ	desporto
σπορ	esportes
σπορ	desportos
διαστάσεων	dimensional
στρατηγική	estratégia
δημοσίευση	postagem
δημοσίευση	publicar
δημοσίευση	postando
δημοσίευση	postar
δημοσίευση	publicando
δημοσίευση	publicar
δημοσίευση	publique
δημοσίευση	publica
δημοσίευση	publicação
δημοσίευση	publicados
δημοσίευση	publicou
δημοσίευση	publicadas
δημοσίευση	publicada
δημοσίευση	publicado
δημοσίευση	postar
δημοσίευση	publicar
δημοσίευση	publicação
δημοσίευση	pós
δημοσίευση	post
παρέμειναν	permaneceram
παρέμειναν	permaneceu
βιβλιοθήκες	bibliotecas
ανακοίνωση	anuncio
ανακοίνωση	anúncio
ανακοίνωση	comunicação
ευρύ	wide
ευρύ	ampla
ευρύ	amplo
κόμικς	quadrinhos
κόμικς	comics
κόμικς	gibis
σκάφη	barcos
σκάφη	navios
σκάφη	naves
σκάφη	navios
σκάφη	embarcações
γνώσεις	conhecimento
γνώσεις	conhecimentos
απαραίτητη	necessários
απαραίτητη	necessário
απαραίτητη	necessária
απαραίτητη	necessario
ζώνες	zonas
ζώνες	correias
ζώνες	cintos
θύματα	vitimas
θύματα	vítimas
επιθετικός	agressiva
επιθετικός	agressividade
επιθετικός	agressivas
επιθετικός	agressivos
επιθετικός	agressivo
επιθετικός	atacante
επιθετικός	striker
πετρούπολη	petersburgo
πνευματικά	espiritual
πνευματικά	espirituais
πνευματικά	espiritualmente
πνευματικά	mentalmente
λαρούς	larousse
άλμα	jump
άλμα	salto
άλμα	saltar
άλμα	pula
άλμα	pular
άλμα	salto
άλμα	alma
πολιτικούς	políticos
πολιτικούς	politicos
δήλωση	declaração
δήλωση	afirmação
δήλωση	extrato
δήλωση	declaração
θέα	vista
θέα	ver
θέα	visualizar
ολυμπιάδα	olimpíada
ουκρανίας	ucrânia
ουκρανίας	ucraniana
ουκρανίας	ucranianos
ουκρανίας	ucraniano
ηθική	ética
ηθική	ético
ηθική	ética
ηθική	morais
ηθική	moral
ηθική	moral
ηθική	moral
ηθική	moralidade
ξύλο	madeiras
ξύλο	madeira
ανάγνωση	lidos
ανάγνωση	ler
ανάγνωση	leia
ανάγνωση	lê
ανάγνωση	ler
ανάγνωση	lendo
ανάγνωση	leitura
ναπολέοντα	napoleão
ναπολέοντα	napoleon
αλή	ali
μαθηματικός	matemático
λίβερπουλ	liverpool
μιλάνο	milão
μιλάνο	milan
μιλάνο	milão
μιλάνο	milano
νεότερη	younger
θερμότητα	heat
θερμότητα	calor
λακωνίας	lacônia
γερουσία	senado
αε	roi
εξελίχθηκε	evoluiu
εξελίχθηκε	evoluído
εξελίχθηκε	evoluíram
προσωπικού	pessoal
λάρισα	larisa
λάρισα	larissa
προκαλώντας	causando
προκαλώντας	causar
προκαλώντας	provocando
προκαλώντας	provocando
αργά	tarde
αργά	atrasada
αργά	tardia
αργά	atrasados
αργά	atrasado
αργά	slow
αργά	lento
αργά	lenta
αργά	devagar
αργά	devagarinho
αργά	lentamente
αργά	devagar
εκδήλωση	acontecimento
εκδήλωση	evento
αύγουστος	augusto
αύγουστος	august
αύγουστος	agosto
καθηγητές	professores
καθηγητές	professoras
καθηγητές	professores
τοπίο	paisagens
τοπίο	paisagem
τοπίο	cenário
τοπίο	paisagens
τοπίο	paisagem
επιτέθηκε	atacado
επιτέθηκε	atacaram
επιτέθηκε	atacada
επιτέθηκε	atacados
επιτέθηκε	atacou
κανόνας	regra
ιερός	sagrado
ιερός	sagrados
ιερός	sagrada
όγκο	volume
όγκο	volumes
ξεχωριστά	separadamente
ξεχωριστά	separado
ξεχωριστά	separe
ξεχωριστά	separado
ξεχωριστά	separados
ξεχωριστά	separar
μουσικούς	músicos
άγνωστη	desconhecida
άγνωστη	desconhecidos
άγνωστη	desconhecidas
άγνωστη	desconhecido
κατάλληλη	adequado
κατάλληλη	apropriada
κατάλληλη	adequados
κατάλληλη	apropriados
κατάλληλη	apropriado
κατάλληλη	adequado
κατάλληλη	adequados
κατάλληλη	adequada
εξώφυλλο	cobertura
εξώφυλλο	cover
εξώφυλλο	cubra
εξώφυλλο	cobrir
εξώφυλλο	capa
σχεδιασμός	planejamento
σχεδιασμός	planeamento
σχεδιασμός	planificação
σχεδιασμός	concepção
σχεδιασμός	desenho
σχεδιασμός	design
ναυτικών	marinheiros
ναυτικών	marítimos
ανθρώπινο	humano
ανθρώπινο	humanas
ανθρώπινο	humana
ανθρώπινο	human
τζόουνς	jones
αντόνιο	antónio
αντόνιο	antônio
αντόνιο	antonio
αδέλφια	irmãos
αδέλφια	irmãos
αδέλφια	brothers
αδέλφια	irmaos
σουδάν	sudão
εύρος	cordilheira
εύρος	alcance
εύρος	intervalo
εύρος	gama
θρησκευτικές	religiosos
θρησκευτικές	religiosa
θρησκευτικές	religioso
θρησκευτικές	religiosas
ευρεία	vasto
ευρεία	ampla
ευρεία	amplo
υποστηρικτές	partidários
υποστηρικτές	apoiantes
υποστηρικτές	apoiadores
υποστηρικτές	adeptos
λατρεία	cult
λατρεία	cultos
λατρεία	seita
λατρεία	culto
λατρεία	adoração
λατρεία	adorar
λατρεία	culto
λατρεία	adoração
σύμβαση	contrato
σύμβαση	convenção
σύμβαση	convenções
κακή	ruim
κακή	bad
κακή	mau
κακή	má
ορισμός	definição
ιταλικό	italiana
ιταλικό	italianos
ιταλικό	italiano
τυχαία	aleatoriamente
τυχαία	random
τυχαία	aleatório
τυχαία	aleatória
τυχαία	aleatórios
τυχαία	acidentais
τυχαία	acidental
πετρελαίου	azeite
πετρελαίου	óleo
πετρελαίου	petróleo
πετρελαίου	óleos
πετρελαίου	petróleo
ντράμερ	baterista
ακρωτήριο	cape
ακρωτήριο	cabo
ακρωτήριο	capa
μέτρησης	medir
μέτρησης	medindo
μέτρησης	medição
σικελίας	sicilia
σικελίας	sicília
μπάλα	bola
μπάλα	ball
ξεκινώντας	começando
ξεκινώντας	iniciando
διαστήματα	intervalos
συνεχείς	contínua
συνεχείς	contínuo
συνεχείς	contínuas
συνεχείς	contínuos
επισκέπτες	visitantes
επισκέπτες	hóspedes
επισκέπτες	convidados
επισκέπτες	convidadas
ορίζει	estipula
ορίζει	define
συσκευή	aparelho
συσκευή	dispositivo
συσκευή	aparelho
συσκευή	aparelhos
απαιτήσεις	exigências
απαιτήσεις	requisitos
απαιτήσεις	prescrições
απαιτήσεις	demandas
απαιτήσεις	exigências
απαιτήσεις	alegações
απαιτήσεις	reclamações
απαιτήσεις	reivindicações
κονγκό	congo
κονγκό	congolês
υδρογόνο	hidrogénio
υδρογόνο	hidrogênio
πρόποδες	sopé
εβραίοι	judaica
εβραίοι	judeus
εβραίοι	judia
εβραίοι	judeu
εβραίοι	judaico
εβραίοι	judeus
κατάρρευση	repartição
κατάρρευση	detalhamento
κατάρρευση	desagregação
κατάρρευση	discriminação
κατάρρευση	colapso
κατάρρευση	colapsar
κατάρρευση	desabamento
κατάρρευση	desmoronamento
κινείται	movendo
εισήχθη	introduzida
εισήχθη	introduziu
εισήχθη	introduzidas
εισήχθη	introduzidos
εισήχθη	introduzido
εισήχθη	admitida
εισήχθη	admitido
εισήχθη	admitiu
εισήχθη	admitidos
επιχείρημα	argumento
επιχείρημα	argumentação
επιχείρημα	argumentar
επιχείρημα	argumentos
χρήσεις	utilizações
χρήσεις	usos
χρήσεις	usa
τομέας	sector
τομέας	setor
μετατροπή	conversão
μετατροπή	reconversão
μετατροπή	converteu
μετατροπή	convertido
μετατροπή	convertida
μετατροπή	convertidas
μετατροπή	convertidos
μετατροπή	conversão
μετατροπή	converte
μετατροπή	converter
μετατροπή	converta
αστρονόμος	astrónomo
αστρονόμος	astrônomo
εισόδου	entrada
εισόδου	input
εισόδου	entrada
γεωγραφικά	geograficamente
γεωγραφικά	geográficos
γεωγραφικά	geográfico
γεωγραφικά	geográfica
γεωγραφικά	geográfico
γεωγραφικά	geográfica
αικατερίνη	catherine
αικατερίνη	catarina
επιχειρήματα	argumentos
επιχειρήματα	argumentação
ανθολογία	antologia
φρουρά	guarda
άγνωστα	desconhecida
άγνωστα	desconhecidos
άγνωστα	desconhecidas
άγνωστα	desconhecido
προσωπικότητες	personalidades
επιπρόσθετα	adicionalmente
εκπομπές	emissões
εκπομπές	emissão
εκπομπές	emissões
άραβες	árabes
όπλο	arma
όπλο	pistola
όπλο	gun
όπλο	arma
νεαρός	young
νεαρός	jovem
νεαρός	jovens
πολεμικές	marcial
πολεμικές	marciais
γραμμένο	escrito
γραμμένο	escritas
γραμμένο	escritos
γραμμένο	escrita
πέτρα	stone
πέτρα	pedra
πέτρα	pedras
πέτρα	petra
πέτρα	rochedo
πέτρα	rocha
πέτρα	pedra
πέτρα	rock
δολοφονήθηκε	assassinado
δολοφονήθηκε	assassinadas
δολοφονήθηκε	assassinada
δολοφονήθηκε	assassinados
διάδοση	difusão
διάδοση	divulgação
διάδοση	disseminação
κύκλους	círculos
κύκλους	ciclos
φτάνοντας	chegando
φτάνοντας	alcançando
φτάνοντας	atingindo
φτάνοντας	alcançar
θείο	enxofre
θείο	enxofre
ανταλλαγή	troca
ανταλλαγή	câmbio
ανταλλαγή	intercâmbio
λέων	leão
λέων	león
λέων	léon
λέων	leon
λέων	léo
λέων	leão
λέων	leo
αναγνωρίστηκε	reconhecido
αναγνωρίστηκε	reconheceu
αναγνωρίστηκε	reconhecidos
αναγνωρίστηκε	reconhecida
αναγνωρίστηκε	identificou
αναγνωρίστηκε	identificado
αναγνωρίστηκε	identificadas
αναγνωρίστηκε	identificada
αναγνωρίστηκε	identificados
αναγνωρίστηκε	reconhecido
αναγνωρίστηκε	reconheci
αναγνωρίστηκε	reconhecidas
αναγνωρίστηκε	reconhecidos
αναγνωρίστηκε	reconhecida
νίκο	nico
νίκο	niko
καταστήματα	comércio
καταστήματα	lojas
καταστήματα	lojas
παρατήρηση	observação
παρατήρηση	observação
μόνιμη	permanente
μόνιμη	permanentes
κροατία	croácia
παντρευτεί	qua
πρωταθλητή	campeão
πρωταθλητή	champ
πρωταθλητή	campeão
πρωταθλητή	campeã
πρωταθλητή	champion
βασίλη	claus
δευτερόλεπτα	segundos
τζων	john
τζων	joão
τζων	joao
δομές	estruturas
αρχιτέκτονα	arquitecto
αρχιτέκτονα	arquiteto
αρχιτέκτονα	arquiteta
αρχιτέκτονα	arquitetos
ουίλιαμ	william
ουίλιαμ	willian
ουίλιαμ	guilherme
ντελ	del
ντελ	dell
αμυντικός	defensor
αμυντικός	defender
αμυντικός	defensora
αμυντικός	zagueiro
αμυντικός	defensiva
αμυντικός	defensivo
αμυντικός	defensivos
ηχώ	ecos
ηχώ	eco
ηχώ	echo
αγώνισμα	acontecimento
αγώνισμα	evento
απόσπασμα	citar
απόσπασμα	citação
απόσπασμα	excerto
απόσπασμα	trecho
απόσπασμα	destacamento
απόσπασμα	squad
απόσπασμα	pelotão
απόσπασμα	esquadrão
απόσπασμα	extrair
απόσπασμα	extracto
απόσπασμα	extrato
πέναλτι	penalidade
πέναλτι	penalização
πέναλτι	sanção
πέναλτι	pena
κατανόηση	compreensão
κατανόηση	entendendo
κατανόηση	compreender
κατανόηση	compreendendo
κατανόηση	entendimento
κατανόηση	compreensão
ναζί	nazista
ναζί	nazi
ναζί	nazis
ναζί	nazistas
ναζί	nazistas
ναζί	nazis
κορυφές	tops
κορυφές	picos
κορυφές	cumes
αστέρια	estrelas
αστέρια	stars
δημοσιεύτηκε	publicados
δημοσιεύτηκε	publicou
δημοσιεύτηκε	publicadas
δημοσιεύτηκε	publicada
δημοσιεύτηκε	publicado
δημοσιεύτηκε	publicado
δημοσιεύτηκε	postado
δημοσιεύτηκε	postou
δημοσιεύτηκε	postei
δημοσιεύτηκε	publicou
λευκή	brancos
λευκή	branco
λευκή	white
λευκή	brancas
λευκή	branca
συγγενείς	parentes
λουί	luiz
λουί	luis
λουί	luís
λουί	louis
διαταγή	ordem
διαταγή	encomendar
διαταγή	encomenda
πολιτιστική	cultural
πολιτιστική	culturais
περιορισμένη	limitado
περιορισμένη	limitados
περιορισμένη	limitadas
περιορισμένη	limited
περιορισμένη	limitada
περιορισμένη	restrita
περιορισμένη	restritos
περιορισμένη	restrito
μετακίνηση	mover
μετακίνηση	movendo
μετακίνηση	movimentação
μετακίνηση	movimentos
μετακίνηση	movimento
ουάσινγκτον	washington
πω	dizer
πω	say
πω	digam
πω	diga
πω	diz
κύματα	ondas
