amino	amino
lahana	kale
andromeda	andromeda
nokia	nokia
çiçekler	florile
çiçekler	flori
stargate	stargate
gridcolor	gridcolor
zoolog	zoolog
dalları	ramuri
dalları	crengi
dalları	sucursale
dalları	ramurile
durak	oprește
stark	stark
kızılötesi	infrarosu
soğutma	răcirea
soğutma	răcire
soğutma	refrigerare
momentum	impuls
momentum	avântul
momentum	avânt
nereye	unde
step	pas
step	pasul
dale	dale
inanılmaz	uimitor
inanılmaz	uimitoare
inanılmaz	uluitor
inanılmaz	incredibil
inanılmaz	incredibil
inanılmaz	incredibilă
damar	vene
damar	venele
damar	vena
damar	venă
damar	vasculare
damar	vasculară
damar	vascular
rumen	românesc
rumen	român
rumen	români
rumen	română
psv	psv
mürettebat	echipajul
mürettebat	echipaj
mürettebat	crew
riley	riley
göreceli	rudă
göreceli	relativ
göreceli	ruda
göreceli	relative
göreceli	relativă
göreceli	relativistă
mercan	coral
mercan	corali
arya	arya
lane	lane
lang	lang
feminist	feministe
feminist	feministe
feminist	feministă
organları	organe
organları	organele
doğumu	naștere
doğumu	nastere
doğumu	naşterea
mühimmat	muniție
louise	louise
galiçya	galicia
myspace	myspace
izlenen	urmărit
izlenen	urmărită
izlenen	privit
izlenen	supravegheată
izlenen	monitorizate
izlenen	monitorizat
izlenen	monitorizată
yugoslav	iugoslave
yugoslav	iugoslav
yugoslav	iugoslavă
stand	stand
notları	note
notları	notele
notları	gradele
maltepe	maltepe
ebru	ebru
kavramları	concepte
kavramları	conceptele
blake	blake
çözmek	rezolvare
çözmek	rezolvarea
çözmek	rezolvă
çözmek	rezolva
mad	mad
eurobasket	eurobasket
zıt	opuse
zıt	opus
zıt	opusul
zıt	opusă
gonzález	gonzález
helikopter	elicopter
helikopter	elicopterul
helikopter	heli
helikopter	elicopter
helikopter	elicopterele
helikopter	elicoptere
klaus	klaus
koch	koch
niksar	niksar
yatılı	îmbarcare
yatılı	îmbarcarea
kılavuzu	ghid
kılavuzu	ghidul
mig	mig
yetenekleri	abilitati
yetenekleri	talentele
yetenekleri	talente
zaza	zaza
masal	basm
masal	poveste
masal	story
masal	povestea
luk	luk
dinlenme	recreere
dinlenme	odihnă
dinlenme	odihna
mhz	mhz
heinz	heinz
tatmin	satisfactie
tatmin	satisfăcător
tatmin	satisfăcătoare
tatmin	satisfacerea
tatmin	mulțumit
tatmin	satisfăcut
tatmin	satisfăcută
britney	britney
emel	emel
porsche	porsche
eğlenceli	distracție
eğlenceli	distractiv
eğlenceli	distractie
malcolm	malcolm
malcolm	malcom
kentucky	kentucky
ekseni	axă
ekseni	axa
enzim	enzime
enzim	enzimele
enzim	enzime
enzim	enzimă
enzim	enzima
haksız	nedrept
haksız	nedreaptă
seti	setată
seti	stabilește
seti	set
seti	setează
seti	setat
seti	seti
makina	mașină
makina	utilaje
makina	mașini
makina	masini
tasarımcı	designer
kaide	qaeda
kaide	piedestal
tolkien	tolkien
jesse	jesse
sır	secretele
sır	secrete
sır	secretă
sır	secret
sır	secreta
sır	secrete
sır	secretul
boyutları	dimensiunile
boyutları	dimensiuni
aman	aman
deneyler	experimentele
deneyler	experimente
six	sase
six	six
six	şase
six	șase
taşınan	mutate
taşınan	mutat
taşınan	mutată
rush	rush
bilinçli	constient
bilinçli	conștient
yasağı	interdicția
yasağı	interzicerea
yasağı	interdicție
andre	andre
andre	andré
andre	andré
roller	role
roller	roller
roller	roluri
roller	rolurile
bull	taur
bull	taurul
bull	bull
alüminyum	aluminiu
alüminyum	aluminiu
hani	hani
edwards	edwards
odaklı	axat
odaklı	concentrat
odaklı	concentrată
italia	italia
helena	helena
tartışmaları	discuții
tartışmaları	discutii
katliam	masacrul
katliam	masacru
katliam	măcel
katliam	sacrificare
katliam	măcel
katliam	masacru
varsayılan	prestabilită
varsayılan	implicite
varsayılan	prestabilit
varsayılan	implicit
varsayılan	implicită
canlandıran	portretizarea
lanka	lanka
wade	wade
kodları	coduri
kodları	codurile
holmes	holmes
yapıcı	constructiv
yapıcı	constructive
yapıcı	constructivă
iowa	iowa
çember	cercul
çember	circle
çember	cerc
lehçesi	dialectul
lehçesi	dialect
isfahan	isfahan
karaciğer	ficatul
karaciğer	ficat
hatalar	greșeli
hatalar	greseli
hatalar	defecte
hatalar	erorile
hatalar	erori
hatalar	gândaci
hatalar	insecte
hatalar	bugs
atanmış	atribuit
atanmış	repartizat
atanmış	atribuită
atanmış	atribuite
atanmış	desemnat
atanmış	numiți
málaga	málaga
itici	respingător
itici	pusher
itici	respingătoare
itici	respingător
itici	propulsorul
diamond	diamond
diamond	diamantul
diamond	diamant
baki	baki
dame	damă
dame	dama
dame	dame
tanımlanmış	definite
tanımlanmış	definită
tanımlanmış	definit
tanımlanmış	identificate
tanımlanmış	identificat
tanımlanmış	identificată
litre	litru
litre	litri
litre	litru
litre	litri
buca	buca
çalışkan	harnic
meşru	legitima
meşru	legitim
meşru	legitimă
meşru	legitime
meşru	legitim
bankacılık	bancar
bankacılık	bancară
bankacılık	bancare
kaçmak	evadarea
kaçmak	evadare
asal	prime
asal	prim
radyoaktif	radioactive
radyoaktif	radioactivă
radyoaktif	radioactiv
öyküler	povesti
öyküler	povești
öyküler	povestiri
öyküler	povesti
öyküler	povești
yale	yale
iskandinav	nordice
iskandinav	nordic
iskandinav	nordică
iskandinav	scandinave
kronik	cronică
kronik	cronic
kronik	cronice
yarışmaları	concursuri
facto	facto
osetya	osetia
çim	gazon
çim	peluza
çim	peluză
çim	iarbă
çim	iarba
işadamı	afacerist
maría	maría
taşınabilir	portabil
taşınabilir	portabile
sn	sec
balıkçı	pescarii
balıkçı	pescarilor
balıkçı	pescari
balıkçı	fisher
balıkçı	pescar
balıkçı	pescarul
bitkileri	plantele
bitkileri	plante
niyet	intentie
niyet	intenția
niyet	intenție
niyet	intentie
niyet	intenția
niyet	intenție
niyet	destinate
niyet	destinat
niyet	intentii
mansur	mansur
kaçış	evadarea
kaçış	evadare
kaçış	evadarea
kaçış	evadare
solomon	solomon
heyet	delegația
heyet	delegarea
heyet	delegare
heyet	comitetul
heyet	comitet
productions	productions
dresden	dresda
vancouver	vancouver
kampanya	campanie
kampanya	campaniei
kampanya	campania
davud	david
hughes	hughes
metallica	metallica
kawasaki	kawasaki
eylemleri	acțiunile
eylemleri	acțiuni
rotterdam	rotterdam
pat	pat
uganda	uganda
tanrılar	zei
tanrılar	zeii
tanrılar	zeilor
lópez	lópez
württemberg	württemberg
karikatür	comics
karikatür	comic
karikatür	caricatură
karikatür	cartoon
lucky	norocoasă
lucky	norocos
masaüstü	birouri
masaüstü	birou
masaüstü	desktop
alpha	alpha
alpha	alfa
zirve	summitul
zirve	summit
zirve	vârf
armağan	cadou
armağan	cadoul
müfettişliği	inspectoratul
avn	avn
gelişmekte	emergente
gelişmekte	dezvoltarea
yansıtan	reflectând
azaltmak	reduce
werder	werder
atlantis	atlantida
atlantis	atlantis
satıldı	vandut
satıldı	vândute
satıldı	vândută
satıldı	vândut
atölyesi	atelier
atölyesi	atelierul
beslenir	fluxuri
üstte	top
üstte	topul
angela	angela
ihmal	omisiune
ihmal	neglijat
geometri	geometria
geometri	geometrie
oynamak	redarea
oynamak	jucând
chiba	chiba
görkemli	majestic
görkemli	impunătoare
görkemli	glorioasă
görkemli	glorios
engeli	deblochează
ekledi	adăugată
ekledi	adaugat
ekledi	adăugate
ekledi	adăugat
ers	ers
seyir	navigare
seyir	navigație
seyir	navigatie
seyir	croazieră
rolleri	roluri
rolleri	rolurile
kaydedildi	înregistrate
kaydedildi	înregistrată
kaydedildi	înregistrat
kaydedildi	inregistrat
kaydedildi	salvate
kaydedildi	salvată
kaydedildi	salvat
kalanlar	resturile
kalanlar	resturi
ritim	ritm
ritim	ritmul
cnn	cnn
mount	mount
mount	muntele
kromozom	cromozom
danışman	consilier
danışman	consultant
danışman	consultantul
danışman	consilier
danışman	consilier
kırgız	kârgâzstan
sertifika	certificatele
sertifika	certificate
sertifika	certificat
sertifika	certificatul
sertifika	certificarea
sertifika	certificare
dinar	dinari
dinar	dinar
dinar	dinari
kirli	murdare
kirli	murdară
kirli	murdari
kirli	murdar
kirli	necurate
kirli	necurat
dağıtımı	distributie
dağıtımı	distribuţia
dağıtımı	distribuția
dağıtımı	distribuire
dağıtımı	distribuție
mir	mir
deutsche	deutsche
foton	fotoni
objektif	lentilă
objektif	lentile
objektif	obiectiv
objektif	obiectivul
tanzanya	tanzania
zaragoza	zaragoza
mithat	mithat
korur	protejează
troll	troll
troll	trol
troll	troli
troll	trolii
illeri	provincii
illeri	provinciile
halter	haltere
aç	deschis
aç	deschide
aç	open
aç	flămând
aç	înfometat
aç	foame
aç	înfometată
sözcükler	cuvintele
sözcükler	cuvinte
sözcükler	vorbe
tiberius	tiberius
meriç	evros
incir	smochine
incir	fig
kayıplar	pierderile
kayıplar	pierderi
kayıplar	victime
kayıplar	pierderi
delhi	delhi
dana	dana
hiçbiri	niciuna
bağırsak	intestin
bağırsak	intestinul
bağırsak	intestin
bağırsak	intestinul
bağırsak	intestine
bağırsak	intestinului
bağırsak	colonul
bağırsak	colon
bağırsak	intestine
bağırsak	intestinele
bağırsak	intestinale
bağırsak	intestinal
bağırsak	intestinală
bağırsak	intestine
bağırsak	intestinele
wehrmacht	wehrmacht
kalacak	rămâne
dersim	dersim
jeoloji	geologică
jeoloji	geologic
jeoloji	geologice
jeoloji	geologie
dem	dem
gençleri	adolescenti
rom	rom
rom	rom
sofia	sofia
grey	grey
grey	gri
köşk	conac
köşk	conacul
gerede	gerede
devasa	imensă
devasa	imens
devasa	gigantic
devasa	gigantică
devasa	massive
devasa	masive
devasa	masiv
devasa	masivă
devasa	enormă
devasa	enorm
devasa	enorma
devasa	enorme
ghost	ghost
ghost	stafie
ghost	fantoma
ghost	fantomă
dre	dre
düşüş	scădere
düşüş	scade
düşüş	refuză
düşüş	declinul
düşüş	declin
düşüş	cazi
düşüş	toamna
düşüş	cădea
vekil	regent
vekil	procură
vekil	proxy
kalsiyum	calciu
rocky	rocky
ideoloji	ideologia
ideoloji	ideologie
önemsiz	neimportante
önemsiz	neimportant
önemsiz	nesemnificativă
önemsiz	nesemnificativ
önemsiz	nesemnificative
koy	pune
koy	pus
plaka	placi
plaka	farfurii
plaka	plăci
plaka	farfurie
plaka	placă
vista	vista
saltanatı	domnia
saltanatı	domnie
levi	levi
muhsin	muhsin
metropolitan	metropolitană
metropolitan	metropolitan
kapıları	gates
kapıları	porţile
kapıları	porți
kapıları	porti
kapıları	uși
kapıları	uşi
kapıları	usi
slogan	motto
slogan	slogan
slogan	sloganul
hero	erou
hero	hero
hero	eroul
rex	rex
yeşilyurt	yeşilyurt
şahit	martorii
şahit	martori
şahit	martorul
şahit	martoră
şahit	martor
şahit	martori
vfl	vfl
tez	teză
tez	teza
mevki	pozitie
mevki	poziția
mevki	poziţia
mevki	poziţie
mevki	poziție
lil	lil
lionel	lionel
mısırlı	egipteană
mısırlı	egiptean
mısırlı	egiptene
homo	homo
diskografisi	discografia
kullanışlı	convenabilă
kullanışlı	convenabil
kullanışlı	util
kullanışlı	folositor
kullanışlı	utilă
kullanışlı	utile
kullanışlı	folositoare
kullanışlı	handy
drake	drake
keşfedildi	descoperite
keşfedildi	descoperită
keşfedildi	descoperit
pul	timbru
pul	ștampila
pul	timbre
pul	timbrele
pul	solzi
pul	cântare
gözlemevi	observator
gözlemevi	observatorul
panathinaikos	panathinaikos
earl	earl
pazartesi	lunea
pazartesi	luni
pazartesi	lunea
hamlet	hamlet
reed	trestie
reed	reed
muammer	muammar
trick	trick
trick	truc
trick	păcăleală
eintracht	eintracht
dante	dante
mississippi	mississippi
mağarası	pestera
mağarası	peştera
mağarası	peșteră
mağarası	peşteră
marina	marina
spesifik	specific
spesifik	specifică
spesifik	specifice
bilinç	constiinta
ideolojik	ideologice
etli	cărnoase
sms	sms
hendek	trench
eğri	eger
eğri	strâmbă
eğri	strâmb
eğri	curba
eğri	curbă
nesneler	obiectele
nesneler	obiecte
odun	lemn
odun	lemnul
odun	wood
odun	lemne
odun	cherestea
içten	sincere
içten	sincer
linda	linda
rahatsızlık	perturbare
rahatsızlık	neplăcere
rahatsızlık	inconvenient
rahatsızlık	disconfort
panorama	panorama
panorama	panoramă
bira	bere
bira	berea
bira	ale
bira	beri
bira	berile
bmw	bmw
yang	yang
yurtdışı	internațional
yurtdışı	international
yurtdışı	internaţională
yurtdışı	internațională
yurtdışı	internaţional
yurtdışı	străinătate
yurtdışı	strainatate
yurtdışı	străinătate
denetleme	audit
denetleme	auditul
denetleme	inspecția
denetleme	inspecție
timberlake	timberlake
basında	presă
basında	press
basında	apasa
basında	apăsați
basında	apasă
basında	presă
basında	media
basında	presa
shaw	shaw
işlev	funcție
işlev	funcţie
işlev	funcţia
işlev	funcția
mikro	micro
armut	pară
armut	para
armut	pere
armut	pere
hopkins	hopkins
sonlu	finite
sonlu	finit
ayağı	picior
atlantic	atlantic
atlantic	atlanticul
atlantic	atlanticului
sorumluluğu	responsabilitatea
sorumluluğu	responsabilitate
evlat	băiat
evlat	baiat
evlat	fiule
evlat	fiul
evlat	fiu
string	string
string	șir
gündelik	lejer
gündelik	casual
çaldı	furat
üretir	generează
üretir	produce
kızılderilileri	indieni
kızılderilileri	indienii
mar	mar
çevik	agil
çevik	agil
basılmış	tipărit
basılmış	printat
basılmış	tipărite
basılmış	tipărită
basılmış	imprimate
bach	bach
mitolojik	mitologic
orantılı	proporțional
orantılı	proporțională
orantılı	proporționale
gurur	mândria
gurur	mândrie
gurur	mândră
gurur	mandra
gurur	mândra
gurur	mandru
gurur	mândru
başlıyor	pornirea
başlıyor	începând
başlıyor	pornire
başlıyor	incepand
kesintisiz	neîntrerupt
kesintisiz	neîntreruptă
edmund	edmund
humus	humus
potasyum	potasă
potasyum	potasiu
restorasyon	restaurator
restorasyon	restaurare
restorasyon	restaurarea
restorasyon	restaurările
ziyareti	vizitând
ziyareti	vizită
sergio	sergio
delil	dovezi
delil	dovadă
delil	dovada
delil	dovezi
delil	probe
delil	dovadă
delil	dovada
kentler	oraşe
kentler	oraşele
kentler	orase
kentler	orasele
kentler	orașe
izole	izolat
izole	izolată
izole	izolate
izole	izolare
izole	izolarea
izole	izolează
izole	izola
izole	izolat
izole	izolată
izole	izolate
senatör	senatorul
senatör	senator
varisi	moștenitor
varisi	mostenitor
tiger	tiger
tiger	tigrul
tiger	tigru
turbo	turbo
olgun	maturitate
olgun	maturitatea
olgun	scadență
olgun	coaptă
olgun	copt
olgun	coapte
olgun	matură
olgun	matur
olgun	maturi
olgun	mature
volkswagen	volkswagen
topal	gimp
topal	infirm
topal	jalnic
topal	penibil
topal	lame
maymun	maimuta
maymun	maimuță
maymun	maimuta
kabuğu	scoică
kabuğu	shell
kabuğu	cochilie
kabuğu	coajă
suzuki	suzuki
toplandı	culese
toplandı	colectate
toplandı	colectat
toplandı	adunate
toplandı	adunate
toplandı	asamblat
toplandı	asamblate
merzifon	merzifon
fischer	fischer
ayrık	discrete
ayrık	discret
ayrık	discretă
honduras	honduras
cesaret	tupeu
cesaret	curaj
cesaret	curaj
cesaret	curajul
cesaret	îndrăzni
cesaret	îndrăznesc
bristol	bristol
giles	giles
endişe	anxietatea
endişe	anxietate
endişe	îngrijorat
endişe	preocupat
endişe	îngrijorat
endişe	îngrijorată
endişe	grijile
endişe	griji
endişe	preocuparea
endişe	îngrijorare
endişe	preocupare
schmidt	schmidt
sánchez	sánchez
çoğul	plural
vicente	vicente
öğle	prânzul
öğle	prânz
öğle	pranz
öğle	amiază
öğle	amiaza
pistons	pistoane
pen	pen
pen	stilou
durur	oprește
storm	furtună
storm	furtuna
storm	storm
oyuncak	jucărie
oyuncak	jucăria
oyuncak	jucarie
oyuncak	jucarii
oyuncak	jucării
kaş	sprâncenele
kaş	sprâncene
kaş	kas
kaş	mușchi
kaş	muschi
kaş	musculare
kaş	sprâncene
kaş	sprânceană
gabler	gabler
herodot	herodot
köfte	chiftele
salzburg	salzburg
leicester	leicester
ward	ward
won	won
won	câștigat
nepal	nepal
nepal	nepalez
problemler	problemele
problemler	probleme
mezhep	cult
mezhep	cultul
mezhep	sectă
sao	sao
parantez	paranteză
parantez	paranteze
şerit	lane
şerit	benzi
şerit	dungă
şerit	panglica
şerit	panglică
şerit	benzi
zevk	plăcerea
zevk	placere
zevk	placerea
zevk	plăcere
anlamları	sensuri
bird	pasare
bird	pasăre
bird	pasărea
bird	bird
açılışı	deschiderea
açılışı	deschidere
açılışı	deschid
hakimiyet	dominion
kızıltepe	kızıltepe
fra	fra
waters	apele
waters	apelor
waters	waters
waters	ape
jeremy	jeremy
ilhak	anexarea
atın	exprimate
atın	aruncă
atın	arunca
kopyası	copia
kopyası	copiere
kopyası	copie
kopyası	copiază
keşfetti	descoperite
keşfetti	descoperită
keşfetti	descoperit
katsayısı	coeficientul
katsayısı	coeficient
bennett	bennett
tanı	diagnosticare
tanı	diagnostic
tanı	diagnosticare
tanı	diagnosticarea
tanı	diagnosticul
tanı	diagnostic
sirius	sirius
bangladeş	bangladesh
nakliye	expediere
nakliye	livrare
nakliye	transporturi
nakliye	transport
nakliye	transportul
sektör	sector
sektör	sectorul
sektör	industrie
sektör	industria
arabası	coș
arabası	cărucior
büyüklük	magnitudine
büyüklük	magnitudinea
büyüklük	grandoare
büyüklük	dimensiune
büyüklük	marime
büyüklük	dimensiunea
büyüklük	mărimea
büyüklük	mărime
kıyamet	doomsday
kıyamet	armageddon
kıyamet	apocalipsă
kıyamet	apocalipsa
kepler	kepler
toros	taurii
toros	toros
yem	feed
yem	furaje
yem	hrăni
yem	flux
yem	momeală
yem	momeala
yem	momeală
yem	furajere
yem	furaje
yem	furaj
terörist	terorist
terörist	teroristă
terörist	teroristul
ahlaki	morala
ahlaki	moral
ahlaki	morală
tabur	batalion
tabur	batalionul
kategorileri	categorii
kategorileri	categoriile
bulgular	constatări
bulgular	constatările
senfonik	simfonic
ormanlar	junglele
ormanlar	jungle
ormanlar	paduri
ormanlar	păduri
ormanlar	pădurile
kostüm	costumul
kostüm	costum
kostüm	costumele
kostüm	costume
weber	weber
tavır	atitudinea
tavır	atitudine
pasif	pasiv
pasif	pasivă
pasif	pasive
pasif	inactive
pasif	inactivă
pasif	inactiv
anlık	instantanee
anlık	instantaneu
anlık	instant
anlık	instantaneu
anlık	instantanee
solist	solist
mode	regim
mode	modul
mode	mode
mode	mod
gür	luxuriante
gür	gur
gür	stufoasă
fourier	fourier
buyuk	mare
buyuk	mari
buyuk	big
oturum	sedinta
oturum	sesiune
oturum	sesiunea
oymak	sculpta
harper	harper
tamamıyla	complet
tamamıyla	total
result	blob
teatro	teatro
yaratıcısı	creatorul
yaratıcısı	creator
maiden	fecioară
maiden	maiden
şikago	chicago
arşivlenmiş	arhivat
arşivlenmiş	arhivate
gölbaşı	gölbaşı
curtis	curtis
alba	alba
ayrılık	separare
ayrılık	separarea
aletleri	instrumentele
aletleri	instrumente
louisiana	louisiana
istekleri	cereri
istekleri	solicitări
istekleri	cererile
kabileler	triburile
kabileler	triburi
cümleler	frazele
cümleler	fraze
cümleler	expresii
thomson	thomson
döngü	carusel
döngü	caruselul
döngü	buclă
döngü	bucla
döngü	ciclul
döngü	ciclu
uçaklar	aeronavă
uçaklar	avioane
uçaklar	aeronave
uçaklar	avioane
uçaklar	avioane
atılmış	aruncată
atılmış	aruncat
atılmış	aruncată
atılmış	aruncat
atılmış	expulzat
atılmış	exmatriculată
atılmış	exmatriculat
lucius	lucius
lynch	lynch
odaları	camerele
odaları	camere
sergei	sergei
sergei	serghei
tekne	vapor
tekne	barcă
tekne	barca
aus	aus
klein	klein
sıralı	secventa
ita	ita
komşuları	vecinilor
komşuları	vecini
komşuları	vecinii
komşuları	vecini
komşuları	vecinii
gezgin	călător
gezgin	călător
gezgin	hoinar
tuzlu	sărată
tuzlu	sărat
tuzlu	sărate
tuzlu	sărată
tuzlu	sărat
adayları	candidati
adayları	candidați
adayları	candidate
mesele	problemă
oğul	fiule
oğul	fiul
oğul	fiu
bilgisayarlar	calculatoare
bilgisayarlar	calculatoarele
bilgisayarlar	computere
faktörler	factori
faktörler	factorii
nine	nana
nine	bunica
elmalı	mar
elmalı	mere
elmalı	măr
elmalı	apple
sınırlar	limite
sınırlar	limitele
sınırlar	limite
sınırlar	limitele
sınırlar	frontiere
sınırlar	frontierele
sınırlar	graniţele
ifadeleri	declaratii
ifadeleri	declarații
ifadeleri	declaratiile
kolonisi	colonia
kolonisi	colonie
zeka	inteligenta
yıldönümü	aniversări
yıldönümü	aniversările
yıldönümü	aniversarea
yıldönümü	aniversare
sınıflar	clasele
sınıflar	clase
sınıflar	cursuri
gibson	gibson
porter	porter
batum	batumi
girişimleri	inițiative
girişimleri	tentative
buldum	găsită
buldum	gasit
buldum	găsite
buldum	găsit
dalgalar	valuri
dalgalar	valurile
nantes	nantes
musevi	evreică
musevi	evreu
musevi	evreiesc
musevi	iudeo
nat	nat
antonius	antony
antonius	antoniu
antonius	antonius
spider	păianjen
spider	păianjenul
spider	paianjen
spider	spider
flüt	flautul
flüt	flaut
harap	dărăpănată
harap	devastat
harap	devastată
salı	marti
salı	marți
atmak	aruncarea
bölük	escadronul
bölük	escadrilă
bölük	escadrila
bölük	escadron
bölük	companie
bölük	compania
bölük	echipa
bölük	squad
bölük	grupă
bismarck	bismarck
manet	manet
tohum	semințe
tohum	sămânță
tohum	semințe
tohum	seminte
mutluluk	fericirea
mutluluk	fericire
tayfun	taifun
molekül	moleculare
molekül	molecular
molekül	moleculară
molekül	moleculă
molekül	molecule
molekül	moleculele
madencilik	minerit
madencilik	miniere
madencilik	miner
papaz	vicar
papaz	popă
papaz	preot
papaz	preotul
papaz	pastorul
papaz	pastore
papaz	pastor
con	con
edwin	edwin
queens	reginele
queens	regine
queens	queens
yayıldı	răspândirea
yayıldı	răspândire
yayıldı	răspândit
terminal	terminal
terminal	terminalul
terminal	terminale
terminal	terminale
terminal	terminalele
bilişsel	cognitive
yanma	ardere
yanma	combustie
yanma	ard
yanma	ardere
yanma	arzând
diger	altele
diger	alte
diger	alți
diger	altele
diger	altii
diger	alții
fiil	verb
voldemort	voldemort
sakatlık	accidentare
sakatlık	prejudiciu
sakatlık	vătămare
sakatlık	handicap
sakatlık	invaliditate
sakatlık	incapacitate
ima	ima
ima	implicând
owen	owen
sophie	sophie
yayılması	răspândirea
yayılması	răspândire
muazzam	fab
magazin	revista
magazin	revistă
magazin	reviste
magazin	revistele
tüketim	consumul
tüketim	consum
tüketim	consumului
frankenstein	frankenstein
fener	lanterna
fener	lanternă
fener	far
fener	farul
fener	lanterna
fener	lanternă
fener	felinar
saraybosna	sarajevo
değerlendirilir	evaluate
değerlendirilir	evaluat
değerlendirilir	evaluată
nevi	dară
azalma	reducere
azalma	reducerea
azalma	scădere
azalma	scade
dosyalar	fișiere
dosyalar	fisiere
dosyalar	dosare
patent	brevet
patent	brevetul
patent	brevete
tara	tara
tara	scanează
tara	scanare
oya	voturile
oya	voturi
bornova	bornova
gauss	gaussian
gauss	gauss
lori	lori
basılı	tipărit
basılı	printat
basılı	tipărite
basılı	tipărită
basılı	imprimate
mercimek	linte
jam	jam
jam	gem
düzenle	editare
düzenle	editează
düzenle	modifică
dağıstan	daghestan
mantıksal	logică
mantıksal	logic
mantıksal	logica
mantıksal	logică
mantıksal	logic
morrison	morrison
atomik	atomice
atomik	atomic
atomik	atomică
atomik	atomica
tuzla	tuzla
telekomünikasyon	telecom
telekomünikasyon	telecomunicații
telekomünikasyon	telecomunicații
yannis	yannis
bölünmüş	împărțit
bölünmüş	divizat
bölünmüş	divizată
bölünmüş	împărțit
bölünmüş	divizat
bölünmüş	split
bölünmüş	împarte
crown	coroana
crown	coroană
crown	crown
mineral	minerale
mineral	mineral
mineral	minerală
mineral	minerale
eşdeğer	echivalentă
eşdeğer	echivalentul
eşdeğer	echivalent
eşdeğer	echivalente
tuğla	cărămizi
tuğla	brick
tuğla	caramida
tuğla	cărămidă
ekşi	acru
bitişik	contiguă
bitişik	alăturate
bitişik	adiacente
brandenburg	brandenburg
milton	milton
kap	apuca
kap	apucă
kap	kap
kap	recipient
kap	container
kap	containerul
lois	lois
saçma	prostii
saçma	ridicol
saçma	ridicolă
saçma	absurd
saçma	absurdă
tate	tate
bakkal	băcan
bakkal	băcănie
idrar	urinar
idrar	urinară
idrar	urinare
idrar	urina
idrar	urină
finaller	finala
maliyet	costuri
maliyet	costul
maliyet	cost
maliyet	costuri
maliyet	costurile
muhasebe	contabil
muhasebe	contabilitatea
muhasebe	contabilitate
muhasebe	contabil
paylaştı	partajate
paylaştı	distribuit
paylaştı	distribuite
paylaştı	distribuită
paylaştı	postată
paylaştı	postat
leopold	leopold
eleştirmeni	critic
mektuplar	scrisori
mektuplar	litere
sindirim	digestie
sindirim	digestiv
tüccar	negustor
tüccar	comerciant
tüccar	comerciant
motorlar	motors
motorlar	motoare
motorlar	motoarele
motorlar	motoare
pancar	sfecla
pancar	sfeclă
pancar	sfecla
pancar	sfeclă
pancar	sfecla
pancar	sfeclă
tacikistan	tadjikistan
sacramento	sacramento
büyükler	bătrânii
büyükler	adulți
büyükler	adulti
dolgu	umplutură
dolgu	umplutură
dolgu	umplere
dolgu	vată
tba	tba
solar	solare
solar	solară
solar	solar
aydınlatma	iluminare
aydınlatma	iluminarea
aydınlatma	iluminare
aydınlatma	iluminat
aydınlatma	fulgerul
aydınlatma	fulger
wolfsburg	wolfsburg
soprano	soprano
atık	deseuri
atık	deșeuri
atık	risipă
brooks	brooks
taşınır	mutări
taşınır	mișcări
taşınır	miscari
taşımak	cară
seth	seth
caroline	caroline
unix	unix
devir	rpm
manço	manco
abdul	abdul
boşnak	bosniaci
boşnak	bosniace
boşnak	bosniacă
boşnak	bosniac
boşnak	bosniaci
boşnak	bosniac
temsili	reprezentarea
temsili	reprezentare
temsili	reprezentând
telaffuz	pronunție
telaffuz	pronunță
yazlık	cabana
yazlık	casuta
nasır	nasir
nasır	nasser
kaplama	carcasa
kaplama	carcasă
kaplama	acoperire
kaplama	furnir
yasalar	legi
yasalar	legile
standartları	standarde
standartları	standardele
eleman	elementul
eleman	element
dün	ieri
rossi	rossi
tanıttı	introdusă
tanıttı	introduse
tanıttı	introdus
vaftiz	botez
vaftiz	botezată
vaftiz	botezat
vaftiz	botezul
vaftiz	botez
xander	xander
vfb	vfb
gelecekteki	viitorul
gelecekteki	viitoare
gelecekteki	viitor
laz	laz
telli	string
telli	șir
bari	bari
memorial	memorial
memorial	memorialul
benzin	benzen
benzin	benzina
benzin	petrol
benzin	benzină
benzin	benzina
benzin	benzină
benzin	gaze
benzin	gaz
benzin	combustibili
benzin	combustibilul
benzin	combustibil
benzin	carburant
uzunlukta	lungime
uzunlukta	lungimea
açıklık	compensare
açıklık	deschidere
açıklık	claritatea
açıklık	claritate
naruto	naruto
bağımsızlığı	independență
bağımsızlığı	independența
bağımsızlığı	independenta
hunt	vânătoare
hunt	hunt
hunt	vânează
bastia	bastia
hamidiye	hamidiye
niçin	dece
nagoya	nagoya
rodríguez	rodríguez
ulaşılabilir	accesibile
ulaşılabilir	accesibil
ulaşılabilir	accesibilă
zorluk	dificultate
zorluk	dificultăți
zorluk	dificultatea
zorluk	dificultățile
zorluk	dificultăți
wells	fântâni
wells	wells
höyüğü	movilă
huzur	pace
huzur	pacea
huzur	serenity
gömülü	îngropat
gömülü	îngropate
gömülü	ingropat
gömülü	înmormântat
gömülü	îngropată
gömülü	încorporate
gömülü	încorporată
gömülü	încorporat
simgeler	simbolurile
simgeler	simboluri
simgeler	pictograme
simgeler	icoane
spencer	spencer
mia	mia
düşünceler	gânduri
düşünceler	gândurile
düşünceler	ganduri
saatler	ore
saatler	orele
saatler	ceasuri
saatler	ceasuri
rauf	rauf
