que	че
moderna	модерни
moderna	модерна
moderna	съвременно
moderna	модерен
moderna	съвременен
artistes	творци
artistes	художници
artistes	изпълнители
artistes	артисти
entitats	образувания
entitats	субекти
fase	фаза
fase	етап
amor	обич
amor	любов
amor	любовта
amor	обичам
altitud	височина
ciències	науката
ciències	наука
pis	подът
pis	пода
pis	етаж
darrer	последно
darrer	последен
darrer	последни
darrer	последна
defunció	смърт
defunció	смъртта
hores	часове
cursa	надпревара
cursa	надбягване
cursa	състезание
cursa	раса
doble	двойна
doble	двойни
doble	двоен
doble	двойно
àsia	азия
anderson	андерсън
península	полуостров
distància	дистанция
distància	разстояние
econòmica	икономическа
econòmica	икономическо
econòmica	икономически
tarragona	тарагона
oscar	оскар
traducció	превод
termes	термини
termes	условия
joves	млада
joves	младо
joves	млади
joves	йънг
joves	млад
normal	нормален
normal	нормално
normal	нормални
normal	нормална
felip	филип
hostatgeria	хоспис
botiga	сладкарница
botiga	магазин
botiga	магазинче
botiga	магазин
botiga	съхранение
richard	ричард
tropical	тропическа
tropical	тропически
puig	пуиг
vots	гласове
vots	вот
llarga	дълги
llarga	дълго
llarga	дълъг
llarga	лонг
destaca	кичури
destaca	подчертава
nombroses	многобройни
regions	райони
regions	региони
regions	регионите
taula	масата
taula	маса
taula	масичка
taula	таблица
jesús	исус
industrial	промишлен
industrial	индустриален
industrial	индустриални
industrial	промишлени
industrial	индустриална
física	физиката
física	физика
element	елемент
pàgines	страници
ferro	желязо
ferro	железен
ferro	желязна
ferro	железни
artista	изпълнител
artista	художничка
artista	художник
artista	артист
artista	творец
mida	размери
mida	големина
mida	размер
enciclopèdia	енциклопедия
secretari	секретар
secretari	секретарка
socials	социално
socials	социален
socials	социални
socials	социална
objecte	предмет
objecte	обект
directament	директно
directament	пряко
esposa	жена
esposa	съпруга
esposa	съпругата
rep	получава
albert	алберт
albert	албер
albert	албърт
materials	материалите
materials	материали
retirar	оттегляне
roca	скала
roca	rock
roca	рок
roca	скали
roca	камък
notes	забележки
notes	записки
notes	бележки
notes	ноти
comercials	търговско
comercials	търговска
comercials	реклама
comercials	търговски
marina	марина
salvador	салвадор
usuari	потребителски
usuari	потребител
usuari	ползвател
cort	корт
cort	съдът
cort	съд
cort	корт
plata	сребърна
plata	сребърни
plata	силвър
plata	сребро
plata	сребърен
comandant	командващ
comandant	командир
hivern	зима
hivern	зимата
paraules	думите
paraules	думи
temperatura	температурата
temperatura	температура
romans	римляни
romans	римляните
contingut	съдържание
lleida	lleida
suïssa	швейцария
evolució	еволюция
evolució	еволюцията
representació	представителство
comandament	командване
comandament	команда
comandament	командата
vora	ръба
vora	ръб
vora	границата
vora	граница
vora	гранична
xii	xii
cantant	певецът
cantant	певица
cantant	сингър
cantant	певец
cantant	пеенето
cantant	пея
cantant	пее
cantant	пеене
cantant	пеейки
existència	съществуването
existència	съществуване
llibertat	свобода
llibertat	либърти
llibertat	свобода
plantilla	шаблон
malaltia	болест
malaltia	болести
malaltia	заболяване
malaltia	заболявания
elemental	елементарен
elemental	елементарно
elemental	елементарна
elemental	начално
rius	реки
rius	реките
rius	ривърс
produeix	произвежда
michael	майкъл
tron	тронът
tron	трон
tron	трона
tron	престол
existeix	съществува
torneig	турнир
ambdós	двете
salut	здраве
salut	здравеопазване
salut	здравето
prou	достатъчно
crítica	критиката
crítica	критика
crítica	критики
crítica	критика
crítica	критиката
oficina	кабинет
oficina	офисът
oficina	офис
oficina	офиса
assassinat	убийства
assassinat	убийство
oficials	офицери
oficials	полицаи
marine	морски
marine	пехотинец
marine	морска
xiv	xiv
efectes	последици
efectes	въздействие
efectes	ефекти
efectes	ефект
hora	час
química	химия
estadi	стадион
estadi	стадиона
estadi	естадио
barranc	клисура
barranc	дере
hospital	болница
hospital	болницата
investigació	проучване
investigació	проучвания
investigació	изследване
investigació	изследвания
escacs	чес
escacs	шах
escacs	шахмат
protecció	защита
protecció	закрила
publicació	публикация
publicació	публикуване
publicació	post
publicació	публикация
publicació	публикуване
publicació	пост
construït	построени
construït	изградена
construït	построена
construït	построено
construït	построен
carta	carta
carta	писмо
carta	буква
foc	огън
foc	пожар
socialista	социалист
socialista	социалистическа
grècia	гърция
viatge	пътуване
viatge	пътешествие
viatge	трип
viatge	екскурзия
carlos	карлос
resistència	съпротива
resistència	резистентност
resistència	устойчивост
resistència	съпротивление
garcía	гарсия
garcía	гарсия
motor	двигатели
motor	двигател
expedició	експедиция
àmbit	полето
àmbit	поле
àmbit	зона
àmbit	площ
àmbit	област
àmbit	район
àmbit	обхват
colors	цветове
colors	цветове
sap	sap
constitució	конституция
constitució	конституцията
allà	там
federal	федерален
federal	федерално
federal	федерална
torres	торес
mur	стена
mur	стената
mur	уол
mur	mur
escoles	училища
escoles	школи
escoles	училищата
animal	животното
animal	животно
animal	животни
animal	животинска
animal	животински
ràdio	radio
ràdio	радиото
ràdio	радио
pierre	пиер
mètode	метод
memòria	спомен
memòria	памет
memòria	спомени
cara	фейс
cara	лицето
cara	лице
lletres	текстове
lletres	текст
quart	литър
quart	четвърта
quart	четвърто
quart	четвърти
actes	деяния
actes	актове
jugadors	играчи
cambres	покои
cambres	чеймбърс
quilòmetres	километри
quilòmetres	майлс
quilòmetres	мили
quilòmetres	километри
inventari	опис
inventari	инвентаризация
martin	мартин
martin	martin
blanca	бланка
missió	мисията
missió	мисия
concepte	понятие
concepte	концепция
polítiques	полици
polítiques	политики
rock	скала
rock	rock
rock	рок
rock	скали
rock	камък
pràctica	тренировка
pràctica	практика
anna	анна
anna	ана
setmana	седмицата
setmana	седмица
smith	смит
participació	участието
participació	участие
segueix	следвайте
vii	vii
mena	мена
futur	бъдеще
futur	бъдещ
futur	бъдещи
futur	бъдещето
futur	бъдеща
individual	индивидуален
individual	индивидуално
individual	индивидуална
individual	индивид
individual	индивидуални
britànica	британско
britànica	британци
britànica	британска
britànica	британец
britànica	британски
ciència	науката
ciència	наука
filosofia	философия
filosofia	философията
capità	капитане
bosc	уудс
bosc	форест
bosc	гора
bosc	горски
fórmula	формула
fundada	основана
fundada	основано
fundada	основан
verd	грийн
verd	зелено
verd	зелен
verd	зелена
verd	зелени
escena	сцена
pressió	напрежение
pressió	натиск
pressió	налягане
inicialment	първоначално
viena	виена
joseph	жозеф
joseph	джоузеф
joseph	йосиф
bgcolor	bgcolor
concentració	концентрация
classes	класи
classes	класовете
classes	класове
sortida	продукция
sortida	изход
sortida	излизане
sortida	изход
sortida	напускане
thomas	томас
thomas	тома
colònia	кьолн
colònia	колония
colònia	колонията
colònia	колонии
por	страх
ciclista	колоездач
fulles	листа
fulles	оставя
fulles	листата
arquitecte	архитект
règim	режим
medieval	средновековна
portal	портал
recursos	ресурси
creixement	израстване
creixement	растеж
creixement	ръст
establiment	учреждение
establiment	установяване
conflicte	конфликт
conflicte	конфликти
pedro	педро
assemblea	сглобяване
assemblea	събрание
tribus	племена
tribus	племената
polítics	политици
polítics	политиците
poesia	поезия
poesia	поезията
poesia	стихове
ferran	фердинанд
peter	петър
peter	питър
peter	петер
alfons	алфонсо
alfons	алфонс
vint	двадесет
mil	хиляда
conseqüència	следствие
conseqüència	последица
conseqüència	последици
conseqüència	последствия
conseqüència	последствие
regnat	царуването
catòlica	католическа
catòlica	католическо
catòlica	католик
catòlica	католици
catòlica	католичка
àrees	райони
àrees	зони
àrees	площи
àrees	области
pares	родители
pares	родителите
pares	бащи
naturals	натурални
naturals	естествени
naturals	естествена
naturals	естествен
amic	приятелка
amic	приятелю
amic	приятел
mont	връх
mont	хълм
mont	планина
mont	монтиране
mont	планината
mont	мон
irlanda	ирландия
contacte	контакт
contacte	контакти
louis	louis
louis	луи
louis	луис
seguit	последва
minuts	минути
cert	истина
cert	верни
cert	вярно
bronze	бронзова
bronze	бронз
bronze	бронзов
bronze	бронзови
actiu	активна
actiu	активно
actiu	активни
actiu	активен
dalt	горе
revolta	бунт
medicina	лекарства
medicina	медицина
medicina	лекарство
abu	абу
taller	работилница
taller	работилницата
taller	семинар
curs	курс
modern	модерно
modern	модерни
modern	модерна
modern	съвременно
modern	модерен
modern	съвременен
polònia	полша
combat	битка
líder	лидер
líder	водач
fundador	създател
fundador	основателят
fundador	основател
afegir	добави
afegir	добавяне
afegir	добавя
afegir	добавете
bèlgica	белгия
corrent	ток
corrent	текущ
corrent	текуща
corrent	текущи
corrent	настоящ
sola	сама
sola	сам
princesa	принцеса
títols	заглавия
títols	титли
vermell	ред
vermell	червена
vermell	червен
vermell	червени
vermell	червено
film	филм
film	лента
existeixen	съществуват
humà	човешка
humà	човешко
humà	човек
humà	човешки
vaixells	кораби
vaixells	лодки
vaixells	корабите
vaixells	кораби
coneguts	познати
límit	лимит
límit	граница
límit	ограничаване
límit	ограничение
galeria	галерия
flors	цветята
flors	цветя
https	https
acte	act
acte	акт
mal	мал
producte	продукт
producte	продукти
coses	неща
coses	нещата
coses	неща
coneixement	познаване
coneixement	знания
coneixement	познания
coneixement	знание
coneixement	познание
totalment	напълно
totalment	изцяло
totalment	напълно
tribu	племето
tribu	племе
raó	причина
estrella	звезден
estrella	звезда
germana	сестра
comuna	комуна
llevant	леванте
moviments	ходове
moviments	движения
moviments	движения
nov	ноември
boscos	гори
boscos	горите
alemanys	германци
alemanys	немци
alemanys	германците
comitè	комитет
comitè	комисия
províncies	провинции
finestres	windows
finestres	прозорци
finestres	прозорците
ronda	кръгла
ronda	кръгли
ronda	рунд
ronda	кръгло
ronda	кръг
morts	мъртви
morts	мъртва
morts	мъртъв
pista	коловоз
pista	писта
pista	пистата
usuaris	потребители
usuaris	потребителите
usuaris	ползватели
don	дон
monument	паметник
futbolista	футболист
reconeixement	признателност
reconeixement	благодарност
reconeixement	признание
reconeixement	признаване
reconeixement	разпознаване
tractament	третиране
tractament	лечение
tractament	обработка
palma	палма
figures	фигури
figures	цифри
miguel	мигел
santiago	сантяго
smithsonian	смитсониън
feina	работа
feina	йов
suècia	швеция
washington	уошингтън
washington	вашингтон
rosa	розово
rosa	розов
rosa	розова
rosa	розови
rosa	роуз
rosa	роза
rosa	розата
rosa	роза
rosa	роса
monuments	паметници
valors	ценности
valors	стойности
park	парк
park	park
religió	религията
religió	религия
continuació	продължение
continuació	продължаване
enllaç	връзка
enllaç	линк
tasca	задача
tasca	задачата
nacions	народи
nacions	нации
fundat	основана
fundat	основано
fundat	основан
obert	отворено
obert	отвори
obert	отваряне
documents	документите
documents	документи
policia	полиция
oposició	възражение
oposició	опозиция
oposició	противопоставяне
oposició	опозицията
tècniques	техники
digital	цифров
digital	дигитален
digital	цифрово
digital	цифрова
digital	цифрови
anònim	анонимни
anònim	анонимна
anònim	анонимен
anònim	анонимно
predecessor	предшественик
org	org
milà	милано
milà	милан
residència	пребиваване
residència	резиденция
arquebisbe	архиепископ
setge	обсада
quadre	масата
quadre	маса
quadre	масичка
quadre	таблица
conquesta	завоевания
conquesta	завоевание
torrent	торент
completament	напълно
autònoma	автономни
autònoma	автономна
stadium	стадион
stadium	стадиона
peça	коловоз
peça	писта
peça	пистата
llenguatge	езикът
llenguatge	езика
llenguatge	език
tecnologia	технология
tecnologia	технологии
lópez	лопез
lópez	лопес
porto	порто
propietats	имоти
propietats	свойства
entrenador	треньор
entrenador	треньорът
projectes	проекти
lliures	свободно
lliures	свободни
lliures	свободен
lliures	свободна
lliures	безплатни
lliures	безплатно
lliures	паунда
lliures	лири
dit	пръст
dit	пръста
proposta	предложение
clau	ключ
clau	ключа
clau	ключът
agricultura	отглеждане
agricultura	земеделие
agricultura	земеделието
agricultura	земеделие
relacionats	свързани
relacionats	свързан
relacionats	свързана
relacionats	свързано
espasa	сабя
espasa	мечът
espasa	меч
pèrdua	загуба
pèrdua	загуби
pèrdua	загубата
colspan	colspan
extensió	продължение
extensió	удължаване
extensió	разширение
varietat	разнообразие
varietat	сорт
varietat	разновидност
alexandre	александър
sang	кръвта
sang	кръв
guinea	гвинея
ponent	вестерос
venècia	венеция
internet	интернет
nacionals	граждани
sevilla	севиля
sevilla	севиля
oct	ост
oct	октомври
basc	баските
circuit	верига
simon	саймън
simon	симон
anàlisi	анализиране
anàlisi	анализи
anàlisi	анализ
abr	април
aspecte	аспект
resposta	отговори
resposta	отговор
feta	направена
feta	направено
feta	направен
feta	направени
feta	фета
hàbitat	местообитания
oficialment	официално
moscou	москва
periodista	журналист
periodista	журналистка
festes	почивки
festes	празници
terreny	терена
terreny	терен
terreny	терени
terreny	земя
operació	операцията
operació	експлоатация
operació	функциониране
operació	операция
fortalesa	крепостта
fortalesa	крепост
pirineus	пиринеите
internacionals	международно
internacionals	международен
internacionals	интернешънъл
internacionals	международни
internacionals	международна
blau	сини
blau	блу
blau	синьо
blau	син
blau	синя
roig	ред
roig	червена
roig	червен
roig	червени
roig	червено
millorar	подобри
millorar	подобряване
senyal	сигнал
difícil	трудно
difícil	труден
difícil	трудни
difícil	трудна
diputats	заместници
diputats	депутати
versions	версиите
versions	версии
històrica	историческа
històrica	исторически
històrica	историческо
dirigit	насочено
dirigit	насочени
metge	лекар
metge	лекар
metge	докторе
cadena	струнната
cadena	връв
cadena	низ
cadena	струна
cadena	верига
cadena	вериги
cadena	верижка
cadena	веригата
aliança	алианса
aliança	алианс
aliança	съюз
models	модели
models	образци
models	моделите
vaixell	кораб
vaixell	лодката
vaixell	лодка
vaixell	корабче
historiador	историк
lletra	текстове
lletra	текст
junta	дъска
junta	борд
junta	борда
junta	хунта
rafael	рафаел
presó	затворът
presó	затвор
presó	затвора
operacions	операции
royal	роял
royal	кралско
royal	кралска
royal	royal
royal	кралски
vist	видян
vist	виждал
vist	видяна
vist	видяно
localitat	местност
celebrar	празнуват
celebrar	празнуваме
aplicació	кандидатстване
aplicació	молба
aplicació	приложение
aplicació	прилагане
aplicació	заявление
obertura	отвор
obertura	откриване
obertura	отваряне
esdeveniments	събития
esdeveniments	мероприятия
esdeveniments	случки
categories	категории
amics	приятели
amics	friends
amics	приятелки
premsa	преса
premsa	натиснете
premsa	натисни
premsa	пресата
turó	хълм
turó	хил
turó	hill
parella	двойка
israel	израел
ocasions	поводи
black	черни
black	черно
black	черна
black	черен
concert	концерт
reforma	реформата
reforma	реформиране
reforma	реформи
reforma	реформа
simple	прост
simple	прости
simple	проста
simple	простичко
portes	вратите
portes	врати
idees	идеи
dimensions	размери
anteriorment	досега
parròquia	енория
parròquia	париш
parròquia	периш
excepte	освен
comunista	комунист
comunista	комунистическа
comunista	комунистически
exemples	примери
reserva	резервация
reserva	резерват
reserva	резерв
reserva	резерви
reserva	резерва
explica	обяснява
oli	нефт
oli	петрол
oli	олио
oli	масло
vídeo	запис
vídeo	видеоклип
vídeo	видео
provocar	провокира
provocar	провокират
dedicada	посветен
dedicada	посветена
dedicada	отдадени
dedicada	отдадена
autoritat	авторитет
autoritat	орган
autoritat	правомощия
compost	съединението
compost	съединение
inicial	начален
inicial	първоначален
inicial	първоначално
inicial	първоначална
forta	силни
forta	силен
forta	силно
forta	силна
econòmic	икономическа
econòmic	икономическо
econòmic	икономически
destacats	кичури
destacats	подчертава
darrera	последно
darrera	последен
darrera	последни
darrera	последна
expressió	изразяване
expressió	изражение
expressió	израз
accions	действия
accions	постъпки
accions	искове
imperial	имперски
càrrega	зареди
càrrega	натоварване
càrrega	зареждане
càrrega	товар
càrrega	товарене
càrrega	натоварване
càrrega	зареждане
descripció	описание
henry	хенри
para	пара
muhammad	мохамед
feb	февруари
abd	абд
dedicat	посветен
dedicat	посветена
dedicat	отдадени
dedicat	отдадена
lleis	закони
atenció	внимание
cavall	конче
cavall	кон
rectangular	правоъгълна
justícia	справедливост
justícia	правосъдие
justícia	правда
volia	издирван
volia	търсен
luxemburg	люксембург
fàbrica	фабрика
fàbrica	завод
fàbrica	фабриката
fernando	фернандо
diners	пари
diners	парите
béns	стоки
béns	блага
gas	бензин
gas	газове
gas	газ
presa	язовир
presa	плячка
populars	популярно
populars	популярен
populars	популярна
populars	популярни
nivells	нива
nivells	равнища
completa	пълна
completa	пълно
completa	завършен
completa	пълен
completa	завършено
flota	флотилия
flota	флота
flota	флот
branca	бранч
branca	клон
branca	клонче
branca	клонка
red	ред
red	червена
red	червен
red	червени
red	червено
paris	парис
paris	париж
culturals	културни
culturals	културен
culturals	културно
culturals	културна
daniel	даниел
daniel	даниъл
indica	указва
programes	програми
programes	програми
centres	центровете
centres	центрове
centres	центровете
centres	центрове
espanyols	испанци
planeta	планета
planeta	планетата
atacs	атакува
atacs	атентати
atacs	атаки
atacs	нападения
principat	княжество
habitual	обичайно
habitual	обичайното
municipals	общински
municipals	общинска
migdia	обяд
migdia	обед
migdia	пладне
fernández	фернандес
treballadors	работниците
treballadors	работници
solar	слънчево
solar	слънчева
solar	слънчеви
carrers	улиците
carrers	улици
instruments	инструменти
instruments	инструментите
nombres	числа
nombres	цифри
complex	комплекс
complex	комплексно
complex	сложни
complex	сложна
símbol	символ
pintures	рисува
pintures	бои
pintures	картини
pintures	картините
constant	постоянна
constant	постоянен
constant	константа
constant	постоянни
matar	убиване
matar	убивам
viii	виии
#aaa	#aaa
gestió	мениджмънт
gestió	управление
àcid	киселина
cossos	телата
cossos	тела
cossos	трупове
temporades	сезоните
temporades	сезони
crisi	кризата
crisi	кризи
crisi	криза
manca	липса
sants	светците
sants	светци
sants	светии
ali	али
ensenyament	преподаването
ensenyament	преподаване
montserrat	монсерат
ministeri	министерство
ministeri	министерството
giro	джиро
participants	участниците
participants	участници
baixes	долно
baixes	ниско
baixes	ниски
baixes	нисък
baixes	ниска
motius	причини
motius	мотивите
motius	мотиви
regional	регионален
regional	регионално
regional	регионални
regional	регионална
ascensió	издигане
ascensió	възнесение
necessitat	необходимост
necessitat	нужда
necessitat	потребност
possibilitat	възможност
complet	пълна
complet	пълно
complet	завършен
complet	пълен
complet	завършено
cardenal	кардинале
cardenal	кардинал
martínez	мартинез
martínez	мартинес
universal	универсален
universal	универсално
universal	универсална
universal	универсални
context	контекст
isabel	изабел
arcs	панделки
arcs	лъкове
die	умри
die	умирай
convent	манастир
jueus	евреите
jueus	евреи
bernat	бернард
bernat	бернар
bernat	бърнард
bernat	бернат
con	конус
cristians	християните
cristians	християни
derrota	поражение
derrota	победен
giovanni	джовани
noruega	норвегия
famós	прочут
famós	известни
famós	прочута
famós	известна
famós	известен
cambridge	кембридж
cambridge	кеймбридж
estudiants	студенти
estudiants	ученици
donant	даване
donant	донор
donant	дарител
doctor	лекар
doctor	докторе
espais	интервали
espais	помещения
espais	пространства
riera	поток
interpretació	тълкуване
interpretació	интерпретация
caiguda	есента
caiguda	падане
caiguda	есен
continua	продължава
aspectes	аспекти
basat	базирана
incloure	включват
incloure	включване
din	дин
document	документа
document	документът
document	документ
clara	клара
utc	utc
clàssica	класика
clàssica	класическо
clàssica	класически
clàssica	класическа
mínim	минимален
mínim	минимално
mínim	минимална
mínim	минимум
estàndard	стандартна
estàndard	стандарт
estàndard	стандартни
estàndard	стандартно
estàndard	стандартен
institucions	институциите
institucions	институции
representant	представителна
representant	представителен
representant	представително
representant	представителни
representant	представител
altura	ръст
altura	височина
organitzar	организираме
organitzar	организиране
escultura	скулптура
escultura	скулптури
urbà	урбано
roger	роджър
editor	редактор
agència	агенция
agència	агенцията
visió	зрение
visió	виждане
visió	визия
laterals	странично
laterals	страничен
international	международно
international	международен
international	интернешънъл
international	международни
international	международна
americans	американците
americans	американци
elegit	избрана
elegit	избрано
elegit	избрани
elegit	избран
esteve	стивън
diòcesi	епархия
musulmans	мюсюлманите
musulmans	мюсюлмани
gira	завъртане
gira	въртене
retorn	връщане
retorn	завръщане
nostra	ностра
concurs	конкурс
concurs	състезание
acceptar	приемане
acceptar	приеми
acceptar	приемете
acceptar	приемам
reacció	реакция
golf	голф
global	световно
global	глобална
global	глобален
global	глобални
global	глобално
directe	преки
directe	директна
directe	директно
directe	пряко
directe	директен
textos	текстове
marit	съпруг
terrestre	сухоземни
terrestre	земен
navarra	навара
rang	ранг
tractar	лакомство
tractar	почерпка
reus	реус
actuals	ток
actuals	текущ
actuals	текуща
actuals	текущи
actuals	настоящ
responsable	отговорни
responsable	отговорно
responsable	отговорен
responsable	отговорна
partida	мач
partida	гейм
partida	играта
partida	игра
capaç	способно
capaç	способен
capaç	способна
capaç	способни
pacífic	пасифик
matèria	материя
matèria	материята
arbre	трий
arbre	дървото
arbre	дръвче
arbre	дърво
florida	флорида
propis	собствен
propis	собствена
propis	собствено
propis	собствени
declarar	деклариране
declarar	обяви
declarar	декларира
cicle	цикъл
cicle	цикъла
llegenda	легендата
llegenda	легенда
llançament	стартиране
llançament	изстрелване
processos	процеси
processos	процесите
orient	ориент
donen	дан
similars	подобно
similars	подобен
similars	сходен
similars	подобна
similars	подобни
estrelles	звездички
estrelles	звездите
estrelles	звезди
notable	забележително
notable	забележителен
notable	забележителна
enviat	изпратена
enviat	изпратено
enviat	изпратен
enviat	изпратени
caixa	box
caixa	клетка
caixa	кутия
utilitzant	използвайки
estructures	структури
estructures	конструкции
estructures	постройки
ciutadans	граждани
ciutadans	гражданите
inicis	начала
signar	табела
signar	знак
guerres	войните
guerres	войни
femení	женско
femení	жена
femení	женски
femení	женска
generació	генериране
generació	поколение
survey	проучване
survey	анкета
survey	изследване
platja	beach
platja	плажът
platja	плаж
platja	бряг
platja	плажа
publicacions	постове
publicacions	публикации
pell	кожата
pell	кожа
invasió	инвазия
invasió	нашествие
invasió	нахлуване
all	чесън
eix	ос
eix	оси
eix	оста
papers	хартии
papers	документи
papers	вестници
fao	фао
casat	женени
casat	женена
casat	омъжена
casat	женен
àrabs	арабите
àrabs	араби
alegre	весел
ago	август
valign	valign
successió	наследяването
deixant	напускане
andorra	андора
aliats	съюзници
aliats	съюзниците
comptes	отчети
comptes	сметки
comptes	акаунти
pràcticament	практически
atenes	атина
nobel	нобелова
terrassa	терасата
terrassa	тераса
ermita	ермитажа
crist	христос
gèneres	жанрове
biografia	биография
biografia	биографията
pilot	пилот
pilot	пилотен
coalició	коалиция
coalició	коалицията
ambdues	двете
igualment	еднакво
arbres	дърветата
arbres	дървета
arbres	дръвчета
liberal	либерална
liberal	либерални
liberal	либерален
liberal	либерал
ulls	очи
ulls	очите
conservació	опазване
presidència	председателство
actuació	изпълнение
actuació	ефективност
usa	използване
usa	употреба
usa	използвайте
usa	сащ
usa	usa
documentació	документация
concerts	концерти
concerts	концертите
hongria	унгария
comunitats	общности
comunitats	общностите
plans	планове
artístic	артистична
artístic	художествена
artístic	артистичен
artístic	артистично
ducat	пловдивско
freqüència	честота
mètodes	методи
poques	няколко
poques	малцина
trajectòria	траектория
trajectòria	траекторията
sub	sub
sub	подводница
sub	подводницата
algú	някой
experiència	опитът
experiència	преживяване
experiència	опит
experiència	изживяване
xile	чили
zelanda	зеландия
esmenta	споменава
expansió	разрастване
expansió	разширяване
expansió	разширение
aeroport	летището
aeroport	летище
curt	кърт
curt	кратко
curt	къса
curt	кратка
curt	късо
curt	кратък
alumnes	студенти
alumnes	ученици
veïns	съседите
veïns	съседи
veïns	съседи
restaurant	ресторант
retornar	връщане
retornar	завръщане
representar	представляват
bellesa	красавица
bellesa	прелест
bellesa	красота
punta	съвет
punta	бакшиш
man	човече
man	човек
man	мъж
guitarra	китарата
guitarra	китара
tradicionals	традиционно
tradicionals	традиционен
tradicionals	традиционна
tradicionals	традиционни
democràtica	демократично
democràtica	демократичен
democràtica	демократични
democràtica	демократична
turquia	турция
turquia	пуйка
decisió	решението
decisió	решение
mesures	мерките
mesures	мерки
atlàntic	атлантик
atlàntic	атлантическа
selva	джунгла
selva	джунглата
instrument	инструмент
guàrdia	гард
guàrdia	пазач
esmentat	спомената
esmentat	споменато
esmentat	споменат
titular	заглавие
titular	титуляр
titular	притежател
titular	холдър
titular	притежателя
escrits	писания
elèctric	електрически
elèctric	електрическа
elèctric	електрическо
elèctric	електричество
advocat	адвокатка
advocat	адвокат
advocat	юрист
menors	непълнолетни
menors	малолетни
fruit	плодове
fruit	плод
ucraïna	украйна
solució	разтвор
solució	решение
eslovàquia	словакия
vent	вятърна
vent	вятър
vent	вятъра
primavera	пролетно
primavera	пролет
primavera	пролетта
tinent	лейтенант
grand	бона
grand	гранд
correu	mail
correu	поща
dinamarca	дания
desenvolupat	разработена
desenvolupat	развит
desenvolupat	разработени
desenvolupat	разработен
desenvolupat	развитите
desenvolupat	развита
vella	вела
aplicacions	приложения
aplicacions	заявления
aplicacions	молби
aplicacions	приложения
texas	тексас
relativament	сравнително
relativament	относително
badia	бей
badia	залив
badia	заливът
badia	bay
sicília	сицилия
breu	кратко
breu	кратка
mario	марио
ordres	команди
ordres	командите
ordres	нареждания
ordres	заповеди
ordres	поръчки
coordenades	координатите
coordenades	координати
banc	банк
banc	банката
banc	bank
banc	банка
aires	айрес
religiós	религиозни
religiós	религиозно
religiós	религиозен
religiós	религиозна
vehicles	возила
vehicles	автомобили
pintors	художниците
pintors	художници
districtes	райони
districtes	области
districtes	квартали
augment	увеличаване
augment	увеличение
augment	повишаване
augment	увеличи
ocell	птиче
ocell	бърд
ocell	птичка
ocell	птица
possessió	владение
possessió	обсебване
possessió	притежание
possessió	притежаване
conseller	съветник
persecució	преследване
persecució	преследвания
càrrecs	заряди
càrrecs	обвинения
científic	учен
carl	карл
oceà	океан
cònsol	консул
manté	поддържа
rebut	получено
rebut	получена
rebut	получен
rebut	получени
jardí	градински
jardí	градината
jardí	гардън
jardí	градинка
jardí	градина
nàpols	неапол
perú	перу
medalles	медали
medalles	медалите
autoritats	властите
autoritats	власти
autoritats	органи
registre	регистър
tribunal	съдът
tribunal	съд
tribunal	корт
mestres	преподаватели
mestres	учителите
mestres	учители
recorregut	турне
recorregut	обиколка
recorregut	тур
error	грешка
error	грешка
denominació	името
denominació	наименование
denominació	име
denominació	наименование
capítol	глава
realitza	изпълнява
malalties	болести
malalties	заболявания
malalties	болестите
dolça	сладък
dolça	мило
dolça	сладко
dolça	сладки
dolça	сладка
rosselló	русийон
castells	замъци
morí	умрял
morí	умряла
absis	апсида
joventut	младежта
joventut	младост
joventut	младеж
joventut	младостта
joventut	младежи
molí	мил
molí	мелница
artística	артистична
artística	художествена
artística	артистичен
artística	артистично
matemàtiques	математика
peus	крака
peus	краката
peus	крачета
decoració	украшение
decoració	украса
decoració	декорация
decret	декрет
decret	указ
decret	постановление
recentment	напоследък
recentment	наскоро
recentment	неотдавна
culte	култ
culte	секта
culte	боготворят
grecs	гърци
grecs	гърците
columna	колона
ebre	ебро
menjar	храни
menjar	храна
inclòs	включени
inclòs	включено
inclòs	включена
inclòs	включен
inclòs	включително
japonès	японско
japonès	японска
japonès	японци
japonès	японец
japonès	японски
noble	благородник
noble	благородни
noble	благородно
noble	благородна
noble	благороден
murs	стени
murs	стените
dotze	twelve
dotze	дванадесет
dotze	дванайсет
london	london
london	лондон
conferència	конференция
reconèixer	разпознае
xinès	китайци
xinès	китайска
xinès	китайско
xinès	китайски
xinès	китаец
columnes	колони
lluna	муун
lluna	луна
lluna	луната
institució	институция
tallers	семинари
ple	пълна
ple	пълни
ple	пълен
ple	пълно
cua	опашка
cua	опашката
cua	опашки
cua	опашка
cua	опашката
finestra	прозореца
finestra	прозорецът
finestra	прозорец
altes	преси
altes	опори
sèries	серия
sèries	поредица
sèries	сериал
sèries	серии
singh	синг
singh	сингх
rodríguez	родригес
rodríguez	родригез
franco	франко
moments	мигове
moments	моменти
corea	корея
png	png
ferrocarril	железница
ferrocarril	железници
ferrocarril	железница
ferrocarril	железопътен
bloc	блог
bloc	блок
bloc	блока
bloc	блокиране
bloc	блок
turisme	туризмът
turisme	туризъм
estany	езерце
estany	понд
definició	дефиниция
definició	определение
òrbita	орбита
òrbita	орбитата
condició	състояние
condició	състоянието
condició	условие
intenció	намерение
intenció	намерения
intenció	намерението
músic	музикант
nació	нация
