die	на
veld	поле
pogings	зусилля
pogings	спроб
pogings	спроби
moeilik	hard
moeilik	тяжко
moeilik	важкий
moeilik	складна
moeilik	важка
moeilik	жорсткий
moeilik	важко
moeilik	складно
moeilik	складне
vra	запитати
vra	питати
vra	запитувати
vra	попросити
vra	спитати
vra	ask
sweedse	швейцарський
sweedse	швейцарська
sweedse	шведська
heel	heel
heel	зовсім
heel	досить
vierkante	клітинки
vierkante	клітинок
vierkante	квадрати
hart	серце
ernstige	серйозне
ernstige	серйозно
ernstige	серйозні
ernstige	серйозна
ernstige	серйозний
besonder	особливо
chris	кріс
stelsels	систем
stelsels	systems
clemens	климент
clemens	клеман
clemens	клемент
getalle	числа
getalle	номери
getalle	цифри
getalle	число
getalle	кількість
getalle	номер
getalle	номера
vii	vii
politiek	політика
ondanks	незважаючи
klooster	монастир
agtergrond	тло
agtergrond	тла
kern	основний
kern	core
kern	ядро
troon	трун
joseph	джозеф
joseph	йосип
joseph	жозеф
joseph	йозеф
idee	idea
idee	ідея
idee	ідею
verdrag	договір
verdrag	договору
somerset	сомерсет
provinsies	стани
provinsies	штати
brand	fire
brand	вогнем
brand	вогонь
brand	пожежа
wêreldwyd	worldwide
wêreldwyd	глобальний
wêreldwyd	global
wêreldwyd	загальні
australiese	австралійська
australiese	австралійський
wiki	вікі
volume	гучність
tipiese	типові
tipiese	типова
tipiese	типовий
dekades	грунту
wellington	веллінгтон
streke	регіони
streke	регіонів
streke	регіонах
streke	областях
relatief	відносно
relatief	відносна
relatief	відносний
filosofie	філософія
godsdienstige	релігійна
godsdienstige	релігійні
pers	фіолетовий
pers	преса
pers	натиснути
pers	прес
pers	press
pers	бузкова
tydskrif	журнал
tydskrif	magazine
tydskrif	часопис
afgeneem	зменшено
provinsiale	провінційний
koop	купити
koop	придбати
kruis	хрест
kruis	хрестик
kruis	крос
voorkoms	вигляд
voorkoms	повторення
villiers	вільє
martin	мартін
vele	багато
vele	багатьох
literêre	літературна
literêre	літературні
literêre	літературний
verhuis	зворушений
verhuis	переїхала
verhuis	переїхали
verhuis	переїхав
saal	холл
saal	зал
saal	зали
saal	ратуша
saal	голл
saal	зала
spel	гра
spel	гри
spel	гру
spel	гри
sokker	футбол
bydrae	вклад
bydrae	внесок
litaue	литві
litaue	литви
litaue	литва
brug	міст
brug	місток
rand	ренд
rand	ребро
rand	край
rand	ребра
rand	edge
vlae	прапорці
vlae	прапори
monument	монумент
gelyk	дорівнює
gelyk	рівне
silwer	літр
silwer	фільтрування
silwer	срібла
silwer	срібло
silwer	silver
silwer	срібний
silwer	заповнення
silwer	заповнювати
silwer	заповнити
landbou	землеробство
voorwerp	object
natuur	природа
natuur	природня
stille	мовчать
stille	тихо
produkte	продукція
produkte	виріб
produkte	вироби
produkte	продукти
westerse	західний
westerse	західні
westerse	західна
vereniging	асоціації
vereniging	асоціація
seker	впевнений
seker	звичайно
seker	впевнені
verstaan	розумію
verstaan	розуміємо
verstaan	зрозуміти
verstaan	зрозуміла
komitee	комітету
komitee	комітет
eintlik	насправді
eintlik	взагалі
belangstelling	відсотки
belangstelling	зацікавлення
belangstelling	відсоткова
belangstelling	інтерес
belangstelling	вигода
ware	ям
bedank	вихід
bedank	вийти
griekeland	alcoa
griekeland	греції
griekeland	греція
iran	іран
iran	ірану
vrugte	фрукт
vrugte	фрукти
vrugte	плід
vrugte	плоди
vrugte	фруктові
gas	газова
gas	газу
gas	газ
gas	гостя
gas	гість
gas	guest
gas	гостем
stigter	творець
stigter	автор
stigter	створив
stam	root
stam	корінь
verlede	минулий
verlede	минулі
verlede	минуле
uiters	надзвичайно
akademie	академія
akademie	академії
aangewys	названої
aangewys	призначені
motor	рушій
motor	двигун
motor	автомобілем
motor	машина
motor	авто
motor	автомобіль
gesluit	закрита
gesluit	закрито
gesluit	закриті
gesluit	зачинено
eenvoudige	просту
eenvoudige	простий
eenvoudige	проста
eenvoudige	прості
eenvoudige	просте
grense	межі
grense	кордони
gekoop	платні
gekoop	придбаний
portugese	португальська
tradisie	традиція
tradisie	традиції
here	господь
here	господа
here	володар
here	лорд
kalifornië	каліфорнію
kalifornië	california
kalifornië	каліфорнія
royal	королівська
royal	royal
royal	королівський
royal	королівське
royal	рояль
kardinale	кардиналів
bevind	знаходить
bevind	виявить
bevind	знайде
egiptiese	єгипетський
egiptiese	єгипетська
publiseer	оприлюднити
publiseer	опублікувати
uitgereik	видала
uitgereik	виданий
uitgereik	випущено
ooreenkoms	угода
ooreenkoms	угоду
akademiese	академічна
akademiese	навчального
akademiese	академічний
gou	soon
gou	скоро
gesterf	помер
gesterf	померла
baan	доріжки
baan	трек
baan	композицію
baan	доріжка
baan	композиція
baan	стежити
anglo	англ
anglo	англо
vryheid	свобода
vryheid	свобода
last	останній
last	остання
last	останнє
samewerking	співпраця
samewerking	співпраці
samewerking	співробітництво
samewerking	співпрацю
argentinië	аргентині
argentinië	аргентина
argentinië	аргентини
skilder	малювання
skilder	картина
skilder	живопис
stedelike	урбан
stedelike	міський
produksie	продакшн
produksie	виробництво
produksie	продукція
sondag	неділя
messier	мессьє
messier	месьє
prix	prix
prix	прі
geheel	цілу
geheel	цілий
geheel	ціла
brief	лист
brief	літера
brief	листі
viii	viii
woordeboek	словник
ton	тонна
bewoners	мешканців
nes	гніздо
geslaag	пройшов
geslaag	пройдено
geslaag	передано
geslaag	перейшов
geslaag	минули
spaans	іспанською
spaans	іспанської
spaans	іспанська
samelewing	суспільство
samelewing	товариства
samelewing	товариство
samelewing	громада
samelewing	спільнота
samelewing	спільноти
huise	земляк
huise	домівки
huise	будинки
huise	будинків
huise	будинках
huise	доми
huise	будинки
huise	будинків
huise	домів
joubert	жубер
gevolglik	остаточні
gevolglik	отриманий
gevolglik	остаточна
midde	середня
midde	посередині
midde	середньої
midde	середина
midde	середній
midde	середина
midde	середини
aangekondig	заявила
aangekondig	оголосив
aangekondig	оголошені
aangekondig	оголосили
publiek	публічний
publiek	громадське
publiek	паблік
publiek	відкритий
publiek	публічна
publiek	громадського
turkye	туреччина
godsdiens	релігія
godsdiens	релігії
era	епоха
golf	хвиля
natuurlik	курс
natuurlik	майданчик
omstandighede	обставин
omstandighede	обставини
mooi	прекрасні
mooi	красивий
mooi	красива
mooi	красиві
geboorte	народження
oorleef	пережити
oorleef	виживають
oorleef	вижити
predikante	духовенство
predikante	священики
direk	пряма
direk	прямий
direk	direct
direk	прямі
verwant	схожі
redakteur	редактор
gregorius	ґреґорі
gregorius	григорій
gregorius	грегорі
ontdekking	відкриття
ontdekking	знахідка
wilhelm	вільгельм
bietjie	маленька
bietjie	маленький
bietjie	маленькі
amsterdam	амстердам
kaptein	капітан
verwysings	посилання
voorstad	передмістя
siekte	хвороби
siekte	хвороба
siekte	захворювання
siekte	хвороба
bywoning	приїзд
professionele	фахівець
professionele	професійний
professionele	професіонал
professionele	professional
professionele	професійні
onderskeidelik	відповідно
mediese	медичних
mediese	медичний
mediese	medical
mediese	медична
mediese	медичні
uitvoerende	виконавчий
getrou	одружені
getrou	заміжня
getrou	одружена
getrou	заміж
getrou	одружений
stuk	шматок
stuk	інсталяція
stuk	фігуру
kolonies	колонізація
toegang	доступ
hof	судові
hof	суд
phil	філ
bank	банк
teken	намалювати
teken	малювати
teken	роздати
teken	нічия
teken	підписати
teken	знак
skaars	навряд
skaars	ледве
skaars	рідкісна
skaars	рідкісні
skaars	рідкісний
skaars	рідкість
skaars	рідкісне
ooit	ever
gedra	поводитись
gedra	поводитися
gedra	borne
gesag	авторитет
gesag	правом
ensiklopedie	енциклопедія
ierse	ірландський
ierse	irish
ierse	ірландська
suster	сестра
andré	андре
piet	піт
myl	кілометрів
myl	миля
eens	once
gebeure	події
tegnologie	технологія
tegnologie	технології
verby	beyond
verby	поза
verby	пройшов
verby	пройдено
verby	передано
verby	перейшов
verby	минули
mitologie	міфологія
marais	маре
christus	христос
christus	christ
christus	христа
portugal	португалії
portugal	португалія
toekenning	нагорода
afsonderlike	окреме
afsonderlike	відокремити
vliegtuig	літаком
vliegtuig	літак
vliegtuig	літак
vliegtuig	площина
vliegtuig	літак
vliegtuig	літаків
vliegtuig	авіаційна
gode	боги
gode	олімпійці
minste	найменш
minste	найменше
frederik	фредерік
frederik	фредерік
genaamd	названий
genaamd	назвали
genaamd	названо
onderkant	внизу
onderkant	знизу
vas	фірмі
vas	фірми
vas	фірма
manlike	чоловічий
manlike	самець
manlike	чоловічі
manlike	чоловіча
toegeneem	зросли
toegeneem	збільшили
mars	марс
mars	mars
beaufort	бофор
hande	рук
hande	руками
hande	руки
kompetisie	змагання
kompetisie	конкурс
kompetisie	євробачення
privaat	приватно
privaat	несвідомо
privaat	приватні
privaat	приватна
privaat	особисте
privaat	приватний
dialekte	діалектів
aktief	прикметник
aktief	активна
aktief	активні
aktief	активне
aktief	активним
aktief	активний
aktief	знахідний
aktief	заняття
aktief	діяльності
aktief	діяльність
abraham	авраам
abraham	абрахам
partye	вечірок
partye	вечірки
partye	партій
dinge	things
dinge	речі
dinge	речей
benedictus	бенедикт
eindig	завершується
eindig	завершує
eindig	закінчується
eindig	завершується
eindig	кінець
eindig	закінчується
eindig	остаточний
tegniese	технічні
tegniese	технічна
tegniese	технічний
nag	ночі
nag	ніч
karakters	символів
karakters	персонажі
karakters	ієрогліфи
karakters	літери
karakters	символи
hans	ганс
bedek	крейдяний
bedek	обкладинки
bedek	охоплює
bedek	обкладинок
koue	холодні
koue	холодна
koue	холод
koue	холодно
koue	холодний
graaf	граф
argitektuur	архітектура
via	via
via	віа
via	через
metode	метод
frank	франк
frank	френк
frank	френку
bespreek	книжка
bespreek	книжечки
bespreek	книга
bespreek	книги
bespreek	обговоримо
bespreek	обговорювати
bespreek	обговорити
bespreek	обговорення
bespreek	резервна
bespreek	резерв
bespreek	резервний
bespreek	заповідник
ben	бене
ben	бен
ben	ben
redes	причини
eenhede	одиниці
droë	сухий
droë	суха
droë	сухо
droë	сухе
droë	сухі
bestudeer	вивчення
bestudeer	навчання
beset	зайнятого
beset	зайняте
beset	зайнято
olie	олива
olie	олія
olie	нафта
spelers	гравців
spelers	гравці
twaalf	дванадцять
sekretaris	секретар
federasie	федерація
stof	пил
kommersiële	комерційне
kommersiële	комерційного
kommersiële	комерційні
kommersiële	комерційна
kommersiële	комерційний
primêre	основний
primêre	основне
primêre	основна
jode	жиди
jode	євреї
jode	євреїв
persiese	перська
helder	яскраві
helder	яскраве
helder	яскрава
helder	зійшла
rio	ріо
dam	гребля
toekoms	майбутнє
boonste	вгорі
boonste	верхня
boonste	верхні
boonste	верхній
grootliks	значно
duisende	тисячі
polisie	поліція
geslag	родами
geslag	стать
geslag	статі
geslag	гендерна
geslag	стать
geslag	секс
geslag	sex
graf	могили
graf	могила
graf	могилу
besoekers	відвідувачів
besoekers	відвідувачі
air	air
air	повітряна
air	повітря
item	елемент
volwasse	зріла
kies	вибір
kies	виберіть
kies	вибрати
kies	позначити
duitsers	німці
korea	корея
korea	кореї
basiese	основи
basiese	базові
basiese	базове
basiese	основні
basiese	базовий
basiese	основний
benodig	need
benodig	треба
benodig	потрібно
benodig	потреби
benodig	потреба
benodig	потрібен
benodig	необхідні
benodig	необхідне
benodig	необхідний
broers	браття
broers	брати
komponis	композитор
komponis	редактор
kunstenaar	художниця
kunstenaar	митець
kunstenaar	виконавець
kunstenaar	художник
germaanse	германські
vermoë	здатність
vermoë	можливість
mond	рот
mond	рота
unesco	юнеско
united	united
united	юнайтед
paulus	пол
paulus	пауль
paulus	павло
house	хати
house	будинок
leerders	учням
leerders	учнів
leerders	учні
geskiedkundige	історична
geskiedkundige	історичне
geskiedkundige	історичні
gunste	послуга
gunste	ласку
aktiwiteite	заняття
aktiwiteite	діяльності
aktiwiteite	діяльність
aktiwiteite	події
aktiwiteite	подію
aktiwiteite	події
aktiwiteite	подією
aktiwiteite	подія
konflik	конфлікт
gemeenskaplike	спільними
gemeenskaplike	поширені
gemeenskaplike	спільне
gemeenskaplike	загальні
gemeenskaplike	common
inkomste	вклади
inkomste	прибуток
inkomste	дохід
inkomste	прибутки
inkomste	прибуток
inkomste	дохід
hulself	самих
hulself	суспільством
karoo	карру
ken	знаю
ken	знати
ken	know
ken	знайома
ligte	світлі
ligte	світле
ligte	light
ligte	світло
ligte	світлий
ligte	невеликими
ligte	легке
dirk	дірк
erfenis	спадщина
mosambiek	мозамбіку
bladsye	сторінки
bladsye	сторінок
heelal	всесвіт
verdwyn	сховався
verdwyn	пропаде
verdwyn	зникнути
verdwyn	зникають
geskei	відокремлених
geskei	розійшлися
geskei	розділені
geskei	розлучена
hoek	кут
blomme	квіти
tuiste	живі
johann	йоганн
johann	йоган
verwante	схожі
sport	спорт
sport	спорт
sport	спортивні
sport	спорту
selfstandige	самостійна
selfstandige	незалежні
selfstandige	незалежна
selfstandige	незалежний
selfstandige	незалежне
onderneming	корпорація
onderneming	підприємство
onderneming	підприємства
onderneming	enterprise
tempel	храму
tempel	храм
beroemde	celebrity
beroemde	знаменитості
twintig	двадцять
twintig	двадцяти
berig	публікації
berig	історія
berig	сюжет
berig	розповідь
berig	публікація
ford	форд
ford	ford
jongste	останній
jongste	остання
jongste	останнє
jongste	останні
jongste	остання
berge	гори
literatuur	література
lange	ланге
tabel	стіл
tabel	столик
tabel	таблиця
tabel	таблиці
speler	гравця
speler	програвач
speler	гравець
kommunistiese	комуністичний
kommunistiese	комуністична
daniel	daniel
daniel	даніел
daniel	даніель
daniel	деніел
daniel	данило
sokkerspeler	футболіст
prent	picture
prent	зображення
prent	картинка
prent	фото
prent	зображення
prent	природа
prent	природня
vraag	запитання
vraag	питання
eric	ерік
voel	feel
voel	відчуваю
voel	відчути
voel	почувається
voel	відчувається
voel	почуття
voel	відчуття
voel	передчуття
optrede	поведінка
optrede	поведінка
optrede	здійсненні
optrede	проведемо
blad	сторінку
blad	сторінка
blad	сторінки
blad	пейдж
outonome	автономна
outonome	автономний
letters	листи
letters	літер
letters	літери
reaksie	реакція
opvoedkundige	освітня
opvoedkundige	навчальна
opvoedkundige	освітні
opvoedkundige	навчальних
vliegtuie	літак
vliegtuie	літаків
vliegtuie	авіаційна
effens	навряд
effens	ледве
effens	божественний
effens	трошки
effens	трохи
vaste	звільнять
vaste	тверде
vaste	жорсткий
soria	сорія
fokus	фокус
fokus	фокусування
fokus	focus
been	кістка
geklassifiseer	оголошення
geklassifiseer	класифікованих
reëls	правила
reëls	лінії
reëls	рядками
reëls	рядків
reëls	лініями
reëls	рядки
geweier	відмовились
geweier	відмовилися
geweier	відхилено
geweier	відхилити
verduidelik	поясніть
verduidelik	пояснити
verduidelik	пояснення
teater	театрі
teater	театр
teater	театр
jacques	жак
besef	уважним
gevaar	небезпека
gevaar	небезпеки
gevaar	небезпеці
kroon	корону
kroon	корона
kroon	корони
ingestel	представила
ingestel	познайомила
ingestel	представив
finland	фінляндія
finland	фінляндії
altesaam	для
presies	саме
presies	точне
presies	точні
presies	точна
presies	точний
beplan	запланована
beplan	заплановано
beplan	запланований
beplan	заплановане
carl	карл
produk	добуток
produk	продукт
produk	товар
gewig	вагу
gewig	вага
vallei	долина
hede	сьогодення
hede	подарунок
hede	теперішній
hede	присутні
hede	присутня
nader	ближче
enjin	рушій
enjin	двигун
adam	адам
oom	дядько
oom	дядечко
oom	дядя
klank	sound
klank	звук
profiel	профілю
profiel	профіль
bygedra	пропонував
sosialistiese	соціалістична
taak	задачу
taak	завдання
taak	задачі
mere	озер
mere	озера
ondersteuning	підтримка
ondersteuning	підтримую
ondersteuning	підтримати
administrasie	адміністрація
administrasie	адміністрації
administrasie	адміністрування
minute	хв
minute	хвилин
minute	хвилини
oprigting	будівництво
oprigting	будівництва
biblioteek	бібліотеку
biblioteek	бібліотека
biblioteek	бібліотеки
kandidaat	кандидат
suksesvolle	успішно
suksesvolle	успішне
suksesvolle	вдало
suksesvolle	успішний
suksesvolle	вдалась
toepassing	програми
toepassing	програма
toepassing	застосунок
toepassing	додаток
toepassing	застосунок
toepassing	додаток
toegepas	застосування
toegepas	застосовано
toegepas	звернулася
versterk	зміцнити
eet	їли
eet	їм
eet	їсти
straat	стріт
straat	вулиця
motors	автомобілі
motors	автомобілем
motors	автомобілі
motors	тачки
litause	литовська
litause	литовський
angola	анголи
angola	монголії
parameter	параметр
christiaan	християни
christiaan	християнин
christiaan	крістіан
christiaan	християнський
christiaan	християнська
maatskaplike	соціальне
maatskaplike	соціальні
maatskaplike	соціальна
maatskaplike	соціальний
suiwer	чисте
suiwer	чисті
suiwer	чиста
suiwer	чистих
getoon	висловив
getoon	висловили
wikimedia	wikimedia
sesde	шість
sesde	шестеро
oxford	оксфорд
hongarye	угорщини
hongarye	угорщині
hongarye	угорщина
getref	удар
getref	хіт
getref	влучити
getref	зачепив
getref	вдарив
temperature	температури
temperature	температура
washington	washington
washington	вашингтон
washington	вашингтона
kat	кіт
kat	кішка
ere	честь
ere	шанувати
ere	вшанування
vereis	потрібен
vereis	необхідні
vereis	необхідне
vereis	необхідний
hout	вуд
hout	деревина
hout	лісова
skerp	гострий
skerp	гострі
sydney	сідні
stroom	подача
stroom	годувати
stroom	стрічці
stroom	стрічка
stroom	подачу
stroom	потік
stroom	струмок
dier	тварини
dier	тварина
dier	animal
rig	пряма
rig	прямий
rig	direct
rig	прямі
vry	вільна
vry	безкоштовне
vry	вільний
vry	безкоштовно
vry	вільно
wiskundige	математична
wiskundige	математичних
wiskundige	математичний
wiskundige	математичні
arabies	арабські
arabies	арабська
uitgebeeld	illustrated
vervaardiger	виготовлено
vervaardiger	виробник
vervaardiger	продюсер
vervaardiger	виробник
betrekking	відношення
wette	законів
wette	закони
kimberley	кімберлі
kritiek	критична
kritiek	критичні
kritiek	критичний
letter	лист
letter	літера
letter	листі
alfred	альфред
deelstate	стани
deelstate	штати
boer	джек
onderrig	освіта
onderrig	освіти
onderrig	education
harry	гаррі
harry	гарі
voordeel	перевагу
voordeel	перевага
voordeel	перевагою
voordeel	користь
verskille	відмінностей
verskille	відмінності
gees	gees
gees	колорит
gees	дух
gees	spirit
toets	перевірка
toets	перевірити
toets	test
toets	тест
toets	тестування
toets	випробування
tropiese	тропічний
tropiese	тропічні
kontak	контакт
kontak	контактна
aangepas	власний
aangepas	особлива
aangepas	нетипові
aangepas	індивідуально
aangepas	нетиповий
vriende	друзями
vriende	друзів
vriende	друзі
union	union
union	союз
union	юніон
gelys	зазначив
gelys	перелічені
gelys	зазначає
les	лез
les	ле
les	лес
les	лесь
les	леслі
jack	джек
tsaar	цар
burgerlike	civic
aanvalle	приступ
aanvalle	атакує
aanvalle	напади
aanvalle	атаки
font	шрифт
botswana	ботсвани
aangewend	застосування
aangewend	застосовано
aangewend	звернулася
televisie	телебачення
gevoer	виключено
dadelik	негайно
dadelik	одразу
dadelik	відразу
maal	множення
omring	оточують
omring	оточили
wiskunde	математика
wiskunde	математика
wiskunde	математичний
wiskunde	математичні
wiskunde	математики
onderteken	шифрування
onderteken	підписати
onderteken	знак
voorganger	попередник
sending	місія
american	американський
american	американець
american	американські
american	американська
american	американської
nelson	нельсон
verbied	відмовити
marie	марі
islamitiese	ісламський
wysig	edit
wysig	редагувати
wysig	правка
wysig	змінити
wysig	зміна
wysig	змінити
wysig	зміна
wysig	change
wysig	змінити
oorloë	війн
oorloë	війни
hoogtepunt	підсвічування
hoogtepunt	виділити
kanaal	канал
kanaal	канал
kanaal	каналом
kanaal	channel
kanaal	каналу
vergelyk	порівняння
vergelyk	порівняти
vergelyk	порівнювати
vergelyk	порівняйте
maksimum	макс
maksimum	максимальний
maksimum	максимальне
maksimum	максимальна
maksimum	максимум
fisiese	фізична
fisiese	фізичні
fisiese	фізичне
dokumente	документи
betref	стосується
veldtog	кампанії
veldtog	похід
veldtog	кампанія
hare	шерсть
hare	волосся
tekste	тексти
tekste	текстів
gehoor	аудиторію
gehoor	аудиторія
gehoor	аудиторії
gehoor	глядачі
gehoor	слух
toeriste	туристичний
toeriste	туристичні
toeriste	турист
toeriste	туристичне
toeriste	туристів
toeriste	туристи
bynaam	псевдонім
bynaam	прізвисько
planne	плани
gedwing	примусово
gedwing	змусили
gedwing	вимушена
joernalis	журналіст
werklikheid	реальність
werklikheid	реаліті
instituut	інститут
gedefinieer	визначений
gedefinieer	визначена
gedefinieer	визначені
gedefinieer	визначено
gedefinieer	визначається
direkte	пряма
direkte	прямий
direkte	direct
direkte	прямі
naaste	найближчий
naaste	найближча
naaste	найближчу
naaste	найближчий
naaste	найближчі
vervaardiging	виробництво
karl	карл
turkse	турецька
turkse	турецький
turkse	турецькою
turkse	турецькі
programme	додатки
programme	програми
programme	програми
programme	показує
tipies	зазвичай
strand	пляжний
strand	біч
strand	пляж
strand	рено
gram	грамів
gram	грам
gram	грамів
nicolaas	миколай
nicolaas	ніколас
nicolaas	миколая
bewyse	докази
chili	чилі
beskerming	захист
nommer	число
nommer	кількість
nommer	номер
nommer	номера
video	відео
video	відеозапис
gebruiker	користувача
gebruiker	користувач
voedsel	харчування
voedsel	їжа
prinses	принцеса
prinses	princess
passasiers	пасажири
passasiers	пасажирів
passasiers	пасажир
ngc	миші
ngc	мишей
ngc	ngc
brits	британці
brits	британська
brits	британські
brits	british
brits	англієць
lodewyk	людовик
lodewyk	луї
lodewyk	луїс
stap	крок
stap	кроком
leiers	лідерство
leiers	лідерства
leiers	лідери
leiers	лідерів
angeles	анджелесі
angeles	анджелес
tuin	садку
tuin	садок
tuin	сад
jonger	вооз
jonger	молодша
jonger	молодший
jonger	молодшою
jonger	молодше
toestande	умови
industriële	промислові
industriële	промислова
industriële	промисловий
redelik	ярмарок
redelik	справедливо
redelik	справедлива
redelik	справедливий
spoed	швидкість
halfrond	півкулі
friedrich	фрідріх
bal	кулька
bal	бал
aparte	окреме
aparte	відокремити
verkiesings	вибори
belgiese	бельгійські
belgiese	бельгійський
instellings	форматування
sendeling	місіонерська
hoeveelhede	доз
gemeenskappe	громад
vreemde	невизначене
sing	співає
sing	спів
sing	співати
sing	співає
uitgebreide	розширені
uitgebreide	розширена
uitgebreide	розширений
miskien	maybe
miskien	можливо
rekord	записати
rekord	записувати
rekord	рекорд
rekord	запис
suksesvol	успішно
suksesvol	успішне
suksesvol	вдало
suksesvol	успішний
suksesvol	вдалась
suksesvol	успішно
suksesvol	успіх
oekraïne	україна
oekraïne	україні
permanente	постійний
bande	стосунку
stert	хвіст
geldeenheid	валюта
geldeenheid	валюту
geldeenheid	валюти
skade	травми
skade	ушкоджень
skade	ушкодження
skade	травм
skildery	малювання
skildery	картина
skildery	живопис
otto	отто
bedoel	означала
bedoel	призначений
bedoel	розміщені
bedoel	призначено
bedoel	означають
bedoel	середнє
begrip	розуміючи
begrip	взаєморозуміння
begrip	розуміння
innocentius	невинних
innocentius	невинні
innocentius	невинний
bekendheid	славу
bekendheid	слави
encyclopaedia	encyclopaedia
valign	valign
bydraes	внески
bydraes	внесок
more	завтра
more	tomorrow
more	morning
more	ранку
more	ранок
more	утро
pryse	ціни
beëindig	завершилась
beëindig	завершити
beëindig	кінець
beëindig	закінчити
beëindig	закінчиться
beëindig	закінчення
als	усі
als	всі
als	все
als	всіх
switserse	швейцарський
switserse	швейцарська
hoogs	згори
hoogs	вгорі
hoogs	топ
hoogs	верхній
hoogs	найпопулярніші
hoogs	зверху
toekennings	нагороди
hang	висить
hang	висіти
konsep	чернетку
konsep	чернетка
konsep	чернетки
fase	етапу
fase	фаза
fase	фазу
fase	фази
nabygeleë	поблизу
nabygeleë	поруч
tradisioneel	традиційними
tradisioneel	традиційний
tradisioneel	традиційні
tradisioneel	традиційна
tradisioneel	традиційне
onderwerpe	теми
onderwerpe	тем
gedrag	поведінка
gedrag	поведінка
elektroniese	електронне
elektroniese	електронні
elektroniese	електроніка
elektroniese	електронна
elektroniese	електронний
dankie	дякую
dankie	дякуємо
coastal	берегова
inval	вторгнення
inval	рейд
bisantynse	візантійська
jupiter	юпітер
stasie	станція
stasie	станції
stasie	вокзал
parlementêre	парламентська
sagteware	програмний
sagteware	програми
sagteware	застосунок
apostoliese	апостольська
breek	break
breek	перерва
breek	розбити
breek	розрив
breek	перерви
chicago	чикаго
kamer	кімната
kamer	кімнату
samesteller	конструктори
samesteller	композитор
samesteller	редактор
verwag	очікується
verwag	очікували
verwag	очікувана
verwag	очікувані
verwag	очікувалося
medalje	медаль
verwoes	знищить
verwoes	знищити
matt	мет
matt	метт
eiers	яйця
eiers	яєчка
plase	господарствах
ondernemings	ініціатив
ondernemings	ініціативи
ondernemings	підприємств
ondernemings	підприємства
elaine	елейн
stephen	стівен
stephen	степан
julle	тобою
julle	ви
julle	ти
julle	тебе
verwerp	відкинуто
verwerp	відмовив
verwerp	відхилено
verwerp	випускають
verwerp	відкинути
verwerp	відмовити
verwerp	відхилити
verwerp	відхилити
verwerp	скасувати
verwerp	відкинути
verwerp	відмовились
verwerp	відмовилися
verwerp	відхилено
verwerp	відхилити
vereer	присвяченої
digitale	цифрове
digitale	digital
digitale	цифрова
digitale	цифровий
standbeeld	статуя
tak	гілка
bloed	кров
bloed	blood
kans	шанс
kans	вірогідність
antwoord	відповідь
antwoord	відповісти
antwoord	відповідь
roete	маршрут
spoorlyn	залізнична
spoorlyn	залізниця
oorgedra	перенесені
oorgedra	перевели
finale	фінал
finale	остаточний
finale	final
nasie	держава
nasie	нації
nasie	нація
effek	ефект
wentelbaan	орбіта
gratis	вільна
gratis	безкоштовне
gratis	вільний
gratis	безкоштовно
gratis	вільно
vermoedelik	імовірно
del	делавер
heer	кінг
heer	король
heer	цар
konings	королі
goedgekeur	підтверджено
goedgekeur	затверджено
oplossing	розчин
oplossing	вирішення
daaropvolgende	наступні
nazi	нацистів
onlangs	недавно
onlangs	нещодавно
grys	сірий
grys	сірі
grys	зернистий
grys	сіра
grys	сірий
grys	грей
publikasies	публікаціях
grey	сіра
grey	сірий
grey	грей
samestelling	будова
samestelling	композиція
fifa	fifa
fifa	фіфа
anne	анн
anne	анна
uitsondering	виняток
uitsondering	винятки
uitsondering	виключення
bene	кістки
bene	кісточки
bene	бене
kongo	конго
hotel	готель
bygevoeg	додано
bygevoeg	додані
besonderhede	відомості
besonderhede	подробиці
besonderhede	деталі
aangeval	агресію
aangeval	напали
liberale	ліберальна
onderwyser	викладач
onderwyser	вчителю
onderwyser	вчитель
onderwyser	учитель
onderwyser	вчителька
skilderye	картини
skilderye	картин
bar	баварська
bar	баварський
bar	bar
bar	бар
bar	смужка
gelaat	ліворуч
gelaat	ліва
gelaat	лівий
gelaat	зліва
orrel	орган
organisasies	організації
organisasies	організацій
deursnee	діаметр
weergawes	версії
weergawes	версій
heidelberg	гайдельберг
road	дорожні
road	дорога
cambridge	cambridge
hill	пагорб
hill	хілл
hill	hill
hill	гілл
distrikte	райони
holland	голландії
holland	голландія
fees	festival
fees	фестиваль
apartheid	апартеїд
onthou	згадувати
onthou	згадуючи
toekomstige	майбутнє
goedere	товари
francois	francois
reël	правило
wyd	широкий
wyd	широка
dvd	dvd
vriend	другові
vriend	другом
vriend	друг
vriend	подруга
vriend	друга
ervaar	досвід
jacob	якоб
jacob	джейкоб
jacob	яків
frankfurt	франкфурт
unieke	унікальний
unieke	унікальне
unieke	унікальні
aand	вечір
aand	вечірня
aand	вечірній
aand	ночі
aand	ніч
hanteer	керує
hanteer	винести
teenwoordig	сьогодення
teenwoordig	подарунок
teenwoordig	теперішній
teenwoordig	присутні
teenwoordig	присутня
hoofkwartier	штаб
walter	волтер
walter	вальтер
indo	індо
situasie	ситуацію
situasie	ситуація
situasie	становище
situasie	ситуації
direkteur	режисер
direkteur	директор
opvoeding	освіта
opvoeding	освіти
opvoeding	education
sigbaar	видима
sigbaar	видимий
sigbaar	видно
sigbaar	видимі
onttrek	відмовитись
mpumalanga	мпумаланга
