substrat	substraatti
mixt	sekoitettu
abel	abel
mod	mod
copiar	kopiointi
formals	muodollista
formals	muodollinen
formals	muodolliset
caracas	caracas
pelegrinatge	pyhiinvaellus
convocatòria	kutsu
convocatòria	soita
convocatòria	puhelu
bombai	bombay
bombai	mumbain
cher	cher
escàndol	skandaalin
escàndol	skandaali
léon	léon
làmines	lakanat
bucarest	bukarestin
concursos	kilpailut
concursos	kilpailuihin
concursos	kilpailuja
concursos	kilpailut
concursos	kilpailujen
concursos	kilpailuja
ling	ling
blaus	blues
américa	américa
polinomi	polynomi
espases	miekat
reg	kastelu
serbis	serbien
regal	lahja
regal	lahjaa
regal	lahjan
seleccionat	valittu
seleccionat	valittuna
seleccionat	valitut
seleccionat	valittiin
croat	kroatia
croat	kroatian
yahya	yahya
diploma	tutkinto
diploma	diplomi
metz	metz
matt	matt
matt	matti
batejat	kastettu
abi	abi
sortides	tuotokset
sortides	poistuu
supervisió	valvontaa
supervisió	valvonta
progressiu	asteittain
progressiu	asteittainen
bots	botit
poderosos	voimakasta
poderosos	voimakkaita
poderosos	voimakas
deep	syvälle
deep	syvällä
deep	syvä
deep	syvät
deep	deep
botó	painike
botó	painiketta
botó	nappi
plens	täyden
plens	täys
plens	täydet
plens	täysi
plens	täynnä
ulster	ulsterin
calvo	kalju
calvo	calvo
armand	armand
hampshire	hampshire
seques	kuivattu
seques	kuivatut
veterans	veteraanien
julián	julian
julián	julianin
agut	diskantti
guàrdies	vartijoita
guàrdies	vartijat
bridge	bridge
bridge	komentosilta
bridge	sillan
bridge	silta
vuitena	kahdeksas
dijous	torstai
dijous	torstaina
baby	kulta
baby	vauva
baby	beibi
baby	muru
reyes	reyes
mercader	kauppias
mercader	kauppiaan
vestíbul	aulaan
vestíbul	aulassa
vestíbul	aula
nomenats	nimitti
nomenats	nimitetty
nomenats	nimetyt
gala	gaala
cabana	mökki
cabana	mökin
johns	johns
extensions	laajennukset
darmstadt	darmstadt
integrats	integroitu
integrats	integroidut
cilindre	sylinterin
pesos	painot
inquisició	inkvisitio
ref	tuomari
ref	viite
celler	kellari
celler	kellarin
celler	kellariin
celler	viinitila
constança	constance
ploma	kynän
ploma	kynä
ploma	sulka
angular	kulma
oman	oman
innovacions	innovaatiot
innovacions	innovaatioita
continuat	jatkoa
continuat	jatkettiin
delle	delle
nits	yöt
nits	öitä
donades	annettu
donades	annetut
joão	joão
mani	mani
express	ilmaista
express	express
convencionals	tavanomaisten
convencionals	tavanomainen
convencionals	tavanomaiset
convencionals	perinteiset
carnaval	karnevaalit
carnaval	tivoli
yang	yang
desfer	kumoa
desfer	peru
cartells	julisteita
dominada	hallinnut
dominada	hallitsi
ametlla	manteli
ornamental	koriste
resurrecció	ylösnousemus
obaga	umbrian
domèstic	kotimaiset
domèstic	kotimaa
domèstic	kotimaan
domèstic	kotimainen
teclats	koskettimia
mill	mill
llavor	siemeniä
llavor	siemen
llavor	siemenet
llavor	siementen
armstrong	armstrong
sky	taivas
sky	taivaan
sky	sky
esborrany	luonnos
esborrany	luonnosta
tor	tor
evitant	välttää
evitant	välttäminen
notari	notaari
grams	grammaa
schneider	schneider
montfort	montfort
responsabilitats	vastuuta
responsabilitats	vastuu
responsabilitats	velvollisuudet
responsabilitats	vastuualueet
responsabilitats	vastuut
plantacions	istutukset
subdivisió	oksa
meyer	meyer
localment	paikallisesti
tracció	veto
segells	postimerkkejä
lents	linssit
valent	urhea
valent	rohkeaa
valent	rohkea
convençut	vakuuttunut
feixista	fasisti
escalada	kiivetä
studios	studios
atributs	attribuutit
atributs	ominaisuudet
eugène	eugène
berg	berg
resistents	sitkeitä
resistents	sitkeä
banks	pankit
banks	pankkien
pensant	ajattelun
pensant	ajattelu
pensant	miettii
pensant	ajattelua
entorns	ympäristöjä
mauritània	mauritanian
discografia	diskografia
òptic	optinen
òptic	optiset
ressonància	resonanssi
embaràs	raskauden
embaràs	raskaus
alegria	iloa
alegria	ilon
alegria	ilo
mineria	louhinta
mineria	kaivostoiminta
mineria	kaivos
cromosomes	kromosomeja
guerrero	guerrero
hegemonia	hegemonia
demandes	vaatii
demandes	vaatimuksia
cadascú	jokainen
cadascú	kunkin
cadascú	kumpikin
cadascú	kukin
judicis	oikeudenkäynnit
judicis	kokeet
grove	grove
apollo	apollo
plànol	lentokone
plànol	kone
patates	perunat
patates	perunoita
patates	perunaa
patates	peruna
metabolisme	metabolia
metabolisme	aineenvaihdunta
caos	kaaos
caos	kaaosta
caos	sekasorto
hunter	metsästäjä
hunter	hunter
hunter	saalistaja
jefferson	jefferson
obligacions	velvoitteet
obligacions	velvollisuudet
obligacions	velvoitteita
obligacions	velvollisuuksia
cecília	cecilia
polo	polo
yes	kyllä
trento	trenton
français	français
floyd	floyd
seients	istuimet
seients	paikat
frau	petos
frau	petosten
cantonades	kulmat
llimona	sitruunaa
llimona	sitruuna
llimona	lemon
sentia	tunsi
sentia	tuntui
sentia	huopa
sentia	tuntenut
nervis	hermot
nervis	hermoja
tolerància	suvaitsevaisuuden
tolerància	suvaitsevaisuutta
phoenix	phoenix
diables	paholaiset
abandonament	hylkääminen
suecs	ruotsalaiset
born	syntynyt
born	syntyneet
born	syntyi
amenaçat	uhkasi
amenaçat	uhkaili
amenaçat	uhattuna
definicions	määritelmät
definicions	määritelmiä
directori	hakemisto
directori	kansio
neutrons	neutroneja
funeral	hautajaiset
funeral	hautajaisia
funeral	hautajaisiin
felicitat	onni
felicitat	onnen
felicitat	onnea
felicitat	onnellisuus
rares	harvinaiset
rares	harvinainen
jura	jura
bonn	bonnissa
bonn	bonnin
plegat	taitto
tallat	leikkaa
tallat	leikata
pronunciació	ääntämistä
intencions	aikeet
intencions	aikeita
porxo	kuisti
conill	jänis
conill	rabbit
conill	kani
navegador	selaimen
navegador	selain
tia	mimmi
tia	täti
tia	tia
banco	banco
textura	rakenne
ismail	ismail
belgues	belgialaiset
fortificada	linnoitettu
successius	peräkkäisten
trobant	löytäminen
trobant	löytää
júlia	julia
yves	yves
violació	raiskaus
administratius	hallinnolliset
administratius	hallinnollinen
heavy	raskasta
heavy	painava
heavy	raskas
heavy	raskaat
fantasma	ghost
fantasma	haamu
fantasma	kummitus
fantasma	aave
impedeix	ehkäisee
impedeix	estää
adquireix	hankkii
after	jälkeen
after	after
judaisme	juutalaisuus
cuir	nahkaa
cuir	nahka
cuir	nahan
vegas	vegasin
vegas	vegas
vegas	vegasiin
peticions	pyyntöjä
peticions	pyynnöt
exacte	tarkka
exacte	tarkat
maximilià	maximilian
senadors	senaattorit
àlies	alias
àlies	alias
àlies	aka
huelva	huelva
mites	myytit
influents	vaikutusvaltainen
localitza	paikantaa
cometa	komeetta
iss	iss
nervi	hermot
nervi	hermo
conservats	säilynyt
conservats	säilytetty
detroit	detroitin
detroit	detroitissa
legítim	oikeutetut
legítim	oikeutettu
legítim	perusteltu
legítim	laillinen
santi	santi
cruïlla	risteys
cruïlla	risteykseen
serguei	sergei
harvey	harvey
julian	julian
julian	julianin
batallons	armeijat
théâtre	théâtre
icona	kuvake
icona	kuvaketta
electró	elektroni
disputada	kiistanalainen
combinada	yhdistetyn
combinada	yhdistetty
combinada	yhdistetyt
arkansas	arkansasin
horitzó	horisontti
assetjada	piiritetty
racional	järkevä
racional	järkevää
obligatori	pakollista
obligatori	pakollinen
obligatori	pakolliset
autobús	bussin
autobús	bussi
congost	rotko
fàrmacs	huumeet
fàrmacs	huumeita
fàrmacs	lääkkeet
dimoni	paholainen
dimoni	piru
dimoni	devil
dimoni	paholainen
dimoni	demoni
dimoni	demonin
brava	brava
criticar	kritisoi
criticar	arvostella
criticar	kritisoida
philadelphia	philadelphian
philadelphia	philadelphia
philadelphia	philadelphiassa
creadors	luojat
fòssil	fossiilisten
lucre	voittoa
lucre	voitto
lucre	voitot
lucre	tuotto
sintaxi	syntaksi
mandíbula	leuan
mandíbula	leuka
soto	soto
autèntica	aidot
autèntica	aito
leningrad	leningradin
ombres	varjot
ombres	varjojen
ombres	varjoja
constitucions	perustuslait
administrar	hallinnoida
administrar	hallinnoi
entusiasme	into
entusiasme	intoa
entusiasme	innostusta
assumeix	olettaa
físicament	fyysisesti
terrible	kamalaa
terrible	kamala
terrible	kauhea
atletes	urheilijoita
atletes	urheilijat
emocions	tunteet
emocions	tunteita
emocions	tunteisiin
pobladors	uudisasukkaat
pib	bkt
hubert	hubert
veterinari	eläinlääkäri
veterinari	eläinlääkärin
veterinari	eläinlääkäri
finalitza	päättyy
finalitza	loppuu
finalitza	loppuun
gabon	gabonin
orella	korvan
orella	korva
chan	chan
mason	masonin
mason	mason
benín	beninin
benín	benin
championship	mestaruuden
championship	mestaruus
amagat	piilossa
amagat	kätketty
amagat	piilotettu
suaus	pehmeää
suaus	pehmeät
suaus	pehmeä
rex	rex
vita	vita
teràpia	terapiaa
teràpia	hoidon
teràpia	terapia
compilació	kokoaminen
compilació	kokoelma
yale	yale
boris	boris
bey	bey
boles	munat
boles	palloja
boles	pallot
boles	munaa
decisiu	ratkaisevaa
decisiu	ratkaiseva
decisiu	ratkaisevat
decisiu	päättäväinen
decisiu	määräävä
hotels	hotellia
hotels	hotellit
custòdia	huoltajuuden
calàbria	calabria
société	société
ensenyaments	tunnit
ensenyaments	oppitunteja
jordània	jordan
jordània	jordanian
jordània	jordania
jordània	jordanin
puebla	puebla
organitzen	organisoida
organitzen	järjestä
organitzen	järjestää
bravo	bravo
dante	dante
creien	uskoivat
creien	uskoi
prohibida	estetty
prohibida	kielletty
ballarina	ballerina
ballarina	tanssija
dedicació	omistautumista
automàtic	automaattinen
automàtic	automaattisesti
automàtic	automaattiset
automàtic	automaatti
loire	loire
suggerit	ehdotetut
suggerit	ehdotti
suggerit	ehdotettu
suggerit	ehdotettiin
suggerit	ehdottaa
genoma	genomi
evidentment	ilmiselvästi
evidentment	selvästi
evidentment	ilmeisesti
condemnar	tuomita
volts	volttia
neil	neilin
neil	neil
tradueix	käännä
tradueix	kääntää
obstacles	esteitä
obstacles	esteet
platí	platinaa
trípoli	tripolin
lliçons	tunnit
lliçons	oppitunteja
datació	tapailla
corral	corral
vincenzo	vincenzo
olimpíades	olympialaiset
domèstics	kotimaiset
domèstics	kotimaa
domèstics	kotimaan
domèstics	kotimainen
xeic	sheikki
terminals	terminaalien
dames	tammea
dames	tammi
australiana	aussie
hard	kova
hard	kovaa
hard	rankkaa
mayer	mayer
danny	danny
reformar	uudistaminen
reformar	uudistetaan
reformar	uudistamista
gimnàstica	voimistelu
granges	maatilojen
rumors	huhut
rumors	huhuja
clorur	kloridi
node	solmu
elegant	elegantti
elegant	tyylikäs
aïllats	eristetty
aïllats	eristyksissä
into	into
inversions	investointeja
inversions	sijoitukset
inversions	investoinnit
madonna	madonna
heli	helium
caçador	metsästäjä
caçador	hunter
caçador	saalistaja
educat	kohtelias
educat	kohteliasta
perillós	vaarallista
perillós	vaarallinen
perillós	vaaralliset
llicències	lisenssit
llicències	lisenssien
millorat	parani
millorat	parantunut
millorat	parannettu
millorat	parannettu
millorat	tehostettu
pròxima	seuraava
pròxima	seuraavaksi
leon	leon
distintiu	erottuva
debats	keskusteluissa
debats	keskustelut
debats	keskusteluja
debats	keskusteluissa
debats	keskustelujen
debats	keskustelut
debats	keskusteluja
ferrari	ferrari
keith	keith
repetició	toista
repetició	toistan
repetició	toisto
salvació	pelastusta
salvació	pelastus
salvació	pelastuksen
oracle	oraakkeli
confiar	luottaa
confiar	luottamusta
confiar	luottamus
confiar	luota
restant	jäljellä
contractes	sopimusten
contractes	sopimukset
contractes	sopimuksia
pantalons	housuja
pantalons	housut
tinta	muste
tinta	mustetta
lingüista	kielitieteilijä
tibet	tiibetin
hassan	hassan
plànols	litteä
plànols	tasainen
dot	myötäjäiset
dot	piste
dot	dot
continuada	jatkoa
continuada	jatkettiin
culpable	syyllinen
numeració	numerointi
incidència	esiintyvyys
incidència	esiintymistiheys
incidència	ilmaantuvuus
aisne	aisne
federacions	liittojen
federacions	liitot
defensava	tunnustaa
mares	äitejä
mares	äidit
mares	äitien
bilingüe	kaksikielinen
greix	rasvaa
greix	rasva
greix	läski
greix	paksu
greix	lihava
jin	jin
escàs	niukasti
saqueig	säkki
saqueig	säkin
anunciat	ilmoitettu
anunciat	julkistettu
anunciat	ilmoitetut
anunciat	ilmoitti
teòrics	teoreetikot
lloguer	vuokra
lloguer	vuokrataan
lloguer	vuokraa
lloguer	vuokraus
compensació	korvaus
compensació	korvausta
compensació	korvaukset
compensació	hyvitys
jeanne	jeanne
tel	puh
tel	tel
ampliada	laajentuneen
ampliada	suurentunut
ampliada	laajentunut
ampliada	laajennettu
apèndix	liite
apèndix	lisäys
reduint	vähentää
reduint	vähentäminen
detectiu	etsivä
abadessa	abbedissa
trompeta	trumpetti
corint	corinth
organitzador	järjestäjä
comunicat	ilmoitettu
comunicat	raportoitu
comunicat	ilmoitetut
rates	rottien
rates	rottia
rates	rotilla
rates	rotat
ruth	ruth
ruth	ruthin
penjar	hirteen
five	viisi
funcionalitat	toimintoja
funcionalitat	toimivuus
funcionalitat	toimintoa
funcionalitat	toiminnot
funcionalitat	toiminto
roi	roi
fractura	murtuma
chopin	chopin
implicats	osallisena
implicats	osallistunut
sean	sean
entreteniment	viihdettä
entreteniment	viihde
constava	koostui
eritrea	eritrean
genealogia	sukututkimus
patins	luistimet
ran	juoksivat
ran	juossut
ran	juoksi
mateo	mateo
ritu	riitti
agulles	neuloja
inscrits	rekisteröity
inscrits	kirjattu
inscrits	rekisteröityä
inscrits	rekisteröidyt
llicenciatura	poikamies
tutela	holhouksen
umar	umar
treballador	työntekijä
treballador	työntekijää
treballador	työläinen
treballador	työntekijän
treballador	työntekijöiden
plaer	ilo
plaer	mielihyvää
plaer	nautinto
gene	gene
gene	geeni
navegant	purjehdus
amnistia	amnesty
amnistia	armahduksen
antilles	antillit
hui	hui
aritmètica	matematiikka
aritmètica	aritmeettinen
planteja	herättää
monopoli	yksinoikeus
monopoli	monopoli
jay	jay
zinc	sinkki
guies	oppaat
perfecció	täydellisyys
perfecció	täydellisyyttä
antònia	antonia
mantell	mantle
lituà	liettuan
lituà	liettua
bei	bei
indians	intialaiset
indians	intiaaneja
indians	intiaanit
electric	sähköllä
electric	sähkö
electric	sähköinen
electric	sähköiset
stefan	stefan
elefant	elefantti
elefant	norsun
elefant	norsu
fuentes	fuentes
absent	poissa
hostal	majatalo
powell	powell
zimbabwe	zimbabwessa
zimbabwe	zimbabwen
atzar	satunnaista
atzar	satunnainen
atzar	satunnaisia
mitchell	mitchellin
mitchell	mitchell
palla	pisara
palla	pilli
olis	öljyt
mobiliari	huonekalut
mobiliari	huonekaluja
mobiliari	kalusteet
orientat	suuntautunut
constructor	rakentaja
atmosfèrica	ilmakehä
atmosfèrica	ilmakehän
convenient	kätevä
convenient	kätevää
obertament	avoimesti
dean	dean
dean	dekaani
terry	terryn
terry	terry
agricultors	viljelijöiden
agricultors	maanviljelijät
agricultors	viljelijät
agricultors	viljelijöille
agricultors	maanviljelijöitä
pub	pubissa
pub	pub
aprova	hyväksyy
aprova	hyväksy
aprova	hyväksyä
mausoleu	mausoleumi
experimentat	kokenut
experimentat	kokeneet
experimentat	koettu
berna	bern
myanmar	myanmarin
tàctica	taktiikkaa
tàctica	taktiikka
redactat	laadittu
discriminació	syrjintä
discriminació	syrjintää
discriminació	syrjinnän
despatx	toimipaikka
despatx	toimisto
despatx	virasto
haydn	haydn
botí	booty
roche	roche
atur	työttömyysaste
atur	työttömyyttä
atur	työttömyys
bous	bulls
six	kuusi
six	kuudes
esportista	urheilija
esportista	jock
màgic	taianomainen
màgic	maaginen
neboda	veljentytär
obtinguda	saadut
obtinguda	saatu
docència	opettaa
docència	opettaminen
docència	opetus
docència	opetusta
pràctic	käytännöllistä
pràctic	käytännöllinen
pràctic	käytännön
enduro	enduro
prioritat	etusijalla
prioritat	ensisijainen
prioritat	prioriteetti
romeu	romeo
junior	nuorempi
junior	junior
junior	juniori
consecutius	peräkkäisen
randall	randall
demòcrates	demokraatit
complicat	monimutkaista
complicat	monimutkaiset
complicat	monimutkainen
octavi	octavius
mayo	mayo
laboratoris	labs
laboratoris	laboratoriot
laboratoris	laboratorioiden
libre	libre
connectat	kytketty
connectat	yhdistetty
connectat	yhteydessä
connectat	liitetty
donats	lahjoitti
jordà	jordan
jordà	jordanian
jordà	jordania
jordà	jordanin
definides	määritellyt
definides	määritetty
definides	määritelty
intersecció	risteys
intersecció	risteyksessä
suïcidi	itsemurha
alger	algerin
boxa	nyrkkeilyä
boxa	nyrkkeily
lleials	uskollinen
lleials	uskollisia
lleials	lojaali
sòria	soria
magnus	magnus
austin	austin
tramvia	raitiovaunu
rajoles	tiiliä
riscos	riskejä
riscos	riskit
biològic	biologinen
anuncis	mainoksista
anuncis	mainosten
anuncis	mainokset
anuncis	mainoksia
belle	belle
musell	kuono
kate	kati
kate	kate
edmund	edmund
coordinador	koordinaattori
clarke	clarke
clarke	clarken
roosevelt	roosevelt
coeficient	kerrointa
clarinet	klarinettia
lectures	lukemia
lectures	lukemat
màlik	malik
admet	myöntää
tommy	tommyn
tommy	tommy
convertida	muunnettu
comunió	ehtoollinen
edwards	edwards
kenneth	kenneth
linda	linda
linda	lindan
arle	arles
aureli	aurelius
llegit	luettu
llegit	lukea
llegit	lue
secà	kuivaa
secà	kuivat
secà	kuiva
neutralitat	puolueettomuus
chelsea	chelsea
che	che
nutrients	ravintoaineita
modernització	uudistaminen
sobreviscut	selvisi
sobreviscut	selvinnyt
sobreviscut	selviytyi
prefereix	suosii
alçària	pituus
alçària	korkeuden
alçària	korkeus
brooks	brooks
bremen	bremenin
eco	kaiku
eco	echon
eco	echo
marea	vuorovesi
tempestes	myrskyt
antenes	antennit
antenes	antennit
antenes	antennit
cameron	cameron
cameron	cameronin
seattle	seattlen
seattle	seattle
nuremberg	nürnbergin
justificar	oikeuttaa
justificar	perusteltava
justificar	perustella
julie	julie
julie	julien
visconti	visconti
reed	reedin
reed	reed
verbs	verbejä
diamant	timantti
diamant	timanttia
diamant	diamond
diamant	timantin
banyes	sarvet
estrabó	strabo
mensual	kuukausittainen
mensual	kuukausi
mensual	kuukausittaiset
mensual	kuukausittain
cometes	komeetat
collita	sadon
collita	satoa
collita	sato
preferència	suositaan
certesa	varmuutta
certesa	varmuus
cid	cid
domínguez	dominguez
domínguez	domínguez
exercicis	harjoituksia
exercicis	harjoitukset
pantalles	näytöt
armadura	haarniska
armadura	haarniska
implementar	täytäntöön
guardó	palkintoa
guardó	palkinto
sac	sac
sac	säkki
sac	säkin
trajecte	matkaa
trajecte	matkan
trajecte	matka
inclús	edes
inclús	jopa
incerta	epävarmaa
incerta	epävarma
walt	walt
malauradament	valitettavasti
rata	rat
rata	rotta
cleveland	cleveland
parcials	puolueellinen
parcials	osittainen
parcials	osittaista
rogers	rogers
monja	nunna
rumb	kurssi
emocional	tunteet
emocional	tunteellinen
emocional	tunteisiin
clergues	papiston
fai	fai
motocicleta	moottoripyörän
motocicleta	moottoripyörä
ferida	haavaa
ferida	haavan
ferida	haava
integritat	rehellisyys
integritat	eheys
novè	yhdeksäs
supermercat	supermarket
rossi	rossi
stefano	stefano
annex	liite
homosexuals	homot
homosexuals	homoseksuaalien
policies	poliisit
policies	poliiseja
estius	summers
bang	bang
protegeix	suojelee
protegeix	suojellaan
esperits	henget
esperits	henkiä
empresaris	yrittäjiä
empresaris	yrittäjien
empresaris	yrittäjät
dna	dna
collet	collet
teòleg	teologi
fosa	valu
porcs	siat
porcs	sikoja
jennifer	jennifer
tarn	tarn
euler	euler
monstre	hirviö
robot	robotti
robot	robotin
enrico	enrico
perry	perryn
perry	perry
polzades	tuumaa
rugby	rugby
kurds	kurdien
murcia	murcia
aziz	aziz
bonifaci	boniface
invasors	valloittajat
edu	edu
apache	apache
desambiguació	täsmennyssivu
fletxes	nuolet
fletxes	nuolia
inestabilitat	epävakautta
inestabilitat	epävakaus
inestabilitat	epävakauden
moisès	mooses
moisès	moses
moisès	mooseksen
matrius	matriisien
andrews	andrews
luca	luca
sallent	pyreneiden
representades	edustettuina
filharmònica	filharmoninen
distribuïda	jaettu
distribuïda	jaetut
conde	conde
ocupacions	ammateissa
gérard	gérard
tirà	tyranni
alguer	alghero
aixecat	nosti
mentals	sairas
curiositat	uteliaisuus
funcionals	toiminnallinen
funcionals	toimiva
funcionals	toiminnalliset
epir	epeiros
evacuació	evakuointi
preparats	valmis
preparats	valmiina
compacte	compact
compacte	tiivis
definits	määritellyt
definits	määritetty
definits	määritelty
terminologia	terminologia
terminologia	termit
terminologia	käsitteet
terminologia	terminologiaa
holmes	holmes
saviesa	viisaus
saviesa	viisauden
saviesa	viisautta
lleons	leijonat
lleons	leijonia
instant	välitön
hitchcock	hitchcock
dakar	dakarissa
cristòfor	risto
cristòfor	christopher
buida	tyhjennä
buida	tyhjä
cineasta	elokuvantekijä
brill	brill
corals	korallit
barrancs	kanjoneita
hongaresos	unkarilaiset
voluntari	vapaaehtoistyö
voluntari	vapaaehtoista
voluntari	vapaaehtoiset
voluntari	vapaaehtoinen
àliga	eagle
àliga	kotkan
àliga	kotka
wyoming	wyomingin
head	head
head	pää
head	päätä
head	pään
balanç	vaaka
balanç	saldo
balanç	tasapainoa
balanç	tasapaino
balanç	tase
allan	allan
cintes	nauhat
cintes	nauhoja
rubio	rubio
multiplicació	kertolasku
pistola	pistooli
pistola	tykki
pistola	pyssy
pistola	ase
ares	ares
pontevedra	pontevedra
murphy	murphy
murphy	murphyn
humanista	humanisti
gustau	gustav
trek	trek
setmanal	viikossa
setmanal	viikoittainen
setmanal	viikoittain
setmanal	viikko
forster	forster
allargada	pitkulainen
ariel	ariel
conclusions	päätelmät
conclusions	johtopäätökset
guadalupe	guadalupe
guadalupe	guadeloupe
cera	vahaa
abdul	abdul
renault	renault
esquelet	luuranko
sidney	sidney
ted	ted
ted	tedin
depredadors	saalistajia
criticat	arvosteltu
criticat	arvosteli
palatinat	pfalzin
dinosaure	dinosaurus
klaus	klaus
aïllades	eristetty
aïllades	eristyksissä
protons	protonien
cadàver	ruumis
anant	menossa
