kuģniecības	کشتیرانی
dzesēšanas	سرمایش
birmas	برمه
veidotāji	آفرینندگان
vingrošana	ژیمناستیک
dracaena	دراسینا
laimi	خوشبختی
laimi	شادی
laimi	خوشی
plašākas	بازتر
plašākas	وسیعتر
plašākas	وسیعتر
sardīnijas	ساردینیا
sardīnijas	ساردنیایی
kundze	بانوی
kundze	بانو
slovan	slovan
vega	وگا
itf	itf
boksa	boxing
boksa	بوکس
boksa	بکس
monēta	سکه
mstislavs	مستیسلاف
bora	بورا
bora	بور
kipra	قبرس
holokausta	هولوکاست
likteņa	سرنوشت
likteņa	تقدیر
likteņa	سرنوشتی
likteņa	سرنوشت
likteņa	تقدیر
veicinot	ارتقاء
veicinot	ترفیع
džefs	جف
tieša	دایرکت
tieša	direct
ātrs	سریع
ātrs	سریع
ātrs	روزه
ātrs	تند
pogas	دکمه
caurumu	سوراخ
caurumu	حفره
caurumu	گودال
stingra	اکید
stingra	صلب
ciešanas	رنج
dejo	dance
dejo	رقص
dejo	رقص
dejo	رقصیدن
kvalifikāciju	صلاحیت
djego	دیگو
sintēze	سنتز
sakne	ریشه
alianses	ائتلاف
alianses	وصلت
alianses	اتحاد
alianses	الفت
standartus	استانداردها
standartus	استانداردهای
urugvajas	اروگوئه
baterija	باطری
baterija	باتری
islande	ایسلند
ponijs	پونی
ponijs	پانی
tirgotājiem	فروشندگان
altaja	آلتایی
konkrēta	بتون
konkrēta	بتن
cerību	امیدی
cerību	هوپ
cerību	امیدوارم
cerību	hope
cerību	امید
pamesta	متروکه
rokijs	راکی
bloķēt	بلوک
bloķēt	بلاک
navigation	ناوبری
devums	سهم
niķeļa	نیکل
dzemdē	رحم
dzemdē	رحمه
arābija	عربستان
augsne	خاک
administratīva	اداری
keins	کین
stiprums	قوت
stiprums	نیرو
stiprums	قدرت
stiprums	استحکام
toro	toro
rozentāls	رزنتال
sekotāji	پیروان
bārda	ریش
bārda	ریشش
ceļo	سفر
ceļo	مسافرت
valdi	بورد
valdi	تخته
atbildīga	مسئول
atbildīga	مسول
atbildīga	مسئولیت
matrica	ماتریکس
matrica	ماتریس
angolas	آنگولا
angolas	آنگولایی
groupstyle	groupstyle
dāvanu	هدیه
dāvanu	کادو
amati	پستها
flickr	فلیکر
norma	نورما
norma	نورم
teorēma	قضیه
neitronu	نوترون
atņemt	تفریق
partneriem	شرکا
partneriem	همتای
partneriem	شریک
šķiedru	الیاف
wimbledonresult	wimbledonresult
tēja	چای
tēja	چایی
australianopenresult	australianopenresult
teritoriālo	ارضی
vainags	کرون
vainags	کراون
vainags	تاج
delegācija	هیئت
delegācija	هیات
bads	قحطی
bads	خشکسالی
bads	قحطی
bads	گرسنگی
ciemos	دیدن
ciemos	بازدید
žurnālisti	خبرنگاران
nosacījumi	وضعیتهای
nosacījumi	شرایط
roberto	روبرتو
harisons	هریسون
vadīšanas	رسانایی
sarežģīti	پیچیده
sarežģīti	هرات
sarežģīti	پیچیده
sarežģīti	سخت
sarežģīti	سختی
sarežģīti	دشوار
metallica	متالیکا
senču	اجدادی
terra	ترا
apdrošināšana	بیمه
esp}}	esp}}
dvīņu	دوقلو
likumdošana	قانونگذاری
dimants	الماس
dimants	دیاموند
dimants	الماسی
dimants	دایموند
lietotnes	کاربردها
lietotnes	اپ
lietotnes	برنامه
krēslas	شفق
oracle	اوراکل
usopenresult	usopenresult
jenots	راکون
skatītājiem	حضار
skatītājiem	مخاطب
skatītājiem	تماشاچیان
skatītājiem	تماشاگران
skatītājiem	بیننده
skatītājiem	بینندگان
skatītājiem	بازدیدکنندگان
ārstēšana	درمانش
ārstēšana	معالجه
ārstēšana	درمان
hofmanis	هافمن
ieradušies	رسیدن
ieradušies	آمد
ieradušies	رسید
pierādījums	شواهد
pierādījums	مدارک
pierādījums	مدرک
pierādījums	برهان
pierādījums	اثبات
pierādījums	مدرک
oriģināls	اصیل
oriģināls	اصلی
oriģināls	اوریجینال
nopietnas	جدی
dzelzi	آهن
pasniedzēja	معلم
pasniedzēja	معلمی
pasniedzēja	teacher
pasniedzēja	آموزگار
pikaso	پیکاسو
garīgi	ذهنی
simona	سیمونا
frenchopenresult	frenchopenresult
monro	مونرو
highestsinglesranking	highestsinglesranking
magnija	منیزیم
mozambikas	موزامبیک
griezes	گشتاور
lilija	لیلی
lilija	lili
šūna	سلول
šūna	یاخته
elektromagnētisko	الکترومغناطیس
elektromagnētisko	الکترومغناطیسی
trio	trio
phoenix	سیمرغ
phoenix	فونیکس
phoenix	ققنوس
phoenix	فینکس
phoenix	فینیکس
radikāli	رادیکال
skotija	اسکاتلند
andreas	آندریاس
remonts	تعمیر
remonts	تعمیرات
remonts	تعمیرات
heidelbergas	هایدلبرگ
alan	آلان
alan	آلن
nemiernieku	شورشی
nemiernieku	یاغی
nemiernieku	طغیان
tottenham	تاتنهام
sektors	بخش
sektors	سکتور
xxx	xxx
prātā	ذهن
prātā	mind
postenis	فقره
gundega	آلاله
rūpes	وقتِ
rūpes	مراقبت
rūpes	خونگرم
atzīmēt	مارک
josé	خسه
josé	ژوزه
josé	خوزه
kenedijs	کندی
mutē	دهانت
mutē	دهان
mutē	دهن
frančesko	فرانچسکو
cietas	صلب
borneo	بورنئو
alcatel	آلکاتل
raptors	دایناسورهای
radošā	خلاق
radošā	خلاقانه
radošā	خلاقیت
pacelt	لیفت
pārdošana	فروش
pārdošana	فروختن
pārdošana	فروش
pārdošana	sale
pārdošana	حراج
pārdošana	فروش
sešpadsmit	sixteen
sešpadsmit	شانزده
bmx	bmx
novērojumus	مشاهدات
noteikšanas	آشکارسازی
noteikšanas	تشخیص
pcupdate	pcupdate
ēra	دوران
ēra	عصری
mitrs	مرطوب
mehāniskā	مکانیک
mehāniskā	mechanical
mehāniskā	مکانیکی
trenčīnas	ترنچین
lisabonas	لیسبون
audzina	بعثت
aizstāts	جایگزین
astronauts	فضانورد
tuvākais	نزدیکترین
tuvākais	نزدیکترین
stipendiju	بورسیه
stipendiju	یاران
stipendiju	تحقیقی
stipendiju	بورسیه
vienoti	یکپارچه
vienoti	یونایتد
vienoti	متحد
vienoti	یونیفرم
vienoti	یونیفورم
katastrofa	مصیبت
katastrofa	فاجعه
katastrofa	مصیبتی
katastrofa	حادثه
prātu	ذهن
prātu	mind
ftp	ftp
ftp	قاپ
līdzība	شباهتی
līdzība	تشابه
līdzība	شباهت
līdzība	تشابه
līdzība	شباهت
marvel	مارول
nano	نانو
atteikšanās	تسلیم
skatās	نظاره
skatās	مراقبه
skatās	تماشای
slēgšanas	خاتمه
eks	ecs
eks	esa
izdzīvošana	بقا
izdzīvošana	بقای
izdzīvošana	بقاء
pacēluma	بلندی
zemāko	پایینترین
radara	راداری
radara	رادار
indonēzija	اندونزی
pasažieriem	مسافرین
pasažieriem	مسافر
pasažieriem	مسافران
simtus	صد
lēmumi	تصمیم
lēmumi	تصمیمات
egles	اسپروس
budisms	بوداگرایی
budisms	بودایی
audumu	پارچه
garnizons	گریسون
garnizons	پادگان
urāns	اورانیوم
urāns	اورانوس
fani	هواداران
fani	هوادارن
fani	طرفداران
represijas	سرکوبی
represijas	سرکوب
naruto	ناروتو
kepler	کپلر
davis	دیویس
uzstādītas	نصب
dans	dans
miesas	گوشتی
miesas	جسم
miesas	گوشت
cietums	زندان
plainlist	plainlist
oderas	اودر
automobiļi	ماشینها
gredzeni	حلقه
sēdvietas	صندلی
tumsa	تیرگی
tumsa	ظلمت
tumsa	تاریکی
žurnāli	نشریات
žurnāli	مجلات
žurnāli	گزارشها
mehāniskās	مکانیک
mehāniskās	mechanical
mehāniskās	مکانیکی
audos	بافت
audos	بافتی
audos	بافتهای
džudo	جودو
devītais	نهم
devītais	نهمین
tenesī	تنسی
maksā	پرداخت
maksā	تاوان
maksā	پرداخت
maksā	پرداخت
maksā	ارادت
pamira	پامیر
virtuve	آشپزی
virtuve	آشپزخانه
esamība	وجود
esamība	حضورش
esamība	حضور
ibērijas	ایبری
mīklas	خمیر
mīklas	شیرینی
eco	اکو
highestdoublesranking	highestdoublesranking
rokasgrāmata	دستی
rokasgrāmata	راهنما
rokasgrāmata	راهنما
rokasgrāmata	هدایت
rokasgrāmata	راهبر
aprīkojums	تجهیزات
aprīkojums	وسایل
tibetā	تبت
mākslīga	مصنوعی
neveiksmīgs	ناموفق
minoritāšu	اقلیت
patēriņš	مصرف
rāpuļu	خزندگان
rāpuļu	خزنده
kolumbs	کلمبوس
šķīdums	چاره
šķīdums	محلول
murads	مراد
aizvadīta	رساندن
laukus	فیلدز
laukus	مزارع
sastāvi	احداث
bratislavas	براتیسلاوا
kails	عریان
kails	لختی
kails	برهنه
kails	لخت
kails	کایل
cad	cad
azerbaidžāna	اذربایجان
azerbaidžāna	آذربایجان
azerbaidžāna	بنین
kolonisti	مهاجرنشین
izaugsme	رشد
izšķirtspēja	دقت
izšķirtspēja	وضوح
minimālais	کمترین
minimālais	کمینه
steel	فولاد
steel	استیل
steel	فولادی
šaurs	باریکه
šaurs	باریک
patiesību	حقیقتی
patiesību	واقعیت
patiesību	حقیقت
patiesību	حق
definēt	تعریف
patons	پاتون
strēlnieks	کمان
apmeklētāju	مهمان
mednieks	هانتر
mednieks	شکارچی
antiļu	آنتیل
loga	پنجره
nodarbības	درسهای
nodarbības	دروس
nodarbības	درس
nodarbības	کلاس
nodarbības	کلاسهای
nodarbības	کلاسها
vienotas	مسطح
vienotas	فلت
palielināta	افزایش
palielināta	افزود
mēris	طاعون
atklājumiem	کشفیات
atklājumiem	اکتشافات
smaguma	شدت
smaguma	جدیت
smaguma	گرانشی
smaguma	جاذبه
smaguma	گرانش
gotlībs	گوتلیب
statūti	احکام
statūti	اساسنامه
aita	گوسفند
aita	گوسفندی
joma	دامنه
joma	دامنه
benito	بنیتو
simbolus	نمادهای
simbolus	نمادها
thales	تالس
andalūzijas	اندلس
uzņemšana	پذیرش
uzņemšana	دریافت
uzņemšana	پذیرش
uzņemšana	پذیرایی
pog	pog
svens	اسون
svens	سون
kubā	کوبا
izprast	فهم
izprast	درک
slepeni	محرمانه
slepeni	رازی
slepeni	راز
slepeni	مخفی
tonis	لحن
tonis	تون
vertikālā	عمودی
adam	ادم
adam	آدم
adam	آدام
šaušana	فیلمبرداری
šaušana	تیراندازی
vairoties	ضرب
vairoties	تکثیر
ticībā	ایمانش
ticībā	ایمان
ticībā	ایمانی
sinagoga	پرستشگاه
sinagoga	کنیسه
savstarpēju	متقابل
savstarpēju	دوطرفه
strīdus	مجادله
strīdus	اختلافات
braucējiem	سواران
apstrādāt	گرداندن
apstrādāt	دستگیره
diagramma	نمودار
diagramma	نمودار
diagramma	چارت
uzlikt	تحمیل
jūdzes	مایل
jūdzes	مایلز
audzēja	تومور
audzēja	غده
istaba	اتاق
istaba	اتاقی
istaba	اطاق
bīstami	خطرناکی
bīstami	خطرناک
ģeogrāfiskais	جغرافیایی
ģeogrāfiskais	جغرافی
ģeogrāfiskais	جغرافیایی
pogu	دکمه
prāts	ذهن
prāts	mind
aizsargi	نگهبانان
aizsargi	گارد
marksisma	مارکسیست
lāčiem	بارور
lāčiem	خرس
sinsinati	سینسیناتی
ist	ist
ist	ict
arktikas	قطبی
dalījums	بهمنی
dalījums	شکافتن
stabilu	پایدار
šauras	باریکه
šauras	باریک
motociklu	موتورسیکلت
skaidra	روشن
sakārtoti	مرتب
dzimteni	میهن
ned	ند
reprise	رپرایز
sola	وعده
sol	سول
sol	sol
sol	سل
sniegu	اسنو
sniegu	برف
sniegu	برفی
plātne	پلاک
plātne	بشقاب
lekciju	سخنرانی
aids	ایدز
biezas	ضخیم
biezas	کلفت
kārtis	کارتها
kārtis	ورق
kārtis	کارتهای
dms	dms
padarītu	make
padarītu	را
padarītu	رندر
retval	retval
marsels	مارسل
spogulis	انعکاس
spogulis	آیینه
spogulis	آینه
spogulis	آئینه
seminārs	کارگاه
seminārs	سمینار
sui	سویی
sui	سوئی
plate	پلاک
plate	بشقاب
franciskāņu	فرانسیسکن
jupiters	مشتری
jupiters	ژوپیتر
taisnības	پرهیزکاری
taisnības	شایسته
taisnības	تقوی
habla	هابل
ruso	روسو
peugeot	پژو
advokāta	وکیل
transilvānijas	ترانسیلوانیا
sāra	ساره
sāra	sara
sāra	سرا
simfoniskais	سمفونیک
ger	گر
luidži	لوئیجی
skābēm	اسیدهای
pierādīts	ثابت
kastes	جعبه
tony	تونی
kambodžas	کامبوج
amonjaka	آمونیاک
dibinātāji	بنیانگذاران
dibinātāji	مؤسسان
dzērve	جرثقیل
dzērve	درنای
dzērve	کرین
dzērve	درنا
atkārtojas	تکرارها
traktor	traktor
nomenklatūras	نامگذاری
dominējošā	غالب
ada	ادا
ada	ایدا
ada	آدا
maize	نان
maize	نون
sociālie	اجتماعی
sociālie	سوسیال
academy	آکادمی
academy	فرهنگستان
umberto	اومبرتو
atraitne	بیوه
germain	ژرمن
secret	محرمانه
secret	رازی
secret	راز
secret	مخفی
slovēnijā	اسلوونی
adm	adm
mirušā	مرحوم
ķelnes	کلن
ķelnes	ادکلن
demokrāti	دموکراتها
tendences	گرایشها
civilizāciju	civilisations
atļauja	اجازۀ
atļauja	اجازه
atļauja	مجوز
atļauja	اجازه
apkopojums	کامپایل
apkopojums	تالیف
dir	dir
stafetes	باتون
precīza	دقیق
precīza	دقیق
klienti	مشتریان
klienti	مشتری
klienti	موکلین
klienti	مشتری
klienti	کارخواه
klienti	موکل
politiķiem	سیاستمداران
deli	دهلی
cipariem	ارقام
cipariem	عددی
hiv	ایدز
hiv	hiv
tvertnes	کانتینر
tvertnes	تانک
tvertnes	تانکها
tabulās	میزهای
kristiešiem	مسیحیان
kristiešiem	مسیحی
kristiešiem	نصارا
patika	دوست
patika	پسندید
priekšpusē	جبهه
priekšpusē	جلو
jūrniecības	دریانوردی
lielisku	باشکوه
iespējamā	امکان
iespējamā	ممکن
vēstniecība	سفارت
vēstniecība	سفارتخانه
velsa	ولز
velsa	ویلز
romantisms	رمانتیسم
komplekts	تنظیم
absolūtā	مطلق
satiekas	ملاقات
satiekas	دیدار
džerijs	جری
kolektīvs	اشتراکی
kolektīvs	جمعی
centieni	کوشش
centieni	تلاشهای
centieni	تلاشها
centieni	کوشش
centieni	تلاش
centieni	کوشش
sajaukt	شافل
sajaukt	پریشان
sajaukt	گیج
sajaukt	سردرگم
sajaukt	آشفته
eksperti	متخصصان
eksperti	متخصصین
eksperti	کارشناسان
pakļauties	اطاعت
autonoma	خودگردان
autonoma	خودمختار
hordaiņi	طنابداران
pieauguma	نمو
aspx	aspx
aviācija	هوانوردی
aviācija	هواپیمایی
deutschland	deutschland
slodzes	بارگذاری
slodzes	بار
rsa	rsa
sāļums	شوری
summas	اصل
interesants	جالب
interesants	جالبی
interesants	جالبه
izpratne	عقل
izpratne	آگاهی
saskarne	واسط
saskarne	رابط
fermas	مزارع
mērenā	معتدل
dzīvesveids	استایل
privāta	خلوت
privāta	شخصی
privāta	سرباز
privāta	private
privāta	خصوصی
nepālas	نپال
lidojumiem	پروازهای
lidojumiem	پروازها
rio	ریو
skaista	زیباست
skaista	زیبا
skaista	خوشگل
skaista	قشنگ
viesnīcā	هتل
vēstniecības	سفارت
vēstniecības	سفارتخانه
kuzmins	کوزمین
nosūtīta	ارسالی
lūpas	لبها
lūpas	لب
lūpas	لبش
lūpas	لیپ
lūpas	لب
vektoru	بردار
šulcs	شولتز
tobāgo	توباگو
eiropiešiem	اروپاییها
laboratoriju	آزمایشگاهی
laboratoriju	لابراتوار
laboratoriju	آزمایشگاه
tīģeri	ببر
tīģeri	ببری
tīģeri	تایگر
tīģeri	پلنگ
tīģeri	ببرهای
tīģeri	ببرها
harta	منشور
harta	چارتر
identificēt	شناسایی
identificēt	شناختن
čaplins	چاپلین
prezidijs	بیرو
paātrinājums	شتاب
paātrinājums	تسریع
pasažierus	مسافرین
pasažierus	مسافر
pasažierus	مسافران
gajs	گایوس
noņemt	حذف
taktiku	تاکتیکهای
taktiku	تاکتیک
angeles	آنجلس
fast	سریع
fast	روزه
fast	تند
plaukstas	نخل
plaukstas	خرمایی
sapratu	روژه
sapratu	راجر
drudzis	تب
zemnieks	کشاورز
pozitīvs	مثبت
portretu	طولی
portretu	پرتره
vērtēts	میزان
gvineja	گینه
mīl	loves
kenijas	کنیا
putniņš	مرغک
produkcija	بیاورند
produkcija	تولید
produkcija	خروجی
simfonijas	سمفونی
sulavesi	سولاوسی
ārējie	خارجی
ārējie	بیرونی
kiprā	قبرس
bagāti	ثروتمند
bagāti	ثروتمندان
bagāti	پولدار
bagāti	پولداری
bagāti	غنی
bagāti	ریچ
stafete	رله
stafete	بازپخش
jack	جک
kolonnu	ستون
kolonnu	ستونی
koncepcijas	مفاهیم
raganu	جادوگر
raganu	جادوگری
panathinaikos	panathinaikos
izlaupīja	غارت
sūta	میفرستد
sūta	فرستادن
sūta	ارسال
atkarība	وابستگی
atkarība	اعتیاد
marina	مارینا
govis	گاوها
izlaisti	فروگذار
ludmila	لودمیلا
ludmila	لیودمیلا
gluda	هموار
gluda	صاف
gluda	نرم
sveces	شمع
kolēģi	همکاران
zemākais	پایینترین
šiītu	شیعه
orion	اوریون
senna	سنا
bādene	بادن
algoritmu	الگوریتم
matiass	ماتیاس
matiass	ماتیاس
lampa	چراغی
lampa	چراغ
lampa	لامپ
noklusējuma	پیشفرض
ēnu	سایه
ēnu	شادو
mišela	میشل
meško	میشکو
pazemē	زیرزمینی
pazemē	زیرزمین
ginesa	گینس
everton	اورتون
betmens	بتمن
atļaut	اجازه
dzīvniekam	حیوانی
dzīvniekam	حیوانات
dzīvniekam	جانوران
dzīvniekam	حیوان
logs	پنجره
adrians	ادرین
adrians	آدریان
adrians	آدرین
kombinācija	ترکیبی
kombinācija	ترکیب
analogs	قیاسی
analogs	آنالوگ
analogs	قیاسی
viesnīcu	هتلهای
viesnīcu	هتلها
āboliņš	شبدر
ierakstīšanas	ضبط
būtisks	ضروری
sekotāju	پیروان
aprīkoti	مجهز
maroka	مراکش
maroka	مراکشی
sadalīšana	پاشیده
dei	dei
leader	لیدر
leader	رهبر
vīruss	ویروس
kurdu	کردی
rietumi	وست
rietumi	باختر
rietumi	غرب
rietumi	غربی
hartmanis	هارتمن
lēdija	بانوی
lēdija	بانو
apavu	کفش
madride	مادرید
rediģēt	ویرایش
bārija	باریم
sargi	نگهبانان
sargi	گارد
burundi	بوروندی
skrien	اجرا
douglas	داگلاس
kolektīvi	اشتراکی
kolektīvi	جمعی
avārija	حادثه
avārija	تصادفی
avārija	تصادف
avārija	سقوط
avārija	کراش
avārija	فروپاشی
tīrasiņu	تروبرد
priekšpomerānija	فورپومرن
visualeditor	visualeditor
imigrantu	مهاجری
imigrantu	مهاجر
romanova	رومانوف
jūtu	احساس
jūtu	حس
likās	تفکر
pakalpojums	لطفی
pakalpojums	خدمت
pakalpojums	سرویس
pakalpojums	خدمات
līdzenumi	دشتی
līdzenumi	دشتهای
dateformat	dateformat
mierīgi	آرام
mierīgi	آسان
mierīgi	ساده
mierīgi	راحت
daniela	دانیلا
pienākumi	تعهدات
pienākumi	قراردادها
pienākumi	مسولیت
pienākumi	مسئولیتی
pienākumi	مسئولیت
pienākumi	تکالیف
pienākumi	وظایف
pārvaldīt	مدیریت
automašīnām	ماشینها
finanses	مالی
moldova	مولداوی
ēnas	سایه
ēnas	شادو
draudzība	دوستی
draudzība	رفاقت
cietumu	زندانهای
cietumu	زندانها
que	que
bosnija	بوسنی
peļņa	سودش
peļņa	منفعت
peļņa	سودی
peļņa	سود
peļņa	درآمد
peļņa	سود
karbonātu	کربنات
müller	مولر
novērtējums	ارزیابی
novērtējums	ارزیابی
novērtējums	ارزیابی
novērtējums	برآورد
novērtējums	تخمین
ich	ich
supersonics	سوپرسانیکس
verdzība	بردگی
norāde	نشانه
chordata	chordata
ugandas	اوگاندا
aspektiem	دیدگاه
ghz	گیگاهرتز
pārraide	پخش
pārraide	مخابره
pārraide	انتقال
pārraide	مخابره
litija	لیتیم
atbrīvošanās	آزادسازی
vadošie	رهبری
sēde	نشستن
sēde	نشسته
ruta	راتا
ruta	روت
ruta	روث
posmus	مراحل
rūta	روت
rūta	روث
istabā	اتاق
istabā	اتاقی
istabā	اطاق
ūdeņradis	هیدروژن
ūdeņradis	هیدروژنی
atlase	گزینش
izpētīt	اکتشاف
izpētīt	کاوش
izpētīt	کاوش
apstiprināti	تأیید
smaržas	عطرهای
smaržas	خوشبو
smaržas	عطر
atbildība	مسولیت
atbildība	مسئولیتی
atbildība	مسئولیت
atbildība	مسولیت
atbildība	مسئولیتی
atbildība	مسئولیت
atbildība	جوابگو
palermo	پالرمو
erihs	اریش
skala	مقیاس
riekstu	مهره
riekstu	فندقی
redzējis	ندیده
redzējis	دیده
glāzgovas	گلاسکو
noslēpums	محرمانه
noslēpums	رازی
noslēpums	راز
noslēpums	مخفی
pārzinis	متصدی
pārzinis	کتابدار
tom	تام
tom	tom
mušas	مگس
zirņu	نخود
modelēšana	مدلسازی
modelēšana	مدلسازی
acteku	آزتک
evaņģēlijs	انجیل
tēju	چای
tēju	چایی
abs	abs
cerība	امیدی
cerība	هوپ
cerība	امیدوارم
cerība	hope
cerība	امید
nāc	بیا
nāc	بیاید
mača	تطبیق
mača	مسابقه
mača	کبریت
mača	تطابق
apaļa	دایره
mitoloģija	اساطیر
mitoloģija	اسطوره
python	پایتون
python	پیتون
alkoholu	الکل
potenciāli	بالقوه
nelegāli	غیرقانونی
nelegāli	غیرقانونی
pioneer	پیشگام
pioneer	پایونیر
katalogs	فهرست
katalogs	کاتالوگ
plašāka	بازتر
plašāka	وسیعتر
plašāka	وسیعتر
korejā	کره
darījums	تراکنش
darījums	معامله
noraidīts	عزل
balsoja	رای
balsoja	رأی
žilinas	ژیلینا
ikonu	شمایل
ikonu	نماد
pastāvīgās	پایدار
pastāvīgās	همیشگی
pastāvīgās	دائم
pastāvīgās	دائمی
pastāvīgās	دایمی
pastāvīgās	دایم
severstal	سیورستال
košice	کوشیتسه
inženierijas	مهندسی
parādu	قرض
parādu	قرضی
parādu	قرضه
parādu	بدهی
atbildēt	پاسخگویی
atbildēt	جواب
atbildēt	پاسخ
atbildēt	پاسخ
ūsas	سیبیل
ūsas	سبیل
ūsas	سبیل
polar	قطبی
vasks	مومی
vasks	موم
vasks	واکس
vasks	وکس
nosūtīti	ارسالی
publiska	عمومی
publiska	علنی
publiska	همگانی
publiska	public
aļģirds	آلگیرداس
troglodytes	troglodytes
izmeklēšanu	مکرر
irina	ایرینا
sio	ایکو
zebra	گورخر
horizonta	افق
žestu	ژست
slava	شهرتش
slava	شهرت
slava	شهرتی
slava	عزت
slava	جلال
slava	شکوه
ķieģeļi	آجرهای
ķieģeļi	آجر
sprints	اسپرینت
dvēseli	نفس
dvēseli	سول
dvēseli	نفسی
habarovskas	خاباروفسک
studē	studying
studē	مطالعه
iznīcinātāju	ویرانگر
iznīcinātāju	ناوشکن
morics	موریتس
kāzu	عروسی
kāzu	ازدواج
žūrija	منصفه
žūrija	تابلو
žūrija	پانل
žūrija	پنل
žūrija	تابلوی
teherānas	تهران
teherānas	tehran
piesārņojuma	آلودگی
haizivis	کوسه
era	دوران
era	عصری
sap	ساپ
pārvērst	تبدیل
miglas	مه
dzīvs	زنده
patronas	کارتریج
patronas	فشنگ
stariem	اشعه
radīšana	ایجاد
radīšana	آفرینش
radīšana	ایجاد
radīšana	خلقت
mesto	مستو
forbes	فوربس
forbes	فوربز
līmeņi	سطح
līmeņi	سطوح
vidējie	وسطی
vidējie	میدل
vidējie	میانی
vidējie	میانه
vidējie	وسط
hāgas	هیگ
uzplaukuma	نعره
nost	خاموش
iecelt	بتابد
partizāniem	چریکها
cietās	سخت
cietās	دشوار
bažas	نگرانیهای
bažas	نگرانی
ginters	گونتر
orientācijas	جهت
pieņemšana	پذیرفتن
pieņemšana	پذیرش
pieņemšana	قبولی
pieņemšana	دریافت
pieņemšana	پذیرش
pieņemšana	پذیرایی
pieņemšana	پذیرفتن
pieņemšana	پذیرش
koncepcija	مفهومی
koncepcija	مفهوم
koncepcija	لقاح
šokolādes	شکلاتی
šokolādes	کاکائو
šokolādes	شکلات
pūķi	اژدهایان
pūķi	اژدهای
pūķi	دراگون
pūķi	اژدها
ikona	شمایل
ikona	نماد
sprādziens	انفجاری
sprādziens	انفجار
zīmola	براند
zīmola	برند
tulkot	ترجمه
šauļu	شاولیای
saindēšanās	مسمومیت
px}}	px}}
libāna	لبنان
timeaxis	timeaxis
pārliecību	ترغیب
pārliecību	محکومیت
pārliecību	اعتقاداتش
pārliecību	محکومیت
pārliecību	راسخ
diāna	دایان
šauri	باریکه
šauri	باریک
doom	doom
doom	عذاب
breds	براد
saskaras	روبروی
saskaras	روبرو
pacēlums	بلندی
ziņa	پیغام
ziņa	پیام
slv	slv
plates	بشقاب
uri	اوری
uri	uri
kritērijs	benchmark
kritērijs	محک
kritērijs	فرقان
kritērijs	معیار
kritērijs	ملاک
#ffc	#ffc
čaks	چاک
kentuki	کنتاکی
smart	باهوش
smart	اسمارت
smart	زرنگی
smart	هوشمند
smart	زرنگ
smart	هوشمندانه
ata	عطا
gnome	گنوم
barselonas	بارسلون
barselonas	بارسلونا
protonu	پروتون
horizontāli	افقی
uzrauga	نظارت
uzrauga	نمایشگر
uzrauga	مانیتور
uzrauga	بزمجه
atdalīt	جداسازی
zvejnieks	ماهیگیر
robins	رابین
robins	روبین
aizliegtas	نهی
aizliegtas	ممنوع
aizliegtas	حرام
aizliegtas	ممنوعه
aizliegtas	ممنوع
aizliegtas	حرام
farmācijas	دارویی
farmācijas	داروسازی
mehānisko	موتوری
mehānisko	موتور
inde	زهر
inde	مسموم
smalki	لطیف
čečenu	چچن
čečenu	چچنی
čečenu	چچن
bioloģiski	زیستی
brīdis	لحظه
brīdis	گشتاور
sarežģīts	پیچیده
sarežģīts	هرات
sarežģīts	پیچیده
savojas	ساووی
neveiksmīga	خرابی
neveiksmīga	ناموفق
école	école
terēze	ترسا
terēze	تریسا
terēze	ترزا
perspektīvas	دورنمای
perspektīvas	منظر
perspektīvas	outlook
fosfora	فسفر
palāta	تالار
palāta	دالان
palāta	دادگاه
palāta	دربار
locītavu	مفصل
tunisija	تونس
pacelties	برخاست
jaunatne	جوانی
jaunatne	جوانان
izdomāts	خیالی
kaņepju	طبی
kaņepju	کنف
sekundēs	ثانیه
mongoļi	مغول
mongoļi	مغولها
wii	وی
jēdzieni	مفاهیم
singlesrecord	singlesrecord
atveda	آورده
atveda	آوردن
iekavās	پرانتز
osi	osi
kārters	کارتر
kleins	کلین
kleins	کلاین
pārstāvniecības	لاماسو
maxima	ماکسیما
orgānus	ارگان
orgānus	اندامها
orgānus	اندام
restorāns	رستورانی
restorāns	رستوران
baha	بها
šics	شوتس
dižskābaržu	بیچ
depresija	افسردگی
depresija	فرورفتگی
depresija	رکود
grāvju	سوزاندند
debates	مناظره
debates	مناظره
zarus	شعبه
zarus	شاخه
identitāte	همانی
identitāte	هویت
kants	کانت
faktiskais	واقعی
sesija	جلسه
sesija	نشست
lejā	فرود
lejā	پایین
moments	لحظه
moments	گشتاور
meklēšana	جستجو
meklēšana	جستجوی
meklēšana	جستجو
lielisks	عالی
vēlmes	آرزوها
vēlmes	میخواهد
vēlmes	خواهان
vēlmes	طالب
ķīnieši	چینی
tauriņi	تعظیم
tauriņi	سجده
tauriņi	کمان
tauriņi	باو
pars	pars
pars	پارس
filozofi	فیلسوفان
dāvanas	هدایایی
dāvanas	هدایا
dāvanas	هدایای
dāvanas	هدیه
dāvanas	هدایای
dāvanas	کادو
dāvanas	میزند
dāvanas	صدقه
ilinoisas	ایلینوی
noaa	noaa
markuss	مارکوس
doublesrecord	doublesrecord
desmitā	دهم
desmitā	دهمین
bēres	ختم
bēres	خاکسپاری
celms	کرنش
