die	на
bladsy	страница
bladsy	страницата
bladsy	page
bladsy	страници
diep	дълбока
diep	дълбок
diep	дълбоки
diep	дълбоко
italiaanse	италианска
italiaanse	италианец
italiaanse	италиански
italiaanse	италианско
roman	романът
roman	новела
roman	роман
kwazulu	квазулу
geloof	фейт
geloof	вяра
murray	мъри
soek	търси
soek	търсене
grand	бона
grand	гранд
graad	степен
graad	градус
graad	степен
soldate	войник
ouers	родители
ouers	родителите
skole	училища
skole	школи
skole	училищата
intussen	междувременно
elemente	елементи
koninklike	роял
koninklike	кралско
koninklike	кралска
koninklike	royal
koninklike	кралски
plante	растения
plante	заводи
plante	растенията
plante	инсталации
verslaan	победена
verslaan	победени
verslaan	победен
toring	кула
toring	tower
toring	кулата
toring	тауър
toring	топа
toring	топ
toring	врана
vervoer	транспорт
vervoer	транспортиране
vervoer	превоз
vervoer	транспорт
vervoer	превоз
vervoer	транспортиране
rede	причина
walt	уолт
krag	сила
krag	мощност
krag	сила
krag	власт
krag	мощ
versprei	разпределяне
versprei	разпространение
poolse	поляк
poolse	полски
poolse	полска
opvolger	последовател
betekenis	смисъл
betekenis	значимост
federale	федерален
federale	федерално
federale	федерална
gesin	семейство
gesin	семейството
donker	тъмна
donker	тъмно
donker	тъмен
versameling	събиране
versameling	колекция
nege	nine
nege	девет
richard	ричард
internet	интернет
uitgewers	издателите
uitgewers	издатели
san	сан
klassieke	класика
klassieke	класическо
klassieke	класически
klassieke	класическа
klassieke	класик
klassieke	класическо
klassieke	класическа
klassieke	класика
klassieke	класически
dink	мисли
dink	помисли
url	url
url	адрес
fort	форт
nedersettings	селища
gewerk	работил
beskerm	защитен
beskerm	защитена
beskerm	защитено
beskerm	защитени
maklik	леко
maklik	лесно
probleme	проблеми
probleme	проблемите
persoonlike	лично
persoonlike	личен
persoonlike	лична
persoonlike	лични
persoonlike	персонален
https	https
burgers	граждани
burgers	гражданите
swaar	тежка
swaar	тежки
swaar	тежък
swaar	тежко
vrede	мир
reis	пътувания
reis	пътуване
reis	пътувам
reis	пътуват
reis	пътешествия
reis	пътуване
reis	пътувам
reis	пътува
burger	бургер
burger	хамбургер
burger	бъргър
burger	гражданин
andrew	андрю
voet	крак
voet	фут
ondersteun	подкрепа
ondersteun	поддържаща
ondersteun	подкрепящи
ondersteun	подпомагане
ondersteun	подкрепа
ondersteun	поддръжка
gewoon	равнина
gewoon	plain
gewoon	обикновен
gewoon	обикновена
gewoon	обикновени
moeder	майка
moeder	майко
regeer	постанови
onderwerp	тема
onderwerp	субект
onderwerp	обект
materiaal	материал
materiaal	материали
materiaal	материално
materiaal	материалите
materiaal	материали
elk	всяка
elk	всеки
aktrise	актриса
aktrise	актриси
aktrise	актрисата
afdelings	секции
afdelings	участъци
afdelings	раздели
studeer	учене
studeer	учи
studeer	проучване
studeer	изучаване
studeer	изследване
studeer	изследвания
studeer	проучвания
goud	златен
goud	златни
goud	златно
goud	златна
goud	злато
volle	пълна
volle	пълни
volle	пълен
volle	пълно
bestaande	съществуващо
bestaande	съществуващ
bestaande	съществуващи
bestaande	съществуваща
iso	iso
groepeer	група
groepeer	групово
groepeer	групиране
groepeer	групова
nature	естество
nature	природа
nature	природата
chemiese	химична
chemiese	химически
chemiese	химикал
gevalle	resort
gevalle	курорта
gevalle	курорт
gevalle	случаи
skip	кораб
watter	което
watter	която
belgië	белгия
behou	държана
behou	проведе
behou	държани
behou	държан
behou	запази
noorweë	невада
noorweë	норвегия
versoek	поиска
versoek	поискани
versoek	поискано
versoek	поискана
versoek	поискаха
versoek	заявка
versoek	молба
versoek	искане
hulp	помощ
hoop	надеждата
hoop	хоуп
hoop	надежда
bedryf	промишлеността
bedryf	индустрия
bedryf	промишленост
saint	сейнт
saint	свети
saint	светица
saint	светец
inheemse	родна
inheemse	местни
sulke	такава
sulke	такива
sulke	такова
sulke	такъв
albert	алберт
albert	албер
albert	албърт
king	крал
king	кинг
king	кралят
king	цар
king	краля
warm	горещи
warm	гореща
warm	горещо
warm	секси
bgcolor	bgcolor
bruin	кафяв
bruin	кафяви
bruin	браун
bruin	кафява
bruin	кафяво
deelgeneem	участвали
deelgeneem	участвала
deelgeneem	участваха
sukses	успех
sukses	успехи
eeue	век
eeue	вековен
eeue	века
aangedui	посочено
voorwerpe	предмети
voorwerpe	обектите
voorwerpe	обекти
onbekend	непозната
onbekend	неизвестен
onbekend	неизвестни
onbekend	неизвестно
onbekend	непознат
onbekend	неизвестна
joodse	еврейски
joodse	еврейско
joodse	евреин
joodse	еврейка
temperatuur	температурата
temperatuur	температура
victoria	виктория
maan	муун
maan	луна
maan	луната
wyk	заминаващи
stig	стиг
jean	жан
jean	джийн
karel	чарлз
karel	чарлс
karel	шарл
verantwoordelik	отговорни
verantwoordelik	отговорно
verantwoordelik	отговорен
verantwoordelik	отговорна
kaarte	картите
kaarte	карти
kaarte	картички
kaarte	картите
kaarte	карти
kaarte	карта
kaarte	картичка
wissel	превключване
wissel	превключвател
wissel	превключване
wissel	плаващи
wissel	плаваща
wissel	плаващ
seisoen	сезон
seisoen	сезона
nasies	народи
nasies	нации
amper	почти
grondwet	конституция
grondwet	конституцията
www	www
kollege	колежа
kollege	колежът
kollege	колеж
waargeneem	наблюдаван
waargeneem	наблюдавано
waargeneem	наблюдавани
waargeneem	наблюдавана
besig	зает
besig	заети
besig	заето
opleiding	обучение
opleiding	образование
opleiding	възпитание
uitgevoer	екзекутиран
uitgevoer	изпълнено
uitgevoer	екзекутирани
uitgevoer	извършен
uitgevoer	проведено
uitgevoer	извършено
uitgevoer	извърши
uitgevoer	извършена
soortgelyke	подобно
soortgelyke	подобен
soortgelyke	сходен
soortgelyke	подобна
soortgelyke	подобни
skiereiland	полуостров
wetenskap	науката
wetenskap	наука
tye	пъти
tye	времена
tye	таймс
tye	times
hoeksteen	крайъгълен
gewild	популярно
gewild	популярен
gewild	популярна
gewild	популярни
gewild	препоръчани
gewild	актуални
gewild	актуално
jaarlikse	годишен
jaarlikse	годишно
jaarlikse	годишна
nowrap	nowrap
vermoor	убита
vermoor	убити
vermoor	убит
vermoor	убита
vermoor	убити
vermoor	убит
teorie	теорията
teorie	теория
jesus	исус
kasteel	замъка
kasteel	замъкът
kasteel	замък
kasteel	касъл
lyf	тялото
lyf	тяло
lyf	телесно
wedstryde	игри
oostenryk	австрия
gelewer	постановено
totdat	докато
bybel	библия
bybel	библията
moskou	москва
hawe	харбър
hawe	пристанище
hawe	пристанището
hawe	порт
brasilië	бразилия
history	историята
history	история
plan	план
michael	майкъл
beelde	изображения
beelde	образи
beelde	имидж
beelde	картинка
beelde	образ
beelde	изображение
gedigte	стихотворения
gedigte	поеми
gedigte	стихове
ring	ринг
ring	пръстен
oorwinning	победа
vol	пълна
vol	пълни
vol	пълен
vol	пълно
olivier	оливие
toegelaat	разрешени
toegelaat	позволено
toegelaat	позволени
toegelaat	разрешено
finansiële	йерархична
finansiële	финансов
finansiële	финансова
finansiële	финансово
finansiële	финансови
gevra	попитал
gevra	попитала
gevra	попита
anna	анна
anna	ана
gebruikers	потребители
gebruikers	потребителите
gebruikers	ползватели
vergelyking	уравнение
vergelyking	уравнението
vergelyking	височина
aangesluit	съединени
noordwes	северозападна
noordwes	северозапад
lyn	реплика
lyn	линия
soorte	типове
soorte	видове
poging	усилие
poging	старание
poging	усилия
poging	усилието
blare	листа
blare	оставя
blare	листата
drama	драмата
drama	драма
wallis	уелс
insluitend	включително
hospitaal	болница
hospitaal	болницата
arabiese	арабски
arabiese	арабска
onlangse	рект
onlangse	скорошна
onlangse	скорошни
onlangse	скорошно
onlangse	отскоро
weeg	тежи
alleen	сама
alleen	сам
departement	отдел
departement	департамент
johan	йохан
uur	час
toestand	щат
toestand	държава
toestand	държавно
koerant	вестник
koerant	вестници
riviere	реки
riviere	реките
riviere	ривърс
verseker	младежи
letterkunde	литература
verhoog	увеличаване
verhoog	увеличение
verhoog	повишаване
verhoog	увеличи
verhoog	стадий
verhoog	сцена
verhoog	етап
verhoog	сцената
professor	професор
vlug	полета
vlug	полет
wapen	оръжие
hoeveelheid	количество
spanne	отбори
spanne	екипи
sin	изречение
sin	присъда
sin	разум
koste	разход
koste	цена
koste	разходи
insluitende	включително
ortodokse	православна
gebeur	мъдра
gebeur	мъдро
gebeur	мъдри
gebeur	мъдър
opstand	бунт
opstand	въстание
vestig	установи
niks	нищо
swak	бедни
swak	беден
swak	слабо
swak	слаби
swak	слаб
swak	слаба
insluit	включват
insluit	включване
betaal	заплащане
betaal	плащам
betaal	плати
betaal	платен
betaal	платено
betaal	платена
betaal	платени
simbool	символ
simbool	фигурка
bewys	доказателство
bewys	доказателството
bewys	доказване
bewys	доказателства
geskenk	дари
geskenk	дарени
geskenk	подарък
geskenk	дарба
geskenk	дар
feit	факт
zimbabwe	зимбабве
datum	среща
datum	дата
maand	месец
beweer	отстоява
munisipale	гражданско
munisipale	граждански
munisipale	гражданска
oog	окото
oog	око
studies	изследвания
studies	проучвания
verspreiding	дистрибуция
verspreiding	разпределяне
verspreiding	разпространение
verspreiding	разпределение
kolonie	колония
kolonie	колонията
kolonie	колонии
ingevoer	въведена
ingevoer	въведен
ingevoer	внос
ingevoer	внесено
ingevoer	вносни
ingevoer	внесени
ingevoer	внесен
struktuur	struct
struktuur	структура
struktuur	конструкция
kunstenaars	творци
kunstenaars	художници
kunstenaars	изпълнители
kunstenaars	артисти
kunstenaars	изпълнителите
kunstenaars	изпълнители
wedstryd	конкурс
wedstryd	състезание
liefde	обич
liefde	любов
liefde	любовта
liefde	обичам
meksiko	мексико
oblast	област
standaard	стандартна
standaard	стандарт
standaard	стандартни
standaard	стандартно
standaard	стандартен
aanval	атака
christian	кристиан
christian	кристиян
christian	крисчън
christian	християнин
probleem	проблем
skrywers	писатели
skrywers	писателите
skrywers	сценаристи
skrywers	авторите
skrywers	автори
kanadese	канадци
kanadese	канадска
kanadese	канадец
kanadese	канадски
voorstel	предложение
radio	radio
radio	радиото
radio	радио
hertog	херцог
hertog	дук
hertog	дюк
stand	класиране
onafhanklik	независима
onafhanklik	независими
onafhanklik	независим
onafhanklik	самостоятелно
katedraal	катедралата
katedraal	катедрала
bokant	top
bokant	топ
bokant	върха
bokant	копиране
bokant	копие
klimaat	климатът
klimaat	климат
vernietig	унищожени
vernietig	унищожена
vernietig	разрушени
vernietig	унищожен
vernietig	унищожено
vernietig	унищожаване
vernietig	унищожи
vernietig	взрив
onderneem	предприемане
onderneem	предприе
sensus	преброяването
sensus	преброяване
skepe	корабите
skepe	кораби
weermag	армията
weermag	армеец
weermag	армия
weermag	армейски
metropolitaanse	метрополитън
getrek	привлечени
town	град
town	градът
town	градче
klerk	чиновник
klerk	клерк
kos	храни
kos	храна
kos	разходи
duur	времетраене
duur	продължителност
switserland	швейцария
switserland	съдърланд
heeltemal	напълно
verminder	намали
verminder	намаляване
verminder	елиминирани
verminder	елиминиран
verminder	намаление
verminder	намаляване
verminder	спадане
verminder	намалява
terugkeer	връщане
terugkeer	завръщане
afdeling	сечение
afdeling	секция
afdeling	раздел
blyk	изглежда
rewolusie	революция
atmosfeer	атмосфера
begrawe	погребан
begrawe	погребана
begrawe	заровени
begrawe	погребани
begrawe	заровено
edward	едуард
plant	растение
plant	растителна
plant	завод
roux	ру
ontmoet	среща
google	гугъл
google	google
terrein	полето
terrein	поле
winter	зима
winter	зимата
noem	споменете
noem	споменаване
behandel	лекувани
behandel	обработен
behandel	обработени
behandel	третирани
behandel	лекувана
behandel	лакомство
behandel	почерпка
stuur	предава
stuur	изпращане
stuur	изпрати
stuur	изпратете
verleen	любезно
verleen	субсидия
verleen	грант
israel	израел
etiket	етикети
etiket	тагове
etiket	етикет
belangrik	важно
belangrik	важен
belangrik	важни
belangrik	важна
org	org
area	зона
area	площ
area	област
area	район
somer	лятото
somer	съмър
somer	лято
somer	лятно
somer	самър
deense	датски
aard	естество
aard	природа
aard	природата
sanger	певецът
sanger	певица
sanger	сингър
sanger	певец
veld	полето
veld	поле
pogings	усилия
pogings	опити
moeilik	трудно
moeilik	силно
moeilik	здраво
moeilik	твърдо
moeilik	твърд
moeilik	трудно
moeilik	труден
moeilik	трудни
moeilik	трудна
vra	питайте
vra	питай
vra	попитай
vra	попитайте
sweedse	швейцария
sweedse	швейцарски
sweedse	швейцарско
sweedse	швейцарска
sweedse	шведска
sweedse	шведски
heel	пета
heel	петата
vierkante	квадрати
erasmus	еразъм
hart	сърце
hart	сърцето
ernstige	сериозен
ernstige	сериозно
ernstige	сериозни
ernstige	сериозна
besonder	особено
chris	крис
stelsels	системи
clemens	клемент
getalle	числа
getalle	цифри
getalle	брой
getalle	число
getalle	номер
vii	vii
politiek	политици
politiek	политиката
politiek	политика
ondanks	въпреки
klooster	манастир
klooster	манастира
agtergrond	фон
agtergrond	контекст
kern	ядро
kern	сърцевина
kern	ядрото
joseph	жозеф
joseph	джоузеф
joseph	йосиф
idee	идея
verdrag	договор
somerset	съмърсет
provinsies	държави
provinsies	щати
brand	огън
brand	пожар
wêreldwyd	световно
wêreldwyd	световна
wêreldwyd	световно
wêreldwyd	глобална
wêreldwyd	глобален
wêreldwyd	глобални
wêreldwyd	глобално
australiese	австралийски
wiki	уики
volume	обем
tipiese	типично
tipiese	типичен
tipiese	типична
tipiese	типични
dekades	десетилетия
wellington	уелингтън
streke	райони
streke	региони
streke	регионите
relatief	относителна
relatief	роднина
relatief	относително
filosofie	философия
filosofie	философията
godsdienstige	религиозни
godsdienstige	религиозно
godsdienstige	религиозен
godsdienstige	религиозна
pers	лилава
pers	пурпурно
pers	лилаво
pers	лилав
pers	преса
pers	натиснете
pers	натисни
pers	пресата
pers	виолета
pers	вайълет
pers	виолет
tydskrif	списание
afgeneem	намален
afgeneem	понижен
afgeneem	намалено
afgeneem	намалена
provinsiale	провинциален
koop	купувам
koop	купи
kruis	крос
kruis	кръст
kruis	кръста
voorkoms	появата
voorkoms	появяване
voorkoms	поява
voorkoms	възникване
voorkoms	настъпване
martin	мартин
martin	martin
vele	mnogo
vele	много
literêre	литературни
literêre	литературен
verhuis	преместени
verhuis	преместен
verhuis	преместена
saal	зала
saal	хол
saal	hall
spel	мач
spel	гейм
spel	играта
spel	игра
sokker	футбол
bydrae	вноски
bydrae	вноска
bydrae	принос
litaue	литва
brug	мостик
brug	мост
brug	бридж
rand	ранд
rand	ръба
rand	ръб
vlae	знамена
vlae	флагове
vlae	знамената
monument	паметник
gelyk	равен
gelyk	равно
gelyk	равни
silwer	литър
silwer	филтриране
silwer	сребърна
silwer	сребърни
silwer	силвър
silwer	сребро
silwer	сребърен
silwer	запълване
silwer	напълни
landbou	земеделието
landbou	земеделие
voorwerp	предмет
voorwerp	обект
natuur	естество
natuur	природа
natuur	природата
stille	тих
stille	тихо
produkte	продукти
produkte	продуктите
westerse	западна
westerse	западни
westerse	западен
westerse	западните
westerse	уестърн
westerse	western
vereniging	сдружение
vereniging	асоциация
vereniging	асоцииране
komitee	комитет
komitee	комисия
eintlik	всъщност
belangstelling	интерес
belangstelling	лихви
belangstelling	лихва
ware	действителна
ware	действителен
griekeland	акрон
griekeland	гърция
iran	иран
vrugte	плодове
vrugte	плод
gas	бензин
gas	газове
gas	газ
gas	гост
gas	гостенка
stigter	създател
stam	корени
stam	корен
verlede	минали
verlede	минало
uiters	изключително
uiters	извънредно
uiters	крайно
uiters	краен
uiters	екстремно
uiters	екстремни
uiters	крайни
akademie	академията
akademie	академия
motor	двигатели
motor	двигател
motor	автомобил
motor	кола
motor	колата
gesluit	затворен
gesluit	затворена
gesluit	затворено
gesluit	затворени
eenvoudige	прост
eenvoudige	прости
eenvoudige	проста
eenvoudige	простичко
grense	граници
gekoop	купена
gekoop	купени
gekoop	закупени
gekoop	купен
portugese	португалски
tradisie	традицията
tradisie	традиция
tradisie	традиции
here	лорд
kalifornië	калифорния
kalifornië	калифорнийски
royal	роял
royal	кралско
royal	кралска
royal	royal
royal	кралски
kardinale	кардиналите
bevind	намира
egiptiese	египетски
publiseer	публикува
publiseer	публикуване
publiseer	публикувайте
uitgereik	издадена
uitgereik	издаден
uitgereik	емитирани
uitgereik	издадени
uitgereik	издадено
ooreenkoms	съгласие
ooreenkoms	споразумение
akademiese	академик
akademiese	академични
akademiese	академична
gou	скоро
gesterf	умрял
gesterf	умряла
baan	коловоз
baan	писта
baan	пистата
anglo	anglo
anglo	англо
vryheid	свобода
vryheid	либърти
vryheid	свобода
last	последно
last	последен
last	последни
last	последна
afkomstig	проследени
slawiese	славянски
samewerking	сътрудничество
samewerking	съдействие
samewerking	сътрудничество
argentinië	аржентина
skilder	рисуване
skilder	живопис
skilder	картина
skilder	боядисване
stedelike	градско
stedelike	градска
stedelike	градски
produksie	продукция
produksie	производство
sondag	неделно
sondag	неделя
messier	месие
geheel	цялата
geheel	цяла
geheel	цял
geheel	цялото
brief	писмо
brief	буква
viii	виии
woordeboek	речник
ton	тон
ton	тонове
ton	тона
nes	гнездо
nes	гнездото
geslaag	преминал
spaans	испанци
spaans	испанска
spaans	испанско
spaans	испански
samelewing	общество
samelewing	обществото
samelewing	общност
samelewing	общността
huise	къщи
huise	домове
huise	жилища
huise	къщи
huise	къщите
joubert	жубер
pierre	пиер
midde	средата
aangekondig	обявени
aangekondig	обявено
aangekondig	обявена
aangekondig	обявен
aangekondig	декларирани
aangekondig	обявена
aangekondig	обявен
aangekondig	обяви
aangekondig	обявени
aangekondig	обявено
publiek	публично
publiek	публични
publiek	публична
publiek	обществено
publiek	публичен
publiek	обществени
turkye	турция
turkye	пуйка
godsdiens	религията
godsdiens	религия
era	епоха
era	ерата
era	ера
golf	вълната
golf	вълна
natuurlik	курс
omstandighede	обстоятелства
omstandighede	обстоятелство
omstandighede	обстоятелства
omstandighede	обстоятелствата
mooi	прекрасни
mooi	прекрасна
mooi	красива
mooi	прекрасен
mooi	красиво
mooi	хубава
geboorte	раждането
geboorte	раждане
geboorte	рождение
oorleef	оцелява
oorleef	оцелее
predikante	духовенството
direk	преки
direk	директна
direk	директно
direk	пряко
direk	директен
verwant	свързани
verwant	свързан
verwant	свързана
verwant	свързано
redakteur	редактор
gregorius	григорий
gregorius	грегори
gregorius	грегъри
ontdekking	откритие
ontdekking	разкритие
ontdekking	дискавъри
ontdekking	откриване
wilhelm	вилхелм
bietjie	малка
bietjie	малки
bietjie	малък
bietjie	литъл
bietjie	малко
amsterdam	амстердам
kaptein	капитане
verwysings	препратки
verwysings	препоръки
verwysings	позовавания
voorstad	предградие
siekte	болест
siekte	болести
siekte	заболяване
siekte	заболявания
siekte	болест
siekte	болести
bywoning	присъствието
bywoning	присъствие
professionele	професионални
professionele	професионална
professionele	професионалист
professionele	професионален
professionele	професионално
mediese	медицински
mediese	медицинска
uitvoerende	изпълнителна
uitvoerende	изпълнителни
getrou	женени
getrou	женена
getrou	омъжена
getrou	женен
stuk	късче
stuk	парченце
stuk	парче
kolonies	колонизация
toegang	достъп
suidoos	югоизточна
suidoos	югоизток
hof	съдът
hof	съд
hof	корт
phil	фил
bank	банк
bank	банката
bank	bank
bank	банка
teken	тегли
teken	табела
teken	знак
skaars	едвам
skaars	едва
skaars	рядко
skaars	редки
skaars	рядкост
ooit	някога
gedra	предадено
gesag	авторитет
gesag	орган
gesag	правомощия
ensiklopedie	енциклопедия
ierse	ирландски
ierse	ирландска
ierse	ирландци
ierse	ирландско
suster	сестра
andré	андре
myl	майлс
myl	мили
myl	километри
myl	майл
myl	километър
myl	миля
eens	веднъж
gebeure	събития
gebeure	мероприятия
gebeure	случки
tegnologie	технология
tegnologie	технологии
verby	отвъд
verby	преминал
mitologie	митологията
mitologie	митология
christus	христос
portugal	португалия
toekenning	възлагане
toekenning	награда
afsonderlike	отделни
afsonderlike	разделени
afsonderlike	отделно
afsonderlike	отделна
afsonderlike	отделен
afsonderlike	отделени
vliegtuig	самолет
vliegtuig	самолет
vliegtuig	равнина
vliegtuig	вс
vliegtuig	самолети
gauteng	гаутенг
gode	олимпийци
frederik	фредерик
frederik	фредерик
frederik	фридрих
onderkant	дъното
onderkant	отдолу
onderkant	дъно
vas	твърда
vas	фирма
vas	твърдо
vas	твърд
manlike	мъжко
manlike	мъжки
manlike	мъж
manlike	мъжкар
manlike	мъжка
toegeneem	повишена
toegeneem	увеличена
toegeneem	увеличен
toegeneem	повишен
mars	марс
hande	ръце
hande	ръцете
kompetisie	конкуренция
kompetisie	конкурс
kompetisie	състезание
kompetisie	конкурс
kompetisie	състезание
privaat	частни
privaat	частно
privaat	редник
privaat	частна
privaat	личен
privaat	частен
dialekte	диалекти
aktief	прилагателно
aktief	активна
aktief	активно
aktief	активни
aktief	активен
aktief	винителен
aktief	дейности
aktief	занимания
abraham	ейбрахам
abraham	авраам
abraham	абрахам
abraham	аврам
partye	партита
partye	партии
partye	купони
partye	страни
spyte	злоба
spyte	напук
dinge	неща
dinge	нещата
benedictus	бенедикт
eindig	приключва
eindig	свършва
eindig	завършва
tegniese	технически
tegniese	техническа
tegniese	техническо
nag	вечер
nag	нощ
nag	нощта
karakters	знаци
karakters	герои
karakters	символи
hans	ханс
bedek	покрито
bedek	покрит
bedek	покрити
bedek	обхваща
bedek	корици
bedek	капаци
koue	студ
koue	студен
koue	студено
koue	студена
graaf	граф
argitektuur	архитектурата
argitektuur	архитектура
via	виа
via	via
via	чрез
metode	метод
frank	франк
bespreek	тефтер
bespreek	книга
bespreek	обсъдим
bespreek	обсъдете
bespreek	резерв
bespreek	резерви
bespreek	резерва
ben	бен
redes	причини
eenhede	звена
eenhede	единици
droë	суха
droë	сухи
droë	сухо
droë	сух
bestudeer	учене
bestudeer	учи
bestudeer	проучване
bestudeer	изучаване
bestudeer	изследване
beset	заето
olie	нефт
olie	петрол
olie	олио
olie	масло
spelers	играчи
twaalf	twelve
twaalf	дванадесет
twaalf	дванайсет
sekretaris	секретар
sekretaris	секретарка
federasie	федерация
federasie	федерацията
stof	прах
kommersiële	търговско
kommersiële	търговска
kommersiële	реклама
kommersiële	търговски
primêre	първична
primêre	първични
primêre	първичен
primêre	първично
jode	евреите
jode	евреи
persiese	персийски
helder	светло
helder	ярко
helder	светли
rio	рио
dam	язовир
toekoms	бъдеще
toekoms	бъдещ
toekoms	бъдещи
toekoms	бъдещето
toekoms	бъдеща
boonste	горни
boonste	горна
boonste	горен
grootliks	значително
duisende	хиляди
polisie	полиция
geslag	пол
geslag	пола
geslag	секс
geslag	секса
geslag	сексът
graf	гроб
besoekers	посетителите
besoekers	посетители
air	air
air	въздуха
air	въздушно
air	въздушен
air	въздух
item	точка
item	елемент
item	артикул
volwasse	зряло
volwasse	зряла
volwasse	зрели
volwasse	зрял
kies	избор
kies	маркиране
kies	избиране
kies	изберете
duitsers	германци
duitsers	немци
duitsers	германците
korea	корея
basiese	основи
basiese	основни
basiese	основна
basiese	основни
basiese	основен
benodig	необходимост
benodig	нужда
benodig	потребност
benodig	изисквана
broers	братя
komponis	композитор
kunstenaar	изпълнител
kunstenaar	художничка
kunstenaar	художник
kunstenaar	артист
kunstenaar	творец
vermoë	способност
mond	уста
mond	устата
unesco	юнеско
united	обединени
united	обединена
united	обединен
united	юнайтед
united	обединено
paulus	пол
paulus	паул
house	house
house	къща
house	къщата
house	хаус
gesondheid	здраве
gesondheid	здравеопазване
gesondheid	здравето
leerders	учещите
leerders	ученици
leerders	зениците
geskiedkundige	историческа
geskiedkundige	исторически
geskiedkundige	историческо
aktiwiteite	дейности
aktiwiteite	занимания
aktiwiteite	събития
aktiwiteite	мероприятия
aktiwiteite	случки
aktiwiteite	събитието
aktiwiteite	събитие
konflik	конфликт
konflik	конфликти
gemeenskaplike	обща
gemeenskaplike	общ
gemeenskaplike	общи
gemeenskaplike	чести
inkomste	приход
inkomste	доход
inkomste	приходи
inkomste	доходи
inkomste	приход
inkomste	приходи
karoo	кару
ligte	светло
ligte	светлина
ligte	светлината
dirk	дърк
erfenis	наследство
mosambiek	мозамбик
bladsye	страници
heelal	вселената
heelal	вселена
verdwyn	изчезване
geskei	разделени
geskei	отделени
geskei	разделен
geskei	разведена
geskei	разведен
geskei	разведени
hoek	ъгъл
blomme	цветята
blomme	цветя
tuiste	жива
tuiste	живите
tuiste	живи
johann	йохан
verwante	свързани
verwante	свързан
verwante	свързана
verwante	свързано
sport	спорт
sport	спортен
sport	спортни
sport	спортен
sport	спорт
sport	спортно
sport	спортове
selfstandige	независима
selfstandige	независими
selfstandige	независим
onderneming	корпорация
onderneming	корпорейшън
onderneming	предприятие
onderneming	ентърпрайз
onderneming	ентърпрайс
onderneming	enterprise
tempel	темпъл
tempel	храмът
tempel	храм
beroemde	знаменитости
beroemde	знаменитост
twintig	двадесет
berig	приказка
berig	история
ford	форд
jongste	последно
jongste	последен
jongste	последни
jongste	последна
berge	планините
berge	планини
literatuur	литература
lange	ланг
saamgesmelt	разтопен
saamgesmelt	разтопена
saamgesmelt	разтопено
tabel	масата
tabel	маса
tabel	масичка
tabel	таблица
speler	плеър
speler	играч
kommunistiese	комунист
kommunistiese	комунистическа
kommunistiese	комунистически
daniel	даниел
daniel	даниъл
sokkerspeler	футболист
prent	снимка
prent	картинка
prent	имидж
prent	картинка
prent	образ
prent	изображение
prent	естество
prent	природа
prent	природата
vraag	въпрос
sterrebeeld	съзвездие
eric	ерик
voel	усети
voel	усеща
voel	чувство
voel	усещане
optrede	поведение
optrede	провеждане
optrede	поведение
blad	страница
blad	страницата
blad	page
outonome	автономни
outonome	автономна
letters	буквите
letters	букви
letters	писма
reaksie	реакция
opvoedkundige	образователна
opvoedkundige	образователен
opvoedkundige	образователно
opvoedkundige	образователни
vliegtuie	вс
vliegtuie	самолети
effens	едвам
effens	едва
vaste	консервирани
vaste	твърда
vaste	твърд
soria	сория
fokus	концентрация
fokus	фокус
been	кокал
been	кост
been	кости
geklassifiseer	поверително
geklassifiseer	секретно
geklassifiseer	класифициран
geklassifiseer	класифицирани
geklassifiseer	класифицирана
reëls	правила
reëls	правилата
reëls	линии
reëls	реплики
reëls	редове
geweier	отхвърлена
geweier	отказана
verduidelik	обясни
teater	театър
teater	театър
jacques	жак
gevaar	опасност
gevaar	опастност
kroon	краун
kroon	корона
kroon	короната
ingestel	излекуван
ingestel	излекувана
ingestel	излекувани
ingestel	въведен
ingestel	въведено
ingestel	въведена
ingestel	въведени
finland	финландия
mee	със
altesaam	за
presies	точно
presies	точен
beplan	планирани
beplan	планирана
beplan	планирано
beplan	планиран
carl	карл
produk	продукт
produk	продукти
gewig	тегло
gewig	тежест
vallei	долината
vallei	долина
vallei	вали
hede	подарък
hede	настояще
hede	присъстващи
enjin	двигатели
enjin	двигател
adam	адам
oom	чичо
klank	звук
klank	звука
profiel	профил
bygedra	щамповане
bygedra	допринесе
bygedra	допринесъл
sosialistiese	социалист
sosialistiese	социалистическа
taak	задача
taak	задачата
mere	езера
mere	езерата
ondersteuning	подпомагане
ondersteuning	подкрепа
ondersteuning	поддръжка
administrasie	администриране
administrasie	администрация
minute	минути
minute	минути
oprigting	изграждане
oprigting	строеж
oprigting	конструкция
oprigting	строителство
biblioteek	библиотеката
biblioteek	библиотека
kandidaat	кандидатка
kandidaat	кандидатът
kandidaat	кандидат
suksesvolle	успешна
suksesvolle	успешни
suksesvolle	успешен
suksesvolle	успешно
toepassing	кандидатстване
toepassing	молба
toepassing	приложение
toepassing	прилагане
toepassing	заявление
toepassing	приложение
toegepas	приложен
toegepas	приложена
toegepas	прилагана
toegepas	приложено
toegepas	приложени
versterk	засилване
versterk	укрепване
eet	ям
eet	ядене
eet	яде
straat	улица
straat	стрийт
straat	street
straat	улицата
motors	автомобили
motors	коли
litause	литовски
angola	ангола
angola	монголия
parameter	параметър
parameter	параметри
christiaan	кристиан
christiaan	кристиян
christiaan	крисчън
christiaan	християнин
maatskaplike	социално
maatskaplike	социален
