категорија	категорія
холандија	голландії
холандија	голландія
професор	професор
професор	викладач
професор	вчителю
професор	вчитель
професор	учитель
професор	вчителька
планина	гірський
планина	гора
планина	гірська
римско	роман
бара	потребує
бара	вимагає
бара	шукає
карактеристики	характеристики
карактеристики	особливості
карактеристики	можливості
карактеристики	функціональність
овозможува	вмикає
овозможува	дозволяє
овозможува	дозволяє
овозможува	допускає
доволно	достатньо
доволно	досить
локалитети	сайти
локалитети	сайтів
локалитети	юнеско
врати	відновлення
врати	відновити
врати	відновити
врати	повернути
врати	скасувати
врати	двері
померанија	померанія
чело	чоло
чело	лоб
чело	віолончель
девица	діва
девица	діва
девица	богородиці
константин	костянтин
константин	костянтин
ѕвезда	зоря
ѕвезда	зірочки
ѕвезда	зоряні
ѕвезда	зірка
паша	паша
економски	економічне
економски	економічні
економски	економічна
економски	економічний
економски	корупцію
можеби	maybe
можеби	можливо
зборува	говоримо
зборува	говорили
зборува	розмовляє
зборува	говорить
москва	московська
москва	moscow
москва	москва
фудбалер	футболіст
коло	коло
производи	продукція
производи	виріб
производи	вироби
производи	продукти
причина	причина
причина	привід
унија	union
унија	союз
унија	юніон
наука	наука
наука	науки
работел	спрацювало
работел	працював
работел	працювали
работел	працювала
пишува	записує
пишува	пише
живееле	жили
живееле	жила
живееле	жив
освои	переміг
освои	виграв
освои	вон
освои	виграли
ново	ново
ново	нові
ново	нове
ново	нова
ново	новий
ново	створити
науки	наука
науки	науки
науки	наук
исфрлен	виключили
автор	автор
автор	автора
автор	автором
охрид	охрид
лансиран	запустили
лансиран	розпочали
украина	україна
украина	україні
тема	темою
тема	тему
тема	тема
тема	теми
тема	тему
тема	тема
тема	теми
тема	темою
тема	тема
тема	предмет
турски	турецька
турски	турецький
турски	турецькою
турски	турецькі
династија	династія
територии	територій
стефан	стефан
стефан	штефан
стефан	стефан
стефан	штефан
промена	зміна
промена	change
промена	змінити
лице	обличчя
лице	обличчям
лице	face
океанија	океанії
седум	сім
седум	сімка
напад	наступ
напад	напад
напад	атака
напад	атаки
напад	десант
напад	напад
наклонетост	класики
наклонетост	орбіти
близу	поблизу
близу	поруч
близу	поряд
близу	близько
близу	біля
носач	авіаносець
станала	став
станала	стали
станала	стало
станица	станція
станица	станції
станица	вокзал
структура	структура
структура	структури
процесот	процес
процесот	обробити
процесот	процесу
планини	гори
мажи	чоловіки
статус	стан
статус	статус
статус	стану
статус	статусі
градби	будівлі
градби	будівель
градби	структури
градби	структур
градби	конструкції
науката	наука
науката	науки
филип	phillip
филип	філіп
филип	філіп
филип	філіп
филип	філіпп
филип	філіп
романија	румунії
романија	румунія
орбитални	орбіталь
џорџ	георгій
џорџ	георгія
џорџ	джордж
џорџ	георг
сателитите	супутники
претставуваат	представляють
претставуваат	представляти
претставуваат	отримає
претставуваат	позування
света	света
света	святий
света	saint
света	сен
света	святе
света	священна
света	священні
света	святі
света	святе
света	свята
света	священні
света	святий
слични	схожі
слични	подібні
слични	подібна
слични	подібний
соработка	співпраця
соработка	співпраці
соработка	співробітництво
соработка	співпрацю
камен	камінь
камен	stone
камен	стоун
камен	скеля
камен	рок
камен	кручі
камен	rock
заврши	фініш
заврши	завершити
заврши	закінчити
заврши	завершено
заврши	завершені
заврши	виконано
заврши	завершено
заврши	завершені
заврши	закінчено
заврши	закінчиться
заврши	закінчив
заврши	зроблено
заврши	закінчили
заврши	виконано
заврши	готово
заврши	done
грб	крест
грб	емблема
грб	back
грб	назад
грб	ззаду
грб	повернулася
грб	спина
египет	єгипту
египет	єгипет
египет	єгипті
радио	радіо
радио	рації
негова	його
поддршка	підтримка
поддршка	підтримую
поддршка	підтримати
управување	керувати
управување	керування
управување	управління
управување	менеджмент
управување	керівництво
управување	керування
управување	керування
управување	управління
друго	іще
друго	інше
покраината	провінція
истовремено	одночасно
религија	релігія
религија	релігії
индекс	index
индекс	покажчик
индекс	індекс
остров	острів
граница	границя
граница	рамки
граница	обрамлення
граница	межа
граница	кордон
граница	рамка
езерото	озеро
езерото	озера
видео	відео
видео	відеозапис
поет	поет
ќерка	донька
ќерка	дочка
албуми	альбомів
албуми	альбоми
делчев	делчев
слично	схожі
слично	подібні
слично	подібна
слично	подібний
слично	аналогічно
текст	текстовий
текст	текст
берлин	берлін
димитар	дімітар
коса	шерсть
коса	волосся
сонцето	нд
сонцето	сонця
сонцето	сонцю
сонцето	sun
сонцето	сонце
сака	мріє
сака	хоче
сака	любить
сака	кохає
директно	напряму
директно	безпосередньо
истите	збігається
истите	однаковий
истите	однакові
истите	same
истите	самий
зеланд	зеландії
зеланд	земельні
зеланд	зеландія
ирска	ірландія
ирска	ірландії
семејства	сімей
семејства	родин
семејства	родини
писатели	письменники
писатели	письменників
одбрана	оборона
одбрана	захист
одбрана	оборони
одбрана	захист
одбрана	оборону
римски	роман
национално	національна
национално	націонал
национално	національне
национално	національний
национално	національні
независност	незалежність
независност	незалежності
броеви	числа
броеви	номери
броеви	цифри
стане	стануть
стане	стати
стане	стають
администрација	адміністрація
администрација	адміністрації
администрација	адміністрування
помали	меншим
помали	менша
помали	менший
помали	менше
помали	менші
помали	мінор
помали	незначна
помали	молодший
помали	незначний
помали	молодші
македонско	македонська
македонско	македонський
српски	сербська
српски	сербська
имиња	назви
имиња	імена
површината	поверхні
површината	поверхня
услуги	послуги
услуги	служби
услуги	служби
услуги	service
услуги	служба
услуги	послуга
услуги	сервіс
сателит	супутник
општество	суспільство
општество	товариства
општество	товариство
хенри	генрі
хенри	генріх
хенри	анрі
притисок	тиск
веројатно	ймовірно
веројатно	орієнтовно
луис	льюїс
луис	льюіс
луис	луїс
луис	людовик
луис	луї
луис	луїс
основан	заснував
основан	засновано
третиот	третє
третиот	третій
третиот	третя
медали	медалі
гледа	побачить
гледа	бачить
гледа	дивиться
гледа	дивитися
гледа	дивлюсь
христијански	християни
христијански	християнин
христијански	крістіан
христијански	християнський
христијански	християнська
глава	head
глава	голова
глава	голівка
политичка	політичний
политичка	політичне
политичка	політична
политичка	політичні
избори	вибори
избори	вибори
недела	тиждень
недела	неділя
национални	національна
национални	націонал
национални	національне
национални	національний
национални	національні
растенија	рослини
растенија	заводи
бугарски	болгарський
бугарски	болгарська
членовите	учасники
членовите	члени
напишал	написав
напишал	написала
напишал	писав
академија	академія
академија	академії
екипа	екіпаж
екипа	команда
чест	честь
чест	пошани
чест	честь
чест	шанувати
чест	вшанування
северно	північна
северно	норт
северно	північний
северно	північ
кирил	кирило
кирил	кирило
бог	божі
бог	боже
бог	бога
бог	бог
бог	богу
денови	днів
денови	дні
порано	раніше
институт	інститут
институт	instituto
резултати	результати
чија	чиє
чија	чиї
чија	чия
чија	чий
високо	високий
високо	висока
високо	значне
високо	високе
високо	високі
мексико	мексики
мексико	мексиці
мексико	мексика
директор	режисер
директор	директор
директор	капітал
проект	project
проект	проект
план	плануємо
план	спланувати
план	планувати
план	план
театар	театрі
театар	театр
театар	театр
природата	природа
природата	природня
босна	босна
босна	боснія
босна	боснії
починати	померлих
мечка	ведмідь
мечка	ведмедик
друштво	товариство
мекленбург	мекленбург
истото	збігається
истото	однаковий
истото	однакові
истото	same
истото	самий
корисници	користувачі
корисници	користувачів
делото	вчинку
негов	його
зависност	залежність
зависност	залежність
покажува	показує
избор	вибір
избор	вибране
избор	вибір
избор	актуально
добра	хороші
добра	гарні
добра	добрий
добра	добре
византија	візантії
зголемување	збільшити
зголемување	підвищити
ван	ван
ван	van
ван	ван
ван	фургон
хамбург	гамбург
најверојатно	ймовірно
најверојатно	орієнтовно
лесно	легка
лесно	легкі
лесно	легко
лесно	легке
наведуваат	cite
косово	косова
косово	косово
претежно	здебільшого
претежно	переважно
брзина	швидкість
брзина	швидкість
настапи	виконують
настапи	виконати
настапи	виступів
настапи	виступали
настапи	виступала
долго	довгий
долго	хай
долго	лонг
долго	long
долго	довга
долго	довгі
добие	підсилення
добие	заробити
дојде	приїхала
дојде	приїхав
дојде	прилетіли
дојде	зайшла
дојде	прийшло
дојде	прийшов
јунајтед	united
јунајтед	юнайтед
класа	клас
пазар	крамниця
пазар	marketplace
пазар	маркет
пазар	ринкова
пазар	ринок
пазар	ринку
играчи	гравців
играчи	гравці
можно	можливе
можно	можливо
можно	можлива
британски	британці
британски	британська
британски	британські
британски	british
британски	англієць
прашања	питань
прашања	проблеми
прашања	питання
прашања	запитань
прашања	питань
прашања	вопросы
прашања	запитання
прашања	питання
температура	температура
папа	папи
папа	папа
месец	місяця
месец	місяць
започна	почалося
започна	почалось
започна	почали
започна	розпочато
започна	почався
започна	почато
згради	будівлі
згради	будівель
битка	battle
битка	битва
битка	бій
следи	слідувати
следи	стежити
бела	бела
бела	білий
бела	біла
бела	біле
бела	білі
бела	вайт
бела	белла
голови	цілі
голови	голи
швајцарија	швейцарія
швајцарија	швейцарії
проблем	задача
проблем	проблему
проблем	проблема
проблем	біді
проблем	біда
лидерите	лідери
лидерите	лідерів
национална	національна
национална	націонал
национална	національне
национална	національний
национална	національні
тешко	hard
тешко	тяжко
тешко	важкий
тешко	складна
тешко	важка
тешко	жорсткий
тешко	важко
тешко	складно
тешко	складне
бразил	бразилії
бразил	бразилія
бразил	бразильська
општински	муніципальна
општински	муніципальний
степен	градус
степен	ступінь
анализа	аналіз
реки	річок
реки	річки
реки	ріки
материјали	матеріали
покраини	провінції
шпански	іспанською
шпански	іспанської
шпански	іспанська
данска	данія
данска	данії
основана	заснував
основана	засновано
револуционерна	революційний
финансиски	фінансово
финансиски	матеріально
финансиски	фінанси
финансиски	фінансові
финансиски	фінансова
филмски	фільм
филмски	плівка
министер	міністр
министер	міністру
ист	збігається
ист	однаковий
ист	однакові
ист	same
ист	самий
род	род
род	рідні
причини	причини
предмети	елементів
предмети	пункти
предмети	елементи
предмети	предмети
знае	знає
поранешен	колишні
поранешен	колишній
револуција	революція
хронолошки	хронологічний
хронолошки	хроніки
даде	дали
даде	віддала
даде	дав
даде	віддали
даде	дала
франс	франс
франс	франції
франс	франція
франс	францію
служба	служби
служба	service
служба	служба
служба	послуга
служба	сервіс
прашање	випуск
прашање	видання
прашање	запитання
прашање	питання
ознака	мітка
ознака	позначити
ознака	позначка
ознака	квач
дете	малиш
дете	дитя
дете	дитяче
дете	дитяча
дете	дитина
дете	нащадок
завршува	завершується
завршува	завершує
завршува	закінчується
мартин	мартін
висок	високий
висок	висока
висок	значне
висок	високе
висок	високі
висок	високий
значително	значно
потребно	необхідно
потребно	необхідні
потребно	необхідним
потребно	потрібен
потребно	необхідні
потребно	необхідне
потребно	необхідний
потребно	потрібним
потребно	потреби
потребно	потрібен
потребно	потрібною
потребно	необхідний
физички	фізично
физички	фізична
физички	фізичні
физички	фізичне
џиро	джиро
изградба	будівництво
изградба	будівництва
изградба	зібрати
изградба	збирання
изградба	побудувати
изградба	будувати
еднаш	once
суд	судові
суд	суд
собрание	зборів
собрание	збори
макс	макс
меѓународни	міжнародний
меѓународни	міжнародна
меѓународни	міжнародні
меѓународни	інтернаціонал
меѓународни	міжнародне
калифорнија	каліфорнію
калифорнија	california
калифорнија	каліфорнія
вредности	значення
вредности	цінності
интерес	відсотки
интерес	зацікавлення
интерес	відсоткова
интерес	інтерес
интерес	вигода
создава	створює
двајца	два
двајца	дві
двајца	двоє
двајца	двох
двајца	двійка
турнеја	гастролі
турнеја	tour
турнеја	тур
јужно	південна
јужно	південь
јужно	південний
исус	ісус
воена	військові
воена	військовий
дејност	активність
дејност	дії
дејност	діяльності
дејност	дія
дејност	діяльність
риби	риби
риби	риб
риби	риба
риби	рибу
риби	рибка
риби	риби
активност	активність
активност	дії
активност	діяльності
активност	дія
активност	діяльність
напади	приступ
напади	атакує
напади	напади
напади	атаки
напади	напади
однесување	поведінка
однесување	поведінка
индустрија	industries
индустрија	галузі
индустрија	індустрії
индустрија	галузь
индустрија	галузі
индустрија	індустрія
индустрија	промисловість
истанбул	стамбула
истанбул	стамбулі
истанбул	стамбул
тирингија	тюрингія
слобода	свобода
слобода	свобода
останал	зупинилась
останал	залишився
десет	десять
десет	десятка
десет	десяти
десет	тен
ана	анно
ана	ана
ана	ена
ана	анна
поранешни	колишні
поранешни	колишній
том	тома
том	том
јужен	південна
јужен	південний
карл	карл
карл	карл
титула	назва
титула	заголовок
титула	титул
отворено	відкрито
отворено	відкрити
отворено	відкрита
отворено	відкрито
отворено	відкриті
отворено	відкритий
низа	рядок
низа	послідовності
низа	послідовність
долна	нижній
долна	опустити
долна	нижня
долна	нижча
следниот	наступний
следниот	наступна
следниот	next
следниот	наступне
следниот	далі
планински	гірський
планински	гора
планински	гірська
одржува	здійснює
појава	спостерігали
појава	повторення
појава	явище
појава	феномен
кратко	short
кратко	короткий
кратко	коротка
кратко	скорочено
кратко	коротке
кратко	короткі
марко	марко
марко	марко
доби	отримано
доби	отримані
доби	отриманий
доби	отримали
доби	отримала
оддел	департамент
оддел	відділ
оддел	розділ
оддел	секція
оддел	секції
конечно	нарешті
врв	pinnacle
врв	пік
наследство	застаріла
наследство	спадок
наследство	успадкування
наследство	спадщина
категории	категорії
сингл	окремі
сингл	single
сингл	самотній
жан	жан
жан	джин
жан	жанна
конгрес	конгрес
конгрес	конгресу
осум	вісім
бел	бель
бел	білий
бел	біла
бел	біле
бел	білі
бел	вайт
бел	дзвінка
бел	bell
бел	белл
бел	дзвін
бел	дзвінок
делумно	частково
делумно	розкладання
делумно	часткове
делумно	часткова
делумно	частково
делумно	часткова
делумно	мінлива
делумно	частково
издаден	видала
издаден	виданий
издаден	випущено
народна	народний
народна	народного
народна	фольклор
народна	народні
народна	фолк
народна	народна
технологија	технологія
технологија	технології
составен	складено
струмица	струмиця
фудбал	футбол
фудбал	футбол
етнички	національну
етнички	етно
етнички	етнічна
личност	особа
личност	особи
личност	особистість
изградбата	будівництво
изградбата	будівництва
фестивал	festival
фестивал	фестиваль
знак	характер
знак	символів
знак	персонаж
знак	символ
знак	підписати
знак	знак
стар	старі
стар	старе
стар	старим
стар	стара
стар	старий
висока	високий
висока	висока
висока	значне
висока	високе
висока	високі
висока	високий
дрво	вуд
дрво	деревина
дрво	лісова
дрво	дерево
дрво	ялинки
релативно	відносно
релативно	відносна
релативно	відносний
релативно	відносно
примена	отримано
примена	отримані
примена	отриманий
примена	отримали
примена	отримала
примена	зізнався
примена	програми
примена	програма
примена	застосунок
примена	додаток
отоманската	турецький
оружје	зброя
оружје	зброю
оружје	зброєю
оружје	зброя
оружје	руки
остатоци	залишається
остатоци	залишки
остатоци	підбирати
остатоци	уламки
остатоци	залишки
остатоци	крихти
момент	момент
момент	мить
фон	фон
фон	фон
гитара	гітару
гитара	гітара
методи	способи
методи	методи
светлина	світлі
светлина	світле
светлина	light
светлина	світло
светлина	світлий
владеење	управління
владеење	правило
владеење	править
христијани	християни
христијани	християнин
христијани	крістіан
христијани	християнський
христијани	християнська
христијани	християни
канал	канал
канал	канал
канал	каналом
канал	channel
канал	каналу
жителите	мешканці
жителите	мешканців
школа	школа
школа	училище
манчестер	манчестер
белгија	бельгії
белгија	бельгія
најдобра	кращий
најдобра	найкраща
најдобра	найкращий
најдобра	найкраще
најдобра	найкращі
болест	хвороби
болест	хворобу
болест	хвороби
болест	хвороба
болест	захворювання
болест	хвороба
војвода	герцог
војвода	дюк
превод	переклад
томас	томас
томас	томас
томас	тома
партии	вечірок
партии	вечірки
партии	партій
поранешна	колишні
поранешна	колишній
гола	голі
гола	медом
гола	голий
гола	naked
гола	nude
гола	ню
заедници	громад
заедници	муніципалітетів
христо	христо
продолжи	тримай
продолжи	продовжувати
продолжи	продовжити
продолжи	продовжуємо
продолжи	поновити
продолжи	відновити
продолжи	продовжити
спортови	спорт
спортови	спортивні
спортови	спорту
златна	золотий
златна	голден
златна	золоті
златна	золоте
актер	актор
меѓународна	міжнародний
меѓународна	міжнародна
меѓународна	міжнародні
меѓународна	інтернаціонал
меѓународна	міжнародне
православна	православний
православна	православної
православна	orthodox
православна	православна
православна	православні
тетово	тетово
мало	малий
мало	малі
мало	маленькі
мало	мало
мало	маленька
мало	маленький
мало	маленькі
такви	такі
линии	лінії
линии	рядками
линии	рядків
линии	лініями
линии	рядки
точно	саме
возач	драйвер
возач	водій
возач	водія
обид	спробу
обид	спроба
обид	намагатися
обид	спробувала
обид	спробував
обид	замах
метал	метали
метал	металевий
метал	метал
содржат	містити
содржат	містить
содржат	міститься
содржат	містять
двајцата	обоє
двајцата	обидва
двајцата	обох
двајцата	обидві
двајцата	обом
програми	програми
програми	програми
долг	борг
долг	боргу
мајкл	михайло
мајкл	майкл
мајкл	michael
мајкл	михаїл
вклучени	включено
вклучени	включені
висина	висота
висина	висота
васил	василь
глас	голос
глас	голосом
глас	голосу
страници	сторінки
страници	сторінок
смисла	глузд
смисла	почуття
смисла	чуття
останува	залишається
останува	залишки
останува	залишається
останува	залишиться
најмалку	найменш
најмалку	найменше
чии	чиє
чии	чиї
чии	чия
чии	чий
херцеговина	герцеговини
херцеговина	герцеговина
монголија	монголії
иста	збігається
иста	однаковий
иста	однакові
иста	same
иста	самий
секое	кожен
секое	кожні
стапка	оцінити
стапка	частота
стапка	швидкість
стапка	оцініть
стапка	ставка
азбука	абетка
азбука	письмо
азбука	алфавіт
светлината	світлі
светлината	світле
светлината	light
светлината	світло
светлината	світлий
океан	океан
композитор	композитор
композитор	редактор
брод	судно
брод	корабель
брод	човен
тек	потік
тек	потік
тек	струмок
власти	влади
согласност	згоду
согласност	згода
согласност	погодження
согласност	згоди
согласност	стандарту
фактори	фактори
фактори	факторів
теми	теми
теми	тем
теми	теми
теми	тем
примери	приклади
почнува	починається
почнува	починає
почнува	починається
почнува	запускає
почнува	стартує
првично	спочатку
источно	східна
источно	східної
источно	східні
борис	борис
зголемува	підвищує
зголемува	збільшується
зголемува	збільшує
зголемува	зростає
споредба	порівняння
штип	штип
подрачје	область
подрачје	ділянка
подрачје	площа
подрачје	місцевість
улоги	ролі
почнал	почалося
почнал	почалось
почнал	почали
почнал	розпочато
почнал	почався
почнал	почато
денеска	сьогодні
направени	зробила
направени	made
ефект	ефект
ризик	ризик
главата	head
главата	голова
главата	голівка
цела	цілу
цела	цілий
цела	ціла
верува	довіряє
верува	довірою
верува	безмежну
верува	надійний
верува	надійність
верува	надійних
верува	вірить
настан	подію
настан	події
настан	подією
настан	подія
трета	третє
трета	третій
трета	третя
сопственост	властивості
сопственост	властивість
сопственост	майна
сопственост	власність
сопственост	майно
сопственост	володів
сопственост	власники
сопственост	належність
сопственост	власник
сопственост	власність
спортски	спортивні
спортски	спорт
спортски	спортивні
спортски	спорту
тврди	сперечалися
тврди	заявляє
тврди	стверджує
зависи	залежить
зависи	правильніше
страницата	сторінку
страницата	сторінка
страницата	сторінки
страницата	пейдж
виена	відень
ништо	nothing
ништо	ніщо
ништо	небуття
ништо	нічого
клетки	комірки
правила	правила
продолжува	продовжуючи
продолжува	продовжуємо
продолжува	поновлює
симбол	символ
удар	переворот
удар	інсульт
удар	удару
удар	кидок
удар	удар
удар	страйк
годишна	річну
годишна	річна
годишна	щороку
годишна	річні
годишна	річний
некогаш	якось
некогаш	ever
некогаш	інколи
некогаш	деколи
некогаш	іноді
стара	стара
стара	старі
стара	старе
стара	старим
стара	стара
стара	старий
карактер	характер
карактер	символів
карактер	персонаж
карактер	символ
карактер	особистість
јувентус	ювентус
првак	чемпіон
документи	документи
документи	папери
дејвид	давід
дејвид	девід
дејвид	давид
анг	аанг
црвена	червона
црвена	ред
црвена	червоний
црвена	червоне
црвена	червоні
рак	рак
фридрих	фрідріх
телевизија	телебачення
традиција	традиція
традиција	традиції
годишно	щорічно
годишно	щороку
крст	хрест
крст	хрестик
крст	крос
кит	кит
кит	кити
кит	кіт
кит	kit
инструменти	інструментів
инструменти	інструментами
брак	шлюб
бизнис	бізнес
бизнис	справа
бизнис	ділова
бизнис	business
бизнис	діловий
отворен	відкрити
отворен	відкрита
отворен	відкрито
отворен	відкриті
отворен	відкритий
долга	довгий
долга	хай
долга	лонг
долга	long
долга	довга
долга	довгі
круг	коло
круг	гурток
круг	кругла
круг	круглий
круг	round
круг	раунд
кула	вежа
кула	tower
кула	башта
кула	кула
служи	служити
служи	подаємо
служи	подавати
служи	подають
служи	служить
служи	обслуговує
точки	крапок
точки	крапки
точки	точки
точки	очки
точки	пункти
точки	очок
точки	балів
точки	плями
точки	плям
култури	культур
високи	старший
високи	сеньйор
проекти	проекти
проекти	проектів
дал	dal
дал	даль
дал	дали
дал	віддала
дал	дав
дал	віддали
дал	дала
поени	точки
поени	очки
поени	пункти
поени	очок
поени	балів
ерусалим	єрусалим
трет	третє
трет	третій
трет	третя
чиј	чиє
чиј	чиї
чиј	чия
чиј	чий
потреба	need
потреба	треба
потреба	потрібно
потреба	потреби
потреба	потреба
потреба	необхідність
езера	озер
езера	озера
намалување	зменшити
намалување	заднє
намалување	зменшити
мрежи	метеликів
мрежи	мережах
мрежи	спільноти
мрежи	мережі
мрежи	мереж
мрежи	мережа
мрежи	network
мрежи	мережі
мрежи	мережеві
латински	латинська
латински	латинської
латински	латинські
внимание	увага
моментално	зараз
моментално	наразі
словенија	словенії
словенија	словенія
база	основа
база	базова
база	база
база	основою
база	базовий
избрана	вибраний
избрана	обрані
избрана	вибрані
избрана	вибране
избрана	вибрано
западно	захід
западно	вест
љубов	любов
љубов	кохаю
љубов	кохання
јасно	чисто
јасно	очистити
јасно	чітко
јасно	суто
ѓорѓи	георгій
мера	міри
мера	вимірювання
мера	міру
мера	міра
карло	карло
содржина	контент
содржина	вміст
содржина	зміст
содржина	матеріали
содржина	вміст
содржина	зміст
мир	миру
мир	мир
најдобро	кращий
најдобро	найкраща
најдобро	найкращий
најдобро	найкраще
најдобро	найкращі
екипи	екіпажі
екипи	команди
израел	ізраїлі
израел	ізраїлю
израел	ізраїль
создадена	створено
создадена	створені
создадена	створене
создадена	створена
вообичаено	спільними
вообичаено	поширені
вообичаено	спільне
вообичаено	загальні
вообичаено	common
вообичаено	звичний
вообичаено	звичайні
султанот	султан
убиен	убитий
убиен	вбив
убиен	вбили
топ	гармата
топ	гармати
топ	згори
топ	вгорі
топ	топ
топ	верхній
топ	найпопулярніші
топ	зверху
шкотска	шотландія
шкотска	шотландії
просторот	простору
просторот	пробіл
просторот	простір
приказна	казка
приказна	публікації
приказна	історія
приказна	сюжет
приказна	розповідь
приказна	публікація
нато	нато
одлука	рішенням
одлука	рішення
назначен	призначена
назначен	оргкомітет
назначен	призначені
назначен	призначив
замена	обмін
замена	заміна
замена	замінник
странски	іноземних
странски	іноземні
странски	іноземний
закони	законів
закони	закони
заеднички	спільна
заеднички	спільне
заеднички	взаємного
заеднички	спільний
заеднички	взаємно
заеднички	спільними
заеднички	поширені
заеднички	спільне
заеднички	загальні
заеднички	common
заеднички	спільно
долги	довгий
долги	хай
долги	лонг
долги	long
долги	довга
долги	довгі
метод	метод
мадрид	madrid
мадрид	мадрид
мост	міст
мост	місток
недели	тижні
недели	тижнів
сцена	сцени
сцена	сцена
сцена	ландшафт
сцена	краєвид
сцена	пейзаж
сцена	ландшафтний
турнир	турнір
едвард	едвард
едвард	едвард
едвард	едуард
сопруга	дружині
сопруга	дружина
брегот	берега
брегот	берег
кучиња	гончі
кучиња	псів
кучиња	собак
кучиња	собаки
кучиња	пси
клубови	клуби
клубови	жир
клубови	клубів
знаци	символів
знаци	персонажі
знаци	ієрогліфи
знаци	літери
знаци	символи
знаци	знаки
знаци	написи
император	імператор
средно	середній
средно	носій
средно	середня
средно	середні
средно	вторинної
залив	затока
залив	затоці
залив	губа
залив	затока
опрема	обладнання
опрема	інвентар
опрема	спорядження
опрема	gear
петров	петров
важни	важлива
важни	важливі
важни	важливий
важни	важливе
важни	важливо
опишува	описано
