baptistu	baptista
algu	bérek
veru	võru
uzplaukums	bumm
piramīdas	piramis
piramīdas	piramisok
augstākas	feljebb
augstākas	magasabb
augstākas	nagyobb
publikācija	kiadvány
publikācija	közzététel
publikācija	kiadás
publikācija	kiadó
publikācija	közzététel
gps	gps
risinājumi	megoldások
risinājumi	megoldásokat
teju	majdnem
uzraudzības	felügyelet
uzraudzības	megfigyelés
uzraudzības	felügyeleti
tīrs	tisztán
tīrs	tiszta
tīrs	tiszta
tīrs	clean
konflikti	konfliktusok
konflikti	konfliktus
konflikti	ütközés
konflikti	konfliktusok
konflikti	konfliktus
sārmu	alkáli
sārmu	lúgos
sārmu	lúgos
mijiedarbība	kölcsönhatás
mijiedarbība	kölcsönhatások
mijiedarbība	kölcsönhatás
kritiski	kritikus
markss	marx
tulkots	lefordított
nintendo	nintendo
jfk	jfk
sertificēts	hitelesített
sertificēts	minősített
sertificēts	tanúsított
sertificēts	igazolt
piecpadsmit	tizenöt
piecpadsmit	fifteen
mācīja	tanított
tipiski	általában
tipiski	jellemzően
tipiski	tipikusan
tipiski	jellemző
tipiski	tipikus
tipiski	jellegzetes
spartaks	spartacus
laukiem	mezőket
laukiem	mezők
laukiem	fields
laukiem	földek
laukiem	mező
urālu	ural
mir	mir
sems	samu
sems	sam
viltus	hamis
viltus	hamisítvány
viltus	mű
viltus	kamu
viltus	hamis
maisījums	mix
maisījums	keverék
maisījums	keverék
maisījums	elegy
maisījums	keverékek
maisījums	keverék
dalīšanās	megosztás
automašīna	autóval
automašīna	kocsi
automašīna	autó
automašīna	kocsival
pievienojies	csatlakozz
pievienojies	csatlakozás
extra	extra
lēna	lena
lēna	lassú
lēna	lassan
plānus	tervek
aizstāvji	védők
amsterdamā	amsterdam
amsterdamā	amszterdam
amsterdamā	amszterdami
sīrija	szíriában
sīrija	szíria
jaunieši	fiatalok
jaunieši	ifjúsági
jaunieši	fiatalság
jaunieši	ifjúság
milzīgs	hatalmas
milzīgs	óriási
adatas	tűt
adatas	tű
adatas	tűket
adatas	tűk
adatas	tű
tūre	tour
tūre	turné
tūre	túra
novērtēt	értékeli
novērtēt	értékelje
novērtēt	értékeli
novērtēt	értékelni
intensitāte	intenzitás
intensitāte	intenzitása
ovis	ovis
jūdžu	mérföld
tulkojumi	fordítás
tulkojumi	fordítások
sajūta	érzés
sajūta	érzem
sajūta	érezni
sajūta	érzéssel
aizdomas	gyanúsított
aizdomas	gyanús
aizdomas	gyanú
aizdomas	gyanú
unikāls	egyedülálló
unikāls	páratlan
unikāls	egyedi
tic	tic
domāja	hittem
domāja	gondoltam
domāja	gondolat
pretinieki	ellenfelek
pretinieki	ellenségek
pretinieki	ellenségei
pretinieki	ellenség
alba	alba
garsija	garcia
pieaugušiem	felnőtt
pieaugušiem	felnőtteknek
pieaugušiem	felnőttek
keita	kate
vienkāršā	egyszerű
vienkāršā	szimpla
drēzdenes	dresden
cieš	szenvedés
cieš	szenved
cieš	szenved
sitiens	lőtt
sitiens	lelőtték
sitiens	lövés
pasliktinājās	rosszabbodott
pasliktinājās	romlottak
pasliktinājās	romlott
adrijas	adriai
adrijas	adria
zemāks	alacsonyabb
zemāks	alsó
zemāks	lejjebb
stratēģiski	stratégiai
haizivs	cápa
kabeļu	kábel
kabeļu	kábelek
interjera	belső
interjera	belseje
apmatojums	haj
apmatojums	szőr
sadalīšanās	bomlás
hornets	darazsak
itunes	itunes
lūdz	kérdi
lūdz	kérdezi
lūdz	imádkozik
cola	kóla
cola	cola
stadija	színpad
stadija	színpadon
apsūdzības	vádirat
apsūdzības	vádemelés
apsūdzības	vádak
mantu	drog
rīks	szerszám
rīks	eszköz
lokomotīvju	mozdony
komunisti	kommunisták
ģeogrāfisko	földrajzi
imperatori	császárok
xml	xml
gruzija	grúzia
gruzija	georgia
veģetācijas	növényzet
vakaros	esténként
panda	panda
zīmols	brand
zīmols	márka
būtnes	lények
degviela	tüzelőanyag
degviela	üzemanyag
piedāvājums	gyengéd
piedāvājums	pályázati
piedāvājums	pályázat
piedāvājums	ajánlat
piedāvājums	licit
piedāvājums	ajánlatok
piedāvājums	kínál
piedāvājums	ajánlat
piedāvājums	ajánlatokat
piedāvājums	ellátási
piedāvājums	utánpótlás
piedāvājums	ellátás
piedāvājums	kínálat
piedāvājums	ajánlat
piedāvājums	ajánlatot
duets	duettet
rīkoties	aktus
rīkoties	felvonás
aprakstītas	leírt
aizmugurējā	hátsó
kritizēja	bírálta
zieds	virág
zieds	virágos
akcija	részesedése
akcija	megosztás
akcija	részesedés
novērš	elkerüli
novērš	megakadályozza
novērš	megelőzi
novērš	megelőzni
novērš	megelőzése
raidījums	közvetítés
raidījums	adás
caurules	cső
caurules	pipa
caurules	csövek
caurules	csövek
caurules	csöveket
caurules	tubus
caurules	cső
zobiem	fogat
zobiem	fogak
uzpildes	töltelék
ģeogrāfiski	földrajzilag
agnese	agnes
agnese	ágnes
cēloņi	okok
cēloņi	okozza
cēloņi	okoz
āpsis	borz
dziļa	mély
nelaimes	véletlenek
nelaimes	balesetek
egons	egon
garšas	íze
garšas	ízek
garšas	aroma
garšas	íz
afgāņu	afgán
afgāņu	afgánok
svinīgi	ünnepélyesen
bioloģisko	biológiai
lašu	lazac
prakses	gyakorlatok
dzirdēt	hallani
rīts	reggel
rīts	reggelt
magazine	magazin
magazine	tár
magazine	újság
mākonis	felhő
mākonis	cloud
denijs	danny
pulkstenis	óra
pulkstenis	vigyázz
pulkstenis	óra
lēcas	objektív
lēcas	lencse
lēcas	lencse
lēcas	lencsék
lēcas	lencse
anastasija	anastasia
pārvadājumi	fuvarozás
pārvadājumi	kocsi
pārvadājumi	közlekedés
pārvadājumi	fuvarozás
pārvadājumi	szállítás
pārvadājumi	közlekedési
gviānas	guyana
saņemts	kapott
saņemts	fogadott
saņemts	beérkezett
albānija	albánia
grafika	grafika
grafika	grafikus
flora	flora
stabili	stabil
stabili	istálló
svarīgas	fontos
pārdod	eladás
pārdod	eladva
pārdod	eladott
pārdod	elkelt
sacentās	versenyzett
līgumi	szerződések
līgumi	szerződések
līgumi	megállapodások
līgumi	egyezmények
grūtniecības	terhességi
grūtniecības	terhesség
pārbaude	ellenőrzése
pārbaude	hitelesítés
pārbaude	ellenőrzés
pārbaude	vizsgálati
pārbaude	vizsgálat
pārbaude	próba
pārbaude	teszt
pārbaude	vizsgálat
pārbaude	ellenőrzési
pārbaude	ellenőrzés
pārbaude	csekk
pārbaude	csekket
pārbaude	ellenőrzés
vērtējums	értékelés
vērtējums	értékelési
vērtējums	besorolás
vērtējums	minősítés
vērtējums	minősítési
vērtējums	értékelés
ārpusē	kint
ārpusē	kívül
astotā	nyolcadik
kurss	persze
siltums	hőség
siltums	hő
siltums	fűtés
siltums	melegség
vasaļiem	csatlósai
zīmējumi	műalkotás
kursā	persze
iemācījies	tanult
iemācījies	megtanult
iemācījies	tanultam
veselība	egészségügy
veselība	egészségügyi
veselība	egészség
bengālijas	bengáli
apmeklētājiem	látogatók
apmeklētājiem	látogatói
apmeklētājiem	látogató
vēzis	rákos
vēzis	rák
fia	fia
golfa	golf
telekomunikāciju	távközlés
telekomunikāciju	távközlési
telekomunikāciju	távközlés
telekomunikāciju	távközlési
sniegums	előadás
sniegums	teljesítmény
infrastruktūra	infrastruktúra
dzēriens	igyál
dzēriens	ital
dzēriens	igy
tīkli	háló
tīkli	hálók
tīkli	hálózatok
relatīvais	relatív
relatīvais	viszonylagos
relatīvais	rokon
ger}}	ger}}
līdzības	hasonlóság
džimijs	jimmy
definēts	meghatározott
definēts	meghatározva
equus	equus
uzbrucēju	támadó
mijiedarbības	kölcsönhatás
mijiedarbības	kölcsönhatások
mijiedarbības	kölcsönhatás
protokoli	perc
protokoli	jegyzőkönyv
protokoli	percek
protokoli	jegyzőkönyvek
ieradumi	szokások
ieradumi	szokásai
asa	asa
salīdzinājums	összehasonlítás
salīdzinājums	összehasonlítása
rabīns	rabbi
īres	bérlet
īres	bérelt
pierādījumi	bizonyíték
pierādījumi	bizonyítás
pierādījumi	bizonyíték
pierādījumi	bizonyítékok
futbolisti	focisták
apgrozījums	árbevétel
apgrozījums	forgalom
apgrozījums	forgalma
pārstāvēt	képviselni
pārstāvēt	képviseli
klēts	magtár
marokas	marokkói
anete	annette
reģistrācija	felvétel
reģistrācija	rögzítés
reģistrācija	nyilvántartási
reģistrācija	nyilvántartásba
reģistrācija	regisztráció
alekss	alex
dzintara	amber
dzintara	borostyán
konfederācija	államszövetség
indukcijas	indukciós
rūzvelts	roosevelt
tauriņu	lepke
tauriņu	pillangó
miruši	halott
miruši	halottak
piedāvāts	felajánlott
piedāvāts	kínált
piedāvāts	felkínált
piedāvāts	felajánlotta
ierobežot	korlátozzák
ierobežot	határ
ierobežot	korlátozás
ierobežot	határérték
ierobežot	limit
ierobežot	korlát
briselē	brüsszelben
briselē	brüsszeli
briselē	brüsszel
vagoni	kocsik
vagoni	furgon
vagoni	edzők
klauss	claus
klauss	klaus
reālā	real
reālā	valós
reālā	igazi
reālā	valódi
sasniegta	elérte
sasniegta	elért
sasniegta	teljesült
sasniegta	megvalósult
sasniegta	elért
degunradzis	orrszarvú
degunradzis	orrszarvú
porcelāna	porcelán
traģēdija	tragédia
nākotni	jövőbeli
nākotni	jövő
ieroča	fegyver
ieroča	fegyvert
rakstnieki	írók
dokuments	okmány
dokuments	okirat
dokuments	dokumentum
siu	siu
bruņotajiem	felfegyverkezve
bruņotajiem	fegyveres
dzejolis	vers
dzejolis	verset
izcils	kiváló
izcils	kiemelkedő
izcils	kimagasló
izcils	kiváló
auduma	szövetek
auduma	szövet
stabilitāti	stabilitás
stabilitāti	stabilitása
stabilitāti	stabilitási
stunda	óra
skulptūru	szobor
skulptūru	szobrok
skulptūru	szobrok
edu	edu
datubāzē	adatbázisok
datubāzē	adatbázis
izstaro	kibocsát
identitātes	személyazonosság
identitātes	személyazonosságát
identitātes	identitás
piemin	említ
ekspozīcija	expozíciós
ekspozīcija	kitettség
ekspozīcija	expozíció
minimālā	minimum
minimālā	minimális
minimālā	legkisebb
minimālā	minimálisan
jēga	érzék
jēga	értelem
jēga	értelme
paraugi	modellek
paraugi	modelleket
paraugi	egyedek
paraugi	példányok
paraugi	minták
paraugi	mintákat
zobens	sabre
zobens	kard
smith	kovács
smith	smith
desmiti	tízes
desmiti	tucatnyi
desmiti	tucat
benz	benz
sulas	gyümölcslevek
sulas	juice
sulas	gyümölcslé
sulas	lé
teroristu	terrorista
teroristu	terroristák
ciematu	település
ciematu	falusi
ciematu	falu
akadēmiskais	akadémiai
korupcijas	korrupció
dārzkopības	kertészeti
dārzkopības	kertészkedés
dārzkopības	kertész
dārzkopības	kertészeti
valdījumā	birtoklás
viesi	vendég
viesi	vendégek
indiana	indiana
oksīds	oxid
civilizācija	civilizációt
civilizācija	civilizáció
civilizācija	civilizáció
atslēga	kulcsfontosságú
atslēga	key
atslēga	kulcs
izplešanās	terjeszkedés
izplešanās	bővítés
skaistas	gyönyörű
skaistas	csinos
cietā	tömör
cietā	szilárd
pagalmā	udvar
pagalmā	udvarra
pagalmā	udvaron
sargs	őrző
sargs	őr
sekunžu	másodpercek
sekunžu	másodperc
ivo	ivo
slovēņu	szlovén
slovēņu	szlovén
spriedumu	ítélet
termini	fogalmak
termini	feltételek
termini	kifejezések
aizliedz	tiltja
prūsija	poroszország
unikāla	egyedülálló
unikāla	páratlan
unikāla	egyedi
izņēmumi	kivételek
izņēmumi	kivétel
izņēmumi	kizárás
izņēmumi	kivételek
izņēmumi	adómentesség
izņēmumi	mentesség
mantijas	köntös
stratēģiskā	stratégiai
konstante	állandó
konstante	folyamatos
motīvi	motívumok
pastāvēšana	lét
pastāvēšana	létezése
pastāvēšana	létezés
saglabāta	megmentette
saglabāta	mentve
saglabāta	mentett
ungāri	magyarok
skautu	cserkész
skautu	felderítő
atkārtot	ismétlés
atkārtot	visszajátszás
paulu	paulo
mīksts	puha
mīksts	lágy
kampaņa	kampány
konts	fiók
konts	figyelembe
konts	számla
slikta	szegény
slikta	szegények
slikta	bad
slikta	rosz
slikta	rossz
netieši	közvetetten
netieši	közvetett
netieši	közvetve
netieši	közvetetten
netieši	közvetve
dzirde	hallás
dzirde	meghallgatás
pelēkās	ősz
pelēkās	grey
pelēkās	szürke
rafaels	rafael
skaitās	számít
lūkas	nyílások
komēdijas	vígjátékokat
piekrīt	elfogadja
piekrīt	elfogad
piekrīt	elfogadó
piekrīt	beleegyezik
piekrīt	egyetért
tipiska	jellemző
tipiska	tipikus
tipiska	jellegzetes
viedokļi	vélemény
viedokļi	vélemények
viedokļi	nézőpontok
viedokļi	megtekintés
efekti	hatások
efekti	hatásai
efekti	hatás
ternopiļas	ternopil
pole	rúd
spējīgi	képes
admirālis	admirális
noteikšana	kimutatás
noteikšana	meghatározás
noteikšana	meghatározása
jaunība	fiatalok
jaunība	ifjúsági
jaunība	fiatalság
jaunība	ifjúság
sat	ültem
sat	ült
emi	emi
rezervē	tartalék
rezervē	tartalékot
serbijā	szerbia
pārvarēt	leküzdése
apvienots	együttesen
apvienots	együttes
apvienots	kombinált
apvienots	egyesített
modo	modo
viesis	vendég
limited	limited
limited	limitált
limited	korlátozott
limited	korlátolt
ētika	erkölcs
ētika	etika
ētika	etikai
aspekti	szempontok
aspekti	szempontjai
aristotelis	arisztotelész
panama	panama
demokrātija	demokrácia
migrācija	áttérés
migrācija	átállás
migrācija	bevándorlás
migrācija	migráció
dzīvokļu	apartman
dzīvokļu	lakások
dzīvokļu	apartmanok
atkarīgi	eltartott
atkarīgi	függő
atkarīgi	függő
tvaiku	gőzök
tvaiku	gőz
tvaiku	gőzzel
fidži	fidzsi
ēnā	árnyék
coca	coca
goes	megy
trūkumi	hiányosságok
trūkumi	hiányosságai
trūkumi	hibáit
trūkumi	hiányosságok
trūkumi	hiányosságok
trūkumi	hiányosságai
līdzsvaru	egyenleg
līdzsvaru	mérleg
līdzsvaru	egyensúly
pārliecināts	meggyőzte
konstitūcijā	alkotmány
visaugstākā	legmagasabb
astotais	nyolcadik
bagātību	vagyon
bagātību	szerencse
bagātību	vagyont
inovāciju	innováció
inovāciju	innovációs
uzbrucēji	támadók
uzbrucēji	támadók
slepkava	gyilkos
slepkava	gyilkos
grunts	alul
grunts	alja
grunts	alsó
grunts	fenék
tumšs	sötét
bremzēšanas	fékezés
investīcijas	beruházás
investīcijas	beruházások
investīcijas	befektetések
investīcijas	befektetés
investīcijas	befektetési
investīcijas	beruházás
investīcijas	befektetés
investīcijas	befektetések
investīcijas	beruházások
pārbauda	ellenőrzése
pārbauda	ellenőrizni
pārbauda	csekk
pārbauda	csekket
pārbauda	ellenőrzés
ženēvā	genfi
patiesība	igaz
patiesība	igazi
patiesība	igazság
ieņēmumi	bevételek
ieņēmumi	bevételek
ieņēmumi	jövedelem
ieņēmumi	bevétel
ieņēmumi	jövedelmek
ieņēmumi	bevételek
ieņēmumi	jövedelme
ieņēmumi	bevétel
ieņēmumi	bevételek
iegūšana	megszerzése
iegūšana	beszerzés
iegūšana	megszerzése
dārzi	kertek
statujas	szobrok
bordo	bordeaux
bordo	burgundy
atļauta	engedélyezett
atļauta	engedélyezve
atļauta	engedélyezett
atļauta	engedélyezve
atļauta	megengedett
atļauta	engedélyezett
atļauta	megengedett
audzes	formációk
atkarīgas	eltartott
atkarīgas	függő
lada	lada
saņemšanas	nyugta
saņemšanas	átvétel
sakramento	sacramento
veikala	műhely
veikala	üzlet
veikala	bolt
veikala	vásárlás
vīni	borok
velns	ördög
velns	szar
zinu	zee
taizemes	thai
pērtiķi	majmokat
pērtiķi	majmok
aizstāt	helyettesíteni
apvienošanos	egyesülés
apvienošanos	egyesülések
godalgas	díjak
godalgas	díjakat
godalgas	nyeremény
pārbaudi	csekk
pārbaudi	csekket
pārbaudi	ellenőrzés
benzola	benzol
slavenais	híres
slavenais	híresség
testa	vizsgálati
testa	vizsgálat
testa	próba
testa	teszt
sadarboties	együttműködni
sadarboties	együttműködni
gatavi	kész
kirils	kirill
izplatīt	elosztására
izplatīt	terjesztés
izplatīt	elosztás
izplatīt	elosztása
amerika	amerika
amerika	america
matricu	mátrix
vērtīga	értékes
vērtīga	értékesek
lielgabali	ágyúk
lielgabali	ágyúkat
toni	toni
toni	tone
toni	hangnem
sabrukšanas	bomlás
emocijas	érzelmek
emocijas	érzelem
emocijas	érzések
emocijas	érzelmek
emocijas	érzelem
audzināšanas	nevelés
audzināšanas	szülői
palestīnā	palesztin
rezidences	rezidens
izlaist	skip
bezkrāsains	színtelen
bezkrāsains	színtelen
atklājumi	felfedezések
zilonis	elefánt
zilonis	elefántok
izstrādājumi	árucikkek
izstrādājumi	cikkek
izstrādājumi	termékek
izstrādājumi	termék
izstrādājumi	termékeket
izstrādājumi	előkészületek
izstrādājumi	felkészülés
izstrādājumi	készítmények
misūri	missouri
gatava	kész
odzes	viperák
apstrāde	kezelése
apstrāde	kezelési
apstrāde	feldolgozás
apstrāde	kezelés
apstrāde	kezelésre
apstrāde	kezelése
profesionālais	szakmai
profesionālais	profi
profesionālais	professzionális
ķirurģijas	sebészi
ķirurģijas	sebészeti
silva	silva
novērojamas	megfigyelhető
frānsiss	frances
traucē	zavarni
fib	fbi
kampaņā	kampány
ziņots	jelentett
ziņots	bejelentett
zināja	tudtam
zināja	tudta
galerijas	galériák
galerijas	galéria
galerijas	galériában
alise	alice
tops	felül
tops	top
tops	csúcs
tops	felső
tops	legfelső
hronoloģija	kronológia
cukuru	cukor
cukuru	cukrot
cukuru	cukorral
bojājumi	elváltozások
bojājumi	lézió
uzlabojumi	javítása
uzlabojumi	javulást
uzlabojumi	fejlesztés
uzlabojumi	javulás
uzlabojumi	javítások
uzlabojumi	javulás
uzlabojumi	fejlesztések
bruņas	páncél
bruņas	páncélos
bruņas	páncél
eksports	export
eksports	kivitel
eksports	exportálni
eksports	export
eksports	kivitel
eksports	kiviteli
src	src
melodija	jingle
melodija	dallam
melodija	melody
psihologs	pszichológus
čīle	chilei
čīle	chile
īstenībā	igazából
īstenībā	valójában
atļaujas	engedélyek
atļaujas	engedélyek
atļaujas	jogosultság
atļaujas	engedélyek
atļaujas	jogosultságok
zosu	liba
zosu	liba
partneris	társ
partneris	partner
partneris	társa
partneris	társam
studio	studio
studio	stúdió
dūmu	füst
pensijā	nyugdíjba
pensijā	nyugdíj
pensijā	nyugdíjas
pensijā	visszavonult
pensijā	nyugdíjas
pensijā	nyugdíjba
piesārņojums	szennyezés
piesārņojums	szennyeződés
piesārņojums	környezetszennyezés
piesārņojums	szennyezés
piesārņojums	szennyeződés
polis	polis
polis	rúd
valstsvīrs	államférfi
taivānas	tajvani
taivānas	tajvan
kombinācijas	kombináció
kombinācijas	kombinációk
arctos	arctos
kaza	kecske
shēmu	séma
klīniskā	klinikai
voyager	voyager
modelēšanas	modellezési
android	android
mogiļevas	mahiljov
jpeg	jpeg
agronoms	agronómus
kopsavilkums	összefoglaló
sūnu	moss
organizēts	szervezett
organizēts	rendezett
organizēts	szervezett
traģēdijas	tragédiák
kļūdaini	hamis
hormonu	hormon
iekaisuma	gyulladás
iekaisuma	gyulladásos
alma	alma
robinsons	robinson
luksemburgā	luxemburgi
luksemburgā	luxemburgban
luksemburgā	luxemburg
luksemburgā	luxembourg
lidija	lydia
kadrs	keret
ierobežots	limited
ierobežots	limitált
ierobežots	korlátozott
ierobežots	korlátolt
ierobežots	korlátozott
ierobežots	korlátozottak
pas	pas
mika	mika
nometnēm	táborok
apģērbs	ruhadarab
apģērbs	ruházata
apģērbs	ruhák
apģērbs	ruházat
apģērbs	ruha
apģērbs	ruhák
apģērbs	ruha
apģērbs	ruhát
izdzīvoja	túlélte
proza	próza
internets	interneten
internets	internet
tieslietas	igazságszolgáltatás
tieslietas	igazság
tieslietas	jogszabályok
tieslietas	jog
tieslietas	jogszabály
tieslietas	törvény
taisnība	igaz
taisnība	igazi
mūki	szerzetesek
procedūru	eljárás
pārbūve	újjáépítése
pārbūve	újjáépíteni
filiāles	ágak
filiāles	fiókok
apsolīja	megígérte
apsolīja	ígéret
apsolīja	ígért
apsolīja	megígértem
datoram	számítógép
datoram	komputer
datoram	computer
atzīmēts	megjelöltek
atzīmēts	megjelölt
atzīmēts	jelölt
atzīmēts	megjelöltek
atzīmēts	megjelölt
atzīmēts	megjelölve
atpūšas	pihenő
atpūšas	pihen
nbc	nbc
sals	frost
sals	fagy
potenciāls	potenciális
potenciāls	lehetséges
potenciāls	potenciál
potenciāls	lehetőség
billijs	billy
alternatīva	alternatív
alternatīva	alternatíva
palmas	palm
palmas	tenyér
iznīcina	megsemmisült
iznīcina	elpusztult
iznīcina	elpusztította
iznīcina	elpusztít
iznīcina	pusztít
karla	carla
bruņurupucis	teknőc
bruņurupucis	teknős
šons	shawn
stabila	stabil
stabila	istálló
maratons	maraton
grūtāk	nehezebb
grūtāk	keményebben
sākts	kezdődött
sākts	kezdte
sākts	elkezdődött
obj	obj
izpildīta	teljesül
izpildīta	teljesült
izpildīta	teljesített
izpildīta	teljesítette
uzturēties	maradj
pētījuma	vizsgálat
pētījuma	tanulmányok
pētījuma	tanulás
pētījuma	tanulmány
psiholoģija	pszichológiai
psiholoģija	pszichológia
musulmaņiem	muszlimok
volejbola	röplabda
iejaukšanās	beavatkozások
iejaukšanās	interferencia
iejaukšanās	beavatkozás
iejaukšanās	beavatkozás
iejaukšanās	intervenciós
iejaukšanās	intervenció
einšteins	einstein
garša	íze
garša	aroma
garša	íz
kobe	kobe
instruktoru	oktatók
iegūtā	megszerezte
iegūtā	beszerzett
iegūtā	szerzett
iegūtā	megszerzett
ameriku	amerika
ameriku	america
ideoloģija	ideológia
uzsvars	hangsúly
uzsvars	hangsúlyt
sadales	terjesztés
sadales	eloszlás
sadales	elosztás
sadales	forgalmazási
sadales	elosztása
sadales	forgalmazás
karsts	forró
karsts	hot
karsts	meleg
karsts	dögös
siemens	siemens
kalējs	kovács
eksperiments	kísérlet
moto	mottója
vesela	egészben
vesela	egész
nils	nils
nils	neil
brālim	testvér
sintēzi	szintézis
win	win
win	nyerni
win	győzelem
win	nyerj
alternatīvas	alternatívák
desmitgades	évtizedek
desmitgades	évtized
desmitgades	évtizedben
desmitgades	évtizede
nodevas	illetékek
nodevas	díjak
nodevas	illetékek
nodevas	feladatai
nodevas	feladatok
nodevas	vámok
ilgstošu	tartós
ilgstošu	maradandó
briz	briz
med	med
maķedonija	macedónia
frankfurtē	frankfurt
plain	sima
bavārijā	bajorország
pilnas	full
pilnas	teljes
morāli	erkölcs
morāli	erkölcs
pilota	pilóta
pilota	pilot
litru	literes
litru	liter
litru	literes
litru	liter
litru	literes
litru	liter
virtuves	konyha
virtuves	konyhában
anti	anti
mārciņu	font
vebers	webber
hotspur	hotspur
pārveido	átalakul
akti	cselekmények
akti	aktusok
hello	helló
hello	hello
arhīvā	archívum
uzsvēra	kiemelt
uzsvēra	hangsúlyozta
uzsvēra	hangsúlyozta
uzsvēra	feszült
uzsvēra	hangsúlyozta
uzsvēra	stresszes
ilgstoša	tartós
ilgstoša	maradandó
arhangeļskas	arhangelszk
zālīte	fű
zālīte	füvet
zvērestu	fogadalom
zvērestu	eskü
zvērestu	eskü
amatpersona	hivatalos
amatpersona	tisztviselő
manevrs	manőver
manevrs	manőver
met	matt
pelnu	hamu
pelnu	ash
apraksti	leírások
ari	ari
alberto	alberto
ievietoja	közzétette
ievietoja	kiküldött
ievietoja	közzétett
dibinātāja	alapítója
dibinātāja	alapító
slēgtas	bezárt
slēgtas	zárva
slēgtas	zárt
gvinejas	guinea
gvinejas	guineai
samoa	szamoa
sāļi	sói
algas	fizetés
algas	bér
algas	bérek
algas	fizetések
algas	bérek
ilustrācija	illusztráció
montāža	szerelés
montāža	szerelési
montāža	közgyűlés
montāža	gyűlés
montāža	szerelvény
scenārijs	forgatókönyv
balkānos	balkáni
balkānos	balkán
oficiāls	formális
ģipša	gipsz
ģipša	gipsz
pārtika	étel
pārtika	élelem
pārtika	élelmiszerek
pārtika	táplálék
pārtika	élelmiszer
pārtika	élelmiszerek
pārtika	ételek
depresijas	depresszió
džūlija	julie
džūlija	julia
džūlija	júlia
upuris	áldozat
upuris	áldozatot
upuris	áldozat
pievienošanās	csatlakozás
jubileju	jubileumi
paolo	paolo
pārsniegt	meghaladja
bendžamins	benjamin
brālības	testvériség
lūgums	megkeresés
lūgums	kérésére
lūgums	kérésre
lūgums	kérés
lūgums	kérelem
sisu	sisu
pirts	fürdő
pirts	fürdés
pirts	szauna
iekšējie	belső
iekšējie	belseje
iekšējie	belső
dibināšana	formáció
dibināšana	alakzat
jacques	jacques
trenēties	gyakorol
trenēties	gyakorolni
slaveno	híres
slaveno	híresség
žurka	patkányt
žurka	patkány
biosfēras	bioszféra
astrahaņas	asztrahán
paņēmiens	technika
ekonomiskais	gazdasági
volejbols	röplabda
slēpotāja	síelő
edīte	edith
ņūtons	newton
henri	henri
festivālos	fesztiválok
pretoties	ellenállni
ostām	kikötők
saprotu	értem
veicināšanas	kinevezés
veicināšanas	előléptetés
veicināšanas	előmozdítása
veicināšanas	kiemelés
veicināšanas	promóciós
membrānas	membránok
membrānas	membrán
strūklaka	szökőkút
strūklaka	kút
iebildumu	ellenvetés
gvido	guido
korekcijas	korrekció
korekcijas	javítások
korekcijas	kiigazítás
ārzemēm	külföldön
ārzemēm	külföldre
motīvs	funkció
galapagu	galapagos
čečenijas	csecsenföld
melnkalne	montenegró
zvezda	zvezda
zilbes	szótag
pieauguši	felnőtt
pieauguši	nagykorú
abhāzijas	abházia
ātrākais	leggyorsabb
ātrākais	leggyorsabb
ātrākais	leggyorsabban
āfrika	afrikai
āfrika	afrika
varoņiem	hősök
kustas	mozog
anime	anime
vētru	vihar
beringa	bering
dziedāt	énekelni
dziedāt	énekelj
dziedāt	énekel
dziedāt	ének
dziedāt	éneklés
dziedāt	énekelni
dziedāt	énekel
sapnis	álmodj
sapnis	álma
sapnis	álom
china	porcelán
china	kína
china	china
hanna	hannah
hanna	hanna
hanna	hanna
tokijas	tokió
tokijas	tokiói
tokijas	tokyo
krogs	kocsma
krogs	kocsmában
pakistāna	pakisztán
pakistāna	pakisztáni
čigāni	cigányok
fiksēta	rögzített
fiksēta	fix
fiksēta	rögzítve
turkiem	törökök
klātbūtne	jelenlét
klātbūtne	jelenléte
apvienoties	egyesülni
apvienoties	egyesíteni
priekšrocība	előny
mizas	kéreg
mizas	peel
neskaidra	kétértelmű
neskaidra	tisztázatlan
neskaidra	bizonytalan
ideoloģijas	ideológia
ideoloģijas	ideológiák
metiens	alom
variantiem	változatok
izturību	kitartás
benetton	benetton
secināja	kötött
secināja	megkötött
māršala	marshall
zaudēt	elveszíteni
zaudēt	veszíteni
zaudēt	veszteni
zaudēt	veszíteni
obligāta	kötelező
obligāta	kötelező
obligāta	kötelezően
obligāta	kötelező
obligāta	kötelezően
pievērsa	rajzolt
pievērsa	drew
pievērsa	rajzolta
cff	cff
kazahstāna	kazah
kazahstāna	kazahsztán
palaišana	startup
konsultants	tanácsadó
konsultants	tanácsadó
konsultants	tanácsadó
kartupeļu	krumpli
kartupeļu	burgonya
jirgens	jürgen
kompleksi	komplexek
kompleksi	részegységek
stratēģija	stratégia
stratēģija	stratégiát
esperanto	eszperantó
visums	univerzum
visums	világegyetem
freds	fred
ibc	ibc
patiesības	igazság
starpvalstu	transznacionális
starpvalstu	interstate
savākt	gyűjtés
savākt	gyűjteni
savākt	összegyűjti
savākt	gyűjteni
liene	romina
rehabilitācijas	rehabilitáció
rehabilitācijas	rehabilitációs
larus	larus
skatīties	óra
skatīties	vigyázz
paplašināšanās	bővítési
paplašināšanās	bővítés
paplašināšanās	terjeszkedés
paplašināšanās	bővítés
pārkāpums	jogsértés
pārkāpums	megsértése
pārkāpums	jogsértés
