ngc	ngc
titule	títulos
kantona	cantones
rak	cancer
rak	cáncer
oženio	casadas
oženio	casada
oženio	casado
oženio	casados
istočne	orientales
istočne	oriental
istočne	eastern
energija	energías
energija	energia
energija	energética
energija	energía
kolu	coque
kolu	coca
odgovor	contestar
odgovor	contesta
odgovor	responder
odgovor	respuesta
odgovor	contestar
odgovor	contestación
odgovor	responder
odgovor	respuesta
odgovor	repuesta
odgovor	respuesta
glas	voice
glas	voz
arapski	arabe
arapski	árabe
britanske	británico
britanske	británicos
britanske	británica
open	abrir
open	abre
open	abierta
open	abra
open	abierto
prikaz	pantalla
prikaz	display
prikaz	visualización
prikaz	mostrar
mercedes	mercedes
kolo	circuito
kolo	circuitos
egipat	egipto
tačno	exactamente
tačno	exacto
raspada	ruptura
raspada	rompimiento
raspada	disolución
raspada	disolución
raspada	desintegración
raspada	aparte
živio	vivido
živio	vivió
živio	viví
živio	vivía
živio	vivida
type	escribe
type	type
type	escriba
type	tipo
motora	motores
ličnosti	personalidades
ličnosti	personalidad
marko	marco
marko	marko
islam	islamismo
islam	islam
objavljena	publicados
objavljena	publicadas
objavljena	publicada
objavljena	publicado
značaj	importancia
značaj	importancia
značaj	trascendencia
značaj	significación
značaj	significado
domena	dominios
osnivač	fundadores
osnivač	fundador
osnivač	fundadora
korisnika	usuarios
sredinom	mid
sredinom	mediados
studije	estudios
težina	peso
članica	miembro
jersey	camiseta
jersey	jersey
osobina	atributo
osobina	atributos
japan	japon
japan	japón
travnik	travnik
sposobnost	capacidad
sposobnost	habilidad
sposobnost	competencia
sposobnost	competencias
izgled	aspecto
izgled	aparición
izgled	comparecencia
izgled	apariencia
razlike	diferencias
dvostruka	dual
osnovni	imprescindible
osnovni	indispensable
osnovni	esenciales
osnovni	imprescindibles
osnovni	esencial
pogled	vistas
pogled	vista
pogled	view
pogled	ver
južni	sureña
južni	southern
južni	sur
južni	meridional
južni	sureño
spomenik	monumento
srpska	serbio
bbc	bbc
igrači	jugadores
igrači	reproductores
pretežno	predominantemente
pola	mitad
pola	half
pola	medio
svako	alguien
svako	cualquiera
institut	institute
institut	instituto
značajan	significativos
značajan	significativas
značajan	significativo
značajan	significativa
značajan	significante
aerodrom	aeropuertos
aerodrom	aeropuerto
stvaranje	crear
stvaranje	creación
stvaranje	creando
stvaranje	creación
prethodno	anteriormente
prethodno	previamente
prethodno	anterior
prethodno	previo
prethodno	anteriores
prethodno	previos
odbrana	defensas
odbrana	defensa
odbrana	defensa
zaštitu	proteccion
zaštitu	protección
majke	madres
rade	rade
don	don
nazvan	doblada
nazvan	apodado
nazvan	nombrada
nazvan	nombrado
nazvan	llamados
nazvan	llamado
nazvan	llamé
nazvan	llamada
roda	roda
roda	cigüeña
kula	kula
mehmed	mehmed
mehmed	mehmet
dijele	compartidas
dijele	compartida
dijele	compartido
dijele	compartidos
hemijski	químico
hemijski	químicas
hemijski	chemical
hemijski	químicos
hemijski	química
hemijski	químicamente
iowa	iowa
major	comandante
major	major
major	mayor
dolaze	ven
dolaze	venid
dolaze	vente
dolaze	venga
dolaze	vengan
oskar	oscar
oskar	óscar
oskar	oskar
josip	josip
karijere	carrera
karijere	carreras
josé	josé
michigan	michigan
michigan	míchigan
karakteristike	características
karakteristike	rasgos
karakteristike	caracteristicas
karakteristike	funciones
pjevačica	singer
pjevačica	cantor
pjevačica	cantante
turski	turcos
turski	turco
turski	turca
turski	turquía
will	will
will	voluntad
will	testamento
kratko	corta
kratko	short
kratko	cortos
kratko	corto
kratko	breve
kratko	breves
kratko	breve
proizvod	producto
minnesota	minnesota
sličan	parecido
sličan	similar
sličan	similares
sličan	parecidos
učestvovao	participado
učestvovao	participaron
učestvovao	participó
dubrovnik	dubrovnik
klubova	palos
klubova	trébol
klubova	discotecas
klubova	tréboles
klubova	clubes
holandija	holanda
holandija	holanda
holandija	holland
ugljik	carbon
ugljik	carbono
ugljik	carbón
niko	nadie
niko	niko
singl	singles
singl	sencillos
singl	solteros
singl	individuales
sporazum	reparte
sporazum	trato
sporazum	deal
sporazum	acuerdo
sporazum	tratado
operacija	operaciones
operacija	operación
operacija	funcionamiento
značenje	significado
kost	ósea
kost	hueso
kost	bone
kost	huesos
football	fútbol
football	futbol
direktor	directora
direktor	director
pokušava	intenta
pokušava	intentando
pokušava	probando
pokušava	tratando
pokušava	intentándolo
tenk	tanques
tenk	tanque
tenk	cisterna
williams	williams
filip	felipe
filip	filipo
filip	filip
sami	alone
sami	solo
sami	solos
sami	sola
sami	sami
gradovima	ciudades
gradovima	pueblos
pripadaju	perteneces
pripadaju	pertenecer
pripadaju	pertenecen
spomenika	monumento
spomenika	monumentos
nivo	nivel
nivo	level
rast	rise
rast	levántate
rast	subida
rast	crecimiento
astronomski	astronómica
astronomski	astronómicos
astronomski	astronómicas
astronomski	astronómico
wilhelm	guillermo
wilhelm	wilhelm
istraživanje	explorar
istraživanje	explore
istraživanje	explora
istraživanje	encuesta
istraživanje	explorar
istraživanje	explorando
istraživanje	exploración
istraživanje	investigaciones
istraživanje	investigación
istraživanje	investigacion
odgovara	encaja
odgovara	cabe
novac	dinero
novac	money
novac	efectivo
novac	cash
novac	dinero
zauzima	ocupa
kanton	cantón
kanton	canton
carlos	carlos
gori	gori
gori	peores
gori	peor
doprinos	aportación
doprinos	insumos
doprinos	entrada
doprinos	aporte
doprinos	aportación
doprinos	contribución
doprinos	aporte
naseljena	poblada
naseljena	poblado
naseljena	pobladas
raste	crecer
raste	creciente
raste	creciendo
raste	crece
industrija	industrias
industrija	industria
industrija	industria
moru	mar
natrij	sodio
zastave	pabellones
zastave	banderas
proveo	gastados
proveo	gastado
istočni	orientales
istočni	oriental
istočni	eastern
geografski	geográficamente
geografski	geográficos
geografski	geográfico
geografski	geográfica
geografski	geográficas
split	dividir
split	dividida
split	split
split	divididos
lica	caras
lica	rostros
radu	radu
divizija	division
divizija	división
županije	condados
županije	comarcas
meksiko	méjico
meksiko	méxico
meksiko	mexico
rang	ranking
rang	clasificación
rang	ranking
rang	rankings
rang	clasificaciones
smještena	situada
smještena	situados
smještena	situado
smještena	alojados
vii	vii
luke	luke
luke	lucas
vladao	gobernada
vladao	gobernó
vladao	gobernado
vladao	gobernados
postati	convertirse
edward	eduardo
edward	edward
karl	karl
karl	carlos
završila	acabados
završila	terminados
završila	finalizado
završila	acabado
završila	terminado
završila	terminada
argentina	argentina
ital	ital
manchester	mánchester
manchester	manchester
zašto	porqué
zašto	why
nastavio	continuo
nastavio	continuación
nastavio	continuó
nastavio	continuado
kategoriju	categoria
kategoriju	categoría
mreža	network
mreža	red
mreža	redes
dvorana	vestíbulo
dvorana	pasillo
dvorana	hall
dvorana	salón
korisnici	usuarios
moslavačka	moslavina
stalno	constantemente
kćerka	hija
elseif	elseif
korišten	utilizada
korišten	usada
korišten	usado
korišten	utilizado
korišten	utilizados
korišten	usados
kraljeva	monarcas
your	tus
your	tu
your	sus
your	su
rod	vara
rod	rod
rod	varilla
rod	caña
misli	piensen
misli	piensa
misli	think
misli	piense
misli	pensar
misli	pensamiento
misli	pensamientos
meč	coincidir
meč	cerilla
meč	partido
meč	coincidencia
meč	match
sat	senté
sat	sat
sat	hora
sat	reloj
takva	tal
takva	tales
vozač	controlador
vozač	driver
vozač	chofer
vozač	conductor
vozač	chófer
fizičar	físico
sadržaj	contenido
sadržaj	contenidos
sadržaj	contenido
sadržaj	contenidos
font	fuente
font	tipografía
carl	carl
carl	carlos
uzima	tomando
uzima	teniendo
uzima	toma
kipar	chipre
poraz	derrotas
poraz	derrota
njihovi	sus
njihovi	su
čast	honor
čast	honra
čast	honor
čast	honra
profesionalni	profesional
profesionalni	professional
profesionalni	profesionalidad
profesionalni	profesionales
razvija	desarrolla
razvija	desarrollándose
razvija	desarrollando
sekundi	segundos
ita}}	ita}}
mreže	network
mreže	red
mreže	redes
revolucije	revoluciones
približno	aproximadamente
približno	aproximadamente
friedrich	friedrich
friedrich	federico
metode	métodos
queen	queen
queen	reina
rasta	rasta
sunce	sun
sunce	sol
sunce	sunshine
sunce	sol
iso	iso
pismo	letra
pismo	carta
zavisi	depende
zavisi	dependen
ploče	planchas
ploče	placas
ploče	chapas
ploče	platos
nastup	rendimiento
nastup	desempeño
nastup	actuación
nastup	performance
nastup	espectáculo
nastup	show
nastup	mostrar
tona	tonelada
tona	toneladas
tona	tonelada
tona	toneladas
tona	ton
tona	toneladas
kvalifikacijama	eliminatorias
georgia	georgia
moskva	moscú
pierre	pierre
kontrolom	controladas
kontrolom	controlada
kontrolom	controlado
kontrolom	controlados
pokušao	intenté
pokušao	intentado
pokušao	probado
olimpijski	olímpica
olimpijski	olímpico
olimpijski	olympic
olimpijski	olímpicos
olimpijski	olimpiadas
beg	bey
beg	ruego
beg	mendigar
beg	ruega
beg	suplicar
beg	rogar
beg	suplica
manja	menor
manja	menores
manja	minor
nadimak	apodo
nadimak	mote
nadimak	sobrenombre
doći	ven
doći	venid
doći	vente
doći	venga
doći	vengan
dinamo	dynamo
dinamo	dinamo
dinamo	dinamo
kanala	canales
srednji	middle
srednji	medium
srednji	medianas
srednji	medio
srednji	mediano
srednji	mediana
srednji	médium
reći	decir
antonio	antonio
parlament	parlamento
jug	jarra
jug	sur
stadiona	estadios
povećava	aumenta
povećava	aumentos
povećava	incrementos
povećava	aumento
povećava	aumentar
povećava	incrementando
povećava	creciente
povećava	aumentando
povećava	plantea
povećava	aumentos
mit	mit
mit	mito
mit	mitos
kretanje	movimientos
obala	shore
obala	orilla
obala	litoral
obala	costa
obala	costas
tvrđava	fortaleza
kanal	canal
kanal	canal
kanal	canalizar
kanal	canales
kanal	channel
utjecaj	impact
utjecaj	repercusión
utjecaj	impacto
utjecaj	influencia
utjecaj	influir
utjecaj	influencias
utjecaj	influenciar
sport	deportes
sport	sport
sport	deporte
zlato	oro
zlato	dorada
zlato	dorado
zlato	gold
ferdinand	fernando
uskoro	pronto
uskoro	soon
uskoro	próximamente
izvorima	muelles
izvorima	springs
izvorima	resortes
izvorima	manantiales
ubijen	asesinado
ubijen	asesinados
ubijen	asesinada
ubijen	mató
ubijen	asesinados
ubijen	asesinada
ubijen	asesinado
ubijen	matado
britanija	britania
test	test
test	probar
test	prueba
test	ensayo
ebu	abi
ebu	abu
fra}}	fra}}
paša	pasha
posjeduje	posee
posjeduje	posee
daniel	daniel
određuje	determina
domaćin	anfitriones
elementi	elementos
drama	drama
drama	dramática
drama	dramático
prethodna	anterior
prethodna	previo
prethodna	anteriores
prethodna	previos
muzički	musicales
muzički	musical
razvio	desarrollados
razvio	desarrollado
razvio	desarrollada
razvio	desarrolladas
razvio	evolucionaron
razvio	evolucionado
razvio	evolucionó
leži	mentiras
rio	rio
rio	río
indiana	indiana
zadatak	asignación
zadatak	cesión
zadatak	tarea
posebna	especiales
posebna	especial
posebna	special
postojanje	existencia
britanska	británico
britanska	británicos
britanska	británica
zajednički	comunes
zajednički	frecuente
zajednički	común
zajednički	frecuentes
zajednički	common
sultan	sultan
sultan	sultán
tok	tok
organizma	organismo
postaju	convirtiéndose
press	prensa
press	presione
press	prensas
taylor	taylor
smith	herrero
smith	smith
island	islandia
crnogorci	montenegrinos
tenkova	tanques
tenkova	cisternas
historičar	historiador
scene	escenas
bihać	bihać
mladi	jóven
mladi	jovenes
mladi	young
mladi	joven
mladi	jóvenes
heinrich	heinrich
bend	band
bend	banda
kamen	gema
kamen	stone
kamen	piedra
razlikuje	difiere
razlikuje	distingue
pruža	proporciona
pruža	provee
visini	altitud
beč	viena
pritoka	afluente
projekat	project
projekat	proyecto
projekat	proyectar
profil	perfil
napustio	abandonadas
napustio	abandonada
napustio	abandonado
napustio	abandonados
pojedinačno	individual
pojedinačno	individualmente
umire	muere
umire	morir
umire	muriendo
umire	moribundo
otkriveni	descubierto
otkriveni	descubierta
otkriveni	descubiertas
otkriveni	descubiertos
otkriveni	descubrió
nasljednik	heredera
nasljednik	heredero
nasljednik	sucesora
nasljednik	sucesores
nasljednik	sucesor
učestvuje	participa
same	sam
splitsko	dividir
splitsko	dividida
splitsko	split
splitsko	divididos
formule	fórmulas
poljska	polonia
kansas	kansas
postavio	conjunto
postavio	set
postavio	fijado
postavio	plató
ustav	constitución
ustav	constitucional
švedski	suecos
švedski	suecia
švedski	sueco
švedski	sueca
prilično	bastante
prilično	bonita
prilično	guapas
prilično	pretty
prilično	guapa
prilično	bastante
vjeruje	confía
vjeruje	cree
zvanično	oficialmente
umrla	murió
umrla	murio
umrla	murieron
sedmica	week
sedmica	semana
sedmica	semanas
tema	tópico
tema	tema
tema	temática
tema	tema
brojevi	numeros
brojevi	números
otvoren	abrir
otvoren	abre
otvoren	abierta
otvoren	abra
otvoren	abierto
otvoren	inaugurado
otvoren	abrió
švicarska	suiza
švicarska	swiss
švicarska	suiza
švicarska	suizo
švicarska	suizos
istočnoj	orientales
istočnoj	oriental
istočnoj	eastern
učestvovalo	participado
učestvovalo	participaron
učestvovalo	participó
anne	anne
anne	ana
činjenica	hechos
činjenica	hecho
ubio	asesinado
ubio	asesinados
ubio	asesinada
ubio	mató
ubio	asesinados
ubio	asesinada
ubio	asesinado
ubio	matado
duge	arcoiris
ideje	ideas
goražde	goražde
sukob	enfrentamiento
sukob	choque
sukob	clash
sukob	conflicto
sukob	conflictos
jack	jota
jack	jack
poraza	derrotas
poraza	derrota
poraza	derrotas
poraza	derrota
cijena	precios
cijena	precio
cijena	price
automatski	automáticamente
usa	eeuu
usa	usa
uredi	edición
uredi	edita
uredi	editar
prijedlog	propuesta
prijedlog	proposición
prijedlog	sugestión
prijedlog	sugerencias
prijedlog	sugerencia
počelo	comenzó
počelo	iniciada
počelo	comenzado
počelo	iniciado
prednost	provecho
prednost	ventaja
politička	político
slične	parecido
slične	similar
slične	similares
slične	parecidos
bića	seres
delisle	delisle
sposobnosti	habilidades
sposobnosti	capacidades
sposobnosti	capacidad
sposobnosti	habilidad
berlin	berlin
berlin	berlín
beta	beta
naše	nuestra
naše	nuestras
naše	nuestros
naše	nuestro
naše	nuestra
naše	nuestro
započinje	inicia
započinje	empieza
započinje	comienza
započinje	inicia
započinje	empieza
započinje	comienza
započinje	arranca
karla	karla
dati	dar
igraju	play
igraju	juegue
igraju	juega
igraju	jugar
igraju	reproducir
igraju	jugando
igraju	tocando
igraju	jugar
navodno	supuestamente
navodno	supuestamente
navodno	presuntamente
aktivnost	actividad
proglasio	declaradas
proglasio	declarada
proglasio	declaró
proglasio	declarado
proglasio	declarados
pdf	pdf
tvrdi	siniestros
tvrdi	reclamos
tvrdi	reclamaciones
sjeverni	norte
sjeverni	septentrional
sjeverni	northern
sjeverni	norteña
počinju	comenzar
počinju	empezar
počinju	empezando
počinju	iniciando
počinju	comenzando
zona	zona
zona	zone
snimanje	grabando
snimanje	grabación
snimanje	grabar
austrijski	austríaca
austrijski	austriaco
austrijski	austriaca
austrijski	austríaco
guverner	gobernadora
guverner	gobernador
armija	armada
armija	ejército
armija	army
armija	ejercito
last	último
last	last
last	últimos
last	última
odluka	decision
odluka	decisión
odluka	decisiones
radovi	trabajos
radovi	trabaja
radovi	obras
radovi	funciona
ljeto	summer
ljeto	verano
lee	lee
osnivanja	fundar
osnivanja	fundadores
hemijska	químico
hemijska	químicas
hemijska	chemical
hemijska	químicos
hemijska	química
otkriva	revela
desno	derecho
desno	correcto
desno	derecha
održavanje	manutención
održavanje	mantenimiento
dužnosti	duty
dužnosti	deber
dužnosti	deberes
otvorena	abrir
otvorena	abre
otvorena	abierta
otvorena	abra
otvorena	abierto
php	php
linux	linux
cfg	cfg
važno	importante
važno	importantes
sloj	capa
sloj	capas
politika	políticas
politika	póliza
politika	politica
politika	política
politika	políticos
politika	politicas
politika	políticas
politika	politica
politika	política
formiraju	forma
formiraju	formulario
homo	homo
slobodan	slobodan
modela	modelos
modela	maqueta
modela	modelo
želio	buscado
želio	buscados
želio	quería
pisao	escrito
pisao	escritas
pisao	escrita
pisao	escritos
pisao	escribí
pisao	escribió
pisao	escribía
teme	temáticas
teme	temas
teme	tópicos
teme	temáticas
teme	temas
mira	paz
mira	peace
mira	mira
istok	este
istok	oriente
istok	east
postepeno	gradual
postepeno	graduales
postepeno	progresivamente
postepeno	gradualmente
srca	hearts
srca	corazones
novinar	periodista
novinar	reportero
novinar	periodista
novinar	reportera
epizode	episodios
epizode	episodio
scenarij	guión
scenarij	guion
scenarij	escenario
sasvim	totalmente
sasvim	completamente
učešće	implicación
učešće	participación
učešće	participación
massachusetts	massachusetts
mustafa	mustafa
engl	engl
povezana	conectada
povezana	conectados
povezana	conectadas
povezana	conectado
povezana	enlazados
povezana	vinculado
povezana	vinculados
povezana	vinculada
brojni	numerosos
brojni	numerosa
brojni	numerosas
brojni	numeroso
populacija	población
pobjednici	vencedores
pobjednici	ganadoras
pobjednici	ganadores
urednik	redactor
urednik	editor
urednik	editora
porijeklom	originarias
porijeklom	originaria
porijeklom	originarios
porijeklom	originario
formiranje	formando
formiranje	formación
nivoa	flotar
trebinje	trebinje
alabama	alabama
mjere	medidas
objavljuje	publica
planeta	planet
planeta	planeta
planeta	planetas
prof	prof
kompleks	complejas
kompleks	compleja
kompleks	complejo
kompleks	complejos
visok	alto
srce	corazón
srce	corazon
srce	heart
stepen	grado
stepen	licenciatura
milion	millones
milion	millón
milion	millon
muzičar	músico
sredstva	financiación
sredstva	financiamiento
sredstva	activos
sredstva	bienes
sredstva	activo
sredstva	fondos
klima	clima
power	potencia
power	power
power	poder
trenutna	actualidad
trenutna	actual
trenutna	corriente
tehnički	tecnica
tehnički	técnicos
tehnički	técnico
tehnički	técnica
tehnički	técnicamente
milijardi	billones
prisustvo	asistencia
prisustvo	asistentes
prisustvo	presencia
elektrona	electrones
mađarska	hungría
krugu	escorrentía
kineski	chinos
kineski	chino
johann	johann
brda	colinas
brda	cerros
oblici	formas
oblici	formularios
svojstva	propiedades
svojstva	fincas
svojstva	inmuebles
gov	gov
ušao	entrado
ušao	introducido
ušao	entró
ušao	ingresado
marka	brand
marka	marca
marka	mark
marka	marcar
marka	marca
marka	marcos
ekonomski	económicas
ekonomski	económicos
ekonomski	económico
ekonomski	economico
ekonomski	económica
ekonomski	económicamente
centralna	céntrica
centralna	central
centralna	centrales
centralna	céntrico
ulozi	estacas
stoji	standing
stoji	parados
stoji	stands
enzim	enzimas
enzim	enzima
slova	cartas
slova	letras
let	vuelo
franjo	francisco
franjo	francis
franjo	franjo
povratak	regreso
povratak	retorno
povratak	devolución
povratak	regreso
povratak	regresar
povratak	vuelta
kritike	críticas
kritike	criticas
kritike	crítica
boris	boris
boris	borís
stariji	anciano
stariji	elder
stariji	senior
stariji	mayores
različita	distinta
različita	diferente
različita	distintos
različita	distinto
različita	diferentes
različita	varios
različita	varias
uspjela	administrado
uspjela	gestionada
uspjela	gestionado
uspjela	logrado
uspjela	gestionados
uspjela	sucedió
uspjela	sucedido
istočna	orientales
istočna	oriental
istočna	eastern
korpusa	corps
prenosi	transmite
prenosi	transmita
prenosi	transmitir
prenosi	transmite
prenosi	transmitan
grana	sucursales
grana	ramas
grana	ramal
grana	rama
grana	sucursal
sajt	sitio
sajt	site
copa	copa
tehnika	tecnica
tehnika	técnica
smanjuje	reduce
smanjuje	decreciente
smanjuje	disminuyendo
solo	solo
osvajanja	conquistas
osvajanja	conquista
glava	head
glava	cabezal
glava	cabeza
glava	cabezas
glava	cabeza
slovo	letra
slovo	carta
pravilo	regla
kruna	corona
avion	avión
avion	avion
avion	aeroplano
avion	avión
avion	plano
avion	avion
takmičenjima	concursos
takmičenjima	competencias
takmičenjima	oposiciones
takmičenjima	competiciones
css	css
služe	servir
služe	sirva
služe	sirven
dužnost	duty
dužnost	deber
pobijedila	victorias
pobijedila	gana
pobijedila	gane
pobijedila	ganados
pobijedila	ganó
pobijedila	ganado
pobijedila	gané
pobijedila	gano
ministar	ministro
ministar	pastor
ministar	ministra
dvor	dvor
norveška	noruega
pregled	revisar
pregled	examen
pregled	revisión
pregled	reseña
mišljenje	opinion
mišljenje	dictamen
mišljenje	opinión
rješenje	solución
rješenje	solucion
rješenje	disolución
dizajn	concepción
dizajn	diseño
potok	potok
potok	stream
potok	arroyo
banka	banca
banka	banco
banka	bank
krila	alas
krila	wings
krila	alitas
han	han
održan	celebrada
santa	santa
visoka	alto
sloboda	freedom
sloboda	libertad
sloboda	liberty
sloboda	libertad
planete	planetas
roditelji	progenitores
roditelji	padres
latinski	latinas
latinski	latino
latinski	latina
latinski	latin
latinski	latín
važna	importante
važna	importantes
talk	hablar
talk	habla
talk	hable
talk	talk
talk	charla
ishod	desenlace
ishod	resultado
odbio	declinó
odbio	rechazada
odbio	disminuido
odbio	rechazado
odbio	denegada
odbio	denegado
odbio	rechazada
odbio	rechazó
filmovi	peliculas
filmovi	cine
filmovi	películas
filmovi	films
filmovi	peliculas
filmovi	cine
filmovi	películas
francis	francisco
francis	francis
pokazao	mostrada
pokazao	mostrado
pokazao	demostrado
pokazao	mostrados
pokazao	demostrada
pokazao	demostradas
pokazao	demostrado
pokazao	mostré
pokazao	mostró
pokazao	mostraron
oštećenja	daños
oštećenja	daño
poslao	enviada
poslao	enviados
poslao	enviadas
poslao	enviado
poslao	envió
rane	heridas
rimljani	romanos
juventus	juventus
povezuje	conecta
povezuje	conectando
povezuje	conectarse
povezuje	conectar
povezuje	conexión
bolnica	hospitales
bolnica	hospitalaria
bolnica	hospital
bolnica	hospitalización
bolnica	hospitalario
svrhe	propósitos
sestra	sister
sestra	hermana
ernst	ernesto
široko	wide
široko	amplio
široko	ancho
široko	amplia
alfa	alpha
alfa	alfa
alfa	alfa
potrebna	necesitó
potrebna	necesitaba
potrebna	necesitado
king	king
king	rey
viii	viii
čin	ley
čin	acta
čin	acto
čin	act
snimljen	grabados
snimljen	registrado
snimljen	grabado
kotor	kotor
sadržaja	contenido
sadržaja	contenidos
javno	público
javno	publico
javno	públicas
javno	públicos
javno	públicamente
stigao	llegaron
stigao	llegamos
stigao	llegado
stigao	llegó
oči	ojitos
oči	ojos
oči	eyes
jednačina	ecuación
alfred	alfredo
alfred	alfred
karte	entradas
karte	billetes
karte	boletos
karte	tickets
karte	cartas
karte	naipes
karte	baraja
karte	tarjetas
portugal	portugal
generacije	generación
generacije	generaciones
otpor	resistencias
otpor	resistencia
super	super
super	súper
predložio	propuesto
predložio	propuesta
predložio	proponía
predložio	propuestas
predložio	propuso
centralni	céntrica
centralni	central
centralni	centrales
centralni	céntrico
opisao	descrito
opisao	descrita
opisao	descritos
završetka	terminación
završetka	finalización
završetka	conclusión
uspjeli	administrado
uspjeli	gestionada
uspjeli	gestionado
uspjeli	logrado
uspjeli	gestionados
uspjeli	sucedió
uspjeli	sucedido
pisma	cartas
pisma	letras
paun	peacock
medalju	medalla
medalju	medallas
hit	golpeó
hit	hit
hit	golpear
vidio	visto
vidio	vi
vidio	vio
vidio	vieron
kanada	canadá
zapadni	occidental
zapadni	occidente
zapadni	western
zapadni	occidentales
zapadni	oeste
ponašanje	comportamiento
ponašanje	conducta
ponašanje	comportamiento
ponašanje	comportamientos
ponašanje	conducta
izbori	elecciones
izbori	elección
izbori	elecciones
izbori	eleccion
izbori	electorales
nedostatak	carencia
nedostatak	falta
nedostatak	carencia
nedostatak	deficiencia
nasljednika	sucesora
nasljednika	sucesores
nasljednika	sucesor
nastavak	continuación
nastavak	secuela
start	empezar
start	start
start	inicio
start	comienzo
ciklus	ciclo
ciklus	ciclos
gubi	perder
gubi	perdiendo
gubi	pierde
srebro	plata
srebro	plateado
raketa	cohete
raketa	rocket
raketa	misiles
raketa	misil
trupe	tropas
trupe	contingentes
trupe	efectivos
trupe	tropa
pas	perrita
pas	perro
pas	perros
oklahoma	oklahoma
aleksandra	alexandra
aleksandra	alejandra
aleksandra	aleksandra
skupština	ensamblaje
skupština	asamblea
skupština	montaje
domet	alcance
domet	intervalo
domet	gama
domet	rango
domet	cordillera
krunu	corona
hemijske	limpiadores
komandant	comandante
komandant	comandante
komandant	comendador
ask	preguntar
ask	pregunte
ask	pregunta
ask	pregunten
renault	renault
faktor	factor
katarina	caterina
katarina	catalina
katarina	catherine
katarina	katarina
ključ	llaves
ključ	claves
ključ	clave
ključ	key
ključ	llave
ključ	tecla
jan	jan
jan	enero
jan	ene
bolji	better
bolji	mejores
bolji	mejor
instituta	institutos
povezani	conectada
povezani	conectados
povezani	conectadas
povezani	conectado
povezani	enlazados
povezani	vinculado
povezani	vinculados
povezani	vinculada
kulturni	culturales
kulturni	cultural
kulturni	cultura
medalje	medallas
korisnik	usuarios
korisnik	usuario
sistemi	sistemas
sistemi	systems
teksta	letra
teksta	letras
stanovnici	habitantes
kulturno	culturales
kulturno	cultural
kulturno	cultura
kulturno	culturalmente
podjele	divisiones
podjele	partición
podjele	divida
podjele	divisoria
podjele	dividir
podjele	divide
vojnici	soldados
stekao	ganados
stekao	ganado
došla	vinieron
tehnike	técnicas
analiza	analisis
analiza	análisis
marth	marth
elizabeta	isabel
elizabeta	elizabeth
stijena	rocks
stijena	rocas
stijena	piedras
okean	océano
okean	mar
okean	oceano
postojala	existido
postojala	existió
postojala	existía
postojala	existieron
postojala	existían
donio	traído
donio	trajo
donio	traido
donio	traída
australija	australia
petra	petra
agg	agg
izrael	israel
izrael	israelí
apps	aplicaciones
sigurno	seguramente
makedonija	macedonio
makedonija	macedonia
indija	india
predmeta	ítems
predmeta	articulos
predmeta	artículos
šume	bosques
šume	selva
šume	bosque
belgija	bélgica
muškarci	men
muškarci	hombres
art	arte
nose	desgaste
ubistvo	asesinato
ubistvo	asesinatos
ubistvo	homicidio
ubistvo	kill
ubistvo	matar
ubistvo	mata
ubistvo	matanza
ubistvo	matando
ubistvo	matar
ubistvo	matanzas
terenu	terrenos
terenu	terreno
terenu	terreno
terenu	molido
terenu	ground
značajne	sustancial
značajne	substancial
značajne	sustanciales
značajne	significativos
značajne	significativas
značajne	significativo
značajne	significativa
značajne	significante
komponente	componentes
best	mejores
best	best
best	mejor
pronaći	encontrar
pronaći	encuentra
pronaći	encuentre
pronaći	hallazgo
olovo	liderar
olovo	plomo
nato	nato
nato	otan
gorivo	combustible
gorivo	carburante
gorivo	combustibles
maine	maine
rani	rani
liste	listas
ista	mismo
ista	misma
ista	igual
gradove	ciudades
gradove	pueblos
mario	mario
čestica	partícula
čestica	partículas
sindrom	síndrome
kapetan	capitana
kapetan	capitán
kapetan	capitan
kritičara	crítico
kritičara	critico
kritičara	crítica
jones	jones
muzičke	musicales
muzičke	musical
učenje	aprender
učenje	aprendizaje
učenje	aprendiendo
ferrari	ferrari
izmjena	cambios
izmjena	cambio
izmjena	cambiar
izmjena	cambia
izmjena	variación
zid	muralla
zid	pared
zid	murallas
zid	muro
predstavnici	representantes
uzrok	causa
uzrok	cause
holmes	holmes
holandski	holandesa
holandski	neerlandés
holandski	holandés
holandski	holandeses
reference	referencias
odluke	decisiones
odbranu	defensa
postojanja	existencia
borba	pelea
borba	fight
borba	lucha
borba	luchar
određenim	ciertos
određenim	ciertas
određenim	determinados
treninga	formación
treninga	entrenando
treninga	adiestramiento
treninga	entrenamiento
treninga	capacitación
zavisnosti	dependencia
zavisnosti	dependientes
zavisnosti	dependencias
ubistva	homicidios
ubistva	homicidio
ubistva	matanzas
ubistva	asesinatos
ubistva	homicidios
ubistva	asesinatos
događaj	acontecimiento
događaj	evento
prag	umbral
prag	umbrales
prag	praga
slična	parecido
slična	similar
slična	similares
slična	parecidos
davis	davis
maria	maría
maria	maria
princeza	infanta
princeza	princesas
princeza	princess
princeza	princesa
nasuprot	contrastes
nasuprot	contraste
biblioteka	bibliotecas
biblioteka	biblioteca
bataljon	batallón
muhamed	mohammed
muhamed	mahoma
muhamed	mohamed
muhamed	mohamed
krv	sangre
krv	blood
play	play
play	juegue
play	juega
play	jugar
