ngc	புபொப
učitelj	டீச்சர்
uglja	கரி
pen	எழுதுகோல்
pen	பேனா
zamjenik	துணை
pišu	எழுத
pišu	எழுது
pišu	எழுதவும்
bruce	புரூஸ்
student	மாணவன்
student	மாணவர்
lopte	பந்துகள்
desetak	டஜன்
vatra	தீ
vatra	நெருப்பு
pisani	எழுதப்பட்ட
pisani	எழுதப்பட்டது
pisani	எழுதிய
andrea	ஆண்ட்ரியா
fosfor	பாஸ்பரஸ்
lima	லீமா
odraslih	பெரியவர்கள்
aluminij	அலுமினியம்
prilike	வாய்ப்பை
prilike	வாய்ப்பு
monarhija	முடியாட்சி
rječnik	அகராதி
rječnik	அகராதியை
glukoza	குளுக்கோஸ்
prevodilac	மொழிபெயர்ப்பாளர்
led	பனி
led	ஐஸ்
led	பனிக்கட்டி
dizajner	வடிவமைப்பாளர்
dizajner	டிசைனர்
bori	போராடிக்
bori	போராடி
bori	போராடும்
bori	சண்டையிடும்
bori	சண்டை
bori	போராடுகிறது
sevilla	செவீயா
vaš	உங்கள்
vaš	உங்களின்
vaš	உனது
vaš	உன்
pravde	நியாயம்
pravde	நீதி
puni	நிறைந்த
puni	முழுமை
puni	முழுவதும்
puni	முழு
učesnice	பங்கேற்கும்
bik	ரிஷபம்
bik	காளை
find	கண்டு
find	கண்டுபிடி
ostavlja	இலைகளை
ostavlja	இலைகள்
hip	இடுப்பு
greška	தவறு
greška	பிழை
greška	வழு
odigrana	விளையாடிய
odigrana	விளையாடியது
navedeno	குறிப்பிட்ட
navedeno	சொல்லப்பட்டது
unutrašnja	உள்ளமை
unutrašnja	உள்
unutrašnja	உள்
mail	அஞ்சலை
mail	மெயில்
mail	அஞ்சல்
mail	மின்னஞ்சலை
mail	மின்னஞ்சல்
pobunu	கிளர்ச்சி
leo	சிம்மம்
drže	பிடித்துக்
drže	பிடி
drže	ஏந்திய
britanci	பிரிட்டிஷ்
sveukupni	மொத்தத்தில்
sveukupni	ஒட்டுமொத்தமாக
sveukupni	ஒட்டுமொத்த
turneja	சுற்றுப்பயணம்
turneja	சுற்றுலா
turneja	டூர்
turneja	உலா
sinteza	தொகுப்புவினை
trag	சுவடு
trag	வழி
intervju	நேர்காணல்
intervju	பேட்டி
tajne	ரகசியங்கள்
tajne	இரகசியங்கள்
tunis	துனீசியா
hlorid	குளோரைடு
javna	பொதுவானது
javna	பொதுவான
javna	பொது
udar	தாக்கம்
udar	தாக்கத்தை
scenario	எழுத்து
sukobi	இளைஞனை
sukobi	முரண்பாடுகள்
sukobi	குழப்பங்கள்
spriječiti	தடுக்கும்
mod	முறை
mod	முறைமை
mod	வகை
mod	முறையில்
mod	பயன்முறை
porast	அதிகரித்துள்ளது
porast	அதிகரிக்க
porast	அதிகரிக்கும்
porast	அதிகரிப்பு
standarda	தரநிலைகளை
standarda	தரநிலைகளைப்
standarda	தரநிலைகள்
kompozicija	தொகுப்பு
kompozicija	கட்டுரை
christie	கிறிஸ்டி
christie	கிரிஸ்டி
majmuni	குரங்குகள்
zeus	ஜீயஸ்
kopenhagen	கோபன்ஹேகன்
učenik	சீடன்
učenik	சீடர்
švicarski	ஸ்விஸ்
švicarski	சுவிஸ்
dvostruke	இரட்டிப்பு
dvostruke	இரட்டை
značenju	அர்த்தத்தை
značenju	அர்த்தம்
kolega	சக
riješiti	தீர்க்க
back	பின்
potpisan	கையெழுத்திட்ட
kelly	கெல்லி
dallas	டல்லாஸ்
dodavanje	சேர்க்கிறது
dodavanje	சேர்ப்பது
dodavanje	சேர்த்தல்
uklanjanje	அகற்றுகிறது
uklanjanje	அகற்றுதல்
pjeva	பாடுகிறார்
moto	மோட்டோ
tenkovi	பீரங்கிகள்
neprijatelj	எதிரி
novina	செய்தித்தாள்
novina	செய்தித்தாள்கள்
dostupna	கிடைக்கும்
dostupna	கிடைக்க
dostupna	உண்டு
dostupna	இருக்கிறது
dostupna	உள்ளது
bazen	பூல்
bazen	குளம்
stigla	வந்தது
bukurešt	புக்கரெஸ்ட்
salvador	சல்வடோர்
allaha	ஆண்டவர்
allaha	தெய்வமே
allaha	கடவுளின்
allaha	கடவுள்
allaha	தேவன்
allaha	அல்லாஹ்
down	கீழே
down	கீழ்
down	டவுன்
down	குறைந்து
miguel	மிகுவல்
oprema	உபகரணம்
oprema	உபகரணங்கள்
ozbiljno	தீவிரமாக
dodao	சேர்க்கப்பட்டனர்
dodao	சேர்க்கப்பட்டார்
dodao	சேர்க்கப்பட்டது
kupio	வாங்கிய
kupio	வாங்கியது
kupio	வாங்கினேன்
povezano	இணைக்கப்பட்டது
klizanje	ஸ்கேட்டிங்
kažu	சொல்ல
kažu	சொல்
kažu	சொல்லி
kažu	சொல்லும்
pokazali	காட்டப்படும்
pokazali	காட்டப்பட்டது
pokazali	காட்டினார்
pokazali	காட்டியது
dogovor	டீல்
manjina	சிறுபான்மையினர்
istraživači	explorers
istraživači	ஆராய்ச்சியாளர்கள்
simbola	குறிகள்
parms	parms
sapiens	sapiens
termina	அனுமதி
termina	சந்திப்பு
odigrali	விளையாடிய
odigrali	விளையாடியது
nicolas	நிக்கோலஸ்
boeing	போயிங்
graham	கிரகாம்
ritam	ரிதம்
metalni	உலோக
pomogne	உதவி
pomogne	உதவும்
xii	xii
delaware	delaware
hari	ஹரி
hari	ஹாரி
cvijet	மலர்
cvijet	பூ
cvijet	மலர்களால்
mišić	தசை
lov	வேட்டை
lov	வேட்டை
dokumenata	ஆவணங்கள்
znaju	தெரியுமா
znaju	தெரியும்
malta	மால்டா
utočište	அடைக்கலம்
utočište	புகலிடம்
novak	நோவாக்
dno	கீழே
dno	கீழ்
dno	கீழ
niži	கீழ்
niži	கீழ்நிலை
otvorio	திறக்கப்பட்டது
otvorio	திறந்து
otvorio	திறந்தது
pravljenje	செய்தல்
pravljenje	தயாரிக்கும்
pravljenje	உருவாக்குதல்
osnovano	நிறுவல்
pan	பான்
boraca	போராளிகள்
palača	அரண்மனை
minerali	கனிமங்கள்
minerali	தாதுக்கள்
trajno	நிரந்தரமாக
orao	கழுகு
pakistan	பாகிஸ்தான்
pakistan	பாக்கிஸ்தான்
doktor	மருத்துவர்
sudan	சூடான்
olova	ஈயம்
olova	லீட்
inženjerstvo	பொறியியல்
kraljevski	றோயல்
kraljevski	ராயல்
für	für
postojeće	இருக்கும்
stopala	பாதங்கள்
stopala	அடி
stopala	பாதம்
stopala	பாதங்களை
stopala	கால்களும்
christopher	கிறிஸ்டோபர்
odabrani	பாக்கியம்
agencije	ஏஜென்சிகள்
predavanja	விரிவுரைகள்
novinara	பத்திரிக்கையாளர்கள்
novinara	பத்திரிகையாளர்கள்
brzi	வேகம்
brzi	விரைவாக
brzi	வேகமாக
brzi	விரைவான
brzi	வேகமானது
brzi	விரைவானது
savjet	அறிவுரை
savjet	அறிவுரைகள்
savjet	ஆலோசனை
štiti	பாதுகாக்க
štiti	பாதுகாக்கவும்
štiti	பாதுகாக்கிறது
štiti	பாதுகாக்கும்
opstanak	பிழைப்பு
oboljenja	நோய்
oboljenja	நோய்கள்
paralelno	இணையான
paralelno	இணையாக
lópez	லோபஸ்
etnički	இன
bubrega	சிறுநீரகம்
starija	பழைய
okruženju	சூழலில்
okruženju	சூழலை
okruženju	சூழல்
okruženju	சுற்றுச்சூழல்
julije	ஜூலியஸ்
dvostruki	இரட்டிப்பு
dvostruki	இரட்டை
smanjenja	குறைந்துள்ளது
smanjenja	குறை
vidjeli	பார்த்தது
vidjeli	பார்க்கப்பட்டது
vidjeli	பார்த்த
helikoptera	ஹெலிகாப்டர்கள்
helikoptera	சாப்பர்
nico	நிகோ
komunikacija	தகவல்தொடர்பு
komunikacija	தொலைதொடர்பு
napao	தாக்கிய
stazi	தடம்
fenomen	phenomenon
rotacije	ஈர்ப்பை
položaje	பதவிகள்
terapija	சிகிச்சை
jaka	வலிமையானது
jaka	வலுவானது
jaka	வலுவான
jaka	வலிமை
koža	தோல்
koža	லெதர்
koža	தோல்
over	crossover
zvani	aka
tečnost	திரவ
tečnost	திரவம்
članstvo	உறுப்பினர்
duše	ஆன்மாக்கள்
duše	மனம்
mišići	தசைகளை
mišići	தசைகள்
vjerskih	சமய
vjerskih	மத
vjerskih	சமயப்
paulo	பாலோ
pojaviti	தோன்றும்
obavezno	கட்டாய
obavezno	கட்டாய
prihvaćena	ஏற்றுக்கொள்ளப்பட்டது
prihvaćena	ஏற்கப்பட்டது
prihvaćena	ஏற்றுக்
kom	எந்த
fritz	பிரிட்ஸ்
trgovački	வணிகர்
bliski	மூடு
bliski	மூடவும்
vis	ஆகியவை
dame	பெண்களே
dame	பெண்டிர்
produkcija	productions
yahoo	யாஹூ
zaključak	முடிவு
zaključak	conclusion
marino	மரீனோ
širem	அகலமான
obrade	செயல்படுத்துகிறது
obrade	செயலாக்கம்
haris	ஹாரிஸ்
haris	ஹாரிஸ்
vještine	திறமைகள்
vještine	திறன்கள்
vještine	திறன்
vještine	திறமை
sumnje	ஐயம்
sumnje	சந்தேகம்
sumnje	doubt
sumnje	சந்தேகங்கள்
udarac	ஊதி
udarac	குத்து
bin	தொட்டி
učesnici	பங்கேற்பாளர்கள்
km²	km²
gde	எங்கே
gde	எங்கு
amir	அமீர்
distribucija	பகிர்வு
distribucija	விநியோகம்
distribucija	பரவல்
orion	ஓரியன்
audio	ஒலி
audio	ஆடியோ
atletici	athletics
asocijacija	சங்கம்
asocijacija	கழகம்
conmebol	conmebol
povelja	பட்டயம்
povelja	சாசனம்
dokazano	நிரூபிக்கப்பட்ட
costa	கோஸ்டா
zatražio	கோரப்பட்டது
zatražio	கேட்டேன்
zatražio	கேட்கப்பட்டது
zatražio	கேட்டார்
zatražio	கேட்டாள்
četvrtak	வியாழன்
četvrtak	வியாழக்கிழமை
redom	வரிசை
redom	கிடக்கை
komitet	கமிட்டி
facto	facto
land	நிலம்
generalno	பரவலாக
jedva	அதிகமாக
jasna	தெளிவு
jasna	அழி
jasna	தெளிவான
društvena	சமூகங்கள்
društvena	சோஷியல்
društvena	சமூகம்
društvena	சமூக
nula	சுழி
nedostaje	காணாமல்
nedostaje	காணவில்லை
nedostaje	இல்லாமை
marco	மார்கோ
dječak	பாய்
dječak	சிறுவன்
dječak	பையன்
dječak	பையா
men	மன்
podigao	வளர்த்தது
anno	அனோ
izabrao	பலரை
rusko	ரூசோ
virus	வைரல்
virus	வைரஸ்
različito	வித்தியாசமான
različito	வித்தியாசமாக
različito	வெவ்வேறு
trava	புல்லை
trava	புல்
matematike	கணிதம்
matematike	கணித
meso	இறைச்சி
meso	சதை
predmeti	உருப்படிகள்
predmeti	பொருட்கள்
predmeti	பொருள்கள்
održati	பிடித்துக்
održati	பிடி
volumen	ஒலியளவு
pušten	வெளியிடப்பட்டது
domini	டொமினி
metil	மீத்தைல்
bogovi	தெய்வ
bogovi	கடவுளின்
bogovi	தெய்வங்கள்
bogovi	தேவர்கள்
bogovi	கடவுள்கள்
wayne	வெய்ன்
membrana	சவ்வு
tekstove	lyrics
muzičara	இசைக்கலைஞர்கள்
sociologija	சமூகவியல்
dodatnih	கூடுதலான
dodatnih	கூடுதல்
kong	காங்
lokalno	உள்நாட்டில்
stuart	ஸ்டுவர்ட்
bombe	குண்டுகள்
bombe	வெடிகுண்டுகள்
navedena	குறிப்பிடப்பட்டுள்ளது
navedena	குறிப்பிடவில்லை
navedena	குறிப்பிட்ட
navedena	குறிப்பிடப்பட்டது
greben	ரிட்ஜ்
greben	பாறை
mediji	மீடியா
mediji	ஊடகம்
mediji	ஊடகங்கள்
ruža	ரோஸ்
ruža	ரோஜா
industrijske	தொழிற்சாலை
industrijske	தொழில்துறை
potvrđeno	உறுதி
potvrđeno	உறுதிசெய்யப்பட்டது
ponudio	வழங்கப்படும்
pištolj	துப்பாக்கி
pištolj	துப்பாக்கி
državljanstvo	குடியுரிமை
omogućio	இயக்கப்பட்டது
omogućio	செயலாக்கப்பட்டது
omogućio	செயல்படுத்தப்பட்டது
victoria	விக்டோரியா
russell	ரஸ்ஸல்
ssr	ssr
arapskih	அரபு
redovna	வழக்கமானது
redovna	வழக்கம்
redovna	வழக்கமான
susret	கூட்டம்
susret	கூட்டத்தில்
susret	சந்திப்பு
susret	சந்திப்பை
nosili	ஏற்றி
est	est
pisci	எழுத்தாளர்கள்
prethodnik	predecessor
strip	காமி
strip	காமிக்ஸ்
strip	காமிக்
široka	விரிந்த
široka	அகல
široka	அகன்ற
por	por
shvatio	உணரப்பட்டது
miris	செண்ட்
miris	சென்ட்
miris	வாசனை
miris	மணம்
philadelphia	பிலடெல்பியா
potvrđuje	உறுதிசெய்கிறது
potvrđuje	உறுதிப்படுத்துகிறது
metar	மீட்டர்
trake	லேன்ஸ்
mat	தோழன்
mat	துணையை
pridružuje	இணைகிறார்
spektra	ஸ்பெக்ட்ரம்
trans	trans
jon	ஜான்
jon	ஜோன்
koordinate	ஒருங்கிணைப்புகள்
koordinate	அச்சுகள்
felix	பெலிக்ஸ்
turbo	டர்போ
trougao	முக்கோணம்
prošlost	கடந்தகாலம்
prošlost	கடந்த
prošlost	கடந்தது
nepoznat	தெரியாதவர்
nepoznat	தெரியாத
nepoznat	தெரியாதது
sergio	செர்ஜியோ
tostring	tostring
fbi	fbi
amerikanac	அமெரிக்கன்
amerikanac	அமெரிக்கர்
amerikanac	அமெரிக்க
režim	பழக்கத்தை
vijest	செய்திகள்
vijest	செய்தி
odigrano	விளையாடிய
odigrano	விளையாடியது
ručno	கைமுறையாக
preuzeti	எடுத்துக்
preuzeti	எடுத்து
preuzeti	எடு
helena	ஹெலெனா
ured	அலுவலகப்
ured	அலுவலகம்
jednostavan	சாதாரணம்
jednostavan	சுலபமான
jednostavan	எளிமையானது
jednostavan	எளிய
admiral	அட்மிரல்
proučavanja	ஆய்
proučavanja	படிப்பு
proučavanja	ஆய்வு
proučavanja	ஆய்வுகள்
komore	சேம்பர்ஸ்
adams	ஆடம்ஸ்
full	நிறைந்த
full	முழுமை
full	முழுவதும்
full	முழு
barry	பாரி
pronađena	கண்டு
pronađena	கண்டேன்
pronađena	கண்டறியப்பட்டது
krilo	இறக்கை
krilo	சிறகு
donekle	ஓரளவு
donekle	சிறிதளவு
maraka	மார்க்ஸ்
decenija	பத்தாண்டுகளாக
decenija	பத்தாண்டு
nezavisni	சுதந்திர
geografija	புவியியல்
lyon	லியோன்
adrian	அட்ரியன்
predmete	உருப்படிகள்
predmete	பொருட்கள்
predmete	பொருள்கள்
poljoprivreda	வேளாண்மை
poljoprivreda	விவசாய
poljoprivreda	விவசாயம்
poljoprivreda	விவசாயத்திற்கு
jednake	சமமான
jednake	சம
jednake	சமமாக
mitologija	தொன்மவியல்
postojećih	இருக்கும்
roll	ரோல்
roll	உருட்டு
zapadnim	மேற்கு
opremu	கியர்
oxford	ஆக்ஸ்ஃபோர்டு
komande	கட்டளைகள்
imenovao	நியமனம்
imdb	imdb
bliže	அருகாமையில்
napoleon	நெப்போலியன்
cruz	க்ரூஸ்
osjeća	உணர்
osjeća	உணர்ந்தால்
osjeća	உணர்கிறேன்
acer	ஏசர்
são	சாவோ
razumijevanje	புரிதல்
mužjaci	ஆண்கள்
pozitivne	நல்லது
pozitivne	நேர்மறை
pozitivne	நேர்
poruke	செய்திகள்
poruke	அஞ்சல்கள்
dizajniran	வடிவமைக்கப்பட்டது
dizajniran	வடிவமைத்து
dizajniran	வடிவமைக்கப்பட்டுள்ளது
vodstvo	தலைமையை
vodstvo	தலைமை
želja	ஆசையை
želja	ஆசை
vodili	led
grant	கிரான்ட்
novčanica	banknotes
potomaka	சந்ததி
djed	தாத்தா
terezija	தெரேசா
očima	கண்களும்
očima	கண்களின்
očima	கண்கள்
očima	கண்களால்
očima	கண்களை
siguran	sure
siguran	உறுதியாக
siguran	நிச்சயமாக
siguran	கண்டிப்பாக
sudovi	நீதிமன்றங்கள்
piće	குடித்தல்
piće	குடி
piće	குடிக்கும்
piće	குடிப்பது
piće	குடிக்க
piće	குடி
piće	பானம்
protok	ஓட்டம்
protok	ஓடி
office	அலுவலகப்
office	அலுவலகம்
isa	ஈஸா
grafika	வரைகலை
grafika	கிராபிக்ஸ்
egipatski	எகிப்திய
lira	லிரா
prestaje	நிறுத்தங்கள்
gordon	கோர்டன்
bora	போரா
inc	inc
ryan	ரியான்
komentar	கருத்தைப்
komentar	குறிப்புரை
komentar	கருத்தை
komentar	கருத்து
nick	நிக்
odlazak	புறப்பாடு
odlazak	புறப்படும்
korišteno	பயன்படுத்தப்பட்டது
korišteno	பயன்படுத்திய
korišteno	பயன்படுத்தியது
minsk	மின்ஸ்க்
otkriti	வெளிப்படுத்த
otkriti	வெளிப்படுத்தும்
otkriti	கண்டுபிடிக்கவும்
otkriti	கண்டறியவும்
otkriti	கண்டுபிடி
pravne	சட்டம்
pravne	சட்ட
pravne	சட்டப்பூர்வமான
mile	மைல்
zatvor	ஜெயில்
zatvor	சிறை
zatvor	கைதி
zatvor	சிறைச்சாலை
zatvor	சிறை
cink	துத்தநாக
gasova	வாயுக்கள்
krajnjem	அதீத
dostignuća	சாதனைகள்
dave	டேவ்
čuo	கேட்டேன்
čuo	கேட்ட
čuo	கேட்டது
čuo	கேட்டிருக்கிறேன்
smisao	அர்த்தத்தை
smisao	அர்த்தம்
stabilnost	ஸ்திரத்தன்மை
konj	குதிரை
saša	சாஷா
pozitivno	சாதகமாக
naslijeđe	மரபை
naslijeđe	மரபு
dat	dat
dat	கொடுத்த
dat	கொடுக்கப்பட்ட
dat	வழங்கப்பட்டது
žrtva	பாதிக்கப்பட்டவர்
žrtva	பாதிக்கப்பட்ட
boy	பாய்
boy	சிறுவன்
boy	பையன்
boy	பையா
dugu	லாங்
dugu	long
dugu	நீண்ட
oslobađanje	ரிலீஸ்
oslobađanje	வெளியீடு
ubili	கொல்லப்பட்டனர்
ubili	கொன்றார்
ubili	கொன்றது
ubili	கொல்லப்பட்டார்
nađe	கண்டு
nađe	கண்டுபிடி
wembley	வெம்பிளி
podjelu	பிரிவினை
dionica	பகிர்வுகள்
dionica	பங்குகள்
dionica	இருப்பு
zeleni	கீரைகள்
vještina	திறமைகள்
vještina	திறன்கள்
prilika	வாய்ப்பை
prilika	வாய்ப்பு
stanley	ஸ்டான்லி
postigli	அடைந்தது
postigli	அடைந்து
stavio	போடுங்கள்
stavio	போட
stavio	போடு
stavio	போட்டு
projektila	ஏவுகணைகள்
ples	நாட்டியம்
ples	நடனம்
ples	ஆடும்
djetinjstvo	சிறுவயது
jedinstvena	தனித்துவம்
jedinstvena	தனிப்பட்ட
asim	அசிம்
zidovi	சுவர்களில்
zidovi	சுவர்கள்
halifa	கலீபா
arhiva	கோப்பு
djevojke	பெண்களின்
djevojke	பெண்கள்
djevojke	பெண்களுக்கு
popularnosti	புகழுக்கு
popularnosti	பிரபலமானது
belfast	பெல்ஃபாஸ்ட்
slavi	கொண்டாடுகிறது
slavi	கொண்டாடு
slavi	கொண்டாட்டம்
slavi	கொண்டாடும்
emerson	எமர்சன்
mediawiki	மீடியாவிக்கி
sydney	சிட்னி
spektar	ஸ்பெக்ட்ரம்
atmosferu	வளிமண்டலம்
navesti	குறிப்பிடு
navesti	குறிப்பிடவும்
otvora	பிறப்பு
cardiff	கார்டிஃப்
modul	தொகுதி
modul	பாகம்
modul	கூறு
drago	டிராகோ
idaho	idaho
ugled	புகழை
hot	ஹாட்
hot	சூடு
hot	சூடாக
hot	சூடான
štetu	சேதம்
štetu	பாதிப்பு
važnih	முக்கியமான
važnih	முக்கியமானது
važnih	முக்கியம்
važnih	முக்கிய
ostvarili	வளங்களும்
jedinstven	தனித்துவம்
jedinstven	தனிப்பட்ட
zamijeniti	மாற்று
zamijeniti	பெயர்ச்சி
motori	ஆற்றல்கள்
jerry	ஜெர்ரி
skupu	ஊர்வலம்
skupu	பேரணி
lovca	வேட்டைக்காரன்
lovca	வேட்டையாடி
rekavši	சொல்கிறேன்
mirza	மிர்சா
polahko	எளிதானது
polahko	சுலபம்
polahko	எளிது
polahko	எளிதான
polahko	எளிதில்
polahko	எளிதாக
nijedna	எவருமில்லை
nijedna	எவரும்
nijedna	ஒன்றுமில்லை
nijedna	எதுவுமில்லை
nijedna	ஏதுமில்லை
upala	வீக்கம்
upala	தீரா
upala	அழற்சி
dama	சீமாட்டி
dama	பெண்மணி
dama	லேடி
dnevnik	டைரி
dnevnik	தினமும்
dnevnik	அன்றாடம்
dnevnik	தினசரி
dnevnik	அன்றாட
dnevnik	தினந்தோறும்
lijepa	அழகு
lijepa	அழகான
lijepa	அழகிய
lijepa	அழகா
lijepa	அழகாக
glumci	நடிகர்கள்
jela	fir
jela	பாத்திரங்கள்
mangan	மாங்கனீசு
etc	போன்றவை
met	மாட்
met	மேட்
komercijalni	வணிக
komercijalni	வணிகம்
ubica	கொலைகாரன்
ubica	கில்லர்
ubica	கொலையாளி
spomenuti	குறிப்பிடுங்கள்
spomenuti	குறிப்பிடவும்
fridrik	பிரடெரிக்
bayer	பேயர்
duha	ஆவி
duha	பேய்
produkcije	productions
saradnik	இணை
saradnik	சக
benz	பென்ஸ்
trofej	கோப்பை
mapa	வரைபடம்
mapa	வரைபடங்கள்
stotinu	நூறு
bmw	bmw
slave	கொண்டாடு
slave	கொண்டாட்டம்
slave	கொண்டாடும்
mač	வாள்
silva	சில்வா
peta	peta
peta	ஐந்தாம்
peta	ஐந்தாவது
stoke	ஸ்டோக்
stoke	மாடு
stoke	கால்நடைகள்
stoke	கால்நடை
stoke	கால்
stoke	பருகும்
velemajstor	கிராண்ட்மாஸ்டர்
vjerovanje	நம்பிக்கை
verlag	verlag
miami	மியாமி
grobnica	கல்லறை
komunista	கம்யூனிஸ்டுகள்
prikazivanje	திரையிடல்
pacijenti	நோயாளிகள்
prethodni	முந்தையது
prethodni	முந்தைய
una	una
sedmi	ஏழாம்
četvrt	கால்
četvrt	காலாண்டு
newton	நியூட்டன்
puna	நிறைந்த
puna	முழுமை
puna	முழுவதும்
puna	முழு
savjetnik	ஆலோசகர்
kan	கானும்
kan	கான்
kan	kan
spot	கிளிப்
arabija	அரேபியா
irski	ஐரிஷ்
jorge	ஜோர்ஜ்
dozvolu	உரிமம்
dozvolu	அனுமதி
ranger	ரேஞ்சர்
kliknite	சொடுக்கு
kliknite	க்ளிக்
kliknite	கிளிக்
vjerovanja	நம்பிக்கை
arapska	அரபு
finski	பின்னிஷ்
run	ஓட்டம்
obradu	செயல்படுத்துகிறது
obradu	செயலாக்கம்
saradnja	கூட்டுமுயற்சி
saradnja	ஒத்துழைப்பு
napustiti	விடு
napustiti	விட்டு
napustiti	வெளியேறு
bogato	பணக்காரன்
monarh	அரசன்
vektor	நெறியம்
kiša	மழை
barbara	பார்பரா
obilježava	மார்க்ஸ்
čisto	தூய்மையான
čisto	தூய்மை
čisto	தூய
kampanje	பிரச்சாரம்
snijeg	பனி
julija	ஜூலியா
julija	ஜூலியட்
trajanja	காலஅளவு
caf	கஃப்
morgan	மோர்கன்
estonija	எஸ்டோனியா
vrelo	ஹாட்
vrelo	சூடு
vrelo	சூடாக
vrelo	சூடான
baku	பாலகுமாரன்
baku	பாகு
ernest	எர்னஸ்ட்
runde	சுற்றுகள்
rob	ராப்
rob	அடிமை
rob	அடிமைகள்
poboljšanja	முன்னேற்றங்கள்
zec	முயல்
terry	டெர்ரி
rođendan	பிறந்தநாளை
rođendan	பிறந்தநாள்
temelj	அறக்கட்டளை
temelj	பவுண்டேஷன்
temelj	அடித்தளம்
interfejs	இடைமுகப்பு
interfejs	இடைமுகம்
temelje	அடித்தளங்கள்
učestvovati	பங்கேற்க
planove	திட்டங்கள்
uslov	நிலையில்
uslov	நிபந்தனை
fizika	இயற்பியல்
memorije	நினைவு
memorije	நினைவைப்
memorije	நினைவாற்றல்
memorije	நினைவகம்
userbox	userbox
odgovorio	பதிலளித்த
asistent	உதவியாளர்
dvaput	இருமுறை
dokumenti	ஆவணங்கள்
simboli	குறிகள்
radnici	தொழிலாளர்கள்
dijagram	வரைப்படம்
oluja	புயல்
izdata	வெளியிட்டார்
fide	fide
larry	லாரி
bore	சுருக்கங்கள்
ubuntu	உபுண்டு
tie	டை
selima	கிராமங்கள்
selima	கிராமங்களை
roy	ராய்
charlotte	சார்லோட்
labud	சிக்னசு
labud	அன்னம்
završni	இறுதியான
završni	இறுதி
plazma	பிளாஸ்மா
hum	ஹம்
hum	ஹூம்
staviti	போடுங்கள்
staviti	போட
staviti	போடு
staviti	போட்டு
radnik	பணியாளர்
radnik	தொழிலாளி
unuk	பேரன்
gube	இழக்க
gube	தோல்வி
ian	இயன்
zaradio	சம்பாதித்த
ita	ita
procjenama	கணக்கீடுகள்
mreži	கட்டம்
povećana	அதிகரித்துள்ளது
povećana	அதிகரித்தது
četvrtom	நான்காம்
četvrtom	நான்காவது
balkan	balkans
balkan	பால்க்கன்
alberta	ஆல்பர்ட்டா
dvostruko	இரட்டிப்பு
dvostruko	இரட்டை
poslovni	தொழில்
poslovni	வணிகம்
poslovni	வியாபாரம்
med	தேன்
pomoćnik	உதவியாளர்
urban	நகர்ப்புற
zasluge	மெரிட்
tajna	இரகசியம்
tajna	ரகசிய
tajna	ரகசியம்
tajna	சீக்ரெட்
sredina	சூழலில்
sredina	சூழலை
sredina	சூழல்
sredina	சுற்றுச்சூழல்
make	செய்ய
mar	mar
preci	முன்னோர்கள்
foundation	அறக்கட்டளை
foundation	பவுண்டேஷன்
foundation	அடித்தளம்
zapisi	பதிவுகள்
zapisi	சாதனைகள்
nos	மூக்கில்
nos	மூக்கு
nos	மூக்கை
nos	nos
gost	விருந்தினர்
gost	விருந்தாளி
gost	விருந்தினராக
simfonija	சிம்பொனி
vodič	வழிகாட்டி
warner	வார்னர்
grob	கல்லறை
grob	கல்லறை
matematika	கணிதம்
matematika	கணிதம்
matematika	கணித
dodjela	ஒதுக்கீடு
shakespeare	ஷேக்ஸ்பியர்
prihvatiti	ஏற்க
prihvatiti	ஏற்கவும்
prihvatiti	ஏற்கிறேன்
čišćenje	சுத்தம்
chaplin	சாப்ளின்
venera	வீனஸ்
utc+	utc+
proteine	புரதங்கள்
stockholm	ஸ்டாக்ஹோம்
uzroci	காரணங்கள்
uzroci	செய்கிறான்
carlo	கார்லோ
sreću	லக்
sreću	அதிர்ஷ்டம்
bach	bach
rijetki	அரிய
rijetki	அரிதான
atentat	படுகொலை
xix	xix
organizator	அமைப்பாளர்
organizator	நிறுவனர்
kolekcija	சேகரிப்பு
kolekcija	சேகரிப்புகள்
kolekcija	தொகுப்பு
kolekcija	வசூல்
dinar	தினார்
maksimalni	அதிகபட்சம்
maksimalni	அதிகபட்ச
transfer	பரிமாற்றம்
transfer	இடமாற்றம்
projekti	திட்டங்கள்
saudijska	சவூதி
saudijska	சவுதி
definitivno	கண்டிப்பாக
definitivno	நிச்சயமாக
privatne	தனியார்
privatne	தனிப்பட்ட
privatne	தனிப்பட்டது
privatne	தனி
privatne	தனிப்பட்டதாக
spol	பாலினம்
spol	செக்ஸ்
spol	காமம்
spol	பாலுறவு
spol	உடலுறவு
objavili	அறிவிக்கப்பட்டது
četvrto	நான்காம்
četvrto	நான்காவது
ispitivanje	கருத்துக்கணிப்பு
ispitivanje	சர்வே
kupola	டோம்
željeznica	இரயில்வே
željeznica	railways
naučio	கற்றுக்கொண்ட
orange	ஆரஞ்சு
vijekova	நூற்றாண்டுகளாக
pérez	பெரெஸ்
mehanički	மெக்கானிக்கல்
precizno	துல்லியமாக
metali	உலோகம்
metali	மெட்டல்
metali	உலோகங்கள்
piramide	பிரமிடுகள்
kulturna	கலாச்சார
kulturna	பண்பாட்டு
kulturna	பாரம்பரியம்
ujedinjeni	யுனைடெட்
ujedinjeni	ஐக்கிய
ujedinjeni	united
ujedinjeni	ஐக்கியம்
govoreći	பேசும்
